til	لاجل	til	لاجل	ADV	
gamle	القديم	gammel	قَدِيم	ADJ;PL	ADJ;NOM;DEF;MASC;SG
isbn	isbn	isbn	مُصَثَّه	N;INDF;MASC+FEM;SG	V;PFV;FEM;SG;3;ACT
gange	تايمز	gang	تَايمز	N;INDF;MASC+FEM;PL	
gange	المرات	gang	مَرَّة	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
gange	التايمز	gang	تَايمز	N;INDF;MASC+FEM;PL	
gange	الاوقات	gang	وَقت	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
bedste	اطيب	god	أَطَاب	ADJ;DEF;RL	
bedste	ضل	god	ضَلّ	ADJ;DEF;RL	V;PFV;MASC;SG;3;ACT
bedste	افضل	god	أَفضَل	ADJ;DEF;RL	ADJ;NOM;INDF;MASC;SG
døde	ميتة	død	مَيتَة	ADJ;PL	ADJ;NOM;INDF;FEM;SG
døde	ميتا	død	ميتا	ADJ;PL	N;NOM;INDF;SG
døde	ميت	død	ميت	ADJ;PL	
amerikanske	امريكية	amerikansk	أَمرِيكِيّ	ADJ;PL	ADJ;NOM;INDF;FEM;SG
amerikanske	امريكيون	amerikansk	أَمرِيكِيّ	ADJ;PL	N;NOM;INDF;PL
amerikanske	امريكي	amerikansk	أَمرِيكِيّ	ADJ;PL	ADJ;NOM;INDF;MASC;SG
amerikanske	الامريكي	amerikansk	أَمرِيكِيّ	ADJ;PL	N;NOM;DEF;SG
tysk	الالمانية	tysk	أَلمَانِيّ	ADJ;INDF;SG	ADJ;NOM;DEF;FEM;SG
tysk	المان	tysk	أَلمَانِيّ	ADJ;INDF;SG	
tysk	الالماني	tysk	أَلمَانِيّ	ADJ;INDF;SG	ADJ;NOM;DEF;MASC;SG
tysk	المانيا	tysk	أَلمَانِيَا	ADJ;INDF;SG	
meter	متر	meter	مِتر	N;INDF;MASC+FEM;PL	N;NOM;INDF;SG
meter	عداد	meter	عِدَاد	N;INDF;MASC+FEM;PL	N;NOM;INDF;SG
meter	المتر	meter	مِتر	N;INDF;MASC+FEM;PL	N;NOM;DEF;SG
meter	متر	meter	مِتر	N;INDF;MASC+FEM;PL	N;NOM;INDF;SG
meter	العداد	meter	عِدَاد	N;INDF;MASC+FEM;PL	N;NOM;DEF;SG
meter	متر	meter	مِتر	N;INDF;MASC+FEM;PL	N;NOM;INDF;SG
meter	مترا	meter	مِتر	N;INDF;MASC+FEM;PL	N;ACC;INDF;SG
meter	متر	meter	مِتر	N;INDF;MASC+FEM;PL	N;NOM;INDF;SG
gruppe	المجموعة	gruppe	مَجمُوعَة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
stedet	مكان	sted	مَكَان	N;DEF;NEUT;SG	N;NOM;INDF;SG
tyskland	المانيا	tyskland	أَلمَانِيَا	PROPN	
lige	مباشرة	lige	مُبَاشَرَة	ADV	N;NOM;INDF;SG
lige	مستقيم	lige	مُستَقِيم	ADV	
lige	متساوية	lige	مُتَسَاوِي	ADV	ADJ;NOM;INDF;FEM;SG
lige	متساو	lige	مُتسَاو	ADV	ADJ;NOM;INDF;MASC;SG
lige	مساو	lige	مَسَاو	ADV	ADJ;NOM;INDF;MASC;SG
lige	تساوي	lige	تَسَاوِي	ADV	V;IPFV;MASC;IND;SG;3;FIN;ACT
spillet	لعبة	spille	لُعبَة	V;INDF;SG;PST;V.PTCP	N;NOM;INDF;SG
spillet	مباراة	spille	مُبَارَاة	V;INDF;SG;PST;V.PTCP	N;NOM;INDF;SG
spillet	المباراة	spille	مُبَارَاة	V;INDF;SG;PST;V.PTCP	N;NOM;DEF;SG
spillet	اللعبة	spille	لَعبَة	V;INDF;SG;PST;V.PTCP	N;NOM;DEF;SG
forbindelse	الاتصال	forbindelse	اِتِّصَال	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
peter	بيتر	peter	بِيتر		
peter	بطرس	peter	بطرس		
historie	ستوري	historie	ستوري	N;INDF;MASC+FEM;SG	
historie	القصة	historie	قِصَّة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
historie	قصه	historie	قَصه	N;INDF;MASC+FEM;SG	
historie	التاريخ	historie	تَارِيخ	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
engelsk	الانجليزية	engelsk	إِنجلِيزِيَّة	ADJ;INDF;SG	N;NOM;DEF;SG
engelsk	انجليزي	engelsk	أَنجِلِيزِيّ	ADJ;INDF;SG	
engelsk	الانكليزية	engelsk	الانكليزية	ADJ;INDF;SG	
engelsk	بالانكليزية	engelsk	بَالانكلِيزِيّ	ADJ;INDF;SG	
århundrede	القرون	århundrede	قَرن	N;INDF;NEUT;SG	N;NOM;DEF;PL
århundrede	قرون	århundrede	قَرن	N;INDF;NEUT;SG	N;NOM;INDF;PL
århundrede	القرن	århundrede	قَرن	N;INDF;NEUT;SG	N;NOM;DEF;SG
stadig	لسه	stadig	لسه	ADV	
john	جون	john	جُون	PROPN	
john	يوحنا	john	يوحنا	PROPN	
sted	المكان	sted	مَكَان	N;INDF;NEUT;SG	N;NOM;DEF;SG
sted	الموقع	sted	مَوقِع	N;INDF;NEUT;SG	N;NOM;DEF;SG
sted	المكان	sted	مَكَان	N;INDF;NEUT;SG	N;NOM;DEF;SG
gift	سما	gift	سَمَّا	ADJ;INDF;SG	
gift	السم	gift	سَمّ	ADJ;INDF;SG	N;NOM;DEF;SG
gift	سم	gift	سَمّ	ADJ;INDF;SG	
center	سنتر	center	سنتر	N;INDF;NEUT;SG	
center	المركز	center	مَركَز	N;INDF;NEUT;SG	N;NOM;DEF;SG
center	المنتصف	center	مُنتَصَف	N;INDF;NEUT;SG	N;NOM;DEF;SG
center	الوسط	center	وَسط	N;INDF;NEUT;SG	N;NOM;DEF;SG
center	المركز	center	مَركَز	N;INDF;NEUT;SG	N;NOM;DEF;SG
forhold	علاقات	forhold	عَلَاقَة	N;INDF;NEUT;SG	N;NOM;INDF;PL
forhold	العلاقات	forhold	عَلَاقَة	N;INDF;NEUT;SG	N;NOM;DEF;PL
forhold	النسبة	forhold	نِسبَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
forhold	العلاقة	forhold	عَلَاقَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
forhold	العلاقات	forhold	عَلَاقَة	N;INDF;NEUT;SG	N;NOM;DEF;PL
forhold	علاقه	forhold	علاقه	N;INDF;NEUT;SG	PRO;NOM;MASC;SG;3
spiller	مشغل	spille	مُشَغِّل	V;IND;PRS;FIN;ACT	N;NOM;INDF;SG
spiller	اللاعب	spille	لَاعِب	V;IND;PRS;FIN;ACT	N;NOM;DEF;SG
spiller	لاعب	spille	لَاعِب	V;IND;PRS;FIN;ACT	N;NOM;INDF;SG
spiller	play	spille	شَضِيف	V;IND;PRS;FIN;ACT	
spiller	المسرحيات	spille	مَسرَحِيّ	V;IND;PRS;FIN;ACT	N;NOM;DEF;PL
spiller	مسرحيات	spille	مَسرَحِيّ	V;IND;PRS;FIN;ACT	N;NOM;INDF;PL
spiller	اللعب	spille	لَعب	V;IND;PRS;FIN;ACT	N;NOM;DEF;SG
kommer	ات	komme	أَت	V;IND;PRS;FIN;ACT	
kommer	قادمون	komme	قَادِم	V;IND;PRS;FIN;ACT	ADJ;NOM;INDF;MASC;PL
kommer	قادم	komme	قَادِم	V;IND;PRS;FIN;ACT	ADJ;NOM;INDF;MASC;SG
kommer	قادمة	komme	قَادِم	V;IND;PRS;FIN;ACT	ADJ;NOM;INDF;FEM;SG
især	وخاصة	især	وخاصة	ADV	N;NOM;INDF;SG
især	خاصة	især	خَاصّ	ADV	ADJ;ACC;INDF;FEM;SG
især	خصوصا	især	خُصُوص	ADV	N;ACC;INDF;SG
især	بالاخص	især	بالاخص	ADV	
kampe	المباريات	kamp	مُبَارَاة	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
kampe	قتال	kamp	قِتَال	N;INDF;MASC+FEM;PL	N;NOM;INDF;SG
kampe	القتال	kamp	قِتَال	N;INDF;MASC+FEM;PL	N;NOM;DEF;SG
kampe	المباريات	kamp	مُبَارَاة	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
kampe	الالعاب	kamp	لَعب	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
kampe	العاب	kamp	لَعب	N;INDF;MASC+FEM;PL	
kampe	المعارك	kamp	مَعرَكَة	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
går	مشي	gå	مَشي	V;IND;PRS;FIN;ACT	
går	امشي	gå	امشي	V;IND;PRS;FIN;ACT	
går	المشي	gå	مُشِيّ	V;IND;PRS;FIN;ACT	N;NOM;DEF;SG
går	ذهاب	gå	ذَهَاب	V;IND;PRS;FIN;ACT	N;NOM;INDF;SG
går	ذاهب	gå	ذَاهِب	V;IND;PRS;FIN;ACT	
går	ذاهبة	gå	ذَاهِبَة	V;IND;PRS;FIN;ACT	ADJ;NOM;INDF;FEM;SG
fordi	لان	fordi	لِأَنَّ	CONJ	CONJ
fordi	لانه	fordi	لانه	CONJ	
fordi	عشان	fordi	عشان	CONJ	
fordi	لانني	fordi	لانني	CONJ	N;NOM;DEF;SG
fordi	بسبب	fordi	بسبب	CONJ	N;NOM;INDF;SG
fordi	لاني	fordi	لاني	CONJ	
syd	جنوبي	syd	جَنُوبِيّ	N;INDF	ADJ;NOM;INDF;MASC;SG
syd	الجنوب	syd	جَنُوب	N;INDF	N;NOM;DEF;SG
syd	ساوث	syd	سَاوث	N;INDF	
skrevet	مكتوب	skrive	مَكتُوب	V;INDF;SG;PST;V.PTCP	
skrevet	خطية	skrive	خَطِّيّ	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;FEM;SG
skrevet	مكتوبة	skrive	مَكتُوب	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;FEM;SG
sverige	للسويد	sverig	للسويد	ADJ;PL	N;NOM;DEF;SG
sverige	بالسويد	sverig	بالسويد	ADJ;PL	N;GEN;DEF;SG
sverige	السويد	sverig	اَلسّوِيد	ADJ;PL	
frederik	فريدريك	frederik	فريدريك	N;INDF;MASC+FEM;SG	
frankrig	وفرنسا	frankrig	وفرنسا		
frankrig	فرانس	frankrig	فرَانس		
frankrig	فرنسا	frankrig	فَرَنسَا		
ned	اسفل	ned	أَسفَل	ADV	
ned	نيد	ned	نيد	ADV	
form	الشكل	form	شَكل	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
form	الشكل	form	شَكل	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
form	النموذج	form	نَمُوذَج	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
nogen	شخص	nogen	شَخص	PRO;MASC+FEM;SG	N;NOM;INDF;SG
nogen	احد	nogen	أَحَد	PRO;MASC+FEM;SG	N;NOM;INDF;SG
godt	خير	godt	خَير	ADV	ADJ;NOM;INDF;MASC;SG
godt	الخير	godt	خَير	ADV	N;NOM;DEF;SG
godt	طيب	godt	طيب	ADV	
godt	جيد	godt	جَيِّد	ADV	ADJ;NOM;INDF;MASC;SG
godt	بخير	godt	بخير	ADV	
arbejde	العمل	arbejde	عَمَل	N;INDF;NEUT;SG	N;NOM;DEF;SG
arbejde	اعمل	arbejde	عَمَل	N;INDF;NEUT;SG	
arbejde	يعمل	arbejde	عَمِل	N;INDF;NEUT;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
arbejde	اعمل	arbejde	عَمَل	N;INDF;NEUT;SG	
land	البلاد	land	بَلَد	N;INDF;NEUT;SG	N;NOM;DEF;PL
land	بلاد	land	بَلَد	N;INDF;NEUT;SG	N;NOM;INDF;PL
land	البلد	land	بَلَد	N;INDF;NEUT;SG	N;NOM;DEF;SG
land	ارض	land	ارض	N;INDF;NEUT;SG	
land	اراض	land	أَرض	N;INDF;NEUT;SG	N;NOM;INDF;PL
land	الارض	land	أَرض	N;INDF;NEUT;SG	N;NOM;DEF;SG
land	الاراضي	land	أَرض	N;INDF;NEUT;SG	N;NOM;DEF;PL
begge	كلاهما	begge	كلاهما	PRO;PL	
norge	النرويج	norge	نُرُويج	PROPN	
europa	اوروبا	europa	أُورُوبَا	PROPN	
europa	اوربا	europa	أُورُبَّا	PROPN	
europa	يوروبا	europa	يُورُوبَا	PROPN	
england	انجلترا	england	إِنجِلتِرَا	PROPN	
england	انكلترا	england	انكلترا	PROPN	
player	مشغل	play	مُشَغِّل	N;INDF;MASC+FEM;PL	N;NOM;INDF;SG
player	اللاعب	play	لَاعِب	N;INDF;MASC+FEM;PL	N;NOM;DEF;SG
player	لاعب	play	لَاعِب	N;INDF;MASC+FEM;PL	N;NOM;INDF;SG
player	play	play	شَضِيف	N;INDF;MASC+FEM;PL	
landet	بلد	land	بَلَد	N;DEF;NEUT;SG	N;NOM;INDF;SG
landet	البلاد	land	بَلَد	N;DEF;NEUT;SG	N;NOM;DEF;PL
landet	بلاد	land	بَلَد	N;DEF;NEUT;SG	N;NOM;INDF;PL
børn	الاولاد	barn	وَلَد	N;INDF;NEUT;PL	N;NOM;DEF;PL
børn	الاطفال	barn	طِفل	N;INDF;NEUT;PL	N;NOM;DEF;PL
børn	اطفال	barn	اطفال	N;INDF;NEUT;PL	
børn	الاطفال	barn	طِفل	N;INDF;NEUT;PL	N;NOM;DEF;PL
børn	اطفال	barn	اطفال	N;INDF;NEUT;PL	
http	http	http	أَطقَم	N;INDF;MASC+FEM;SG	
verden	العالمي	verden	عَالَمِيّ	N;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
verden	الدنيا	verden	دِنِّيَا	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
verden	العالم	verden	عَالَم	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
verden	world	verden	world	N;INDF;MASC+FEM;SG	
lang	لانغ	lang	لانغ	ADJ;INDF;MASC+FEM;SG	
lang	لانج	lang	لانج	ADJ;INDF;MASC+FEM;SG	
lang	لونغ	lang	لُونغ	ADJ;INDF;MASC+FEM;SG	
lang	الطويل	lang	طَوِيل	ADJ;INDF;MASC+FEM;SG	
plads	المقعد	plads	مَقعَد	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
plads	سيات	plads	سَاتِيّ	N;INDF;MASC+FEM;SG	
plads	المكان	plads	مَكَان	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
plads	الفضاء	plads	فَضَاء	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
får	الخراف	få	خِرَاف	V;IND;PRS;FIN;ACT	N;NOM;DEF;PL
får	الخروف	få	خَرف	V;IND;PRS;FIN;ACT	N;NOM;DEF;SG
får	الاغنام	få	إِغنَام	V;IND;PRS;FIN;ACT	N;NOM;DEF;PL
får	خروف	få	خَرف	V;IND;PRS;FIN;ACT	
får	الغنم	få	غَنَم	V;IND;PRS;FIN;ACT	N;NOM;DEF;SG
får	الحصول	få	حُصُول	V;IND;PRS;FIN;ACT	N;NOM;DEF;SG
samtidig	متزامن	samtidig	مُتَزَامِن	ADV	ADJ;NOM;INDF;MASC;SG
stort	الكبير	stor	كَبِير	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
stort	كبيره	stor	كبيره	ADJ;INDF;NEUT;SG	
derefter	بعدها	derefter	بعدها	ADV	PRO;NOM;MASC;SG;3
derefter	ثم	derefter	ثُمَّ	ADV	CONJ
derefter	اذا	derefter	إِذَا	ADV	CONJ
indeholder	احتواء	indeholde	اِحتِوَاء	V;IND;PRS;FIN;ACT	N;NOM;INDF;SG
sprog	لغات	sprog	لُغَة	N;INDF;NEUT;SG	N;NOM;INDF;PL
sprog	اللغات	sprog	لُغَة	N;INDF;NEUT;SG	N;NOM;DEF;PL
sprog	اللغة	sprog	لُغَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
set	رايت	se	رَاي	V;INDF;SG;PST;V.PTCP	
london	لندن	london	لَندَن	PROPN	
endnu	بعد	endnu	بَعدَ	ADV	ADP;NOM
kendte	المعروفة	kende	مَعرُوف	V;IND;PST;FIN;ACT	ADJ;NOM;DEF;FEM;SG
kendte	معلوم	kende	مَعلُوم	V;IND;PST;FIN;ACT	ADJ;NOM;INDF;MASC;SG
kendte	معروف	kende	مَعرُوف	V;IND;PST;FIN;ACT	ADJ;NOM;INDF;MASC;SG
kendte	معروفة	kende	مَعرُوف	V;IND;PST;FIN;ACT	ADJ;NOM;INDF;FEM;SG
kendte	المعروف	kende	مَعرُوف	V;IND;PST;FIN;ACT	ADJ;NOM;DEF;MASC;SG
kendte	مشاهير	kende	مَشهُور	V;IND;PST;FIN;ACT	N;NOM;INDF;PL
kendte	المشاهير	kende	مَشهُور	V;IND;PST;FIN;ACT	N;NOM;DEF;PL
gav	وهب	give	وَهَب	V;IND;PST;FIN;ACT	
gav	اعطيت	give	أَعطَى	V;IND;PST;FIN;ACT	V;PFV;FEM;SG;3;PASS
kilder	المصادر	kilde	مَصدَر	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
mand	الذكر	mand	ذِكر	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
mand	ذكر	mand	ذَكَر	N;INDF;MASC+FEM;SG	V;PFV;MASC;SG;3;ACT
mand	الذكور	mand	ذُكُور	N;INDF;MASC+FEM;SG	N;NOM;DEF;PL
mand	ذكور	mand	ذَكّ	N;INDF;MASC+FEM;SG	N;NOM;INDF;PL
mand	الزوج	mand	زَوج	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
mand	زوجي	mand	زَوجِيّ	N;INDF;MASC+FEM;SG	
mand	man	mand	فَصَم	N;INDF;MASC+FEM;SG	
mand	مان	mand	مَان	N;INDF;MASC+FEM;SG	
mand	الرجل	mand	رَجُل	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
vest	ويست	vest	ويست	N;INDF	
vest	الغرب	vest	غَرب	N;INDF	N;NOM;DEF;SG
vest	غربي	vest	غَربِيّ	N;INDF	ADJ;NOM;INDF;MASC;SG
vest	صدرية	vest	صِدرِيّ	N;INDF	ADJ;NOM;INDF;FEM;SG
vest	غربي	vest	غَربِيّ	N;INDF	ADJ;NOM;INDF;MASC;SG
vest	غربية	vest	غَربِيّ	N;INDF	ADJ;NOM;INDF;FEM;SG
vest	الغربية	vest	غَربِيّ	N;INDF	ADJ;NOM;DEF;FEM;SG
medlemmer	الاعضاء	medlem	عُضو	N;INDF;NEUT;PL	N;NOM;DEF;PL
brug	استعمل	brug	اِستَعمَل	N;INDF;MASC+FEM;SG	V;PFV;MASC;SG;3;ACT
brug	الاستعمال	brug	اِستِعمَال	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
brug	الاستخدام	brug	اِستِخدَام	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
brug	استخدم	brug	اِستَخدَم	N;INDF;MASC+FEM;SG	V;PFV;MASC;SG;3;ACT
lande	بلد	land	بَلَد	N;INDF;NEUT;PL	N;NOM;INDF;SG
lande	البلاد	land	بَلَد	N;INDF;NEUT;PL	N;NOM;DEF;PL
lande	البلد	land	بَلَد	N;INDF;NEUT;PL	N;NOM;DEF;SG
lande	البلدان	land	بَلَد	N;INDF;NEUT;PL	N;NOM;DEF;PL
lande	الدول	land	دَولَة	N;INDF;NEUT;PL	N;NOM;DEF;PL
bygget	مبني	bygge	مَبنِيّ	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG
skuespiller	ممثله	skuespiller	ممثله	N;INDF;MASC+FEM;SG	PRO;NOM;MASC;SG;3
skuespiller	الممثلة	skuespiller	مُمَثَّل	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
skuespiller	الممثل	skuespiller	مُمَثِّل	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
skuespiller	فاعل	skuespiller	فَاعِل	N;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG
liv	الحياة	liv	حَيَاة	N;INDF;NEUT;SG	N;NOM;DEF;SG
liv	الحياه	liv	حِيَاه	N;INDF;NEUT;SG	N;NOM;DEF;SG
liv	lif	liv	قَثحَة	N;INDF;NEUT;SG	
liv	حيوات	liv	حَيَاة	N;INDF;NEUT;SG	N;NOM;INDF;PL
liv	ليف	liv	لَيف	N;INDF;NEUT;SG	
liv	لف	liv	لَف	N;INDF;NEUT;SG	
dele	الاجزاء	del	جُزء	N;INDF;MASC+FEM;PL	N;NOM;DEF;SG
dele	مشاركة	del	مُشَارَكَة	N;INDF;MASC+FEM;PL	N;NOM;INDF;SG
dele	المشاركة	del	مُشَارَكَة	N;INDF;MASC+FEM;PL	N;NOM;DEF;SG
dele	حصة	del	حِصَّة	N;INDF;MASC+FEM;PL	N;NOM;INDF;SG
dele	نصيب	del	نَصِيب	N;INDF;MASC+FEM;PL	N;NOM;INDF;SG
dele	شارك	del	شَارَك	N;INDF;MASC+FEM;PL	V;PFV;MASC;SG;3;ACT
fem	خمسه	fem	خمسه	NUM	
personer	الاشخاص	person	شَخص	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
personer	الناس	person	إِنسَان	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
personer	ناس	person	نَاسِي	N;INDF;MASC+FEM;PL	
øst	شرقي	øst	شَرقِيّ	N;INDF	ADJ;NOM;INDF;MASC;SG
øst	ايست	øst	أَيسَت	N;INDF	
øst	الشرق	øst	شَرق	N;INDF	N;NOM;DEF;SG
øst	الشرقية	øst	شَرقِيّ	N;INDF	ADJ;NOM;DEF;FEM;SG
øst	شرقي	øst	شَرقِيّ	N;INDF	ADJ;NOM;INDF;MASC;SG
øst	شرقية	øst	شَرقِيّ	N;INDF	ADJ;NOM;INDF;FEM;SG
øst	الشرقية	øst	شَرقِيّ	N;INDF	ADJ;NOM;DEF;FEM;SG
forfatter	كاتبة	forfatter	كَاتِب	N;INDF;MASC+FEM;SG	ADJ;NOM;INDF;FEM;SG
forfatter	الكاتب	forfatter	كَاتِب	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
forfatter	الكاتبة	forfatter	كَاتِب	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
forfatter	مؤلف	forfatter	مؤلف	N;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG
forfatter	الكاتب	forfatter	كَاتِب	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
forfatter	المؤلف	forfatter	مُؤَلِّف	N;INDF;MASC+FEM;SG	
nok	كفاية	nok	كِفَايَة	ADV	N;NOM;INDF;SG
nok	كفى	nok	كفى	ADV	
nok	يكفي	nok	كَفَى	ADV	V;IPFV;MASC;IND;SG;3;FIN;ACT
nok	كافي	nok	كافي	ADV	
brugt	مستخدم	bruge	مُستَخدَم	V;INDF;SG;PST;V.PTCP	N;NOM;INDF;SG
wikipedia	ويكيبيديا	wikipedia	ويكيبيديا	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
album	الالبوم	album	أَلبُوم	N;INDF;NEUT;SG	N;NOM;DEF;SG
album	البوم	album	أَلبُوم	N;INDF;NEUT;SG	
album	البومات	album	البومات	N;INDF;NEUT;SG	N;NOM;DEF;PL
album	الالبومات	album	أَلبُومَة	N;INDF;NEUT;SG	N;NOM;DEF;PL
næsten	تقريبا	næsten	تَقرِيب	ADV	N;ACC;INDF;SG
areal	المساحة	areal	مِسَاحَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
areal	المنطقة	areal	مِنطَقَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
giver	العطاء	give	عَطَاء	V;IND;PRS;FIN;ACT	N;NOM;DEF;SG
giver	اعطاء	give	إِعطَاء	V;IND;PRS;FIN;ACT	N;NOM;INDF;SG
giver	اعطاء	give	إِعطَاء	V;IND;PRS;FIN;ACT	N;NOM;INDF;SG
nuværende	التيار	nuværende	تَيَّار	ADJ	N;NOM;DEF;SG
nuværende	تيار	nuværende	تَيَّار	ADJ	N;NOM;INDF;SG
nuværende	هدية	nuværende	هَدِيَّة	ADJ	N;NOM;INDF;SG
nuværende	الحاضر	nuværende	حَاضِر	ADJ	
indbyggere	ساكن	indbygger	سَاكِن	N;INDF;MASC+FEM;PL	ADJ;NOM;INDF;MASC;SG
indbyggere	السكان	indbygger	سَاكِن	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
indbyggere	المقيمون	indbygger	مُقَيَّم	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
indbyggere	المقيمين	indbygger	مُقِيم	N;INDF;MASC+FEM;PL	ADJ;ACC;DEF;MASC;PL
indbyggere	السكان	indbygger	سَاكِن	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
mennesker	البشر	menneske	بَشَر	N;INDF;NEUT;PL	N;NOM;DEF;SG
mennesker	بشر	menneske	بَشَّر	N;INDF;NEUT;PL	
mennesker	الاشخاص	menneske	شَخص	N;INDF;NEUT;PL	N;NOM;DEF;PL
mennesker	الناس	menneske	إِنسَان	N;INDF;NEUT;PL	N;NOM;DEF;PL
mennesker	ناس	menneske	نَاسِي	N;INDF;NEUT;PL	
står	واقف	stå	وَاقِف	V;IND;PRS;FIN;ACT	
står	واقفة	stå	واقفة	V;IND;PRS;FIN;ACT	ADJ;NOM;INDF;FEM;SG
står	الوقوف	stå	وُقُوف	V;IND;PRS;FIN;ACT	N;NOM;DEF;SG
datter	الابنة	datter	الابنة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
datter	البنت	datter	بَنت	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
datter	بنت	datter	بَنَى	N;INDF;MASC+FEM;SG	V;PFV;FEM;SG;3;ACT
område	الميدان	område	مَيدَان	N;INDF;NEUT;SG	N;NOM;DEF;SG
område	الحقل	område	حَقل	N;INDF;NEUT;SG	N;NOM;DEF;SG
område	الاقليم	område	إِقلِيم	N;INDF;NEUT;SG	
område	اقليم	område	اقليم	N;INDF;NEUT;SG	
område	المنطقة	område	مِنطَقَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
område	المساحة	område	مِسَاحَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
område	المنطقة	område	مِنطَقَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
året	عام	år	عَام	N;DEF;NEUT;SG	N;NOM;INDF;SG
året	سنة	år	سَنَة	N;DEF;NEUT;SG	N;NOM;INDF;SG
året	سنه	år	سنه	N;DEF;NEUT;SG	N;NOM;INDF;SG
længere	اطول	længe	أَطوَل	ADV;CMPR	
franske	فرنسيا	fransk	فَرَنسِيّ	ADJ;PL	ADJ;ACC;INDF;MASC;SG
franske	فرنسية	fransk	فَرَنسِيّ	ADJ;PL	ADJ;NOM;INDF;FEM;SG
franske	بالفرنسية	fransk	بالفرنسية	ADJ;PL	N;NOM;DEF;SG
franske	الفرنسية	fransk	فَرَنسِيَّة	ADJ;PL	N;NOM;DEF;SG
franske	فرنسي	fransk	فَرَنسِيّ	ADJ;PL	ADJ;NOM;INDF;MASC;SG
paris	باريس	paris	بَارِيس	PROPN	
slaget	معركة	slag	مَعرَكَة	N;DEF;NEUT;SG	N;NOM;INDF;SG
slaget	باتل	slag	باتل	N;DEF;NEUT;SG	
måde	طريقه	måde	طريقه	N;INDF;MASC+FEM;SG	PRO;NOM;FEM;SG;3
måde	الطريق	måde	طَرِيق	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
måde	الطريقة	måde	طَرِيقَة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
world	عالم	world	عَالَم		N;NOM;INDF;SG
world	العالمي	world	عَالَمِيّ		ADJ;NOM;DEF;MASC;SG
world	الدنيا	world	دِنِّيَا		N;NOM;DEF;SG
world	العالم	world	عَالَم		N;NOM;DEF;SG
world	world	world	world		
udgave	الطبعة	udgave	طَبعَة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
udgave	الاصدار	udgave	إِصدَار	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
