hän	انها	hän	انها	PRO;NOM;SG;3	
saanut	ورد	saada	وَرَد	V;NOM;SG;V.PTCP;ACT	
ranskan	فرنسيا	ranska	فَرَنسِيّ	N;GEN;SG	ADJ;ACC;INDF;MASC;SG
ranskan	فرنسية	ranska	فَرَنسِيّ	N;GEN;SG	ADJ;NOM;INDF;FEM;SG
ranskan	بالفرنسية	ranska	بالفرنسية	N;GEN;SG	N;NOM;DEF;SG
ranskan	الفرنسية	ranska	فَرَنسِيَّة	N;GEN;SG	N;NOM;DEF;SG
ranskan	فرنسي	ranska	فَرَنسِيّ	N;GEN;SG	ADJ;NOM;INDF;MASC;SG
ranskan	وفرنسا	ranska	وفرنسا	N;GEN;SG	
ranskan	فرانس	ranska	فرَانس	N;GEN;SG	
ranskan	فرنسا	ranska	فَرَنسَا	N;GEN;SG	
mitä	ما	mikä	مَا	PRO;PRT;SG	DET
mitä	ماذا	mikä	مَاذَا	PRO;PRT;SG	DET
mitä	ايش	mikä	أَيش	PRO;PRT;SG	
mitä	شنو	mikä	شَنُو	PRO;PRT;SG	
näin	راى	näin	رَأي	ADV	
näin	شاف	näin	شاف	ADV	
näin	رايت	näin	رَاي	ADV	
näin	شفت	näin	شَفّ	ADV	
paras	اطيب	hyvä	أَطَاب	ADJ;NOM;RL;SG	
paras	ضل	hyvä	ضَلّ	ADJ;NOM;RL;SG	V;PFV;MASC;SG;3;ACT
tarkoittaa	الوسائل	tarkoittaa	وَسِيلَة	V;IND;SG;3;PRS;FIN;ACT	N;NOM;DEF;PL
toimii	اشغال	toimia	شُغل	V;IND;SG;3;PRS;FIN;ACT	N;NOM;INDF;PL
pelaaja	play	pelaaja	شَضِيف	N;NOM;SG	
lähes	تقريبا	lähes	تَقرِيب	ADV	N;ACC;INDF;SG
taas	مجددا	taas	مُجَدَّد	ADV	ADJ;ACC;INDF;MASC;SG
taas	ثانية	taas	ثَانِي	ADV	ADJ;NOM;INDF;FEM;SG
albumi	البوم	albumi	أَلبُوم	N;NOM;SG	
pitää	يحب	pitää	حَبّ	V;IND;SG;0;PRS;FIN;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
jäi	بقى	jäädä	بَقِي	V;IND;SG;3;PST;FIN;ACT	
metriä	متر	metri	مِتر	N;PRT;SG	N;NOM;INDF;SG
metriä	امتار	metri	مِتر	N;PRT;SG	N;NOM;INDF;PL
metriä	مترا	metri	مِتر	N;PRT;SG	N;ACC;INDF;SG
metriä	متر	metri	مِتر	N;PRT;SG	N;NOM;INDF;SG
metriä	امتار	metri	مِتر	N;PRT;SG	N;NOM;INDF;PL
alle	تحت	alle	تَحتَ	ADV	ADP;ACC
alle	ادناه	alle	ادناه	ADV	N;NOM;INDF;SG
alle	تحت	alle	تَحتَ	ADV	ADP;ACC
laulu	يغني	laulu	غَنَّى	N;NOM;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
laulu	اغني	laulu	اغني	N;NOM;SG	
laulu	تغني	laulu	غَنِيّ	N;NOM;SG	V;IPFV;FEM;IND;SG;3;FIN;ACT
laulu	سونغ	laulu	سونغ	N;NOM;SG	
laulu	الاغنيه	laulu	أَغنِيه	N;NOM;SG	
laulu	اغنيه	laulu	اغنيه	N;NOM;SG	
jopa	حتي	jopa	حَتَّى	ADV	
välillä	بين	välillä	بَينَ	ADV	ADP;ACC
erityisesti	وخاصة	erityisesti	وخاصة	ADV	N;NOM;INDF;SG
erityisesti	خاصة	erityisesti	خَاصّ	ADV	ADJ;ACC;INDF;FEM;SG
erityisesti	خصوصا	erityisesti	خُصُوص	ADV	N;ACC;INDF;SG
erityisesti	بالاخص	erityisesti	بالاخص	ADV	
pois	بعيدا	pois	بَعِيد	ADV	ADJ;ACC;INDF;MASC;SG
valittiin	مختار	valita	مختار	V;IND;PST;FIN;PASS	
valittiin	مختارة	valita	مختارة	V;IND;PST;FIN;PASS	ADJ;NOM;INDF;FEM;SG
valittiin	المختار	valita	المختار	V;IND;PST;FIN;PASS	
tässä	هنا	tämä	هُنَا	PRO;IN+ESS;SG	ADV
suuri	كبيره	suuri	كبيره	ADJ;NOM;SG	
http	http	http	أَطقَم	N;NOM;SG	
luettelo	قائمه	luettelo	قائمه	N;NOM;SG	
edelleen	لسه	edelleen	لسه	ADV	
alue	الاقليم	alue	إِقلِيم	N;NOM;SG	
alue	اقليم	alue	اقليم	N;NOM;SG	
maailman	عالم	maailma	عَالَم	N;GEN;SG	N;NOM;INDF;SG
maailman	العالمي	maailma	عَالَمِيّ	N;GEN;SG	ADJ;NOM;DEF;MASC;SG
maailman	الدنيا	maailma	دِنِّيَا	N;GEN;SG	N;NOM;DEF;SG
maailman	العالم	maailma	عَالَم	N;GEN;SG	N;NOM;DEF;SG
maailman	world	maailma	world	N;GEN;SG	
kirjailija	كاتبة	kirjailija	كَاتِب	N;NOM;SG	ADJ;NOM;INDF;FEM;SG
kirjailija	مؤلف	kirjailija	مؤلف	N;NOM;SG	ADJ;NOM;INDF;MASC;SG
kirjailija	المؤلف	kirjailija	مُؤَلِّف	N;NOM;SG	
ilman	بدون	ilman	بدون	ADV	
sodan	حرب	sota	حَرب	N;GEN;SG	N;NOM;INDF;SG
sodan	الحرب	sota	حَرب	N;GEN;SG	N;NOM;DEF;SG
tunnetaan	المعروفة	tuntea	مَعرُوف	V;IND;PRS;FIN;PASS	ADJ;NOM;DEF;FEM;SG
tunnetaan	معلوم	tuntea	مَعلُوم	V;IND;PRS;FIN;PASS	ADJ;NOM;INDF;MASC;SG
tunnetaan	معروف	tuntea	مَعرُوف	V;IND;PRS;FIN;PASS	ADJ;NOM;INDF;MASC;SG
tunnetaan	معروفة	tuntea	مَعرُوف	V;IND;PRS;FIN;PASS	ADJ;NOM;INDF;FEM;SG
tunnetaan	المعروف	tuntea	مَعرُوف	V;IND;PRS;FIN;PASS	ADJ;NOM;DEF;MASC;SG
elokuvan	الفيلم	elo#kuva	فِيلم	N;GEN;SG	N;NOM;DEF;SG
elokuvan	فيلم	elo#kuva	فِيلم	N;GEN;SG	N;NOM;INDF;SG
elokuvan	الفلم	elo#kuva	فَلَّم	N;GEN;SG	N;NOM;DEF;SG
takaisin	الظهر	takaisin	ظُهر	ADV	N;NOM;DEF;SG
takaisin	عاد	takaisin	عَاد	ADV	V;PFV;MASC;SG;3;ACT
takaisin	العودة	takaisin	عَودَة	ADV	N;NOM;DEF;SG
takaisin	عودة	takaisin	عَودَة	ADV	N;NOM;INDF;SG
takaisin	ارجع	takaisin	أَرجَع	ADV	V;PFV;MASC;SG;3;ACT
takaisin	ظهر	takaisin	ظَهَر	ADV	V;PFV;MASC;SG;3;ACT
ruotsin	السويدية	ruotsi	سوِيدِيّ	N;GEN;SG	ADJ;NOM;DEF;FEM;SG
ruotsin	سويدي	ruotsi	سويدي	N;GEN;SG	ADJ;NOM;INDF;MASC;SG
ruotsin	سويدية	ruotsi	سويدية	N;GEN;SG	ADJ;NOM;INDF;FEM;SG
ruotsin	السويدي	ruotsi	سوِيدِيّ	N;GEN;SG	
perustettiin	تاسست	perustaa	تَاسَس	V;IND;PST;FIN;PASS	V;PFV;FEM;SG;3;ACT
perustettiin	تاسس	perustaa	تَاسِس	V;IND;PST;FIN;PASS	V;PFV;MASC;SG;3;ACT
entinen	السابق	entinen	سَابِق	ADJ;NOM;SG	N;NOM;DEF;SG
tätä	هذا	tämä	هٰذَا	PRO;PRT;SG	DET;NOM;MASC;SG
tätä	هذه	tämä	هٰذَا	PRO;PRT;SG	DET;NOM;FEM;SG
aiemmin	سابقا	aiemmin	سَابِق	ADV	ADJ;ACC;INDF;MASC;SG
kappale	سونغ	kappale	سونغ	N;NOM;SG	
kappale	الاغنيه	kappale	أَغنِيه	N;NOM;SG	
kappale	اغنيه	kappale	اغنيه	N;NOM;SG	
kitara	جيتار	kitara	جيتار	N;NOM;SG	
miljoonaa	مليون	miljoona	مِليُون	NUM;PRT;SG	NUM;NOM;INDF;SG
miljoonaa	المليون	miljoona	مِليُون	NUM;PRT;SG	NUM;NOM;DEF;SG
miljoonaa	مليونا	miljoona	مِليُون	NUM;PRT;SG	NUM;ACC;INDF;SG
isbn	isbn	isbn	مُصَثَّه	N;NOM;SG	V;PFV;FEM;SG;3;ACT
julkaisi	نشر	julkaista	نَشر	V;IND;SG;3;PST;FIN;ACT	N;NOM;INDF;SG
kilometriä	ميل	kilo#metri	مِيل	N;PRT;SG	
kilometriä	مايلز	kilo#metri	مايلز	N;PRT;SG	
kilometriä	اميال	kilo#metri	مِيل	N;PRT;SG	N;NOM;INDF;PL
kilometriä	كيلومترات	kilo#metri	كِيلُومِتر	N;PRT;SG	N;NOM;INDF;PL
enemmän	المزيد	enemmän	مَزِيد	ADV	N;NOM;DEF;SG
enemmän	اكتر	enemmän	أَكتَر	ADV	
enemmän	اكثر	enemmän	أَكثَر	ADV	ADJ;NOM;INDF;MASC;SG
enemmän	مزيد	enemmän	مَزِيد	ADV	N;NOM;INDF;SG
alkaen	بدء	alkaen	بَدء	ADV	N;NOM;INDF;SG
alkaen	البدء	alkaen	بَدء	ADV	N;NOM;DEF;SG
alkaen	من	alkaen	مِن	ADV	ADP
alkaen	f	alkaen	!	ADV	
hopeaa	فضي	hopea	فضي	N;PRT;SG	
hopeaa	الفضة	hopea	فِضَّة	N;PRT;SG	N;NOM;DEF;SG
hopeaa	فضة	hopea	فَضَّة	N;PRT;SG	N;NOM;INDF;SG
hopeaa	سيلفر	hopea	سيلفر	N;PRT;SG	
hopeaa	فضية	hopea	فَضِيَّة	N;PRT;SG	ADJ;NOM;INDF;FEM;SG
turun	توركو	turku	توركو	PROPN;GEN;SG	
kirkko	كنيسه	kirkko	كنيسه	N;NOM;SG	PRO;NOM;MASC;SG;3
kirkko	كنيست	kirkko	كَنِيس	N;NOM;SG	
johon	ايهما	joka	ايهما	PRO;IN+ALL;SG	
johon	الذي	joka	اَلَّذِي	PRO;IN+ALL;SG	DET;NOM;MASC;SG
johon	والذي	joka	والذي	PRO;IN+ALL;SG	N;NOM;DEF;SG
levy	البوم	levy	أَلبُوم	N;NOM;SG	
levy	سجل	levy	سَجَّل	N;NOM;SG	V;PFV;MASC;SG;3;ACT
julkaistu	نشر	julkaista	نَشر	V;NOM;SG;V.PTCP;PASS	N;NOM;INDF;SG
julkaistu	نشرت	julkaista	نَشَر	V;NOM;SG;V.PTCP;PASS	V;PFV;FEM;SG;3;ACT
julkaistu	نشر	julkaista	نَشر	V;NOM;SG;V.PTCP;PASS	N;NOM;INDF;SG
julkaistu	منشور	julkaista	مَنشُور	V;NOM;SG;V.PTCP;PASS	N;NOM;INDF;SG
julkaistu	نشرت	julkaista	نَشَر	V;NOM;SG;V.PTCP;PASS	V;PFV;FEM;SG;3;ACT
missä	اين	mikä	أَينَ	PRO;IN+ESS;SG	DET
missä	حيث	mikä	حَيثُ	PRO;IN+ESS;SG	CONJ
lisätty	اضاف	lisätä	أَضَاف	V;NOM;SG;V.PTCP;PASS	V;PFV;MASC;SG;3;ACT
lisätty	اضيف	lisätä	أَضِيف	V;NOM;SG;V.PTCP;PASS	
toiseksi	ثانيا	toinen	ثَانِي	ADJ;TRANS;SG	ADJ;ACC;INDF;MASC;SG
toiseksi	الثانيه	toinen	الثانيه	ADJ;TRANS;SG	
toiseksi	تاني	toinen	تَانِي	ADJ;TRANS;SG	
toiseksi	الثاني	toinen	ثَانِي	ADJ;TRANS;SG	ADJ;NOM;DEF;MASC;SG
toiseksi	الثانية	toinen	ثَانِي	ADJ;TRANS;SG	ADJ;NOM;DEF;FEM;SG
toiseksi	ثاني	toinen	ثاني	ADJ;TRANS;SG	
olemassa	موجود	olla	مَوجُود	V;IN+ESS;SG;NFIN;ACT	ADJ;NOM;INDF;MASC;SG
olemassa	قائم	olla	قَائِم	V;IN+ESS;SG;NFIN;ACT	ADJ;NOM;INDF;MASC;SG
albumin	الالبوم	albumi	أَلبُوم	N;GEN;SG	N;NOM;DEF;SG
albumin	البوم	albumi	أَلبُوم	N;GEN;SG	
kirkon	كنيسه	kirkko	كنيسه	N;GEN;SG	PRO;NOM;MASC;SG;3
kirkon	كنيست	kirkko	كَنِيس	N;GEN;SG	
kirkon	كنيسة	kirkko	كَنِيسَة	N;GEN;SG	N;NOM;INDF;SG
kirkon	الكنيسة	kirkko	كَنِيسَة	N;GEN;SG	N;NOM;DEF;SG
varten	لاجل	varten	لاجل	ADV	
viisi	خمسه	viisi	خمسه	NUM;NOM;SG	
oman	عمان	oma	عَمَّان	ADJ;GEN;SG	N;NOM;INDF;SG
oman	امتلك	oma	اِمتَلَك	ADJ;GEN;SG	V;PFV;MASC;SG;3;ACT
tästä	هذا	tämä	هٰذَا	PRO;IN+ABL;SG	DET;NOM;MASC;SG
tästä	هذه	tämä	هٰذَا	PRO;IN+ABL;SG	DET;NOM;FEM;SG
uudelleen	مجددا	uudelleen	مُجَدَّد	ADV	ADJ;ACC;INDF;MASC;SG
uudelleen	ثانية	uudelleen	ثَانِي	ADV	ADJ;NOM;INDF;FEM;SG
yhteydessä	متصلة	yhteys	مُتَّصِل	N;IN+ESS;SG	ADJ;NOM;INDF;FEM;SG
yhteydessä	متصل	yhteys	مُتَّصِل	N;IN+ESS;SG	ADJ;NOM;INDF;MASC;SG
yhteydessä	مرتبطة	yhteys	مُرتَبِط	N;IN+ESS;SG	ADJ;NOM;INDF;FEM;SG
yhteydessä	مرتبط	yhteys	مُرتَبِط	N;IN+ESS;SG	ADJ;NOM;INDF;MASC;SG
yhteydessä	مرتبط	yhteys	مُرتَبِط	N;IN+ESS;SG	ADJ;NOM;INDF;MASC;SG
yhteydessä	مرتبطة	yhteys	مُرتَبِط	N;IN+ESS;SG	ADJ;NOM;INDF;FEM;SG
kunnes	حتى	kunnes	حَتَّى	CONJ	ADV
lähde	غادر	lähde	غَادَر	N;NOM;SG	V;PFV;MASC;SG;3;ACT
lähde	اترك	lähde	اترك	N;NOM;SG	
kuningas	ملك	kuningas	مَلِك	N;NOM;SG	
kuningas	كينغ	kuningas	كينغ	N;NOM;SG	
kuningas	كينج	kuningas	كينج	N;NOM;SG	
voisi	يمكن	voida	أَمكَن	V;COND;SG;3;FIN;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
pian	قريبا	pian	قَرِيب	ADV	ADJ;ACC;INDF;MASC;SG
monet	كثير	moni	كَثِير	PRO;NOM;PL	ADJ;NOM;INDF;MASC;SG
monet	العديد	moni	عَدِيد	PRO;NOM;PL	ADJ;NOM;DEF;MASC;SG
monet	الكثيرون	moni	كَثِير	PRO;NOM;PL	ADJ;NOM;DEF;MASC;PL
monet	كثيرون	moni	كَثِير	PRO;NOM;PL	ADJ;NOM;INDF;MASC;PL
monet	الكثير	moni	كَثِير	PRO;NOM;PL	ADJ;NOM;DEF;MASC;SG
monet	مونيه	moni	مُونِيه	PRO;NOM;PL	
mestaruuden	البطولة	mestaruus	بُطُولَة	N;GEN;SG	N;NOM;DEF;SG
mestaruuden	بطوله	mestaruus	بطوله	N;GEN;SG	PRO;NOM;MASC;SG;3
mestaruuden	بطولة	mestaruus	بُطُولَة	N;GEN;SG	N;NOM;INDF;SG
pronssia	البرونز	pronssi	بُرُونز	N;PRT;SG	N;NOM;DEF;SG
kyllä	حاضر	kyllä	حَاضِر	ADV	
kyllä	اجل	kyllä	اجل	ADV	
kyllä	بلى	kyllä	بَلَى	ADV	
kyllä	نعم	kyllä	نَعَم	ADV	
poika	بوي	poika	بوي	N;NOM;SG	
poika	ابن	poika	ابن	N;NOM;SG	
poika	بني	poika	بني	N;NOM;SG	
ssa	ssa	ssa	٤َقِد	N;NOM;SG	
joskus	احيانا	joskus	حِين	ADV	N;ACC;INDF;PL
nämä	هؤلاء	tämä	هٰذَا	PRO;NOM;PL	DET;NOM;MASC;PL
nämä	هذه	tämä	هٰذَا	PRO;NOM;PL	DET;NOM;FEM;SG
aikaa	وقت	aika	وَقت	N;PRT;SG	N;NOM;INDF;SG
aikaa	الزمن	aika	زَمَن	N;PRT;SG	N;NOM;DEF;SG
aikaa	الوقت	aika	وَقت	N;PRT;SG	N;NOM;DEF;SG
aikaa	زمن	aika	زَمَن	N;PRT;SG	N;NOM;INDF;SG
aikaa	الزمان	aika	زَمَان	N;PRT;SG	N;NOM;DEF;SG
laulaja	مغنية	laulaja	مَغَنِيّ	N;NOM;SG	ADJ;NOM;INDF;FEM;SG
luokan	الفئة	luokka	فِئَة	N;GEN;SG	N;NOM;DEF;SG
luokan	فئة	luokka	فِئَة	N;GEN;SG	N;NOM;INDF;SG
luokan	الطبقة	luokka	طَبَقَة	N;GEN;SG	N;NOM;DEF;SG
luokan	الفصل	luokka	فَصل	N;GEN;SG	N;NOM;DEF;SG
luokan	صف	luokka	صَفّ	N;GEN;SG	N;NOM;INDF;SG
luokan	الصف	luokka	صَفّ	N;GEN;SG	N;NOM;DEF;SG
luokan	الفئة	luokka	فِئَة	N;GEN;SG	N;NOM;DEF;SG
kolmas	ثالثا	kolmas	ثَالِث	ADJ;NOM;SG	ADJ;ACC;INDF;MASC;SG
lähinnä	غالبا	lähinnä	غَالِب	ADV	ADJ;ACC;INDF;MASC;SG
kultaa	ذهبي	kulta	ذهبي	N;PRT;SG	ADJ;NOM;INDF;MASC;SG
kultaa	جولد	kulta	جولد	N;PRT;SG	
kultaa	غولد	kulta	غُولِد	N;PRT;SG	
kultaa	ذهب	kulta	ذَهَب	N;PRT;SG	V;PFV;MASC;SG;3;ACT
kultaa	الذهب	kulta	ذَهَب	N;PRT;SG	N;NOM;DEF;SG
lähellä	قريب	lähellä	قَرِيب	ADV	ADJ;NOM;INDF;MASC;SG
lähellä	الوثيق	lähellä	وَثِيق	ADV	ADJ;NOM;DEF;MASC;SG
lähellä	مقرب	lähellä	مقرب	ADV	ADJ;NOM;INDF;MASC;SG
lähellä	اغلاق	lähellä	إِغلَاق	ADV	N;NOM;INDF;SG
lähellä	اغلق	lähellä	أَغلَق	ADV	V;PFV;MASC;SG;3;ACT
lähellä	بالقرب	lähellä	بِ	ADV	N;NOM;DEF;SG
lähellä	قرب	lähellä	قُربَ	ADV	ADP;ACC
lähellä	قريب	lähellä	قَرِيب	ADV	ADJ;NOM;INDF;MASC;SG
lähellä	بالجوار	lähellä	بالجوار	ADV	N;NOM;DEF;SG
lähellä	بالقرب	lähellä	بِ	ADV	N;NOM;DEF;SG
lähellä	مجاور	lähellä	مِجوَر	ADV	N;NOM;INDF;SG
tehty	صنع	tehdä	صَنَع	V;NOM;SG;V.PTCP;PASS	V;PFV;MASC;SG;3;ACT
tehty	مصنوع	tehdä	مَصنُوع	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG
tehty	جعل	tehdä	جَعَل	V;NOM;SG;V.PTCP;PASS	V;PFV;MASC;SG;3;ACT
tehty	معمول	tehdä	مَعمُول	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG
tehty	فعلت	tehdä	فَعَل	V;NOM;SG;V.PTCP;PASS	V;PFV;FEM;SG;3;ACT
tehty	تمت	tehdä	تَمّ	V;NOM;SG;V.PTCP;PASS	V;PFV;FEM;SG;3;ACT
tehty	تم	tehdä	تَمّ	V;NOM;SG;V.PTCP;PASS	V;PFV;MASC;SG;3;ACT
tehty	انتهيت	tehdä	اِنتَهَى	V;NOM;SG;V.PTCP;PASS	V;PFV;FEM;SG;3;ACT
muutti	تغير	muuttaa	تَغَيُّر	V;IND;SG;3;PST;FIN;ACT	N;NOM;INDF;SG
hyvä	الخير	hyvä	خَير	ADJ;NOM;SG	N;NOM;DEF;SG
hyvä	طيب	hyvä	طيب	ADJ;NOM;SG	
hyvä	بخير	hyvä	بخير	ADJ;NOM;SG	
siirrettiin	انتقلت	siirtää	اِنتَقَل	V;IND;PST;FIN;PASS	V;PFV;FEM;SG;3;ACT
siirrettiin	تحركت	siirtää	تَحَرَّك	V;IND;PST;FIN;PASS	V;PFV;FEM;SG;3;ACT
siirrettiin	نقلت	siirtää	نَقَل	V;IND;PST;FIN;PASS	V;PFV;FEM;SG;3;ACT
viimeinen	تدوم	viimeinen	دَام	ADJ;NOM;SG	V;IPFV;FEM;IND;SG;3;FIN;ACT
rock	الصخرة	rock	صُخرَة		N;NOM;DEF;SG
rock	روك	rock	رُوك		
rock	صخرة	rock	صُخرَة		N;NOM;INDF;SG
rock	الروك	rock	رُوك		
rummut	براميل	rumpu	بَرمِيل	N;NOM;PL	
rummut	الطبول	rumpu	طُبُول	N;NOM;PL	N;NOM;DEF;SG
pitkä	الطويل	pitkä	طَوِيل	ADJ;NOM;SG	
pitkä	لونغ	pitkä	لُونغ	ADJ;NOM;SG	
pitkä	الطويل	pitkä	طَوِيل	ADJ;NOM;SG	
pitkä	طويلا	pitkä	طَوِيل	ADJ;NOM;SG	ADJ;ACC;INDF;MASC;SG
itä	شرقي	itä	شَرقِيّ	N;NOM;SG	ADJ;NOM;INDF;MASC;SG
itä	ايست	itä	أَيسَت	N;NOM;SG	
itä	شرقا	itä	شِرق	N;NOM;SG	N;ACC;INDF;SG
itä	الشرقية	itä	شَرقِيّ	N;NOM;SG	ADJ;NOM;DEF;FEM;SG
itä	شرقي	itä	شَرقِيّ	N;NOM;SG	ADJ;NOM;INDF;MASC;SG
itä	شرقية	itä	شَرقِيّ	N;NOM;SG	ADJ;NOM;INDF;FEM;SG
itä	الشرقية	itä	شَرقِيّ	N;NOM;SG	ADJ;NOM;DEF;FEM;SG
maa	البلاد	maa	بَلَد	N;NOM;SG	N;NOM;DEF;PL
maa	بلاد	maa	بَلَد	N;NOM;SG	N;NOM;INDF;PL
maa	ارض	maa	ارض	N;NOM;SG	
maa	اراض	maa	أَرض	N;NOM;SG	N;NOM;INDF;PL
maa	الاراضي	maa	أَرض	N;NOM;SG	N;NOM;DEF;PL
artikkeleita	مقالات	artikkeli	مَقَالَة	N;PRT;PL	N;NOM;INDF;PL
artikkeleita	المقالات	artikkeli	المقالات	N;PRT;PL	N;NOM;DEF;PL
jälleen	مجددا	jälleen	مُجَدَّد	ADV	ADJ;ACC;INDF;MASC;SG
jälleen	ثانية	jälleen	ثَانِي	ADV	ADJ;NOM;INDF;FEM;SG
perustettu	تاسست	perustaa	تَاسَس	V;NOM;SG;V.PTCP;PASS	V;PFV;FEM;SG;3;ACT
perustettu	تاسس	perustaa	تَاسِس	V;NOM;SG;V.PTCP;PASS	V;PFV;MASC;SG;3;ACT
perustettu	انشئ	perustaa	أَنشَأ	V;NOM;SG;V.PTCP;PASS	
perustettu	انشا	perustaa	إِنشَا	V;NOM;SG;V.PTCP;PASS	
san	سان	san	سَان	PROPN;NOM;SG	
pieni	صغيره	pieni	صغيره	ADJ;NOM;SG	PRO;NOM;FEM;SG;3
pieni	صغر	pieni	صَغَر	ADJ;NOM;SG	N;NOM;INDF;SG
pieni	الصغير	pieni	صَغِير	ADJ;NOM;SG	
pieni	القليل	pieni	قَلِيل	ADJ;NOM;SG	
keski	الاوسط	keski	أَوسَط	N;NOM;SG	ADJ;NOM;DEF;MASC;SG
world	عالم	world	عَالَم	PROPN;NOM;SG	N;NOM;INDF;SG
world	العالمي	world	عَالَمِيّ	PROPN;NOM;SG	ADJ;NOM;DEF;MASC;SG
world	الدنيا	world	دِنِّيَا	PROPN;NOM;SG	N;NOM;DEF;SG
world	العالم	world	عَالَم	PROPN;NOM;SG	N;NOM;DEF;SG
world	world	world	world	PROPN;NOM;SG	
perusti	اسست	perustaa	أَسَاس	V;IND;SG;3;PST;FIN;ACT	V;PFV;FEM;SG;3;PASS
ensin	اول	ensin	أَوَّل	ADV	ADJ;NOM;INDF;MASC;SG
ensin	اولا	ensin	أَوَّل	ADV	ADJ;ACC;INDF;MASC;SG
ensin	الاول	ensin	أَوَّل	ADV	ADJ;NOM;DEF;MASC;SG
ensin	الاولى	ensin	أَوَّل	ADV	ADJ;NOM;DEF;FEM;SG
pitäisi	ينبغي	pitää	اِنبَغَى	V;COND;SG;3;FIN;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
voitto	ارباح	voitto	رِبح	N;NOM;SG	N;NOM;INDF;PL
voitto	الارباح	voitto	إِربَاح	N;NOM;SG	N;NOM;DEF;PL
voitto	نصر	voitto	نصر	N;NOM;SG	
voitto	النصر	voitto	النصر	N;NOM;SG	
saada	الحصول	saada	حُصُول	V;SG;NFIN;ACT	N;NOM;DEF;SG
alkaa	بدء	alkaa	بَدء	V;IND;SG;3;PRS;FIN;ACT	N;NOM;INDF;SG
alkaa	البدء	alkaa	بَدء	V;IND;SG;3;PRS;FIN;ACT	N;NOM;DEF;SG
alkaa	بداية	alkaa	بِدَايَة	V;IND;SG;3;PRS;FIN;ACT	N;NOM;INDF;SG
alkaa	البداية	alkaa	بِدَايَة	V;IND;SG;3;PRS;FIN;ACT	N;NOM;DEF;SG
alkaa	بدء	alkaa	بَدء	V;IND;SG;3;PRS;FIN;ACT	N;NOM;INDF;SG
virallinen	مسؤول	virallinen	مَسؤُول	ADJ;NOM;SG	N;NOM;INDF;SG
yhtiö	شركه	yhtiö	شركه	N;NOM;SG	
tunnettu	الشهيرة	tunnettu	شَهِير	ADJ;NOM;SG	N;NOM;DEF;SG
laivaston	البحرية	laivasto	بَحرِيَّة	N;GEN;SG	N;NOM;DEF;SG
laivaston	بحرية	laivasto	بَحرِيّ	N;GEN;SG	ADJ;NOM;INDF;FEM;SG
laivaston	الاسطول	laivasto	أُسطُول	N;GEN;SG	N;NOM;DEF;SG
laivaston	اسطول	laivasto	أُسطُول	N;GEN;SG	N;NOM;INDF;SG
matti	مات	matti	مَات	PROPN;NOM;SG	V;PFV;MASC;SG;3;ACT
laji	سبورت	laji	سَبُور	N;NOM;SG	
laji	الانواع	laji	نَوع	N;NOM;SG	N;NOM;DEF;PL
david	ديفيد	david	دِيفِيد	PROPN;NOM;SG	
david	داود	david	دَاوُد	PROPN;NOM;SG	
david	ديفد	david	دَيَّف	PROPN;NOM;SG	
david	دايفيد	david	دايفيد	PROPN;NOM;SG	
david	دافيد	david	دَافِيد	PROPN;NOM;SG	
oma	اوما	oma	أَومَا	ADJ;NOM;SG	ADJ;ACC;INDF;MASC;SG
oma	امتلك	oma	اِمتَلَك	ADJ;NOM;SG	V;PFV;MASC;SG;3;ACT
saksalainen	المان	saksalainen	أَلمَانِيّ	ADJ;NOM;SG	
saksalainen	المانيا	saksalainen	أَلمَانِيَا	ADJ;NOM;SG	
tampereen	تامبيري	tampere	تامبيري	PROPN;GEN;SG	
joku	شخص	joku	شَخص	PRO;NOM;SG	N;NOM;INDF;SG
joku	احد	joku	أَحَد	PRO;NOM;SG	N;NOM;INDF;SG
style	ستايل	style	ستايل	N;NOM;SG	
kuusi	six	kuusi	قِثَّة	NUM;NOM;SG	
kuusi	سكس	kuusi	سَكس	NUM;NOM;SG	
from	من	from	مِن		ADP
from	f	from	!		
britannian	بريطانيا	britannia	برِيطَانِيَا	N;GEN;SG	
britannian	بريطاني	britannia	برِيطَانِيّ	N;GEN;SG	ADJ;NOM;INDF;MASC;SG
britannian	بريطانيا	britannia	برِيطَانِيَا	N;GEN;SG	
britannian	بريطانية	britannia	برِيطَانِيّ	N;GEN;SG	ADJ;NOM;INDF;FEM;SG
britannian	البريطاني	britannia	برِيطَانِيّ	N;GEN;SG	N;NOM;DEF;SG
britannian	البريطانية	britannia	برِيطَانِيّ	N;GEN;SG	ADJ;NOM;DEF;FEM;SG
britannian	بريطانيا	britannia	برِيطَانِيَا	N;GEN;SG	
italian	ايطاليا	italia	إِيطَالِيَا	N;GEN;SG	
italian	ايطالي	italia	إِيطَالِيّ	N;GEN;SG	ADJ;NOM;INDF;MASC;SG
italian	الايطالية	italia	إِيطَالِيَّة	N;GEN;SG	N;NOM;DEF;SG
