august	аугуст	august	аугуст	N;MASC;SG	PROPN;INDF;MASC;SG
dadas	дадено	dar	даден	V;FEM;PL;V.PTCP	ADV
friends	приятели	friend	приятел	N;MASC;SG	N;INDF;MASC;PL
friends	friends	friend	friends	N;MASC;SG	PROPN;INDF;MASC;SG
friends	приятелки	friend	приятелка	N;MASC;SG	N;INDF;FEM;PL
apagado	изтрит	apagar	изтрия	V;MASC;SG;V.PTCP	N;INDF;MASC;SG
apagado	изтрити	apagar	изтрия	V;MASC;SG;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
automática	автоматични	automático	автоматичен	ADJ;FEM;SG	ADJ;INDF;PL
automática	автоматично	automático	автоматично	ADJ;FEM;SG	ADV
treino	тренировки	treino	тренировка	N;MASC;SG	N;INDF;FEM;PL
adquirida	придобит	adquirir	придобит	V;FEM;SG;V.PTCP	N;INDF;MASC;SG
adquirida	придобити	adquirir	придобия	V;FEM;SG;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
poderosos	мощен	poderoso	мощен	ADJ;MASC;PL	ADJ;INDF;MASC;SG
poderosos	мощно	poderoso	мощен	ADJ;MASC;PL	ADV
poderosos	мощна	poderoso	мощен	ADJ;MASC;PL	ADJ;INDF;FEM;SG
fictício	фиктивни	fictício	фиктивен	N;MASC;SG	ADJ;INDF;PL
fictício	измислен	fictício	измисля	N;MASC;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
fictício	измислени	fictício	измисля	N;MASC;SG	V;PFV;INDF;PL;V.PTCP;PASS
exposto	изложени	expor	изложа-(се)	V;MASC;SG;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
combinado	комбинирани	combinar	комбинирам	V;MASC;SG;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
secundários	вторична	secundário	вторичен	ADJ;MASC;PL	ADJ;INDF;FEM;SG
secundários	вторично	secundário	вторично	ADJ;MASC;PL	ADV
secundários	вторичен	secundário	вторичен	ADJ;MASC;PL	ADJ;INDF;MASC;SG
nomeados	номинираните	nomear	номинирам	V;MASC;PL;V.PTCP	ADJ;PFV;DEF;PL;V.PTCP;PASS
nomeados	назначена	nomear	назнача	V;MASC;PL;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
nomeados	назначен	nomear	назнача	V;MASC;PL;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
nomeados	номиниран	nomear	номинирам	V;MASC;PL;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
nomeados	номинирана	nomear	номинирам	V;MASC;PL;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
catherine	катрин	catherine	катрин	N;FEM;SG	PROPN;INDF;FEM;SG
imperadores	императорът	imperador	император	N;MASC;PL	N;DEF;MASC;SG
imperadores	император	imperador	император	N;MASC;PL	N;INDF;MASC;SG
imperadores	императора	imperador	император	N;MASC;PL	N;DEF;MASC;SG
andares	етажа	andar	етаж	N;MASC;PL	N;DEF;MASC;SG
derivada	деривати	derivar	дериват	V;FEM;SG;V.PTCP	N;INDF;MASC;PL
ódio	мразя	ódio	мразя	N;MASC;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
ódio	мрази	ódio	мразя	N;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
foguetes	ракетата	foguete	ракета	N;MASC;PL	N;DEF;FEM;SG
foguetes	ракета	foguete	ракета	N;MASC;PL	N;INDF;FEM;SG
deslocamento	компенсира	deslocamento	компенсирам	N;MASC;SG	V;PFV;IND;SG;3;PST;FIN;ACT
imóvel	неподвижен	imóvel	неподвижен	N;MASC;SG	ADJ;INDF;MASC;SG
imóvel	неподвижна	imóvel	неподвижен	N;MASC;SG	ADJ;INDF;FEM;SG
turim	торино	turim	торино	N;MASC;SG	PROPN;INDF;NEUT;SG
turim	торино	turim	торино	N;MASC;SG	PROPN;INDF;NEUT;SG
nancy	нанси	nancy	нанса	N;FEM;SG	PROPN;INDF;FEM;SG
incrível	удивително	incrível	удивително	ADJ;MASC;SG	ADV
incrível	изумително	incrível	изумително	ADJ;MASC;SG	ADV
incrível	невероятно	incrível	невероятно	ADJ;MASC;SG	ADV
incrível	страхотни	incrível	страхотен	ADJ;MASC;SG	ADJ;INDF;PL
incrível	страхотно	incrível	страхотно	ADJ;MASC;SG	ADV
incrível	супер	incrível	супер	ADJ;MASC;SG	ADV
porcentagem	проценти	porcentagem	процент	N;FEM;SG	N;INDF;MASC;PL
aquático	водно	aquático	воден	N;MASC;SG	ADV
aquático	водни	aquático	воден	N;MASC;SG	ADJ;INDF;PL
chocolate	шоколадово	chocolate	шоколадово	N;MASC;SG	ADV
acompanhou	придружени	acompanhar	придружа	V;IND;SG;3;PST;FIN	V;PFV;INDF;PL;V.PTCP;PASS
medir	измерване	medir	измерване	V;NFIN	N;INDF;NEUT;SG
medir	мярка	medir	мярка	V;NFIN	N;INDF;FEM;SG
terminais	терминал	terminal	терминал	N;MASC;PL	N;INDF;MASC;SG
schmidt	шмит	schmidt	шмит	PROPN;MASC;SG	N;INDF;MASC;SG
schmidt	шмид	schmidt	шмид	PROPN;MASC;SG	N;INDF;MASC;SG
libras	паунда	libra	паунда	N;FEM;PL	N;DEF;MASC;SG
fechar	затваряне	fechar	затваряне	V;NFIN	N;INDF;NEUT;SG
fechar	близко	fechar	близък	V;NFIN	ADV
fechar	близо	fechar	близо	V;NFIN	ADV
fechar	близки	fechar	близък	V;NFIN	ADJ;INDF;PL
fechar	затваряне	fechar	затваряне	V;NFIN	N;INDF;NEUT;SG
fechar	закриване	fechar	закриване	V;NFIN	N;INDF;NEUT;SG
body	телесно	body	телесно	N;MASC;SG	ADV
etnia	етническа	etniar	етнически	N;FEM;SG	ADJ;INDF;FEM;SG
etnia	етническо	etniar	етнически	N;FEM;SG	ADV
etnia	етнически	etniar	етнически	N;FEM;SG	ADJ;INDF;MASC;SG
sobreviver	оцеляване	sobreviver	оцеляване	V;NFIN	N;INDF;NEUT;SG
rumores	слух	rumor	слух	N;MASC;PL	N;INDF;MASC;SG
morris	морис	morrer	морис	N;MASC;SG	PROPN;INDF;MASC;SG
genes	джийн	gene	джийн	N;MASC;PL	PROPN;INDF;FEM;SG
genes	ген	gene	генерал	N;MASC;PL	N;INDF;MASC;SG
genes	джин	gene	джин	N;MASC;PL	PROPN;INDF;MASC;SG
genes	гена	gene	гена	N;MASC;PL	N;INDF;FEM;SG
lunar	лунен	lunar	лунен	N;MASC;SG	ADJ;INDF;MASC;SG
estreita	тясно	estreito	тясно	ADJ;FEM;SG	ADV
estreita	тесни	estreito	тесен	ADJ;FEM;SG	ADJ;INDF;PL
allmusic	allmusic	allmusic	allmusic	N;MASC;SG	PROPN;INDF;MASC;SG
oferecido	предложени	oferecer	предложа	V;MASC;SG;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
afiliada	филиал	afiliar	филиал	V;FEM;SG;V.PTCP	N;INDF;MASC;SG
reynolds	рейнолдс	reynold	рейнолдс	N;MASC;SG	PROPN;INDF;MASC;SG
curiosidade	любопитен	curiosidade	любопитен	N;FEM;SG	ADJ;INDF;MASC;SG
curiosidade	любопитно	curiosidade	любопитно	N;FEM;SG	ADV
curiosidade	любопитна	curiosidade	любопитен	N;FEM;SG	ADJ;INDF;FEM;SG
curiosidade	любопитни	curiosidade	любопитен	N;FEM;SG	ADJ;INDF;PL
errada	грешно	errar	грешно	V;FEM;SG;V.PTCP	ADV
errada	грешка	errar	грешка	V;FEM;SG;V.PTCP	N;INDF;FEM;SG
consecutivas	последователно	consecutivo	последователно	N;FEM;PL	ADV
consecutivas	последователни	consecutivo	последователен	N;FEM;PL	ADJ;INDF;PL
turca	турско	turco	турски	N;FEM;SG	ADV
turca	турски	turco	турски	N;FEM;SG	ADJ;INDF;MASC;SG
turca	турска	turco	турски	N;FEM;SG	ADJ;INDF;FEM;SG
andreas	андреас	andrea	андреас	N;MASC;PL	PROPN;INDF;MASC;SG
discutido	обсъдени	discutir	обсъдя	V;MASC;SG;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
desculpas	извинение	desculpa	извинение	N;FEM;PL	N;INDF;NEUT;SG
desculpas	извинението	desculpa	извинение	N;FEM;PL	N;DEF;NEUT;SG
rara	рядко	raro	рядко	ADJ;FEM;SG	ADV
rara	редки	raro	редка	ADJ;FEM;SG	N;INDF;FEM;PL
rara	рядкост	raro	рядкост	ADJ;FEM;SG	N;INDF;FEM;SG
moto	мотоциклети	moto	мотоциклет	N;FEM;SG	N;INDF;MASC;PL
moto	мотоциклети	moto	мотоциклет	N;FEM;SG	N;INDF;MASC;PL
pega	вземете	pegar	взема	V;IND;SG;3;PRS;FIN	V;PFV;IMP;PL;2;FIN
pega	вземи	pegar	взема	V;IND;SG;3;PRS;FIN	V;PFV;IMP;SG;2;FIN
circuitos	верига	circuito	верига	N;MASC;PL	N;INDF;FEM;SG
disposto	желаещи	disposto	желая	N;MASC;SG	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
consecutivos	последователно	consecutivo	последователно	N;MASC;PL	ADV
consecutivos	последователни	consecutivo	последователен	N;MASC;PL	ADJ;INDF;PL
esqui	ски	esqui	ска	N;MASC;SG	N;INDF;NEUT;PL
esqui	ски	esqui	ска	N;MASC;SG	N;INDF;NEUT;PL
esqui	ските	esqui	ски	N;MASC;SG	N;DEF;FEM;PL
punição	наказания	punição	накажа	N;FEM;SG	N;INDF;NEUT;PL
divulgado	освободени	divulgar	освободя-(се)	V;MASC;SG;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
divulgado	разкрити	divulgar	разкрия-(се)	V;MASC;SG;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
divulgado	оповестени	divulgar	оповестя	V;MASC;SG;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
adulta	възрастни	adulta	възрастен	N;FEM;SG	ADJ;INDF;PL
adulta	възрастна	adulta	възрастен	N;FEM;SG	ADJ;INDF;FEM;SG
adulta	възрастен	adulta	възрастен	N;FEM;SG	ADJ;INDF;MASC;SG
concorda	съгласна	concordar	съгласен	V;IND;SG;3;PRS;FIN	ADJ;INDF;FEM;SG
concorda	съгласен	concordar	съгласен	V;IND;SG;3;PRS;FIN	ADJ;INDF;MASC;SG
acompanhada	придружени	acompanhar	придружа	V;FEM;SG;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
confirmada	потвърдени	confirmar	потвърдя	V;FEM;SG;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
gibson	гибсън	gibson	гибсън	N;MASC;SG	PROPN;INDF;MASC;SG
enrique	енрике	enrique	енрике	N;MASC;SG	PROPN;INDF;MASC;SG
parciais	частична	parcial	частичен	ADJ;MASC;PL	ADJ;INDF;FEM;SG
parciais	частичен	parcial	частичен	ADJ;MASC;PL	ADJ;INDF;MASC;SG
parciais	частично	parcial	частичен	ADJ;MASC;PL	ADV
bater	ритъм	bater	ритъм	V;NFIN	N;INDF;MASC;SG
bater	победи	bater	победа	V;NFIN	N;INDF;FEM;PL
bater	побой	bater	побой	V;NFIN	N;INDF;MASC;SG
bater	удари	bater	удар	V;NFIN	N;INDF;MASC;PL
bater	хит	bater	хит	V;NFIN	N;INDF;MASC;SG
coreana	корейски	coreana	корейски	N;FEM;SG	ADJ;INDF;MASC;SG
influente	влиятелни	influente	влиятелен	ADJ;MASC;SG	ADJ;INDF;PL
partindo	заминаващи	partir	заминавам	V;V.MSDR	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
partindo	напускане	partir	напускане	V;V.MSDR	N;INDF;NEUT;SG
varsóvia	варшава	varsóvia	варшав	N;FEM;SG	PROPN;INDF;FEM;SG
through	чрез	through	чрез	N;MASC;SG	ADP
through	през	through	през	N;MASC;SG	ADP
lance	ланс	lançar	ланс	N;MASC;SG	PROPN;INDF;MASC;SG
script	сценарии	script	сценарий	N;MASC;SG	N;INDF;MASC;PL
cairo	кайро	cairo	кайро	N;MASC;SG	PROPN;INDF;MASC;SG
traça	молец	traçar	молец	V;IND;SG;3;PRS;FIN	N;INDF;MASC;SG
proteína	протеини	proteína	протея	N;FEM;SG	N;INDF;MASC;PL
dominicana	доминиканската	dominicano	доминикански	N;FEM;SG	ADJ;DEF;FEM;SG
bin	бин	bin	бин	N;MASC;SG	PROPN;INDF;MASC;SG
swift	бърз	swift	бърз	N;MASC;SG	ADJ;INDF;MASC;SG
swift	суифт	swift	суифт	N;MASC;SG	PROPN;INDF;MASC;SG
leslie	лесли	leslie	лесля	N;MASC;SG	PROPN;INDF;MASC;SG
parente	относителна	parente	относителен	N;MASC;SG	ADJ;INDF;FEM;SG
parente	относително	parente	относително	N;MASC;SG	ADV
nuvens	клауд	nuvem	клауд	N;FEM;PL	N;INDF;MASC;SG
nuvens	облак	nuvem	облак	N;FEM;PL	N;INDF;MASC;SG
fêmea	женско	fêmea	женски	N;FEM;SG	ADV
fêmea	женски	fêmea	женски	N;FEM;SG	ADJ;INDF;MASC;SG
fêmea	женска	fêmea	женски	N;FEM;SG	ADJ;INDF;FEM;SG
distâncias	дистанция	distância	дистанция	N;FEM;PL	N;INDF;FEM;SG
distâncias	разстояние	distância	разстояние	N;FEM;PL	N;INDF;NEUT;SG
semanal	седмични	semanal	седмичен	ADJ;MASC;SG	ADJ;INDF;PL
semanal	седмично	semanal	седмичен	ADJ;MASC;SG	ADV
macedônia	македонска	macedônia	македонски	N;FEM;SG	ADJ;INDF;FEM;SG
macedônia	македонски	macedônia	македонски	N;FEM;SG	PROPN;INDF;MASC;SG
macedônia	македония	macedônia	македония	N;FEM;SG	PROPN;INDF;FEM;SG
essenciais	съществена	essencial	съществен	ADJ;MASC;PL	ADJ;INDF;FEM;SG
essenciais	съществено	essencial	съществено	ADJ;MASC;PL	ADV
essenciais	essentials	essencial	essentials	ADJ;MASC;PL	N;INDF;MASC;SG
ensinar	преподаването	ensinar	преподаване	V;NFIN	N;DEF;NEUT;SG
ensinar	преподаване	ensinar	преподаване	V;NFIN	N;INDF;NEUT;SG
bach	бах	bach	съм	N;MASC;SG	PROPN;INDF;MASC;SG
sega	sega	segar	sega	N;MASC;SG	PROPN;INDF;MASC;SG
proibição	забрани	proibição	забраня	N;FEM;SG	V;PFV;IND;SG;3;PST;FIN;ACT
proibição	бан	proibição	бан	N;FEM;SG	PROPN;INDF;MASC;SG
residente	специализант	residente	специализант	ADJ;MASC;SG	N;INDF;MASC;SG
residente	жител	residente	жител	ADJ;MASC;SG	N;INDF;MASC;SG
residente	обитател	residente	обитател	ADJ;MASC;SG	N;INDF;MASC;SG
emily	емили	emily	емил	N;FEM;SG	PROPN;INDF;FEM;SG
carla	карла	carla	карла	N;FEM;SG	PROPN;INDF;FEM;SG
periódico	периодични	periódico	периодичен	N;MASC;SG	ADJ;INDF;PL
periódico	периодичен	periódico	периодичен	N;MASC;SG	ADJ;INDF;MASC;SG
periódico	периодично	periódico	периодично	N;MASC;SG	ADV
obrigatório	задължително	obrigatório	задължително	ADJ;MASC;SG	ADV
obrigatório	задължителни	obrigatório	задължителен	ADJ;MASC;SG	ADJ;INDF;PL
obrigatório	изисквана	obrigatório	изисквам	ADJ;MASC;SG	V;IPFV;INDF;FEM;SG;V.PTCP;PASS
obrigatório	задължително	obrigatório	задължително	ADJ;MASC;SG	ADV
obrigatório	задължителни	obrigatório	задължителен	ADJ;MASC;SG	ADJ;INDF;PL
preservar	запазване	preservar	запазване	V;NFIN	N;INDF;NEUT;SG
cook	готви	cook	готвя	N;MASC;SG	V;IPFV;IMP;SG;2;FIN
equipado	монтирани	equipar	монтирам	V;MASC;SG;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
equipado	снабден	equipar	снабден	V;MASC;SG;V.PTCP	ADJ;INDF;MASC;SG
equipado	оборудвани	equipar	оборудвам-(се)	V;MASC;SG;V.PTCP	V;IPFV;INDF;PL;V.PTCP;PASS
concordou	съгласна	concordar	съгласен	V;IND;SG;3;PST;FIN	ADJ;INDF;FEM;SG
concordou	съгласен	concordar	съгласен	V;IND;SG;3;PST;FIN	ADJ;INDF;MASC;SG
contínuo	непрекъсната	contínuo	непрекъсен	N;MASC;SG	ADJ;INDF;FEM;SG
contínuo	непрекъснати	contínuo	непрекъснат	N;MASC;SG	ADJ;INDF;PL
contínuo	непрекъснат	contínuo	непрекъснат	N;MASC;SG	ADJ;INDF;MASC;SG
early	ранни	early	ранна	N;MASC;SG	ADJ;INDF;PL
early	рано	early	рано	N;MASC;SG	ADV
early	ърли	early	ъръл	N;MASC;SG	N;INDF;FEM;PL
acompanhamento	съпътстващи	acompanhamento	съпътствам	N;MASC;SG	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
acompanhamento	придружаващи	acompanhamento	придружавам	N;MASC;SG	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
bebida	пиеш	beber	пия	N;FEM;SG	V;IPFV;IND;SG;2;PRS;FIN;ACT
bebida	пия	beber	пия	N;FEM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
bebida	пие	beber	пия	N;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
bebida	пийте	beber	пийта	N;FEM;SG	V;IPFV;IND;PL;2;PRS;FIN;ACT
máscara	маски	máscara	маска	N;FEM;SG	N;INDF;FEM;PL
máscara	маските	máscara	маска	N;FEM;SG	N;DEF;FEM;PL
gostava	хареса	gostar	харесам-(се)	V;IND;SG;3;IPFV;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
gostava	харесали	gostar	харесам-(се)	V;IND;SG;3;IPFV;FIN	V;PFV;INDF;PL;PST;V.PTCP;ACT
gostava	харесал	gostar	харесам-(се)	V;IND;SG;3;IPFV;FIN	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
daria	дария	dar	даря	V;COND;SG;3;FIN	PROPN;INDF;FEM;SG
mineração	минни	mineração	минен	N;FEM;SG	N;INDF;FEM;PL
random	случайна	randar	случаен	N;MASC;SG	ADJ;INDF;FEM;SG
random	случайни	randar	случаен	N;MASC;SG	ADJ;INDF;PL
random	случаен	randar	случаен	N;MASC;SG	ADJ;INDF;MASC;SG
random	произволно	randar	произволен	N;MASC;SG	ADV
ten	ten	ten	ten	N;MASC;SG	ADJ
ten	десет	ten	десет	N;MASC;SG	NUM;INDF;PL
shadow	сенки	shadow	сянка	N;MASC;SG	N;INDF;FEM;PL
fatal	смъртоносно	fatal	смъртоносно	ADJ;MASC;SG	ADV
fatal	фатално	fatal	фатален	ADJ;MASC;SG	ADV
marcel	марсел	marcel	марсел	N;MASC;SG	PROPN;INDF;MASC;SG
abandonada	изоставени	abandonar	изоставя	V;FEM;SG;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
dividir	разделение	dividir	разделение	V;NFIN	N;INDF;NEUT;SG
dividir	разделяне	dividir	разделяне	V;NFIN	N;INDF;NEUT;SG
dividir	сплит	dividir	сплит	V;NFIN	N;INDF;MASC;SG
dividir	разделяне	dividir	разделяне	V;NFIN	N;INDF;NEUT;SG
vilões	злодей	vilão	злодей	N;MASC;PL	N;INDF;MASC;SG
tropa	войски	tropa	войска	N;FEM;SG	N;INDF;FEM;PL
tropa	военнослужещи	tropa	военнослужещ	N;FEM;SG	N;INDF;MASC;PL
tropa	войници	tropa	войник	N;FEM;SG	N;INDF;MASC;PL
tropa	армейски	tropa	армейски	N;FEM;SG	ADJ;INDF;MASC;SG
indicados	номинираните	indicar	номинирам	V;MASC;PL;V.PTCP	ADJ;PFV;DEF;PL;V.PTCP;PASS
indicados	посочено	indicar	посоча	V;MASC;PL;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
exemplar	образцово	exemplar	образцово	N;MASC;SG	ADV
deixe	нека	deixar	нека	V;SBJV;SG;3;PRS;FIN	PART
maciço	масивно	maciço	масивен	N;MASC;SG	ADV
maciço	масивни	maciço	масивен	N;MASC;SG	ADJ;INDF;PL
maciço	масивен	maciço	масивен	N;MASC;SG	ADJ;INDF;MASC;SG
islâmica	ислямска	islâmico	ислямски	N;FEM;SG	ADJ;INDF;FEM;SG
islâmica	ислямски	islâmico	ислямски	N;FEM;SG	ADJ;INDF;MASC;SG
observou	наблюдавани	observar	наблюдавам	V;IND;SG;3;PST;FIN	V;IPFV;INDF;PL;V.PTCP;PASS
quântica	квантова	quântico	квантов	N;FEM;SG	PROPN;INDF;FEM;SG
quântica	квантовата	quântico	квантов	N;FEM;SG	ADJ;DEF;FEM;SG
five	пет	fiver	пет	N;MASC;SG	NUM;INDF;PL
armado	въоръжени	armar	въоръжа	V;MASC;SG;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
feijão	бийн	feijão	бийн	N;MASC;SG	PROPN;INDF;MASC;SG
vendendo	продаване	vender	продаване	V;V.MSDR	N;INDF;NEUT;SG
vendendo	продажба	vender	продажба	V;V.MSDR	N;INDF;FEM;SG
val	exp	val	exp	N;MASC;SG	PROPN;INDF;MASC;SG
mason	мейсън	mason	мейсън	N;MASC;SG	PROPN;INDF;MASC;SG
alonso	алонсо	alonso	алонсо	N;MASC;SG	PROPN;INDF;MASC;SG
alonso	алонсо	alonso	алонсо	N;MASC;SG	PROPN;INDF;MASC;SG
ira	яд	ira	яд	N;FEM;SG	INTJ
ira	айра	ira	айра	N;FEM;SG	PROPN;INDF;MASC;SG
obrigação	задължения	obrigação	задължение	N;FEM;SG	N;INDF;NEUT;PL
reconheceu	признати	reconhecer	призная-(се)	V;IND;SG;3;PST;FIN	V;PFV;INDF;PL;V.PTCP;PASS
future	бъдещ	future	бъдещ	N;MASC;SG	ADJ;INDF;MASC;SG
future	бъдещи	future	бъдещ	N;MASC;SG	ADJ;INDF;PL
future	бъдеща	future	бъдещ	N;MASC;SG	ADJ;INDF;FEM;SG
vira	завъртане	ver	завъртане	V;IND;SG;3;FUT;FIN	N;INDF;NEUT;SG
vira	завой	ver	завой	V;IND;SG;3;FUT;FIN	N;INDF;MASC;SG
kane	кейн	kane	кейн	N;MASC;SG	PROPN;INDF;MASC;SG
destaques	подчертава	destaque	подчертавам	N;MASC;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
destaques	препоръчани	destaque	препоръчам-(се)	N;MASC;PL	V;PFV;INDF;PL;V.PTCP;PASS
definitivo	окончателни	definitivo	окончателен	ADJ;MASC;SG	ADJ;INDF;PL
definitivo	окончателно	definitivo	окончателно	ADJ;MASC;SG	ADV
abandono	изоставят	abandono	изоставям	N;MASC;SG	V;IPFV;IND;PL;3;PRS;FIN;ACT
express	експресна	express	експресен	N;MASC;SG	ADJ;INDF;FEM;SG
polar	полярна	polar	полярна	N;MASC;SG	ADJ;INDF;FEM;SG
bateu	удари	bater	удар	V;IND;SG;3;PST;FIN	N;INDF;MASC;PL
bateu	хит	bater	хит	V;IND;SG;3;PST;FIN	N;INDF;MASC;SG
mista	смесен	misturar	смесен	V;FEM;SG;V.PTCP	ADJ;INDF;MASC;SG
mista	смесени	misturar	смесен	V;FEM;SG;V.PTCP	ADJ;INDF;PL
mista	смесено	misturar	смесено	V;FEM;SG;V.PTCP	ADV
mista	смесена	misturar	смесен	V;FEM;SG;V.PTCP	ADJ;INDF;FEM;SG
convencer	убедителна	convencer	убедителен	V;NFIN	ADJ;INDF;FEM;SG
convencer	убедителни	convencer	убедителен	V;NFIN	ADJ;INDF;PL
convencer	убедителен	convencer	убедителен	V;NFIN	ADJ;INDF;MASC;SG
convencer	убедително	convencer	убедително	V;NFIN	ADV
convencer	убеждаване	convencer	убеждаване	V;NFIN	N;INDF;NEUT;SG
nicole	никол	nicole	никол	N;FEM;SG	PROPN;INDF;FEM;SG
executada	екзекутирани	executar	екзекутирам	V;FEM;SG;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
kiev	киев	kiev	киев	N;MASC;SG	PROPN;INDF;MASC;SG
kiev	киев	kiev	киев	N;MASC;SG	PROPN;INDF;MASC;SG
powell	пауъл	powell	пауъл	N;MASC;SG	PROPN;INDF;MASC;SG
apropriado	подходящ	apropriar	подходящ	V;MASC;SG;V.PTCP	ADJ;INDF;MASC;SG
apropriado	подходяща	apropriar	подходящ	V;MASC;SG;V.PTCP	ADJ;INDF;FEM;SG
apropriado	уместно	apropriar	уместно	V;MASC;SG;V.PTCP	ADV
apropriado	подходящи	apropriar	подходящ	V;MASC;SG;V.PTCP	ADJ;INDF;PL
apropriado	подходящо	apropriar	подходящ	V;MASC;SG;V.PTCP	ADV
estuda	учене	estudar	учене	V;IND;SG;3;PRS;FIN	N;INDF;NEUT;SG
estuda	учи	estudar	уча-(се)	V;IND;SG;3;PRS;FIN	V;IPFV;IMP;SG;2;FIN
estuda	проучване	estudar	проучване	V;IND;SG;3;PRS;FIN	N;INDF;NEUT;SG
estuda	изучаване	estudar	изучаване	V;IND;SG;3;PRS;FIN	N;INDF;NEUT;SG
estuda	изследване	estudar	изследване	V;IND;SG;3;PRS;FIN	N;INDF;NEUT;SG
miles	майлс	mile	майлс	N;MASC;SG	PROPN;INDF;MASC;SG
miles	мили	mile	мил	N;MASC;SG	ADJ;INDF;PL
miles	километри	mile	километър	N;MASC;SG	N;INDF;MASC;PL
cresce	растат	crescer	раста	V;IND;SG;3;PRS;FIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
cláudia	клод	cláudia	клод	N;FEM;SG	PROPN;INDF;MASC;SG
exames	изпит	exame	изпит	N;MASC;PL	N;INDF;MASC;SG
orientado	ориентирани	orientar	ориентирам	V;MASC;SG;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
sessenta	sixty	sessentar	sixty	NUM	PROPN;INDF;MASC;SG
francisca	франческа	francisca	франчески	N;FEM;SG	PROPN;INDF;FEM;SG
antunes	антунеш	antune	антуна	N;MASC;SG	V;IPFV;IND;SG;2;PRS;FIN;ACT
negrito	дръзки	negrito	дръзка	N;MASC;SG	N;INDF;FEM;PL
negrito	смело	negrito	смело	N;MASC;SG	ADV
negrito	дръзко	negrito	дързък	N;MASC;SG	ADV
negrito	смели	negrito	смял	N;MASC;SG	ADJ;INDF;PL
negrito	смел	negrito	смел	N;MASC;SG	ADJ;INDF;MASC;SG
tracy	трейси	tracy	трейса	N;MASC;SG	PROPN;INDF;FEM;SG
rituais	ритуал	ritual	ритуал	N;MASC;PL	N;INDF;MASC;SG
rituais	ритуално	ritual	ритуален	N;MASC;PL	ADV
chan	чан	chan	чан	N;MASC;SG	PROPN;INDF;MASC;SG
guardas	охрана	guarda	охрана	N;MASC;PL	N;INDF;FEM;SG
significativas	смислен	significativo	смисля	ADJ;FEM;PL	ADJ;INDF;MASC;SG
significativas	смислено	significativo	смислен	ADJ;FEM;PL	ADV
significativas	значителен	significativo	значителен	ADJ;FEM;PL	ADJ;INDF;MASC;SG
significativas	значително	significativo	значително	ADJ;FEM;PL	ADV
significativas	значим	significativo	значим	ADJ;FEM;PL	ADJ;INDF;MASC;SG
significativas	значителна	significativo	значителен	ADJ;FEM;PL	ADJ;INDF;FEM;SG
finlandês	финландски	finlandês	финландски	N;MASC;SG	ADJ;INDF;MASC;SG
abrindo	откриване	abrir	откриване	V;V.MSDR	N;INDF;NEUT;SG
abrindo	отваряне	abrir	отваряне	V;V.MSDR	N;INDF;NEUT;SG
álvares	алвариш	álvar	алваря	N;MASC;PL	N;INDF;MASC;SG
hemisfério	полукълбо	hemisfério	полукълбо	N;MASC;SG	ADV
bayer	bayer	bayer	bayer	N;MASC;SG	N;INDF;FEM;PL
contacto	контакти	contacto	контакт	N;MASC;SG	N;INDF;MASC;PL
tecnológica	технологичен	tecnológico	технологичен	N;FEM;SG	ADJ;INDF;MASC;SG
tecnológica	технологично	tecnológico	технологичен	N;FEM;SG	ADV
tecnológica	технологична	tecnológico	технологичен	N;FEM;SG	ADJ;INDF;FEM;SG
