amanda	amanda	amandama	amanda	N;NOM;SG	PROPN;NOM;MASC;SG
meta	metadaten	meta	metadaten	N;NOM;SG	V;NFIN
lane	lane	lane	lane	N;NOM;SG	PROPN;NOM;SG
lane	fahrbahn	lane	fahrbahn	N;NOM;SG	ADJ
armastatud	geliebt	armastatud	lieben	ADJ;PST;V.PTCP;PASS	V;V.PTCP
eesistuja	vorsitzende	ees_istuja	vorsitzend	N;NOM;SG	ADJ;NOM;FEM;SG
eesistuja	vorsitzenden	ees_istuja	vorsitzend	N;NOM;SG	V;IND;PL;3;PST;FIN
eesistuja	vorsitzender	ees_istuja	vorsitzend	N;NOM;SG	ADJ
eesistuja	vorsitzende	ees_istuja	vorsitzend	N;NOM;SG	ADJ;NOM;FEM;SG
eesistuja	vorstandsvorsitzender	ees_istuja	vorstandsvorsitzender	N;NOM;SG	ADJ
eesistuja	präsident	ees_istuja	präsident	N;NOM;SG	ADJ
eesistuja	vorsitzender	ees_istuja	vorsitzend	N;NOM;SG	ADJ
ragnar	ragnar	ragnar	ragnar	N;NOM;SG	PROPN;SG
canterbury	canterbury	canterbury	canterbury	N;NOM;SG	PROPN;NOM;SG
kulu	kosten	kulu	kosten	N;NOM;SG	V;NFIN
kulu	cost	kulu	cost	N;NOM;SG	ADJ
kulu	kosten	kulu	kosten	N;NOM;SG	V;NFIN
kulu	unkosten	kulu	unkosten	N;NOM;SG	
kulu	aufwendungen	kulu	aufwendingen	N;NOM;SG	V;NFIN
ettepanekuid	vorschlage	ette_panek	vorschlagen	N;PRT;PL	
ettepanekuid	vorschläge	ette_panek	vorschläg	N;PRT;PL	
tagajärg	konsequenz	taga_järg	konsequenz	N;NOM;SG	ADV
julge	fett	julge	fett	ADJ;NOM;SG	
julge	mutige	julge	mutig	ADJ;NOM;SG	ADJ;NOM;FEM;PL
julge	kühn	julge	kühn	ADJ;NOM;SG	
julge	mutige	julge	mutig	ADJ;NOM;SG	ADJ;NOM;FEM;PL
julge	wage	julge	wage	ADJ;NOM;SG	
julge	gewagt	julge	wagen	ADJ;NOM;SG	V;V.PTCP
julge	kühnen	julge	kühnen	ADJ;NOM;SG	
tasane	flat	tasane	flat	ADJ;NOM;SG	
tasane	wohnung	tasane	wohnung	ADJ;NOM;SG	N;NOM;FEM;SG
mune	eier	muna	eier	N;PRT;PL	
mune	eiern	muna	eiern	N;PRT;PL	
mõjuvõimu	selbstbestimmung	mõju_võim	selbstbestimmung	N;PRT;SG	N;NOM;FEM;SG
mõjuvõimu	stärkung	mõju_võim	stärkung	N;PRT;SG	N;NOM;FEM;SG
mõjuvõimu	emanzipation	mõju_võim	emanzipation	N;PRT;SG	
mõjuvõimu	ermächtigung	mõju_võim	ermächtigung	N;PRT;SG	V;SG;FIN
konkreetsete	spezielle	konkreetne	speziell	ADJ;GEN;PL	ADJ;NOM;FEM;PL
konkreetsete	spezifische	konkreetne	spezifisch	ADJ;GEN;PL	ADJ;NOM;FEM;PL
olli	olli	olema	olli	N;NOM;SG	PROPN;NOM;MASC;SG
voyager	voyager	voyager	voyager	N;NOM;SG	PROPN;NOM;SG
jõulud	weihnachten	jõulud	weihnacht	N;NOM;PL	V;NFIN
jõulud	weihnacht	jõulud	weihnachen	N;NOM;PL	PROPN
jõulud	weihnachtszeit	jõulud	weihnachtszeit	N;NOM;PL	ADJ
plus	zzgl	plus	zzgl	N;NOM;SG	
plus	plus	plus	plus	N;NOM;SG	
plus	zuzüglich	plus	zuzüglich	N;NOM;SG	ADV
baltica	baltica	baltica	baltica	N;NOM;SG	ADJ
nõbu	cousin	nõbu	cousin	N;NOM;SG	
nõbu	vetter	nõbu	vett	N;NOM;SG	
nõbu	cousine	nõbu	cousine	N;NOM;SG	
nõbu	weil	nõbu	weil	N;NOM;SG	CONJ
klaviatuuri	tastatur	klavia_tuur	tastatur	N;PRT;SG	PROPN
klaviatuuri	tastaturen	klavia_tuur	tastatur	N;PRT;SG	N;NOM;PL
klaviatuuri	keyboard	klavia_tuur	keyboard	N;PRT;SG	PROPN
ökosüsteemi	ökosysteme	öko_süsteem	ökosysteme	N;PRT;SG	ADJ;NOM
ökosüsteemi	ökosystem	öko_süsteem	ökosystem	N;PRT;SG	ADJ;SG
aurora	aurora	aurora	aurora	N;NOM;SG	PROPN;NOM;SG
kirgiisi	kirgisischen	kirgiis	kirgisisch	N;NOM;SG	ADJ;NOM;MASC;PL
stanislav	stanislav	stanislav	stanislav	N;NOM;SG	PROPN;NOM;SG
stanislav	stanisław	stanislav	stanisław	N;NOM;SG	PROPN;NOM;MASC;SG
spencer	spencer	spencer	spencer	N;NOM;SG	PROPN;NOM;MASC;SG
kõneleja	referenten	kõneleja	referent	N;NOM;SG	V;PL;FIN
kõneleja	lautsprecher	kõneleja	lautsprecher	N;NOM;SG	ADJ
kõneleja	redner	kõneleja	redn	N;NOM;SG	ADJ
kõneleja	rednerin	kõneleja	rednerin	N;NOM;SG	ADJ
terminoloogia	begriffe	terminoloogia	begreifen	N;NOM;SG	ADJ
nokk	schnabel	nokk	schnabel	N;NOM;SG	ADJ
hirv	wild	hirv	wild	N;NOM;SG	
hirv	reh	hirv	reh	N;NOM;SG	
hirv	hirsch	hirv	hirsch	N;NOM;SG	
jefferson	jefferson	jefferson	jefferson	N;NOM;SG	PROPN;NOM;SG
tunnel	tunnel	tunnel	tunnel	N;NOM;SG	
tunnel	tunneln	tunnel	tunneln	N;NOM;SG	
tunnel	tunnels	tunnel	tunnels	N;NOM;SG	ADV
mahajäetud	aufgegeben	maha_jäetud	aufgeben	ADJ;PST;V.PTCP;PASS	V;V.PTCP
mahajäetud	verlassen	maha_jäetud	verlassen	ADJ;PST;V.PTCP;PASS	V;NFIN
mahajäetud	stillgelegt	maha_jäetud	stilllegen	ADJ;PST;V.PTCP;PASS	V;V.PTCP
mahajäetud	zurückgelassen	maha_jäetud	zurücklassen	ADJ;PST;V.PTCP;PASS	V;V.PTCP
kiired	sonnenstrahlen	kiire	sonnenstrahlen	ADJ;NOM;PL	V;NFIN
kiired	strahlen	kiire	strahlen	ADJ;NOM;PL	V;NFIN
bagdadi	bagdad	bagdadi	bagdad	N;PRT;SG	PROPN;NOM;MASC;SG
leib	brot	leib	broten	N;NOM;SG	
leib	brötchen	leib	brötchen	N;NOM;SG	V;NFIN
lendavad	fliegende	lendama	fliegend	V;IND;PL;3;PRS;FIN;ACT	ADJ;NOM;FEM;PL
isabel	isabel	isabel	isabel	N;NOM;SG	PROPN;NOM;SG
edvard	edvard	edvard	edvard	N;NOM;SG	PROPN;NOM;SG
secret	geheim	secret	geheim	N;NOM;SG	ADJ
secret	secret	secret	secren	N;NOM;SG	PROPN;SG
secret	geheimen	secret	geheimen	N;NOM;SG	ADJ
secret	heimlich	secret	heimlich	N;NOM;SG	ADJ
laagris	lager	laager	lager	N;IN+ESS;SG	ADJ
laagris	ferienlager	laager	ferienlager	N;IN+ESS;SG	ADJ
laagris	camp	laager	camp	N;IN+ESS;SG	
laagris	campingplatz	laager	campingplatz	N;IN+ESS;SG	
laagris	campingplätze	laager	campingplatz	N;IN+ESS;SG	
snake	schlange	snake	schlange	N;NOM;SG	ADJ;NOM
snake	snake	snake	snak	N;NOM;SG	PROPN;SG
snake	schlangen	snake	schlangen	N;NOM;SG	N;NOM;FEM;PL
avaldus	anweisung	avaldus	anweisung	N;NOM;SG	
avaldus	aussage	avaldus	aussagen	N;NOM;SG	
väiksemaks	kleinere	väiksem	klein	ADJ;TRANS;CMPR;SG	ADJ;NOM;FEM;PL
kontor	niederlassung	kontor	niederlassung	N;NOM;SG	ADJ
kontor	büros	kontor	büros	N;NOM;SG	
kontor	büro	kontor	büro	N;NOM;SG	
oskus	fertigkeiten	oskus	fertigkeit	N;NOM;SG	V;NFIN
oskus	geschick	oskus	geschick	N;NOM;SG	ADJ
oskus	geschicklichkeit	oskus	geschicklichkeit	N;NOM;SG	ADJ
oskus	fähigkeiten	oskus	fähigkeit	N;NOM;SG	V;NFIN
emily	emily	emily	emily	N;NOM;SG	PROPN;NOM;SG
aldo	aldo	aldo	aldo	N;NOM;SG	PROPN;NOM;MASC;SG
väljendus	ausdrücken	väljenduma	ausdrücken	N;NOM;SG	V;NFIN
väljendus	ausdrücke	väljenduma	ausdrücken	N;NOM;SG	
kattis	bedeckt	katma	bedecken	V;IND;SG;3;PST;FIN;ACT	ADJ;V.PTCP
kahur	cannon	kahur	cannon	N;NOM;SG	PROPN;NOM;SG
kahur	kanonen	kahur	kanon	N;NOM;SG	N;NOM;FEM;PL
esitus	präsentationen	esitus	präsentationen	N;NOM;SG	V;NFIN
esitus	vorstellung	esitus	vorstellung	N;NOM;SG	ADJ;SG
esitus	präsentation	esitus	präsentation	N;NOM;SG	ADJ
esitus	aufführungen	esitus	aufführingen	N;NOM;SG	N;NOM;FEM;PL
esitus	vorstellungen	esitus	vorstellingen	N;NOM;SG	V;NFIN
esitus	leistungen	esitus	leistung	N;NOM;SG	V;PL
esitus	auftritte	esitus	auftritten	N;NOM;SG	V;IND;SG;3;PST;FIN
tuletõrje	brandbekämpfung	tule_tõrje	brandbekämpfung	N;NOM;SG	ADJ
paas	fasten	paas	fasten	N;NOM;SG	V;NFIN
tervist	gesundheit	tervis	gesundheit	N;PRT;SG	
tervist	gesundheitswesen	tervis	gesundheitswesen	N;PRT;SG	ADJ
tervist	gesundheitsschutz	tervis	gesundheitsschutz	N;PRT;SG	ADJ
toodang	produktion	toodang	produktion	N;NOM;SG	
dante	dante	dante	dant	N;NOM;SG	PROPN;NOM;SG
bordeaux	bordeaux	bordeaux	bordeaux	N;NOM;SG	PROPN
nuku	doll	nukk	doll	N;NOM;SG	
nuku	puppen	nukk	puppen	N;NOM;SG	N;NOM;FEM;PL
nuku	puppe	nukk	puppen	N;NOM;SG	
stsenaarium	szenario	stsenaarium	szenario	N;NOM;SG	ADJ
õigustada	rechtfertigung	õigustama	rechtfertigung	V;NFIN	ADJ
kaar	bogen	kaar	biegen	N;NOM;SG	
kaar	arc	kaar	arc	N;NOM;SG	
kaar	bogen	kaar	biegen	N;NOM;SG	
kaar	arch	kaar	arch	N;NOM;SG	
skp	gdp	skp	gdp	N	
skp	bruttoinlandsprodukt	skp	bruttoinlandsprodukt	N	ADJ
autod	autos	auto	autos	N;NOM;PL	
autod	kraftfahrzeuge	auto	kraftfahrzeuge	N;NOM;PL	ADJ;NOM
autod	pkw	auto	pkw	N;NOM;PL	
autod	pkws	auto	pkws	N;NOM;PL	
oranž	orange	oranž	orange	N;NOM;SG	
oranž	orangensaft	oranž	orangensaft	N;NOM;SG	
oranž	orangen	oranž	orangen	N;NOM;SG	V;NFIN
ideaalne	perfect	ideaalne	perfecen	ADJ;NOM;SG	PROPN
leedulased	litauer	leedulane	litauer	N;NOM;PL	ADJ
ani	ani	ani	ani	N;NOM;SG	PROPN;NOM;SG
serv	rand	serv	rinden	N;NOM;SG	ADV
serv	kante	serv	kanten	N;NOM;SG	ADJ
serv	edge	serv	edg	N;NOM;SG	
serv	kanten	serv	kanten	N;NOM;SG	V;NFIN
muster	muster	muster	muster	N;NOM;SG	ADJ
castle	schloss	castle	schließen	N;NOM;SG	V;SG
castle	burg	castle	burg	N;NOM;SG	
castle	schloß	castle	schließen	N;NOM;SG	
identiteet	selbstverständnis	identiteet	selbstverständnis	N;NOM;SG	ADJ
identiteet	identitäten	identiteet	identität	N;NOM;SG	N;PL
identiteet	identität	identiteet	identität	N;NOM;SG	
zhang	zhang	zhang	zhang	N;NOM;SG	PROPN;NOM;MASC;SG
geoffrey	geoffrey	geoffrey	geoffrey	N;NOM;SG	PROPN;NOM;SG
geoffrey	gottfried	geoffrey	gottfriede	N;NOM;SG	PROPN;SG
zhou	zhou	zhou	zhou	N;NOM;SG	PROPN;NOM;MASC;SG
rõivas	kleidungsstück	rõivama	kleidungsstück	N;NOM;SG	ADJ
par	par	par	par	N;NOM;SG	
ainulaadne	einmalige	ainu_laadne	einmalig	ADJ;NOM;SG	ADJ;NOM;FEM;PL
ainulaadne	einzigartige	ainu_laadne	einzigartig	ADJ;NOM;SG	ADJ;NOM;FEM;PL
algataja	initiator	algataja	initiator	N;NOM;SG	ADJ
algataja	anstifter	algataja	anstift	N;NOM;SG	ADJ
sissetung	invasion	sissetung	invasion	N;NOM;SG	
sissetung	einmarsch	sissetung	einmarsch	N;NOM;SG	
sissetung	eindringen	sissetung	eindringen	N;NOM;SG	V;NFIN
vastuluure	spionageabwehr	vastu_luur	spionageabwehr	N;NOM;SG	ADJ
avastamise	feststellung	avastamine	feststellung	N;GEN;SG	ADJ
avastamise	erkennung	avastamine	erkennung	N;GEN;SG	ADJ
altari	altar	altar	altar	N;GEN;SG	ADV
magneesiumi	magnesium	magneesium	magnesium	N;PRT;SG	PROPN
mona	mona	mona	mona	N;NOM;SG	PROPN;NOM;SG
grey	grauen	grey	grau	N;NOM;SG	
grey	graue	grey	grau	N;NOM;SG	ADJ;NOM;PL
grey	grey	grey	grey	N;NOM;SG	PROPN;NOM;SG
grey	grau	grey	grau	N;NOM;SG	ADJ
teresa	teresa	tere	teresa	N;NOM;SG	PROPN;NOM;SG
luca	luca	luca	luca	N;NOM;SG	PROPN;NOM;SG
oskused	fertigkeiten	oskus	fertigkeit	N;NOM;PL	V;NFIN
oskused	kenntnisse	oskus	kenntnis	N;NOM;PL	ADJ
oskused	kompetenzen	oskus	kompetenz	N;NOM;PL	V;NFIN
oskused	qualifikation	oskus	qualifikation	N;NOM;PL	N;NOM;FEM;SG
oskused	fähigkeiten	oskus	fähigkeit	N;NOM;PL	V;NFIN
oskused	fertigkeiten	oskus	fertigkeit	N;NOM;PL	V;NFIN
oskused	geschick	oskus	geschick	N;NOM;PL	ADJ
oskused	geschicklichkeit	oskus	geschicklichkeit	N;NOM;PL	ADJ
oskused	fähigkeiten	oskus	fähigkeit	N;NOM;PL	V;NFIN
solomon	salomon	solomon	salomon	N;NOM;SG	PROPN;NOM;SG
solomon	solomon	solomon	solomon	N;NOM;SG	PROPN;NOM;SG
solomon	salomo	solomon	salomo	N;NOM;SG	
solomon	sulaiman	solomon	sulaiman	N;NOM;SG	PROPN;NOM;MASC;SG
solomon	salomonen	solomon	salomonen	N;NOM;SG	PROPN;NOM;SG
intervall	abstand	intervall	abstehen	N;NOM;SG	
intervall	zeitraum	intervall	zeitraum	N;NOM;SG	ADV
intervall	intervall	intervall	intervall	N;NOM;SG	
intervall	zeitspanne	intervall	zeitspanne	N;NOM;SG	ADV
oklahoma	oklahoma	oklahom	oklahoma	N;NOM;SG	PROPN;NOM;SG
leopard	leopard	leopard	leopard	N;NOM;SG	PROPN;NOM;SG
osaka	ōsaka	osakas	ōsaka	N;NOM;SG	PROPN;NOM;MASC;SG
osaka	osaka	osakas	osaka	N;NOM;SG	PROPN;NOM;MASC;SG
rikkumise	zuwiderhandlung	rikkumine	zuwiderhandlung	N;GEN;SG	PROPN
rikkumise	verstöße	rikkumine	verstöße	N;GEN;SG	
rikkumise	übertretung	rikkumine	übertretung	N;GEN;SG	
rikkumise	verstoß	rikkumine	verstoß	N;GEN;SG	
vastused	antworten	vastus	antworten	N;NOM;PL	V;NFIN
vastused	reaktionen	vastus	reaktion	N;NOM;PL	V;NFIN
vastused	antworten	vastus	antworten	N;NOM;PL	V;NFIN
vastused	antwort	vastus	antworen	N;NOM;PL	
vastused	antworten	vastus	antworten	N;NOM;PL	V;NFIN
vastused	antwort	vastus	antworen	N;NOM;PL	
tundeid	gefühle	tunne	gefühlen	N;PRT;PL	ADJ
tundeid	gefühlen	tunne	fühlen	N;PRT;PL	V;V.PTCP
hannah	hannah	hannah	hannah	N;NOM;SG	PROPN;NOM;MASC;SG
trotski	trotzki	trotski	trotzki	N;NOM;SG	PROPN;NOM;MASC;SG
esitamine	unterwerfung	esitamine	unterwerfung	N;NOM;SG	
esitamine	einreichen	esitamine	einreichen	N;NOM;SG	V;NFIN
esitamine	vorlage	esitamine	vorlagen	N;NOM;SG	
esitamine	einreichen	esitamine	einreichen	N;NOM;SG	V;NFIN
põhjavee	grundwasser	põhja_vee	grundwasser	N;NOM;SG	
järjekord	warteschlange	järje_kord	warteschlange	N;NOM;SG	ADJ;NOM;FEM;PL
järjekord	anstehen	järje_kord	anstehen	N;NOM;SG	V;NFIN
järjekord	bestellungen	järje_kord	bestellingen	N;NOM;SG	N;NOM;FEM;PL
järjekord	reihenfolge	järje_kord	reihenfolge	N;NOM;SG	ADJ;NOM;FEM;PL
geneetik	genetiker	geneetik	genetiker	N;NOM;SG	ADJ
franklini	franklin	frankel	franklin	N;SG	PROPN;SG
karistus	strafen	karistus	strafen	N;NOM;SG	V;NFIN
karistus	sanktion	karistus	sanktion	N;NOM;SG	ADJ
karistus	geldstrafe	karistus	geldstrafe	N;NOM;SG	ADJ
karistus	strafe	karistus	strafen	N;NOM;SG	
karistus	pein	karistus	pein	N;NOM;SG	PROPN;SG
karistus	strafe	karistus	strafen	N;NOM;SG	
montgomery	montgomery	montgomery	montgomery	N;NOM;SG	PROPN
benedict	benedikt	benedict	benediken	N;NOM;SG	PROPN;SG
benedict	benedict	benedict	benedict	N;NOM;SG	PROPN;NOM;SG
filter	filter	filter	filter	N;NOM;SG	ADJ
filter	filtern	filter	filtern	N;NOM;SG	V;NFIN
filter	filterung	filter	filterung	N;NOM;SG	ADJ
lindi	band	lint	binden	N;PRT;SG	
lindi	tape	lint	tape	N;PRT;SG	
lindi	klebeband	lint	klebeband	N;PRT;SG	ADJ
lindi	kassette	lint	kassett	N;PRT;SG	ADJ;SG
terje	terje	terje	terjen	N;NOM;SG	PROPN;NOM;MASC;SG
milton	milton	milton	milton	N;NOM;SG	PROPN
vinci	vinci	vinci	vinci	N;NOM;SG	
pol	pol	olema	pol	N;NOM;SG	
pan	schwenken	pan	schwenken	N;NOM;SG	V;NFIN
pan	pan	pan	pan	N;NOM;SG	PROPN;NOM;MASC;SG
lendu	flug	lend	flagen	N;IN+ALL;LGSPEC1;SG	
lendu	flüge	lend	flüg	N;IN+ALL;LGSPEC1;SG	
augsburgi	augsburg	augsburg	augsburg	N;PRT;SG	PROPN;NOM;NEUT;SG
stephan	stephan	stephan	stephan	N;NOM;SG	PROPN;NOM;MASC;SG
abstraktne	abstraktion	abstraktne	abstraktion	ADJ;NOM;SG	PROPN
plaanitud	geplante	plaanitud	geplant	V;PST;V.PTCP;PASS	ADJ;NOM;FEM;PL
plaanitud	geplanten	plaanitud	geplant	V;PST;V.PTCP;PASS	ADJ
valle	valle	valle	vall	N;NOM;SG	PROPN;NOM;SG
puudused	defizite	puudus	defizite	N;NOM;PL	ADJ;NOM;PL
puudused	mängel	puudus	mängeln	N;NOM;PL	ADJ
puudused	unzulänglichkeiten	puudus	unzulänglichkeit	N;NOM;PL	V;NFIN
puudused	defizite	puudus	defizite	N;NOM;PL	ADJ;NOM;PL
puudused	unzulängliche	puudus	unzulänglich	N;NOM;PL	ADJ;NOM;FEM;PL
puudused	mängel	puudus	mängeln	N;NOM;PL	ADJ
puudused	unzulänglichkeiten	puudus	unzulänglichkeit	N;NOM;PL	V;NFIN
puudused	schwachpunkte	puudus	schwachpunkt	N;NOM;PL	V;IND;SG;3;PST;FIN
puudused	schwächen	puudus	schwächen	N;NOM;PL	V;NFIN
puudused	mängel	puudus	mängeln	N;NOM;PL	ADJ
puudused	schwachstellen	puudus	schwachstellen	N;NOM;PL	ADJ
puudused	schwäche	puudus	schwäche	N;NOM;PL	N;FEM;SG
todd	todd	todd	todd	N;NOM;SG	PROPN;NOM;MASC;SG
olympic	olympia	olympic	olympia	N;NOM;SG	PROPN;NOM;SG
olympic	olympic	olympic	olympic	N;NOM;SG	
olympic	olympische	olympic	olympisch	N;NOM;SG	ADJ;NOM;FEM;PL
olympic	olympischen	olympic	olympisch	N;NOM;SG	ADJ;NOM;MASC;PL
wilde	wilde	wilde	wilden	N;NOM;SG	
leiba	brot	leib	broten	N;PRT;SG	
leiba	brötchen	leib	brötchen	N;PRT;SG	V;NFIN
kontserdid	konzert	kontsert	konzert	N;NOM;PL	ADJ
kontserdid	konzerte	kontsert	konzern	N;NOM;PL	
kontserdid	konzerten	kontsert	konzern	N;NOM;PL	V;FIN
newcastle	newcastle	newcastle	newcastl	N;NOM;SG	PROPN
õpetlane	gelehrten	õpetlane	gelehrt	N;NOM;SG	ADJ;PL
õpetlane	gelehrter	õpetlane	gelehrter	N;NOM;SG	ADJ
volinik	kommissarin	volinik	kommissarin	N;NOM;SG	PROPN;NOM;SG
volinik	kommissar	volinik	kommissar	N;NOM;SG	PROPN
pioneer	pioneer	pioneer	pioneer	N;NOM;SG	PROPN;SG
pioneer	wegbereiter	pioneer	wegbereiter	N;NOM;SG	ADJ
pioneer	pionier	pioneer	pionier	N;NOM;SG	ADJ
pioneer	vorreiter	pioneer	vorreiter	N;NOM;SG	ADJ
ravenna	ravenna	ravendama	ravenna	N;NOM;SG	PROPN
arendus	entwicklungspolitik	arendus	entwicklungspolitik	N;NOM;SG	ADJ
arendus	entwicklungen	arendus	entwicklung	N;NOM;SG	V;NFIN
raskused	schwierigkeit	raskus	schwierigkeit	N;NOM;PL	ADJ
raskused	schwierigkeitsgrad	raskus	schwierigkeitsgrad	N;NOM;PL	ADJ
sotsialismi	sozialismus	sotsialism	sozialismus	N;PRT;SG	PROPN;NOM;SG
grupid	arbeitsgruppen	grupp	arbeitsgruppen	N;NOM;PL	V;NFIN
grupid	fraktionen	grupp	fraktion	N;NOM;PL	V;NFIN
nael	fingernägel	nael	fingernägel	N;NOM;SG	ADJ
nael	nagel	nael	nagel	N;NOM;SG	
nael	nägel	nael	nagel	N;NOM;SG	N;NOM;PL
nürnbergi	nürnberg	nürnberg	nürnberg	N;NOM;SG	PROPN;NOM;SG
eraldunud	freistehendes	eralduma	freistehend	V;PST;V.PTCP;ACT	ADJ;NOM;NEUT;SG
eraldunud	einfamilienhaus	eralduma	einfamilienhaus	V;PST;V.PTCP;ACT	ADJ
eraldunud	losgelöst	eralduma	loslösen	V;PST;V.PTCP;ACT	ADJ
veerand	quartal	veerand	quartal	NUM;NOM;SG	N
veerand	quarter	veerand	quarter	NUM;NOM;SG	PROPN
veerand	vierteljahr	veerand	vierteljahr	NUM;NOM;SG	
veerand	viertel	veerand	viertel	NUM;NOM;SG	
püssi	flinte	püss	flinten	N;NOM;SG	V;IND;SG;3;PST;FIN
püssi	gewehr	püss	gewehr	N;NOM;SG	
irl	irl	irl	irl	N;NOM;SG	
anglikaani	anglikanischen	anglikaan	anglikanisch	N;NOM;SG	ADJ;NOM;PL
mix	mix	mix	mixen	N;NOM;SG	
mix	gemischt	mix	mischen	N;NOM;SG	ADJ
mix	mischung	mix	mischung	N;NOM;SG	ADJ
mix	mischen	mix	mischen	N;NOM;SG	V;NFIN
mix	gemisch	mix	gemisch	N;NOM;SG	ADJ
vari	schatten	vari	schatten	N;NOM;SG	V;NFIN
vari	shadow	vari	shadow	N;NOM;SG	PROPN
grete	grete	gere	gret	N;NOM;SG	PROPN;NOM;FEM;SG
derek	derek	derek	der	N;NOM;SG	PROPN;NOM;MASC;SG
vesinik	wasserstoff	vesinik	wasserstoff	N;NOM;SG	
usd	usd	uks	usd	N;NOM;SG	
reed	reed	reed	reed	N;NOM;SG	PROPN;NOM;MASC;SG
motiiv	motive	motiiv	motiv	N;NOM;SG	ADJ;NOM;PL
motiiv	motiv	motiiv	motiv	N;NOM;SG	ADJ
motiiv	motiv	motiiv	motiv	N;NOM;SG	ADJ
motiiv	merkmal	motiiv	merkmal	N;NOM;SG	ADJ
motiiv	feature	motiiv	featur	N;NOM;SG	
usbeki	usbekistan	usbek	usbekistan	ADJ	PROPN;NOM;MASC;SG
björn	bjorn	björn	bjorn	N;NOM;SG	PROPN;NOM;SG
björn	björn	björn	björn	N;NOM;SG	PROPN;NOM;MASC;SG
björn	björn	björn	björn	N;NOM;SG	PROPN;NOM;MASC;SG
veebisait	internetseite	veebi_sait	internetseite	N;NOM;SG	ADJ
veebisait	webseiten	veebi_sait	webseiten	N;NOM;SG	V;NFIN
veebisait	webseite	veebi_sait	webseite	N;NOM;SG	
adobe	adobe	adobe	adobe	N;NOM;SG	PROPN;NOM;SG
positiivselt	positiv	positiivselt	positiv	ADV	ADJ
oswald	oswald	oswald	oswald	N;NOM;SG	PROPN;NOM;MASC;SG
galileo	galileo	galileo	galileo	N;NOM;SG	PROPN;NOM;MASC;SG
värskelt	frisch	värskelt	frisch	ADV	ADJ
liigne	übermäßige	liigne	übermäßig	ADJ;NOM;SG	ADJ;NOM;FEM;PL
kuuli	kugel	kuul	kugeln	N;PRT;SG	
kuuli	geschoss	kuul	geschossen	N;PRT;SG	ADJ
evelyn	evelyn	evelyn	evelyn	N;NOM;SG	PROPN;NOM;MASC;SG
serblased	serben	serblane	serben	N;NOM;PL	
rabas	moor	rabama	moor	N;IN+ESS;SG	
rabas	mohr	rabama	mohr	N;IN+ESS;SG	PROPN;NOM;MASC;SG
nahka	haut	nahk	haut	N;PRT;SG	
nahka	hautfarbe	nahk	hautfarbe	N;PRT;SG	ADJ
nahka	skin	nahk	skin	N;PRT;SG	PROPN;NOM;SG
hõim	sippe	hõim	sippe	N;NOM;SG	
hõim	stamm	hõim	stamm	N;NOM;SG	ADJ
haydn	haydn	haydn	haydn	N;NOM;SG	PROPN;NOM;MASC;SG
tiiger	tiger	tiiger	tiger	N;NOM;SG	ADJ
sood	sümpfe	soo	sümpfen	N;NOM;PL	
sood	sümpfe	soo	sümpfen	N;NOM;PL	
bahreini	bahrain	bahrein	bahrain	N;PRT;SG	PROPN;NOM;MASC;SG
vega	vega	vega	vega	N;NOM;SG	PROPN;NOM;SG
küljed	seiten	külg	seiten	N;NOM;PL	V;NFIN
winkler	winkler	winkler	winkler	N;NOM;SG	PROPN
nõude	forderung	nõue	forderung	N;GEN;SG	ADV
nõude	beanspruchung	nõue	beanspruchung	N;GEN;SG	N;NOM;FEM;SG
nõude	behaupten	nõue	behaupten	N;GEN;SG	V;NFIN
nõude	beanspruchen	nõue	beanspruchen	N;GEN;SG	V;NFIN
nõude	behauptung	nõue	behauptung	N;GEN;SG	ADV
võimed	fertigkeiten	võime	fertigkeit	N;NOM;PL	V;NFIN
võimed	fähigkeiten	võime	fähigkeit	N;NOM;PL	V;NFIN
võimed	befugnisse	võime	befugnis	N;NOM;PL	ADJ;NOM;FEM;PL
võimed	powers	võime	powers	N;NOM;PL	PROPN;NOM;SG
vastukaaluks	gegengewicht	vastu_kaal	gegengewicht	N;TRANS;SG	
küllastunud	gesättigten	küllastunud	gesättigt	ADJ;PST;V.PTCP;ACT	V;IND;PL;3;PST;FIN
ever	jemals	ever	jemals	N;NOM;SG	ADV
ever	je	ever	je	N;NOM;SG	ADV
ever	niemals	ever	niemals	N;NOM;SG	ADV
ever	ever	ever	ever	N;NOM;SG	
raoul	raoul	raoul	raoul	N;NOM;SG	PROPN;NOM;MASC;SG
kile	spielfilm	kile	spielfilm	N;NOM;SG	PROPN
kile	kinofilm	kile	kinofilm	N;NOM;SG	PROPN
kile	film	kile	falmen	N;NOM;SG	
mägismaa	bergland	mägi_smaa	bergland	N;NOM;SG	
mägismaa	hochebene	mägi_smaa	hocheben	N;NOM;SG	ADJ;NOM;FEM;SG
mägismaa	highlands	mägi_smaa	highlands	N;NOM;SG	PROPN
mägismaa	hochland	mägi_smaa	hochland	N;NOM;SG	ADJ
cohen	cohen	cohen	cohe	N;NOM;SG	PROPN;NOM;SG
oodatud	erwartete	oodatud	erwartet	ADJ;PST;V.PTCP;PASS	V;IND;SG;3;PST;FIN
oodatud	erwartet	oodatud	erwarten	ADJ;PST;V.PTCP;PASS	V;V.PTCP
oodatud	erwarteten	oodatud	erwarten	ADJ;PST;V.PTCP;PASS	V;IND;PL;3;PST;FIN
