فرس	tamma	فَرَس	tamma		N;NOM;SG
رقمي	digitaaliset	رَقَمِيّ	digitaalinen	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;PL
رقمي	digitaalisen	رَقَمِيّ	digitaalinen	ADJ;NOM;INDF;MASC;SG	ADJ;GEN;SG
هالة	hala	هالة	hala		PROPN;NOM;SG
هالة	poikkeama	هالة	poikkeama		N;NOM;SG
هالة	aura	هالة	aura		N;NOM;SG
هالة	halo	هالة	halo		
برهان	todisteet	بُرهَان	todiste		N;NOM;PL
برهان	todistus	بُرهَان	todistus		N;NOM;SG
برهان	todisteita	بُرهَان	todiste		N;PRT;PL
برهان	todiste	بُرهَان	todiste		N;NOM;SG
الحرائق	tulipaloja	حَرِيق	tuli#pala	N;NOM;DEF;PL	N;PRT;PL
القراصنة	merirosvot	قُرصُنّ	meri#rosvo		N;NOM;PL
القراصنة	merirosvoja	قُرصُنّ	meri#rosvo		N;PRT;PL
مزدوجة	tupla	مُزدَوِج	tupla	ADJ;NOM;INDF;FEM;SG	N;NOM;SG
الاستراتيجي	strategiset	إِسترَاتِيجِيّ	strateginen	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;PL
الفواكه	hedelmä	فَاكِهَة	hedelmä	N;NOM;DEF;PL	N;NOM;SG
الفواكه	hedelmiä	فَاكِهَة	hedelmä	N;NOM;DEF;PL	N;PRT;PL
الفواكه	hedelmistä	فَاكِهَة	hedelmä	N;NOM;DEF;PL	N;IN+ABL;PL
الفواكه	hedelmiä	فَاكِهَة	hedelmä	N;NOM;DEF;PL	N;PRT;PL
مير	mir	مير	mir		PROPN;NOM;SG
مير	mer	مير	mer		INTJ
تسوية	asettua	تَسوِيَة	asettua	N;NOM;INDF;SG	V;SG;NFIN;ACT
تسوية	kompromissin	تَسوِيَة	kompromissi	N;NOM;INDF;SG	N;GEN;SG
تسوية	kompromissiin	تَسوِيَة	kompromissi	N;NOM;INDF;SG	N;IN+ALL;SG
الالكتروني	sähköiset	إِلِكترُونِيّ	sähköinen	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;PL
الالكتروني	sähköisen	إِلِكترُونِيّ	sähköinen	ADJ;NOM;DEF;MASC;SG	ADJ;GEN;SG
الالكتروني	elektroniset	إِلِكترُونِيّ	elektroninen	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;PL
الاتحادي	liittovaltion	اِتِّحَادِيّ	liitto#valtio	ADJ;NOM;DEF;MASC;SG	N;GEN;SG
الاتحادي	liittovaltio	اِتِّحَادِيّ	liitto#valtio	ADJ;NOM;DEF;MASC;SG	N;NOM;SG
حراري	lämpö	حراري	lämpö	ADJ;NOM;INDF;MASC;SG	N;NOM;SG
الكسندر	aleksanteri	أَلِكسَندر	aleksanteri		N;NOM;SG
الكسندر	alexander	أَلِكسَندر	alexander		N;NOM;SG
نشرة	tiedotteen	نَشرَة	tiedote	N;NOM;INDF;SG	N;GEN;SG
العملي	käytännöllistä	عَمَلِيّ	käytännöllinen		ADJ;PRT;SG
العملي	käytännöllinen	عَمَلِيّ	käytännöllinen		ADJ;NOM;SG
العملي	käytännön	عَمَلِيّ	käytäntö		N;GEN;SG
قادرين	kykenee	قَادِر	kyetä	ADJ;NOM;INDF;MASC;PL	V;IND;SG;3;PRS;FIN;ACT
قادرين	kykenevät	قَادِر	kyetä	ADJ;NOM;INDF;MASC;PL	V;IND;PL;3;PRS;FIN;ACT
قادرين	kykenevä	قَادِر	kyetä	ADJ;NOM;INDF;MASC;PL	V;NOM;SG;V.PTCP;ACT
تجاهل	ohita	تَجَاهُل	ohittaa	N;NOM;INDF;SG	V;IMP;SG;2;FIN;ACT
تجاهل	hylkää	تَجَاهُل	hylätä	N;NOM;INDF;SG	V;IMP;SG;2;FIN;ACT
تجاهل	hävitä	تَجَاهُل	hävitä	N;NOM;INDF;SG	V;SG;NFIN;ACT
تجاهل	huomiotta	تَجَاهُل	huomio	N;NOM;INDF;SG	N;PRIV;SG
هرتز	hertz	هرتز	hertz		PROPN;NOM;SG
استقالة	erottua	اِستِقَالَة	erota	N;NOM;INDF;SG	V;SG;NFIN;ACT
محامي	juristi	مُحَامِي	juristaa	N;NOM;INDF;PL	N;NOM;SG
محامي	lakimies	مُحَامِي	laki#mies	N;NOM;INDF;PL	N;NOM;SG
محامي	asianajaja	مُحَامِي	asian#ajaja	N;NOM;INDF;PL	N;NOM;SG
كيفن	kevin	كِيفِن	kevin		
مارسيليا	marseillen	مارسيليا	marse		V;INS;SG;NFIN;ACT
القطعة	segmentin	قُطعَة	segmentti	N;NOM;DEF;SG	N;GEN;SG
المعارضين	vastustajien	مُعَارِض	vastustaja	N;NOM;DEF;PL	N;GEN;PL
المعارضين	vastustajia	مُعَارِض	vastustaja	N;NOM;DEF;PL	N;PRT;PL
افراد	yksilöitä	فَرد	yksilö	N;NOM;INDF;PL	N;PRT;PL
افراد	yksilöiden	فَرد	yksilö	N;NOM;INDF;PL	N;GEN;PL
التسمم	myrkyttää	تَسَمُّم	myrkyttää	N;NOM;DEF;SG	V;IND;SG;3;PRS;FIN;ACT
حليب	maidon	حليب	maito	N;NOM;INDF;SG	N;GEN;SG
حليب	maitoa	حليب	maito	N;NOM;INDF;SG	N;PRT;SG
مطلق	eronnut	مُطلَق	erota	ADJ;NOM;INDF;MASC;SG	V;NOM;SG;V.PTCP;ACT
مطلق	erosi	مُطلَق	erota	ADJ;NOM;INDF;MASC;SG	V;IND;SG;3;PST;FIN;ACT
مطلق	eronneet	مُطلَق	erota	ADJ;NOM;INDF;MASC;SG	V;NOM;PL;V.PTCP;ACT
النظير	peer	نَظِير	peer	N;NOM;DEF;SG	
بندقية	haulikon	بُندُقِيَّة	haulikko	N;NOM;INDF;SG	N;GEN;SG
بندقية	kiväärin	بُندُقِيَّة	kivä#ärin	N;NOM;INDF;SG	N;GEN;SG
المعيشة	elävä	مَعِيشَة	elää	N;NOM;DEF;SG	ADJ;NOM;SG
المعيشة	elää	مَعِيشَة	elää	N;NOM;DEF;SG	V;IND;SG;3;PRS;FIN;ACT
المعيشة	elävät	مَعِيشَة	elää	N;NOM;DEF;SG	V;IND;PL;3;PRS;FIN;ACT
الاكتشاف	löytöjä	اِكتِشَاف	löytö	N;NOM;DEF;SG	N;PRT;PL
العقاقير	huumeita	عَقَّار	huume	N;NOM;DEF;PL	N;PRT;PL
جنائية	rikolliset	جِنَائِيّ	rikollinen	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;PL
جنائية	rikollista	جِنَائِيّ	rikollinen	ADJ;NOM;INDF;FEM;SG	ADJ;PRT;SG
حفرة	reiän	حَفرَة	reikä	N;NOM;INDF;SG	N;GEN;SG
اسفل	down	أَسفَل	down		
اسفل	alas	أَسفَل	alas		ADV
اسفل	alaspäin	أَسفَل	alaspäin		ADV
المستوطنات	siirtokuntien	مُستَوطَنَة	siirto#kunta	N;NOM;DEF;PL	N;GEN;PL
خلع	sijoiltaan	خَلع	sija	N;NOM;INDF;SG	N;AT+ABL;PL
دوس	dos	دُوسَ	dos		PROPN;NOM;SG
متطورة	sivistynyt	مُتَطَوِّر	sivistyä	ADJ;NOM;INDF;FEM;SG	V;NOM;SG;V.PTCP;ACT
متطورة	hienostunut	مُتَطَوِّر	hienostua	ADJ;NOM;INDF;FEM;SG	V;NOM;SG;V.PTCP;ACT
هوندا	honda	هوندا	honda		N;NOM;SG
الجرحى	haavoittuneet	جَرِيح	haavoittua	N;NOM;DEF;PL	V;NOM;PL;V.PTCP;ACT
الجرحى	haavoittuneita	جَرِيح	haavoittua	N;NOM;DEF;PL	V;PRT;PL;V.PTCP;ACT
الجرحى	haavoittunut	جَرِيح	haavoittua	N;NOM;DEF;PL	V;NOM;SG;V.PTCP;ACT
الكوميدي	koomikko	كُومِيدِيّ	koomikko		N;NOM;SG
كلير	claire	كلير	claire		N;NOM;SG
الناتو	naton	الناتو	natto		N;GEN;SG
الناتو	nato	الناتو	nato		N;NOM;SG
مؤشرات	indikaattoreita	مُؤَشِّر	indikaattori	N;NOM;INDF;PL	N;PRT;PL
الاستثمارات	investointeja	اِستِثمَار	investointi	N;NOM;DEF;PL	N;PRT;PL
الاستثمارات	investointeja	اِستِثمَار	investointi	N;NOM;DEF;PL	N;PRT;PL
الاستثمارات	sijoitus	اِستِثمَار	sijoitus	N;NOM;DEF;PL	N;NOM;SG
الاستثمارات	investointi	اِستِثمَار	investointi	N;NOM;DEF;PL	N;NOM;SG
المضيف	juontaja	مُضِيف	juontaja	ADJ;NOM;DEF;MASC;SG	N;NOM;SG
المضيف	isäntä	مُضِيف	isäntä	ADJ;NOM;DEF;MASC;SG	N;NOM;SG
المضيف	järjestäjä	مُضِيف	järjestäjä	ADJ;NOM;DEF;MASC;SG	N;NOM;SG
تقليدي	perinteisiä	تَقلِيدِيّ	perinteinen	ADJ;NOM;INDF;MASC;SG	ADJ;PRT;PL
تقليدي	perinteiset	تَقلِيدِيّ	perinteinen	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;PL
تقليدي	classic	تَقلِيدِيّ	classic	ADJ;NOM;INDF;MASC;SG	N;NOM;SG
تقليدي	klassista	تَقلِيدِيّ	klassinen	ADJ;NOM;INDF;MASC;SG	ADJ;PRT;SG
تقليدي	klassikko	تَقلِيدِيّ	klassikko	ADJ;NOM;INDF;MASC;SG	N;NOM;SG
غارسيا	garcia	غارسيا	garcia		PROPN;NOM;SG
رويال	kuninkaalliset	رويال	kuninkaallinen		ADJ;NOM;PL
رويال	kuninkaallinen	رويال	kuninkaallinen		ADJ;NOM;SG
رويال	royal	رويال	royal		
بالتحديد	nimenomaan	بِ	nimen#omaan	N;GEN;DEF;SG	ADV
بالتحديد	nimenomaisesti	بِ	nimen#omaisesti	N;GEN;DEF;SG	ADV
هدية	paikalla	هَدِيَّة	paikka	N;NOM;INDF;SG	N;AT+ESS
;SG
هدية	läsnä	هَدِيَّة	läsnä	N;NOM;INDF;SG	ADV
هدية	nykyinen	هَدِيَّة	nykyinen	N;NOM;INDF;SG	ADJ;NOM;SG
هدية	lahjaa	هَدِيَّة	lahja	N;NOM;INDF;SG	N;PRT;SG
هدية	lahjan	هَدِيَّة	lahja	N;NOM;INDF;SG	N;GEN;SG
انتقادات	kritiikki	اِنتِقَاد	kritiikki	N;NOM;INDF;PL	N;NOM;SG
انتقادات	arvostelua	اِنتِقَاد	arvostelu	N;NOM;INDF;PL	N;PRT;SG
انتقادات	arvostelu	اِنتِقَاد	arvostelu	N;NOM;INDF;PL	N;NOM;SG
انتقادات	arvostelun	اِنتِقَاد	arvostelu	N;NOM;INDF;PL	N;GEN;SG
انتقادات	kritiikkiä	اِنتِقَاد	kritiikki	N;NOM;INDF;PL	N;PRT;SG
انتقادات	kritiikkiä	اِنتِقَاد	kritiikki	N;NOM;INDF;PL	N;PRT;SG
انتقادات	arvostelua	اِنتِقَاد	arvostelu	N;NOM;INDF;PL	N;PRT;SG
تشعر	tunne	شَعَر	tunne	V;IPFV;MASC;IND;SG;2;FIN;ACT	N;NOM;SG
تشعر	tuntuu	شَعَر	tuntua	V;IPFV;MASC;IND;SG;2;FIN;ACT	V;IND;SG;0;PRS;FIN;ACT
ملاك	angel	ملاك	angel		PROPN;NOM;SG
ملاك	enkeli	ملاك	enkeli		N;NOM;SG
حشرات	ötököitä	حَشَرَة	ötös	N;NOM;INDF;PL	N;PRT;PL
حشرات	vikoja	حَشَرَة	vika	N;NOM;INDF;PL	N;PRT;PL
يضرب	osumia	ضَرَب	osumi	V;IPFV;MASC;IND;SG;3;FIN;ACT	N;PRT;PL
تطالب	vaativat	طَالَب	vaatia	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;IND;PL;3;PRS;FIN;ACT
تطالب	vaativa	طَالَب	vaativa	V;IPFV;FEM;IND;SG;3;FIN;ACT	ADJ;NOM;SG
تطالب	vaativaa	طَالَب	vaativa	V;IPFV;FEM;IND;SG;3;FIN;ACT	ADJ;PRT;SG
الدخان	polttaa	دَخَّان	polttaa	N;NOM;DEF;SG	V;IND;SG;3;PRS;FIN;ACT
الدخان	polta	دَخَّان	polta	N;NOM;DEF;SG	V;IMP;SG;2;FIN;ACT
الدخان	savua	دَخَّان	savu	N;NOM;DEF;SG	N;PRT;SG
الاعتقال	pidätetty	اِعتِقَال	pidättää	N;NOM;DEF;SG	V;NOM;SG;V.PTCP;PASS
الاعتقال	pidätykset	اِعتِقَال	pidätys	N;NOM;DEF;SG	N;NOM;PL
الاعتقال	pidättää	اِعتِقَال	pidättää	N;NOM;DEF;SG	V;IND;SG;3;PRS;FIN;ACT
الصوفي	mystic	صُوفِيّ	mystic		
الصوفي	mystinen	صُوفِيّ	mystinen		ADJ;NOM;SG
الوفاق	sovinnon	وِفَاق	sovinto	N;NOM;DEF;SG	N;GEN;SG
الوفاق	concord	وِفَاق	concord	N;NOM;DEF;SG	PROPN;NOM;SG
متصفح	selaimen	متصفح	selain	N;NOM;INDF;SG	N;GEN;SG
تسرب	vuotaa	تَسَرُّب	vuotaa	N;NOM;INDF;SG	V;IND;SG;3;PRS;FIN;ACT
الفرار	pakene	فِرَار	paeta	N;NOM;DEF;SG	N;NOM;PL
الفرار	paeta	فِرَار	paeta	N;NOM;DEF;SG	V;SG;NFIN;ACT
دعاء	rukouksen	دِعَاء	rukous	N;NOM;INDF;SG	N;GEN;SG
غرامي	grammy	غرامي	grammy		N;NOM;SG
سماء	taivaan	سَمَاء	taivas	N;NOM;INDF;SG	N;GEN;SG
سماء	sky	سَمَاء	sky	N;NOM;INDF;SG	PROPN;NOM;SG
حقا	todella	حَقّ	todella	N;NOM;INDF;SG	ADV
حقا	oikeesti	حَقّ	oikeasti	N;NOM;INDF;SG	ADV
مساكن	asumista	مَسكَن	asuminen	N;NOM;INDF;PL	N;PRT;SG
مساكن	asuminen	مَسكَن	asuminen	N;NOM;INDF;PL	N;NOM;SG
مساكن	asunto	مَسكَن	asunto	N;NOM;INDF;PL	N;NOM;SG
مساكن	asuntojen	مَسكَن	asunto	N;NOM;INDF;PL	N;GEN;PL
فو	foo	فو	foo		N;NOM;SG
فو	phu	فو	phu		
بنيامين	benjamin	بِنيَامِين	benjami		N;NOM;SG
نبيلة	jalo	نَبِيل	jalo		N;NOM;SG
نبيلة	jaloa	نَبِيل	jalo		N;PRT;SG
الزهري	kuppa	زِهرِيّ	kuppa		N;NOM;SG
الميثاق	compact	مِيثَاق	compact	N;NOM;DEF;SG	
الميثاق	tiivis	مِيثَاق	tiivis	N;NOM;DEF;SG	ADJ;NOM;SG
الميثاق	peruskirjan	مِيثَاق	perus#kirja	N;NOM;DEF;SG	N;GEN;SG
الانتقادات	kritiikki	اِنتِقَاد	kritiikki	N;NOM;DEF;PL	N;NOM;SG
الانتقادات	arvostelua	اِنتِقَاد	arvostelu	N;NOM;DEF;PL	N;PRT;SG
الانتقادات	arvostelu	اِنتِقَاد	arvostelu	N;NOM;DEF;PL	N;NOM;SG
الانتقادات	arvostelun	اِنتِقَاد	arvostelu	N;NOM;DEF;PL	N;GEN;SG
الانتقادات	kritiikkiä	اِنتِقَاد	kritiikki	N;NOM;DEF;PL	N;PRT;SG
الانتقادات	kritiikkiä	اِنتِقَاد	kritiikki	N;NOM;DEF;PL	N;PRT;SG
الانتقادات	arvostelua	اِنتِقَاد	arvostelu	N;NOM;DEF;PL	N;PRT;SG
باز	buzz	بَاز	buzz		
خبز	leipää	خَبز	leipä	N;NOM;INDF;SG	N;PRT;SG
هجر	hylkääminen	هَجر	hylkääminen		N;NOM;SG
زيمبابوي	zimbabwessa	زِيمبَابوِي	zimbabwe		PROPN;IN+ESS;SG
زيمبابوي	zimbabwen	زِيمبَابوِي	zimbabwen		PROPN;GEN;SG
تقوية	vahvistaa	تَقوِيَة	vahvistaa	N;NOM;INDF;SG	V;IND;SG;PRS;FIN;ACT
تقوية	lujittaa	تَقوِيَة	lujittaa	N;NOM;INDF;SG	V;IND;SG;3;PRS;FIN;ACT
تقوية	vahvistetaan	تَقوِيَة	vahvistaa	N;NOM;INDF;SG	V;IND;PRS;FIN;PASS
ناس	ihmiset	نَاسِي	ihminen		N;NOM;PL
ناس	ihmisiä	نَاسِي	ihminen		N;PRT;PL
ناس	henkilöt	نَاسِي	henkilö		N;NOM;PL
تشارلي	charlie	تشَارلِي	charlie		N;NOM;SG
حشد	yleisöä	حَشد	yleisö	N;NOM;INDF;SG	N;PRT;SG
حشد	porukkaa	حَشد	porukka	N;NOM;INDF;SG	N;PRT;SG
القيادات	johtoasema	قِيَادَة	johto#asema	N;NOM;DEF;PL	N;NOM;SG
القيادات	johtajuutta	قِيَادَة	johtajuus	N;NOM;DEF;PL	N;PRT;SG
فاتح	kevyt	فاتح	kevyt		ADJ;NOM;SG
فاتح	valoa	فاتح	valo		N;PRT;SG
فاتح	valo	فاتح	valo		N;NOM;SG
فاتح	light	فاتح	light		
جيرسي	jerseyn	جِيرسِي	jerseyn		N;GEN;SG
جيرسي	jerseyssä	جِيرسِي	jerseys		N;IN+ESS;SG
جيرسي	jersey	جِيرسِي	jerseys		
نيوكاسل	newcastlen	نِيُوكَاسل	newcaste		PROPN;GEN;SG
ضرر	vahingot	ضَرَّر	vahinko	N;NOM;INDF;SG	N;NOM;PL
ضرر	vahinkoa	ضَرَّر	vahinko	N;NOM;INDF;SG	N;PRT;SG
ضرر	vauriot	ضَرَّر	vaurio	N;NOM;INDF;SG	N;NOM;PL
الموضة	muotia	مُوضَة	muoti	N;NOM;DEF;SG	N;PRT;SG
الموضة	muodin	مُوضَة	muoti	N;NOM;DEF;SG	N;GEN;SG
متكرر	toistuvat	مُتَكَرِّر	toistua	ADJ;NOM;INDF;MASC;SG	V;IND;PL;3;PRS;FIN;ACT
متكرر	toistuvan	مُتَكَرِّر	toistua	ADJ;NOM;INDF;MASC;SG	V;GEN;SG;V.PTCP;ACT
متكرر	toistetaan	مُتَكَرِّر	toistaa	ADJ;NOM;INDF;MASC;SG	V;IND;PRS;FIN;PASS
متكرر	toistuvia	مُتَكَرِّر	toistuva	ADJ;NOM;INDF;MASC;SG	V;PRT;PL;V.PTCP;ACT
متكرر	toistuvat	مُتَكَرِّر	toistua	ADJ;NOM;INDF;MASC;SG	V;IND;PL;3;PRS;FIN;ACT
متكرر	toistuvat	مُتَكَرِّر	toistua	ADJ;NOM;INDF;MASC;SG	V;IND;PL;3;PRS;FIN;ACT
متكرر	toistuvia	مُتَكَرِّر	toistuva	ADJ;NOM;INDF;MASC;SG	V;PRT;PL;V.PTCP;ACT
متكرر	toistuvat	مُتَكَرِّر	toistua	ADJ;NOM;INDF;MASC;SG	V;IND;PL;3;PRS;FIN;ACT
التحضير	valmistelut	تَحضِير	valmistelu	N;NOM;DEF;SG	N;NOM;PL
التحضير	valmistelee	تَحضِير	valmistella	N;NOM;DEF;SG	V;IND;SG;3;PRS;FIN;ACT
التحضير	valmistellaan	تَحضِير	valmistella	N;NOM;DEF;SG	V;IND;PRS;FIN;PASS
التحضير	valmistelevat	تَحضِير	valmistella	N;NOM;DEF;SG	V;IND;PL;3;PRS;FIN;ACT
جوليان	julian	جوليان	julia		N;GEN;SG
جوليان	julianin	جوليان	juliani		N;GEN;SG
الصنوبر	pine	صُنُوبِر	pine	N;NOM;DEF;SG	PROPN;NOM;SG
توت	marjoja	تَوتَ	marja		N;PRT;PL
توت	marjat	تَوتَ	marjat		N;NOM;PL
توت	tut	تَوتَ	tut		N;NOM;SG
بيني	sentti	بَينِيّ	sentti		N;NOM;SG
بيني	penni	بَينِيّ	penni		N;NOM;SG
بيني	penny	بَينِيّ	penny		N;NOM;SG
مولود	syntynyt	مولود	syntyä	N;NOM;INDF;SG	V;NOM;SG;V.PTCP;ACT
مولود	syntyneet	مولود	syntyä	N;NOM;INDF;SG	V;NOM;PL;V.PTCP;ACT
مولود	syntyi	مولود	syntyä	N;NOM;INDF;SG	V;IND;SG;3;PST;FIN;ACT
العاصفة	myrskyn	عَاصِفَة	myrsky	N;NOM;DEF;SG	N;GEN;SG
العاصفة	myrskyä	عَاصِفَة	myrsky	N;NOM;DEF;SG	N;PRT;SG
العاصفة	storm	عَاصِفَة	storm	N;NOM;DEF;SG	
الكهنة	papit	كُهنَة	pappi	N;NOM;DEF;SG	N;NOM;PL
الكهنة	pappeja	كُهنَة	pappi	N;NOM;DEF;SG	N;PRT;PL
ميزات	ominaisuuksia	مِيزَة	ominaisuus	N;NOM;INDF;PL	N;PRT;PL
مربعة	torille	مُرَبَّع	tori	ADJ;NOM;INDF;FEM;SG	N;AT+ALL;SG
مربعة	square	مُرَبَّع	square	ADJ;NOM;INDF;FEM;SG	N;NOM;SG
مربعة	aukio	مُرَبَّع	aukio	ADJ;NOM;INDF;FEM;SG	N;NOM;SG
مربعة	neliö	مُرَبَّع	neliö	ADJ;NOM;INDF;FEM;SG	N;NOM;SG
مربعة	torilla	مُرَبَّع	tori	ADJ;NOM;INDF;FEM;SG	N;AT+ESS
;SG
العمالة	työvoiman	عَمَالَة	työ#voima	N;NOM;DEF;SG	N;GEN;SG
العمالة	työllisyyden	عَمَالَة	työllisyys	N;NOM;DEF;SG	N;GEN;SG
العمالة	työpaikat	عَمَالَة	työ#paikka	N;NOM;DEF;SG	N;NOM;PL
التمثال	patsaan	تَمَثَّال	patsas	N;NOM;DEF;SG	N;GEN;SG
المواشي	karjaa	مَوشِي	karja	N;NOM;DEF;PL	N;PRT;SG
المواشي	karja	مَوشِي	karja	N;NOM;DEF;PL	N;NOM;SG
المواشي	karjan	مَوشِي	karja	N;NOM;DEF;PL	N;GEN;SG
فارغة	tyhjennä	فارغة	tyhjentää	ADJ;NOM;INDF;FEM;SG	V;IMP;SG;2;FIN;ACT
خطية	kirjoitettu	خَطِّيّ	kirjoittaa	ADJ;NOM;INDF;FEM;SG	V;NOM;SG;V.PTCP;PASS
خطية	kirjalliset	خَطِّيّ	kirjallinen	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;PL
الخميني	khomeini	خَمِينِيّ	khomeini		N;NOM;SG
السموم	myrkkyjä	سُمُوم	myrkky	N;NOM;DEF;PL	N;PRT;PL
السموم	myrkyttää	سُمُوم	myrkyttää	N;NOM;DEF;PL	V;IND;SG;3;PRS;FIN;ACT
السموم	myrkkyjä	سُمُوم	myrkky	N;NOM;DEF;PL	N;PRT;PL
انجلترا	englanti	إِنجِلتِرَا	englanti		N;NOM;SG
انجلترا	englannin	إِنجِلتِرَا	englanti		N;GEN;SG
انجلترا	englannista	إِنجِلتِرَا	englanti		N;IN+ABL;SG
انجلترا	englannissa	إِنجِلتِرَا	englanti		N;IN+ESS;SG
وود	puu	وَودَ	puu		N;NOM;SG
وود	puuta	وَودَ	puu		N;PRT;SG
وود	puusta	وَودَ	puu		N;IN+ABL;SG
الحزام	vyön	حِزَام	vyö	N;NOM;DEF;SG	N;GEN;SG
سعيدة	hyvää	سَعِيد	hyvä	ADJ;NOM;INDF;FEM;SG	ADJ;PRT;SG
القفز	hyppii	قَفز	hyppiä	N;NOM;DEF;SG	V;IND;SG;2;PRS;FIN;ACT
السلاحف	kilpikonnia	سَلَاحِف	kilpi#konni	N;NOM;DEF;PL	N;PRT;PL
القوارب	veneitä	قَارِبَة	vene	N;NOM;DEF;PL	N;PRT;PL
الخنزير	sikaa	خِنزِير	sika	N;NOM;DEF;SG	N;PRT;SG
تدقيق	tarkistetaan	تَدقِيق	tarkistaa	N;NOM;INDF;SG	V;IND;PRS;FIN;PASS
تدقيق	tarkistaa	تَدقِيق	tarkistaa	N;NOM;INDF;SG	V;IND;SG;FIN;ACT
الانسان	ihmisen	إِنسَان	ihminen	N;NOM;DEF;SG	N;GEN;SG
الانسان	inhimillinen	إِنسَان	inhimillinen	N;NOM;DEF;SG	ADJ;NOM;SG
رونالد	ronald	رُونَالد	ronald		N;NOM;SG
المنبع	ylävirtaan	مَنبَع	ylä#virta	N;NOM;DEF;SG	N;IN+ALL;SG
المعرفية	kognitiivinen	مَعرِفِيّ	kognitiivinen	N;NOM;DEF;SG	ADJ;NOM;SG
كوين	quinnin	كُوَين	quinn		N;GEN;SG
كوين	quinn	كُوَين	quinn		N;NOM;SG
لوكاس	lucas	لوكاس	lucas		PROPN;NOM;SG
ستين	sixty	سِتُّون	sixty	NUM;NOM;INDF	PROPN;NOM;SG
تحديدا	nimenomaan	تَحدِيد	nimen#omaan	N;ACC;INDF;SG	ADV
تحديدا	nimenomaisesti	تَحدِيد	nimen#omaisesti	N;ACC;INDF;SG	ADV
قاعات	käytävillä	قَاعَة	käytävä	N;NOM;INDF;PL	N;AT+ESS
;PL
التقاط	kiinni	اِلتِقَاط	kiinni	N;NOM;INDF;SG	ADV
التقاط	nappaa	اِلتِقَاط	napa	N;NOM;INDF;SG	V;IMP;SG;2;PRS;FIN;ACT
التقاط	vangita	اِلتِقَاط	vangita	N;NOM;INDF;SG	V;SG;NFIN;ACT
القماش	kankaalla	قِمَاش	kangas	N;NOM;DEF;SG	N;AT+ESS
;SG
القماش	kankaan	قِمَاش	kangas	N;NOM;DEF;SG	N;GEN;SG
القماش	kangasta	قِمَاش	kangas	N;NOM;DEF;SG	N;IN+ABL;SG
فكرية	henkisen	فِكرِيّ	henkinen	ADJ;NOM;INDF;FEM;SG	ADJ;GEN;SG
جرير	greer	جَرِير	greer		PROPN;NOM;SG
الحيتان	valaiden	حَيَتَان	valai		N;GEN;PL
الحيتان	valaita	حَيَتَان	valaita		N;PRT;PL
الحيتان	valaat	حَيَتَان	valata		N;NOM;PL
الرقبة	kaulan	رَقبَة	kaula	N;NOM;DEF;SG	N;GEN;SG
الرقبة	niskan	رَقبَة	niska	N;NOM;DEF;SG	N;GEN;SG
المزرعة	maatilan	مَزرَعَة	maa#tila	N;NOM;DEF;SG	N;GEN;SG
الطماطم	tomaatit	طَمَاطِم	tomaatti	N;NOM;DEF;SG	N;NOM;PL
الطماطم	tomaatteja	طَمَاطِم	tomaatti	N;NOM;DEF;SG	N;PRT;PL
اطلاق	käynnistetään	إِطلَاق	käynnistää	N;NOM;INDF;SG	V;IND;PRS;FIN;PASS
اطلاق	käynnistää	إِطلَاق	käynnistää	N;NOM;INDF;SG	V;IND;SG;3;PRS;FIN;ACT
اطلاق	käynnistää	إِطلَاق	käynnistää	N;NOM;INDF;SG	V;IND;SG;3;PRS;FIN;ACT
اطلاق	käynnistä	إِطلَاق	käynti	N;NOM;INDF;SG	N;IN+ABL;SG
سانتوس	santos	سانتوس	santos		PROPN;NOM;SG
هرقل	herkules	هرقل	herkules		N;NOM;SG
ستانلي	stanley	ستانلي	stanley		N;NOM;SG
التشريعات	lainsäädäntöä	تَشرِيع	lain#säädäntö	N;NOM;DEF;PL	N;PRT;SG
التشريعات	lainsäädännön	تَشرِيع	lain#säädäntö	N;NOM;DEF;PL	N;GEN;SG
التشريعات	lainsäädäntö	تَشرِيع	lain#säädäntö	N;NOM;DEF;PL	N;NOM;SG
سمة	teemaa	سِمَّة	teema	N;NOM;INDF;SG	N;PRT;SG
سمة	teeman	سِمَّة	teema	N;NOM;INDF;SG	N;GEN;SG
سمة	ominaisuutta	سِمَّة	ominaisuus	N;NOM;INDF;SG	N;PRT;SG
بارما	parma	بَارِم	parma		
محفوظة	varatut	مَحفُوظ	varata	N;NOM;INDF;SG	N;NOM;PL
محفوظة	varattu	مَحفُوظ	varata	N;NOM;INDF;SG	V;NOM;SG;V.PTCP;PASS
يونكس	unix	يُونكس	unix		N;NOM;SG
الملايين	miljoonia	مِليُون	miljoona	NUM;NOM;DEF;PL	NUM;PRT;PL
الملايين	miljoonat	مِليُون	miljoona	NUM;NOM;DEF;PL	N;NOM;PL
مطبوع	painetut	مُطبَو	painaa	ADJ;NOM;INDF;MASC;SG	V;NOM;PL;V.PTCP;PASS
