カースト	مقام.	カースト	مقام.	N	PROPN;NOM;MASC;SG;3
スコッチ	پالا.	スコッチ	پالا.	PROPN	PROPN;NOM;MASC;SG;3
スコッチ	کچوکنا.	スコッチ	کچوکن	PROPN	
スコッチ	چرکا.	スコッチ	چرکا.	PROPN	
スコッチ	اڑنگا.	スコッチ	اڑنگا.	PROPN	PROPN;NOM;MASC;SG;3
スコッチ	گھائو	スコッチ	گھائو	PROPN	
横長	پھیلواں	横長	پھیلو	N	PROPN;NOM;MASC;SG;3
感嘆	توصیف	感嘆	توصیف	V	PROPN;NOM;MASC;SG;3
感嘆	تعریف	感嘆	تعریف	V	N;NOM;MASC;SG;3
感嘆	توصیف	感嘆	توصیف	V	PROPN;NOM;MASC;SG;3
苦い	کڑوا	苦い	کڑوا	ADJ	PROPN;NOM;MASC;SG;3
苦い	کڑوا	苦い	کڑوا	ADJ	PROPN;NOM;MASC;SG;3
苦い	تلخ	苦い	تلخ	ADJ	
オーバーラン	ابلنا	オーバーラン	ابلنا	N	PROPN;NOM;MASC;SG;3
オーバーラン	وسعت.	オーバーラン	وسعت.	N	PROPN;NOM;MASC;SG;3
オーバーラン	(	オーバーラン	(	N	
爽やか	حوصلہ	爽やか	حوصلہ	ADJ	N;NOM;MASC;SG;3
爽やか	جانفرا.	爽やか	جانفرا.	ADJ	PROPN;NOM;MASC;SG;3
爽やか	طبیعت	爽やか	طبیعت	ADJ	N;NOM;MASC;SG;3
乗算	بڑھوتری.	乗算	بڑھوتری.	N	PROPN;NOM;MASC;SG;3
乗算	افزونی	乗算	افزونی	N	PROPN;NOM;MASC;SG;3
乗算	ازدیاد	乗算	ازدیاد	N	PROPN;NOM;MASC;SG;3
トライアンフ	جیت	トライアンフ	جیت	PROPN	N;NOM;MASC;SG;3
マクシム	اصول	マクシム	اصول	PROPN	N;NOM;MASC;SG;3
マクシム	کلّیہ	マクシム	کلّیہ	PROPN	PROPN;NOM;MASC;SG;3
庭師	مالی.	庭師	مالی.	N	PROPN;NOM;MASC;SG;3
庭師	مالی.	庭師	مالی.	N	PROPN;NOM;MASC;SG;3
庭師	باغبان	庭師	باغبان	N	PROPN;NOM;MASC;SG;3
ユニゾン	اتفاق	ユニゾン	اتفاق	PROPN	N;NOM;MASC;SG;3
ユニゾン	سنگیت	ユニゾン	سنگیت	PROPN	PROPN;NOM;MASC;SG;3
ムーディ	اُداس	ムーディ	اُداس	PROPN	;MASC;SG;3
ムーディ	برہمی	ムーディ	برہمی	PROPN	N;NOM;MASC;SG;3
ムーディ	بیزاری.	ムーディ	بیزاری.	PROPN	PROPN;NOM;MASC;SG;3
近況	عامی	近況	عامی	N	PROPN;NOM;MASC;SG;3
近況	بدیسی	近況	بدیسی	N	ADJ
近況	عامی	近況	عامی	N	PROPN;NOM;MASC;SG;3
近況	بدیسی	近況	بدیسی	N	ADJ
溶ける	اتحاد	溶ける	اتحاد	V	N;NOM;MASC;SG;3
溶ける	گھلنا.	溶ける	گھلنا.	V	
溶ける	اُڑجانا	溶ける	اُڑجانا	V	PROPN;NOM;MASC;SG;3
溶ける	پگھلانا.	溶ける	پگھلان	V	PROPN;NOM;MASC;SG;3
溶ける	جذبات	溶ける	جذبہ	V	N;NOM;MASC;PL;3
溶ける	دھیما	溶ける	دھیما	V	PROPN;NOM;MASC;SG;3
クルミ	اخروٹ.	クルミ	اخروٹ.	N	PROPN;NOM;MASC;SG;3
トリル	لرزتی	トリル	لرزتی	PROPN	ADJ
トリル	خریر.	トリル	خریر.	PROPN	PROPN;NOM;MASC;SG;3
フィラメント	(	フィラメント	(	N	
フィラメント	فتیلہ	フィラメント	فتیلہ	N	PROPN;NOM;MASC;SG;3
フィラメント	رشتک	フィラメント	رشتک	N	PROPN;NOM;MASC;SG;3
愛妻	۲.	愛妻	۲.	PROPN	
メートル	میڑی.	メートル	میڑی.	N	PROPN;NOM;MASC;SG;3
エンペラー	شہنشاہ	エンペラー	شہنشاہ	PROPN	N;NOM;MASC;SG;3
浮力	چونچالی.	浮力	چونچالی.	N	PROPN;NOM;MASC;SG;3
浮力	تیرنے	浮力	تیرنہ	N	V;NFIN;ACT
浮力	چونچالی.	浮力	چونچالی.	N	PROPN;NOM;MASC;SG;3
浮力	تیرنے	浮力	تیرنہ	N	V;NFIN;ACT
ミディアム	گماشتہ.	ミディアム	گماشتہ.	N	PROPN;NOM;MASC;SG;3
ミディアム	ترسیل.	ミディアム	ترسیل.	N	PROPN;NOM;MASC;SG;3
ミディアム	درمیانی	ミディアム	درمیانی	N	ADJ
ミディアム	عامل.	ミディアム	عامل.	N	
ミディアム	وسطی	ミディアム	وسطی	N	PROPN;NOM;MASC;SG;3
ミディアム	گماشتہ.	ミディアム	گماشتہ.	N	PROPN;NOM;MASC;SG;3
ミディアム	ترسیل.	ミディアム	ترسیل.	N	PROPN;NOM;MASC;SG;3
ミディアム	درمیانی	ミディアム	درمیانی	N	ADJ
ミディアム	عامل.	ミディアム	عامل.	N	
ミディアム	وسیلہ	ミディアム	وسیلہ	N	PROPN;NOM;MASC;SG;3
ミディアム	وسطی	ミディアム	وسطی	N	PROPN;NOM;MASC;SG;3
クラスタ	اکٹھا	クラスタ	اکٹھا	N	ADJ;NOM;MASC;SG
クラスタ	دَل	クラスタ	دَل	N	
クラスタ	پرا	クラスタ	پرا	N	V;SG;V.PTCP;ACT
クラスタ	غول	クラスタ	غول	N	
クラスタ	جمگھٹا	クラスタ	جمگھٹا	N	PROPN;NOM;MASC;SG;3
クラスタ	اکٹھا	クラスタ	اکٹھا	N	ADJ;NOM;MASC;SG
クラスタ	دَل	クラスタ	دَل	N	
クラスタ	پرا	クラスタ	پرا	N	V;SG;V.PTCP;ACT
クラスタ	خوشہ	クラスタ	خوشہ	N	
クラスタ	غول	クラスタ	غول	N	
クラスタ	جمگھٹا	クラスタ	جمگھٹا	N	PROPN;NOM;MASC;SG;3
アンジェリカ	انجلیق.	アンジェリカ	انجلیق.	PROPN	PROPN;NOM;MASC;SG;3
締める	چُننا.	締める	چُننا.	V	PROPN;NOM;MASC;SG;3
締める	(	締める	(	V	
締める	نام	締める	نام	V	N;NOM;MASC;SG;3
日	روایتی	日	روایتی	N	ADJ
日	معیاری	日	معیاری	N	ADJ
ファウンデーション	زمین.	ファウンデーション	زمین.	N	PROPN;NOM;MASC;SG;3
逆境	ابتلا.	逆境	ابتلا.	N	PROPN;NOM;MASC;SG;3
オモチャ	نمونہ	オモチャ	نمونہ		ADJ
オモチャ	شبیہہ	オモチャ	شبیہہ		N;NOM;MASC;SG;3
ウィザードリィ	ساحری	ウィザードリィ	ساحری	PROPN	ADJ
インス	سمجھانا	インス	سمجھا	N	V;MASC;SG;NFIN;ACT
インス	الہام	インス	الہام	N	PROPN;NOM;MASC;SG;3
インス	اکسانا	インス	اکسانا	N	PROPN;NOM;MASC;SG;3
インス	نزول	インス	نزول	N	PROPN;NOM;MASC;SG;3
インス	سماوی.	インス	سماوی.	N	PROPN;NOM;MASC;SG;3
インス	القا	インス	القا	N	PROPN;NOM;MASC;SG;3
取り消す	منسوخی	取り消す	منسوخی	V	N;NOM;MASC;SG;3
取り消す	تنسیخ.	取り消す	تنسیخ.	V	PROPN;NOM;MASC;SG;3
取り消す	بٹن	取り消す	بٹن	V	
諸	شُوکرنا.	諸	شُوکرنا.	N	PROPN;NOM;MASC;SG;3
寂しい	مہجور	寂しい	مہجور	ADJ	N;NOM;MASC;SG;3
寂しい	سونی	寂しい	سو	ADJ	PROPN;NOM;MASC;SG;3
寂しい	غمگین.	寂しい	غمگین.	ADJ	PROPN;NOM;MASC;SG;3
寂しい	مہجور	寂しい	مہجور	ADJ	N;NOM;MASC;SG;3
寂しい	اکیلا	寂しい	اکیلا	ADJ	V;PFV;MASC;SG;V.PTCP;ACT
寂しい	سونی	寂しい	سو	ADJ	PROPN;NOM;MASC;SG;3
寂しい	غمگین.	寂しい	غمگین.	ADJ	PROPN;NOM;MASC;SG;3
傍聴	موجودگی.	傍聴	موجودگی.	V	PROPN;NOM;MASC;SG;3
傍聴	حاضری	傍聴	حاضری	V	ADJ
傍聴	مشاہدہ	傍聴	مشاہدہ	V	N;NOM;MASC;SG;3
傍聴	تبصرہ	傍聴	تبصرہ	V	N;NOM;MASC;SG;3
傍聴	ادراک	傍聴	ادراک	V	N;NOM;MASC;SG;3
お	پیٹ	お	پیٹ	N	PROPN;NOM;MASC;SG;3
お	abomasum	お	abomasum	N	PROPN;NOM;MASC;SG;3
お	omasum	お	omasum	N	PROPN;NOM;MASC;SG;3
お	reticulum	お	reticulum	N	PROPN;NOM;MASC;SG;3
お	سہنا	お	سہنا	N	PROPN;NOM;MASC;SG;3
お	ولولہ	お	ولولہ	N	PROPN;NOM;MASC;SG;3
品格	سُبھاؤ	品格	سُبھاؤ	N	PROPN;NOM;MASC;SG;3
品格	قدر	品格	قدر	N	;NOM;MASC;SG;3
品格	سُبھاؤ	品格	سُبھاؤ	N	PROPN;NOM;MASC;SG;3
グー	جذباتیت.	グー	جذباتیت.	PROPN	PROPN;NOM;MASC;SG;3
股関節	باخبر.	股関節	باخبر.	N	PROPN;NOM;MASC;SG;3
股関節	کولھا	股関節	کولھا	N	PROPN;NOM;MASC;SG;3
股関節	سُرین	股関節	سُرین	N	PROPN;NOM;MASC;SG;3
股関節	پٹّھا	股関節	پٹّھ	N	PROPN;NOM;MASC;SG;3
鎖骨	ہنسلی	鎖骨	ہنسلی	N	PROPN;NOM;MASC;SG;3
ビヨンド	متجاوز.	ビヨンド	متجاوز.	PROPN	ADJ
ビヨンド	حدود	ビヨンド	حد	PROPN	N;NOM;MASC;SG;3
ビヨンド	مار	ビヨンド	مار	PROPN	V;ACT
旱魃	خشکی.	旱魃	خشکی.	N	PROPN;NOM;MASC;SG;3
旱魃	سوکھا.	旱魃	سوکھا.	N	PROPN;NOM;MASC;SG;3
旱魃	یبوست	旱魃	یبوست	N	PROPN;NOM;MASC;SG;3
グロテスク	بدہیئت	グロテスク	بدہیئت	ADJ	PROPN;NOM;MASC;SG;3
グロテスク	بدوضع	グロテスク	بدوضع	ADJ	
グロテスク	مکروہ	グロテスク	مکروہ	ADJ	PROPN;NOM;MASC;SG;3
グロテスク	بھونڈا	グロテスク	بھونڈا	ADJ	PROPN;NOM;MASC;SG;3
脳波	electroencephalogram	脳波	electroencephalogram	N	PROPN;NOM;MASC;SG;3
不機嫌	جھلّا	不機嫌	جھلّا	ADJ	PROPN;NOM;MASC;SG;3
不機嫌	چِڑچڑا	不機嫌	چِڑچڑا	ADJ	PROPN;NOM;MASC;SG;3
ホルト	قبضہ	ホルト	قبضہ	PROPN	N;NOM;MASC;SG;3
ホルト	پکڑ.	ホルト	پکڑ.	PROPN	
ホルト	گرفت	ホルト	گرفت	PROPN	N;NOM;MASC;SG;3
セオリー	نظریہ	セオリー	نظریہ	N	PROPN;NOM;MASC;SG;3
スピリチュアル	شائستہ	スピリチュアル	شائستہ	N	PROPN;NOM;MASC;SG;3
スピリチュアル	حسّاس	スピリチュアル	حسّاس	N	PROPN;NOM;MASC;SG;3
スピリチュアル	وہبی.	スピリチュアル	وہبی.	N	PROPN;NOM;MASC;SG;3
スピリチュアル	قلبی	スピリチュアル	قلبی	N	PROPN;NOM;MASC;SG;3
スピリチュアル	مذہبی	スピリチュアル	مذہبی	N	ADJ
スピリチュアル	مقدّس	スピリチュアル	مقدل	N	PROPN;NOM;MASC;SG;3
ブッチャー	خونخوار	ブッチャー	خونخوار	PROPN	
ブッチャー	کاٹنا	ブッチャー	کاٹنا	PROPN	V;MASC;SG;NFIN;ACT
ブッチャー	ظالم.	ブッチャー	ظالم.	PROPN	PROPN;NOM;MASC;SG;3
おば	جدّہ	おば	جدّہ	N	PROPN;NOM;MASC;SG;3
人殺	قاتل	人殺	قاتل	V	N;NOM;MASC;SG;3
人殺	خونی	人殺	خونی	V	ADJ
免職	موقوفی	免職	موقوفی	N	ADJ
免職	موقوفی	免職	موقوفی	N	ADJ
ビーグル	کھوجی	ビーグル	کھوجی	PROPN	PROPN;NOM;MASC;SG;3
ビーグル	مخبر	ビーグル	مخبر	PROPN	PROPN;NOM;MASC;SG;3
避妊	بنجھوئی.	避妊	بنجھوئی.	V	
麦芽	شعیرہ.	麦芽	شعیرہ.	N	PROPN;NOM;MASC;SG;3
ダガー	نکیلا	ダガー	نکیل	N	PROPN;NOM;MASC;SG;3
バナー	نمایاں	バナー	نمایاں	N	ADJ
放蕩	مُسرف	放蕩	مُسرف		PROPN;NOM;MASC;SG;3
放蕩	عیاشی	放蕩	عیاشی		N;NOM;MASC;SG;3
天ぷら	مچھلی	天ぷら	مچھلی	N	ADJ;FEM
僧院	صومعہ.	僧院	صومعہ.	N	
僧院	آشرم	僧院	آشرم	N	PROPN;NOM;MASC;SG;3
トレック	چلنا	トレック	چل	PROPN	V;MASC;SG;NFIN;ACT
主務	(	主務	(	N	
主務	(	主務	(	N	
主務	لائق	主務	لائق	N	ADJ
めまい	چّکر	めまく	چّکر	N	
めまい	گھمیری	めまく	گھمیری	N	PROPN;NOM;MASC;SG;3
めまい	چکّر.	めまく	چکّر.	N	PROPN;NOM;MASC;SG;3
ベケット	خانہ	ベケット	خانہ	PROPN	N;NOM;MASC;SG;3
ベケット	چرخیوں	ベケット	چرخیہ	PROPN	N;NOM;MASC;PL;3
バインダー	جمانے	バインダー	جما	N	V;NFIN;ACT
バインダー	طبلق.	バインダー	طبلق.	N	
視床	مبدعصب	視床	مبدعصب	N	PROPN;NOM;MASC;SG;3
視床	عرشہ.	視床	عرشہ.	N	PROPN;NOM;MASC;SG;3
アカシア	ببول	アカシア	ببول	PROPN	PROPN;NOM;MASC;SG;3
ヴィジョン	بینائی	ヴィジョン	بینائی	N	V;PFV;FEM;SG;V.PTCP;ACT
ヴィジョン	بینائی	ヴィジョン	بینائی	N	V;PFV;FEM;SG;V.PTCP;ACT
スムース	(	スムース	(	N	
スムース	over	スムース	over	N	PROPN;NOM;MASC;SG;3
スムース	متوازن.	スムース	متوازن.	N	ADJ
スムース	یکساں	スムース	یکساں	N	ADJ
スムース	یکسار	スムース	یکسار	N	PROPN;NOM;MASC;SG;3
スムース	معتدل	スムース	معتدل	N	ADJ
スムース	down	スムース	down	N	PROPN;NOM;MASC;SG;3
スムース	دھچکے	スムース	دھچکا	N	V;MASC;SG;V.PTCP;ACT
スムース	چکنا.	スムース	چکنا.	N	
スムース	مؤدب	スムース	مؤدب	N	PROPN;NOM;MASC;SG;3
スムース	(	スムース	(	N	
スムース	over	スムース	over	N	PROPN;NOM;MASC;SG;3
スムース	متوازن.	スムース	متوازن.	N	ADJ
スムース	یکساں	スムース	یکساں	N	ADJ
スムース	یکسار	スムース	یکسار	N	PROPN;NOM;MASC;SG;3
スムース	معتدل	スムース	معتدل	N	ADJ
スムース	down	スムース	down	N	PROPN;NOM;MASC;SG;3
スムース	ہموار	スムース	ہموار	N	ADJ
スムース	دھچکے	スムース	دھچکا	N	V;MASC;SG;V.PTCP;ACT
スムース	چکنا.	スムース	چکنا.	N	
スムース	مؤدب	スムース	مؤدب	N	PROPN;NOM;MASC;SG;3
タンデム	تپّیا.	タンデム	تپّیا.	N	PROPN;NOM;MASC;SG;3
震え	تّھراہٹ	震える	تّھراہٹ	V	
震え	رعشہ.	震える	رعشہ.	V	PROPN;NOM;MASC;SG;3
震え	تھرتھری	震える	تھرتھری	V	PROPN;NOM;MASC;SG;3
震え	پھریری	震える	پھریری	V	PROPN;NOM;MASC;SG;3
震え	لرزنا.	震える	لرزنا.	V	PROPN;NOM;MASC;SG;3
震え	تّھراہٹ	震える	تّھراہٹ	V	
震え	رعشہ.	震える	رعشہ.	V	PROPN;NOM;MASC;SG;3
震え	تھرتھری	震える	تھرتھری	V	PROPN;NOM;MASC;SG;3
震え	پھریری	震える	پھریری	V	PROPN;NOM;MASC;SG;3
震え	لرزنا.	震える	لرزنا.	V	PROPN;NOM;MASC;SG;3
スコーピオン	بچھو	スコーピオン	بچھو	PROPN	PROPN;NOM;MASC;SG;3
神経質	بزدل	神経質	بزدل	ADJ	
神経質	ہراساں	神経質	ہراساں	ADJ	;NOM;MASC;SG
神経質	پریشان.	神経質	پریشان.	ADJ	PROPN;NOM;MASC;SG;3
神経質	حسّاس	神経質	حسّاس	ADJ	PROPN;NOM;MASC;SG;3
神経質	ڈھلمل	神経質	ڈھلمل	ADJ	PROPN;NOM;MASC;SG;3
ベーブ	معصوم	ベーブ	معصوم	PROPN	N;NOM;MASC;SG;3
眉毛	ابرو	眉毛	ابرو	N	PROPN;NOM;MASC;SG;3
眉毛	بھوں.	眉毛	بھہ	N	
見積もり	حجم	見積もり	حجم	V	N;NOM;MASC;SG;3
見積もり	حجم	見積もり	حجم	V	N;NOM;MASC;SG;3
見積もり	اندازہ	見積もり	اندازہ	V	N;NOM;MASC;SG;3
見積もり	تخمینہ	見積もり	تخمینہ	V	N;NOM;MASC;SG;3
ルシファー	شیطان.	ルシファー	شیطان.	PROPN	PROPN;NOM;MASC;SG;3
漆喰	چونے	漆喰	چونے	N	V;ACT
漆喰	ضماد.	漆喰	ضماد.	N	PROPN;NOM;MASC;SG;3
セキレイ	ممولا	セキレイ	ممولا	PROPN	PROPN;NOM;MASC;SG;3
可愛	پسندیدہ.	可愛	پسندیدہ.	ADJ	PROPN;NOM;MASC;SG;3
可愛	بمرغوب	可愛	بمرغوب	ADJ	N
威厳	سُبھاؤ	威厳	سُبھاؤ	N	PROPN;NOM;MASC;SG;3
威厳	قدر	威厳	قدر	N	;NOM;MASC;SG;3
威厳	سُبھاؤ	威厳	سُبھاؤ	N	PROPN;NOM;MASC;SG;3
洗う	دھلائی	洗う	دھلائی	V	N;NOM;FEM;SG;3
洗う	تھپیٹرنا.	洗う	تھپیٹرنا.	V	PROPN;NOM;MASC;SG;3
洗う	(	洗う	(	V	
洗う	out	洗う	out	V	
洗う	نہانا.	洗う	نہانا.	V	PROPN;NOM;MASC;SG;3
洗う	بھگونا	洗う	بھگونا	V	PROPN;NOM;MASC;SG;3
洗う	پھوار	洗う	پھوار	V	PROPN;NOM;MASC;SG;3
洗う	دھلاوا	洗う	دھلاوا	V	
洗う	لادی.	洗う	لادی.	V	PROPN;NOM;MASC;SG;3
洗う	نہلانا-	洗う	نہلانات	V	PROPN;NOM;MASC;SG;3
洗う	دھلائی	洗う	دھلائی	V	N;NOM;FEM;SG;3
洗う	تھپیٹرنا.	洗う	تھپیٹرنا.	V	PROPN;NOM;MASC;SG;3
洗う	(	洗う	(	V	
洗う	out	洗う	out	V	
洗う	نہانا.	洗う	نہانا.	V	PROPN;NOM;MASC;SG;3
洗う	بھگونا	洗う	بھگونا	V	PROPN;NOM;MASC;SG;3
洗う	پھوار	洗う	پھوار	V	PROPN;NOM;MASC;SG;3
洗う	دھلاوا	洗う	دھلاوا	V	
洗う	لادی.	洗う	لادی.	V	PROPN;NOM;MASC;SG;3
洗う	نہلانا-	洗う	نہلانات	V	PROPN;NOM;MASC;SG;3
ディケンズ	what	ディケンズ	what	PROPN	PROPN;NOM;MASC;SG;3
貸す	اجارہ	貸す	اجارہ	V	N;NOM;MASC;SG;3
貸す	پٹّے	貸す	پٹّہ	V	PROPN;NOM;MASC;SG;3
カウンタ	برعکس	カウンタ	برعکس	N	ADP
カウンタ	جواب-	カウンタ	جواب-	N	PROPN;NOM;MASC;SG;3
カウンタ	متضاد	カウンタ	متضاد	N	ADJ
カウンタ	اُلٹا	カウンタ	اُلٹا	N	
カウンタ	ضد	カウンタ	ضد	N	
カウンタ	مخالف	カウンタ	مخالف	N	ADJ
カウンタ	خلاف	カウンタ	خلاف	N	ADP
ムッシュ	سر	ムッシュ	سر	PROPN	N;NOM;MASC;SG;3
ムッシュ	مسٹر	ムッシュ	مسٹر	PROPN	PART
フェイク	تقلّب.	フェイク	تقلّب.	N	PROPN;NOM;MASC;SG;3
フェイク	کھوٹا	フェイク	کھوٹا	N	V;PFV;MASC;SG;V.PTCP;ACT
フェイク	نقلی	フェイク	نقلی	N	ADJ
フェイク	جعلی	フェイク	جعلی	N	ADJ
ひねり	گھماؤ.	ひねり	گھماؤ.	V	PROPN;NOM;MASC;SG;3
ひねり	(	ひねり	(	V	
ひねり	عجیب	ひねり	عجیب	V	ADJ
ひねり	لپٹی	ひねり	لپٹی	V	N;NOM;FEM;SG;3
ひねり	چکرانا.	ひねり	چکرانا.	V	PROPN;NOM;MASC;SG;3
ひねり	گھماؤ.	ひねり	گھماؤ.	V	PROPN;NOM;MASC;SG;3
ひねり	(	ひねり	(	V	
ひねり	عجیب	ひねり	عجیب	V	ADJ
ひねり	بل	ひねり	بل	V	N;NOM;MASC;SG;3
ひねり	لپٹی	ひねり	لپٹی	V	N;NOM;FEM;SG;3
ひねり	چکرانا.	ひねり	چکرانا.	V	PROPN;NOM;MASC;SG;3
湿気	بھیگا.	湿気	بھیگا.	N	
湿気	مایوسی	湿気	مایوسی	N	ADJ
湿気	بھیگا.	湿気	بھیگا.	N	
湿気	مایوسی	湿気	مایوسی	N	ADJ
湿気	نم	湿気	نم	N	V;ACT
点滴	غبی	点滴	غبی	N	
点滴	ٹپکا.	点滴	ٹپکا.	N	PROPN;NOM;MASC;SG;3
地す	ڈہاکا.	地す	ڈہاکا.	PROPN	
赤み	حمرت	赤み	حمرت	N	PROPN;NOM;MASC;SG;3
赤み	حمرت	赤み	حمرت	N	PROPN;NOM;MASC;SG;3
赤み	لالی	赤み	لالی	N	PROPN;NOM;MASC;SG;3
レギオン	کثیر	レギオン	کثیر	PROPN	
レギオン	انبوہ	レギオン	انبوہ	PROPN	PROPN;NOM;MASC;SG;3
悪臭	سڑاند.	悪臭	سڑاند.	N	PROPN;NOM;MASC;SG;3
悪臭	جھگڑا.	悪臭	جھگڑا.	N	PROPN;NOM;MASC;SG;3
悪臭	سڑاند.	悪臭	سڑاند.	N	PROPN;NOM;MASC;SG;3
悪臭	جھگڑا.	悪臭	جھگڑا.	N	PROPN;NOM;MASC;SG;3
悪臭	سڑاند.	悪臭	سڑاند.	N	PROPN;NOM;MASC;SG;3
悪臭	سڑاند.	悪臭	سڑاند.	N	PROPN;NOM;MASC;SG;3
誠意	خلوص	誠意	خلوص		;MASC
誠意	سچّائی	誠意	سچّائی		PROPN;NOM;MASC;SG;3
大群	بھیڑ	大群	بھیڑ	N	
大群	گلّہ	大群	گلّہ	N	PROPN;NOM;MASC;SG;3
大群	دل	大群	دل	N	PROPN;NOM;MASC;SG;3
大群	بھیڑ	大群	بھیڑ	N	
大群	گلّہ	大群	گلّہ	N	PROPN;NOM;MASC;SG;3
マリナー	ملاح.	マリナー	ملاح.	PROPN	
エクセル	ممتاز	エクセル	ممتاز	N	ADJ
毛布	جامع	毛布	جامع	N	ADJ
ゴブリン	بُھتنا	ゴブリン	بُھت	N	V;SG;NFIN;ACT
ゴブリン	عفریت.	ゴブリン	عفریت.	N	ADJ
ウズラ	جھجکنا	ウズラ	جھجک	N	V;SG;NFIN;ACT
ウズラ	دبکنا	ウズラ	دبکنا	N	V;SG;NFIN;ACT
ウズラ	جھجکنا	ウズラ	جھجک	N	V;SG;NFIN;ACT
ウズラ	دبکنا	ウズラ	دبکنا	N	V;SG;NFIN;ACT
ウズラ	بٹیر	ウズラ	بٹیر	N	PROPN;NOM;MASC;SG;3
スコール	چلّانا	スコール	چلّانا	PROPN	V;MASC;SG;NFIN;ACT
スコール	مخمصہ.	スコール	مخمصہ.	PROPN	PROPN;NOM;MASC;SG;3
スコール	چیخنا	スコール	چیخنا	PROPN	V;MASC;SG;V.PTCP;ACT
スコール	چیخ	スコール	چیخ	PROPN	V;ACT
アイビー	لبلاب	アイビー	لبلاب	PROPN	PROPN;NOM;MASC;SG;3
棍	سونٹا.	棍	سونٹا.	PROPN	PROPN;NOM;MASC;SG;3
棍	ٹھونکنا	棍	ٹھونکنا	PROPN	V;SG;NFIN;ACT
棍	گروہ	棍	گروہ	PROPN	N;NOM;MASC;SG;3
棍	سونٹا.	棍	سونٹا.	PROPN	PROPN;NOM;MASC;SG;3
棍	ٹھونکنا	棍	ٹھونکنا	PROPN	V;SG;NFIN;ACT
棍	ڈنڈا	棍	ڈنڈا	PROPN	PROPN;NOM;MASC;SG;3
棍	گروہ	棍	گروہ	PROPN	N;NOM;MASC;SG;3
押印	درز	押印	درز	V	PROPN;NOM;MASC;SG;3
トランポリン	ترپال	トランポリン	ترپال	N	PROPN;NOM;MASC;SG;3
トランポリン	کودنا.	トランポリン	کودنا.	N	
混ぜる	متحد	混ぜる	متحد	V	ADJ
混ぜる	مرکب	混ぜる	مرکب	V	N;NOM;MASC;SG;3
混ぜる	آمیزہ	混ぜる	آمیزہ	V	ADJ
銃声	چھوٹنا	銃声	چھوٹ	N	V;NFIN
欺瞞	بہکانے	欺瞞	بہکا		V;NFIN;ACT
欺瞞	بھٹکانے	欺瞞	بھٹکا		V;ACC;NFIN
欺瞞	چکمہ	欺瞞	چکمہ		N;NOM;MASC;SG;3
欺瞞	بہکانے	欺瞞	بہکا		V;NFIN;ACT
欺瞞	بناوٹ.	欺瞞	بناوٹ.		PROPN;NOM;MASC;SG;3
欺瞞	جعل	欺瞞	جعل		N;NOM;MASC;SG;3
ジョギング	دھکّا	ジョギング	دھکّا	N	PROPN;NOM;MASC;SG;3
ジョギング	اُکسانا	ジョギング	اُکسانا	N	PROPN;NOM;MASC;SG;3
ジョギング	گھسٹنا.	ジョギング	گھسٹنا.	N	
ジョギング	ٹہوکنا.	ジョギング	ٹہوکن	N	V;PL;FIN;ACT
ジョギング	دُلکی.	ジョギング	دُلکی.	N	PROPN;NOM;MASC;SG;3
ジョギング	ٹہوکا.	ジョギング	ٹہوکا.	N	PROPN;NOM;MASC;SG;3
スクリーム	چیخ	スクリーム	چیخ	N	V;ACT
スクリーム	پکار	スクリーム	پکار	N	V;SG;ACT
スクリーム	چلّانا	スクリーム	چلّانا	N	V;MASC;SG;NFIN;ACT
スクリーム	چیخنا	スクリーム	چیخنا	N	V;MASC;SG;V.PTCP;ACT
フィーリング	جذباتی	フィーリング	جذباتی	N	ADJ;NOM
フィーリング	حسّاس	フィーリング	حسّاس	N	PROPN;NOM;MASC;SG;3
フィーリング	ہمدرد.	フィーリング	ہمدرد.	N	PROPN;NOM;MASC;SG;3
ふくろう	چغد	ふくろう	چغد	N	
ふくろう	الّو	ふくろう	الّو	N	PROPN;NOM;MASC;SG;3
許可	رضا.	許可	رضا.	N	PROPN;NOM;MASC;SG;3
ニードル	بپھراہٹ	ニードル	بپھراہٹ	N	
ニードル	اڑواڑ	ニードル	اڑواڑ	N	PROPN;NOM;MASC;SG;3
ニードル	بننا	ニードル	بن	N	V;MASC;SG;NFIN;ACT
ニードル	سینا	ニードル	سینا	N	PROPN;NOM;MASC;SG;3
ニードル	چھیدنا	ニードル	چھید	N	V;SG;ACT
ニードル	بھڑکانا	ニードル	بھڑکانا	N	V;MASC;SG;NFIN;ACT
ニードル	تکلا	ニードル	تکلا	N	PROPN;NOM;MASC;SG;3
ニードル	کروشیا.	ニードル	کروشیاؤ	N	PROPN;NOM;MASC;SG;3
ニードル	سنبا	ニードル	سنبا	N	PROPN;NOM;MASC;SG;3
ニードル	بپھراہٹ	ニードル	بپھراہٹ	N	
ニードル	اڑواڑ	ニードル	اڑواڑ	N	PROPN;NOM;MASC;SG;3
ニードル	بننا	ニードル	بن	N	V;MASC;SG;NFIN;ACT
ニードル	سینا	ニードル	سینا	N	PROPN;NOM;MASC;SG;3
ニードル	چھیدنا	ニードル	چھید	N	V;SG;ACT
ニードル	بھڑکانا	ニードル	بھڑکانا	N	V;MASC;SG;NFIN;ACT
ニードル	تکلا	ニードル	تکلا	N	PROPN;NOM;MASC;SG;3
