del	del	del	del	ADP;MASC;SG	N;INDF;MASC+FEM;SG
tarde	eftermiddag	tarde	eftermiddag	ADV	N;INDF;MASC+FEM;SG
ejército	militære	ejército	militær	N;MASC;SG	ADJ;PL
ejército	militær	ejército	militær	N;MASC;SG	ADJ;INDF;MASC+FEM;SG
ejército	militært	ejército	militært	N;MASC;SG	ADJ;INDF;NEUT;SG
aires	aires	aire	aires	N;MASC;PL	PROPN
actualmente	aktuelt	actualmente	aktuel	ADV	ADJ;INDF;NEUT;SG
escuela	skoler	escuela	skole	N;FEM;SG	N;INDF;MASC+FEM;PL
escuela	skolerne	escuela	skole	N;FEM;SG	N;DEF;MASC+FEM;PL
información	oplysninger	información	oplysning	N;FEM;SG	N;INDF;MASC+FEM;PL
información	oplysninger	información	oplysning	N;FEM;SG	N;INDF;MASC+FEM;PL
importante	vigtige	importante	vigtig	ADJ;SG	ADJ;PL
último	sidst	último	sidst	ADJ;MASC;SG	ADV
último	senest	último	senest	ADJ;MASC;SG	ADV;RL
uso	anvend	uso	anvende	N;MASC;SG	V;IMP
juegos	gaming	juego	gaming	N;MASC;PL	N;INDF;MASC+FEM;SG
juegos	spil	juego	spil	N;MASC;PL	N;INDF;NEUT;SG
base	basis	base	basis	N;SG	
punto	dot	punto	dot	N;MASC;SG	
punto	peg	punto	peg	N;MASC;SG	
alemania	tyskland	alemania	tyskland	N;FEM;SG	PROPN
partidos	matches	partido	matches	N;MASC;PL	V;NFIN;PASS
partidos	matcher	partido	matcher	N;MASC;PL	V;IND;PRS;FIN;ACT
partidos	match	partido	match	N;MASC;PL	N;INDF;NEUT;SG
john	johannes	john	johan	PROPN	N;GEN;INDF;MASC+FEM;SG
john	john	john	john	PROPN	PROPN
miembros	medlemskab	miembro	medlemskab	N;MASC;PL	N;INDF;NEUT;SG
miembros	medlemsskab	miembro	medlemsskab	N;MASC;PL	N;INDF;NEUT;SG
pedro	pedro	pedro	pedro	N;MASC;SG	
pedro	peter	pedro	peter	N;MASC;SG	
primeros	tidlig	primero	tidlig	ADJ;MASC;PL	ADJ;INDF;MASC+FEM;SG
primeros	tidligt	primero	tidligt	ADJ;MASC;PL	ADV
primeros	først	primero	først	ADJ;MASC;PL	ADV
manera	way	manera	way	N;FEM;SG	
libro	book	libro	book	N;MASC;SG	V;IMP
estudios	studios	estudio	studio	N;MASC;PL	
estudios	atelier	estudio	atelier	N;MASC;PL	N;INDF;NEUT;SG
diferentes	forskelligt	diferente	forskelligt	ADJ;PL	ADV
diferentes	forskellig	diferente	forskellig	ADJ;PL	ADJ;INDF;MASC+FEM;SG
barcelona	barcelona	barcelona	barcelona	N;FEM;SG	
llamado	kaldt	llamado	kalde	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
llamado	ringet	llamado	ringe	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
llamado	kaldet	llamado	kalde	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
llamado	ringede	llamado	ringe	ADJ;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
llamado	kaldte	llamado	kalde	ADJ;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
unión	unión	unión	unión	N;FEM;SG	
juego	vildt	juego	vildt	N;MASC;SG	ADJ;INDF;NEUT;SG
juego	spillet	juego	spille	N;MASC;SG	V;INDF;SG;PST;V.PTCP
arte	arts	arte	art	N;SG	
especies	art	especie	art	N;FEM;PL	N;INDF;MASC+FEM;SG
especies	dyreart	especie	dyreart	N;FEM;PL	N;INDF;MASC+FEM;SG
europa	europe	europa	europe	N;FEM;SG	
europa	europa	europa	europa	N;FEM;SG	PROPN
europa	europa	europa	europa	N;FEM;SG	PROPN
estilo	style	estilo	style	N;MASC;SG	
cine	movie	cine	movie	N;MASC;SG	
cine	film	cine	film	N;MASC;SG	N;INDF;MASC+FEM;PL
cine	film	cine	film	N;MASC;SG	N;INDF;MASC+FEM;PL
cine	biografer	cine	biograf	N;MASC;SG	N;INDF;MASC+FEM;PL
cine	film	cine	film	N;MASC;SG	N;INDF;MASC+FEM;PL
cine	filme	cine	filme	N;MASC;SG	V;NFIN;ACT
cine	film	cine	film	N;MASC;SG	N;INDF;MASC+FEM;PL
center	centreret	center	centerere	N;MASC;SG	V;INDF;SG;PST;V.PTCP
costa	costa	costa	costa	N;FEM;SG	
costa	kyster	costa	kyste	N;FEM;SG	N;INDF;MASC+FEM;PL
costa	coast	costa	coast	N;FEM;SG	
equipos	udstyr	equipo	udstyr	N;MASC;PL	N;INDF;NEUT;SG
equipos	hold	equipo	holde	N;MASC;PL	V;IMP
código	koder	código	kode	N;MASC;SG	N;INDF;MASC+FEM;PL
puntos	points	punto	points	N;MASC;PL	
puntos	point	punto	point	N;MASC;PL	N;INDF;NEUT;SG
puntos	sys	punto	sys	N;MASC;PL	N;INDF;NEUT;SG
puntos	sting	punto	sting	N;MASC;PL	N;INDF;MASC+FEM;SG
perú	perú	perú	perú	PROPN	
perú	peru	perú	peru	PROPN	PROPN
militar	militæret	militar	militær	ADJ;SG	N;DEF;NEUT;SG
militar	militære	militar	militær	ADJ;SG	ADJ;PL
américa	america	américa	america	N;FEM;SG	
américa	usa	américa	usa	N;FEM;SG	PROPN
américa	américa	américa	américa	N;FEM;SG	
ubicado	lokaliseret	ubicado	lokalisere	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
ubicado	placeret	ubicado	placere	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
italia	italia	italia	italia	PROPN	
italia	italien	italia	italie	PROPN	PROPN
manuel	manuel	manuel	manuel	PROPN	
manuel	manny	manuel	manny	PROPN	N;INDF;MASC+FEM;SG
manuel	emmanuel	manuel	emmanuel	PROPN	
plantas	anlæg	planta	anlæg	N;FEM;PL	N;INDF;NEUT;SG
plantas	plant	planta	plant	N;FEM;PL	N;INDF;NEUT;SG
plantas	plante	planta	plante	N;FEM;PL	N;INDF;MASC+FEM;SG
plantas	anlæg	planta	anlæg	N;FEM;PL	N;INDF;NEUT;SG
metros	måler	metro	måle	N;MASC;PL	V;IND;PRS;FIN;ACT
oro	gyldent	oro	gylden	N;MASC;SG	ADJ;INDF;NEUT;SG
oro	gyldne	oro	gylden	N;MASC;SG	ADJ;PL
oro	gold	oro	gold	N;MASC;SG	
posteriormente	efterfølgende	posteriormente	efterfølgende	ADV	ADJ
local	lokale	local	lokal	ADJ;SG	ADJ;PL
local	lokalt	local	lokalt	ADJ;SG	ADV
local	local	local	local	ADJ;SG	
francés	fransk	francés	fransk	N;MASC;SG	ADJ;INDF;SG
francés	franskmænd	francés	franskmand	N;MASC;SG	N;INDF;MASC+FEM;PL
francés	french	francés	french	N;MASC;SG	
francés	franske	francés	fransk	N;MASC;SG	ADJ;PL
cultura	kulturelle	cultura	kulturel	N;FEM;SG	ADJ;PL
cultura	kulturel	cultura	kulturel	N;FEM;SG	ADJ;INDF;MASC+FEM;SG
cultura	kulturelt	cultura	kulturelt	N;FEM;SG	ADV
santiago	james	santiago	james	N;MASC;SG	V;FIN;PASS
santiago	santiago	santiago	santiago	N;MASC;SG	
cerca	luk	cerca	luk	ADV	V;IMP
cerca	nær	cerca	nær	ADV	ADJ;INDF;MASC+FEM;SG
cerca	nærheden	cerca	nærhed	ADV	N;DEF;MASC+FEM;SG
cerca	nærliggende	cerca	nærliggende	ADV	ADJ
estudio	studier	estudio	studi	N;MASC;SG	N;INDF;NEUT;PL
estudio	studio	estudio	studio	N;MASC;SG	
principales	main	principal	main	ADJ;PL	
usuario	bruger	usuario	bruge	N;MASC;SG	V;IND;PRS;FIN;ACT
anterior	tidligere	anterior	tidligere	ADJ;SG	ADV;CMPR
anterior	tidligere	anterior	tidligere	ADJ;SG	ADV;CMPR
batalla	battle	batalla	battel	N;FEM;SG	
derecho	højre	derecho	højre	N;MASC;SG	ADJ
derecho	rigtigt	derecho	rigtigt	N;MASC;SG	ADV
gracias	takker	gracias	takke	N	V;IND;PRS;FIN;ACT
gracias	takker	gracias	takke	N	V;IND;PRS;FIN;ACT
kitt	kitt	kitt	kitt	N;MASC;SG	
puerto	puerto	puerto	puerto	N;MASC;SG	
puerto	havne	puerto	havne	N;MASC;SG	N;INDF;MASC+FEM;PL
puerto	port	puerto	port	N;MASC;SG	
mucho	much	mucho	much	ADV	
mucho	meget	mucho	meget	ADV	ADJ;INDF;SG
social	social	social	social	ADJ;SG	N;INDF;MASC+FEM;SG
fin	fin	fin	fin	N;MASC;SG	ADJ;INDF;MASC+FEM;SG
colombia	colombia	colombia	colombia	N;FEM;SG	
colombia	colombianske	colombia	colombiansk	N;FEM;SG	ADJ;PL
colombia	colombias	colombia	colombias	N;FEM;SG	
colombia	colombia	colombia	colombia	N;FEM;SG	
rock	klippe	rock	klippe	N;MASC;SG	V;NFIN;ACT
rock	rokke	rock	rokke	N;MASC;SG	V;NFIN;ACT
político	politiker	político	politiker	ADJ;MASC;SG	N;INDF;MASC+FEM;SG
político	politisk	político	politisk	ADJ;MASC;SG	ADV
ver	vis	ver	vis	V;NFIN	N;INDF;MASC+FEM;SG
ver	udsigt	ver	udsigt	V;NFIN	N;INDF;MASC+FEM;SG
fuera	udvendig	fuera	udvendig	ADV	ADJ;INDF;MASC+FEM;SG
fuera	out	fuera	out	ADV	
pesar	fortryder	pesar	fortryde	N	V;IND;PRS;FIN;ACT
pesar	fortryde	pesar	fortryde	N	V;NFIN;ACT
pesar	fortrudt	pesar	fortryde	N	V;INDF;SG;PST;V.PTCP
mediante	gennem	mediante	gennem	ADP	ADV
mediante	igennem	mediante	igennem	ADP	ADV
popular	populære	popular	populær	ADJ;SG	ADJ;PL
muchas	mange	mucho	mange	PRO;FEM;PL	ADJ;PL
tal	sådan	tal	sådan	N	ADV
alto	alto	alto	alto	ADJ;MASC;SG	
alto	høje	alto	høj	ADJ;MASC;SG	ADJ;PL
alto	standsning	alto	standsning	ADJ;MASC;SG	N;INDF;MASC+FEM;SG
alto	standse	alto	standse	ADJ;MASC;SG	V;NFIN;ACT
alto	høje	alto	høj	ADJ;MASC;SG	ADJ;PL
cuerpo	body	cuerpo	body	N;MASC;SG	
sino	sino	sino	sino	CONJ	N;INDF;NEUT;SG
siguientes	følger	siguiente	følge	ADJ;PL	V;IND;PRS;FIN;ACT
disco	disco	disco	disco	N;MASC;SG	
finales	finale	final	finale	N;MASC;PL	N;INDF;MASC+FEM;SG
finales	finalen	final	finale	N;MASC;PL	N;DEF;MASC+FEM;SG
finales	afsluttende	final	afslutte	N;MASC;PL	V;PRS;V.PTCP
finales	endeligt	final	endelig	N;MASC;PL	ADV
finales	endelige	final	endelig	N;MASC;PL	ADJ;PL
finales	endelig	final	endelig	N;MASC;PL	ADV
sociedad	society	sociedad	society	N;FEM;SG	
sociedad	partnerskaber	sociedad	partnerskab	N;FEM;SG	N;INDF;NEUT;PL
última	sidst	último	sidst	ADJ;FEM;SG	ADV
última	senest	último	senest	ADJ;FEM;SG	ADV;RL
original	oprindelige	original	oprindelig	ADJ;SG	ADJ;PL
original	oprindelig	original	oprindelig	ADJ;SG	ADV
original	originale	original	original	ADJ;SG	ADJ;PL
original	oprindeligt	original	oprindeligt	ADJ;SG	ADV
estadio	estadio	estadio	estadio	N;MASC;SG	
ambos	både	ambos	både	NUM;MASC;PL	ADV
ambos	begge	ambos	begge	NUM;MASC;PL	PRO;PL
miguel	mike	miguel	mike	PROPN	
miguel	miguel	miguel	miguel	PROPN	
miguel	michael	miguel	michael	PROPN	
ley	ley	ley	ley	N;FEM;SG	
ley	handle	ley	handle	N;FEM;SG	V;NFIN;ACT
oeste	vestlig	oeste	vestlig	N;MASC;SG	ADJ;INDF;MASC+FEM;SG
oeste	vestligt	oeste	vestligt	N;MASC;SG	ADJ;INDF;NEUT;SG
oeste	vestlige	oeste	vestlig	N;MASC;SG	ADJ;PL
obs	obs	obs	ob	N;SG	V;IMP
incluso	selv	incluso	selv	ADV	PRO
cambio	ændr	cambio	ændr	N;MASC;SG	V;IMP
cambio	exchange	cambio	exchange	N;MASC;SG	
style	style	style	style	N	
jugador	player	jugador	play	N;MASC;SG	N;INDF;MASC+FEM;PL
jugador	spiller	jugador	spille	N;MASC;SG	V;IND;PRS;FIN;ACT
jugador	gambler	jugador	gamble	N;MASC;SG	V;IND;PRS;FIN;ACT
público	målgrupper	público	målgruppe	N;MASC;SG	N;INDF;MASC+FEM;PL
público	offentligt	público	offentligt	N;MASC;SG	ADV
público	offentlige	público	offentlig	N;MASC;SG	ADJ;PL
público	offentlig	público	offentlig	N;MASC;SG	ADJ;INDF;MASC+FEM;SG
miembro	lemmer	miembro	lem	N;MASC;SG	N;INDF;NEUT;PL
pues	jamen	pues	jamen	CONJ	
media	media	media	media	N;FEM;SG	
media	medier	media	medie	N;FEM;SG	N;INDF;NEUT;PL
media	medierne	media	medie	N;FEM;SG	N;DEF;NEUT;PL
media	gennemsnitlige	media	gennemsnitlig	N;FEM;SG	ADJ;PL
media	gennemsnitlig	media	gennemsnitlig	N;FEM;SG	ADJ;INDF;MASC+FEM;SG
california	californiske	california	californisk	N;FEM;SG	ADJ;PL
california	california	california	california	N;FEM;SG	
parque	parkere	parque	park	N;MASC;SG	V;NFIN;ACT
tan	tan	tanto	tan	ADV	
tan	kulør	tanto	kulør	ADV	N;INDF;MASC+FEM;SG
tan	solbrændt	tanto	solbrændt	ADV	ADJ;INDF;SG
archivo	arkivere	archivo	arkiver	N;MASC;SG	V;NFIN;ACT
archivo	arkiverne	archivo	arkive	N;MASC;SG	N;DEF;NEUT;PL
archivo	arkiver	archivo	arkive	N;MASC;SG	N;INDF;NEUT;PL
parís	paris	parís	paris	PROPN	PROPN
world	world	world	world	N	
cruz	cruz	cruz	cruz	N;FEM;SG	
cruz	plat	cruz	plat	N;FEM;SG	ADJ;INDF;MASC+FEM;SG
cruz	haler	cruz	hale	N;FEM;SG	N;INDF;MASC+FEM;PL
cruz	cross	cruz	cross	N;FEM;SG	
cruz	krydse	cruz	krydse	N;FEM;SG	V;NFIN;ACT
cruz	krydser	cruz	krydse	N;FEM;SG	V;IND;PRS;FIN;ACT
cest	cest	cest	cest	N	
cabo	kap	cabo	kipe	N;MASC;SG	
cabo	cabo	cabo	cabo	N;MASC;SG	
brasil	brasil	brasil	brasil	N;SG	
unido	forenet	unido	forenet	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
unido	united	unido	united	ADJ;MASC;SG;V.PTCP	
unido	forenede	unido	forene	ADJ;MASC;SG;V.PTCP	V;PL;PST;V.PTCP
red	network	red	network	N;FEM;SG	
red	netto	red	netto	N;FEM;SG	ADV
red	rødt	red	rød	N;FEM;SG	ADJ;INDF;NEUT;SG
red	røde	red	rød	N;FEM;SG	ADJ;PL
red	rød	red	rød	N;FEM;SG	ADJ;INDF;MASC+FEM;SG
red	red	red	red	N;FEM;SG	
canal	channel	canal	channel	N;MASC;SG	
movimiento	flyt	movimiento	flyt	N;MASC;SG	V;IMP
movimiento	bevægelser	movimiento	bevægelse	N;MASC;SG	N;INDF;MASC+FEM;PL
revista	tidende	revista	tidende	N;FEM;SG	V;PRS;V.PTCP
éxito	vellykket	éxito	vellykket	N;MASC;SG	ADJ;INDF;SG
éxito	succesfuld	éxito	succesfuld	N;MASC;SG	ADJ;INDF;MASC+FEM;SG
éxito	succesrig	éxito	succesrig	N;MASC;SG	ADJ;INDF;MASC+FEM;SG
relación	relationer	relación	relation	N;FEM;SG	N;INDF;MASC+FEM;PL
elecciones	valg	elección	valg	N;FEM;PL	N;INDF;NEUT;SG
elecciones	valg	elección	valg	N;FEM;PL	N;INDF;NEUT;SG
plaza	plaza	plaza	plaza	N;FEM;SG	
plaza	firkantet	plaza	firkantet	N;FEM;SG	ADJ;INDF;SG
plaza	square	plaza	square	N;FEM;SG	
grande	large	grande	large	ADJ;SG	
grande	store	grande	stor	ADJ;SG	ADJ;PL
grande	big	grande	big	ADJ;SG	
grande	store	grande	stor	ADJ;SG	ADJ;PL
grande	grande	grande	grand	ADJ;SG	
musical	musikalske	musical	musikalsk	ADJ;SG	ADJ;PL
musical	musical	musical	musical	ADJ;SG	N;INDF;MASC+FEM;SG
musical	musikalsk	musical	musikalsk	ADJ;SG	ADV
primero	første	primero	første	ADV	ADJ
león	león	león	león	N;MASC;SG	PROPN
león	leon	león	leon	N;MASC;SG	
león	leo	león	leo	N;MASC;SG	
voz	voice	voz	voice	N;FEM;SG	
iii	iii	iii	iii		NUM
organización	organiserer	organización	organisere	N;FEM;SG	V;IND;PRS;FIN;ACT
monte	mount	monte	mount	N;MASC;SG	
monte	montere	monte	mont	N;MASC;SG	V;NFIN;ACT
monte	monte	monte	monte	N;MASC;SG	
decir	sig	decir	sig	V;NFIN	PRO;ACC;3;REFL
goles	mål	gol	mål	N;MASC;PL	N;INDF;NEUT;SG
goles	goals	gol	goals	N;MASC;PL	
victoria	victoria	victoria	victoria	N;FEM;SG	
importantes	vigtig	importante	vigtig	ADJ;PL	ADJ;INDF;MASC+FEM;SG
importantes	vigtigt	importante	vigtig	ADJ;PL	ADJ;INDF;NEUT;SG
china	china	chino	china	N;FEM;SG	
china	kina	chino	kina	N;FEM;SG	PROPN
xix	nittende	xix	nitte	N;MASC;SG	ADJ
calle	calle	calle	calle	N;FEM;SG	
van	varevogn	ir	varevogn	V;IND;PL;3;PRS;FIN	N;INDF;MASC+FEM;SG
van	van	ir	van	V;IND;PL;3;PRS;FIN	
van	varevognen	ir	varevogn	V;IND;PL;3;PRS;FIN	N;DEF;MASC+FEM;SG
medios	media	medio	media	N;MASC;PL	
medios	medie	medio	medie	N;MASC;PL	N;INDF;NEUT;SG
medios	betyder	medio	betyde	N;MASC;PL	V;IND;PRS;FIN;ACT
francesa	franskmænd	francés	franskmand	ADJ;FEM;SG	N;INDF;MASC+FEM;PL
francesa	franskmand	francés	franskmand	ADJ;FEM;SG	N;INDF;MASC+FEM;SG
francesa	french	francés	french	ADJ;FEM;SG	
francesa	franske	francés	fransk	ADJ;FEM;SG	ADJ;PL
dio	dio	dar	dio	V;IND;SG;3;PST;FIN	
empresa	forretninger	empresa	forretning	N;FEM;SG	N;INDF;MASC+FEM;PL
fernando	fernand	fernar	fernand	V;V.MSDR	
fernando	ferdinand	fernar	ferdinand	V;V.MSDR	N;INDF;MASC+FEM;SG
fernando	fernando	fernar	fernando	V;V.MSDR	
don	don	don	don	N;MASC;SG	
propio	eje	propio	eje	ADJ;MASC;SG	V;NFIN;ACT
propio	egne	propio	egn	ADJ;MASC;SG	N;INDF;MASC+FEM;PL
mapa	kort	mapa	kort	N;MASC;SG	ADJ;INDF;SG
mapa	kort	mapa	kort	N;MASC;SG	ADJ;INDF;SG
civil	civil	civil	civil	ADJ;SG	
civil	civilret	civil	civilret	ADJ;SG	N;DEF;NEUT;SG
civil	civile	civil	civil	ADJ;SG	ADJ;PL
civil	civilister	civil	civilist	ADJ;SG	N;INDF;MASC+FEM;PL
civil	civile	civil	civil	ADJ;SG	ADJ;PL
civil	civil	civil	civil	ADJ;SG	
civil	civile	civil	civil	ADJ;SG	ADJ;PL
civil	civilist	civil	civilist	ADJ;SG	N;INDF;MASC+FEM;SG
venezuela	venezuela	venezuela	venezuela	N;FEM;SG	
educación	pædagogisk	educación	pædagogisk	N;FEM;SG	ADV
educación	uddannelsesmæssige	educación	uddannelsesmæssig	N;FEM;SG	ADJ;PL
educación	lærerigt	educación	lærerig	N;FEM;SG	ADJ;INDF;NEUT;SG
llamada	call	llamado	call	ADJ;FEM;SG;V.PTCP	N;INDF;NEUT;SG
llamada	ring	llamado	ring	ADJ;FEM;SG;V.PTCP	V;IMP
llamada	opkald	llamado	opkald	ADJ;FEM;SG;V.PTCP	N;INDF;NEUT;SG
llamada	kald	llamado	kald	ADJ;FEM;SG;V.PTCP	N;INDF;NEUT;SG
llamada	ringe	llamado	ringe	ADJ;FEM;SG;V.PTCP	V;NFIN;ACT
llamada	kaldt	llamado	kalde	ADJ;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
llamada	ringet	llamado	ringe	ADJ;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
llamada	kaldet	llamado	kalde	ADJ;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
llamada	ringede	llamado	ringe	ADJ;FEM;SG;V.PTCP	V;IND;PST;FIN;ACT
llamada	kaldte	llamado	kalde	ADJ;FEM;SG;V.PTCP	V;IND;PST;FIN;ACT
alta	høje	alto	høj	ADJ;FEM;SG	ADJ;PL
alta	alta	alto	alta	ADJ;FEM;SG	N;INDF;MASC+FEM;SG
igual	equal	igual	equal	ADV	
igual	samme	igual	samme	ADV	ADJ
usa	usa	usar	usa	V;IND;SG;3;PRS;FIN	PROPN
londres	london	londre	london	N;MASC;PL	PROPN
fallecimiento	death	fallecimiento	death	N;MASC;SG	
fallecimiento	dødsfald	fallecimiento	dødsfald	N;MASC;SG	N;INDF;NEUT;PL
posible	mulige	posible	mulig	ADJ;SG	ADJ;PL
antiguo	antikke	antiguo	antik	ADJ;MASC;SG	ADJ;PL
antiguo	antik	antiguo	antik	ADJ;MASC;SG	N;INDF;MASC+FEM;SG
antiguo	old	antiguo	old	ADJ;MASC;SG	
antiguo	gamle	antiguo	gammel	ADJ;MASC;SG	ADJ;PL
antiguo	tidligere	antiguo	tidligere	ADJ;MASC;SG	ADV;CMPR
natural	naturlige	natural	naturlig	ADJ;SG	ADJ;PL
natural	natural	natural	natural	ADJ;SG	
álbumes	album	álbum	album	N;MASC;PL	N;INDF;NEUT;SG
paso	træd	paso	træd	N;MASC;SG	V;IMP
paso	paso	paso	paso	N;MASC;SG	
paso	passere	paso	passere	N;MASC;SG	V;NFIN;ACT
paso	bestået	paso	bestå	N;MASC;SG	V;INDF;SG;PST;V.PTCP
mujer	woman	mujer	woman	N;FEM;SG	
mujer	kvindelig	mujer	kvindelig	N;FEM;SG	ADJ;INDF;MASC+FEM;SG
mujer	kvindelige	mujer	kvindelig	N;FEM;SG	ADJ;PL
mujer	kvinderne	mujer	kvinde	N;FEM;SG	N;DEF;MASC+FEM;PL
mujer	kvinder	mujer	kvinde	N;FEM;SG	N;INDF;MASC+FEM;PL
fuerza	tving	fuerza	tving	N;FEM;SG	V;IMP
fuerza	force	fuerza	force	N;FEM;SG	
hijos	sons	hijo	sons	N;MASC;PL	
etc	etc	etcétera	etc		
etc	mv	etcétera	mvtte		
etc	osv	etcétera	osv		ADV
garcía	garcia	garcía	garcia	PROPN	
garcía	garcía	garcía	garcía	PROPN	
garcía	garcía	garcía	garcía	PROPN	
villa	village	villa	villag	N;FEM;SG	
conocida	vidst	conocido	vidst	ADJ;FEM;SG;V.PTCP	ADV
conocida	kendte	conocido	kende	ADJ;FEM;SG;V.PTCP	V;IND;PST;FIN;ACT
campeón	champ	campeón	champ	N;MASC;SG	
personajes	tegn	personaje	tegn	N;MASC;PL	N;INDF;NEUT;SG
conjunto	sæt	conjunto	sætte	N;MASC;SG	V;IMP
conjunto	indstillet	conjunto	indstille	N;MASC;SG	V;INDF;SG;PST;V.PTCP
conjunto	sat	conjunto	sætte	N;MASC;SG	V;INDF;SG;PST;V.PTCP
alemán	tysk	alemán	tysk	N;MASC;SG	ADJ;INDF;SG
alemán	tyske	alemán	tysk	N;MASC;SG	ADJ;PL
único	entydigt	único	entydig	ADJ;MASC;SG	ADV
único	unikke	único	unik	ADJ;MASC;SG	ADJ;PL
parece	udseende	parecer	udseende	V;IND;SG;3;PRS;FIN	N;INDF;NEUT;SG
antigua	antikke	antiguo	antik	ADJ;FEM;SG	ADJ;PL
antigua	antik	antiguo	antik	ADJ;FEM;SG	N;INDF;MASC+FEM;SG
antigua	old	antiguo	old	ADJ;FEM;SG	
antigua	gamle	antiguo	gammel	ADJ;FEM;SG	ADJ;PL
antigua	antigua	antiguo	antigua	ADJ;FEM;SG	
especial	særligt	especial	særligt	ADJ;SG	ADV
especial	særlige	especial	særlig	ADJ;SG	ADJ;PL
especial	specielle	especial	speciel	ADJ;SG	ADJ;PL
especial	særlig	especial	særlig	ADJ;SG	ADV
interior	inderste	interior	inderste	N;MASC;SG	ADJ;PL
interior	indre	interior	indre	N;MASC;SG	ADJ
interior	inder	interior	inder	N;MASC;SG	ADJ;INDF;MASC+FEM;SG
interior	indvendig	interior	indvendig	N;MASC;SG	ADJ;INDF;MASC+FEM;SG
interior	indvendigt	interior	indvendig	N;MASC;SG	ADV
interior	indvendige	interior	indvendig	N;MASC;SG	ADJ;PL
interior	indvendig	interior	indvendig	N;MASC;SG	ADJ;INDF;MASC+FEM;SG
plata	sølvfarvet	plata	sølvfarvet	N;FEM;SG	V;INDF;SG;PST;V.PTCP
plata	silver	plata	silve	N;FEM;SG	
lemmon	lemmon	lemmon	lemmon	N;MASC;SG	
japón	japan	japón	japan	N;MASC;SG	
municipal	kommunale	municipal	kommunal	ADJ;SG	ADJ;PL
control	control	control	control	N;MASC;SG	
control	kontroller	control	kontrol	N;MASC;SG	N;INDF;MASC+FEM;PL
consejo	drikkepenge	consejo	drikkepenge	N;MASC;SG	N;INDF;MASC+FEM;PL
menor	mindreårige	menor	mindreårig	ADJ;SG	ADJ;PL
menor	mindre	menor	mindre	ADJ;SG	ADV;CMPR
seis	six	seis	six	NUM;PL	
libre	frit	libre	frit	ADJ;SG	ADV
libre	free	libre	free	ADJ;SG	
libre	gratis	libre	gratis	ADJ;SG	ADV
valle	valle	valle	valle	N;MASC;SG	
trata	godter	tratar	godt	V;IND;SG;3;PRS;FIN	N;INDF;MASC+FEM;PL
david	david	david	david	PROPN	
castillo	castillo	castillo	castillo	N;MASC;SG	
publicado	offentliggjort	publicado	offentliggjort	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
publicado	udkommet	publicado	udkomme	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
publicado	offentliggjorte	publicado	offentliggøre	ADJ;MASC;SG;V.PTCP	ADJ;PL
publicado	udgivet	publicado	udgive	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
publicado	offentliggøres	publicado	offentliggøre	ADJ;MASC;SG;V.PTCP	V;NFIN;PASS
publicado	opslået	publicado	opslå	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
publicado	udstationerede	publicado	udstationere	ADJ;MASC;SG;V.PTCP	V;PL;PST;V.PTCP
referencia	benchmark	referencia	benchmark	N;FEM;SG	
inglaterra	englands	inglaterra	englands	PROPN	N;GEN;INDF;MASC+FEM;SG
inglaterra	england	inglaterra	england	PROPN	PROPN
resto	hvile	resto	hvile	N;MASC;SG	V;NFIN;ACT
común	almindelige	común	almindelig	ADJ;SG	ADJ;PL
editorial	udgiver	editorial	udgive	N;FEM;SG	V;IND;PRS;FIN;ACT
editorial	offentliggør	editorial	offentliggøre	N;FEM;SG	V;IND;PRS;FIN;ACT
editorial	udgiver	editorial	udgive	N;FEM;SG	V;IND;PRS;FIN;ACT
editorial	redaktionelle	editorial	redaktionel	N;FEM;SG	ADJ;PL
deporte	sports	deporte	sports	N;MASC;SG	
deporte	sportsgrene	deporte	sportsgen	N;MASC;SG	N;DEF;NEUT;PL
saint	saint	saint	saint	N;MASC	
espacio	mellemrum	espacio	mellemrum	N;MASC;SG	N;INDF;NEUT;PL
espacio	mellemrum	espacio	mellemrum	N;MASC;SG	N;INDF;NEUT;PL
asociación	partnerskaber	asociación	partnerskab	N;FEM;SG	N;INDF;NEUT;PL
acción	foranstaltninger	acción	foranstaltning	N;FEM;SG	N;INDF;MASC+FEM;PL
blanco	mål	blanco	mål	ADJ;MASC;SG	N;INDF;NEUT;SG
blanco	målene	blanco	mål	ADJ;MASC;SG	N;DEF;MASC+FEM;PL
