amino	amino	amino	amină		N;INDF;MASC;SG
atanmış	atribuită	atan	atribui	V;PFV;NFH;IND;SG;3;POS;PST;PASS	ADJ;INDF;FEM;SG
atanmış	atribuite	atan	atribuit	V;PFV;NFH;IND;SG;3;POS;PST;PASS	ADJ;INDF;FEM;PL
atanmış	desemnat	atan	desemnat	V;PFV;NFH;IND;SG;3;POS;PST;PASS	ADJ;INDF;MASC;SG
atanmış	numiți	atan	numi	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;IND;PL;2;IPFV;FIN
málaga	málaga	málaga	málaga	PROPN;NOM;SG;3	PROPN
itici	respingător	itici	respingător		ADJ;INDF;MASC;SG
itici	respingătoare	itici	respingător		ADJ;INDF;FEM
itici	respingător	itici	respingător		ADJ;INDF;MASC;SG
itici	propulsorul	itici	propulsor		N;DEF;MASC;SG
diamond	diamantul	diamond	diamant	N;NOM;SG;3	N;DEF;MASC;SG
baki	baki	baki	bak		N;INDF;MASC;SG
dame	damă	dame	damă		N;INDF;FEM;SG
dame	dama	dame	damă		N;INDF;MASC;SG
dame	dame	dame	damă		N;INDF;FEM;PL
tanımlanmış	definite	tanımla	definit	V;PFV;NFH;IND;SG;3;POS;PST;PASS	ADJ;INDF;FEM;PL
tanımlanmış	definită	tanımla	definit	V;PFV;NFH;IND;SG;3;POS;PST;PASS	ADJ;INDF;FEM;SG
tanımlanmış	definit	tanımla	definit	V;PFV;NFH;IND;SG;3;POS;PST;PASS	ADJ;INDF;MASC;SG
tanımlanmış	identificate	tanımla	identificat	V;PFV;NFH;IND;SG;3;POS;PST;PASS	ADJ;INDF;FEM;PL
tanımlanmış	identificat	tanımla	identifica	V;PFV;NFH;IND;SG;3;POS;PST;PASS	ADJ;INDF;MASC;SG
tanımlanmış	identificată	tanımla	identifica	V;PFV;NFH;IND;SG;3;POS;PST;PASS	ADJ;INDF;FEM;SG
litre	litru	litre	litru		N;INDF;MASC;SG
litre	litri	litre	litru		N;INDF;MASC;PL
litre	litru	litre	litru		N;INDF;MASC;SG
litre	litri	litre	litru		N;INDF;MASC;PL
buca	buca	bu	buca	PROPN;NOM;SG;3	N;DEF;FEM;SG
çalışkan	harnic	çalışkan	harnic		ADJ;INDF;MASC;SG
meşru	legitima	meşru	legitimă		ADJ;DEF;FEM;SG
meşru	legitim	meşru	legitim		ADJ;INDF;MASC;SG
meşru	legitimă	meşru	legitim		ADJ;INDF;FEM;SG
meşru	legitime	meşru	legitim		ADJ;INDF;FEM;PL
meşru	legitim	meşru	legitim		ADJ;INDF;MASC;SG
bankacılık	bancară	bankacılık	bancar	N;NOM;SG;3	ADJ;INDF;FEM;SG
bankacılık	bancare	bankacılık	bancar	N;NOM;SG;3	N;INDF;FEM;PL
kaçmak	evadarea	kaç	evadare	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;DEF;FEM;SG
kaçmak	evadare	kaç	evadare	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;FEM;SG
asal	prime	asal	primă		N;INDF;FEM;PL
asal	prim	asal	prim		NUM;INDF;MASC;SG
radyoaktif	radioactive	radyoaktif	radioactiv		ADJ;INDF;FEM;PL
radyoaktif	radioactivă	radyoaktif	radioactivă		N;INDF;FEM;SG
radyoaktif	radioactiv	radyoaktif	radioactiv		ADJ;INDF;MASC;SG
yale	yale	yale	yale		PROPN
iskandinav	nordice	iskandinav	nordic	V;PFV;DAT;IND;POS;PST;V.PTCP;PASS	ADJ;INDF;FEM;PL
iskandinav	nordic	iskandinav	nordic	V;PFV;DAT;IND;POS;PST;V.PTCP;PASS	ADJ;INDF;MASC;SG
iskandinav	nordică	iskandinav	nordică	V;PFV;DAT;IND;POS;PST;V.PTCP;PASS	ADJ;INDF;FEM;SG
iskandinav	scandinave	iskandinav	scandinavă	V;PFV;DAT;IND;POS;PST;V.PTCP;PASS	ADJ;INDF;FEM;PL
kronik	cronică	kronik	cronică		N;INDF;FEM;SG
kronik	cronic	kronik	cronic		ADJ;INDF;MASC;SG
kronik	cronice	kronik	cronic		ADJ;INDF;FEM;PL
yarışmaları	concursuri	yarış	concurs	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;FEM;PL
osetya	osetia	osetya	osetia	PROPN;NOM;SG;3	PROPN
çim	gazon	çim	gazon		N;INDF;MASC;SG
çim	peluza	çim	peluza		N;DEF;FEM;SG
çim	peluză	çim	peluză		N;INDF;FEM;SG
çim	iarbă	çim	iarbă		N;INDF;FEM;SG
çim	iarba	çim	iarbă		N;DEF;FEM;SG
maría	maría	maría	marga	PROPN;NOM;SG;3	PROPN
taşınabilir	portabil	taşı	portabil	V;IPFV;IND;SG;3;POS;PASS	ADJ;INDF;MASC;SG
taşınabilir	portabile	taşı	portabil	V;IPFV;IND;SG;3;POS;PASS	ADJ;INDF;FEM;PL
balıkçı	pescarii	balıkçı	pescar		N;DEF;MASC;PL
balıkçı	pescarilor	balıkçı	pescar		N;DEF;MASC;PL
balıkçı	pescari	balıkçı	pescar		N;INDF;MASC;PL
balıkçı	fisher	balıkçı	fisher		PROPN
balıkçı	pescar	balıkçı	pescar		N;INDF;MASC;SG
balıkçı	pescarul	balıkçı	pescar		N;DEF;MASC;SG
bitkileri	plantele	bitki	plantă	N;ACC;PL;3	N;DEF;FEM;PL
niyet	intentie	niyet	intentie		N;INDF;FEM;SG
niyet	intenția	niyet	intenție		N;DEF;FEM;SG
niyet	intenție	niyet	intenție		N;INDF;FEM;SG
niyet	intentie	niyet	intentie		N;INDF;FEM;SG
niyet	intenția	niyet	intenție		N;DEF;FEM;SG
niyet	intenție	niyet	intenție		N;INDF;FEM;SG
niyet	destinate	niyet	destinat		ADJ;INDF;FEM;PL
niyet	destinat	niyet	destinat		ADJ;INDF;MASC;SG
mansur	mansur	mansur	mansur		N;INDF;MASC;SG
kaçış	evadarea	kaçış	evadare		N;DEF;FEM;SG
kaçış	evadare	kaçış	evadare		N;INDF;FEM;SG
kaçış	evadarea	kaçış	evadare		N;DEF;FEM;SG
kaçış	evadare	kaçış	evadare		N;INDF;FEM;SG
solomon	solomon	solomon	solomon	PROPN;NOM;SG;3	PROPN
heyet	delegația	heyet	delegație		N;DEF;FEM;SG
heyet	delegarea	heyet	delegare		N;DEF;FEM;SG
heyet	delegare	heyet	delegare		N;INDF;FEM;SG
heyet	comitetul	heyet	comitet		N;DEF;MASC;SG
heyet	comitet	heyet	comitet		N;INDF;MASC;SG
dresden	dresda	dre	dresda	PROPN;AT+ABL;SG;3	PROPN
vancouver	vancouver	vancouver	vancouver	PROPN;NOM;SG;3	PROPN
kampanya	campanie	kampanya	campanie	N;NOM;SG;3	N;INDF;FEM;SG
kampanya	campaniei	kampanya	campanie	N;NOM;SG;3	N;DEF;FEM;SG
kampanya	campania	kampanya	campanie	N;NOM;SG;3	N;DEF;FEM;SG
davud	david	davud	david		PROPN
hughes	hughes	hughes	hughes		PROPN
metallica	metallica	metallica	metallica	N;NOM;SG;3	N;DEF;FEM;SG
kawasaki	kawasaki	kawasaki	kawasaki		PROPN
eylemleri	acțiunile	eylem	acțiune	N;ACC;PL;3	N;DEF;FEM;PL
rotterdam	rotterdam	rotter	rotterdam	PROPN;NOM;SG;3	PROPN
pat	pat	pat	pat		N;INDF;MASC;SG
uganda	uganda	uga	ugandă	PROPN;NOM;SG;3	PROPN
tanrılar	zeii	tanrı	zeu	N;NOM;PL;3	N;DEF;MASC;PL
tanrılar	zeilor	tanrı	zeu	N;NOM;PL;3	N;DEF;MASC;PL
lópez	lópez	lipez	lópez	PROPN;NOM;SG;3	PROPN
württemberg	württemberg	württemberg	württemberg	PROPN;NOM;SG;3	PROPN
karikatür	comics	karikat	comics		N;INDF;MASC;SG
karikatür	comic	karikat	comic		N;INDF;MASC;SG
karikatür	caricatură	karikat	caricatură		N;INDF;FEM;SG
karikatür	cartoon	karikat	cartoon		N;INDF;MASC;SG
lucky	norocoasă	lucky	norocos		ADJ;INDF;FEM;SG
lucky	norocos	lucky	norocos		ADJ;INDF;MASC;SG
masaüstü	birouri	masaüst	birou		N;INDF;FEM;PL
masaüstü	birou	masaüst	birou		N;INDF;MASC;SG
masaüstü	desktop	masaüst	desktop		N;INDF;MASC;SG
alpha	alfa	alpha	alfa		N;INDF;MASC
zirve	summitul	zirve	summit		N;DEF;MASC;SG
zirve	summit	zirve	summit		N;INDF;MASC;SG
zirve	vârf	zirve	vârf		N;INDF;MASC;SG
armağan	cadou	armağan	cadou		N;INDF;MASC;SG
armağan	cadoul	armağan	cadou		N;DEF;MASC;SG
müfettişliği	inspectoratul	müfettişlik	inspectorat	N;NOM;SG;3	N;DEF;MASC;SG
avn	avn	avn	avn		N;INDF;MASC;SG
gelişmekte	emergente	geliş	emergent	V;PROG;IND;SG;3;POS;FORM;PRS	ADJ;INDF;FEM;PL
gelişmekte	dezvoltarea	geliş	dezvoltare	V;PROG;IND;SG;3;POS;FORM;PRS	N;DEF;FEM;SG
werder	werder	werder	werder	PROPN;NOM;SG;3	PROPN
atlantis	atlantida	atlantis	atlantidă		N;DEF;FEM;SG
atlantis	atlantis	atlantis	atlantis		N;INDF;MASC;SG
satıldı	vandut	sat	vandut	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;INDF;MASC;SG
satıldı	vândute	sat	vinde	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;INDF;FEM;PL
satıldı	vândută	sat	vânde	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;INDF;FEM;SG
satıldı	vândut	sat	vinde	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;INDF;MASC;SG
atölyesi	atelierul	atölye	atelier	N;NOM;SG;3	N;DEF;MASC;SG
beslenir	fluxuri	besle	flux	V;IPFV;IND;SG;3;POS;PASS	N;INDF;FEM;PL
üstte	top	üst	top	ADJ;ESS;SG;3	N;INDF;MASC;SG
üstte	topul	üst	top	ADJ;ESS;SG;3	N;DEF;MASC;SG
angela	angela	angela	angela		N;DEF;FEM;SG
ihmal	omisiune	ihmal	omisiune		N;INDF;FEM;SG
ihmal	neglijat	ihmal	neglija		ADJ;INDF;MASC;SG
geometri	geometria	geometri	geometrie		N;DEF;FEM;SG
geometri	geometrie	geometri	geometrie		N;INDF;FEM;SG
oynamak	redarea	oyna	redare	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;DEF;FEM;SG
chiba	chiba	chiba	chibă	PROPN;NOM;SG;3	N;DEF;FEM;SG
görkemli	majestic	görkemli	majestic		N;INDF;MASC;SG
görkemli	impunătoare	görkemli	impunător		ADJ;INDF;FEM
görkemli	glorioasă	görkemli	glorios		ADJ;INDF;FEM;SG
görkemli	glorios	görkemli	glorios		ADJ;INDF;MASC;SG
engeli	deblochează	engel	debloca		V;IND;3;PRS;FIN
ekledi	adăugată	ekle	adăugat	V;PFV;IND;SG;3;POS;PST	ADJ;INDF;FEM;SG
ekledi	adaugat	ekle	adauga	V;PFV;IND;SG;3;POS;PST	ADJ;INDF;MASC;SG
ekledi	adăugate	ekle	adăuga	V;PFV;IND;SG;3;POS;PST	ADJ;INDF;FEM;PL
ekledi	adăugat	ekle	adăuga	V;PFV;IND;SG;3;POS;PST	ADJ;INDF;MASC;SG
ers	ers	ers	erge		N
seyir	navigare	seyir	navigare		N;INDF;FEM;SG
seyir	navigație	seyir	navigație		N;INDF;FEM;SG
seyir	navigatie	seyir	navigatie		N;INDF;FEM;SG
seyir	croazieră	seyir	croazieră		N;INDF;FEM;SG
rolleri	rolurile	rol	rol	N;ACC;PL;3	N;DEF;FEM;PL
kaydedildi	înregistrate	kaydet	înregistra	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;INDF;FEM;PL
kaydedildi	înregistrată	kaydet	înregistrat	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;INDF;FEM;SG
kaydedildi	înregistrat	kaydet	înregistrat	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;INDF;MASC;SG
kaydedildi	inregistrat	kaydet	inregistra	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;INDF;MASC;SG
kaydedildi	salvate	kaydet	salva	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;INDF;FEM;PL
kaydedildi	salvată	kaydet	salva	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;INDF;FEM;SG
kaydedildi	salvat	kaydet	salva	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;INDF;MASC;SG
kalanlar	resturile	kalan	rest	N;NOM;PL;3	N;DEF;FEM;PL
ritim	ritm	ritim	ritm		N;INDF;MASC;SG
ritim	ritmul	ritim	ritm		N;DEF;MASC;SG
cnn	cnn	cin	cnn		N;INDF;MASC;SG
mount	mount	mount	mount	PROPN;NOM;SG;3	PROPN
mount	muntele	mount	munte	PROPN;NOM;SG;3	N;DEF;MASC;SG
danışman	consilier	danış	consilier		N;INDF;MASC;SG
danışman	consultant	danış	consultant		N;INDF;MASC;SG
danışman	consultantul	danış	consultant		N;DEF;MASC;SG
danışman	consilier	danış	consilier		N;INDF;MASC;SG
danışman	consilier	danış	consilier		N;INDF;MASC;SG
kırgız	kârgâzstan	kırgız	kârgâzstan		PROPN
sertifika	certificatele	sertifika	certificat	N;NOM;SG;3	N;DEF;FEM;PL
sertifika	certificate	sertifika	certificat	N;NOM;SG;3	N;INDF;FEM;PL
sertifika	certificatul	sertifika	certificat	N;NOM;SG;3	N;DEF;MASC;SG
sertifika	certificarea	sertifika	certificare	N;NOM;SG;3	N;DEF;FEM;SG
sertifika	certificare	sertifika	certificare	N;NOM;SG;3	N;INDF;FEM;SG
dinar	dinari	dinar	dinari		N;INDF;MASC;PL
dinar	dinar	dinar	dinar		N;INDF;MASC;SG
dinar	dinari	dinar	dinari		N;INDF;MASC;PL
kirli	murdare	kirli	murdar		ADJ;INDF;FEM;PL
kirli	murdară	kirli	murdar		ADJ;INDF;FEM;SG
kirli	murdari	kirli	murdar		ADJ;INDF;MASC;PL
kirli	murdar	kirli	murdar		ADJ;INDF;MASC;SG
kirli	necurate	kirli	necurat		ADJ;INDF;FEM;PL
kirli	necurat	kirli	necurat		ADJ;INDF;MASC;SG
dağıtımı	distributie	dağıt	distributie	N;NOM;SG;3	N;INDF;FEM;SG
dağıtımı	distribuţia	dağıt	distribugie	N;NOM;SG;3	N;DEF;FEM;SG
dağıtımı	distribuția	dağıt	distribuție	N;NOM;SG;3	N;DEF;FEM;SG
dağıtımı	distribuire	dağıt	distribuire	N;NOM;SG;3	N;INDF;FEM;SG
dağıtımı	distribuție	dağıt	distribuție	N;NOM;SG;3	N;INDF;FEM;SG
deutsche	deutsche	deutsche	deutsche	PROPN;NOM;SG;3	PROPN
foton	fotoni	foton	foton		N;INDF;MASC;PL
objektif	lentilă	objektif	lentilă		N;INDF;FEM;SG
objektif	lentile	objektif	lent		N;INDF;FEM;PL
objektif	obiectiv	objektif	obiectiv		N;INDF;MASC;SG
objektif	obiectivul	objektif	obiectiv		N;DEF;MASC;SG
tanzanya	tanzania	tanzan	tanzanie	PROPN;NOM;SG;3	N;DEF;FEM;SG
zaragoza	zaragoza	zaragoz	zaragoza	PROPN;NOM;SG;3	N;DEF;FEM;SG
korur	protejează	koru	proteja	V;IPFV;IND;SG;3;POS	V;IND;3;PRS;FIN
troll	troll	troll	troll		N;INDF;MASC;SG
troll	trol	troll	trol		N;INDF;MASC;SG
troll	troli	troll	troli		N;INDF;MASC;PL
troll	trolii	troll	trolie		N;DEF;MASC;PL
illeri	provinciile	il	provincie	N;ACC;PL;3	N;DEF;FEM;PL
halter	haltere	halter	halter	N;NOM;SG;3	N;INDF;FEM;PL
aç	deschis	aç	deschis		ADJ;INDF;MASC;SG
aç	deschide	aç	deschide		V;IND;SG;3;PRS;FIN
aç	open	aç	open		N;INDF;MASC;SG
aç	flămând	aç	flăma		V;V.MSDR
aç	înfometat	aç	înfometat		ADJ;INDF;MASC;SG
aç	înfometată	aç	înfometat		ADJ;INDF;FEM;SG
sözcükler	cuvintele	sözcük	cuvânt	N;NOM;PL;3	N;DEF;FEM;PL
tiberius	tiberius	tiberius	tiberius		PROPN
incir	smochine	incir	smochin		N;INDF;FEM;PL
kayıplar	pierderile	kayıp	pierdere	N;NOM;PL;3	N;DEF;FEM;PL
delhi	delhi	delhi	delhi	PROPN;NOM;SG;3	N;INDF;MASC;SG
dana	dana	dan	dana		N;DEF;FEM;SG
hiçbiri	niciuna	hiçbiri	nici_unul	PRO;NOM;SG;3	
bağırsak	intestin	bağır	intestin	V;PFV;PL;1;POS;PRS	
bağırsak	intestinul	bağır	intestin	V;PFV;PL;1;POS;PRS	N;DEF;MASC;SG
bağırsak	intestin	bağır	intestin	V;PFV;PL;1;POS;PRS	
bağırsak	intestinul	bağır	intestin	V;PFV;PL;1;POS;PRS	N;DEF;MASC;SG
bağırsak	intestine	bağır	intestine	V;PFV;PL;1;POS;PRS	
bağırsak	intestinului	bağır	intestin	V;PFV;PL;1;POS;PRS	N;DEF;MASC;SG
bağırsak	colonul	bağır	colon	V;PFV;PL;1;POS;PRS	N;DEF;MASC;SG
bağırsak	colon	bağır	colon	V;PFV;PL;1;POS;PRS	N;INDF;MASC;SG
bağırsak	intestine	bağır	intestine	V;PFV;PL;1;POS;PRS	
bağırsak	intestinele	bağır	intestin	V;PFV;PL;1;POS;PRS	N;DEF;FEM;PL
bağırsak	intestinale	bağır	intestinal	V;PFV;PL;1;POS;PRS	ADJ;INDF;FEM;PL
bağırsak	intestinal	bağır	intestinal	V;PFV;PL;1;POS;PRS	ADJ;INDF;MASC;SG
bağırsak	intestinală	bağır	intestinal	V;PFV;PL;1;POS;PRS	ADJ;INDF;FEM;SG
bağırsak	intestine	bağır	intestine	V;PFV;PL;1;POS;PRS	
bağırsak	intestinele	bağır	intestin	V;PFV;PL;1;POS;PRS	N;DEF;FEM;PL
wehrmacht	wehrmacht	wehrmacht	wehrmacht	N;NOM;SG;3	PROPN
kalacak	rămâne	kal	rămâne	V;PFV;IND;SG;3;POS;FUT	V;IND;SG;3;PRS;FIN
dersim	dersim	dersim	dersim	N;NOM;SG;3	
jeoloji	geologică	jeoloji	geologic		ADJ;INDF;FEM;SG
jeoloji	geologic	jeoloji	geologic		ADJ;INDF;MASC;SG
jeoloji	geologice	jeoloji	geologic		ADJ;INDF;FEM;PL
jeoloji	geologie	jeoloji	geologie		N;INDF;FEM;SG
dem	dem	de	dem		N;INDF;MASC;SG
gençleri	adolescenti	genç	adolescenti	ADJ;ACC;PL;3	N;INDF;MASC;PL
rom	rom	rom	rom		N;INDF;MASC;SG
rom	rom	rom	rom		N;INDF;MASC;SG
sofia	sofia	sofia	sofie		N;DEF;FEM;SG
grey	grey	grey	grey		PROPN
köşk	conac	köşk	conac		N;INDF;MASC;SG
köşk	conacul	köşk	conac		N;DEF;MASC;SG
devasa	imensă	devasa	imens		ADJ;INDF;FEM;SG
devasa	imens	devasa	imens		ADJ;INDF;MASC;SG
devasa	gigantic	devasa	gigantic		ADJ;INDF;MASC;SG
devasa	gigantică	devasa	gigantic		ADJ;INDF;FEM;SG
devasa	masive	devasa	masiv		ADJ;INDF;FEM;PL
devasa	masiv	devasa	masiv		ADJ;INDF;MASC;SG
devasa	masivă	devasa	masiv		ADJ;INDF;FEM;SG
devasa	enormă	devasa	enorm		ADJ;INDF;FEM;SG
devasa	enorma	devasa	enorm		ADJ;DEF;FEM;SG
devasa	enorme	devasa	enorm		ADJ;INDF;FEM;PL
ghost	ghost	ghost	ghost		N;INDF;MASC;SG
ghost	stafie	ghost	stafie		N;INDF;FEM;SG
ghost	fantoma	ghost	fantomă		N;DEF;FEM;SG
ghost	fantomă	ghost	fantomă		N;INDF;FEM;SG
düşüş	scădere	düşüş	scădere		N;INDF;FEM;SG
düşüş	scade	düşüş	scădea		V;IND;SG;3;PRS;FIN
düşüş	refuză	düşüş	refuza		V;IND;SG;3;PST;FIN
düşüş	declinul	düşüş	declin		N;DEF;MASC;SG
düşüş	declin	düşüş	declin		N;INDF;MASC;SG
düşüş	cazi	düşüş	cădea		V;IND;SG;2;PRS;FIN
düşüş	toamna	düşüş	toamnă		N;DEF;FEM;SG
düşüş	cădea	düşüş	cădea		V;IND;SG;3;IPFV;FIN
vekil	regent	vekil	regent		N;INDF;MASC;SG
vekil	procură	vekil	procura		V;IND;SG;3;PST;FIN
vekil	proxy	vekil	proxy		N;INDF;MASC;SG
kalsiyum	calciu	kalsiyum	calciu		N;INDF;MASC;SG
rocky	rocky	rocky	rocky		PROPN
ideoloji	ideologia	ideoloji	ideologie		N;DEF;FEM;SG
ideoloji	ideologie	ideoloji	ideologie		N;INDF;FEM;SG
koy	pune	koy	pune	V;PFV;IMP;SG;2;POS;PRS	V;IND;SG;3;PRS;FIN
koy	pus	koy	pune	V;PFV;IMP;SG;2;POS;PRS	ADJ;INDF;MASC;SG
plaka	placi	plaka	plac		N;INDF;FEM;PL
plaka	farfurii	plaka	farfurie		N;INDF;FEM;PL
plaka	plăci	plaka	placă		N;INDF;FEM;PL
plaka	farfurie	plaka	farfurie		N;INDF;FEM;SG
plaka	placă	plaka	placă		N;INDF;FEM;SG
vista	vista	vista	vista		N;DEF;FEM;SG
saltanatı	domnia	saltanat	domnie	N;NOM;SG;3	N;DEF;FEM;SG
saltanatı	domnie	saltanat	domnie	N;NOM;SG;3	N;INDF;FEM;SG
levi	levi	levi	levi		PROPN
metropolitan	metropolitană	metropolitan	metropolitan		ADJ;INDF;FEM;SG
metropolitan	metropolitan	metropolitan	metropolitan		N;INDF;MASC;SG
kapıları	gates	kapı	gates	N;ACC;PL;3	PROPN
kapıları	porţile	kapı	porgă	N;ACC;PL;3	N;DEF;FEM;PL
kapıları	porti	kapı	porti	N;ACC;PL;3	
slogan	slogan	slogan	slogan		N;INDF;MASC;SG
slogan	sloganul	slogan	slogan		N;DEF;MASC;SG
hero	erou	hero	erou		N;INDF;MASC;SG
hero	hero	hero	hero		N;INDF;MASC;SG
hero	eroul	hero	erou		N;DEF;MASC;SG
yeşilyurt	yeşilyurt	yeşilyurt	yeşilyurt	PROPN;NOM;SG;3	N;INDF;MASC;SG
şahit	martorii	şahit	martor		N;DEF;MASC;PL
şahit	martori	şahit	martor		N;INDF;MASC;PL
şahit	martorul	şahit	martor		N;DEF;MASC;SG
şahit	martoră	şahit	martoră		N;INDF;FEM;SG
şahit	martor	şahit	martor		N;INDF;MASC;SG
şahit	martori	şahit	martor		N;INDF;MASC;PL
vfl	vfl	vfl	vfl		N;INDF;MASC;SG
tez	teză	tez	teză		N;INDF;FEM;SG
tez	teza	tez	teză		N;DEF;FEM;SG
mevki	pozitie	mevki	pozitie		N;INDF;FEM;SG
mevki	poziția	mevki	poziție		N;DEF;FEM;SG
mevki	poziţia	mevki	pozigie		N;DEF;FEM;SG
mevki	poziţie	mevki	poziţie		N;INDF;FEM;SG
mevki	poziție	mevki	poziție		N;INDF;FEM;SG
lil	lil	lil	lil		N;INDF;MASC;SG
lionel	lionel	lionel	lionel		PROPN
mısırlı	egipteană	mısırlı	egiptean		ADJ;INDF;FEM;SG
mısırlı	egiptean	mısırlı	egiptean		ADJ;INDF;MASC;SG
mısırlı	egiptene	mısırlı	egipten		ADJ;INDF;FEM;PL
homo	homo	homo	homo		N;INDF;MASC;SG
diskografisi	discografia	diskografi	discografie	N;NOM;SG;3	N;DEF;FEM;SG
kullanışlı	convenabilă	kullanışlı	convenabil		ADJ;INDF;FEM;SG
kullanışlı	convenabil	kullanışlı	convenabil		ADV
kullanışlı	util	kullanışlı	util		ADJ;INDF;MASC;SG
kullanışlı	folositor	kullanışlı	folositor		ADJ;INDF;MASC;SG
kullanışlı	utilă	kullanışlı	util		ADJ;INDF;FEM;SG
kullanışlı	utile	kullanışlı	util		ADJ;INDF;FEM;PL
kullanışlı	folositoare	kullanışlı	folositor		ADJ;INDF;FEM
drake	drake	drake	drakă		PROPN
keşfedildi	descoperite	keşfet	descoperi	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;INDF;FEM;PL
keşfedildi	descoperită	keşfet	descoperi	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;INDF;FEM;SG
keşfedildi	descoperit	keşfet	descoperit	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;INDF;MASC;SG
pul	timbru	pul	timbru		N;INDF;MASC;SG
pul	ștampila	pul	ștampilă		N;DEF;FEM;SG
pul	timbre	pul	timbru		N;INDF;FEM;PL
pul	timbrele	pul	timbru		N;DEF;FEM;PL
pul	solzi	pul	sold		N;INDF;MASC;PL
pul	cântare	pul	cântare		N;INDF;FEM;SG
gözlemevi	observator	gözlemevi	observator		N;INDF;MASC;SG
gözlemevi	observatorul	gözlemevi	observator		N;DEF;MASC;SG
panathinaikos	panathinaikos	panathinaikos	panathinaikos	PROPN;NOM;SG;3	N;INDF;MASC;SG
earl	earl	earl	earl		PROPN
pazartesi	lunea	pazartesi	lune		N;DEF;FEM;SG
pazartesi	luni	pazartesi	lună		N;INDF;FEM;PL
pazartesi	lunea	pazartesi	lune		N;DEF;FEM;SG
hamlet	hamlet	hamlet	hamlet		N;INDF;MASC;SG
reed	trestie	reed	trestie		N;INDF;FEM;SG
reed	reed	reed	reede		PROPN
muammer	muammar	muammer	muammar		N;INDF;MASC;SG
trick	trick	trick	trick		N;INDF;MASC;SG
trick	truc	trick	truc		N;INDF;MASC;SG
trick	păcăleală	trick	păcăleală		N;INDF;FEM;SG
eintracht	eintracht	eintracht	eintracht	PROPN;NOM;SG;3	N;INDF;MASC;SG
mississippi	mississippi	mississippi	mississipp	N;NOM;SG;3	PROPN
mağarası	pestera	mağara	pestera	N;NOM;SG;3	N;DEF;FEM;SG
mağarası	peştera	mağara	pefteră	N;NOM;SG;3	N;DEF;FEM;SG
mağarası	peșteră	mağara	peșteră	N;NOM;SG;3	N;INDF;FEM;SG
mağarası	peşteră	mağara	peşteră	N;NOM;SG;3	N;INDF;FEM;SG
marina	marina	marina	marină	N;DAT;SG;3	N;DEF;FEM;SG
spesifik	specific	spesifik	specific		ADJ;INDF;MASC;SG
spesifik	specifică	spesifik	specifica		V;IND;SG;3;PST;FIN
spesifik	specifice	spesifik	specific		ADJ;INDF;FEM;PL
bilinç	constiinta	bilinç	constiinta		N;DEF;FEM;SG
ideolojik	ideologice	ideolojik	ideologic		ADJ;INDF;FEM;PL
etli	cărnoase	etli	cărnos		ADJ;INDF;FEM;PL
sms	sms	sms	sms		N;INDF;MASC;SG
hendek	trench	hendek	trench		N;INDF;MASC;SG
eğri	eger	eğri	eger		N;INDF;MASC;SG
eğri	strâmbă	eğri	strâmb		V;IND;SG;3;PST;FIN
eğri	curba	eğri	curbă		N;DEF;FEM;SG
eğri	curbă	eğri	curbă		N;INDF;FEM;SG
nesneler	obiectele	nesne	obiect	N;NOM;PL;3	N;DEF;FEM;PL
odun	lemn	odun	lemn		N;INDF;MASC;SG
odun	lemnul	odun	lemn		N;DEF;MASC;SG
odun	wood	odun	wood		PROPN
odun	lemne	odun	lemn		N;INDF;FEM;PL
odun	cherestea	odun	chereste		N;DEF;FEM;SG
içten	sincere	içten	sincere		ADJ;INDF;FEM;PL
içten	sincer	içten	sincer		ADV
linda	linda	linda	lindă		N;DEF;FEM;SG
rahatsızlık	perturbare	rahatsızlık	perturbare	N;NOM;SG;3	N;INDF;FEM;SG
rahatsızlık	neplăcere	rahatsızlık	neplăcere	N;NOM;SG;3	N;INDF;FEM;SG
rahatsızlık	inconvenient	rahatsızlık	inconvenient	N;NOM;SG;3	ADJ;INDF;MASC;SG
panorama	panorama	panor	panoramă	N;NOM;SG;3	N;DEF;FEM;SG
panorama	panoramă	panor	panoramă	N;NOM;SG;3	N;INDF;FEM;SG
bira	bere	bira	bere		N;INDF;FEM;SG
bira	berea	bira	bere		N;DEF;FEM;SG
bira	ale	bira	al		DET;FEM;PL
