oregon	oregon	oregon	oregon	PROPN;NOM;SG;3	N;MASC;SG
görkemli	gloriosa	görkemli	glorioso		ADJ;FEM;SG
görkemli	glorioso	görkemli	glorioso		ADJ;MASC;SG
görkemli	gloriosos	görkemli	glorioso		ADJ;MASC;PL
engeli	desbloquear	engel	desbloquear		V;NFIN
ekledi	adicionados	ekle	adicionar	V;PFV;IND;SG;3;POS;PST	V;MASC;PL;V.PTCP
ekledi	adicionadas	ekle	adicionar	V;PFV;IND;SG;3;POS;PST	V;FEM;PL;V.PTCP
ers	ers	ers	ers		N;MASC;SG
seyir	navegação	seyir	navegação		N;FEM;SG
seyir	cruzeiro	seyir	cruzeiro		N;MASC;SG
kaydedildi	gravados	kaydet	gravado	V;PFV;IND;SG;3;POS;PST;PASS	V;MASC;PL;V.PTCP
kaydedildi	salvo	kaydet	salvar	V;PFV;IND;SG;3;POS;PST;PASS	ADV
kaydedildi	salva	kaydet	salvar	V;PFV;IND;SG;3;POS;PST;PASS	V;IND;SG;3;PRS;FIN
kaydedildi	salvos	kaydet	salvo	V;PFV;IND;SG;3;POS;PST;PASS	N;MASC;PL
kaydedildi	guardados	kaydet	guardar	V;PFV;IND;SG;3;POS;PST;PASS	V;MASC;PL;V.PTCP
ritim	ritmo	ritim	ritmo		N;MASC;SG
ritim	rhythm	ritim	rhythm		N;MASC;SG
cnn	cnn	cin	cnn		N;FEM;SG
mount	monte	mount	monte	PROPN;NOM;SG;3	N;MASC;SG
mount	mount	mount	mount	PROPN;NOM;SG;3	N;MASC;SG
mount	montar	mount	montar	PROPN;NOM;SG;3	V;NFIN
kromozom	cromossomas	kromozom	cromossoma	N;NOM;SG;3	N;MASC;PL
danışman	conselheiro	danış	conselheiro		N;MASC;SG
danışman	assessor	danış	assessor		N;MASC;SG
danışman	consultor	danış	consultor		N;MASC;SG
danışman	conselheira	danış	conselheira		N;FEM;SG
danışman	consultora	danış	consultora		N;FEM;SG
danışman	consultor	danış	consultor		N;MASC;SG
danışman	conselheiro	danış	conselheiro		N;MASC;SG
danışman	assessor	danış	assessor		N;MASC;SG
danışman	conselheiro	danış	conselheiro		N;MASC;SG
danışman	conselheira	danış	conselheira		N;FEM;SG
kırgız	quirguistão	kırgız	quirguistão		N;MASC;SG
kırgız	quirguiz	kırgız	quirguiz		N;MASC;SG
sertifika	certificados	sertifika	certificar	N;NOM;SG;3	N;MASC;PL
sertifika	certidões	sertifika	certidão	N;NOM;SG;3	N;FEM;PL
sertifika	certificado	sertifika	certificar	N;NOM;SG;3	V;MASC;SG;V.PTCP
dinar	dinares	dinar	dinar		N;MASC;PL
dinar	dinar	dinar	dinar		N;MASC;SG
kirli	sacanagem	kirli	sacanagem		N;FEM;SG
kirli	suja	kirli	sujo		N;FEM;SG
kirli	dirty	kirli	dirty		N;MASC;SG
kirli	sujo	kirli	sujo		ADJ;MASC;SG
kirli	impuro	kirli	impuro		ADJ;MASC;SG
kirli	impuros	kirli	impuro		N;MASC;PL
mir	mir	mir	mir		N;MASC;SG
deutsche	deutsche	deutsche	deutsche	PROPN;NOM;SG;3	N;MASC;SG
foton	fótons	foton	fótom		N;MASC;PL
foton	fotão	foton	fotão		N;MASC;SG
objektif	lente	objektif	lente		N;FEM;SG
objektif	lentes	objektif	lente		N;FEM;PL
objektif	objectivo	objektif	objectivo		N;MASC;SG
objektif	objetivo	objektif	objetivo		N;MASC;SG
tanzanya	tanzânia	tanzan	tanzânia	PROPN;NOM;SG;3	N;FEM;SG
zaragoza	saragoça	zaragoz	saragoça	PROPN;NOM;SG;3	N;MASC;SG
korur	protege	koru	proteger	V;IPFV;IND;SG;3;POS	V;IND;SG;3;PRS;FIN
troll	troll	troll	troll		N;MASC;SG
troll	trolls	troll	troll		N;MASC;PL
troll	trolls	troll	troll		N;MASC;PL
aç	abre	aç	abrir		V;IND;SG;3;PRS;FIN
aç	aberto	aç	abrir		V;MASC;SG;V.PTCP
aç	abra	aç	abrir		V;SBJV;SG;3;PRS;FIN
aç	abrir	aç	abrir		V;NFIN
aç	aberta	aç	abrir		V;FEM;SG;V.PTCP
aç	open	aç	open		N;MASC;SG
aç	faminto	aç	faminto		ADJ;MASC;SG
aç	faminta	aç	faminta		ADJ;FEM;SG
aç	famintos	aç	faminto		N;MASC;PL
aç	fome	aç	fome		N;FEM;SG
tiberius	tibério	tiberius	tibério		N;MASC;SG
meriç	evros	meriç	evro		N;MASC;PL
incir	figos	incir	figo		N;MASC;PL
incir	figo	incir	figo		N;MASC;SG
incir	fig	incir	fig		N;MASC;SG
delhi	deli	delhi	deli	PROPN;NOM;SG;3	N;MASC;SG
delhi	delhi	delhi	delhi	PROPN;NOM;SG;3	N;MASC;SG
dana	dana	dan	dana		N;FEM;SG
hiçbiri	nenhum	hiçbiri	nenhum	PRO;NOM;SG;3	DET;MASC;SG
hiçbiri	nenhuma	hiçbiri	nenhum	PRO;NOM;SG;3	DET;FEM;SG
bağırsak	intestinos	bağır	intestino	V;PFV;PL;1;POS;PRS	N;MASC;PL
bağırsak	intestino	bağır	intestino	V;PFV;PL;1;POS;PRS	N;MASC;SG
bağırsak	intestinos	bağır	intestino	V;PFV;PL;1;POS;PRS	N;MASC;PL
bağırsak	intestinal	bağır	intestinal	V;PFV;PL;1;POS;PRS	N;MASC;SG
bağırsak	intestino	bağır	intestino	V;PFV;PL;1;POS;PRS	N;MASC;SG
bağırsak	cólon	bağır	cólon	V;PFV;PL;1;POS;PRS	N;MASC;SG
bağırsak	entranhas	bağır	entranha	V;PFV;PL;1;POS;PRS	N;FEM;PL
bağırsak	intestinos	bağır	intestino	V;PFV;PL;1;POS;PRS	N;MASC;PL
bağırsak	intestinal	bağır	intestinal	V;PFV;PL;1;POS;PRS	N;MASC;SG
bağırsak	intestinais	bağır	intestinal	V;PFV;PL;1;POS;PRS	N;MASC;PL
bağırsak	intestinos	bağır	intestino	V;PFV;PL;1;POS;PRS	N;MASC;PL
bağırsak	intestino	bağır	intestino	V;PFV;PL;1;POS;PRS	N;MASC;SG
kalacak	estadias	kal	estadia	V;PFV;IND;SG;3;POS;FUT	N;FEM;PL
jeoloji	geológico	jeoloji	geológico		ADJ;MASC;SG
jeoloji	geológica	jeoloji	geológico		ADJ;FEM;SG
jeoloji	geológicas	jeoloji	geológico		N;FEM;PL
jeoloji	geologia	jeoloji	geologia		N;FEM;SG
dem	dem	de	dem		N;MASC;SG
bilhassa	particularmente	bilhassa	particularmente		ADV
bilhassa	especialmente	bilhassa	especialmente		ADV
gençleri	adolescentes	genç	adolescente	ADJ;ACC;PL;3	N;MASC;PL
rom	rom	rom	rom		N;FEM;SG
rom	cachaça	rom	cachaça		N;FEM;SG
rom	rum	rom	rum		N;MASC;SG
sofia	sofia	sofia	sofiar		N;FEM;SG
sofia	sófia	sofia	sófia		N;MASC;SG
grey	cinzenta	grey	cinzento		ADJ;FEM;SG
grey	cinzento	grey	cinzento		ADJ;MASC;SG
grey	cinza	grey	cinza		N;FEM;SG
grey	grey	grey	grey		N;MASC;SG
grey	cinzentos	grey	cinzento		N;MASC;PL
köşk	mansão	köşk	mansão		N;FEM;SG
devasa	enormes	devasa	enorme		ADJ;MASC;PL
devasa	enorme	devasa	enorme		ADJ;MASC;SG
devasa	gigantesca	devasa	gigantesco		ADJ;FEM;SG
devasa	gigantescas	devasa	gigantesco		N;FEM;PL
devasa	gigantesco	devasa	gigantesco		ADJ;MASC;SG
devasa	enorme	devasa	enorme		ADJ;MASC;SG
devasa	maciço	devasa	maciço		N;MASC;SG
devasa	massivo	devasa	massivo		ADJ;MASC;SG
devasa	maciça	devasa	maciço		N;FEM;SG
devasa	massive	devasa	massive		N;MASC;SG
devasa	enormes	devasa	enorme		ADJ;MASC;PL
devasa	enorme	devasa	enorme		ADJ;MASC;SG
ghost	ghost	ghost	ghost		N;MASC;SG
ghost	fantasmas	ghost	fantasma		N;MASC;PL
ghost	fantasma	ghost	fantasma		N;MASC;SG
dre	dre	dre	dre		N;MASC;SG
düşüş	diminuição	düşüş	diminuição		N;FEM;SG
düşüş	diminuir	düşüş	diminuir		V;NFIN
düşüş	recusar	düşüş	recusar		V;NFIN
düşüş	declínio	düşüş	declínio		N;MASC;SG
düşüş	fall	düşüş	fall		N;MASC;SG
düşüş	outono	düşüş	outono		N;MASC;SG
düşüş	queda	düşüş	queda		N;FEM;SG
vekil	regente	vekil	regente		N;MASC;SG
vekil	procuração	vekil	procuração		N;FEM;SG
vekil	proxy	vekil	proxy		N;MASC;SG
vekil	delegada	vekil	delegada		N;FEM;SG
vekil	adjunto	vekil	adjunto		N;MASC;SG
vekil	deputado	vekil	deputado		N;MASC;SG
vekil	delegado	vekil	delegado		N;MASC;SG
kalsiyum	cálcio	kalsiyum	cálcio		N;MASC;SG
rocky	rochoso	rocky	rochoso		N;MASC;SG
rocky	rocky	rocky	rocky		N;MASC;SG
ideoloji	ideologia	ideoloji	ideologia		N;FEM;SG
koy	coloca	koy	colocar	V;PFV;IMP;SG;2;POS;PRS	V;IND;SG;3;PRS;FIN
koy	coloque	koy	coloque	V;PFV;IMP;SG;2;POS;PRS	V;SBJV;SG;3;PRS;FIN
plaka	pratos	plaka	prato		N;MASC;PL
plaka	placas	plaka	placa		N;FEM;PL
plaka	chapas	plaka	chapa		N;FEM;PL
plaka	placa	plaka	placa		N;FEM;SG
plaka	prato	plaka	prato		N;MASC;SG
plaka	chapa	plaka	chapa		N;FEM;SG
vista	vista	vista	vista		N;FEM;SG
saltanatı	reinar	saltanat	reinar	N;NOM;SG;3	V;NFIN
levi	levi	levi	levir		N;MASC;SG
alışık	acostumado	alışık	acostumado	ADJ	V;MASC;SG;V.PTCP
alışık	acostumados	alışık	acostumado	ADJ	V;MASC;PL;V.PTCP
muhsin	muhsin	muhi	muhsin		N;MASC;SG
metropolitan	metropolitanas	metropolitan	metropolitano		N;FEM;PL
metropolitan	metropolitana	metropolitan	metropolitana		N;FEM;SG
metropolitan	metropolitano	metropolitan	metropolitano		N;MASC;SG
metropolitan	metropolitan	metropolitan	metropolitan		N;MASC;SG
kapıları	gates	kapı	gater	N;ACC;PL;3	N;MASC;SG
slogan	mote	slogan	mote		N;MASC;SG
slogan	lema	slogan	lema		N;MASC;SG
slogan	slogan	slogan	slogan		N;MASC;SG
hero	herói	hero	herói		N;MASC;SG
hero	heroi	hero	heroi		N;MASC;SG
hero	hero	hero	hero		N;MASC;SG
rex	rex	rex	rex		N;MASC;SG
mrs	sra	mrs	sra		N;FEM;SG
şahit	testemunhas	şahit	testemunha		N;FEM;PL
şahit	testemunhou	şahit	testemunhar		V;IND;SG;3;PST;FIN
şahit	testemunhado	şahit	testemunhar		V;MASC;SG;V.PTCP
şahit	testemunha	şahit	testemunha		N;FEM;SG
şahit	testemunhar	şahit	testemunhar		V;NFIN
vfl	vfl	vfl	vfl		N;MASC;SG
tez	dissertação	tez	dissertação		N;FEM;SG
tez	tese	tez	tese		N;FEM;SG
tez	teses	tez	tese		N;FEM;PL
mevki	posição	mevki	posição		N;FEM;SG
lil	lil	lil	lil		N;MASC;SG
lionel	lionel	lionel	lionel		N;MASC;SG
mısırlı	egípcio	mısırlı	egípcio		N;MASC;SG
mısırlı	egípcia	mısırlı	egípcio		N;FEM;SG
mısırlı	egípcios	mısırlı	egípcio		N;MASC;PL
homo	homo	homo	homo		N;MASC;SG
kullanışlı	convenientes	kullanışlı	conveniente		ADJ;MASC;PL
kullanışlı	conveniente	kullanışlı	conveniente		ADJ;MASC;SG
kullanışlı	utilidade	kullanışlı	utilidade		N;FEM;SG
kullanışlı	útil	kullanışlı	útil		ADJ;MASC;SG
kullanışlı	úteis	kullanışlı	útil		N;MASC;PL
kullanışlı	útil	kullanışlı	útil		ADJ;MASC;SG
drake	drake	drake	drake		N;MASC;SG
keşfedildi	descobriram	keşfet	descobrir	V;PFV;IND;SG;3;POS;PST;PASS	V;IND;PL;3;FIN
keşfedildi	descoberta	keşfet	descoberta	V;PFV;IND;SG;3;POS;PST;PASS	N;FEM;SG
keşfedildi	descobertos	keşfet	descobrir	V;PFV;IND;SG;3;POS;PST;PASS	V;MASC;PL;V.PTCP
pul	selo	pul	selo		N;MASC;SG
pul	carimbo	pul	carimbo		N;MASC;SG
pul	carimbos	pul	carimbo		N;MASC;PL
pul	selos	pul	selo		N;MASC;PL
pul	escamas	pul	escama		N;FEM;PL
pul	balança	pul	balança		N;FEM;SG
pul	escalas	pul	escala		N;FEM;PL
pul	balanças	pul	balança		N;FEM;PL
gözlemevi	observatório	gözlemevi	observatório		N;MASC;SG
panathinaikos	panathinaikos	panathinaikos	panathinaiko	PROPN;NOM;SG;3	N;MASC;SG
earl	earl	earl	earl		N;MASC;SG
earl	conde	earl	conde		N;MASC;SG
pazartesi	segundas	pazartesi	segundo		N;FEM;PL
pazartesi	segunda	pazartesi	segundo		ADJ;FEM;SG
hamlet	hamlet	hamlet	hamlet		N;MASC;SG
reed	palheta	reed	palheta		N;FEM;SG
reed	reed	reed	reed		N;MASC;SG
reed	cana	reed	cana		N;FEM;SG
muammer	muammar	muammer	muammar		N;MASC;SG
trick	truque	trick	truque		N;MASC;SG
trick	trick	trick	trick		N;MASC;SG
eintracht	eintracht	eintracht	eintracht	PROPN;NOM;SG;3	N;MASC;SG
dante	dante	dant	dante		N;MASC;SG
spesifik	específicas	spesifik	específico		ADJ;FEM;PL
spesifik	específicos	spesifik	específico		ADJ;MASC;PL
spesifik	específica	spesifik	específico		ADJ;FEM;SG
spesifik	especifico	spesifik	especifico		N;MASC;SG
spesifik	específico	spesifik	específico		ADJ;MASC;SG
bilinç	consciência	bilinç	consciência		N;FEM;SG
ideolojik	ideológico	ideolojik	ideológico		ADJ;MASC;SG
ideolojik	ideológicos	ideolojik	ideológico		ADJ;MASC;PL
ideolojik	ideológica	ideolojik	ideológico		ADJ;FEM;SG
etli	carnuda	etli	carnuda		N;FEM;SG
sms	sms	sms	sm		N;MASC;SG
hendek	valeta	hendek	valeta		N;FEM;SG
hendek	vala	hendek	valar		N;FEM;SG
hendek	fossa	hendek	fossar		N;FEM;SG
hendek	trincheira	hendek	trincheiro		N;FEM;SG
hendek	fosso	hendek	fosso		N;MASC;SG
eğri	eger	eğri	eger		N;MASC;SG
eğri	torto	eğri	torto		N;MASC;SG
eğri	curva	eğri	curvo		N;FEM;SG
odun	lenha	odun	lenha		N;FEM;SG
odun	madeiras	odun	madeira		N;FEM;PL
odun	madeira	odun	madeira		N;FEM;SG
içten	sincero	içten	sincero		ADJ;MASC;SG
içten	sinceras	içten	sincera		ADJ;FEM;PL
içten	sinceros	içten	sincero		ADJ;MASC;PL
içten	sincera	içten	sincer		ADJ;FEM;SG
rahatsızlık	distúrbios	rahatsızlık	distúrbio	N;NOM;SG;3	N;MASC;PL
rahatsızlık	perturbações	rahatsızlık	perturbação	N;NOM;SG;3	N;FEM;PL
bira	beer	bira	beer		N;MASC;SG
bira	cerveja	bira	cerveja		N;FEM;SG
bira	cervejas	bira	cerveja		N;FEM;PL
bira	ale	bira	ale		N;MASC;SG
bira	cerveja	bira	cerveja		N;FEM;SG
bira	cervejas	bira	cerveja		N;FEM;PL
yang	yang	yang	yang		N;MASC;SG
yurtdışı	internacional	yurtdışı	internacional		ADJ;MASC;SG
yurtdışı	international	yurtdışı	international		N;MASC;SG
yurtdışı	internacionais	yurtdışı	internacional		ADJ;MASC;PL
yurtdışı	ultramarinos	yurtdışı	ultramarino		N;MASC;PL
yurtdışı	ultramar	yurtdışı	ultramar		N;MASC;SG
denetleme	auditoria	denetle	auditoria	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;FEM;SG
denetleme	auditorias	denetle	auditoria	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;FEM;PL
denetleme	inspeções	denetle	inspeção	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;FEM;PL
denetleme	inspeção	denetle	inspeção	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;FEM;SG
denetleme	inspecção	denetle	inspecção	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;FEM;SG
denetleme	inspecções	denetle	inspecção	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;FEM;PL
timberlake	timberlake	timberlake	timberlake		N;MASC;SG
basında	pressione	bas	pressionar	N;ESS;SG;3	V;SBJV;SG;3;PRS;FIN
basında	media	bas	media	N;ESS;SG;3	N;MASC;PL
shaw	shaw	shaw	shaw		N;MASC;SG
işlev	função	işlev	função		N;FEM;SG
işlev	funções	işlev	função		N;FEM;PL
mikro	micro	mikro	micro		N;MASC;SG
armut	pêra	armut	pêra		N;FEM;SG
armut	pera	armut	pera		N;FEM;SG
armut	pêras	armut	pêra		N;FEM;PL
armut	peras	armut	pera		N;FEM;PL
hopkins	hopkins	hopkins	hopkins		N;MASC;SG
sonlu	finitos	sonlu	finito		N;MASC;PL
sonlu	finito	sonlu	finito		N;MASC;SG
sonlu	finita	sonlu	finita		ADJ;FEM;SG
mekân	local	mekân	local		N;MASC;SG
atlantic	atlântica	atlantic	atlântico	PROPN;NOM;SG;3	N;FEM;SG
atlantic	atlântico	atlantic	atlântico	PROPN;NOM;SG;3	N;MASC;SG
evlat	garoto	evlat	garoto		N;MASC;SG
evlat	boy	evlat	boy		N;MASC;SG
evlat	moço	evlat	moço		N;MASC;SG
evlat	rapaz	evlat	rapaz		N;MASC;SG
evlat	menino	evlat	menino		N;MASC;SG
evlat	son	evlat	son		N;MASC;SG
evlat	filho	evlat	filho		N;MASC;SG
string	string	string	string		N;FEM;SG
gündelik	informal	gündelik	informal		ADJ;MASC;SG
gündelik	casual	gündelik	casual		ADJ;MASC;SG
gündelik	casuais	gündelik	casual		N;MASC;PL
çaldı	roubaram	çal	roubar	V;PFV;IND;SG;3;POS;PST	V;IND;PL;3;FIN
üretir	gera	üretir	gerar	V;IPFV;IND;SG;3;POS;CAUS	V;IND;SG;3;PRS;FIN
üretir	produz	üretir	produzir	V;IPFV;IND;SG;3;POS;CAUS	V;IND;SG;3;PRS;FIN
kızılderilileri	indianos	kızılderili	indiano	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;MASC;PL
kızılderilileri	índios	kızılderili	índio	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;MASC;PL
mar	mar	mar	mar		N;MASC;SG
çevik	ágeis	çevik	ágil		ADJ;MASC;PL
çevik	ágil	çevik	ágil		ADJ;MASC;SG
çevik	ágeis	çevik	ágil		ADJ;MASC;PL
çevik	ágil	çevik	ágil		ADJ;MASC;SG
basılmış	cunhadas	basıl	cunhar	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	N;FEM;PL
basılmış	impressos	basıl	imprimir	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	N;MASC;PL
bach	bach	bach	bach		N;MASC;SG
mitolojik	mitológico	mitolojik	mitológico		ADJ;MASC;SG
orantılı	proporcional	orantılı	proporcional		ADJ;MASC;SG
orantılı	proporcionais	orantılı	proporcional		ADJ;MASC;PL
gurur	pride	gurur	pride		N;MASC;SG
gurur	orgulho	gurur	orgulho		N;MASC;SG
gurur	orgulhoso	gurur	orgulhoso		ADJ;MASC;SG
gurur	orgulhosos	gurur	orgulhoso		ADJ;MASC;PL
gurur	orgulho	gurur	orgulho		N;MASC;SG
gurur	orgulhosa	gurur	orgulhoso		ADJ;FEM;SG
edmund	edmundo	ed	edmundo		N;MASC;SG
edmund	edmund	ed	edmund		N;MASC;SG
humus	húmus	humus	húmu		N;MASC;SG
andronikos	andrônico	andronikos	andrônico		N;MASC;SG
restorasyon	restaurações	restorasyon	restauração	N;NOM;SG;3	N;FEM;PL
ziyareti	visitando	ziyaret	visitar	N;ACC;SG;3	V;V.MSDR
sergio	sergio	sergio	sergio		N;MASC;SG
sergio	sérgio	sergio	sérgio		N;MASC;SG
delil	prova	delil	prova		N;FEM;SG
delil	provas	delil	prova		N;FEM;PL
delil	evidências	delil	evidência		N;FEM;PL
delil	evidência	delil	evidência		N;FEM;SG
delil	prova	delil	prova		N;FEM;SG
delil	provas	delil	prova		N;FEM;PL
kurtarır	resgata	kurtar	resgatar	V;IPFV;IND;SG;3;POS	V;IND;SG;3;PRS;FIN
kurtarır	resgates	kurtar	resgate	V;IPFV;IND;SG;3;POS	N;MASC;PL
izole	isolados	izole	isolar		V;MASC;PL;V.PTCP
izole	isolado	izole	isolar		V;MASC;SG;V.PTCP
izole	isolamento	izole	isolamento		N;MASC;SG
izole	isolar	izole	isolar		V;NFIN
izole	isolada	izole	isolar		V;FEM;SG;V.PTCP
izole	isolados	izole	isolar		V;MASC;PL;V.PTCP
izole	isoladas	izole	isolar		V;FEM;PL;V.PTCP
izole	isolado	izole	isolar		V;MASC;SG;V.PTCP
senatör	senador	senatör	senador		N;MASC;SG
senatör	senadora	senatör	senadora		N;FEM;SG
tiger	tiger	tiger	tiger		N;MASC;SG
tiger	tigresa	tiger	tigresa		N;FEM;SG
tiger	tigres	tiger	tigre		N;MASC;PL
tiger	tigre	tiger	tigre		N;MASC;SG
turbo	turbo	turbo	turbo		N;MASC;SG
turbo	turbos	turbo	turbo		N;MASC;PL
olgun	vencimento	olgun	vencimento		N;MASC;SG
olgun	maturidade	olgun	maturidade		N;FEM;SG
olgun	madura	olgun	madura		ADJ;FEM;SG
olgun	maduro	olgun	maduro		ADJ;MASC;SG
olgun	maduros	olgun	maduro		ADJ;MASC;PL
olgun	maduros	olgun	maduro		ADJ;MASC;PL
olgun	maduro	olgun	maduro		ADJ;MASC;SG
olgun	madura	olgun	madura		ADJ;FEM;SG
topal	gimp	topal	gimp		N;MASC;SG
topal	aleijado	topal	aleijar		V;MASC;SG;V.PTCP
topal	coxo	topal	coxo		N;MASC;SG
topal	manco	topal	manco		ADJ;MASC;SG
suzuki	suzuki	suzuki	suzuki		N;MASC;SG
toplandı	coletados	topla	coletar	V;PFV;IND;SG;3;POS;PST;PASS	V;MASC;PL;V.PTCP
toplandı	recolhidos	topla	recolher	V;PFV;IND;SG;3;POS;PST;PASS	V;MASC;PL;V.PTCP
toplandı	montadas	topla	montar	V;PFV;IND;SG;3;POS;PST;PASS	V;FEM;PL;V.PTCP
toplandı	montados	topla	montar	V;PFV;IND;SG;3;POS;PST;PASS	V;MASC;PL;V.PTCP
fischer	fischer	fischer	fischer	PROPN;NOM;SG;3	N;MASC;SG
ayrık	discretas	ayrık	discreto		ADJ;FEM;PL
ayrık	discreto	ayrık	discreto		ADJ;MASC;SG
ayrık	discreta	ayrık	discreto		ADJ;FEM;SG
ayrık	discretos	ayrık	discreto		ADJ;MASC;PL
honduras	honduras	honduras	hondura	PROPN;NOM;SG;3	N;FEM;SG
cesaret	entranhas	cesaret	entranha		N;FEM;PL
cesaret	tripas	cesaret	tripa		N;FEM;PL
cesaret	coragem	cesaret	coragem		N;FEM;SG
cesaret	ousar	cesaret	ousar		V;NFIN
cesaret	coragem	cesaret	coragem		N;FEM;SG
cesaret	valentia	cesaret	valentia		N;FEM;SG
cesaret	bravura	cesaret	bravura		N;FEM;SG
bristol	bristol	bristol	bristol	PROPN;NOM;SG;3	N;MASC;SG
giles	giles	gil	gile		N;MASC;SG
endişe	ansiedade	endiş	ansiedade		N;FEM;SG
endişe	preocupada	endiş	preocupado		ADJ;FEM;SG
endişe	preocupados	endiş	preocupado		ADJ;MASC;PL
endişe	preocupado	endiş	preocupado		ADJ;MASC;SG
endişe	preocupada	endiş	preocupado		ADJ;FEM;SG
endişe	preocupados	endiş	preocupado		ADJ;MASC;PL
endişe	preocupado	endiş	preocupado		ADJ;MASC;SG
endişe	preocupações	endiş	preocupação		N;FEM;PL
endişe	inquietações	endiş	inquietação		N;FEM;PL
endişe	preocupe	endiş	preocupe		V;SBJV;SG;3;PRS;FIN
endişe	preocupação	endiş	preocupação		N;FEM;SG
schmidt	schmidt	schmidt	schmidt		PROPN;MASC;SG
sánchez	sánchez	sánchez	sánchez	PROPN;NOM;SG;3	N;MASC;SG
çoğul	plural	çoğul	plural		N;MASC;SG
vicente	vicente	vicen	vicente	PROPN;NOM;SG;3	N;MASC;SG
öğle	almoçar	öğle	almoçar		V;NFIN
öğle	almoço	öğle	almoço		N;MASC;SG
pistons	pistons	pistons	pistom		N;MASC;PL
pen	pen	pen	pen		N;MASC;SG
pen	caneta	pen	caneta		N;FEM;SG
pen	canetas	pen	caneta		N;FEM;PL
durur	paradas	dur	parada	V;IPFV;IND;SG;3;POS	N;FEM;PL
durur	paragens	dur	paragem	V;IPFV;IND;SG;3;POS	N;FEM;PL
storm	tempestade	stor	tempestade		N;FEM;SG
storm	storm	stor	storm		N;MASC;SG
oyuncak	brinquedos	oyuncak	brinquedo	N;NOM;SG;3	N;MASC;PL
kaş	sobrancelhas	kaş	sobrancelha		N;FEM;PL
kaş	kas	kaş	kas		N;MASC;SG
kaş	músculos	kaş	músculo		N;MASC;PL
kaş	músculo	kaş	músculo		N;MASC;SG
kaş	muscular	kaş	muscular		N;MASC;SG
kaş	sobrancelhas	kaş	sobrancelha		N;FEM;PL
kaş	sobrancelha	kaş	sobrancelha		N;FEM;SG
gabler	gabler	gab	gabler		N;FEM;SG
herodot	heródoto	herodot	heródoto		N;MASC;SG
köfte	almôndegas	köft	almôndega	N;NOM;SG;3	N;FEM;PL
köfte	almôndegas	köft	almôndega	N;NOM;SG;3	N;FEM;PL
salzburg	salzburgo	salzburg	salzburgo	PROPN;NOM;SG;3	N;MASC;SG
leicester	leicester	leicester	leicester	PROPN;NOM;SG;3	N;MASC;SG
ward	ward	ward	ward		N;MASC;SG
taşkent	tashkent	taşkent	tashkent	PROPN;NOM;SG;3	N;MASC;SG
won	venceu	won	vencer		V;IND;SG;3;PST;FIN
won	won	won	won		N;MASC;SG
won	ganhou	won	ganhar		V;IND;SG;3;PST;FIN
won	ganhado	won	ganhar		V;MASC;SG;V.PTCP
nepal	nepal	nepal	nepal	PROPN;NOM;SG;3	N;MASC;SG
nepal	nepalês	nepal	nepalês	PROPN;NOM;SG;3	N;MASC;SG
mezhep	cult	mezhep	cult		N;MASC;SG
mezhep	cultos	mezhep	culto		N;MASC;PL
mezhep	seita	mezhep	ser		N;FEM;SG
mezhep	culto	mezhep	culto		N;MASC;SG
sao	sao	sao	sao	PROPN;NOM;SG;3	V;IND;PL;3;PRS;FIN
parantez	parênteses	parantez	parêntese		N;MASC;PL
parantez	suportes	parantez	suporte		N;MASC;PL
parantez	parêntesis	parantez	parêntesl		N;MASC;PL
şerit	lane	şerit	lane		N;MASC;SG
şerit	stripe	şerit	stripe		N;MASC;SG
şerit	risca	şerit	risca		N;FEM;SG
şerit	fita	şerit	fita		N;FEM;SG
şerit	fitas	şerit	fita		N;FEM;PL
şerit	despir	şerit	despir		V;NFIN
şerit	strip	şerit	strip		N;MASC;SG
zevk	prazer	zevk	prazer		N;MASC;SG
zevk	curtição	zevk	curtição		N;FEM;SG
bird	ave	bird	ave		N;FEM;SG
bird	bird	bird	bird		N;MASC;SG
bird	passarinho	bird	passarinho		N;MASC;SG
bird	pássaro	bird	pássaro		N;MASC;SG
bird	aves	bird	ave		N;FEM;PL
atıp	desabafo	at	desabafo	V;PFV;IND;POS;PRS;V.CVB	N;MASC;SG
açılışı	abrindo	açılış	abrir	N;NOM;SG;3	V;V.MSDR
fra	fra	fra	fra		N;MASC;SG
waters	águas	waters	água		N;FEM;PL
waters	aguas	waters	agua		N;FEM;PL
jeremy	jeremy	jeremy	jeremy		N;MASC;SG
atın	gesso	at	gesso		N;MASC;SG
atın	elenco	at	elenco		N;MASC;SG
atın	atira	at	atirar		V;IND;SG;3;PRS;FIN
kopyası	copiar	kopya	copiar		V;NFIN
kopyası	cópia	kopya	cópia		N;FEM;SG
kopyası	copie	kopya	copie		V;SBJV;SG;3;PRS;FIN
