til	for	til	for	ADV	ADP
spiller	skuespill	spille	skuespill	V;IND;PRS;FIN;ACT	N;INDF;NEUT;SG
spiller	spiler	spille	spile	V;IND;PRS;FIN;ACT	N;INDF;FEM;PL
kommer	kommer	komme	kommer	V;IND;PRS;FIN;ACT	
kommer	coming	komme	coming	V;IND;PRS;FIN;ACT	N
især	især	især	især	ADV	N;INDF;NEUT;SG
især	spesielt	især	spesiell	ADV	ADJ;INDF;NEUT;SG
især	spesiellt	især	spesiell	ADV	ADJ;INDF;NEUT;SG
især	særlig	især	særlig	ADV	ADJ;INDF;NEUT;SG
især	især	især	især	ADV	N;INDF;NEUT;SG
især	spesielt	især	spesiell	ADV	ADJ;INDF;NEUT;SG
især	spesiellt	især	spesiell	ADV	ADJ;INDF;NEUT;SG
især	særlig	især	særlig	ADV	ADJ;INDF;NEUT;SG
kampe	fyrstikkene	kamp	fyrstikke	N;INDF;MASC+FEM;PL	N;DEF;FEM;PL
kampe	fyrstikker	kamp	fyrstikker	N;INDF;MASC+FEM;PL	N;INDF;MASC;SG
kampe	treff	kamp	treff	N;INDF;MASC+FEM;PL	N;INDF;NEUT;SG
kampe	slåss	kamp	slåss	N;INDF;MASC+FEM;PL	N;INDF;MASC;SG
kampe	slåssing	kamp	slåssing	N;INDF;MASC+FEM;PL	N;INDF;FEM;SG
kampe	fighting	kamp	fighting	N;INDF;MASC+FEM;PL	N;INDF;MASC;SG
kampe	kjempende	kamp	kjempende	N;INDF;MASC+FEM;PL	ADJ;INDF;NEUT;SG
kampe	spill	kamp	spill	N;INDF;MASC+FEM;PL	N;INDF;NEUT;SG
kampe	spel	kamp	spel	N;INDF;MASC+FEM;PL	N;INDF;NEUT;SG
kampe	games	kamp	game	N;INDF;MASC+FEM;PL	N;INDF;MASC;SG
kampe	slagene	kamp	slag	N;INDF;MASC+FEM;PL	N;DEF;FEM;PL
går	walking	gå	walking	V;IND;PRS;FIN;ACT	N;INDF;FEM;SG
går	vandrende	gå	vandrende	V;IND;PRS;FIN;ACT	N;INDF;FEM;SG
går	vandring	gå	vandring	V;IND;PRS;FIN;ACT	N;INDF;FEM;SG
går	going	gå	going	V;IND;PRS;FIN;ACT	N;INDF;MASC;SG
går	ryker	gå	ryke	V;IND;PRS;FIN;ACT	N;INDF;MASC;SG
går	goes	gå	goes	V;IND;PRS;FIN;ACT	N
fordi	because	fordi	because	CONJ	N;INDF;SG
syd	syden	syd	syde	N;INDF	N;DEF;MASC;SG
syd	sør	syd	sør	N;INDF	ADP
syd	south	syd	south	N;INDF	PROPN
skrevet	skriftlige	skrive	skriftlig	V;INDF;SG;PST;V.PTCP	ADJ;PL
skrevet	skrevet	skrive	skrev	V;INDF;SG;PST;V.PTCP	N;DEF;NEUT;SG
sverige	sweden	sverig	swede	ADJ;PL	N;DEF;MASC;SG
sverige	sverige	sverig	sverige	ADJ;PL	N;INDF;NEUT;SG
frankrig	frankrike	frankrig	frankrike		N;INDF;NEUT;SG
frankrig	france	frankrig	france		N
ned	down	ned	down	ADV	N;INDF;SG
ned	ned	ned	ned	ADV	ADP
ned	nedover	ned	nedover	ADV	ADP
ned	nede	ned	nede	ADV	ADP
ned	ned	ned	ned	ADV	ADP
form	formen	form	form	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
form	skjemaet	form	skjema	N;INDF;MASC+FEM;SG	N;DEF;NEUT;SG
gjorde	did	gøre	did	V;IND;PST;FIN;ACT	
nogen	anyone	nogen	anyon	PRO;MASC+FEM;SG	N;INDF;SG
nogen	noen	nogen	noen	PRO;MASC+FEM;SG	
nogen	nokon	nogen	nokon	PRO;MASC+FEM;SG	PRO;MASC;PL;3
nogen	noen	nogen	noen	PRO;MASC+FEM;SG	
godt	flinke	godt	flink	ADV	ADJ;PL
godt	flink	godt	flink	ADV	ADJ;INDF;SG
godt	godt	godt	god	ADV	ADJ;INDF;NEUT;SG
godt	dyktig	godt	dyktig	ADV	ADJ;INDF;SG
godt	god	godt	god	ADV	ADJ;INDF;SG
godt	bra	godt	bra	ADV	ADJ;INDF;NEUT;SG
arbejde	arbeide	arbejde	arbeide	N;INDF;NEUT;SG	V;NFIN
arbejde	jobbe	arbejde	jobbe	N;INDF;NEUT;SG	V;NFIN
arbejde	jobber	arbejde	jobbe	N;INDF;NEUT;SG	N;INDF;FEM;PL
arbejde	arbeider	arbejde	arbeide	N;INDF;NEUT;SG	V;IND;PRS;FIN
arbejde	jobber	arbejde	jobbe	N;INDF;NEUT;SG	N;INDF;FEM;PL
land	landet	land	land	N;INDF;NEUT;SG	N;DEF;NEUT;SG
begge	både	begge	både	PRO;PL	CONJ
begge	begge	begge	begge	PRO;PL	PRO;PL;3
norge	norge	norge	norge	PROPN	PROPN
norge	norway	norge	norway	PROPN	N;INDF;NEUT;SG
europa	europe	europa	europe	PROPN	N;INDF;MASC;SG
europa	europa	europa	europa	PROPN	N;DEF;NEUT;SG
europa	europa	europa	europa	PROPN	N;DEF;NEUT;SG
england	england	england	england	PROPN	N;INDF;NEUT;SG
player	spiller	play	spille	N;INDF;MASC+FEM;PL	V;IND;PRS;FIN
landet	fedreland	land	fedreland	N;DEF;NEUT;SG	N;INDF;NEUT;SG
landet	land	land	land	N;DEF;NEUT;SG	N;INDF;NEUT;SG
landet	country	land	country	N;DEF;NEUT;SG	N;INDF
børn	kids	barn	kids	N;INDF;NEUT;PL	N;INDF;MASC;SG
børn	kidsa	barn	kidse	N;INDF;NEUT;PL	N;INDF;MASC;SG
børn	unger	barn	unger	N;INDF;NEUT;PL	N;INDF;MASC;SG
lidt	litt	lidt	litt	ADV	ADJ;INDF;NEUT;SG
verden	verdens	verden	verd	N;INDF;MASC+FEM;SG	N;GEN;DEF;MASC;SG
verden	verden	verden	verden	N;INDF;MASC+FEM;SG	
lang	lange	lang	lang	ADJ;INDF;MASC+FEM;SG	ADJ;PL
lang	lengter	lang	lengt	ADJ;INDF;MASC+FEM;SG	N;INDF;MASC;SG
lang	long	lang	long	ADJ;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
plads	sete	plads	sitje	N;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG;V.PTCP
plads	sted	plads	stå	N;INDF;MASC+FEM;SG	
plads	verdensrommet	plads	verdensrom	N;INDF;MASC+FEM;SG	N;DEF;NEUT;SG
får	sauer	få	sau	V;IND;PRS;FIN;ACT	N;INDF;MASC;PL
får	sau	få	sau	V;IND;PRS;FIN;ACT	N;INDF;MASC;SG
får	getting	få	getting	V;IND;PRS;FIN;ACT	N;INDF;FEM;SG
samtidig	samtidige	samtidig	samtidig	ADV	ADJ;PL
samtidig	samtidig	samtidig	samtidig	ADV	ADJ;INDF;NEUT;SG
stort	large	stor	larg	ADJ;INDF;NEUT;SG	N
stort	big	stor	big	ADJ;INDF;NEUT;SG	N;INDF;SG
stort	store	stor	stor	ADJ;INDF;NEUT;SG	ADJ;PL
indeholder	inneholder	indeholde	inneholde	V;IND;PRS;FIN;ACT	
indeholder	innholder	indeholde	innholde	V;IND;PRS;FIN;ACT	N;INDF;FEM;PL
indeholder	inneholde	indeholde	inneholde	V;IND;PRS;FIN;ACT	N;INDF;MASC;SG
set	sett	se	setje	V;INDF;SG;PST;V.PTCP	ADJ;INDF;NEUT;SG;V.PTCP
set	observert	se	observere	V;INDF;SG;PST;V.PTCP	ADJ;INDF;SG;V.PTCP
set	sett	se	setje	V;INDF;SG;PST;V.PTCP	ADJ;INDF;NEUT;SG;V.PTCP
set	sett	se	setje	V;INDF;SG;PST;V.PTCP	ADJ;INDF;NEUT;SG;V.PTCP
london	london	london	london	PROPN	N;INDF;MASC;SG
endnu	ennu	endnu	ennu	ADV	N;INDF;MASC;SG
kendte	kjente	kende	kjent	V;IND;PST;FIN;ACT	ADJ;PL
kendte	kjent	kende	kjent	V;IND;PST;FIN;ACT	ADJ;INDF;NEUT;SG
kendte	kjente	kende	kjent	V;IND;PST;FIN;ACT	ADJ;PL
kendte	kjendis	kende	kjendis	V;IND;PST;FIN;ACT	N;INDF;MASC;SG
kendte	kjendiser	kende	kjendis	V;IND;PST;FIN;ACT	N;INDF;MASC;PL
gav	ga	give	gi	V;IND;PST;FIN;ACT	N;INDF;NEUT;SG
mand	mannlige	mand	mannlig	N;INDF;MASC+FEM;SG	ADJ;PL
mand	mannlig	mand	mannlig	N;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
mand	mannen	mand	mann	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
vest	vest	vest	vest	N;INDF	ADP
vest	vesten	vest	vest	N;INDF	N;DEF;MASC;SG
vest	vest	vest	vest	N;INDF	ADP
vest	vestlig	vest	vestlig	N;INDF	ADJ;INDF;NEUT;SG
vest	vest	vest	vest	N;INDF	ADP
vest	vestlige	vest	vestlig	N;INDF	ADJ;PL
medlemmer	medlemmene	medlem	medlem	N;INDF;NEUT;PL	N;DEF;MASC;PL
brug	bruke	brug	bruke	N;INDF;MASC+FEM;SG	V;NFIN
brug	bruken	brug	bruk	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
lande	fedreland	land	fedreland	N;INDF;NEUT;PL	N;INDF;NEUT;SG
lande	landet	land	land	N;INDF;NEUT;PL	N;DEF;NEUT;SG
lande	land	land	land	N;INDF;NEUT;PL	N;INDF;NEUT;SG
lande	landene	land	land	N;INDF;NEUT;PL	N;DEF;FEM;PL
lande	land	land	land	N;INDF;NEUT;PL	N;INDF;NEUT;SG
bygget	bygget	bygge	bygg	V;INDF;SG;PST;V.PTCP	N;DEF;NEUT;SG
bygget	bygde	bygge	byggje	V;INDF;SG;PST;V.PTCP	ADJ;PL;V.PTCP
bygget	bygd	bygge	byggje	V;INDF;SG;PST;V.PTCP	ADJ;INDF;SG;V.PTCP
skuespiller	skuespillerinnen	skuespiller	skuespillerinn	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
liv	livet	liv	liv	N;INDF;NEUT;SG	N;DEF;NEUT;SG
dele	delene	del	del	N;INDF;MASC+FEM;PL	N;DEF;FEM;PL
dele	dele	del	dele	N;INDF;MASC+FEM;PL	V;NFIN
dele	delingen	del	deling	N;INDF;MASC+FEM;PL	N;DEF;MASC;SG
dele	andel	del	andel	N;INDF;MASC+FEM;PL	N;INDF;MASC;SG
dele	del	del	dele	N;INDF;MASC+FEM;PL	V;IMP;FIN
fem	five	fem	five	NUM	N
personer	mennesker	person	menneske	N;INDF;MASC+FEM;PL	N;INDF;MASC;SG
øst	east	øst	eest	N;INDF	PROPN
brugt	brukt	bruge	bruke	V;INDF;SG;PST;V.PTCP	ADJ;INDF;NEUT;SG;V.PTCP
brugt	brukes	bruge	brukes	V;INDF;SG;PST;V.PTCP	
brugt	brukte	bruge	bruke	V;INDF;SG;PST;V.PTCP	ADJ;PL;V.PTCP
brugt	tilbragt	bruge	tilbragt	V;INDF;SG;PST;V.PTCP	ADJ;INDF;NEUT;SG
wikipedia	wikipedia	wikipedia	wikipedia	N;INDF;MASC+FEM;SG	N;DEF;NEUT;SG
hansen	hansen	hans	hans	PROPN	PROPN
hansen	hansens	hans	hansens	PROPN	N;INDF;MASC;SG
album	albumet	album	album	N;INDF;NEUT;SG	N;DEF;NEUT;SG
album	albumene	album	albume	N;INDF;NEUT;SG	N;DEF;FEM;PL
næsten	almost	næsten	almost	ADV	N
areal	området	areal	område	N;INDF;NEUT;SG	N;DEF;NEUT;SG
giver	giving	give	giving	V;IND;PRS;FIN;ACT	N;INDF;MASC;SG
giver	give	give	give	V;IND;PRS;FIN;ACT	N;INDF;MASC;SG
giver	gje	give	gje	V;IND;PRS;FIN;ACT	V;IMP;FIN
giver	gi	give	gi	V;IND;PRS;FIN;ACT	V;IMP;FIN
nuværende	gjeldende	nuværende	gjeldende	ADJ	N;INDF;MASC;SG
nuværende	nåværende	nuværende	nåværende	ADJ	N;INDF;NEUT;SG
nuværende	nåværende	nuværende	nåværende	ADJ	N;INDF;NEUT;SG
nuværende	presentere	nuværende	presentere	ADJ	V;NFIN
nuværende	presang	nuværende	presang	ADJ	N;INDF;MASC;SG
nuværende	nåtid	nuværende	nåtid	ADJ	N;INDF;FEM;SG
nuværende	tilstede	nuværende	tilsted	ADJ	N;INDF;MASC;SG
indbyggere	beboerne	indbygger	beboerne	N;INDF;MASC+FEM;PL	ADJ;PL
indbyggere	beboere	indbygger	beboere	N;INDF;MASC+FEM;PL	N;INDF;MASC;SG
indbyggere	befolkningen	indbygger	befolkning	N;INDF;MASC+FEM;PL	N;DEF;MASC;SG
indbyggere	befolkning	indbygger	befolkning	N;INDF;MASC+FEM;PL	N;INDF;FEM;SG
gør	gjør	gøre	gjør	V;IND;PRS;FIN;ACT	
mennesker	mennesker	menneske	menneske	N;INDF;NEUT;PL	N;INDF;MASC;SG
mennesker	menneskene	menneske	menneske	N;INDF;NEUT;PL	N;DEF;FEM;PL
mennesker	mennesker	menneske	menneske	N;INDF;NEUT;PL	N;INDF;MASC;SG
skrev	skrev	skrive	skrev	V;IND;PST;FIN;ACT	N;INDF;MASC;SG
står	stående	stå	stå	V;IND;PRS;FIN;ACT	ADJ;INDF;SG;V.PTCP
imidlertid	imidlertid	imidlertid	imidlertid	ADV	N;INDF;FEM;SG
deltog	deltatt	deltage	delta	V;IND;PST;FIN;ACT	ADJ;INDF;NEUT;SG;V.PTCP
deltog	deltatt	deltage	delta	V;IND;PST;FIN;ACT	ADJ;INDF;NEUT;SG;V.PTCP
datter	dattera	datter	datter	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
datter	datteren	datter	datter	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
område	feltet	område	felt	N;INDF;NEUT;SG	N;DEF;NEUT;SG
område	territoriet	område	territorium	N;INDF;NEUT;SG	N;DEF;NEUT;SG
område	området	område	område	N;INDF;NEUT;SG	N;DEF;NEUT;SG
året	årsmodell	år	årsmodell	N;DEF;NEUT;SG	N;INDF;MASC;SG
året	år	år	år	N;DEF;NEUT;SG	N;INDF;NEUT;SG
dens	dets	dens	det	DET;3	N;INDF;NEUT;SG
dens	sine	dens	sin	DET;3	PRO;PL
dens	sin	dens	sin	DET;3	PRO;MASC;SG
dens	its	dens	its	DET;3	
videre	ytterligere	videre	ytterligere	ADV	N;INDF;FEM;SG
videre	lenger	videre	lenge	ADV	ADJ;CMPR
videre	lengre	videre	lang	ADV	ADJ;CMPR
videre	videre	videre	videre	ADV	
længere	lenger	længe	lenge	ADV;CMPR	ADJ;CMPR
længere	lengre	længe	lang	ADV;CMPR	ADJ;CMPR
længere	lengere	længe	lengere	ADV;CMPR	ADJ;CMPR
franske	fransk	fransk	fransk	ADJ;PL	N;INDF;MASC;SG
paris	paris	paris	paris	PROPN	N;INDF;NEUT;SG
slaget	kamp	slag	kamp	N;DEF;NEUT;SG	N;INDF;MASC;SG
world	verdens	world	verd		N;GEN;DEF;MASC;SG
world	world	world	world		N
world	verden	world	verden		
udgave	utgaven	udgave	utgav	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
udgave	versjonen	udgave	versjon	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
fransk	fransk	fransk	fransk	ADJ;INDF;SG	N;INDF;MASC;SG
carl	karl	carl	karl		N;MASC
carl	carl	carl	carl		N;INDF;MASC;SG
folk	mennesker	folk	menneske	N;INDF;NEUT;PL	N;INDF;MASC;SG
york	york	york	york	PROPN	N;INDF;MASC;SG
ses	sett	se	setje	V;NFIN;PASS	ADJ;INDF;NEUT;SG;V.PTCP
liste	listen	liste	list	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
kamp	kjempe	kamp	kjempe	N;INDF;MASC+FEM;SG	V;NFIN
kamp	slaget	kamp	slag	N;INDF;MASC+FEM;SG	N;DEF;NEUT;SG
langt	langt	langt	lang	ADV	ADJ;INDF;NEUT;SG
tiden	tid	tid	tid	N;DEF;MASC+FEM;SG	N;INDF;FEM;SG
tiden	klokkeslett	tid	klokkeslett	N;DEF;MASC+FEM;SG	N;INDF;FEM;SG
tiden	gang	tid	gang	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
nielsen	nielsen	nielsen	nielse	PROPN	N;DEF;MASC;SG
#aaa	#aaa	#aaa	#aaa		N;INDF;MASC;SG
fandt	funnet	finde	finne	V;IND;PST;FIN;ACT	N;DEF;NEUT;SG
fandt	funne	finde	finne	V;IND;PST;FIN;ACT	ADJ;INDF;NEUT;SG;V.PTCP
krigen	krig	krig	krig	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
jensen	jensen	jens	jensen	PROPN	N;DEF;MASC;SG
solid	solide	solid	solid	ADJ;INDF;MASC+FEM;SG	ADJ;PL
små	lite	lille	lite	ADJ;PL	ADJ;INDF;NEUT;SG
små	small	lille	small	ADJ;PL	N;INDF;NEUT;SG
små	smått	lille	liten	ADJ;PL	ADJ;INDF;NEUT;SG
små	liten	lille	liten	ADJ;PL	ADJ;INDF;MASC;SG
små	lille	lille	lilje	ADJ;PL	N;INDF;MASC;SG
små	lite	lille	lite	ADJ;PL	ADJ;INDF;NEUT;SG
små	liten	lille	liten	ADJ;PL	ADJ;INDF;MASC;SG
universitet	universitetet	universitet	universitet	N;INDF;NEUT;SG	N;DEF;NEUT;SG
klubben	club	klub	club	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
klubben	klubb	klub	klubb	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
egen	own	egen	own	ADJ;MASC+FEM;SG	N
egen	eget	egen	eget	ADJ;MASC+FEM;SG	N;INDF;NEUT;SG
egen	eie	egen	ein	ADJ;MASC+FEM;SG	N;INDF;MASC;SG
egen	egen	egen	eigen	ADJ;MASC+FEM;SG	N;INDF;MASC;SG
dage	dagene	dag	dag	N;INDF;MASC+FEM;PL	N;DEF;FEM;PL
dage	days	dag	days	N;INDF;MASC+FEM;PL	N;INDF;MASC;SG
kaldet	kalles	kalde	kalles	V;INDF;SG;PST;V.PTCP	N;INDF;MASC;SG
kaldet	ringt	kalde	ringe	V;INDF;SG;PST;V.PTCP	ADJ;INDF;NEUT;SG;V.PTCP
kaldet	kalt	kalde	kalle	V;INDF;SG;PST;V.PTCP	ADJ;INDF;NEUT;SG
ret	riktig	ret	riktig	N;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
ret	høyre	ret	høyre	N;INDF;MASC+FEM;SG	V;NFIN
ret	rett	ret	rett	N;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
aldrig	never	aldrig	never	ADV	N;INDF;SG
aldrig	aldrig	aldrig	aldrig	ADV	ADJ;INDF;SG
valgt	valgt	vælge	velg	V;INDF;SG;PST;V.PTCP	ADJ;INDF;NEUT;SG;V.PTCP
valgt	utvalgte	vælge	utvalg	V;INDF;SG;PST;V.PTCP	ADJ;PL
valgt	utvalgt	vælge	utvalg	V;INDF;SG;PST;V.PTCP	ADJ;INDF;NEUT;SG
valgt	valgt	vælge	velg	V;INDF;SG;PST;V.PTCP	ADJ;INDF;NEUT;SG;V.PTCP
valgt	valgt	vælge	velg	V;INDF;SG;PST;V.PTCP	ADJ;INDF;NEUT;SG;V.PTCP
valgt	utvalgte	vælge	utvalg	V;INDF;SG;PST;V.PTCP	ADJ;PL
valgt	utvalgt	vælge	utvalg	V;INDF;SG;PST;V.PTCP	ADJ;INDF;NEUT;SG
aarhus	århus	aarhus	århus	PROPN	N;INDF;NEUT;SG
aarhus	aarhus	aarhus	aarhus	PROPN	N;INDF;NEUT;SG
britiske	britisk	britisk	britisk	ADJ;PL	ADJ;INDF;SG
henrik	henrik	henrik	henrik	PROPN	N;INDF;MASC;SG
henrik	henry	henrik	henry	PROPN	N;INDF;MASC;SG
serien	serie	serie	serie	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
serien	rekke	serie	rekke	N;DEF;MASC+FEM;SG	N;INDF;FEM;SG
data	dataene	data	data	N;INDF;NEUT;PL	N;DEF;FEM;PL
data	data	data	data	N;INDF;NEUT;PL	N;INDF;NEUT;SG
min	mitt	min	min	DET;MASC+FEM;SG;1	PRO;NEUT;SG
min	gruve	min	gruve	DET;MASC+FEM;SG;1	N;INDF;FEM;SG
min	mine	min	min	DET;MASC+FEM;SG;1	PRO;PL
min	min	min	min	DET;MASC+FEM;SG;1	PRO;MASC;SG
min	min	min	min	DET;MASC+FEM;SG;1	PRO;MASC;SG
jan	jan	jan	jan	PROPN	N;MASC
michael	mikael	michael	mikael		N;INDF;MASC;SG
michael	michael	michael	michael		N;INDF;MASC;SG
engelske	engelsk	engelsk	engelsk	ADJ;PL	N;INDF;MASC;SG
periode	perioden	periode	periode	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
hende	hennes	hun	hennes	PRO;ACC;MASC+FEM;SG;3	N;INDF;MASC;SG
kong	konge	kong	konge		N;INDF;MASC;SG
kong	dobbelseng	kong	dobbelseng		N;INDF;NEUT;SG
kong	kong	kong	kong		N
thomas	thomas	thomas	thomas		N;INDF;MASC;SG
taget	tatt	tage	ta	V;INDF;SG;PST;V.PTCP	ADJ;INDF;NEUT;SG;V.PTCP
taget	taket	tage	tak	V;INDF;SG;PST;V.PTCP	N;DEF;NEUT;SG
taget	tak	tage	tak	V;INDF;SG;PST;V.PTCP	N;INDF;NEUT;SG
instrueret	regissert	instruere	regissere	V;INDF;SG;PST;V.PTCP	ADJ;INDF;SG;V.PTCP
instrueret	befalt	instruere	befale	V;INDF;SG;PST;V.PTCP	ADJ;INDF;NEUT;SG;V.PTCP
instrueret	instruert	instruere	instruere	V;INDF;SG;PST;V.PTCP	ADJ;INDF;SG;V.PTCP
international	international	international	international	ADJ;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
international	internasjonale	international	internasjonal	ADJ;INDF;MASC+FEM;SG	ADJ;PL
formand	presidenten	formand	president	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
formand	ordstyrer	formand	ordstyre	N;INDF;MASC+FEM;SG	N;INDF;FEM;PL
følge	følg	følge	følgje	N;INDF;MASC+FEM;SG	V;IMP;FIN
følge	følger	følge	følge	N;INDF;MASC+FEM;SG	V;IND;PRS;FIN
internationale	international	international	international	ADJ;PL	N;INDF;NEUT;SG
internationale	internasjonalt	international	internasjonal	ADJ;PL	ADJ;INDF;NEUT;SG
internationale	internasjonal	international	internasjonal	ADJ;PL	ADJ;INDF;SG
tredje	third	tredje	third	ADJ	N
områder	områdene	område	område	N;INDF;NEUT;PL	N;DEF;FEM;PL
angreb	angriper	angreb	angripe	N;INDF;NEUT;SG	V;IND;PRS;FIN
angreb	angrip	angreb	angrip	N;INDF;NEUT;SG	V;IND;PRS;FIN
angreb	angriper	angreb	angripe	N;INDF;NEUT;SG	V;IND;PRS;FIN
angreb	angrepet	angreb	angrep	N;INDF;NEUT;SG	N;DEF;NEUT;SG
betyder	means	betyde	means	V;IND;PRS;FIN;ACT	N
betyder	middel	betyde	middel	V;IND;PRS;FIN;ACT	N;INDF;NEUT;SG
begyndelsen	begynner	begyndelse	begynne	N;DEF;MASC+FEM;SG	V;IND;PRS;FIN
begyndelsen	begynnelse	begyndelse	begynnelse	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
leder	leder	leder	leder	N;INDF;MASC+FEM;SG	
tage	take	tage	take	V;NFIN;ACT	N;INDF;NEUT;SG
perioden	punktum	periode	punktum	N;DEF;MASC+FEM;SG	N;INDF;NEUT;SG
perioden	periode	periode	periode	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
rapport	rapportere	rapport	rapportere	N;INDF;MASC+FEM;SG	V;NFIN
rapport	rapporterer	rapport	rapportere	N;INDF;MASC+FEM;SG	V;IND;PRS;FIN
albummet	album	album	album	N;DEF;NEUT;SG	N;INDF;NEUT;SG
moderne	modern	moderne	modern	ADJ	N;INDF;MASC;SG
erik	erik	erik	erik		N;MASC
erik	eric	erik	eric		N;INDF;SG
erik	erik	erik	erik		N;MASC
karriere	karrieren	karriere	karriere	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
karriere	karrierer	karriere	karriere	N;INDF;MASC+FEM;SG	N;INDF;FEM;PL
nordlige	nordover	nordlig	nordov	ADJ;PL	ADP
nordlige	north	nordlig	north	ADJ;PL	PROPN
nordlige	nord	nordlig	nord	ADJ;PL	ADP
nordlige	northern	nordlig	northern	ADJ;PL	N;INDF;NEUT;SG
højde	høyden	højde	høyd	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
højde	høyden	højde	høyd	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
seks	sekser	seks	sekse	NUM	N;INDF;MASC;SG
seks	six	seks	six	NUM	N
viser	serier	vise	serie	V;IND;PRS;FIN;ACT	N;INDF;FEM;PL
viser	show	vise	show	V;IND;PRS;FIN;ACT	N;INDF;NEUT;SG
direkte	direkte	direkte	direkte	ADV	ADJ;INDF;NEUT;SG
direkte	direct	direkte	direct	ADV	N
direkte	direkte	direkte	direkte	ADV	ADJ;INDF;NEUT;SG
sydlige	southern	sydlig	southern	ADJ;PL	N;INDF;NEUT;SG
sydlige	søndre	sydlig	søndre	ADJ;PL	ADJ;CMPR
sydlige	syd	sydlig	syd	ADJ;PL	N;INDF;MASC;SG
sydlige	syden	sydlig	syde	ADJ;PL	N;DEF;MASC;SG
sydlige	sør	sydlig	sør	ADJ;PL	ADP
sydlige	south	sydlig	south	ADJ;PL	PROPN
give	give	give	give	V;NFIN;ACT	N;INDF;MASC;SG
præsident	presidenten	præsident	president	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
førte	ledet	føre	lede	V;IND;PST;FIN;ACT	N;DEF;NEUT;SG
førte	led	føre	led	V;IND;PST;FIN;ACT	N;INDF;MASC;SG
førte	ført	føre	føre	V;IND;PST;FIN;ACT	ADJ;INDF;NEUT;SG;V.PTCP
måske	kansje	måske	kansje	ADV	N;INDF;MASC;SG
efterfølgende	påfølgende	efterfølgende	påfølgende	ADJ	N;INDF;MASC;SG
millioner	million	million	million	N;INDF;MASC+FEM;PL	N;INDF;MASC;SG
familie	familien	familie	familie	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
nåede	nådd	nå	nå	V;IND;PST;FIN;ACT	ADJ;INDF;NEUT;SG;V.PTCP
nåede	strakk	nå	strakk	V;IND;PST;FIN;ACT	N;INDF;NEUT;SG
ser	kikker	se	kikker	V;IND;PRS;FIN;ACT	N;INDF;MASC;SG
ser	looking	se	looking	V;IND;PRS;FIN;ACT	N;INDF;FEM;SG
ser	titter	se	titter	V;IND;PRS;FIN;ACT	N;INDF;MASC;SG
ser	looks	se	looks	V;IND;PRS;FIN;ACT	N
yderligere	ytterligere	yderligere	ytterligere	ADV;CMPR	N;INDF;FEM;SG
yderligere	lenger	yderligere	lenge	ADV;CMPR	ADJ;CMPR
yderligere	lengre	yderligere	lang	ADV;CMPR	ADJ;CMPR
yderligere	videre	yderligere	videre	ADV;CMPR	
yderligere	ytterligere	yderligere	ytterligere	ADV;CMPR	N;INDF;FEM;SG
yderligere	ekstra	yderligere	ekstra	ADV;CMPR	ADJ;INDF;NEUT;SG
steder	posisjoner	sted	posisjon	N;INDF;NEUT;PL	N;INDF;MASC;SG
steder	spisesteder	sted	spisestede	N;INDF;NEUT;PL	N;INDF;MASC;SG
gruppen	gruppe	gruppe	gruppe	N;DEF;MASC+FEM;SG	N;INDF;FEM;SG
krig	krigen	krig	krig	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
bare	just	bare	just	ADV	N;INDF;MASC;SG
resultat	utfallet	resultat	utfall	N;INDF;NEUT;SG	N;DEF;NEUT;SG
resultat	resultater	resultat	resultater	N;INDF;NEUT;SG	N;INDF;FEM;PL
bedre	flinkere	god	flinkere	ADJ;CMPR	V;IMP;NFIN
bedre	better	god	better	ADJ;CMPR	N;INDF;MASC;SG
