hanoi	हनोई	hanol	हनोई	PROPN	PROPN;NOM;MASC;SG;3
gobernamental	सरकारी	gobernamental	सरकारी	N	ADJ;NOM
matemática	गणित	matemático	गणित	ADJ	
matemática	गणितीय	matemático	गणितीय	ADJ	N;NOM;MASC;SG;3
contando	गिनती	contar	गिनती	V	N;NOM;FEM;SG;3
rematara	था	rematar	था	V	V;MASC;IND;SG;PST;FIN;ACT
rematara	थी	rematar	था	V	V;FEM;IND;SG;PST;FIN;ACT
saíches	बाहर	saíches	बाहर	N	ADV;NOM;MASC;SG;3
saíches	आपको	saíches	आप	N	PRO;SG;2;FORM
saíches	आप	saíches	आप	N	PRO;NOM;SG;2;FORM
saíches	तुम	saíches	तुम	N	PRO;NOM;SG;3
saíches	किया	saíches	कर	N	V;PFV;MASC;SG;V.PTCP;ACT
paquetes	संकुल	paquete	संकुल	N	
produciu	उत्पादित	producir	उत्पादित	V	PROPN;NOM;SG;3
sudáfrica	दक्षिणी	sudáfricar	दक्षिणी	ADJ	PROPN;NOM;MASC;SG;3
sudáfrica	साउथ	sudáfricar	साउथ	ADJ	PROPN;NOM;MASC;SG;3
sudáfrica	दक्षिण	sudáfricar	दक्षिण	ADJ	PROPN;NOM;MASC;SG;3
sudáfrica	अफ़्रीका	sudáfricar	अफेरीका	ADJ	PROPN;NOM;MASC;SG;3
sudáfrica	अफ्रीका	sudáfricar	अफ्रीका	ADJ	PROPN;NOM;MASC;SG;3
sudáfrica	अफ़्रीकी	sudáfricar	अफ़्रीकी	ADJ	N;NOM;MASC;SG;3
quererías	like	querería	like	N	
quererías	जैसे	querería	जैसे	N	CONJ
quererías	होता	querería	हो	N	V;IPFV;MASC;SG;V.PTCP;ACT
quererías	आपको	querería	आप	N	PRO;SG;2;FORM
quererías	आप	querería	आप	N	PRO;NOM;SG;2;FORM
quererías	तुम	querería	तुम	N	PRO;NOM;SG;3
teñades	आपको	terade	आप	V	PRO;SG;2;FORM
teñades	आप	terade	आप	V	PRO;NOM;SG;2;FORM
teñades	तुम	terade	तुम	V	PRO;NOM;SG;3
vistas	दृश्य	vista	दृश्य	V	N;NOM;MASC;SG;3
intentas	कोशिश	intentar	कोशिश	PROPN	N;NOM;FEM;SG;3
intentas	आपको	intentar	आप	PROPN	PRO;SG;2;FORM
intentas	आप	intentar	आप	PROPN	PRO;NOM;SG;2;FORM
intentas	तुम	intentar	तुम	PROPN	PRO;NOM;SG;3
dáche	आपको	dáche	आप	V	PRO;SG;2;FORM
dáche	आप	dáche	आप	V	PRO;NOM;SG;2;FORM
dáche	तुम	dáche	तुम	V	PRO;NOM;SG;3
gordos	मोटी	gordo	मोटा	N	ADJ;FEM;SG
gordos	स्थूल	gordo	स्थूल	N	
gordos	मोटा	gordo	मोटा	N	ADJ;NOM;MASC;SG
gordos	मोटे	gordo	मोटा	N	V;PFV;MASC;PL;3;V.PTCP;ACT
firmes	ध्यान	firme	ध्यान	ADJ	N;NOM;MASC;SG;3
misterioso	रहस्यमय	misterioso	रहस्यमय	ADJ	PROPN;NOM;MASC;SG;3
descobre	बाहर	descobre	बाहर	V	ADV;NOM;MASC;SG;3
descobre	आउट	descobre	आउट	V	N;NOM;MASC;SG;3
danny	डैनी	danny	डैनी	PROPN	PROPN;NOM;MASC;SG;3
ataca	हमलों	ataca	हमला	V	N;ACC;MASC;PL;3
ataca	हमले	ataca	हमला	V	N;NOM;MASC;PL;3
ataca	हमले	ataca	हमला	V	N;NOM;MASC;PL;3
ataca	हमला	ataca	हमला	V	N;NOM;MASC;SG;3
ataca	आक्रमण	ataca	आक्रमण	V	N;NOM;MASC;SG;3
miserable	दुखी	miserable	दुखी	ADJ	ADP
apuntar	बिंदु	apuntar	बिंदु	V	N;NOM;MASC;SG;3
apuntar	बिन्दु	apuntar	बिंदु	V	N;NOM;MASC;SG;3
apuntar	पॉइंट	apuntar	पॉइंट	V	N;NOM;MASC;SG;3
apuntar	पाइंट	apuntar	पाइंट	V	
apuntar	उद्देश्य	apuntar	उद्देश्य	V	N;NOM;MASC;SG;3
soviética	सोवियत	soviético	सोवियत	ADJ	PROPN;NOM;MASC;SG;3
rota	टूटी	rota	टूटी	N	V;PFV;FEM;SG;V.PTCP;ACT
rota	टूटा	rota	टूट	N	V;PFV;MASC;SG;V.PTCP;ACT
anónimos	गुमनाम	anónir	गुमनाम	N	PROPN;NOM;MASC;SG;3
anónimos	अज्ञात	anónir	अज्ञात	N	ADJ
anónimos	अनाम	anónir	अनाम	N	
anónimos	बेनाम	anónir	बेनाम	N	PROPN;NOM;MASC;SG;3
caixeiro	कैशियर	caixeiro	कैशियर	N	
alias	aka	alio	aka	N	PROPN;NOM;MASC;SG;3
alias	उर्फ	alio	उर्फ	N	PART
nacido	जन्मे	nacido	जन्मा	N	V;MASC;IND;SG;3;FIN;ACT
nacido	born	nacido	born	N	PROPN;NOM;MASC;SG;3
trouxeches	आपको	trouxeches	आप	N	PRO;SG;2;FORM
trouxeches	आप	trouxeches	आप	N	PRO;NOM;SG;2;FORM
trouxeches	तुम	trouxeches	तुम	N	PRO;NOM;SG;3
trouxeches	किया	trouxeches	कर	N	V;PFV;MASC;SG;V.PTCP;ACT
trouxeches	लाओ	trouxeches	ला	N	
soña	सपने	soña	सपना	V	N;NOM;MASC;PL;3
soña	सपनो	soña	सपनो	V	N;NOM;MASC;SG;3
consolo	सांत्वना	consolo	सांत्वना	N	PROPN;NOM;FEM;SG;3
consolo	धीरज	consolo	धीरज	N	
consolo	सांत्वना	consolo	सांत्वना	N	PROPN;NOM;FEM;SG;3
espíritos	स्पिरिट	espírito	स्पिरिट	N	
algures	कहीं	algures	कहीं	ADV	PRO;NOM
algures	कही	algures	कह	ADV	V;PFV;FEM;SG;V.PTCP;ACT
taberna	मधुशाला	taberno	मधुशाला	N	PROPN;NOM;FEM;SG;3
mátame	किल	mátame	किल	PROPN	PROPN;NOM;MASC;SG;3
mátame	मारो	mátame	मार	PROPN	V;SG;FIN;ACT
mátame	मार	mátame	मार	PROPN	V;ACT
amarga	कटु	amargar	कटु	ADJ	
donas	लेडीज	dono	लेडीज	N	
baker	बेकर	baker	बेकर	PROPN	PROPN;NOM;MASC;SG;3
tolear	पागल	tolear	पागल	V	
tolear	क्रेजी	tolear	क्रेजी	V	PROPN;NOM;MASC;SG;3
tolear	उन्मादी	tolear	उन्मादी	V	N;NOM;MASC;SG;3
porcallada	बदबू	porcallar	बदबू	V	N;NOM;FEM;SG;3
louco	पागल	louco	पागल	N	
louco	क्रेजी	louco	क्रेजी	N	PROPN;NOM;MASC;SG;3
gravata	टाई	gravatar	टाई	N	
probe	कोशिश	probar	कोशिश	V	N;NOM;FEM;SG;3
cuspir	थूक	cuspir	थूक	V	N;NOM;MASC;SG;3
volvese	पीछे	volver	पीछे	V	ADV;NOM;MASC;SG;3
volvese	बैक	volver	बैक	V	
volvese	वापस	volver	वापस	V	ADJ
volvese	आईये	volver	आईया	V	PROPN;NOM;MASC;SG;3
planear	प्लान	planear	प्लान	V	N;NOM;MASC;SG;3
planear	योजना	planear	योजना	V	N;NOM;FEM;SG;3
olle	देखो	olle	देखो	N	V;SBJV;SG;FIN;ACT
olle	dekh	olle	dekh	N	PROPN;NOM;MASC;SG;3
perdo	खोना	perdo	खो	ADV	V;MASC;SG;NFIN;ACT
regresou	पीछे	regresar	पीछे	V	ADV;NOM;MASC;SG;3
regresou	बैक	regresar	बैक	V	
regresou	वापस	regresar	वापस	V	ADJ
mate	किल	mate	किल	N	PROPN;NOM;MASC;SG;3
mate	मारो	mate	मार	N	V;SG;FIN;ACT
mate	मार	mate	मार	N	V;ACT
desgraciado	नाखुश	desgraciar	नाखुश	V	PROPN;NOM;MASC;SG;3
desgraciado	अप्रसन्न	desgraciar	अप्रसन्न	V	PROPN;NOM;MASC;SG;3
fartos	था	facer	था	N	V;MASC;IND;SG;PST;FIN;ACT
fartos	काफी	facer	काफी	N	DET
fartos	पर्याप्त	facer	पर्याप्त	N	CONJ
fartos	खिलाया	facer	खिला	N	V;PFV;MASC;SG;V.PTCP;ACT
fartos	साथ	facer	साथ	N	ADV;NOM;MASC;SG;3
berro	रोता	berro	रो	N	V;IPFV;MASC;SG;V.PTCP;ACT
berro	रोना	berro	रोना	N	V;MASC;SG;FIN;ACT
berro	फरियाद	berro	फरियाद	N	
berro	क्राई	berro	क्राई	N	PROPN;NOM;MASC;SG;3
berro	चिल्लाते	berro	चिल्ला	N	V;IPFV;MASC;PL;V.PTCP;ACT
desorde	पंगा	desorde	पंगा	N	
desorde	गड़बड़	desorde	गड़बडफ़	N	PROPN;NOM;MASC;SG;3
comerciante	मर्चेंट	comerciante	मर्चेंट	N	
perfume	कोलोन	perfumir	कोलोन	N	PROPN;NOM;MASC;SG;3
perfume	परफ्यूम	perfumir	परफ्यूम	N	
direicho	बताओ	direicho	बता	ADJ	V;SBJV;SG;FIN;ACT
direicho	बताना	direicho	बता	ADJ	V;MASC;NFIN;ACT
direicho	आपको	direicho	आप	ADJ	PRO;SG;2;FORM
direicho	आप	direicho	आप	ADJ	PRO;NOM;SG;2;FORM
direicho	तुम	direicho	तुम	ADJ	PRO;NOM;SG;3
roxa	लाल	roxa	लाल	N	
roxa	रेड	roxa	रेड	N	PROPN;NOM;MASC;SG;3
saiamos	बाहर	saiar	बाहर	V	ADV;NOM;MASC;SG;3
saiamos	आउट	saiar	आउट	V	N;NOM;MASC;SG;3
téxtil	कपड़ा	téxtil	कपडा	ADJ	N;NOM;MASC;SG;3
téxtil	वस्त्र	téxtil	वस्त्र	ADJ	N;NOM;MASC;SG;3
téxtil	मिल	téxtil	मिल	ADJ	V;ACT
castrón	लाडला	castrón	लाडला	N	PROPN;NOM;MASC;SG;3
castrón	सोन	castrón	सोन	N	PROPN;NOM;FEM;SG;3
castrón	गन	castrón	गन	N	
fascistas	फासिस्ट	fascista	फासिस्ट	N	PROPN;NOM;MASC;SG;3
lenin	लेनिन	lenin	लेनिन	PROPN	PROPN;NOM;MASC;SG;3
tócache	आपकी	tócache	आप	PROPN	PRO;FEM;SG;2;FORM
tócache	आपके	tócache	आप	PROPN	PRO;MASC;SG;2;FORM
tócache	आपका	tócache	आप	PROPN	PRO;MASC;SG;2;FORM
tócache	अपने	tócache	अपना	PROPN	PRO;NOM;MASC
tócache	अपना	tócache	अपना	PROPN	PRO;NOM;MASC;SG
tócache	मोड़ना	tócache	मोड़	PROPN	V;MASC;NFIN;ACT
tócache	बारी	tócache	बारी	PROPN	N;NOM;FEM;SG;3
tócache	फेरे	tócache	फेरा	PROPN	V;PFV;MASC;SG;FIN;ACT
arranxalo	पाएँ	arranxalo	पा	N	V;SBJV;PL;FIN;ACT
arranxalo	मिलेंगी	arranxalo	मिल	N	V;FEM;IND;SG;3;FUT;FIN;ACT
dicídelle	बताओ	dicídelle	बता	PROPN	V;SBJV;SG;FIN;ACT
dicídelle	बताना	dicídelle	बता	PROPN	V;MASC;NFIN;ACT
dicídelle	उससे	dicídelle	वह	PROPN	PRO;SG;3
dicídelle	उसको	dicídelle	वह	PROPN	PRO;SG;3
dicídelle	उसे	dicídelle	वह	PROPN	PRO;SG;3
bandeiras	फ़्लैग	bandeira	फा्लैग	N	
bandeiras	पताका	bandeira	पताका	N	
caralludo	नाइस	caralludo	नाइस	V	PROPN;NOM;MASC;SG;3
caralludo	nice	caralludo	nice	V	PROPN;NOM;FEM;SG;3
mami	माँ	mami	माँ	PROPN	
mami	मम्मी	mami	मम्मी	PROPN	N;NOM;FEM;SG;3
lémbraste	याद	lémbraste	याद	PROPN	N;NOM;FEM;SG;3
lémbraste	आपको	lémbraste	आप	PROPN	PRO;SG;2;FORM
lémbraste	आप	lémbraste	आप	PROPN	PRO;NOM;SG;2;FORM
lémbraste	तुम	lémbraste	तुम	PROPN	PRO;NOM;SG;3
cómoda	सहज	cómodar	सहज	ADJ	
balón	बॉल	balón	बॉल	N	PROPN;NOM;MASC;SG;3
tomaches	आपको	tomache	आप	N	PRO;SG;2;FORM
tomaches	आप	tomache	आप	N	PRO;NOM;SG;2;FORM
tomaches	तुम	tomache	तुम	N	PRO;NOM;SG;3
voltamos	पीछे	voltar	पीछे	V	ADV;NOM;MASC;SG;3
voltamos	बैक	voltar	बैक	V	
voltamos	वापस	voltar	वापस	V	ADJ
revólver	गन	revólver	गन	N	
mato	मारे	mato	मार	PROPN	V;PFV;MASC;PL;V.PTCP;ACT
mato	किल	mato	किल	PROPN	PROPN;NOM;MASC;SG;3
mato	मारो	mato	मार	PROPN	V;SG;FIN;ACT
mato	मार	mato	मार	PROPN	V;ACT
baleiros	रिक्त	baleiro	रिक्त	ADJ	
colliches	आपको	colliches	आप	N	PRO;SG;2;FORM
colliches	आप	colliches	आप	N	PRO;NOM;SG;2;FORM
colliches	तुम	colliches	तुम	N	PRO;NOM;SG;3
sid	sid	sid	sid	PROPN	
sid	सिड	sid	सिड	PROPN	PROPN;NOM;MASC;SG;3
insulto	बेइज्जती	insulto	बेइज्जती	N	
díganos	बताओ	dígano	बता	N	V;SBJV;SG;FIN;ACT
díganos	बताना	dígano	बता	N	V;MASC;NFIN;ACT
séntate	बैठ	séntate	बैठ	PROPN	V;ACT
séntate	बैठो	séntate	बैठो	PROPN	V;SBJV;SG;FIN;ACT
séntate	बैठने	séntate	बैठ	PROPN	V;NFIN;ACT
séntate	बैठना	séntate	बैठ	PROPN	V;MASC;NFIN;ACT
séntate	नीचे	séntate	नीचे	PROPN	ADV;NOM;MASC;SG;3
séntate	bas	séntate	bas	PROPN	
puideses	आपको	poder	आप	V	PRO;SG;2;FORM
puideses	आप	poder	आप	V	PRO;NOM;SG;2;FORM
puideses	तुम	poder	तुम	V	PRO;NOM;SG;3
arrestar	गिरफ़्तारी	arrestar	गिरफफ्तारी	V	N;NOM;FEM;SG;3
arrestar	गिरफ्तार	arrestar	गिरफ्तार	V	ADJ
arrestar	गिरफ्तारी	arrestar	गिरफ्तारी	V	N;NOM;FEM;SG;3
arrestar	गिरफ़्तार	arrestar	गिरफफ्तार	V	N;NOM;MASC;SG;3
eddie	एडी	eddie	एडी	PROPN	PROPN;NOM;MASC;SG;3
bañeira	नहाना	bañeira	नहाना	N	V;MASC;NFIN;ACT
bentley	बेंटले	bentley	बेंटला	PROPN	
britton	ब्रिटन	britton	ब्रिटन	PROPN	
coñecerte	आपको	coñecerter	आप	V	PRO;SG;2;FORM
coñecerte	आप	coñecerter	आप	V	PRO;NOM;SG;2;FORM
coñecerte	तुम	coñecerter	तुम	V	PRO;NOM;SG;3
chegarás	आपको	chegar	आप	V	PRO;SG;2;FORM
chegarás	आप	chegar	आप	V	PRO;NOM;SG;2;FORM
chegarás	तुम	chegar	तुम	V	PRO;NOM;SG;3
dormes	निद्रा	dorme	निद्रा	PROPN	N;NOM;FEM;SG;3
dormes	नींद	dorme	नींद	PROPN	N;NOM;FEM;SG;3
dormes	आपको	dorme	आप	PROPN	PRO;SG;2;FORM
dormes	आप	dorme	आप	PROPN	PRO;NOM;SG;2;FORM
dormes	तुम	dorme	तुम	PROPN	PRO;NOM;SG;3
ruliña	प्यार	ruliña	प्यार	PROPN	N;NOM;MASC;SG;3
ruliña	मोहब्बत	ruliña	मोहब्बत	PROPN	N;NOM;FEM;SG;3
ruliña	प्रेम	ruliña	प्रेम	PROPN	N;NOM;MASC;SG;3
ruliña	छोटे	ruliña	छोटा	PROPN	ADJ;NOM;MASC;PL
ruliña	छोटा	ruliña	छोटा	PROPN	ADJ;NOM;MASC;SG
ruliña	लिटिल	ruliña	लिटिल	PROPN	
ruliña	छोटी	ruliña	छोटा	PROPN	ADJ;FEM;SG
envíe	डाक	enviar	डाक	V	N;NOM;FEM;SG;3
envíe	मेल	enviar	मेल	V	N;NOM;FEM;SG;3
dourado	सुनहरा	dourar	सुनहरा	V	ADJ;NOM;MASC;SG
dourado	गोल्डन	dourar	गोल्डन	V	PROPN;NOM;MASC;SG;3
dourado	सुनहरी	dourar	सुनहरा	V	ADJ;NOM;FEM;SG
telegrama	टेलीग्राम	telegrama	टेलीग्राम	PROPN	N;NOM;MASC;SG;3
remataches	आपको	remataches	आप	N	PRO;SG;2;FORM
remataches	आप	remataches	आप	N	PRO;NOM;SG;2;FORM
remataches	तुम	remataches	तुम	N	PRO;NOM;SG;3
remataches	सम्पन्न	remataches	संपन्न	N	
remataches	समाप्त	remataches	समाप्त	N	ADJ
mova	चाल	movo	चाल	V	N;NOM;FEM;SG;3
mova	मूव	movo	मूव	V	
cruce	क्रासिंग	crucir	क्रासिंग	PROPN	PROPN;NOM;FEM;SG;3
heiche	आपको	heiche	आप	V	PRO;SG;2;FORM
heiche	आप	heiche	आप	V	PRO;NOM;SG;2;FORM
heiche	तुम	heiche	तुम	V	PRO;NOM;SG;3
prometeu	रै	prometer	रै	V	
troco	बदलें	troco	बदल	N	V;SBJV;SG;FIN;ACT
guindar	throw	guindar	ढूआत	V	
lar	होम	lar	होम	N	
derrubar	नीचे	derrubar	नीचे	V	ADV;NOM;MASC;SG;3
derrubar	bas	derrubar	bas	V	
prometido	मंगेतर	prometer	मंगेतर	V	
cadaquén	प्रत्येक	cadaquén	प्रत्येक	N	DET
castro	कास्त्रो	castro	कास्त्रो	N	PROPN;NOM;MASC;SG;3
benny	बेनी	benny	बे	PROPN	PROPN;NOM;MASC;SG;3
barret	बैरेट	barret	बैरेट	PROPN	PROPN;NOM;MASC;SG;3
covardes	डरपोक	covarde	डरपोक	N	PROPN;NOM;MASC;SG;3
nomeado	नामित	nomear	नामित	V	ADJ
bombardear	बम	bombardear	बम	V	N;NOM;MASC;SG;3
bombardear	बमों	bombardear	बम	V	N;ACC;MASC;PL;3
bombardear	बमबारी	bombardear	बमबारी	V	N;NOM;FEM;SG;3
bombardear	गोलाबारी	bombardear	गोलाबारी	V	N;NOM;FEM;SG;3
agasallos	उपहार	agasallos	उपहार	N	PROPN;NOM;MASC;SG;3
preguntarche	आपको	preguntarche	आप	V	PRO;SG;2;FORM
preguntarche	आप	preguntarche	आप	V	PRO;NOM;SG;2;FORM
preguntarche	तुम	preguntarche	तुम	V	PRO;NOM;SG;3
sela	काठी	sel	काठी	N	
americanas	अमेरिकन	americano	अमेरिकन	ADJ	PROPN;NOM;MASC;SG;3
americanas	अमेरिकी	americano	अमेरिकी	ADJ	PROPN;NOM;SG;3
americanas	अमेरिकी	americano	अमेरिकी	ADJ	PROPN;NOM;SG;3
sheila	शीला	sheila	शीला	N	PROPN;NOM;FEM;SG;3
foguete	रखी	foguete	रख	N	V;PFV;FEM;SG;V.PTCP;ACT
serpentes	सांप	serpente	सांप	ADJ	N;NOM;MASC;SG;3
donovan	डोनोवन	donovar	डोनोवन	V	PROPN;NOM;MASC;SG;3
enganado	गलत	enganar	गलत	V	ADJ
enganado	ग़लत	enganar	ग़लत	V	
dong	डांग	dong	डांग	PROPN	PROPN;NOM;MASC;SG;3
gatiño	किटी	gatiño	किटी	N	
gatiño	किट्टी	gatiño	किट्टी	N	
dien	dien	diar	dien	PROPN	
empezas	आपको	empeza	आप	N	PRO;SG;2;FORM
empezas	आप	empeza	आप	N	PRO;NOM;SG;2;FORM
empezas	तुम	empeza	तुम	N	PRO;NOM;SG;3
empezas	आरंभ	empeza	आरम्भ	N	
agulla	सुई	agulla	सुई	N	
lyon	ल्यों	lyon	ल्यों	PROPN	
esgotado	बाहर	esgotar	बाहर	V	ADV;NOM;MASC;SG;3
esgotado	आउट	esgotar	आउट	V	N;NOM;MASC;SG;3
acento	लहजे	acento	लहजा	N	
acento	एक्सेंट	acento	एक्सेंट	N	
dezaoito	अट्ठारह	dezaoito	अट्ठारह	N	PROPN;NOM;MASC;SG;3
dezaoito	अठारह	dezaoito	अठारह	N	NUM
bólas	बॉल	bóla	बॉल	N	PROPN;NOM;MASC;SG;3
lewis	लेविस	lewir	लेविस	PROPN	PROPN;NOM;MASC;SG;3
lewis	लुईस	lewir	लुईस	PROPN	PROPN;NOM;MASC;SG;3
narigudo	बड़े	narigudo	बडा	V	ADJ;NOM;MASC;PL
narigudo	बड़ा	narigudo	बड़ा	V	ADJ;NOM;MASC;SG
narigudo	बड़ी	narigudo	बडा	V	ADJ;NOM;FEM;SG
narigudo	बिग	narigudo	बिग	V	
narigudo	नाक	narigudo	नाक	V	N;NOM;FEM;SG;3
electos	चुनी	electo	चुन	N	V;PFV;FEM;SG;V.PTCP;ACT
electos	निर्वाचित	electo	निर्वाचित	N	ADJ
yang	यांग	yang	यांग	PROPN	PROPN;NOM;MASC;SG;3
peaches	आडू	peache	आडू	N	
cálache	shut	cálache	shut	PROPN	
cálache	बकवास	cálache	बकवास	PROPN	
maiordomo	बटलर	maiordomo	बटलर	N	PROPN;NOM;MASC;SG;3
picaso	पिकासो	picaso	पिकासो	N	PROPN;NOM;MASC;SG;3
gregor	ग्रेगर	gregor	ग्रेगर	PROPN	PROPN;NOM;MASC;SG;3
rexente	रीजेंट	rexente	रीजेंट	ADJ	N;NOM;MASC;SG;3
excepción	अपवाद	excepción	अपवाद	N	
síndrome	सिंड्रोम	síndrome	सिंड्रोम	PROPN	N;NOM;MASC;SG;3
sinalar	बिंदु	sinalar	बिंदु	V	N;NOM;MASC;SG;3
sinalar	बिन्दु	sinalar	बिंदु	V	N;NOM;MASC;SG;3
sinalar	पॉइंट	sinalar	पॉइंट	V	N;NOM;MASC;SG;3
sinalar	पाइंट	sinalar	पाइंट	V	
sinalar	बाहर	sinalar	बाहर	V	ADV;NOM;MASC;SG;3
sinalar	आउट	sinalar	आउट	V	N;NOM;MASC;SG;3
continuo	निरंतर	continuo	निरन्तर	ADJ	ADV
continuo	लगातार	continuo	लगातार	ADJ	ADV
continuo	सतत	continuo	सतत	ADJ	
continuo	निरन्तर	continuo	निरन्तर	ADJ	
sentirme	महसूस	sentirme	महसूस	V	ADJ
orgánico	कार्बनिक	orgánico	कार्बनिक	ADJ	N;NOM;MASC;SG;3
orgánico	जैविक	orgánico	जैविक	ADJ	
orgánico	सशुल्क	orgánico	सशुल्क	ADJ	
incómoda	असहज	incómodo	असहज	ADJ	
vides	आपको	vide	आप	N	PRO;SG;2;FORM
vides	आप	vide	आप	N	PRO;NOM;SG;2;FORM
vides	तुम	vide	तुम	N	PRO;NOM;SG;3
vides	आईये	vide	आईया	N	PROPN;NOM;MASC;SG;3
vides	आइये	vide	आ	N	V;SBJV;PL;3;FIN;ACT
rápidos	तीव्र	rápido	तीव्र	ADJ	
rápidos	फास्ट	rápido	फास्ट	ADJ	
rápidos	फ़ास्ट	rápido	फाास्ट	ADJ	
rápidos	तेज़	rápido	तेज़	ADJ	
barata	सस्ता	barato	सस्ता	N	ADJ;NOM;MASC;SG
barata	सस्ते	barato	सस्ता	N	ADJ;NOM;MASC;PL
barata	सस्ती	barato	सस्ती	N	ADJ;NOM;FEM;SG
xudicial	लीगल	xudicial	लीगल	ADJ	
xudicial	विधिक	xudicial	विधिक	ADJ	N;NOM;MASC;SG;3
garantir	गारंटी	garantir	गारंटी	V	N;NOM;FEM;SG;3
manual	मैनुअल	manual	मैनुअल	ADJ	N;NOM;MASC;SG;3
manual	मैन्युअल	manual	मैन्युअल	ADJ	N;NOM;MASC
conseguía	couldn	conseguir	couldn	V	
agradezo	सराहना	agradezo	सराहना	V	N;NOM;FEM;SG;3
agradezo	कद्र	agradezo	कद्र	V	N;NOM;FEM;SG;3
complexa	परिसर	complexo	परिसर	ADJ	N;NOM;MASC;SG;3
rol	भूमिका	rol	भूमिका	PROPN	N;NOM;FEM;SG;3
calquer	कोई	calquer	कोई	PROPN	PRO;NOM;SG;3
liberdades	लिबर्टीज	liberdade	लिबर्टीज	N	PROPN;NOM;MASC;SG;3
incluír	शामिल	incluír	शामिल	V	ADJ
bancarrota	दिवालिया	bancarrota	दिवालिया	N	
invisible	अदृश्य	invisible	अदृश्य	ADJ	
abstracto	सार	abstracto	सार	N	
abstracto	अमूर्त	abstracto	अमूर्त	N	PROPN;NOM;MASC;SG;3
íntimo	अंतरंग	íntimo	अंतरंग	N	PROPN;NOM;MASC;SG;3
sintas	आपको	sintar	आप	V	PRO;SG;2;FORM
sintas	आप	sintar	आप	V	PRO;NOM;SG;2;FORM
sintas	तुम	sintar	तुम	V	PRO;NOM;SG;3
sintas	महसूस	sintar	महसूस	V	ADJ
incremento	बढ़ेगी	incremento	बढ़	N	V;FEM;IND;SG;3;FUT;FIN;ACT
incremento	बढ़ाएं	incremento	बढ़ा	N	V;SBJV;PL;FIN;ACT
incremento	बढ़ाएँ	incremento	बढ़ा	N	V;SBJV;PL;FIN;ACT
climática	जलवायु	climático	जलवायु	ADJ	N;NOM;FEM;SG;3
climática	परिवर्तन	climático	परिवर्तन	ADJ	N;NOM;MASC;SG;3
climática	बदलाव	climático	बदलाव	ADJ	N;NOM;MASC;SG;3
climática	बदलें	climático	बदल	ADJ	V;SBJV;SG;FIN;ACT
fixeramos	सम्पन्न	facer	संपन्न	V	
pásao	उद्धार	pásao	उद्धार	PROPN	N;NOM;MASC;SG;3
pásao	ये	pásao	यह	PROPN	PRO;NOM;PL;3
pásao	यह	pásao	यह	PROPN	PRO;NOM;SG;3
pásao	इस	pásao	यह	PROPN	DET;ACC;SG;3
brócoli	ब्रोकोली	brócoli	ब्रोकोली	N	PROPN;NOM;MASC;SG;3
démoslles	दी	démoslle	दे	N	V;PFV;FEM;SG;V.PTCP;ACT
démoslles	दिया	démoslle	दे	N	V;PFV;MASC;SG;V.PTCP;ACT
démoslles	उनसे	démoslle	वह	N	PRO;SG;3;FORM
démoslles	उनके	démoslle	वह	N	PRO;MASC;SG;3;FORM
démoslles	उनको	démoslle	वह	N	PRO;SG;3;FORM
démoslles	उन्हें	démoslle	वह	N	PRO;SG;3;FORM
démoslles	चूहे	démoslle	चूह	N	V;PFV;MASC;SG;V.PTCP;ACT
coidando	केयर	coidar	केयर	V	N;NOM;FEM;SG;3
coidando	परवाह	coidar	परवाह	V	N;NOM;FEM;SG;3
coidando	बाद	coidar	बाद	V	ADV;NOM;MASC;SG;3
dependen	निर्भर	depender	निर्भर	V	ADJ
dependen	हैं	depender	है	V	V;IND;PL;3;PRS;FIN;ACT
pediulle	पुछा	pediulle	पुछा	PROPN	V;PFV;MASC;SG;V.PTCP;ACT
pediulle	माँगी	pediulle	मांग	PROPN	V;PFV;FEM;SG;V.PTCP;ACT
pediulle	पूछे	pediulle	पूछ	PROPN	V;PFV;MASC;PL;V.PTCP;ACT
pediulle	पूछा	pediulle	पूछ	PROPN	V;PFV;MASC;SG;V.PTCP;ACT
quinta	पंचम	quinto	पंचम	ADJ	PROPN;NOM;MASC;SG;3
fontes	स्त्रोत	fonte	स्त्रोत	N	
desfacerse	पाएँ	desfacerse	पा	N	V;SBJV;PL;FIN;ACT
desfacerse	मिलेंगी	desfacerse	मिल	N	V;FEM;IND;SG;3;FUT;FIN;ACT
afeitos	प्रयुक्त	afeitos	प्रयुक्त	N	ADP
realista	यथार्थवादी	realista	यथार्थवादी	ADJ	PROPN;NOM;SG;3
tuberculose	तपेदिक	tuberculose	तपेदिक	N	PROPN;NOM;FEM;SG;3
enviamos	प्रेषित	enviar	प्रेषित	V	ADJ
utilizando	सिर्फ	utilizar	सिर्फ	V	PART
utilizando	बस	utilizar	बस	V	N;NOM;FEM;SG;3
camiñaba	था	camiñar	था	V	V;MASC;IND;SG;PST;FIN;ACT
camiñaba	थी	camiñar	था	V	V;FEM;IND;SG;PST;FIN;ACT
vólvense	उन्होंने	vólvense	वह	PROPN	PRO;SG;3;FORM
vólvense	वे	vólvense	वह	PROPN	PRO;NOM;SG;3
vólvense	पाएँ	vólvense	पा	PROPN	V;SBJV;PL;FIN;ACT
vólvense	मिलेंगी	vólvense	मिल	PROPN	V;FEM;IND;SG;3;FUT;FIN;ACT
