το	را	ο	را	DET;NOM;DEF;NEUT;SG	PART
λειτουργία	عملیات	λειτουργία	عملیات	N;ACC;FEM;SG	N;PL
βιβλία	کتاب	βιβλία	کتاب	N;NOM;NEUT;PL	N;SG
αυτοί	اونا	αυτός	آن	PRO;NOM;MASC;PL;3	N;PL
αυτοί	اونها	αυτός	اون	PRO;NOM;MASC;PL;3	N;PL
αυτοί	ایشان	αυτός	ایشان	PRO;NOM;MASC;PL;3	PRO;PL;3
θάλασσα	بحر	θάλασσα	بحر	N;NOM;FEM;SG	
όσκαρ	اسکار	όσκαρ	اسکار		N;SG
όσκαρ	اسکار	όσκαρ	اسکار		N;SG
ακριβώς	دقیقأ	ακριβώς	دقیقأ	ADV	
γυναίκα	wife	γυναίκα	wife	N;NOM;FEM;SG	
κεντρική	سنترال	κεντρικός	سنترال	ADJ;NOM;FEM;SG	N;SG
κεντρική	مرکز	κεντρικός	مرکز	ADJ;NOM;FEM;SG	N;SG
γλώσσες	زبان	γλώσσα	زبان	N;NOM;FEM;PL	N;SG
χρώμα	رنگها	χρώμα	رنگ	N;NOM;NEUT;SG	N;PL
διεθνής	اینترنشنال	διεθνής	اینترنشنال	ADJ;NOM;FEM;SG	N;SG
διεθνής	بینالمللی	διεθνής	بینالمللی	ADJ;NOM;FEM;SG	N;SG
διεθνής	جهانی	διεθνής	جهانی	ADJ;NOM;FEM;SG	N;SG
αμερική	آمریکای	αμερικός	آمریکا	PROPN;ACC;FEM;SG	N;SG
αμερική	امریکا	αμερικός	امریکا	PROPN;ACC;FEM;SG	N;SG
αμερική	آمریکا	αμερικός	آمریکا	PROPN;ACC;FEM;SG	N;SG
κύρια	main	κύριος	main	ADV	N;SG
κύρια	اصلی	κύριος	اصلی	ADV	ADJ
κύρια	ماین	κύριος	ماین	ADV	N;SG
μικρά	کوچک	μικρός	کوچک	ADV	ADJ
μικρά	small	μικρός	small	ADV	
μικρά	کوچکی	μικρός	کوچک	ADV	N;SG
μικρά	اسمال	μικρός	اسمال	ADV	N;SG
σχέσεις	رابطه	σχέση	رابطه	N;NOM;FEM;PL	N;SG
ώρες	ساعت	ώρα	ساعت	N;NOM;FEM;PL	N;SG
ειδικά	بخصوص	ειδικά	بخصوص	ADV	CONJ
υλικό	مواد	υλικό	ماده	N;NOM;NEUT;SG	N;PL
υλικό	مصالح	υλικό	مصالح	N;NOM;NEUT;SG	N;PL
κάστρο	قصر	κάστρο	None	PROPN;NOM;NEUT;SG	N;SG
κάστρο	کاستل	κάστρο	کاستل	PROPN;NOM;NEUT;SG	N;SG
κάστρο	کستل	κάστρο	کستل	PROPN;NOM;NEUT;SG	N;SG
κάστρο	قلعه	κάστρο	قلعه	PROPN;NOM;NEUT;SG	N;SG
κάστρο	کسل	κάστρο	کسل	PROPN;NOM;NEUT;SG	ADJ
κάστρο	کاسترو	κάστρο	کاسترو	PROPN;NOM;NEUT;SG	N;SG
δυτικά	وست	δυτικά	None	ADV	N;SG
δυτικά	باختر	δυτικά	باخت#باز	ADV	N;SG
δυτικά	غرب	δυτικά	غرب	ADV	N;SG
δυτικά	غربی	δυτικά	غربی	ADV	ADJ
δυτικά	وسترن	δυτικά	وسترن	ADV	N;SG
δυτικά	غربی	δυτικά	غربی	ADV	ADJ
καλά	خوبی	καλά	خوبی	ADV	N;SG
καλά	good	καλά	good	ADV	
καλά	خوبش	καλά	خوبش	ADV	
ανατολικά	شرق	ανατολικά	شرق	ADV	N;SG
ανατολικά	شرقی	ανατολικά	شرقی	ADV	N;SG
ανατολικά	شرق	ανατολικά	شرق	ADV	N;SG
ανατολικά	شرقی	ανατολικά	شرقی	ADV	N;SG
απέναντι	مخالف	απέναντι	مخالف	ADV	N;SG
νίκος	نیکوس	νίκος	نیکوس	PROPN;NOM;MASC;SG	N;SG
άνθρωποι	بشر	άνθρωπος	بشر	N;NOM;MASC;PL	N;SG
άνθρωποι	مردم	άνθρωπος	مردم	N;NOM;MASC;PL	N;SG
έφτασε	رسیدن	φτάνω	رسیدن	V;PFV;IND;SG;3;PST;FIN;ACT	N;SG
έφτασε	رسید	φτάνω	رسید#رس	V;PFV;IND;SG;3;PST;FIN;ACT	N;SG
τελευταίο	آخری	τελευταίος	آخری	ADJ;NOM;NEUT;SG	N;SG
τελευταίο	لست	τελευταίος	لست	ADJ;NOM;NEUT;SG	ADP
πρόταση	فرمایشات	πρόταση	فرمایش	N;NOM;FEM;SG	N;PL
μέρες	روزگار	μέρα	روزگار	N;NOM;FEM;PL	N;SG
ανακαλύφθηκε	کشف	ανακαλύπτω	کشف	V;PFV;IND;SG;3;PST;FIN;PASS	N;SG
τελική	نهائی	τελικός	نهائی	ADJ;NOM;FEM;SG	N;SG
τελική	پایانی	τελικός	پایان	ADJ;NOM;FEM;SG	N;SG
τελική	فاینال	τελικός	فاینال	ADJ;NOM;FEM;SG	N;SG
μέσο	متوسط	μέσος	متوسط	N;ACC;NEUT;SG	ADJ
συνέχισε	ادامه	συνεχίζω	ادامه	V;PFV;IND;SG;3;PST;FIN;ACT	N;SG
έρευνα	تحقیقات	έρευνα	تحقیق	N;NOM;FEM;SG	N;PL
έρευνα	تحقیقاتی	έρευνα	تحقیق	N;NOM;FEM;SG	N;PL
έρευνα	تحقیقات	έρευνα	تحقیق	N;NOM;FEM;SG	N;PL
γέννησης	b	γέννηση	b	N;GEN;FEM;SG	INTJ
δυτική	وست	δυτικός	None	ADJ;NOM;FEM;SG	N;SG
δυτική	باختر	δυτικός	باخت#باز	ADJ;NOM;FEM;SG	N;SG
δυτική	غرب	δυτικός	غرب	ADJ;NOM;FEM;SG	N;SG
δυτική	وسترن	δυτικός	وسترن	ADJ;NOM;FEM;SG	N;SG
κωνσταντινούπολη	قسطنطنیه	κωνσταντινούπολη	None	PROPN;ACC;FEM;SG	N;SG
κωνσταντινούπολη	استانبول	κωνσταντινούπολη	استانبول	PROPN;ACC;FEM;SG	N;SG
αλέξανδρος	الکساندروس	αλέξανδρος	الکساندروس	PROPN;NOM;MASC;SG	ADJ
αλέξανδρος	اسکندر	αλέξανδρος	اسکندر	PROPN;NOM;MASC;SG	N;SG
αλέξανδρος	الکساندر	αλέξανδρος	الکساندر	PROPN;NOM;MASC;SG	N;SG
γενική	ژنرال	γενικός	ژنرال	ADJ;NOM;FEM;SG	N;SG
γενική	جنرال	γενικός	جنرال	ADJ;NOM;FEM;SG	N;SG
μερικά	بعضیها	μερικοί	بعضی	PRO;NOM;NEUT;PL;3	N;PL
χρειάζεται	نیاز	χρειάζομαι	نیاز	V;IPFV;IND;SG;3;PRS;FIN;PASS	N;SG
αγγλία	انگلستان	αγγλία	انگلستان	PROPN;ACC;FEM;SG	N;SG
αγγλία	انگلیس	αγγλία	انگلیس	PROPN;ACC;FEM;SG	N;SG
ρωσία	روسیه	ρωσία	روسیه	PROPN;ACC;FEM;SG	N;SG
ρώμη	رُم	ρώμη	رُم	PROPN;ACC;FEM;SG	N;SG
ρώμη	رم	ρώμη	رم	PROPN;ACC;FEM;SG	N;SG
ρώμη	روم	ρώμη	None	PROPN;ACC;FEM;SG	
κορυφή	بالا	κορυφή	بالا	N;ACC;FEM;SG	ADV;ESS
ενδιαφέρον	جالب	ενδιαφέρον	جالب	N;NOM;NEUT;SG	ADJ
έξω	برون	έξω	برون	ADV	N;SG
ισπανία	اسپانیای	ισπανία	اسپانیا	PROPN;ACC;FEM;SG	N;SG
ισπανία	اسپانیا	ισπανία	اسپانیا	PROPN;ACC;FEM;SG	N;SG
ρωσίας	روسیه	ρωσία	روسیه	PROPN;GEN;FEM;SG	N;SG
μιχαήλ	میخائیل	μιχαήλ	میخائیل	PROPN;NOM;MASC;SG	N;SG
μιχαήλ	میکائیل	μιχαήλ	میکائیل	PROPN;NOM;MASC;SG	N;SG
μιχαήλ	مایکل	μιχαήλ	مایکل	PROPN;NOM;MASC;SG	N;SG
πέρασε	بگذشت	περνώ	گذشت#گذر	V;PFV;IND;SG;3;PST;FIN;ACT	N;SG
πέρασε	گذشت	περνώ	گذشت	V;PFV;IND;SG;3;PST;FIN;ACT	N;SG
καμία	هیچکدام	κανένας	هیچکدام	PRO;NOM;FEM;SG;3	PRO
σύζυγος	wife	σύζυγος	wife	N;NOM;MASC;SG	
ανατολική	شرق	ανατολικός	شرق	ADJ;NOM;FEM;SG	N;SG
ανατολική	شرقی	ανατολικός	شرقی	ADJ;NOM;FEM;SG	N;SG
ανατολική	شرق	ανατολικός	شرق	ADJ;NOM;FEM;SG	N;SG
ανατολική	شرقی	ανατολικός	شرقی	ADJ;NOM;FEM;SG	N;SG
μέρη	عورت	μέρος	عورت	N;NOM;NEUT;PL	N;SG
αγγλική	انگلیسی	αγγλικός	انگلیسی	ADJ;NOM;FEM;SG	N;SG
αγγλική	english	αγγλικός	english	ADJ;NOM;FEM;SG	N;SG
γαλλική	فرنچ	γαλλική	فرنچ	ADJ;NOM;FEM;SG	N;SG
γαλλική	فرانسه	γαλλική	فرانسه	ADJ;NOM;FEM;SG	N;SG
γαλλική	فرانسوی	γαλλική	فرانسوی	ADJ;NOM;FEM;SG	N;SG
δημοτικό	ابتدایی	δημοτικός	ابتدایی	ADJ;NOM;NEUT;SG	N;SG
δημοτικό	مقدماتی	δημοτικός	مقدمه	ADJ;NOM;NEUT;SG	N;PL
φεστιβάλ	جشنهای	φεστιβάλ	جشن	N;NOM;NEUT;SG	N;PL
επίσημα	رسما	επίσημα	رسما	ADV	N;SG
επιχείρηση	عملیات	επιχείρηση	عملیات	N;ACC;FEM;SG	N;PL
αποφάσισε	تصمیم	αποφασίζω	تصمیم	V;PFV;IND;SG;3;PST;FIN;ACT	N;SG
λονδίνο	لندن	λονδίνο	لندن	PROPN;NOM;NEUT;SG	N;SG
λονδίνο	london	λονδίνο	None	PROPN;NOM;NEUT;SG	N;SG
μακεδονίας	مقدونیه	μακεδονία	مقدونیه	PROPN;GEN;FEM;SG	N;SG
ώρα	time	ώρα	time	N;ACC;FEM;SG	
μεγάλα	بیگ	μεγάλος	بیگ	ADJ;NOM;NEUT;PL	N;SG
μεγάλα	b	μεγάλος	b	ADJ;NOM;NEUT;PL	N;SG
μεγάλα	بزرگی	μεγάλος	بزرگی	ADJ;NOM;NEUT;PL	N;SG
ιστορικά	تاریخی	ιστορικά	تاریخی	ADV	ADJ
πλοία	کشتی	πλοίο	کشتی	N;NOM;NEUT;PL	N;SG
σημεία	امتیاز	σημείο	امتیاز	N;NOM;NEUT;PL	N;SG
λέει	میگه	λέγω	میگه	V;IPFV;IND;SG;3;PRS;FIN;ACT	
διεθνές	اینترنشنال	διεθνής	اینترنشنال	ADJ;NOM;NEUT;SG	N;SG
διεθνές	بینالمللی	διεθνής	بینالمللی	ADJ;NOM;NEUT;SG	N;SG
διεθνές	جهانی	διεθνής	جهانی	ADJ;NOM;NEUT;SG	N;SG
κώστας	کوستاس	κώστα	کوستاس	PROPN;NOM;MASC;SG	N;SG
κατ	cat	κατ	cat	ADP	N;SG
κατ	گربه	κατ	گربه	ADP	N;SG
τομ	تام	τομ	تام		N;SG
τομ	tom	τομ	tom		N;SG
πρόσωπα	چهره	πρόσωπο	چهره	N;NOM;NEUT;PL	N;SG
πρόσωπα	رخسار	πρόσωπο	رخسار	N;NOM;NEUT;PL	N;SG
αντίθεση	مخالفین	αντίθεση	مخالف	N;ACC;FEM;SG	N;PL
υπηρεσία	خدمات	υπηρεσία	خدمت	N;NOM;FEM;SG	N;PL
σύντομα	بزودی	σύντομα	بزودی	ADV	
διεθνή	اینترنشنال	διεθνής	اینترنشنال	ADV	N;SG
διεθνή	بینالمللی	διεθνής	بینالمللی	ADV	N;SG
διεθνή	جهانی	διεθνής	جهانی	ADV	N;SG
όρους	شروط	όρος	شروط	N;ACC;MASC;PL	N;SG
αττικής	آتیک	αττικός	آتیک	ADJ;GEN;FEM;SG	N;SG
αεκ	aek	αεκ	aek	N	
ολυμπιακός	المپیک	ολυμπιακός	المپیک	ADJ;NOM;MASC;SG	N;SG
ολυμπιακός	olympiakos	ολυμπιακός	olympiakos	ADJ;NOM;MASC;SG	N;SG
λιγότερο	کمتر	λίγο	کم	ADV;CMPR	ADJ;CMPR
λιγότερο	less	λίγο	less	ADV;CMPR	N;SG
κυκλοφορία	گردش	κυκλοφορία	گردش	N;ACC;FEM;SG	
πειραιά	پیره	πειραία	پیره	ADV	N;SG
παντρεύτηκε	married	παντρέω	married	V;PFV;IND;SG;3;PST;FIN;PASS	N;SG
παντρεύτηκε	متاهل	παντρέω	متاهل	V;PFV;IND;SG;3;PST;FIN;PASS	N;SG
παντρεύτηκε	ازدواج	παντρέω	ازدواج	V;PFV;IND;SG;3;PST;FIN;PASS	N;SG
τρίτο	سومین	τρίτος	سومین	NUM;NOM;NEUT;SG	ADJ;RL
τρίτο	سومی	τρίτος	None	NUM;NOM;NEUT;SG	N;SG
τρίτο	سوم	τρίτος	سوم	NUM;NOM;NEUT;SG	ADJ
στρατιωτική	ارتش	στρατιωτικός	ارتش	ADJ;NOM;FEM;SG	N;SG
στρατιωτική	نظامی	στρατιωτικός	نظام	ADJ;NOM;FEM;SG	N;SG
στρατιωτική	ارتشی	στρατιωτικός	ارتشی	ADJ;NOM;FEM;SG	N;SG
καλή	خوبی	καλός	خوبی	ADJ;NOM;FEM;SG	N;SG
καλή	good	καλός	good	ADJ;NOM;FEM;SG	
καλή	خوب	καλός	خوب	ADJ;NOM;FEM;SG	ADV
καλή	خوبش	καλός	خوبش	ADJ;NOM;FEM;SG	
έδαφος	عوارض	έδαφος	عارضه	N;NOM;NEUT;SG	N;PL
έδρες	صندلی	έδρα	صندلی	N;NOM;FEM;PL	N;SG
αγωνίζεται	کشمکش	αγωνίζομαι	کشمکش	V;IPFV;IND;SG;3;PRS;FIN;PASS	N;SG
αγωνίζεται	تقلا	αγωνίζομαι	تقلاً	V;IPFV;IND;SG;3;PRS;FIN;PASS	N;SG
εκπαίδευση	تمرینات	εκπαίδευση	تمرینه	N;ACC;FEM;SG	N;PL
εκπαίδευση	آموزشی	εκπαίδευση	آموزشی	N;ACC;FEM;SG	ADJ
εκπαίδευση	تحصیلات	εκπαίδευση	تحصیل	N;ACC;FEM;SG	N;PL
δημήτριος	دیمیتریوس	δημήτριος	دیمیتریوس	PROPN;NOM;MASC;SG	ADJ;CMPR
δημήτριος	دیمتریوس	δημήτριος	دیمتریوس	PROPN;NOM;MASC;SG	ADJ;CMPR
δεύτερος	دوم	δεύτερος	دوم	NUM;NOM;MASC;SG	ADJ
δεύτερος	ثانیه	δεύτερος	ثانیه	NUM;NOM;MASC;SG	N;SG
δεύτερος	دومی	δεύτερος	None	NUM;NOM;MASC;SG	ADJ
επόμενο	بعدی	επόμενος	بعد	ADJ;NOM;NEUT;SG	N;SG
επόμενο	next	επόμενος	next	ADJ;NOM;NEUT;SG	N;SG
ανθρώπους	بشر	άνθρωπος	بشر	N;ACC;MASC;PL	N;SG
ανθρώπους	مردم	άνθρωπος	مردم	N;ACC;MASC;PL	N;SG
φυσική	natural	φυσικός	natural	ADJ;NOM;FEM;SG	N;SG
φυσική	فیزیک	φυσικός	فیزیک	ADJ;NOM;FEM;SG	N;SG
φυσική	جسمی	φυσικός	None	ADJ;NOM;FEM;SG	N;SG
φυσική	بدنی	φυσικός	بدنی	ADJ;NOM;FEM;SG	N;SG
φυσική	فیزیکی	φυσικός	None	ADJ;NOM;FEM;SG	N;SG
χρυσό	زرین	χρυσός	None		N;SG
χρυσό	طلایی	χρυσός	طلایی		ADJ
χρυσό	گلدن	χρυσός	گلدن		N;SG
χρυσό	طلائی	χρυσός	طلایی		N;SG
χρυσό	طلای	χρυσός	طلا		N;SG
χρυσό	gold	χρυσός	gold		N;SG
χρυσό	طلا	χρυσός	طلا		N;SG
χρυσό	طلایی	χρυσός	طلایی		ADJ
χρυσό	گلد	χρυσός	گلد		N;SG
χρυσό	زرین	χρυσός	None		N;SG
παγκόσμια	سراسری	παγκόσμιος	سراسری	ADJ;NOM;FEM;SG	N;SG
παγκόσμια	جهانی	παγκόσμιος	جهانی	ADJ;NOM;FEM;SG	N;SG
παγκόσμια	گلوبال	παγκόσμιος	گلوبال	ADJ;NOM;FEM;SG	N;SG
λεπτά	دقیقه	λεπτό	دقیقه	ADV	N;SG
λεπτά	دقایقی	λεπτό	None	ADV	N;PL
φέρει	آوردن	φέρω	آوردن	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;SG
φέρει	بیاورد	φέρω	آورد#آور	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;SBJV;SG;3;PRS
φέρει	بیاورید	φέρω	آورد#آور	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;SBJV;PL;2;PRS
ρεκόρ	ضبط	ρεκόρ	None		N;SG
πειραιώς	پیره	πειραιώς	پیره	ADV	N;SG
αρχική	آغازی	αρχικός	None	ADJ;NOM;FEM;SG	N;SG
αρχική	اصیل	αρχικός	None	ADJ;NOM;FEM;SG	N;SG
αρχική	اوریجینال	αρχικός	اوریجینال	ADJ;NOM;FEM;SG	N;SG
έμεινε	درنگ	μένω	درنگ	V;PFV;IND;SG;3;PST;FIN;ACT	N;SG
ακολουθεί	following	ακολουθώ	following	V;IPFV;IND;SG;3;PRS;FIN;ACT	
ακολουθεί	ذیل	ακολουθώ	ذیل	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;SG
διεθνείς	اینترنشنال	διεθνής	اینترنشنال	ADJ;NOM;FEM;PL	N;SG
διεθνείς	بینالمللی	διεθνής	بینالمللی	ADJ;NOM;FEM;PL	N;SG
διεθνείς	جهانی	διεθνής	جهانی	ADJ;NOM;FEM;PL	N;SG
νέος	تازه	νέος	تازه	ADJ;NOM;MASC;SG	ADV
νέος	نیو	νέος	نیو	ADJ;NOM;MASC;SG	N;SG
νέος	جوان	νέος	جوان	ADJ;NOM;MASC;SG	N;SG
νέος	یانگ	νέος	یانگ	ADJ;NOM;MASC;SG	N;SG
νέος	جوون	νέος	جوون	ADJ;NOM;MASC;SG	N;SG
νέος	یونگ	νέος	یونگ	ADJ;NOM;MASC;SG	N;SG
γερμανική	آلمان	γερμανικός	آلمان	ADJ;NOM;FEM;SG	N;SG
γερμανική	آلمانی	γερμανικός	آلمانی	ADJ;NOM;FEM;SG	N;SG
δημήτρης	دیمیتریوس	δημήτρης	دیمیتریوس	N;NOM;MASC;SG	ADJ;CMPR
δημήτρης	دیمیتریس	δημήτρης	دیمیتریس	N;NOM;MASC;SG	ADJ;CMPR
σκορ	نمره	σκορ	نمره		N;SG
σκορ	امتیاز	σκορ	امتیاز		N;SG
σκορ	امتیازهای	σκορ	امتیاز		N;PL
σκορ	امتیازات	σκορ	امتیاز		N;PL
σκορ	نمرات	σκορ	نمرت		N;PL
σκορ	نمره	σκορ	نمره		N;SG
φωνητικά	آوازی	φωνητικά	آواز	ADV	N;SG
εσωτερικό	داخلی	εσωτερικό	داخلی	N;NOM;NEUT;SG	ADJ
εσωτερικό	درونی	εσωτερικό	درونی	N;NOM;NEUT;SG	ADJ
εσωτερικό	داخلی	εσωτερικό	داخلی	N;NOM;NEUT;SG	ADJ
εσωτερικό	درونی	εσωτερικό	درونی	N;NOM;NEUT;SG	ADJ
εσωτερικό	درونی	εσωτερικό	درونی	N;NOM;NEUT;SG	ADJ
γερμανός	آلمان	γερμανός	آلمان	ADJ;NOM;MASC;SG	N;SG
γερμανός	آلمانی	γερμανός	آلمانی	ADJ;NOM;MASC;SG	N;SG
περισσότεροι	دیگر	πολύς	دیگر	ADJ;NOM;CMPR;MASC;PL	ADV
ιούνιο	ژوئن	ιούνιος	None	PROPN;ACC;MASC;SG	N;SG
ιούνιο	june	ιούνιος	june	PROPN;ACC;MASC;SG	
σύγχρονη	مدرن	σύγχρονος	مدرن	ADJ;NOM;FEM;SG	N;SG
σύγχρονη	امروزی	σύγχρονος	امروزی	ADJ;NOM;FEM;SG	N;SG
σύγχρονη	modern	σύγχρονος	modern	ADJ;NOM;FEM;SG	N;SG
σύγχρονη	معاصر	σύγχρονος	معاصر	ADJ;NOM;FEM;SG	N;SG
μπροστά	جلو	μπροστά	جلو	ADV	N;SG
μπροστά	جبهه	μπροστά	جبهه	ADV	N;SG
μπροστά	جلو	μπροστά	جلو	ADV	N;SG
περιεχόμενο	محتویات	περιεχόμενο	محتویه	N;NOM;NEUT;SG	N;PL
περιεχόμενο	خرسند	περιεχόμενο	خرسند	N;NOM;NEUT;SG	ADJ
περιεχόμενο	محتویات	περιεχόμενο	محتویه	N;NOM;NEUT;SG	N;PL
ευρωπαϊκή	جاده	ευρωπαϊκός	جاده	ADJ;NOM;FEM;SG	N;SG
ευρωπαϊκή	اروپایی	ευρωπαϊκός	اروپایی	ADJ;NOM;FEM;SG	N;SG
ορισμένες	یقین	ορισμένος	None	ADJ;NOM;FEM;PL	N;SG
αριστερά	چپ	αριστερά	چپ	ADV	N;SG
καλύτερα	بهتر	καλά	به	ADV;CMPR	ADJ;CMPR
καλύτερα	بهترش	καλά	بهترش	ADV;CMPR	ADJ;CMPR
καλύτερα	بهترین	καλά	به	ADV;CMPR	ADJ;RL
καλύτερα	بهتر	καλά	به	ADV;CMPR	ADJ;CMPR
καλύτερα	best	καλά	best	ADV;CMPR	N;SG
μεγάλος	بیگ	μεγάλος	بیگ	ADJ;NOM;MASC;SG	N;SG
μεγάλος	b	μεγάλος	b	ADJ;NOM;MASC;SG	N;SG
μεγάλος	بزرگی	μεγάλος	بزرگی	ADJ;NOM;MASC;SG	N;SG
καλό	خوبی	καλός	خوبی	ADJ;NOM;NEUT;SG	N;SG
καλό	good	καλός	good	ADJ;NOM;NEUT;SG	
καλό	خوب	καλός	خوب	ADJ;NOM;NEUT;SG	ADV
καλό	خوبش	καλός	خوبش	ADJ;NOM;NEUT;SG	
απεβίωσε	مرحوم	αποβιώνω	مرحوم	V;PFV;IND;SG;3;PST;FIN;ACT	N;SG
προσωπική	شخصی	προσωπικός	شخص	ADJ;NOM;FEM;SG	N;SG
αχαΐας	آخا	αχανας	آخا	PROPN;GEN;FEM;SG	N;SG
στόχο	goal	στόχος	goal	N;ACC;MASC;SG	
πλαίσια	فریم	πλαίσιο	فریم	N;NOM;NEUT;PL	N;SG
κύπρο	قبرس	κύπρος	قبرس	PROPN;ACC;FEM;SG	N;SG
περιλαμβάνουν	شامل	περιλαμβάνω	شامل	V;IPFV;IND;PL;3;PRS;FIN;ACT	ADJ
κριτική	انتقادات	κριτική	انتقاد	N;ACC;FEM;SG	N;PL
γραμμές	صف	γραμμή	صف	N;NOM;FEM;PL	N;SG
επεξεργασία	ویرایش	επεξεργασία	ویرایش		N;SG
επεξεργασία	پردازش	επεξεργασία	پردازش		N;SG
επεξεργασία	پردازی	επεξεργασία	پردازی		N;SG
βιογραφικά	cvs	βιογραφικός	cvs	ADV	N;SG
διαφορετικά	متفاوت	διαφορετικά	متفاوت	ADV	ADJ
διαφορετικά	وگرنه	διαφορετικά	وگرنه	ADV	
γρήγορα	روزه	γρήγορα	روزه	ADV	N;SG
γρήγορα	تند	γρήγορα	None	ADV	ADJ
έφερε	آوردن	φέρω	آوردن	V;PFV;IND;SG;3;PST;FIN;ACT	N;SG
σύνορα	مرز	σύνορο	مرز	N;NOM;NEUT;PL	N;SG
σύνορα	جلودار	σύνορο	جلودار	N;NOM;NEUT;PL	N;SG
σύνορα	لبه	σύνορο	لبه	N;NOM;NEUT;PL	N;SG
σύνορα	مرزی	σύνορο	مرز	N;NOM;NEUT;PL	N;SG
σύνορα	مرز	σύνορο	مرز	N;NOM;NEUT;PL	N;SG
σύνορα	لبۀ	σύνορο	لبۀ	N;NOM;NEUT;PL	N;SG
σύνορα	مرزی	σύνορο	مرز	N;NOM;NEUT;PL	N;SG
αεροσκάφη	هواپیمای	αεροσκάφος	هواپیما	N;NOM;NEUT;PL	N;SG
αεροσκάφη	هواگرد	αεροσκάφος	هواگرد	N;NOM;NEUT;PL	N;SG
πλοίο	کشتیها	πλοίο	کشتی	N;NOM;NEUT;SG	N;PL
διοικητική	اداری	διοικητικός	None	ADJ;NOM;FEM;SG	N;SG
κανένα	هیچکدام	κανένας	هیچکدام	PRO;NOM;NEUT;SG;3	PRO
αμερικανοί	آمریکایی	Αμερικανός	آمریکایی	PROPN;NOM;MASC;PL	ADJ
αμερικανοί	امریکایی	Αμερικανός	None	PROPN;NOM;MASC;PL	N;SG
αμερικανοί	امریکن	Αμερικανός	None	PROPN;NOM;MASC;PL	N;SG
αμερικανοί	آمریکن	Αμερικανός	آمریکن	PROPN;NOM;MASC;PL	N;SG
αμερικανοί	آمریکاییها	Αμερικανός	آمریکایی	PROPN;NOM;MASC;PL	N;PL
καλύτερο	بهترین	καλά	به	ADJ;NOM;CMPR;NEUT;SG	ADJ;RL
καλύτερο	best	καλά	best	ADJ;NOM;CMPR;NEUT;SG	N;SG
γερμανικά	آلمان	γερμανικά	آلمان	ADV	N;SG
γερμανικά	آلمانی	γερμανικά	آلمانی	ADV	N;SG
δημόσια	همگانی	δημόσιος	همگانی	ADJ;NOM;FEM;SG	N;SG
δημόσια	public	δημόσιος	public	ADJ;NOM;FEM;SG	N;SG
εμφανίσεις	بازدیدهای	εμφάνιση	بازدید	N;NOM;FEM;SG	N;PL
υπηρέτησε	خدمت	υπηρετώ	خدمت	V;PFV;IND;SG;3;PST;FIN;ACT	N;SG
κοινή	رایج	κοινός	رایج	ADJ;NOM;FEM;SG	N;SG
αστεροειδής	سیارکها	αστεροειδής	سیارک	ADJ;NOM;MASC;SG	N;PL
πάτρα	پاتراس	πάτρα	پاتراس	PROPN;NOM;FEM;SG	N;SG
φαινόμενο	پدیدهای	φαινόμενο	پدید	N;NOM;NEUT;SG	N;PL
άγιο	مقدس	άγιος	مقدس	N;NOM;MASC;SG	ADJ
γαλλικά	فرنچ	γαλλικά	فرنچ	ADV	N;SG
γαλλικά	فرانسه	γαλλικά	فرانسه	ADV	N;SG
