que	cela	que	cela	CONJ	PRO;SG
antonio	antonio	antonio	antonio	N;MASC;SG	PROPN
española	espagnols	español	espagnol	ADJ;FEM;SG	ADJ;MASC;PL
varias	divers	varios	divers	PRO;FEM;PL	ADJ;MASC;PL
varias	diverses	varios	divers	PRO;FEM;PL	ADJ;FEM;PL
actual	courant	actual	courir	ADJ;SG	V;PRS;V.PTCP
actual	actuels	actual	actuel	ADJ;SG	ADJ;MASC;PL
lista	prête	lista	prêt	N;FEM;SG	ADJ;FEM;SG
lista	pret	lista	pret	N;FEM;SG	ADJ;MASC;SG
lista	prêtes	lista	prêt	N;FEM;SG	ADJ;FEM;PL
lista	prêt	lista	prêt	N;FEM;SG	ADJ;MASC;SG
lista	prêts	lista	prêt	N;FEM;SG	ADJ;MASC;PL
lista	listes	lista	liste	N;FEM;SG	N;FEM;PL
jpg	jpg	jpg	jpg	PROPN	N;MASC;SG
densidad	densités	densidad	densité	N;FEM;SG	N;FEM;PL
campeonato	championnats	campeonato	championnat	N;MASC;SG	N;MASC;PL
tarde	tardive	tarde	tardif	ADV	ADJ;FEM;SG
tarde	tardif	tarde	tardif	ADV	ADJ;MASC;SG
tarde	retard	tarde	retard	ADV	N;MASC;SG
tarde	soirée	tarde	soirée	ADV	N;FEM;SG
tarde	soir	tarde	soir	ADV	N;MASC;SG
tienen	ont	tener	avoir	V;IND;PL;3;PRS;FIN	V;IND;PL;3;PRS;FIN
ejército	militaire	ejército	militaire	N;MASC;SG	ADJ;MASC;SG
ejército	militaires	ejército	militaire	N;MASC;SG	ADJ;MASC;PL
porque	parce	porque	parce	CONJ	ADV
porque	car	porque	car	CONJ	CONJ
porque	parceque	porque	parceque	CONJ	
observatorio	observatoires	observatorio	observatoire	N;MASC;SG	N;MASC;PL
escuela	ecoles	escuela	ecole	N;FEM;SG	N;FEM;PL
escuela	écoles	escuela	école	N;FEM;SG	N;FEM;PL
información	infos	información	info	N;FEM;SG	N;FEM;PL
información	informations	información	information	N;FEM;SG	N;FEM;PL
información	infos	información	info	N;FEM;SG	N;FEM;PL
información	renseignements	información	renseignement	N;FEM;SG	N;MASC;PL
importante	importantes	importante	important	ADJ;SG	ADJ;FEM;PL
importante	importants	importante	important	ADJ;SG	ADJ;MASC;PL
último	derniers	último	dernier	ADJ;MASC;SG	ADJ;MASC;PL
último	dernières	último	dernier	ADJ;MASC;SG	ADJ;FEM;PL
último	dernières	último	dernier	ADJ;MASC;SG	ADJ;FEM;PL
último	derniers	último	dernier	ADJ;MASC;SG	ADJ;MASC;PL
canciones	chanson	canción	chanson	N;FEM;PL	N;FEM;SG
uso	uso	uso	uso	N;MASC;SG	PROPN
uso	utiliser	uso	utiliser	N;MASC;SG	V;NFIN
uso	utilise	uso	utiliser	N;MASC;SG	V;IND;SG;3;PRS;FIN
uso	utilisez	uso	utiliser	N;MASC;SG	V;IMP;PL;2;PRS;FIN
juegos	jeu	juego	jeu	N;MASC;PL	N;MASC;SG
alemania	allemagne	alemania	allemagne	N;FEM;SG	PROPN
john	jean	john	jean	PROPN	PROPN
john	john	john	john	PROPN	PROPN
miembros	adhésion	miembro	adhésion	N;MASC;PL	N;FEM;SG
pedro	pedro	pedro	pedro	N;MASC;SG	PROPN
pedro	peter	pedro	peter	N;MASC;SG	PROPN
capital	capitaux	capital	capital	N;FEM;SG	N;MASC;PL
primeros	early	primero	early	ADJ;MASC;PL	PROPN
primeros	précoce	primero	précoce	ADJ;MASC;PL	ADJ;MASC;SG
primeros	tôt	primero	tôt	ADJ;MASC;PL	ADV
primeros	première	primero	premier	ADJ;MASC;PL	ADJ;FEM;SG
primeros	premier	primero	premier	ADJ;MASC;PL	ADJ;MASC;SG
teatro	théâtres	teatro	théâtre	N;MASC;SG	N;MASC;PL
manera	way	manera	way	N;FEM;SG	V
laboratorio	laboratoires	laboratorio	laboratoire	N;MASC;SG	N;MASC;PL
socorro	soulagé	socorro	soulager	N;MASC;SG	V;MASC;SG;PST;V.PTCP
libro	réserver	libro	réserver	N;MASC;SG	V;NFIN
diferentes	différente	diferente	différent	ADJ;PL	ADJ;FEM;SG
diferentes	différent	diferente	différent	ADJ;PL	ADJ;MASC;SG
barcelona	barcelona	barcelona	barcelona	N;FEM;SG	PROPN
llamado	appelée	llamado	appeler	ADJ;MASC;SG;V.PTCP	V;FEM;SG;PST;V.PTCP
llamado	appelé	llamado	appeler	ADJ;MASC;SG;V.PTCP	V;MASC;SG;PST;V.PTCP
llamado	appelés	llamado	appeler	ADJ;MASC;SG;V.PTCP	V;MASC;PL;PST;V.PTCP
mayoría	majoritaire	mayoría	majoritaire	N;FEM;SG	ADJ;MASC;SG
mayoría	majoritaires	mayoría	majoritaire	N;FEM;SG	ADJ;MASC;PL
unión	unión	unión	unión	N;FEM;SG	PROPN
edad	âges	edad	âge	N;FEM;SG	N;MASC;PL
juego	jeux	juego	jeu	N;MASC;SG	N;MASC;PL
arte	arts	arte	art	N;SG	N;MASC;PL
arte	artistique	arte	artistique	N;SG	ADJ;MASC;SG
arte	oeuvres	arte	oeuvre	N;SG	N;FEM;PL
especies	espèce	especie	espèce	N;FEM;PL	N;FEM;SG
europa	europa	europa	europa	N;FEM;SG	PROPN
cine	cinémas	cine	cinémas	N;MASC;SG	N;MASC;PL
cine	films	cine	film	N;MASC;SG	N;MASC;PL
cine	cinémas	cine	cinémas	N;MASC;SG	N;MASC;PL
cine	films	cine	film	N;MASC;SG	N;MASC;PL
center	centrer	center	centrer	N;MASC;SG	V;NFIN
selección	sélections	selección	sélection	N;FEM;SG	N;FEM;PL
costa	côtes	costa	côte	N;FEM;SG	N;FEM;PL
equipos	équipement	equipo	équipement	N;MASC;PL	N;MASC;SG
equipos	matériel	equipo	matériel	N;MASC;PL	N;MASC;SG
equipos	equipement	equipo	equipement	N;MASC;PL	N;MASC;SG
origen	origines	origen	origine	N;MASC;SG	N;FEM;PL
origen	sources	origen	source	N;MASC;SG	N;FEM;PL
origen	origines	origen	origine	N;MASC;SG	N;FEM;PL
museo	musées	museo	musée	N;MASC;SG	N;MASC;PL
puntos	suture	punto	suture	N;MASC;PL	N;FEM;SG
perú	perú	perú	perú	PROPN	PROPN
perú	pérou	perú	pérou	PROPN	N;MASC;SG
militar	armée	militar	armée	ADJ;SG	N;FEM;SG
militar	militaires	militar	militaire	ADJ;SG	ADJ;MASC;PL
américa	amerique	américa	amerique	N;FEM;SG	ADJ;MASC;SG
américa	amérique	américa	amérique	N;FEM;SG	ADJ;MASC;SG
américa	amérique	américa	amérique	N;FEM;SG	ADJ;MASC;SG
américa	amériques	américa	amérique	N;FEM;SG	ADJ;MASC;PL
ubicado	situés	ubicado	situer	ADJ;MASC;SG;V.PTCP	V;MASC;PL;PST;V.PTCP
ubicado	située	ubicado	situer	ADJ;MASC;SG;V.PTCP	V;FEM;SG;PST;V.PTCP
ubicado	localisé	ubicado	localiser	ADJ;MASC;SG;V.PTCP	V;MASC;SG;PST;V.PTCP
ubicado	situé	ubicado	situer	ADJ;MASC;SG;V.PTCP	V;MASC;SG;PST;V.PTCP
producción	sortie	producción	sortir	N;FEM;SG	V;FEM;SG;PST;V.PTCP
italia	italia	italia	italier	PROPN	PROPN
italia	italie	italia	italie	PROPN	PROPN
manuel	manuel	manuel	manuel	PROPN	N;MASC;SG
manuel	manny	manuel	manny	PROPN	PROPN
manuel	emmanuel	manuel	emmanuel	PROPN	N;MASC;SG
tener	ayant	tener	avoir	V;NFIN	V;PRS;V.PTCP
tener	ont	tener	avoir	V;NFIN	V;IND;PL;3;PRS;FIN
wikipedia	wikipédia	wikipedia	wikipédia	N;FEM;SG	V;MASC;SG;PST;V.PTCP
plantas	végétaux	planta	végétal	N;FEM;PL	ADJ;MASC;PL
plantas	végétal	planta	végétal	N;FEM;PL	ADJ;MASC;SG
plantas	usine	planta	usine	N;FEM;PL	N;FEM;SG
plantas	plante	planta	plante	N;FEM;PL	N;FEM;SG
debe	moût	deber	moût	V;IND;SG;3;PRS;FIN	N;MASC;SG
debe	doivent	deber	devoir	V;IND;SG;3;PRS;FIN	V;IND;PL;3;PRS;FIN
debe	devez	deber	devoir	V;IND;SG;3;PRS;FIN	V;IMP;PL;2;PRS;FIN
siempre	always	siempre	always	ADV	V
siempre	tjrs	siempre	tjr	ADV	
siempre	toujour	siempre	toujour	ADV	
metros	compteur	metro	compteur	N;MASC;PL	N;MASC;SG
metros	mètre	metro	mètre	N;MASC;PL	N;MASC;SG
oro	dorée	oro	doré	N;MASC;SG	V;FEM;SG;PST;V.PTCP
oro	doré	oro	dorer	N;MASC;SG	V;MASC;SG;PST;V.PTCP
oro	doré	oro	dorer	N;MASC;SG	V;MASC;SG;PST;V.PTCP
oro	or	oro	or	N;MASC;SG	CONJ
oro	gold	oro	gold	N;MASC;SG	
posteriormente	ultérieur	posteriormente	ultérieur	ADV	ADJ;MASC;SG
local	locales	local	local	ADJ;SG	ADJ;FEM;PL
local	locaux	local	local	ADJ;SG	ADJ;MASC;PL
francés	francais	francés	francais	N;MASC;SG	ADJ;MASC;SG
francés	française	francés	français	N;MASC;SG	ADJ;FEM;SG
francés	français	francés	français	N;MASC;SG	ADJ;MASC;SG
francés	françaises	francés	français	N;MASC;SG	ADJ;FEM;PL
cultura	culturels	cultura	culturel	N;FEM;SG	ADJ;MASC;PL
cultura	culturelle	cultura	culturel	N;FEM;SG	ADJ;FEM;SG
cultura	culturel	cultura	culturel	N;FEM;SG	ADJ;MASC;SG
santiago	james	santiago	jame	N;MASC;SG	PROPN
santiago	santiago	santiago	santiago	N;MASC;SG	PROPN
cerca	fermer	cerca	fermer	ADV	V;NFIN
cerca	proche	cerca	proche	ADV	ADJ;MASC;SG
cerca	proche	cerca	proche	ADV	ADJ;MASC;SG
cerca	proximité	cerca	proximité	ADV	N;FEM;SG
cerca	proche	cerca	proche	ADV	ADJ;MASC;SG
estudio	étudier	estudio	étudier	N;MASC;SG	V;NFIN
principales	principal	principal	principal	ADJ;PL	ADJ;MASC;SG
principales	main	principal	main	ADJ;PL	N;FEM;SG
principales	principale	principal	principal	ADJ;PL	ADJ;FEM;SG
com	ocm	com	ocm		N;FEM;SG
com	com	com	com		
cinco	cinco	cinco	cinco	NUM;PL	PROPN
cinco	five	cinco	five	NUM;PL	PROPN
anterior	précédentes	anterior	précédent	ADJ;SG	ADJ;FEM;PL
anterior	précédents	anterior	précédent	ADJ;SG	ADJ;MASC;PL
gracias	merci	gracias	merci	N	INTJ
gracias	cordialement	gracias	cordialement	N	ADV
gracias	remercier	gracias	remercier	N	V;NFIN
kitt	kitt	kitt	kitt	N;MASC;SG	PROPN
puerto	puerto	puerto	puerto	N;MASC;SG	PROPN
puerto	harbour	puerto	harbour	N;MASC;SG	PROPN
torneo	tournois	torneo	tournoi	N;MASC;SG	N;MASC;PL
mucho	much	mucho	much	ADV	INTJ
social	sociaux	social	social	ADJ;SG	ADJ;MASC;PL
millones	million	millón	million	N;MASC;PL	N;MASC;SG
comunidad	communautaire	comunidad	communautaire	N;FEM;SG	ADJ;MASC;SG
lado	latéraux	lado	latéral	N;MASC;SG	ADJ;MASC;PL
lado	latérale	lado	latéral	N;MASC;SG	ADJ;FEM;SG
colombia	colombie	colombia	colombie	N;FEM;SG	PROPN
colombia	columbia	colombia	columbia	N;FEM;SG	PROPN
colombia	colombienne	colombia	colombien	N;FEM;SG	ADJ;FEM;SG
colombia	colombiens	colombia	colombien	N;FEM;SG	N;MASC;PL
colombia	colombie	colombia	colombie	N;FEM;SG	PROPN
rock	rocheux	rock	rocheux	N;MASC;SG	ADJ;MASC;SG
político	politicien	político	politicien	ADJ;MASC;SG	N;MASC;SG
películas	cinéma	película	cinéma	N;FEM;PL	N;MASC;SG
películas	ciné	película	ciné	N;FEM;PL	N;MASC;SG
ver	affichage	ver	affichage	V;NFIN	N;MASC;SG
fuera	extérieur	fuera	extérieur	ADV	N;MASC;SG
fuera	exterieur	fuera	exterieur	ADV	ADJ;MASC;SG
fuera	sortir	fuera	sortir	ADV	V;NFIN
fuera	sortie	fuera	sortir	ADV	V;FEM;SG;PST;V.PTCP
fuera	out	fuera	out	ADV	PROPN
pesar	regrette	pesar	regretter	N	V;IND;SG;3;PRS;FIN
pesar	regretter	pesar	regretter	N	V;NFIN
popular	populaires	popular	populaire	ADJ;SG	ADJ;MASC;PL
muchas	nombreux	mucho	nombreux	PRO;FEM;PL	ADJ;MASC;PL
muchas	beaucoup	mucho	beaucoup	PRO;FEM;PL	ADV
muchas	nombreuses	mucho	nombreux	PRO;FEM;PL	ADJ;FEM;PL
hoy	hui	hoy	hui	ADV	
hoy	aujourdhui	hoy	aujourdhui	ADV	PROPN
tal	tal	tal	tal	N	
tal	tels	tal	tel	N	ADJ;MASC;PL
tal	tel	tal	tel	N	ADJ;MASC;SG
tal	telle	tal	tel	N	ADJ;FEM;SG
tal	telles	tal	tel	N	ADJ;FEM;PL
alto	alto	alto	alto	ADJ;MASC;SG	PROPN
alto	élevée	alto	élever	ADJ;MASC;SG	V;FEM;SG;PST;V.PTCP
alto	hautes	alto	haut	ADJ;MASC;SG	ADJ;FEM;PL
alto	halte	alto	halte	ADJ;MASC;SG	N;FEM;SG
alto	tall	alto	tall	ADJ;MASC;SG	PROPN
sino	sino	sino	sino	CONJ	PROPN
siguientes	suivant	siguiente	suivre	ADJ;PL	V;PRS;V.PTCP
finales	finale	final	finale	N;MASC;PL	N;FEM;SG
finales	finals	final	final	N;MASC;PL	ADJ;MASC;PL
finales	finales	final	finale	N;MASC;PL	ADJ;FEM;PL
finales	définitif	final	définitif	N;MASC;PL	ADJ;MASC;SG
finales	finale	final	finale	N;MASC;PL	N;FEM;SG
finales	final	final	final	N;MASC;PL	ADJ;MASC;SG
finales	définitive	final	définitif	N;MASC;PL	ADJ;FEM;SG
sociedad	partenariats	sociedad	partenariat	N;FEM;SG	N;MASC;PL
sociedad	sociedad	sociedad	sociedad	N;FEM;SG	PROPN
hombres	masculins	hombre	masculin	N;MASC;PL	ADJ;MASC;PL
hombres	homme	hombre	homme	N;MASC;PL	N;MASC;SG
hombres	mens	hombre	mens	N;MASC;PL	INTJ
última	derniers	último	dernier	ADJ;FEM;SG	ADJ;MASC;PL
última	dernières	último	dernier	ADJ;FEM;SG	ADJ;FEM;PL
última	dernières	último	dernier	ADJ;FEM;SG	ADJ;FEM;PL
última	derniers	último	dernier	ADJ;FEM;SG	ADJ;MASC;PL
original	originaux	original	original	ADJ;SG	ADJ;MASC;PL
estadio	arena	estadio	arena	N;MASC;SG	PROPN
estadio	stadium	estadio	stadium	N;MASC;SG	PROPN
ambos	both	ambos	both	NUM;MASC;PL	PROPN
miguel	mike	miguel	mike	PROPN	PROPN
miguel	miguel	miguel	miguel	PROPN	PROPN
miguel	alain	miguel	alain	PROPN	PROPN
miguel	michael	miguel	michael	PROPN	PROPN
miguel	michel	miguel	michel	PROPN	PROPN
ley	ley	ley	ley	N;FEM;SG	PROPN
ley	agir	ley	agir	N;FEM;SG	V;NFIN
ley	act	ley	act	N;FEM;SG	PROPN
oeste	occidentale	oeste	occidental	N;MASC;SG	ADJ;FEM;SG
oeste	west	oeste	west	N;MASC;SG	PROPN
oeste	occidentale	oeste	occidental	N;MASC;SG	ADJ;FEM;SG
oeste	occidental	oeste	occidental	N;MASC;SG	ADJ;MASC;SG
mujeres	féminin	mujer	féminin	N;FEM;PL	ADJ;MASC;SG
mujeres	femme	mujer	femme	N;FEM;PL	N;FEM;SG
incluso	meme	incluso	même	ADV	INTJ
cambio	modifier	cambio	modifier	N;MASC;SG	V;NFIN
cambio	changements	cambio	changement	N;MASC;SG	N;MASC;PL
cambio	changer	cambio	changer	N;MASC;SG	V;NFIN
cambio	échanger	cambio	échanger	N;MASC;SG	V;NFIN
jugador	joueurs	jugador	joueur	N;MASC;SG	N;MASC;PL
público	auditoires	público	auditoire	N;MASC;SG	N;MASC;PL
público	auditoires	público	auditoire	N;MASC;SG	N;MASC;PL
público	audiences	público	audience	N;MASC;SG	N;FEM;PL
público	publics	público	public	N;MASC;SG	ADJ;MASC;PL
público	publiques	público	public	N;MASC;SG	ADJ;FEM;PL
público	public	público	public	N;MASC;SG	ADJ;MASC;SG
público	publique	público	public	N;MASC;SG	ADJ;FEM;SG
miembro	membres	miembro	membre	N;MASC;SG	N;MASC;PL
pues	bien	pues	bien	CONJ	ADV
pues	puits	pues	puits	CONJ	N;MASC;SG
pues	bah	pues	bah	CONJ	
superior	supérieurs	superior	supérieur	ADJ;SG	ADJ;MASC;PL
media	médias	media	média	N;FEM;SG	N;MASC;PL
media	moyen	media	moyen	N;FEM;SG	ADJ;MASC;SG
media	moyennes	media	moyen	N;FEM;SG	ADJ;FEM;PL
california	californie	california	californie	N;FEM;SG	PROPN
california	californienne	california	californien	N;FEM;SG	ADJ;FEM;SG
tan	tan	tanto	tan	ADV	
tan	bronzage	tanto	bronzage	ADV	N;MASC;SG
tan	bronzé	tanto	bronzé	ADV	ADJ;MASC;SG
llegó	arrivés	llegar	arriver	V;IND;SG;3;PST;FIN	V;MASC;PL;PST;V.PTCP
archivo	archiver	archivo	archiver	N;MASC;SG	V;NFIN
archivo	archives	archivo	archive	N;MASC;SG	N;FEM;PL
archivo	archives	archivo	archive	N;MASC;SG	N;FEM;PL
radio	radiophonique	radio	radiophonique	N;FEM;SG	ADJ;MASC;SG
ahora	now	ahora	now	ADV	INTJ
parís	paris	parís	pari	PROPN	N;MASC;PL
world	mondial	world	mondial	N	ADJ;MASC;SG
world	mondiale	world	mondial	N	ADJ;FEM;SG
cruz	cruz	cruz	cruz	N;FEM;SG	PROPN
cruz	queues	cruz	queue	N;FEM;SG	N;FEM;PL
cruz	croisée	cruz	croisé	N;FEM;SG	V;FEM;SG;PST;V.PTCP
cruz	traverser	cruz	traverser	N;FEM;SG	V;NFIN
cruz	croisé	cruz	croisé	N;FEM;SG	V;MASC;SG;PST;V.PTCP
cest	cest	cest	cest	N	
cabo	cabo	cabo	cabo	N;MASC;SG	PROPN
brasil	brasil	brasil	brasil	N;SG	PROPN
unido	unie	unido	unie	ADJ;MASC;SG;V.PTCP	V;FEM;SG;PST;V.PTCP
unido	unis	unido	unir	ADJ;MASC;SG;V.PTCP	V;MASC;PL;PST;V.PTCP
unido	unies	unido	uni	ADJ;MASC;SG;V.PTCP	ADJ;FEM;PL
red	réseaux	red	réseau	N;FEM;SG	N;MASC;PL
red	net	red	net	N;FEM;SG	ADJ;MASC;SG
red	filets	red	filet	N;FEM;SG	N;MASC;PL
red	rouges	red	rouge	N;FEM;SG	ADJ;MASC;PL
red	roux	red	roux	N;FEM;SG	ADJ;MASC;SG
red	rouge	red	rouge	N;FEM;SG	ADJ;MASC;SG
aquí	voilà	aquí	voilà	ADV	V
aquí	voici	aquí	voici	ADV	V
movimiento	bouger	movimiento	bouger	N;MASC;SG	V;NFIN
movimiento	déménager	movimiento	déménager	N;MASC;SG	V;NFIN
movimiento	déplacer	movimiento	déplacer	N;MASC;SG	V;NFIN
movimiento	mouvements	movimiento	mouvement	N;MASC;SG	N;MASC;PL
éxito	réussi	éxito	réussir	N;MASC;SG	V;MASC;SG;PST;V.PTCP
éxito	réussie	éxito	réussir	N;MASC;SG	ADJ;FEM;SG
éxito	success	éxito	success	N;MASC;SG	ADJ;FEM;SG
elecciones	élection	elección	élection	N;FEM;PL	N;FEM;SG
elecciones	election	elección	election	N;FEM;PL	N;FEM;SG
plaza	plaza	plaza	plaza	N;FEM;SG	PROPN
plaza	carrés	plaza	carré	N;FEM;SG	N;MASC;PL
plaza	carrées	plaza	carrée	N;FEM;SG	ADJ;FEM;PL
grande	grands	grande	grand	ADJ;SG	ADJ;MASC;PL
grande	grandes	grande	grand	ADJ;SG	ADJ;FEM;PL
grande	big	grande	big	ADJ;SG	INTJ
compañía	entreprise	compañía	entreprendre	N;FEM;SG	V;FEM;SG;PST;V.PTCP
proceso	procédé	proceso	procéder	N;MASC;SG	V;MASC;SG;PST;V.PTCP
primero	première	primero	premier	ADV	ADJ;FEM;SG
primero	premières	primero	premier	ADV	ADJ;FEM;PL
primero	premier	primero	premier	ADV	ADJ;MASC;SG
primero	premiers	primero	premier	ADV	ADJ;MASC;PL
dice	dit	decir	dire	V;IND;SG;3;PRS;FIN	V;MASC;SG;PST;V.PTCP
león	león	león	león	N;MASC;SG	PROPN
león	león	león	león	N;MASC;SG	PROPN
león	leon	león	leon	N;MASC;SG	PROPN
león	léo	león	léo	N;MASC;SG	PROPN
león	leo	león	leo	N;MASC;SG	PROPN
algo	quelquechose	algo	quelquechose	PRO;SG	N;MASC;SG
iii	iii	iii	iii		NUM
organización	organisatrice	organización	organisatrice	N;FEM;SG	ADJ;FEM;SG
organización	organiser	organización	organiser	N;FEM;SG	V;NFIN
monte	monter	monte	monter	N;MASC;SG	V;NFIN
monte	monte	monte	monter	N;MASC;SG	V;IND;SG;3;PRS;FIN
aún	still	aún	still	ADV	PROPN
decir	say	decir	say	V;NFIN	
decir	dis	decir	dire	V;NFIN	INTJ
victoria	victoria	victoria	victoria	N;FEM;SG	PROPN
importantes	importante	importante	important	ADJ;PL	ADJ;FEM;SG
importantes	important	importante	important	ADJ;PL	ADJ;MASC;SG
xix	xix	xix	xix	N;MASC;SG	NUM
xix	nineteenth	xix	nineteenth	N;MASC;SG	PROPN
calle	rues	calle	rue	N;FEM;SG	N;FEM;PL
calle	street	calle	street	N;FEM;SG	PROPN
papel	papiers	papel	papier	N;MASC;SG	N;MASC;PL
van	camionnette	ir	camionnette	V;IND;PL;3;PRS;FIN	N;FEM;SG
van	fourgonnette	ir	fourgonnette	V;IND;PL;3;PRS;FIN	N;FEM;SG
van	fourgon	ir	fourgon	V;IND;PL;3;PRS;FIN	N;MASC;SG
van	van	ir	van	V;IND;PL;3;PRS;FIN	PROPN
medios	média	medio	média	N;MASC;PL	N;MASC;SG
medios	signifie	medio	signifier	N;MASC;PL	V;IND;SG;3;PRS;FIN
francesa	françaises	francés	français	ADJ;FEM;SG	ADJ;FEM;PL
dio	dio	dar	dio	V;IND;SG;3;PST;FIN	PROPN
empresa	entreprise	empresa	entreprendre	N;FEM;SG	V;FEM;SG;PST;V.PTCP
empresa	affaires	empresa	affaire	N;FEM;SG	N;FEM;PL
empresa	entreprise	empresa	entreprendre	N;FEM;SG	V;FEM;SG;PST;V.PTCP
empresa	entreprises	empresa	entreprise	N;FEM;SG	N;FEM;PL
empresa	entreprise	empresa	entreprendre	N;FEM;SG	V;FEM;SG;PST;V.PTCP
fernando	fernand	fernar	fernand	V;V.MSDR	N;MASC;SG
fernando	ferdinand	fernar	ferdinand	V;V.MSDR	PROPN
fernando	fernando	fernar	fernando	V;V.MSDR	PROPN
propio	propres	propio	propre	ADJ;MASC;SG	ADJ;MASC;PL
propio	posséder	propio	posséder	ADJ;MASC;SG	V;NFIN
mapa	cartes	mapa	carte	N;MASC;SG	N;FEM;PL
mapa	cartes	mapa	carte	N;MASC;SG	N;FEM;PL
civil	civiles	civil	civil	ADJ;SG	ADJ;FEM;PL
civil	civils	civil	civil	ADJ;SG	ADJ;MASC;PL
civil	civiles	civil	civil	ADJ;SG	ADJ;FEM;PL
civil	civils	civil	civil	ADJ;SG	ADJ;MASC;PL
civil	civiles	civil	civil	ADJ;SG	ADJ;FEM;PL
venezuela	venezuela	venezuela	venezuela	N;FEM;SG	PROPN
educación	éducatif	educación	éducatif	N;FEM;SG	ADJ;MASC;SG
llamada	appeler	llamado	appeler	ADJ;FEM;SG;V.PTCP	V;NFIN
llamada	appelez	llamado	appeler	ADJ;FEM;SG;V.PTCP	V;IMP;PL;2;PRS;FIN
llamada	appel	llamado	appel	ADJ;FEM;SG;V.PTCP	N;MASC;SG
llamada	appelle	llamado	appeler	ADJ;FEM;SG;V.PTCP	V;IND;SG;3;PRS;FIN
llamada	appelée	llamado	appeler	ADJ;FEM;SG;V.PTCP	V;FEM;SG;PST;V.PTCP
llamada	appelé	llamado	appeler	ADJ;FEM;SG;V.PTCP	V;MASC;SG;PST;V.PTCP
llamada	appelés	llamado	appeler	ADJ;FEM;SG;V.PTCP	V;MASC;PL;PST;V.PTCP
alta	élevée	alto	élever	ADJ;FEM;SG	V;FEM;SG;PST;V.PTCP
alta	hautes	alto	haut	ADJ;FEM;SG	ADJ;FEM;PL
alta	alta	alto	alter	ADJ;FEM;SG	PROPN
igual	égales	igual	égal	ADV	ADJ;FEM;PL
igual	égaux	igual	égal	ADV	ADJ;MASC;PL
igual	égal	igual	égal	ADV	ADJ;MASC;SG
igual	égale	igual	égal	ADV	ADJ;FEM;SG
igual	pareil	igual	pareil	ADV	INTJ
igual	meme	igual	même	ADV	INTJ
igual	identique	igual	identique	ADV	ADJ;MASC;SG
igual	mêmes	igual	même	ADV	ADJ;MASC;PL
usa	usa	usar	usa	V;IND;SG;3;PRS;FIN	PROPN
londres	londres	londre	londre	N;MASC;PL	N;MASC;SG
tercera	tiers	tercero	tiers	ADJ;FEM;SG	N;MASC;SG
tercera	third	tercero	third	ADJ;FEM;SG	PROPN
tercera	troisièmement	tercero	troisièmement	ADJ;FEM;SG	ADV
fallecimiento	death	fallecimiento	death	N;MASC;SG	PROPN
fallecimiento	mort	fallecimiento	mourir	N;MASC;SG	V;MASC;SG;PST;V.PTCP
posible	possibles	posible	possible	ADJ;SG	ADJ;MASC;PL
antiguo	antiquités	antiguo	antiquité	ADJ;MASC;SG	N;FEM;PL
antiguo	antiquité	antiguo	antiquité	ADJ;MASC;SG	N;FEM;SG
antiguo	antiquité	antiguo	antiquité	ADJ;MASC;SG	N;FEM;SG
antiguo	anciens	antiguo	ancien	ADJ;MASC;SG	ADJ;MASC;PL
antiguo	anciens	antiguo	ancien	ADJ;MASC;SG	ADJ;MASC;PL
natural	naturelles	natural	naturel	ADJ;SG	ADJ;FEM;PL
natural	naturels	natural	naturel	ADJ;SG	ADJ;MASC;PL
paso	step	paso	step	N;MASC;SG	PROPN
paso	paso	paso	paso	N;MASC;SG	PROPN
paso	passer	paso	passer	N;MASC;SG	V;NFIN
paso	passe	paso	passer	N;MASC;SG	V;IND;SG;3;PRS;FIN
paso	passent	paso	passer	N;MASC;SG	V;IND;PL;3;PRS;FIN
mujer	femelle	mujer	femelle	N;FEM;SG	ADJ;FEM;SG
mujer	femelles	mujer	femelle	N;FEM;SG	N;FEM;PL
mujer	féminin	mujer	féminin	N;FEM;SG	ADJ;MASC;SG
mujer	femmes	mujer	femme	N;FEM;SG	N;FEM;PL
mujer	femmes	mujer	femme	N;FEM;SG	N;FEM;PL
mujer	féminin	mujer	féminin	N;FEM;SG	ADJ;MASC;SG
fuerza	forcer	fuerza	forcer	N;FEM;SG	V;NFIN
hijos	fils	hijo	fils	N;MASC;PL	N;MASC;SG
etc	etc	etcétera	etc		
garcía	garcia	garcía	garcia	PROPN	PROPN
garcía	garcía	garcía	garcía	PROPN	PROPN
conocida	connues	conocido	connaître	ADJ;FEM;SG;V.PTCP	V;FEM;PL;PST;V.PTCP
conocida	connue	conocido	connaître	ADJ;FEM;SG;V.PTCP	V;FEM;SG;PST;V.PTCP
conocida	connus	conocido	connaître	ADJ;FEM;SG;V.PTCP	V;MASC;PL;PST;V.PTCP
conocida	connu	conocido	connaître	ADJ;FEM;SG;V.PTCP	V;MASC;SG;PST;V.PTCP
conjunto	définir	conjunto	définir	N;MASC;SG	V;NFIN
conjunto	ensemble	conjunto	ensemble	N;MASC;SG	ADV
eso	que	ese	que	PRO;SG	CONJ
alemán	allemands	alemán	allemand	N;MASC;SG	ADJ;MASC;PL
alemán	allemande	alemán	allemand	N;MASC;SG	ADJ;FEM;SG
meses	mois	mes	mois	N;MASC;PL	N;MASC;SG
único	uniques	único	unique	ADJ;MASC;SG	ADJ;MASC;PL
