les	az	le	az	DET;DEF;PL	
jeune	fiatalok	jeune	fiatal	ADJ;MASC;SG	N;NOM;PL
jeune	fiatal	jeune	fiatal	ADJ;MASC;SG	
match	game	match	gam	N;MASC;SG	
match	egyezik	match	egyezik	N;MASC;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
peuvent	tud	pouvoir	tud	V;IND;PL;3;PRS;FIN	V;INDF;IND;SG;3;PRS;FIN;ACT
peuvent	can	pouvoir	can	V;IND;PL;3;PRS;FIN	
peuvent	lehet	pouvoir	lesz	V;IND;PL;3;PRS;FIN	V;INDF;POT;SG;3;PRS;FIN;ACT
york	yorkban	york	york	PROPN	PROPN;IN+ESS;SG
york	york	york	york	PROPN	
york	yorki	york	yorki	PROPN	
long	hosszú	long	hosszú	ADJ;MASC;SG	
base	alap	base	alap	N;FEM;SG	
communauté	közösségi	communauté	közösségi	N;FEM;SG	ADJ;NOM;SG
militaire	katonaság	militaire	katonaság	ADJ;MASC;SG	N;NOM;SG
militaire	hadsereg	militaire	hadsereg	ADJ;MASC;SG	N;NOM;SG
bronze	bronz	bronze	bronz	N;MASC;SG	
haut	high	haut	high	ADJ;MASC;SG	
haut	magasan	haut	magasan	ADJ;MASC;SG	
haut	felül	haut	felül	ADJ;MASC;SG	
haut	top	haut	top	ADJ;MASC;SG	
haut	csúcs	haut	csúcs	ADJ;MASC;SG	
haut	felső	haut	felső	ADJ;MASC;SG	
haut	legfelső	haut	legfelső	ADJ;MASC;SG	
suisse	svájc	suisse	svájc	ADJ;MASC;SG	
suisse	svájc	suisse	svájc	ADJ;MASC;SG	
suisse	svájci	suisse	svájci	ADJ;MASC;SG	
canada	kanada	canada	kanada	N;MASC;SG	PROPN;NOM;SG
canada	kanadai	canada	kanadai	N;MASC;SG	ADJ;NOM;SG
suivant	következő	suivre	következő	V;PRS;V.PTCP	
beaucoup	sok	beaucoup	sok	ADV	
beaucoup	sok	beaucoup	sok	ADV	
beaucoup	sokat	beaucoup	sok	ADV	
seul	egyedül	seul	egyedül	ADJ;MASC;SG	
seul	csak	seul	csak	ADJ;MASC;SG	ADV
seul	kizárólag	seul	kizárólag	ADJ;MASC;SG	
enfants	gyermek	enfant	gyermek	N;MASC;PL	N;NOM;SG
pouvoir	energia	pouvoir	energia	V;NFIN	N;NOM;SG
pouvoir	erő	pouvoir	erő	V;NFIN	N;NOM;SG
pouvoir	power	pouvoir	power	V;NFIN	
pouvoir	hatalom	pouvoir	hatalom	V;NFIN	N;NOM;SG
ailleurs	máshol	ailleurs	máshol	ADV	
ailleurs	másutt	ailleurs	másut	ADV	
ailleurs	máshová	ailleurs	máshova	ADV	
merci	köszönöm	merci	köszönöm	INTJ	V;DEF;IND;SG;1;PRS;FIN;ACT
merci	köszi	merci	köszi	INTJ	V;DEF;IND;SG;1;PRS;FIN;ACT
merci	koszi	merci	koszi	INTJ	N;NOM;SG
tête	fejek	tête	fej	N;FEM;SG	N;NOM;PL
tête	fejeket	tête	fejek	N;FEM;SG	N;ACC;PL
union	union	union	union	N;FEM;SG	
union	unió	union	unió	N;FEM;SG	PROPN;NOM;SG
union	unión	union	unió	N;FEM;SG	
union	uniós	union	uniós	N;FEM;SG	ADJ;NOM;SG
construction	építési	construction	építési	N;FEM;SG	ADJ;NOM;SG
ancienne	ősi	ancien	ősi	ADJ;FEM;SG	
ancienne	ős	ancien	ős	ADJ;FEM;SG	
ancienne	ókori	ancien	ókori	ADJ;FEM;SG	
ancienne	idős	ancien	idős	ADJ;FEM;SG	
ancienne	régit	ancien	régit	ADJ;FEM;SG	N;ACC;SG
ancienne	régi	ancien	régi	ADJ;FEM;SG	
ancienne	öreg	ancien	öreg	ADJ;FEM;SG	
ancienne	régiek	ancien	régiek	ADJ;FEM;SG	N;NOM;PL
premiers	először	premier	először	ADJ;MASC;PL	ADV
premiers	első	premier	első	ADJ;MASC;PL	ADJ;NOM;SG
prend	vedd	prendre	vedd	V;IND;SG;3;PRS;FIN	V;DEF;IMP;SG;1;PRS;FIN;ACT
présente	ajándék	présent	ajándék	ADJ;FEM;SG	N;NOM;SG
présente	ajándékok	présent	ajándék	ADJ;FEM;SG	N;NOM;PL
présente	ajándékot	présent	ajándék	ADJ;FEM;SG	N;ACC;SG
présente	bemutatja	présent	be+mutat	ADJ;FEM;SG	V;DEF;IND;SG;3;PRS;FIN;ACT
présente	ajándék	présent	ajándék	ADJ;FEM;SG	N;NOM;SG
présente	jelen	présent	jelen	ADJ;FEM;SG	
ligue	league	ligue	leag	N;FEM;SG	
public	nyilvánosság	public	nyilvánosság	ADJ;MASC;SG	N;NOM;SG
public	publikus	public	publikus	ADJ;MASC;SG	
pages	oldalt	page	oldal	N;FEM;PL	N;ACC;SG
pages	oldal	page	oldal	N;FEM;PL	N;NOM;SG
externe	külső	externe	külső	ADJ;MASC;SG	
externe	járóbeteg	externe	járóbeteg	ADJ;MASC;SG	N;NOM;SG
simple	szimpla	simple	szimpla	ADJ;MASC;SG	
simple	egyéni	simple	egyéni	ADJ;MASC;SG	
dernière	utoljára	dernier	utoljára	ADJ;FEM;SG	ADV
dernière	utolsónak	dernier	utolsó	ADJ;FEM;SG	ADV
dernière	last	dernier	last	ADJ;FEM;SG	
dernière	utolsó	dernier	utolsó	ADJ;FEM;SG	
dernière	legutóbbi	dernier	legutóbbi	ADJ;FEM;SG	
henri	henrik	henri	henrik	PROPN	N;NOM;SG
henri	henry	henri	henry	PROPN	
henri	henri	henri	henri	PROPN	PROPN;NOM;SG
chanson	dalok	chanson	dalok	N;FEM;SG	N;NOM;PL
chanson	dalokat	chanson	dalok	N;FEM;SG	N;ACC;PL
chanson	song	chanson	song	N;FEM;SG	
poste	posta	poste	posta	N;MASC;SG	
poste	post	poste	post	N;MASC;SG	
grâce	grace	grâce	grace	N;FEM;SG	
développement	fejlesztési	développement	fejlesztési	N;MASC;SG	ADJ;NOM;SG
sortie	kimeneti	sortir	kimeneti	V;FEM;SG;PST;V.PTCP	N;NOM;SG
sortie	kibocsátás	sortir	kibocsátás	V;FEM;SG;PST;V.PTCP	N;NOM;SG
sortie	kimenő	sortir	kimenő	V;FEM;SG;PST;V.PTCP	N;NOM;SG
sortie	kilépés	sortir	kilépés	V;FEM;SG;PST;V.PTCP	
sortie	kilépő	sortir	kilépő	V;FEM;SG;PST;V.PTCP	
sortie	kijárat	sortir	kijárat	V;FEM;SG;PST;V.PTCP	N;NOM;SG
sortie	ki	sortir	ki	V;FEM;SG;PST;V.PTCP	PRO;NOM;SG;3
empire	empire	empire	empi	N;MASC;SG	
québec	quebec	québec	quebec	N;MASC;SG	PROPN;NOM;SG
david	david	david	david	PROPN	
david	dávid	david	dávid	PROPN	
loi	jogszabályok	loi	jogszabály	N;FEM;SG	N;NOM;PL
loi	jogszabály	loi	jogszabály	N;FEM;SG	
côté	côté	côté	côté	N;MASC;SG	
côté	side	côté	side	N;MASC;SG	
mer	tengeren	mer	tenger	N;FEM;SG	
mer	tengeri	mer	tengeri	N;FEM;SG	
haute	high	haut	high	ADJ;FEM;SG	
haute	magasan	haut	magasan	ADJ;FEM;SG	
haute	haute	haut	haute	ADJ;FEM;SG	
vue	megtekintés	voir	megtekintés	V;FEM;SG;PST;V.PTCP	N;NOM;SG
vue	kilátás	voir	kilátás	V;FEM;SG;PST;V.PTCP	N;NOM;SG
vue	nézet	voir	néz	V;FEM;SG;PST;V.PTCP	N;NOM;SG
espagne	spanyolország	espagner	spanyolország	N;MASC;SG	
mère	anyu	mère	anyu	N;FEM;SG	
nombreuses	sok	nombreux	sok	ADJ;FEM;PL	
nombreuses	sokan	nombreux	sokan	ADJ;FEM;PL	ADV
nombreuses	számos	nombreux	számos	ADJ;FEM;PL	
recherche	keresés	recherche	keresés	N;FEM;SG	
recherche	kutatások	recherche	kutatás	N;FEM;SG	N;NOM;PL
classement	rangú	classement	rangú	N;MASC;SG	
classement	osztályozási	classement	osztályozási	N;MASC;SG	ADJ;NOM;SG
double	dupla	double	dupla	ADJ;MASC;SG	
double	duplán	double	duplán	ADJ;MASC;SG	
double	másolat	double	másolat	ADJ;MASC;SG	N;NOM;SG
web	web	web	web	N;MASC;SG	
arrondissement	kerület	arrondissement	kerület	N;MASC;SG	
directeur	vezető	directeur	vezető	N;MASC;SG	
directeur	kezelő	directeur	kezelő	N;MASC;SG	ADJ;NOM;SG
joseph	joseph	joseph	joseph	N;MASC;SG	
joseph	józsef	joseph	józsef	N;MASC;SG	
vainqueur	győztes	vainqueur	győztes	N;MASC;SG	
vainqueur	nyertes	vainqueur	nyertes	N;MASC;SG	
existe	léteznek	exister	létezik	V;IND;SG;3;PRS;FIN	V;INDF;IND;PL;3;PRS;FIN;ACT
six	hat	six	hat	NUM	
créé	létrehozott	créer	létrehozott	V;MASC;SG;PST;V.PTCP	N;ACC;SG
créé	létrehozva	créer	létrehozva	V;MASC;SG;PST;V.PTCP	N;NOM;SG
devant	front	devant	front	ADP	
devant	eleje	devant	eleje	ADP	N;NOM;SG
écrit	írja	écrire	ír	V;MASC;SG;PST;V.PTCP	V;DEF;IND;SG;3;PRS;FIN;ACT
écrit	megírva	écrire	megírva	V;MASC;SG;PST;V.PTCP	ADV;V.CVB
écrit	írásbeli	écrire	írásbeli	V;MASC;SG;PST;V.PTCP	ADJ;NOM;SG
écrit	irtam	écrire	irtam	V;MASC;SG;PST;V.PTCP	V;DEF;IND;SG;1;PRS;FIN;ACT
petite	kicsik	petit	kicsik	ADJ;FEM;SG	
petite	kicsi	petit	kicsi	ADJ;FEM;SG	
petite	kicsi	petit	kicsi	ADJ;FEM;SG	
petite	kevés	petit	kevés	ADJ;FEM;SG	
petite	petite	petit	petite	ADJ;FEM;SG	
bois	fa	bois	fa	N;MASC;SG	
bois	wood	bois	wood	N;MASC;SG	
bois	erdő	bois	erdő	N;MASC;SG	
bois	igyál	bois	igyál	N;MASC;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
bois	igy	bois	igy	N;MASC;SG	
entreprise	üzleti	entreprendre	üzlet	V;FEM;SG;PST;V.PTCP	N;NOM;SG
entreprise	üzlet	entreprendre	üzlet	V;FEM;SG;PST;V.PTCP	N;NOM;SG
entreprise	társaság	entreprendre	társaság	V;FEM;SG;PST;V.PTCP	N;NOM;SG
entreprise	vállalat	entreprendre	vállalat	V;FEM;SG;PST;V.PTCP	N;NOM;SG
entreprise	cég	entreprendre	cég	V;FEM;SG;PST;V.PTCP	N;NOM;SG
entreprise	század	entreprendre	század	V;FEM;SG;PST;V.PTCP	N;NOM;SG
entreprise	vállalkozás	entreprendre	vállalkozás	V;FEM;SG;PST;V.PTCP	N;NOM;SG
entreprise	enterprise	entreprendre	enterprise	V;FEM;SG;PST;V.PTCP	N;NOM;SG
retour	vissza	retour	vissza	N;MASC;SG	ADV
retour	visszatér	retour	visszatér	N;MASC;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
retour	vissza	retour	vissza	N;MASC;SG	ADV
principale	fő	principal	fő	ADJ;FEM;SG	
principale	main	principal	main	ADJ;FEM;SG	
principale	igazgató	principal	igazgató	ADJ;FEM;SG	N;NOM;SG
sainte	sainte	saint	sainte	ADJ;FEM;SG	
sainte	szent	saint	szent	ADJ;FEM;SG	
sainte	saint	saint	saint	ADJ;FEM;SG	
sainte	szent	saint	szent	ADJ;FEM;SG	
comté	megyei	comté	megyei	N;MASC;SG	ADJ;NOM;SG
comté	megye	comté	megye	N;MASC;SG	
second	másodszor	second	másod	ADJ;MASC;SG	
second	másodperc	second	másodperc	ADJ;MASC;SG	
second	második	second	második	ADJ;MASC;SG	
terme	távú	terme	távú	N;MASC;SG	
connu	ismeretes	connaître	ismeretes	V;MASC;SG;PST;V.PTCP	
connu	ismertek	connaître	ismer	V;MASC;SG;PST;V.PTCP	V;INDF;IND;PL;3;PST;FIN;ACT
connu	ismert	connaître	ismert	V;MASC;SG;PST;V.PTCP	
formation	képzési	formation	képzési	N;FEM;SG	ADJ;NOM;SG
arts	művészet	art	művészet	N;MASC;PL	N;NOM;SG
arts	művészeti	art	művészeti	N;MASC;PL	N;NOM;SG
technique	műszaki	technique	műszaki	ADJ;MASC;SG	N;NOM;SG
technique	technika	technique	technika	ADJ;MASC;SG	N;NOM;SG
etc	stb	etc	stb		
mon	mon	son	mon	DET;MASC;SG	
philippe	philippe	philippe	philippe	N;MASC;SG	
philippe	fülöp	philippe	fülöp	N;MASC;SG	
philippe	philip	philippe	philip	N;MASC;SG	
lorsque	mikor	lorsque	mikor	CONJ	ADV
lorsque	amikor	lorsque	amikor	CONJ	ADV
cinéma	filmek	cinéma	film	N;MASC;SG	N;NOM;PL
cinéma	filmeket	cinéma	film	N;MASC;SG	N;ACC;PL
plan	térkép	plan	térkép	N;MASC;SG	
van	furgon	van	furgon	PROPN	N;NOM;SG
serait	lenne	être	lesz	V;COND;SG;3;PRS;FIN	V;INDF;COND;SG;3;PRS;FIN;ACT
œuvres	működik	œuvre	működik	N;FEM;PL	V;INDF;IND;SG;3;PRS;FIN;ACT
italien	olasz	italien	olasz	ADJ;MASC;SG	
italien	olaszország	italien	olaszország	ADJ;MASC;SG	
laquelle	melyik	lequel	melyik	PRO;FEM;SG	
laquelle	mely	lequel	mely	PRO;FEM;SG	
films	mozi	film	mozi	N;MASC;PL	N;NOM;SG
surtout	különösen	surtout	különös	ADV	ADJ;FRML;SG
surtout	főleg	surtout	főleg	ADV	
surtout	főleg	surtout	főleg	ADV	
surtout	főként	surtout	főként	ADV	
surtout	többnyire	surtout	többnyir	ADV	
parfois	néha	parfois	néha	ADV	
parfois	időnként	parfois	idő	ADV	N;ABS;SG
parfois	alkalmanként	parfois	alkalman	ADV	N;ABS;SG
parfois	esetenként	parfois	eset	ADV	N;ABS;SG
sources	forrás	source	forrás	N;FEM;PL	N;NOM;SG
sources	forrás	source	forrás	N;FEM;PL	N;NOM;SG
parc	parc	parc	parc	N;MASC;SG	
moyenne	átlagos	moyenne	átlagos	N;FEM;SG	ADJ;NOM;SG
moyenne	átlagosan	moyenne	átlagos	N;FEM;SG	ADJ;FRML;SG
moyenne	átlag	moyenne	átlag	N;FEM;SG	
moyenne	közepes	moyenne	közepes	N;FEM;SG	ADJ;NOM;SG
succès	sikeres	succès	sikeres	N;MASC;SG	
rivière	folyó	rivière	folyó	N;FEM;SG	
rivière	rivière	rivière	rivier	N;FEM;SG	
jamais	sosem	jamais	sosem	ADV	
jamais	soha	jamais	soha	ADV	
jamais	valaha	jamais	valaha	ADV	
martin	márton	martin	márt	PROPN	
martin	martin	martin	martin	PROPN	
député	helyettes	député	helyettes	N;MASC;SG	
député	megbízott	député	meg+bízik	N;MASC;SG	V;INDF;IND;SG;3;PST;FIN;ACT
claude	claude	claude	claud	N;MASC;SG	
moyen	átlag	moyen	átlag	ADJ;MASC;SG	
san	szan	san	szan	PROPN	
san	san	san	san	PROPN	
bon	jó	bon	jó	ADJ;MASC;SG	
voix	szavazatok	voix	szavazat	N;FEM;SG	N;NOM;PL
voix	szavazat	voix	szavazat	N;FEM;SG	
voix	hangok	voix	hang	N;FEM;SG	N;NOM;PL
voix	hangokat	voix	hang	N;FEM;SG	N;ACC;PL
rouge	piros	rouge	piros	ADJ;MASC;SG	
rouge	piroska	rouge	piroska	ADJ;MASC;SG	
rouge	vörös	rouge	vörös	ADJ;MASC;SG	
rouge	rouge	rouge	rouge	ADJ;MASC;SG	N;NOM;SG
district	kerület	district	kerület	N;MASC;SG	
seulement	kizárólag	seulement	kizárólag	ADV	
pont	pont	pont	pont	N;MASC;SG	
pont	bridge	pont	bridge	N;MASC;SG	
libre	ingyenes	libre	ingyenes	ADJ;MASC;SG	
libre	ingyen	libre	ingyen	ADJ;MASC;SG	
libre	free	libre	free	ADJ;MASC;SG	
libre	szabad	libre	szabad	ADJ;MASC;SG	
libre	libre	libre	lib	ADJ;MASC;SG	
air	air	air	air	N;MASC;SG	
milieu	közép	milieu	közép	N;MASC;SG	
milieu	középső	milieu	középső	N;MASC;SG	
milieu	közepes	milieu	közepes	N;MASC;SG	ADJ;NOM;SG
belgique	belgium	belgique	belgium	ADJ;MASC;SG	PROPN;NOM;SG
belgique	belgique	belgique	belgió	ADJ;MASC;SG	
grands	nagyok	grand	nagy	ADJ;MASC;PL	N;NOM;PL
grands	nagyméretű	grand	nagyméretű	ADJ;MASC;PL	ADJ;NOM;SG
grands	nagy	grand	nagy	ADJ;MASC;PL	ADJ;NOM;SG
georges	george	george	george	N;MASC;SG	
georges	georges	george	georges	N;MASC;SG	
blanc	fehér	blanc	fehér	N;MASC;SG	
blanc	üres	blanc	üres	N;MASC;SG	
blanc	üresen	blanc	üres	N;MASC;SG	ADJ;FRML;SG
gauche	bal	gauche	bal	ADJ;MASC;SG	
gauche	balra	gauche	balra	ADJ;MASC;SG	
travaux	munkahelyi	travail	munkahelyi	N;MASC;PL	N;NOM;SG
travaux	munka	travail	munka	N;MASC;PL	N;NOM;SG
travaux	működik	travail	működik	N;MASC;PL	V;INDF;IND;SG;3;PRS;FIN;ACT
donne	donne	donner	donne	V;IND;SG;3;PRS;FIN	
passe	passz	passer	passz	V;IND;SG;3;PRS;FIN	N;NOM;SG
produit	termék	produire	termék	V;MASC;SG;PST;V.PTCP	N;NOM;SG
aide	támogatások	aide	támogatás	N;FEM;SG	N;NOM;PL
aide	segíteni	aide	segít	N;FEM;SG	V;NFIN;ACT
action	akció	action	akció	N;FEM;SG	
andré	andre	andré	andre	PROPN	PROPN;NOM;SG
andré	andré	andré	andré	PROPN	
andré	andre	andré	andre	PROPN	PROPN;NOM;SG
andré	andré	andré	andré	PROPN	
andré	andrás	andré	andrás	PROPN	PROPN;NOM;SG
andré	andrew	andré	andrew	PROPN	
font	font	faire	font	V;IND;PL;3;PRS;FIN	N;NOM;SG
font	betűtípus	faire	betűtípus	V;IND;PL;3;PRS;FIN	N;NOM;SG
réseau	network	réseau	network	N;MASC;SG	
victoire	win	victoire	win	N;FEM;SG	
victoire	nyerni	victoire	nyer	N;FEM;SG	V;NFIN;ACT
victoire	nyerj	victoire	nyerj	N;FEM;SG	V;DEF;IND;SG;3;PRS;FIN;ACT
femmes	nőnemű	femme	nőnemű	N;FEM;PL	
femmes	nő	femme	nő	N;FEM;PL	N;NOM;SG
femmes	női	femme	női	N;FEM;PL	
femmes	nőstény	femme	nőstény	N;FEM;PL	N;NOM;SG
femmes	női	femme	női	N;FEM;PL	
femmes	nő	femme	nő	N;FEM;PL	N;NOM;SG
minutes	perc	minute	perc	N;FEM;PL	N;NOM;SG
minutes	jegyzőkönyv	minute	jegyzőkönyv	N;FEM;PL	N;NOM;SG
aurait	lenne	avoir	lesz	V;COND;SG;3;PRS;FIN	V;INDF;COND;SG;3;PRS;FIN;ACT
autour	körül	autour	körül	ADV	ADP
belge	belga	belge	belga	ADJ;MASC;SG	
certaines	bizonyos	certain	bizonyos	PRO;FEM;PL	
certaines	néhány	certain	néhány	PRO;FEM;PL	DET;INDF
espèces	faj	espèce	faj	N;FEM;PL	N;NOM;SG
espèces	állatfaj	espèce	állatfaj	N;FEM;PL	N;NOM;SG
angleterre	england	angleterre	england	N;MASC;SG	
angleterre	angliai	angleterre	angliai	N;MASC;SG	ADJ;NOM;SG
afrique	afrikai	afrique	afrikai	ADJ;MASC;SG	
afrique	afrika	afrique	afrika	ADJ;MASC;SG	
sens	értelme	sens	értelem	N;MASC;SG	
personne	személy	personne	személy	N;FEM;SG	
personne	személyre	personne	személy	N;FEM;SG	
personne	senki	personne	senki	N;FEM;SG	
mis	rakd	mettre	rakd	V;MASC;SG;PST;V.PTCP	V;DEF;IMP;SG;1;PRS;FIN;ACT
mis	tedd	mettre	tedd	V;MASC;SG;PST;V.PTCP	V;DEF;IMP;SG;2;PRS;FIN;ACT
mis	mis	mettre	mis	V;MASC;SG;PST;V.PTCP	
frère	frère	frère	frere	N;MASC;SG	
rencontre	találkozni	rencontre	találkozik	N;FEM;SG	V;NFIN;ACT
trop	is	trop	is	ADV	CONJ
trop	túl	trop	túl	ADV	
matchs	gyufa	match	gyufa	N;MASC;PL	N;NOM;SG
matchs	egyezés	match	egyezés	N;MASC;PL	N;NOM;SG
matchs	egyezik	match	egyezik	N;MASC;PL	V;INDF;IND;SG;3;PRS;FIN;ACT
japon	japán	japon	japán	PROPN	
domaine	domain	domaine	domain	N;MASC;SG	
quartier	szomszédsági	quartier	szomszédsági	N;MASC;SG	ADJ;NOM;SG
scientifique	tudomány	scientifique	tudomány	ADJ;MASC;SG	N;NOM;SG
scientifique	tudós	scientifique	tudós	ADJ;MASC;SG	N;NOM;SG
honneur	megtiszteltetés	honneur	megtiszteltetés	N;MASC;SG	
honneur	megtiszteltetés	honneur	megtiszteltetés	N;MASC;SG	
seule	egyedül	seul	egyedül	ADJ;FEM;SG	
seule	csak	seul	csak	ADJ;FEM;SG	ADV
seule	kizárólag	seul	kizárólag	ADJ;FEM;SG	
cause	okok	cause	ok	N;FEM;SG	N;NOM;PL
cause	okozza	cause	okoz	N;FEM;SG	V;DEF;IND;SG;3;PRS;FIN;ACT
cause	okoz	cause	okoz	N;FEM;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
nouvelles	hírek	nouveau	hír	ADJ;FEM;PL	N;NOM;PL
nouvelles	hír	nouveau	hír	ADJ;FEM;PL	N;NOM;SG
nouvelles	újdonság	nouveau	újdonság	ADJ;FEM;PL	N;NOM;SG
nouvelles	új	nouveau	új	ADJ;FEM;PL	ADJ;NOM;SG
iii	iii	iii	iii	NUM	
comte	gróf	comte	gróf	N;MASC;SG	
comte	earl	comte	earl	N;MASC;SG	
suivante	következő	suivant	következő	ADJ;FEM;SG	
fort	erős	fort	erős	ADV	
fort	erősek	fort	erős	ADV	N;NOM;PL
fort	erőd	fort	erőd	ADV	N;NOM;SG
fort	fort	fort	for	ADV	
hockey	hoki	hockey	hoki	N;MASC;SG	
différents	más	différent	más	ADJ;MASC;PL	PRO;NOM;SG;3
différents	különböző	différent	különböző	ADJ;MASC;PL	
différents	eltérő	différent	eltérő	ADJ;MASC;PL	ADJ;NOM;SG
rome	róma	rome	róma	PROPN	
dix	dix	dix	dix	NUM	
taille	derék	taille	derék	N;FEM;SG	
taille	magasság	taille	magasság	N;FEM;SG	
taille	méretek	taille	méret	N;FEM;SG	N;NOM;PL
sport	sport	sport	sport	N;MASC;SG	
sport	sport	sport	sport	N;MASC;SG	
principal	fő	principal	fő	ADJ;MASC;SG	
principal	main	principal	main	ADJ;MASC;SG	
principal	igazgató	principal	igazgató	ADJ;MASC;SG	N;NOM;SG
référence	referencia	référence	referencia	N;FEM;SG	ADJ;NOM;SG
croix	croix	croix	croix	N;FEM;SG	
croix	cross	croix	cross	N;FEM;SG	
croix	keresztbe	croix	keresztbe	N;FEM;SG	
élections	választási	élection	választási	N;FEM;PL	ADJ;NOM;SG
élections	választás	élection	választás	N;FEM;PL	
titres	értékpapír	titre	értékpapír	N;MASC;PL	N;NOM;SG
enfin	végre	enfin	végre	ADV	
millions	millió	million	millió	N;MASC;PL	NUM;NOM;SG
millions	milliók	million	millió	N;MASC;PL	
millions	millió	million	millió	N;MASC;PL	NUM;NOM;SG
noir	sötét	noir	söt	N;MASC;SG	
noir	noir	noir	noir	N;MASC;SG	
noir	fekete	noir	feket	N;MASC;SG	
noir	black	noir	black	N;MASC;SG	
londres	londoni	londre	londoni	N;MASC;SG	
londres	londonba	londre	london	N;MASC;SG	
chapelle	chapelle	chapelle	chapelle	N;FEM;SG	
russe	orosz	russe	orosz	ADJ;MASC;SG	
russe	oroszul	russe	orosz	ADJ;MASC;SG	
russe	oroszország	russe	oroszország	ADJ;MASC;SG	N;NOM;SG
russe	russe	russe	russ	ADJ;MASC;SG	
prince	prince	prince	prince	N;MASC;SG	
activités	tevékenység	activité	tevékenység	N;FEM;PL	N;NOM;SG
réalisateur	filmes	réalisateur	filmes	N;MASC;SG	
sciences	tudomány	science	tudomány	N;FEM;PL	N;NOM;SG
radio	rádiós	radio	rádiós	N;FEM;SG	
radio	radio	radio	radio	N;FEM;SG	
classe	ízléses	classe	ízléses	N;FEM;SG	ADJ;NOM;SG
classe	előkelő	classe	előkelő	N;FEM;SG	
droite	jobbra	droite	jobbra	N;FEM;SG	ADV
actuel	áramlat	actuel	áramlat	ADJ;MASC;SG	N;NOM;SG
actuel	jelenlegi	actuel	jelenlegi	ADJ;MASC;SG	
actuel	ajándék	actuel	ajándék	ADJ;MASC;SG	N;NOM;SG
actuel	jelen	actuel	jelen	ADJ;MASC;SG	
villes	city	ville	city	N;FEM;PL	
villes	városi	ville	városi	N;FEM;PL	ADJ;NOM;SG
villes	város	ville	város	N;FEM;PL	N;NOM;SG
fer	fer	fer	fer	N;MASC;SG	
fer	vas	fer	vas	N;MASC;SG	
activité	tevékenységek	activité	tevékenység	N;FEM;SG	N;NOM;PL
sélection	kiválasztási	sélection	kiválasztási	N;FEM;SG	ADJ;NOM;SG
assez	elég	assez	elég	ADV	
institut	institut	institut	institut	N;MASC;SG	
james	james	jame	james	PROPN	
james	jakab	jame	ja	PROPN	
internationale	international	international	international	ADJ;FEM;SG	
sept	hetes	sept	hetes	NUM	N;NOM;SG
sept	hét	sept	hét	NUM	N;NOM;SG
sept	szept	sept	szep	NUM	N;NOM;SG
différentes	más	différent	más	ADJ;FEM;PL	PRO;NOM;SG;3
différentes	különböző	différent	különböző	ADJ;FEM;PL	
différentes	eltérő	différent	eltérő	ADJ;FEM;PL	ADJ;NOM;SG
lac	tavi	lac	tavi	N;MASC;SG	
lac	lac	lac	lac	N;MASC;SG	
affaires	üzleti	affaire	üzlet	N;FEM;PL	N;NOM;SG
affaires	üzlet	affaire	üzlet	N;FEM;PL	N;NOM;SG
duc	duke	duc	duke	N;MASC;SG	
duc	duc	duc	duc	N;MASC;SG	
précédent	precedens	précédent	precedens	ADJ;MASC;SG	
précédent	előző	précédent	előző	ADJ;MASC;SG	
évêque	futó	évêque	futó	N;MASC;SG	
évêque	bishop	évêque	bishop	N;MASC;SG	
cour	court	cour	cour	N;FEM;SG	
richard	richárd	richard	richárd	PROPN	N;NOM;SG
richard	richard	richard	richard	PROPN	
william	william	william	william	PROPN	
william	vilmos	william	vilmos	PROPN	
thomas	thomas	thomas	thomas	PROPN	
thomas	tamás	thomas	tamás	PROPN	N;NOM;SG
ball	bál	ball	bál	PROPN	N;NOM;SG
ball	labdát	ball	labda	PROPN	N;ACC;SG
ball	golyó	ball	golyó	PROPN	N;NOM;SG
ball	labda	ball	labda	PROPN	N;NOM;SG
ball	ball	ball	ball	PROPN	
résultats	eredmény	résultat	eredmény	N;MASC;PL	N;NOM;SG
hors	le	hors	le	ADP	ADV
hors	kikapcsolva	hors	kikapcsolva	ADP	ADV;V.CVB
hors	off	hors	off	ADP	
hors	hors	hors	hors	ADP	
problème	gond	problème	gond	N;MASC;SG	
problème	baj	problème	baj	N;MASC;SG	
finalement	végre	finalement	végre	ADV	
bonne	jó	bon	jó	ADJ;FEM;SG	
grandes	nagyok	grand	nagy	ADJ;FEM;PL	N;NOM;PL
grandes	nagyméretű	grand	nagyméretű	ADJ;FEM;PL	ADJ;NOM;SG
grandes	nagy	grand	nagy	ADJ;FEM;PL	ADJ;NOM;SG
michael	michael	michael	michael	PROPN	
michael	mihály	michael	mihály	PROPN	
vol	repülési	vol	repülési	N;MASC;SG	ADJ;NOM;SG
port	kikötők	port	ki+kötő	N;MASC;SG	N;NOM;PL
port	port	port	por	N;MASC;SG	
port	harbour	port	harbour	N;MASC;SG	
premières	nyersen	premier	nyersen	ADJ;FEM;PL	
premières	nyers	premier	nyers	ADJ;FEM;PL	
premières	premier	premier	premier	ADJ;FEM;PL	
premières	először	premier	először	ADJ;FEM;PL	ADV
premières	első	premier	első	ADJ;FEM;PL	ADJ;NOM;SG
