que	귀하	que	귀하	PRO	
pensei	생각	pensar	생각	V	
pensei	생각	pensar	생각	V	
único	단발	único	단발	ADJ	
único	오직	único	오직	ADJ	ADV
único	하나	único	하나	ADJ	
único	고유	único	고유	ADJ	
único	독특한	único	독특+하+ㄴ	ADJ	V
único	모두	único	모두	ADJ	ADV
único	전체	único	전체	ADJ	N
gusta	don	gusto	don	V	
cuarto	넷째	cuarto	넷째	ADJ	NUM
cuarto	네번째	cuarto	네+번+째	ADJ	N
semana	주일	semanar	주일	N	
semana	일주일	semanar	일주일	N	
semana	주말	semanar	주말	N	
semana	주말에	semanar	주말+에	N	ADV
puta	매춘	puta	매춘	N	
xuntos	함께	xunto	함께	ADJ	ADV
xuntos	같이	xunto	같이	ADJ	ADV
matar	킬링	matar	킬링	V	
outras	기타	outro	기타	DET	N
outras	다른	outro	다르+ㄴ	DET	ADJ
outras	기타	outro	기타	DET	N
comer	피드	comer	피드	V	N
comer	먹어	comer	먹+어	V	
deixar	떠나	deixar	떠나+아	V	CONJ
deixar	중지	deixar	중지	V	N
deixar	중단	deixar	중단	V	N
deixar	정지	deixar	정지	V	N
deixar	떠나	deixar	떠나+아	V	CONJ
diso	소개	diso	소개	PRO	N
diso	대략	diso	대략	PRO	
cres	귀하	cres	귀하	PRO	
cres	believe	cres	believe	PRO	
cres	믿기	cres	믿+기	PRO	
cres	생각하기	cres	생각+하+기	PRO	V
cres	생각	cres	생각	PRO	
adeus	굿바이	adeus	굿바+이	PROPN	
sangue	피피	sangue	피피	N	
sangue	블러드	sangue	블러드	N	
deste	이거	deste	이거	PROPN	
igual	같은	igual	같+ㄴ	ADV	ADJ
igual	동일	igual	동일	ADV	
igual	케어	igual	케+어	ADV	N
rúa	스트리트	rúa	스트리트	N	
rúa	길거리	rúa	길거리	N	
parís	파리	parí	파리	PROPN	PROPN
levar	take	levar	take	V	
levar	착용	levar	착용	V	N
maior	대부분의	maior	대부분+의	ADJ	N
maior	대부분	maior	대부분	ADJ	N
maior	전공	maior	전공	ADJ	N
maior	메이저	maior	메이저	ADJ	
maior	이전	maior	이전	ADJ	N
estaban	그들이	estar	그+들+이	V	PRO
estaban	그들은	estar	그+들+은	V	PRO
desta	이거	desta	이거	PROPN	
soa	하나	só	하나	DET	
soa	홀로	só	홀로	DET	ADV
soa	혼자	só	혼자	DET	ADV
soa	소리	só	소리	DET	N
soa	싱글	só	싱글	DET	
soa	단일	só	단일	DET	
queren	그들이	querer	그+들+이	V	PRO
queren	그들은	querer	그+들+은	V	PRO
queren	당신은	querer	당신+은	V	PRO
queren	귀하	querer	귀하	V	
queren	당신	querer	당신	V	PRO
grandes	대형	grande	대형	ADJ	N
feliz	해피	feliz	해피	N	
feliz	행복해	feliz	행복+하+어	N	CONJ
feliz	행복하다	feliz	행복+하+다	N	
feliz	행복한	feliz	행복+하+ㄴ	N	V
significa	평균	significar	평균	V	N
sorte	럭키	sorte	럭키	N	
sorte	행운	sorte	행운	N	
polas	통해	pola	통하+어	N	CONJ
forte	스트롱	forte	스트롱	ADJ	
forte	stronger	forte	stronger	ADJ	
deles	그들	del	그+들	PROPN	N
deles	그들의	del	그+들+의	PROPN	PRO
serio	진심	serio	진심	N	
serio	심각하게	serio	심각+하+게	N	CONJ
serio	진지하게	serio	진지+하+게	N	CONJ
serio	정말로	serio	정말로	N	ADV
serio	정말	serio	정말	N	ADV
serio	심각한	serio	심각+하+ㄴ	N	V
serio	심각해	serio	심각+하+어	N	V
serio	심각하다	serio	심각+하+다	N	V
serio	심각하게	serio	심각+하+게	N	CONJ
serio	당신은	serio	당신+은	N	PRO
serio	귀하	serio	귀하	N	
serio	당신	serio	당신	N	PRO
moita	많은	moito	많+ㄴ	DET	ADJ
moita	많이	moito	많이	DET	ADV
moita	훨씬	moito	훨씬	DET	ADV
moita	아주	moito	아주	DET	ADV
moita	매우	moito	매우	DET	ADV
irmá	언니	irmán	언니	N	
irmá	누나	irmán	누나+아	N	
queda	좌파	quedar	좌파	V	N
queda	왼쪽	quedar	왼쪽	V	
queda	숙박	quedar	숙박	V	N
campo	캠프	campo	캠프	N	
campo	필드	campo	필드	N	
campo	현장	campo	현장	N	
campo	시골	campo	시골	N	
campo	컨트리	campo	컨트리	N	
campo	시골	campo	시골	N	
demais	기타	demais	기타	DET	N
demais	기타	demais	기타	DET	N
demais	다른	demais	다르+ㄴ	DET	ADJ
demais	쉬어	demais	쉬+어	DET	
demais	휴식	demais	휴식	DET	N
paz	피스	paz	피스	N	
paz	peace	paz	peace	N	
paz	홀로	paz	홀로	N	ADV
paz	혼자	paz	혼자	N	ADV
rapaza	girl	rapaza	girl	N	
palabra	워드	palabra	워드	N	
palabra	word	palabra	word	N	
palabra	단어	palabra	단어	N	
nesta	이거	nesta	이거	PROPN	
ves	당신은	ver	당신+은	V	PRO
ves	귀하	ver	귀하	V	
ves	당신	ver	당신	V	PRO
mozo	영영	mozo	영영	N	
mozo	젊은	mozo	젊+ㄴ	N	ADJ
mozo	boy	mozo	boy	N	
mozo	보이	mozo	보이	N	
mozo	키드	mozo	키드	N	
mozo	보이프렌드	mozo	보이프렌드	N	
mozo	남친	mozo	남치+ㄴ	N	
xefe	보스	xefar	보스	N	
xefe	치프	xefar	치프	N	
xefe	sir	xefar	sir	N	
xefe	선생님	xefar	선생님	N	
leva	take	levar	take	V	
marchar	떠나	marchar	떠나+아	V	CONJ
marchar	떠나	marchar	떠나+아	V	CONJ
rápido	빨라	rápido	빠르+아	ADJ	
rápido	빠름	rápido	빠르+ㅁ	ADJ	
rápido	빠르게	rápido	빠르+게	ADJ	CONJ
comida	푸드	comida	푸드	N	
risas	웃음	risa	웃음	N	
ei	헤이	ei	헤+이	PROPN	
bastante	예뻐	bastante	예+어	ADV	
bastante	충분해	bastante	충분+하+어	ADV	V
bastante	충분한	bastante	충분+하+ㄴ	ADV	V
futuro	미래	futuro	미래	N	
futuro	퓨처	futuro	퓨처	N	
20	스물	20	스물	NUM	
20	스무	20	스무	NUM	
axuda	도움	axuda	도움	N	
axuda	도움말	axuda	도움말	N	
axuda	원조	axuda	원조	N	
unhas	몇몇	un	몇몇	DET	ADJ
unhas	일부	un	일부	DET	N
final	파이널	final	파이널	N	
final	끝내기	final	끝내+기	N	V
final	마침내	final	마침내	N	ADV
final	드디어	final	드디어	N	ADV
morto	데드	morto	데드	N	
diñeiro	머니	diñeiro	머니	N	
escola	스쿨	escola	스쿨	N	
escola	학원	escola	학원	N	
din	그들이	din	그+들+이	V	PRO
din	그들은	din	그+들+은	V	PRO
din	say	din	say	V	
pequena	리틀	pequeno	리틀	ADJ	
pequena	작아	pequeno	작+아	ADJ	
pequena	소작	pequeno	소작	ADJ	
fala	회담	falar	회담	V	N
fala	소개	falar	소개	V	N
fala	대략	falar	대략	V	
fala	talk	falar	talk	V	
xusto	오른쪽	xusto	오른쪽	ADV	N
xusto	공정	xusto	공정	ADV	N
xusto	박람회	xusto	박람회	ADV	N
xusto	페어	xusto	페+어	ADV	
moza	girl	mozo	girl	N	
moza	영영	mozo	영영	N	
moza	젊은	mozo	젊+ㄴ	N	ADJ
lonxe	멀다	lonxe	멀+다	ADV	
lonxe	출신	lonxe	출신	ADV	N
luz	가볍게	luz	가볍+게	N	CONJ
luz	가벼운	luz	가볍+ㄴ	N	ADJ
luz	라이트	luz	라이트	N	
luz	가벼움	luz	가벼움	N	
adiante	ahead	adiante	ahead	ADV	
adiante	전진	adiante	전진	ADV	
adiante	전달	adiante	전달	ADV	N
norte	노스	norte	노스	N	
pregunta	물어본다	pregunta	묻+어+보+ㄴ다	N	V
tolo	미쳐	tolo	미치+어	N	CONJ
tolo	미친	tolo	미치+ㄴ	N	
tolo	mad	tolo	mad	N	
sinto	feel	sinto	feel	V	
sinto	기분	sinto	기분	V	
sinto	느낌	sinto	느끼+ㅁ	V	
sinto	미안	sinto	미안	V	
sitio	어딘가	sitio	어디+이+ㄴ가	N	
pais	부모	pai	부모	N	
pensas	당신은	pensar	당신+은	V	PRO
pensas	귀하	pensar	귀하	V	
pensas	당신	pensar	당신	V	PRO
pensas	생각	pensar	생각	V	
diante	ahead	diante	ahead	ADV	
diante	이전	diante	이전	ADV	N
diante	이제	diante	이제	ADV	
diante	지금	diante	지금	ADV	N
dis	say	dis	say	V	
dis	당신은	dis	당신+은	V	PRO
dis	귀하	dis	귀하	V	
dis	당신	dis	당신	V	PRO
dis	소개	dis	소개	V	N
dis	대략	dis	대략	V	
del	그를	del	그+를	PROPN	PRO
del	출신	del	출신	PROPN	N
del	그의	del	그+의	PROPN	PRO
preto	근처	preto	근처	ADV	
preto	닫기	preto	닫+기	ADV	
preto	닫습니다	preto	닫+습니다	ADV	
preto	닫아	preto	닫+아	ADV	V
preto	주위	preto	주위	ADV	N
preto	주변	preto	주변	ADV	N
preto	가까워	preto	가깝+어	ADV	
punto	대략	punto	대략	N	
punto	지점	punto	지점	N	
punto	포인트	punto	포인트	N	
punto	어디서	punto	어디+서	N	ADV
punto	어디	punto	어디	N	
punto	어디에	punto	어디+에	N	ADV
punto	어디로	punto	어디+로	N	ADV
onte	어제	onte	어제	ADV	N
onte	마지막	onte	마지막	ADV	N
onte	라스트	onte	라스트	ADV	
onte	나이트	onte	나이트	ADV	
garda	밤에	garda	밤+에	N	ADV
garda	나이트	garda	나이트	N	
liberdade	자유	liberdade	자유	N	
liberdade	프리덤	liberdade	프리덤	N	
liberdade	리버티	liberdade	리버티	N	
morreu	사망	morrer	사망	V	N
morreu	데드	morrer	데드	V	
tomar	음료	tomar	음료	V	N
tomar	음료수	tomar	음료수	V	N
tomar	take	tomar	take	V	
nena	아이유	nena	아이유	N	
nena	girl	nena	girl	N	
nena	키드	nena	키드	N	
nena	베이비	nena	베이비	N	
nena	아기	nena	아기	N	
gustaríame	소원	gustaríame	소원	V	
agarda	기다린다	agarda	기다리+ㄴ다	V	
agarda	기다림	agarda	기다리+ㄹ	V	
agarda	기다렸다	agarda	기다리+었+다	V	
agarda	기다림	agarda	기다리+ㄹ	V	
aplausos	박수	aplauso	박수	N	
algunhas	일부	algún	일부	DET	N
algunhas	몇몇	algún	몇몇	DET	ADJ
seis	여섯	seis	여섯	N	
chegou	got	chegar	got	V	
chegou	여기	chegar	여기	V	PRO
chegou	여기에	chegar	여기+에	V	ADV
tivo	그녀	ter	그녀	V	
tivo	그녀는	ter	그녀+는	V	PRO
coidado	아웃	coidado	아웃	N	
supoño	추측	supor	추측	V	
supoño	기대	supor	기대	V	
pasado	과거	pasado	과거	ADJ	N
pasado	마지막	pasado	마지막	ADJ	N
pasado	라스트	pasado	라스트	ADJ	
palabras	words	palabra	words	N	
palabras	단어	palabra	단어	N	
alto	하이	alto	하이	ADJ	
alto	중지	alto	중지	ADJ	N
alto	멈추기	alto	멈추+기	ADJ	V
alto	중단	alto	중단	ADJ	N
alto	정지	alto	정지	ADJ	N
pensa	생각	pensar	생각	V	
pensa	당신은	pensar	당신+은	V	PRO
pensa	귀하	pensar	귀하	V	
pensa	당신	pensar	당신	V	PRO
maneira	웨이팅	maneira	웨이팅	N	
maneira	way	maneira	way	N	
maneira	웨이	maneira	웨+이	N	
espero	희망	espero	희망	V	N
rapaces	키즈	rapaz	키즈	N	
rapaces	boys	rapaz	boys	N	
rapaces	보이스	rapaz	보이스	N	
rapaces	아동	rapaz	아동	N	
pé	standing	pé	standing	N	
pé	스탠딩	pé	스탠딩	N	
escoita	청취	escoita	청취	V	N
déixame	떠나	déixame	떠나+아	V	CONJ
propia	소유	propio	소유	DET	
novas	출신	novo	출신	ADJ	N
novas	뉴스	novo	뉴스	ADJ	N
novas	소식	novo	소식	ADJ	N
debo	신세	deber	신세	V	
debo	got	deber	got	V	
seguir	팔로우	seguir	팔로우	V	
seguir	팔로우	seguir	팔로우	V	
seguir	유지	seguir	유지	V	N
seguir	계속	seguir	계속	V	
seguir	숙박	seguir	숙박	V	N
vivo	생방송	vivo	생방송	ADJ	N
vivo	라이브	vivo	라이브	ADJ	
vivo	alive	vivo	alive	ADJ	
vivo	생활	vivo	생활	ADJ	N
cerebro	두뇌	cerebro	두뇌	N	
cerebro	브레인	cerebro	브레인	N	
pobre	불쌍한	pobre	불쌍+하+ㄴ	ADJ	V
bos	좋다	bo	좋+다	N	ADJ
bos	모닝	bo	모닝	N	
abaixo	아래층	abaixo	아래층	ADV	
abaixo	다운	abaixo	다우+ㄴ	ADV	
abaixo	아래로	abaixo	아래+로	ADV	
durmir	수면	durmir	수면	V	N
seguinte	다음	seguinte	다음	ADJ	N
seguinte	넥스트	seguinte	넥스트	ADJ	
seguinte	팔로우	seguinte	팔로우	ADJ	
digo	say	dicir	say	V	
última	마지막	último	마지막	ADJ	N
última	라스트	último	라스트	ADJ	
última	하나	último	하나	ADJ	
fixeches	당신은	fixeche	당신+은	V	PRO
fixeches	귀하	fixeche	귀하	V	
fixeches	당신	fixeche	당신	V	PRO
fixeches	완료	fixeche	완료	V	N
alá	거기	alá	거기	ADV	
alá	비욘드	alá	비욘드	ADV	
chama	통화	chamar	통화	V	N
chama	전화	chamar	전화	V	N
chama	호출	chamar	호출	V	N
chama	이름	chamar	이름	V	N
chama	통화	chamar	통화	V	N
chama	불꽃	chamar	불꽃	V	
chama	그의	chamar	그+의	V	PRO
través	통해	través	통하+어	N	CONJ
lord	주님	lord	주님	PROPN	
vostedes	당신은	vostede	당신+은	V	PRO
vostedes	귀하	vostede	귀하	V	
vostedes	당신	vostede	당신	V	PRO
sol	햇볕	sol	햇볕	N	
real	진짜	real	진짜	ADJ	N
real	리얼	real	리얼	ADJ	
real	레알	real	레알	ADJ	
real	로열	real	로열	ADJ	
real	로얄	real	로얄	ADJ	
forza	포스	forza	포스	N	
5	파이브	5	파이브	NUM	
túas	당신은	tous	당신+은	DET	PRO
túas	귀하	tous	귀하	DET	
túas	당신	tous	당신	DET	PRO
sequera	조차도	sequera	조차도	ADV	
sequera	don	sequera	don	ADV	
atrás	ago	atrás	ago	ADV	
mozos	영영	mozo	영영	N	
mozos	젊은	mozo	젊+ㄴ	N	ADJ
mozos	boys	mozo	boys	N	
mozos	보이스	mozo	보이스	N	
mozos	청년	mozo	청년	N	
mozos	젊음	mozo	젊음	N	
mozos	청춘	mozo	청춘	N	
mozos	명인	mozo	명인	N	
mozos	키즈	mozo	키즈	N	
entendo	get	enter	get	V	
entendo	이해	enter	이해	V	N
entendo	don	enter	don	V	
atención	주의	atención	주+의	N	PROPN
atención	시선	atención	시선	N	
tampouco	아님	tampouco	아니+ㅁ	ADV	
tampouco	don	tampouco	don	ADV	
culpa	왜냐면	culpa	왜+이면	N	
culpa	왜냐하면	culpa	왜냐하면	N	CONJ
culpa	아님	culpa	아니+ㅁ	N	
culpa	죄책감	culpa	죄책감	N	
sentido	센스	sentido	센스	N	
sentido	make	sentido	make	N	
sentido	지점	sentido	지점	N	
sentido	포인트	sentido	포인트	N	
dólares	벅스	dólar	벅스	N	
saben	당신은	saber	당신+은	V	PRO
saben	귀하	saber	귀하	V	
saben	당신	saber	당신	V	PRO
saben	그들이	saber	그+들+이	V	PRO
saben	그들은	saber	그+들+은	V	PRO
situación	이거	situación	이거	N	
segue	아직도	seguir	아직도	V	ADV
segue	여전히	seguir	여전+히	V	ADV
segue	유지	seguir	유지	V	N
faga	make	facer	make	V	
2	두두	2	두두	NUM	
2	두분	2	두분	NUM	
axudar	도움	axudar	도움	V	
axudar	도움말	axudar	도움말	V	
axudar	돕기	axudar	돕+기	V	
axudar	당신은	axudar	당신+은	V	PRO
axudar	귀하	axudar	귀하	V	
axudar	당신	axudar	당신	V	PRO
sete	세븐	sete	세븐	N	
sete	일곱	sete	일곱	N	
propio	소유	propio	소유	DET	
libre	free	libre	free	ADJ	
libre	무료	libre	무료	ADJ	
libre	자유	libre	자유	ADJ	
libre	끄기	libre	끄기	ADJ	V
acó	여기	acó	여기	ADV	PRO
grupo	그룹	grupo	그룹	N	
sur	남부	sur	남부	N	
sur	남방	sur	남방	N	
sur	남부	sur	남부	N	
sur	사우스	sur	사우스	N	
sur	남쪽	sur	남+쪽	N	
colle	get	coller	get	V	
colle	take	coller	take	V	
fago	make	fago	make	V	
carallo	지옥	carallo	지옥	ADV	N
carallo	당신은	carallo	당신+은	ADV	PRO
carallo	귀하	carallo	귀하	ADV	
carallo	당신	carallo	당신	ADV	PRO
toma	take	toma	take	N	
toma	여기	toma	여기	N	PRO
toma	여기에	toma	여기+에	N	ADV
lume	가볍게	lume	가볍+게	N	CONJ
lume	가벼운	lume	가볍+ㄴ	N	ADJ
lume	라이트	lume	라이트	N	
lume	가벼움	lume	가벼움	N	
houbo	거기	haber	거기	V	
houbo	거기에	haber	거기+에	V	ADV
perder	lose	perder	lose	V	
perder	분실	perder	분실	V	N
perder	로스트	perder	로스트	V	
perder	잃어버린	perder	잃+어+버리+ㄴ	V	V
perder	낭비	perder	낭비	V	N
perder	폐기물	perder	폐기물	V	N
perder	예스	perder	예스	V	
fixeron	made	facer	made	V	
fixeron	만든	facer	만들+ㄴ	V	
fixeron	그들이	facer	그+들+이	V	PRO
fixeron	그들은	facer	그+들+은	V	PRO
fixeron	완료	facer	완료	V	N
stark	스타크	stark	스타크	V	
xogo	놀기	xogo	놀+기	N	ADJ
xogo	플레이	xogo	플레이	N	
xogar	놀기	xogar	놀+기	V	ADJ
xogar	재생	xogar	재생	V	N
xogar	연주	xogar	연주	V	N
xogar	플레이	xogar	플레이	V	
xogar	게임	xogar	게임	V	N
xogar	경기	xogar	경기	V	N
velo	당신은	velar	당신+은	V	PRO
velo	귀하	velar	귀하	V	
velo	당신	velar	당신	V	PRO
velo	그를	velar	그+를	V	PRO
simplemente	단순하게	simple	단순+하+게	ADV	CONJ
maioría	다수	maioría	다수	N	
tras	뒤에	tras	뒤+에	ADP	ADV
partes	어디서나	parte	어디서나	N	ADV
partes	어디든	parte	어디든	N	
partes	어디든지	parte	어디든지	N	
buscar	표정	buscar	표정	V	N
buscar	get	buscar	get	V	
buscar	그리고	buscar	그리고	V	CONJ
fame	굶주림	fame	굶주리+ㄹ	N	
fame	헝거	fame	헝거	N	
fame	배고픔	fame	배고픔	N	
fame	굶어	fame	굶+어	N	
fame	배고픈	fame	배고프+ㄴ	N	V
arriba	윗층	arriba	윗층	ADV	
arriba	위층	arriba	위층	ADV	
arriba	get	arriba	get	ADV	
arriba	받기	arriba	받+기	ADV	V
noites	밤에	noite	밤+에	N	ADV
noites	나이트	noite	나이트	N	
única	하나	único	하나	ADJ	
única	단발	único	단발	ADJ	
única	오직	único	오직	ADJ	ADV
veu	여기	vir	여기	V	PRO
veu	여기에	vir	여기+에	V	ADV
soño	드림	soño	드리+ㅁ	N	
soño	대략	soño	대략	N	
ve	당신은	ver	당신+은	V	PRO
ve	귀하	ver	귀하	V	
ve	당신	ver	당신	V	PRO
coido	believe	coido	believe	V	
coido	믿기	coido	믿+기	V	
coido	생각	coido	생각	V	
mary	메리	mary	메리	PROPN	
mary	마리아	mary	마리아	PROPN	
quedar	숙박	quedar	숙박	V	N
quedar	유지	quedar	유지	V	N
boca	shut	boca	shut	N	
estivo	당신은	estar	당신+은	V	PRO
estivo	귀하	estar	귀하	V	
estivo	당신	estar	당신	V	PRO
estivo	그녀	estar	그녀	V	
estivo	그녀는	estar	그녀+는	V	PRO
falta	누락	falta	누락	N	
falta	missing	falta	missing	N	
negro	검은색	negro	검은색	N	
negro	검정	negro	검정	N	
negro	검정색	negro	검정색	N	
negro	블랙	negro	블랙	N	
mar	바다	mar	바다	N	
mar	바다	mar	바다	N	
mar	오션	mar	오션	N	
entrar	get	entrar	get	V	
entrar	입력	entrar	입력	V	N
aprender	학습	aprender	학습	V	N
aprender	배운다	aprender	배우+ㄴ다	V	
aprender	배워	aprender	배우+어	V	
cantos	많은	canto	많+ㄴ	N	ADJ
cantos	어떻게	canto	어떻+게	N	CONJ
cantos	늙은	canto	늙+ㄴ	N	
cantos	오래된	canto	오래+되+ㄴ	N	V
chega	충분히	chegar	충분+히	V	ADV
social	사회주의	social	사회주의	ADJ	N
social	사회	social	사회	ADJ	N
social	사회적	social	사회+적	ADJ	N
cariño	여보	cariño	여보	N	
cariño	허니	cariño	허니	N	
cariño	베이비	cariño	베이비	N	
cariño	아기	cariño	아기	N	
cariño	오리	cariño	오리	N	
fixemos	made	facer	made	V	
fixemos	만든	facer	만들+ㄴ	V	
fixemos	완료	facer	완료	V	N
nacional	국립	nacional	국립	ADJ	N
nacional	내셔널	nacional	내+시+어+요+ㄴ	ADJ	
nacional	국민	nacional	국민	ADJ	N
coller	take	coller	take	V	
coller	캐치	coller	캐치	V	
coller	get	coller	get	V	
papel	종이	papel	종이	N	
papel	페이퍼	papel	페이퍼	N	
marcha	끄기	marcha	끄기	N	V
marcha	행진곡	marcha	행진곡	N	
marcha	get	marcha	get	N	
marcha	받기	marcha	받+기	N	V
marcha	떠나	marcha	떠나+아	N	CONJ
marcha	떠나기	marcha	떠나+기	N	V
resto	쉬어	resto	쉬+어	N	
chan	바닥	chan	바닥	N	
chan	그라운드	chan	그라운드	N	
chan	다운	chan	다우+ㄴ	N	
chan	아래로	chan	아래+로	N	
roupa	빨래	roupa	빨래	N	
vista	광경	vista	광경	N	
vista	조회	vista	조회	N	
vista	보기	vista	보+기	N	V
duro	열심히	duro	열심히	ADJ	ADV
duro	하드	duro	하드	ADJ	
duro	어려워	duro	어렵+어	ADJ	
duro	힘든	duro	힘들+ㄴ	ADJ	V
duro	터프	duro	터프	ADJ	
vietnam	베트남	vietnam	베트남	PROPN	
vietnam	베트남어	vietnam	베트남어	PROPN	
vietnam	베트남	vietnam	베트남	PROPN	
vietnam	베트남인	vietnam	베트남인	PROPN	
último	마지막	último	마지막	ADJ	N
último	라스트	último	라스트	ADJ	
último	하나	último	하나	ADJ	
café	커피	café	커피	N	
café	카페	café	카페	N	
café	카페	café	카페	N	
dáme	give	dáme	give	V	
vella	늙은	vella	늙+ㄴ	N	
vella	오래된	vella	오래+되+ㄴ	N	V
vella	레인보우	vella	레인보우	N	
vella	무지개	vella	무지개	N	
vella	숙녀	vella	숙녀	N	
vella	레이디	vella	레이디	N	
vella	아줌마	vella	아줌마	N	
incluso	조차도	incluso	조차도	ADV	
facemos	make	facer	make	V	
volve	다시	volver	다시	V	ADV
volve	뒤로	volver	뒤+로	V	ADV
volve	get	volver	get	V	
volve	다시	volver	다시	V	ADV
volve	또다시	volver	또다시	V	ADV
idade	나이에	idade	나이+에	N	ADV
idade	늙은	idade	늙+ㄴ	N	
idade	오래된	idade	오래+되+ㄴ	N	V
diferente	달라	diferente	달+라	ADJ	
diferente	다름	diferente	다르+ㅁ	ADJ	
asunto	비즈니스	asunto	비즈니스	N	
vive	생활	vivir	생활	V	N
vive	생명	vivir	생명	V	N
vive	생방송	vivir	생방송	V	N
vive	라이브	vivir	라이브	V	
humanos	인간	humano	인간	ADJ	N
humanos	인체	humano	인체	ADJ	N
humanos	인간인	humano	인간인	ADJ	V
humanos	인간들	humano	인간+들	ADJ	N
humanos	인간	humano	인간	ADJ	N
chamar	통화	chamar	통화	V	N
chamar	전화	chamar	전화	V	N
chamar	호출	chamar	호출	V	N
chamar	당신은	chamar	당신+은	V	PRO
chamar	귀하	chamar	귀하	V	
chamar	당신	chamar	당신	V	PRO
chamar	calling	chamar	calling	V	
media	절반	media	절반	N	
media	자정	media	자정	N	
media	midnight	media	midnight	N	
media	미드나이트	media	미드나이트	N	
media	미드나잇	media	미드나+이+ㄴ	N	
estará	그녀	estar	그녀	V	
estará	그녀는	estar	그녀+는	V	PRO
cinema	시네마	cinema	시네마	N	
humano	인간	humano	인간	ADJ	N
humano	인체	humano	인체	ADJ	N
humano	인간인	humano	인간인	ADJ	V
humano	남자	humano	남자	ADJ	N
humano	남성	humano	남성	ADJ	N
humano	사람	humano	사람	ADJ	N
estades	당신은	estade	당신+은	V	PRO
estades	귀하	estade	귀하	V	
estades	당신	estade	당신	V	PRO
dela	그녀	delar	그녀	PROPN	
dela	그녀의	delar	그녀+의	PROPN	PRO
dela	출신	delar	출신	PROPN	N
loita	파이팅	loita	파이팅	N	
loita	싸워라	loita	싸우+어라	N	
loita	싸움	loita	싸움	N	
loita	싸우기	loita	싸우+기	N	V
loita	싸워	loita	싸우+어	N	
loita	싸우다	loita	싸우+다	N	
médico	닥터	médico	닥터	N	
