sovi	fit	sovi	faire	V;IMP;SG;2;FIN;ACT	V;IND;SG;3;PST;FIN
muuttaminen	changeant	muuttaminen	changer	N;NOM;SG	V;PRS;V.PTCP
muuttaminen	changer	muuttaminen	changer	N;NOM;SG	V;NFIN
matilda	matilda	matilta	matilda	N;NOM;SG	PROPN
rod	baguette	rod	baguette	PROPN;NOM;SG	N;FEM;SG
rod	rod	rod	rod	PROPN;NOM;SG	PROPN
rod	canne	rod	canne	PROPN;NOM;SG	N;FEM;SG
rod	tige	rod	tige	PROPN;NOM;SG	N;FEM;SG
mats	nattes	mats	natte	PROPN;NOM;SG	N;FEM;PL
mats	mats	mats	mat	PROPN;NOM;SG	N;MASC;PL
göran	göran	göran	göran	PROPN;NOM;SG	PROPN
jeffrey	jeffrey	jeffrey	jeffrey	PROPN;NOM;SG	PROPN
oilers	oilers	oilers	oilers	N;NOM;SG	N;MASC;PL
mua	mua	minä	mue	PRO;PRT;SG	PROPN
mua	muc	minä	muc	PRO;PRT;SG	N;MASC;SG
osion	cloisons	osio	cloison	N;GEN;SG	N;FEM;PL
uskontoa	religieux	uskonto	religieux	N;PRT;SG	ADJ;MASC;SG
gay	homosexuel	gay	homosexuel	N;NOM;SG	ADJ;MASC;SG
maanpaossa	exilé	maan#pako	exiler	N;IN+ESS;SG	V;MASC;SG;PST;V.PTCP
maanpaossa	exilés	maan#pako	exiler	N;IN+ESS;SG	V;MASC;PL;PST;V.PTCP
maanpaossa	exilé	maan#pako	exiler	N;IN+ESS;SG	V;MASC;SG;PST;V.PTCP
maanpaossa	exilés	maan#pako	exiler	N;IN+ESS;SG	V;MASC;PL;PST;V.PTCP
kuvaan	tournages	kuva	tournage	N;IN+ALL;SG	N;MASC;PL
kuvaan	filmer	kuva	filmer	N;IN+ALL;SG	V;NFIN
siniset	bleu	sininen	bleu	ADJ;NOM;PL	N;MASC;SG
siniset	bleue	sininen	bleu	ADJ;NOM;PL	ADJ;FEM;SG
kirjoitukset	écrits	kirjoitus	écrit	N;NOM;PL	V;MASC;PL;PST;V.PTCP
sinikka	bluebird	sinikka	bluebird	N;NOM;SG	PROPN
hampurin	hambourg	hampuri	hambourg	N;GEN;SG	PROPN
hampurin	hamburg	hampuri	hamburg	N;GEN;SG	PROPN
arvoitus	mystérieux	arvoitus	mystérieux	N;NOM;SG	ADJ;MASC;SG
arvoitus	mystérieuse	arvoitus	mystérieux	N;NOM;SG	ADJ;FEM;SG
arvoitus	mystères	arvoitus	mystère	N;NOM;SG	N;MASC;PL
lainsäädännön	législations	lain#säädäntö	législation	N;GEN;SG	N;FEM;PL
kaupassa	stocker	kauppa	stocker	N;IN+ESS;SG	V;NFIN
halla	halla	halla	halla	N;NOM;SG	PROPN
keskustelut	débat	keskustelu	débat	N;NOM;PL	N;MASC;SG
toimittajat	reporters	toimittaja	reporter	N;NOM;PL	N;MASC;SG
luca	luca	luca	luca	PROPN;NOM;SG	PROPN
samantha	samantha	samantha	samantha	PROPN;NOM;SG	N;FEM;SG
ankara	ankara	ankara	ankara	ADJ;NOM;SG	PROPN
ankara	strictes	ankara	strict	ADJ;NOM;SG	ADJ;FEM;PL
ankara	sévères	ankara	sévère	ADJ;NOM;SG	ADJ;MASC;PL
ankara	graves	ankara	grave	ADJ;NOM;SG	ADJ;MASC;PL
chapman	chapman	chapma	chapman	PROPN;NOM;SG	PROPN
nopeutta	vitesses	nopeus	vitesse	N;PRT;SG	N;FEM;PL
dale	dale	dale	dale	PROPN;NOM;SG	PROPN
jürgen	jürgen	jürki	jürgen	PROPN;NOM;SG	PROPN
yang	yang	yang	yang	N;NOM;SG	PROPN
ira	lra	ira	lran	N;NOM;SG	PROPN
ira	lra	ira	lran	N;NOM;SG	PROPN
ira	ira	ira	ire	N;NOM;SG	V;IND;SG;3;FUT;FIN
rich	riches	rich	riche	PROPN;NOM;SG	ADJ;MASC;PL
rich	rich	rich	rich	PROPN;NOM;SG	PROPN
rich	riche	rich	riche	PROPN;NOM;SG	ADJ;MASC;SG
syytetty	accusés	syyttää	accuser	V;NOM;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
syytetty	défendeur	syyttää	défendeur	V;NOM;SG;V.PTCP;PASS	N;MASC;SG
amos	amos	amos	amos	PROPN;NOM;SG	PROPN
pakollinen	obligatoires	pakollinen	obligatoire	ADJ;NOM;SG	ADJ;MASC;PL
pakollinen	obligatoirement	pakollinen	obligatoirement	ADJ;NOM;SG	ADV
pakollinen	obligatoires	pakollinen	obligatoire	ADJ;NOM;SG	ADJ;MASC;PL
pakollinen	obligatoirement	pakollinen	obligatoirement	ADJ;NOM;SG	ADV
pakollinen	obligatoires	pakollinen	obligatoire	ADJ;NOM;SG	ADJ;MASC;PL
suositellaan	recommandés	suositella	recommander	V;IND;PRS;FIN;PASS	V;MASC;PL;PST;V.PTCP
suositellaan	conseillé	suositella	conseiller	V;IND;PRS;FIN;PASS	V;MASC;SG;PST;V.PTCP
suositellaan	recommandée	suositella	recommander	V;IND;PRS;FIN;PASS	V;FEM;SG;PST;V.PTCP
suositellaan	recommandé	suositella	recommander	V;IND;PRS;FIN;PASS	V;MASC;SG;PST;V.PTCP
suositellaan	recommandées	suositella	recommander	V;IND;PRS;FIN;PASS	V;FEM;PL;PST;V.PTCP
kohtauksia	saisies	kohtaus	saisir	N;PRT;PL	V;FEM;PL;PST;V.PTCP
pelaaminen	jeux	pelaaminen	jeu	N;NOM;SG	N;MASC;PL
hardy	hardy	hardy	hardy	N;NOM;SG	PROPN
nielsen	nielsen	nielsä	nielsen	N;GEN;SG	PROPN
onnellinen	heureuses	onnellinen	heureux	ADJ;NOM;SG	ADJ;FEM;PL
omaisuus	biens	omaisuus	bien	N;NOM;SG	N;MASC;PL
omaisuus	actif	omaisuus	actif	N;NOM;SG	ADJ;MASC;SG
omaisuus	actifs	omaisuus	actif	N;NOM;SG	ADJ;MASC;PL
åke	åke	åke	åke	PROPN;NOM;SG	PROPN
åke	ake	åke	ake	PROPN;NOM;SG	PROPN
hector	hector	hector	hector	PROPN;NOM;SG	N;MASC;SG
perustelu	justifications	perustelu	justification	N;NOM;SG	N;FEM;PL
perustelu	arguments	perustelu	argument	N;NOM;SG	N;MASC;PL
perustelu	raisonnements	perustelu	raisonnement	N;NOM;SG	N;MASC;PL
päällystetty	revêtus	päällystää	revêtu	V;NOM;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
päällystetty	pavé	päällystää	pavé	V;NOM;SG;V.PTCP;PASS	N;MASC;SG
vankeudessa	captifs	vankeus	captif	N;IN+ESS;SG	ADJ;MASC;PL
trooppinen	tropiques	trooppinen	tropique	ADJ;NOM;SG	ADJ;MASC;PL
trooppinen	tropicaux	trooppinen	tropical	ADJ;NOM;SG	ADJ;MASC;PL
trooppinen	tropicales	trooppinen	tropical	ADJ;NOM;SG	ADJ;FEM;PL
dion	dion	dio	dion		PROPN
leonid	leonid	leonid	leonid	N;NOM;SG	PROPN
vastustajat	opposant	vastustaja	opposer	N;NOM;PL	V;PRS;V.PTCP
vastustajat	adversaire	vastustaja	adversaire	N;NOM;PL	N;MASC;SG
ajattelu	réfléchir	ajattelu	réfléchir	N;NOM;SG	V;NFIN
ajattelu	pensant	ajattelu	penser	N;NOM;SG	V;PRS;V.PTCP
ajattelu	penser	ajattelu	penser	N;NOM;SG	V;NFIN
deluxe	deluxe	deluxe	deluxe	N;NOM;SG	ADJ;MASC;SG
väitteet	argumentation	väite	argumentation	N;NOM;PL	N;FEM;SG
väitteet	assertion	väite	assertion	N;NOM;PL	N;FEM;SG
lisääntyy	croissante	lisääntyä	croissant	V;IND;SG;3;PRS;FIN;ACT	ADJ;FEM;SG
testi	tester	testi	tester	N;NOM;SG	V;NFIN
testi	essais	testi	essai	N;NOM;SG	N;MASC;PL
testi	tests	testi	test	N;NOM;SG	N;MASC;PL
testi	tester	testi	tester	N;NOM;SG	V;NFIN
donna	donna	donna	donner	N;NOM;SG	V;IND;SG;3;PST;FIN
painajainen	cauchemars	painajainen	cauchemars	N;NOM;SG	N;MASC;PL
frankfurtin	frankfurt	frankfurt	frankfurt	N;GEN;SG	PROPN
frankfurtin	francfort	frankfurt	francfort	N;GEN;SG	PROPN
weber	weber	weber	weber	PROPN;NOM;SG	PROPN
churchill	churchill	churchill	churchill	N;NOM;SG	PROPN
oppiminen	apprendre	oppiminen	apprendre	N;NOM;SG	V;NFIN
juniori	juniors	juniori	junior	N;NOM;SG	N;MASC;PL
juniori	junior	juniori	junior	N;NOM;SG	ADJ;MASC;SG
mohammed	mohammed	mohammed	mohammed	PROPN;NOM;SG	PROPN
mohammed	mahomet	mohammed	mahomet	PROPN;NOM;SG	N;MASC;SG
trinidad	trinité	trinidad	trinité	PROPN;NOM;SG	N;FEM;SG
trinidad	trinidad	trinidad	trinidad	PROPN;NOM;SG	PROPN
bengt	bengt	bengt	bengt	PROPN;NOM;SG	PROPN
esine	artefacts	esine	artefact	N;NOM;SG	N;MASC;PL
blade	blade	blade	blade		N;MASC;SG
blade	lame	blade	lame		N;FEM;SG
tutka	radars	tutka	radar	N;NOM;SG	N;MASC;PL
sten	sten	sten	sten	PROPN;NOM;SG	PROPN
luota	trust	luottaa	trust	V;IMP;SG;2;FIN;ACT	PROPN
luota	fiducie	luottaa	fiducie	V;IMP;SG;2;FIN;ACT	N;FEM;SG
luota	confiance	luottaa	confiance	V;IMP;SG;2;FIN;ACT	N;FEM;SG
syyriassa	syrienne	syyria	syrien	N;IN+ESS;SG	ADJ;FEM;SG
rangaistuksen	punitions	rangaistus	punition	N;GEN;SG	N;FEM;PL
vaatimus	réclamer	vaatimus	réclamer	N;NOM;SG	V;NFIN
vaatimus	revendiquer	vaatimus	revendiquer	N;NOM;SG	V;NFIN
vaatimus	exiger	vaatimus	exiger	N;NOM;SG	V;NFIN
eduardo	eduardo	edu#ardo	eduardo	N;NOM;SG	PROPN
mccoy	mccoy	mccoy	mccoy	N;NOM;SG	PROPN
jefferson	jefferson	jefferson	jefferson	PROPN;NOM;SG	PROPN
kotkassa	kotka	kotka	kotka	N;IN+ESS;SG	PROPN
marseille	marseille	marsi	marseille	N;AT+ALL;SG	PROPN
mantereella	continentale	manner	continental	N;AT+ESS
;SG	ADJ;FEM;SG
borg	borg	borg	borg	N;NOM;SG	PROPN
korttia	cartes	kortti	carte	N;PRT;SG	N;FEM;PL
kestävät	durable	kestävä	durable	V;IND;PL;3;PRS;FIN;ACT	ADJ;MASC;SG
kestävät	durables	kestävä	durable	V;IND;PL;3;PRS;FIN;ACT	ADJ;MASC;PL
kestävät	soutenable	kestävä	soutenable	V;IND;PL;3;PRS;FIN;ACT	ADJ;MASC;SG
kestävät	durable	kestävä	durable	V;IND;PL;3;PRS;FIN;ACT	ADJ;MASC;SG
kestävät	durables	kestävä	durable	V;IND;PL;3;PRS;FIN;ACT	ADJ;MASC;PL
atari	atari	atari	atari	N;NOM;SG	PROPN
martha	martha	martha	martha	N;NOM;SG	PROPN
positiivisia	positif	positiivinen	positif	ADJ;PRT;PL	ADJ;MASC;SG
shaw	shaw	shaw	shaw	PROPN;NOM;SG	PROPN
heikkeni	détérioration	heiketä	détérioration	V;IND;SG;3;PST;FIN;ACT	N;FEM;SG
haastaa	gageure	haastaa	gageure	V;IND;SG;3;PRS;FIN;ACT	ADJ;FEM;SG
haastaa	challenge	haastaa	challenge	V;IND;SG;3;PRS;FIN;ACT	N;MASC;SG
haastaa	contestation	haastaa	contestation	V;IND;SG;3;PRS;FIN;ACT	N;FEM;SG
haastaa	défi	haastaa	défi	V;IND;SG;3;PRS;FIN;ACT	N;MASC;SG
haastaa	sue	haastaa	sue	V;IND;SG;3;PRS;FIN;ACT	PROPN
latinalaisen	latin	latinalainen	latin	ADJ;GEN;SG	N;MASC;SG
latinalaisen	latines	latinalainen	latin	ADJ;GEN;SG	ADJ;FEM;PL
tavaraa	trucs	tavara	truc	N;PRT;SG	N;MASC;PL
tavaraa	marchandises	tavara	marchandise	N;PRT;SG	N;FEM;PL
taistelija	guerrière	taistelija	guerrière	N;NOM;SG	ADJ;FEM;SG
taistelija	warrior	taistelija	warrior	N;NOM;SG	PROPN
vaihtoehtoinen	suppléant	vaihto#ehtoinen	suppléent	ADJ;NOM;SG	N;MASC;SG
vaihtoehtoinen	alterner	vaihto#ehtoinen	alterner	ADJ;NOM;SG	V;NFIN
myöntänyt	admises	myöntää	admettre	V;NOM;SG;V.PTCP;ACT	V;FEM;PL;PST;V.PTCP
rey	rey	rey	rey		PROPN
juoma	boire	juoma	boire	N;NOM;SG	V;NFIN
juoma	potable	juoma	potable	N;NOM;SG	ADJ;MASC;SG
juoma	boire	juoma	boire	N;NOM;SG	V;NFIN
juoma	boissons	juoma	boisson	N;NOM;SG	N;FEM;PL
juoma	boissons	juoma	boisson	N;NOM;SG	N;FEM;PL
kaari	arch	kaari	arch	N;NOM;SG	PROPN
elliott	elliott	elliott	elliott	N;NOM;SG	PROPN
elliott	elliot	elliott	elliot	N;NOM;SG	PROPN
käytettyä	dépensés	käyttää	dépenser	V;PRT;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
matematiikkaa	mathématiques	matematiikka	mathématique	N;PRT;SG	N;FEM;PL
matematiikkaa	mathématique	matematiikka	mathématique	N;PRT;SG	ADJ;MASC;SG
matematiikkaa	mathématiques	matematiikka	mathématique	N;PRT;SG	N;FEM;PL
matematiikkaa	maths	matematiikka	math	N;PRT;SG	N;MASC;PL
matematiikkaa	mathématique	matematiikka	mathématique	N;PRT;SG	ADJ;MASC;SG
matematiikkaa	mathématiques	matematiikka	mathématique	N;PRT;SG	N;FEM;PL
alueellinen	territoriales	alueellinen	territorial	ADJ;NOM;SG	ADJ;FEM;PL
alueellinen	régionales	alueellinen	régional	ADJ;NOM;SG	ADJ;FEM;PL
alueellinen	régionaux	alueellinen	régional	ADJ;NOM;SG	ADJ;MASC;PL
areenalla	arena	areena	arena	N;AT+ESS
;SG	PROPN
valloittaa	conquête	valloittaa	conquête	V;IND;SG;3;PRS;FIN;ACT	N;FEM;SG
valloittaa	conquêtes	valloittaa	conquête	V;IND;SG;3;PRS;FIN;ACT	N;FEM;PL
valloittaa	conquête	valloittaa	conquête	V;IND;SG;3;PRS;FIN;ACT	N;FEM;SG
patrik	patrik	patrikku	patrik	N;NOM;SG	PROPN
patrik	patrick	patrikku	patrick	N;NOM;SG	PROPN
kadonneet	disparues	kadota	disparu	V;NOM;PL;V.PTCP;ACT	ADJ;FEM;PL
kadonneet	disparue	kadota	disparu	V;NOM;PL;V.PTCP;ACT	ADJ;FEM;SG
kadonneet	disparu	kadota	disparaître	V;NOM;PL;V.PTCP;ACT	V;MASC;SG;PST;V.PTCP
kadonneet	disparus	kadota	disparu	V;NOM;PL;V.PTCP;ACT	ADJ;MASC;PL
istuu	assise	istua	asseoir	V;IND;SG;3;PRS;FIN;ACT	V;FEM;SG;PST;V.PTCP
istuu	assis	istua	assis	V;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;PST;V.PTCP
benin	ben	benin	ben	V;IND;SG;1;PRS;FIN;ACT	N;MASC;SG
benin	bénin	benin	bénin	V;IND;SG;1;PRS;FIN;ACT	N;MASC;SG
vaaleanpunainen	rosé	vaalea#punainen	rosé	ADJ;NOM;SG	V;MASC;SG;PST;V.PTCP
tulot	revenu	tulo	revenir	N;NOM;PL	V;MASC;SG;PST;V.PTCP
tulot	salaire	tulo	salaire	N;NOM;PL	N;MASC;SG
tulot	reçus	tulo	recevoir	N;NOM;PL	V;MASC;PL;PST;V.PTCP
tulot	revenu	tulo	revenir	N;NOM;PL	V;MASC;SG;PST;V.PTCP
manhattan	manhattan	manhattaa	manhattan	N;NOM;SG	PROPN
gibraltarin	gibraltar	gibraltari	gibraltar	N;GEN;SG	PROPN
cohen	cohen	cohe	cohen	PROPN;NOM;SG	PROPN
zhang	zhang	zhang	zhang	PROPN;NOM;SG	PROPN
akateeminen	académiques	akateeminen	académique	ADJ;NOM;SG	ADJ;MASC;PL
akateeminen	universitaires	akateeminen	universitaire	ADJ;NOM;SG	ADJ;MASC;PL
kehittyvät	évolutif	kehittyä	évolutif	V;IND;PL;3;PRS;FIN;ACT	ADJ;MASC;SG
teollinen	industriels	teollinen	industriel	ADJ;NOM;SG	ADJ;MASC;PL
teollinen	industrielles	teollinen	industriel	ADJ;NOM;SG	ADJ;FEM;PL
geneven	genève	Geneve	genève	N;GEN;SG	ADJ;FEM;SG
ensisijainen	priorité	ensisijainen	priorité	ADJ;NOM;SG	N;FEM;SG
ensisijainen	priorités	ensisijainen	priorité	ADJ;NOM;SG	N;FEM;PL
ensisijainen	prioritaires	ensisijainen	prioritaire	ADJ;NOM;SG	ADJ;MASC;PL
ensisijainen	primaires	ensisijainen	primaire	ADJ;NOM;SG	ADJ;MASC;PL
poliitikot	politiciens	poliitikko	politicien	N;NOM;PL	ADJ;MASC;PL
laajentunut	dilatées	laajentua	dilater	V;NOM;SG;V.PTCP;ACT	V;FEM;PL;PST;V.PTCP
polttoainetta	combustible	poltto#aine	combustible	N;PRT;SG	ADJ;MASC;SG
claire	claire	claire	clair	N;NOM;SG	ADJ;FEM;SG
deportivo	deportivo	deportivo	deportivo		N;MASC;SG
päivällä	diurne	päivä	diurne	N;AT+ESS
;SG	ADJ;MASC;SG
lääkkeitä	médication	lääke	médication	N;PRT;PL	N;FEM;SG
lääkkeitä	médicament	lääke	médicament	N;PRT;PL	N;MASC;SG
torin	tori	tori	tori	N;GEN;SG	PROPN
iris	iris	iris	iris	N;NOM;SG	PROPN
tomas	tomas	tomas	tomas	N;NOM;SG	PROPN
tomas	tomás	tomas	tomás	N;NOM;SG	PROPN
done	fait	done	faire		V;MASC;SG;PST;V.PTCP
done	faite	done	faire		V;FEM;SG;PST;V.PTCP
mittaa	mesure	mitata	mesure	V;IMP;SG;2;FIN;ACT	N;FEM;SG
vahvaa	forts	vahva	fort	ADJ;PRT;SG	ADJ;MASC;PL
vahvaa	strong	vahva	strong	ADJ;PRT;SG	PROPN
vahvaa	fort	vahva	fort	ADJ;PRT;SG	ADV
heli	heli	heli	heli	PROPN;NOM;SG	PROPN
simmons	simmons	simmons	simmon		PROPN
rahoitus	financements	rahoitus	financement	N;NOM;SG	N;MASC;PL
rahoitus	finances	rahoitus	finance	N;NOM;SG	N;FEM;PL
tiibetin	tibétains	tiibetti	tibétain	N;GEN;SG	ADJ;MASC;PL
tiibetin	tibétaine	tiibetti	tibétain	N;GEN;SG	ADJ;FEM;SG
tiibetin	tibétain	tiibetti	tibétain	N;GEN;SG	ADJ;MASC;SG
neutraali	neutres	neutraali	neutre	ADJ;NOM;SG	ADJ;MASC;PL
neutraali	neutralité	neutraali	neutralité	ADJ;NOM;SG	N;FEM;SG
kohtuullisen	raisonnablement	kohtuullinen	raisonnablement	ADJ;GEN;SG	ADV
kohtuullisen	moyennement	kohtuullinen	moyennement	ADJ;GEN;SG	ADV
kohtuullisen	modérément	kohtuullinen	modérément	ADJ;GEN;SG	ADV
kohtuullisen	raisonnablement	kohtuullinen	raisonnablement	ADJ;GEN;SG	ADV
kohtuullisen	raisonnables	kohtuullinen	raisonnable	ADJ;GEN;SG	ADJ;MASC;PL
sidottu	liées	sidottu	lier	V;NOM;SG;V.PTCP;ACT	V;FEM;PL;PST;V.PTCP
kykenevät	capables	kyetä	capable	V;IND;PL;3;PRS;FIN;ACT	ADJ;MASC;PL
kykenevät	capable	kyetä	capable	V;IND;PL;3;PRS;FIN;ACT	ADJ;MASC;SG
giorgio	giorgio	giorgio	giorgio	PROPN;NOM;SG	PROPN
vastauksen	répondez	vastaus	répondre	N;GEN;SG	V;IMP;PL;2;PRS;FIN
vastauksen	répondre	vastaus	répondre	N;GEN;SG	V;NFIN
desmond	desmond	desmond	desmond	N;NOM;SG	PROPN
hai	hai	hai	hai	N;NOM;SG	PROPN
hai	haï	hai	haïr	N;NOM;SG	V;MASC;SG;PST;V.PTCP
hai	requins	hai	requin	N;NOM;SG	N;MASC;PL
hai	shark	hai	shark	N;NOM;SG	PROPN
sylvia	sylvia	sylvä	sylvia	N;NOM;SG	PROPN
sylvia	sylvie	sylvä	sylvie	N;NOM;SG	PROPN
poikkeuksia	exception	poikkeus	exception	N;PRT;PL	N;FEM;SG
antonius	antony	antonius	antony	N;NOM;SG	PROPN
nuoriso	jeunes	nuoriso	jeune	N;NOM;SG	ADJ;MASC;PL
glen	glen	glen	glen	PROPN;NOM;SG	PROPN
glen	vallon	glen	vallon	PROPN;NOM;SG	N;MASC;SG
gospel	évangélique	gospel	évangélique	N;NOM;SG	ADJ;MASC;SG
keramiikka	poteries	keramiikka	poterie	N;NOM;SG	N;FEM;PL
keramiikka	céramiques	keramiikka	céramique	N;NOM;SG	N;FEM;PL
filosofinen	philosophiques	filosofinen	philosophique	ADJ;NOM;SG	ADJ;MASC;PL
mickey	mickey	mickey	mickey	PROPN;NOM;SG	PROPN
signaalin	signaux	signaali	signal	N;GEN;SG	N;MASC;PL
henderson	henderson	henderson	henderson	PROPN;NOM;SG	PROPN
willy	willy	willy	willy	N;NOM;SG	PROPN
kaveri	guy	kaveri	guy	N;NOM;SG	PROPN
kaveri	buddy	kaveri	buddy	N;NOM;SG	PROPN
kaveri	amis	kaveri	ami	N;NOM;SG	N;MASC;PL
hollanti	hollandaise	hollanti	hollandais	N;NOM;SG	ADJ;FEM;SG
hollanti	néerlandaise	hollanti	néerlandais	N;NOM;SG	ADJ;FEM;SG
hollanti	néerlandais	hollanti	néerlandais	N;NOM;SG	ADJ;MASC;SG
hollanti	hollandais	hollanti	hollandais	N;NOM;SG	ADJ;MASC;SG
henkisen	intellectuels	henkinen	intellectuel	ADJ;GEN;SG	N;MASC;PL
din	din	din	din	N;NOM;SG	
maggie	maggie	maggie	maggie	PROPN;NOM;SG	PROPN
isis	isis	isis	isis	N;NOM;SG	PROPN
lainaa	prêt	laina	prêt	N;PRT;SG	ADJ;MASC;SG
lainaa	emprunter	laina	emprunter	N;PRT;SG	V;NFIN
vps	sdv	vps	sdv	PROPN;NOM;SG	PROPN
vps	vps	vps	son	PROPN;NOM;SG	N;MASC;SG
amsterdamissa	amsterdam	amsterdama	amsterdam	N;IN+ESS;SG	PROPN
chen	chen	chen	chen	PROPN;NOM;SG	PROPN
täydentää	compléments	täydentää	complément	V;IND;SG;3;PRS;FIN;ACT	N;MASC;PL
täydentää	majorations	täydentää	majoration	V;IND;SG;3;PRS;FIN;ACT	N;FEM;PL
täydentää	suppléments	täydentää	supplément	V;IND;SG;3;PRS;FIN;ACT	N;MASC;PL
täydentää	complément	täydentää	complément	V;IND;SG;3;PRS;FIN;ACT	N;MASC;SG
täydentää	suppléments	täydentää	supplément	V;IND;SG;3;PRS;FIN;ACT	N;MASC;PL
täydentää	complément	täydentää	complément	V;IND;SG;3;PRS;FIN;ACT	N;MASC;SG
täydentää	supplément	täydentää	supplément	V;IND;SG;3;PRS;FIN;ACT	N;MASC;SG
vahvat	forte	vahva	fort	ADJ;NOM;PL	ADJ;FEM;SG
vahvat	strong	vahva	strong	ADJ;NOM;PL	PROPN
vahvat	fort	vahva	fort	ADJ;NOM;PL	ADV
alberta	alberta	alberta	alberta		PROPN
murto	cambriolages	murto	cambriolage	N;NOM;SG	N;MASC;PL
hyväksy	approuve	hyväksyä	approuver	V;IMP;SG;2;FIN;ACT	V;IND;SG;3;PRS;FIN
hyväksy	approuvent	hyväksyä	approuver	V;IMP;SG;2;FIN;ACT	V;IND;PL;3;PRS;FIN
hyväksy	acceptez	hyväksyä	accepter	V;IMP;SG;2;FIN;ACT	V;IMP;PL;2;PRS;FIN
hyväksy	accepte	hyväksyä	accepter	V;IMP;SG;2;FIN;ACT	V;IND;SG;3;PRS;FIN
hyväksy	acceptent	hyväksyä	accepter	V;IMP;SG;2;FIN;ACT	V;IND;PL;3;PRS;FIN
hyväksy	acceptez	hyväksyä	accepter	V;IMP;SG;2;FIN;ACT	V;IMP;PL;2;PRS;FIN
kilpailevat	concurrentes	kilpailla	concurrent	V;IND;PL;3;PRS;FIN;ACT	ADJ;FEM;PL
asentaa	installent	asentaa	installer	V;SG;NFIN;ACT	V;IND;PL;3;PRS;FIN
hopeinen	silver	hopeinen	silver	ADJ;NOM;SG	PROPN
hopeinen	argent	hopeinen	argent	ADJ;NOM;SG	N;MASC;SG
hopeinen	argenterie	hopeinen	argenterie	ADJ;NOM;SG	N;FEM;SG
hopeinen	argenté	hopeinen	argenté	ADJ;NOM;SG	V;MASC;SG;PST;V.PTCP
hopeinen	argenté	hopeinen	argenté	ADJ;NOM;SG	V;MASC;SG;PST;V.PTCP
liikunta	exercices	liikunta	exercice	N;NOM;SG	N;MASC;PL
erottua	résignation	erota	résignation	V;SG;NFIN;ACT	N;FEM;SG
erottua	démission	erota	démission	V;SG;NFIN;ACT	N;FEM;SG
serena	serena	serena	sereno	N;NOM;SG	PROPN
jalo	noble	jalo	noble	N;NOM;SG	ADJ;MASC;SG
jalo	nobles	jalo	noble	N;NOM;SG	ADJ;MASC;PL
salomon	salomon	salomo	salomon	N;GEN;SG	PROPN
mir	mir	mir	mir	PROPN;NOM;SG	
johtavia	conductrice	johtava	conductrice	ADJ;PRT;PL	N;FEM;SG
putin	putin	putin	putin	N;NOM;SG	INTJ
mitattu	mesurés	mitata	mesurer	V;NOM;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
mitattu	mesurées	mitata	mesuré	V;NOM;SG;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
metropolitan	métropolitain	metro#politta	métropolitain	N;NOM;SG	ADJ;MASC;SG
metropolitan	métropolitaine	metro#politta	métropolitain	N;NOM;SG	ADJ;FEM;SG
metropolitan	metropolitan	metro#politta	metropolitan	N;NOM;SG	PROPN
cox	cox	cox	cox	PROPN;NOM;SG	PROPN
aivot	cérébrale	aivot	cérébral	N;NOM;PL	ADJ;FEM;SG
aivot	cerveau	aivot	cerveau	N;NOM;PL	N;MASC;SG
aivot	cervelle	aivot	cervelle	N;NOM;PL	N;FEM;SG
aivot	cerveau	aivot	cerveau	N;NOM;PL	N;MASC;SG
aivot	cervelle	aivot	cervelle	N;NOM;PL	N;FEM;SG
prost	prost	prost	prost	PROPN;NOM;SG	PROPN
munkki	monk	munkki	monk	N;NOM;SG	PROPN
block	bloquer	block	bloquer	N;NOM;SG	V;NFIN
block	block	block	block	N;NOM;SG	PROPN
yhdistyneet	unie	yhdistynyt	unie	V;NOM;PL;V.PTCP;ACT	V;FEM;SG;PST;V.PTCP
yhdistyneet	unies	yhdistynyt	uni	V;NOM;PL;V.PTCP;ACT	ADJ;FEM;PL
vaikeuttaa	compliquent	vaikeuttaa	compliquer	V;IND;SG;3;PRS;FIN;ACT	V;IND;PL;3;PRS;FIN
filippiineillä	philippins	fili#ppiine	philippin	N;AT+ESS
;PL	ADJ;MASC;PL
göteborgissa	göteborg	göteborg	göteborg	PROPN;IN+ESS;SG	PROPN
göteborgissa	göteborg	göteborg	göteborg	PROPN;IN+ESS;SG	PROPN
vesillä	waters	vesi	water	N;AT+ESS
;PL	PROPN
nacional	nacional	nacional	nacional	N;FRML;SG	PROPN
vince	vince	vince	vince	PROPN;NOM;SG	PROPN
freud	freud	freud	freud	PROPN;NOM;SG	PROPN
batmanin	batman	batman	batman	N;GEN;SG	PROPN
valeri	valery	valeri	valery	N;NOM;SG	PROPN
zeus	zeus	zeus	zeus	N;NOM;SG	PROPN
syyn	raisons	syy	raison	N;GEN;SG	N;FEM;PL
sarjakuvia	comics	sarja#kuva	comics	N;PRT;PL	N;MASC;SG
sarjakuvia	bd	sarja#kuva	bde	N;PRT;PL	N;FEM;SG
hank	hank	hank	hank	PROPN;NOM;SG	PROPN
