der	az	der	az	DET;NOM;DEF;MASC;SG	
diesen	ezek	dies	ez	PRO;ACC;MASC;SG	PRO;NOM;PL;3
diesen	ezeket	dies	ez	PRO;ACC;MASC;SG	PRO;ACC;PL;3
würde	méltóság	werden	méltóság	V;SBJV;SG;3;PST;FIN	N;NOM;SG
würde	volna	werden	volna	V;SBJV;SG;3;PST;FIN	V;INDF;COND;SG;3;PRS;ACT
würde	lenne	werden	lesz	V;SBJV;SG;3;PST;FIN	V;INDF;COND;SG;3;PRS;FIN;ACT
politiker	politika	politik	politika	ADJ	N;NOM;SG
politiker	politikusok	politik	politikus	ADJ	N;NOM;PL
politiker	politikusok	politik	politikus	ADJ	N;NOM;PL
politiker	politikus	politik	politikus	ADJ	N;NOM;SG
personen	pax	Person	pax	N;NOM;FEM;PL	
titel	dagály	titel	dagály		N;NOM;SG
titel	nyomok	titel	nyom		N;NOM;PL
titel	nyomokat	titel	nyom		N;ACC;PL
titel	sínek	titel	sín		N;NOM;PL
titel	címeket	titel	cím		N;ACC;PL
titel	címek	titel	cím		N;NOM;PL
titel	cím	titel	cím		N;NOM;SG
titel	címe	titel	cím		N;NOM;SG
titel	beosztás	titel	beosztás		N;NOM;SG
karl	károly	karlen	károly	PROPN;NOM;MASC;SG	N;NOM;SG
karl	charles	karlen	charles	PROPN;NOM;MASC;SG	
karl	károly	karlen	károly	PROPN;NOM;MASC;SG	N;NOM;SG
karl	karl	karlen	karl	PROPN;NOM;MASC;SG	
gut	jó	gut	jó	ADJ	
gut	hát	gut	hát	ADJ	
statt	helyett	statt	helyett	ADP	
statt	ehelyett	statt	ehelyett	ADP	
statt	helyette	statt	helyett	ADP	
daher	ennélfogva	daher	ennélfogva	ADV	
daher	ezért	daher	ezért	ADV	CONJ
nachdem	után	nachdem	után	CONJ	ADP
nachdem	after	nachdem	after	CONJ	
nachdem	utána	nachdem	utána	CONJ	
weiter	további	weiter	további	ADV	N;NOM;SG
weiter	folytatás	weiter	folytatás	ADV	N;NOM;SG
weiter	folytasd	weiter	folytasd	ADV	V;DEF;IMP;SG;1;PRS;FIN;ACT
weiter	folytatás	weiter	folytatás	ADV	N;NOM;SG
weiter	folyamatos	weiter	folyamatos	ADV	
weiter	folytatása	weiter	folytatás	ADV	N;NOM;SG
weiter	folytatta	weiter	folytat	ADV	V;DEF;IND;SG;3;PST;FIN;ACT
weiter	folytatás	weiter	folytatás	ADV	N;NOM;SG
weiter	folytatódott	weiter	folytatódik	ADV	V;INDF;IND;SG;3;PST;FIN;ACT
weiter	folytatódik	weiter	folytatódik	ADV	V;INDF;IND;SG;3;PRS;FIN;ACT
ganz	ganz	ganz	ganz	ADV	
behalten	megtartása	behalten	megtartás	V;NFIN	N;NOM;SG
behalten	tartása	behalten	tartás	V;NFIN	N;NOM;SG
sohn	sohn	sohnen	sohn	N;NOM;MASC;SG	PROPN;NOM;SG
außerdem	szintén	außerdem	szintén	ADV	
außerdem	úgyszintén	außerdem	úgyszintén	ADV	
außerdem	azonkívül	außerdem	azonkívül	ADV	
hans	hans	hans	hans	PROPN;NOM;MASC;SG	PROPN;NOM;SG
johann	johann	johann	johann	PROPN;NOM;MASC;SG	
johann	john	johann	john	PROPN;NOM;MASC;SG	
johann	jános	johann	jános	PROPN;NOM;MASC;SG	N;NOM;SG
großen	nagyok	groß	nagy	ADJ;PL	N;NOM;PL
großen	nagyméretű	groß	nagyméretű	ADJ;PL	ADJ;NOM;SG
großen	nagy	groß	nagy	ADJ;PL	ADJ;NOM;SG
großen	nagyok	groß	nagy	ADJ;PL	N;NOM;PL
großen	nagy	groß	nagy	ADJ;PL	ADJ;NOM;SG
großen	őrnagy	groß	őrnagy	ADJ;PL	N;NOM;SG
gehört	tulajdonában	gehören	tulajdon	V;V.PTCP	N;IN+ESS;SG
bild	képet	bild	kép		N;ACC;SG
bild	kép	bild	kép		N;NOM;SG
bild	fénykép	bild	fénykép		N;NOM;SG
bild	kép	bild	kép		N;NOM;SG
bild	képet	bild	kép		N;ACC;SG
nichts	semmi	nichts	semmi	PRO;INDF	PRO;NOM;SG;3
wien	bécs	weinen	bécs		N;NOM;SG
bezeichnet	kijelölt	bezeichnen	kijelölt	V;V.PTCP	
gelöscht	törölve	löschen	törölve	V;V.PTCP	N;NOM;SG
gelöscht	törölt	löschen	töröl	V;V.PTCP	
große	nagyok	groß	nagy	ADJ;NOM;FEM;PL	N;NOM;PL
große	nagyméretű	groß	nagyméretű	ADJ;NOM;FEM;PL	ADJ;NOM;SG
große	nagy	groß	nagy	ADJ;NOM;FEM;PL	ADJ;NOM;SG
große	nagyok	groß	nagy	ADJ;NOM;FEM;PL	N;NOM;PL
große	nagy	groß	nagy	ADJ;NOM;FEM;PL	ADJ;NOM;SG
große	nagyszerű	groß	nagyszerű	ADJ;NOM;FEM;PL	
denn	mert	denn	mert	CONJ	CONJ
peter	peter	peter	peter	PROPN;NOM;MASC;SG	PROPN;NOM;SG
peter	péter	peter	péter	PROPN;NOM;MASC;SG	
kommt	gyere	kommen	gyere	V;IND;SG;3;PRS;FIN	V;DEF;IMP;SG;1;PRS;FIN;ACT
kommt	jövök	kommen	jövök	V;IND;SG;3;PRS;FIN	V;INDF;IND;SG;1;PRS;FIN;ACT
menschen	ember	menschen	ember	N;NOM;PL	N;NOM;SG
menschen	emberi	menschen	emberi	N;NOM;PL	
aufgrund	esedékes	aufgrund	esedékes	ADP	
jahrhunderts	évszázad	jahrhundert	évszázad	ADV	N;NOM;SG
jahrhunderts	század	jahrhundert	század	ADV	N;NOM;SG
fall	ügy	fall	ügy	ADV	N;NOM;SG
fall	case	fall	case	ADV	
fall	eset	fall	eset	ADV	N;NOM;SG
fall	esés	fall	esés	ADV	N;NOM;SG
fall	őszi	fall	őszi	ADV	
fall	zuhanás	fall	zuhanás	ADV	N;NOM;SG
fall	ősz	fall	ősz	ADV	
wilhelm	william	wilhelm	william	PROPN;NOM;MASC;SG	
wilhelm	vilmos	wilhelm	vilmos	PROPN;NOM;MASC;SG	
wilhelm	wilhelm	wilhelm	wilhelm	PROPN;NOM;MASC;SG	
englisch	angolul	englisch	angolul	ADJ	
englisch	angol	englisch	angol	ADJ	
danach	aztán	danach	aztán	ADV	
danach	után	danach	után	ADV	ADP
danach	after	danach	after	ADV	
danach	miután	danach	miután	ADV	CONJ
danach	utána	danach	utána	ADV	
danach	utána	danach	utána	ADV	
fünf	öt	fünf	öt	NUM	
fünf	öten	fünf	öten	NUM	PRO;NOM;PL;3
könig	kinga	könig	kinga	N;NOM;SG	
könig	könig	könig	könig	N;NOM;SG	
welche	ami	welch	ami	PRO;NOM;SG	PRO;NOM;SG;3
welche	melyik	welch	melyik	PRO;NOM;SG	
welche	mely	welch	mely	PRO;NOM;SG	
welche	amely	welch	amely	PRO;NOM;SG	PRO;NOM;SG;3
mehrere	számos	mehrere	számos	PRO;NOM;INDF;PL	
mehrere	többszörös	mehrere	többszörös	PRO;NOM;INDF;PL	N;NOM;SG
mehrere	többszörösen	mehrere	többszörös	PRO;NOM;INDF;PL	ADJ;FRML;SG
meter	méter	meter	méter	ADV	N;NOM;SG
meter	méter	meter	méter	ADV	N;NOM;SG
meter	méter	meter	méter	ADV	N;NOM;SG
meter	méter	meter	méter	ADV	N;NOM;SG
meter	mérő	meter	mérő	ADV	
schloss	schloss	schließen	schloss	V;SG	
schloss	zárat	schließen	zárat	V;SG	N;ACC;SG
schloss	lakat	schließen	lakat	V;SG	N;NOM;SG
schloss	várban	schließen	vár	V;SG	N;IN+ESS;SG
schloss	castle	schließen	castle	V;SG	
schloss	kastély	schließen	kastély	V;SG	N;NOM;SG
schloss	chateau	schließen	chateau	V;SG	
schloss	palota	schließen	palota	V;SG	N;NOM;SG
schloss	palace	schließen	palace	V;SG	
gruppe	csoportban	grappe	csoport	N;NOM;FEM;SG	N;IN+ESS;SG
finden	megállapítás	finden	megállapítás	V;NFIN	N;NOM;SG
heinrich	heinrich	heinrich	heinrich	PROPN;NOM;MASC;SG	
heinrich	henrik	heinrich	henrik	PROPN;NOM;MASC;SG	N;NOM;SG
heinrich	henry	heinrich	henry	PROPN;NOM;MASC;SG	
letzten	utoljára	letzt	utoljára	ADJ;PL	ADV
letzten	utolsónak	letzt	utolsó	ADJ;PL	ADV
letzten	last	letzt	last	ADJ;PL	
letzten	utolsó	letzt	utolsó	ADJ;PL	
spielte	játszottam	spielen	játszik	V;IND;SG;3;PST;FIN	V;INDF;IND;SG;1;PST;FIN;ACT
neu	újdonság	neu	újdonság	ADJ	N;NOM;SG
neu	neu	neu	neu	ADJ	
john	john	john	john	PROPN;NOM;MASC;SG	
john	jános	john	jános	PROPN;NOM;MASC;SG	N;NOM;SG
könnte	lehetne	können	lesz	V;SBJV;SG;3;PST;FIN	V;INDF;SG;3;PRS;FIN;ACT
weiteren	tovább	weit	tovább	ADJ;ACC;MASC;SG	ADV
weiteren	további	weit	további	ADJ;ACC;MASC;SG	N;NOM;SG
machen	készítés	machen	készítés	V;NFIN	N;NOM;SG
beispiel	mintavétel	beispiel	mintavétel	ADV	N;NOM;SG
beispiel	minta	beispiel	minta	ADV	N;NOM;SG
beispiel	példa	beispiel	példa	ADV	N;NOM;SG
beispiel	példák	beispiel	példa	ADV	N;NOM;PL
beispiel	példákat	beispiel	példa	ADV	N;ACC;PL
beispiel	példa	beispiel	példa	ADV	N;NOM;SG
usa	usa	usa	usa	PROPN;NOM;MASC;PL	
recht	jogszabályok	recht	jogszabály	ADV	N;NOM;PL
recht	jog	recht	jog	ADV	N;NOM;SG
recht	jogszabály	recht	jogszabály	ADV	
recht	törvény	recht	törvény	ADV	N;NOM;SG
zwar	habár	zwar	habár	ADV	CONJ
zwar	bár	zwar	bár	ADV	CONJ
bin	bin	sein	bin	V;IND;SG;2;PRS;FIN	
bin	kuka	sein	kuka	V;IND;SG;2;PRS;FIN	N;NOM;SG
york	yorkban	york	york	PROPN;NOM;NEUT;SG	PROPN;IN+ESS;SG
york	york	york	york	PROPN;NOM;NEUT;SG	
york	yorki	york	yorki	PROPN;NOM;NEUT;SG	
paul	paul	paul	paul	PROPN;NOM;MASC;SG	
paul	pál	paul	pál	PROPN;NOM;MASC;SG	
insgesamt	teljes	insgesamt	teljes	ADV	
insgesamt	összesen	insgesamt	összesen	ADV	
insgesamt	átfogó	insgesamt	átfogó	ADV	
insgesamt	összességében	insgesamt	összesség	ADV	N;IN+ESS;SG
eher	valamennyire	eher	valamennyir	ADV	
eher	némileg	eher	némileg	ADV	
kurz	röviden	kurz	röviden	ADJ	
kurz	rövid	kurz	rövid	ADJ	
kurz	röviden	kurz	röviden	ADJ	
kurz	kurz	kurz	kurz	ADJ	
kurz	rövid	kurz	rövid	ADJ	
unternehmen	társaság	unternehmen	társaság	N;NOM;NEUT;PL	N;NOM;SG
unternehmen	vállalat	unternehmen	vállalat	N;NOM;NEUT;PL	N;NOM;SG
unternehmen	cég	unternehmen	cég	N;NOM;NEUT;PL	N;NOM;SG
unternehmen	század	unternehmen	század	N;NOM;NEUT;PL	N;NOM;SG
unternehmen	üzleti	unternehmen	üzlet	N;NOM;NEUT;PL	N;NOM;SG
unternehmen	üzlet	unternehmen	üzlet	N;NOM;NEUT;PL	N;NOM;SG
straße	szoros	straß	szoros	ADJ	
straße	utakon	straß	út	ADJ	N;ON+ESS;PL
straße	utak	straß	út	ADJ	N;NOM;PL
straße	utca	straß	utca	ADJ	N;NOM;SG
straße	utcákon	straß	utca	ADJ	N;ON+ESS;PL
straße	utcák	straß	utca	ADJ	N;NOM;PL
straße	út	straß	út	ADJ	N;NOM;SG
straße	uton	straß	ut	ADJ	
straße	közúti	straß	közúti	ADJ	N;NOM;SG
rund	kör	rund	kör	ADV	N;NOM;SG
rund	kerek	rund	kér	ADV	
rund	forduló	rund	forduló	ADV	N;NOM;SG
rund	körül	rund	körül	ADV	ADP
einfach	egyszerű	einfach	egyszerű	ADV	ADJ;NOM;SG
einfach	szimpla	einfach	szimpla	ADV	
einfach	egyszerűen	einfach	egyszerű	ADV	ADJ;FRML;SG
einfach	könnyű	einfach	könnyű	ADV	
schließlich	végre	schließlich	végre	ADV	
schließlich	végezetül	schließlich	végezetül	ADV	
datei	fájl	datei	fájl		N;NOM;SG
datei	file	datei	file		N;NOM;SG
datei	akta	datei	akta		N;NOM;SG
frau	nö	frau	nö	N;NOM;FEM;SG	
land	ország	land	ország		N;NOM;SG
land	országban	land	ország		N;IN+ESS;SG
land	föld	land	föld		N;NOM;SG
land	földterület	land	földterület		N;NOM;SG
land	szárazföld	land	szárazföld		N;NOM;SG
land	telek	land	tél		N;NOM;SG
land	földterületek	land	földterület		N;NOM;PL
land	földeket	land	föld		N;ACC;PL
land	földek	land	föld		N;NOM;PL
fast	majdnem	fast	majdnem	ADV	
fast	majdnem	fast	majdnem	ADV	
hatten	volt	haben	van	V;IND;PL;3;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
tod	halál	tod	halál		N;NOM;SG
tod	halálesetek	tod	haláleset		N;NOM;PL
tod	haláleset	tod	haláleset		N;NOM;SG
macht	energia	machen	energia	V;IND;SG;3;PRS;FIN	N;NOM;SG
macht	erő	machen	erő	V;IND;SG;3;PRS;FIN	N;NOM;SG
macht	power	machen	power	V;IND;SG;3;PRS;FIN	
macht	hatalom	machen	hatalom	V;IND;SG;3;PRS;FIN	N;NOM;SG
paris	párizs	paris	párizs	PROPN;NOM;NEUT;SG	N;NOM;SG
paris	párizsi	paris	párizsi	PROPN;NOM;NEUT;SG	
paris	párizsban	paris	párizs	PROPN;NOM;NEUT;SG	PROPN;IN+ESS;SG
alles	mindent	alle	minden	PRO;NOM;INDF;NEUT;SG	
alles	minden	alle	minden	PRO;NOM;INDF;NEUT;SG	PRO;NOM;SG;3
alles	mindegyik	alle	mindegyik	PRO;NOM;INDF;NEUT;SG	
alles	mind	alle	mind	PRO;NOM;INDF;NEUT;SG	CONJ
alles	minden	alle	minden	PRO;NOM;INDF;NEUT;SG	PRO;NOM;SG;3
alles	alles	alle	alles	PRO;NOM;INDF;NEUT;SG	
alles	bármit	alle	bármit	PRO;NOM;INDF;NEUT;SG	
alles	bármi	alle	bármi	PRO;NOM;INDF;NEUT;SG	
oft	gyakran	oft	gyakran	ADV	
oft	gyakran	oft	gyakran	ADV	
oft	gyakori	oft	gyakori	ADV	
landkreis	megyei	landkreis	megyei	N	ADJ;NOM;SG
landkreis	megye	landkreis	megye	N	
landkreis	kerület	landkreis	kerület	N	
führte	led	führen	led	V;IND;SG;3;PST;FIN	N;NOM;SG
kategorie	kategória	kategorie	kategória	N;NOM;FEM;SG	
kategorie	kategória	kategorie	kategória	N;NOM;FEM;SG	
kategorie	kategóriák	kategorie	kategória	N;NOM;FEM;SG	N;NOM;PL
bedeutung	jelentősége	bedeutung	jelentőség	ADJ	N;NOM;SG
bedeutung	jelentősége	bedeutung	jelentőség	ADJ	N;NOM;SG
relevant	jelentősége	relevant	jelentőség	ADJ	N;NOM;SG
relevant	releváns	relevant	releváns	ADJ	
relevant	lényeges	relevant	lényeges	ADJ	
bereich	ágazat	bereich	ágazat	ADV	N;NOM;SG
bereich	szektor	bereich	szektor	ADV	N;NOM;SG
bereich	domain	bereich	domain	ADV	
bereich	tartomány	bereich	tartomány	ADV	N;NOM;SG
bereich	tartomány	bereich	tartomány	ADV	N;NOM;SG
bereich	távolság	bereich	távolság	ADV	N;NOM;SG
bereich	részleg	bereich	részleg	ADV	N;NOM;SG
bereich	szakasz	bereich	szakasz	ADV	N;NOM;SG
bereich	szekció	bereich	szekció	ADV	N;NOM;SG
bereich	terület	bereich	terület	ADV	N;NOM;SG
bereich	környék	bereich	környék	ADV	N;NOM;SG
welt	világ	welt	világ	N;NOM;FEM;SG	
welt	world	welt	world	N;NOM;FEM;SG	
verein	klub	verein	klub		N;NOM;SG
verein	társulás	verein	társulás		N;NOM;SG
verein	társulási	verein	társulási		N;NOM;SG
verein	szövetség	verein	szövetség		N;NOM;SG
verein	egyesület	verein	egyesület		N;NOM;SG
anfang	start	anfang	start	N;ACC;MASC;SG	
anfang	kezdés	anfang	kezdés	N;ACC;MASC;SG	N;NOM;SG
anfang	kezdeni	anfang	kezd	N;ACC;MASC;SG	V;NFIN;ACT
anfang	korán	anfang	korán	N;ACC;MASC;SG	
anfang	korai	anfang	korai	N;ACC;MASC;SG	
anfang	kezdetek	anfang	kezdet	N;ACC;MASC;SG	N;NOM;PL
anfang	kezdete	anfang	kezdet	N;ACC;MASC;SG	N;NOM;SG
anfang	eleje	anfang	eleje	N;ACC;MASC;SG	N;NOM;SG
anfang	kezdet	anfang	kezd	N;ACC;MASC;SG	N;NOM;SG
anfang	kezdetek	anfang	kezdet	N;ACC;MASC;SG	N;NOM;PL
viel	sok	viel	sok	ADV	
viel	sok	viel	sok	ADV	
viel	sokat	viel	sok	ADV	
viel	sok	viel	sok	ADV	
viel	tétel	viel	tétel	ADV	N;NOM;SG
insbesondere	különösen	insbesondere	különös	ADV	ADJ;FRML;SG
insbesondere	különösen	insbesondere	különös	ADV	ADJ;FRML;SG
insbesondere	főleg	insbesondere	főleg	ADV	
quelle	forrás	quelle	forrás	ADJ;NOM;SG	N;NOM;SG
haus	house	haus	hous	N;NOM;NEUT;SG	
haus	házon	haus	ház	N;NOM;NEUT;SG	ADJ;FRML;SG
haus	házak	haus	ház	N;NOM;NEUT;SG	N;NOM;PL
haus	házakat	haus	ház	N;NOM;NEUT;SG	N;ACC;PL
haus	haus	haus	haus	N;NOM;NEUT;SG	
haus	otthon	haus	otthon	N;NOM;NEUT;SG	
haus	itthon	haus	itthon	N;NOM;NEUT;SG	
haus	haza	haus	haza	N;NOM;NEUT;SG	
michael	michael	michael	michael	PROPN;NOM;MASC;SG	
michael	mihály	michael	mihály	PROPN;NOM;MASC;SG	
region	régió	Region	régió		N;NOM;SG
region	régiók	Region	régió		N;NOM;PL
fand	megtaláltam	finden	meg+talál	V;IND;SG;3;PST;FIN	V;DEF;IND;SG;1;PST;FIN;ACT
meist	általában	meist	általában	ADV	
meist	rendszerint	meist	rendszerint	ADV	
meist	legtöbb	meist	legtöbb	ADV	
meist	főleg	meist	főleg	ADV	
meist	főként	meist	főként	ADV	
meist	többnyire	meist	többnyir	ADV	
eigenen	saját	eigen	saját	ADJ;ACC;MASC;SG	PRO;NOM;SG;3
lang	lang	lang	lang	ADJ	
lang	hosszú	lang	hosszú	ADJ	
allen	allen	alle	allen	PRO;ACC;INDF;PL	
hamburg	hamburg	hamburg	hamburg	PROPN;NOM;NEUT;SG	N;NOM;SG
besonders	különösen	besonders	különös	ADV	ADJ;FRML;SG
besonders	különösen	besonders	különös	ADV	ADJ;FRML;SG
besonders	főleg	besonders	főleg	ADV	
besonders	speciálisan	besonders	speciális	ADV	ADJ;FRML;SG
deutsch	németül	deutsch	németül	ADJ	
deutsch	angolul	deutsch	angolul	ADJ	
deutsch	angol	deutsch	angol	ADJ	
deutsch	deutsch	deutsch	deutsch	ADJ	
franz	franz	franz	franz	PROPN;NOM;MASC;SG	
franz	feri	franz	feri	PROPN;NOM;MASC;SG	
franz	francis	franz	francis	PROPN;NOM;MASC;SG	
franz	ferenc	franz	ferenc	PROPN;NOM;MASC;SG	PROPN;NOM;SG
lange	lange	lange	lange	ADV	
lange	hosszú	lange	hosszú	ADV	
begriff	távú	begreifen	távú	N;MASC;SG	
begriff	elképzelés	begreifen	elképzelés	N;MASC;SG	
begriff	koncepció	begreifen	koncepció	N;MASC;SG	
gebiet	gyep	gebieten	gyep	ADJ	N;NOM;SG
gebiet	régió	gebieten	régió	ADJ	N;NOM;SG
gebiet	régiók	gebieten	régió	ADJ	N;NOM;PL
gebiet	terület	gebieten	terület	ADJ	N;NOM;SG
gebiet	területe	gebieten	terület	ADJ	N;NOM;SG
gebiet	övezet	gebieten	övezet	ADJ	N;NOM;SG
gebiet	zóna	gebieten	zóna	ADJ	N;NOM;SG
gebiet	terület	gebieten	terület	ADJ	N;NOM;SG
gebiet	környék	gebieten	környék	ADJ	N;NOM;SG
gesellschaft	társadalom	gesellschaft	társadalom	ADJ	N;NOM;SG
gesellschaft	társaság	gesellschaft	társaság	ADJ	N;NOM;SG
gesellschaft	vállalat	gesellschaft	vállalat	ADJ	N;NOM;SG
gesellschaft	cég	gesellschaft	cég	ADJ	N;NOM;SG
gesellschaft	század	gesellschaft	század	ADJ	N;NOM;SG
gesellschaft	gesellschaft	gesellschaft	gesellschaft	ADJ	
folge	követni	folge	követ	N;NOM;FEM;SG	V;NFIN;ACT
folge	kövesd	folge	kövesd	N;NOM;FEM;SG	V;DEF;IMP;PL;1;PRS;FIN;ACT
beide	mindkettő	beide	mindkettő	PRO;NOM;INDF;PL	
beide	mindketten	beide	mindkett	PRO;NOM;INDF;PL	
will	will	wollen	will	V;IND;SG;3;PRS;FIN	
will	akarat	wollen	akarat	V;IND;SG;3;PRS;FIN	N;NOM;SG
will	akarja	wollen	akar	V;IND;SG;3;PRS;FIN	V;DEF;IND;SG;3;PRS;FIN;ACT
will	akar	wollen	akar	V;IND;SG;3;PRS;FIN	V;INDF;IND;SG;3;PRS;FIN;ACT
will	akarsz	wollen	akarsz	V;IND;SG;3;PRS;FIN	V;INDF;IND;SG;1;PRS;FIN;ACT
will	akar	wollen	akar	V;IND;SG;3;PRS;FIN	V;INDF;IND;SG;3;PRS;FIN;ACT
will	akarod	wollen	akarod	V;IND;SG;3;PRS;FIN	V;DEF;IND;SG;1;PRS;FIN;ACT
will	akarom	wollen	akarom	V;IND;SG;3;PRS;FIN	V;DEF;IND;SG;1;PRS;FIN;ACT
georg	george	georgen	george	PROPN;NOM;MASC;SG	
georg	györgy	georgen	györgy	PROPN;NOM;MASC;SG	N;NOM;SG
georg	georg	georgen	georg	PROPN;NOM;MASC;SG	
erhalten	kapni	erhalten	kap	ADJ;V.PTCP	V;NFIN;ACT
erhalten	kapott	erhalten	kap	ADJ;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
erhalten	fogadott	erhalten	fogad	ADJ;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
erhalten	beérkezett	erhalten	be+érkezik	ADJ;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
erhalten	tartósított	erhalten	tartósított	ADJ;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
erhalten	megőrizte	erhalten	megőriz	ADJ;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
einwohner	lakos	einwohner	lakos	N;NOM;MASC;PL	N;NOM;SG
einwohner	lakos	einwohner	lakos	N;NOM;MASC;PL	N;NOM;SG
einwohner	populáció	einwohner	populáció	N;NOM;MASC;PL	N;NOM;SG
einwohner	népesség	einwohner	népesség	N;NOM;MASC;PL	N;NOM;SG
einwohner	lakosság	einwohner	lakosság	N;NOM;MASC;PL	N;NOM;SG
innerhalb	belül	innerhalb	belül	ADV	ADP
innerhalb	belül	innerhalb	belül	ADV	ADP
führt	érdeklődők	führen	érdeklődő	V;IND;SG;3;PRS;FIN	N;NOM;PL
führt	érdeklődő	führen	érdeklődő	V;IND;SG;3;PRS;FIN	ADJ;NOM;SG
studierte	tanultam	studieren	tanul	V;IND;SG;3;PST;FIN	V;INDF;IND;SG;1;PST;FIN;ACT
eigentlich	valójában	eigentlich	valójában	ADV	N;IN+ESS;SG
london	londoni	london	londoni	PROPN;NOM;NEUT;SG	
london	londonban	london	london	PROPN;NOM;NEUT;SG	N;IN+ESS;SG
london	london	london	london	PROPN;NOM;NEUT;SG	N;NOM;SG
london	londonba	london	london	PROPN;NOM;NEUT;SG	
alten	ősi	alt	ősi	ADJ;NOM;MASC;PL	
alten	ős	alt	ős	ADJ;NOM;MASC;PL	
alten	ókori	alt	ókori	ADJ;NOM;MASC;PL	
alten	idős	alt	idős	ADJ;NOM;MASC;PL	
alten	régit	alt	régit	ADJ;NOM;MASC;PL	N;ACC;SG
alten	régi	alt	régi	ADJ;NOM;MASC;PL	
alten	öreg	alt	öreg	ADJ;NOM;MASC;PL	
alten	régiek	alt	régiek	ADJ;NOM;MASC;PL	N;NOM;PL
vielen	sok	viel	sok	ADJ;ACC;INDF;MASC;PL	
vielen	sokan	viel	sokan	ADJ;ACC;INDF;MASC;PL	ADV
kinder	childs	kinder	childs	N;NOM;NEUT;PL	
kinder	kedvesebb	kinder	kedvesebb	N;NOM;NEUT;PL	ADJ;NOM;CMPR;SG
kinder	gyermekeknek	kinder	gyermek	N;NOM;NEUT;PL	N;DAT;PL
kinder	gyermek	kinder	gyermek	N;NOM;NEUT;PL	N;NOM;SG
gerade	egyenesen	gerade	egyenesen	ADV	
gerade	egyenes	gerade	egyenes	ADV	
österreich	ausztria	österreich	ausztria	PROPN;SG	N;NOM;SG
weg	elment	weg	elment	ADV	V;INDF;IND;SG;3;PST;FIN;ACT
weg	eltűnt	weg	el+tűnik	ADV	V;INDF;IND;SG;3;PST;FIN;ACT
weg	utat	weg	út	ADV	N;ACC;SG
weg	ösvény	weg	ösvény	ADV	N;NOM;SG
weg	útvonal	weg	útvonal	ADV	N;NOM;SG
weg	út	weg	út	ADV	N;NOM;SG
mitte	középre	mitte	közép	ADV	N;ON+ALL;SG
mitte	közép	mitte	közép	ADV	
mitte	középső	mitte	középső	ADV	
mitte	mitte	mitte	mitte	ADV	
mitte	közép	mitte	közép	ADV	
mitte	középre	mitte	közép	ADV	N;ON+ALL;SG
mitte	központ	mitte	központ	ADV	N;NOM;SG
mitte	center	mitte	center	ADV	
mitte	középre	mitte	közép	ADV	N;ON+ALL;SG
mitte	központ	mitte	központ	ADV	N;NOM;SG
mitte	centrum	mitte	centrum	ADV	N;NOM;SG
regie	rendezte	Regie	rendez	N;NOM;FEM;SG	V;DEF;IND;SG;3;PST;FIN;ACT
regie	rendezett	Regie	rendezett	N;NOM;FEM;SG	V;INDF;IND;SG;3;PST;FIN;ACT
regie	irányított	Regie	irányított	N;NOM;FEM;SG	V;INDF;IND;SG;3;PST;FIN;ACT
sechs	hat	sechs	hat	NUM	
album	album	album	album		N;NOM;SG
verschiedenen	más	verschieden	más	ADJ;NOM;PL	PRO;NOM;SG;3
verschiedenen	különböző	verschieden	különböző	ADJ;NOM;PL	
verschiedenen	eltérő	verschieden	eltérő	ADJ;NOM;PL	ADJ;NOM;SG
verschiedenen	többféle	verschieden	többfél	ADJ;NOM;PL	
verschiedenen	különféle	verschieden	különféle	ADJ;NOM;PL	
verschiedenen	különböző	verschieden	különböző	ADJ;NOM;PL	
museum	museum	museum	museum	N;NOM;NEUT;SG	
musik	musik	musik	musik	N;NOM;FEM;SG	
folgenden	követni	folgend	követ	ADJ	V;NFIN;ACT
folgenden	követem	folgend	követ	ADJ	V;DEF;IND;SG;1;PRS;FIN;ACT
folgenden	követi	folgend	követ	ADJ	V;DEF;IND;SG;3;PRS;FIN;ACT
gebäude	épület	gebäude	épület	ADJ	N;NOM;SG
gebäude	épületek	gebäude	épület	ADJ	N;NOM;PL
begründung	indokolás	begründung	indokolás		N;NOM;SG
begründung	érvelés	begründung	érvelés		N;NOM;SG
wenig	kis	wenig	kis	ADV	ADJ;NOM;SG
wenig	kicsi	wenig	kicsi	ADV	
wenig	kevés	wenig	kevés	ADV	
kreis	körök	kreis	körök	ADV	N;NOM;PL
kreis	kör	kreis	kör	ADV	N;NOM;SG
kreis	kört	kreis	kör	ADV	N;ACC;SG
kreis	megyei	kreis	megyei	ADV	ADJ;NOM;SG
kreis	megye	kreis	megye	ADV	
frankreich	franciaország	frankreich	franciaország	PROPN;NOM;SG	N;NOM;SG
frankreich	france	frankreich	france	PROPN;NOM;SG	
pro	pro	pro	pro	ADP	
pro	profi	pro	profi	ADP	
pro	per	pro	per	ADP	N;NOM;SG
thomas	thomas	thomas	thomas	PROPN;NOM;MASC;SG	
