que	זה	que	זה	CONJ	PRO;MASC;SG;3
algunas	כמה	alguno	כמה	PRO;FEM;PL	DET;PSSD
algunas	חלקם	alguno	חלקם	PRO;FEM;PL	
carrera	הגזע	carrera	הגזע	N;FEM;SG	PROPN
carrera	קאררה	carrera	קאררה	N;FEM;SG	PROPN
poder	כוח	poder	כוח	V;NFIN	N;MASC;SG
poder	עוצמה	poder	עוצמה	V;NFIN	N;FEM;SG
poder	כח	poder	כוח	V;NFIN	
poder	power	poder	power	V;NFIN	
pueblo	טאון	pueblo	טאון	N;MASC;SG	PROPN
pueblo	העיר	pueblo	העיר	N;MASC;SG	V;MASC;SG;3;PST;ACT
pueblo	פואבלו	pueblo	פואבלו	N;MASC;SG	PROPN
pueblo	אנשים	pueblo	איש	N;MASC;SG	N;MASC;PL
pueblo	הכפר	pueblo	הכפר	N;MASC;SG	
localidades	למקומות	localidad	למקום	N;FEM;PL	
veces	הטיימס	vez	הטיימס	N;FEM;PL	PROPN
veces	טיימס	vez	טיימס	N;FEM;PL	PROPN
reino	הממלכה	reino	הממלך	N;MASC;SG	PROPN
central	סנטרל	central	סנטרל	ADJ;SG	PROPN
central	מרכזית	central	מרכזי	ADJ;SG	ADV
central	מרכז	central	מרכז	ADJ;SG	N;MASC;SG
todas	כולם	todo	None	PRO;FEM;PL	N;MASC;PL
todas	הכל	todo	הכיל	PRO;FEM;PL	N
todas	כל	todo	כול	PRO;FEM;PL	DET;PSSD
york	יורק	york	יורק	PROPN	PROPN
ejemplo	דוגמית	ejemplo	דוגמי	N;MASC;SG	ADV
ejemplo	דוגמא	ejemplo	דוגמה	N;MASC;SG	
ejemplo	לדוגמה	ejemplo	לדוגמה	N;MASC;SG	PROPN
género	סוגה	género	סוג	N;MASC;SG	ADV
género	מין	género	מין	N;MASC;SG	
padre	אבא	padre	אבא	N;MASC;SG	
padre	אבי	padre	אבי	N;MASC;SG	PROPN
isbn	isbn	isbn	isbn	N	PROPN
campo	קאמפ	campo	קאמפ	N;MASC;SG	PROPN
campo	קאמפו	campo	קאמפו	N;MASC;SG	PROPN
isla	אי	isla	אי	N;FEM;SG	ADV
isla	האי	isla	האי	N;FEM;SG	
isla	איסלה	isla	איסל	N;FEM;SG	PROPN
hacer	הפוך	hacer	הפוך	V;NFIN	
hacer	ביצוע	hacer	ביצוע	V;NFIN	N;MASC;SG
conocido	ידוע	conocido	ידוע	ADJ;MASC;SG;V.PTCP	N;MASC;SG
conocido	הידוע	conocido	הידוע	ADJ;MASC;SG;V.PTCP	
conocido	ידועה	conocido	ידע	ADJ;MASC;SG;V.PTCP	V;FEM;SG;V.PTCP;ACT
conocido	ידועים	conocido	ידוע	ADJ;MASC;SG;V.PTCP	N;MASC;PL
conocido	מכר	conocido	מכר	ADJ;MASC;SG;V.PTCP	N;MASC;SG
conocido	היכרות	conocido	היכרות	ADJ;MASC;SG;V.PTCP	N;FEM;SG
http	http	http	http	N	PROPN
frente	קדמי	frente	קדם	N	PROPN
frente	החזית	frente	החזית	N	ADV
frente	לחזית	frente	לחזית	N	ADV
frente	מצח	frente	מצח	N	
antonio	אנטוני	antonio	אנטוני	N;MASC;SG	PROPN
antonio	אנתוני	antonio	אנתוני	N;MASC;SG	PROPN
antonio	טוני	antonio	טון	N;MASC;SG	PROPN
antonio	אנטוני	antonio	אנטוני	N;MASC;SG	PROPN
antonio	אנטוניוס	antonio	אנטוניוס	N;MASC;SG	PROPN
antonio	אנטוניו	antonio	אנטוניו	N;MASC;SG	PROPN
días	ימי	día	יום	N;MASC;PL	PROPN
española	ספרדי	español	ספרדי	ADJ;FEM;SG	PROPN
española	ספרדית	español	ספרדית	ADJ;FEM;SG	PROPN
versión	גרסא	versión	גרסא	N;FEM;SG	PROPN
varias	שונים	varios	שונה	PRO;FEM;PL	ADJ;MASC;PL
actual	זרם	actual	זרם	ADJ;SG	N;MASC;SG
actual	הנוכחית	actual	הנוכחית	ADJ;SG	N
actual	נוכחית	actual	נוכחי	ADJ;SG	ADV
actual	נוכחי	actual	נוכחי	ADJ;SG	
lista	מוכן	lista	מוכן	N;FEM;SG	ADJ;MASC;SG
lista	מוכנים	lista	מוכן	N;FEM;SG	ADJ;MASC;PL
lista	מוכנה	lista	מוכן	N;FEM;SG	ADJ;FEM;SG
lista	הרשימה	lista	הרשים	N;FEM;SG	V;FEM;SG;3;PST;ACT
jpg	jpg	jpg	jpg	PROPN	PROPN
campeonato	אליפויות	campeonato	אליפות	N;MASC;SG	N;FEM;PL
tarde	מאחרת	tarde	מאחרת	ADV	
tarde	איחור	tarde	איחור	ADV	N;MASC;SG
tarde	באיחור	tarde	באיחור	ADV	PROPN
tarde	ערב	tarde	ערב	ADV	
tarde	צהריים	tarde	צהריים	ADV	N;MASC;PL
ejército	צבאי	ejército	צבאי	N;MASC;SG	ADJ;MASC;SG
porque	בגלל	porque	בגלל	CONJ	ADP
observatorio	במצפה	observatorio	במצפה	N;MASC;SG	
aires	איירס	aire	איירס	N;MASC;PL	PROPN
escuela	לימודים	escuela	לימודים	N;FEM;SG	N;MASC;PL
importante	חשובות	importante	חשוב	ADJ;SG	ADJ;FEM;PL
importante	חשובים	importante	חשוב	ADJ;SG	ADJ;MASC;PL
último	אחרונות	último	אחרון	ADJ;MASC;SG	N;FEM;PL
último	האחרון	último	האחרון	ADJ;MASC;SG	PROPN
último	אחרונים	último	אחרון	ADJ;MASC;SG	ADJ;MASC;PL
uso	להשתמש	uso	השתמש	N;MASC;SG	V;NFIN
uso	השתמש	uso	השתמש	N;MASC;SG	V;MASC;SG;3;PST
punto	פונטו	punto	פונט	N;MASC;SG	PROPN
punto	דוט	punto	דוט	N;MASC;SG	PROPN
punto	פוינט	punto	פוינט	N;MASC;SG	PROPN
alemania	גרמניה	alemania	גרמניה	N;FEM;SG	PROPN
alemania	הוורמאכט	alemania	הוורמאכט	N;FEM;SG	PROPN
pedro	פדרו	pedro	פדר	N;MASC;SG	PROPN
pedro	פיטר	pedro	פיטר	N;MASC;SG	PROPN
pedro	פטרוס	pedro	פטרוס	N;MASC;SG	PROPN
pedro	פטר	pedro	פטר	N;MASC;SG	PROPN
primeros	ארלי	primero	ארלי	ADJ;MASC;PL	PROPN
primeros	תחילת	primero	תחילה	ADJ;MASC;PL	N;PSSD;FEM;SG
primeros	מוקדם	primero	מוקדם	ADJ;MASC;PL	ADV
primeros	ראשון	primero	ראשון	ADJ;MASC;PL	PROPN
primeros	קודם	primero	קודם	ADJ;MASC;PL	ADV
primeros	ראשית	primero	ראשית	ADJ;MASC;PL	ADV
primeros	תחילה	primero	תחילה	ADJ;MASC;PL	ADV
datos	מידע	dato	מידע	N;MASC;PL	N;MASC;SG
datos	דאטה	dato	דאטה	N;MASC;PL	PROPN
manera	דרך	manera	דרך	N;FEM;SG	
estudios	אולפני	estudio	אולפן	N;MASC;PL	PROPN
estudios	סטודיו	estudio	סטודיו	N;MASC;PL	PROPN
estudios	לימודי	estudio	לימודים	N;MASC;PL	PROPN
diferentes	שונה	diferente	שונה	ADJ;PL	
barcelona	ברצלונה	barcelona	ברצלונה	N;FEM;SG	PROPN
llamado	נקרא	llamado	נקרא	ADJ;MASC;SG;V.PTCP	V;MASC;SG;3;PST;MID
mayoría	הרוב	mayoría	הרוב	N;FEM;SG	
unión	האיחוד	unión	האיחוד	N;FEM;SG	PROPN
unión	מתחברים	unión	התחבר	N;FEM;SG	V;MASC;PL;V.PTCP
unión	unión	unión	unión	N;FEM;SG	
edad	הגיל	edad	הגיל	N;FEM;SG	ADV
juego	המשחק	juego	המשחק	N;MASC;SG	PROPN
juego	הימורים	juego	הימור	N;MASC;SG	N;MASC;PL
arte	אמנויות	arte	אמנות	N;SG	N;FEM;PL
arte	אומנויות	arte	אומנות	N;SG	N;FEM;PL
arte	ארט	arte	ארט	N;SG	PROPN
especies	מין	especie	מין	N;FEM;PL	
especies	זן	especie	זן	N;FEM;PL	
europa	אירופה	europa	אירופה	N;FEM;SG	PROPN
europa	אירופה	europa	אירופה	N;FEM;SG	PROPN
estilo	הסגנון	estilo	הסגנון	N;MASC;SG	PROPN
estilo	סטייל	estilo	סטייל	N;MASC;SG	PROPN
cine	סרטים	cine	סרט	N;MASC;SG	N;MASC;PL
cine	סרטים	cine	סרט	N;MASC;SG	N;MASC;PL
proyecto	פרוייקט	proyecto	פרוייקט	N;MASC;SG	PROPN
center	המרכז	center	המרכז	N;MASC;SG	PROPN
center	סנטר	center	סנטר	N;MASC;SG	PROPN
costa	קוסטה	costa	קוסטה	N;FEM;SG	PROPN
costa	קוסט	costa	קוסט	N;FEM;SG	PROPN
equipos	ציוד	equipo	ציוד	N;MASC;PL	N;MASC;SG
origen	המקור	origen	המקור	N;MASC;SG	
origen	המקור	origen	המקור	N;MASC;SG	
origen	המקורות	origen	המקורה	N;MASC;SG	N;FEM;PL
origen	מקורות	origen	מקור	N;MASC;SG	N;MASC;PL
código	קוד	código	קוד	N;MASC;SG	
museo	המוזיאון	museo	המוזיאון	N;MASC;SG	PROPN
puntos	תפרים	punto	תפרים	N;MASC;PL	N;FEM;SG
perú	פרו	perú	פרו	PROPN	PROPN
militar	צבא	militar	צבא	ADJ;SG	N;MASC;SG
américa	אמריקה	américa	אמריקה	N;FEM;SG	PROPN
ubicado	אותרה	ubicado	אותר	ADJ;MASC;SG;V.PTCP	PROPN
ubicado	ממוקמת	ubicado	מוקם	ADJ;MASC;SG;V.PTCP	V;FEM;SG;V.PTCP;PASS
ubicado	ממוקם	ubicado	מוקם	ADJ;MASC;SG;V.PTCP	V;MASC;SG;V.PTCP;PASS
producción	פלט	producción	פלט	N;FEM;SG	
italia	איטליה	italia	איטליה	PROPN	PROPN
manuel	מנואל	manuel	מנואל	PROPN	PROPN
manuel	מני	manuel	מן	PROPN	
manuel	מאני	manuel	מאני	PROPN	
manuel	עמנואל	manuel	עמנואל	PROPN	PROPN
tener	קיום	tener	קיום	V;NFIN	N;MASC;SG
wikipedia	ויקיפדיה	wikipedia	ויקיפדיה	N;FEM;SG	PROPN
plantas	צמח	planta	צמח	N;FEM;PL	PROPN
plantas	שתול	planta	שתול	N;FEM;PL	PROPN
comenzó	התחלת	comenzar	התחלה	V;IND;SG;3;PST;FIN	N;FEM;SG
comenzó	התחלנו	comenzar	התחלן	V;IND;SG;3;PST;FIN	V;PL;1;PST
comenzó	התחלתי	comenzar	התחיל	V;IND;SG;3;PST;FIN	V;SG;1;PST;ACT
comenzó	החל	comenzar	None	V;IND;SG;3;PST;FIN	ADP
debe	חייב	deber	חייב	V;IND;SG;3;PRS;FIN	ADJ;MASC;SG
metros	מטר	metro	מטר	N;MASC;PL	PROPN
metros	מטר	metro	מטר	N;MASC;PL	PROPN
metros	מטר	metro	מטר	N;MASC;PL	PROPN
oro	זהוב	oro	זהוב	N;MASC;SG	
oro	גולדן	oro	גולדן	N;MASC;SG	PROPN
oro	גולד	oro	גולד	N;MASC;SG	PROPN
construcción	בונה	construcción	בנה	N;FEM;SG	
local	מקומיים	local	מקומי	ADJ;SG	ADJ;MASC;PL
local	מקומי	local	מקומי	ADJ;SG	PROPN
local	מקומית	local	מקומית	ADJ;SG	ADV
francés	צרפתי	francés	צרפתי	N;MASC;SG	PROPN
francés	צרפתית	francés	צרפתית	N;MASC;SG	PROPN
francés	צרפתים	francés	צרפתי	N;MASC;SG	N;MASC;PL
cultura	תרבותית	cultura	תרבותי	N;FEM;SG	ADV
cultura	תרבותי	cultura	תרבותי	N;FEM;SG	ADJ;MASC;SG
santiago	סנטיאגו	santiago	סנטיאגו	N;MASC;SG	PROPN
cerca	קרוב	cerca	קרוב	ADV	
cerca	סגור	cerca	סגור	ADV	
cerca	קרובים	cerca	קרוב	ADV	N;MASC;PL
cerca	ליד	cerca	ליד	ADV	ADP
estudio	למידה	estudio	למידה	N;MASC;SG	PROPN
estudio	סטודיו	estudio	סטודיו	N;MASC;SG	PROPN
usuario	משתמש	usuario	השתמש	N;MASC;SG	V;MASC;SG;V.PTCP
usuario	המשתמש	usuario	המשתמש	N;MASC;SG	V;MASC;SG;3;PST;ACT
finalmente	סופסוף	finalmente	סופסוף	ADV	PROPN
cinco	חמישה	cinco	חמישה	NUM;PL	NUM;MASC;SG
cinco	חמש	cinco	חמש	NUM;PL	NUM;FEM;SG
cinco	five	cinco	five	NUM;PL	
anterior	הקודמת	anterior	הקודם	ADJ;SG	N;FEM;SG
anterior	הקודם	anterior	הקודם	ADJ;SG	PROPN
anterior	קודמים	anterior	קדם	ADJ;SG	V;MASC;PL;V.PTCP;ACT
derecho	ימני	derecho	ימני	N;MASC;SG	ADJ;MASC;SG
derecho	צודק	derecho	צדק	N;MASC;SG	V;MASC;SG;V.PTCP;ACT
derecho	נכון	derecho	נכון	N;MASC;SG	ADJ;MASC;SG
derecho	החוק	derecho	החוק	N;MASC;SG	
derecho	משפטים	derecho	משפט	N;MASC;SG	N;MASC;PL
imagen	התמונה	imagen	התמונה	N;FEM;SG	V;FEM;SG;3;PST
gracias	תודה	gracias	תודה	N	PROPN
kitt	קיט	kitt	קיט	N;MASC;SG	
puerto	פורטו	puerto	פורט	N;MASC;SG	PROPN
puerto	נמל	puerto	נמל	N;MASC;SG	PROPN
puerto	פורט	puerto	פורט	N;MASC;SG	PROPN
torneo	הטורניר	torneo	הטורניר	N;MASC;SG	PROPN
social	חברתיות	social	חברתי	ADJ;SG	ADJ;FEM;PL
social	חברתית	social	חברתי	ADJ;SG	ADV
millones	מיליון	millón	מיליון	N;MASC;PL	NUM;MASC;SG
millones	מליון	millón	מליון	N;MASC;PL	N;MASC;SG
millones	מיליונים	millón	מיליונים	N;MASC;PL	NUM;MASC;PL
fin	סוף	fin	None	N;MASC;SG	ADV
fin	סופו	fin	סופה	N;MASC;SG	
fin	קץ	fin	קץ	N;MASC;SG	
fin	פין	fin	פין	N;MASC;SG	
fin	סנפיר	fin	סנפיר	N;MASC;SG	PROPN
lado	סייד	lado	סייד	N;MASC;SG	PROPN
lado	לצד	lado	לצד	N;MASC;SG	ADP
lado	הצד	lado	הצד	N;MASC;SG	
colombia	קולומביה	colombia	קולומביה	N;FEM;SG	PROPN
colombia	קולומביאני	colombia	קולומביאני	N;FEM;SG	PROPN
colombia	קולומביה	colombia	קולומביה	N;FEM;SG	PROPN
servicio	השירות	servicio	השירות	N;MASC;SG	
rock	רוק	rock	רוק	N;MASC;SG	PROPN
rock	סלע	rock	סלע	N;MASC;SG	
político	פוליטיקאי	político	פוליטיקאי	ADJ;MASC;SG	N;MASC;SG
político	פוליטיות	político	פוליטי	ADJ;MASC;SG	ADJ;FEM;PL
político	פוליטית	político	פוליטי	ADJ;MASC;SG	ADV
político	פוליטי	político	פוליטי	ADJ;MASC;SG	N;MASC;SG
películas	קולנוע	película	קולנוע	N;FEM;PL	N;MASC;SG
ver	ראי	ver	ראי	V;NFIN	
ver	צפי	ver	None	V;NFIN	
ver	צפייה	ver	צפייה	V;NFIN	N;FEM;SG
ver	צפה	ver	צפה	V;NFIN	PROPN
ver	תצוגה	ver	תצוגה	V;NFIN	N;FEM;SG
ver	הצג	ver	הצג	V;NFIN	
fuera	בחוץ	fuera	בחוץ	ADV	
fuera	מחוץ	fuera	מחוץ	ADV	
fuera	בחוץ	fuera	בחוץ	ADV	
pesar	מתחרט	pesar	התחרט	N	V;MASC;SG;V.PTCP
mediante	דרך	mediante	דרך	ADP	
popular	אהוד	popular	אהוד	ADJ;SG	PROPN
popular	פופולריים	popular	פופולרי	ADJ;SG	ADJ;MASC;PL
popular	פופולריות	popular	פופולריות	ADJ;SG	N;FEM;SG
muchas	הרבה	mucho	הרבה	PRO;FEM;PL	ADV
muchas	רבות	mucho	רב	PRO;FEM;PL	N;FEM;PL
muchas	רבים	mucho	רב	PRO;FEM;PL	V;MASC;PL;V.PTCP;ACT
tal	טל	tal	טל	N	PROPN
tal	כזאת	tal	כזאת	N	
tal	כזה	tal	כזה	N	
tal	כזו	tal	כזו	N	
tal	כאלה	tal	כאלה	N	PROPN
alto	אלטו	alto	אלט	ADJ;MASC;SG	PROPN
alto	גבוהים	alto	גבוה	ADJ;MASC;SG	ADJ;MASC;PL
cuerpo	הגוף	cuerpo	הגוף	N;MASC;SG	
siguientes	עוקבים	siguiente	עקב	ADJ;PL	V;MASC;PL;V.PTCP;ACT
siguientes	עוקבת	siguiente	עקב	ADJ;PL	V;FEM;SG;V.PTCP;ACT
siguientes	עוקב	siguiente	עקב	ADJ;PL	V;MASC;SG;V.PTCP;ACT
disco	האלבום	disco	האלבום	N;MASC;SG	PROPN
disco	דיסקו	disco	דיסק	N;MASC;SG	PROPN
disco	דיסק	disco	דיסק	N;MASC;SG	PROPN
disco	דיסק	disco	דיסק	N;MASC;SG	PROPN
finales	גמר	final	גמר	N;MASC;PL	N;MASC;SG
finales	סופית	final	סופית	N;MASC;PL	ADV
finales	סופי	final	סופי	N;MASC;PL	
finales	גמר	final	גמר	N;MASC;PL	N;MASC;SG
sociedad	סוסיאדד	sociedad	סוסיאדד	N;FEM;SG	PROPN
tema	הנושא	tema	הנושא	N;MASC;SG	
dirección	הכיוון	dirección	הכיוון	N;FEM;SG	PROPN
dirección	כיוון	dirección	כיוון	N;FEM;SG	
dirección	דיירקטור	dirección	דיירקטור	N;FEM;SG	PROPN
dirección	הכתובת	dirección	הכתובה	N;FEM;SG	PROPN
hombres	mens	hombre	mens	N;MASC;PL	
última	אחרונות	último	אחרון	ADJ;FEM;SG	N;FEM;PL
última	האחרון	último	האחרון	ADJ;FEM;SG	PROPN
última	אחרונים	último	אחרון	ADJ;FEM;SG	ADJ;MASC;PL
original	מקוריות	original	מקורי	ADJ;SG	ADJ;FEM;PL
original	מקוריים	original	מקורי	ADJ;SG	ADJ;MASC;PL
original	מקורית	original	מקורי	ADJ;SG	ADV
original	המקורי	original	המקור	ADJ;SG	PROPN
estadio	ארנה	estadio	ארנה	N;MASC;SG	PROPN
estadio	האצטדיון	estadio	האצטדיון	N;MASC;SG	PROPN
ambos	שתיהן	ambos	שתיים	NUM;MASC;PL	PRO;FEM;PL;3
ambos	שניהם	ambos	שניים	NUM;MASC;PL	
miguel	מייק	miguel	מייק	PROPN	PROPN
miguel	מיגל	miguel	מיגל	PROPN	PROPN
miguel	מיכאל	miguel	מיכאל	PROPN	PROPN
miguel	מייקל	miguel	מייקל	PROPN	PROPN
ley	החוק	ley	החוק	N;FEM;SG	
ley	משפטים	ley	משפט	N;FEM;SG	N;MASC;PL
ley	לפעול	ley	פעל	N;FEM;SG	V;NFIN;ACT
ley	להתנהג	ley	התנהג	N;FEM;SG	V;NFIN
oeste	המערב	oeste	המערב	N;MASC;SG	PROPN
oeste	ווסט	oeste	וסט	N;MASC;SG	PROPN
oeste	מערבה	oeste	מערבה	N;MASC;SG	ADV
oeste	וסט	oeste	וסט	N;MASC;SG	PROPN
oeste	המערבי	oeste	המערבי	N;MASC;SG	PROPN
oeste	מערבי	oeste	מערבי	N;MASC;SG	PROPN
incluso	אפילו	incluso	אפילו	ADV	CONJ
cambio	עודף	cambio	עודף	N;MASC;SG	
style	הסגנון	style	הסגנון	N	PROPN
style	סטייל	style	סטייל	N	PROPN
jugador	נגן	jugador	נגן	N;MASC;SG	
jugador	מהמרת	jugador	מהמרה	N;MASC;SG	V;FEM;SG;V.PTCP;ACT
instituto	המכון	instituto	המכון	N;MASC;SG	
instituto	המוסד	instituto	המוסד	N;MASC;SG	
público	הקהל	público	הקהל	N;MASC;SG	PROPN
público	קהלים	público	קהלים	N;MASC;SG	N;MASC;PL
público	ציבורית	público	ציבורי	N;MASC;SG	ADV
público	ציבורי	público	ציבורי	N;MASC;SG	ADJ;MASC;SG
público	הציבור	público	הציבור	N;MASC;SG	
pues	ובכן	pues	ובכן	CONJ	ADV
superior	ממונה	superior	מונה	ADJ;SG	V;MASC;SG;V.PTCP;PASS
superior	עליונות	superior	עליונות	ADJ;SG	N;FEM;SG
superior	נעלה	superior	נעלה	ADJ;SG	
media	הממוצע	media	הממוצע	N;FEM;SG	PROPN
california	קליפורניה	california	קליפורניה	N;FEM;SG	PROPN
parque	פארק	parque	פארק	N;MASC;SG	PROPN
tan	שיזוף	tanto	שיזוף	ADV	N;MASC;SG
tan	טאן	tanto	טאן	ADV	PROPN
tan	שזוף	tanto	שזוף	ADV	ADJ;MASC;SG
llegó	הגיעו	llegar	הגיע	V;IND;SG;3;PST;FIN	V;PL;3;PST;ACT
archivo	לארכיון	archivo	לארכיון	N;MASC;SG	PROPN
archivo	קובץ	archivo	קובץ	N;MASC;SG	PROPN
archivo	הקובץ	archivo	הקובץ	N;MASC;SG	PROPN
archivo	הארכיונים	archivo	הארכיון	N;MASC;SG	N;MASC;PL
radio	רדיו	radio	רדיו	N;FEM;SG	
parís	פריס	parís	פריז	PROPN	PROPN
parís	פריז	parís	פריז	PROPN	PROPN
world	העולם	world	העולם	N	
cruz	קרוז	cruz	קרוז	N;FEM;SG	PROPN
cruz	פלי	cruz	פלי	N;FEM;SG	PROPN
cruz	זנבות	cruz	זנבת	N;FEM;SG	N;MASC;PL
cruz	קרוס	cruz	קרוס	N;FEM;SG	PROPN
cabo	כף	cabo	כף	N;MASC;SG	
cabo	קאבו	cabo	קאב	N;MASC;SG	PROPN
brasil	ברזיל	brasil	ברזיל	N;SG	PROPN
unido	יונייטד	unido	יונייטד	ADJ;MASC;SG;V.PTCP	PROPN
unido	מאוחדים	unido	אוחד	ADJ;MASC;SG;V.PTCP	V;MASC;PL;V.PTCP;PASS
red	הרשת	red	הרשה	N;FEM;SG	PROPN
red	נטו	red	נטו	N;FEM;SG	
red	רד	red	רד	N;FEM;SG	PROPN
red	אדום	red	אדום	N;FEM;SG	ADJ;MASC;SG
red	אדומים	red	אדום	N;FEM;SG	N;MASC;PL
canal	תעלת	canal	תעלת	N;MASC;SG	PROPN
canal	ערוץ	canal	ערוץ	N;MASC;SG	
movimiento	זוז	movimiento	זוז	N;MASC;SG	
revista	מגזין	revista	מגזין	N;FEM;SG	
revista	יומן	revista	יומן	N;FEM;SG	PROPN
éxito	מוצלח	éxito	מוצלח	N;MASC;SG	ADJ;MASC;SG
éxito	מוצלחים	éxito	מוצלח	N;MASC;SG	ADJ;MASC;PL
éxito	מוצלחת	éxito	הוצלח	N;MASC;SG	ADJ;FEM;SG
éxito	מצליחה	éxito	הצליח	N;MASC;SG	V;FEM;SG;V.PTCP;ACT
éxito	מצליח	éxito	הצליח	N;MASC;SG	V;MASC;SG;V.PTCP;ACT
relación	יחסים	relación	יחסים	N;FEM;SG	N;MASC;PL
relación	זוגיות	relación	זוגית	N;FEM;SG	N;FEM;PL
plaza	פלאזה	plaza	פלאזה	N;FEM;SG	PROPN
plaza	סקוור	plaza	סקוור	N;FEM;SG	PROPN
plaza	כיכר	plaza	כיכר	N;FEM;SG	PROPN
plaza	ריבוע	plaza	ריבוע	N;FEM;SG	PROPN
plaza	מרובע	plaza	מרובע	N;FEM;SG	PROPN
grande	גדולים	grande	גדול	ADJ;SG	ADJ;MASC;PL
grande	ביג	grande	ביג	ADJ;SG	
grande	גדולים	grande	גדול	ADJ;SG	ADJ;MASC;PL
grande	גרנדה	grande	גרנדה	ADJ;SG	PROPN
distribución	חלוקתי	distribución	חלוקתי	N;FEM;SG	PROPN
islas	האיים	isla	האיים	N;FEM;PL	PROPN
islas	איים	isla	אי	N;FEM;PL	PROPN
proceso	התהליך	proceso	התהליך	N;MASC;SG	V;MASC;SG;3;PST;ACT
alrededor	בסביבה	alrededor	בסביבה	ADV	
alrededor	מסביב	alrededor	מסביב	ADV	
musical	מחזמר	musical	החזמר	ADJ;SG	N;MASC;SG
primero	ראשון	primero	ראשון	ADV	PROPN
dice	אומרת	decir	אמר	V;IND;SG;3;PRS;FIN	V;FEM;SG;V.PTCP;ACT
dice	אומר	decir	אמר	V;IND;SG;3;PRS;FIN	V;MASC;SG;V.PTCP;ACT
hombre	בנאדם	hombre	בנאדם	N;MASC;SG	ADV
león	אריה	león	אריה	N;MASC;SG	PROPN
león	האריה	león	האריה	N;MASC;SG	PROPN
león	לאון	león	לאון	N;MASC;SG	PROPN
león	לאון	león	לאון	N;MASC;SG	PROPN
león	ליאון	león	ליאון	N;MASC;SG	PROPN
león	לאו	león	None	N;MASC;SG	
león	ליאו	león	ליאו	N;MASC;SG	PROPN
algo	משהו	algo	משהו	PRO;SG	N;MASC;SG
algo	משו	algo	משו	PRO;SG	
voz	קולי	voz	קולי	N;FEM;SG	PROPN
voz	הקול	voz	הקול	N;FEM;SG	
voz	קול	voz	קול	N;FEM;SG	
década	העשור	década	העשור	N;FEM;SG	
madre	אימא	madre	אימא	N;FEM;SG	
iii	iii	iii	iii		NUM
iii	השלישי	iii	השליש		PROPN
organización	הארגון	organización	הארגון	N;FEM;SG	PROPN
organización	מתארגנים	organización	התארגן	N;FEM;SG	V;MASC;PL;V.PTCP
organización	מארגנים	organización	ארגן	N;FEM;SG	V;MASC;PL;V.PTCP;ACT
monte	מאונט	monte	מאונט	N;MASC;SG	PROPN
monte	הר	monte	הר	N;MASC;SG	PROPN
monte	מונטי	monte	מונטי	N;MASC;SG	PROPN
monte	מונטה	monte	מונטה	N;MASC;SG	PROPN
decir	אמור	decir	אמור	V;NFIN	ADJ;MASC;SG
decir	תגידי	decir	תגיד	V;NFIN	PROPN
decir	ספרי	decir	ספר	V;NFIN	PROPN
decir	ספרו	decir	ספר	V;NFIN	
decir	ספר	decir	ספר	V;NFIN	N;MASC;SG
victoria	ויקטוריה	victoria	ויקטוריה	N;FEM;SG	PROPN
sede	המפקדה	sede	המפקד	N;FEM;SG	PROPN
importantes	חשוב	importante	חשוב	ADJ;PL	ADJ;MASC;SG
importantes	חשובה	importante	חשוב	ADJ;PL	ADJ;FEM;SG
resultado	תוצאות	resultado	תוצאה	N;MASC;SG	N;FEM;PL
china	סין	chino	סין	N;FEM;SG	PROPN
xix	xix	xix	xix	N;MASC;SG	NUM
xix	nineteenth	xix	nineteenth	N;MASC;SG	
calle	סטריט	calle	סטריט	N;FEM;SG	PROPN
van	ואן	ir	ואן	V;IND;PL;3;PRS;FIN	PROPN
medios	מדיה	medio	מדיה	N;MASC;PL	N;MASC;SG
medios	תקשורת	medio	תקשורת	N;MASC;PL	N;FEM;SG
medios	אמצעי	medio	אמצע	N;MASC;PL	N;MASC;SG
francesa	צרפתי	francés	צרפתי	ADJ;FEM;SG	PROPN
francesa	צרפתית	francés	צרפתית	ADJ;FEM;SG	PROPN
francesa	צרפתים	francés	צרפתי	ADJ;FEM;SG	N;MASC;PL
dio	מסרו	dar	מסר	V;IND;SG;3;PST;FIN	V;PL;3;PST;ACT
dio	נתן	dar	נתן	V;IND;SG;3;PST;FIN	PROPN
aparece	מופיע	aparecer	הופיע	V;IND;SG;3;PRS;FIN	V;MASC;SG;V.PTCP;ACT
aparece	מופיעה	aparecer	הופיע	V;IND;SG;3;PRS;FIN	V;FEM;SG;V.PTCP;ACT
empresa	עסקים	empresa	עסק	N;FEM;SG	N;MASC;PL
empresa	אנטרפרייז	empresa	אנטרפרייז	N;FEM;SG	PROPN
fernando	פרננד	fernar	פרננד	V;V.MSDR	PROPN
fernando	פרדיננד	fernar	פרדיננד	V;V.MSDR	PROPN
fernando	פרננדו	fernar	פרננדו	V;V.MSDR	PROPN
don	דון	don	דון	N;MASC;SG	PROPN
propio	משל	propio	משל	ADJ;MASC;SG	
mapa	מפת	mapa	מפה	N;MASC;SG	
mapa	המפה	mapa	המפה	N;MASC;SG	
mapa	מפות	mapa	מפות	N;MASC;SG	N;FEM;PL
civil	אזרחי	civil	אזרח	ADJ;SG	N;MASC;PL
civil	אזרחית	civil	אזרחי	ADJ;SG	ADV
civil	אזרחים	civil	אזרח	ADJ;SG	N;MASC;PL
