категория	категории	категория	категория	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
малки	маленький	малък	маленький	ADJ;INDF;PL	ADJ;NOM;MASC;SG
малки	маленькая	малък	маленький	ADJ;INDF;PL	ADJ;NOM;FEM;SG
малки	мало	малък	мало	ADJ;INDF;PL	ADV
вероятно	возможно	вероятно	возможный	ADV	ADJ;NEUT;SG
организация	организации	организация	организация	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
север	северный	север	северный	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
север	северная	север	северный	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
север	северной	север	северный	N;INDF;MASC;SG	ADJ;INS;FEM;SG
васил	васил	вася-(се)	васить	PROPN;INDF;MASC;SG	N;INAN;NOM;MASC;SG
изток	восточная	изток	восточный	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
изток	east	изток	east	N;INDF;MASC;SG	PROPN
изток	восточный	изток	восточный	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
изток	восточные	изток	восточный	N;INDF;MASC;SG	ADJ;NOM;PL
изток	восточная	изток	восточный	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
изток	восточной	изток	восточный	N;INDF;MASC;SG	ADJ;INS;FEM;SG
изток	восточное	изток	восточный	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
испания	испанию	испания	испание	PROPN;INDF;FEM;SG	N;INAN;ACC;NEUT;SG
испания	испания	испания	испание	PROPN;INDF;FEM;SG	N;INAN;NOM;NEUT;PL
испания	испании	испания	испания	PROPN;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
разположено	расположенных	разположа-(се)	расположенный	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;GEN;PL
разположено	расположенный	разположа-(се)	расположенный	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;NOM;MASC;SG
човек	человеческое	човек	человеческий	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
човек	человеческая	човек	человеческий	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
човек	чел	човек	человек	N;INDF;MASC;SG	
човек	man	човек	man	N;INDF;MASC;SG	PROPN
общо	всего	общо	все	ADV	PRO;INAN;GEN;NEUT;SG
рим	рим	рим	рим	PROPN;INDF;MASC;SG	N;INAN;NOM;MASC;SG
управление	контролирует	управление	контролировать	N;INDF;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
дейност	действия	дейност	действие	N;INDF;FEM;SG	N;INAN;NOM;NEUT;PL
цар	king	цар	king	N;INDF;MASC;SG	PROPN
хората	народ	хора	народ	N;DEF	N;INAN;NOM;MASC;SG
хората	людей	хора	человек	N;DEF	N;ANIM;GEN;MASC;PL
хората	люди	хора	человек	N;DEF	N;ANIM;NOM;MASC;PL
видове	вид	вид	вид	N;INDF;MASC;PL	N;INAN;NOM;MASC;SG
власт	power	власт	power	N;INDF;FEM;SG	PROPN
живота	life	живот	life	N;DEF;MASC;SG	PROPN
живота	жизни	живот	жизнь	N;DEF;MASC;SG	N;INAN;NOM;FEM;PL
стефан	стефан	стефан	стефанный	PROPN;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
тип	type	тип	type	N;INDF;MASC;SG	PROPN
военни	военный	военен	военный	ADJ;INDF;PL	ADJ;NOM;MASC;SG
военни	военных	военен	военный	ADJ;INDF;PL	N;ANIM;GEN;MASC;PL
военни	военная	военен	военный	ADJ;INDF;PL	ADJ;NOM;FEM;SG
военни	военные	военен	военный	ADJ;INDF;PL	N;ANIM;NOM;MASC;PL
изчезване	вымирания	изчезване	вымирание	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;PL
изчезване	исчезает	изчезване	исчезать	N;INDF;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
изчезване	исчезают	изчезване	исчезать	N;INDF;NEUT;SG	V;IPFV;IND;PL;3;PRS;FIN;ACT
изчезване	исчезнет	изчезване	исчезнуть	N;INDF;NEUT;SG	V;PFV;IND;SG;3;FUT;FIN;ACT
изчезване	исчезнуть	изчезване	исчезнуть	N;INDF;NEUT;SG	V;PFV;NFIN;ACT
изчезване	исчезают	изчезване	исчезать	N;INDF;NEUT;SG	V;IPFV;IND;PL;3;PRS;FIN;ACT
вида	vida	вид	vida	N;DEF;MASC;SG	PROPN
съвет	советы	съвет	совет	N;INDF;MASC;SG	N;INAN;NOM;MASC;PL
свързани	связанный	свържа	связать	V;PFV;INDF;PL;V.PTCP;PASS	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
исторически	исторические	исторически	исторический	ADJ;INDF;MASC;SG	ADJ;NOM;PL
исторически	исторически	исторически	исторически	ADJ;INDF;MASC;SG	ADV
исторически	исторических	исторически	исторический	ADJ;INDF;MASC;SG	ADJ;GEN;PL
исторически	исторические	исторически	исторический	ADJ;INDF;MASC;SG	ADJ;NOM;PL
римски	роман	римски	роман	ADJ;INDF;MASC;SG	N;INAN;NOM;MASC;SG
христо	христо	христо	христо	PROPN;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
кръг	круглая	кръг	круглый	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
кръг	круглые	кръг	круглый	N;INDF;MASC;SG	ADJ;NOM;PL
англия	англии	англия	англия	PROPN;INDF;FEM;SG	N;INAN;NOM;FEM;SG
англия	англия	англия	англия	PROPN;INDF;FEM;SG	N;INAN;NOM;FEM;SG
нов	новые	нов	новый	ADJ;INDF;MASC;SG	ADJ;NOM;PL
нов	новинка	нов	новинка	ADJ;INDF;MASC;SG	N;INAN;NOM;FEM;SG
нов	новых	нов	новый	ADJ;INDF;MASC;SG	ADJ;GEN;PL
неговата	его	мой	он	DET;DEF;FEM;SG;3	PRO;ACC;MASC;SG;3
песни	songs	песен	songs	N;INDF;FEM;PL	PROPN
втори	секунда	втори	секунда	ADJ;INDF;MASC;SG	N;INAN;NOM;FEM;SG
множество	несколько	множество	несколько	N;INDF;NEUT;SG	ADV
множество	множественные	множество	множественный	N;INDF;NEUT;SG	ADJ;NOM;PL
политика	политики	политика	политика	N;INDF;FEM;SG	N;ANIM;NOM;MASC;PL
преминава	пропуска	преминавам	пропуск	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INAN;GEN;MASC;SG
стара	old	стар	old	ADJ;INDF;FEM;SG	PROPN
стара	старые	стар	старый	ADJ;INDF;FEM;SG	ADJ;NOM;PL
семейството	семейное	семейство	семейный	N;DEF;NEUT;SG	ADJ;NOM;NEUT;SG
семейството	семьи	семейство	семья	N;DEF;NEUT;SG	N;INAN;NOM;FEM;PL
семейството	родные	семейство	родной	N;DEF;NEUT;SG	ADJ;NOM;PL
съпруга	жены	съпруга	жена	N;INDF;FEM;SG	N;ANIM;NOM;FEM;PL
втора	секунда	втори	секунда	ADJ;INDF;FEM;SG	N;INAN;NOM;FEM;SG
музика	music	музика	music	N;INDF;FEM;SG	PROPN
близо	закрыть	близо	закрыть	ADV	V;PFV;NFIN;ACT
близо	закройте	близо	закрыть	ADV	V;PFV;IMP;PL;2;FIN;ACT
варна	варна	варна	варный	PROPN;INDF;FEM;SG	N;INAN;NOM;FEM;SG
отнася	ссылается	отнасям-(се)	ссылаться	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;MID
награди	вознаграждение	награда	вознаграждение	N;INDF;FEM;PL	N;INAN;NOM;NEUT;SG
награди	awards	награда	awards	N;INDF;FEM;PL	PROPN
немски	немецкие	немски	немецкий	ADJ;INDF;MASC;SG	ADJ;NOM;PL
немски	немец	немски	немец	ADJ;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
немски	германии	немски	германия	ADJ;INDF;MASC;SG	N;INAN;ESS;NEUT;SG
помощ	помогите	помощ	помочь	N;INDF;FEM;SG	V;PFV;IMP;PL;2;FIN;ACT
помощ	помочь	помощ	помочь	N;INDF;FEM;SG	V;PFV;NFIN;ACT
вода	воды	вода	вода	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
първоначално	первоначальные	първоначално	первоначальный	ADV	ADJ;NOM;PL
първоначално	первоначальный	първоначално	первоначальный	ADV	ADJ;NOM;MASC;SG
първоначално	первоначального	първоначално	первоначальный	ADV	ADJ;GEN;MASC;SG
първоначално	начальная	първоначално	начальный	ADV	ADJ;NOM;FEM;SG
първоначално	первоначальная	първоначално	первоначальный	ADV	ADJ;NOM;FEM;SG
първоначално	начальный	първоначално	начальный	ADV	ADJ;NOM;MASC;SG
карл	карл	карл	карл	PROPN;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
карл	карл	карл	карл	PROPN;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
свят	world	свят	world	N;INDF;MASC;SG	PROPN
николай	николай	николай	николай	PROPN;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
николай	николай	николай	николай	PROPN;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
николай	николай	николай	николай	PROPN;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
административен	административные	административен	административный	ADJ;INDF;MASC;SG	ADJ;NOM;PL
западна	запад	западна	запад	ADJ;INDF;FEM;SG	N;INAN;NOM;MASC;SG
западна	уэст	западна	уэст	ADJ;INDF;FEM;SG	PART
западна	вест	западна	вест	ADJ;INDF;FEM;SG	N;INAN;NOM;MASC;SG
западна	западные	западна	западный	ADJ;INDF;FEM;SG	ADJ;NOM;PL
стил	style	стил	style	N;INDF;MASC;SG	PROPN
живее	жизней	живея	жизнь	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INAN;GEN;FEM;PL
живее	жизни	живея	жизнь	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INAN;NOM;FEM;PL
избран	избранные	избера	избрать	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PFV;NOM;PL;PST;V.PTCP;PASS
избран	выбранные	избера	выбрать	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PFV;NOM;PL;PST;V.PTCP;PASS
избран	подборка	избера	подборка	V;PFV;INDF;MASC;SG;V.PTCP;PASS	N;INAN;NOM;FEM;SG
марк	марк	марк	марк	PROPN;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
марк	марк	марк	марк	PROPN;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
марк	mark	марк	mark	PROPN;INDF;MASC;SG	PROPN
марк	отметить	марк	отметить	PROPN;INDF;MASC;SG	V;PFV;NFIN;ACT
марк	метка	марк	метка	PROPN;INDF;MASC;SG	N;INAN;NOM;FEM;SG
марк	марка	марк	марка	PROPN;INDF;MASC;SG	N;INAN;NOM;FEM;SG
запад	уэст	запад	уэст	N;INDF;MASC;SG	PART
запад	западная	запад	западный	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
запад	западный	запад	западный	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
революционер	революционная	революционер	революционный	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
земята	earth	земя	earth	N;DEF;FEM;SG	PROPN
връзка	связать	връзка	связать	N;INDF;FEM;SG	V;PFV;NFIN;ACT
връзка	связать	връзка	связать	N;INDF;FEM;SG	V;PFV;NFIN;ACT
връзка	подключиться	връзка	подключиться	N;INDF;FEM;SG	V;PFV;NFIN;MID
връзка	взаимоотношения	връзка	взаимоотношение	N;INDF;FEM;SG	N;INAN;NOM;NEUT;PL
връзка	отношения	връзка	отношение	N;INDF;FEM;SG	N;INAN;NOM;NEUT;PL
роля	роли	роля	роль	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
италиански	итальянцы	италиански	итальянец	ADJ;INDF;MASC;SG	N;ANIM;NOM;MASC;PL
италиански	итальянские	италиански	итальянский	ADJ;INDF;MASC;SG	ADJ;NOM;PL
италиански	италии	италиански	италия	ADJ;INDF;MASC;SG	N;INAN;NOM;FEM;PL
създава	создается	създавам	создаваться	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;PASS
москва	moscow	москва	moscow	PROPN;INDF;FEM;SG	PROPN
москва	москва	москва	москва	PROPN;INDF;FEM;SG	N;INAN;NOM;FEM;SG
москва	московская	москва	московский	PROPN;INDF;FEM;SG	ADJ;NOM;FEM;SG
как	как	как	как	ADV	CONJ
китай	china	китай	china	N;INDF;MASC;SG	PROPN
линия	линии	линия	линия	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
линия	line	линия	line	N;INDF;FEM;SG	PROPN
великобритания	британия	великобритания	британие	PROPN;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
свети	святой	свет	святой	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
свети	сен	свет	сен	N;INDF;MASC;SG	
свети	святая	свет	святой	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
свети	святая	свет	святой	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
свети	святые	свет	святой	N;INDF;MASC;SG	ADJ;NOM;PL
свети	святой	свет	святой	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
свети	святейший	свет	святой	N;INDF;MASC;SG	ADJ;NOM;RL;MASC;SG
свети	святое	свет	святой	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
кариера	карьеры	кариера	карьера	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
кариера	карьеры	кариера	карьера	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
лига	лиг	лига	лиго	N;INDF;FEM;SG	N;INAN;GEN;FEM;PL
роман	римская	роман	римский	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
политически	политических	политически	политический	ADV	ADJ;GEN;PL
политически	политическая	политически	политический	ADV	ADJ;NOM;FEM;SG
политически	политический	политически	политический	ADV	ADJ;NOM;MASC;SG
америка	america	америка	america	PROPN;INDF;FEM;SG	PROPN
америка	америка	америка	америка	PROPN;INDF;FEM;SG	N;INAN;NOM;FEM;SG
служба	службы	служба	служба	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
служба	услуги	служба	услуга	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
точка	point	точка	point	N;INDF;FEM;SG	PROPN
фридрих	фридрих	фридрих	фридрий	PROPN;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
фридрих	фредерик	фридрих	фредерик	PROPN;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
фридрих	фридрих	фридрих	фридрий	PROPN;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
сърбия	сербии	сърбия	сербия	PROPN;INDF;FEM;SG	N;INAN;NOM;FEM;PL
сърбия	сербия	сърбия	сербия	PROPN;INDF;FEM;SG	N;INAN;NOM;FEM;SG
академия	академии	академия	академия	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
първо	первый	първо	первый	ADV	ADJ;NOM;MASC;SG
първо	первое	първо	первый	ADV	ADJ;NOM;NEUT;SG
първо	первая	първо	первый	ADV	ADJ;NOM;FEM;SG
първо	first	първо	first	ADV	PROPN
силно	громкий	силно	громкий	ADV	ADJ;NOM;MASC;SG
силно	сильный	силно	сильный	ADV	ADJ;NOM;MASC;SG
силно	сильная	силно	сильный	ADV	ADJ;NOM;FEM;SG
силно	сильные	силно	сильный	ADV	ADJ;NOM;PL
силно	сильна	силно	сильный	ADV	ADJ;FEM;SG
силно	сильное	силно	сильный	ADV	ADJ;NOM;NEUT;SG
силно	трудно	силно	трудный	ADV	ADJ;NEUT;SG
силно	жёсткий	силно	жёсткий	ADV	ADJ;NOM;MASC;SG
силно	сложно	силно	сложный	ADV	ADJ;NEUT;SG
силно	тяжело	силно	тяжелый	ADV	ADJ;NEUT;SG
михаил	михаил	михаил	михаил	PROPN;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
михаил	михаил	михаил	михаил	PROPN;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
всичко	всем	всеки	все	PRO;NOM;NEUT;SG	PRO;ANIM;DAT;PL
всичко	всех	всеки	все	PRO;NOM;NEUT;SG	PRO;ANIM;ACC;PL
всичко	all	всеки	all	PRO;NOM;NEUT;SG	PROPN
българско	болгарии	български	болгария	ADV	N;INAN;NOM;FEM;PL
птица	птицы	птица	птица	N;INDF;FEM;SG	N;ANIM;NOM;FEM;PL
добър	хорошо	добър	хорошо	ADJ;INDF;MASC;SG	ADV
бързо	быстрый	бързо	быстрый	ADV	ADJ;NOM;MASC;SG
бързо	быстрая	бързо	быстрый	ADV	ADJ;NOM;FEM;SG
бързо	быстрый	бързо	быстрый	ADV	ADJ;NOM;MASC;SG
бързо	быстрая	бързо	быстрый	ADV	ADJ;NOM;FEM;SG
ссср	ссср	ссср	ссср	PROPN;INDF;MASC;SG	PROPN;INAN;NOM;MASC;SG
връх	горы	връх	гора	N;INDF;MASC;SG	N;INAN;NOM;FEM;PL
учи	изучение	уча-(се)	изучение	V;IPFV;IMP;SG;2;FIN	N;INAN;NOM;NEUT;SG
учи	исследование	уча-(се)	исследование	V;IPFV;IMP;SG;2;FIN	N;INAN;NOM;NEUT;SG
ред	заказать	ред	заказать	N;INDF;MASC;SG	V;PFV;NFIN;ACT
ред	красные	ред	красный	N;INDF;MASC;SG	ADJ;NOM;PL
ред	красная	ред	красный	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
ред	красный	ред	красный	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
ред	красное	ред	красный	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
ред	красного	ред	красный	N;INDF;MASC;SG	ADJ;GEN;MASC;SG
ред	red	ред	red	N;INDF;MASC;SG	
мач	game	мач	game	N;INDF;MASC;SG	PROPN
турция	индейка	турция	индейка	PROPN;INDF;FEM;SG	N;INAN;NOM;FEM;SG
