年	year	年	year	N	PROPN
巴士	bus	巴士	bus	N	PROPN;SG
巴士	bis	巴士	bis	N	PROPN
巴士	bus	巴士	bus	N	PROPN;SG
巴士	bis	巴士	bis	N	PROPN
播放	siaran	播放	siaran	V	N;SG
播放	broadcast	播放	broadcast	V	PROPN
播放	penyiaran	播放	pensiaran	V	N;SG
播放	putar	播放	putar	V	N;SG
播放	main	播放	main	V	PROPN
播放	pemutaran	播放	penputaran	V	N;SG
播放	putar	播放	putar	V	N;SG
增加	peningkatan	增加	pentingkatan	V	N;SG
角	pojok	角	pojok	N	PROPN
角	corner	角	corner	N	PROPN
角	cape	角	cape	N	PROPN
角	tanjung	角	tanjung	N	PROPN
天文	observatorium	天文	observatorium	N	PROPN
耶	yay	耶	yay		PROPN
丹	dan	丹	dan	PROPN	CONJ
太	too	太	too	ADV	PROPN
徐	seo	徐	seo	PROPN	PROPN
徐	tsui	徐	tsui	PROPN	PROPN
永	sayap	永	sayap	PROPN	N;SG
永	wing	永	wing	PROPN	PROPN
永	yong	永	yong	PROPN	PROPN
歌	songs	歌	songs	N	PROPN
歌	song	歌	song	N	PROPN
美	dollars	美	dollars	PROPN	PROPN
美	dollar	美	dollar	PROPN	PROPN
美	dolar	美	dolar	PROPN	N;SG
美	dollar	美	dollar	PROPN	PROPN
美	dolar	美	dolar	PROPN	N;SG
霍	huo	霍	huo	PROPN	PROPN
圖	graf	圖	graf	N	PROPN
圖	figure	圖	figure	N	PROPN
投票	vote	投票	vote	V	PROPN
投票	suara	投票	suara	V	PROPN;SG
投票	voting	投票	voting	V	PROPN;SG
投票	voting	投票	voting	V	PROPN;SG
投票	poll	投票	poll	V	PROPN
投票	angket	投票	angket	V	N;SG
灣	inlet	灣	inlet	N	PROPN
灣	cove	灣	cove	N	PROPN
灣	bay	灣	bay	N	PROPN
寺	temple	寺	temple	N	PROPN
寺	candi	寺	candi	N	PROPN
雖然	meskipun	雖然	meskipun	ADP	CONJ
雖然	walaupun	雖然	walaupun	ADP	CONJ
雖然	though	雖然	though	ADP	PROPN
雖然	meskipun	雖然	meskipun	ADP	CONJ
雖然	walaupun	雖然	walaupun	ADP	CONJ
雖然	meski	雖然	meski	ADP	CONJ
雖然	walau	雖然	walau	ADP	
特別	istimewa	特別	istimewa	ADV	ADJ;SG
特別	spesial	特別	spesial	ADV	ADJ;SG
特別	special	特別	special	ADV	PROPN
特別	khusus	特別	khusus	ADV	ADJ;SG
控制	control	控制	control	V	PROPN
控制	kendali	控制	kendali	V	N;SG
控制	kontrol	控制	kontrol	V	N;SG;ACT
控制	pengendalian	控制	penkendalian	V	N;SG
控制	kontrol	控制	kontrol	V	N;SG;ACT
控制	kendali	控制	kendali	V	N;SG
蒙	mont	蒙	mont	PROPN	PROPN
戰	battle	戰	battle	N	PROPN
戰	war	戰	war	N	PROPN
電視	television	電視	television	N	PROPN
以下	dibawah	以下	dibawah	DET	ADP;SG;PASS
然而	namun	然而	namun	ADV	CONJ
然而	yet	然而	yet	ADV	PROPN
七	seven	七	seven	NUM	PROPN
仁	jin	仁	jin	PROPN	N;SG
仁	onde	仁	onde	PROPN	PROPN
仁	jen	仁	jen	PROPN	
編輯	edit	編輯	edit	N	PROPN
編輯	menyunting	編輯	menyunting	N	V
編輯	redaksi	編輯	redaksi	N	PROPN
隆	takashi	隆	takashi	PROPN	PROPN
隆	ryu	隆	ryu	PROPN	PROPN
青	ching	青	ching	N	PROPN;SG
青	qing	青	qing	N	PROPN
青	tsing	青	tsing	N	PROPN
播出	siaran	播出	siaran	V	N;SG
播出	broadcast	播出	broadcast	V	PROPN
播出	penyiaran	播出	pensiaran	V	N;SG
倫	lun	倫	lun	PROPN	PROPN
年度	year	年度	year	N	PROPN
宋	lagu	宋	lagu	PROPN	N;SG
宋	song	宋	song	PROPN	PROPN
附近	dekat	附近	dekat	N	ADJ;SG
附近	terdekat	附近	terdekat	N	ADJ;RL;SG
附近	sekitar	附近	sekitar	N	ADP
歌手	singer	歌手	singer	N	PROPN
店	shop	店	shop	N	PROPN
店	berbelanja	店	berbelanja	N	V;SG;ACT
二十	twenty	二十	twenty	NUM	PROPN
組織	tissue	組織	tissue	N	PROPN
組織	tisu	組織	tisu	N	PROPN
組織	division	組織	division	N	PROPN
分類	menggolongkan	分類	mengolongkan	N	V;SG;ACT
盃	cawan	盃	cawan	N	PROPN;SG
盃	cup	盃	cup	N	PROPN
源	sumber	源	sumber		N;SG
八	eight	八	eight	NUM	PROPN
法國	prancis	法國	prancis	PROPN	PROPN;SG
法國	france	法國	france	PROPN	PROPN
法國	perancis	法國	perancis	PROPN	PROPN;SG
除	kecuali	除	kecuali	V	CONJ
文字	sms	文字	sms	N	PROPN
不過	tapi	不過	tapi	ADV	CONJ
不過	tetapi	不過	tetapi	ADV	CONJ
老	tua	老	tua	PART	ADJ;SG
老	lama	老	lama	PART	ADJ;SG
老	old	老	old	PART	PROPN
女子	woman	女子	woman	N	PROPN
選	pick	選	pick	N	PROPN
世紀	century	世紀	century	N	PROPN
鐵	besi	鐵	besi	PROPN	N;SG
鐵	iron	鐵	iron	PROPN	PROPN
德國	jerman	德國	jerman	PROPN	PROPN;SG
票	ticket	票	ticket	N	PROPN
打	fight	打	fight	V	PROPN
打	lawan	打	lawan	V	N;SG;ACT
打	melawan	打	menlawan	V	ADP;SG;ACT
佛	budha	佛	budha	PROPN	PROPN
佛	buddha	佛	buddha	PROPN	PROPN
少	kurang	少	kurang		ADV;SG
網站	site	網站	site	N	PROPN
模板	template	模板	template	N	PROPN
模板	templat	模板	templat	N	PROPN
模板	template	模板	template	N	PROPN
模板	templat	模板	templat	N	PROPN
頭	head	頭	head	N	PROPN
個人	personal	個人	personal	N	ADJ;SG
個人	pribadi	個人	pribadi	N	ADJ;SG
擁有	kerasukan	擁有	kerasukan	V	N;SG
擁有	kepemilikan	擁有	kepemilikan	V	N
擁有	penguasaan	擁有	penkuasaan	V	N;SG
擁有	milik	擁有	milik	V	N;SG;ACT
學生	student	學生	student	N	PROPN
鎮	town	鎮	town	N	PROPN
南部	southern	南部	southern	N	PROPN
南部	south	南部	south	N	PROPN
模式	mode	模式	mode	N	PROPN
模式	mode	模式	mode	N	PROPN
相關	relevan	相關	relevan	V	N;SG
決定	keputusan	決定	keputusan	V	N;SG
決定	keputusan	決定	keputusan	V	N;SG
楊	jan	楊	jan	PROPN	
楊	yang	楊	yang	PROPN	PRO
楊	yeo	楊	yeo	PROPN	PROPN
方向	direction	方向	direction	N	PROPN
郭	kwee	郭	kwee	PROPN	PROPN
郭	guo	郭	guo	PROPN	PROPN
方法	metodologi	方法	metodologi	N	PROPN
方法	method	方法	method	N	PROPN
影響	impact	影響	impact	V	PROPN
影響	dampak	影響	dampak	V	N;SG
影響	benturan	影響	benturan	V	N;SG
影響	dampak	影響	dampak	V	N;SG
影響	pengaruh	影響	pengaruh	V	N;SG
影響	efek	影響	efek	V	N;SG
影響	pengaruh	影響	pengaruh	V	N;SG
許多	banyak	許多	banyak	NUM	ADV
秀	soo	秀	soo	PROPN	PROPN
死	tewas	死	tewas	N	ADJ;SG
死	dead	死	dead	N	PROPN
死	mati	死	mati	N	ADJ;SG
自治	otonomi	自治	otonomi	V	N;SG
蘇	sue	蘇	sue	PROPN	PROPN
甚至	even	甚至	even	ADV	PROPN
甚至	genap	甚至	genap	ADV	
甚至	bahkan	甚至	bahkan	ADV	CONJ
開	buka	開	buka		V;SG;ACT
開	open	開	open		PROPN
開	terbuka	開	terbuka		V;SG
田	tian	田	tian	PROPN	PROPN
只	cuma	只	cuma	ADV	
結束	end	結束	end	V	PROPN
結束	akhir	結束	akhir	V	N;SG
巴西	brazil	巴西	brazil	PROPN	PROPN
巴西	brasil	巴西	brasil	PROPN	PROPN;SG
共同	common	共同	common	ADV	PROPN
出版	penerbit	出版	penterbit	V	N;SG
出版	penerbit	出版	penterbit	V	N;SG
提名	nominasi	提名	nominasi	V	N;SG
提名	nominasi	提名	nominasi	V	N;SG
提名	nominasi	提名	nominasi	V	N;SG
保護	protect	保護	protect	V	PROPN
保護	lindungi	保護	lindungi	V	N;SG;ACT
保護	perlindungan	保護	perlindungan	V	N;SG
保護	proteksi	保護	proteksi	V	N;SG
加上	tambah	加上	tambah	V	
加上	add	加上	add	V	PROPN
加上	plus	加上	plus	V	PROPN
獨立	indie	獨立	indie	N	PROPN
獨立	independen	獨立	independen	N	ADJ;SG
獨立	independent	獨立	independent	N	PROPN
獨立	mandiri	獨立	mandiri	N	ADJ;SG
獨立	merdeka	獨立	merdeka	N	PROPN;SG
獨立	independence	獨立	independence	N	PROPN
距離	kejauhan	距離	kejauhan	ADP	N;SG
距離	jarak	距離	jarak	ADP	N;SG
社會	society	社會	society	N	PROPN
社會	social	社會	social	N	PROPN
加拿大	kanada	加拿大	kanada	PROPN	PROPN;SG
加拿大	canada	加拿大	canada	PROPN	PROPN
兩	two	兩	two	NUM	PROPN
哥	bâ	哥	bâ	PROPN	PROPN
哥	saudara	哥	saudara	PROPN	N;SG
哥	brother	哥	brother	PROPN	PROPN
哥	kakak	哥	kakak	PROPN	N;SG
歐洲	eropa	歐洲	eropa	PROPN	N;SG
歐洲	eropa	歐洲	eropa	PROPN	N;SG
歐洲	european	歐洲	european	PROPN	PROPN
像	suka	像	suka	ADP	V;SG
像	sukai	像	sukai	ADP	ADJ;SG
像	like	像	like	ADP	PROPN
鐵路	mandar	鐵路	mandar	N	PROPN
鐵路	railway	鐵路	railway	N	PROPN
鐵路	railroad	鐵路	railroad	N	PROPN
聯盟	union	聯盟	union	N	PROPN
聯盟	uni	聯盟	uni	N	PROPN;SG
聯盟	serikat	聯盟	serikat	N	PROPN;SG
聯盟	league	聯盟	league	N	PROPN
聯盟	alliance	聯盟	alliance	N	PROPN
洪	hung	洪	hung	PROPN	PROPN
洪	hong	洪	hong	PROPN	PROPN
利用	penggunaan	利用	pengunaan	V	N;SG
利用	pemanfaatan	利用	penmanfaatan	V	N;SG
最終	akhirnya	最終	akhirnya	N	ADV
平均	avg	平均	avg	ADV	PROPN
侵	serbu	侵	serbu	ADP	N;SG
侵	serangan	侵	serangan	ADP	N;SG
侵	penyerangan	侵	penserangan	ADP	N;SG
侵	pelanggaran	侵	penlanggaran	ADP	N;SG
雙	double	雙	double	NUM	PROPN
雙	ganda	雙	ganda	NUM	N;SG
雙	dobel	雙	dobel	NUM	PROPN
雙	gandakan	雙	gandakan	NUM	V;SG;ACT
網	network	網	network	N	PROPN
網	net	網	net	N	PROPN
網	bersih	網	bersih	N	ADJ;SG
網	jala	網	jala	N	PROPN
施	shi	施	shi	PROPN	PROPN
演員	cor	演員	cor	N	PROPN
演員	dilemparkan	演員	dilemparkan	N	V;SG;PASS
演員	cast	演員	cast	N	PROPN
演員	melemparkan	演員	menlemparkan	N	V;SG;ACT
演員	actress	演員	actress	N	PROPN
演員	actor	演員	actor	N	PROPN
亞洲	asian	亞洲	asian	PROPN	PROPN
亞洲	asia	亞洲	asia	PROPN	PROPN;SG
亞洲	asia	亞洲	asia	PROPN	PROPN;SG
全球	globe	全球	globe	N	PROPN
全球	global	全球	global	N	ADJ
全部	all	全部	all	DET	PROPN
全部	aii	全部	aii	DET	PROPN
北部	utara	北部	utara	N	PROPN;SG
北部	north	北部	north	N	PROPN
北部	utara	北部	utara	N	PROPN;SG
北部	northern	北部	northern	N	PROPN
運動	sports	運動	sports	N	PROPN
運動	motion	運動	motion	N	PROPN
運動	mosi	運動	mosi	N	PROPN;SG
運動	sport	運動	sport	N	PROPN
中共	bpk	中共	bpk	PROPN	PROPN
中共	cpc	中共	cpc	PROPN	PROPN
中共	pkc	中共	pkc	PROPN	N;SG
毛	kotor	毛	kotor	PROPN	ADJ;SG
毛	gross	毛	gross	PROPN	PROPN
毛	jorok	毛	jorok	PROPN	ADJ;SG
毛	jijik	毛	jijik	PROPN	
毛	menjijikan	毛	menjijikan	PROPN	V;SG;ACT
毛	mao	毛	mao	PROPN	
草	grass	草	grass	N	PROPN
地球	bumi	地球	bumi	PROPN	N;SG
地球	earth	地球	earth	PROPN	PROPN
死亡	kematian	死亡	kematian	V	N;SG
死亡	death	死亡	death	V	PROPN
死亡	maut	死亡	maut	V	PROPN;SG
死亡	mati	死亡	mati	V	ADJ;SG
戰爭	war	戰爭	war	N	PROPN
戰爭	wars	戰爭	wars	N	PROPN
邦	pong	邦	pong	PROPN	PROPN
紅	merah	紅	merah	N	ADJ;SG
紅	red	紅	red	N	PROPN
唱片	record	唱片	record	N	PROPN
安全	aman	安全	aman	N	ADJ;SG
安全	amankan	安全	amankan	N	V;SG;ACT
安全	aman	安全	aman	N	ADJ;SG
安全	mengamankan	安全	menamankan	N	V;SG;ACT
安全	secure	安全	secure	N	PROPN
玉	jade	玉	jade	PROPN	PROPN
玉	giok	玉	giok	PROPN	PROPN
學院	academy	學院	academy	N	PROPN
學院	college	學院	college	N	PROPN
學院	kampus	學院	kampus	N	PROPN;SG
勝	sheng	勝	sheng	N	PROPN
豪	howe	豪	howe	PROPN	PROPN
原因	sebab	原因	sebab	N	CONJ;SG
原因	sebabkan	原因	sebabkan	N	V;SG;ACT
原因	cause	原因	cause	N	PROPN
原因	menyebabkan	原因	mensebabkan	N	V;SG;ACT
通過	via	通過	via	ADP	
通過	through	通過	through	ADP	PROPN
通過	oper	通過	oper	ADP	PROPN
通過	lulus	通過	lulus	ADP	V;SG
通過	pass	通過	pass	ADP	PROPN
管	pipe	管	pipe		PROPN
管	pipa	管	pipa		N;SG
管	tabung	管	tabung		N;SG
強	tegar	強	tegar	N	ADJ;SG
強	strong	強	strong	N	PROPN
強	kuat	強	kuat	N	ADJ;SG
選舉	pemilu	選舉	pemilu	V	N;SG
選舉	pemilu	選舉	pemilu	V	N;SG
辛	sheen	辛	sheen	N	PROPN
辛	sin	辛	sin	N	PROPN
辛	xin	辛	xin	N	PROPN
漢	han	漢	han	PROPN	PROPN
法律	law	法律	law	N	PROPN
革命	revolution	革命	revolution	N	PROPN
計劃	rencana	計劃	rencana	V	N;SG
計劃	plan	計劃	plan	V	PROPN
計劃	rencana	計劃	rencana	V	N;SG
時代	times	時代	times	N	PROPN
男性	male	男性	male	N	PROPN
男性	men	男性	men	N	PROPN
目的	bertujuan	目的	bertujuan	N	V;SG;ACT
形式	membentuk	形式	menbentuk	N	V;SG;ACT
形式	form	形式	form	N	PROPN
形式	format	形式	format	N	PROPN;SG
鄭	zheng	鄭	zheng	PROPN	PROPN
鄭	jeong	鄭	jeong	PROPN	PROPN
鄭	jeong	鄭	jeong	PROPN	PROPN
鄭	jung	鄭	jung	PROPN	PROPN
基本	dasar	基本	dasar	N	ADJ;SG
基本	basic	基本	basic	N	PROPN
蔡	tsai	蔡	tsai	PROPN	PROPN
蔡	cai	蔡	cai	PROPN	PROPN
蔡	choy	蔡	choy	PROPN	PROPN
蔡	chae	蔡	chae	PROPN	PROPN
葉	daun	葉	daun	PROPN	N;SG
葉	yip	葉	yip	PROPN	PROPN
惠	megumi	惠	mengumi	PROPN	PROPN
修	fix	修	fix	V	PROPN
修	betulkan	修	betulkan	V	ADJ;SG
科技	tek	科技	tek	N	PROPN
科技	tech	科技	tech	N	PROPN
流	flow	流	flow	N	PROPN
流	mengalir	流	menalir	N	V;SG;ACT
流	mengalirlah	流	menalir	N	V;SG;ACT
流	stream	流	stream	N	PROPN
流	stream	流	stream	N	PROPN
蒙古	mongol	蒙古	mongol	PROPN	PROPN
蒙古	mongolia	蒙古	mongolia	PROPN	PROPN
蒙古	mongolia	蒙古	mongolia	PROPN	PROPN
結果	result	結果	result	N	PROPN
教	mengajarkan	教	menajarkan	N	V;SG;ACT
教	mengajari	教	menajari	N	V;SG;ACT
教	mengajar	教	menajar	N	V;SG;ACT
教	mengajar	教	menajar	N	V;SG;ACT
教	ajari	教	ajari	N	V;SG;ACT
教	teach	教	teach	N	PROPN
教	ajarkan	教	ajarkan	N	V;SG;ACT
解放	emansipasi	解放	emansipasi	V	N
解放	pembebasan	解放	penbebasan	V	N;SG
祖	joe	祖	joe	PROPN	PROPN
體	body	體	body	N	PROPN
體	buh	體	buh	N	PROPN
球隊	team	球隊	team	N	PROPN
昌	cheong	昌	cheong	PROPN	PROPN
左	tersisa	左	tersisa	N	V;SG;PASS
戴	dai	戴	dai	N	PROPN
戴	pakailah	戴	pakai	N	V;SG;ACT
戴	aus	戴	aus	N	
戴	wear	戴	wear	N	PROPN
戴	pakai	戴	pakai	N	V;SG;ACT
自然	alami	自然	alami	N	ADJ;SG
自然	alami	自然	alami	N	ADJ;SG
自然	nature	自然	nature	N	PROPN
台北	taipei	台北	taipei	PROPN	PROPN
澳門	macao	澳門	macao	PROPN	PROPN
澳門	macau	澳門	macau	PROPN	PROPN
澳門	makau	澳門	makau	PROPN	PROPN;SG
新	new	新	new	ADJ	PROPN
經濟	economics	經濟	economics	N	PROPN
傑	jie	傑	jie	PROPN	PROPN
傑	jay	傑	jay	PROPN	PROPN
切	cut	切	cut	ADV	PROPN
切	potong	切	potong	ADV	N;SG;ACT
一起	bareng	一起	bareng	N	PROPN;SG
一起	together	一起	together	N	PROPN
一起	bersama	一起	bersama	N	ADP;SG;ACT
越南	vietnam	越南	vietnam	PROPN	N
越南	vietnam	越南	vietnam	PROPN	N
權	gwon	權	gwon	PROPN	PROPN
權	kwon	權	kwon	PROPN	PROPN
快速	cepat	快速	cepat	N	ADJ;SG
快速	fast	快速	fast	N	PROPN
快速	cepat	快速	cepat	N	ADJ;SG
快速	puasa	快速	puasa	N	PROPN;SG
學	belajar	學	belajar	N	V;SG
學	pelajari	學	pelajari	N	V;SG;ACT
學	belajar	學	belajar	N	V;SG
職業	berkarir	職業	berkarir	N	V;SG;ACT
百	seratus	百	seratus	PROPN	NUM
百	hundred	百	hundred	PROPN	PROPN
百	ratus	百	ratus	PROPN	NUM
廣	lebar	廣	lebar	ADV	ADJ;SG
廣	wide	廣	wide	ADV	PROPN
廣	luas	廣	luas	ADV	N;SG
廣	luas	廣	luas	ADV	N;SG
相同	same	相同	same	ADJ	PROPN
類	class	類	class	N	PROPN
兵	soldier	兵	soldier	N	PROPN
億	milyar	億	milyar	PROPN	PROPN
億	miliar	億	miliar	PROPN	N
分鐘	minute	分鐘	minute	N	PROPN
松	pinus	松	pinus	PROPN	N
松	pine	松	pine	PROPN	PROPN
發	hair	發	hair	N	PROPN
銀	perak	銀	perak	N	PROPN;SG
銀	silver	銀	silver	N	PROPN
日期	tgl	日期	tgl	N	PROPN
單曲	tunggal	單曲	tunggal	N	ADJ;SG
普通	ordinary	普通	ordinary	ADJ	PROPN
鰭	fin	鰭	fin	N	PROPN
男子	men	男子	men	N	PROPN
南京	nanking	南京	nanking	PROPN	PROPN
南京	nanjing	南京	nanjing	PROPN	PROPN
交流	exchange	交流	exchange	N	PROPN
標準	standar	標準	standar	N	ADJ;SG
標準	standar	標準	standar	N	ADJ;SG
標準	standard	標準	standard	N	PROPN
排名	klasemen	排名	klasemen	V	N;SG
排名	peringkat	排名	peringkat	V	N;SG
排名	ranking	排名	ranking	V	N
排名	pangkat	排名	pangkat	V	N;SG
排名	rank	排名	rank	V	PROPN
表	meja	表	meja		N;SG
表	tabel	表	tabel		N;SG
韓國	korean	韓國	korean	PROPN	PROPN
韓國	korea	韓國	korea	PROPN	PROPN;SG
韓國	korea	韓國	korea	PROPN	PROPN;SG
桑	mulberry	桑	mulberry	PROPN	PROPN
博士	doctor	博士	doctor	N	PROPN
立法	legislasi	立法	legislasi	V	N;SG
尾	tail	尾	tail	N	PROPN
熱帶	tropical	熱帶	tropical	N	PROPN
漫畫	comic	漫畫	comic	N	PROPN
漫畫	cartoon	漫畫	cartoon	N	PROPN
短	short	短	short	PART	PROPN
短	singkat	短	singkat	PART	ADJ;SG
短	pendek	短	pendek	PART	ADJ;SG
坑	pit	坑	pit	N	PROPN
坑	pit	坑	pit	N	PROPN
大型	besar	大型	besar	N	ADJ;SG
凱	kai	凱	kai	PROPN	PROPN
凱	kay	凱	kay	PROPN	PROPN
城鎮	town	城鎮	town	N	PROPN
春	spring	春	spring	N	PROPN
海軍	navy	海軍	navy	N	PROPN
海軍	naval	海軍	naval	N	PROPN
公路	road	公路	road	N	PROPN
公路	highway	公路	highway	N	PROPN
冠	crown	冠	crown	N	PROPN
空	hampa	空	hampa	N	PROPN;SG
空	kosongkan	空	kosongkan	N	V;SG;ACT
空	kosong	空	kosong	N	ADJ;SG
雪	salju	雪	salju	PROPN	PROPN;SG
雪	snow	雪	snow	PROPN	PROPN
牛	cow	牛	cow	N	PROPN
牛	bull	牛	bull	N	PROPN
火	fire	火	fire	N	PROPN
攻擊	serangan	攻擊	serangan	V	N;SG
攻擊	penyerangan	攻擊	penserangan	V	N;SG
攻擊	serangan	攻擊	serangan	V	N;SG
攻擊	serang	攻擊	serang	V	
攻擊	penyerangan	攻擊	penserangan	V	N;SG
攻擊	serbu	攻擊	serbu	V	N;SG
攻擊	serangan	攻擊	serangan	V	N;SG
攻擊	penyerangan	攻擊	penserangan	V	N;SG
值	bernilai	值	bernilai	N	V;SG;ACT
十二	twelve	十二	twelve	NUM	PROPN
新加坡	singapura	新加坡	singapura	PROPN	PROPN;SG
新加坡	singapore	新加坡	singapore	PROPN	PROPN
琳	lynn	琳	lynn	PROPN	PROPN
西部	maghrib	西部	maghrib	N	PROPN
西部	west	西部	west	N	PROPN
西部	western	西部	western	N	PROPN
土	dirt	土	dirt	N	PROPN
早期	early	早期	early	N	PROPN
早期	dini	早期	dini	N	ADJ;SG
早期	awal	早期	awal	N	ADJ;SG
速度	speed	速度	speed	N	PROPN
合併	merger	合併	merger	V	PROPN
合併	penggabungan	合併	pengabungan	V	N;SG
合併	penggabungan	合併	pengabungan	V	N;SG
合併	konsolidasi	合併	konsolidasi	V	N
合併	merger	合併	merger	V	PROPN
建築	building	建築	building	N	PROPN
建築	membangun	建築	menbangun	N	V;SG;ACT
建築	architecture	建築	architecture	N	PROPN
道路	road	道路	road	N	PROPN
發表	penerbit	發表	penterbit	V	N;SG
發表	terbitan	發表	terbitan	V	N;SG
發表	penerbitan	發表	penterbitan	V	N;SG
發表	publikasi	發表	publikasi	V	N
低	turunkan	低	turunkan	PART	V;SG;ACT
低	lower	低	lower	PART	PROPN
低	rendahkan	低	rendahkan	PART	V;SG;ACT
低	rendah	低	rendah	PART	ADJ;SG
低	low	低	low	PART	PROPN
色	color	色	color	N	PROPN
色	berwarna	色	berwarna	N	V;SG;ACT
樂	lok	樂	lok	N	PROPN
轉	gilirannya	轉	giliran		N;SG
轉	belok	轉	belok		N;SG;ACT
轉	turn	轉	turn		PROPN
轉	giliran	轉	giliran		N;SG
來	dari	來	dari	V	ADP
每年	tahunan	每年	tahunan	DET	N;SG
天津	tianjin	天津	tianjin	PROPN	PROPN
技術	teknis	技術	teknis	N	ADJ;SG
技術	technologies	技術	technologies	N	PROPN
畢業	wisuda	畢業	wisuda	V	N;SG
畢業	kelulusan	畢業	kelulusan	V	N;SG
畢業	pascasarjana	畢業	pascasarjana	V	N
畢業	graduate	畢業	graduate	V	PROPN
設	set	設	set	V	PROPN;SG
設	setel	設	setel	V	N;SG;ACT
設	atur	設	atur	V	;ACT
機場	airport	機場	airport	N	PROPN
威廉	william	威廉	william	PROPN	PROPN
天主	katolik	天主	katolik	PROPN	PROPN
天主	catholic	天主	catholic	PROPN	PROPN
天主	katolik	天主	katolik	PROPN	PROPN
富	rich	富	rich		PROPN
富	kaya	富	kaya		ADJ;SG
千	ribuan	千	ribuan	NUM	N;SG
千	ribu	千	ribu	NUM	N
千	thousand	千	thousand	NUM	PROPN
芬	fen	芬	fen	PROPN	PROPN
芬	sirip	芬	sirip	PROPN	N;SG
芬	fin	芬	fin	PROPN	PROPN
大	kebanyakan	大	kebanyakan	PART	DET;SG
大	paling	大	paling	PART	ADV
程	cheng	程	cheng	N	PROPN
房	forum	房	forum	N	PROPN
房	room	房	room	N	PROPN
柏	por	柏	por	PROPN	PROPN
她	her	她	her	PRO;3	PROPN
太平	pacific	太平	pacific	PROPN	PROPN
太平	pasifik	太平	pasifik	PROPN	N;SG
費	fee	費	fee	N	PROPN
情況	pgn	情況	pgn	N	PROPN
最初	awalnya	最初	awal	N	ADV;SG
首都	capital	首都	capital	N	PROPN
杯	cawan	杯	cawan	N	PROPN;SG
杯	cup	杯	cup	N	PROPN
廣告	mengiklankan	廣告	meniklankan	N	V;SG;ACT
廣告	beriklan	廣告	beriklan	N	V;SG;ACT
深	kedalaman	深	kedalaman	PART	N;SG
深	mendalam	深	mendalam	PART	V;SG;ACT
深	sedalam	深	sedalam	PART	;SG
深	mendalam	深	mendalam	PART	V;SG;ACT
深	deep	深	deep	PART	PROPN
描述	uraian	描述	uraian	V	N;SG
描述	deskripsi	描述	deskripsi	V	N;SG
描述	keterangan	描述	keterangan	V	N;SG
描述	deskriptif	描述	deskriptif	V	N
描述	deskripsi	描述	deskripsi	V	N;SG
皇帝	kaisar	皇帝	kaisar	N	PROPN;SG
侯	hou	侯	hou	PROPN	PROPN
流行	populer	流行	populer	V	ADJ;SG
流行	pop	流行	pop	V	PROPN
潘	pam	潘	pam	PROPN	PROPN;SG
潘	pan	潘	pan	PROPN	PROPN
計畫	plan	計畫	plan	N	PROPN
計畫	rencanakan	計畫	rencanakan	N	V;SG;ACT
列車	train	列車	train	N	PROPN
環	ring	環	ring	N	PROPN
環	rings	環	rings	N	PROPN
父	bapa	父	bapa	N	PROPN
不	bruk	不	bruk	ADV;NEG	PROPN
取代	replace	取代	replace	V	PROPN
兄弟	bâ	兄弟	bâ	N	PROPN
兄弟	brother	兄弟	brother	N	PROPN
底	terbawah	底	terbawah	N	ADP;RL;SG
底	bottom	底	bottom	N	PROPN
右	benar	右	benar	N	ADJ;SG
右	right	右	right	N	PROPN
武器	weapon	武器	weapon	N	PROPN
顯示	pertunjukan	顯示	pertunjukan	V	N;SG
顯示	tampilan	顯示	tampilan	V	N;SG
顯示	display	顯示	display	V	N
顯示	show	顯示	show	V	PROPN
顯示	pertunjukan	顯示	pertunjukan	V	N;SG
報告	lapor	報告	lapor	N	V;SG;ACT
報告	laporkan	報告	laporkan	N	V;SG;ACT
報告	melaporkan	報告	menlaporkan	N	V;SG;ACT
報告	melaporkan	報告	menlaporkan	N	V;SG;ACT
秒	kedua	秒	kedua	N	NUM
秒	second	秒	second	N	PROPN
秒	sec	秒	sec	N	PROPN
第五	fifth	第五	fifth	NUM	PROPN
第五	seperlima	第五	seperlima	NUM	N
雲	cloud	雲	cloud	N	PROPN
雲	yun	雲	yun	N	PROPN
風	wind	風	wind	N	PROPN
導演	sutradara	導演	sutradara	V	N;SG
導演	direktur	導演	direktur	V	N;SG
父親	bapa	父親	bapa	N	PROPN
和平	damai	和平	damai	N	ADJ;SG
和平	peace	和平	peace	N	PROPN
西北	northwestern	西北	northwestern	N	PROPN
西北	northwest	西北	northwest	N	PROPN
圈	circle	圈	circle	N	PROPN
圈	circle	圈	circle	N	PROPN
圈	melingkar	圈	menlingkar	N	;ACT
修改	modifikasi	修改	modifikasi	V	N;SG
修改	modifikasi	修改	modifikasi	V	N;SG
修改	modifikasi	修改	modifikasi	V	N;SG
直	straight	直	straight		PROPN
直	lurus	直	lurus		N;SG
生產	production	生產	production	V	PROPN
生產	produksi	生產	produksi	V	N;SG
申請	lamaran	申請	lamaran	V	N;SG
申請	aplikasi	申請	aplikasi	V	N;SG
申請	lamaran	申請	lamaran	V	N;SG
申請	aplikasi	申請	aplikasi	V	N;SG
單	single	單	single	NUM	N
單	lajang	單	lajang	NUM	N
單	jomblo	單	jomblo	NUM	PROPN
單	tunggal	單	tunggal	NUM	ADJ;SG
谷	valley	谷	valley	N	PROPN
魏	wei	魏	wei	PROPN	PROPN
