din	from	din	from	ADP;ACC	N
george	jordi	george	jordi	PROPN	PROPN
george	jorge	george	jorge	PROPN	PROPN
nascut	nacidos	naște	nacido	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
nascut	born	naște	born	ADJ;INDF;MASC;SG	N
nascut	nacidos	naște	nacido	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
nascut	born	naște	born	ADJ;INDF;MASC;SG	N
harta	mapas	hartă	mapa	N;DEF;FEM;SG	N;MASC;PL
harta	mapas	hartă	mapa	N;DEF;FEM;SG	N;MASC;PL
john	juan	john	juan	PROPN	PROPN
john	john	john	john	PROPN	PROPN
jos	down	jos	down	ADV	N
scris	escrito	scris	escrito	N;INDF;MASC;SG	ADJ;MASC;SG;V.PTCP
scris	escritas	scris	escrito	N;INDF;MASC;SG	ADJ;FEM;PL;V.PTCP
scris	escrita	scris	escrito	N;INDF;MASC;SG	ADJ;FEM;SG;V.PTCP
scris	escritos	scris	escrito	N;INDF;MASC;SG	N;MASC;PL
raport	reportar	raport	reportar	N;INDF;MASC;SG	V;NFIN
raport	denunciar	raport	denunciar	N;INDF;MASC;SG	V;NFIN
diferite	distinta	diferit	distinto	ADJ;INDF;FEM;PL	ADJ;FEM;SG
diferite	diferente	diferit	diferente	ADJ;INDF;FEM;PL	ADJ;SG
diferite	distintos	diferit	distinto	ADJ;INDF;FEM;PL	PRO;MASC;PL
diferite	distinto	diferit	distinto	ADJ;INDF;FEM;PL	ADJ;MASC;SG
special	especiales	special	especial	ADV	ADJ;PL
special	especial	special	especial	ADV	ADJ;SG
special	special	special	special	ADV	N
valea	valea	vale	valear	N;DEF;FEM;SG	
comune	articulación	comun	articulación	ADJ;INDF;FEM;PL	N;FEM;SG
comune	joint	comun	joint	ADJ;INDF;FEM;PL	N
comune	porro	comun	porro	ADJ;INDF;FEM;PL	N;MASC;SG
comune	articulaciones	comun	articulación	ADJ;INDF;FEM;PL	N;FEM;PL
comune	conjunta	comun	conjunto	ADJ;INDF;FEM;PL	ADJ;FEM;SG
stadium	estadio	stadium	estadio	PROPN	N;MASC;SG
stadium	stadium	stadium	stadium	PROPN	N;MASC;SG
dat	dado	dat	dar	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
dat	dados	dat	dado	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
slovenia	eslovenia	slovenie	eslovenia	PROPN	N;FEM;SG
americii	america	americ	america	PROPN;DEF;FEM;SG	N;FEM;SG
americii	américa	americ	américa	PROPN;DEF;FEM;SG	N;FEM;SG
satului	poblado	sat	poblado	N;DEF;MASC;SG	ADJ;MASC;SG;V.PTCP
bun	buenas	bun	buen	ADJ;INDF;MASC;SG	ADJ;FEM;PL
bun	bien	bun	bien	ADJ;INDF;MASC;SG	ADV
bun	bueno	bun	buen	ADJ;INDF;MASC;SG	INTJ
bun	buenos	bun	buen	ADJ;INDF;MASC;SG	ADJ;MASC;PL
cet	cet	cet	cet		N
format	constituido	format	constituido	N;INDF;MASC;SG	ADJ;MASC;SG;V.PTCP
format	formado	format	formado	N;INDF;MASC;SG	ADJ;MASC;SG;V.PTCP
format	formadas	format	formado	N;INDF;MASC;SG	ADJ;FEM;PL;V.PTCP
format	formada	format	formado	N;INDF;MASC;SG	ADJ;FEM;SG;V.PTCP
format	formados	format	formado	N;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
primit	recibidas	primi	recibido	V;MASC;SG;V.PTCP	ADJ;FEM;PL;V.PTCP
primit	recibida	primi	recibido	V;MASC;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
primit	recibidos	primi	recibido	V;MASC;SG;V.PTCP	ADJ;MASC;PL;V.PTCP
primit	recibido	primi	recibido	V;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
langa	cerca	langă	cerca		ADV
oameni	pueblo	om	pueblo	N;INDF;MASC;PL	N;MASC;SG
oameni	gente	om	gente	N;INDF;MASC;PL	N;FEM;SG
istoric	históricas	istoric	histórico	ADJ;INDF;MASC;SG	ADJ;FEM;PL
istoric	históricos	istoric	histórico	ADJ;INDF;MASC;SG	ADJ;MASC;PL
istoric	historiador	istoric	historiador	ADJ;INDF;MASC;SG	N;MASC;SG
istoric	históricas	istoric	histórico	ADJ;INDF;MASC;SG	ADJ;FEM;PL
istoric	históricos	istoric	histórico	ADJ;INDF;MASC;SG	ADJ;MASC;PL
istoric	historia	istoric	historia	ADJ;INDF;MASC;SG	N;FEM;SG
istoric	historial	istoric	historial	ADJ;INDF;MASC;SG	N;MASC;SG
suprafata	superficial	suprafată	superficial	N;DEF;FEM;SG	ADJ;SG
suprafata	superficial	suprafată	superficial	N;DEF;FEM;SG	ADJ;SG
suprafata	superficial	suprafată	superficial	N;DEF;FEM;SG	ADJ;SG
suprafata	superficial	suprafată	superficial	N;DEF;FEM;SG	ADJ;SG
suprafata	superficial	suprafată	superficial	N;DEF;FEM;SG	ADJ;SG
europa	europa	europa	europa	PROPN	N;FEM;SG
europa	europa	europa	europa	PROPN	N;FEM;SG
europa	europa	europa	europa	PROPN	N;FEM;SG
universitatea	universitarios	universitate	universitario	N;DEF;FEM;SG	N;MASC;PL
universitatea	universidades	universitate	universidad	N;DEF;FEM;SG	N;FEM;PL
copii	niñez	copil	niñez	N;INDF;MASC;PL	N;FEM;SG
copii	infancia	copil	infancia	N;INDF;MASC;PL	N;FEM;SG
aproximativ	aproximado	aproximativ	aproximado	ADV	ADJ;MASC;SG;V.PTCP
aproximativ	aproximar	aproximativ	aproximar	ADV	V;NFIN
aproximativ	aproximada	aproximativ	aproximado	ADV	ADJ;FEM;SG;V.PTCP
lucru	trabajos	lucru	trabajo	N;INDF;MASC;SG	N;MASC;PL
lucru	trabaje	lucru	trabaje	N;INDF;MASC;SG	V;SBJV;SG;3;PRS;FIN
lucru	trabajar	lucru	trabajar	N;INDF;MASC;SG	V;NFIN
romani	rumana	roman	rumana	N;INDF;MASC;PL	ADJ;FEM;SG
romani	rumano	roman	rumano	N;INDF;MASC;PL	N;MASC;SG
romani	romaní	roman	romaní	N;INDF;MASC;PL	N;MASC;SG
folosit	utilizados	folosit	utilizado	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
folosit	usados	folosit	usado	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
orice	cualquier	orice	cualquiera	PRO;SG;3	DET;SG
mihai	mihai	mihai	mihai	PROPN	N;MASC;SG
mihai	miguel	mihai	miguel	PROPN	PROPN
mihai	michael	mihai	michael	PROPN	N;MASC;SG
acum	now	acum	now	ADV	
recensamantul	censos	recensamant	censo	N;DEF;MASC;SG	N;MASC;PL
centrul	centrar	centru	centrar	N;DEF;MASC;SG	V;NFIN
reprezinta	representa	reprezinta	representar	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PRS;FIN
reprezinta	representa	reprezinta	representar	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PRS;FIN
reprezinta	representan	reprezinta	representar	V;IND;SG;3;IPFV;FIN	V;IND;PL;3;PRS;FIN
reprezinta	represente	reprezinta	represente	V;IND;SG;3;IPFV;FIN	V;SBJV;SG;3;PRS;FIN
reprezinta	representa	reprezinta	representar	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PRS;FIN
reprezinta	representa	reprezinta	representar	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PRS;FIN
reprezinta	representan	reprezinta	representar	V;IND;SG;3;IPFV;FIN	V;IND;PL;3;PRS;FIN
reprezinta	represente	reprezinta	represente	V;IND;SG;3;IPFV;FIN	V;SBJV;SG;3;PRS;FIN
san	san	san	san	PROPN	N;MASC;SG
san	teta	san	teta	PROPN	N;FEM;SG
san	mama	san	mama	PROPN	N;FEM;SG
san	pechuga	san	pechuga	PROPN	N;FEM;SG
san	seno	san	seno	PROPN	N;MASC;SG
san	pecho	san	pecho	PROPN	N;MASC;SG
van	camioneta	van	camioneta	PROPN	N;FEM;SG
van	van	van	ir	PROPN	V;IND;PL;3;PRS;FIN
van	furgoneta	van	furgoneta	PROPN	N;FEM;SG
van	camioneta	van	camioneta	PROPN	N;FEM;SG
van	van	van	ir	PROPN	V;IND;PL;3;PRS;FIN
van	furgoneta	van	furgoneta	PROPN	N;FEM;SG
ungaria	hungría	ungaria	hungría	PROPN	N;FEM;SG
cauza	cause	cauză	cause	N;DEF;FEM;SG	V;IMP;SG;3;FIN
cauza	cause	cauză	cause	N;DEF;FEM;SG	V;IMP;SG;3;FIN
bulgaria	bulgaria	bulgarie	bulgaria	PROPN	ADJ;FEM;SG
engleza	ingles	engleza	ingle	N;DEF;FEM;SG	
engleza	ingles	engleza	ingle	N;DEF;FEM;SG	
serie	series	serie	serie	N;INDF;FEM;SG	N;FEM;PL
sua	eeuu	sua	eeuu	N	PROPN
sua	usa	sua	usar	N	V;IND;SG;3;PRS;FIN
vechi	viejos	vechi	viejo	ADJ;INDF;MASC;SG	ADJ;MASC;PL
muntii	montaña	munte	montaña	N;DEF;MASC;PL	N;FEM;SG
muntii	montaña	munte	montaña	N;DEF;MASC;PL	N;FEM;SG
muntii	montaña	munte	montaña	N;DEF;MASC;PL	N;FEM;SG
fel	amable	fel	amable	N;INDF;MASC;SG	ADJ;SG
anterior	anterior	anterior	anterior	ADV	ADJ;SG
anterior	previo	anterior	previo	ADV	ADJ;MASC;SG
anterior	anteriores	anterior	anterior	ADV	ADJ;PL
anterior	previos	anterior	previo	ADV	ADJ;MASC;PL
noua	novedad	nou	novedad	ADJ;DEF;FEM;SG	N;FEM;SG
noua	nuevas	nou	nuevo	ADJ;DEF;FEM;SG	ADJ;FEM;PL
noua	nuevos	nou	nuevo	ADJ;DEF;FEM;SG	ADJ;MASC;PL
noua	novedades	nou	novedad	ADJ;DEF;FEM;SG	N;FEM;PL
noua	nueve	nou	nueve	ADJ;DEF;FEM;SG	NUM;PL
noua	nine	nou	nine	ADJ;DEF;FEM;SG	N
noua	novedad	nou	novedad	ADJ;DEF;FEM;SG	N;FEM;SG
noua	nuevas	nou	nuevo	ADJ;DEF;FEM;SG	ADJ;FEM;PL
noua	nuevos	nou	nuevo	ADJ;DEF;FEM;SG	ADJ;MASC;PL
noua	novedades	nou	novedad	ADJ;DEF;FEM;SG	N;FEM;PL
paul	paul	paul	paul	PROPN	PROPN
paul	pablo	paul	pablo	PROPN	N;MASC;SG
satele	poblados	sat	poblado	N;DEF;FEM;PL	ADJ;MASC;PL;V.PTCP
lansat	liberados	lansat	liberado	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
lansat	lanzados	lansat	lanzado	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
lansat	lanzó	lansat	lanzar	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
istorice	histórica	istoric	histórico	ADJ;INDF;FEM;PL	ADJ;FEM;SG
istorice	historico	istoric	historico	ADJ;INDF;FEM;PL	ADJ;MASC;SG
istorice	histórico	istoric	histórico	ADJ;INDF;FEM;PL	ADJ;MASC;SG
trecut	pasadas	trecut	pasado	ADJ;INDF;MASC;SG	ADJ;FEM;PL;V.PTCP
trecut	pasados	trecut	pasado	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
multi	muchas	mult	mucho		PRO;FEM;PL
multi	muchos	mult	mucho		PRO;MASC;PL
multi	muchas	mult	mucho		PRO;FEM;PL
multi	muchos	mult	mucho		PRO;MASC;PL
multi	multi	mult	multi		N;SG
informatii	información	informat	información	N;INDF;FEM;PL	N;FEM;SG
informatii	informacion	informat	informacion	N;INDF;FEM;PL	N;FEM;SG
informatii	info	informat	info	N;INDF;FEM;PL	N;FEM;SG
informatii	información	informat	información	N;INDF;FEM;PL	N;FEM;SG
informatii	informacion	informat	informacion	N;INDF;FEM;PL	N;FEM;SG
informatii	información	informat	información	N;INDF;FEM;PL	N;FEM;SG
informatii	informacion	informat	informacion	N;INDF;FEM;PL	N;FEM;SG
informatii	info	informat	info	N;INDF;FEM;PL	N;FEM;SG
informatii	información	informat	información	N;INDF;FEM;PL	N;FEM;SG
informatii	informacion	informat	informacion	N;INDF;FEM;PL	N;FEM;SG
informatii	información	informat	información	N;INDF;FEM;PL	N;FEM;SG
informatii	informacion	informat	informacion	N;INDF;FEM;PL	N;FEM;SG
titlu	titulares	titlu	titular	N;INDF;MASC;SG	N;MASC;PL
titlu	encabezado	titlu	encabezado	N;INDF;MASC;SG	ADJ;MASC;SG;V.PTCP
york	york	york	york	PROPN	PROPN
von	von	von	von	PROPN	PROPN
armata	armada	armată	armado	N;DEF;FEM;SG	ADJ;FEM;SG;V.PTCP
armata	militares	armată	militar	N;DEF;FEM;SG	N;PL
armata	militar	armată	militar	N;DEF;FEM;SG	ADJ;SG
armata	armada	armată	armado	N;DEF;FEM;SG	ADJ;FEM;SG;V.PTCP
color	color	color	color	ADJ	N;MASC;SG
color	color	color	color	ADJ	N;MASC;SG
german	alemanes	german	alemán	ADJ;INDF;MASC;SG	N;MASC;PL
german	alemán	german	alemán	ADJ;INDF;MASC;SG	N;MASC;SG
german	aleman	german	alemar	ADJ;INDF;MASC;SG	N;MASC;SG
stefan	stephen	stefan	stephar	PROPN	N;MASC;SG
stefan	esteban	stefan	estar	PROPN	PROPN
stefan	esteban	stefan	estar	PROPN	PROPN
stefan	stefan	stefan	stefar	PROPN	N;MASC;SG
stefan	esteban	stefan	estar	PROPN	PROPN
stefan	stefan	stefan	stefar	PROPN	N;MASC;SG
stefan	esteban	stefan	estar	PROPN	PROPN
stefan	stefan	stefan	stefar	PROPN	N;MASC;SG
stefan	stephen	stefan	stephar	PROPN	N;MASC;SG
stefan	esteban	stefan	estar	PROPN	PROPN
stefan	esteban	stefan	estar	PROPN	PROPN
stefan	stefan	stefan	stefar	PROPN	N;MASC;SG
mica	small	mic	small	ADJ;DEF;FEM;SG	N
mica	pequeñas	mic	pequeño	ADJ;DEF;FEM;SG	ADJ;FEM;PL
mica	pequeños	mic	pequeño	ADJ;DEF;FEM;SG	ADJ;MASC;PL
mica	mica	mic	mica	ADJ;DEF;FEM;SG	N;FEM;SG
mica	mica	mic	mica	ADJ;DEF;FEM;SG	N;FEM;SG
des	des	des	des	ADV	
des	menudo	des	menudo	ADV	N
transilvania	transilvania	transilvania	transilvania	PROPN	N;FEM;SG
incepand	empezando	incepa	empezar		V;V.MSDR
incepand	iniciando	incepa	iniciar		V;V.MSDR
incepand	comenzando	incepa	comenzar		V;V.MSDR
incepand	empezando	incepa	empezar		V;V.MSDR
incepand	iniciando	incepa	iniciar		V;V.MSDR
incepand	comenzando	incepa	comenzar		V;V.MSDR
principal	principales	principal	principal	N;INDF;MASC;SG	ADJ;PL
principal	principal	principal	principal	N;INDF;MASC;SG	ADJ;SG
principal	principal	principal	principal	N;INDF;MASC;SG	ADJ;SG
carol	carol	carol	carol	N;INDF;MASC;SG	PROPN
mici	small	mic	small	ADJ;INDF;PL	N
mici	pequeño	mic	pequeño	ADJ;INDF;PL	ADJ;MASC;SG
mici	pequeña	mic	pequeño	ADJ;INDF;PL	ADJ;FEM;SG
astazi	today	astazi	today		N
astazi	hoy	astazi	hoy		ADV
astazi	today	astazi	today		N
astazi	hoy	astazi	hoy		ADV
robert	robert	robert	robert	PROPN	PROPN
robert	roberto	robert	roberto	PROPN	N;MASC;SG
aparut	aparecieron	aparut	aparecer	ADJ;INDF;MASC;SG	V;IND;PL;3;PST;FIN
aparut	apareció	aparut	aparecer	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
european	europeos	european	europeo	ADJ;INDF;MASC;SG	N;MASC;PL
european	europeas	european	europeo	ADJ;INDF;MASC;SG	ADJ;FEM;PL
mic	small	mic	small	ADJ;INDF;MASC;SG	N
mic	pequeñas	mic	pequeño	ADJ;INDF;MASC;SG	ADJ;FEM;PL
mic	pequeños	mic	pequeño	ADJ;INDF;MASC;SG	ADJ;MASC;PL
mic	poco	mic	poco	ADJ;INDF;MASC;SG	ADV
mic	little	mic	little	ADJ;INDF;MASC;SG	N
mic	mic	mic	mic	ADJ;INDF;MASC;SG	
mic	cmi	mic	cmi	ADJ;INDF;MASC;SG	
minore	menor	minor	menor	N;INDF;FEM;PL	ADJ;SG
minore	menores	minor	menor	N;INDF;FEM;PL	ADJ;PL
castigat	ganados	castigat	ganado	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
castigat	ganó	castigat	ganar	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
castigat	gané	castigat	ganar	ADJ;INDF;MASC;SG	V;IND;SG;1;PST;FIN
castigat	gano	castigat	ganar	ADJ;INDF;MASC;SG	V;IND;SG;1;PRS;FIN
caracterizata	caracterizó	caracterizat	caracterizar	ADJ;DEF;FEM;SG	V;IND;SG;3;PST;FIN
caracterizata	caracterizados	caracterizat	caracterizado	ADJ;DEF;FEM;SG	ADJ;MASC;PL;V.PTCP
caracterizata	caracterizó	caracterizat	caracterizar	ADJ;DEF;FEM;SG	V;IND;SG;3;PST;FIN
caracterizata	caracterizados	caracterizat	caracterizado	ADJ;DEF;FEM;SG	ADJ;MASC;PL;V.PTCP
importante	importante	important	importante	ADJ;INDF;FEM;PL	ADJ;SG
der	der	der	der	N;INDF;MASC;SG	PROPN
aur	dorada	aur	dorado	N;INDF;MASC;SG	ADJ;FEM;SG;V.PTCP
aur	dorado	aur	dorado	N;INDF;MASC;SG	ADJ;MASC;SG;V.PTCP
luat	tomadas	lua	tomado	ADJ;INDF;MASC;SG	ADJ;FEM;PL;V.PTCP
luat	tomados	lua	tomar	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
murit	murieron	muri	morir	V;MASC;SG;V.PTCP	V;IND;PL;3;PST;FIN
germana	alemanes	germană	alemán	N;DEF;FEM;SG	N;MASC;PL
germana	alemana	germană	alemán	N;DEF;FEM;SG	ADJ;FEM;SG
germana	alemanes	germană	alemán	N;DEF;FEM;SG	N;MASC;PL
germana	alemana	germană	alemán	N;DEF;FEM;SG	ADJ;FEM;SG
pol	pol	pol	pol	N;INDF;MASC;SG	
lume	mundial	lume	mundial	N;INDF;FEM;SG	ADJ;SG
local	localmente	local	localmente	ADJ;INDF;MASC;SG	ADV
local	locales	local	local	ADJ;INDF;MASC;SG	ADJ;PL
fapt	hecho	fapt	hecho	N;INDF;MASC;SG	ADJ;MASC;SG;V.PTCP
anglia	inglaterra	anglie	inglaterra	PROPN	PROPN
politica	políticas	politică	política	N;DEF;FEM;SG	N;FEM;PL
politica	políticos	politică	político	N;DEF;FEM;SG	N;MASC;PL
politica	politicas	politică	politico	N;DEF;FEM;SG	N;FEM;PL
politica	políticas	politică	política	N;DEF;FEM;SG	N;FEM;PL
politica	políticas	politică	política	N;DEF;FEM;SG	N;FEM;PL
politica	políticos	politică	político	N;DEF;FEM;SG	N;MASC;PL
politica	politicas	politică	politico	N;DEF;FEM;SG	N;FEM;PL
politica	políticas	politică	política	N;DEF;FEM;SG	N;FEM;PL
devine	devine	deveni	devenir	V;IND;SG;3;PRS;FIN	N;SG
revista	revistas	revistă	revista	N;DEF;FEM;SG	N;FEM;PL
revista	revistas	revistă	revista	N;DEF;FEM;SG	N;FEM;PL
asta	que	acesta	que	PRO;FEM;SG;3	CONJ
vasile	vasile	vas	vasile	PROPN	N;SG
vasile	basil	vas	basil	PROPN	N;SG
vasile	basilio	vas	basilio	PROPN	N;MASC;SG
vasile	albahaca	vas	albahaca	PROPN	N;FEM;SG
profesor	profe	profesor	profe	N;INDF;MASC;SG	INTJ
cinci	five	cinci	fivir	NUM;PL	N
acolo	ahi	acolo	ahi	ADV	INTJ
lumea	mundial	lume	mundial	N;DEF;FEM;SG	ADJ;SG
situat	situados	situa	situado	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
david	jose	david	jose	PROPN	
david	david	david	david	PROPN	PROPN
vol	vol	vol	vol		PROPN
etnica	étnico	etnica	étnico	N;DEF;FEM;SG	ADJ;MASC;SG
etnica	etnias	etnica	etnia	N;DEF;FEM;SG	N;FEM;PL
etnica	étnicos	etnica	étnico	N;DEF;FEM;SG	ADJ;MASC;PL
etnica	étnicas	etnica	étnico	N;DEF;FEM;SG	ADJ;FEM;PL
etnica	étnica	etnica	étnico	N;DEF;FEM;SG	ADJ;FEM;SG
buna	buenas	bun	buen	ADJ;DEF;FEM;SG	ADJ;FEM;PL
buna	bien	bun	bien	ADJ;DEF;FEM;SG	ADV
buna	bueno	bun	buen	ADJ;DEF;FEM;SG	INTJ
buna	buenos	bun	buen	ADJ;DEF;FEM;SG	ADJ;MASC;PL
centru	centrar	centru	centrar	N;INDF;MASC;SG	V;NFIN
alt	alt	alt	alt	DET;MASC;SG;3	
austria	austria	austria	austria	PROPN	N;MASC;SG
contine	contenga	contin	contener	V;IND;SG;3;PRS;FIN	V;SBJV;SG;3;PRS;FIN
contine	contenga	contin	contener	V;IND;SG;3;PRS;FIN	V;SBJV;SG;3;PRS;FIN
contine	contenga	contin	contener	V;IND;SG;3;PRS;FIN	V;SBJV;SG;3;PRS;FIN
afeliu	afelio	afeliu	afelio		N;MASC;SG
initial	inicialmente	initial	inicialmente	ADJ;INDF;MASC;SG	ADV
initial	originalmente	initial	originalmente	ADJ;INDF;MASC;SG	ADV
initial	originariamente	initial	originariamente	ADJ;INDF;MASC;SG	ADV
initial	iniciales	initial	inicial	ADJ;INDF;MASC;SG	ADJ;PL
initial	inicialmente	initial	inicialmente	ADJ;INDF;MASC;SG	ADV
initial	originalmente	initial	originalmente	ADJ;INDF;MASC;SG	ADV
initial	originariamente	initial	originariamente	ADJ;INDF;MASC;SG	ADV
initial	inicialmente	initial	inicialmente	ADJ;INDF;MASC;SG	ADV
initial	originalmente	initial	originalmente	ADJ;INDF;MASC;SG	ADV
initial	originariamente	initial	originariamente	ADJ;INDF;MASC;SG	ADV
numeroase	numerosa	numeros	numeroso	ADJ;INDF;FEM;PL	ADJ;FEM;SG
numeroase	numeroso	numeros	numeroso	ADJ;INDF;FEM;PL	ADJ;MASC;SG
body	corporal	body	corporal	N;INDF;MASC;SG	ADJ;SG
body	carrocería	body	carrocería	N;INDF;MASC;SG	V;COND;SG;3;FIN
rusia	rusia	rusie	rusia	PROPN	N;FEM;SG
spune	say	spune	saber	V;IND;SG;3;PRS;FIN	PROPN
spune	dí	spune	dí	V;IND;SG;3;PRS;FIN	V;IND;SG;1;PST;FIN
spune	diga	spune	decir	V;IND;SG;3;PRS;FIN	V;IMP;SG;3;FIN
spune	di	spune	di	V;IND;SG;3;PRS;FIN	N
domeniul	dominios	domeniu	dominio	N;DEF;MASC;SG	N;MASC;PL
polonia	polonia	polonie	polonia	PROPN	PROPN
succes	exitos	succes	exito	N;INDF;MASC;SG	N;MASC;PL
succes	éxitos	succes	éxito	N;INDF;MASC;SG	N;MASC;PL
studii	estudio	studiu	estudio	N;INDF;FEM;PL	N;MASC;SG
studii	estudiar	studiu	estudiar	N;INDF;FEM;PL	V;NFIN
studii	estudia	studiu	estudiar	N;INDF;FEM;PL	V;IND;SG;3;PRS;FIN
inclusiv	incluyendo	inclusiv	incluir	ADV	V;V.MSDR
inclusiv	incluida	inclusiv	incluido	ADV	ADJ;FEM;SG;V.PTCP
inclusiv	incluido	inclusiv	incluido	ADV	ADJ;MASC;SG;V.PTCP
inclusiv	incluidos	inclusiv	incluido	ADV	ADJ;MASC;PL;V.PTCP
primar	primario	primar	primario	N;INDF;MASC;SG	ADJ;MASC;SG
primar	primarias	primar	primaria	N;INDF;MASC;SG	N;FEM;PL
primar	primarios	primar	primario	N;INDF;MASC;SG	ADJ;MASC;PL
francez	francés	francez	francés	ADJ;INDF;MASC;SG	N;MASC;SG
francez	francés	francez	francés	ADJ;INDF;MASC;SG	N;MASC;SG
francez	franceses	francez	francés	ADJ;INDF;MASC;SG	N;MASC;PL
privind	mirando	privind	mirar	ADP;ACC	V;V.MSDR
privind	viendo	privind	ver	ADP;ACC	V;V.MSDR
privind	observando	privind	observar	ADP;ACC	V;V.MSDR
jean	jean	jean	jean	PROPN	PROPN
incepe	start	incepe	start	V;IND;SG;3;PRS;FIN	N
incepe	inicio	incepe	inicio	V;IND;SG;3;PRS;FIN	N;MASC;SG
incepe	comienzo	incepe	comienzo	V;IND;SG;3;PRS;FIN	N;MASC;SG
ziua	day	zi	day	N;DEF;FEM;SG	
single	sencillo	single	sencillo	N;INDF;MASC;SG	ADJ;MASC;SG
urmat	seguí	urma	seguir	ADJ;INDF;MASC;SG	V;IND;SG;1;PST;FIN
urmat	siguió	urma	seguir	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
world	mundial	world	mundial	PROPN	ADJ;SG
world	mundo	world	mundo	PROPN	N;MASC;SG
world	world	world	world	PROPN	N
xix	xix	xix	xix		N;MASC;SG
international	internacionales	international	internacional	ADJ;INDF;MASC;SG	ADJ;PL
international	internacionales	international	internacional	ADJ;INDF;MASC;SG	ADJ;PL
international	internacionales	international	internacional	ADJ;INDF;MASC;SG	ADJ;PL
franceza	francesa	franceza	francés	N;DEF;FEM;SG	ADJ;FEM;SG
franceza	franceses	franceza	francés	N;DEF;FEM;SG	N;MASC;PL
franceza	francesa	franceza	francés	N;DEF;FEM;SG	ADJ;FEM;SG
franceza	franceses	franceza	francés	N;DEF;FEM;SG	N;MASC;PL
william	william	william	william	PROPN	PROPN
william	guillermo	william	guillermo	PROPN	N;MASC;SG
important	importante	important	importante	ADV	ADJ;SG
important	importantes	important	importante	ADV	ADJ;PL
familie	familiar	familie	familiar	N;INDF;FEM;SG	ADJ;SG
familie	familiares	familie	familiar	N;INDF;FEM;SG	N;MASC;PL
politic	políticamente	politic	políticamente	ADJ;INDF;MASC;SG	ADV
chisinau	chisinau	chisina	chisinau	V;IND;PL;3;IPFV;FIN	N;FEM;SG
chisinau	chisinau	chisina	chisinau	V;IND;PL;3;IPFV;FIN	N;FEM;SG
chisinau	chisinau	chisina	chisinau	V;IND;PL;3;IPFV;FIN	N;FEM;SG
tari	paises	tari	pais	ADJ;INDF;FEM;PL	N;MASC;PL
tari	países	tari	país	ADJ;INDF;FEM;PL	N;MASC;PL
tari	paises	tari	pais	ADJ;INDF;FEM;PL	N;MASC;PL
tari	países	tari	país	ADJ;INDF;FEM;PL	N;MASC;PL
lucrari	trabaja	lucrar	trabajar	N;INDF;FEM;PL	V;IND;SG;3;PRS;FIN
lucrari	funciona	lucrar	funcionar	N;INDF;FEM;PL	V;IND;SG;3;PRS;FIN
lucrari	trabaja	lucrar	trabajar	N;INDF;FEM;PL	V;IND;SG;3;PRS;FIN
lucrari	funciona	lucrar	funcionar	N;INDF;FEM;PL	V;IND;SG;3;PRS;FIN
publicat	publicados	publica	publicado	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
publicat	publicadas	publica	publicado	ADJ;INDF;MASC;SG	ADJ;FEM;PL;V.PTCP
mircea	mircea	mirce	mircea	PROPN	N;MASC;SG
considerat	considerados	considerat	considerado	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
considerat	consideradas	considerat	considerar	ADJ;INDF;MASC;SG	ADJ;FEM;PL;V.PTCP
politice	político	politic	político	ADJ;INDF;FEM;PL	ADJ;MASC;SG
sudul	sureña	sud	sureño	N;DEF;MASC;SG	ADJ;FEM;SG
sudul	meridional	sud	meridional	N;DEF;MASC;SG	ADJ;SG
sudul	sureño	sud	sureño	N;DEF;MASC;SG	ADJ;MASC;SG
mediu	medioambiente	mediu	medioambiente	ADJ;INDF;MASC;SG	N;MASC;SG
mediu	ambiente	mediu	ambiente	ADJ;INDF;MASC;SG	N;MASC;SG
mediu	entorno	mediu	entorno	ADJ;INDF;MASC;SG	N;MASC;SG
mediu	promedio	mediu	promedio	ADJ;INDF;MASC;SG	N;MASC;SG
