der	do	der	do	DET;NOM;DEF;MASC;SG	PROPN
text	de	Text	de		ADP
text	mensaxe	Text	mensaxe		N
text	mensaxes	Text	mensaxe		N
löschen	claro	löschen	claro	V;NFIN	ADJ
löschen	clara	löschen	claro	V;NFIN	ADJ
löschen	claras	löschen	claro	V;NFIN	ADJ
bekannt	coñecido	bekennen	coñecer	ADJ	V
bekannt	coñecidos	bekennen	coñecer	ADJ	V
bekannt	de	bekennen	de	ADJ	ADP
zurück	a	zurück	o	ADV	DET
zurück	volvo	zurück	volvo	ADV	V
zurück	regresar	zurück	regresar	ADV	V
zurück	volva	zurück	volva	ADV	V
zurück	cambio	zurück	cambio	ADV	N
zurück	volver	zurück	volver	ADV	V
zurück	retorno	zurück	retorno	ADV	N
zurück	volver	zurück	volver	ADV	V
zurück	volta	zurück	volta	ADV	N
allem	todo	alle	todo	PRO;DAT;INDF;NEUT;SG	DET
allem	o	alle	o	PRO;DAT;INDF;NEUT;SG	DET
wohl	que	wohl	que	ADV	PRO
friedrich	frederick	friedrich	frederick	PROPN;NOM;SG	PROPN
saison	de	saison	de	N;NOM;FEM;SG	ADP
art	escribir	art	escribir	N;NOM;FEM;SG	V
art	de	art	de	N;NOM;FEM;SG	ADP
art	como	art	como	N;NOM;FEM;SG	PRO
stand	estaba	stehen	estar	V;IND;SG;3;PST;FIN	V
stand	cando	stehen	cando	V;IND;SG;3;PST;FIN	PRO
stand	pé	stehen	pé	V;IND;SG;3;PST;FIN	N
diesen	estas	dies	este	PRO;ACC;MASC;SG	DET
diesen	estes	dies	este	PRO;ACC;MASC;SG	DET
würde	dignidade	werden	dignidade	V;SBJV;SG;3;PST;FIN	N
würde	que	werden	que	V;SBJV;SG;3;PST;FIN	PRO
politiker	política	politik	política	ADJ	N
politiker	a	politik	o	ADJ	DET
politiker	políticas	politik	política	ADJ	N
politiker	políticos	politik	político	ADJ	N
personen	a	Person	o	N;NOM;FEM;PL	DET
titel	título	titel	título		N
karl	charles	karlen	charles	PROPN;NOM;MASC;SG	N
karl	carlos	karlen	carlo	PROPN;NOM;MASC;SG	PROPN
karl	karl	karlen	karl	PROPN;NOM;MASC;SG	PROPN
gut	ben	gut	ben	ADJ	ADV
gut	moi	gut	moi	ADJ	ADV
gut	ben	gut	ben	ADJ	ADV
gut	bos	gut	bo	ADJ	N
gut	ben	gut	ben	ADJ	ADV
statt	vez	statt	vez	ADP	N
statt	lugar	statt	lugar	ADP	N
statt	no	statt	no	ADP	V
statt	canto	statt	canto	ADP	PRO
statt	diso	statt	diso	ADP	PRO
daher	a	daher	o	ADV	DET
daher	polo	daher	polo	ADV	N
daher	por	daher	por	ADV	ADP
daher	iso	daher	iso	ADV	PRO
nachdem	tras	nachdem	tras	CONJ	ADP
nachdem	de	nachdem	de	CONJ	ADP
nachdem	despois	nachdem	despois	CONJ	ADV
nachdem	logo	nachdem	logo	CONJ	ADV
familie	familiar	familie	familiar	N;NOM;FEM;SG	ADJ
weiter	seguir	weiter	seguir	ADV	V
weiter	continuar	weiter	continuar	ADV	V
weiter	continúan	weiter	continuar	ADV	V
weiter	continúe	weiter	continuír	ADV	V
weiter	continuaremos	weiter	continuar	ADV	V
weiter	continuou	weiter	continuar	ADV	V
name	se	Name	se	N;NOM;SG	CONJ
ganz	é	ganz	ser	ADV	V
behalten	mantelos	behalten	mantelo	V;NFIN	N
behalten	en	behalten	en	V;NFIN	ADP
behalten	a	behalten	o	V;NFIN	DET
außerdem	e	außerdem	e	ADV	CONJ
hans	hans	hans	haber	PROPN;NOM;MASC;SG	PROPN
johann	john	johann	jo	PROPN;NOM;MASC;SG	PROPN
bild	foto	bild	foto		N
bild	imaxe	bild	imaxe		N
bild	fotografía	bild	fotografía		N
bild	imaxe	bild	imaxe		N
bild	bild	bild	bild		PROPN
nichts	non	nichts	non	PRO;INDF	PART
denn	porque	denn	porque	CONJ	CONJ
denn	por	denn	por	CONJ	ADP
hrsg	ed	hrsg	ed	;SG	PROPN
peter	peter	peter	peter	PROPN;NOM;MASC;SG	V
peter	pedro	peter	pedro	PROPN;NOM;MASC;SG	N
kommt	se	kommen	se	V;IND;SG;3;PRS;FIN	CONJ
kommt	que	kommen	que	V;IND;SG;3;PRS;FIN	PRO
menschen	humanos	menschen	humano	N;NOM;PL	ADJ
menschen	os	menschen	o	N;NOM;PL	DET
menschen	humanos	menschen	humano	N;NOM;PL	ADJ
menschen	humana	menschen	humano	N;NOM;PL	ADJ
menschen	humano	menschen	humano	N;NOM;PL	ADJ
menschen	a	menschen	o	N;NOM;PL	DET
begann	a	beginnen	o	V;IND;SG;3;PST;FIN	DET
begann	a	beginnen	o	V;IND;SG;3;PST;FIN	DET
begann	a	beginnen	o	V;IND;SG;3;PST;FIN	DET
aufgrund	debido	aufgrund	deber	ADP	V
aufgrund	ao	aufgrund	ao	ADP	PROPN
aufgrund	cando	aufgrund	cando	ADP	PRO
aufgrund	a	aufgrund	o	ADP	DET
aufgrund	mor	aufgrund	mor	ADP	N
aufgrund	débeda	aufgrund	débeda	ADP	N
sei	ser	sein	ser	V;SBJV;SG;3;PRS;FIN	V
sei	estar	sein	estar	V;SBJV;SG;3;PRS;FIN	V
jahrhunderts	século	jahrhundert	século	ADV	N
jahrhunderts	xiii	jahrhundert	xiii	ADV	PROPN
fall	caso	fall	caso	ADV	N
fall	se	fall	se	ADV	CONJ
fall	caída	fall	caída	ADV	N
fall	outono	fall	outono	ADV	N
fall	caer	fall	caer	ADV	V
wilhelm	william	wilhelm	william	PROPN;NOM;MASC;SG	PROPN
englisch	inglés	englisch	inglés	ADJ	N
englisch	ingleses	englisch	inglese	ADJ	N
danach	e	danach	e	ADV	CONJ
danach	tras	danach	tras	ADV	ADP
danach	de	danach	de	ADV	ADP
fünf	cinco	fünf	cinco	NUM	N
könig	king	könig	king	N;NOM;SG	PROPN
könig	rei	könig	rei	N;NOM;SG	PROPN
könig	o	könig	o	N;NOM;SG	DET
welche	o	welch	o	PRO;NOM;SG	DET
mehrere	varios	mehrere	varios	PRO;NOM;INDF;PL	DET
mehrere	varias	mehrere	varios	PRO;NOM;INDF;PL	DET
form	figura	form	figurar	N;SG	V
meter	metros	meter	metro	ADV	N
schloss	o	schließen	o	V;SG	DET
schloss	castelo	schließen	castelo	V;SG	N
schloss	castelo	schließen	castelo	V;SG	N
gruppe	de	grappe	de	N;NOM;FEM;SG	ADP
finden	de	finden	de	V;NFIN	ADP
finden	que	finden	que	V;NFIN	PRO
finden	a	finden	o	V;NFIN	DET
genannt	se	nennen	se	V;V.PTCP	CONJ
genannt	nome	nennen	nome	V;V.PTCP	N
heinrich	henry	heinrich	henry	PROPN;NOM;MASC;SG	PROPN
heinrich	de	heinrich	de	PROPN;NOM;MASC;SG	ADP
letzten	o	letzt	o	ADJ;PL	DET
letzten	onte	letzt	onte	ADJ;PL	ADV
spielte	o	spielen	o	V;IND;SG;3;PST;FIN	DET
spielte	papel	spielen	papel	V;IND;SG;3;PST;FIN	N
john	john	john	jo	PROPN;NOM;MASC;SG	PROPN
könnte	podía	können	podía	V;SBJV;SG;3;PST;FIN	V
könnte	podería	können	poder	V;SBJV;SG;3;PST;FIN	V
könnte	podería	können	poder	V;SBJV;SG;3;PST;FIN	V
könnte	pode	können	poder	V;SBJV;SG;3;PST;FIN	V
könnte	que	können	que	V;SBJV;SG;3;PST;FIN	PRO
könnte	quizais	können	quizais	V;SBJV;SG;3;PST;FIN	ADV
weiteren	máis	weit	máis	ADJ;ACC;MASC;SG	ADV
weiteren	lonxe	weit	lonxe	ADJ;ACC;MASC;SG	ADV
ging	fun	gehen	ser	V;IND;SG;3;PST;FIN	PROPN
machen	a	machen	o	V;NFIN	DET
machen	de	machen	de	V;NFIN	ADP
machen	que	machen	que	V;NFIN	PRO
machen	que	machen	que	V;NFIN	PRO
gewann	non	gewinnen	non	V;IND;SG;3;PST;FIN	PART
beispiel	mostra	beispiel	mostra	ADV	N
beispiel	exemplo	beispiel	exemplo	ADV	N
beispiel	por	beispiel	por	ADV	ADP
beispiel	exemplos	beispiel	exemplo	ADV	N
usa	nos	usa	nos	PROPN;NOM;MASC;PL	PRO
usa	nós	usa	nós	PROPN;NOM;MASC;PL	ADV
usa	eua	usa	eua	PROPN;NOM;MASC;PL	PROPN
recht	leis	recht	lei	ADV	N
recht	lei	recht	lei	ADV	N
recht	a	recht	o	ADV	DET
zwar	que	zwar	que	ADV	PRO
zwar	non	zwar	non	ADV	PART
zwar	pero	zwar	pero	ADV	CONJ
zwar	malia	zwar	malia	ADV	CONJ
bin	son	sein	ser	V;IND;SG;2;PRS;FIN	V
bin	estou	sein	estar	V;IND;SG;2;PRS;FIN	V
york	york	york	york	PROPN;NOM;NEUT;SG	PROPN
york	iorque	york	iorque	PROPN;NOM;NEUT;SG	PROPN
paul	paul	paul	paul	PROPN;NOM;MASC;SG	PROPN
frage	pedir	frage	pedir	N;NOM;FEM;SG	V
frage	preguntar	frage	preguntar	N;NOM;FEM;SG	V
frage	pregunte	frage	pregunte	N;NOM;FEM;SG	V
insgesamt	total	insgesamt	total	ADV	N
insgesamt	de	insgesamt	de	ADV	ADP
insgesamt	xeral	insgesamt	xeral	ADV	ADJ
insgesamt	para	insgesamt	para	ADV	ADP
insgesamt	todo	insgesamt	todo	ADV	DET
gehörte	á	gehören	á	V;IND;SG;3;PST;FIN	N
eher	canto	eher	canto	ADV	PRO
eher	prefiro	eher	preferir	ADV	V
eher	canto	eher	canto	ADV	PRO
eher	tarde	eher	tarde	ADV	N
kurz	brevemente	kurz	brevementar	ADJ	ADV
kurz	pouco	kurz	pouco	ADJ	ADV
kurz	curtas	kurz	curto	ADJ	N
kurz	informe	kurz	informe	ADJ	N
unternehmen	as	unternehmen	o	N;NOM;NEUT;PL	DET
verwendet	antes	verwenden	antes	V;V.PTCP	ADV
straße	estradas	straß	estrada	ADJ	N
straße	camiños	straß	camiño	ADJ	N
straße	rúa	straß	rúa	ADJ	N
straße	street	straß	street	ADJ	PROPN
straße	rúas	straß	rúa	ADJ	N
straße	polas	straß	pola	ADJ	N
straße	rúa	straß	rúa	ADJ	N
straße	estrada	straß	estrada	ADJ	N
straße	camiño	straß	camiño	ADJ	N
rund	redondo	rund	redordo	ADV	N
rund	redondos	rund	redondo	ADV	N
rund	xira	rund	xira	ADV	N
rund	redor	rund	redor	ADV	N
rund	por	rund	por	ADV	ADP
einfach	simples	einfach	simple	ADV	ADJ
einfach	simple	einfach	simple	ADV	ADJ
einfach	sinxelo	einfach	sinxelo	ADV	ADJ
einfach	sinxela	einfach	sinxela	ADV	ADJ
einfach	que	einfach	que	ADV	PRO
einfach	sen	einfach	sen	ADV	ADP
einfach	de	einfach	de	ADV	ADP
einfach	sinxelo	einfach	sinxelo	ADV	ADJ
einfach	fácil	einfach	fácil	ADV	ADJ
einfach	doado	einfach	doado	ADV	ADJ
einfach	calma	einfach	calma	ADV	N
einfach	acouguen	einfach	acougar	ADV	PROPN
schließlich	co	schließlich	co	ADV	PROPN
schließlich	tempo	schließlich	tempo	ADV	N
schließlich	final	schließlich	final	ADV	N
schließlich	a	schließlich	o	ADV	DET
schließlich	fin	schließlich	fin	ADV	N
schließlich	por	schließlich	por	ADV	ADP
schließlich	final	schließlich	final	ADV	N
schließlich	ao	schließlich	ao	ADV	PROPN
frau	unha	frau	un	N;NOM;FEM;SG	DET
lassen	que	lassen	que	V;NFIN	PRO
land	país	land	país		N
land	terra	land	terra		N
land	país	land	país		N
land	terras	land	terra		N
hatten	que	haben	que	V;IND;PL;3;PST;FIN	PRO
trat	un	treten	un	V;IND;SG;3;PST;FIN	DET
trat	couce	treten	couce	V;IND;SG;3;PST;FIN	N
tod	a	tod	o		DET
tod	morte	tod	morte		N
tod	mortes	tod	morte		N
arbeit	traballar	arbeit	traballar	N;NOM;FEM;SG	V
macht	que	machen	que	V;IND;SG;3;PRS;FIN	PRO
macht	o	machen	o	V;IND;SG;3;PRS;FIN	DET
vielleicht	se	vielleicht	se	ADV	CONJ
vielleicht	se	vielleicht	se	ADV	CONJ
vielleicht	pode	vielleicht	poder	ADV	V
vielleicht	podería	vielleicht	poder	ADV	V
vielleicht	pode	vielleicht	poder	ADV	V
vielleicht	que	vielleicht	que	ADV	PRO
paris	parís	paris	parí	PROPN;NOM;NEUT;SG	PROPN
alles	todo	alle	todo	PRO;NOM;INDF;NEUT;SG	DET
alles	o	alle	o	PRO;NOM;INDF;NEUT;SG	DET
alles	todo	alle	todo	PRO;NOM;INDF;NEUT;SG	DET
alles	todos	alle	todo	PRO;NOM;INDF;NEUT;SG	DET
alles	todas	alle	todo	PRO;NOM;INDF;NEUT;SG	DET
alles	calquera	alle	calquera	PRO;NOM;INDF;NEUT;SG	DET
alles	cousa	alle	cousa	PRO;NOM;INDF;NEUT;SG	N
oft	frecuencia	oft	frecuencia	ADV	N
oft	a	oft	o	ADV	DET
oft	miúdo	oft	miúdo	ADV	N
oft	veces	oft	vez	ADV	N
landkreis	do	landkreis	do	N	PROPN
landkreis	o	landkreis	o	N	DET
landkreis	nado	landkreis	nacer	N	V
landkreis	fiscal	landkreis	fiscal	N	ADJ
landkreis	do	landkreis	do	N	PROPN
führte	á	führen	á	V;IND;SG;3;PST;FIN	N
bedeutung	relevancia	bedeutung	relevancia	ADJ	N
bedeutung	importancia	bedeutung	importancia	ADJ	N
bedeutung	significado	bedeutung	significado	ADJ	N
bedeutung	sentido	bedeutung	sentido	ADJ	N
bedeutung	que	bedeutung	que	ADJ	PRO
bedeutung	significa	bedeutung	significar	ADJ	V
bedeutung	explican	bedeutung	explicar	ADJ	V
bedeutung	o	bedeutung	o	ADJ	DET
gilt	se	gelten	se	V;IND;SG;3;PRS;FIN	CONJ
relevant	relevancia	relevant	relevancia	ADJ	N
bereich	sector	bereich	sector	ADV	N
bereich	de	bereich	de	ADV	ADP
bereich	rango	bereich	rango	ADV	N
bereich	cadea	bereich	cadea	ADV	N
bereich	montañosa	bereich	montañoso	ADV	ADJ
bereich	abano	bereich	abano	ADV	N
bereich	sección	bereich	sección	ADV	N
bereich	área	bereich	área	ADV	N
bereich	zona	bereich	zona	ADV	N
verein	clube	verein	clubar		N
verein	salvavidas	verein	salvavidas		N
verein	club	verein	club		N
verein	asociación	verein	asociación		N
anfang	a	anfang	o	N;ACC;MASC;SG	DET
anfang	comezar	anfang	comezar	N;ACC;MASC;SG	V
anfang	empezar	anfang	empezar	N;ACC;MASC;SG	V
anfang	cedo	anfang	cedo	N;ACC;MASC;SG	ADV
anfang	primeiras	anfang	primeiro	N;ACC;MASC;SG	ADJ
anfang	comezando	anfang	comezar	N;ACC;MASC;SG	V
anfang	empezando	anfang	empezar	N;ACC;MASC;SG	V
viel	moita	viel	moito	ADV	DET
viel	moreas	viel	morea	ADV	N
viel	moitas	viel	moito	ADV	DET
viel	moitos	viel	moito	ADV	DET
viel	canto	viel	canto	ADV	PRO
viel	grazas	viel	graza	ADV	N
viel	moita	viel	moito	ADV	DET
viel	moitos	viel	moito	ADV	DET
viel	moitas	viel	moito	ADV	DET
insbesondere	en	insbesondere	en	ADV	ADP
insbesondere	particular	insbesondere	particular	ADV	N
insbesondere	concreto	insbesondere	concreto	ADV	ADJ
insbesondere	neno	insbesondere	neno	ADV	N
insbesondere	sobre	insbesondere	sobre	ADV	ADP
insbesondere	todo	insbesondere	todo	ADV	DET
insbesondere	particular	insbesondere	particular	ADV	N
insbesondere	sobre	insbesondere	sobre	ADV	ADP
insbesondere	todo	insbesondere	todo	ADV	DET
quelle	fonte	quelle	fonte	ADJ;NOM;SG	N
quelle	orixe	quelle	orixe	ADJ;NOM;SG	N
quelle	de	quelle	de	ADJ;NOM;SG	ADP
michael	michael	michael	michael	PROPN;NOM;MASC;SG	PROPN
region	rexión	Region	rexión		N
region	do	Region	do		PROPN
region	sudeste	Region	sudeste		PROPN
fand	que	finden	que	V;IND;SG;3;PST;FIN	PRO
meist	adoita	meist	adoitar	ADV	V
meist	xeral	meist	xeral	ADV	ADJ
meist	adoitan	meist	adoitar	ADV	V
meist	a	meist	o	ADV	DET
meist	maioría	meist	maioría	ADV	N
meist	parte	meist	parte	ADV	N
meist	maioría	meist	maioría	ADV	N
meist	sobre	meist	sobre	ADV	ADP
meist	todo	meist	todo	ADV	DET
eigenen	propio	eigen	propio	ADJ;ACC;MASC;SG	DET
eigenen	propia	eigen	propio	ADJ;ACC;MASC;SG	DET
eigenen	seu	eigen	seu	ADJ;ACC;MASC;SG	DET
lang	moito	lang	moito	ADJ	ADV
lang	tempo	lang	tempo	ADJ	N
allen	allen	alle	allen	PRO;ACC;INDF;PL	PROPN
einmal	cando	einmal	cando	ADV	PRO
einmal	unha	einmal	un	ADV	DET
einmal	vez	einmal	vez	ADV	N
besonders	en	besonders	en	ADV	ADP
besonders	particular	besonders	particular	ADV	N
besonders	concreto	besonders	concreto	ADV	ADJ
besonders	neno	besonders	neno	ADV	N
besonders	sobre	besonders	sobre	ADV	ADP
besonders	todo	besonders	todo	ADV	DET
besonders	particular	besonders	particular	ADV	N
besonders	sobre	besonders	sobre	ADV	ADP
besonders	todo	besonders	todo	ADV	DET
deutsch	alemaña	deutsch	alemaña	ADJ	PROPN
deutsch	alemáns	deutsch	alemán	ADJ	N
deutsch	inglés	deutsch	inglés	ADJ	N
deutsch	ingleses	deutsch	inglese	ADJ	N
franz	francis	franz	francis	PROPN;NOM;MASC;SG	PROPN
lange	longo	lange	longo	ADV	ADJ
lange	longa	lange	longo	ADV	ADJ
lange	tempo	lange	tempo	ADV	N
gebiet	rexión	gebieten	rexión	ADJ	N
gebiet	do	gebieten	do	ADJ	PROPN
gebiet	sudeste	gebieten	sudeste	ADJ	PROPN
gebiet	territorio	gebieten	territorio	ADJ	N
gebiet	zona	gebieten	zona	ADJ	N
gebiet	área	gebieten	área	ADJ	N
gebiet	zona	gebieten	zona	ADJ	N
gesellschaft	sociedade	gesellschaft	sociedade	ADJ	N
gesellschaft	empresa	gesellschaft	empresa	ADJ	N
gesellschaft	compañía	gesellschaft	compañía	ADJ	N
folge	seguir	folge	seguir	N;NOM;FEM;SG	V
folge	seguen	folge	seguir	N;NOM;FEM;SG	V
folge	siga	folge	siga	N;NOM;FEM;SG	V
beide	tanto	beide	tanto	PRO;NOM;INDF;PL	ADV
beide	dúas	beide	dous	PRO;NOM;INDF;PL	N
beide	dous	beide	dous	PRO;NOM;INDF;PL	N
beide	os	beide	o	PRO;NOM;INDF;PL	DET
beide	ambos	beide	ambos	PRO;NOM;INDF;PL	DET
will	vai	wollen	ir	V;IND;SG;3;PRS;FIN	V
will	quere	wollen	querer	V;IND;SG;3;PRS;FIN	V
will	quero	wollen	quero	V;IND;SG;3;PRS;FIN	V
will	queremos	wollen	querer	V;IND;SG;3;PRS;FIN	V
will	quere	wollen	querer	V;IND;SG;3;PRS;FIN	V
will	queren	wollen	querer	V;IND;SG;3;PRS;FIN	V
will	queres	wollen	quere	V;IND;SG;3;PRS;FIN	V
georg	george	georgen	george	PROPN;NOM;MASC;SG	PROPN
georg	xurxo	georgen	xurxo	PROPN;NOM;MASC;SG	N
erhalten	recibir	erhalten	recibir	ADJ;V.PTCP	V
erhalten	recibín	erhalten	recibir	ADJ;V.PTCP	V
erhalten	recibiron	erhalten	recibir	ADJ;V.PTCP	V
erhalten	recibimos	erhalten	recibir	ADJ;V.PTCP	V
erhalten	recibiu	erhalten	recibir	ADJ;V.PTCP	V
einwohner	mundial	einwohner	mundial	N;NOM;MASC;PL	ADJ
innerhalb	interior	innerhalb	interior	ADV	ADJ
innerhalb	no	innerhalb	no	ADV	V
innerhalb	en	innerhalb	en	ADV	ADP
innerhalb	de	innerhalb	de	ADV	ADP
innerhalb	nos	innerhalb	nos	ADV	PRO
innerhalb	dun	innerhalb	dun	ADV	PROPN
führt	leads	führen	lear	V;IND;SG;3;PRS;FIN	PROPN
eigentlich	en	eigentlich	en	ADV	ADP
eigentlich	realidade	eigentlich	realidade	ADV	N
eigentlich	a	eigentlich	o	ADV	DET
eigentlich	de	eigentlich	de	ADV	ADP
eigentlich	feito	eigentlich	feito	ADV	N
london	londres	london	londres	PROPN;NOM;NEUT;SG	N
london	london	london	london	PROPN;NOM;NEUT;SG	PROPN
alten	antigo	alt	antigo	ADJ;NOM;MASC;PL	N
alten	antigos	alt	antigo	ADJ;NOM;MASC;PL	N
alten	anos	alt	ano	ADJ;NOM;MASC;PL	N
alten	vellos	alt	vello	ADJ;NOM;MASC;PL	N
alten	vello	alt	vello	ADJ;NOM;MASC;PL	N
alten	vella	alt	vella	ADJ;NOM;MASC;PL	N
vielen	moitos	viel	moito	ADJ;ACC;INDF;MASC;PL	DET
vielen	cantas	viel	canto	ADJ;ACC;INDF;MASC;PL	DET
vielen	moitas	viel	moito	ADJ;ACC;INDF;MASC;PL	DET
vielen	cantos	viel	canto	ADJ;ACC;INDF;MASC;PL	N
kinder	os	kinder	o	N;NOM;NEUT;PL	DET
kinder	cativos	kinder	cativo	N;NOM;NEUT;PL	ADJ
kinder	os	kinder	o	N;NOM;NEUT;PL	DET
kinder	cativos	kinder	cativo	N;NOM;NEUT;PL	ADJ
gerade	en	gerade	en	ADV	ADP
gerade	directo	gerade	directo	ADV	ADJ
gerade	dereito	gerade	dereito	ADV	N
gerade	de	gerade	de	ADV	ADP
weg	marchou	weg	marchar	ADV	V
weg	xeito	weg	xeito	ADV	N
weg	como	weg	como	ADV	PRO
weg	maneira	weg	maneira	ADV	N
weg	forma	weg	forma	ADV	N
weg	camiño	weg	camiño	ADV	N
weg	camiño	weg	camiño	ADV	N
weg	senda	weg	senda	ADV	N
weg	seu	weg	seu	ADV	DET
mitte	media	mitte	media	ADV	N
mitte	medio	mitte	medio	ADV	N
mitte	oriente	mitte	oriente	ADV	N
mitte	centro	mitte	centro	ADV	N
mitte	center	mitte	center	ADV	PROPN
mitte	de	mitte	de	ADV	ADP
mitte	centro	mitte	centro	ADV	N
mitte	cerne	mitte	cerne	ADV	N
regie	dirixida	Regie	dirixir	N;NOM;FEM;SG	V
sechs	seis	sechs	seis	NUM	N
album	ubicación	album	ubicación		N
verschiedenen	varias	verschieden	varios	ADJ;NOM;PL	DET
verschiedenen	varios	verschieden	varios	ADJ;NOM;PL	DET
verschiedenen	con	verschieden	con	ADJ;NOM;PL	ADP
folgenden	seguir	folgend	seguir	ADJ	V
folgenden	seguindo	folgend	seguir	ADJ	V
gebäude	construír	gebäude	construír	ADJ	V
gebäude	edificio	gebäude	edificio	ADJ	N
gebäude	construción	gebäude	construción	ADJ	N
gebäude	edificios	gebäude	edificio	ADJ	N
wenig	algo	wenig	algo	ADV	PRO
wenig	pequeno	wenig	pequeno	ADV	ADJ
wenig	pequena	wenig	pequeno	ADV	ADJ
kreis	círculo	kreis	círculo	ADV	N
kreis	do	kreis	do	ADV	PROPN
kreis	condado	kreis	condado	ADV	N
kreis	o	kreis	o	ADV	DET
kreis	nado	kreis	nacer	ADV	V
frankreich	francia	frankreich	francia	PROPN;NOM;SG	N
frankreich	franza	frankreich	franza	PROPN;NOM;SG	N
pro	ao	pro	ao	ADP	PROPN
pro	miligramos	pro	miligrar	ADP	V
pro	cada	pro	cada	ADP	DET
thomas	thomas	thomas	thoma	PROPN;NOM;MASC;SG	N
grund	razón	grund	razón	ADV	N
grund	motivo	grund	motivo	ADV	N
grund	pola	grund	pola	ADV	N
grund	que	grund	que	ADV	PRO
grund	porque	grund	porque	ADV	CONJ
grund	causa	grund	causa	ADV	N
grund	causar	grund	causar	ADV	V
möglich	sexa	möglich	ser	ADJ	V
möglich	posibilidade	möglich	posibilidade	ADJ	N
stehen	de	stehen	de	V;NFIN	ADP
stehen	pé	stehen	pé	V;NFIN	N
stehen	estaba	stehen	estar	V;NFIN	V
stehen	parados	stehen	parado	V;NFIN	N
stehen	pé	stehen	pé	V;NFIN	N
rolle	rol	roll	rol	N;NOM;FEM;SG	PROPN
rolle	dados	roll	dar	N;NOM;FEM;SG	V
rolle	o	roll	o	N;NOM;FEM;SG	DET
rolle	roll	roll	roll	N;NOM;FEM;SG	PROPN
damals	e	damals	e	ADV	CONJ
werk	traballar	werk	traballar	N;NOM;NEUT;SG	V
gewünscht	que	wünschen	que	V;V.PTCP	PRO
entwicklung	da	entwicklung	da	N;NOM;FEM;SG	V
entwicklung	de	entwicklung	de	N;NOM;FEM;SG	ADP
entwicklung	xapón	entwicklung	xapón	N;NOM;FEM;SG	PROPN
prozent	por	prozent	por	ADV	ADP
prozent	cento	prozent	cento	ADV	N
meine	meu	mein	meu	PRO;NOM;FEM;SG	DET
meine	miña	mein	meu	PRO;NOM;FEM;SG	DET
meine	o	mein	o	PRO;NOM;FEM;SG	DET
meine	a	mein	o	PRO;NOM;FEM;SG	DET
meine	meus	mein	meu	PRO;NOM;FEM;SG	DET
meine	miña	mein	meu	PRO;NOM;FEM;SG	DET
meine	meus	mein	meu	PRO;NOM;FEM;SG	DET
meine	meu	mein	meu	PRO;NOM;FEM;SG	DET
bau	construír	bau	construír	N;SG	V
zweite	segundo	zweit	segundo	ADJ;NOM;FEM;PL	ADP
benutzer	usuario	benutzer	usuario	ADJ	N
benutzer	de	benutzer	de	ADJ	ADP
maria	mary	maria	mary	PROPN;NOM;FEM;SG	PROPN
maria	maría	maria	maría	PROPN;NOM;FEM;SG	N
maria	maria	maria	maria	PROPN;NOM;FEM;SG	N
maria	maría	maria	maría	PROPN;NOM;FEM;SG	N
vater	papá	vater	papá	N;NOM;MASC;SG	PROPN
vater	os	vater	o	N;NOM;MASC;SG	DET
vater	papá	vater	papá	N;NOM;MASC;SG	PROPN
vater	o	vater	o	N;NOM;MASC;SG	DET
frauen	mulleres	frau	muller	V;NFIN	N
frauen	as	frau	o	V;NFIN	DET
frauen	esposas	frau	esposo	V;NFIN	N
frauen	súas	frau	seu	V;NFIN	DET
frauen	mulleres	frau	muller	V;NFIN	N
frauen	as	frau	o	V;NFIN	DET
buch	libro	bachen	libro	ADV	N
buch	os	bachen	o	ADV	DET
buch	libros	bachen	libro	ADV	N
provinz	provincia	provinz	provincia		N
provinz	do	provinz	do		PROPN
dir	que	dur	que		PRO
quellen	fontes	quell	fonte	V;NFIN	N
bleibt	a	bleiben	o	V;IND;SG;3;PRS;FIN	DET
bleibt	restos	bleiben	resto	V;IND;SG;3;PRS;FIN	N
kilometer	km	kilometer	km	ADJ	PROPN
kilometer	quilómetros	kilometer	quilómetros	ADJ	N
kilometer	millas	kilometer	milla	ADJ	N
kilometer	kilómetros	kilometer	kilómetro	ADJ	N
kilometer	a	kilometer	o	ADJ	DET
stunden	horas	stehen	hora	V;NFIN	N
stunden	hora	stehen	hora	V;NFIN	N
martin	martin	martin	martin	PROPN;NOM;MASC;SG	PROPN
ernst	en	ernst	en	PROPN	ADP
ernst	serio	ernst	serio	PROPN	N
ernst	ernest	ernst	ernest	PROPN	PROPN
ernst	serio	ernst	serio	PROPN	N
ernst	seria	ernst	seria	PROPN	ADJ
ernst	en	ernst	en	PROPN	ADP
ernst	grave	ernst	grave	PROPN	ADJ
schule	as	schule	o	N;NOM;FEM;SG	DET
schule	nas	schule	nas	N;NOM;FEM;SG	PROPN
ludwig	luis	ludwig	luis	PROPN;NOM;MASC;SG	PROPN
ludwig	louis	ludwig	loui	PROPN;NOM;MASC;SG	PROPN
jeder	ninguén	jed	ninguén	PRO;NOM;INDF;MASC;SG	ADV
jeder	calquera	jed	calquera	PRO;NOM;INDF;MASC;SG	DET
jeder	a	jed	o	PRO;NOM;INDF;MASC;SG	DET
jeder	todo	jed	todo	PRO;NOM;INDF;MASC;SG	DET
jeder	todos	jed	todo	PRO;NOM;INDF;MASC;SG	DET
jeder	mundo	jed	mundo	PRO;NOM;INDF;MASC;SG	N
jeder	o	jed	o	PRO;NOM;INDF;MASC;SG	DET
