den	the	den	the	PRO;DEF;MASC+FEM;SG	
stora	big	stor	big	ADJ;NOM;PL	N;INDF;SG
stora	stor	stor	stor	ADJ;NOM;PL	ADJ;INDF;SG
stora	stort	stor	stor	ADJ;NOM;PL	ADJ;INDF;NEUT;SG
stora	stora	stor	stor	ADJ;NOM;PL	N;DEF;FEM;SG
kinshasa	kinshasa	kinshasa	kinshas	PROPN;NOM	N;DEF;NEUT;SG
basen	base	bas	base	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
tre	three	tre	three	NUM;NOM	N
shift	skiftet	shift	skift	N;NOM;INDF;MASC+FEM;SG	N;DEF;NEUT;SG
algeriet	algerie	algeri	algerie	N;NOM;DEF;NEUT;SG	N;INDF;NEUT;SG
dessa	desse	denna	desse	PRO;DEF;PL	PRO;PL;3
dessa	disse	denna	disse	PRO;DEF;PL	N;INDF;NEUT;SG
dessa	de	denna	de	PRO;DEF;PL	PRO;HUM;NOM;PL;2
chile	chile	chile	chile	PROPN;NOM	N;INDF;MASC;SG
mer	fleire	mycket	mange	ADV;CMPR	ADJ;CMPR
mer	fler	mycket	fler	ADV;CMPR	N;INDF;NEUT;SG
mer	flere	mycket	flere	ADV;CMPR	
mer	mer	mycket	mer	ADV;CMPR	N;INDF;MASC;SG
mer	meir	mycket	mykje	ADV;CMPR	ADJ;CMPR
mer	mere	mycket	mere	ADV;CMPR	N;INDF;MASC;SG
kongo	kongo	kongo	kongo	PROPN;NOM	PROPN
öst	east	öst	eest	N	PROPN
von	von	von	von	PROPN;NOM	N;INDF;FEM;SG
släkte	oppdretter	släkte	oppdretter	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
sydlig	sørlige	sydlig	sørlig	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;PL
sydlig	southern	sydlig	southern	ADJ;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
sydlig	søndre	sydlig	søndre	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;CMPR
västlig	vest	västlig	vest	ADJ;NOM;INDF;MASC+FEM;SG	ADP
västlig	vestlige	västlig	vestlig	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;PL
västlig	western	västlig	western	ADJ;NOM;INDF;MASC+FEM;SG	N
blir	blitt	bli	bli	V;IND;PRS;FIN;ACT	ADJ;INDF;SG;V.PTCP
blir	bli	bli	bli	V;IND;PRS;FIN;ACT	V;IMP;FIN
sydvästra	southwestern	sydvästra	southwestern	ADJ;NOM;DEF;SG	N;INDF;MASC;SG
sydvästra	sørvest	sydvästra	sørvest	ADJ;NOM;DEF;SG	ADP
sydvästra	sydvest	sydvästra	sydvast	ADJ;NOM;DEF;SG	N;INDF;MASC;SG
tillsammans	sammen	tillsammans	sam	ADV	
tillsammans	together	tillsammans	together	ADV	N;INDF;MASC;SG
samhällen	samfunn	samhälle	samfunn	N;NOM;INDF;NEUT;PL	N;INDF;NEUT;SG
samhällen	samfunn	samhälle	samfunn	N;NOM;INDF;NEUT;PL	N;INDF;NEUT;SG
lite	lite	lite	lite	ADV	ADJ;INDF;NEUT;SG
republiken	republikk	republik	republikk	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
öppet	åpenlyst	öppen	åpenlyse	ADV	N;INDF;MASC;SG
öppet	åpne	öppen	åpne	ADV	ADJ;PL
öppet	åpen	öppen	åpen	ADV	N;INDF;MASC;SG
öppet	åpent	öppen	åpent	ADV	ADJ;INDF;NEUT;SG
öppet	open	öppen	open	ADV	ADJ;INDF;MASC;SG
öppet	gjennomsiktig	öppen	gjennomsiktig	ADV	ADJ;INDF;NEUT;SG
delstat	staten	delstad	stat	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
delstat	delstater	delstad	delstater	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;PL
delstat	state	delstad	state	N;NOM;INDF;MASC+FEM;SG	PROPN
innan	before	innan	brfor	CONJ	N;INDF;NEUT;SG
innan	før	innan	før	CONJ	ADP
fram	front	fram	front	ADV	N;INDF;MASC;SG
fram	foran	fram	foran	ADV	N;INDF;MASC;SG
canberra	canberra	canberra	canberr	PROPN;NOM	N;INDF;MASC;SG
mål	målsettingene	mål	målsetting	N;NOM;INDF;NEUT;SG	N;DEF;FEM;PL
mål	målsettinger	mål	målsettinger	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
mål	målene	mål	mål	N;NOM;INDF;NEUT;SG	N;DEF;FEM;PL
län	provinsen	län	provins	N;NOM;INDF;NEUT;SG	N;DEF;MASC;SG
bosnien	bosnia	bosnie	bosni	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
afghanistan	afghanistan	afghanistan	afghanistan	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
john	john	john	john	PROPN;NOM	N;INDF;MASC;SG
nordöstra	northeastern	nordöstra	northeastern	ADJ;NOM;DEF;SG	N;INDF;NEUT;SG
nordöstra	nordøst	nordöstra	nordøs	ADJ;NOM;DEF;SG	N;INDF;NEUT;SG
bara	only	bara	only	ADV	
bara	kun	bara	kun	ADV	N;INDF;NEUT;SG
bara	just	bara	just	ADV	N;INDF;MASC;SG
ska	skulle	skola	skulle	V;IND;PRS;FIN;ACT	V;IND;PST;FIN
ska	bør	skola	burde	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
ska	burde	skola	burde	V;IND;PRS;FIN;ACT	V;IND;PST;FIN
ska	ska	skola	sku	V;IND;PRS;FIN;ACT	N;INDF;MASC;SG
ontario	ontario	ontario	ontario	PROPN;NOM	N;INDF;MASC;SG
plats	sted	plats	stå	N;NOM;INDF;MASC+FEM;SG	
plats	beliggenhet	plats	beliggenhet	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
plats	sted	plats	stå	N;NOM;INDF;MASC+FEM;SG	
carl	karl	carl	karl	PROPN;NOM	N;MASC
carl	carl	carl	carl	PROPN;NOM	N;INDF;MASC;SG
land	landet	land	land	N;NOM;INDF;NEUT;SG	N;DEF;NEUT;SG
dess	dets	den	det	PRO;DEF	N;INDF;NEUT;SG
dess	its	den	its	PRO;DEF	
amerikansk	amerikaner	amerikansk	amerikan	ADJ;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;PL
amerikansk	amerikanske	amerikansk	amerikansk	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;PL
amerikansk	american	amerikansk	american	ADJ;NOM;INDF;MASC+FEM;SG	N
helsingfors	helsingfors	helsingfors	helsingfors	PROPN;NOM	N;INDF;FEM;SG
helsingfors	helsinki	helsingfors	helsinki	PROPN;NOM	N;INDF;MASC;SG
ofta	ofte	ofta	ofte	ADV	ADJ
ofta	ofte	ofta	ofte	ADV	ADJ
tog	avla	ta	avle	V;IND;PST;FIN;ACT	ADJ;INDF;NEUT;SG;V.PTCP
några	some	någon	some	DET;INDF;PL	N
några	noen	någon	noen	DET;INDF;PL	
några	enkelte	någon	enkelt	DET;INDF;PL	ADJ;PL
kommer	will	komma	will	V;IND;PRS;FIN;ACT	N;INDF;SG
kommer	come	komma	come	V;IND;PRS;FIN;ACT	N;INDF;MASC;SG
kommer	kom	komma	kome	V;IND;PRS;FIN;ACT	V;IMP;PST;FIN
kommer	kommer	komma	kommer	V;IND;PRS;FIN;ACT	
kommer	coming	komma	coming	V;IND;PRS;FIN;ACT	N
någon	anyone	någon	anyon	PRO;INDF;MASC+FEM;SG	N;INDF;SG
någon	noen	någon	noen	PRO;INDF;MASC+FEM;SG	
någon	nokon	någon	nokon	PRO;INDF;MASC+FEM;SG	PRO;MASC;PL;3
någon	noen	någon	noen	PRO;INDF;MASC+FEM;SG	
någon	noen	någon	noen	PRO;INDF;MASC+FEM;SG	
någon	any	någon	any	PRO;INDF;MASC+FEM;SG	N;SG
något	litt	någon	litt	PRO;INDF;NEUT;SG	ADJ;INDF;NEUT;SG
något	ganske	någon	ganske	PRO;INDF;NEUT;SG	ADV
något	nokså	någon	nokså	PRO;INDF;NEUT;SG	ADV
något	noe	någon	noe	PRO;INDF;NEUT;SG	
något	litt	någon	litt	PRO;INDF;NEUT;SG	ADJ;INDF;NEUT;SG
något	noe	någon	noe	PRO;INDF;NEUT;SG	
något	something	någon	something	PRO;INDF;NEUT;SG	N;INDF;FEM;SG
något	noko	någon	noko	PRO;INDF;NEUT;SG	PRO;NEUT;SG;3
gjorde	did	göra	did	V;IND;PST;FIN;ACT	
san	san	san	san	PROPN;NOM	PROPN
stor	large	stor	larg	ADJ;NOM;INDF;MASC+FEM;SG	N
stor	big	stor	big	ADJ;NOM;INDF;MASC+FEM;SG	N;INDF;SG
stor	store	stor	stor	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;PL
ingen	ingen	ingen	ingen	PRO;INDF;MASC+FEM;SG	PRO;PL;3;NEG
ingen	nobody	ingen	nobody	PRO;INDF;MASC+FEM;SG	N;INDF;SG
ingen	ingen	ingen	ingen	PRO;INDF;MASC+FEM;SG	PRO;PL;3;NEG
staden	town	stad	town	N;NOM;DEF;MASC+FEM;SG	PROPN
staden	by	stad	by	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
staden	poststed	stad	poststed	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
staden	by	stad	by	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
kallt	kulde	kallt	kulde	ADJ;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
kallt	forkjølelse	kallt	forkjølelse	ADJ;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
varit	vært	vara	vært	V;V.CVB;ACT	V;V.PTCP
får	sauer	få	sau	V;IND;PRS;FIN;ACT	N;INDF;MASC;PL
får	sau	få	sau	V;IND;PRS;FIN;ACT	N;INDF;MASC;SG
naturlig	naturlige	naturlig	naturlig	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;PL
naturlig	naturtalent	naturlig	naturtalent	ADJ;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
mest	most	mycket	most	ADV;RL	N;INDF;FEM;SG
mest	meste	mycket	mykje	ADV;RL	ADJ;DEF;RL
mest	mest	mycket	mykje	ADV;RL	ADJ;INDF;RL
mest	hovedsakelig	mycket	hovedsakelig	ADV;RL	N;INDF;FEM;SG
mest	mest	mycket	mykje	ADV;RL	ADJ;INDF;RL
webbplats	nettstedet	pebbplats	nettsted	N;NOM;INDF;MASC+FEM;SG	N;DEF;NEUT;SG
webbplats	nettstedet	pebbplats	nettsted	N;NOM;INDF;MASC+FEM;SG	N;DEF;NEUT;SG
ger	giving	ge	giving	V;IND;PRS;FIN;ACT	N;INDF;MASC;SG
ger	ger	ge	gjere	V;IND;PRS;FIN;ACT	N;INDF;MASC;SG
mosaik	mosaikk	mosaik	mosaikk	ADJ;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
team	lagene	team	lage	N;NOM;INDF;NEUT;SG	N;DEF;FEM;PL
team	laget	team	lag	N;NOM;INDF;NEUT;SG	N;DEF;NEUT;SG
började	started	börja	started	V;IND;PST;FIN;ACT	N;INDF;MASC;SG
började	begynt	börja	begynne	V;IND;PST;FIN;ACT	ADJ;INDF;NEUT;SG;V.PTCP
började	startet	börja	start	V;IND;PST;FIN;ACT	N;DEF;NEUT;SG
började	starta	börja	starte	V;IND;PST;FIN;ACT	ADJ;INDF;SG;V.PTCP
hela	leges	hel	leges	ADJ;NOM;DEF;SG	N;INDF;MASC;SG
hela	helbred	hel	helbred	ADJ;NOM;DEF;SG	N;INDF;MASC;SG
hela	helhet	hel	helh	ADJ;NOM;DEF;SG	N;INDF;SG
hela	hel	hel	hel	ADJ;NOM;DEF;SG	N
hela	whole	hel	whole	ADJ;NOM;DEF;SG	N
gör	gjør	göra	gjør	V;IMP;FIN;ACT	
gör	make	göra	make	V;IMP;FIN;ACT	N;INDF;MASC;SG
gör	gjøre	göra	gjøre	V;IMP;FIN;ACT	
honom	ham	han	ham	PRO;ACC;DEF;MASC+FEM;SG	N;INDF;MASC;SG
honom	him	han	him	PRO;ACC;DEF;MASC+FEM;SG	N
gick	vandret	gå	vandre	V;IND;PST;FIN;ACT	N;DEF;NEUT;SG
kyrka	kirken	kyrka	kirk	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
nordvästra	northwestern	nordvästra	northwestern	ADJ;NOM;DEF;SG	N;INDF;MASC;SG
nordvästra	nordvest	nordvästra	nordvest	ADJ;NOM;DEF;SG	ADP
angola	angolas	angola	angol	PROPN;NOM	N;INDF;MASC;SG
angola	angola	angola	angol	PROPN;NOM	N;INDF;NEUT;SG
vad	hva	vad	hva	PRO;INDF;NEUT;SG	N;INDF;NEUT;SG
columbia	columbia	columbia	columbi	PROPN;NOM	PROPN
tyskland	tyskland	tyskland	tyskland	PROPN;NOM	PROPN
distrikt	distrikter	distrikt	distrikt	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
distrikt	distriktet	distrikt	distrikt	N;NOM;INDF;NEUT;SG	N;DEF;NEUT;SG
fyra	four	fyra	four	NUM;NOM	N
fyra	fyra	fyra	fyre	NUM;NOM	N;DEF;NEUT;PL
quebrada	quebrada	kuebrad	quebrad	V;FIN;ACT	N;DEF;NEUT;PL
eftersom	because	eftersom	because	CONJ	N;INDF;SG
mexiko	mexico	mexiko	mexico	PROPN;NOM	PROPN
london	london	london	london	PROPN;NOM	N;INDF;MASC;SG
används	brukt	använda	bruke	V;IND;PRS;FIN;PASS	ADJ;INDF;NEUT;SG;V.PTCP
används	brukes	använda	brukes	V;IND;PRS;FIN;PASS	
används	brukte	använda	bruke	V;IND;PRS;FIN;PASS	ADJ;PL;V.PTCP
början	begynner	början	begynne	N;NOM;DEF;MASC+FEM;SG	V;IND;PRS;FIN
början	begynnelse	början	begynnelse	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
vann	vinnes	vann	vinnas	V;IND;PST;FIN;ACT	N;INDF;NEUT;SG
vann	vunnet	vann	vunn	V;IND;PST;FIN;ACT	N;DEF;NEUT;SG
vann	won	vann	won	V;IND;PST;FIN;ACT	N
vann	vant	vann	venje	V;IND;PST;FIN;ACT	N;INDF;MASC;SG
går	ryker	gå	ryke	V;IND;PRS;FIN;ACT	N;INDF;MASC;SG
går	goes	gå	goes	V;IND;PRS;FIN;ACT	N
hur	hvordan	hur	hvordan	ADV	N;INDF;MASC;SG
hur	how	hur	how	ADV	N;INDF;SG
barn	kids	barn	kids	N;NOM;INDF;NEUT;PL	N;INDF;MASC;SG
barn	kidsa	barn	kidse	N;NOM;INDF;NEUT;PL	N;INDF;MASC;SG
barn	unger	barn	unger	N;NOM;INDF;NEUT;PL	N;INDF;MASC;SG
barn	barnet	barn	barn	N;NOM;INDF;NEUT;PL	N;DEF;NEUT;SG
ekonomiska	økonomisk	ekonomisk	økonomisk	ADJ;NOM;PL	ADJ;INDF;NEUT;SG
dem	them	de	them	PRO;ACC;DEF;PL	
dem	dem	de	dem	PRO;ACC;DEF;PL	
både	begge	både	begge	CONJ	PRO;PL;3
övrigt	andre	övrigt	annan	ADJ;NOM;INDF;NEUT;SG	DET;PL
övrigt	annet	övrigt	annet	ADJ;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
övrigt	annen	övrigt	annen	ADJ;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
övrigt	diverse	övrigt	diverse	ADJ;NOM;INDF;NEUT;SG	ADJ;PL
artikel	artikkelen	artikel	artikkel	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
england	england	england	england	PROPN;NOM	N;INDF;NEUT;SG
hennes	hennes	hon	hennes	PRO;DEF	N;INDF;MASC;SG
hennes	hennes	hon	hennes	PRO;DEF	N;INDF;MASC;SG
mountain	fjellet	mountai	fjell	N;NOM;INDF;MASC+FEM;SG	N;DEF;NEUT;SG
grekland	hellas	grekland	hellas	PROPN;NOM	PROPN
deras	deres	de	deres	PRO;DEF	N;INDF;MASC;SG
deras	deres	de	deres	PRO;DEF	N;INDF;MASC;SG
deras	dems	de	dems	PRO;DEF	N;INDF;MASC;SG
distriktet	distrikt	distrikt	distrikt	N;NOM;DEF;NEUT;SG	N;INDF;NEUT;SG
dam	demningen	dam	demning	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
dam	damen	dam	dame	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
karl	charles	karl	charlas	PROPN;NOM	N;INDF;MASC;SG
karl	karl	karl	karl	PROPN;NOM	N;MASC
idag	today	idag	today	ADV	N;INDF;MASC;SG
idag	idag	idag	idag	ADV	N;INDF;MASC;SG
skådespelare	aktører	skådespelare	aktører	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;PL
skådespelare	skuespillere	skådespelare	skuespillere	N;NOM;INDF;MASC+FEM;SG	V;NFIN
personer	mennesker	person	menneske	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;SG
fanns	eksistert	finnas	eksistere	V;IND;PST;FIN	ADJ;INDF;NEUT;SG;V.PTCP
fanns	fantes	finnas	fantes	V;IND;PST;FIN	N;INDF;NEUT;SG
spelade	spilt	spela	spile	V;IND;PST;FIN;ACT	N;INDF;NEUT;SG
bli	blitt	bli	bli	V;IMP;FIN;ACT	ADJ;INDF;SG;V.PTCP
endast	only	endast	only	ADV	
endast	kun	endast	kun	ADV	N;INDF;NEUT;SG
danmark	denmark	danmark	denmark	PROPN;NOM	N;INDF;MASC;SG
danmark	danmark	danmark	danmark	PROPN;NOM	N;INDF;MASC;SG
österrike	østerrike	österrike	østerrik	PROPN;NOM	N;INDF;NEUT;SG
river	elven	riva	elven	N;NOM;INDF;NEUT;SG	
helt	helt	helt	helt	ADV	N;INDF;MASC;SG
helt	fullstendig	helt	fullstendig	ADV	ADJ;INDF;NEUT;SG
helt	totalt	helt	total	ADV	ADJ;INDF;NEUT;SG
helt	helt	helt	helt	ADV	N;INDF;MASC;SG
helt	fullstendig	helt	fullstendig	ADV	ADJ;INDF;NEUT;SG
jean	jean	jean	jean	PROPN;NOM	N;INDF;MASC;SG
cirka	circa	cirka	circa	ADV	N
före	before	före	brfor	ADP	N;INDF;NEUT;SG
william	william	william	william	PROPN;NOM	N;INDF;MASC;SG
känd	kjente	känd	kjent	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;PL
känd	berømte	känd	berømt	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;PL
departement	avdeling	departement	avdeling	N;NOM;INDF;NEUT;PL	N;INDF;FEM;SG
departement	department	departement	department	N;NOM;INDF;NEUT;PL	N;INDF;NEUT;SG
departement	departement	departement	departement	N;NOM;INDF;NEUT;PL	N;INDF;NEUT;SG
departement	departementene	departement	departement	N;NOM;INDF;NEUT;PL	N;DEF;FEM;PL
departement	departement	departement	departement	N;NOM;INDF;NEUT;PL	N;INDF;NEUT;SG
departement	departementet	departement	departement	N;NOM;INDF;NEUT;PL	N;DEF;NEUT;SG
departement	ministry	departement	ministry	N;NOM;INDF;NEUT;PL	N;INDF;MASC;SG
aïn	aïn	aïn	aïn	N;NOM;INDF;MASC+FEM;SG	PROPN
vill	lyst	vilja	lyst	V;IND;PRS;FIN;ACT	N;INDF;NEUT;SG
vill	want	vilja	want	V;IND;PRS;FIN;ACT	N
författare	forfattere	författare	forfattere	N;NOM;INDF;MASC+FEM;PL	V;NFIN
författare	forfatter	författare	forfatter	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;SG
författare	skribent	författare	skribent	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;SG
författare	forfattere	författare	forfattere	N;NOM;INDF;MASC+FEM;PL	V;NFIN
författare	forfatter	författare	forfatter	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;SG
wikipedia	wikipedia	pikipedi	wikipedia	N;NOM;INDF;MASC+FEM;SG	N;DEF;NEUT;SG
los	los	los	los	PROPN;NOM	N
vissa	viss	vissa	viss	PRO;INDF;PL	ADJ;INDF;SG
vissa	some	vissa	some	PRO;INDF;PL	N
vissa	noen	vissa	noen	PRO;INDF;PL	
vissa	enkelte	vissa	enkelt	PRO;INDF;PL	ADJ;PL
äldre	elder	gammal	eld	ADJ;NOM;CMPR	N;INDF;FEM;PL
gamla	gammelt	gammal	gammel	ADJ;NOM;PL	ADJ;INDF;NEUT;SG
gamla	old	gammal	old	ADJ;NOM;PL	
gamla	gammel	gammal	gammel	ADJ;NOM;PL	N;INDF;MASC;SG
gamla	gammal	gammal	gammal	ADJ;NOM;PL	ADJ;INDF;SG
allt	everything	all	everything	PRO;INDF;NEUT;SG	N;INDF;FEM;SG
allt	allting	all	allting	PRO;INDF;NEUT;SG	N;INDF;FEM;SG
allt	alle	all	alle	PRO;INDF;NEUT;SG	PRO;PL;3
allt	all	all	all	PRO;INDF;NEUT;SG	DET;MASC;SG
lag	laget	lag	lag	N;NOM;INDF;MASC+FEM;SG	N;DEF;NEUT;SG
lag	loven	lag	lov	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
lag	lagene	lag	lage	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;PL
johan	john	joha	john	PROPN;NOM	N;INDF;MASC;SG
johan	johan	joha	johan	PROPN;NOM	N;MASC
innebär	means	innebära	means	V;IND;PRS;FIN;ACT	N
innebär	middel	innebära	middel	V;IND;PRS;FIN;ACT	N;INDF;NEUT;SG
vidare	ytterligere	vidare	ytterligere	ADV;CMPR	N;INDF;FEM;SG
vidare	lenger	vidare	lenge	ADV;CMPR	ADJ;CMPR
vidare	lengre	vidare	lang	ADV;CMPR	ADJ;CMPR
vidare	videre	vidare	videre	ADV;CMPR	
kyrkan	kirka	kyrka	kirk	N;NOM;DEF;MASC+FEM;SG	N;INDF;FEM;SG
kyrkan	kirke	kyrka	kirke	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
punta	punta	punta	punte	N;NOM;INDF;NEUT;SG	N;DEF;FEM;SG
eet	eet	en	ein	PROPN;NOM	N;INDF;NEUT;SG
iucn	iucn	iucn	iucn	N;NOM;DEF;MASC+FEM;SG	N;INDF;SG
kullar	åser	kulla	ås	N;NOM;INDF;MASC+FEM;PL	N;INDF;NEUT;SG
kullar	hills	kulla	hills	N;NOM;INDF;MASC+FEM;PL	N;INDF;SG
black	svarte	black	svart	N;NOM;INDF;MASC+FEM;SG	ADJ;PL
black	svart	black	svart	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
asien	asia	asie	asia	PROPN;NOM	N;INDF;NEUT;SG
varje	every	varje	every	DET;INDF;SG	N
varje	hver	varje	hver	DET;INDF;SG	
varje	hvert	varje	hvert	DET;INDF;SG	
varje	hver	varje	hver	DET;INDF;SG	
varje	hvert	varje	hvert	DET;INDF;SG	
bild	bildet	bild	bilde	N;NOM;INDF;MASC+FEM;SG	N;DEF;NEUT;SG
bild	bildet	bild	bilde	N;NOM;INDF;MASC+FEM;SG	N;DEF;NEUT;SG
vik	folder	vik	folde	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;PL
vik	vik	vik	vike	N;NOM;INDF;MASC+FEM;SG	PROPN
politiker	politikk	politik	politikk	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;SG
politiker	politikere	politik	politikere	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;SG
politiker	politikerne	politik	politikern	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;SG
politiker	politiker	politik	politiker	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;SG
göra	make	göra	make	V;IMP;FIN;ACT	N;INDF;MASC;SG
göra	gjøre	göra	gjøre	V;IMP;FIN;ACT	
left	venstresiden	lefa	venstreside	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
left	forlatt	lefa	forlatt	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG;V.PTCP
band	båndene	band	bånde	N;NOM;INDF;NEUT;SG	N;DEF;FEM;PL
rio	rio	rio	rio	N;NOM;INDF;NEUT;SG	PROPN
söderut	syd	söderut	syd	ADV	N;INDF;MASC;SG
söderut	syden	söderut	syde	ADV	N;DEF;MASC;SG
söderut	sør	söderut	sør	ADV	ADP
söderut	south	söderut	south	ADV	PROPN
sista	siste	sista	sist	ADJ;NOM;DEF;RL	ADJ;DEF;SG
sista	sist	sista	sist	ADJ;NOM;DEF;RL	ADV
sista	finale	sista	finale	ADJ;NOM;DEF;RL	N;INDF;MASC;SG
sista	final	sista	final	ADJ;NOM;DEF;RL	N;INDF;MASC;SG
sista	siste	sista	sist	ADJ;NOM;DEF;RL	ADJ;DEF;SG
inåt	innover	inåt	innover	ADV	ADP
inåt	innover	inåt	innover	ADV	ADP
george	george	george	george	PROPN;NOM	N;INDF;MASC;SG
george	georg	george	georg	PROPN;NOM	N;INDF;MASC;SG
delar	deling	del	deling	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;SG
delar	delene	del	del	N;NOM;INDF;MASC+FEM;PL	N;DEF;FEM;PL
delar	aksje	del	aksje	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;SG
delar	aksjer	del	aksjer	N;NOM;INDF;MASC+FEM;PL	N;INDF;NEUT;SG
auto	automatisk	auto	automatisk	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
hett	hot	hett	hot	ADJ;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
norrut	nordover	norrut	nordov	ADV	ADP
norrut	north	norrut	north	ADV	PROPN
norrut	nord	norrut	nord	ADV	ADP
själv	self	själv	selfef	ADJ;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
själv	seg	själv	seg	ADJ;NOM;INDF;MASC+FEM;SG	PRO;ACC;SG
själv	myself	själv	myself	ADJ;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
åren	ar	år	ar	N;NOM;DEF;NEUT;PL	N;INDF;MASC;SG
åren	årevis	år	årevis	N;NOM;DEF;NEUT;PL	ADV
åren	år	år	år	N;NOM;DEF;NEUT;PL	N;INDF;NEUT;SG
höjd	høyden	höja	høyd	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	N;DEF;MASC;SG
höjd	høyde	höja	høyde	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	N;INDF;MASC;SG
höjd	høyden	höja	høyd	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	N;DEF;MASC;SG
höjd	høyde	höja	høyde	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	N;INDF;MASC;SG
säsongen	sesong	säsong	sesong	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
säsongen	årstid	säsong	årstid	N;NOM;DEF;MASC+FEM;SG	N;INDF;FEM;SG
poäng	punkter	poäng	punkter	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
poäng	scorer	poäng	score	N;NOM;INDF;NEUT;SG	N;INDF;MASC;PL
poäng	skårer	poäng	skåre	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
poäng	poengsummer	poäng	poengsummer	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
istället	isteden	istället	isted	ADV	N;INDF;MASC;SG
istället	istedet	istället	isted	ADV	N;DEF;NEUT;SG
istället	istedenfor	istället	istedenfor	ADV	N;INDF;MASC;SG
peking	beijing	peking	beijing	PROPN;NOM	N;INDF;FEM;SG
peking	beijing	peking	beijing	PROPN;NOM	N;INDF;FEM;SG
peking	peking	peking	peking	PROPN;NOM	N;INDF;FEM;SG
sätt	måter	sätt	måte	N;NOM;INDF;NEUT;SG	N;INDF;MASC;PL
egypten	egypt	egypt	egypt	PROPN;NOM	N;INDF;MASC;SG
stad	town	stad	town	N;NOM;INDF;MASC+FEM;SG	PROPN
