que	że	que	że	PRO;MASC;SG	PART
geral	ogólne	geral	ogólny	N;MASC;SG	ADJ;NOM;NEUT;SG
meio	środek	meio	środek	ADV	N;NOM;MASC;SG
meio	środkowy	meio	środkowy	ADV	ADJ;NOM;MASC;SG
meio	środkowa	meio	środkowy	ADV	ADJ;NOM;FEM;SG
meio	średnio	meio	średnio	ADV	
meio	średnie	meio	średnie	ADV	
meio	średni	meio	średnia	ADV	ADJ;NOM;MASC;SG
meio	średnia	meio	średnia	ADV	N;NOM;FEM;SG
meio	pół	meio	pół	ADV	
meio	połowa	meio	połowy	ADV	
style	style	style	style	N;MASC;SG	
fim	end	fim	end	N;MASC;SG	
carlos	karol	carlo	karol	N;MASC;SG	PROPN;NOM;MASC;SG
carlos	charles	carlo	charles	N;MASC;SG	PROPN;NOM;MASC;SG
carlos	karola	carlo	karol	N;MASC;SG	
carlos	carla	carlo	carlać	N;MASC;SG	
carlos	carl	carlo	carla	N;MASC;SG	PROPN;NOM;MASC;SG
carlos	carlos	carlo	carlos	N;MASC;SG	PROPN;NOM;MASC;SG
menos	odjąć	menos	odjąć	ADV	V;PFV;NFIN;ACT
menos	minus	menos	minus	ADV	
menos	mniejsza	menos	mały	ADV	ADJ;NOM;CMPR;FEM;SG
programa	programy	programa	program	N;MASC;SG	N;NOM;MASC;PL
porto	porto	porto	porto	N;MASC;SG	PROPN;NOM;MASC;SG
porto	port	porto	port	N;MASC;SG	
fontes	fontanny	fonte	fontanny	N;FEM;PL	
deve	powinny	dever	powinien	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;PL;PRS;FIN;ACT
deve	muszą	dever	musieć	V;IND;SG;3;PRS;FIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
site	witryny	site	witryna	N;MASC;SG	N;GEN;FEM;PL
livro	książki	livro	książka	N;MASC;SG	N;NOM;FEM;PL
livro	księga	livro	ksiągać	N;MASC;SG	
lado	side	lado	sidy	N;MASC;SG	
equipe	team	equipe	team	N;FEM;SG	
equipe	drużyny	equipe	drużyna	N;FEM;SG	N;ACC;FEM;PL
várias	różnych	várias	różny	PRO;FEM;PL	ADJ;GEN;MASC;PL
várias	różne	várias	różny	PRO;FEM;PL	ADJ;NOM;NEUT;SG
várias	rozmaite	várias	rozmaity	PRO;FEM;PL	
várias	kilkanaście	várias	kilkanaście	PRO;FEM;PL	DET;ACC;MASC;PL
várias	kilka	várias	kilka	PRO;FEM;PL	DET;ACC;MASC;PL
várias	kilku	várias	kilka	PRO;FEM;PL	DET;ACC;MASC;PL
outra	innych	outro	inny	PRO;FEM;SG	ADJ;GEN;MASC;PL
outra	inne	outro	inny	PRO;FEM;SG	ADJ;NOM;NEUT;SG
outra	pozostał	outro	pozostać	PRO;FEM;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
outra	inny	outro	inny	PRO;FEM;SG	ADJ;NOM;MASC;SG
outra	kolejny	outro	kolejny	PRO;FEM;SG	ADJ;ACC;MASC;SG
outra	inny	outro	inny	PRO;FEM;SG	ADJ;NOM;MASC;SG
outra	kolejna	outro	kolejny	PRO;FEM;SG	ADJ;NOM;FEM;SG
dados	data	dado	datać	N;MASC;PL	
apesar	pomimo	apesar	pomimo	ADV	
apesar	mimo	apesar	mimo	ADV	
copa	copa	copa	copa	N;FEM;SG	PROPN;NOM;MASC;SG
copa	cup	copa	cup	N;FEM;SG	
internacional	internacional	internacional	internacional	ADJ;MASC;SG	
internacional	międzynarodowych	internacional	międzynarodowy	ADJ;MASC;SG	ADJ;GEN;MASC;PL
hoje	today	hoje	toda	ADV	
team	team	team	team	N;MASC;SG	
team	drużyny	team	drużyna	N;MASC;SG	N;ACC;FEM;PL
embora	chociaż	embora	chociaż	CONJ	PART
embora	aczkolwiek	embora	aczkolwiek	CONJ	
embora	choć	embora	choć	CONJ	
embora	chociaż	embora	chociaż	CONJ	PART
embora	choć	embora	choć	CONJ	
inglês	angielski	inglês	angielski	N;MASC;SG	ADJ;NOM;MASC;SG
pouco	mał	pouco	mała	ADV	V;IPFV;IND;SG;3;PRS;FIN;ACT
pouco	little	pouco	littl	ADV	
pouco	mały	pouco	mały	ADV	ADJ;NOM;MASC;SG
pouco	mała	pouco	mały	ADV	
asteroide	asteroid	asteroider	asteroid	N;MASC;SG	
porque	ponieważ	porque	ponieważ	CONJ	PART
porque	dlaczego	porque	dlaczego	CONJ	ADV
projeto	project	projeto	project	N;MASC;SG	
você	ciebie	você	ty	PRO;NOM;SG;3	PRO;GEN;MASC;SG;2
você	ty	você	ty	PRO;NOM;SG;3	PRO;NOM;MASC;SG;2
atual	prąd	atual	prąd	ADJ;MASC;SG	N;NOM;MASC;SG
john	jan	john	jan	PROPN;MASC;SG	PROPN;NOM;MASC;SG
john	johna	john	johny	PROPN;MASC;SG	
john	janek	john	janek	PROPN;MASC;SG	PROPN;NOM;MASC;SG
john	john	john	john	PROPN;MASC;SG	PROPN;NOM;MASC;SG
john	jana	john	jani	PROPN;MASC;SG	
pai	tato	pai	tato	N;MASC;SG	
pai	ojcze	pai	ojciec	N;MASC;SG	
localizada	zlokalizowany	localizar	zlokalizować	V;FEM;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
localizada	położony	localizar	położyć	V;FEM;SG;V.PTCP	
localizada	zlokalizowane	localizar	zlokalizować	V;FEM;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
localizada	zlokalizowane	localizar	zlokalizować	V;FEM;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
localizada	miejscowy	localizar	miejscowy	V;FEM;SG;V.PTCP	ADJ;NOM;MASC;SG
localizada	miejscowa	localizar	miejscowy	V;FEM;SG;V.PTCP	ADJ;NOM;FEM;SG
localizada	zlokalizowane	localizar	zlokalizować	V;FEM;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
estádio	estadio	estádio	estadio	N;MASC;SG	
estádio	estádio	estádio	estádio	N;MASC;SG	PROPN;NOM;NEUT;SG
partido	partido	partido	partido	N;MASC;SG	
partido	imprezy	partido	impreza	N;MASC;SG	
começou	rozpoczęte	começar	rozpocząć	V;IND;SG;3;PST;FIN	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
começou	rozpoczęto	começar	rozpocząć	V;IND;SG;3;PST;FIN	V;PFV;IND;0;PST;FIN;ACT
começou	rozpoczęty	começar	rozpocząć	V;IND;SG;3;PST;FIN	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
passou	spędzony	passar	spędzić	V;IND;SG;3;PST;FIN	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
ilha	wyspy	ilha	wyspa	N;FEM;SG	
ilha	island	ilha	island	N;FEM;SG	
ilha	isle	ilha	isle	N;FEM;SG	
campo	pola	campo	pole	N;MASC;SG	
campo	field	campo	field	N;MASC;SG	
campo	obozy	campo	obóz	N;MASC;SG	N;NOM;MASC;PL
campo	camp	campo	campa	N;MASC;SG	
campo	campo	campo	campo	N;MASC;SG	V;IPFV;IND;SG;2;PRS;FIN;ACT
uso	uso	uso	uso	N;MASC;SG	
uso	użyć	uso	użyć	N;MASC;SG	V;PFV;NFIN;ACT
uso	użyj	uso	użyj	N;MASC;SG	V;PFV;IMP;SG;2;FIN;ACT
linha	line	linha	liny	N;FEM;SG	
poder	moc	poder	moc	N;MASC;SG	
poder	power	poder	power	N;MASC;SG	
muitas	wielu	muito	wiele	PRO;FEM;PL	DET;ACC;MASC;PL
muitas	wiele	muito	wiele	PRO;FEM;PL	DET;ACC;MASC;PL
grandes	duża	grande	duży	N;MASC;PL	ADJ;NOM;FEM;SG
grandes	duży	grande	duży	N;MASC;PL	ADJ;NOM;MASC;SG
grandes	dużych	grande	duży	N;MASC;PL	ADJ;GEN;MASC;PL
grandes	duże	grande	duży	N;MASC;PL	ADJ;NOM;NEUT;SG
grandes	duża	grande	duży	N;MASC;PL	ADJ;NOM;FEM;SG
grandes	duże	grande	duży	N;MASC;PL	ADJ;NOM;NEUT;SG
grandes	big	grande	big	N;MASC;PL	
grandes	wielka	grande	wielki	N;MASC;PL	ADJ;NOM;FEM;SG
grandes	duży	grande	duży	N;MASC;PL	ADJ;NOM;MASC;SG
grandes	wielki	grande	wielki	N;MASC;PL	ADJ;NOM;MASC;SG
grandes	grandes	grande	grandes	N;MASC;PL	
principais	główne	principal	główny	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
principais	główna	principal	główna	ADJ;MASC;PL	
principais	main	principal	main	ADJ;MASC;PL	
principais	główny	principal	główny	ADJ;MASC;PL	ADJ;NOM;MASC;SG
tarde	późny	tarde	późny	ADV	ADJ;NOM;MASC;SG
tarde	popołudnie	tarde	popołudnie	ADV	N;NOM;NEUT;SG
tarde	popołudnia	tarde	popołudnie	ADV	N;NOM;NEUT;SG
volta	volta	volta	volta	N;FEM;SG	
volta	back	volta	back	N;FEM;SG	
volta	wstecz	volta	wstecz	N;FEM;SG	
volta	powrót	volta	powrót	N;FEM;SG	
vila	town	vila	town	N;FEM;SG	
vila	vila	vila	vila	N;FEM;SG	V;IPFV;IND;SG;PRS;FIN;ACT
política	politycy	política	polityk	N;FEM;SG	N;NOM;MASC;PL
comuna	gmina	comunar	gmina	N;FEM;SG	
base	base	base	bas	N;FEM;SG	
base	podstawy	base	podstawa	N;FEM;SG	N;ACC;FEM;PL
frança	francji	frança	francja	N;FEM;SG	PROPN;GEN;FEM;SG
frança	france	frança	franka	N;FEM;SG	PROPN;NOM;MASC;SG
direito	prawa	direito	prawo	N;MASC;SG	
real	real	real	real	N;MASC;SG	
real	prawdziwy	real	prawdziwy	N;MASC;SG	ADJ;NOM;MASC;SG
real	prawdziwe	real	prawdziwy	N;MASC;SG	ADJ;NOM;NEUT;SG
real	królewska	real	królewski	N;MASC;SG	ADJ;NOM;FEM;SG
real	królewski	real	królewski	N;MASC;SG	ADJ;NOM;MASC;SG
real	królewskie	real	królewski	N;MASC;SG	ADJ;NOM;NEUT;SG
real	royal	real	royal	N;MASC;SG	
rede	net	rede	net	N;FEM;SG	
rede	netto	rede	netto	N;FEM;SG	
rede	sieci	rede	sieć	N;FEM;SG	
rede	network	rede	network	N;FEM;SG	
jpg	jpg	jpg	jeść	N;MASC;SG	
chamado	zwane	chamar	zwać	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
chamado	zwana	chamar	zwać	V;MASC;SG;V.PTCP	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;PASS
chamado	nazywany	chamar	nazywać	V;MASC;SG;V.PTCP	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
público	odbiorcy	público	odbiorca	N;MASC;SG	
público	odbiorców	público	odbioriec	N;MASC;SG	N;ACC;MASC;PL
público	publiczne	público	publiczny	N;MASC;SG	ADJ;NOM;NEUT;SG
público	public	público	publica	N;MASC;SG	
público	publiczna	público	publiczny	N;MASC;SG	ADJ;NOM;FEM;SG
público	publiczny	público	publiczny	N;MASC;SG	ADJ;NOM;MASC;SG
fase	fazy	fase	faza	N;FEM;SG	N;ACC;FEM;PL
pedro	pedro	pedro	pedro	N;MASC;SG	PROPN;NOM;MASC;SG
pedro	piotra	pedro	piotr	N;MASC;SG	
pedro	peter	pedro	peter	N;MASC;SG	PROPN;NOM;MASC;SG
pedro	piotr	pedro	piotr	N;MASC;SG	PROPN;NOM;MASC;SG
lisboa	lizbona	lisboa	lizbona	N;FEM;SG	PROPN;NOM;MASC;SG
capital	stolicy	capital	stolica	N;MASC;SG	
capital	capital	capital	capital	N;MASC;SG	
isbn	isbn	isbn	isbny	N;MASC;SG	
ponto	dot	ponto	dot	N;MASC;SG	
ponto	pkt	ponto	punkt	N;MASC;SG	
ponto	point	ponto	point	N;MASC;SG	
empresa	firmy	empresa	firma	N;FEM;SG	N;NOM;FEM;PL
empresa	spółka	empresa	spółka	N;FEM;SG	
empresa	enterprise	empresa	enterprisa	N;FEM;SG	
single	jednolitego	single	jednolity	N;MASC;SG	ADJ;GEN;MASC;SG
single	single	single	singło	N;MASC;SG	
single	pojedynczy	single	pojedynczy	N;MASC;SG	ADJ;NOM;MASC;SG
single	pojedyncze	single	pojedynczy	N;MASC;SG	ADJ;NOM;NEUT;SG
corpo	body	corpo	bód	N;MASC;SG	
corpo	nadwozia	corpo	nadwóziać	N;MASC;SG	
década	dekady	década	dekada	N;FEM;SG	
divisão	podział	divisão	podziać	N;FEM;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
relação	relacje	relação	relacja	N;FEM;SG	N;NOM;FEM;PL
relação	relacje	relação	relacja	N;FEM;SG	N;NOM;FEM;PL
relação	stosunki	relação	stosunki	N;FEM;SG	N;NOM;NEUT;PL
república	republiki	república	republika	N;FEM;SG	
votação	głosujemy	votação	głosować	N;FEM;SG	V;IPFV;IND;PL;1;PRS;FIN;ACT
votação	głosuj	votação	głosować	N;FEM;SG	V;IPFV;IMP;SG;2;FIN;ACT
votação	głosy	votação	głos	N;FEM;SG	N;NOM;MASC;PL
votação	głosów	votação	głos	N;FEM;SG	N;GEN;MASC;PL
votação	głosuje	votação	głosować	N;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
votação	głosujemy	votação	głosować	N;FEM;SG	V;IPFV;IND;PL;1;PRS;FIN;ACT
américa	ameryka	américo	ameryka	N;FEM;SG	
data	data	data	datać	N;FEM;SG	
data	dane	data	dana	N;FEM;SG	N;NOM;FEM;PL
data	data	data	datać	N;FEM;SG	
condado	powiat	condar	powiat	N;MASC;SG	
condado	shire	condar	shiry	N;MASC;SG	
mil	tysiąc	mil	tysiąc	NUM	
mil	tysięcy	mil	tysiąc	NUM	N;ACC;MASC;PL
mil	tys	mil	tys	NUM	
logo	logo	logo	Lóg	ADV	
mar	mar	mar	mar	N;MASC;SG	
militar	wojskowy	militar	wojskowy	N;MASC;SG	ADJ;NOM;MASC;SG
militar	wojskowe	militar	wojskowy	N;MASC;SG	ADJ;NOM;NEUT;SG
campeão	champion	campeão	champion	N;MASC;SG	
campeão	mistrzyni	campeão	mistrzynia	N;MASC;SG	
diz	powiedz	dizer	powiedzieć	V;IND;SG;3;PRS;FIN	V;PFV;IMP;SG;2;FIN;ACT
sucesso	udanych	sucesso	udać	N;MASC;SG	ADJ;GEN;MASC;PL
sucesso	udane	sucesso	udać	N;MASC;SG	ADJ;NOM;NEUT;SG
sucesso	udany	sucesso	udany	N;MASC;SG	
sucesso	udana	sucesso	udać	N;MASC;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
sucesso	sukcesów	sucesso	sukces	N;MASC;SG	N;GEN;MASC;PL
sucesso	sukcesy	sucesso	sukces	N;MASC;SG	N;NOM;MASC;PL
francisco	francisco	francisco	francisco	N;MASC;SG	
francisco	franciszka	francisco	franciszka	N;MASC;SG	
francisco	francis	francisco	francis	N;MASC;SG	PROPN;NOM;MASC;SG
original	oryginał	original	oryginał	ADJ;MASC;SG	N;ACC;MASC;SG
fora	out	fora	out	ADV	
idade	age	idade	age	N;FEM;SG	
portuguesa	portugalii	portuguesa	portugalia	N;FEM;SG	
portuguesa	portugalski	portuguesa	portugalski	N;FEM;SG	ADJ;NOM;MASC;SG
portuguesa	portugalska	portuguesa	portugalski	N;FEM;SG	ADJ;NOM;FEM;SG
portuguesa	portugalskie	portuguesa	portugalski	N;FEM;SG	ADJ;NOM;NEUT;SG
portuguesa	portugalskim	portuguesa	portugalski	N;FEM;SG	ADJ;INS;MASC;SG
portuguesa	portuguesa	portuguesa	portugues	N;FEM;SG	V;IPFV;IND;SG;PRS;FIN;ACT
cinco	cinco	cinco	cinco	NUM	
alemanha	niemcami	alemanha	niemiec	N;FEM;SG	N;INS;MASC;PL
alemanha	niemcy	alemanha	niemiec	N;FEM;SG	PROPN;NOM;MASC;PL
tudo	wszystko	tudo	wszystko	PRO;MASC;SG	PRO;NOM;NEUT;SG
tudo	wszystkie	tudo	wszystek	PRO;MASC;SG	DET;NOM;MASC;PL
tudo	wszystko	tudo	wszystko	PRO;MASC;SG	PRO;NOM;NEUT;SG
tudo	all	tudo	all	PRO;MASC;SG	
tudo	wszyscy	tudo	wszyscy	PRO;MASC;SG	PRO;NOM;MASC;PL
recebeu	otrzymana	receber	otrzymać	V;IND;SG;3;PST;FIN	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
recebeu	otrzymano	receber	otrzymać	V;IND;SG;3;PST;FIN	V;PFV;IND;0;PST;FIN;ACT
recebeu	otrzymany	receber	otrzymać	V;IND;SG;3;PST;FIN	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
recebeu	otrzymane	receber	otrzymać	V;IND;SG;3;PST;FIN	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
média	średnio	média	średnio	N;FEM;SG	
média	średnie	média	średnie	N;FEM;SG	
média	średni	média	średnia	N;FEM;SG	ADJ;NOM;MASC;SG
média	przeciętny	média	przeciętny	N;FEM;SG	ADJ;NOM;MASC;SG
média	średnio	média	średnio	N;FEM;SG	
média	średnie	média	średnie	N;FEM;SG	
média	średni	média	średnia	N;FEM;SG	ADJ;NOM;MASC;SG
média	avg	média	avg	N;FEM;SG	
média	wredne	média	wredny	N;FEM;SG	
tal	tal	tal	tal	DET;FEM;SG	
tal	taki	tal	taki	DET;FEM;SG	DET;NOM;MASC;SG
tal	takie	tal	taki	DET;FEM;SG	DET;NOM;MASC;SG
vai	vai	ir	vai	V;IND;SG;3;PRS;FIN	
quase	prawie	quase	prawie	ADV	PART
quase	niemal	quase	niemal	ADV	PART
quase	prawie	quase	prawie	ADV	PART
boa	dobre	bom	dobry	ADJ;FEM;SG	
boa	dobrze	bom	dobrze	ADJ;FEM;SG	ADV
boa	ładnie	bom	ładnie	ADJ;FEM;SG	ADV
dentro	wewnątrz	dentro	wewnątrz	ADV	
processo	procesy	processo	proces	N;MASC;SG	N;NOM;MASC;PL
último	ostatnio	último	ostatnio	ADJ;MASC;SG	ADV
último	last	último	last	ADJ;MASC;SG	
último	ostatnia	último	ostatni	ADJ;MASC;SG	
bom	dobre	bom	dobry	ADJ;MASC;SG	
bom	dobrze	bom	dobrze	ADJ;MASC;SG	ADV
bom	ładnie	bom	ładnie	ADJ;MASC;SG	ADV
milhões	milion	milhão	milion	N;MASC;PL	
milhões	mln	milhão	mlna	N;MASC;PL	
milhões	miliony	milhão	miliony	N;MASC;PL	
milhões	miliony	milhão	miliony	N;MASC;PL	
rock	skały	rock	skała	N;MASC;SG	N;ACC;FEM;PL
rock	rock	rock	rock	N;MASC;SG	
arte	sztuki	arte	sztuka	N;FEM;SG	
arte	art	arte	art	N;FEM;SG	
total	całkowita	total	całkowity	N;MASC;SG	ADJ;NOM;FEM;SG
total	łącznie	total	łącznie	N;MASC;SG	ADV
lei	lei	lei	leć	N;FEM;SG	
lei	prawa	lei	prawo	N;FEM;SG	
importante	wazne	importante	wazny	ADJ;MASC;SG	
obras	działa	obra	działać	N;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
obras	dziala	obra	dzialać	N;FEM;PL	V;IPFV;IND;SG;PST;FIN;ACT
presente	prezentu	presente	prezent	ADJ;MASC;SG	N;GEN;MASC;SG
presente	podarunek	presente	podarunek	ADJ;MASC;SG	N;ACC;MASC;SG
presente	prezent	presente	prezent	ADJ;MASC;SG	N;NOM;MASC;SG
presente	dar	presente	dar	ADJ;MASC;SG	N;NOM;MASC;SG
presente	prezenty	presente	prezent	ADJ;MASC;SG	N;NOM;MASC;PL
presente	teraźniejszość	presente	teraźniejszość	ADJ;MASC;SG	N;NOM;FEM;SG
presente	obecni	presente	obecny	ADJ;MASC;SG	N;NOM;MASC;PL
presente	prezent	presente	prezent	ADJ;MASC;SG	N;NOM;MASC;SG
feito	wykonane	fazer	wykonać	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
feito	made	fazer	mada	V;MASC;SG;V.PTCP	
feito	zrobione	fazer	zrobić	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
feito	zrobione	fazer	zrobić	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
central	centralnego	central	centralny	N;FEM;SG	ADJ;ACC;MASC;SG
central	central	central	centrala	N;FEM;SG	
central	centralny	central	centralny	N;FEM;SG	ADJ;NOM;MASC;SG
central	środkowa	central	środkowy	N;FEM;SG	ADJ;NOM;FEM;SG
central	centralne	central	centralny	N;FEM;SG	ADJ;NOM;NEUT;SG
central	centralna	central	centralny	N;FEM;SG	ADJ;NOM;FEM;SG
sede	pragnienia	sede	pragnienie	N;FEM;SG	N;NOM;NEUT;PL
pontos	kropki	ponto	kropki	N;MASC;PL	N;ACC;FEM;SG
costa	costa	costa	costa	N;FEM;SG	PROPN;NOM;MASC;SG
origem	źródła	origem	źródło	N;FEM;SG	N;NOM;NEUT;PL
exército	army	exército	arma	N;MASC;SG	
exército	armii	exército	armia	N;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
santo	santo	santo	santo	N;MASC;SG	PROPN;NOM;MASC;SG
santo	święty	santo	święty	N;MASC;SG	
santo	święta	santo	święto	N;MASC;SG	
santo	saint	santo	saint	N;MASC;SG	
santo	święty	santo	święty	N;MASC;SG	
santo	święte	santo	święty	N;MASC;SG	
ouro	złote	ouro	złoty	N;MASC;SG	
ouro	golden	ouro	golden	N;MASC;SG	
ouro	złoty	ouro	złoty	N;MASC;SG	
ouro	złota	ouro	złoty	N;MASC;SG	
ouro	złota	ouro	złoty	N;MASC;SG	
ouro	złoto	ouro	złoto	N;MASC;SG	
ouro	gold	ouro	gold	N;MASC;SG	
ouro	złoty	ouro	złoty	N;MASC;SG	
texto	text	texto	text	N;MASC;SG	
texto	tekstowe	texto	tekstowy	N;MASC;SG	ADJ;NOM;NEUT;SG
los	los	eles	los	PRO;ACC;MASC;PL;3	N;NOM;MASC;SG
membros	kończyn	membro	kończyna	N;MASC;PL	
nada	nic	nada	nic	PRO;MASC;SG	PRO;GEN;NEUT;SG
longo	długi	longo	długi	ADV	
longo	długa	longo	długi	ADV	ADJ;NOM;FEM;SG
longo	długie	longo	długi	ADV	ADJ;NOM;NEUT;SG
longo	long	longo	long	ADV	
cor	kolory	cor	kolor	N;FEM;SG	N;NOM;MASC;PL
cor	kolory	cor	kolor	N;FEM;SG	N;NOM;MASC;PL
cor	kolorowy	cor	kolorowy	N;FEM;SG	ADJ;NOM;MASC;SG
cor	kr	cor	kr	N;FEM;SG	
direção	kierownicy	direção	kierownik	N;FEM;SG	
imagem	zdjecie	imagem	zdjecie	N;FEM;SG	V;PFV;IND;SG;FIN;ACT
diferentes	inna	diferente	inny	ADJ;MASC;PL	ADJ;NOM;FEM;SG
diferentes	różne	diferente	różny	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
diferentes	inny	diferente	inny	ADJ;MASC;PL	ADJ;NOM;MASC;SG
homem	man	homem	mana	N;MASC;SG	
conhecida	znani	conhecido	znany	ADJ;FEM;SG	N;NOM;MASC;PL
conhecida	znany	conhecido	znany	ADJ;FEM;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
conhecida	znana	conhecido	znany	ADJ;FEM;SG	V;IPFV;IND;SG;PRS;FIN;ACT
silva	silva	silva	silvać	N;MASC;SG	PROPN;NOM;MASC;SG
silva	smith	silva	smith	N;MASC;SG	PROPN;NOM;MASC;SG
construção	budowa	construção	budowa	N;FEM;SG	
jogador	player	jogador	player	N;MASC;SG	
televisão	tv	televisão	TV	N;FEM;SG	
revista	poprawiony	revista	poprawić	N;FEM;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
revista	zmienione	revista	zmienić	N;FEM;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
revista	poprawione	revista	poprawić	N;FEM;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
vitória	win	vitória	wina	N;FEM;SG	
vitória	wygraj	vitória	wygraić	N;FEM;SG	V;PFV;IMP;SG;2;FIN;ACT
vitória	wygrać	vitória	wygrać	N;FEM;SG	V;PFV;NFIN;ACT
vitória	vitória	vitória	vitória	N;FEM;SG	
vitória	wiktoria	vitória	wiktoria	N;FEM;SG	PROPN;NOM;FEM;SG
vitória	victoria	vitória	victoria	N;FEM;SG	
união	union	união	union	N;FEM;SG	
união	unia	união	unia	N;FEM;SG	
união	unii	união	unia	N;FEM;SG	
união	união	união	unić	N;FEM;SG	PROPN;NOM;MASC;SG
político	politycy	político	polityk	N;MASC;SG	N;NOM;MASC;PL
político	polityczny	político	polityczny	N;MASC;SG	ADJ;NOM;MASC;SG
político	politycznych	político	polityczny	N;MASC;SG	ADJ;GEN;MASC;PL
político	polityczne	político	polityczny	N;MASC;SG	ADJ;NOM;NEUT;SG
político	polityczna	político	polityczny	N;MASC;SG	ADJ;NOM;FEM;SG
canal	kanały	canal	kanał	N;MASC;SG	N;NOM;MASC;PL
canal	channel	canal	channel	N;MASC;SG	
http	http	http	http	N;MASC;SG	
papel	role	papel	role	N;MASC;SG	V;IPFV;IND;SG;PRS;FIN;ACT
força	force	força	forka	N;FEM;SG	
principalmente	głównie	principalmente	głównie	ADV	PART
principalmente	przeważnie	principalmente	przeważnie	ADV	
principalmente	głównie	principalmente	głównie	ADV	PART
lançamento	start	lançamento	start	N;MASC;SG	
estilo	style	estilo	style	N;MASC;SG	
prêmio	nagrody	prêmio	nagroda	N;MASC;SG	N;NOM;FEM;PL
prêmio	nagrody	prêmio	nagroda	N;MASC;SG	N;NOM;FEM;PL
território	terytoria	território	terytoria	N;MASC;SG	N;NOM;NEUT;PL
world	swiat	world	swiat	N;MASC;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
world	world	world	world	N;MASC;SG	
mãe	mamo	mãe	mama	N;FEM;SG	
mãe	matko	mãe	matko	N;FEM;SG	V;IPFV;IMP;SG;2;FIN;ACT
primeiros	pierwszy	primeiro	pierwszy	ADJ;MASC;PL	ADJ;NOM;MASC;SG
primeiros	pierwsze	primeiro	pierwszy	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
primeiros	najpierw	primeiro	najpierw	ADJ;MASC;PL	ADV
primeiros	pierwsza	primeiro	pierwszy	ADJ;MASC;PL	ADJ;NOM;FEM;SG
europa	europa	europa	europa	N;FEM;SG	
nunca	ever	nunca	ever	ADV	
santos	santos	santo	santos	N;MASC;PL	PROPN;NOM;MASC;SG
santos	święci	santo	święcić	N;MASC;PL	V;IPFV;IND;PL;2;PRS;FIN;ACT
pessoa	osoby	pessoa	osoba	N;FEM;SG	N;NOM;FEM;PL
fato	fakt	fato	fakt	N;MASC;SG	
cruz	cruz	cruz	cruz	N;FEM;SG	PROPN;NOM;MASC;SG
cruz	cross	cruz	cross	N;FEM;SG	
possível	mozliwe	possível	mozliwy	ADJ;MASC;SG	
fonte	źródła	fonte	źródło	N;FEM;SG	N;NOM;NEUT;PL
fonte	czcionki	fonte	czcionka	N;FEM;SG	N;ACC;FEM;PL
fonte	fontanna	fonte	fontanny	N;FEM;SG	ADJ;NOM;FEM;SG
fonte	fontanny	fonte	fontanny	N;FEM;SG	
localidades	lokalizacji	localidade	lokalizacja	N;FEM;PL	N;GEN;FEM;SG
bairro	barrio	bairro	barrio	N;MASC;SG	
acima	ponad	acima	ponad	ADV	PART
acima	powyżej	acima	powyżej	ADV	
liga	league	liga	leagu	N;FEM;SG	
vice	wice	vice	wica	N;MASC;SG	
vice	vice	vice	vice	N;MASC;SG	
diversos	różne	diverso	różny	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
