til	för	til	för	ADV	ADP
lige	jämställda	lige	jämställd	ADV	ADJ;NOM;PL;PST;V.PTCP
lige	equal	lige	equal	ADV	N;NOM;INDF;MASC+FEM;SG
spillet	spel	spille	spel	V;INDF;SG;PST;V.PTCP	N;NOM;INDF;NEUT;SG
spillet	spelet	spille	spel	V;INDF;SG;PST;V.PTCP	N;NOM;DEF;NEUT;SG
spillet	game	spille	game	V;INDF;SG;PST;V.PTCP	N;NOM;INDF;NEUT;SG
spillet	match	spille	match	V;INDF;SG;PST;V.PTCP	N;NOM;INDF;MASC+FEM;SG
spillet	vilt	spille	vilja	V;INDF;SG;PST;V.PTCP	N;NOM;INDF;NEUT;SG
forbindelse	anslutningen	forbindelse	anslutning	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
peter	petrus	peter	petrus		PROPN;NOM
peter	peter	peter	peter		N;NOM;INDF;MASC+FEM;SG
hver	varenda	hver	varenda	PRO;MASC+FEM;SG	DET;INDF;SG
hver	varje	hver	varje	PRO;MASC+FEM;SG	DET;INDF;SG
hver	varje	hver	varje	PRO;MASC+FEM;SG	DET;INDF;SG
hver	vardera	hver	vardera	PRO;MASC+FEM;SG	PRO;DEF;SG
ingen	ingen	ingen	ingen	PRO;MASC+FEM;SG	PRO;INDF;MASC+FEM;SG
ingen	inga	ingen	ingen	PRO;MASC+FEM;SG	PRO;INDF;PL
ingen	ingen	ingen	ingen	PRO;MASC+FEM;SG	PRO;INDF;MASC+FEM;SG
historie	historiken	historie	historik	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
engelsk	swedish	engelsk	swedish	ADJ;INDF;SG	PROPN;NOM
engelsk	engelska	engelsk	engelsk	ADJ;INDF;SG	N;NOM;INDF;MASC+FEM;SG
århundrede	århundraden	århundrede	århundrade	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;PL
århundrede	sekler	århundrede	sekel	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;PL
århundrede	århundradet	århundrede	århundrad	N;INDF;NEUT;SG	N;NOM;DEF;NEUT;SG
john	johannes	john	johan	PROPN	PROPN;NOM
john	john	john	john	PROPN	PROPN;NOM
john	johan	john	joha	PROPN	PROPN;NOM
sted	placera	sted	placera	N;INDF;NEUT;SG	V;IMP;FIN;ACT
sted	platsen	sted	plats	N;INDF;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
gift	gifta	gift	gift	ADJ;INDF;SG	ADJ;NOM;PL;PST;V.PTCP
gift	gifte	gift	gifte	ADJ;INDF;SG	V;IND;PST;FIN;ACT
gift	förgifta	gift	förgift	ADJ;INDF;SG	V;NFIN;ACT
center	mitten	center	mitt	N;INDF;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
center	centrumet	center	centrum	N;INDF;NEUT;SG	N;NOM;DEF;NEUT;SG
forhold	relationer	forhold	relation	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;PL
forhold	förhållanden	forhold	förhållande	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;PL
forhold	förhållandet	forhold	förhållande	N;INDF;NEUT;SG	N;NOM;DEF;NEUT;SG
spiller	player	spille	play	V;IND;PRS;FIN;ACT	N;NOM;INDF;MASC+FEM;PL
spiller	spelaren	spille	spelare	V;IND;PRS;FIN;ACT	N;NOM;DEF;MASC+FEM;SG
spiller	spelare	spille	spel	V;IND;PRS;FIN;ACT	N;NOM;INDF;MASC+FEM;PL
spiller	pjäser	spille	pjäsa	V;IND;PRS;FIN;ACT	N;NOM;INDF;MASC+FEM;PL
spiller	spela	spille	spela	V;IND;PRS;FIN;ACT	V;IMP;FIN;ACT
spiller	leka	spille	leka	V;IND;PRS;FIN;ACT	V;IMP;FIN;ACT
kommer	komma	komme	komma	V;IND;PRS;FIN;ACT	V;IMP;FIN;ACT
kampe	matchar	kamp	matcha	N;INDF;MASC+FEM;PL	V;IND;PRS;FIN;ACT
kampe	slagsmål	kamp	slagsmål	N;INDF;MASC+FEM;PL	N;NOM;INDF;NEUT;SG
kampe	slåss	kamp	slåss	N;INDF;MASC+FEM;PL	V;FIN;PASS
kampe	kämpa	kamp	kämpa	N;INDF;MASC+FEM;PL	V;IMP;FIN;ACT
kampe	fighting	kamp	fighting	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;SG
kampe	slagsmål	kamp	slagsmål	N;INDF;MASC+FEM;PL	N;NOM;INDF;NEUT;SG
kampe	kämpar	kamp	kämp	N;INDF;MASC+FEM;PL	V;IND;PRS;FIN;ACT
kampe	kämpande	kamp	kämpande	N;INDF;MASC+FEM;PL	ADJ;NOM;PRS;V.PTCP
kampe	games	kamp	games	N;INDF;MASC+FEM;PL	N;NOM;INDF;NEUT;SG
kampe	spel	kamp	spel	N;INDF;MASC+FEM;PL	N;NOM;INDF;NEUT;SG
kampe	slag	kamp	slag	N;INDF;MASC+FEM;PL	N;NOM;INDF;NEUT;SG
går	walking	gå	walking	V;IND;PRS;FIN;ACT	N;NOM;INDF;MASC+FEM;SG
går	gående	gå	gå	V;IND;PRS;FIN;ACT	ADJ;NOM;PRS;V.PTCP
går	vandrande	gå	vandrande	V;IND;PRS;FIN;ACT	ADJ;NOM;PRS;V.PTCP
går	promenad	gå	promenad	V;IND;PRS;FIN;ACT	N;NOM;INDF;MASC+FEM;SG
går	going	gå	going	V;IND;PRS;FIN;ACT	N;NOM;INDF;MASC+FEM;SG
går	promenader	gå	promenad	V;IND;PRS;FIN;ACT	N;NOM;INDF;MASC+FEM;PL
syd	syd	syd	syd	N;INDF	PROPN;NOM
syd	söderut	syd	söderut	N;INDF	ADV
syd	södra	syd	södra	N;INDF	ADJ;NOM;DEF;SG
syd	syd	syd	syd	N;INDF	PROPN;NOM
skrevet	skriftliga	skrive	skriftlig	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL
skrevet	skrivet	skrive	skriva	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
skrevet	skrivit	skrive	skriva	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
skrevet	skriftligt	skrive	skriftlig	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG
skrevet	skrivna	skrive	skrivna	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
sverige	sweden	sverig	söede	ADJ;PL	N;NOM;INDF;MASC+FEM;SG
sverige	sverige	sverig	sverige	ADJ;PL	PROPN;NOM
frederik	frederik	frederik	frederik	N;INDF;MASC+FEM;SG	PROPN;NOM
frederik	frederick	frederik	frederick	N;INDF;MASC+FEM;SG	PROPN;NOM
frederik	fredrik	frederik	fredrik	N;INDF;MASC+FEM;SG	PROPN;NOM
frankrig	frankrike	frankrig	frankrike		PROPN;NOM
frankrig	france	frankrig	fra		N;NOM;INDF;MASC+FEM;SG
ned	down	ned	do	ADV	N;NOM;INDF;MASC+FEM;SG
form	bilda	form	bilda	N;INDF;MASC+FEM;SG	V;IMP;FIN;ACT
godt	duktiga	godt	duktig	ADV	ADJ;NOM;PL
godt	god	godt	god	ADV	ADJ;NOM;INDF;MASC+FEM;SG
godt	duktig	godt	duktig	ADV	ADJ;NOM;INDF;MASC+FEM;SG
arbejde	arbeta	arbejde	arbeta	N;INDF;NEUT;SG	V;IMP;FIN;ACT
arbejde	jobba	arbejde	jobba	N;INDF;NEUT;SG	V;IMP;FIN;ACT
arbejde	jobbar	arbejde	jobba	N;INDF;NEUT;SG	V;IND;PRS;FIN;ACT
arbejde	arbeta	arbejde	arbeta	N;INDF;NEUT;SG	V;IMP;FIN;ACT
arbejde	fungerar	arbejde	fungera	N;INDF;NEUT;SG	V;IND;PRS;FIN;ACT
arbejde	fungerande	arbejde	fungerande	N;INDF;NEUT;SG	ADJ;NOM;PRS;V.PTCP
arbejde	arbetar	arbejde	arbeta	N;INDF;NEUT;SG	V;IND;PRS;FIN;ACT
land	landet	land	land	N;INDF;NEUT;SG	N;NOM;DEF;NEUT;SG
land	landa	land	landa	N;INDF;NEUT;SG	V;IMP;FIN;ACT
begge	båda	begge	båda	PRO;PL	PRO;DEF;PL
begge	både	begge	både	PRO;PL	CONJ
norge	norge	norge	norge	PROPN	PROPN;NOM
europa	eu	europa	eu	PROPN	PROPN;NOM
europa	europe	europa	europe	PROPN	N;NOM
europa	europa	europa	europa	PROPN	PROPN;NOM
europa	europa	europa	europa	PROPN	PROPN;NOM
england	england	england	england	PROPN	PROPN;NOM
player	spelaren	play	spelare	N;INDF;MASC+FEM;PL	N;NOM;DEF;MASC+FEM;SG
landet	land	land	land	N;DEF;NEUT;SG	N;NOM;INDF;NEUT;SG
børn	kids	barn	kida	N;INDF;NEUT;PL	N;NOM;INDF;MASC+FEM;SG
lidt	något	lidt	någon	ADV	PRO;INDF;NEUT;SG
verden	världen	verden	värld	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
lang	lang	lang	lang	ADJ;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
lang	långa	lang	lång	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
lang	långt	lang	långt	ADJ;INDF;MASC+FEM;SG	ADV
lang	long	lang	long	ADJ;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
lang	länge	lang	länge	ADJ;INDF;MASC+FEM;SG	ADV
plads	sittplats	plads	sittplats	N;INDF;MASC+FEM;SG	V;V.CVB;PASS
plads	placera	plads	placera	N;INDF;MASC+FEM;SG	V;IMP;FIN;ACT
plads	mellanslag	plads	mellanslag	N;INDF;MASC+FEM;SG	N;NOM;INDF;NEUT;PL
plads	rymden	plads	rymd	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
samtidig	samtidig	samtidig	samtidig	ADV	ADJ;NOM;INDF;MASC+FEM;SG
samtidig	samtidiga	samtidig	samtidig	ADV	ADJ;NOM;PL
stort	large	stor	large	ADJ;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
stort	stora	stor	stor	ADJ;INDF;NEUT;SG	ADJ;NOM;PL
stort	big	stor	big	ADJ;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
stort	stora	stor	stor	ADJ;INDF;NEUT;SG	ADJ;NOM;PL
indeholder	innehållande	indeholde	innehålla	V;IND;PRS;FIN;ACT	ADJ;NOM;PRS;V.PTCP
indeholder	innehålla	indeholde	innehålla	V;IND;PRS;FIN;ACT	V;IMP;FIN;ACT
sprog	språken	sprog	språk	N;INDF;NEUT;SG	N;NOM;DEF;NEUT;PL
sprog	språket	sprog	språk	N;INDF;NEUT;SG	N;NOM;DEF;NEUT;SG
set	upptäckta	se	upptäckt	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
set	fläckig	se	fläckig	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG
set	sett	se	se	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
set	sedd	se	sedd	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG
set	sedda	se	sedda	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
set	visad	se	visa	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
set	bevakade	se	bevaka	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
london	london	london	london	PROPN	PROPN;NOM
kendte	kända	kende	känd	V;IND;PST;FIN;ACT	ADJ;NOM;PL;PST;V.PTCP
kendte	känd	kende	känd	V;IND;PST;FIN;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
kendte	känt	kende	känd	V;IND;PST;FIN;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
kendte	visste	kende	veta	V;IND;PST;FIN;ACT	V;IMP;FIN;ACT
kendte	viste	kende	viste	V;IND;PST;FIN;ACT	V;IMP;FIN;ACT
kendte	kändisar	kende	kändis	V;IND;PST;FIN;ACT	N;NOM;INDF;MASC+FEM;PL
gav	gav	give	ge	V;IND;PST;FIN;ACT	V;IMP;PST;FIN;ACT
mand	manliga	mand	manlig	N;INDF;MASC+FEM;SG	ADJ;NOM;PL
mand	manligt	mand	manlig	N;INDF;MASC+FEM;SG	ADJ;NOM;INDF;NEUT;SG
mand	maken	mand	make	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
mand	mannen	mand	man	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
mand	människan	mand	människa	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
mand	man	mand	man	N;INDF;MASC+FEM;SG	PRO;NOM;INDF;MASC+FEM;SG
vest	västra	vest	onstra	N;INDF	ADJ;NOM;DEF;SG
vest	västerut	vest	västerut	N;INDF	ADV
vest	västen	vest	väst	N;INDF	N;NOM;DEF;MASC+FEM;SG
vest	västra	vest	onstra	N;INDF	ADJ;NOM;DEF;SG
vest	västlig	vest	västlig	N;INDF	ADJ;NOM;INDF;MASC+FEM;SG
medlemmer	medlemmarna	medlem	medlem	N;INDF;NEUT;PL	N;NOM;DEF;MASC+FEM;PL
brug	använda	brug	använda	N;INDF;MASC+FEM;SG	V;IMP;FIN;ACT
brug	använd	brug	använda	N;INDF;MASC+FEM;SG	V;IMP;FIN;ACT
lande	landet	land	land	N;INDF;NEUT;PL	N;NOM;DEF;NEUT;SG
lande	land	land	land	N;INDF;NEUT;PL	N;NOM;INDF;NEUT;SG
lande	länderna	land	land	N;INDF;NEUT;PL	N;NOM;DEF;NEUT;PL
bygget	byggt	bygge	bygga	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
bygget	byggda	bygge	bygga	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
bygget	byggd	bygge	bygga	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
liv	livet	liv	liv	N;INDF;NEUT;SG	N;NOM;DEF;NEUT;SG
dele	dela	del	dela	N;INDF;MASC+FEM;PL	V;IMP;FIN;ACT
fem	five	fem	five	NUM	N;NOM;INDF;NEUT;SG
personer	people	person	people	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;SG
øst	östra	øst	östra	N;INDF	ADJ;NOM;DEF;SG
øst	österut	øst	österut	N;INDF	ADV
øst	östra	øst	östra	N;INDF	ADJ;NOM;DEF;SG
øst	östlig	øst	östlig	N;INDF	ADJ;NOM;INDF;MASC+FEM;SG
forfatter	skribent	forfatter	skribent	N;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
forfatter	författare	forfatter	författare	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;PL
forfatter	författaren	forfatter	författare	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
forfatter	författare	forfatter	författare	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;PL
brugt	begagnad	bruge	begagnad	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
brugt	används	bruge	använda	V;INDF;SG;PST;V.PTCP	V;IND;PRS;FIN;PASS
brugt	begagnade	bruge	begagnad	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
brugt	förbrukat	bruge	förbruka	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
brugt	förbrukade	bruge	förbruka	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
hansen	hansen	hans	han	PROPN	PROPN;NOM
album	albumet	album	album	N;INDF;NEUT;SG	N;NOM;DEF;NEUT;SG
areal	området	areal	område	N;INDF;NEUT;SG	N;NOM;DEF;NEUT;SG
giver	ge	give	ge	V;IND;PRS;FIN;ACT	V;IMP;FIN;ACT
giver	giv	give	giv	V;IND;PRS;FIN;ACT	V;IMP;FIN;ACT
giver	give	give	give	V;IND;PRS;FIN;ACT	N;NOM;INDF;MASC+FEM;SG
nuværende	närvarande	nuværende	närvarande	ADJ	N;NOM;INDF;NEUT;SG
nuværende	present	nuværende	present	ADJ	N;NOM;INDF;MASC+FEM;SG
nuværende	nutid	nuværende	nutid	ADJ	N;NOM;INDF;MASC+FEM;SG
indbyggere	boende	indbygger	boende	N;INDF;MASC+FEM;PL	N;NOM;INDF;NEUT;SG
indbyggere	bosatta	indbygger	bosatt	N;INDF;MASC+FEM;PL	ADJ;NOM;PL;PST;V.PTCP
indbyggere	populationen	indbygger	population	N;INDF;MASC+FEM;PL	N;NOM;DEF;MASC+FEM;SG
indbyggere	befolkning	indbygger	befolkning	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;SG
indbyggere	befolkningen	indbygger	befolkning	N;INDF;MASC+FEM;PL	N;NOM;DEF;MASC+FEM;SG
indbyggere	folkmängd	indbygger	folkmängd	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;SG
indbyggere	population	indbygger	population	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;SG
mennesker	people	menneske	people	N;INDF;NEUT;PL	N;NOM;INDF;MASC+FEM;SG
skrev	skrev	skrive	skriva	V;IND;PST;FIN;ACT	V;IMP;PST;FIN;ACT
skrev	skrivit	skrive	skriva	V;IND;PST;FIN;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
står	stående	stå	stående	V;IND;PRS;FIN;ACT	N;NOM;INDF;NEUT;SG
deltog	deltagit	deltage	delta	V;IND;PST;FIN;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
deltog	medverkade	deltage	medverkad	V;IND;PST;FIN;ACT	ADJ;NOM;PL;PST;V.PTCP
datter	dottern	datter	dotter	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
område	fältet	område	fält	N;INDF;NEUT;SG	N;NOM;DEF;NEUT;SG
område	territorier	område	territorium	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;PL
område	territoriet	område	territorium	N;INDF;NEUT;SG	N;NOM;DEF;NEUT;SG
område	zonen	område	zon	N;INDF;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
område	området	område	område	N;INDF;NEUT;SG	N;NOM;DEF;NEUT;SG
året	year	år	yea	N;DEF;NEUT;SG	N;NOM;INDF;NEUT;SG
året	årsmodell	år	årsmodell	N;DEF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
året	år	år	år	N;DEF;NEUT;SG	N;NOM;INDF;NEUT;SG
dens	its	dens	its	DET;3	N;NOM;INDF;MASC+FEM;SG
dens	dess	dens	den	DET;3	PRO;DEF
franske	fransk	fransk	fransk	ADJ;PL	ADJ;NOM;INDF;MASC+FEM;SG
franske	franska	fransk	fransk	ADJ;PL	N;NOM;INDF;MASC+FEM;SG
franske	franskt	fransk	fransk	ADJ;PL	ADJ;NOM;INDF;NEUT;SG
franske	fransmän	fransk	fransman	ADJ;PL	N;NOM;INDF;MASC+FEM;PL
paris	paris	paris	paris	PROPN	PROPN;NOM
slaget	battle	slag	battle	N;DEF;NEUT;SG	N;NOM;INDF;NEUT;SG
slaget	kamp	slag	kamp	N;DEF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
slaget	strid	slag	strid	N;DEF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
world	world	world	world		N;NOM;NEUT;SG
world	värld	world	värld		N;NOM;INDF;MASC+FEM;SG
world	världen	world	värld		N;NOM;DEF;MASC+FEM;SG
udgave	utgåvan	udgave	utgåva	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
udgave	upplagan	udgave	upplaga	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
udgave	versionen	udgave	version	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
fransk	franska	fransk	fransk	ADJ;INDF;SG	N;NOM;INDF;MASC+FEM;SG
fransk	fransmän	fransk	fransman	ADJ;INDF;SG	N;NOM;INDF;MASC+FEM;PL
carl	carl	carl	carl		PROPN;NOM
folk	people	folk	people	N;INDF;NEUT;PL	N;NOM;INDF;MASC+FEM;SG
far	husse	far	husse	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
far	fadern	far	far	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
york	york	york	york	PROPN	PROPN;NOM
ses	sett	se	se	V;NFIN;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
ses	sedd	se	sedd	V;NFIN;PASS	ADJ;NOM;INDF;MASC+FEM;SG
ses	sedda	se	sedda	V;NFIN;PASS	ADJ;NOM;PL;PST;V.PTCP
kamp	bekämpa	kamp	bekämpa	N;INDF;MASC+FEM;SG	V;IMP;FIN;ACT
kamp	slåss	kamp	slåss	N;INDF;MASC+FEM;SG	V;FIN;PASS
kamp	strida	kamp	strida	N;INDF;MASC+FEM;SG	V;IMP;NFIN;ACT
kamp	kämpa	kamp	kämpa	N;INDF;MASC+FEM;SG	V;IMP;FIN;ACT
kamp	spelet	kamp	spel	N;INDF;MASC+FEM;SG	N;NOM;DEF;NEUT;SG
kamp	kämpa	kamp	kämpa	N;INDF;MASC+FEM;SG	V;IMP;FIN;ACT
kamp	slaget	kamp	slag	N;INDF;MASC+FEM;SG	N;NOM;DEF;NEUT;SG
langt	fjärran	langt	fjärra	ADV	N;NOM;INDF;MASC+FEM;SG
tiden	tid	tid	tid	N;DEF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
tiden	tidpunkt	tid	tidpunkt	N;DEF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
tiden	klockslag	tid	klockslag	N;DEF;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
musik	musikåret	musik	musikår	N;INDF;MASC+FEM;SG	N;NOM;DEF;NEUT;SG
nielsen	nielsen	nielsen	nielsen	PROPN	N;NOM;DEF;MASC+FEM;SG
#aaa	#aaa	#aaa	#aaa		N;NOM;INDF;MASC+FEM;SG
fandt	funnen	finde	finna	V;IND;PST;FIN;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
fandt	hittad	finde	hittad	V;IND;PST;FIN;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
fandt	hittades	finde	hitta	V;IND;PST;FIN;ACT	V;IND;PST;FIN;PASS
fandt	hittas	finde	hitta	V;IND;PST;FIN;ACT	V;NFIN;PASS
fandt	hittat	finde	hitta	V;IND;PST;FIN;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
krigen	kriga	krig	krig	N;DEF;MASC+FEM;SG	V;IMP;FIN;ACT
krigen	krig	krig	krig	N;DEF;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
krigen	war	krig	war	N;DEF;MASC+FEM;SG	V;IMP;FIN;ACT
jensen	jensen	jens	jens	PROPN	PROPN;NOM
solid	solid	solid	solid	ADJ;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
station	stationen	station	station	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
små	small	lille	small	ADJ;PL	N;NOM;INDF;NEUT;SG
små	litet	lille	litet	ADJ;PL	ADV
små	liten	lille	liten	ADJ;PL	ADJ;NOM;INDF;MASC+FEM;SG
små	little	lille	littal	ADJ;PL	N;NOM;INDF;MASC+FEM;SG
små	lilla	lille	liten	ADJ;PL	ADJ;NOM;DEF;SG
små	litet	lille	litet	ADJ;PL	ADV
små	liten	lille	liten	ADJ;PL	ADJ;NOM;INDF;MASC+FEM;SG
universitet	universitetet	universitet	universitet	N;INDF;NEUT;SG	N;NOM;DEF;NEUT;SG
klubben	club	klub	club	N;DEF;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
klubben	klubb	klub	klubb	N;DEF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
klubben	klubba	klub	klubba	N;DEF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
egen	äga	egen	äga	ADJ;MASC+FEM;SG	V;IMP;FIN;ACT
egen	egna	egen	egen	ADJ;MASC+FEM;SG	ADJ;NOM;PL
dage	dagarna	dag	dag	N;INDF;MASC+FEM;PL	N;NOM;DEF;MASC+FEM;PL
dage	days	dag	days	N;INDF;MASC+FEM;PL	N;NOM;INDF;NEUT;SG
bind	volymer	bind	volym	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;PL
stod	stog	stå	sta	V;IND;PST;FIN;ACT	V;IMP;FIN;ACT
kaldet	kallad	kalde	kalla	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
valgt	utvald	vælge	utvälja	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
valgt	valda	vælge	välja	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
valgt	utvalda	vælge	utvalja	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
valgt	vald	vælge	välja	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
valgt	utvalt	vælge	utvälta	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
valgt	valt	vælge	välja	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
valgt	valda	vælge	välja	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
valgt	vald	vælge	välja	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
valgt	utvald	vælge	utvälja	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
valgt	valda	vælge	välja	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
valgt	utvalda	vælge	utvalja	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
valgt	vald	vælge	välja	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
valgt	markerade	vælge	markera	V;INDF;SG;PST;V.PTCP	V;NOM;PL;PST;V.PTCP
valgt	markerad	vælge	markerad	V;INDF;SG;PST;V.PTCP	N;NOM;INDF;MASC+FEM;SG
aarhus	århus	aarhus	århus	PROPN	PROPN;NOM
via	via	via	via	ADP	N;NOM;INDF;MASC+FEM;SG
britiske	brittisk	britisk	brittisk	ADJ;PL	ADJ;NOM;INDF;MASC+FEM;SG
britiske	britter	britisk	britt	ADJ;PL	N;NOM;INDF;MASC+FEM;PL
britiske	brittiskt	britisk	brittisk	ADJ;PL	ADJ;NOM;INDF;NEUT;SG
henrik	henrik	henrik	henrik	PROPN	PROPN;NOM
henrik	henrik	henrik	henrik	PROPN	PROPN;NOM
henrik	henry	henrik	henry	PROPN	PROPN;NOM
amt	länet	amt	län	N;INDF;NEUT;SG	N;NOM;DEF;NEUT;SG
amt	amt	amt	amt	N;INDF;NEUT;SG	PROPN;NOM
serien	serier	serie	serie	N;DEF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;PL
serien	serie	serie	serie	N;DEF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
min	mina	min	jag	DET;MASC+FEM;SG;1	PRO;DEF;PL
min	mitt	min	jag	DET;MASC+FEM;SG;1	PRO;DEF;NEUT;SG
min	mine	min	man	DET;MASC+FEM;SG;1	N;NOM;INDF;NEUT;SG
