les	the	le	the	DET;DEF;PL	
espoir	xoa	espoir	xoa	N;MASC;SG	
jardins	gardens	jardin	gardens	N;MASC;PL	
jardins	garden	jardin	garden	N;MASC;PL	
destinée	destiny	destiner	destiny	V;FEM;SG;PST;V.PTCP	
angers	angers	anger	angers	PROPN	N
effectuer	trùm	effectuer	trùm	V;NFIN	N
mises	mises	mettre	mises	V;FEM;PL;PST;V.PTCP	N
gagner	thang	gagner	thang	V;NFIN	N
gagner	win	gagner	win	V;NFIN	N
gagner	thắng	gagner	thắng	V;NFIN	N
gagner	winning	gagner	winning	V;NFIN	N
gagner	thắng	gagner	thắng	V;NFIN	N
dijon	dijon	dijon	dijon	PROPN	N
invité	khách	inviter	khách	V;MASC;SG;PST;V.PTCP	N
affiche	poster	affiche	poster	N;FEM;SG	
prêt	vay	prêt	vay	ADJ;MASC;SG	V
mauvaise	bad	mauvais	bad	ADJ;FEM;SG	
mauvaise	khiếp	mauvais	khiếp	ADJ;FEM;SG	V
mauvaise	tệ	mauvais	tệ	ADJ;FEM;SG	N
élevée	cao	élever	cao	V;FEM;SG;PST;V.PTCP	ADJ
battu	phật	battre	phật	V;MASC;SG;PST;V.PTCP	N
traces	trace	trace	trace	N;FEM;PL	
fox	fox	fox	fox	PROPN	
fox	cáo	fox	cáo	PROPN	N
kong	kông	kong	kông	PROPN	N
kong	kong	kong	kong	PROPN	N
chimie	hóa	chimie	hóa	N;FEM;SG	
chimie	lờ	chimie	lờ	N;FEM;SG	V
prenant	taking	prendre	taking	V;PRS;V.PTCP	
poisson	pisces	poisson	pisces	N;MASC;SG	NUM
poisson	poison	poisson	poison	N;MASC;SG	
inter	inter	inter	inter	PROPN	N
soi	sói	soi	sói	PRO;SG;3	N
secours	cứu	secours	cứu	N;MASC;SG	V
chat	chát	chat	chát	N;MASC;SG	ADJ
johann	johann	johann	johann	PROPN	N
johann	johan	johann	johan	PROPN	N
tirs	bắn	tir	bắn	N;MASC;PL	V
sarah	sarah	sarah	sarah	PROPN	
interprété	interpreted	interpréter	interpreted	V;MASC;SG;PST;V.PTCP	
archipel	archipelago	archipel	archipelago	N;MASC;SG	V
géorgie	georgian	géorgie	georgian	PROPN	ADJ
géorgie	gruzia	géorgie	gruzia	PROPN	N
géorgie	georgia	géorgie	georgia	PROPN	
gothique	goth	gothique	goth	ADJ;MASC;SG	
gothique	goth	gothique	goth	ADJ;MASC;SG	
gothique	gothic	gothique	gothic	ADJ;MASC;SG	N
bloc	bloc	bloc	bloc	N;MASC;SG	
bloc	block	bloc	block	N;MASC;SG	
bloc	chặn	bloc	chặn	N;MASC;SG	V
surnom	nickname	surnom	nickname	N;MASC;SG	
express	express	express	express	N;MASC;SG	
veux	veux	vouloir	veux	V;IND;SG;1;PRS;FIN	
veux	muon	vouloir	muon	V;IND;SG;1;PRS;FIN	
mit	mit	mettre	mit	V;IND;SG;3;PST;FIN	N
mit	mit	mettre	mit	V;IND;SG;3;PST;FIN	N
mit	mlt	mettre	mlt	V;IND;SG;3;PST;FIN	
facile	nhẹ	facile	nhẹ	ADJ;MASC;SG	
davantage	thêm	davantage	thêm	ADV	V
changements	đổi	changement	đổi	N;MASC;PL	V
changements	thay	changement	thay	N;MASC;PL	V
fred	hòa	fred	hòa	PROPN	N
fred	fred	fred	fred	PROPN	
chrétien	nguyen	chrétien	nguyen	ADJ;MASC;SG	N
chrétien	christian	chrétien	christian	ADJ;MASC;SG	
chrétien	chrétien	chrétien	chrétien	ADJ;MASC;SG	V
oxford	oxford	oxford	oxford	PROPN	N
ange	ange	ange	ange	N;MASC;SG	
ange	angel	ange	angel	N;MASC;SG	
gaston	gaston	gaston	gaston	N;MASC;SG	
robin	robin	robin	robin	PROPN	
bonnes	hay	bon	hay	ADJ;FEM;PL	CONJ
classements	standings	classement	standings	N;MASC;PL	
xiv	xiv	xiv	xiv	NUM	
conflits	xung	conflit	xung	N;MASC;PL	V
transformation	biến	transformation	biến	N;FEM;SG	V
andrea	andrea	andrea	andrea	PROPN	N
virginie	virginie	virginie	virginie	N;FEM;SG	
virginie	virginia	virginie	virginia	N;FEM;SG	
monts	monts	mont	monts	N;MASC;PL	
ann	ann	ann	ann	PROPN	N
écossais	scots	écossais	scots	ADJ;MASC;SG	
écossais	scottish	écossais	scottish	ADJ;MASC;SG	NUM
soirée	party	soirée	party	N;FEM;SG	
mélange	mix	mélange	mix	N;MASC;SG	
mélange	trộn	mélange	trộn	N;MASC;SG	V
mine	mine	mine	mine	N;FEM;SG	
montée	ascent	monter	ascent	V;FEM;SG;PST;V.PTCP	
lucien	lucien	lucien	lucien	PROPN	
disques	discs	disque	discs	N;MASC;PL	
sydney	sydney	sydney	sydney	N;MASC;SG	
howard	phuong	howard	phuong	PROPN	N
howard	howard	howard	howard	PROPN	
charlie	charlie	charlie	charlie	PROPN	
charlie	vc	charlie	vc	PROPN	
défendre	cọc	défendre	cọc	V;NFIN	N
défendre	cọc	défendre	cọc	V;NFIN	N
elizabeth	elizabeth	elizabeth	elizabeth	ADJ;MASC;SG	
brest	brest	brest	brest	PROPN	N
friedrich	friedrich	friedrich	friedrich	PROPN	
brésilien	brazil	brésilien	brazil	ADJ;MASC;SG	N
brésilien	brazilian	brésilien	brazilian	ADJ;MASC;SG	N
encyclopédique	encyclopédique	encyclopédique	encyclopédique	ADJ;MASC;SG	V
réédition	reissued	réédition	reissued	N;FEM;SG	
réédition	reissue	réédition	reissue	N;FEM;SG	
mathieu	matthew	mathieu	matthew	PROPN	
mathieu	mathieu	mathieu	mathieu	PROPN	N
simples	singles	simple	singles	ADJ;MASC;PL	NUM
plaque	đĩa	plaque	đĩa	N;FEM;SG	
nez	nez	nez	nez	N;MASC;SG	PART
quai	quay	quai	quay	N;MASC;SG	V
barre	helm	barre	helm	N;FEM;SG	
barre	bar	barre	bar	N;FEM;SG	
barre	barre	barre	barre	N;FEM;SG	
meilleures	nhất	meilleur	nhất	ADJ;FEM;PL	
métropole	métropole	métropole	métropole	N;FEM;SG	
métropole	metropolis	métropole	metropolis	N;FEM;SG	
neuvième	đoàn	neuvième	đoàn	ADJ;MASC;SG	N
aîné	elder	aîné	elder	ADJ;MASC;SG	N
aîné	sr	aîné	sr	ADJ;MASC;SG	
verre	ly	verre	ly	N;MASC;SG	V
verre	uống	verre	uống	N;MASC;SG	V
verre	ly	verre	ly	N;MASC;SG	V
hong	hong	hong	hong	PROPN	N
hong	hồng	hong	hồng	PROPN	N
ivan	ivan	ivan	ivan	PROPN	
jonathan	jonathan	jonathan	jonathan	PROPN	N
tenue	outfit	tenir	outfit	V;FEM;SG;PST;V.PTCP	ADJ
jacob	jacob	jacob	jacob	PROPN	N
belgrade	beograd	belgrade	beograd	PROPN	N
belgrade	belgrade	belgrade	belgrade	PROPN	N
guinée	guinea	guiné	guinea	ADJ;FEM;SG	N
jimmy	jimmy	jimmy	jimmy	PROPN	N
rallye	rally	rallye	rally	N;MASC;SG	
rallye	rallye	rallye	rallye	N;MASC;SG	V
valence	valence	valence	valence	N;FEM;SG	
colspan	colspan	colspan	colspan	PROPN	N
diego	diego	diego	diego	PROPN	
oiseau	oiseau	oiseau	oiseau	N;MASC;SG	
ump	ump	ump	ump	PROPN	N
verte	lục	vert	lục	ADJ;FEM;SG	N
citer	quote	citer	quote	V;NFIN	
francesco	francesco	francesco	francesco	PROPN	N
terrestre	terrestrial	terrestre	terrestrial	ADJ;MASC;SG	
terrestre	earthly	terrestre	earthly	ADJ;MASC;SG	
budapest	budapest	budapest	budapest	PROPN	N
représentations	representations	représentation	representations	N;FEM;PL	
inverse	ngược	inverse	ngược	PROPN	V
opérateur	buôn	opérateur	buôn	N;MASC;SG	V
souvenir	memento	souvenir	memento	V;NFIN	N
souvenir	ức	souvenir	ức	V;NFIN	N
ennemis	địch	ennemi	địch	ADJ;MASC;PL	N
ennemis	thù	ennemi	thù	ADJ;MASC;PL	N
viens	đến	venir	đến	V;IND;SG;1;PRS;FIN	PART
languedoc	languedoc	languedoc	languedoc	N;MASC;SG	V
são	são	são	são	PROPN	N
hectares	acres	hectare	acres	N;MASC;PL	NUM
douglas	douglas	dougla	douglas	PROPN	
listes	kê	liste	kê	N;FEM;PL	V
listes	list	liste	list	N;FEM;PL	ADJ
boy	boy	boy	boy	N;MASC;SG	
lecteur	chạy	lecteur	chạy	N;MASC;SG	V
lecteur	reader	lecteur	reader	N;MASC;SG	
idem	idem	idem	idem		N
idem	ditto	idem	ditto		
hop	hop	hop	hop	N;MASC;SG	
christopher	christopher	christopher	christopher	N;MASC;SG	V
anderson	anderson	anderson	anderson	PROPN	N
christine	christine	christine	christine	N;FEM;SG	
goût	nếm	goût	nếm	N;MASC;SG	V
morceaux	rách	morceau	rách	N;MASC;PL	V
venus	venus	venir	venus	V;MASC;PL;PST;V.PTCP	
miller	miller	miller	miller	PROPN	
dédié	viet	dédier	viet	V;MASC;SG;PST;V.PTCP	N
exil	exil	exil	exil	N;MASC;SG	
cambridge	cambridge	cambridge	cambridge	N;MASC;SG	
sncf	sncf	sncf	sncf	N;FEM;SG	
ventes	bán	vente	bán	N;FEM;PL	V
remis	thác	remettre	thác	V;MASC;SG;PST;V.PTCP	N
donald	donald	donald	donald	PROPN	N
out	ra	out	ra	PROPN	V
out	tứ	out	tứ	PROPN	N
solaire	solar	solaire	solar	ADJ;MASC;SG	
vladimir	vladimir	vladimir	vladimir	PROPN	
pseudonyme	nickname	pseudonyme	nickname	N;MASC;SG	
clé	key	clé	key	N;FEM;SG	
défaites	bại	défaite	bại	N;FEM;PL	V
colline	ngổn	colline	ngổn	N;FEM;SG	V
colline	hill	colline	hill	N;FEM;SG	
colline	hoan	colline	hoan	N;FEM;SG	
who	ai	who	ai	PROPN	PROPN
who	who	who	who	PROPN	NUM
dédiée	viet	dédier	viet	V;FEM;SG;PST;V.PTCP	N
longues	long	long	long	ADJ;FEM;PL	N
naturelles	chích	naturel	chích	ADJ;FEM;PL	V
technologies	technologies	technologie	technologies	N;FEM;PL	
fais	fais	faire	fais	INTJ	
picardie	picardie	picardie	picardie	N;FEM;SG	NUM
franz	franz	franz	franz	PROPN	
ombre	râm	ombre	râm	N;FEM;SG	ADJ
maritimes	maritimes	maritime	maritimes	ADJ;MASC;PL	NUM
maritimes	maritime	maritime	maritime	ADJ;MASC;PL	N
vapeur	steam	vapeur	steam	N;FEM;SG	
interview	phỏng	interview	phỏng	N;FEM;SG	V
bay	vịnh	bay	vịnh	PROPN	N
bay	bay	bay	bay	PROPN	
pôle	cực	pôle	cực	N;MASC;SG	
attribué	điệm	attribuer	điệm	V;MASC;SG;PST;V.PTCP	
stanley	stanley	stanley	stanley	PROPN	
muet	silent	muet	silent	ADJ;MASC;SG	
muet	thoả	muet	thoả	ADJ;MASC;SG	V
muet	câm	muet	câm	ADJ;MASC;SG	V
muet	tắt	muet	tắt	ADJ;MASC;SG	
pétersbourg	pétersbourg	pétersbourg	pétersbourg	PROPN	V
pétersbourg	petersburg	pétersbourg	petersburg	PROPN	
couvre	covers	couvrir	covers	V;IND;SG;3;PRS;FIN	
garçon	boy	garçon	boy	N;MASC;SG	
garçon	bồi	garçon	bồi	N;MASC;SG	V
avons	avons	avoir	avons	V;IND;PL;1;PRS;FIN	
canadiens	canadian	canadien	canadian	ADJ;MASC;PL	N
turin	torino	turin	torino	PROPN	NUM
turin	torino	turin	torino	PROPN	NUM
turin	turin	turin	turin	PROPN	NUM
poitou	poitou	poitou	poitou	PROPN	
touche	touche	touche	touche	N;FEM;SG	
touche	key	touche	key	N;FEM;SG	
touche	sờ	touche	sờ	N;FEM;SG	V
touche	chạm	touche	chạm	N;FEM;SG	V
automatique	auto	automatique	auto	ADJ;MASC;SG	N
automatique	động	automatique	động	ADJ;MASC;SG	V
automatique	tự	automatique	tự	ADJ;MASC;SG	PROPN
neveu	neveu	neveu	neveu	N;MASC;SG	
mohamed	mohamed	mohamed	mohamed	PROPN	N
hubert	hubert	hubert	hubert	N;MASC;SG	
cinquante	usd	cinquante	usd	NUM	N
cinquante	fifty	cinquante	fifty	NUM	N
associés	associates	associer	associates	V;MASC;PL;PST;V.PTCP	N
chronique	chronicle	chronique	chronicle	N;FEM;SG	
charte	charter	charte	charter	N;FEM;SG	
renault	renault	renault	renault	N;MASC;SG	
arrivé	đến	arriver	đến	V;MASC;SG;PST;V.PTCP	PART
préface	preface	préface	preface	N;FEM;SG	
échecs	chiếu	échec	chiếu	N;MASC;PL	V
frais	tươi	frais	tươi	ADJ;MASC;SG	N
frais	phí	frais	phí	ADJ;MASC;SG	N
traite	buôn	traite	buôn	N;FEM;SG	V
judiciaire	judicial	judiciaire	judicial	ADJ;MASC;SG	
judiciaire	judiciary	judiciaire	judiciary	ADJ;MASC;SG	
indépendante	lập	indépendant	lập	ADJ;FEM;SG	V
tramway	tram	tramway	tram	N;MASC;SG	
tramway	trams	tramway	trams	N;MASC;SG	
élisabeth	elizabeth	élisabeth	elizabeth	N;FEM;SG	
élisabeth	elisabeth	élisabeth	elisabeth	N;FEM;SG	
amiens	amiens	amien	amiens	PROPN	N
marco	marco	marco	marco	PROPN	
alias	aka	alias	aka	ADV	
intention	intention	intention	intention	N;FEM;SG	
hamilton	hamilton	hamilton	hamilton	PROPN	N
tim	tim	tim	tim	PROPN	
sauver	bích	sauver	bích	V;NFIN	N
juniors	nhỏ	junior	nhỏ	N;MASC;PL	ADJ
future	lai	futur	lai	ADJ;FEM;SG	
danois	danish	danois	danish	ADJ;MASC;SG	N
danois	dane	danois	dane	ADJ;MASC;SG	
danois	danes	danois	danes	ADJ;MASC;SG	
montrer	hiện	montrer	hiện	V;NFIN	N
montrer	show	montrer	show	V;NFIN	
philadelphie	philly	philadelphie	philly	N;FEM;SG	
prononciation	pronunciation	prononciation	pronunciation	N;FEM;SG	V
actualité	tin	actualité	tin	N;FEM;SG	
mariée	bride	marier	bride	V;FEM;SG;PST;V.PTCP	
billy	billy	billy	billy	PROPN	N
suffisamment	đủ	suffisamment	đủ	ADV	ADJ
poser	posing	poser	posing	V;NFIN	
suprême	supreme	suprême	supreme	ADJ;MASC;SG	
ain	ain	ain	ain	PROPN	NUM
échanges	exchanges	échange	exchanges	N;MASC;PL	ADJ
andy	andy	andy	andy	PROPN	N
norme	norm	norme	norm	N;FEM;SG	
norme	chuẩn	norme	chuẩn	N;FEM;SG	V
norme	standard	norme	standard	N;FEM;SG	
gordon	gordon	gordon	gordon	PROPN	
graphique	thị	graphique	thị	ADJ;MASC;SG	N
graphique	graphic	graphique	graphic	ADJ;MASC;SG	
nick	nick	nick	nick	PROPN	
bulgarie	bulgaria	bulgarie	bulgaria	ADJ;FEM;SG	N
grecs	greeks	grec	greeks	N;MASC;PL	
perdre	losing	perdre	losing	V;NFIN	
puy	puy	puy	puy	N;MASC;SG	
contes	tales	conte	tales	N;MASC;PL	
contes	contes	conte	contes	N;MASC;PL	
longs	long	long	long	ADJ;MASC;PL	N
supplémentaires	cục	supplémentaire	cục	ADJ;MASC;PL	
supplémentaires	extra	supplémentaire	extra	ADJ;MASC;PL	
baroque	baroque	baroque	baroque	ADJ;MASC;SG	N
pavillon	pavillon	pavillon	pavillon	N;MASC;SG	
will	will	will	will	PROPN	
will	sẽ	will	sẽ	PROPN	
will	muốn	will	muốn	PROPN	V
tournois	tournaments	tournoi	tournaments	N;MASC;PL	
gagné	won	gagner	won	V;MASC;SG;PST;V.PTCP	
gagné	thắng	gagner	thắng	V;MASC;SG;PST;V.PTCP	N
xviiie	xviiie	xviiie	xviiie	ADJ;MASC;SG	
xviiie	eighteenth	xviiie	eighteenth	ADJ;MASC;SG	V
den	böll	den	böll	PROPN	
den	chử	den	chử	PROPN	N
den	den	den	den	PROPN	
four	furnace	four	furnace	N;MASC;SG	
venezuela	venezuela	venezuela	venezuela	PROPN	
triple	ba	triple	ba	ADJ;MASC;SG	NUM
triple	triple	triple	triple	ADJ;MASC;SG	NUM
autel	altar	autel	altar	N;MASC;SG	
manoir	mansion	manoir	mansion	N;MASC;SG	
manoir	manoir	manoir	manoir	N;MASC;SG	
roussillon	roussillon	roussillon	roussillon	N;MASC;SG	
vacances	holiday	vacance	holiday	N;FEM;PL	
treize	treize	treize	treize	NUM	
treize	thirteen	treize	thirteen	NUM	V
plat	dish	plat	dish	N;MASC;SG	
azur	azure	azur	azure	N;MASC;SG	
azur	azur	azur	azur	N;MASC;SG	
columbia	columbia	columbia	columbia	PROPN	N
bons	hay	bon	hay	ADJ;MASC;PL	CONJ
bons	voucher	bon	voucher	ADJ;MASC;PL	N
choisir	chồn	choisir	chồn	V;NFIN	N
reliant	reliant	relier	reliant	V;PRS;V.PTCP	
spécialisée	chuyên	spécialiser	chuyên	V;FEM;SG;PST;V.PTCP	ADJ
bruce	bruce	bruce	bruce	PROPN	
sauvage	wild	sauvage	wild	ADJ;MASC;SG	
sauvage	savage	sauvage	savage	ADJ;MASC;SG	
sauvage	dã	sauvage	dã	ADJ;MASC;SG	N
optique	optic	optique	optic	ADJ;MASC;SG	
occidental	occidental	occidental	occidental	ADJ;MASC;SG	N
occidental	tây	occidental	tây	ADJ;MASC;SG	N
instant	lát	instant	lát	N;MASC;SG	
instant	tức	instant	tức	N;MASC;SG	
phare	phare	phare	phare	ADJ;MASC;SG	
musiques	nhạc	musique	nhạc	N;FEM;PL	V
naturels	chích	naturel	chích	ADJ;MASC;PL	V
ibn	ibn	ibn	ibn	PROPN	N
nam	nam	nam	nam	PROPN	N
pedro	pedro	pedro	pedro	PROPN	N
dépôt	deposit	dépôt	deposit	N;MASC;SG	V
dépôt	depot	dépôt	depot	N;MASC;SG	
hollywood	hollywood	hollywood	hollywood	N;MASC;SG	V
tunis	tunis	tunir	tunis	PROPN	N
laura	laura	laurer	laura	PROPN	
intérieure	indoor	intérieur	indoor	ADJ;FEM;SG	N
augustin	augustine	augustin	augustine	PROPN	N
augustin	augustin	augustin	augustin	PROPN	N
peint	sơn	peindre	sơn	V;MASC;SG;PST;V.PTCP	N
froid	chill	froid	chill	ADJ;MASC;SG	
not	không	not	không	PRO;SG;3	;NEG
not	ko	not	ko	PRO;SG;3	
flandre	flanders	flandre	flanders	PROPN	N
alexis	alexis	alexis	alexis	PROPN	N
lublin	lublin	lublin	lublin	N;FEM;SG	
allen	allen	allen	allen	PROPN	
riches	vương	riche	vương	ADJ;MASC;PL	N
riches	rich	riche	rich	ADJ;MASC;PL	
pékin	kinh	pékin	kinh	PROPN	V
pékin	kinh	pékin	kinh	PROPN	V
apparence	nhê	apparence	nhê	N;FEM;SG	ADJ
couche	layer	couche	layer	N;FEM;SG	
fortune	lường	fortune	lường	N;FEM;SG	V
châteaux	châteaux	château	châteaux	N;MASC;PL	
line	line	line	line	N;SG	
dizaine	chục	dizaine	chục	N;FEM;SG	NUM
besançon	besançon	besançon	besançon	N;MASC;SG	
giuseppe	giuseppe	giuseppe	giuseppe	PROPN	N
provisoire	interim	provisoire	interim	ADJ;MASC;SG	
veuve	widow	veuve	widow	N;FEM;SG	
cameroun	cameroun	cameroun	cameroun	N;MASC;SG	V
soins	care	soin	care	N;MASC;PL	
cesse	ngừng	cesse	ngừng	N;FEM;SG	V
botanique	botanic	botanique	botanic	ADJ;MASC;SG	N
amoureux	lovers	amoureux	lovers	ADJ;MASC;SG	
amoureux	lover	amoureux	lover	ADJ;MASC;SG	
manchester	manchester	manchester	manchester	V;NFIN	N
vouloir	muon	vouloir	muon	V;NFIN	
virus	virus	virus	virus	N;MASC;SG	
virus	virus	virus	virus	N;MASC;SG	
fermeture	đóng	fermeture	đóng	N;FEM;SG	V
fermeture	cận	fermeture	cận	N;FEM;SG	V
aisne	aisne	aisne	aisne	N;FEM;SG	NUM
spécialisé	chuyên	spécialiser	chuyên	V;MASC;SG;PST;V.PTCP	ADJ
marchand	buôn	marchand	buôn	N;MASC;SG	V
marchand	marchand	marchand	marchand	N;MASC;SG	
universelle	universal	universel	universal	ADJ;FEM;SG	
hugues	hughes	hugue	hughes	PROPN	
hugues	hugh	hugue	hugh	PROPN	N
zurich	zürich	zurich	zürich	PROPN	N
zurich	zurich	zurich	zurich	PROPN	N
abandonné	thác	abandonner	thác	V;MASC;SG;PST;V.PTCP	N
fernando	fernando	fernando	fernando	PROPN	N
wilhelm	wilhelm	wilhelm	wilhelm	PROPN	N
franche	franche	franc	franche	ADJ;FEM;SG	
rotation	xoay	rotation	xoay	N;FEM;SG	V
rotation	quay	rotation	quay	N;FEM;SG	V
rotation	xoay	rotation	xoay	N;FEM;SG	V
rotation	quay	rotation	quay	N;FEM;SG	V
cyrillique	cyrillic	cyrillique	cyrillic	ADJ;MASC;SG	
clark	clark	clark	clark	PROPN	
paulo	paulo	paulo	paulo	PROPN	N
nécessité	cần	nécessité	cần	N;FEM;SG	V
limoges	limoges	limoge	limoges	PROPN	
têtes	đàu	tête	đàu	N;FEM;PL	
têtes	head	tête	head	N;FEM;PL	
têtes	vát	tête	vát	N;FEM;PL	V
métal	co	métal	co	N;MASC;SG	V
rangers	rangers	ranger	rangers	N;MASC;PL	V
ryan	ryan	ryan	ryan	PROPN	
épée	kiếm	épée	kiếm	N;FEM;SG	V
épée	kiếm	épée	kiếm	N;FEM;SG	V
salut	alo	salut	alo	N;MASC;SG	V
salut	hello	salut	hello	N;MASC;SG	
salut	nè	salut	nè	N;MASC;SG	
salut	hi	salut	hi	N;MASC;SG	
salut	này	salut	này	N;MASC;SG	PROPN
salut	hey	salut	hey	N;MASC;SG	
banlieue	suburb	banlieue	suburb	N;FEM;SG	
banlieue	suburban	banlieue	suburban	N;FEM;SG	
courts	bài	court	bài	ADJ;MASC;PL	N
courts	short	court	short	ADJ;MASC;PL	
courts	lá	court	lá	ADJ;MASC;PL	N
pic	pic	pic	pic	N;MASC;SG	
voilà	đây	voilà	đây	V	PROPN
fantasy	fantasy	fantasy	fantasy	N;MASC;SG	
jouant	divx	jouer	divx	V;PRS;V.PTCP	N
bleue	xanh	bleu	xanh	ADJ;FEM;SG	N
irak	iraq	irak	iraq	PROPN	N
copie	chép	copie	chép	N;FEM;SG	V
copie	trích	copie	trích	N;FEM;SG	V
jason	phúc	jason	phúc	PROPN	N
jason	jason	jason	jason	PROPN	N
surnommé	dubbed	surnommer	dubbed	V;MASC;SG;PST;V.PTCP	
chimique	hóa	chimique	hóa	ADJ;MASC;SG	
ouvrir	má	ouvrir	má	V;NFIN	N
normal	chuẩn	normal	chuẩn	ADJ;MASC;SG	V
normal	thường	normal	thường	ADJ;MASC;SG	
illinois	illinois	illinois	illinois	PROPN	N
jura	jura	jura	jura	N;MASC;SG	NUM
gras	gras	gras	gras	ADJ;MASC;SG	
gras	bold	gras	bold	ADJ;MASC;SG	N
gras	béo	gras	béo	ADJ;MASC;SG	N
gras	fat	gras	fat	ADJ;MASC;SG	N
hervé	hervé	herver	hervé	PROPN	V
médiévale	medieval	médiéval	medieval	ADJ;FEM;SG	N
cible	đo	cible	đo	N;FEM;SG	V
extra	cục	extra	cục	N;MASC;SG	
extra	extra	extra	extra	N;MASC;SG	
dark	darth	dark	darth	PROPN	N
morceau	piece	morceau	piece	N;MASC;SG	
pyramide	pyramid	pyramide	pyramid	N;FEM;SG	
pasteur	pasteur	pasteur	pasteur	N;MASC;SG	
nintendo	nintendo	nintendo	nintendo	N;MASC;SG	
apprentissage	học	apprentissage	học	N;MASC;SG	V
entraînement	luyện	entraînement	luyện	N;MASC;SG	V
entraînement	training	entraînement	training	N;MASC;SG	DET
entraînement	workout	entraînement	workout	N;MASC;SG	
kelly	kelly	kelly	kelly	PROPN	
arnaud	arnaud	arnaud	arnaud	PROPN	
volontaires	nguyện	volontaire	nguyện	ADJ;MASC;PL	N
plaisir	vui	plaisir	vui	N;MASC;SG	
limousin	limousin	limousin	limousin	N;MASC;SG	NUM
époux	husband	époux	husband	N;MASC;SG	
lisa	lisa	lisa	lisa	PROPN	
anime	anime	anime	anime	N;FEM;SG	
croire	tin	croire	tin	V;NFIN	
domination	domination	domination	domination	N;FEM;SG	
domination	dominance	domination	dominance	N;FEM;SG	
échapper	escape	échapper	escape	V;NFIN	
mineur	nhỏ	mineur	nhỏ	N;MASC;SG	ADJ
mineur	minor	mineur	minor	N;MASC;SG	NUM
vertical	dọc	vertical	dọc	ADJ;MASC;SG	N
équilibre	equilibrium	équilibre	equilibrium	N;MASC;SG	
variable	biến	variable	biến	ADJ;MASC;SG	V
erreurs	sai	erreur	sai	N;FEM;PL	ADJ
bis	bis	bis	bis	N;MASC;SG	
slovaquie	slovakia	slovaquie	slovakia	PROPN	N
constantinople	constantinopolis	constantinople	constantinopolis	N;MASC;SG	
constantinople	constantinople	constantinople	constantinople	N;MASC;SG	
sel	sel	sel	sel	N;MASC;SG	
découvertes	discovery	découvrir	discovery	V;FEM;PL;PST;V.PTCP	N
examen	review	examen	review	N;MASC;SG	ADJ
hitler	hitler	hitler	hitler	N;MASC;SG	
madagascar	madagascar	madagascar	madagascar	PROPN	N
télé	tv	télé	tv	N;FEM;SG	
télé	tivi	télé	tivi	N;FEM;SG	ADJ
darkgrey	darkgrey	darkgrey	darkgrey	PROPN	
tracé	vết	tracer	vết	V;MASC;SG;PST;V.PTCP	N
tracé	trace	tracer	trace	V;MASC;SG;PST;V.PTCP	
expériences	nghiệm	expérience	nghiệm	N;FEM;PL	V
jeff	jeff	jeff	jeff	PROPN	N
buenos	buenos	bueno	buenos	PROPN	
voisin	xóm	voisin	xóm	ADJ;MASC;SG	N
free	free	free	free	N;MASC;SG	
free	rảnh	free	rảnh	N;MASC;SG	V
présidente	chairperson	président	chairperson	N;FEM;SG	V
thérèse	therese	thérèse	therese	N;FEM;SG	
grotte	hang	grotte	hang	N;FEM;SG	
grotte	hang	grotte	hang	N;FEM;SG	
grotte	grotte	grotte	grotte	N;FEM;SG	
grotte	grotto	grotte	grotto	N;FEM;SG	
toit	mái	toit	mái	N;MASC;SG	V
opus	opus	opus	opus	N;MASC;SG	
entraineur	trainer	entraîneur	trainer	N;MASC;SG	
russell	russell	russell	russell	PROPN	
death	chết	death	chết	PROPN	V
alberto	alberto	alberto	alberto	PROPN	N
soviétiques	soviet	soviétique	soviet	ADJ;MASC;PL	
secrets	secrets	secret	secrets	ADJ;MASC;PL	
secrets	mật	secret	mật	ADJ;MASC;PL	N
secrets	bí	secret	bí	ADJ;MASC;PL	N
arriver	đến	arriver	đến	V;NFIN	PART
voulait	wanted	vouloir	wanted	V;IND;SG;3;IPFV;FIN	N
écart	lệch	écart	lệch	N;MASC;SG	ADJ
écart	gap	écart	gap	N;MASC;SG	V
rupture	phá	rupture	phá	N;FEM;SG	V
rupture	breaking	rupture	breaking	N;FEM;SG	
rupture	break	rupture	break	N;FEM;SG	
rupture	phá	rupture	phá	N;FEM;SG	V
vague	vague	vague	vague	N;FEM;SG	
das	das	das	das		N
placée	bot	placer	bot	V;FEM;SG;PST;V.PTCP	N
poitiers	poitiers	poitier	poitiers	PROPN	N
otto	otto	otto	otto	PROPN	N
steven	steven	steven	steven	PROPN	
accords	chords	accord	chords	N;MASC;PL	
margaret	margaret	margaret	margaret	PROPN	
mentionné	liễu	mentionner	liễu	V;MASC;SG;PST;V.PTCP	N
hollande	holland	hollande	holland	N;MASC;SG	
ier	ier	ier	ier	N;MASC;SG	
crédit	credit	crédit	credit	N;MASC;SG	
xvi	xvi	xvi	xvi	NUM	
fuite	lens	fuite	lens	N;FEM;SG	
fuite	leak	fuite	leak	N;FEM;SG	
fuite	thoát	fuite	thoát	N;FEM;SG	V
fuite	escape	fuite	escape	N;FEM;SG	
christianisme	christian	christianisme	christian	N;MASC;SG	
parcs	parks	parc	parks	N;MASC;PL	
générique	generic	générique	generic	ADJ;MASC;SG	V
réellement	thực	réellement	thực	ADV	V
réellement	thật	réellement	thật	ADV	PART
