το	az	ο	az	DET;NOM;DEF;NEUT;SG	
αγώνα	egyezik	αγώνας	egyezik	N;ACC;MASC;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
αγώνα	harc	αγώνας	harc	N;ACC;MASC;SG	N;NOM;SG
αγώνα	harcolni	αγώνας	harcol	N;ACC;MASC;SG	V;NFIN;ACT
γεγονός	tény	γεγονός	tény	N;NOM;NEUT;SG	
σελίδα	oldalt	σελίδα	oldal	N;NOM;FEM;SG	N;ACC;SG
θέμα	figyelemmel	θέμα	figyelem	N;NOM;NEUT;SG	N;INS;SG
χρησιμοποιείται	használt	χρησιμοποιώ	használt	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
χρησιμοποιείται	felhasznált	χρησιμοποιώ	felhasznált	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
πρώτα	első	πρώτα	első	ADV	ADJ;NOM;SG
νότια	dél	νότιος	dél	ADV	
νότια	déli	νότιος	déli	ADV	
νότια	dél	νότιος	dél	ADV	
νότια	déli	νότιος	déli	ADV	
σημείο	pont	σημείο	pont	N;NOM;NEUT;SG	
σημείο	point	σημείο	point	N;NOM;NEUT;SG	
σχέση	kapcsolat	σχέση	kapcsolat	N;ACC;FEM;SG	N;NOM;SG
περίπτωση	ügy	περίπτωση	ügy	N;ACC;FEM;SG	N;NOM;SG
περίπτωση	case	περίπτωση	case	N;ACC;FEM;SG	
περίπτωση	eset	περίπτωση	eset	N;ACC;FEM;SG	N;NOM;SG
νέο	újdonság	νέος	újdonság	ADJ;ACC;NEUT;SG	N;NOM;SG
νέο	új	νέος	új	ADJ;ACC;NEUT;SG	ADJ;NOM;SG
ήδη	máris	ήδη	máris	ADV	
έτος	évjárat	έτος	évjárat	N;ACC;NEUT;SG	N;NOM;SG
έτος	éve	έτος	év	N;ACC;NEUT;SG	N;NOM;SG
έτος	évi	έτος	évi	N;ACC;NEUT;SG	
έτος	év	έτος	év	N;ACC;NEUT;SG	N;NOM;SG
σχεδόν	majdnem	σχεδόν	majdnem	ADV	
σχεδόν	majdnem	σχεδόν	majdnem	ADV	
ένωση	union	ένωση	union	N;NOM;FEM;SG	
ένωση	unió	ένωση	unió	N;NOM;FEM;SG	PROPN;NOM;SG
ένωση	unión	ένωση	unió	N;NOM;FEM;SG	
ένωση	uniós	ένωση	uniós	N;NOM;FEM;SG	ADJ;NOM;SG
περισσότερο	több	πολύ	több	ADV;CMPR	DET;INDF
περισσότερο	more	πολύ	more	ADV;CMPR	
περισσότερο	további	πολύ	további	ADV;CMPR	N;NOM;SG
περισσότερο	tobb	πολύ	tobb	ADV;CMPR	
βασιλιά	kinga	βασιλιάς	kinga	N;ACC;MASC;SG	
μουσείο	museum	μουσείο	museum	N;NOM;NEUT;SG	
πολιτικός	politikusok	πολιτικός	politikus	ADJ;NOM;MASC;SG	N;NOM;PL
πολιτικός	politikus	πολιτικός	politikus	ADJ;NOM;MASC;SG	N;NOM;SG
δυο	kettő	δύο	kettő	NUM;NOM;PL	
μεγαλύτερη	idősebbek	μεγάλος	idős	ADJ;NOM;CMPR;FEM;SG	N;NOM;PL
μεγαλύτερη	nagyobbak	μεγάλος	nagy	ADJ;NOM;CMPR;FEM;SG	ADV
μεγαλύτερη	nagyobbak	μεγάλος	nagy	ADJ;NOM;CMPR;FEM;SG	ADV
ανά	per	ανά	per	ADP	N;NOM;SG
μουσική	zene	μουσικός	zene	ADJ;NOM;FEM;SG	N;NOM;SG
κόσμο	cosmo	κόσμος	cosmo	N;ACC;MASC;SG	
κόσμο	világ	κόσμος	világ	N;ACC;MASC;SG	
κόσμο	world	κόσμος	world	N;ACC;MASC;SG	
κόσμο	vilag	κόσμος	vilag	N;ACC;MASC;SG	N;NOM;SG
δεύτερο	másodszor	δεύτερος	másod	NUM;NOM;NEUT;SG	
δεύτερο	másodperc	δεύτερος	másodperc	NUM;NOM;NEUT;SG	
δεύτερο	második	δεύτερος	második	NUM;NOM;NEUT;SG	
είδος	fajok	είδος	fajok	N;NOM;NEUT;SG	N;NOM;PL
αρκετά	elég	αρκετά	elég	ADV	
μεγαλύτερο	idősebbek	μεγάλος	idős	ADJ;NOM;CMPR;NEUT;SG	N;NOM;PL
μεγαλύτερο	nagyobbak	μεγάλος	nagy	ADJ;NOM;CMPR;NEUT;SG	ADV
μεγαλύτερο	nagyobbak	μεγάλος	nagy	ADJ;NOM;CMPR;NEUT;SG	ADV
χώρες	országokban	χώρα	ország	N;NOM;FEM;PL	N;IN+ESS;PL
χώρο	űr	χώρος	űr	N;ACC;MASC;SG	N;NOM;SG
χώρο	tér	χώρος	tér	N;ACC;MASC;SG	N;NOM;SG
σχολή	iskolában	σχολή	iskolában	N;NOM;FEM;SG	N;IN+ESS;SG
σχολή	suli	σχολή	suli	N;NOM;FEM;SG	
εναντίον	ellene	εναντίον	ellen	ADP	PRO;NOM;SG;3
τρία	három	τρεις	három	NUM;NOM;NEUT;PL	NUM;NOM;SG
όρος	távú	όρος	távú	N;NOM;MASC;SG	
ιδρύθηκε	alapították	ιδρύω	alapít	V;PFV;IND;SG;3;PST;FIN;PASS	V;DEF;IND;PL;3;PST;FIN;ACT
ιδρύθηκε	alapított	ιδρύω	alapított	V;PFV;IND;SG;3;PST;FIN;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
ιδρύθηκε	alapította	ιδρύω	alapít	V;PFV;IND;SG;3;PST;FIN;PASS	V;DEF;IND;SG;3;PST;FIN;ACT
ιδρύθηκε	megalapozott	ιδρύω	megalapozott	V;PFV;IND;SG;3;PST;FIN;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
βασιλιάς	kinga	βασιλιάς	kinga	N;NOM;MASC;SG	
παιδιά	fiuk	παιδί	fiuk	N;NOM;NEUT;PL	N;NOM;SG
παιδιά	gyermekeknek	παιδί	gyermek	N;NOM;NEUT;PL	N;DAT;PL
παιδιά	gyermek	παιδί	gyermek	N;NOM;NEUT;PL	N;NOM;SG
βραβείο	díjat	βραβείο	díjat	N;NOM;NEUT;SG	N;ACC;SG
φαίνεται	tűnik	φαίνομαι	tűnik	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;INDF;IND;SG;3;PRS;FIN;ACT
αρχαία	ősi	αρχαίος	ősi	ADJ;NOM;FEM;SG	
αρχαία	ős	αρχαίος	ős	ADJ;NOM;FEM;SG	
αρχαία	ókori	αρχαίος	ókori	ADJ;NOM;FEM;SG	
μήκος	hossza	μήκος	hosszú	N;ACC;NEUT;SG	N;NOM;SG
μήκος	hossz	μήκος	hossz	N;ACC;NEUT;SG	
μήκος	hosszúság	μήκος	hosszúság	N;ACC;NEUT;SG	N;NOM;SG
χρονιά	évjárat	χρονιά	évjárat	N;ACC;FEM;SG	N;NOM;SG
χρονιά	éve	χρονιά	év	N;ACC;FEM;SG	N;NOM;SG
χρονιά	évi	χρονιά	évi	N;ACC;FEM;SG	
χρονιά	év	χρονιά	év	N;ACC;FEM;SG	N;NOM;SG
παραγωγή	termelési	παραγωγή	termelési	N;NOM;FEM;SG	ADJ;NOM;SG
ηθοποιός	színésznek	ηθοποιός	színészik	N;NOM;MASC;SG	N;GEN;SG
ελληνικά	görög	ελληνικός	görög	ADV	
δυνάμεις	powers	δύναμη	powers	N;NOM;FEM;PL	
δυνάμεις	hatáskör	δύναμη	hatáskör	N;NOM;FEM;PL	N;NOM;SG
γαλλία	franciaország	γαλλία	franciaország	PROPN;ACC;FEM;SG	N;NOM;SG
γαλλία	france	γαλλία	france	PROPN;ACC;FEM;SG	
ελληνικό	görög	ελληνικός	görög	ADJ;NOM;NEUT;SG	
ευρώπη	európa	ευρώπη	európa	PROPN;ACC;FEM;SG	
ευρώπη	europe	ευρώπη	europe	PROPN;ACC;FEM;SG	
ευρώπη	európában	ευρώπη	európa	PROPN;ACC;FEM;SG	N;IN+ESS;SG
δεκαετία	évtized	δεκαετία	évtized	N;ACC;FEM;SG	N;NOM;SG
δεκαετία	évtizedben	δεκαετία	évtized	N;ACC;FEM;SG	N;IN+ESS;SG
δεκαετία	évtizede	δεκαετία	évtized	N;ACC;FEM;SG	N;NOM;SG
γνωστό	ismeretes	γνωστός	ismeretes	ADJ;NOM;NEUT;SG	
γνωστό	ismertek	γνωστός	ismer	ADJ;NOM;NEUT;SG	V;INDF;IND;PL;3;PST;FIN;ACT
γνωστό	ismert	γνωστός	ismert	ADJ;NOM;NEUT;SG	
παγκόσμιο	global	παγκόσμιος	global	ADJ;NOM;NEUT;SG	
βιβλίο	könyvet	βιβλίο	könyv	N;NOM;NEUT;SG	N;ACC;SG
μέτρα	intézkedésekre	μέτρο	intézkedés	N;NOM;NEUT;PL	N;ON+ALL;PL
πέντε	öt	πέντε	öt	NUM;NOM;MASC;PL	
πέντε	öten	πέντε	öten	NUM;NOM;MASC;PL	PRO;NOM;PL;3
παραπάνω	fölötte	παραπάνω	fölött	ADV	
παραπάνω	felett	παραπάνω	felett	ADV	ADP
παραπάνω	fölött	παραπάνω	fölött	ADV	ADP
παραπάνω	fent	παραπάνω	fent	ADV	
παραπάνω	fenti	παραπάνω	fent	ADV	
παραπάνω	felette	παραπάνω	felet	ADV	PRO;NOM;SG;3
σεζόν	idény	σεζόν	idény	N;ACC;FEM;SG	N;NOM;SG
σεζόν	évszak	σεζόν	évszú	N;ACC;FEM;SG	N;NOM;SG
σεζόν	évad	σεζόν	évad	N;ACC;FEM;SG	N;NOM;SG
σεζόν	szezon	σεζόν	szez	N;ACC;FEM;SG	N;NOM;SG
πρότυπο	model	πρότυπο	model	N;NOM;NEUT;SG	
πρότυπο	normál	πρότυπο	normál	N;NOM;NEUT;SG	
πρότυπο	standard	πρότυπο	standard	N;NOM;NEUT;SG	
θάνατο	halál	θάνατος	halál	N;ACC;MASC;SG	N;NOM;SG
παράλληλα	párhuzamos	παράλληλα	párhuzamos	ADV	
παράλληλα	párhuzamosan	παράλληλα	párhuzamos	ADV	ADJ;FRML;SG
σύνολο	teljes	σύνολο	teljes	N;NOM;NEUT;SG	
σύνολο	összesen	σύνολο	összesen	N;NOM;NEUT;SG	
γνωστή	ismeretes	γνωστός	ismeretes	ADJ;NOM;FEM;SG	
γνωστή	ismertek	γνωστός	ismer	ADJ;NOM;FEM;SG	V;INDF;IND;PL;3;PST;FIN;ACT
γνωστή	ismert	γνωστός	ismert	ADJ;NOM;FEM;SG	
κατάσταση	állapot	κατάσταση	állap	N;ACC;FEM;SG	N;NOM;SG
κατάσταση	státusz	κατάσταση	státusz	N;ACC;FEM;SG	N;NOM;SG
κατάσταση	szituáció	κατάσταση	szituáció	N;ACC;FEM;SG	N;NOM;SG
κατάσταση	helyzet	κατάσταση	helyzet	N;ACC;FEM;SG	N;NOM;SG
κατάσταση	állapota	κατάσταση	állapot	N;ACC;FEM;SG	N;NOM;SG
κατάσταση	feltétel	κατάσταση	feltétel	N;ACC;FEM;SG	N;NOM;SG
κατάσταση	állapot	κατάσταση	állap	N;ACC;FEM;SG	N;NOM;SG
νησί	szigeten	νησί	sziget	N;NOM;NEUT;SG	N;ON+ESS;SG
επίπεδο	szintű	επίπεδο	szintű	N;NOM;NEUT;SG	
επιτυχία	sikeres	επιτυχία	sikeres	N;NOM;FEM;SG	
γερμανία	németország	γερμανία	németország	PROPN;ACC;FEM;SG	N;NOM;SG
άλλους	másoknak	άλλος	más	PRO;NOM;MASC;PL;3	PRO;DAT;PL;3
άλλους	egyéb	άλλος	egyéb	PRO;NOM;MASC;PL;3	
άλλους	mások	άλλος	más	PRO;NOM;MASC;PL;3	
άλλους	egyebek	άλλος	egyéb	PRO;NOM;MASC;PL;3	
δημιουργία	létrehozása	δημιουργία	létrehozás	N;ACC;FEM;SG	N;NOM;SG
δημιουργία	létrehozása	δημιουργία	létrehozás	N;ACC;FEM;SG	N;NOM;SG
δημιουργία	alkotás	δημιουργία	alkotás	N;ACC;FEM;SG	N;NOM;SG
δημιουργία	teremtés	δημιουργία	teremtés	N;ACC;FEM;SG	N;NOM;SG
αρχή	start	αρχή	start	N;NOM;FEM;SG	
αρχή	kezdeni	αρχή	kezd	N;NOM;FEM;SG	V;NFIN;ACT
αρχή	kezdetek	αρχή	kezdet	N;NOM;FEM;SG	N;NOM;PL
αρχή	elv	αρχή	elv	N;NOM;FEM;SG	
άδεια	engedély	άδεια	engedély	N;NOM;FEM;SG	
άδεια	jogosítványt	άδεια	jogosítvány	N;NOM;FEM;SG	N;ACC;SG
άδεια	engedély	άδεια	engedély	N;NOM;FEM;SG	
άδεια	engedélyt	άδεια	engedély	N;NOM;FEM;SG	N;ACC;SG
άδεια	engedély	άδεια	engedély	N;NOM;FEM;SG	
άδεια	engedély	άδεια	engedély	N;NOM;FEM;SG	
άδεια	engedélyben	άδεια	engedély	N;NOM;FEM;SG	N;IN+ESS;SG
άδεια	üresek	άδεια	üres	N;NOM;FEM;SG	ADJ;NOM;PL
άδεια	üres	άδεια	üres	N;NOM;FEM;SG	
άδεια	üresen	άδεια	üres	N;NOM;FEM;SG	ADJ;FRML;SG
σου	sue	σου	sue	V;IPFV;IND;SG;1;PRS;FIN;ACT	
επιπλέον	kiegészítő	επιπλέον	kiegészítő	ADV	ADJ;NOM;SG
επιπλέον	további	επιπλέον	további	ADV	N;NOM;SG
περισσότερα	több	πολύς	több	ADJ;NOM;CMPR;NEUT;PL	DET;INDF
περισσότερα	more	πολύς	more	ADJ;NOM;CMPR;NEUT;PL	
περισσότερα	további	πολύς	további	ADJ;NOM;CMPR;NEUT;PL	N;NOM;SG
περισσότερα	tobb	πολύς	tobb	ADJ;NOM;CMPR;NEUT;PL	
ανάπτυξη	fejlesztés	ανάπτυξη	fejlesztés	N;ACC;FEM;SG	N;NOM;SG
ανάπτυξη	fejlődés	ανάπτυξη	fejlődés	N;ACC;FEM;SG	N;NOM;SG
ανάπτυξη	fejlesztési	ανάπτυξη	fejlesztési	N;ACC;FEM;SG	ADJ;NOM;SG
ανάπτυξη	növekedés	ανάπτυξη	növekedés	N;ACC;FEM;SG	N;NOM;SG
φάση	szakasz	φάση	szakasz	N;ACC;FEM;SG	N;NOM;SG
φάση	fázis	φάση	fázis	N;ACC;FEM;SG	N;NOM;SG
αυτόν	őt	αυτός	ő	PRO;ACC;MASC;SG;3	PRO;ACC;SG;3
αυτόν	neki	αυτός	ő	PRO;ACC;MASC;SG;3	
συγγραφέας	szerző	συγγραφέα	szerző	N;NOM;MASC;SG	
άγιος	saint	άγιος	saint	ADJ;NOM;MASC;SG	
άγιος	szent	άγιος	szent	ADJ;NOM;MASC;SG	
θάνατοι	haláleset	θάνατος	haláleset	N;NOM;MASC;PL	N;NOM;SG
γ΄	iii	γ΄	iii	N	
τραγούδι	énekelni	τραγούδι	énekel	N;NOM;NEUT;SG	V;NFIN;ACT
τραγούδι	énekel	τραγούδι	én	N;NOM;NEUT;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
τραγούδι	dalt	τραγούδι	dalt	N;NOM;NEUT;SG	N;ACC;SG
τραγούδι	song	τραγούδι	song	N;NOM;NEUT;SG	
επαρχία	tartományban	επαρχία	tartomány	N;NOM;FEM;SG	N;IN+ESS;SG
ιωάννης	john	ιωάννης	john	PROPN;NOM;MASC;SG	
ιωάννης	jános	ιωάννης	jános	PROPN;NOM;MASC;SG	N;NOM;SG
θεσσαλονίκη	thesszaloniki	θεσσαλονίκη	thesszaloniki	PROPN;NOM;FEM;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
αγγλικά	angolul	αγγλικός	angolul	ADV	
αγγλικά	angol	αγγλικός	angol	ADV	
άλλοι	másoknak	άλλος	más	PRO;NOM;MASC;PL;3	PRO;DAT;PL;3
άλλοι	egyéb	άλλος	egyéb	PRO;NOM;MASC;PL;3	
άλλοι	mások	άλλος	más	PRO;NOM;MASC;PL;3	
άλλοι	egyebek	άλλος	egyéb	PRO;NOM;MASC;PL;3	
κέρδισε	win	κερδίζω	win	V;PFV;IND;SG;3;PST;FIN;ACT	
κέρδισε	győzelem	κερδίζω	győzelem	V;PFV;IND;SG;3;PST;FIN;ACT	N;NOM;SG
κέρδισε	nyerj	κερδίζω	nyerj	V;PFV;IND;SG;3;PST;FIN;ACT	V;DEF;IND;SG;3;PRS;FIN;ACT
σκοπό	cél	σκοπός	cél	N;ACC;MASC;SG	N;NOM;SG
συνολικά	teljes	συνολικά	teljes	ADV	
συνολικά	összesen	συνολικά	összesen	ADV	
συνολικά	átfogó	συνολικά	átfogó	ADV	
συνολικά	összességében	συνολικά	összesség	ADV	N;IN+ESS;SG
γνωστός	ismeretes	γνωστός	ismeretes	ADJ;NOM;MASC;SG	
γνωστός	ismertek	γνωστός	ismer	ADJ;NOM;MASC;SG	V;INDF;IND;PL;3;PST;FIN;ACT
γνωστός	ismert	γνωστός	ismert	ADJ;NOM;MASC;SG	
πληροφορίες	info	πληροφορία	info	N;NOM;FEM;PL	
πληροφορίες	infó	πληροφορία	infó	N;NOM;FEM;PL	
πληροφορίες	információ	πληροφορία	információ	N;NOM;FEM;PL	N;NOM;SG
πληροφορίες	információ	πληροφορία	információ	N;NOM;FEM;PL	N;NOM;SG
πληροφορίες	tájékoztatás	πληροφορία	tájékoztatás	N;NOM;FEM;PL	N;NOM;SG
εθνικό	national	εθνικός	national	ADJ;NOM;NEUT;SG	
καριέρα	karrier	καριέρα	karrier	N;ACC;FEM;SG	N;NOM;SG
ποτέ	sosem	ποτέ	sosem	ADV	
ποτέ	soha	ποτέ	soha	ADV	
ποτέ	valaha	ποτέ	valaha	ADV	
τέλη	díj	τέλος	díj	N;ACC;NEUT;PL	N;NOM;SG
τέλη	díjazás	τέλος	díjazás	N;ACC;NEUT;PL	N;NOM;SG
τέλη	díjak	τέλος	díj	N;ACC;NEUT;PL	N;NOM;PL
τέλη	illetékek	τέλος	illeték	N;ACC;NEUT;PL	N;NOM;PL
πλευρά	oldalra	πλευρά	oldal	N;ACC;FEM;SG	N;ON+ALL;SG
πλευρά	oldalam	πλευρά	oldal	N;ACC;FEM;SG	N;NOM;SG
πλευρά	side	πλευρά	side	N;ACC;FEM;SG	
διάφορες	többféle	διάφορος	többfél	ADJ;NOM;FEM;PL	
διάφορες	különféle	διάφορος	különféle	ADJ;NOM;FEM;PL	
διάφορες	különböző	διάφορος	különböző	ADJ;NOM;FEM;PL	
πρόγραμμα	ütemterv	πρόγραμμα	ütemterv	N;NOM;NEUT;SG	
χιλιόμετρα	miles	χιλιόμετρο	miles	N;NOM;NEUT;PL	
χιλιόμετρα	mérföld	χιλιόμετρο	mérföld	N;NOM;NEUT;PL	N;NOM;SG
χιλιόμετρα	kilométer	χιλιόμετρο	kilométer	N;NOM;NEUT;PL	N;NOM;SG
χιλιόμετρα	kilométer	χιλιόμετρο	kilométer	N;NOM;NEUT;PL	N;NOM;SG
κάτοικοι	lakos	κάτοικος	lakos	N;NOM;MASC;PL	N;NOM;SG
γεώργιος	george	γεώργιος	george	PROPN;NOM;MASC;SG	
γεώργιος	györgy	γεώργιος	györgy	PROPN;NOM;MASC;SG	N;NOM;SG
τύπου	típus	τύπος	típus	N;GEN;MASC;SG	N;NOM;SG
τύπου	típusa	τύπος	típus	N;GEN;MASC;SG	N;NOM;SG
μικρό	kicsik	μικρός	kicsik	ADJ;NOM;NEUT;SG	
μικρό	kicsi	μικρός	kicsi	ADJ;NOM;NEUT;SG	
μικρό	kicsi	μικρός	kicsi	ADJ;NOM;NEUT;SG	
μικρό	kevés	μικρός	kevés	ADJ;NOM;NEUT;SG	
ονομάζεται	hívott	ονομάζω	hív	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
συγκεκριμένα	specifikus	συγκεκριμένα	specifikus	ADV	ADJ;NOM;SG
συγκεκριμένα	konkrét	συγκεκριμένα	konkrét	ADV	
συγκεκριμένα	konkrétan	συγκεκριμένα	konkrétan	ADV	
συγκεκριμένα	kifejezetten	συγκεκριμένα	kifejezett	ADV	ADJ;FRML;SG
συγκεκριμένα	kimondottan	συγκεκριμένα	kimond	ADV	ADJ;FRML;SG
είδη	faj	είδος	faj	N;NOM;NEUT;PL	N;NOM;SG
είδη	állatfaj	είδος	állatfaj	N;NOM;NEUT;PL	N;NOM;SG
κάποιος	valaki	κάποιος	valaki	PRO;NOM;MASC;SG;3	
κάποιος	valakit	κάποιος	valakit	PRO;NOM;MASC;SG;3	
κάποιος	valaki	κάποιος	valaki	PRO;NOM;MASC;SG;3	
ιταλία	olaszország	ιταλία	olaszország	PROPN;ACC;FEM;SG	
κατηγορίες	vádemelés	κατηγορία	vádemelés	N;NOM;FEM;PL	N;NOM;SG
κατηγορίες	vád	κατηγορία	vád	N;NOM;FEM;PL	
κατηγορίες	kategória	κατηγορία	kategória	N;NOM;FEM;PL	
ποδόσφαιρο	football	ποδόσφαιρος	football	N;NOM;NEUT;SG	N;IN+ESS;SG
θέσεις	pozíció	θέση	pozíció	N;NOM;FEM;PL	N;NOM;SG
θέσεις	ülés	θέση	ülés	N;NOM;FEM;PL	N;NOM;SG
περισσότερες	több	πολύς	több	ADJ;NOM;CMPR;FEM;PL	DET;INDF
περισσότερες	more	πολύς	more	ADJ;NOM;CMPR;FEM;PL	
περισσότερες	további	πολύς	további	ADJ;NOM;CMPR;FEM;PL	N;NOM;SG
περισσότερες	tobb	πολύς	tobb	ADJ;NOM;CMPR;FEM;PL	
έκταση	hatálya	έκταση	hatály	N;ACC;FEM;SG	N;NOM;SG
έκταση	hatály	έκταση	hatály	N;ACC;FEM;SG	N;NOM;SG
έκταση	mértékben	έκταση	mérték	N;ACC;FEM;SG	N;IN+ESS;SG
έκταση	terület	έκταση	terület	N;ACC;FEM;SG	N;NOM;SG
έκταση	környék	έκταση	környék	N;ACC;FEM;SG	N;NOM;SG
γενικά	átfogó	γενικά	átfogó	ADV	
γενικά	összességében	γενικά	összesség	ADV	N;IN+ESS;SG
γενικά	általánosságban	γενικά	általánosság	ADV	N;IN+ESS;SG
γενικά	általában	γενικά	általában	ADV	
γενικά	általános	γενικά	általános	ADV	
γενικά	tábornok	γενικά	tábornok	ADV	N;NOM;SG
νίκη	win	νίκη	win	N;ACC;FEM;SG	
νίκη	nyerni	νίκη	nyer	N;ACC;FEM;SG	V;NFIN;ACT
νίκη	győzelem	νίκη	győzelem	N;ACC;FEM;SG	N;NOM;SG
νίκη	nyerj	νίκη	nyerj	N;ACC;FEM;SG	V;DEF;IND;SG;3;PRS;FIN;ACT
νίκη	győzelem	νίκη	győzelem	N;ACC;FEM;SG	N;NOM;SG
νίκη	győzelem	νίκη	győzelem	N;ACC;FEM;SG	N;NOM;SG
νίκη	nyerő	νίκη	nyerő	N;ACC;FEM;SG	
μικρή	kicsik	μικρός	kicsik	ADJ;NOM;FEM;SG	
μικρή	kicsi	μικρός	kicsi	ADJ;NOM;FEM;SG	
μικρή	kicsi	μικρός	kicsi	ADJ;NOM;FEM;SG	
μικρή	kevés	μικρός	kevés	ADJ;NOM;FEM;SG	
έτη	év	έτος	év	N;NOM;NEUT;PL	N;NOM;SG
τελικό	végleges	τελικός	végleges	ADJ;NOM;NEUT;SG	
τελικό	záró	τελικός	záró	ADJ;NOM;NEUT;SG	N;NOM;SG
τελικό	utolsó	τελικός	utolsó	ADJ;NOM;NEUT;SG	
τελικό	végső	τελικός	végső	ADJ;NOM;NEUT;SG	
συγκρότημα	band	συγκρότημα	band	N;NOM;NEUT;SG	
συγκρότημα	banda	συγκρότημα	banda	N;NOM;NEUT;SG	
συγκρότημα	együttes	συγκρότημα	együttes	N;NOM;NEUT;SG	
συγκρότημα	összetett	συγκρότημα	összetett	N;NOM;NEUT;SG	V;INDF;IND;SG;3;PST;FIN;ACT
συγκρότημα	komplex	συγκρότημα	komplex	N;NOM;NEUT;SG	
παραγωγής	előállítás	παραγωγή	előállítás	N;GEN;FEM;SG	N;NOM;SG
παραγωγής	gyártás	παραγωγή	gyártás	N;GEN;FEM;SG	N;NOM;SG
παραγωγής	termelés	παραγωγή	termelés	N;GEN;FEM;SG	N;NOM;SG
παραγωγής	termelési	παραγωγή	termelési	N;GEN;FEM;SG	ADJ;NOM;SG
επόμενη	következő	επόμενος	következő	ADJ;ACC;FEM;SG	
στιγμή	pillanat	στιγμή	pillan	N;ACC;FEM;SG	N;NOM;SG
μήνες	hónap	μήνας	hónap	N;NOM;MASC;PL	N;NOM;SG
μήνες	hónapokig	μήνας	hónap	N;NOM;MASC;PL	N;PL
ύψος	magasság	ύψος	magasság	N;NOM;NEUT;SG	
ύψος	magasság	ύψος	magasság	N;NOM;NEUT;SG	
πολλοί	sok	πολύς	sok	ADJ;NOM;MASC;PL	
πολλοί	sokan	πολύς	sokan	ADJ;NOM;MASC;PL	ADV
όλοι	mindenki	όλος	mindenki	ADJ;NOM;MASC;PL	
όλοι	mindenkinek	όλος	mindenki	ADJ;NOM;MASC;PL	
όλοι	mindegyik	όλος	mindegyik	ADJ;NOM;MASC;PL	
όλοι	mind	όλος	mind	ADJ;NOM;MASC;PL	CONJ
όλοι	minden	όλος	minden	ADJ;NOM;MASC;PL	PRO;NOM;SG;3
όλοι	mindenki	όλος	mindenki	ADJ;NOM;MASC;PL	
όλοι	mindenkinek	όλος	mindenki	ADJ;NOM;MASC;PL	
σημαντική	jelentős	σημαντικός	jelentős	ADJ;NOM;FEM;SG	
σημαντική	szignifikáns	σημαντικός	szignifikáns	ADJ;NOM;FEM;SG	N;ON+ESS;SG
ημέρα	napon	ημέρα	nap	N;NOM;FEM;SG	N;ON+ESS;SG
ημέρα	nappal	ημέρα	nap	N;NOM;FEM;SG	N;INS;SG
ημέρα	napot	ημέρα	nap	N;NOM;FEM;SG	N;ACC;SG
διάφορα	egyéb	διάφορος	egyéb	ADV	
διάφορα	egyebek	διάφορος	egyéb	ADV	
διάφορα	különféle	διάφορος	különféle	ADV	
διάφορα	vegyes	διάφορος	vegyes	ADV	
στάδιο	stadionban	στάδιο	stadion	N;NOM;NEUT;SG	N;IN+ESS;SG
στάδιο	színpadon	στάδιο	színpad	N;NOM;NEUT;SG	N;ON+ESS;SG
επίθεση	támadás	επίθεση	támadás	N;ACC;FEM;SG	N;NOM;SG
επίθεση	támadás	επίθεση	támadás	N;ACC;FEM;SG	N;NOM;SG
τραγούδια	dalokat	τραγούδιο	dalok	N;NOM;NEUT;PL	N;ACC;PL
λέξη	szó	λέξη	szó	N;ACC;FEM;SG	N;NOM;SG
λέξη	szava	λέξη	szó	N;ACC;FEM;SG	N;NOM;SG
προβλήματα	probléma	πρόβλημα	probléma	N;NOM;NEUT;PL	N;NOM;SG
προβλήματα	problémákat	πρόβλημα	probléma	N;NOM;NEUT;PL	N;ACC;PL
προβλήματα	problémákkal	πρόβλημα	probléma	N;NOM;NEUT;PL	N;INS;PL
δύναμη	erő	δύναμη	erő	N;ACC;FEM;SG	N;NOM;SG
δύναμη	force	δύναμη	force	N;ACC;FEM;SG	
δύναμη	erő	δύναμη	erő	N;ACC;FEM;SG	N;NOM;SG
δύναμη	energia	δύναμη	energia	N;ACC;FEM;SG	N;NOM;SG
δύναμη	erő	δύναμη	erő	N;ACC;FEM;SG	N;NOM;SG
δύναμη	power	δύναμη	power	N;ACC;FEM;SG	
δύναμη	hatalom	δύναμη	hatalom	N;ACC;FEM;SG	N;NOM;SG
επανάσταση	forradalom	επανάσταση	forradalom	N;ACC;FEM;SG	N;NOM;SG
τύπος	formula	τύπος	formula	N;NOM;MASC;SG	
εκατομμύρια	millió	εκατομμύριο	millió	N;NOM;NEUT;PL	NUM;NOM;SG
εκατομμύρια	milliók	εκατομμύριο	millió	N;NOM;NEUT;PL	
εκατομμύρια	millió	εκατομμύριο	millió	N;NOM;NEUT;PL	NUM;NOM;SG
