til	लिये	til	ले	ADV	V;PFV;MASC;SG;V.PTCP;ACT
forhold	संबन्ध	forhold	संबन्ध	N;INDF;NEUT;SG	
spiller	खिलाड़ी	spille	खिलाडी	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG;3
kampe	मिलान	kamp	मिलान	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
kampe	लड़ता	kamp	लड़	N;INDF;MASC+FEM;PL	V;IPFV;MASC;SG;V.PTCP;ACT
kampe	झगड़े	kamp	झगडा	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
kampe	लड़	kamp	लड़	N;INDF;MASC+FEM;PL	V;ACT
kampe	गेम्स	kamp	गेम्स	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
kampe	गेम	kamp	गेम	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
kampe	खेल	kamp	खेल	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
dermed	यूँ	dermed	यूँ	ADV	
går	सैर	gå	सैर	V;IND;PRS;FIN;ACT	N;NOM;FEM;SG;3
fordi	क्योकि	fordi	क्योकि	CONJ	
fordi	क्युकी	fordi	क्युकी	CONJ	
syd	दक्षिणी	syd	दक्षिणी	N;INDF	PROPN;NOM;MASC;SG;3
syd	साउथ	syd	साउथ	N;INDF	PROPN;NOM;MASC;SG;3
syd	दक्षिण	syd	दक्षिण	N;INDF	PROPN;NOM;MASC;SG;3
syd	syd	syd	syd	N;INDF	
sverige	स्वीडिश	sverig	स्वीडिश	ADJ;PL	PROPN;NOM;MASC;SG;3
sverige	स्वीडन	sverig	स्वीडन	ADJ;PL	PROPN;NOM;MASC;SG;3
frederik	फ्रेडरिक	frederik	फ्रेडरिक	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
frankrig	फ्रांस	frankrig	फ्रांस		PROPN;NOM;MASC;SG;3
frankrig	फ़्रांस	frankrig	फाररांस		PROPN;NOM;MASC;SG;3
ned	bas	ned	bas	ADV	
form	फ़ॉर्म	form	फ़ॉर्म	N;INDF;MASC+FEM;SG	ADJ
nogen	किसी	nogen	कोई	PRO;MASC+FEM;SG	PRO;ACC;SG;3
godt	good	godt	good	ADV	N;NOM;FEM;SG;3
godt	अच्छे	godt	अच्छा	ADV	ADJ;NOM;MASC;PL
godt	गुड	godt	गुड	ADV	
godt	शुभ	godt	शुभ	ADV	
land	land	land	land	N;INDF;NEUT;SG	
land	लैंड	land	लैंड	N;INDF;NEUT;SG	
begge	दोनों	begge	दो	PRO;PL	N;ACC;MASC;PL;3
begge	दोनो	begge	दोनो	PRO;PL	
norge	नॉर्वे	norge	नॉर्वे	PROPN	PROPN;NOM;MASC;SG;3
norge	नार्वे	norge	नार्वे	PROPN	PROPN;NOM;MASC;SG;3
europa	यूरोप	europa	यूरोप	PROPN	PROPN;NOM;MASC;SG;3
europa	यूरोपीय	europa	यूरोपीय	PROPN	PROPN;NOM;SG;3
europa	यूरोपा	europa	यूरोपा	PROPN	PROPN;NOM;MASC;SG;3
england	इंग्लैंड	england	इंग्लैंड	PROPN	PROPN;NOM;MASC;SG;3
england	इंग्लैण्ड	england	इंग्लैण्ड	PROPN	PROPN;NOM;MASC;SG;3
player	खिलाड़ी	play	खिलाडी	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
børn	किड्स	barn	किड्स	N;INDF;NEUT;PL	N;NOM;MASC;SG;3
http	एचटीटीपी	http	एचटीटीपी	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
lidt	थोड़े	lidt	थोड़ा	ADV	ADJ;ACC;MASC;SG
lidt	थोड़ा	lidt	थोड़ा	ADV	ADJ;NOM;MASC;SG
verden	जग	verden	जग	N;INDF;MASC+FEM;SG	
lang	लंग	lang	लंग	ADJ;INDF;MASC+FEM;SG	
lang	लैंग	lang	लैंग	ADJ;INDF;MASC+FEM;SG	
lang	long	lang	long	ADJ;INDF;MASC+FEM;SG	
plads	समष्टि	plads	समष्टि	N;INDF;MASC+FEM;SG	
får	भेड़	få	भेड़	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG;3
får	शीप	få	शीप	V;IND;PRS;FIN;ACT	
samtidig	भाषांतरण	samtidig	भाषांतरण	ADV	N;NOM;MASC;SG;3
stort	बड़े	stor	बडा	ADJ;INDF;NEUT;SG	ADJ;NOM;MASC;PL
stort	बड़े	stor	बडा	ADJ;INDF;NEUT;SG	ADJ;NOM;MASC;PL
stort	बिग	stor	बिग	ADJ;INDF;NEUT;SG	
derefter	तब	derefter	तब	ADV	PRO;NOM
sprog	भाषाएँ	sprog	भाषा	N;INDF;NEUT;SG	N;NOM;FEM;PL;3
sprog	भाषाएं	sprog	भाषा	N;INDF;NEUT;SG	N;NOM;FEM;PL;3
london	लंदन	london	लंदन	PROPN	PROPN;NOM;MASC;SG;3
kendte	ज्ञात	kende	ज्ञात	V;IND;PST;FIN;ACT	
kendte	हस्तियाँ	kende	हस्ती	V;IND;PST;FIN;ACT	N;NOM;FEM;PL;3
kilder	स्रोत	kilde	स्रोत	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
kilder	स्त्रोत	kilde	स्त्रोत	N;INDF;MASC+FEM;PL	
mand	मैन	mand	मैन	N;INDF;MASC+FEM;SG	
mand	man	mand	ओे	N;INDF;MASC+FEM;SG	
vest	पश्चिम	vest	पश्चिम	N;INDF	PROPN;NOM;MASC;SG;3
vest	वेस्ट	vest	वेस्ट	N;INDF	PROPN;NOM;MASC;SG;3
vest	बनियान	vest	बनियान	N;INDF	
vest	पश्चिमी	vest	पश्चिमी	N;INDF	ADJ
lande	देश	land	देश	N;INDF;NEUT;PL	N;NOM;MASC;SG;3
lande	देश	land	देश	N;INDF;NEUT;PL	N;NOM;MASC;SG;3
lande	देशो	land	देशो	N;INDF;NEUT;PL	N;NOM;MASC;SG;3
bygget	निर्मित	bygge	निर्मित	V;INDF;SG;PST;V.PTCP	ADJ
liv	जीवनदान	liv	जीवनदान	N;INDF;NEUT;SG	PROPN;NOM;MASC;SG;3
liv	लिव	liv	लिव	N;INDF;NEUT;SG	
dele	पार्ट्स	del	पार्ट्स	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
dele	भाग	del	भाग	N;INDF;MASC+FEM;PL	
øst	पूर्वी	øst	पूर्वी	N;INDF	ADJ
øst	पूर्व	øst	पूर्व	N;INDF	ADV;NOM;MASC;SG;3
øst	ईस्ट	øst	ईस्ट	N;INDF	PROPN;NOM;MASC;SG;3
øst	पूर्वी	øst	पूर्वी	N;INDF	ADJ
forfatter	राइटर	forfatter	राइटर	N;INDF;MASC+FEM;SG	
nok	काफी	nok	काफी	ADV	DET
nok	पर्याप्त	nok	पर्याप्त	ADV	CONJ
brugt	प्रयुक्त	bruge	प्रयुक्त	V;INDF;SG;PST;V.PTCP	ADP
brugt	खर्च	bruge	खर्च	V;INDF;SG;PST;V.PTCP	N;NOM;MASC;SG;3
wikipedia	विकिपीडिया	wikipedia	विकिपीडिया	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
hansen	हैनसेन	hans	हैनसेन	PROPN	N;NOM;MASC;SG;3
album	अलबम	album	अलबम	N;INDF;NEUT;SG	PROPN;NOM;MASC;SG;3
næsten	लगभग	næsten	लगभग	ADV	PART
nuværende	धारा	nuværende	धारा	ADJ	N;NOM;FEM;SG;3
nuværende	मौजूदा	nuværende	मौजूदा	ADJ	PROPN;NOM;MASC;SG;3
nuværende	मौज़ूदा	nuværende	मौज़ूदा	ADJ	N;NOM;FEM;SG;3
nuværende	वर्तमान	nuværende	वर्तमान	ADJ	N;NOM;MASC;SG;3
nuværende	मौजूदा	nuværende	मौजूदा	ADJ	PROPN;NOM;MASC;SG;3
nuværende	वर्तमान	nuværende	वर्तमान	ADJ	N;NOM;MASC;SG;3
indbyggere	निवासी	indbygger	निवासी	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
indbyggere	निवासी	indbygger	निवासी	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
indbyggere	जनसंख्या	indbygger	जनसंख्या	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG;3
indbyggere	आबादी	indbygger	आबादी	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG;3
indbyggere	जनसांख्यिकी	indbygger	जनसांख्यिकी	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
mennesker	इंसानो	menneske	इंसानो	N;INDF;NEUT;PL	N;NOM;MASC;SG;3
står	खड़ी	stå	खड़ा	V;IND;PRS;FIN;ACT	ADJ;NOM;FEM;SG
står	खड़े	stå	खडा	V;IND;PRS;FIN;ACT	ADJ;NOM;MASC;PL
står	खड़ा	stå	खडा	V;IND;PRS;FIN;ACT	ADJ;NOM;MASC;SG
står	स्टैंड	stå	स्टैंड	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG;3
område	मण्डल	område	मण्डल	N;INDF;NEUT;SG	PROPN;NOM;MASC;SG;3
dens	इसका	dens	यह	DET;3	PRO;MASC;SG;3
dens	इसकी	dens	यह	DET;3	PRO;FEM;SG;3
dens	इसके	dens	यह	DET;3	PRO;MASC;SG;3
franske	फ़्रेंच	fransk	फ़्रेंच	ADJ;PL	N;NOM;MASC;SG;3
franske	फ़्रांसीसी	fransk	फ़्रांसीसी	ADJ;PL	PROPN;NOM;MASC;SG;3
franske	फ्रेंच	fransk	फ्रेंच	ADJ;PL	
paris	पैरिस	paris	पैरिस	PROPN	PROPN;NOM;MASC;SG;3
paris	पेरिस	paris	पेरिस	PROPN	PROPN;NOM;MASC;SG;3
slaget	बैटल	slag	बैटल	N;DEF;NEUT;SG	PROPN;NOM;MASC;SG;3
world	दुनिया	world	दुनिया		N;NOM;FEM;SG;3
world	विश्व	world	विश्व		N;NOM;MASC;SG;3
world	जग	world	जग		
world	संसार	world	संसार		N;NOM;MASC;SG;3
fransk	फ़्रेंच	fransk	फ़्रेंच	ADJ;INDF;SG	N;NOM;MASC;SG;3
fransk	फ़्रांसीसी	fransk	फ़्रांसीसी	ADJ;INDF;SG	PROPN;NOM;MASC;SG;3
fransk	फ्रेंच	fransk	फ्रेंच	ADJ;INDF;SG	
carl	कार्ल	carl	कार्ल		PROPN;NOM;MASC;SG;3
far	dad	far	dad	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
far	डैड	far	डैड	N;INDF;MASC+FEM;SG	
far	बाबू	far	बाबू	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
far	पापा	far	पापा	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
far	चचा	far	चचा	N;INDF;MASC+FEM;SG	
far	father	far	father	N;INDF;MASC+FEM;SG	
york	यॉर्क	york	यॉर्क	PROPN	PROPN;NOM;MASC;SG;3
ses	देखा	se	देख	V;NFIN;PASS	V;PFV;MASC;SG;V.PTCP;ACT
ses	देखी	se	देख	V;NFIN;PASS	V;PFV;FEM;SG;V.PTCP;ACT
ses	ses	se	ses	V;NFIN;PASS	PROPN;NOM;MASC;SG;3
kamp	कॉम्बैट	kamp	कॉम्बैट	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
kamp	लड़ो	kamp	लड़ो	N;INDF;MASC+FEM;SG	
kamp	बैटल	kamp	बैटल	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
nielsen	nielsen	nielsen	आुआओु	PROPN	N;NOM;MASC;SG;3
#aaa	#aaa	#aaa	#aaa		
fandt	mile	finde	mile	V;IND;PST;FIN;ACT	
jensen	जेन्सेन	jens	जेन्सेन	PROPN	PROPN;NOM;MASC;SG;3
solid	ठोस	solid	ठोस	ADJ;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
små	छोटा	lille	छोटा	ADJ;PL	ADJ;NOM;MASC;SG
små	छोटी	lille	छोटा	ADJ;PL	ADJ;FEM;SG
små	छोटा	lille	छोटा	ADJ;PL	ADJ;NOM;MASC;SG
små	लिटिल	lille	लिटिल	ADJ;PL	
små	छोटी	lille	छोटा	ADJ;PL	ADJ;FEM;SG
universitet	विश्वविद्यालयों	universitet	विश्वविद्यालय	N;INDF;NEUT;SG	N;ACC;MASC;PL;3
klubben	क्लबों	klub	क्लब	N;DEF;MASC+FEM;SG	N;ACC;MASC;PL;3
egen	अपनी	egen	अपना	ADJ;MASC+FEM;SG	PRO;NOM;FEM
egen	खुद	egen	खुद	ADJ;MASC+FEM;SG	PRO;NOM
egen	स्वयं	egen	स्वयं	ADJ;MASC+FEM;SG	
egen	अपने	egen	अपना	ADJ;MASC+FEM;SG	PRO;NOM;MASC
egen	अपना	egen	अपना	ADJ;MASC+FEM;SG	PRO;NOM;MASC;SG
dage	दिन	dag	दिन	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
bind	वाल्यूम	bind	वाल्यूम	N;INDF;NEUT;SG	
ret	सही	ret	सही	N;INDF;MASC+FEM;SG	ADJ
valgt	निर्वाचित	vælge	निर्वाचित	V;INDF;SG;PST;V.PTCP	ADJ
valgt	चयनित	vælge	चयनित	V;INDF;SG;PST;V.PTCP	PROPN;NOM;MASC;SG;3
britiske	ब्रिटिश	britisk	ब्रिटिश	ADJ;PL	PROPN;NOM;MASC;SG;3
britiske	अंग्रेजों	britisk	अंग्रेज	ADJ;PL	N;ACC;MASC;PL;3
henrik	हेनरी	henrik	हे	PROPN	PROPN;NOM;MASC;SG;3
amt	काउंटी	amt	काउंटी	N;INDF;NEUT;SG	PROPN;NOM;MASC;SG;3
data	आँकड़ा	data	आँकडा	N;INDF;NEUT;PL	
data	डाटा	data	डाटा	N;INDF;NEUT;PL	N;NOM;MASC;SG;3
data	डेटा	data	डेटा	N;INDF;NEUT;PL	N;NOM;MASC;SG;3
data	आंकड़ा	data	आंकड़ा	N;INDF;NEUT;PL	N;NOM;MASC;SG;3
min	मेरा	min	मैं	DET;MASC+FEM;SG;1	PRO;MASC;SG;1
min	न्यूनतम	min	न्यूनतम	DET;MASC+FEM;SG;1	PROPN;NOM;SG;3
min	मिनट	min	मिनट	DET;MASC+FEM;SG;1	N;NOM;MASC;SG;3
jan	jan	jan	ओे	PROPN	
jan	जन	jan	जन	PROPN	N;NOM;MASC;SG;3
michael	माइकल	michael	माइकल		PROPN;NOM;MASC;SG;3
engelske	english	engelsk	english	ADJ;PL	
engelske	अंग्रेज	engelsk	अंग्रेज	ADJ;PL	N;NOM;MASC;SG;3
engelske	अंग्रेजी	engelsk	अंग्रेजी	ADJ;PL	PROPN;NOM;FEM;SG;3
engelske	अंग्रेज़ी	engelsk	अंग्रेजी	ADJ;PL	PROPN;NOM;FEM;SG;3
konge	किंग	konge	किंग	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
hende	उसे	hun	वह	PRO;ACC;MASC+FEM;SG;3	PRO;SG;3
hende	उसका	hun	वह	PRO;ACC;MASC+FEM;SG;3	PRO;MASC;SG;3
hende	उसकी	hun	वह	PRO;ACC;MASC+FEM;SG;3	PRO;FEM;SG;3
hende	उसके	hun	वह	PRO;ACC;MASC+FEM;SG;3	PRO;MASC;SG;3
kong	राजा	kong	राजा		N;NOM;MASC;SG;3
kong	बादशाह	kong	बादशाह		N;NOM;MASC;SG;3
kong	किंग	kong	किंग		PROPN;NOM;MASC;SG;3
kong	कोंग	kong	कोंग		
kong	काँग	kong	काँग		PROPN;NOM;MASC;SG;3
thomas	थॉमस	thomas	थॉमस		PROPN;NOM;MASC;SG;3
thomas	थामस	thomas	थामस		PROPN;NOM;MASC;SG;3
antal	क्रमांक	antal	क्रमांक	N;INDF;NEUT;SG	PROPN;NOM;MASC;SG;3
taget	छतों	tage	छत	V;INDF;SG;PST;V.PTCP	N;ACC;FEM;PL;3
taget	छतें	tage	छत	V;INDF;SG;PST;V.PTCP	N;NOM;FEM;PL;3
taget	छत	tage	छत	V;INDF;SG;PST;V.PTCP	N;NOM;FEM;SG;3
instrueret	निर्देशित	instruere	निर्देशित	V;INDF;SG;PST;V.PTCP	PROPN;NOM;SG;3
international	अंतर्राष्ट्रीय	international	अंतर्राष्ट्रीय	ADJ;INDF;MASC+FEM;SG	PROPN;NOM;SG;3
international	अन्तर्राष्ट्रीय	international	अन्तर्राष्ट्रीय	ADJ;INDF;MASC+FEM;SG	PROPN;NOM;SG;3
international	अंतरराष्ट्रीय	international	अंतरराष्ट्रीय	ADJ;INDF;MASC+FEM;SG	PROPN;NOM;SG;3
formand	राष्ट्रपति	formand	राष्ट्रपति	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
internationale	अंतर्राष्ट्रीय	international	अंतर्राष्ट्रीय	ADJ;PL	PROPN;NOM;SG;3
internationale	अन्तर्राष्ट्रीय	international	अन्तर्राष्ट्रीय	ADJ;PL	PROPN;NOM;SG;3
internationale	अंतरराष्ट्रीय	international	अंतरराष्ट्रीय	ADJ;PL	PROPN;NOM;SG;3
tredje	तृतीय	tredje	तृतीय	ADJ	PROPN;NOM;MASC;SG;3
områder	एटलस	område	एटलस	N;INDF;NEUT;PL	
områder	क्षेत्र	område	क्षेत्र	N;INDF;NEUT;PL	N;NOM;MASC;SG;3
beliggende	स्तिथ	beliggende	स्तिथ	ADJ	
angreb	हमलों	angreb	हमला	N;INDF;NEUT;SG	N;ACC;MASC;PL;3
angreb	हमले	angreb	हमला	N;INDF;NEUT;SG	N;NOM;MASC;PL;3
angreb	हमले	angreb	हमला	N;INDF;NEUT;SG	N;NOM;MASC;PL;3
betyder	मतलब	betyde	मतलब	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG;3
betyder	यानि	betyde	यानि	V;IND;PRS;FIN;ACT	CONJ
betyder	अर्थात्	betyde	अर्थात्	V;IND;PRS;FIN;ACT	
betydning	अर्थ	betydning	अर्थ	N;INDF;MASC+FEM;SG	
leder	नेता	leder	नेता	N;INDF;MASC+FEM;SG	N;NOM;MASC;PL;3
albummet	अलबम	album	अलबम	N;DEF;NEUT;SG	PROPN;NOM;MASC;SG;3
moderne	समकालीन	moderne	समकालीन	ADJ	N;NOM;MASC;SG;3
nordlige	उत्तर	nordlig	उत्तर	ADJ;PL	PROPN;NOM;MASC;SG;3
nordlige	उत्तरी	nordlig	उत्तरी	ADJ;PL	PROPN;NOM;MASC;SG;3
seks	छक्का	seks	छक्का	NUM	N;NOM;MASC;SG;3
viser	प्रर्दशित	vise	प्रर्दशित	V;IND;PRS;FIN;ACT	ADJ
viser	प्रदर्शक	vise	प्रदर्शक	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG;3
direkte	डायरेक्ट	direkte	डायरेक्ट	ADV	N;NOM;MASC;SG;3
direkte	प्रत्यक्ष	direkte	प्रत्यक्ष	ADV	PROPN;NOM;MASC;SG;3
direkte	direct	direkte	direct	ADV	
direkte	सीधा	direkte	सीधा	ADV	ADJ;NOM;MASC;SG
sydlige	दक्षिणी	sydlig	दक्षिणी	ADJ;PL	PROPN;NOM;MASC;SG;3
sydlige	दक्षिणी	sydlig	दक्षिणी	ADJ;PL	PROPN;NOM;MASC;SG;3
sydlige	साउथ	sydlig	साउथ	ADJ;PL	PROPN;NOM;MASC;SG;3
sydlige	दक्षिण	sydlig	दक्षिण	ADJ;PL	PROPN;NOM;MASC;SG;3
præsident	राष्ट्रपति	præsident	राष्ट्रपति	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
førte	led	føre	led	V;IND;PST;FIN;ACT	
haft	था	have	था	V;INDF;SG;PST;V.PTCP	V;MASC;IND;SG;PST;FIN;ACT
millioner	मिलियन	million	मिलियन	N;INDF;MASC+FEM;PL	
millioner	लाख	million	लाख	N;INDF;MASC+FEM;PL	NUM
millioner	मिलियन	million	मिलियन	N;INDF;MASC+FEM;PL	
millioner	लाखो	million	लाखो	N;INDF;MASC+FEM;PL	
yderligere	अतिरिक्त	yderligere	अतिरिक्त	ADV;CMPR	N;NOM;MASC;SG;3
steder	अवस्थिति	sted	अवस्थिति	N;INDF;NEUT;PL	N;NOM;FEM;SG;3
steder	स्थान	sted	स्थान	N;INDF;NEUT;PL	N;NOM;MASC;SG;3
steder	स्थान	sted	स्थान	N;INDF;NEUT;PL	N;NOM;MASC;SG;3
bare	सिर्फ	bare	सिर्फ	ADV	PART
bare	बस	bare	बस	ADV	N;NOM;FEM;SG;3
resultat	निष्कर्ष	resultat	निष्कर्ष	N;INDF;NEUT;SG	N;NOM;MASC;PL;3
resultat	परिणाम	resultat	परिणाम	N;INDF;NEUT;SG	N;NOM;MASC;PL;3
resultat	परिणामों	resultat	परिणाम	N;INDF;NEUT;SG	N;ACC;MASC;PL;3
resultat	परिणाम	resultat	परिणाम	N;INDF;NEUT;SG	N;NOM;MASC;PL;3
tale	स्पीच	tale	स्पीच	N;INDF;MASC+FEM;SG	
tale	वाक्	tale	वाक्	N;INDF;MASC+FEM;SG	
tale	वाक	tale	वाक	N;INDF;MASC+FEM;SG	
tale	बोलें	tale	बोल	N;INDF;MASC+FEM;SG	V;SBJV;PL;FIN;ACT
tale	बोलो	tale	बोलो	N;INDF;MASC+FEM;SG	V;SBJV;SG;FIN;ACT
oprettet	बनाए	oprette	बना	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;PL;V.PTCP;ACT
oprettet	निर्मित	oprette	निर्मित	V;INDF;SG;PST;V.PTCP	ADJ
byer	शहर	by	शहर	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
italien	इटली	italie	इटली	PROPN	PROPN;NOM;MASC;SG;3
sådan	ऐसी	sådan	ऐसा	ADV	PRO;NOM;FEM;SG
sådan	ऐसे	sådan	ऐसा	ADV	PRO;NOM;MASC;SG
øen	आइलैंड	ø	आइलैंड	N;DEF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
par	जोड़ी	par	जोड़ी	N;INDF;NEUT;SG	V;PFV;FEM;SG;V.PTCP;ACT
par	जोड़े	par	जोड़	N;INDF;NEUT;SG	V;PFV;MASC;SG;V.PTCP;ACT
par	जोड़ों	par	जोड़	N;INDF;NEUT;SG	N;ACC;MASC;PL;3
par	युगल	par	युगल	N;INDF;NEUT;SG	PROPN;NOM;MASC;SG;3
par	जोड़ा	par	जोड़	N;INDF;NEUT;SG	V;PFV;MASC;SG;V.PTCP;ACT
par	जोड़ी	par	जोड़ी	N;INDF;NEUT;SG	V;PFV;FEM;SG;V.PTCP;ACT
par	युगल	par	युगल	N;INDF;NEUT;SG	PROPN;NOM;MASC;SG;3
muligt	संभावित	mulig	संभावित	ADJ;INDF;NEUT;SG	PROPN;NOM;SG;3
rundt	दौर	rundt	दौर	ADV	N;NOM;MASC;SG;3
rundt	गोल	rundt	गोल	ADV	N;NOM;MASC;SG;3
rundt	राउंड	rundt	राउंड	ADV	N;NOM;MASC;SG;3
rundt	गोलाकार	rundt	गोलाकार	ADV	N;NOM;MASC;SG;3
flag	फ़्लैग	flag	फा्लैग	N;INDF;NEUT;SG	
flag	फ़्लैग	flag	फा्लैग	N;INDF;NEUT;SG	
flag	पताका	flag	पताका	N;INDF;NEUT;SG	
bog	किताबे	bog	किताबा	N;INDF;MASC+FEM;SG	
samlet	कुल	samle	कुल	V;INDF;SG;PST;V.PTCP	DET
samlet	समवेत	samle	समवेत	V;INDF;SG;PST;V.PTCP	
rusland	रुस	rusland	रुस	PROPN	PROPN;NOM;MASC;SG;3
rusland	रूस	rusland	रूस	PROPN	PROPN;NOM;MASC;SG;3
mænd	पुरुष	mand	पुरुष	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
mænd	मर्द	mand	मर्द	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
mænd	मेन	mand	मेन	N;INDF;MASC+FEM;PL	
mænd	पुरुष	mand	पुरुष	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
mænd	नर	mand	नर	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
mænd	पुरूष	mand	पुरूष	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
city	शहर	city	शहर		N;NOM;MASC;SG;3
city	सिटी	city	सिटी		N;NOM;FEM;SG;3
city	नगर	city	नगर		N;NOM;MASC;SG;3
venstre	बायां	venstre	बायां	ADJ	
venstre	बाएं	venstre	बाएं	ADJ	N;NOM;MASC;SG;3
venstre	बाएँ	venstre	बाएं	ADJ	
storbritannien	ब्रिटेन	storbritannie	ब्रिटेन	PROPN	PROPN;NOM;MASC;SG;3
national	राष्टीय	national	राष्टीय		PROPN;NOM;MASC;SG;3
national	राष्ट्रीय	national	राष्ट्रीय		PROPN;NOM;MASC;SG;3
national	नेशनल	national	नेशनल		PROPN;NOM
cup	कप	cup	कप	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
odense	ओडिन्से	odense	ओडिन्सा	PROPN	N;NOM;MASC;SG;3
opført	सूचीबद्ध	opføre	सूचीबद्ध	V;INDF;SG;PST;V.PTCP	PROPN;NOM;MASC;SG;3
baseret	आधारित	basere	आधारित	V;INDF;SG;PST;V.PTCP	ADJ
nær	निकट	nær	निकट	ADJ;INDF;MASC+FEM;SG	ADV;NOM;MASC;SG;3
bandet	band	band	band	N;DEF;NEUT;SG	
svensk	स्वीडिश	svensk	स्वीडिश	N;INDF;NEUT;SG	PROPN;NOM;MASC;SG;3
hurtigt	त्वरित	hurtigt	त्वरित	ADV	PROPN;NOM;SG;3
hurtigt	क्विक	hurtigt	क्विक	ADV	
hurtigt	तीव्र	hurtigt	तीव्र	ADV	
hurtigt	फास्ट	hurtigt	फास्ट	ADV	
hurtigt	फ़ास्ट	hurtigt	फाास्ट	ADV	
hurtigt	तेज	hurtigt	तेज	ADV	ADJ
hurtigt	तेज़	hurtigt	तेज़	ADV	
fundet	पाये	finde	पा	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;PL;V.PTCP;ACT
fundet	mile	finde	mile	V;INDF;SG;PST;V.PTCP	
links	कड़ियाँ	links	कड़ी	N;INDF;NEUT;SG	N;NOM;FEM;PL;3
links	कड़ी	links	कडा	N;INDF;NEUT;SG	ADJ;NOM;FEM;SG
høj	हाई	høj	हाई	ADJ;INDF;MASC+FEM;SG	N;NOM
høj	आलीशान	høj	आलीशान	ADJ;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
høj	उच्च	høj	उच्च	ADJ;INDF;MASC+FEM;SG	
