obliczu	αντιμετωπίζοντας	oblicze	αντιμετωπίζω	N;DAT;NEUT;SG	V;IPFV;V.CVB;ACT
zhang	ζανγκ	zhang	ζανγκ	PROPN;NOM;MASC;SG	
anioł	έιντζελ	anioł	έιντζελ	N;NOM;MASC;SG	
anioł	angel	anioł	angel	N;NOM;MASC;SG	
seattle	σηάτλ	seatle	σηάτλ	PROPN;NOM;MASC;SG	N;NOM;NEUT;SG
seattle	σιάτλ	seatle	σιάτλ	PROPN;NOM;MASC;SG	
nadawania	μετάδοση	nadawać	μετάδοση	N;IPFV;GEN;NEUT;SG;POS;V.MSDR	N;ACC;FEM;SG
zbędne	περιττό	zbędny	περιττό	ADJ;NOM;NEUT;SG	N;NOM;NEUT;SG
zbędne	περιττά	zbędny	περιττώ	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;PL
zbędne	περιττό	zbędny	περιττό	ADJ;NOM;NEUT;SG	N;NOM;NEUT;SG
dzieciństwie	παιδικά	dzieciństwo	παιδικά	N;DAT;NEUT;SG	N;NOM;NEUT;PL
santo	σάντο	santo	σάντος	PROPN;NOM;MASC;SG	
bristol	μπρίστολ	bristol	μπρίστολ	PROPN;NOM;MASC;SG	
centralna	central	centralny	central	ADJ;NOM;FEM;SG	
mosty	γεφυρών	most	γεφυρός	N;NOM;MASC;PL	N;GEN;FEM;PL
działki	συνωμοσίες	działka	συνωμοσία	N;ACC;FEM;PL	N;NOM;FEM;PL
działki	οικόπεδα	działka	οικόπεδο	N;ACC;FEM;PL	N;NOM;NEUT;PL
działki	δέματα	działka	δέμα	N;ACC;FEM;PL	N;NOM;NEUT;PL
działki	αγροτεμαχίων	działka	αγροτέμαχία	N;ACC;FEM;PL	N;GEN;NEUT;PL
działki	οικόπεδο	działka	οικόπεδο	N;ACC;FEM;PL	N;NOM;NEUT;SG
działki	πλοκή	działka	πλοκή	N;ACC;FEM;PL	N;NOM;FEM;SG
powstać	προκύπτουν	powstać	προκύπτω	V;PFV;NFIN;ACT	V;IPFV;IND;PL;3;PRS;FIN;ACT
krajowym	εγχώρια	krajowy	εγχώριο	ADJ;INS;MASC;SG	N;NOM;NEUT;PL
krajowym	εγχώριο	krajowy	εγχώριο	ADJ;INS;MASC;SG	N;NOM;NEUT;SG
krajowym	εγχώριες	krajowy	εγχώριος	ADJ;INS;MASC;SG	ADJ;NOM;FEM;PL
krajowym	οικιακή	krajowy	οικιακός	ADJ;INS;MASC;SG	ADJ;NOM;FEM;SG
nazwane	ονόματι	nazwać	ονόματι	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	N;SG
autorskie	copy	autorski	copy	ADJ;NOM;NEUT;SG	
gilbert	γκίλμπερτ	gilbert	γκίλμπερτ	N;NOM;MASC;SG	
równanie	εξισώσεις	równać	εξίσωση	N;NOM;NEUT;SG	N;NOM;FEM;PL
davisa	davis	davisa	davis		
davisa	ντέηβις	davisa	ντέηβις		
davisa	ντέιβις	davisa	ντέιβις		
więzień	φυλακισμένη	więzienie	φυλακίζω	N;GEN;NEUT;PL	V;PFV;NOM;FEM;SG;V.PTCP;PASS
więzień	φυλακισμένος	więzienie	φυλακισμένος	N;GEN;NEUT;PL	V;PFV;NOM;MASC;SG;V.PTCP;PASS
więzień	αιχμάλωτος	więzienie	αιχμάλωτος	N;GEN;NEUT;PL	ADJ;NOM;MASC;SG
więzień	κρατούμενος	więzienie	κρατούμενος	N;GEN;NEUT;PL	N;NOM;MASC;SG
więzień	κρατούμενο	więzienie	κρατούμενος	N;GEN;NEUT;PL	N;NOM;NEUT;SG
więzień	κρατούμενος	więzienie	κρατούμενος	N;GEN;NEUT;PL	N;NOM;MASC;SG
więzień	τρόφιμος	więzienie	τρόφιμος	N;GEN;NEUT;PL	ADJ;NOM;MASC;SG
więzień	φυλακές	więzienie	φυλακή	N;GEN;NEUT;PL	N;NOM;FEM;PL
jasno	φωτεινή	jasno	φωτεινός	ADV	ADJ;NOM;FEM;SG
jasno	φωτεινό	jasno	φωτεινός	ADV	ADJ;NOM;NEUT;SG
jasno	φωτεινός	jasno	φωτεινός	ADV	N;NOM;MASC;SG
kuba	κούβα	kuba	κούβα	PROPN;NOM;MASC;SG	PROPN;ACC;FEM;SG
utc	utc	utco	utc		N
felix	φέλιξ	felix	φέλι	PROPN;NOM;MASC;SG	
felix	felix	felix	felix	PROPN;NOM;MASC;SG	
felix	φήλιξ	felix	φήλιξ	PROPN;NOM;MASC;SG	N
aktualne	νυν	aktualny	νυν	ADJ;NOM;NEUT;SG	N
aktualne	ρεύμα	aktualny	ρεύμα	ADJ;NOM;NEUT;SG	N;NOM;NEUT;SG
aktualne	τρέχουσες	aktualny	τρέχων	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
franka	φρανκ	franek	φρανκ		N
franka	frank	franek	frank		
dachau	νταχάου	dachau	ντάχαος	PROPN;NOM;MASC;SG	PROPN;ACC;NEUT;SG
przemiany	μεταμόρφωση	przemiać	μεταμόρφωση	N;ACC;FEM;SG	N;NOM;FEM;SG
dziwne	παράξενο	dziwny	παράξενος	ADJ;NOM;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
dziwne	περίεργα	dziwny	περίεργος	ADJ;NOM;NEUT;SG	N;NOM;NEUT;PL
dziwne	παράξενος	dziwny	παράξενος	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG
dziwne	παράξενο	dziwny	παράξενος	ADJ;NOM;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
dziwne	παράξενο	dziwny	παράξενος	ADJ;NOM;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
gerard	ζεράρ	gerard	ζεράρ	N;NOM;MASC;SG	
zagraniczne	εξερχόμενο	zagraniczny	εξερχόμενο	ADJ;NOM;NEUT;SG	N;NOM;NEUT;SG
zagraniczne	ξένα	zagraniczny	ξένος	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;PL
wyrzutni	εκτοξευτή	wyrzutniać	εκτοξευτής	V;IPFV;IND;SG;FIN;ACT	N
turynie	τορίνο	turyn	τορίνο	PROPN;NOM;MASC;SG	PROPN;NOM;NEUT;SG
recenzji	κριτικές	recenzja	κριτικός	V;IPFV;IND;SG;2;FIN;ACT	N;NOM;FEM;PL
pastor	πάστορας	pastor	πάστορα	N;NOM;MASC;SG	ADJ;NOM;MASC;SG
urban	urban	urbany	urban		
urban	αστικές	urbany	αστικός		ADJ;NOM;FEM;PL
urban	αστική	urbany	αστικός		ADJ;NOM;FEM;SG
urban	αστικός	urbany	αστικός		ADJ;NOM;MASC;SG
urban	αστικό	urbany	αστικός		ADJ;NOM;NEUT;SG
zaatakował	επιτέθηκε	zaatakować	επιτίθεμαι	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;PASS
turystyczna	τουρίστα	turystyczny	τουρίστα	ADJ;NOM;FEM;SG	N;NOM;MASC;SG
turystyczna	τουρίστας	turystyczny	τουρίστας	ADJ;NOM;FEM;SG	N;NOM;MASC;SG
symboli	σύμβολα	symbolia	σύμβολα		N;NOM;NEUT;PL
podania	εφαρμογές	podać	εφαρμογή	N;PFV;GEN;NEUT;SG;POS;V.MSDR	N;NOM;FEM;PL
podania	αιτήσεις	podać	αίτηση	N;PFV;GEN;NEUT;SG;POS;V.MSDR	N;NOM;FEM;PL
zabił	σκοτώθηκε	zabić	σκοτώνω	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;PASS
zabił	σκοτώθηκαν	zabić	σκοτώνω	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;IND;PL;3;PST;FIN;PASS
rzeczywistość	πραγματικότητα	rzeczywistość	πραγματικότητα	N;NOM;FEM;SG	N;ACC;FEM;SG
korporacji	εταιρίες	korporacja	εταιρία	N;GEN;FEM;SG	N;NOM;FEM;PL
korporacji	εταιρείες	korporacja	εταιρεία	N;GEN;FEM;SG	N;NOM;FEM;PL
korporacji	corporation	korporacja	corporation	N;GEN;FEM;SG	
ludzkości	ανθρωπιά	ludzkość	ανθρωπιά	N;GEN;FEM;SG	N;ACC;FEM;SG
ludzkości	ανθρωπότητα	ludzkość	ανθρωπότητα	N;GEN;FEM;SG	N;ACC;FEM;SG
ludzkości	ανθρωπότητα	ludzkość	ανθρωπότητα	N;GEN;FEM;SG	N;ACC;FEM;SG
twierdza	οχυρό	twierdzać	οχυρός		N;NOM;NEUT;SG
twierdza	φρούριο	twierdzać	φρούριο		N;NOM;NEUT;SG
obserwacje	παρατήρηση	obserwacja	παρατήρηση	N;NOM;FEM;PL	N;ACC;FEM;SG
satelity	δορυφόροι	satelita	δορύφορος	N;ACC;FEM;PL	ADJ;NOM;MASC;PL
satelity	δορυφόρους	satelita	δορύφορος	N;ACC;FEM;PL	N;NOM;MASC;PL
satelity	δορυφόρος	satelita	δορυφόρος	N;ACC;FEM;PL	ADJ;NOM;MASC;SG
satelity	δορυφόρο	satelita	δορυφόρο	N;ACC;FEM;PL	N;ACC;MASC;SG
satelity	δορυφορική	satelita	δορυφορικός	N;ACC;FEM;PL	ADJ;NOM;FEM;SG
szyi	λαιμό	szyi	λαιμός		N;NOM;NEUT;SG
szyi	σβέρκο	szyi	σβέρκο		N;NOM;NEUT;SG
szyi	λαιμός	szyi	λαιμός		N;NOM;MASC;SG
młodzi	νεαρός	młody	νεαρός	N;NOM;MASC;PL	N;NOM;MASC;SG
młodzi	νέος	młody	νέος	N;NOM;MASC;PL	ADJ;NOM;MASC;SG
akademickich	ακαδημαϊκή	akademicki	ακαδημαϊκός	ADJ;GEN;MASC;PL	ADJ;NOM;FEM;SG
akademickich	ακαδημαϊκά	akademicki	ακαδημαϊκός	ADJ;GEN;MASC;PL	ADV
akademickich	ακαδημαϊκό	akademicki	ακαδημαϊκός	ADJ;GEN;MASC;PL	N;NOM;NEUT;SG
ligue	ligue	ligue	ligue	N;NOM;MASC;SG	
stalina	στάλιν	stalina	στάλιν		
borys	μπόρις	borys	μπόρις	PROPN;NOM;MASC;SG	
uznana	αναγνωρισμένο	uznać	αναγνωρίζω	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
uznana	αναγνωρίζεται	uznać	αναγνωρίζω	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
uznana	αναγνωρίστηκε	uznać	αναγνωρίζω	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
uznana	αναγνωρισμένη	uznać	αναγνωρίζω	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
uznana	αναγνωρίζεται	uznać	αναγνωρίζω	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
uznana	αναγνωρισμένο	uznać	αναγνωρίζω	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
uznana	αναγνωρισμένος	uznać	αναγνωρισμένος	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;NOM;MASC;SG;V.PTCP;PASS
uznana	αναγνωρισμένη	uznać	αναγνωρίζω	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
uznana	αναγνωρισμένα	uznać	αναγνωρίζω	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
machine	μηχανή	machina	μηχανή		N;NOM;FEM;SG
machine	μηχάνημα	machina	μηχάνημα		N;NOM;NEUT;SG
składników	συστατικά	składnik	συστατικά	N;GEN;MASC;PL	N;NOM;NEUT;PL
sławy	διασημότητες	sława	διασημότητα		N;NOM;FEM;PL
sławy	διάσημοι	sława	διάσημος		N;NOM;MASC;PL
sławy	φήμη	sława	φήμη		N;ACC;FEM;SG
sławy	δόξα	sława	δίχομαι		N;ACC;FEM;SG
wykonawcy	ανάδοχο	wykonawca	ανάδοχος	N;NOM;MASC;PL	ADJ;NOM;FEM;SG
wykonawcy	ανάδοχος	wykonawca	ανάδοχος	N;NOM;MASC;PL	ADJ;NOM;MASC;SG
wykonawcy	εργολάβος	wykonawca	εργολάβος	N;NOM;MASC;PL	N;NOM;MASC;SG
wykonawcy	εργολάβους	wykonawca	εργολάβος	N;NOM;MASC;PL	N;ACC;MASC;PL
beta	βήτα	bet	βήτα		N
beta	beta	bet	beta		
rodríguez	ροντρίγκεζ	rodríguez	ροντρίγκω	PROPN;NOM;MASC;SG	
rodríguez	rodríguez	rodríguez	rodríguez	PROPN;NOM;MASC;SG	
zysk	κέρδη	zysk	κέρδος	N;NOM;MASC;SG	N;NOM;NEUT;PL
zysk	κέρδη	zysk	κέρδος	N;NOM;MASC;SG	N;NOM;NEUT;PL
ring	δακτύλιο	ring	δακτύλιο		N;NOM;NEUT;SG
ring	ρινγκ	ring	ρινγκ		
ring	δακτύλιος	ring	δακτύλιος		N;NOM;MASC;SG
ring	δαχτυλίδι	ring	δαχτυλίδι		N;NOM;NEUT;SG
instruktor	εκπαιδευτή	instruktor	εκπαιδευτής	N;NOM;MASC;SG	N;ACC;MASC;SG
iata	iata	iato	iata		
ludzkie	ανθρώπινα	ludzki	ανθρώπινος	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;PL
ludzkie	άνθρωπος	ludzki	άνθρωπος	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG
ludzkie	ανθρωπίνων	ludzki	ανθρώπινος	ADJ;NOM;NEUT;SG	ADJ;GEN;NEUT;PL
resztki	αποφάγια	resztka	αποφάγιο	N;ACC;FEM;PL	N;NOM;NEUT;PL
resztki	αποφάγια	resztka	αποφάγιο	N;ACC;FEM;PL	N;NOM;NEUT;PL
resztki	απομεινάρια	resztka	απομεινάριο	N;ACC;FEM;PL	N;NOM;NEUT;PL
zagrożony	απειλείται	zagrożyć	απειλώ	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
zagrożony	απείλησε	zagrożyć	απειλώ	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;ACT
zagrożony	απειλούνται	zagrożyć	απειλώ	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;IPFV;IND;PL;3;PRS;FIN;PASS
martínez	martínez	martrnez	martínez	PROPN;NOM;MASC;SG	
dzieciństwa	παιδικά	dzieciństwo	παιδικά	N;GEN;NEUT;SG	N;NOM;NEUT;PL
portów	λιμένες	port	λιμένος	N;GEN;MASC;PL	N;NOM;MASC;PL
portów	θύρες	port	θύρα	N;GEN;MASC;PL	N;NOM;FEM;PL
portów	λιμάνια	port	λιμάνια	N;GEN;MASC;PL	N;NOM;NEUT;PL
nicholas	νίκολας	nicholas	νίκολα	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
mateusza	μάθιου	mateusz	μάθιος	N;ACC;MASC;SG	PROPN;NOM;MASC;SG
punk	αλήτη	punk	αλήτη		N;VOC;MASC;SG
punk	πανκ	punk	πανκ		
punk	αλήτης	punk	αλήτη		N;NOM;MASC;SG
punk	punk	punk	punk		
brać	λήψη	brać	λήψη	V;IPFV;NFIN;ACT	N;ACC;FEM;SG
specjalistów	ειδικοί	specjalista	ειδικός	N;ACC;MASC;PL	ADJ;NOM;MASC;PL
specjalistów	ειδικούς	specjalista	ειδικός	N;ACC;MASC;PL	ADJ;NOM;MASC;PL
specjalistów	επαγγελματίες	specjalista	επαγγελματίας	N;ACC;MASC;PL	N;NOM;MASC;PL
spencer	σπένσερ	spencer	σπένσερ	PROPN;NOM;MASC;SG	N;NOM
spencer	spencer	spencer	spencer	PROPN;NOM;MASC;SG	
wiatru	άνεμο	wiatr	άνεμος	N;GEN;MASC;SG	N;ACC;MASC;SG
wiatru	αιολική	wiatr	αιολικός	N;GEN;MASC;SG	ADJ;NOM;FEM;SG
wiatru	άνεμος	wiatr	άνεμος	N;GEN;MASC;SG	N;NOM;MASC;SG
ósmy	όγδοη	ósmy	όγδος	ADJ;NOM;MASC;SG	N;ACC;FEM;SG
ósmy	όγδοο	ósmy	όγδοο	ADJ;NOM;MASC;SG	N;NOM;NEUT;SG
syberii	σιβηρία	syberia	σιβηρία	N;GEN;FEM;SG	N;ACC;FEM;SG
przedstawiciela	αντιπροσωπευτική	przedstawiciel	αντιπροσωπευτικός	N;ACC;MASC;SG	ADJ;NOM;FEM;SG
przedstawiciela	αντιπρόσωπος	przedstawiciel	αντιπρόσωπος	N;ACC;MASC;SG	N;NOM;MASC;SG
przedstawiciela	αντιπροσωπευτικές	przedstawiciel	αντιπροσωπευτικός	N;ACC;MASC;SG	ADJ;NOM;FEM;PL
przedstawiciela	εκπρόσωπος	przedstawiciel	εκπρόσωπος	N;ACC;MASC;SG	N;NOM;MASC;SG
piwo	μπύρες	piwo	μπύρα	N;NOM;NEUT;SG	N;NOM;FEM;PL
piwo	μπύρες	piwo	μπύρα	N;NOM;NEUT;SG	N;NOM;FEM;PL
kultur	πολιτισμοί	kultur	πολιτισμός		N;NOM;MASC;PL
kultur	κουλτούρες	kultur	κουλτούρα		ADJ;NOM;FEM;PL
kultur	καλλιέργειες	kultur	καλλιέργεια		N;NOM;FEM;PL
kultur	πολιτισμούς	kultur	πολιτισμός		N;ACC;MASC;PL
willi	willi	willa	willi	N;GEN;FEM;SG	
willi	βίλες	willa	βίλος	N;GEN;FEM;SG	N;NOM;FEM;PL
katastrof	καταστροφές	katastrofa	καταστροφή	N;GEN;FEM;PL	N;NOM;FEM;PL
komenda	διοίκηση	komenda	διοίκηση		N;ACC;FEM;SG
komenda	εντολή	komenda	εντολή		N;ACC;FEM;SG
atlantic	atlantic	atlantic	atlantic		
atlantic	ατλαντικού	atlantic	ατλαντικός		ADJ;GEN;NEUT;SG
atlantic	ατλάντικ	atlantic	ατλάντικ		
atlantic	ατλαντικός	atlantic	ατλαντικός		ADJ;NOM;MASC;SG
atlantic	ατλαντικό	atlantic	ατλαντικός		N;NOM;MASC;SG
pokonać	ήττα	pokonać	ήττα	V;PFV;NFIN;ACT	N;ACC;FEM;SG
age	ηλικίας	age	ηλικία		N;GEN;FEM;SG
age	ηλικία	age	ηλικία		N;NOM;FEM;SG
age	ηλικια	age	ηλικια		N;NOM;FEM;SG
rysunek	φωτογραφία	rysunek	φωτογραφία	N;NOM;MASC;SG	N;ACC;FEM;SG
urzędnicy	υπάλληλοι	urzędnik	υπάλληλος	N;NOM;MASC;PL	ADJ;NOM;MASC;PL
panorama	panorama	panoram	panorama	V;IPFV;IND;SG;3;PRS;FIN;ACT	
panorama	πανοραμική	panoram	πανοραμικός	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;NOM;FEM;SG
gitarze	κιθάρα	gitarz	κιθάρα	V;IPFV;IND;SG;PRS;FIN;ACT	N;NOM;FEM;SG
karne	ποινή	karny	ποινή	N;NOM;MASC;SG	N;ACC;FEM;SG
karne	πέναλτι	karny	πέναλτι	N;NOM;MASC;SG	
dole	πάτος	dół	πάτος	V;PFV;IND;SG;PRS;FIN;ACT	N;NOM;NEUT;SG
dole	βυθό	dół	βυθός	V;PFV;IND;SG;PRS;FIN;ACT	N;NOM;NEUT;SG
marsa	αρη	marsa	αρος		
marsa	άρη	marsa	άρη		N;MASC;SG
marsa	μαρς	marsa	μαρς		
marsa	αρης	marsa	αρος		N;NOM;MASC;SG
marsa	άρης	marsa	άρης		PROPN;NOM;MASC;SG
podpis	λεζάντα	podpis	λεζάντα	N;ACC;MASC;SG	N;NOM;FEM;SG
znajomości	συνδέσεις	znajomość	σύνδεση	N;GEN;FEM;SG	N;NOM;FEM;PL
znajomości	διασυνδέσεις	znajomość	διασύνδεση	N;GEN;FEM;SG	N;NOM;FEM;PL
nigerii	νιγηρίας	nigeria	νιγηρία		PROPN;GEN;FEM;SG
nigerii	νιγηρίας	nigeria	νιγηρία		PROPN;GEN;FEM;SG
nigerii	νιγηρία	nigeria	νιγηρία		PROPN;ACC;FEM;SG
potencjał	δυνατότητες	potencjać	δυνατότητα	N;ACC;MASC;SG	N;NOM;FEM;PL
potencjał	δυναμικό	potencjać	δυναμικός	N;ACC;MASC;SG	N;NOM;NEUT;SG
włoskie	ιταλικά	włoski	ιταλικά	ADJ;NOM;NEUT;SG	ADV
włoskie	ιταλός	włoski	ιταλός	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG
xbox	xbox	xbox	xbox		
boeing	boeing	boeing	boeing	N;NOM;MASC;SG	
wirginia	βιρτζίνια	wirginia	βιρτζίνιος		PROPN;NOM;FEM;SG
dick	dick	dick	dick	PROPN;NOM;MASC;SG	
dick	ντικ	dick	ντικ	PROPN;NOM;MASC;SG	
konie	ίππος	koń	ίππος	N;NOM;MASC;PL	ADJ;NOM;MASC;SG
konie	άλογο	koń	άλογος	N;NOM;MASC;PL	N;NOM;NEUT;SG
agresji	επιθετικότητα	agresja	επιθετικότητα	N;GEN;FEM;SG	N;ACC;FEM;SG
kiss	φιλί	kiss	φιλί		N;NOM;NEUT;SG
kiss	kiss	kiss	kiss		
rezerw	αποθέματα	rezerw	απόθεμα		N;NOM;NEUT;PL
rezerw	αποθεματικό	rezerw	αποθεματικός		N;NOM;NEUT;SG
rezerw	αποθεματικά	rezerw	αποθεματικά		ADV
kolejność	σειρά	kolejność	σειρά	N;NOM;FEM;SG	N;ACC;FEM;SG
kolejność	διαταγή	kolejność	διαταγή	N;NOM;FEM;SG	N;ACC;FEM;SG
imigrantów	μετανάστες	imigrant	μετανάστης	N;GEN;MASC;PL	N;NOM;MASC;PL
imigrantów	μετανάστης	imigrant	μετανάστης	N;GEN;MASC;PL	N;NOM;MASC;SG
pogrzeb	ταφή	pogrzeb	ταφής	N;NOM;MASC;SG	N;ACC;FEM;SG
pogrzeb	κηδεία	pogrzeb	κηδεία	N;NOM;MASC;SG	N;ACC;FEM;SG
angelo	άντζελο	angelo	άντζελος		
mostów	γέφυρες	most	γέφυρα	N;GEN;MASC;PL	N;NOM;FEM;PL
petra	πέτρα	petr	πέτρο	PROPN;NOM;FEM;SG	N;NOM;FEM;SG
bułgaria	βουλγαρία	bułgarium	βουλγαρία	N;NOM;FEM;SG	PROPN;ACC;FEM;SG
bułgaria	βουλγαρίας	bułgarium	βουλγάρια	N;NOM;FEM;SG	PROPN;GEN;FEM;SG
straße	straße	stras	straße	INTJ	
bogate	ριτς	bogaty	ριτς	ADJ;NOM;NEUT;SG	
bogate	πλούσιοι	bogaty	πλούσιος	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;PL
odziedziczył	κληρονομική	odziedziczyć	κληρονομικός	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;NOM;FEM;SG
delegacji	αντιπροσωπεία	delegacja	αντιπροσωπεία	N;GEN;FEM;SG	N;NOM;FEM;SG
delegacji	ανάθεση	delegacja	ανάθεση	N;GEN;FEM;SG	N;ACC;FEM;SG
delegacji	αντιπροσωπία	delegacja	αντιπροσωπία	N;GEN;FEM;SG	N;NOM;FEM;SG
delegacji	αντιπροσωπείες	delegacja	αντιπροσωπεία	N;GEN;FEM;SG	N;NOM;FEM;PL
delegacji	αντιπροσωπειών	delegacja	αντιπροσωπεία	N;GEN;FEM;SG	N;GEN;FEM;PL
chelsea	τσέλσι	chelsie	τσέλσι		
wątek	νήμα	wątek	νήμα	N;ACC;MASC;SG	N;NOM;NEUT;SG
wątek	κλωστή	wątek	κλωστός	N;ACC;MASC;SG	N;NOM;FEM;SG
nigdzie	πουθενα	nigdzie	πούθενα		ADV
nigdzie	πουθενά	nigdzie	πουθενός		ADV
ograniczone	limited	ograniczyć	limited	ADJ;NOM;NEUT;SG	
ograniczone	περιορισμένη	ograniczyć	περιορίζω	ADJ;NOM;NEUT;SG	V;PFV;NOM;FEM;SG;V.PTCP;PASS
ograniczone	περιορισμένα	ograniczyć	περιορίζω	ADJ;NOM;NEUT;SG	ADV
ograniczone	περιορισμένο	ograniczyć	περιορίζω	ADJ;NOM;NEUT;SG	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
ograniczone	περιορισμένος	ograniczyć	περιορισμένος	ADJ;NOM;NEUT;SG	V;PFV;NOM;MASC;SG;V.PTCP;PASS
ograniczone	περιορισμένη	ograniczyć	περιορίζω	ADJ;NOM;NEUT;SG	V;PFV;NOM;FEM;SG;V.PTCP;PASS
ograniczone	περιορισμένος	ograniczyć	περιορισμένος	ADJ;NOM;NEUT;SG	V;PFV;NOM;MASC;SG;V.PTCP;PASS
ograniczone	περιορισμένο	ograniczyć	περιορίζω	ADJ;NOM;NEUT;SG	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
amerykanów	αμερικάνοι	amerykanin	Αμερικάνος	N;GEN;MASC;PL	PROPN;NOM;MASC;PL
amerykanów	αμερικανοί	amerykanin	Αμερικανός	N;GEN;MASC;PL	PROPN;NOM;MASC;PL
dowolny	οποιαδήποτε	dowolny	οποιοσδήποτε	ADJ;NOM;MASC;SG	PRO;NOM;FEM;SG;3
alfons	αλφόνσο	alfons	αλφόνσο	PROPN;NOM;MASC;SG	
amerykanin	αμερικανική	amerykanin	αμερικάνικος	N;NOM;MASC;SG	ADJ;NOM;FEM;SG
amerykanin	αμερικάνικα	amerykanin	αμερικάνικος	N;NOM;MASC;SG	ADV
amerykanin	αμερικανός	amerykanin	Αμερικανός	N;NOM;MASC;SG	ADJ;NOM;MASC;SG
amerykanin	αμερικάνος	amerykanin	αμερικάνος	N;NOM;MASC;SG	ADJ;NOM;MASC;SG
amerykanin	αμερικάνικο	amerykanin	Αμερικάνικος	N;NOM;MASC;SG	ADJ;NOM;NEUT;SG
amerykanin	αμερικανοί	amerykanin	Αμερικανός	N;NOM;MASC;SG	PROPN;NOM;MASC;PL
linux	linux	linux	linux	N;NOM;MASC;SG	
bordeaux	μπορντώ	bordeaux	μπορντώ	N;NOM;MASC;SG	
bordeaux	μπορντό	bordeaux	μπορντό	N;NOM;MASC;SG	PROPN;NOM;NEUT;SG
teorie	θεωρία	teoria	θεωρία	N;NOM;FEM;PL	N;NOM;FEM;SG
hierarchii	ιεραρχία	hierarchia	ιεραρχία	N;GEN;FEM;SG	N;NOM;FEM;SG
hierarchii	ιεράρχηση	hierarchia	ιεράρχηση	N;GEN;FEM;SG	N;ACC;FEM;SG
centralne	central	centralny	central	ADJ;NOM;NEUT;SG	
porsche	πόρσε	porscha	πόρσε		
emilia	emilia	emilia	emilia	PROPN;NOM;FEM;SG	
powiązane	συνδεδεμένη	powiązać	συνδέδω	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
powiązane	συνδεδεμένοι	powiązać	συνδεδεμένοι	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NOM;MASC;PL;V.PTCP;PASS
powiązane	συνδέονται	powiązać	συνδέω	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;IPFV;IND;PL;3;PRS;FIN;PASS
powiązane	συνδεδεμένος	powiązać	συνδεδεμένος	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NOM;MASC;SG;V.PTCP;PASS
powiązane	συνδέθηκε	powiązać	συνδέκτω	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
