סטודנט	studerande	סטודנט	studerande	N;MASC;SG	ADJ;NOM;PRS;V.PTCP
הענקת	tilldelning	הענקה	tilldelning	N;PSSD;FEM;SG	N;NOM;INDF;MASC+FEM;SG
קיצוניים	extremister	קיצוני	extremist	ADJ;MASC;PL	N;NOM;INDF;MASC+FEM;PL
מליון	miljoner	מליון	miljon	N;MASC;SG	N;NOM;INDF;MASC+FEM;PL
אתגר	utmanar	אתגר	utmana	N;MASC;SG	V;IND;PRS;FIN;ACT
אתגר	utmana	אתגר	utman	N;MASC;SG	V;IMP;FIN;ACT
נערים	boys	נער	boys	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
החשבון	konto	החשבון	konto	PROPN	N;NOM;INDF;NEUT;SG
החשבון	kontot	החשבון	konto	PROPN	N;NOM;DEF;NEUT;SG
במעט	något	במעט	någon		PRO;INDF;NEUT;SG
במעט	någorlunda	במעט	någorlunda		ADV
הדוק	tight	הדוק	tight	ADJ;MASC;SG	N;NOM;INDF;MASC+FEM;SG
הדוק	hårt	הדוק	hård	ADJ;MASC;SG	ADV
לותר	lothar	ויתר	lotha	PROPN	PROPN;NOM
לותר	luther	ויתר	luther	PROPN	PROPN;NOM
לותר	luthor	ויתר	luthor	PROPN	N;NOM;DEF;MASC+FEM;SG
לחזית	front	לחזית	front	ADV	N;NOM;INDF;MASC+FEM;SG
לחזית	främre	לחזית	främra	ADV	ADJ;NOM;CMPR
לחזית	framsidan	לחזית	framsida	ADV	N;NOM;DEF;MASC+FEM;SG
לחזית	framsida	לחזית	framsida	ADV	N;NOM;INDF;MASC+FEM;SG
ליף	leif	ליף	leif	PROPN	PROPN;NOM
אוסטרי	österrikiska	אוסטרי	österrikisk	PROPN	ADJ;NOM;PL
אוסטרי	österrikisk	אוסטרי	österrikisk	PROPN	ADJ;NOM;INDF;MASC+FEM;SG
אוסטרי	österrikare	אוסטרי	österrik	PROPN	N;NOM;INDF;MASC+FEM;PL
המחיר	pris	המחיר	pris	V;MASC;SG;3;PST;ACT	N;NOM;INDF;NEUT;SG
המחיר	price	המחיר	price	V;MASC;SG;3;PST;ACT	PROPN;NOM
המחיר	priset	המחיר	pris	V;MASC;SG;3;PST;ACT	N;NOM;DEF;NEUT;SG
פרסומת	kommersiella	פרסומת	kommersiell	N;FEM;SG	ADJ;NOM;PL
פרסומת	kommersiellt	פרסומת	kommersiell	N;FEM;SG	ADJ;NOM;INDF;NEUT;SG
חלשה	svagt	חלש	svag	N;FEM;SG	ADJ;NOM;INDF;NEUT;SG
חלשה	klen	חלש	kle	N;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
חלשה	svaga	חלש	svag	N;FEM;SG	ADJ;NOM;PL
חלשה	svag	חלש	svag	N;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
מנגן	pjäser	מנגן	pjäsa	N;MASC;SG	N;NOM;INDF;MASC+FEM;PL
מנגן	spelar	מנגן	spela	N;MASC;SG	V;IND;PRS;FIN;ACT
מנגן	leker	מנגן	leka	N;MASC;SG	V;IND;PRS;FIN;ACT
מנגן	spelar	מנגן	spela	N;MASC;SG	V;IND;PRS;FIN;ACT
מנגן	spela	מנגן	spela	N;MASC;SG	V;IMP;FIN;ACT
מנגן	leka	מנגן	leka	N;MASC;SG	V;IMP;FIN;ACT
מנצחים	vinnare	מנצח	vinnare	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
הורג	dödar	הרג	döda	PROPN	V;IND;PRS;FIN;ACT
הורג	döda	הרג	död	PROPN	ADJ;NOM;PL
הורג	dödande	הרג	dödande	PROPN	ADJ;NOM;PRS;V.PTCP
הורג	killing	הרג	killing	PROPN	N;NOM;INDF;MASC+FEM;SG
מל	mel	מל	mel	PROPN	PROPN;NOM
מל	mal	מל	mal	PROPN	V;IMP;FIN;ACT
ששון	sassoon	ששון	sassoon	PROPN	PROPN;NOM
טיים	tid	טיים	tid	PROPN	N;NOM;INDF;MASC+FEM;SG
טיים	tidpunkt	טיים	tidpunkt	PROPN	N;NOM;INDF;MASC+FEM;SG
טיים	dags	טיים	dags	PROPN	N;MASC+FEM
טיים	klockslag	טיים	klockslag	PROPN	N;NOM;INDF;NEUT;SG
טיים	tiden	טיים	tid	PROPN	N;NOM;DEF;MASC+FEM;SG
השכונות	stadsdelar	השכונה	stadsdel	PROPN	N;NOM;INDF;MASC+FEM;PL
רוזנברג	rosenberg	רוזנברג	rosenberg	PROPN	PROPN;NOM
ארנה	arena	ארנה	ar	PROPN	N;NOM;DEF;MASC+FEM;SG
ארנה	arenan	ארנה	arena	PROPN	N;NOM;DEF;MASC+FEM;SG
זרמים	strömmar	זרם	ström	N;MASC;PL	V;IND;PRS;FIN;ACT
זרמים	strömmar	זרם	ström	N;MASC;PL	V;IND;PRS;FIN;ACT
רוצח	mördare	רצח	mord	PROPN	N;NOM;INDF;MASC+FEM;PL
רוצח	killer	רצח	kill	PROPN	N;NOM;INDF;MASC+FEM;SG
רוצח	mördaren	רצח	mördare	PROPN	N;NOM;DEF;MASC+FEM;SG
רוצח	mördare	רצח	mord	PROPN	N;NOM;INDF;MASC+FEM;PL
רווחה	välbefinnande	רווחה	välbefinnande	N;FEM;SG	ADJ;NOM;PRS;V.PTCP
אורלינס	orleans	אורלינס	orleans	PROPN	PROPN;NOM
הפיליפינים	filippinerna	הפיליפינים	filippin	PROPN	N;NOM;DEF;MASC+FEM;PL
ניסים	mirakel	ניסה	mirakel	PROPN	N;NOM;INDF;NEUT;SG
נשימה	andas	נשימה	anda	N;FEM;SG	V;IMP;FIN;ACT
המשיח	kristus	המשיח	kristus	V;MASC;SG;3;PST;ACT	PROPN;NOM
ריקו	rico	ריקו	rico	PROPN	PROPN;NOM
זירת	scen	זירה	scen	ADV	N;NOM;INDF;MASC+FEM;SG
סטודיו	studios	סטודיו	studio	PROPN	N;NOM;INDF;NEUT;SG
סטודיו	studio	סטודיו	studio	PROPN	N;NOM;INDF;MASC+FEM;SG
סטודיו	ateljé	סטודיו	ateljé	PROPN	N;NOM;INDF;MASC+FEM;SG
סטודיו	studion	סטודיו	studion	PROPN	N;NOM;DEF;MASC+FEM;SG
נפגעה	skadade	נפגע	skada	V;FEM;SG;3;PST;MID	ADJ;NOM;PL;PST;V.PTCP
נפגעה	skadat	נפגע	skada	V;FEM;SG;3;PST;MID	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
נפגעה	skadad	נפגע	skada	V;FEM;SG;3;PST;MID	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
פסקול	soundtrack	פסקול	soundtrack	PROPN	N;NOM;INDF;NEUT;SG
גורל	öde	גורל	öd		N;NOM;INDF;NEUT;SG
גורל	ödet	גורל	öd		N;NOM;DEF;NEUT;SG
גורל	destiny	גורל	destiny		PROPN;NOM
גורל	öde	גורל	öd		N;NOM;INDF;NEUT;SG
גורל	ödet	גורל	öd		N;NOM;DEF;NEUT;SG
אריזונה	arizona	אריזונה	arizon	PROPN	PROPN;NOM
בטוחה	säkert	בטוח	säker	ADJ;FEM;SG	ADV
בטוחה	kassaskåp	בטוח	kassaskåp	ADJ;FEM;SG	N;NOM;INDF;NEUT;SG
בטוחה	säkra	בטוח	säker	ADJ;FEM;SG	ADJ;NOM;PL
אסטוניה	estland	אסטוניה	estland	PROPN	PROPN;NOM
ארט	art	ארט	art	PROPN	N;NOM;INDF;MASC+FEM;SG
ארט	konsten	ארט	konst	PROPN	N;NOM;INDF;MASC+FEM;SG
ארט	konst	ארט	konst	PROPN	N;NOM;INDF;MASC+FEM;SG
יקום	universum	יקום	universum	PROPN	N;NOM;INDF;NEUT;SG
מיניות	sexuell	מיני	sexuell	N;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
מיניות	sexuella	מיני	sexuell	N;FEM;SG	ADJ;NOM;PL
מיניות	sexuellt	מיני	sexuell	N;FEM;SG	ADV
סודי	hemliga	סודי	hemlig	N;MASC;SG	ADJ;NOM;PL
סודי	hemlig	סודי	hemlig	N;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
סודי	hemligt	סודי	hemlig	N;MASC;SG	ADJ;NOM;INDF;NEUT;SG
סודי	konfidentiellt	סודי	konfidentiell	N;MASC;SG	ADJ;NOM;INDF;NEUT;SG
אחי	bro	אחי	bro		N;NOM;INDF;MASC+FEM;SG
אחי	dude	אחי	du		N;NOM;INDF;MASC+FEM;SG
אחי	broder	אחי	brod		N;NOM;INDF;MASC+FEM;SG
אחי	bror	אחי	bro		N;NOM;INDF;MASC+FEM;SG
פאשה	pasha	פאשה	pasha		PROPN;NOM
קדומה	fördomar	קדום	fördom		N;NOM;INDF;MASC+FEM;PL
דיק	dick	שדיק	då	PROPN	PROPN;NOM
דיק	kuk	שדיק	kuk	PROPN	N;NOM;INDF;MASC+FEM;SG
עדים	vittne	עד	vittne	N;MASC;PL	N;NOM;INDF;NEUT;SG
עדים	vittne	עד	vittne	N;MASC;PL	N;NOM;INDF;NEUT;SG
עדים	bevittna	עד	bevitten	N;MASC;PL	V;IMP;FIN;ACT
עדים	bevittnat	עד	bevittnad	N;MASC;PL	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
עדים	bevittnade	עד	bevittnad	N;MASC;PL	V;PST;V.PTCP;ACT
צפויה	förväntade	צפוי	förväntad	ADJ;FEM;SG	ADJ;NOM;PL;PST;V.PTCP
צפויה	förväntas	צפוי	förvänta	ADJ;FEM;SG	V;IND;PRS;FIN;PASS
צפויה	väntas	צפוי	vänta	ADJ;FEM;SG	V;IND;PRS;FIN;PASS
צפויה	förutsägbara	צפוי	förutsägbara	ADJ;FEM;SG	ADJ;NOM;PL
ברמות	nivåerna	ברמות	nivå		N;NOM;DEF;MASC+FEM;PL
ברמות	nivåer	ברמות	nivå		N;NOM;INDF;MASC+FEM;PL
נחת	landade	נחת	landa		V;IND;PST;FIN;ACT
נחת	landat	נחת	landad		ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
נחת	marina	נחת	marin		ADJ;NOM;PL
נחת	marin	נחת	marin		N;NOM;INDF;MASC+FEM;SG
נחת	marine	נחת	marine		PROPN;NOM
נחת	marint	נחת	marint		ADJ;NOM;INDF;NEUT;SG
נחת	marinsoldat	נחת	marinsoldat		N;NOM;INDF;MASC+FEM;SG
מיר	mire	מיר	mire	PROPN	N;NOM;INDF;MASC+FEM;SG
מיר	mir	מיר	mir	PROPN	PROPN;NOM
לטביה	lettland	לטביה	lettland	PROPN	PROPN;NOM
לטביה	lettiska	לטביה	lettisk	PROPN	ADJ;NOM;PL
שביעי	sjunde	שביעי	sju	PROPN	ADJ;NOM
שביעי	seventh	שביעי	seventh	PROPN	PROPN;NOM
ערובה	garantera	ערובה	garantera	N;FEM;SG	V;IMP;FIN;ACT
ערובה	garanterar	ערובה	garantera	N;FEM;SG	V;IND;PRS;FIN;ACT
מוקף	omgiven	הוקף	omgiv	V;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
מוקף	omringade	הוקף	omringad	V;MASC;SG;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
מוקף	omringad	הוקף	omringa	V;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
מוקף	omringat	הוקף	omringa	V;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
גנטית	genetiskt	גנטי	genetisk	PROPN	ADJ;NOM;INDF;NEUT;SG
גנטית	genetiskt	גנטי	genetisk	PROPN	ADJ;NOM;INDF;NEUT;SG
גנטית	genetiska	גנטי	genetisk	PROPN	ADJ;NOM;PL
גנטית	genetisk	גנטי	genetisk	PROPN	ADJ;NOM;INDF;MASC+FEM;SG
הוסף	add	הוסף	add		N;NOM;INDF;MASC+FEM;SG
הוסף	addera	הוסף	addera		V;IMP;FIN;ACT
הוסף	tillfoga	הוסף	tillfoga		V;IMP;FIN;ACT
בוואריה	bayerska	בוואריה	bayersk	PROPN	N;NOM;INDF;MASC+FEM;SG
בוואריה	bayern	בוואריה	bay	PROPN	N;NOM;DEF;MASC+FEM;SG
פשוטות	enkelt	פשוט	enkel	ADJ;FEM;PL	ADJ;NOM;INDF;NEUT;SG
פשוטות	enkel	פשוט	enkel	ADJ;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG
אמנותי	konstnärliga	אמנותי	konstnrlig	ADJ;MASC;SG	ADJ;NOM;PL
איומים	hot	איום	hot	N;MASC;PL	N;NOM;INDF;NEUT;SG
אטומי	atomic	אטומי	atomic	ADJ;MASC;PL	N;NOM;INDF;MASC+FEM;SG
ברל	berle	ברל	berle	PROPN	N;NOM;INDF;MASC+FEM;SG
מישיגן	michigan	מישיגן	michigan	PROPN	PROPN;NOM
כיסא	stol	כיסא	stol	PROPN	N;NOM;INDF;MASC+FEM;SG
הילדה	hilda	הילדה	hilda	PROPN	PROPN;NOM
שנפלו	fallit	שנפל	falla	PROPN	V;V.CVB;ACT
שנפלו	ramlat	שנפל	ramla	PROPN	V;V.CVB;ACT
שנפלו	fallna	שנפל	falla	PROPN	ADJ;NOM;PL
שנפלו	stupade	שנפל	stupa	PROPN	V;IND;PST;FIN;ACT
שנפלו	fallen	שנפל	fall	PROPN	N;NOM;DEF;NEUT;PL
נטע	neta	נטע	neta	PROPN	PROPN;NOM
הורשע	dömd	הורשע	dömd	V;MASC;SG;3;PST;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
הורשע	fälld	הורשע	fälld	V;MASC;SG;3;PST;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
הורשע	dömda	הורשע	döma	V;MASC;SG;3;PST;PASS	ADJ;NOM;PL;PST;V.PTCP
דחף	knuffade	דחף	knyffa	N;MASC;SG	V;IND;PST;FIN;ACT
דאלאס	dallas	דאלאס	dalla	PROPN	PROPN;NOM
הרווח	vinst	הרווח	vinst		N;NOM;INDF;MASC+FEM;SG
קליבלנד	cleveland	קליבלנד	cleveland	PROPN	PROPN;NOM
כובע	hattar	כובע	hatta	N;MASC;SG	N;NOM;INDF;MASC+FEM;PL
כובע	mössor	כובע	mössa	N;MASC;SG	N;NOM;INDF;MASC+FEM;PL
קורפוס	corpus	קורפוס	corpus	PROPN	PROPN;NOM
סוני	sony	סוני	sony	PROPN	PROPN;NOM
סוני	sonny	סוני	sonny	PROPN	N;NOM;INDF;MASC+FEM;SG
סוני	sunni	סוני	sunni	PROPN	N;NOM;INDF;MASC+FEM;SG
בחינם	gratis	בחינם	gratis		ADJ;NOM
בחינם	fri	בחינם	fri		ADJ;NOM;INDF;MASC+FEM;SG
בחינם	free	בחינם	free		V;IMP;FIN;ACT
בחינם	ledig	בחינם	ledig		ADJ;NOM;INDF;MASC+FEM;SG
בחינם	fritt	בחינם	fri		ADV
בחינם	fria	בחינם	fri		ADJ;NOM;PL
לכוון	aim	לכוון	aim	V;NFIN;ACT	N
רחמים	synd	רחמים	synd	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
רחמים	medlidande	רחמים	medlidande	N;MASC;PL	ADJ;NOM;PRS;V.PTCP
רחמים	barmhärtighet	רחמים	barmhärtighet	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
רחמים	mercy	רחמים	mercy	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
רחמים	nåd	רחמים	nåd	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
רומני	rumäner	רומני	rumän	PROPN	N;NOM;INDF;MASC+FEM;PL
רומני	rumänska	רומני	rumänsk	PROPN	N;NOM;INDF;MASC+FEM;SG
רומני	rumänsk	רומני	rumänsk	PROPN	ADJ;NOM;INDF;MASC+FEM;SG
רומני	romney	רומני	romney	PROPN	PROPN;NOM
ברטון	burton	ברטון	burton	PROPN	PROPN;NOM
ברטון	barton	ברטון	barton	PROPN	PROPN;NOM
ברטון	breton	ברטון	breto	PROPN	N;NOM;INDF;MASC+FEM;SG
זרעים	frö	זרע	frö	N;MASC;PL	N;NOM;INDF;NEUT;SG
זרעים	utsäde	זרע	utsäde	N;MASC;PL	N;NOM;INDF;NEUT;SG
נידון	dömt	נידון	döma	V;MASC;SG;PST;MID	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
נידון	dömd	נידון	dömd	V;MASC;SG;PST;MID	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
נידון	dömda	נידון	döma	V;MASC;SG;PST;MID	ADJ;NOM;PL;PST;V.PTCP
נידון	dömde	נידון	döma	V;MASC;SG;PST;MID	V;IND;PST;FIN;ACT
נידון	fördömt	נידון	fördöma	V;MASC;SG;PST;MID	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
נידון	dömd	נידון	dömd	V;MASC;SG;PST;MID	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
נידון	dömda	נידון	döma	V;MASC;SG;PST;MID	ADJ;NOM;PL;PST;V.PTCP
נידון	dömde	נידון	döma	V;MASC;SG;PST;MID	V;IND;PST;FIN;ACT
נירנברג	nürnberg	נירנברג	nürnberg	PROPN	PROPN;NOM
מודרניות	modernitet	מודרני	modernitet	ADJ;FEM;PL	N;NOM;INDF;MASC+FEM;SG
מודרניות	modern	מודרני	mor	ADJ;FEM;PL	N;NOM;DEF;MASC+FEM;SG
מודרניות	modernt	מודרני	modern	ADJ;FEM;PL	ADJ;NOM;INDF;NEUT;SG
בהינתן	givet	בהינתן	giv	ADV	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
בהינתן	given	בהינתן	given	ADV	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
בהינתן	givna	בהינתן	givna	ADV	ADJ;NOM;PL;PST;V.PTCP
חגים	semester	חג	semest	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
הנחיות	direktiv	הנחיה	direktiv	N;FEM;PL	N;NOM;INDF;NEUT;SG
פסים	randig	פס	randig	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
חלקיק	partiklar	חלקיק	partikel	PROPN	N;NOM;INDF;MASC+FEM;PL
חלקיק	partikel	חלקיק	partikel	PROPN	N;NOM;INDF;MASC+FEM;SG
נזקים	skadestånd	נזק	skadestånd	N;MASC;PL	N;NOM;INDF;NEUT;SG
נזקים	skada	נזק	skada	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
בואנוס	buenos	בואנוס	buenos	PROPN	N;NOM;INDF;MASC+FEM;SG
מני	mani	מן	mani		N;NOM;INDF;MASC+FEM;SG
מני	manny	מן	manny		PROPN;NOM
הכיל	inneslutna	הכיל	innesluta	V;MASC;SG;3;PST;ACT	ADJ;NOM;PL;PST;V.PTCP
הכיל	innesluten	הכיל	inneslut	V;MASC;SG;3;PST;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
מקל	pinne	הקל	pinne		N;NOM;INDF;MASC+FEM;SG
אטלס	atlas	אטלס	atla	PROPN	N;NOM;INDF;MASC+FEM;SG
מיאמי	miami	מיאמי	miami	PROPN	PROPN;NOM
מוסוליני	mussolini	מוסוליני	mussolini	PROPN	PROPN;NOM
קשתות	bågskytte	קשת	bågskytte	N;FEM;PL	N;NOM;INDF;NEUT;SG
קשתות	arches	קשת	arches	N;FEM;PL	N;NOM;INDF;MASC+FEM;SG
נרשמה	noterade	נרשם	notera	V;FEM;SG;3;PST;MID	V;IND;PST;V.PTCP;ACT
נרשמה	noterades	נרשם	notera	V;FEM;SG;3;PST;MID	V;IND;PST;FIN;PASS
נרשמה	konstaterade	נרשם	konstatera	V;FEM;SG;3;PST;MID	V;IND;PST;FIN;ACT
נרשמה	noterat	נרשם	notera	V;FEM;SG;3;PST;MID	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
נרשמה	noteras	נרשם	notera	V;FEM;SG;3;PST;MID	V;NFIN;PASS
ולס	vals	ולס	vals	PROPN	N;NOM;INDF;MASC+FEM;SG
ולס	brunnar	ולס	brunna	PROPN	N;NOM;INDF;MASC+FEM;PL
ולס	wells	ולס	wells	PROPN	PROPN;NOM
יריב	rivaliserande	יריב	rivalisera	N;MASC;SG	ADJ;NOM;PRS;V.PTCP
יריב	motståndare	יריב	motståndare	N;MASC;SG	N;NOM;INDF;MASC+FEM;PL
בקביעות	regelbundet	בקביעות	regelbund		N;NOM;DEF;NEUT;SG
בקביעות	konstant	בקביעות	konstant		ADV
בקביעות	ständigt	בקביעות	ständig		ADV
פיה	pia	פיה	pia		PROPN;NOM
פיה	fe	פיה	fe		N;NOM;INDF;MASC+FEM;SG
פיה	älva	פיה	älva		N;NOM;INDF;MASC+FEM;SG
ליון	lyon	ליון	lyon	PROPN	PROPN;NOM
ליון	lyons	ליון	lyon	PROPN	PROPN;NOM
ספיידרמן	spindelmannen	ספיידרמן	spindelman	PROPN	N;NOM;DEF;MASC+FEM;SG
ביתא	beta	ביתא	beta	PROPN	N;NOM;INDF;MASC+FEM;SG
נאפולי	neapel	נאפולי	neapel	PROPN	PROPN;NOM
נאפולי	napoli	נאפולי	napoli	PROPN	PROPN;NOM
חולי	patienterna	חולי	patient	PROPN	N;NOM;DEF;MASC+FEM;PL
חולי	patienter	חולי	patient	PROPN	N;NOM;INDF;MASC+FEM;PL
חולי	sjukdom	חולי	sjukdom	PROPN	N;NOM;INDF;MASC+FEM;SG
ארגן	anordna	ארגן	anordna	PROPN	V;NFIN;ACT
ארגן	organisera	ארגן	organisera	PROPN	V;IMP;FIN;ACT
ארגן	organisera	ארגן	organisera	PROPN	V;IMP;FIN;ACT
ארגן	ordnad	ארגן	ordna	PROPN	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
ארגן	ordnat	ארגן	ordna	PROPN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
ארגן	arrangerat	ארגן	arrangerad	PROPN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
ארגן	ordnade	ארגן	ordna	PROPN	V;NOM;PL;PST;V.PTCP
ארגן	arrangerade	ארגן	arrangera	PROPN	ADJ;NOM;PL;PST;V.PTCP
הולם	lämpliga	הולם	lämplig		ADJ;NOM;PL
הולם	passande	הולם	passa		ADJ;NOM;PRS;V.PTCP
הולם	lämplig	הולם	lämplig		ADJ;NOM;INDF;MASC+FEM;SG
הולם	lämpligt	הולם	lämplig		ADJ;NOM;INDF;NEUT;SG
הולם	adekvata	הולם	adekvata		ADJ;NOM;PL
הולם	tillräcklig	הולם	tillräcklig		ADJ;NOM;INDF;MASC+FEM;SG
הולם	adekvat	הולם	adekvat		N;NOM;INDF;MASC+FEM;SG
הולם	holm	הולם	holm		PROPN;NOM
מעורר	stimulerande	עורר	stimulera	V;MASC;SG;V.PTCP;ACT	ADJ;NOM;PRS;V.PTCP
באפט	buffett	באפט	buffett	PROPN	N;NOM;DEF;NEUT;SG
מסת	massa	מסת	massa	PROPN	N;NOM;INDF;MASC+FEM;SG
מסת	mässan	מסת	mässa	PROPN	N;NOM;DEF;MASC+FEM;SG
מסת	mässa	מסת	mässa	PROPN	N;NOM;INDF;MASC+FEM;SG
מסת	mass	מסת	mass	PROPN	N;NOM;INDF;NEUT;SG
הולנדי	holländsk	הולנדי	holländsk	PROPN	ADJ;NOM;INDF;MASC+FEM;SG
הולנדי	holländare	הולנדי	holländare	PROPN	N;NOM;INDF;MASC+FEM;PL
הולנדי	holländska	הולנדי	holländsk	PROPN	ADJ;NOM;PL
הולנדי	nederländska	הולנדי	nederländsk	PROPN	N;NOM;INDF;MASC+FEM;SG
יהונתן	jonatan	הונתן	jonata	PROPN	N;NOM;DEF;MASC+FEM;SG
יהונתן	jonathan	הונתן	jonathan	PROPN	N;NOM;INDF;MASC+FEM;SG
נכנסת	inkommande	נכנס	inkommande	V;FEM;SG;V.PTCP;MID	ADJ;NOM;PRS;V.PTCP
פין	penis	פין	penis		N;NOM;INDF;MASC+FEM;SG
פין	fena	פין	fena		N;NOM;INDF;MASC+FEM;SG
פין	fin	פין	fin		ADJ;NOM;INDF;MASC+FEM;SG
פין	finn	פין	finna		N;NOM;INDF;MASC+FEM;SG
מאובנים	fossiler	מאובן	fossil	V;MASC;PL;V.PTCP;PASS	N;NOM;INDF;MASC+FEM;PL
ריאות	lungorna	ריאות	lunga	N;FEM;SG	N;NOM;DEF;MASC+FEM;PL
ריאות	lungor	ריאות	lunga	N;FEM;SG	N;NOM;INDF;MASC+FEM;PL
ריאות	lungorna	ריאות	lunga	N;FEM;SG	N;NOM;DEF;MASC+FEM;PL
ריאות	lungor	ריאות	lunga	N;FEM;SG	N;NOM;INDF;MASC+FEM;PL
שקר	lögn	שקר	lögn		N;NOM;INDF;MASC+FEM;SG
שקר	ljuga	שקר	ljug		V;IMP;FIN;ACT
שקר	falsk	שקר	falsk		ADJ;NOM;INDF;MASC+FEM;SG
שקר	false	שקר	false		PROPN;NOM
שקר	falska	שקר	falsk		ADJ;NOM;PL
שקר	falskt	שקר	falsk		ADJ;NOM;INDF;NEUT;SG
נפשי	mentala	נפשי	mental	ADJ;MASC;SG	ADJ;NOM;PL
נפשי	mental	נפשי	mental	ADJ;MASC;SG	N;NOM;INDF;MASC+FEM;SG
נפשי	psykiska	נפשי	psykisk	ADJ;MASC;SG	ADJ;NOM;PL
מכסה	lock	כיסה	lock	V;FEM;SG;V.PTCP;ACT	N;NOM;INDF;NEUT;SG
מכסה	omslag	כיסה	omslag	V;FEM;SG;V.PTCP;ACT	N;NOM;INDF;NEUT;SG
מכסה	kvoter	כיסה	kvota	V;FEM;SG;V.PTCP;ACT	N;NOM;INDF;MASC+FEM;PL
מכסה	kvot	כיסה	kvot	V;FEM;SG;V.PTCP;ACT	N;NOM;INDF;MASC+FEM;SG
מכסה	omslag	כיסה	omslag	V;FEM;SG;V.PTCP;ACT	N;NOM;INDF;NEUT;SG
מכסה	överdrag	כיסה	överdrag	V;FEM;SG;V.PTCP;ACT	N;NOM;INDF;NEUT;SG
מכסה	täckande	כיסה	täckande	V;FEM;SG;V.PTCP;ACT	ADJ;NOM;PRS;V.PTCP
התיאור	beskrivning	התיאור	beskrivning	PROPN	N;NOM;INDF;MASC+FEM;SG
מסייע	hjälpreda	סייע	hjälpreda	V;MASC;SG;V.PTCP;ACT	N;NOM;INDF;MASC+FEM;SG
מסייע	hjälpare	סייע	hjälpare	V;MASC;SG;V.PTCP;ACT	N;NOM;INDF;MASC+FEM;PL
מסייע	hjälpsam	סייע	hjälpsam	V;MASC;SG;V.PTCP;ACT	N;NOM;INDF;MASC+FEM;SG
בונים	bävrar	בנה	bävra	V;MASC;PL;V.PTCP;ACT	N;NOM;INDF;MASC+FEM;PL
שוחררו	utsläppt	שוחרר	utsläppa	V;PL;3;PST;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
שוחררו	släppt	שוחרר	släppa	V;PL;3;PST;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
שוחררו	släpps	שוחרר	släppa	V;PL;3;PST;PASS	V;IND;PRS;FIN;PASS
שוחררו	frisläppt	שוחרר	frisläppa	V;PL;3;PST;PASS	ADJ;NOM;INDF;MASC+FEM;SG
עבאס	abbas	עבאס	abba	PROPN	PROPN;NOM
חללית	rymdfarkoster	חללית	rymdfarkost	N;FEM;SG	N;NOM;INDF;MASC+FEM;PL
ננסי	nancy	ניסה	nancy	PROPN	PROPN;NOM
המולדת	fosterland	המולד	fosterland	PROPN	N;NOM;INDF;NEUT;SG
המולדת	fosterlandet	המולד	fosterland	PROPN	N;NOM;DEF;NEUT;SG
המולדת	hemland	המולד	hemland	PROPN	N;NOM;INDF;NEUT;SG
המולדת	hembygd	המולד	hembygd	PROPN	N;NOM;INDF;MASC+FEM;SG
המולדת	homeland	המולד	homeland	PROPN	N;NOM;INDF;MASC+FEM;SG
