van	f	van	!	ADP	
mrt	v	mrt	!	N;MASC+FEM;SG	
nieuw	جدد	nieuw	جَدَّد	ADJ	V;PFV;MASC;SG;3;ACT
nummer	سونغ	nummer	سونغ	N;MASC+FEM;SG	
nummer	الاغنيه	nummer	أَغنِيه	N;MASC+FEM;SG	
nummer	اغنيه	nummer	اغنيه	N;MASC+FEM;SG	
lang	لانغ	lang	لانغ	ADJ	
lang	لانج	lang	لانج	ADJ	
lang	لونغ	lang	لُونغ	ADJ	
lang	الطويل	lang	طَوِيل	ADJ	
tekst	نصوص	tekst	نَصّ	N;MASC+FEM;SG	N;NOM;INDF;PL
beste	اطيب	goed	أَطَاب	ADJ;RL	
beste	ضل	goed	ضَلّ	ADJ;RL	V;PFV;MASC;SG;3;ACT
vinden	العثور	vinden	عُثُور	V;NFIN	N;NOM;DEF;SG
vinden	ايجاد	vinden	إِيجَاد	V;NFIN	N;NOM;INDF;SG
vinden	جد	vinden	جِدّ	V;NFIN	
vinden	العثور	vinden	عُثُور	V;NFIN	N;NOM;DEF;SG
vinden	ايجاد	vinden	إِيجَاد	V;NFIN	N;NOM;INDF;SG
noord	نورث	noord	نورث	N;NEUT;SG	
noord	شمالي	noord	شمالي	N;NEUT;SG	
noord	n	noord	!	N;NEUT;SG	
john	جون	john	جُون	N;MASC+FEM;SG	
john	يوحنا	john	يوحنا	N;MASC+FEM;SG	
daarna	بعدها	daarna	بعدها	ADV	PRO;NOM;MASC;SG;3
daarna	ثم	daarna	ثُمَّ	ADV	CONJ
daarna	اذا	daarna	إِذَا	ADV	CONJ
frankrijk	وفرنسا	frankrijk	وفرنسا	PROPN;NEUT;SG	
frankrijk	فرانس	frankrijk	فرَانس	PROPN;NEUT;SG	
frankrijk	فرنسا	frankrijk	فَرَنسَا	PROPN;NEUT;SG	
west	ويست	west	ويست	N;MASC+FEM;SG	
west	غربي	west	غَربِيّ	N;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG
naast	بجانب	naast	بَجنَبَة	ADP	
naast	بالاضافة	naast	بالاضافة	ADP	N;NOM;DEF;SG
boven	اعلاه	boven	إِعلَاه	ADP	
gebouwd	مبني	bouwen	مَبنِيّ	V;V.PTCP	ADJ;NOM;INDF;MASC;SG
huidige	التيار	huidig	تَيَّار	ADJ	N;NOM;DEF;SG
huidige	تيار	huidig	تَيَّار	ADJ	N;NOM;INDF;SG
actief	النشطة	actief	نَشَاط	ADJ	N;NOM;DEF;SG
wanneer	حين	wanneer	حِينَ	ADV	ADP;ACC
wanneer	عندما	wanneer	عِندَمَا	ADV	CONJ
wanneer	متى	wanneer	مَتَى	ADV	DET
toont	العروض	tonen	عَرض	V;SG;PRS;FIN	N;NOM;DEF;PL
toont	عروض	tonen	عَرض	V;SG;PRS;FIN	N;NOM;INDF;PL
toont	العروض	tonen	عَرض	V;SG;PRS;FIN	N;NOM;DEF;PL
ben	بين	zijn	بَينَ	V;SG;PRS;FIN	ADP;ACC
ben	بن	zijn	بِن	V;SG;PRS;FIN	PROPN
hoe	ازاي	hoe	إِزَايَ	ADV	
hoe	شلون	hoe	شَلّ	ADV	
hoe	كيف	hoe	كَيفَ	ADV	DET
klasse	راقية	klasse	رَاقِي	N;MASC+FEM;SG	ADJ;NOM;INDF;FEM;SG
klasse	راقي	klasse	راقي	N;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG
dag	داغ	dag	دَاغ	N;MASC+FEM;SG	
dag	باى	dag	باى	N;MASC+FEM;SG	
dag	باي	dag	باي	N;MASC+FEM;SG	
dag	نهار	dag	نَهَار	N;MASC+FEM;SG	
uiteindelijk	واخيرا	uiteindelijk	وَ	ADJ	
zelfs	حتي	zelfs	حَتَّى	ADV	
grootste	اعظم	groot	اعظم	ADJ;RL	
vader	ابى	vader	ابى	N;MASC+FEM;SG	
vader	ابي	vader	ابي	N;MASC+FEM;SG	
vader	الاب	vader	الاب	N;MASC+FEM;SG	
vader	ابت	vader	أَبتَ	N;MASC+FEM;SG	
vader	اب	vader	آب	N;MASC+FEM;SG	
belgische	البلجيكي	belgisch	بِلجِيكِيّ	ADJ	N;NOM;DEF;SG
belgische	بلجيكا	belgisch	بِلجِيكَا	ADJ	
opnieuw	مجددا	opnieuw	مُجَدَّد	ADV	ADJ;ACC;INDF;MASC;SG
opnieuw	ثانية	opnieuw	ثَانِي	ADV	ADJ;NOM;INDF;FEM;SG
serie	مسلسلات	serie	مُسلِسِلّ	N;MASC+FEM;SG	N;NOM;INDF;PL
rol	رول	rol	رُول	N;MASC+FEM;SG	
oorlog	حروب	oorlog	حَرب	N;MASC+FEM;SG	N;NOM;INDF;PL
oorlog	الحروب	oorlog	حَرب	N;MASC+FEM;SG	N;NOM;DEF;PL
duitsland	المانيا	duitsland	أَلمَانِيَا	PROPN;NEUT;SG	
huis	هاوس	huis	هاوس	N;NEUT;SG	
pas	pa	pas	هُوَ	ADV	
laten	فل	laten	فَلّ	V;PL;PRS;FIN	
laten	دع	laten	دَع	V;PL;PRS;FIN	
frans	فرانس	frans	فرَانس	PROPN;MASC+FEM;SG	
frans	فرنسيس	frans	فَرَنسِيس	PROPN;MASC+FEM;SG	
frans	فرانسيس	frans	فرَانسِيس	PROPN;MASC+FEM;SG	
frans	فرانسيز	frans	فرَانسِيز	PROPN;MASC+FEM;SG	
frans	فرنسيا	frans	فَرَنسِيّ	PROPN;MASC+FEM;SG	ADJ;ACC;INDF;MASC;SG
frans	فرنسية	frans	فَرَنسِيّ	PROPN;MASC+FEM;SG	ADJ;NOM;INDF;FEM;SG
frans	بالفرنسية	frans	بالفرنسية	PROPN;MASC+FEM;SG	N;NOM;DEF;SG
frans	الفرنسية	frans	فَرَنسِيَّة	PROPN;MASC+FEM;SG	N;NOM;DEF;SG
frans	فرنسي	frans	فَرَنسِيّ	PROPN;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG
finale	النهائي	finale	نِهَائِيّ	N;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
finale	نهائيات	finale	نِهَائِيّ	N;MASC+FEM;SG	N;NOM;INDF;PL
finale	النهائيات	finale	نِهَائِيّ	N;MASC+FEM;SG	N;NOM;DEF;PL
opgericht	انشئ	oprichten	أَنشَأ	V;V.PTCP	
opgericht	انشا	oprichten	إِنشَا	V;V.PTCP	
nationale	الوطنية	nationaal	وَطَنِيَّة	ADJ	N;NOM;DEF;SG
nationale	ناشيونال	nationaal	ناشيونال	ADJ	
amerikaans	امريكيون	amerikaans	أَمرِيكِيّ	ADJ	N;NOM;INDF;PL
amerikaans	الامريكي	amerikaans	أَمرِيكِيّ	ADJ	N;NOM;DEF;SG
terwijl	بينما	terwijl	بَينَمَا	CONJ	CONJ
indonesië	اندونيسيا	indonesië	إِندُونِيسِيَا	N;MASC+FEM;SG	
geboren	ولد	geboren	وَلَد	V;V.PTCP	N;NOM;INDF;SG
geboren	مولود	geboren	مولود	V;V.PTCP	N;NOM;INDF;SG
altijd	دايما	altijd	دَايمَا	ADV	
altijd	دائما	altijd	دَائِم	ADV	ADJ;ACC;INDF;MASC;SG
altijd	دوما	altijd	دَوم	ADV	N;ACC;INDF;SG
vrouw	الاناث	vrouw	أَنَاث	N;MASC+FEM;SG	N;NOM;DEF;PL
vrouw	زوجه	vrouw	زُوجَة	N;MASC+FEM;SG	
vele	كثير	veel	كَثِير	PRO	ADJ;NOM;INDF;MASC;SG
vele	العديد	veel	عَدِيد	PRO	ADJ;NOM;DEF;MASC;SG
vele	الكثيرون	veel	كَثِير	PRO	ADJ;NOM;DEF;MASC;PL
vele	كثيرون	veel	كَثِير	PRO	ADJ;NOM;INDF;MASC;PL
vele	الكثير	veel	كَثِير	PRO	ADJ;NOM;DEF;MASC;SG
soms	احيانا	soms	حِين	ADV	N;ACC;INDF;PL
dood	الموت	dood	مَوت	ADJ	N;NOM;DEF;SG
dood	الوفاة	dood	وَفَاة	ADJ	N;NOM;DEF;SG
dood	موت	dood	مَوت	ADJ	
dood	وفاة	dood	وَفَاة	ADJ	N;NOM;INDF;SG
dood	ميتا	dood	ميتا	ADJ	N;NOM;INDF;SG
dood	ميت	dood	ميت	ADJ	
meestal	عادة	meestal	عَادَة	ADV	N;ACC;INDF;SG
meestal	غالبا	meestal	غَالِب	ADV	ADJ;ACC;INDF;MASC;SG
bleef	بقيت	blijven	بَقِي	V;SG;PST;FIN	V;PFV;FEM;SG;3;ACT
bleef	بقى	blijven	بَقِي	V;SG;PST;FIN	
vijf	خمسه	vijf	خمسه	NUM	
muziek	mus	muziek	سَذَق	N;MASC+FEM;SG	
isbn	isbn	isbn	مُصَثَّه	INTJ	V;PFV;FEM;SG;3;ACT
geval	كايس	geval	كَايس	N;NEUT;SG	
wereld	العالمي	wereld	عَالَمِيّ	N;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
wereld	world	wereld	world	N;MASC+FEM;SG	
einde	المنتهي	einde	مُنتَهِي	N;NEUT;SG	ADJ;NOM;DEF;MASC;SG
geschreven	مكتوب	schrijven	مَكتُوب	V;V.PTCP	
geschreven	خطية	schrijven	خَطِّيّ	V;V.PTCP	ADJ;NOM;INDF;FEM;SG
geschreven	مكتوبة	schrijven	مَكتُوب	V;V.PTCP	ADJ;NOM;INDF;FEM;SG
informatie	المعلومات	informatie	مَعلُومَة	N;MASC+FEM;SG	N;NOM;DEF;PL
informatie	معلومات	informatie	مَعلُومَة	N;MASC+FEM;SG	N;NOM;INDF;PL
achter	خلف	achter	خلف	ADP	
lange	لونغ	lang	لُونغ	ADJ	
lange	الطويل	lang	طَوِيل	ADJ	
paul	باول	paul	بَاوِل	N;MASC+FEM;SG	
paul	بول	paul	بُول	N;MASC+FEM;SG	
kinderen	اطفال	kind	اطفال	N;PL	
kinderen	اطفال	kind	اطفال	N;PL	
midden	الاوسط	midden	أَوسَط	ADV	ADJ;NOM;DEF;MASC;SG
midden	المنتصف	midden	مُنتَصَف	ADV	N;NOM;DEF;SG
midden	الوسط	midden	وَسط	ADV	N;NOM;DEF;SG
midden	وسط	midden	وَسط	ADV	N;NOM;INDF;SG
midden	منتصف	midden	مُنتَصَف	ADV	N;NOM;INDF;SG
minder	اقل	minder	أَقَلّ	PRO	ADJ;NOM;INDF;MASC;SG
open	افتح	open	فَتَح	ADJ	
open	فتح	open	فتح	ADJ	
united	متحدين	united	مُتَّحِد	N;NEUT;SG	ADJ;ACC;INDF;MASC;PL
united	المتحدة	united	مُتَّحِد	N;NEUT;SG	ADJ;NOM;DEF;FEM;SG
united	متحدة	united	مُتَّحِد	N;NEUT;SG	ADJ;NOM;INDF;FEM;SG
eerder	سابقا	eerder	سَابِق	ADV	ADJ;ACC;INDF;MASC;SG
geven	العطاء	geven	عَطَاء	V;NFIN	N;NOM;DEF;SG
geven	اعطاء	geven	إِعطَاء	V;NFIN	N;NOM;INDF;SG
geven	اعطاء	geven	إِعطَاء	V;NFIN	N;NOM;INDF;SG
museum	m	museum	فَ	N;NEUT;SG	
nemen	خذ	nemen	خَذّ	V;NFIN	
hoewel	بالرغم	hoewel	بِ	CONJ	N;NOM;DEF;SG
lichaam	جسد	lichaam	جَسَد	N;NEUT;SG	
afrika	افريقيا	afrika	افريقيا	PROPN;NEUT;SG	
bestaan	الوجود	bestaan	وُجُود	V;NFIN	N;NOM;DEF;SG
wie	من	wie	مِن	PRO;3	ADP
wie	اللي	wie	لَيّ	PRO;3	
iemand	شخص	iemand	شَخص	PRO;3	N;NOM;INDF;SG
iemand	احد	iemand	أَحَد	PRO;3	N;NOM;INDF;SG
wedstrijd	مسابقه	wedstrijd	مسابقه	N;MASC+FEM;SG	PRO;NOM;FEM;SG;3
valt	الشلالات	vallen	شَلَالَة	V;SG;PRS;FIN	N;NOM;DEF;PL
valt	شلالات	vallen	شَلَالَة	V;SG;PRS;FIN	N;NOM;INDF;PL
britse	بريطانيا	brits	برِيطَانِيَا	ADJ	
britse	البريطاني	brits	برِيطَانِيّ	ADJ	N;NOM;DEF;SG
school	مدرسه	school	مدرسه	N;MASC+FEM;SG	PRO;NOM;MASC;SG;3
school	المدارس	school	مَدرَسَة	N;MASC+FEM;SG	N;NOM;DEF;PL
willem	ويليام	willem	ويليام	N;MASC+FEM;SG	
willem	وليم	willem	وليم	N;MASC+FEM;SG	
willem	وليام	willem	وليام	N;MASC+FEM;SG	
willem	ويلما	willem	ويلما	N;MASC+FEM;SG	
willem	ويلم	willem	ويلم	N;MASC+FEM;SG	
duidelijk	خال	duidelijk	خَالِي	ADJ	
duidelijk	مبين	duidelijk	مبين	ADJ	
duidelijk	بوضوح	duidelijk	بوضوح	ADJ	
beter	احسن	goed	احسن	ADJ;CMPR	
meeste	معظم	veel	مُعظَم	PRO	N;NOM;INDF;SG
meeste	الاكثر	veel	أَكثَر	PRO	ADJ;NOM;DEF;MASC;SG
meeste	اغلب	veel	أَغلَب	PRO	
des	d	des	!	ADV	
des	ديز	des	دِيز	ADV	
nooit	ابدا	nooit	أَبَد	ADV	N;ACC;INDF;SG
geeft	عوائد	geven	عَادَة	V;SG;PRS;FIN	N;NOM;INDF;PL
geeft	العائدات	geven	عَائِد	V;SG;PRS;FIN	N;NOM;DEF;PL
diverse	شتى	divers	شتى	ADJ	N;NOM;INDF;SG
dier	حيوانية	dier	حيوانية	N;NEUT;SG	ADJ;NOM;INDF;FEM;SG
duits	المان	duits	أَلمَانِيّ	ADJ	
duits	المانيا	duits	أَلمَانِيَا	ADJ	
mag	قد	mogen	قَد	V;SG;PRS;FIN	PART
mag	ماي	mogen	مَاي	V;SG;PRS;FIN	
mag	مايو	mogen	مَايُو	V;SG;PRS;FIN	N;GEN;INDF;SG
mag	ايار	mogen	أَيَّار	V;SG;PRS;FIN	N;NOM;INDF;SG
mag	ماغ	mogen	مَاغ	V;SG;PRS;FIN	
mag	ماج	mogen	مَاج	V;SG;PRS;FIN	
slag	باتل	slag	باتل	N;MASC+FEM;SG	
anders	والا	anders	والا	ADV	V;PFV;MASC;SG;3;ACT
anders	مختلف	anders	مُختَلِف	ADV	ADJ;NOM;INDF;MASC;SG
anders	مختلفة	anders	مُختَلِف	ADV	ADJ;NOM;INDF;FEM;SG
anders	مختلفا	anders	مُختَلِف	ADV	ADJ;ACC;INDF;MASC;SG
anders	مختلفين	anders	مُختَلِف	ADV	ADJ;ACC;INDF;MASC;PL
anders	اندرس	anders	أَندرِس	ADV	
park	منتزه	park	منتزه	N;NEUT;SG	
park	بارك	park	بَارَك	N;NEUT;SG	
park	متنزه	park	متنزه	N;NEUT;SG	
vrij	f	vrij	!	ADJ	
vrij	حر	vrij	حُرّ	ADJ	N;NOM;INDF;SG
weinig	قليلون	weinig	قليلون	PRO	ADJ;NOM;INDF;MASC;PL
weinig	قليلة	weinig	قَلِيل	PRO	ADJ;NOM;INDF;FEM;SG
weinig	قلة	weinig	قِلَّة	PRO	N;NOM;INDF;SG
weinig	الصغير	weinig	صَغِير	PRO	
weinig	قليل	weinig	قَلِيل	PRO	ADJ;NOM;INDF;MASC;SG
weinig	القليل	weinig	قَلِيل	PRO	
belangrijke	مهمة	belangrijk	مَهَمَّة	ADJ	N;NOM;INDF;SG
belangrijke	المهم	belangrijk	مُهِمّ	ADJ	
toegevoegd	اضيف	toevoegen	أَضِيف	V;V.PTCP	
want	لانه	want	لانه	CONJ	
want	عشان	want	عشان	CONJ	
want	لانني	want	لانني	CONJ	N;NOM;DEF;SG
want	بسبب	want	بسبب	CONJ	N;NOM;INDF;SG
want	لاني	want	لاني	CONJ	
peter	بيتر	peter	بِيتر	N;MASC+FEM;SG	
peter	بطرس	peter	بطرس	N;MASC+FEM;SG	
overleden	المتوفي	overlijden	مُتَوَفِّي	V;V.PTCP	
overleden	المتوفى	overlijden	مُتَوَفِّي	V;V.PTCP	
oost	شرقي	oost	شَرقِيّ	N;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG
oost	ايست	oost	أَيسَت	N;MASC+FEM;SG	
oost	الشرقية	oost	شَرقِيّ	N;MASC+FEM;SG	ADJ;NOM;DEF;FEM;SG
single	sing	single	قَثَّث	N;MASC+FEM;SG	
single	عازب	single	عَازَب	N;MASC+FEM;SG	
buiten	الخارج	buiten	خَارِج	ADP	N;NOM;DEF;SG
buiten	خارجية	buiten	خَارِجِيَّة	ADP	N;NOM;INDF;SG
buiten	النزهات	buiten	نِزهَة	ADP	N;NOM;DEF;PL
speelt	المسرحيات	spelen	مَسرَحِيّ	V;SG;PRS;FIN	N;NOM;DEF;PL
speelt	مسرحيات	spelen	مَسرَحِيّ	V;SG;PRS;FIN	N;NOM;INDF;PL
onderdeel	المكون	onderdeel	مُكَوِّن	N;NEUT;SG	ADJ;NOM;DEF;MASC;SG
onderdeel	مكون	onderdeel	مَكَّن	N;NEUT;SG	ADJ;NOM;INDF;MASC;SG
delen	مشاركة	delen	مُشَارَكَة	V;NFIN	N;NOM;INDF;SG
delen	المشاركة	delen	مُشَارَكَة	V;NFIN	N;NOM;DEF;SG
delen	تقاسم	delen	تَقَاسُم	V;NFIN	N;NOM;INDF;SG
delen	التشارك	delen	تَشَارُك	V;NFIN	N;NOM;DEF;SG
delen	مشاركة	delen	مُشَارَكَة	V;NFIN	N;NOM;INDF;SG
delen	المشاركة	delen	مُشَارَكَة	V;NFIN	N;NOM;DEF;SG
delen	حصة	delen	حِصَّة	V;NFIN	N;NOM;INDF;SG
delen	نصيب	delen	نَصِيب	V;NFIN	N;NOM;INDF;SG
delen	اجزاء	delen	جُزء	V;NFIN	N;NOM;INDF;PL
delen	الاجزاء	delen	جُزء	V;NFIN	N;NOM;DEF;SG
meest	معظم	veel	مُعظَم	PRO	N;NOM;INDF;SG
meest	الاكثر	veel	أَكثَر	PRO	ADJ;NOM;DEF;MASC;SG
meest	اغلب	veel	أَغلَب	PRO	
bestaande	موجود	bestaan	مَوجُود	V;V.PTCP	ADJ;NOM;INDF;MASC;SG
bestaande	قائم	bestaan	قَائِم	V;V.PTCP	ADJ;NOM;INDF;MASC;SG
bijna	تقريبا	bijna	تَقرِيب	ADV	N;ACC;INDF;SG
bedrijf	شركه	bedrijf	شركه	N;NEUT;SG	
bedrijf	الاعمال	bedrijf	عَمَل	N;NEUT;SG	N;NOM;DEF;PL
namen	اسماء	nemen	اِسم	V;PL;PST;FIN	N;NOM;INDF;PL
namen	الاسماء	nemen	اِسم	V;PL;PST;FIN	N;NOM;DEF;PL
vrouwen	اناث	vrouw	أَنَاث	N;PL	N;NOM;INDF;SG
vrouwen	نساء	vrouw	نِسَاء	N;PL	N;NOM;INDF;SG
vrouwen	المراة	vrouw	مَرَاة	N;PL	N;NOM;DEF;SG
vrouwen	النساء	vrouw	نِسَاء	N;PL	N;NOM;DEF;SG
oud	قديمه	oud	قديمه	ADJ	
oud	عجوز	oud	عَجُوز	ADJ	N;NOM;INDF;SG
niets	لاشيء	niets	لَاشِي	PRO;3	
krijgen	الحصول	krijgen	حُصُول	V;PL;PRS;FIN	N;NOM;DEF;SG
krijgen	احصل	krijgen	احصل	V;PL;PRS;FIN	V;MASC;IMP;SG
krijgen	الحصول	krijgen	حُصُول	V;PL;PRS;FIN	N;NOM;DEF;SG
krijgen	احضر	krijgen	اِحضَرّ	V;PL;PRS;FIN	V;PFV;MASC;SG;3;ACT
hoge	عال	hoog	عَالِي	ADJ	N;NOM;INDF;SG
onderzoek	بحوث	onderzoek	بَحث	N;NEUT;SG	N;NOM;INDF;PL
onderzoek	الابحاث	onderzoek	بَحث	N;NEUT;SG	N;NOM;DEF;PL
onderzoek	ابحاث	onderzoek	بَحث	N;NEUT;SG	N;NOM;INDF;PL
onderzoek	بحث	onderzoek	بَحَث	N;NEUT;SG	V;PFV;MASC;SG;3;ACT
onderzoek	البحوث	onderzoek	بَحث	N;NEUT;SG	N;NOM;DEF;PL
maria	مريم	maria	مريم	N;MASC+FEM;SG	
maria	ماري	maria	مَارِي	N;MASC+FEM;SG	
maria	مارى	maria	مَارِي	N;MASC+FEM;SG	
maria	ماريا	maria	ماريا	N;MASC+FEM;SG	
afl	af	afl	إِذ	N;MASC+FEM;SG	
geplaatst	موضوعة	plaatsen	مَوضُوع	V;V.PTCP	ADJ;NOM;INDF;FEM;SG
geplaatst	نشر	plaatsen	نَشر	V;V.PTCP	N;NOM;INDF;SG
sterk	قوى	sterk	قُوَّة	ADJ	N;NOM;INDF;PL
sommige	البعض	sommig	بَعض	PRO	N;NOM;DEF;SG
sommige	بعض	sommig	بَعض	PRO	N;NOM;INDF;SG
voormalige	السابق	voormalig	سَابِق	ADJ	N;NOM;DEF;SG
rode	احمر	rood	أَحمَر	ADJ	
rode	الاحمر	rood	الاحمر	ADJ	
laat	اواخر	laten	آخِر	V;SG;PRS;FIN	ADJ;NOM;INDF;MASC;PL
laat	تاخر	laten	تَأَخُّر	V;SG;PRS;FIN	N;NOM;INDF;SG
laat	متاخرة	laten	مُتَاخِر	V;SG;PRS;FIN	ADJ;NOM;INDF;FEM;SG
laat	متاخر	laten	مُتَأَخِّر	V;SG;PRS;FIN	ADJ;NOM;INDF;MASC;SG
laat	فل	laten	فَلّ	V;SG;PRS;FIN	
laat	دع	laten	دَع	V;SG;PRS;FIN	
gaf	وهب	geven	وَهَب	V;SG;PST;FIN	
york	يورك	york	يُورك	ADV	
algemeen	عام	algemeen	عَام	ADJ	N;NOM;INDF;SG
algemeen	لواء	algemeen	لِوَاء	ADJ	N;NOM;INDF;SG
algemeen	اللواء	algemeen	لِوَاء	ADJ	N;NOM;DEF;SG
algemeen	جنرال	algemeen	جنرال	ADJ	
algemeen	الجنرال	algemeen	جِنِرَال	ADJ	N;NOM;DEF;SG
meerdere	عدة	meerdere	عِدَّة	PRO	N;NOM;INDF;SG
meerdere	المتعددة	meerdere	مُتَعَدِّد	PRO	ADJ;NOM;DEF;FEM;SG
meerdere	تعدد	meerdere	عَدَّد	PRO	N;NOM;INDF;SG
meerdere	متعدد	meerdere	مُتَعَدِّد	PRO	ADJ;NOM;INDF;MASC;SG
meerdere	متعددة	meerdere	مُتَعَدِّد	PRO	ADJ;NOM;INDF;FEM;SG
blijven	ابقي	blijven	ابقي	V;PL;PRS;FIN	
blijven	ابقى	blijven	ابقى	V;PL;PRS;FIN	
blijven	البقاء	blijven	بَقَاء	V;PL;PRS;FIN	N;NOM;DEF;SG
blijven	ابق	blijven	ابق	V;PL;PRS;FIN	
parijs	باريس	parijs	بَارِيس	PROPN;NEUT;SG	
gewoon	مجرد	gewoon	مُجَرَّد	ADJ	N;NOM;INDF;SG
gewoon	فقط	gewoon	فَقَط	ADJ	ADV
korte	القصير	kort	قَصِير	ADJ	
korte	شورت	kort	شورت	ADJ	
korte	موجزة	kort	مُوجَز	ADJ	N;NOM;INDF;SG
korte	موجز	kort	مُوجَز	ADJ	N;NOM;INDF;SG
engels	الانجليزية	engel	إِنجلِيزِيَّة	ADJ	N;NOM;DEF;SG
engels	انجليزي	engel	أَنجِلِيزِيّ	ADJ	
engels	الانكليزية	engel	الانكليزية	ADJ	
engels	بالانكليزية	engel	بَالانكلِيزِيّ	ADJ	
generaal	جنرال	generaal	جنرال	N;MASC+FEM;SG	
generaal	عامة	generaal	عَامّ	N;MASC+FEM;SG	ADJ;NOM;INDF;FEM;SG
enkel	الكاحل	enkel	كَاحِل	PRO	N;NOM;DEF;SG
enkel	كاحل	enkel	كَاحِلَ	PRO	
enkel	فقط	enkel	فَقَط	PRO	ADV
miljoen	مليون	miljoen	مِليُون	N;NEUT;SG	NUM;NOM;INDF;SG
miljoen	المليون	miljoen	مِليُون	N;NEUT;SG	NUM;NOM;DEF;SG
miljoen	مليونا	miljoen	مِليُون	N;NEUT;SG	NUM;ACC;INDF;SG
nodig	حاجة	nodig	حَاجَة	ADJ	N;NOM;INDF;SG
nodig	الحاجة	nodig	حَاجَة	ADJ	N;NOM;DEF;SG
wapen	ناري	wapen	نَارِيّ	N;NEUT;SG	ADJ;NOM;INDF;MASC;SG
klein	صغيره	klein	صغيره	ADJ	PRO;NOM;FEM;SG;3
klein	صغر	klein	صَغَر	ADJ	N;NOM;INDF;SG
klein	الصغير	klein	صَغِير	ADJ	
klein	القليل	klein	قَلِيل	ADJ	
klein	كلين	klein	كلين	ADJ	
klein	كلاين	klein	كلَايِن	ADJ	
verhaal	ستوري	verhaal	ستوري	N;NEUT;SG	
verhaal	قصه	verhaal	قَصه	N;NEUT;SG	
zes	six	zes	قِثَّة	NUM	
zes	سكس	zes	سَكس	NUM	
noorden	نورث	noorden	نورث	N;NEUT;SG	
noorden	شمالي	noorden	شمالي	N;NEUT;SG	
foto	p	foto	!	N;MASC+FEM;SG	
foto	الصوره	foto	صُوره	N;MASC+FEM;SG	
foto	صوره	foto	صُوره	N;MASC+FEM;SG	
wilde	البرية	willen	بَرِّيّ	V;SG;PST;FIN	N;NOM;DEF;SG
wilde	برية	willen	بَرِّيّ	V;SG;PST;FIN	ADJ;NOM;INDF;FEM;SG
wilde	البري	willen	بَرِّيّ	V;SG;PST;FIN	N;NOM;DEF;SG
elke	اي	elk	أَي	DET	CONJ
elke	اية	elk	أَيّ	DET	ADJ;NOM;INDF;FEM;SG
politicus	سياسية	politicus	سِيَاسِيّ	N;MASC+FEM;SG	ADJ;NOM;INDF;FEM;SG
politicus	سياسي	politicus	سِيَاسِيّ	N;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG
politicus	السياسي	politicus	سِيَاسِيّ	N;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
burgemeester	عمدة	burgemeester	عُمدَة	N;MASC+FEM;SG	
brussel	بروكسل	brussel	برُوكسِل	PROPN;NEUT;SG	
belgisch	البلجيكي	belgisch	بِلجِيكِيّ	ADJ	N;NOM;DEF;SG
belgisch	بلجيكا	belgisch	بِلجِيكَا	ADJ	
totaal	المجموع	totaal	مَجمُوع	ADJ	N;NOM;DEF;SG
totaal	اجمالي	totaal	إِجمَالِيّ	ADJ	N;NOM;INDF;SG
weet	اعلم	weten	أَعلَم	V;SG;PRS;FIN	
weet	اعرف	weten	اعرف	V;SG;PRS;FIN	
dochter	بنت	dochter	بَنَى	N;MASC+FEM;SG	V;PFV;FEM;SG;3;ACT
david	ديفيد	david	دِيفِيد	PROPN;MASC+FEM;SG	
david	داود	david	دَاوُد	PROPN;MASC+FEM;SG	
david	ديفد	david	دَيَّف	PROPN;MASC+FEM;SG	
david	دايفيد	david	دايفيد	PROPN;MASC+FEM;SG	
david	دافيد	david	دَافِيد	PROPN;MASC+FEM;SG	
zeker	طبعا	zeker	طَبع	ADJ	N;ACC;INDF;SG
zeker	اكيد	zeker	أَكَاد	ADJ	
kampioen	تشامب	kampioen	تَشَامُب	N;MASC+FEM;SG	
vormen	الاشكال	vormen	شَكل	V;NFIN	N;NOM;DEF;PL
vormen	اشكال	vormen	شَكل	V;NFIN	N;NOM;INDF;PL
vormen	الاشكال	vormen	شَكل	V;NFIN	N;NOM;DEF;PL
vormen	اشكال	vormen	شَكل	V;NFIN	N;NOM;INDF;PL
basis	اساسيات	basis	أَسَاسِيّ	N;MASC+FEM;SG	ADJ;NOM;INDF;FEM;PL
kop	رؤوس	kop	رَأس	N;MASC+FEM;SG	N;NOM;INDF;PL
acteur	فاعل	acteur	فَاعِل	N;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG
regering	الحكومات	regering	حُكُومَة	N;MASC+FEM;SG	N;NOM;DEF;PL
zuiden	جنوبي	zuiden	جَنُوبِيّ	N;NEUT;SG	ADJ;NOM;INDF;MASC;SG
zuiden	ساوث	zuiden	سَاوث	N;NEUT;SG	
rijk	الامبراطورية	rijk	الامبراطورية	ADJ	N;NOM;DEF;SG
rijk	امبراطورية	rijk	امبراطورية	ADJ	N;NOM;INDF;SG
rijk	الرايخ	rijk	رَايِخ	ADJ	
