κβαντική	quantum	κβαντικός	quantum	ADJ;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
εγκεφαλικό	slaganfall	εγκεφαλικός	slaganfall	ADJ;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
αλαμπάμα	alabama	αλαμπάμα	alabam		PROPN;NOM
εντάξει	okej	εντάξει	okej	ADV	INTJ
λειτουργική	funktionella	λειτουργικός	funktionell	ADJ;NOM;FEM;SG	ADJ;NOM;PL
λειτουργική	operationella	λειτουργικός	operationell	ADJ;NOM;FEM;SG	ADJ;NOM;PL
λειτουργική	operativa	λειτουργικός	operativ	ADJ;NOM;FEM;SG	ADJ;NOM;PL
λειτουργική	operativ	λειτουργικός	operativ	ADJ;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
κρίσεις	anfall	κρίση	anfall	N;NOM;FEM;PL	N;NOM;INDF;NEUT;SG
κρίσεις	beslag	κρίση	beslag	N;NOM;FEM;PL	N;NOM;INDF;NEUT;SG
πωλήσεων	försäljning	πώληση	försäljning	N;GEN;FEM;PL	N;NOM;INDF;MASC+FEM;SG
γλυκό	söt	γλυκό	söta	N;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
γλυκό	sött	γλυκό	söt	N;NOM;NEUT;SG	ADJ;NOM;INDF;NEUT;SG
γλυκό	söta	γλυκό	söta	N;NOM;NEUT;SG	ADJ;NOM;PL
γκαρντ	gard	γκαρντ	gard		N;NOM;INDF;MASC+FEM;SG
μιγκέλ	miguel	μιγκέλ	miguel		PROPN;NOM
ρούντολφ	rudolph	ρούντολφ	rudolph	PROPN;NOM;MASC;SG	PROPN;NOM
ρούντολφ	rudolf	ρούντολφ	rudolf	PROPN;NOM;MASC;SG	PROPN;NOM
πήτερ	petrus	πήτερ	petrus		PROPN;NOM
πήτερ	peter	πήτερ	peter		N;NOM;INDF;MASC+FEM;SG
χρήσιμες	användbar	χρήσιμος	användbar	ADJ;NOM;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG
χρήσιμες	användbart	χρήσιμος	användbar	ADJ;NOM;FEM;PL	ADJ;NOM;INDF;NEUT;SG
χρήσιμες	nyttig	χρήσιμος	nyttig	ADJ;NOM;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG
κοπεγχάγη	copenhagen	κοπεγχάγη	copenhagen	PROPN;ACC;FEM;SG	N;NOM;DEF;MASC+FEM;SG
κοπεγχάγη	köpenhamn	κοπεγχάγη	köpenhamn	PROPN;ACC;FEM;SG	PROPN;NOM
κοπεγχάγη	köpenhamns	κοπεγχάγη	köpenhamn	PROPN;ACC;FEM;SG	PROPN;GEN
δίσκοι	records	δίσκος	records	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;SG
δίσκοι	register	δίσκος	regist	N;NOM;MASC;PL	N;NOM;INDF;NEUT;SG
βενεζουέλας	venezuelanska	βενεζουέλα	venezuelansk	PROPN;GEN;FEM;SG	ADJ;NOM;PL
βενεζουέλας	venezuela	βενεζουέλα	venezuel	PROPN;GEN;FEM;SG	PROPN;NOM
έσπασε	pank	σπάω	pank	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;NOM;INDF;MASC+FEM;SG
παναμά	panama	παναμύς	panam	PROPN;NOM;NEUT;SG	PROPN;NOM
λιγότερες	mindre	λίγος	lite	ADJ;NOM;CMPR;FEM;PL	ADV;CMPR
εξεγέρσεις	upplopp	εξέγερση	upplopp	N;NOM;FEM;PL	N;NOM;INDF;NEUT;SG
εξεγέρσεις	upploppen	εξέγερση	upplopp	N;NOM;FEM;PL	N;NOM;DEF;MASC+FEM;SG
αεροπλάνα	flygplan	αεροπλάνα	flygplan	N;NOM;NEUT;PL	N;NOM;INDF;NEUT;SG
αεροπλάνα	plan	αεροπλάνα	plan	N;NOM;NEUT;PL	N;NOM;INDF;NEUT;SG
αλκοόλ	alkohol	αλκοόλ	alkohol		N;NOM;INDF;MASC+FEM;SG
τόνο	tonfisk	τόνος	tonfisk	N;ACC;MASC;SG	N;NOM;INDF;MASC+FEM;SG
τόνο	ton	τόνος	ton	N;ACC;MASC;SG	N;NOM;INDF;NEUT;SG
τόνο	tonfall	τόνος	tonfall	N;ACC;MASC;SG	N;NOM;INDF;NEUT;SG
κατάχρηση	missbruk	κατάχρηση	missbruk	N;ACC;FEM;SG	N;NOM;INDF;NEUT;SG
κατάχρηση	förskingring	κατάχρηση	förskingring	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
κατάχρηση	missbruk	κατάχρηση	missbruk	N;ACC;FEM;SG	N;NOM;INDF;NEUT;SG
κατάχρηση	missbruka	κατάχρηση	missbruka	N;ACC;FEM;SG	V;IMP;FIN;ACT
κατάχρηση	övergrepp	κατάχρηση	övergrepp	N;ACC;FEM;SG	N;NOM;INDF;NEUT;PL
ρίτσι	ritchie	ρίτσι	ritchie		PROPN;NOM
ρίτσι	richie	ρίτσι	richie		N;NOM;INDF;MASC+FEM;SG
ρίτσι	ricci	ρίτσι	ricci		PROPN;NOM
κυβερνών	styrande	κυβέρνα	styra	N;GEN;FEM;PL	ADJ;NOM;PRS;V.PTCP
στρατιώτη	soldaten	στρατιώτης	soldat	N;ACC;MASC;SG	N;NOM;DEF;MASC+FEM;SG
στρατιώτη	soldat	στρατιώτης	soldat	N;ACC;MASC;SG	N;NOM;INDF;MASC+FEM;SG
στρατιώτη	trooper	στρατιώτης	troop	N;ACC;MASC;SG	N;NOM;INDF;MASC+FEM;SG
άλεξ	alex	άλεξ	alex		PROPN;NOM
στενός	smalt	στενός	smal	N;NOM;MASC;SG	ADJ;NOM;INDF;NEUT;SG
στενός	smala	στενός	smal	N;NOM;MASC;SG	ADJ;NOM;PL
στενός	smal	στενός	smal	N;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
μαχητές	krigare	μαχητός	krig	ADJ;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
μαχητές	fighters	μαχητός	fight	ADJ;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
μαχητές	jaktplan	μαχητός	jaktplan	ADJ;NOM;MASC;PL	N;NOM;INDF;NEUT;SG
μαχητές	boxare	μαχητός	boxare	ADJ;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
αποκτήθηκε	förvärvade	αποκτώ	förvärva	V;PFV;IND;SG;3;PST;FIN;PASS	V;NOM;PL;PST;V.PTCP;ACT
αποκτήθηκε	förvärvat	αποκτώ	förvärva	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
αποκτήθηκε	förvärvad	αποκτώ	förvärvad	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
υγιεινής	hygienen	υγιεινής	hygien	ADJ;GEN;FEM;SG	N;NOM;DEF;NEUT;PL
υγιεινής	hygien	υγιεινής	hygien	ADJ;GEN;FEM;SG	N;NOM;INDF;MASC+FEM;SG
μοντάζ	montage	μοντάζ	monta		N;NOM;INDF;NEUT;SG
μοντάζ	redigerar	μοντάζ	redigera		V;IND;PRS;FIN;ACT
μοντάζ	redigera	μοντάζ	rediger		V;IMP;FIN;ACT
μοντάζ	redigering	μοντάζ	redigering		N;NOM;INDF;MASC+FEM;SG
μηχανικοί	mekaniker	μηχανικός	mekanik	ADJ;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
μηχανικοί	mekanik	μηχανικός	mekanik	ADJ;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;SG
μηχανικοί	ingenjörer	μηχανικός	ingenjör	ADJ;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
λατ	lat	λατ	lat		N;NOM;INDF;MASC+FEM;SG
ενέκρινε	godkända	εγκρίνω	godkänna	V;IPFV;IND;SG;3;PST;FIN;ACT	ADJ;NOM;PL;PST;V.PTCP
ενέκρινε	godkänt	εγκρίνω	godkänna	V;IPFV;IND;SG;3;PST;FIN;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
ενέκρινε	godkänd	εγκρίνω	godkänd	V;IPFV;IND;SG;3;PST;FIN;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
ενέκρινε	antaget	εγκρίνω	antagen	V;IPFV;IND;SG;3;PST;FIN;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
ενέκρινε	antagna	εγκρίνω	anta	V;IPFV;IND;SG;3;PST;FIN;ACT	ADJ;NOM;PL;PST;V.PTCP
ενέκρινε	antagen	εγκρίνω	antagen	V;IPFV;IND;SG;3;PST;FIN;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
ενέκρινε	adopterad	εγκρίνω	adoptera	V;IPFV;IND;SG;3;PST;FIN;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
ενέκρινε	antogs	εγκρίνω	anta	V;IPFV;IND;SG;3;PST;FIN;ACT	V;IND;PST;FIN;PASS
μασσαλία	marseille	μασσαλία	marseille	PROPN;ACC;FEM;SG	PROPN;NOM
μασσαλία	marseille	μασσαλία	marseille	PROPN;ACC;FEM;SG	PROPN;NOM
πλημμύρες	översvämning	πλημμύρα	översvämning	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
πλημμύρες	översvämning	πλημμύρα	översvämning	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
αλλα	annan	αλλα	annan	ADV	ADJ;NOM;INDF;MASC+FEM;SG
αλλα	övrig	αλλα	övrig	ADV	ADJ;NOM;INDF;MASC+FEM;SG
αλλα	övriga	αλλα	övrig	ADV	ADJ;NOM;PL
αλλα	andra	αλλα	annan	ADV	PRO;INDF;PL
αλλα	övrigt	αλλα	övrigt	ADV	ADJ;NOM;INDF;NEUT;SG
αλλα	annat	αλλα	annan	ADV	PRO;INDF;NEUT;SG
αλλα	men	αλλα	men	ADV	CONJ
ασημένια	silver	ασημένιος	silv	ADV	N;NOM;INDF;NEUT;SG
νικολά	nicolas	νικολά	nicola	PROPN;NOM;MASC;SG	PROPN;NOM
συνήθεια	anpassade	συνήθεια	anpassa	N;NOM;FEM;SG	ADJ;NOM;PL;PST;V.PTCP
συνήθεια	anpassad	συνήθεια	anpassa	N;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
συνήθεια	egen	συνήθεια	egen	N;NOM;FEM;SG	ADJ;NOM;MASC+FEM;SG
συνήθεια	anpassat	συνήθεια	anpassa	N;NOM;FEM;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
συνήθεια	vanor	συνήθεια	vana	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;PL
συνήθεια	vanan	συνήθεια	vanan	N;NOM;FEM;SG	ADV
τσάρου	tsar	τσάρος	tsa	PROPN;NOM;MASC;SG	PROPN;NOM
κατάρτιση	utbildning	κατάρτιση	utbildning	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
κατάρτιση	träning	κατάρτιση	träning	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
μεταξάς	metaxas	μεταξάς	metaxa	PROPN;NOM;MASC;SG	V;NFIN;PASS
κάι	kai	κάι	kai		PROPN;NOM
απολύθηκε	sparken	απολύω	spark	V;PFV;IND;SG;3;PST;FIN;PASS	N;NOM;DEF;MASC+FEM;SG
απολύθηκε	avskedad	απολύω	avskeda	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
απολύθηκε	avskedade	απολύω	avskeda	V;PFV;IND;SG;3;PST;FIN;PASS	V;IND;PST;V.PTCP;ACT
απολύθηκε	avlossade	απολύω	avlossad	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;NOM;PL;PST;V.PTCP
απολύθηκε	sparkad	απολύω	sparka	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
ανακάλυψαν	upptäckts	ανακαλύπτω	upptäcka	V;PFV;IND;PL;3;PST;FIN;ACT	V;V.CVB;PASS
ανακάλυψαν	upptäckt	ανακαλύπτω	upptäcka	V;PFV;IND;PL;3;PST;FIN;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
ανακάλυψαν	upptäcktes	ανακαλύπτω	upptäcka	V;PFV;IND;PL;3;PST;FIN;ACT	V;IND;PST;FIN;PASS
ανακάλυψαν	upptäckta	ανακαλύπτω	upptäckt	V;PFV;IND;PL;3;PST;FIN;ACT	ADJ;NOM;PL;PST;V.PTCP
αγαπημένο	favorit	αγαπημένος	favorit	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	N;NOM;INDF;MASC+FEM;SG
αγαπημένο	favoriten	αγαπημένος	favoriten	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	N;NOM;DEF;MASC+FEM;SG
αγαπημένο	favorit	αγαπημένος	favorit	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	N;NOM;INDF;MASC+FEM;SG
ρομπέρτο	roberto	ρομπέρτο	roberto		PROPN;NOM
πάτρικ	patrik	πάτρικ	patrik		PROPN;NOM
πάτρικ	patrick	πάτρικ	patrick		PROPN;NOM
πρόβλεψη	prognoser	πρόβλεψη	prognos	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;PL
πρόβλεψη	förutsägelse	πρόβλεψη	förutsägelse	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
πρόβλεψη	prognosen	πρόβλεψη	prognos	N;ACC;FEM;SG	N;NOM;DEF;MASC+FEM;SG
πρόβλεψη	prognos	πρόβλεψη	prognos	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
πρόβλεψη	prognos	πρόβλεψη	prognos	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
κούπερ	coopers	κούπερ	coop		PROPN;GEN
κούπερ	cooper	κούπερ	coop		PROPN;NOM
ρούμπενς	rubens	ρούμπενς	rub		PROPN;GEN
τάφους	graves	τάφος	grav	N;NOM;MASC;PL	PROPN;NOM
συγγενής	relativ	συγγενής	relativ	N;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
συγγενής	relativt	συγγενής	relativt	N;NOM;MASC;SG	ADV
συγγενής	relativa	συγγενής	relativa	N;NOM;MASC;SG	ADJ;NOM;PL
αίγινα	aegina	αίγινος	aegen	PROPN;NOM;FEM;SG	PROPN;NOM
απόκλιση	avvikelse	απόκλιση	avvikelse	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
γιοι	sons	γιος	sons	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;SG
κατοικείται	bebodda	κατοικώ	bebodd	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;NOM;PL;PST;V.PTCP
ντιν	dekanus	ντιν	dekanus		N;NOM;DEF;MASC+FEM;SG
ντιν	dean	ντιν	de		PROPN;NOM
διαστημόπλοιο	rymdfarkoster	διαστημόπλοιος	rymdfarkost	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;PL
νιλ	neil	νιλ	neil		PROPN;NOM
νιλ	neal	νιλ	neal		PROPN;NOM
διορθώσεις	rättelser	διορθώση	rättelse	N;NOM;FEM;PL	V;IND;PRS;FIN;ACT
διορθώσεις	fastställs	διορθώση	fastställa	N;NOM;FEM;PL	V;IND;PRS;FIN;PASS
διορθώσεις	rättar	διορθώση	rätta	N;NOM;FEM;PL	V;IND;PRS;FIN;ACT
διορθώσεις	rättelser	διορθώση	rättelse	N;NOM;FEM;PL	V;IND;PRS;FIN;ACT
διορθώσεις	fixar	διορθώση	fixa	N;NOM;FEM;PL	V;IND;PRS;FIN;ACT
διορθώσεις	korrigerar	διορθώση	korrigera	N;NOM;FEM;PL	V;IND;PRS;FIN;ACT
διορθώσεις	redigerar	διορθώση	redigera	N;NOM;FEM;PL	V;IND;PRS;FIN;ACT
πρόδρομος	föregångare	πρόδρομος	föregångare	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;PL
πρόδρομος	föregångare	πρόδρομος	föregångare	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;PL
μαρόκου	marocko	μάροκος	marocko		PROPN;NOM
μαρόκου	marockos	μάροκος	marockos		PROPN;GEN
ιού	virus	ιού	virus	N;GEN;NEUT;SG	N;NOM;INDF;NEUT;SG
ιού	viruset	ιού	virus	N;GEN;NEUT;SG	N;NOM;DEF;NEUT;SG
φόρμα	blankett	φόρμα	blankett	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
φόρμα	formulär	φόρμα	formulär	N;ACC;FEM;SG	N;NOM;INDF;NEUT;SG
φόρμα	form	φόρμα	form	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
φόρμα	bilda	φόρμα	bilda	N;ACC;FEM;SG	V;IMP;FIN;ACT
φόρμα	overall	φόρμα	overall	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
διαφορών	tvister	διαφορά	tvist	N;GEN;FEM;PL	N;NOM;INDF;MASC+FEM;PL
διαφορών	dispyter	διαφορά	dispyta	N;GEN;FEM;PL	N;NOM;INDF;MASC+FEM;PL
αδάμ	adam	αδάμ	adam	N;NOM;MASC;SG	PROPN;NOM
έλλη	ellie	έλλος	ellie	PROPN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
έλλη	elli	έλλος	elli	PROPN;NOM;FEM;SG	PROPN;NOM
μιανμάρ	burma	μιανμάρ	burma		PROPN;NOM
μιανμάρ	myanmar	μιανμάρ	myanmar		PROPN;NOM
προσφέρεται	erbjöd	προσφέρω	erbjuda	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IND;PST;FIN;ACT
προσφέρεται	erbjudna	προσφέρω	erbjuden	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;NOM;PL;PST;V.PTCP
προσφέρεται	erbjuden	προσφέρω	erbjuden	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
κλειστή	stängda	κλειστής	stänga	ADJ;NOM;FEM;SG	ADJ;NOM;PL;PST;V.PTCP
εκτόξευση	lansering	εκτόξευση	lansering	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
εκτόξευση	sjösättning	εκτόξευση	sjösättning	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
εκτόξευση	lansering	εκτόξευση	lansering	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
εκτόξευση	avfyrning	εκτόξευση	avfyrning	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
εκτόξευση	uppskjutning	εκτόξευση	uppskjutning	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
εκτόξευση	inleda	εκτόξευση	inleda	N;ACC;FEM;SG	V;IMP;FIN;ACT
εκτόξευση	starta	εκτόξευση	starta	N;ACC;FEM;SG	V;IMP;NFIN;ACT
ταϊλάνδη	thailand	ταϊλάνδη	thailand		PROPN;NOM
καπνού	tobak	καπνού	tobak	N;GEN;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
ρόδος	rhodes	ρόδος	rhoda	PROPN;NOM;FEM;SG	PROPN;NOM
ρόδος	rhodos	ρόδος	rhodos	PROPN;NOM;FEM;SG	PROPN;NOM
φάρμακο	läkemedel	φάρμακο	läkemedel	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;PL
φάρμακο	drog	φάρμακο	drog	N;NOM;NEUT;SG	V;IMP;PST;FIN;ACT
εκτελέσει	prestera	εκτελώ	prestera	V;PFV;IND;SG;3;FIN;ACT	V;IMP;FIN;ACT
εκτελέσει	utföra	εκτελώ	utföra	V;PFV;IND;SG;3;FIN;ACT	V;IMP;FIN;ACT
εκτελέσει	utför	εκτελώ	utföra	V;PFV;IND;SG;3;FIN;ACT	V;IMP;FIN;ACT
εκτελέσει	kör	εκτελώ	köra	V;PFV;IND;SG;3;FIN;ACT	V;IMP;FIN;ACT
εκτελέσει	utför	εκτελώ	utföra	V;PFV;IND;SG;3;FIN;ACT	V;IMP;FIN;ACT
εκτελέσει	avrätta	εκτελώ	avrätta	V;PFV;IND;SG;3;FIN;ACT	V;IMP;NFIN;ACT
αιχμάλωτοι	interner	αιχμάλωτος	intern	ADJ;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
αιχμάλωτοι	fångar	αιχμάλωτος	fånga	ADJ;NOM;MASC;PL	V;IND;PRS;FIN;ACT
χάμιλτον	hamilton	χάμιλτον	hamilton	PROPN;NOM;FEM;SG	PROPN;NOM
όμηρο	gisslan	όμηρος	gisslan	N;ACC;MASC;SG	N;NOM;INDF;MASC+FEM;SG
κάτοικος	hemmahörande	κάτοικος	hemmahörande	N;NOM;MASC;SG	ADJ;NOM;PRS;V.PTCP
κάτοικος	bosatta	κάτοικος	bosatt	N;NOM;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
κάτοικος	bosatt	κάτοικος	bosatt	N;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
ουδέτερη	neutrala	ούδετερος	neutral	ADJ;NOM;FEM;SG	ADJ;NOM;PL
ευγενής	adelsman	ευγενής	adelsman	ADJ;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
ευγενής	ädla	ευγενής	ädla	ADJ;NOM;MASC;SG	ADJ;NOM;PL
ευγενής	noble	ευγενής	noble	ADJ;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
τιμόρ	östtimor	τιμόρ	östtimor		PROPN;NOM
τιμόρ	timor	τιμόρ	tima		N;NOM;INDF;MASC+FEM;PL
ορυχεία	brytning	ορυχεία	brytning	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;SG
ορυχεία	gruvdrift	ορυχεία	gruvdrift	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;SG
ορυχεία	gruv	ορυχεία	gruv	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;SG
ορυχεία	gruva	ορυχεία	gruva	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;SG
ορυχεία	minor	ορυχεία	mina	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;SG
παράθεση	citerar	παράθεση	citera	N;NOM;FEM;SG	V;IND;PRS;FIN;ACT
παράθεση	citera	παράθεση	citera	N;NOM;FEM;SG	V;IMP;FIN;ACT
ράιτ	wright	ράιτ	wright		PROPN;NOM
κλασσική	klassiska	κλασσικός	klassisk	ADJ;NOM;FEM;SG	ADJ;NOM;PL
πόντοι	points	πόντος	points	N;NOM;MASC;PL	N;NOM;INDF;NEUT;SG
πόντοι	poäng	πόντος	poäng	N;NOM;MASC;PL	N;NOM;INDF;NEUT;SG
επίδειξη	demonstration	επίδειξη	demonstration	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
επιδημία	epidemier	επιδημία	epidemi	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;PL
πρωσία	preussen	πρωσία	preuss	PROPN;ACC;FEM;SG	PROPN;NOM
σέρρες	serres	σέρρα	serres	PROPN;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
φόνο	mörda	φόνο	mörda	N;ACC;MASC;SG	V;IMP;FIN;ACT
φόνο	mord	φόνο	mord	N;ACC;MASC;SG	N;NOM;INDF;NEUT;SG
αμφιβολία	tvivlar	αμφιβολία	tvivla	N;NOM;FEM;SG	V;IND;PRS;FIN;ACT
ανταγωνισμού	tävling	ανταγωνισμός	tävling	N;GEN;MASC;SG	N;NOM;INDF;MASC+FEM;SG
ανταγωνισμού	konkurrens	ανταγωνισμός	konkurrens	N;GEN;MASC;SG	N;NOM;INDF;MASC+FEM;SG
μπενίν	benin	μπενίν	benin		N;NOM;INDF;NEUT;SG
πορτογαλική	portugisiska	πορτογαλικός	portugisisk	ADJ;NOM;FEM;SG	ADJ;NOM;PL
στέφαν	stefan	στέφαν	stefan		PROPN;NOM
στέφαν	stephan	στέφαν	stephan		PROPN;NOM
ινδονησίας	indonesiska	ινδονησία	indonesisk	PROPN;GEN;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ινδονησίας	indonesien	ινδονησία	indonesien	PROPN;GEN;FEM;SG	PROPN;NOM
κινηματογράφους	biografer	κινηματογράφος	biograf	N;ACC;MASC;PL	N;NOM;INDF;MASC+FEM;PL
αντεπίθεση	motanfall	αντεπίθεση	motanfall	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
κάμπελ	campbell	κάμπελ	campbell		PROPN;NOM
χρονος	tid	χρονος	tid	DET;NOM;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
χρονος	tidpunkt	χρονος	tidpunkt	DET;NOM;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
χρονος	dags	χρονος	dags	DET;NOM;DEF;MASC;SG	N;MASC+FEM
χρονος	klockslag	χρονος	klockslag	DET;NOM;DEF;MASC;SG	N;NOM;INDF;NEUT;SG
χρονος	tiden	χρονος	tid	DET;NOM;DEF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
λουίζα	louisa	λουίζα	loums	N;NOM;FEM;SG	PROPN;NOM
κατηγοριοποίηση	kategorisering	κατηγοριοποίηση	kategorisering	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
σουηδικά	svenskt	σουηδικά	svensk	ADV	ADJ;NOM;INDF;NEUT;SG
σουηδικά	svensk	σουηδικά	svensk	ADV	N;NOM;INDF;MASC+FEM;SG
σουηδικά	svenska	σουηδικά	svensk	ADV	ADJ;NOM;PL
παν	pan	παν	pan		N;NOM;INDF;MASC+FEM;SG
πες	say	πες	say	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;NOM;INDF;NEUT;SG
πες	säg	πες	säg	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;IMP;FIN;ACT
πες	säga	πες	säga	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;IMP;FIN;ACT
πες	berätta	πες	berätta	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;IMP;FIN;ACT
πες	tell	πες	tell	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;NOM;INDF;NEUT;SG
θάλασσες	hav	θάλασσα	hav	N;NOM;FEM;PL	N;NOM;INDF;NEUT;SG
προγραμματισμός	planera	προγραμματισμός	planera	N;NOM;MASC;SG	V;IMP;FIN;ACT
προγραμματισμός	planerar	προγραμματισμός	planera	N;NOM;MASC;SG	V;IND;PRS;FIN;ACT
προγραμματισμός	programmera	προγραμματισμός	programmera	N;NOM;MASC;SG	V;IMP;FIN;ACT
έβερτον	everton	έβερτον	everton		PROPN;NOM
κάρτερ	carter	κάρτερ	cart	PROPN;NOM;MASC;SG	PROPN;NOM
αρένα	arena	αρένας	ar	N;ACC;FEM;SG	N;NOM;DEF;MASC+FEM;SG
αρένα	arenan	αρένας	arena	N;ACC;FEM;SG	N;NOM;DEF;MASC+FEM;SG
μπιν	bin	μπιν	bi		N;NOM;INDF;NEUT;SG
μπιν	bönan	μπιν	böna		N;NOM;DEF;MASC+FEM;SG
μπιν	bean	μπιν	bean		PROPN;NOM
μπιν	böna	μπιν	böna		N;NOM;INDF;MASC+FEM;SG
κίνητρα	motivation	κίνητρο	motivation	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;SG
κίνητρα	motivering	κίνητρο	motivering	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;SG
κίνητρα	motivationen	κίνητρο	motivation	N;NOM;NEUT;PL	N;NOM;DEF;MASC+FEM;SG
κίνητρα	motiv	κίνητρο	motiv	N;NOM;NEUT;PL	N;NOM;INDF;NEUT;SG
