yang	yang	yang	yang	PRO	
belanda	nederlandske	belanda	nederlandsk	PROPN;SG	ADJ;PL
belanda	nederlandsk	belanda	nederlandsk	PROPN;SG	ADJ;INDF;SG
belanda	hollandske	belanda	hollandsk	PROPN;SG	ADJ;PL
belanda	hollandsk	belanda	hollandsk	PROPN;SG	ADJ;INDF;SG
belanda	hollænder	belanda	hollænder	PROPN;SG	N;INDF;MASC+FEM;SG
kecil	small	kecil	small	ADJ;SG	
kecil	små	kecil	lille	ADJ;SG	ADJ;PL
kecil	småt	kecil	småt	ADJ;SG	ADV
kecil	små	kecil	lille	ADJ;SG	ADJ;PL
kecil	mindreårige	kecil	mindreårig	ADJ;SG	ADJ;PL
kecil	mindre	kecil	mindre	ADJ;SG	ADV;CMPR
menteri	ministrene	menteri	minister	N;SG	N;DEF;MASC+FEM;PL
menteri	ministre	menteri	minister	N;SG	N;INDF;MASC+FEM;PL
lagi	flere	lagi	mange	ADV	ADJ;CMPR;PL
kata	siger	kata	sige	N;SG	V;IND;PRS;FIN;ACT
kata	sagde	kata	sige	N;SG	V;IND;PST;FIN;ACT
kata	said	kata	said	N;SG	
kata	ord	kata	ord	N;SG	N;INDF;NEUT;PL
kata	ord	kata	ord	N;SG	N;INDF;NEUT;PL
penduduk	bosat	penduduk	bosat	N;SG	V;INDF;SG;PST;V.PTCP
penduduk	bosiddende	penduduk	bosidde	N;SG	ADJ
penduduk	fastboende	penduduk	fastboende	N;SG	V;PRS;V.PTCP
penduduk	bosiddende	penduduk	bosidde	N;SG	ADJ
penduduk	residenter	penduduk	resident	N;SG	N;INDF;MASC+FEM;PL
penduduk	indbyggere	penduduk	indbygger	N;SG	N;INDF;MASC+FEM;PL
penduduk	beboere	penduduk	beboer	N;SG	N;INDF;MASC+FEM;PL
penduduk	indbyggere	penduduk	indbygger	N;SG	N;INDF;MASC+FEM;PL
harus	skulle	harus	skulle	ADV;SG;ACT	V;IND;PST;FIN;ACT
harus	bør	harus	burde	ADV;SG;ACT	V;IND;PRS;FIN;ACT
harus	skal	harus	skulle	ADV;SG;ACT	V;IND;PRS;FIN;ACT
harus	burde	harus	burde	ADV;SG;ACT	V;IND;PST;FIN;ACT
harus	må	harus	måtte	ADV;SG;ACT	V;IND;PRS;FIN;ACT
harus	skal	harus	skulle	ADV;SG;ACT	V;IND;PRS;FIN;ACT
bawah	nederst	bawah	nederst	N;SG	ADV
bawah	nederste	bawah	ned	N;SG	ADJ;DEF;RL
sebelum	forudgående	sebelum	forudgående	ADP	ADJ
sebelum	forud	sebelum	forud	ADP	ADV
sebelum	inden	sebelum	inden	ADP	ADV
sebelum	før	sebelum	før	ADP	ADV
awal	tidligt	awal	tidligt	ADJ;SG	ADV
awal	begynder	awal	begynde	ADJ;SG	V;IND;PRS;FIN;ACT
awal	begyndelse	awal	begyndelse	ADJ;SG	N;INDF;MASC+FEM;SG
awal	begyndelsen	awal	begyndelse	ADJ;SG	N;DEF;MASC+FEM;SG
terjadi	skete	terjadi	ske	V;SG;PASS	V;IND;PST;FIN;ACT
april	april	april	april	PROPN;SG	N;INDF;MASC+FEM;SG
data	oplysninger	data	oplysning	N;SG	N;INDF;MASC+FEM;PL
data	data	data	data	N;SG	N;INDF;NEUT;PL
maka	derefter	maka	derefter	CONJ	ADV
maka	så	maka	så	CONJ	ADV
terdiri	består	terdiri	bestå	V;SG;PASS	V;IND;PRS;FIN;ACT
islam	islamisk	islam	islamisk	PROPN;SG	ADJ;INDF;SG
islam	islamiske	islam	islamisk	PROPN;SG	ADJ;PL
islam	islams	islam	islams	PROPN;SG	N;GEN;INDF;MASC+FEM;SG
islam	islam	islam	islam	PROPN;SG	N;INDF;MASC+FEM;SG
titan	titan	titan	titan	PROPN	
titan	titans	titan	titans	PROPN	N;INDF;MASC+FEM;SG
artikel	artikler	artikel	artikel	N;SG	N;INDF;MASC+FEM;PL
artikel	genstande	artikel	genstand	N;SG	N;INDF;MASC+FEM;PL
artikel	artiklerne	artikel	artikel	N;SG	N;DEF;MASC+FEM;PL
kerajaan	kongeriget	kerajaan	kongerig	PROPN;SG	N;DEF;NEUT;SG
kerajaan	kongerige	kerajaan	kongerig	PROPN;SG	N;INDF;NEUT;SG
caps	låg	caps	låg	PROPN	N;INDF;NEUT;SG
caps	caps	caps	caps	PROPN	N;INDF;NEUT;SG
karya	arbejder	karya	arbejde	N;SG	V;IND;PRS;FIN;ACT
karya	virker	karya	virke	N;SG	V;IND;PRS;FIN;ACT
tanah	lander	tanah	land	N;SG	V;IND;PRS;FIN;ACT
tanah	lander	tanah	land	N;SG	V;IND;PRS;FIN;ACT
tanah	formalet	tanah	formale	N;SG	V;INDF;SG;PST;V.PTCP
tanah	ground	tanah	ground	N;SG	
jpg	jpg	jpg	jpg	N	
perusahaan	arbejdsgivere	perusahaan	arbejdsgiver	N;SG	N;INDF;MASC+FEM;PL
perusahaan	arbejdsgiverne	perusahaan	arbejdsgive	N;SG	N;DEF;MASC+FEM;PL
perusahaan	selskaber	perusahaan	selskab	N;SG	N;INDF;NEUT;PL
perusahaan	virksomheder	perusahaan	virksomhed	N;SG	N;INDF;MASC+FEM;PL
perusahaan	firmaer	perusahaan	firma	N;SG	N;INDF;NEUT;PL
perusahaan	arbejdsgivere	perusahaan	arbejdsgiver	N;SG	N;INDF;MASC+FEM;PL
style	style	style	style	N	
perancis	fransk	perancis	fransk	PROPN;SG	ADJ;INDF;SG
perancis	franskmænd	perancis	franskmand	PROPN;SG	N;INDF;MASC+FEM;PL
perancis	franskmand	perancis	franskmand	PROPN;SG	N;INDF;MASC+FEM;SG
perancis	french	perancis	french	PROPN;SG	
perancis	franske	perancis	fransk	PROPN;SG	ADJ;PL
perancis	frankrig	perancis	frankrig	PROPN;SG	
perancis	france	perancis	france	PROPN;SG	
reading	læsning	reading	læsning	PROPN	N;INDF;MASC+FEM;SG
reading	læser	reading	læse	PROPN	V;IND;PRS;FIN;ACT
reading	aflæsning	reading	aflæsning	PROPN	N;INDF;MASC+FEM;SG
reading	læse	reading	læse	PROPN	V;NFIN;ACT
maret	marchere	maret	marcher	N;SG	V;NFIN;ACT
ditebang	fældede	ditebang	fælde	V;SG;PASS	V;IND;PST;FIN;ACT
musim	årstider	musim	årstid	N;SG	N;INDF;MASC+FEM;PL
musim	sæsoner	musim	sæson	N;SG	N;INDF;MASC+FEM;PL
bola	ball	bola	ball	N;SG	
bola	kugler	bola	kugle	N;SG	N;INDF;MASC+FEM;PL
bola	bolde	bola	bold	N;SG	N;INDF;MASC+FEM;PL
bola	nosser	bola	nosse	N;SG	N;INDF;MASC+FEM;PL
bola	boller	bola	bolle	N;SG	N;INDF;MASC+FEM;PL
pemerintah	regeringer	penperintah	regering	N;SG	N;INDF;MASC+FEM;PL
pemerintah	regeringerne	penperintah	regering	N;SG	N;DEF;MASC+FEM;PL
setiap	hver	setiap	hver	DET	PRO;MASC+FEM;SG
setiap	hver	setiap	hver	DET	PRO;MASC+FEM;SG
kirk	kirk	kirk	kirk	PROPN	
muda	yngre	muda	ung	ADJ;SG	ADJ;CMPR
muda	unge	muda	ung	ADJ;SG	ADJ;PL
jerman	tysk	jerman	tysk	PROPN;SG	ADJ;INDF;SG
jerman	tysker	jerman	tysker	PROPN;SG	N;INDF;MASC+FEM;SG
jerman	tyske	jerman	tysk	PROPN;SG	ADJ;PL
jerman	tyskland	jerman	tyskland	PROPN;SG	PROPN
jerman	tysker	jerman	tysker	PROPN;SG	N;INDF;MASC+FEM;SG
jerman	tyskere	jerman	tysker	PROPN;SG	N;INDF;MASC+FEM;PL
jerman	tyskerne	jerman	tysker	PROPN;SG	N;DEF;MASC+FEM;PL
sungai	floder	sungai	flode	PROPN;SG	N;INDF;MASC+FEM;PL
sungai	floderne	sungai	flod	PROPN;SG	N;DEF;MASC+FEM;PL
sungai	vandløb	sungai	vandløb	PROPN;SG	N;INDF;NEUT;SG
sungai	rivers	sungai	rive	PROPN;SG	N;GEN;INDF;MASC+FEM;PL
sungai	sungai	sungai	sungai	PROPN;SG	N;INDF;NEUT;SG
sungai	river	sungai	rive	PROPN;SG	N;INDF;MASC+FEM;PL
sungai	floden	sungai	flod	PROPN;SG	N;DEF;MASC+FEM;SG
sungai	flod	sungai	flod	PROPN;SG	N;INDF;MASC+FEM;SG
nicolson	nicolson	nicolson	nicolson	PROPN	
bailly	bailly	bailly	bailly	PROPN	
bidang	marker	bidang	mark	N;SG	N;INDF;MASC+FEM;PL
bidang	fields	bidang	fields	N;SG	
bidang	felter	bidang	felter	N;SG	N;INDF;NEUT;PL
bidang	felterne	bidang	felter	N;SG	N;DEF;MASC+FEM;PL
kepala	head	kepala	head	N;SG	
pusat	centrene	pusat	center	N;SG	N;DEF;NEUT;PL
pusat	centres	pusat	center	N;SG	V;NFIN;PASS
pusat	centralt	pusat	centralt	N;SG	ADJ;INDF;NEUT;SG
pusat	centreret	pusat	centerere	N;SG	V;INDF;SG;PST;V.PTCP
pusat	centreret	pusat	centerere	N;SG	V;INDF;SG;PST;V.PTCP
international	international	international	international	N	ADJ;INDF;MASC+FEM;SG
international	internationalt	international	international	N	ADJ;INDF;NEUT;SG
international	internationale	international	international	N	ADJ;PL
internasional	internationale	internasional	international	ADJ;SG	ADJ;PL
internasional	interkulturel	internasional	interkulturel	ADJ;SG	N;INDF;MASC+FEM;SG
internasional	interkulturelle	internasional	interkulturel	ADJ;SG	ADJ;PL
internasional	tværkulturelle	internasional	tværkulturel	ADJ;SG	ADJ;PL
mana	mana	mana	mana	ADP;SG	
mana	hvor	mana	hvor	ADP;SG	ADV
sumber	kilder	sumber	kilde	N;SG	N;INDF;MASC+FEM;PL
manusia	mennesker	manusia	menneske	N;SG	N;INDF;NEUT;PL
manusia	menneskeligt	manusia	menneskelig	N;SG	ADJ;INDF;NEUT;SG
manusia	menneskelige	manusia	menneskelig	N;SG	ADJ;PL
manusia	menneskelig	manusia	menneskelig	N;SG	ADJ;INDF;MASC+FEM;SG
sejarah	historiske	sejarah	historisk	N;SG	ADJ;PL
sejarah	historisk	sejarah	historisk	N;SG	ADJ;INDF;SG
gereja	kirker	gereja	kirke	N;SG	N;INDF;MASC+FEM;PL
gereja	kirkerne	gereja	kirker	N;SG	N;DEF;MASC+FEM;PL
dasar	basics	dasar	basics	ADJ;SG	N;INDF;NEUT;SG
dasar	base	dasar	base	ADJ;SG	N;INDF;MASC+FEM;SG
dasar	basen	dasar	base	ADJ;SG	N;DEF;MASC+FEM;SG
dasar	basis	dasar	basis	ADJ;SG	
dasar	basal	dasar	basal	ADJ;SG	N;INDF;MASC+FEM;SG
dasar	basic	dasar	basic	ADJ;SG	
diri	self	diri	self	N;SG	
pemain	aktører	penmain	aktøre	N;SG	N;INDF;MASC+FEM;PL
pemain	spillerne	penmain	spiller	N;SG	N;DEF;MASC+FEM;PL
pemain	spillere	penmain	spiller	N;SG	N;INDF;MASC+FEM;PL
pemain	player	penmain	play	N;SG	N;INDF;MASC+FEM;PL
pemain	spiller	penmain	spille	N;SG	V;IND;PRS;FIN;ACT
november	november	november	november	PROPN;SG	N;INDF;MASC+FEM;SG
program	programmer	program	program	N;SG	N;INDF;NEUT;PL
bicara	tal	bicara	tal		N;INDF;NEUT;PL
bicara	tale	bicara	tale		N;INDF;MASC+FEM;SG
bicara	tale	bicara	tale		N;INDF;MASC+FEM;SG
bicara	snak	bicara	snak		N;INDF;MASC+FEM;SG
pesawat	luftfartøjer	pesawat	luftfartøje	N;SG	N;INDF;NEUT;PL
stasiun	stationer	stasiun	station	N;SG	N;INDF;MASC+FEM;PL
stasiun	stationerne	stasiun	station	N;SG	N;DEF;MASC+FEM;PL
sebagian	partiel	sebagian	partiel	N;SG	ADJ;INDF;MASC+FEM;SG
sebagian	delvist	sebagian	delvist	N;SG	ADV
sebagian	delvise	sebagian	delvis	N;SG	ADJ;PL
sebagian	delvis	sebagian	delvis	N;SG	ADV
sebagian	delvist	sebagian	delvist	N;SG	ADV
sebagian	delvis	sebagian	delvis	N;SG	ADV
sebagian	delvist	sebagian	delvist	N;SG	ADV
sebagian	delvis	sebagian	delvis	N;SG	ADV
lahir	born	lahir	born	V;SG;ACT	
lahir	fødsler	lahir	fødsel	V;SG;ACT	N;INDF;MASC+FEM;PL
lahir	fødsel	lahir	fødsel	V;SG;ACT	N;INDF;MASC+FEM;SG
lahir	fødslen	lahir	fødsel	V;SG;ACT	N;DEF;MASC+FEM;SG
bumi	earth	bumi	earth	N;SG	
bumi	jordarter	bumi	jordart	N;SG	N;INDF;MASC+FEM;PL
lalu	derefter	lalu	derefter	CONJ;SG	ADV
lalu	så	lalu	så	CONJ;SG	ADV
dilakukan	færdig	dilakukan	færdig	V;SG;PASS	ADJ;INDF;MASC+FEM;SG
dilakukan	done	dilakukan	done	V;SG;PASS	
bernama	navngivne	bernama	navngivet	V;SG;ACT	ADJ;PL
bentuk	former	bentuk	form	N;SG	N;INDF;MASC+FEM;PL
bentuk	figurer	bentuk	figur	N;SG	N;INDF;MASC+FEM;PL
bentuk	blanketter	bentuk	blanketter	N;SG	N;INDF;MASC+FEM;PL
bentuk	former	bentuk	form	N;SG	N;INDF;MASC+FEM;PL
bentuk	formularer	bentuk	formular	N;SG	N;INDF;MASC+FEM;PL
bentuk	forme	bentuk	forme	N;SG	V;IMP;ACT
sebelumnya	foregående	sebelumnya	foregående	ADV	ADJ
sebelumnya	forrige	sebelumnya	forrige	ADV	ADJ
sebelumnya	forudgående	sebelumnya	forudgående	ADV	ADJ
masing	henholdsvis	masing	henholdsvis	DET	ADV
proses	processer	proses	processe	N;SG	N;INDF;MASC+FEM;PL
org	org	org	org	PROPN	
hasil	resultater	hasil	resultat	N;SG	N;INDF;NEUT;PL
hasil	resultaterne	hasil	resultat	N;SG	N;DEF;NEUT;PL
dekat	tæt	dekat	tæt	ADJ;SG	ADV
dekat	luk	dekat	luk	ADJ;SG	V;IMP
versi	versioner	versi	version	N;SG	N;INDF;MASC+FEM;PL
versi	udgaver	versi	udgave	N;SG	N;INDF;MASC+FEM;PL
pemerintahan	styreformer	penperintahan	styreforme	N;SG	N;INDF;MASC+FEM;PL
pemerintahan	regeringer	penperintahan	regering	N;SG	N;INDF;MASC+FEM;PL
pemerintahan	regeringerne	penperintahan	regering	N;SG	N;DEF;MASC+FEM;PL
republik	republikanske	republik	republikansk	N	ADJ;PL
sering	hyppige	sering	hyppig	ADV	ADJ;PL
sering	hyppig	sering	hyppig	ADV	ADJ;INDF;MASC+FEM;SG
align	tilpasse	align	tilpasse	PROPN	V;NFIN;ACT
buku	book	buku	book	N;SG	V;IMP
buku	bøger	buku	bog	N;SG	N;INDF;MASC+FEM;PL
suku	stammer	suku	stamme	N;SG	V;IND;PRS;FIN;ACT
berhasil	vellykket	berhasil	vellykket	V;SG	ADJ;INDF;SG
berhasil	succes	berhasil	succes	V;SG	N;INDF;MASC+FEM;SG
berhasil	succesfuld	berhasil	succesfuld	V;SG	ADJ;INDF;MASC+FEM;SG
berhasil	succesrig	berhasil	succesrig	V;SG	ADJ;INDF;MASC+FEM;SG
berhasil	vellykket	berhasil	vellykket	V;SG	ADJ;INDF;SG
berhasil	succesfuldt	berhasil	succesfuldt	V;SG	ADJ;INDF;NEUT;SG
berhasil	succes	berhasil	succes	V;SG	N;INDF;MASC+FEM;SG
partai	party	partai	party	N;SG	
keluarga	familierne	keluarga	familie	N;SG	N;DEF;MASC+FEM;PL
keluarga	familier	keluarga	familie	N;SG	N;INDF;MASC+FEM;PL
keluarga	family	keluarga	family	N;SG	
ilmu	videnskaber	ilmu	videnskab	N;SG	N;INDF;MASC+FEM;PL
berdasarkan	baseret	berdasarkan	basere	ADP;SG;ACT	V;INDF;SG;PST;V.PTCP
suara	lyd	suara	lyd	PROPN;SG	N;INDF;MASC+FEM;SG
suara	lyde	suara	lyde	PROPN;SG	V;NFIN;ACT
suara	sound	suara	sound	PROPN;SG	
suara	lyden	suara	lyd	PROPN;SG	N;DEF;MASC+FEM;SG
suara	afstemninger	suara	afstemning	PROPN;SG	N;INDF;MASC+FEM;PL
suara	afstemning	suara	afstemning	PROPN;SG	N;INDF;MASC+FEM;SG
suara	stemmer	suara	stemme	PROPN;SG	N;INDF;MASC+FEM;PL
suara	stemmer	suara	stemme	PROPN;SG	N;INDF;MASC+FEM;PL
suara	afstemning	suara	afstemning	PROPN;SG	N;INDF;MASC+FEM;SG
suara	stemme	suara	stemme	PROPN;SG	N;INDF;MASC+FEM;SG
suara	afstemningen	suara	afstemning	PROPN;SG	N;DEF;MASC+FEM;SG
suara	stem	suara	stem	PROPN;SG	V;IMP
suara	lyde	suara	lyde	PROPN;SG	V;NFIN;ACT
suara	lyder	suara	lyde	PROPN;SG	V;IND;PRS;FIN;ACT
suara	voice	suara	voice	PROPN;SG	
suara	stemme	suara	stemme	PROPN;SG	N;INDF;MASC+FEM;SG
berubah	skiftet	berrubah	skift	V;SG;ACT	N;DEF;NEUT;SG
berubah	ændrede	berrubah	ændre	V;SG;ACT	V;PL;PST;V.PTCP
berubah	skift	berrubah	skift	V;SG;ACT	N;INDF;NEUT;SG
berubah	ændring	berrubah	ændring	V;SG;ACT	N;INDF;MASC+FEM;SG
berubah	forandring	berrubah	forandring	V;SG;ACT	N;INDF;MASC+FEM;SG
pengguna	brugere	penguna	bruger	N;SG	N;INDF;MASC+FEM;PL
pengguna	brugerne	penguna	bruger	N;SG	N;DEF;MASC+FEM;PL
pengguna	bruger	penguna	bruge	N;SG	V;IND;PRS;FIN;ACT
luas	bred	luas	bred	N;SG	ADJ;INDF;MASC+FEM;SG
luas	bredt	luas	bred	N;SG	ADJ;INDF;NEUT;SG
luas	brede	luas	bred	N;SG	ADJ;PL
luas	rummelige	luas	rummelig	N;SG	ADJ;PL
luas	rummelig	luas	rummelig	N;SG	ADJ;INDF;MASC+FEM;SG
luas	rummeligt	luas	rummelig	N;SG	ADJ;INDF;NEUT;SG
luas	bred	luas	bred	N;SG	ADJ;INDF;MASC+FEM;SG
luas	brede	luas	bred	N;SG	ADJ;PL
acara	begivenheder	acara	begivenhed	N;SG	N;INDF;MASC+FEM;PL
acara	hændelser	acara	hændelse	N;SG	N;INDF;MASC+FEM;PL
acara	arrangementer	acara	arrangement	N;SG	N;INDF;NEUT;PL
acara	events	acara	events	N;SG	N;INDF;MASC+FEM;PL
acara	begivenhederne	acara	begivenhed	N;SG	N;DEF;MASC+FEM;PL
bandar	bandar	bandar	bandar	PROPN;SG	
kapal	skibe	kapal	skib	N;SG	N;INDF;NEUT;PL
bermain	play	bermain	play	V;SG;ACT	
bermain	spil	bermain	spil	V;SG;ACT	N;INDF;NEUT;SG
bermain	leg	bermain	leg	V;SG;ACT	N;INDF;MASC+FEM;SG
bermain	skuespil	bermain	skuespil	V;SG;ACT	N;INDF;NEUT;SG
bermain	afspilning	bermain	afspilning	V;SG;ACT	N;INDF;MASC+FEM;SG
kelompok	grupper	kelompok	gruppe	N;SG	N;INDF;MASC+FEM;PL
kelompok	grupperne	kelompok	gruppe	N;SG	N;DEF;MASC+FEM;PL
kelompok	klynger	kelompok	klynge	N;SG	N;INDF;MASC+FEM;PL
korea	koreanerne	korea	korean	PROPN;SG	N;DEF;MASC+FEM;PL
korea	korea	korea	korea	PROPN;SG	
korea	koreanske	korea	koreansk	PROPN;SG	ADJ;PL
korea	koreansk	korea	koreansk	PROPN;SG	ADJ;INDF;SG
korea	korea	korea	korea	PROPN;SG	
agama	religiøst	agama	religiøst	N;SG	ADV
agama	religiøse	agama	religiøs	N;SG	ADJ;PL
agama	religiøs	agama	religiøs	N;SG	ADJ;INDF;MASC+FEM;SG
agama	religioner	agama	religion	N;SG	N;INDF;MASC+FEM;PL
india	indianer	india	indiane	PROPN	N;INDF;MASC+FEM;SG
india	indiske	india	indisk	PROPN	ADJ;PL
india	inder	india	inder	PROPN	ADJ;INDF;MASC+FEM;SG
india	indisk	india	indisk	PROPN	N;INDF;MASC+FEM;SG
india	indian	india	indian	PROPN	N;INDF;MASC+FEM;SG
india	india	india	india	PROPN	
india	indien	india	indien	PROPN	PROPN
memberikan	givende	menberikan	give	V;SG;ACT	ADJ
memberikan	ydelse	menberikan	ydelse	V;SG;ACT	N;INDF;MASC+FEM;SG
eropa	europe	eropa	europe	N;SG	
eropa	europa	eropa	europa	N;SG	PROPN
eropa	europæere	eropa	europæere	N;SG	N;INDF;MASC+FEM;PL
eropa	europæerne	eropa	europæe	N;SG	N;DEF;MASC+FEM;PL
eropa	europæernes	eropa	europæer	N;SG	N;GEN;DEF;MASC+FEM;PL
eropa	europæisk	eropa	europæisk	N;SG	ADJ;INDF;SG
eropa	europæiske	eropa	europæisk	N;SG	ADJ;PL
lama	lama	lama	lama	ADJ;SG	N;INDF;MASC+FEM;SG
lama	lamas	lama	lamas	ADJ;SG	
lama	old	lama	old	ADJ;SG	
lama	gamle	lama	gammel	ADJ;SG	ADJ;PL
lama	lange	lama	lang	ADJ;SG	ADJ;PL
lama	længe	lama	længe	ADJ;SG	ADV
batu	stone	batu	stone	N;SG	
batu	klippe	batu	klippe	N;SG	V;NFIN;ACT
batu	rokke	batu	rokke	N;SG	V;NFIN;ACT
jiwa	soul	jiwa	soul	N;SG	
museum	museer	museum	museum	PROPN	N;INDF;NEUT;PL
museum	museum	museum	museum	PROPN	N;INDF;NEUT;SG
museum	museet	museum	museum	PROPN	N;DEF;NEUT;SG
halaman	siden	halaman	siden	N;SG	ADV
halaman	page	halaman	page	N;SG	
halaman	sider	halaman	side	N;SG	N;INDF;MASC+FEM;PL
hukum	lovligt	hukum	lovlig	N;SG;ACT	ADJ;INDF;NEUT;SG
hukum	lovlige	hukum	lovlig	N;SG;ACT	ADJ;PL
hukum	juridiske	hukum	juridisk	N;SG;ACT	ADJ;PL
hukum	juridisk	hukum	juridisk	N;SG;ACT	ADJ;INDF;SG
diterbitkan	udstedte	diterbitkan	udstedt	V;SG;PASS	V;IND;PST;FIN;ACT
diterbitkan	offentliggjorte	diterbitkan	offentliggøre	V;SG;PASS	ADJ;PL
masuk	login	masuk	login	V;SG;ACT	N;INDF;NEUT;SG
pasukan	tropperne	pasukan	trop	N;SG	N;DEF;MASC+FEM;PL
pasukan	tropper	pasukan	troppe	N;SG	N;INDF;MASC+FEM;PL
pasukan	trop	pasukan	trop	N;SG	
http	http	http	http	PROPN	N;INDF;MASC+FEM;SG
pun	ordspil	pun	ordspil	PART	N;INDF;NEUT;SG
tokoh	tal	tokoh	tal	N;SG	N;INDF;NEUT;PL
tokoh	tallene	tokoh	tal	N;SG	N;DEF;NEUT;PL
tokoh	figurer	tokoh	figur	N;SG	N;INDF;MASC+FEM;PL
tanpa	uden	tanpa	uden	ADP	ADV
bangsa	folkeslag	bangsa	folkeslag	N;SG	N;INDF;NEUT;PL
bangsa	befolkninger	bangsa	befolkning	N;SG	N;INDF;MASC+FEM;PL
tapi	men	tapi	men	CONJ	CONJ
tetap	fastsat	tetap	fastsætte	ADV;SG	V;INDF;SG;PST;V.PTCP
tetap	faste	tetap	fast	ADV;SG	ADJ;PL
tetap	fikseret	tetap	fiksere	ADV;SG	V;INDF;SG;PST;V.PTCP
tetap	ophold	tetap	ophold	ADV;SG	N;INDF;NEUT;SG
tetap	bliv	tetap	bliv	ADV;SG	V;IMP
penghargaan	tildelinger	penhargaan	tildeling	N;SG	N;INDF;MASC+FEM;PL
penghargaan	awards	penhargaan	award	N;SG	
penghargaan	tilslag	penhargaan	tilslag	N;SG	
klub	klubber	klub	klub	N;SG	N;INDF;MASC+FEM;PL
klub	natklubber	klub	natklub	N;SG	N;INDF;MASC+FEM;PL
klub	køller	klub	kølle	N;SG	N;INDF;MASC+FEM;PL
klub	klubberne	klub	klub	N;SG	N;DEF;MASC+FEM;PL
terkenal	berømte	terkenal	berømt	ADJ;SG;PASS	ADJ;PL
terkenal	berømtheder	terkenal	berømthed	ADJ;SG;PASS	N;INDF;MASC+FEM;PL
terkenal	notorisk	terkenal	notorisk	ADJ;SG;PASS	ADV
terkenal	berygtede	terkenal	berygtet	ADJ;SG;PASS	ADJ;PL
gunung	mountain	gunung	mountain	N;SG	
gunung	mount	gunung	mount	N;SG	
gunung	montere	gunung	mont	N;SG	V;NFIN;ACT
gunung	bjergene	gunung	bjerg	N;SG	N;DEF;NEUT;PL
gunung	bjerge	gunung	bjerg	N;SG	N;INDF;NEUT;PL
terbaik	beste	terbaik	beste	ADJ;RL;SG	ADJ;PL
terbaik	best	terbaik	best	ADJ;RL;SG	
sedangkan	hvorimod	sedangkan	hvorimod	CONJ	ADV
meskipun	selvom	meskipun	selvom	CONJ	ADV
meskipun	skønt	meskipun	skøn	CONJ	ADJ;INDF;NEUT;SG
meskipun	skønt	meskipun	skøn	CONJ	ADJ;INDF;NEUT;SG
allah	gud	allah	gud	PROPN;SG	N;INDF;MASC+FEM;SG
allah	allah	allah	allah	PROPN;SG	N;INDF;MASC+FEM;SG
allah	allahs	allah	allahs	PROPN;SG	N;INDF;MASC+FEM;SG
cara	måder	cara	måde	N;SG	N;INDF;MASC+FEM;PL
cara	cara	cara	cara	N;SG	
van	varevogn	van	varevogn	PROPN	N;INDF;MASC+FEM;SG
van	van	van	van	PROPN	
van	varevognen	van	varevogn	PROPN	N;DEF;MASC+FEM;SG
berbeda	forskellige	berbeda	forskellig	V;SG;ACT	ADJ;PL
berbeda	forskelligt	berbeda	forskelligt	V;SG;ACT	ADV
berbeda	anderledes	berbeda	anderledes	V;SG;ACT	ADJ
berbeda	forskellig	berbeda	forskellig	V;SG;ACT	ADJ;INDF;MASC+FEM;SG
sedang	medium	sedang	medium	ADV	N;INDF;NEUT;SG
sedang	mellemstor	sedang	mellemstor	ADV	ADJ;INDF;MASC+FEM;SG
sedang	medie	sedang	medie	ADV	N;INDF;NEUT;SG
sedang	mediet	sedang	medie	ADV	N;DEF;NEUT;SG
bintang	star	bintang	star	N;SG	
bintang	stjernerne	bintang	stjerne	N;SG	N;DEF;MASC+FEM;PL
bintang	stjerner	bintang	stjerne	N;SG	N;INDF;MASC+FEM;PL
jalur	path	jalur	path	N;SG	
apa	hvad	apa	hvad	PRO	PRO;SG
apa	apa	apa	apa	PRO	
sumatera	sumatra	sumatera	sumatra	PROPN;SG	
politik	politisk	politik	politisk	N;SG	ADV
sesuatu	noget	sesuatu	nogen	N;SG	PRO;NEUT;SG
ibu	mom	ibu	mom	N;SG	
tingkat	niveauerne	tingkat	niveauer	N;SG	N;DEF;NEUT;PL
tingkat	niveauer	tingkat	niveaue	N;SG	N;INDF;NEUT;PL
kereta	træne	kereta	træne	N;SG	V;NFIN;ACT
kereta	tog	kereta	tage	N;SG	V;IND;PST;FIN;ACT
kereta	træn	kereta	træn	N;SG	V;IMP
ruang	mellemrum	ruang	mellemrum	N;SG	N;INDF;NEUT;PL
tinggal	ophold	tinggal	ophold	V;SG;ACT	N;INDF;NEUT;SG
empat	four	empat	four	NUM	
ekonomi	økonomiske	ekonomi	økonomisk	N;SG	ADJ;PL
ekonomi	økonomisk	ekonomi	økonomisk	N;SG	ADV
organisasi	organisatoriske	organisasi	organisatorisk	N;SG	ADJ;PL
organisasi	organisatorisk	organisasi	organisatorisk	N;SG	ADV
organisasi	organisationer	organisasi	organisation	N;SG	N;INDF;MASC+FEM;PL
organisasi	organisationerne	organisasi	organisation	N;SG	N;DEF;MASC+FEM;PL
aceh	aceh	aceh	aceh	PROPN;SG	PROPN
bahan	indholdsstoffer	bahan	indholdsstof	N;SG	N;INDF;NEUT;PL
bahan	ingredienser	bahan	ingrediens	N;SG	N;INDF;MASC+FEM;PL
bahan	materialer	bahan	materiale	N;SG	N;INDF;NEUT;PL
bahan	indholdsstoffer	bahan	indholdsstof	N;SG	N;INDF;NEUT;PL
api	brande	api	brand	N;SG	N;INDF;MASC+FEM;PL
