der	را	der	را	DET;NOM;DEF;MASC;SG	PART
meter	متر	meter	متر	ADV	N;SG
meter	متر	meter	متر	ADV	N;SG
meter	کنتور	meter	کنتور	ADV	N;SG
meter	متر	meter	متر	ADV	N;SG
schloss	اشلوس	schließen	اشلوس	V;SG	N;SG
schloss	قفل	schließen	None	V;SG	N;SG
schloss	قصر	schließen	None	V;SG	N;SG
schloss	کاستل	schließen	کاستل	V;SG	N;SG
schloss	کستل	schließen	کستل	V;SG	N;SG
schloss	قلعه	schließen	قلعه	V;SG	N;SG
schloss	کسل	schließen	کسل	V;SG	ADJ
schloss	کاخ	schließen	کاخ	V;SG	N;SG
schloss	قصر	schließen	None	V;SG	N;SG
finden	یافتن	finden	یافتن	V;NFIN	N;SG
genannt	نامدار	nennen	نامدار	V;V.PTCP	N;SG
heinrich	هاینریش	heinrich	هاینریش	PROPN;NOM;MASC;SG	N;SG
heinrich	هنری	heinrich	هنری	PROPN;NOM;MASC;SG	N;SG
heinrich	آنری	heinrich	آنری	PROPN;NOM;MASC;SG	N;SG
letzten	آخری	letzt	آخری	ADJ;PL	N;SG
letzten	لست	letzt	لست	ADJ;PL	ADP
neu	تازه	neu	تازه	ADJ	ADV
neu	نیو	neu	نیو	ADJ	N;SG
neu	نوی	neu	نوی	ADJ	N;SG
john	جان	john	جان	PROPN;NOM;MASC;SG	N;SG
john	یوحنا	john	یوحنا	PROPN;NOM;MASC;SG	N;SG
könnte	میتوانست	können	توانست#توان	V;SBJV;SG;3;PST;FIN	V;SG;3;PST
machen	ساختن	machen	ساختن	V;NFIN	N;SG
machen	make	machen	make	V;NFIN	
machen	را	machen	را	V;NFIN	PART
gewann	وون	gewinnen	وون	V;IND;SG;3;PST;FIN	N;SG
beispiel	نمونه	beispiel	نمونه	ADV	N;SG
beispiel	مثلی	beispiel	مثلی	ADV	N;SG
beispiel	مثال	beispiel	مثال	ADV	N;SG
beispiel	نمونه	beispiel	نمونه	ADV	N;SG
beispiel	مثالهای	beispiel	مثال	ADV	N;PL
recht	حقوق	recht	حق	ADV	N;PL
recht	قانون	recht	قانون	ADV	N;SG
zwar	هرچند	zwar	هرچند	ADV	CONJ
zwar	اگرچه	zwar	اگرچه	ADV	CONJ
zwar	گرچه	zwar	گرچه	ADV	CONJ
bin	b	sein	b	V;IND;SG;2;PRS;FIN	N;SG
bin	لاوک	sein	لاوک	V;IND;SG;2;PRS;FIN	
york	یورک	york	یورک	PROPN;NOM;NEUT;SG	N;SG
paul	پائول	paul	پائول	PROPN;NOM;MASC;SG	N;SG
paul	پال	paul	پال	PROPN;NOM;MASC;SG	N;SG
paul	پل	paul	پل	PROPN;NOM;MASC;SG	N;SG
paul	پاول	paul	پاول	PROPN;NOM;MASC;SG	N;SG
frage	بپرس	frage	بپرس	N;NOM;FEM;SG	V;IMP;SG;2
insgesamt	مجموع	insgesamt	مجموع	ADV	N;SG
insgesamt	کلا	insgesamt	None	ADV	
insgesamt	کل	insgesamt	کل	ADV	ADJ
kurz	کوتاهی	kurz	کوتاه	ADJ	N;SG
kurz	خلاصه	kurz	خلاصه	ADJ	N;SG
kurz	مختصر	kurz	مختصر	ADJ	N;SG
unternehmen	شرکت	unternehmen	شرکت	N;NOM;NEUT;PL	N;SG
unternehmen	company	unternehmen	None	N;NOM;NEUT;PL	N;SG
unternehmen	کمپانی	unternehmen	کمپانی	N;NOM;NEUT;PL	N;SG
unternehmen	تجارت	unternehmen	تجارت	N;NOM;NEUT;PL	N;SG
unternehmen	کسب	unternehmen	کسب	N;NOM;NEUT;PL	N;SG
unternehmen	b	unternehmen	b	N;NOM;NEUT;PL	N;SG
straße	تنگه	straß	تنگه	ADJ	N;SG
straße	استریت	straß	استریت	ADJ	N;SG
straße	خیابانی	straß	خیابانی	ADJ	N;SG
straße	خیابان	straß	خیابان	ADJ	N;SG
straße	خیابون	straß	خیابون	ADJ	N;SG
straße	خیابانها	straß	خیابان	ADJ	N;PL
straße	خیابان	straß	خیابان	ADJ	N;SG
straße	جاده	straß	جاده	ADJ	N;SG
rund	اطراف	rund	اطراف	ADV	N;PL
rund	حوالی	rund	حوالی	ADV	N;PL
einfach	ساده	einfach	ساده	ADV	ADJ
einfach	سادگی	einfach	سادگی	ADV	N;SG
einfach	ساده	einfach	ساده	ADV	ADJ
einfach	آسان	einfach	None	ADV	ADJ
einfach	ساده	einfach	ساده	ADV	ADJ
einfach	راحت	einfach	راحت	ADV	ADJ
datei	پرونده	datei	پرونده		N;SG
frau	wife	frau	wife	N;NOM;FEM;SG	
land	کانتری	land	کان		N;SG
land	کشوری	land	کشوری		N;SG
land	کشور	land	کشور		N;SG
land	مملکت	land	مملکت		N;SG
land	ییلاق	land	ییلاق		N;SG
land	خشکی	land	خشکی		N;SG
land	land	land	land		N;SG
land	سرزمین	land	سرزمین		N;SG
land	اراضی	land	ارض		N;PL
land	سرزمینهای	land	سرزمین		N;PL
land	سرزمین	land	سرزمین		N;SG
fast	نزدیک	fast	نزدیک	ADV	ADP
fast	نمانده	fast	ماند#مان	ADV	V;SG;3;NEG;V.PTCP
hatten	had	haben	had	V;IND;PL;3;PST;FIN	
tod	مرگ	tod	مرگ		N;SG
macht	قدرت	machen	قدرت	V;IND;SG;3;PRS;FIN	N;SG
macht	پاور	machen	پاور	V;IND;SG;3;PRS;FIN	N;SG
macht	توان	machen	توان	V;IND;SG;3;PRS;FIN	N;SG
macht	power	machen	power	V;IND;SG;3;PRS;FIN	N;SG
macht	قدرتش	machen	قدرتش	V;IND;SG;3;PRS;FIN	N;SG
vielleicht	شایدم	vielleicht	شایدم	ADV	
paris	paris	paris	paris	PROPN;NOM;NEUT;SG	N;SG
paris	پاریسی	paris	پاریسی	PROPN;NOM;NEUT;SG	N;SG
paris	پاریس	paris	پاریس	PROPN;NOM;NEUT;SG	N;SG
alles	همه	alle	همه	PRO;NOM;INDF;NEUT;SG	PRO
oft	مکرر	oft	مکرر	ADV	ADJ
führte	led	führen	led	V;IND;SG;3;PST;FIN	N;SG
führte	رفاقت	führen	رفاقت	V;IND;SG;3;PST;FIN	N;SG
bedeutung	اهمیت	bedeutung	اهمیت	ADJ	N;SG
bedeutung	معنای	bedeutung	معنا	ADJ	N;SG
bedeutung	معنی	bedeutung	معنی	ADJ	N;SG
bedeutung	معنا	bedeutung	معنا	ADJ	N;SG
bedeutung	معانی	bedeutung	معنی	ADJ	N;PL
gilt	صفت	gelten	صفت	V;IND;SG;3;PRS;FIN	N;SG
bereich	بخش	bereich	بخش	ADV	N;SG
bereich	سکتور	bereich	سکتور	ADV	N;SG
bereich	دامنه	bereich	None	ADV	N;SG
bereich	گستره	bereich	گستره	ADV	N;SG
bereich	گسترۀ	bereich	گسترۀ	ADV	
bereich	بخش	bereich	بخش	ADV	N;SG
bereich	منطقه	bereich	منطقه	ADV	N;SG
bereich	مساحت	bereich	مساحت	ADV	N;SG
bereich	ناحیه	bereich	ناحیه	ADV	N;SG
verein	باشگاه	verein	باشگاه		N;SG
verein	چماق	verein	چماق		N;SG
verein	کلاب	verein	کلاب		N;SG
verein	کلوب	verein	کلوب		N;SG
verein	کلوپ	verein	کلوپ		N;SG
verein	انجمن	verein	انجمن		N;SG
anfang	اوایل	anfang	اول	N;ACC;MASC;SG	N;PL
viel	قرعه	viel	قرعه	ADV	N;SG
viel	فراوان	viel	فراوان	ADV	ADJ
viel	زیاد	viel	زیاد	ADV	N;SG
viel	لوط	viel	لوط	ADV	N;SG
insbesondere	بخصوص	insbesondere	بخصوص	ADV	CONJ
quelle	مبدأ	quelle	None	ADJ;NOM;SG	N;SG
quelle	متن	quelle	متن	ADJ;NOM;SG	N;SG
quelle	منبع	quelle	منبع	ADJ;NOM;SG	N;SG
michael	میکائیل	michael	میکائیل	PROPN;NOM;MASC;SG	N;SG
michael	مایکل	michael	مایکل	PROPN;NOM;MASC;SG	N;SG
region	منطقه	Region	منطقه		N;SG
region	ناحیه	Region	ناحیه		N;SG
region	استان	Region	استان		N;SG
region	منطقۀ	Region	منطقۀ		N;SG
meist	اکثر	meist	اکثر	ADV	ADJ
meist	بیشتر	meist	بیش	ADV	ADJ;CMPR
meist	بیشترین	meist	بیش	ADV	ADJ;RL
findet	یافتن	finden	یافتن	V;IND;SG;3;PRS;FIN	N;SG
findet	بفهمد	finden	فهمید#فهم	V;IND;SG;3;PRS;FIN	V;SBJV;SG;3;PRS
findet	بیابد	finden	آمد#آ	V;IND;SG;3;PRS;FIN	V;SBJV;SG;3;PRS
lang	لنگ	lang	لنگ	ADJ	N;SG
lang	لانگ	lang	لانگ	ADJ	N;SG
allen	آلن	alle	آلن	PRO;ACC;INDF;PL	N;SG
hamburg	هامبورگ	hamburg	هامبورگ	PROPN;NOM;NEUT;SG	N;SG
besonders	بخصوص	besonders	بخصوص	ADV	CONJ
deutsch	آلمان	deutsch	آلمان	ADJ	N;SG
deutsch	آلمانی	deutsch	آلمانی	ADJ	N;SG
deutsch	انگلیسی	deutsch	انگلیسی	ADJ	N;SG
deutsch	english	deutsch	english	ADJ	N;SG
deutsch	دویچ	deutsch	دویچ	ADJ	N;SG
franz	فرانتس	franz	فرانتس	PROPN;NOM;MASC;SG	N;SG
franz	فرنسیس	franz	فرنسیس	PROPN;NOM;MASC;SG	N;SG
franz	فرانسیس	franz	فرانسیس	PROPN;NOM;MASC;SG	N;SG
lange	طولانی	lange	طولانی	ADV	ADJ
lange	لانگ	lange	لانگ	ADV	N;SG
lange	دراز	lange	دراز	ADV	ADJ
begriff	اجل	begreifen	اجل	N;MASC;SG	
gegründet	بنیان	gründen	None	V;V.PTCP	N;SG
gegründet	تمکین	gründen	تمکین	V;V.PTCP	N;SG
gegründet	تشکیل	gründen	تشکیل	V;V.PTCP	N;SG
gebiet	منطقه	gebieten	منطقه	ADJ	N;SG
gebiet	ناحیه	gebieten	ناحیه	ADJ	N;SG
gebiet	استان	gebieten	استان	ADJ	N;SG
gebiet	منطقۀ	gebieten	منطقۀ	ADJ	N;SG
gebiet	قلمروی	gebieten	قلمروی	ADJ	N;SG
gebiet	قلمرو	gebieten	قلمرو	ADJ	N;SG
gebiet	منطقه	gebieten	منطقه	ADJ	N;SG
gebiet	زون	gebieten	زون	ADJ	N;SG
gebiet	منطقه	gebieten	منطقه	ADJ	N;SG
gebiet	مساحت	gebieten	مساحت	ADJ	N;SG
gebiet	ناحیه	gebieten	ناحیه	ADJ	N;SG
gesellschaft	اجتماع	gesellschaft	None	ADJ	N;SG
gesellschaft	جامعه	gesellschaft	جامعه	ADJ	N;SG
gesellschaft	انجمن	gesellschaft	انجمن	ADJ	N;SG
gesellschaft	گروهان	gesellschaft	گروه	ADJ	N;PL
gesellschaft	شرکت	gesellschaft	شرکت	ADJ	N;SG
gesellschaft	company	gesellschaft	None	ADJ	N;SG
gesellschaft	کمپانی	gesellschaft	کمپانی	ADJ	N;SG
beide	هردو	beide	هردو	PRO;NOM;INDF;PL	
will	ویل	wollen	ویل	V;IND;SG;3;PRS;FIN	N;SG
will	میخواهد	wollen	خواست#خواه	V;IND;SG;3;PRS;FIN	V;SG;3;PRS
georg	جرج	georgen	جرج	PROPN;NOM;MASC;SG	N;SG
georg	گئورگ	georgen	گئورگ	PROPN;NOM;MASC;SG	N;SG
georg	جورج	georgen	None	PROPN;NOM;MASC;SG	N;SG
georg	گئورگ	georgen	گئورگ	PROPN;NOM;MASC;SG	N;SG
erhalten	دریافت	erhalten	دریافت	ADJ;V.PTCP	N;SG
erhalten	دریافت	erhalten	دریافت	ADJ;V.PTCP	N;SG
erhalten	شو	erhalten	None	ADJ;V.PTCP	V;IMP;SG;2
einwohner	جمعیت	einwohner	جمعیت	N;NOM;MASC;PL	N;SG
einwohner	جمعیتی	einwohner	جمعیتی	N;NOM;MASC;PL	N;SG
innerhalb	داخل	innerhalb	داخل	ADV	ADP
innerhalb	درون	innerhalb	درون	ADV	N;SG
innerhalb	درونت	innerhalb	درونت	ADV	PRO;SG;2
eigentlich	راستش	eigentlich	راستش	ADV	N;SG
eigentlich	درواقع	eigentlich	درواقع	ADV	CONJ
london	لندن	london	لندن	PROPN;NOM;NEUT;SG	N;SG
london	london	london	None	PROPN;NOM;NEUT;SG	N;SG
alten	alte	alt	alte	ADJ;NOM;MASC;PL	
alten	کهن	alt	کهن	ADJ;NOM;MASC;PL	N;SG
alten	باستانی	alt	باستانی	ADJ;NOM;MASC;PL	N;SG
alten	باستان	alt	باستان	ADJ;NOM;MASC;PL	N;SG
alten	پیر	alt	پیر	ADJ;NOM;MASC;PL	N;SG
alten	قدیمی	alt	قدیمی	ADJ;NOM;MASC;PL	N;SG
alten	قدمت	alt	قدمت	ADJ;NOM;MASC;PL	N;SG
vielen	بسیار	viel	بسیار	ADJ;ACC;INDF;MASC;PL	ADV
kinder	چایلدز	kinder	چایلدز	N;NOM;NEUT;PL	N;SG
österreich	اتریش	österreich	اتریش	PROPN;SG	N;SG
weg	رفت	weg	رفت#رو	ADV	V;SG;3;PST
weg	رفتن	weg	رفتن	ADV	N;SG
weg	رفته	weg	رفت#رو	ADV	V;SG;3;V.PTCP
weg	میفرمایند	weg	فرمود#آفا	ADV	V;PL;3;PRS
weg	دور	weg	دور	ADV	ADP
weg	راه	weg	راه	ADV	N;SG
weg	راه	weg	راه	ADV	N;SG
weg	مسیر	weg	مسیر	ADV	N;SG
mitte	وسطی	mitte	وسطی	ADV	N;SG
mitte	میدل	mitte	میدل	ADV	N;SG
mitte	میانی	mitte	None	ADV	N;SG
mitte	میانه	mitte	میانه	ADV	N;SG
mitte	وسط	mitte	وسط	ADV	ADP
mitte	میته	mitte	میته	ADV	N;SG
mitte	اواسط	mitte	وسط	ADV	N;PL
mitte	مید	mitte	مید	ADV	N;SG
mitte	سنتر	mitte	سنتر	ADV	N;SG
mitte	مرکزش	mitte	مرکزش	ADV	N;SG
mitte	مرکز	mitte	مرکز	ADV	N;SG
mitte	سنتر	mitte	سنتر	ADV	N;SG
mitte	مرکز	mitte	مرکز	ADV	N;SG
sechs	سیکس	sechs	سیکس	NUM	N;SG
album	آلبوم	album	آلبوم		N;SG
musik	musik	musik	musik	N;NOM;FEM;SG	
folgenden	following	folgend	following	ADJ	
folgenden	ذیل	folgend	ذیل	ADJ	N;SG
gebäude	ساختن	gebäude	ساختن	ADJ	N;SG
gebäude	ساختمانی	gebäude	ساختمان	ADJ	N;SG
gebäude	ساختمان	gebäude	ساختمان	ADJ	N;SG
gebäude	ساختمانهای	gebäude	ساختمان	ADJ	N;PL
gebäude	ساختمانها	gebäude	ساختمان	ADJ	N;PL
begründung	توجیح	begründung	توجیح		N;SG
begründung	حجت	begründung	None		N;SG
begründung	استدلال	begründung	استدلال		N;SG
wenig	اندکی	wenig	اندکی	ADV	ADJ
wenig	کوچک	wenig	کوچک	ADV	ADJ
wenig	کم	wenig	کم	ADV	ADJ
wenig	لیتل	wenig	لیتل	ADV	N;SG
wenig	کوچولو	wenig	کوچولو	ADV	N;SG
kreis	دایره	kreis	دایره	ADV	N;SG
kreis	چرخه	kreis	چرخه	ADV	N;SG
kreis	دایره	kreis	دایره	ADV	N;SG
kreis	شهرستان	kreis	شهرستان	ADV	N;SG
kreis	کانتی	kreis	کانت#کان	ADV	N;SG
frankreich	فرانس	frankreich	فرانس	PROPN;NOM;SG	N;SG
frankreich	فرانسه	frankreich	فرانسه	PROPN;NOM;SG	N;SG
pro	پرو	pro	پرو	ADP	N;SG
pro	pro	pro	pro	ADP	N;SG
pro	حرفهای	pro	حرف	ADP	N;PL
pro	پر	pro	پر	ADP	N;SG
thomas	توماس	thomas	None	PROPN;NOM;MASC;SG	N;SG
thomas	تامس	thomas	تامس	PROPN;NOM;MASC;SG	N;SG
thomas	توما	thomas	توما	PROPN;NOM;MASC;SG	N;SG
grund	دلیلی	grund	دلیل	ADV	N;SG
grund	علت	grund	علت	ADV	N;SG
grund	دلیل	grund	دلیل	ADV	N;SG
grund	علت	grund	علت	ADV	N;SG
grund	دلیل	grund	دلیل	ADV	N;SG
grund	cause	grund	cause	ADV	N;SG
möglich	امکان	möglich	امکان	ADJ	N;SG
möglich	احتمال	möglich	احتمال	ADJ	N;SG
möglich	امکان	möglich	امکان	ADJ	N;SG
stehen	قیام	stehen	قیام	V;NFIN	N;SG
stehen	ایستادن	stehen	None	V;NFIN	N;SG
stehen	استند	stehen	است	V;NFIN	N;SG
stehen	ایستادن	stehen	None	V;NFIN	N;SG
gewünscht	مطلوب	wünschen	مطلوب	V;V.PTCP	ADJ
prozent	درصد	prozent	درصد	ADV	N;SG
prozent	درصدی	prozent	درصدی	ADV	N;SG
prozent	درصد	prozent	درصد	ADV	N;SG
zweite	ثانیه	zweit	ثانیه	ADJ;NOM;FEM;PL	N;SG
frankfurt	فرانکفورت	frankfurt	فرانکفورت	PROPN;NOM;NEUT;SG	N;SG
stuttgart	اشتوتگارت	stuttgart	اشتوتگارت	PROPN;NOM;SG	N;SG
benutzer	کاربران	benutzer	کاربر	ADJ	N;PL
benutzer	کاربر	benutzer	کاربر	ADJ	N;SG
maria	ماری	maria	None	PROPN;NOM;FEM;SG	N;SG
maria	مریم	maria	مریم	PROPN;NOM;FEM;SG	N;SG
maria	مری	maria	None	PROPN;NOM;FEM;SG	N;SG
maria	ماریا	maria	ماریا	PROPN;NOM;FEM;SG	N;SG
vater	پدران	vater	پدر	N;NOM;MASC;SG	N;PL
vater	پدرها	vater	پدر	N;NOM;MASC;SG	N;PL
sehen	see	sehen	see	V;NFIN	
sehen	دیدن	sehen	دیدن	V;NFIN	N;SG
frauen	همسران	frau	همسر	V;NFIN	N;PL
frauen	نسوان	frau	نسوان	V;NFIN	N;SG
frauen	زن	frau	زن	V;NFIN	N;SG
frauen	مؤنث	frau	مؤنث	V;NFIN	N;SG
frauen	مونث	frau	مونث	V;NFIN	N;SG
frauen	ماده	frau	ماده	V;NFIN	N;SG
frauen	زنانی	frau	None	V;NFIN	N;PL
frauen	زنها	frau	None	V;NFIN	N;PL
frauen	زنان	frau	زن	V;NFIN	N;PL
buch	بوخ	bachen	بوخ#باش	ADV	N;SG
buch	کتاب	bachen	کتاب	ADV	N;SG
buch	b	bachen	b	ADV	INTJ
buch	کتابی	bachen	کتاب	ADV	N;SG
buch	کتابها	bachen	کتاب	ADV	N;PL
buch	کتاب	bachen	کتاب	ADV	N;SG
buch	کتابهای	bachen	کتاب	ADV	N;PL
provinz	ولایت	provinz	ولایت		N;SG
provinz	استان	provinz	استان		N;SG
provinz	استانی	provinz	استانی		N;SG
dir	تو	dur	تو		PRO;SG;2
dir	شما	dur	شما		PRO;PL;2
dir	dir	dur	dir		N;SG
quellen	منابع	quell	منبع	V;NFIN	N;PL
quellen	اسپرینگز	quell	اسپرینگز	V;NFIN	N;SG
quellen	چشمه	quell	چشمه	V;NFIN	N;SG
kilometer	کیلومتر	kilometer	کیلومتر	ADJ	N;SG
kilometer	مایل	kilometer	مایل	ADJ	N;SG
kilometer	مایلز	kilometer	مایلز	ADJ	N;SG
kilometer	کیلومتر	kilometer	کیلومتر	ADJ	N;SG
kilometer	کیلومتر	kilometer	کیلومتر	ADJ	N;SG
stunden	ساعتها	stehen	ساعت	V;NFIN	N;PL
stunden	ساعتهای	stehen	ساعت	V;NFIN	N;PL
stunden	ساعات	stehen	ساعت	V;NFIN	N;PL
stunden	ساعت	stehen	ساعت	V;NFIN	N;SG
stunden	ساعتی	stehen	ساعت	V;NFIN	N;SG
stunden	ساعت	stehen	ساعت	V;NFIN	N;SG
stunden	ساعتی	stehen	ساعت	V;NFIN	N;SG
martin	مارتن	martin	مارتن	PROPN;NOM;MASC;SG	N;SG
martin	مارتین	martin	مارتین	PROPN;NOM;MASC;SG	N;SG
ernst	جدیت	ernst	جدیت	PROPN	N;SG
ernst	ارنست	ernst	ارنست	PROPN	N;SG
ernst	ارنست	ernst	ارنست	PROPN	N;SG
ernst	جدی	ernst	جدی	PROPN	ADJ
schule	مدارس	schule	None	N;NOM;FEM;SG	N;PL
schule	schule	schule	schule	N;NOM;FEM;SG	
leipzig	لایپزیگ	leipzig	لایپزیگ	PROPN;NOM;NEUT;SG	N;SG
https	https	https	https		N;SG
ludwig	لویی	ludwig	لویی	PROPN;NOM;MASC;SG	N;SG
ludwig	لوئی	ludwig	لوئی	PROPN;NOM;MASC;SG	N;SG
ludwig	لودویگ	ludwig	لودویگ	PROPN;NOM;MASC;SG	N;SG
jeder	همه	jed	همه	PRO;NOM;INDF;MASC;SG	PRO
jeder	همه	jed	همه	PRO;NOM;INDF;MASC;SG	PRO
jeder	هر	jed	هر	PRO;NOM;INDF;MASC;SG	DET
jeder	هرکدوم	jed	هرکدوم	PRO;NOM;INDF;MASC;SG	N;SG
jeder	هریک	jed	هریک	PRO;NOM;INDF;MASC;SG	N;SG
archivierung	آرشیو	archivierung	آرشیو	N;NOM;FEM;SG	N;PL
archivierung	آرشیو	archivierung	آرشیو	N;NOM;FEM;SG	N;PL
dorf	روستاها	dorf	روستا	N;NOM;NEUT;SG	N;PL
dorf	روستاهای	dorf	روستا	N;NOM;NEUT;SG	N;PL
robert	رابرت	robern	None	PROPN;NOM;MASC;SG	N;SG
robert	روبرت	robern	روبرت	PROPN;NOM;MASC;SG	N;SG
robert	robert	robern	None	PROPN;NOM;MASC;SG	N;SG
robert	روبر	robern	روبر	PROPN;NOM;MASC;SG	N;SG
tochter	دختر	tocht	دختر		N;SG
staaten	کشورها	staaten	کشور	V;FIN	N;PL
mannschaft	سرنشین	mannschaft	سرنشین	ADJ	N;SG
mannschaft	سرنشینان	mannschaft	سرنشین	ADJ	N;PL
mannschaft	خدمه	mannschaft	خدمه	ADJ	N;SG
mannschaft	تیم	mannschaft	تیم	ADJ	N;SG
mannschaft	تیمی	mannschaft	تیم	ADJ	N;SG
gesperrt	غیرفعال	sperren	غیرفعال	V;V.PTCP	N;SG
gesperrt	ممنوع	sperren	ممنوع	V;V.PTCP	ADJ
gesperrt	قفل	sperren	None	V;V.PTCP	N;SG
gesperrt	معلق	sperren	None	V;V.PTCP	N;SG
stark	شدیدا	stark	شدیدا	ADJ	ADV
stark	استارک	stark	استارک	ADJ	N;SG
gewählt	رای	wählen	None	V;V.PTCP	N;SG
gewählt	رأی	wählen	رأی	V;V.PTCP	N;SG
anschließend	پس	anschließend	پس	ADJ	ADV
oben	top	oben	top	ADV	N;SG
oben	تاپ	oben	تاپ	ADV	N;SG
oben	اوج	oben	اوج	ADV	N;SG
oben	فاعل	oben	None	ADV	N;SG
oben	فراز	oben	فراز	ADV	N;SG
mann	همسر	mann	همسر		N;SG
mann	شوهر	mann	شوهر		N;SG
mann	شوهری	mann	شوهر		N;SG
mann	شوهرش	mann	شوهرش		N;SG
mann	مان	mann	ما		PRO;PL;1
mann	انسان	mann	انسان		N;SG
mann	مَرد	mann	مَرد		N;SG
mann	مرد	mann	مرد		N;SG
spielen	قماربازی	spielen	قماربازی	V;NFIN	N;SG
spielen	قمار	spielen	قمار	V;NFIN	N;SG
spielen	پخش	spielen	پخش	V;NFIN	N;SG
spielen	بازی	spielen	بازی	V;NFIN	N;SG
spielen	بازیهای	spielen	None	V;NFIN	N;PL
spielen	بازیها	spielen	بازی	V;NFIN	N;PL
spielen	بازی	spielen	بازی	V;NFIN	N;SG
spielen	پخش	spielen	پخش	V;NFIN	N;SG
spielen	گمبل	spielen	گمبل	V;NFIN	N;SG
spielen	قمار	spielen	قمار	V;NFIN	N;SG
iii	iii	iii	iii	PROPN	N;SG
iii	سوم	iii	سوم	PROPN	ADJ
weiß	weiß	wissen	weiß	V;IND;SG;3;PRS;FIN	N;SG
weiß	سپید	wissen	سپید	V;IND;SG;3;PRS;FIN	N;SG
weiß	وایت	wissen	وایت	V;IND;SG;3;PRS;FIN	N;SG
weiß	سفید	wissen	سفید	V;IND;SG;3;PRS;FIN	ADJ
weiß	بدانند	wissen	دانست#دان	V;IND;SG;3;PRS;FIN	V;SBJV;PL;3;PRS
weiß	بدانید	wissen	None	V;IND;SG;3;PRS;FIN	V;IMP;PL;2
weiß	داند	wissen	دانست#دان	V;IND;SG;3;PRS;FIN	V;SBJV;SG;3;PRS
weiß	قفقاز	wissen	قفقاز	V;IND;SG;3;PRS;FIN	N;SG
weiß	قفقازی	wissen	قفقازی	V;IND;SG;3;PRS;FIN	N;SG
bar	b	bar	b	PROPN	N;SG
bar	میله	bar	میله	PROPN	N;SG
bar	بار	bar	بار	PROPN	N;SG
blieb	درنگ	bleiben	درنگ	V;IND;SG;3;PST;FIN	N;SG
sogar	حتى	sogar	حتى	ADV	
sogar	وحتی	sogar	وحتی	ADV	CONJ
county	شهرستان	county	شهرستان	PROPN;NOM;MASC;SG	N;SG
county	کانتی	county	کانت#کان	PROPN;NOM;MASC;SG	N;SG
sowohl	هردو	sowohl	هردو	CONJ	
seiten	پهلو	seiten	پهلو	V;NFIN	N;SG
seiten	صفحۀ	seiten	صفحۀ	V;NFIN	N;SG
seiten	صفحه	seiten	صفحه	V;NFIN	N;SG
seiten	صفحات	seiten	None	V;NFIN	N;PL
seiten	یونسکو	seiten	یونسکو	V;NFIN	N;SG
richtung	جهت	richtung	جهت	V;V.PTCP	ADP
richtung	قبله	richtung	قبله	V;V.PTCP	N;SG
köln	کلن	köln	کلن	PROPN;NOM;NEUT;SG	N;SG
köln	ادکلن	köln	ادکلن	PROPN;NOM;NEUT;SG	N;SG
partei	مهمانی	partei	مهمان		N;SG
partei	پارتی	partei	پارت		N;SG
partei	مهمونی	partei	مهمونی		N;SG
partei	حزب	partei	حزب		N;SG
partei	جشن	partei	جشن		N;SG
wer	که	wer	که	PRO;NOM;SG	CONJ
kleine	small	klein	small	ADJ;NOM;FEM;PL	
kleine	کوچکی	klein	کوچک	ADJ;NOM;FEM;PL	N;SG
kleine	اسمال	klein	اسمال	ADJ;NOM;FEM;PL	N;SG
kleine	لیتل	klein	لیتل	ADJ;NOM;FEM;PL	N;SG
kleine	کوچولو	klein	کوچولو	ADJ;NOM;FEM;PL	N;SG
kleine	kleine	klein	kleine	ADJ;NOM;FEM;PL	N;SG
http	http	http	http		N;SG
international	اینترنشنال	international	اینترنشنال	ADJ	N;SG
international	بینالمللی	international	بینالمللی	ADJ	N;SG
international	جهانی	international	جهانی	ADJ	N;SG
tage	tage	tagen	tage	N;NOM;MASC;PL	N;SG
tage	روزگار	tagen	روزگار	N;NOM;MASC;PL	N;SG
tage	روز	tagen	روز	N;NOM;MASC;PL	N;SG
tage	روزی	tagen	روز	N;NOM;MASC;PL	N;SG
rahmen	فریم	rahmen	فریم	V;NFIN	N;SG
rahmen	چارچوب	rahmen	چارچوب	V;NFIN	N;SG
rahmen	چهارچوب	rahmen	چهارچوب	V;NFIN	N;SG
rahmen	قاب	rahmen	None	V;NFIN	N;SG
rahmen	چارچوب	rahmen	چارچوب	V;NFIN	N;SG
rahmen	فریم	rahmen	فریم	V;NFIN	N;SG
werke	werke	werk	werke	N;NOM;NEUT;PL	N;SG
gegenüber	مخالف	gegenüber	مخالف	ADP	N;SG
kommen	آمدن	kommen	آمدن	V;NFIN	N;SG
deutlich	آشکارا	deutlich	آشکارا	ADJ	ADV
deutlich	وضوح	deutlich	وضوح	ADJ	N;SG
weniger	کمتری	weniger	کم	ADV	ADJ;CMPR
weniger	کمتر	weniger	کم	ADV	ADJ;CMPR
weniger	کمتر	weniger	کم	ADV	ADJ;CMPR
weniger	less	weniger	less	ADV	N;SG
preis	قیمتش	preis	قیمتش	PROPN	N;SG
preis	بهای	preis	None	PROPN	N;SG
preis	پرایس	preis	پرایس	PROPN	N;SG
preis	بهایی	preis	بهایی	PROPN	N;SG
preis	قیمتی	preis	None	PROPN	N;SG
preis	قیمت	preis	قیمت	PROPN	N;SG
preis	جایزه	preis	جایزه	PROPN	N;SG
preis	preis	preis	preis	PROPN	N;SG
