berkeley	berkeley	berkeley	berkeley	PROPN	PROPN
communications	comunicări	communications	comunicare	PROPN	N;INDF;FEM;PL
tabloid	tabloid	tabloid	tabloid	PROPN	N;INDF;MASC;SG
tabloid	tabloide	tabloid	tabloid	PROPN	N;INDF;FEM;PL
dawn	dawn	dawn	dawn	PROPN	PROPN
dawn	zorii	dawn	zori	PROPN	N;DEF;MASC;PL
dawn	zori	dawn	zori	PROPN	
heroes	heroes	heroes	heroes	PROPN	N;INDF;MASC;SG
heroes	eroilor	heroes	erou	PROPN	N;DEF;MASC;PL
heroes	eroi	heroes	erou	PROPN	N;INDF;MASC;PL
heroes	eroii	heroes	erou	PROPN	N;DEF;MASC;PL
explorer	explorer	explorer	explorer	PROPN	N;INDF;MASC;SG
explorer	explorator	explorer	explorator	PROPN	N;INDF;MASC;SG
hobi	pasiuni	hobi	pasiune	N;SG	N;INDF;FEM;PL
tun	tun	tun	tun	PROPN	N;INDF;MASC;SG
jeremy	jeremy	jeremy	jeremy	PROPN	PROPN
ren	ren	ren	ren	PROPN	N;INDF;MASC;SG
georg	georg	georg	georg	PROPN	PROPN
amazon	amazoane	amazon	amazoană	PROPN	N;INDF;FEM;PL
amazon	amazon	amazon	amazon	PROPN	
amazon	amazonian	amazon	amazonian	PROPN	N;INDF;MASC;SG
jamaika	jamaica	jamaika	jamaică	N;SG	PROPN
jamaika	jamaican	jamaika	jamaican	N;SG	ADJ;INDF;MASC;SG
balasan	răspunde	balasan	răspunde	N;SG;ACT	V;IND;SG;3;PRS;FIN
balasan	răspunsuri	balasan	răspuns	N;SG;ACT	N;INDF;FEM;PL
balasan	răspunsurile	balasan	răspuns	N;SG;ACT	N;DEF;FEM;PL
trinidad	trinidad	trinidad	trinidad	PROPN	N;INDF;MASC;SG
essonne	essonne	essonne	essonn	PROPN	N;INDF;MASC;SG
yehezkiel	ezekiel	yehezkiel	ezekiel	PROPN	PROPN
tempe	tempe	tempe	tempe	PROPN	N;INDF;MASC;SG
conan	conan	conan	conan	PROPN	PROPN
fiji	fiji	fiji	fiji	PROPN	PROPN
beli	cumpără	beli	cumpăra	PROPN;SG;ACT	V;IND;SG;3;PST;FIN
beli	cumpara	beli	cumpară	PROPN;SG;ACT	V;IND;SG;3;IPFV;FIN
beli	cumpăr	beli	cumpăr	PROPN;SG;ACT	V;IND;SG;1;PRS;FIN
beli	cumpăra	beli	cumpăra	PROPN;SG;ACT	V;IND;SG;3;IPFV;FIN
gantung	atârnă	gantung	atârna	N;SG	V;IND;SG;3;PST;FIN
gantung	agățat	gantung	agăța	N;SG	ADJ;INDF;MASC;SG
kings	regilor	kings	regilor	PROPN	N;DEF;MASC;PL
kings	kings	kings	kings	PROPN	N;INDF;MASC;SG
kings	regii	kings	regie	PROPN	N;INDF;MASC;PL
kings	regi	kings	rege	PROPN	N;INDF;MASC;PL
prioritas	prioritar	prioritas	prioritar	N;SG	ADJ;INDF;MASC;SG
prioritas	prioritățile	prioritas	prioritate	N;SG	N;DEF;FEM;PL
prioritas	priorități	prioritas	prioritate	N;SG	N;INDF;FEM;PL
dihilangkan	eliminat	dihilangkan	elimina	V;SG;PASS	ADJ;INDF;MASC;SG
dihilangkan	eliminată	dihilangkan	elimina	V;SG;PASS	ADJ;INDF;FEM;SG
yamamoto	yamamoto	yamamoto	yamamoto	PROPN	PROPN
konstan	constant	konstan	constant		ADV
konstan	constanta	konstan	constantă		N;DEF;FEM;SG
konstan	constantă	konstan	constant		ADJ;INDF;FEM;SG
konstan	constante	konstan	constant		ADJ;INDF;FEM;PL
give	dați	give	da	PROPN	V;IND;PL;2;IPFV;FIN
give	dă	give	da	PROPN	V;IND;SG;3;PRS;FIN
phone	telefon	phone	telefon	PROPN	N;INDF;MASC;SG
phone	telefonul	phone	telefon	PROPN	N;DEF;MASC;SG
dick	sculă	dick	sculă	PROPN	N;INDF;FEM;SG
dick	dick	dick	dick	PROPN	PROPN
dick	pula	dick	pula	PROPN	N;DEF;FEM;SG
dick	pulă	dick	pulă	PROPN	N;INDF;FEM;SG
parigi	parigi	parigi	parig	PROPN	
performa	performanțe	performa	performanță	N;SG	N;INDF;FEM;PL
persentase	procente	persentase	procent	N;SG	N;INDF;FEM;PL
persentase	procentele	persentase	procent	N;SG	N;DEF;FEM;PL
karna	karna	karna	karna	CONJ	
ami	ami	ami	ami	PROPN	
marx	marx	marx	marx	N	PROPN
tebu	cane	tebu	cane	PROPN	
tebu	trestie	tebu	trestie	PROPN	N;INDF;FEM;SG
tebu	baston	tebu	baston	PROPN	N;INDF;MASC;SG
gov	gov	gov	gov	PROPN	N;INDF;MASC;SG
nathan	nathan	nathan	nathan	PROPN	PROPN
berpotensi	potențial	berpotensi	potențial	V;SG;ACT	N;INDF;MASC;SG
menggali	sape	mengali	săpa	V;SG;ACT	
menggali	dig	mengali	dig	V;SG;ACT	N;INDF;MASC;SG
menggali	săpat	mengali	săpat	V;SG;ACT	ADJ;INDF;MASC;SG
menggali	săpături	mengali	săpătură	V;SG;ACT	N;INDF;FEM;PL
elektronika	electronică	elektronika	electronic	N	ADJ;INDF;FEM;SG
elektronika	electronice	elektronika	electronic	N	ADJ;INDF;FEM;PL
elektronika	electronice	elektronika	electronic	N	ADJ;INDF;FEM;PL
elektronika	electronică	elektronika	electronic	N	ADJ;INDF;FEM;SG
elektronika	electronic	elektronika	electronic	N	ADJ;INDF;MASC;SG
lawang	verum	lawang	verum	PROPN	N;INDF;MASC;SG
colin	colin	colin	colin	PROPN	PROPN
marino	marino	marino	marină	PROPN	N;INDF;MASC;SG
yin	yin	yin	yin	PROPN;SG	N;INDF;MASC;SG
forever	forever	forever	forever	PROPN	N;INDF;MASC;SG
triliun	trilioane	triliun	trilion	N;SG	N;INDF;FEM;PL
sengketa	disputele	sengketa	dispută	N;SG	N;DEF;FEM;PL
sengketa	litigii	sengketa	litigiu	N;SG	N;INDF;FEM;PL
sengketa	litigiile	sengketa	litigiu	N;SG	N;DEF;FEM;PL
sengketa	dispute	sengketa	dispută	N;SG	N;INDF;FEM;PL
sengketa	contestată	sengketa	contesta	N;SG	ADJ;INDF;FEM;SG
sengketa	contestat	sengketa	contesta	N;SG	ADJ;INDF;MASC;SG
sengketa	dispută	sengketa	disputa	N;SG	V;IND;SG;3;PST;FIN
sengketa	contestă	sengketa	contesta	N;SG	V;IND;SG;3;PST;FIN
sengketa	disputa	sengketa	disputa	N;SG	V;IND;SG;3;IPFV;FIN
liburan	sărbători	liburan	sărbător	N;SG	N;INDF;FEM;PL
liburan	sarbatori	liburan	sarbator	N;SG	N;INDF;FEM;PL
liburan	sărbători	liburan	sărbător	N;SG	N;INDF;FEM;PL
liburan	sărbătorile	liburan	sărbătoare	N;SG	N;DEF;FEM;PL
complex	complexe	complex	complex	PROPN	ADJ;INDF;FEM;PL
complex	complex	complex	complex	PROPN	ADJ;INDF;MASC;SG
complex	complexul	complex	complex	PROPN	N;DEF;MASC;SG
complex	complexă	complex	complex	PROPN	ADJ;INDF;FEM;SG
forbes	forbes	forbes	forbes	PROPN	N;INDF;MASC;SG
lane	lane	lane	lană	PROPN	PROPN
separuh	jumatate	separuh	jumata	ADJ;SG	
separuh	jumate	separuh	juma	ADJ;SG	
separuh	jumătate	separuh	jumătate	ADJ;SG	N;INDF;FEM;SG
vienne	vienne	vienne	viannă	PROPN	PROPN
ekstra	suplimentar	ekstra	suplimentar	N;SG	ADJ;INDF;MASC;SG
ekstra	extra	ekstra	extra	N;SG	
devi	devi	devi	devi	PROPN	V;IND;SG;2;PRS;FIN
cure	leac	cure	leac	PROPN	N;INDF;MASC;SG
cure	cure	cure	cur	PROPN	N;INDF;FEM;PL
cure	vindeca	cure	vindeca	PROPN	V;IND;SG;3;IPFV;FIN
cure	cura	cure	cură	PROPN	N;INDF;FEM;SG
mustafa	mustafa	mustafa	mustafa	PROPN	PROPN
personil	personal	personil	personal	N;SG	ADV
much	much	much	much	PROPN	
much	mult	much	mult	PROPN	ADV
rekomendasi	recomandări	rekomendasi	recomandare	N;SG	N;INDF;FEM;PL
rekomendasi	recomandările	rekomendasi	recomandare	N;SG	N;DEF;FEM;PL
rekomendasi	recomandări	rekomendasi	recomandare	N;SG	N;INDF;FEM;PL
pengadaan	achiziții	penadaan	achiziție	N;SG	N;INDF;FEM;PL
cold	frig	cold	frig	PROPN	N;INDF;MASC;SG
cold	reci	cold	rece	PROPN	ADJ;INDF;PL
cold	rece	cold	rece	PROPN	ADV
gamma	gama	gamma	gamă	PROPN;SG	N;DEF;FEM;SG
gamma	gamma	gamma	gamma	PROPN;SG	
kisaran	intervale	kisaran	interval	N;SG	N;INDF;FEM;PL
bernomor	numărate	bernomor	număra	V;SG;ACT	ADJ;INDF;FEM;PL
bernomor	numerotate	bernomor	numerotate	V;SG;ACT	ADJ;INDF;FEM;PL
hapus	clar	hapus	clar	PROPN;SG	ADV
hapus	limpede	hapus	limpede	PROPN;SG	ADV
hapus	elimină	hapus	elimina	PROPN;SG	V;IND;SG;3;PST;FIN
hapus	scoate	hapus	scoate	PROPN;SG	V;IND;SG;3;PRS;FIN
hapus	șterge	hapus	șterge	PROPN;SG	V;IND;SG;3;PRS;FIN
hapus	sterge	hapus	sterge	PROPN;SG	V;IND;SG;3;PRS;FIN
hapus	ștergere	hapus	ștergere	PROPN;SG	N;INDF;FEM;SG
filmfare	filmfare	filmfare	filmfare	PROPN	N;INDF;FEM;SG
imbang	leaga	imbang	lega	N;SG	V;IND;SG;3;IPFV;FIN
imbang	desenează	imbang	desena	N;SG	V;IND;3;PRS;FIN
pembatasan	limitările	penbatasan	limitare	N;SG	N;DEF;FEM;PL
pembatasan	limitări	penbatasan	limitare	N;SG	N;INDF;FEM;PL
pembatasan	restricții	penbatasan	restricție	N;SG	N;INDF;FEM;PL
pembatasan	restricții	penbatasan	restricție	N;SG	N;INDF;FEM;PL
julie	julie	julie	julie	PROPN	N;INDF;FEM;SG
character	personaj	character	personaj	PROPN	N;INDF;MASC;SG
character	caracterul	character	caracter	PROPN	N;DEF;MASC;SG
character	caracter	character	caracter	PROPN	N;INDF;MASC;SG
greg	greg	greg	greg	PROPN	PROPN
oman	oman	oman	oman	PROPN	PROPN
oman	omani	oman	oman	PROPN	ADJ;INDF;MASC;PL
arabia	arabia	arabia	arabia	PROPN	PROPN
perorangan	individuală	perorangan	individual	N;SG	ADJ;INDF;FEM;SG
perorangan	individual	perorangan	individual	N;SG	ADJ;INDF;MASC;SG
perorangan	individuale	perorangan	individual	N;SG	ADJ;INDF;FEM;PL
hermann	hermann	hermann	hermann	PROPN	PROPN
selangor	selangor	selangor	selangor	PROPN	
soto	soto	soto	soto	N	PROPN
truth	adevarul	truth	adevar	PROPN	N;DEF;MASC;SG
truth	adevar	truth	adevar	PROPN	N;INDF;MASC;SG
truth	adevărul	truth	adevăr	PROPN	N;DEF;MASC;SG
truth	adevăr	truth	adevăr	PROPN	N;INDF;MASC;SG
penanda	ticker	pentanda	ticker	N;SG	
penanda	marcaje	pentanda	marcaj	N;SG	N;INDF;FEM;PL
penanda	markeri	pentanda	marker	N;SG	N;INDF;MASC;PL
every	fiecare	every	fiecare	PROPN	PRO;SG;3
periodik	periodic	periodik	periodic	N	ADV
periodik	periodică	periodik	periodic	N	ADJ;INDF;FEM;SG
periodik	periodice	periodik	periodic	N	ADJ;INDF;FEM;PL
menyembunyikan	piei	mensembunyikan	piele	V;SG;ACT	N;INDF;FEM;PL
menyembunyikan	ascunderea	mensembunyikan	ascundere	V;SG;ACT	N;DEF;FEM;SG
dongeng	povesti	dongeng	povesti	N;SG	N;INDF;FEM;PL
dongeng	povești	dongeng	poveste	N;SG	N;INDF;FEM;PL
pln	pln	pln	pln	PROPN	N;INDF;MASC;SG
penggantian	înlocuitori	pengantian	înlocuitor	N;SG	N;INDF;MASC;PL
penggantian	înlocuitor	pengantian	înlocuitor	N;SG	ADJ;INDF;MASC;SG
catalina	catalina	catalina	catalina	PROPN	N;DEF;FEM;SG
anglikan	anglicană	anglikan	anglican	N	ADJ;INDF;FEM;SG
menguji	test	menkuji	test	V;SG;ACT	N;INDF;MASC;SG
menguji	testul	menkuji	test	V;SG;ACT	N;DEF;MASC;SG
menguji	încercarea	menkuji	încercare	V;SG;ACT	N;DEF;FEM;SG
menguji	încercare	menkuji	încercare	V;SG;ACT	N;INDF;FEM;SG
menguji	testare	menkuji	testare	V;SG;ACT	N;INDF;FEM;SG
menguji	testare	menkuji	testare	V;SG;ACT	N;INDF;FEM;SG
menguji	testarea	menkuji	testare	V;SG;ACT	N;DEF;FEM;SG
sorong	roaba	sorong	roabă	PROPN	N;DEF;FEM;SG
sorong	roabă	sorong	roabă	PROPN	N;INDF;FEM;SG
penggalian	săpături	pengalian	săpătură	N;SG	N;INDF;FEM;PL
mengenali	recunoscute	menkenali	recunoscut	V;SG;ACT	ADJ;INDF;FEM;PL
mengenali	recunoscut	menkenali	recunoscut	V;SG;ACT	ADJ;INDF;MASC;SG
mengenali	recunoscută	menkenali	recunoaște	V;SG;ACT	ADJ;INDF;FEM;SG
rela	dispus	rela	dispus		ADJ;INDF;MASC;SG
kafir	necredincios	kafir	necredincios	PROPN;SG	N;INDF;MASC;SG
kafir	păgâni	kafir	păgân	PROPN;SG	
kafir	păgân	kafir	păgân	PROPN;SG	ADJ;INDF;MASC;SG
wawasan	statistici	wawasan	statistică	N;SG	N;INDF;FEM;PL
keunikan	unicat	keunikan	unica	N;SG	ADJ;INDF;MASC;SG
keunikan	unic	keunikan	unic	N;SG	ADJ;INDF;MASC;SG
keunikan	unice	keunikan	unic	N;SG	ADJ;INDF;FEM;PL
keunikan	unici	keunikan	unică	N;SG	ADJ;INDF;MASC;PL
keunikan	unică	keunikan	unic	N;SG	ADJ;INDF;FEM;SG
darius	darius	darius	darius	PROPN	PROPN
dame	damă	dame	damă	PROPN	N;INDF;FEM;SG
dame	dama	dame	damă	PROPN	N;INDF;MASC;SG
dame	dame	dame	damă	PROPN	N;INDF;FEM;PL
taruna	cadet	taruna	cadet	PROPN	N;INDF;MASC;SG
taruna	aspirant	taruna	aspirant	PROPN	N;INDF;MASC;SG
asumsi	ipotezele	asumsi	ipoteză	N;SG	N;DEF;FEM;PL
asumsi	presupuneri	asumsi	presupunere	N;SG	N;INDF;FEM;PL
asumsi	ipoteze	asumsi	ipota	N;SG	N;INDF;FEM;PL
cameron	cameron	cameron	cameron	PROPN	PROPN
fei	fei	fei	fel	PROPN	N;INDF;MASC;SG
angela	angela	angela	angela	PROPN	N;DEF;FEM;SG
step	pas	step	pas	PROPN	N;INDF;MASC;SG
step	pasul	step	pas	PROPN	N;DEF;MASC;SG
senja	amurg	senja	amurg	PROPN	N;INDF;MASC;SG
senja	apus	senja	apus	PROPN	N;INDF;MASC;SG
senja	sunset	senja	sunset	PROPN	N;INDF;MASC;SG
senja	twilight	senja	twilight	PROPN	PROPN
senja	crepusculară	senja	crepuscular	PROPN	ADJ;INDF;FEM;SG
senja	amurg	senja	amurg	PROPN	N;INDF;MASC;SG
senegal	senegalez	senegal	senegalez	PROPN;SG	ADJ;INDF;MASC;SG
senegal	senegal	senegal	senegal	PROPN;SG	N;INDF;MASC;SG
venesia	veneţia	venesia	veneţia	PROPN	PROPN
venesia	veneția	venesia	veneția	PROPN	N;DEF;FEM;SG
venesia	venetia	venesia	venetia	PROPN	N;DEF;FEM;SG
lancar	netede	lancar	neted	ADJ;SG	ADJ;INDF;FEM;PL
pasha	pasha	pasha	pasha	PROPN	PROPN
penawaran	ofer	pentawaran	oferi	N;SG	V;IND;SG;1;PRS;FIN
penawaran	licitat	pentawaran	licita	N;SG	ADJ;INDF;MASC;SG
penawaran	oferte	pentawaran	ofertă	N;SG	N;INDF;FEM;PL
penawaran	ofertele	pentawaran	ofertă	N;SG	N;DEF;FEM;PL
lithuania	lituaniană	lithuania	lituanian	N;SG	ADJ;INDF;FEM;SG
lithuania	lituaniei	lithuania	lituanie	N;SG	PROPN;DEF;FEM;SG
lithuania	lituania	lithuania	lituanie	N;SG	PROPN
jpeg	jpeg	jpeg	jpeg	PROPN;SG	N;INDF;MASC;SG
obligasi	obligațiuni	obligasi	obligațiune	N;SG	N;INDF;FEM;PL
waralaba	francize	waralaba	franciză	N;SG	N;INDF;FEM;PL
male	bărbat	male	bărbat	PROPN	N;INDF;MASC;SG
male	masculin	male	masculin	PROPN	ADJ;INDF;MASC;SG
male	mascul	male	masc	PROPN	N;INDF;MASC;SG
male	barbat	male	barbat	PROPN	N;INDF;MASC;SG
mason	mason	mason	mason	PROPN	N;INDF;MASC;SG
perfect	perfect	perfect	perfect	PROPN	ADV
perfect	perfecte	perfect	perfect	PROPN	ADJ;INDF;FEM;PL
perfect	perfecta	perfect	perfecta	PROPN	
perfect	perfectă	perfect	perfect	PROPN	ADJ;INDF;FEM;SG
papa	papa	papa	papă	PROPN	
birds	păsări	birds	pasăre	PROPN	N;INDF;FEM;PL
birds	pasarile	birds	pasarilă	PROPN	N;DEF;FEM;PL
birds	pasari	birds	pasar	PROPN	N;INDF;MASC;PL
birds	păsările	birds	pasăre	PROPN	N;DEF;FEM;PL
augustus	augustus	augustus	augustus	PROPN	PROPN
letters	scrisori	letters	scrisoare	PROPN	N;INDF;FEM;PL
letters	litere	letters	literă	PROPN	N;INDF;FEM;PL
kusuma	kusuma	kusuma	kusuma	PROPN	
rotterdam	rotterdam	rotterdam	rotterdam	PROPN	PROPN
monaco	monaco	monaco	monaco	PROPN	PROPN
xiao	xiao	xiao	xiao	PROPN	PROPN
monte	monte	monte	monte	PROPN	PROPN
gonzález	gonzález	gonzález	gonzála	PROPN	PROPN
bhutan	bhutan	bhutan	bhutan	PROPN;SG	N;INDF;MASC;SG
angels	ingeri	angels	inger	PROPN	N;INDF;MASC;PL
angels	ingerii	angels	inger	PROPN	N;DEF;MASC;PL
angels	angels	angels	angels	PROPN	N;INDF;MASC;SG
angels	îngeri	angels	înger	PROPN	N;INDF;MASC;PL
angels	îngerii	angels	înger	PROPN	N;DEF;MASC;PL
beku	congelate	beku	congelat	N;SG	ADJ;INDF;FEM;PL
beku	înghețat	beku	înghețat	N;SG	ADJ;INDF;MASC;SG
beku	congelată	beku	congela	N;SG	ADJ;INDF;FEM;SG
desktop	birouri	desktop	birou	N;SG	N;INDF;FEM;PL
aviv	aviv	aviv	aviv	PROPN	PROPN
musiman	sezoniere	musiman	sezonier	N;SG	ADJ;INDF;FEM;PL
factor	factorul	factor	factor	PROPN	N;DEF;MASC;SG
factor	factor	factor	factor	PROPN	N;INDF;MASC;SG
mediawiki	mediawiki	mediawiki	mediawiki	N	
montreal	montreal	montreal	montreal	PROPN	PROPN
suit	costum	suit	costum	PROPN	N;INDF;MASC;SG
palermo	palermo	palermo	palermo	PROPN	N;INDF;MASC;SG
hunt	vânătoare	hunt	vânătoare	PROPN	N;INDF;FEM;SG
hunt	hunt	hunt	fi	PROPN	PROPN
hunt	vânează	hunt	vâna	PROPN	V;IND;3;PRS;FIN
tren	tendințele	tren	tendință	N;SG	N;DEF;FEM;PL
perusak	distrugător	penrusak	distrugător	N;SG	ADJ;INDF;MASC;SG
campus	campusul	campus	campus	PROPN	N;DEF;MASC;SG
campus	campus	campus	campus	PROPN	N;INDF;MASC;SG
jogja	yogyakarta	jogja	yogyakart	PROPN	PROPN
glasgow	glasgow	glasgow	glasgow	PROPN	PROPN
boris	boris	boris	boris	PROPN	PROPN
hey	hei	hey	hei	PROPN	
petra	petra	petra	petra	PROPN	PROPN
alpes	alpes	alpes	alpes	PROPN	N;INDF;MASC;SG
terakreditasi	acreditate	terakreditasi	acredita	V;SG;PASS	ADJ;INDF;FEM;PL
terakreditasi	acreditat	terakreditasi	acredita	V;SG;PASS	ADJ;INDF;MASC;SG
turbin	turbine	turbin	turbine	N;SG	N;INDF;FEM;PL
rex	rex	rex	rex	PROPN	
roberts	roberts	roberts	roberts	PROPN	PROPN
tersangka	suspecți	tersangka	suspect	ADP;SG;PASS	N;INDF;MASC;PL
tersangka	suspecta	tersangka	suspecta	ADP;SG;PASS	N;DEF;FEM;SG
tersangka	suspectul	tersangka	suspect	ADP;SG;PASS	N;DEF;MASC;SG
tersangka	suspect	tersangka	suspect	ADP;SG;PASS	ADJ;INDF;MASC;SG
titi	titi	titi	titi	PROPN	
rainbow	rainbow	rainbow	rainbow	PROPN	N;INDF;MASC;SG
rainbow	curcubeu	rainbow	curcubeu	PROPN	N;INDF;MASC;SG
rainbow	curcubeul	rainbow	curcubeu	PROPN	N;DEF;MASC;SG
gironde	gironde	gironde	gironde	PROPN	N;INDF;FEM;SG
hyundai	hyundai	hyundai	hyund	N	
xiv	xiv	xiv	xiv	PROPN	
quebec	quebec	quebec	quebec	PROPN	N;INDF;MASC;SG
struktural	structural	struktural	structural	N;SG	ADJ;INDF;MASC;SG
struktural	structurale	struktural	structural	N;SG	ADJ;INDF;FEM;PL
struktural	structural	struktural	structural	N;SG	ADJ;INDF;MASC;SG
feature	recomandate	feature	recomandat	PROPN	ADJ;INDF;FEM;PL
semut	furnicile	semut	furnică	N;SG	N;DEF;FEM;PL
semut	furnici	semut	furnic	N;SG	N;INDF;MASC;PL
bertenaga	alimentat	bertenaga	alimenta	V;SG;ACT	ADJ;INDF;MASC;SG
mengamankan	securizată	menamankan	securiza	V;SG;ACT	ADJ;INDF;FEM;SG
mengamankan	secure	menamankan	secure	V;SG;ACT	N;INDF;FEM;SG
percetakan	imprimante	percetakan	imprimant	N;SG	N;INDF;FEM;PL
parma	parma	parma	parmă	PROPN	PROPN
columbus	columbus	columbus	columbus	PROPN	N;INDF;MASC;SG
columbus	columb	columbus	columb	PROPN	PROPN
hautes	hautes	hautes	hautes	PROPN	PROPN
vulkanik	vulcanic	vulkanik	vulcanic	N;SG	ADJ;INDF;MASC;SG
vulkanik	vulcanice	vulkanik	vulcanic	N;SG	ADJ;INDF;FEM;PL
vulkanik	vulcanică	vulkanik	vulcanic	N;SG	ADJ;INDF;FEM;SG
dreams	visele	dreams	vise	PROPN	N;DEF;FEM;PL
dreams	dreams	dreams	dreams	PROPN	N;INDF;MASC;SG
dreams	visuri	dreams	vis	PROPN	N;INDF;FEM;PL
dreams	vise	dreams	vis	PROPN	N;INDF;FEM;PL
teknisi	tehnicienii	teknisi	tehnicienie	N;SG	N;DEF;MASC;PL
teknisi	tehnicieni	teknisi	tehnician	N;SG	N;INDF;MASC;PL
indikator	indicatoare	indikator	indicator	N;SG	N;INDF;FEM;PL
indikator	indicatori	indikator	indicator	N;SG	N;INDF;MASC;PL
indikator	indicatorii	indikator	indicatoriu	N;SG	N;DEF;MASC;PL
klik	click	klik	click	PROPN	N;INDF;MASC;SG
klik	clic	klik	clic	PROPN	
klik	apasă	klik	apăsa	PROPN	V;IND;3;PRS;FIN
klik	clicuri	klik	clic	PROPN	N;INDF;FEM;PL
abd	abd	abd	abde	PROPN	N;INDF;MASC;SG
edwards	edwards	edwards	edwards	PROPN	PROPN
parker	parker	parker	parker	PROPN	PROPN
kemarahan	fury	kemarahan	fury	N;SG	PROPN
walk	plimbare	walk	plimbare	PROPN	N;INDF;FEM;SG
walk	walk	walk	walk	PROPN	N;INDF;MASC;SG
haleakala	haleakala	haleakala	haleakală	PROPN	N;DEF;FEM;SG
campaign	campanie	campaign	campanie	PROPN	N;INDF;FEM;SG
campaign	campaniei	campaign	campanie	PROPN	N;DEF;FEM;SG
campaign	campania	campaign	campanie	PROPN	N;DEF;FEM;SG
notaris	legalizat	notaris	legaliza	N	ADJ;INDF;MASC;SG
pembeli	cumpărători	penbeli	cumpărător	N;SG	N;INDF;MASC;PL
pembeli	cumpărători	penbeli	cumpărător	N;SG	N;INDF;MASC;PL
pembeli	cumpărătorilor	penbeli	cumpărător	N;SG	N;DEF;MASC;PL
pembeli	cumpărătorii	penbeli	cumpărător	N;SG	N;DEF;MASC;PL
oslo	oslo	oslo	oslo	PROPN	PROPN
samoa	samoan	samoa	samoan	PROPN	
samoa	samoa	samoa	samoa	PROPN	PROPN
mengobati	tratarea	menobati	tratare	V;SG;ACT	N;DEF;FEM;SG
thing	lucru	thing	lucru	PROPN	N;INDF;MASC;SG
warsawa	varșovia	warsawa	varșovie	PROPN	PROPN
warsawa	varşovia	warsawa	varcovie	PROPN	N;DEF;FEM;SG
kesepuluh	zecime	kesepuluh	zecime	NUM	N;INDF;FEM;SG
kesepuluh	tenth	kesepuluh	tenth	NUM	
course	cursul	course	curs	PROPN	N;DEF;MASC;SG
course	curs	course	curs	PROPN	N;INDF;MASC;SG
lennon	lennon	lennon	lennon	PROPN	PROPN
hiv	hiv	hiv	hiv	PROPN	PROPN
herodes	irod	herodes	irod	PROPN	
glee	glee	glee	glee	PROPN	N;INDF;MASC;SG
sunting	editează	sunting	edita	N	V;IND;3;PRS;FIN
sussex	sussex	sussex	sussex	PROPN	N;INDF;MASC;SG
mat	mat	mat	mat	PROPN	
apr	apr	apr	apr	PROPN	
berbau	mirositor	berbau	mirositor	V;SG;ACT	ADJ;INDF;MASC;SG
connecticut	connecticut	connecticut	connecticut	PROPN	N;INDF;MASC;SG
mandar	feroviar	mandar	feroviar	PROPN	ADJ;INDF;MASC;SG
romania	romania	romania	romanie	PROPN	N;DEF;FEM;SG
romania	românia	romania	românia	PROPN	PROPN
hogwarts	hogwarts	hogwarts	hogwarts	PROPN	PROPN
provence	provence	provence	provenc	PROPN	N;INDF;MASC;SG
property	proprietate	property	proprietate	PROPN	N;INDF;FEM;SG
property	proprietatea	property	proprietate	PROPN	N;DEF;FEM;SG
economics	economie	economics	economie	PROPN	N;INDF;FEM;SG
balas	răspuns	balas	răspuns	V;SG;ACT	N;INDF;MASC;SG
sukarno	sukarno	sukarno	sukarno	PROPN	
murphy	murphy	murphy	murphy	PROPN	PROPN
tales	povesti	tales	povesti	PROPN	N;INDF;FEM;PL
tales	povești	tales	poveste	PROPN	N;INDF;FEM;PL
emisi	emisiile	emisi	emisie	N;SG	N;DEF;FEM;PL
emisi	emisii	emisi	emisie	N;SG	N;INDF;FEM;PL
emisi	emisii	emisi	emisie	N;SG	N;INDF;FEM;PL
daeng	daeng	daeng	daeng	PROPN	
daeng	margareta	daeng	margaretă	PROPN	N;DEF;FEM;SG
daeng	daisy	daeng	daisy	PROPN	PROPN
bodyclass	bodyclass	bodyclass	bodyclass	PROPN	N;INDF;MASC;SG
babilonia	babiloniană	babilonia	babilonian	PROPN	ADJ;INDF;FEM;SG
nagoya	nagoya	nagoya	nagoyă	PROPN	PROPN
aek	aek	aek	aek	PROPN	N
tertanggal	datat	tertanggal	data	N;SG;PASS	ADJ;INDF;MASC;SG
tertanggal	datată	tertanggal	data	N;SG;PASS	ADJ;INDF;FEM;SG
beck	beck	beck	beck	PROPN	N
saingan	rivală	saingan	rival	N;SG	ADJ;INDF;FEM;SG
saingan	rivalii	saingan	rival	N;SG	N;DEF;MASC;PL
saingan	rivali	saingan	rival	N;SG	N;INDF;MASC;PL
saingan	rivale	saingan	rival	N;SG	ADJ;INDF;FEM;PL
yen	yeni	yen	yeni	PROPN	N;INDF;MASC;SG
yen	yen	yen	yen	PROPN	N;INDF;MASC;SG
keemasan	aurit	keemasan	auri	N;SG	ADJ;INDF;MASC;SG
keemasan	auriu	keemasan	auriu	N;SG	ADJ;INDF;MASC;SG
viktor	viktor	viktor	viktor	PROPN	PROPN
sayyid	sayyid	sayyid	sayyid	PROPN	
yoga	yoga	yoga	yoga	PROPN	N;DEF;FEM;SG
cekoslowakia	cehoslovacia	cekoslowakia	cehoslovacia	PROPN	PROPN
cekoslowakia	cehoslovac	cekoslowakia	cehoslovac	PROPN	ADJ;INDF;MASC;SG
romo	romo	romo	romo	PROPN	
holocaust	holocaustului	holocaust	holocaust	PROPN	N;DEF;MASC;SG
