terry	terry	terry	terry	PROPN	N;MASC;SG
chapelle	chapelle	chapellă	chapelle	N;INDF;FEM;PL	N;FEM;SG
chapelle	chapelle	chapellă	chapelle	N;INDF;FEM;PL	N;FEM;SG
chapelle	chappelle	chapellă	chappelle	N;INDF;FEM;PL	N;MASC;SG
peisaj	paisagens	peisaj	paisagem	N;INDF;MASC;SG	N;FEM;PL
attila	átila	attila	átila	PROPN	N;MASC;SG
experiment	experiências	experiment	experiência	N;INDF;MASC;SG	N;FEM;PL
finalizata	completou	finalizat	completar	ADJ;DEF;FEM;SG	V;IND;SG;3;PST;FIN
finalizata	concluída	finalizat	concluído	ADJ;DEF;FEM;SG	V;FEM;SG;V.PTCP
finalizata	concluído	finalizat	concluir	ADJ;DEF;FEM;SG	V;MASC;SG;V.PTCP
finalizata	concluídas	finalizat	concluir	ADJ;DEF;FEM;SG	V;FEM;PL;V.PTCP
finalizata	concluídos	finalizat	concluir	ADJ;DEF;FEM;SG	V;MASC;PL;V.PTCP
vinci	vinci	vinci	vinci	PROPN	N;FEM;SG
reptile	réptil	reptă	réptil	N;INDF;FEM;PL	N;MASC;SG
constat	consistiam	constat	consistir	V;MASC;SG;V.PTCP	V;IND;PL;3;IPFV;FIN
convinge	convença	convinge	convençar	V;IND;SG;3;PRS;FIN	V;SBJV;SG;3;PRS;FIN
convinge	convença	convinge	convençar	V;IND;SG;3;PRS;FIN	V;SBJV;SG;3;PRS;FIN
aron	aron	aron	aron	PROPN	N;MASC;SG
preveni	evitar	preveni	evitar		V;NFIN
preveni	prevenir	preveni	prevenir		V;NFIN
preveni	impedir	preveni	impedir		V;NFIN
won	venceu	won	vencer	PROPN	V;IND;SG;3;PST;FIN
won	won	won	won	PROPN	N;MASC;SG
won	ganhou	won	ganhar	PROPN	V;IND;SG;3;PST;FIN
won	ganhado	won	ganhar	PROPN	V;MASC;SG;V.PTCP
reci	frio	rece	frio	ADJ;INDF;PL	N;MASC;SG
reci	cold	rece	cold	ADJ;INDF;PL	N;MASC;SG
reci	frios	rece	frio	ADJ;INDF;PL	N;MASC;PL
reci	fria	rece	fria	ADJ;INDF;PL	N;FEM;SG
integrat	integrados	integrat	integrar	ADJ;INDF;MASC;SG	V;MASC;PL;V.PTCP
integrat	integrado	integrat	integrar	ADJ;INDF;MASC;SG	V;MASC;SG;V.PTCP
integrat	integrada	integrat	integrar	ADJ;INDF;MASC;SG	V;FEM;SG;V.PTCP
integrat	integradas	integrat	integrar	ADJ;INDF;MASC;SG	V;FEM;PL;V.PTCP
fabricate	fabricados	fabrica	fabricar	ADJ;INDF;FEM;PL	V;MASC;PL;V.PTCP
fabricate	fabricado	fabrica	fabricar	ADJ;INDF;FEM;PL	V;MASC;SG;V.PTCP
fabricate	fabricada	fabrica	fabricar	ADJ;INDF;FEM;PL	V;FEM;SG;V.PTCP
fabricate	fabricadas	fabrica	fabricar	ADJ;INDF;FEM;PL	V;FEM;PL;V.PTCP
fabricate	fabricados	fabrica	fabricar	ADJ;INDF;FEM;PL	V;MASC;PL;V.PTCP
fabricate	fabricado	fabrica	fabricar	ADJ;INDF;FEM;PL	V;MASC;SG;V.PTCP
fabricate	fabricada	fabrica	fabricar	ADJ;INDF;FEM;PL	V;FEM;SG;V.PTCP
fabricate	fabricadas	fabrica	fabricar	ADJ;INDF;FEM;PL	V;FEM;PL;V.PTCP
roosevelt	roosevelt	roosevelt	roosevelt	PROPN	N;MASC;SG
vasili	vasily	vasil	vasily	PROPN	N;MASC;SG
vasili	basílio	vasil	basílio	PROPN	N;MASC;SG
spanioli	espanhóis	spaniol	espanhol	ADJ;INDF;MASC;PL	N;MASC;PL
spanioli	castelhano	spaniol	castelhano	ADJ;INDF;MASC;PL	N;MASC;SG
spanioli	espanhola	spaniol	espanhola	ADJ;INDF;MASC;PL	N;FEM;SG
spanioli	espanhóis	spaniol	espanhol	ADJ;INDF;MASC;PL	N;MASC;PL
spanioli	espanhol	spaniol	espanhol	ADJ;INDF;MASC;PL	N;MASC;SG
heinz	heinz	heinz	heinz	PROPN	PROPN;MASC;SG
thompson	thompson	thompson	thompson	PROPN	N;MASC;SG
wallace	wallace	wallace	wallace	PROPN	N;MASC;SG
monarh	monarcas	monarh	monarca	N;INDF;MASC;SG	N;MASC;PL
beethoven	beethoven	beethoven	beethoven	PROPN	N;MASC;SG
ploaie	chover	ploaie	chover	N;INDF;FEM;SG	V;NFIN
bremen	bremen	bremen	bremen	PROPN	N;MASC;SG
zagora	zagora	zagoră	zagora	PROPN	N;MASC;SG
artificial	artificiais	artificial	artificial	ADV	N;MASC;PL
artificial	artificial	artificial	artificial	ADV	ADJ;MASC;SG
solara	solares	solară	solar	N;DEF;FEM;SG	N;MASC;PL
disponibila	disponíveis	disponibil	disponível	ADJ;DEF;FEM;SG	N;MASC;PL
disponibila	disponíveis	disponibil	disponível	ADJ;DEF;FEM;SG	N;MASC;PL
reprezentative	representante	reprezentativ	representante	ADJ;INDF;FEM;PL	N;MASC;SG
reprezentative	representativo	reprezentativ	representativo	ADJ;INDF;FEM;PL	ADJ;MASC;SG
reprezentative	representativa	reprezentativ	representativa	ADJ;INDF;FEM;PL	ADJ;FEM;SG
fetele	girls	fată	girl	N;DEF;FEM;PL	N;MASC;SG
primita	recebida	primita	receber	ADJ;DEF;FEM;SG	V;FEM;SG;V.PTCP
primita	recebido	primita	receber	ADJ;DEF;FEM;SG	V;MASC;SG;V.PTCP
primita	receberam	primita	receber	ADJ;DEF;FEM;SG	V;IND;PL;3;FIN
primita	recebidos	primita	receber	ADJ;DEF;FEM;SG	V;MASC;PL;V.PTCP
primita	recebeu	primita	receber	ADJ;DEF;FEM;SG	V;IND;SG;3;PST;FIN
primita	recebidas	primita	receber	ADJ;DEF;FEM;SG	V;FEM;PL;V.PTCP
guvernat	governado	guvernat	governar	ADJ;INDF;MASC;SG	V;MASC;SG;V.PTCP
guvernat	governados	guvernat	governado	ADJ;INDF;MASC;SG	V;MASC;PL;V.PTCP
guvernat	regidos	guvernat	regido	ADJ;INDF;MASC;SG	V;MASC;PL;V.PTCP
guvernat	regido	guvernat	regido	ADJ;INDF;MASC;SG	V;MASC;SG;V.PTCP
guvernat	governada	guvernat	governar	ADJ;INDF;MASC;SG	V;FEM;SG;V.PTCP
transmise	transmitidas	transmis	transmitir	V;IND;SG;3;PST;FIN	V;FEM;PL;V.PTCP
transmise	transmitidos	transmis	transmitir	V;IND;SG;3;PST;FIN	V;MASC;PL;V.PTCP
identice	idêntica	identic	idêntico	ADJ;INDF;FEM;PL	ADJ;FEM;SG
identice	idêntico	identic	idêntico	ADJ;INDF;FEM;PL	ADJ;MASC;SG
locuite	habitadas	locui	habitar	ADJ;INDF;FEM;PL	V;FEM;PL;V.PTCP
locuite	habitada	locui	habitar	ADJ;INDF;FEM;PL	V;FEM;SG;V.PTCP
locuite	habitado	locui	habitar	ADJ;INDF;FEM;PL	V;MASC;SG;V.PTCP
albrecht	albrecht	albrecht	albrecht	PROPN	N;MASC;SG
aia	que	acela	que	PRO;FEM;SG;3	PRO;MASC;SG
rupt	quebrada	rupt	quebrar	ADJ;INDF;MASC;SG	V;FEM;SG;V.PTCP
rupt	quebrado	rupt	quebrar	ADJ;INDF;MASC;SG	V;MASC;SG;V.PTCP
rupt	broken	rupt	broken	ADJ;INDF;MASC;SG	N;MASC;SG
rupt	rasgado	rupt	rasgar	ADJ;INDF;MASC;SG	V;MASC;SG;V.PTCP
rupt	rasgou	rupt	rasgar	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
rupt	rasgada	rupt	rasgar	ADJ;INDF;MASC;SG	V;FEM;SG;V.PTCP
rupt	arrancou	rupt	arrancar	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
integrate	integrados	integra	integrar	ADJ;INDF;FEM;PL	V;MASC;PL;V.PTCP
integrate	integrado	integra	integrar	ADJ;INDF;FEM;PL	V;MASC;SG;V.PTCP
integrate	integrada	integra	integrar	ADJ;INDF;FEM;PL	V;FEM;SG;V.PTCP
integrate	integradas	integra	integrar	ADJ;INDF;FEM;PL	V;FEM;PL;V.PTCP
panama	panamá	panamă	panamá	PROPN	N;MASC;SG
utilizari	usa	utilizare	usar	N;INDF;FEM;PL	V;IND;SG;3;PRS;FIN
supranumit	apelidado	supranumit	apelidado	ADJ;INDF;MASC;SG	V;MASC;SG;V.PTCP
nancy	nancy	nancy	nancy	PROPN	N;FEM;SG
westfalia	vestfália	westfalia	vestfálio	PROPN	N;FEM;SG
westfalia	vestefália	westfalia	vestefália	PROPN	N;FEM;SG
arkansas	arkansas	arkansas	arkanso	N;INDF;MASC;SG	N;MASC;PL
cauzele	causa	cauză	causa	N;DEF;FEM;PL	N;FEM;SG
graz	graz	graz	graz	PROPN	PROPN;MASC;SG
veniturile	receita	venit	receita	N;DEF;FEM;PL	N;FEM;SG
veniturile	renda	venit	renda	N;DEF;FEM;PL	N;FEM;SG
veniturile	rendimento	venit	rendimento	N;DEF;FEM;PL	N;MASC;SG
atomic	atômica	atomic	atômico	ADJ;INDF;MASC;SG	N;FEM;SG
atomic	atómica	atomic	atómico	ADJ;INDF;MASC;SG	N;FEM;SG
atomic	atómico	atomic	atómico	ADJ;INDF;MASC;SG	N;MASC;SG
atomic	atômico	atomic	atômico	ADJ;INDF;MASC;SG	N;MASC;SG
clinton	clinton	clinton	clinton	PROPN	N;MASC;SG
continuand	continuar	continua	continuar	N;INDF;MASC;SG	V;NFIN
continuand	continuando	continua	continuar	N;INDF;MASC;SG	V;V.MSDR
miercurea	quarta	miercure	quarto	N;DEF;FEM;SG	ADJ;FEM;SG
miercurea	quartas	miercure	quarto	N;DEF;FEM;SG	N;FEM;PL
dramatice	dramática	dramatic	dramático	ADJ;INDF;FEM;PL	N;FEM;SG
dramatice	dramático	dramatic	dramático	ADJ;INDF;FEM;PL	ADJ;MASC;SG
ralph	ralph	ralph	ralph	PROPN	N;MASC;SG
armeni	armênio	armen	armênio	N;INDF;MASC;PL	N;MASC;SG
armeni	arménia	armen	arménio	N;INDF;MASC;PL	N;FEM;SG
armeni	arménio	armen	arménio	N;INDF;MASC;PL	N;MASC;SG
armeni	armênia	armen	armênia	N;INDF;MASC;PL	N;FEM;SG
minima	mínimos	minimă	mínimo	ADJ;DEF;FEM;SG	N;MASC;PL
minima	mínimo	minimă	pequeno	ADJ;DEF;FEM;SG	N;MASC;SG
minima	mínima	minimă	pequeno	ADJ;DEF;FEM;SG	N;FEM;SG
minima	minimo	minimă	minimo	ADJ;DEF;FEM;SG	N;MASC;SG
minima	mínimo	minimă	pequeno	ADJ;DEF;FEM;SG	N;MASC;SG
minima	mínimos	minimă	mínimo	ADJ;DEF;FEM;SG	N;MASC;PL
minima	mínima	minimă	pequeno	ADJ;DEF;FEM;SG	N;FEM;SG
simt	sentido	simți	sentido	V;IND;PL;3;PRS;FIN	N;MASC;SG
simt	senso	simți	senso	V;IND;PL;3;PRS;FIN	N;MASC;SG
simt	feel	simți	feel	V;IND;PL;3;PRS;FIN	N;MASC;SG
simt	sente	simți	sentir	V;IND;PL;3;PRS;FIN	V;IND;SG;3;PRS;FIN
simt	sinta	simți	sinta	V;IND;PL;3;PRS;FIN	V;SBJV;SG;3;PRS;FIN
simt	sentimento	simți	sentimento	V;IND;PL;3;PRS;FIN	N;MASC;SG
simt	sensação	simți	sensação	V;IND;PL;3;PRS;FIN	N;FEM;SG
simt	feeling	simți	feeling	V;IND;PL;3;PRS;FIN	N;MASC;SG
datata	datada	datată	datar	ADJ;DEF;FEM;SG	V;FEM;SG;V.PTCP
datata	datado	datată	datar	ADJ;DEF;FEM;SG	V;MASC;SG;V.PTCP
datata	datados	datată	datar	ADJ;DEF;FEM;SG	V;MASC;PL;V.PTCP
patruns	penetrou	patruns	penetrar	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
utila	utilidade	utila	utilidade	ADJ;DEF;FEM;SG	N;FEM;SG
utila	úteis	utila	útil	ADJ;DEF;FEM;SG	N;MASC;PL
utila	úteis	utila	útil	ADJ;DEF;FEM;SG	N;MASC;PL
dotat	dotado	dota	dotar	ADJ;INDF;MASC;SG	V;MASC;SG;V.PTCP
dotat	dotados	dota	dotar	ADJ;INDF;MASC;SG	V;MASC;PL;V.PTCP
dotat	dotado	dota	dotar	ADJ;INDF;MASC;SG	V;MASC;SG;V.PTCP
dotat	dotadas	dota	dotar	ADJ;INDF;MASC;SG	V;FEM;PL;V.PTCP
pastrata	conservado	pastrat	conservar	ADJ;DEF;FEM;SG	V;MASC;SG;V.PTCP
pastrata	conservas	pastrat	conserva	ADJ;DEF;FEM;SG	N;FEM;PL
pastrata	preservada	pastrat	preservar	ADJ;DEF;FEM;SG	V;FEM;SG;V.PTCP
pastrata	preservado	pastrat	preservar	ADJ;DEF;FEM;SG	V;MASC;SG;V.PTCP
pastrata	preservados	pastrat	preservar	ADJ;DEF;FEM;SG	V;MASC;PL;V.PTCP
clape	teclado	clap	teclado	N;INDF;FEM;PL	N;MASC;SG
predare	ensinando	predare	ensinar	N;INDF;FEM;SG	V;V.MSDR
predare	ensinar	predare	ensinar	N;INDF;FEM;SG	V;NFIN
airlines	airlines	airlines	airline	PROPN	N;MASC;SG
zimbru	zimbru	zimbru	zimbru	N;INDF;MASC;SG	V;IND;SG;3;PST;FIN
patrat	quadrados	patrat	quadrados	N;INDF;MASC;SG	N;MASC;PL
patrat	quadrados	patrat	quadrados	N;INDF;MASC;SG	N;MASC;PL
avere	riquezas	avere	riqueza	N;INDF;FEM;SG	N;FEM;PL
windsor	windsor	windsor	windsor	PROPN	N;MASC;SG
prevede	providencia	prevedea	providenciar	V;IND;SG;3;PRS;FIN	N;FEM;SG
fin	fin	fin	fin	ADV	N;MASC;SG
fin	barbatana	fin	barbatana	ADV	N;FEM;SG
executata	executadas	executat	executar	N;DEF;FEM;SG	V;FEM;PL;V.PTCP
executata	executado	executat	executar	N;DEF;FEM;SG	V;MASC;SG;V.PTCP
executata	executados	executat	executar	N;DEF;FEM;SG	V;MASC;PL;V.PTCP
executata	executada	executat	executar	N;DEF;FEM;SG	V;FEM;SG;V.PTCP
musulmana	muçulmanos	musulmana	muçulmano	N;DEF;FEM;SG	N;MASC;PL
musulmana	muçulmanas	musulmana	muçulmano	N;DEF;FEM;SG	N;FEM;PL
rob	roubar	rob	roubar	N;INDF;MASC;SG	V;NFIN
concret	concreto	concret	concreto	ADJ;INDF;MASC;SG	N;MASC;SG
concret	cimento	concret	cimento	ADJ;INDF;MASC;SG	N;MASC;SG
concret	concretas	concret	concreto	ADJ;INDF;MASC;SG	N;FEM;PL
concret	betão	concret	betão	ADJ;INDF;MASC;SG	N;MASC;SG
concret	concretos	concret	concreto	ADJ;INDF;MASC;SG	N;MASC;PL
laboratorul	laboratórios	laborator	laboratório	N;DEF;MASC;SG	N;MASC;PL
maini	mãos	maini	mão		N;FEM;PL
ala	ala	ala	ala		N;FEM;SG
decorative	decorativos	decorativ	decorativo	ADJ;INDF;FEM;PL	N;MASC;PL
decorative	decorativo	decorativ	decorativo	ADJ;INDF;FEM;PL	ADJ;MASC;SG
decorative	decorativas	decorativ	decorativo	ADJ;INDF;FEM;PL	N;FEM;PL
constient	cientes	constient	ciente	ADJ;INDF;MASC;SG	ADJ;MASC;PL
constient	ciente	constient	ciente	ADJ;INDF;MASC;SG	ADV
constient	conscientes	constient	consciente	ADJ;INDF;MASC;SG	ADJ;MASC;PL
constient	conscientes	constient	consciente	ADJ;INDF;MASC;SG	ADJ;MASC;PL
constient	conscientes	constient	consciente	ADJ;INDF;MASC;SG	ADJ;MASC;PL
treimi	terços	treime	terço		ADJ;MASC;PL
mostenire	legados	mostenire	legar	N;INDF;FEM;SG	V;MASC;PL;V.PTCP
mostenire	legados	mostenire	legar	N;INDF;FEM;SG	V;MASC;PL;V.PTCP
split	dividir	split	dividir	N;INDF;MASC;SG	V;NFIN
lev	lev	lev	lev	PROPN	PROPN;MASC;SG
colin	colin	colin	colin	PROPN	N;MASC;SG
legendele	legends	legendă	legends	N;DEF;FEM;PL	N;MASC;SG
intentionat	intencional	intentiona	intencional	N;INDF;MASC;SG	ADJ;MASC;SG
intentionat	intencionais	intentiona	intencional	N;INDF;MASC;SG	ADJ;MASC;PL
intentionat	propositadamente	intentiona	propositadamente	N;INDF;MASC;SG	ADV
intentionat	intencionalmente	intentiona	intencionalmente	N;INDF;MASC;SG	ADV
tribul	tribos	trib	tribo	N;DEF;MASC;SG	N;MASC;PL
petrolul	óleos	petrol	óleos	N;DEF;MASC;SG	N;MASC;PL
egipteana	egípcio	egiptean	egípcio	ADJ;DEF;FEM;SG	N;MASC;SG
egipteana	egípcia	egiptean	egípcio	ADJ;DEF;FEM;SG	N;FEM;SG
egipteana	egípcios	egiptean	egípcio	ADJ;DEF;FEM;SG	N;MASC;PL
implementarea	implementar	implementare	implementar	N;DEF;FEM;SG	V;NFIN
jakob	jakob	jakob	jakob	PROPN	N;MASC;SG
transferata	transferida	transferat	transferir	N;DEF;FEM;SG	V;FEM;SG;V.PTCP
transferata	transferido	transferat	transferir	N;DEF;FEM;SG	V;MASC;SG;V.PTCP
transferata	transferidos	transferat	transferir	N;DEF;FEM;SG	V;MASC;PL;V.PTCP
transferata	transferidas	transferat	transferir	N;DEF;FEM;SG	V;FEM;PL;V.PTCP
musulman	muçulmano	musulman	muçulmano	ADJ;INDF;MASC;SG	N;MASC;SG
musulman	muçulmanos	musulman	muçulmano	ADJ;INDF;MASC;SG	N;MASC;PL
musulman	muçulmanas	musulman	muçulmano	ADJ;INDF;MASC;SG	N;FEM;PL
musulman	muçulmana	musulman	muçulmano	ADJ;INDF;MASC;SG	N;FEM;SG
omagiu	tributos	omagiu	tributo	N;INDF;MASC;SG	N;MASC;PL
negativa	negativa	negativa	negativa	ADJ;DEF;FEM;SG	N;FEM;SG
negativa	negativas	negativa	negativo	ADJ;DEF;FEM;SG	ADJ;FEM;PL
negativa	negativos	negativa	negativo	ADJ;DEF;FEM;SG	N;MASC;PL
estimeaza	estimativa	estimează	estimativa	V;IND;SG;3;IPFV;FIN	N;FEM;SG
dezvaluit	divulgadas	dezvalui	divulgar	ADJ;INDF;MASC;SG	V;FEM;PL;V.PTCP
dezvaluit	divulgada	dezvalui	divulgar	ADJ;INDF;MASC;SG	V;FEM;SG;V.PTCP
dezvaluit	divulgado	dezvalui	divulgar	ADJ;INDF;MASC;SG	V;MASC;SG;V.PTCP
dezvaluit	divulgados	dezvalui	divulgar	ADJ;INDF;MASC;SG	V;MASC;PL;V.PTCP
dezvaluit	revelado	dezvalui	revelar	ADJ;INDF;MASC;SG	V;MASC;SG;V.PTCP
dezvaluit	revelada	dezvalui	revelar	ADJ;INDF;MASC;SG	V;FEM;SG;V.PTCP
dezvaluit	revelados	dezvalui	revelar	ADJ;INDF;MASC;SG	V;MASC;PL;V.PTCP
dezvaluit	reveladas	dezvalui	revelar	ADJ;INDF;MASC;SG	V;FEM;PL;V.PTCP
dezvaluit	revelou	dezvalui	revelar	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
dezvaluit	revelado	dezvalui	revelar	ADJ;INDF;MASC;SG	V;MASC;SG;V.PTCP
dezvaluit	revelada	dezvalui	revelar	ADJ;INDF;MASC;SG	V;FEM;SG;V.PTCP
dezvaluit	revelados	dezvalui	revelar	ADJ;INDF;MASC;SG	V;MASC;PL;V.PTCP
dezvaluit	reveladas	dezvalui	revelar	ADJ;INDF;MASC;SG	V;FEM;PL;V.PTCP
dezvaluit	revelou	dezvalui	revelar	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
dezvaluit	revelado	dezvalui	revelar	ADJ;INDF;MASC;SG	V;MASC;SG;V.PTCP
maritim	marítimo	maritim	marítimo	ADJ;INDF;MASC;SG	N;MASC;SG
maritim	maritime	maritim	maritime	ADJ;INDF;MASC;SG	N;MASC;SG
maritim	marítima	maritim	marítimo	ADJ;INDF;MASC;SG	N;FEM;SG
nixon	nixon	nixon	nixon	PROPN	N;MASC;SG
arcade	arcada	arcade	arcada	N;INDF;FEM;PL	N;FEM;SG
arcade	arcade	arcade	arcade	N;INDF;FEM;PL	N;MASC;SG
voluntar	voluntário	voluntar	voluntário	ADJ;INDF;MASC;SG	N;MASC;SG
voluntar	voluntárias	voluntar	voluntário	ADJ;INDF;MASC;SG	N;FEM;PL
voluntar	voluntário	voluntar	voluntário	ADJ;INDF;MASC;SG	N;MASC;SG
voluntar	voluntariado	voluntar	voluntariado	ADJ;INDF;MASC;SG	V;MASC;SG;V.PTCP
voluntar	voluntários	voluntar	voluntário	ADJ;INDF;MASC;SG	N;MASC;PL
ceh	tcheca	ceh	tcheca	ADJ;INDF;MASC;SG	N;FEM;SG
ceh	checo	ceh	checo	ADJ;INDF;MASC;SG	N;MASC;SG
ceh	tcheco	ceh	tcheco	ADJ;INDF;MASC;SG	N;MASC;SG
ceh	checa	ceh	checa	ADJ;INDF;MASC;SG	N;FEM;SG
elias	elias	elias	elia	PROPN	N;MASC;SG
violente	violento	violent	violento	ADJ;INDF;FEM;PL	ADJ;MASC;SG
violente	violentos	violent	violento	ADJ;INDF;FEM;PL	N;MASC;PL
violente	violenta	violent	violento	ADJ;INDF;FEM;PL	ADJ;FEM;SG
colt	cantos	colt	canto	N;INDF;MASC;SG	N;MASC;PL
colt	cantos	colt	canto	N;INDF;MASC;SG	N;MASC;PL
aducand	trazendo	aduca	trazer		V;V.MSDR
esec	falhado	esec	falhado	N;INDF;MASC;SG	V;MASC;SG;V.PTCP
esec	falhou	esec	falhar	N;INDF;MASC;SG	V;IND;SG;3;PST;FIN
trib	tribos	trib	tribo	N;INDF;MASC;SG	N;MASC;PL
varna	varna	varnă	varnar	PROPN	N;MASC;SG
confirma	confirmem	confirma	confirmar	V;IND;SG;3;IPFV;FIN	V;SBJV;PL;3;PRS;FIN
confirma	confirme	confirma	confirmar	V;IND;SG;3;IPFV;FIN	V;SBJV;SG;3;PRS;FIN
confirma	confirmem	confirma	confirmar	V;IND;SG;3;IPFV;FIN	V;SBJV;PL;3;PRS;FIN
confirma	confirme	confirma	confirmar	V;IND;SG;3;IPFV;FIN	V;SBJV;SG;3;PRS;FIN
houston	houston	houston	houston	PROPN	N;MASC;SG
yeung	yeung	yeung	yeung		N;MASC;SG
eficienta	eficientes	eficient	eficiente	ADJ;DEF;FEM;SG	ADJ;MASC;PL
eficienta	eficazes	eficient	eficaz	ADJ;DEF;FEM;SG	ADJ;FEM;PL
eficienta	eficiência	eficient	eficiência	ADJ;DEF;FEM;SG	N;FEM;SG
eficienta	eficácia	eficient	eficácia	ADJ;DEF;FEM;SG	N;FEM;SG
eficienta	eficiência	eficient	eficiência	ADJ;DEF;FEM;SG	N;FEM;SG
eficienta	eficácia	eficient	eficácia	ADJ;DEF;FEM;SG	N;FEM;SG
eficienta	eficientes	eficient	eficiente	ADJ;DEF;FEM;SG	ADJ;MASC;PL
eficienta	eficiência	eficient	eficiência	ADJ;DEF;FEM;SG	N;FEM;SG
eficienta	eficácia	eficient	eficácia	ADJ;DEF;FEM;SG	N;FEM;SG
marche	marche	marche	marche	N;INDF;FEM;PL	V;SBJV;SG;3;PRS;FIN
violenta	violento	violentă	violento	N;DEF;FEM;SG	ADJ;MASC;SG
violenta	violentas	violentă	violento	N;DEF;FEM;SG	ADJ;FEM;PL
violenta	violentos	violentă	violento	N;DEF;FEM;SG	N;MASC;PL
violenta	violenta	violentă	violento	N;DEF;FEM;SG	ADJ;FEM;SG
eleanor	eleanor	eleanor	eleanor	PROPN	N;MASC;SG
eleanor	leonor	eleanor	leonor	PROPN	N;FEM;SG
oferta	ofereça	ofertă	oferecer	N;DEF;FEM;SG	V;SBJV;SG;3;PRS;FIN
oferta	oferecer	ofertă	oferecer	N;DEF;FEM;SG	V;NFIN
oferta	ofereça	ofertă	oferecer	N;DEF;FEM;SG	V;SBJV;SG;3;PRS;FIN
oferta	oferecer	ofertă	oferecer	N;DEF;FEM;SG	V;NFIN
favorabile	favorável	favorabil	favorável	ADJ;INDF;FEM;PL	ADJ;MASC;SG
favorabile	favorável	favorabil	favorável	ADJ;INDF;FEM;PL	ADJ;MASC;SG
castro	castro	castro	castro	PROPN	N;MASC;SG
geologice	geológico	geologic	geológico	ADJ;INDF;FEM;PL	ADJ;MASC;SG
geologice	geológica	geologic	geológico	ADJ;INDF;FEM;PL	ADJ;FEM;SG
geologice	geológicas	geologic	geológico	ADJ;INDF;FEM;PL	N;FEM;PL
geologice	geológico	geologic	geológico	ADJ;INDF;FEM;PL	ADJ;MASC;SG
geologice	geológica	geologic	geológico	ADJ;INDF;FEM;PL	ADJ;FEM;SG
geologice	geológicas	geologic	geológico	ADJ;INDF;FEM;PL	N;FEM;PL
franc	francos	franc	franco	N;INDF;MASC;SG	N;MASC;PL
flavius	flávio	flaviu	flávio	PROPN	N;MASC;SG
koch	koch	koch	koch	PROPN	N;MASC;SG
israeliene	israelita	israelian	israelita	ADJ;INDF;FEM;PL	N;MASC;SG
israeliene	israelense	israelian	israelense	ADJ;INDF;FEM;PL	ADJ;MASC;SG
israeliene	israelenses	israelian	israelense	ADJ;INDF;FEM;PL	N;MASC;PL
israeliene	israelitas	israelian	israelita	ADJ;INDF;FEM;PL	N;MASC;PL
ken	ken	ken	ken	PROPN	N;MASC;SG
remarcabil	notáveis	remarcabil	notável	ADJ;INDF;MASC;SG	ADJ;MASC;PL
remarcabil	pendentes	remarcabil	pendente	ADJ;INDF;MASC;SG	N;MASC;PL
subdivizate	subdividido	subdiviza	subdividido	ADJ;INDF;FEM;PL	V;MASC;SG;V.PTCP
biologice	biológica	biologic	biológico	ADJ;INDF;FEM;PL	ADJ;FEM;SG
biologice	biológicas	biologic	biológico	ADJ;INDF;FEM;PL	N;FEM;PL
biologice	biológico	biologic	biológico	ADJ;INDF;FEM;PL	ADJ;MASC;SG
stiut	sabia	sti	saber	ADJ;INDF;MASC;SG	V;IND;SG;3;IPFV;FIN
stiut	conhecia	sti	conhecer	ADJ;INDF;MASC;SG	V;IND;SG;3;IPFV;FIN
stiut	sabiam	sti	saber	ADJ;INDF;MASC;SG	V;IND;PL;3;IPFV;FIN
regulate	regular	regulat	regular	ADJ;INDF;FEM;PL	ADJ;MASC;SG
rwanda	ruanda	rwanda	ruanda	PROPN	N;FEM;SG
ciudat	estranha	ciudat	estranho	ADV	ADJ;FEM;SG
ciudat	strange	ciudat	strange	ADV	N;MASC;SG
ciudat	estranho	ciudat	estranho	ADV	ADJ;MASC;SG
ciudat	esquisito	ciudat	esquisito	ADV	ADJ;MASC;SG
ciudat	estranha	ciudat	estranho	ADV	ADJ;FEM;SG
ciudat	estranho	ciudat	estranho	ADV	ADJ;MASC;SG
ciudat	esquisita	ciudat	esquisito	ADV	ADJ;FEM;SG
ciudat	ímpares	ciudat	ímpar	ADV	N;MASC;PL
ciudat	estranho	ciudat	estranho	ADV	ADJ;MASC;SG
ciudat	ímpar	ciudat	ímpar	ADV	ADJ;MASC;SG
indreapta	endireita	indreaptă	endireita	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PRS;FIN
productions	produções	productions	produção	N;INDF;MASC;SG	N;FEM;PL
mal	mal	mal	mal	N;INDF;MASC;SG	ADV
tower	torre	tower	torre	PROPN	N;FEM;SG
tower	tower	tower	tower	PROPN	N;MASC;SG
prada	presas	pradă	prender	N;DEF;FEM;SG	V;FEM;PL;V.PTCP
prada	presa	pradă	presa	N;DEF;FEM;SG	V;FEM;SG;V.PTCP
prada	presas	pradă	prender	N;DEF;FEM;SG	V;FEM;PL;V.PTCP
prada	presa	pradă	presa	N;DEF;FEM;SG	V;FEM;SG;V.PTCP
feb	fev	feb	faver		N;MASC;SG
feb	fevereiro	feb	fevereiro		N;MASC;SG
