ψωμί	pães	ψωμί	pão	N;NOM;NEUT;SG	N;MASC;PL
εγκρίνει	aprove	εγκρίνω	aprovar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;SBJV;SG;3;PRS;FIN
οσμή	cheirar	οσμή	cheirar	N;NOM;FEM;SG	V;NFIN
οσμή	cheira	οσμή	cheira	N;NOM;FEM;SG	V;IND;SG;3;PRS;FIN
καίσαρ	caesar	καίσαρ	caesar	PROPN;NOM;MASC;SG	N;MASC;SG
καίσαρ	cesar	καίσαρ	cesar	PROPN;NOM;MASC;SG	N;MASC;SG
καίσαρ	césar	καίσαρ	césar	PROPN;NOM;MASC;SG	N;MASC;SG
συμπλήρωση	completar	συμπλήρωση	completar	N;ACC;FEM;SG	V;NFIN
συμπλήρωση	completando	συμπλήρωση	completar	N;ACC;FEM;SG	V;V.MSDR
συμπλήρωση	complementar	συμπλήρωση	complementar	N;ACC;FEM;SG	ADJ;MASC;SG
συμπλήρωση	suplementos	συμπλήρωση	suplemento	N;ACC;FEM;SG	N;MASC;PL
κλαύδιος	cláudio	κλαύδιος	cláudio	PROPN;NOM;MASC;SG	N;MASC;SG
στίχος	versos	στίχος	verso	N;NOM;MASC;SG	N;MASC;PL
πρόσληψη	contratando	πρόσληψη	contratar	N;ACC;FEM;SG	V;V.MSDR
πρόσληψη	contratações	πρόσληψη	contratação	N;ACC;FEM;SG	N;FEM;PL
μπιπ	apitar	μπιπ	apitar		V;NFIN
μπιπ	apitar	μπιπ	apitar		V;NFIN
επισκέψεις	visita	επίσκεψη	visita	N;NOM;FEM;PL	N;FEM;SG
επέζησε	sobrevive	επιζώ	sobreviver	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PRS;FIN
επέζησε	sobrevivem	επιζώ	sobreviver	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;PL;3;PRS;FIN
επέζησε	sobreviva	επιζώ	sobrevivo	V;PFV;IND;SG;3;PST;FIN;ACT	V;SBJV;SG;3;PRS;FIN
επέζησε	sobreviveram	επιζώ	sobreviver	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;PL;3;FIN
σοσιαλιστικής	socialistas	σοσιαλιστικός	socialista	ADJ;GEN;FEM;SG	N;MASC;PL
σοσιαλιστικής	socialista	σοσιαλιστικός	socialista	ADJ;GEN;FEM;SG	N;MASC;SG
ζημιά	danificado	ζημιά	danificar	N;ACC;FEM;SG	V;MASC;SG;V.PTCP
ζημιά	danificadas	ζημιά	danificar	N;ACC;FEM;SG	V;FEM;PL;V.PTCP
ζημιά	danificados	ζημιά	danificar	N;ACC;FEM;SG	V;MASC;PL;V.PTCP
ζημιά	danificada	ζημιά	danificar	N;ACC;FEM;SG	V;FEM;SG;V.PTCP
ζημιά	danos	ζημιά	dano	N;ACC;FEM;SG	N;MASC;PL
γιούρι	yuri	γιούρι	yuri		N;MASC;SG
γιούρι	uri	γιούρι	uri		N;MASC;SG
σκοτεινό	escura	σκοτεινός	escuro	N;NOM;NEUT;SG	ADJ;FEM;SG
σκοτεινό	sombrio	σκοτεινός	sombrio	N;NOM;NEUT;SG	ADJ;MASC;SG
σκοτεινό	escuro	σκοτεινός	escuro	N;NOM;NEUT;SG	ADJ;MASC;SG
λεωφορεία	ônibus	λεωφορείο	ônibus	N;NOM;NEUT;PL	N;MASC;SG
ζερμέν	germaine	ζερμέν	germaine		N;FEM;SG
πρόσθετα	aditivos	πρόσθετος	aditivo	ADV	N;MASC;PL
πρόσθετα	plugins	πρόσθετος	plugim	ADV	N;MASC;PL
κρατίδια	lander	κρατίδιο	lander	N;NOM;NEUT;PL	N;FEM;SG
τζέι	jay	τζέι	jay		N;MASC;SG
αμοιβαία	mútua	αμοιβαίος	mútuo	ADJ;NOM;FEM;SG	N;FEM;SG
αμοιβαία	mútuo	αμοιβαίος	mútuo	ADJ;NOM;FEM;SG	N;MASC;SG
συμπίπτει	coincida	συμπίζω	coincida	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;SBJV;SG;3;PRS;FIN
μπλάκμορ	blackmore	μπλάκμορ	blackmore		N;MASC;SG
λιβάδια	meadows	λιβάδιο	meadow	N;NOM;NEUT;PL	N;MASC;SG
αλγεβρική	algébrica	αλγεβρικός	algébrico	ADJ;NOM;FEM;SG	N;FEM;SG
τρίτες	terças	τρίτος	terça	NUM;NOM;FEM;PL	N;FEM;PL
βυθίστηκε	afundaram	βυθίζω	afundar	V;PFV;IND;SG;3;PST;FIN;PASS	V;IND;PL;3;FIN
βυθίστηκε	afundaram	βυθίζω	afundar	V;PFV;IND;SG;3;PST;FIN;PASS	V;IND;PL;3;FIN
ενδιαφέρουσα	interessantes	ενδιαφέρων	interessante	ADJ;NOM;FEM;SG	ADJ;MASC;PL
μπουτάν	butão	μπουτάν	butão		N;MASC;SG
αιώνια	eterno	αιώνιος	eterno	N;NOM;FEM;SG	ADJ;MASC;SG
αιώνια	eternos	αιώνιος	eterno	N;NOM;FEM;SG	ADJ;MASC;PL
αιώνια	eterno	αιώνιος	eterno	N;NOM;FEM;SG	ADJ;MASC;SG
αιώνια	eternas	αιώνιος	eterno	N;NOM;FEM;SG	ADJ;FEM;PL
αιώνια	eternos	αιώνιος	eterno	N;NOM;FEM;SG	ADJ;MASC;PL
αιώνια	eternamente	αιώνιος	eternamente	N;NOM;FEM;SG	ADV
λοατ	lgbt	λοατ	lgbt	N;NOM;NEUT;PL	N;MASC;SG
λοατ	homossexualidade	λοατ	homossexualidade	N;NOM;NEUT;PL	N;FEM;SG
γιοχάνες	johannes	γιοχάνη	johanne	PROPN;NOM;MASC;SG	N;MASC;SG
ανακατασκευή	reconstruir	ανακατασκευή	reconstruir	N;NOM;FEM;SG	V;NFIN
βασανιστήρια	tortura	βασανιστήρι	tortura	N;NOM;NEUT;PL	N;FEM;SG
βασανιστήρια	torturar	βασανιστήρι	torturar	N;NOM;NEUT;PL	V;NFIN
κάλτσιο	calcio	κάλτσιος	calcio		N;MASC;SG
κρατούμενοι	detidos	κρατούμενος	deter	N;NOM;MASC;PL	V;MASC;PL;V.PTCP
χαλκιδική	calcídica	χαλκιδικός	calcídico	ADJ;NOM;FEM;SG	N;FEM;SG
τοσκάνης	toscana	τοσκάνη	toscana	PROPN;GEN;FEM;SG	N;FEM;SG
σύνθετο	composto	σύνθετος	compor	ADJ;NOM;NEUT;SG	V;MASC;SG;V.PTCP
σύνθετο	compósitos	σύνθετος	compósito	ADJ;NOM;NEUT;SG	N;MASC;PL
σύνθετο	complexas	σύνθετος	complexo	ADJ;NOM;NEUT;SG	ADJ;FEM;PL
σύνθετο	complexos	σύνθετος	complexo	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
μειονότητα	minorias	μειονότητα	minoria	N;ACC;FEM;SG	N;FEM;PL
ήπια	ligeira	ήπιος	ligeira	ADJ;NOM;FEM;SG	N;FEM;SG
ήπια	bebia	ήπιος	beber	ADJ;NOM;FEM;SG	V;IND;SG;3;IPFV;FIN
ήπια	bebeu	ήπιος	beber	ADJ;NOM;FEM;SG	V;IND;SG;3;PST;FIN
ήπια	beberam	ήπιος	beber	ADJ;NOM;FEM;SG	V;IND;PL;3;FIN
ήπια	bebi	ήπιος	beber	ADJ;NOM;FEM;SG	V;IND;SG;1;PST;FIN
προσωρινός	interino	προσωρινός	interino	ADJ;NOM;MASC;SG	N;MASC;SG
προσωρινός	provisório	προσωρινός	provisório	ADJ;NOM;MASC;SG	N;MASC;SG
προσωρινός	intercalar	προσωρινός	intercalar	ADJ;NOM;MASC;SG	V;NFIN
προσωρινός	temporários	προσωρινός	temporário	ADJ;NOM;MASC;SG	N;MASC;PL
προσωρινός	temporariamente	προσωρινός	temporariamente	ADJ;NOM;MASC;SG	ADV
προσωρινός	temporárias	προσωρινός	temporário	ADJ;NOM;MASC;SG	ADJ;FEM;PL
προσωρινός	provisório	προσωρινός	provisório	ADJ;NOM;MASC;SG	N;MASC;SG
προσωρινός	provisórias	προσωρινός	provisório	ADJ;NOM;MASC;SG	ADJ;FEM;PL
προσωρινός	provisória	προσωρινός	provisório	ADJ;NOM;MASC;SG	N;FEM;SG
προσωρινός	provisórios	προσωρινός	provisório	ADJ;NOM;MASC;SG	N;MASC;PL
ανέβασε	carregadas	αναβάζω	carregar	V;PFV;IND;SG;3;PST;FIN;ACT	V;FEM;PL;V.PTCP
ανέβασε	carregados	αναβάζω	carregar	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;PL;V.PTCP
κυριαρχούν	domine	κυριαρχώ	domine	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;SBJV;SG;3;PRS;FIN
όνειρα	sonhar	όνειρα	sonhar	N;NOM;NEUT;PL	V;NFIN
όνειρα	dream	όνειρα	dream	N;NOM;NEUT;PL	N;MASC;SG
όνειρα	sonho	όνειρα	sonho	N;NOM;NEUT;PL	N;MASC;SG
όνειρα	sonha	όνειρα	sonhar	N;NOM;NEUT;PL	V;IND;SG;3;PRS;FIN
όνειρα	dreams	όνειρα	dreams	N;NOM;NEUT;PL	N;MASC;SG
συμμαχικές	aliado	συμμαχικός	aliar	ADJ;NOM;FEM;PL	V;MASC;SG;V.PTCP
συμμαχικές	aliadas	συμμαχικός	aliar	ADJ;NOM;FEM;PL	V;FEM;PL;V.PTCP
συμμαχικές	aliada	συμμαχικός	aliar	ADJ;NOM;FEM;PL	V;FEM;SG;V.PTCP
συμμαχικές	aliados	συμμαχικός	aliado	ADJ;NOM;FEM;PL	V;MASC;PL;V.PTCP
μέγαρα	mansões	μέγαρο	mansão	ADV	N;FEM;PL
βασικού	básicas	βασικός	básico	ADJ;GEN;NEUT;SG	N;FEM;PL
βασικού	básica	βασικός	básico	ADJ;GEN;NEUT;SG	N;FEM;SG
βασικού	basic	βασικός	basic	ADJ;GEN;NEUT;SG	N;MASC;SG
βασικού	básicos	βασικός	básico	ADJ;GEN;NEUT;SG	N;MASC;PL
κρατουμένων	detidos	κρατούμενος	deter	N;GEN;MASC;PL	V;MASC;PL;V.PTCP
αποκαταστάθηκε	restaurados	αποκαθιστώ	restaurado	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;PL;V.PTCP
αναβάθμιση	atualizar	αναβάθμιση	atualizar	N;ACC;FEM;SG	V;NFIN
αναβάθμιση	atualize	αναβάθμιση	atualizar	N;ACC;FEM;SG	V;SBJV;SG;3;PRS;FIN
αναβάθμιση	atualizando	αναβάθμιση	atualizar	N;ACC;FEM;SG	V;V.MSDR
διαλύεται	dissolução	διαλύω	dissolução	V;IPFV;IND;SG;3;PRS;FIN;PASS	N;FEM;SG
τελικοί	finais	τελικός	final	ADJ;NOM;MASC;PL	N;MASC;PL
τελικοί	final	τελικός	final	ADJ;NOM;MASC;PL	N;MASC;SG
χωριστά	separado	χωριστώ	separar	ADV	V;MASC;SG;V.PTCP
χωριστά	separe	χωριστώ	separe	ADV	V;SBJV;SG;3;PRS;FIN
χωριστά	separado	χωριστώ	separar	ADV	V;MASC;SG;V.PTCP
χωριστά	separados	χωριστώ	separar	ADV	V;MASC;PL;V.PTCP
χωριστά	separar	χωριστώ	separar	ADV	V;NFIN
φίσερ	fisher	φίσερ	fisher		N;MASC;SG
φίσερ	fischer	φίσερ	fischer		N;MASC;SG
πολωνικά	polonês	πολωνικός	polonês	ADV	N;MASC;SG
πολωνικά	polaco	πολωνικός	polaco	ADV	N;MASC;SG
πολωνικά	polonesa	πολωνικός	polonesa	ADV	N;FEM;SG
κέιν	cain	κέιν	cain		N;MASC;SG
κέιν	caim	κέιν	cair		N;MASC;SG
κέιν	kane	κέιν	kane		N;MASC;SG
κέιν	caine	κέιν	caine		N;MASC;SG
ορθογώνιο	retangular	ορθογώνιο	retangular	N;GEN;FEM;PL	ADJ;MASC;SG
ορθογώνιο	retângulo	ορθογώνιο	retângulo	N;GEN;FEM;PL	N;MASC;SG
ορθογώνιο	rectângulo	ορθογώνιο	rectângulo	N;GEN;FEM;PL	N;MASC;SG
ορθογώνιο	retangular	ορθογώνιο	retangular	N;GEN;FEM;PL	ADJ;MASC;SG
ορθογώνιο	rectangular	ορθογώνιο	rectangular	N;GEN;FEM;PL	ADJ;MASC;SG
λάος	laos	λάος	lao	PROPN;NOM;NEUT;SG	N;MASC;SG
πανοραμική	panorâmicas	πανοραμικός	panorâmico	ADJ;NOM;FEM;SG	N;FEM;PL
πανοραμική	panorâmica	πανοραμικός	panorâmico	ADJ;NOM;FEM;SG	N;FEM;SG
πανοραμική	panorama	πανοραμικός	panorama	ADJ;NOM;FEM;SG	N;MASC;SG
φτωχή	coitado	φτωχή	coitado	ADJ;NOM;FEM;SG	V;MASC;SG;V.PTCP
φτωχή	pobres	φτωχή	pobre	ADJ;NOM;FEM;SG	N;MASC;PL
στίχο	versos	στίχος	verso	N;ACC;NEUT;SG	N;MASC;PL
φρανκφούρτη	frankfurt	φρανκφούρτης	frankfurt	PROPN;NOM;FEM;SG	N;MASC;SG
φρανκφούρτη	francoforte	φρανκφούρτης	francoforte	PROPN;NOM;FEM;SG	N;MASC;SG
μυστήρια	mistérios	μυστήριος	mistério	ADV	N;MASC;PL
καταδίκασε	condenados	καταδικάζω	condenar	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;PL;V.PTCP
περιφερειακά	periféricos	περιφερειακός	periférico	ADV	N;MASC;PL
περιφερειακά	regionais	περιφερειακός	regional	ADV	N;MASC;PL
περιφερειακά	regional	περιφερειακός	regional	ADV	N;MASC;SG
βαβυλώνα	babylon	βαβυλώνας	babylon	PROPN;GEN;MASC;PL	N;MASC;SG
βαβυλώνα	babilónia	βαβυλώνας	babilónia	PROPN;GEN;MASC;PL	N;FEM;SG
βαβυλώνα	babilônia	βαβυλώνας	babilônia	PROPN;GEN;MASC;PL	N;FEM;SG
τραγικό	trágicas	τραγικός	trágico	ADJ;NOM;NEUT;SG	ADJ;FEM;PL
παπά	pregador	παπά	pregador	PROPN;NOM;MASC;SG	N;MASC;SG
παπά	priest	παπά	priest	PROPN;NOM;MASC;SG	N;MASC;SG
παπά	padre	παπά	padre	PROPN;NOM;MASC;SG	N;MASC;SG
παπά	sacerdote	παπά	sacerdote	PROPN;NOM;MASC;SG	N;MASC;SG
επιβεβαιώνεται	confirmaram	επιβεβαιώνω	confirmar	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IND;PL;3;FIN
επιβεβαιώνεται	confirmou	επιβεβαιώνω	confirmar	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IND;SG;3;PST;FIN
επιβεβαιώνεται	confirmados	επιβεβαιώνω	confirmar	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;MASC;PL;V.PTCP
παράγωγο	derivado	παράγωγος	derivado	N;NOM;NEUT;SG	V;MASC;SG;V.PTCP
παράγωγο	derivada	παράγωγος	derivar	N;NOM;NEUT;SG	V;FEM;SG;V.PTCP
ζυρίχη	zurique	ζυρίχη	zurique	PROPN;ACC;FEM;SG	N;MASC;SG
ζυρίχη	zurique	ζυρίχη	zurique	PROPN;ACC;FEM;SG	N;MASC;SG
συγνώμη	desculpe	συγνώμη	desculpar	N;VOC;FEM;SG	V;IND;SG;3;PRS;FIN
λουκ	lucas	λουκ	luca	N;NOM;NEUT;SG	N;MASC;PL
απαίτησε	exigi	απαιτώ	exigir	V;PFV;IND;SG;3;PST;FIN;ACT	INTJ
απαίτησε	exigia	απαιτώ	exigir	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;IPFV;FIN
βομβαρδισμό	bombardeios	βομβαρδισμός	bombardeio	N;ACC;MASC;SG	N;MASC;PL
βίαιη	violento	βίαιη	violento	N;NOM;FEM;SG	ADJ;MASC;SG
βίαιη	violentas	βίαιη	violento	N;NOM;FEM;SG	ADJ;FEM;PL
βίαιη	violentos	βίαιη	violento	N;NOM;FEM;SG	N;MASC;PL
βίαιη	violenta	βίαιη	violento	N;NOM;FEM;SG	ADJ;FEM;SG
ιονίου	jónico	ιονίος	jónico	PROPN;GEN;NEUT;SG	N;MASC;SG
καπετάνιος	capitã	καπετάνιος	capitã	ADJ;NOM;MASC;SG	N;FEM;SG
καπετάνιος	capitão	καπετάνιος	capitão	ADJ;NOM;MASC;SG	N;MASC;SG
καπετάνιος	capitão	καπετάνιος	capitão	ADJ;NOM;MASC;SG	N;MASC;SG
καπετάνιος	skipper	καπετάνιος	skipper	ADJ;NOM;MASC;SG	N;MASC;SG
κυκλικό	circulares	κυκλικός	circular	ADJ;NOM;NEUT;SG	N;MASC;PL
κυκλικό	circular	κυκλικός	circular	ADJ;NOM;NEUT;SG	N;MASC;SG
φίλε	cara	φίλομαι	cara	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;FEM;SG
φίλε	man	φίλομαι	man	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;MASC;SG
φίλε	pá	φίλομαι	pá	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;FEM;SG
φίλε	cara	φίλομαι	cara	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;FEM;SG
φίλε	homem	φίλομαι	homem	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;MASC;SG
ηφαιστειακή	vulcânica	ηφαιστειακός	vulcânico	ADJ;NOM;FEM;SG	N;FEM;SG
ηφαιστειακή	vulcânico	ηφαιστειακός	vulcânico	ADJ;NOM;FEM;SG	N;MASC;SG
παπούτσια	calçado	παπούτσι	calçar	N;NOM;NEUT;PL	N;MASC;SG
χόφμαν	hoffmann	χόφμαν	hoffmann		N;MASC;SG
χόφμαν	hoffmann	χόφμαν	hoffmann		N;MASC;SG
χόφμαν	hoffman	χόφμαν	hoffman		N;MASC;SG
οντάριο	ontário	οντάριο	ontário	PROPN;NOM;FEM;SG	N;MASC;SG
ακούσει	ouviram	ακούω	ouvir	V;IPFV;IND;SG;3;FIN;ACT	V;IND;PL;3;FIN
ακούσει	ouvi	ακούω	ouvir	V;IPFV;IND;SG;3;FIN;ACT	V;IND;SG;1;PST;FIN
γουίλσον	wilson	γουίλσον	wilson	PROPN;NOM;MASC;SG	N;MASC;SG
υποψηφίων	candidatas	υποψήφιος	candidatar	ADJ;GEN;FEM;PL	N;FEM;PL
υποψηφίων	candidatos	υποψήφιος	candidato	ADJ;GEN;FEM;PL	N;MASC;PL
στηβ	steve	στηβ	steve		PROPN;MASC;SG
πολύτιμα	precioso	πολύτιμα	precioso	ADV	ADJ;MASC;SG
πολύτιμα	precious	πολύτιμα	precious	ADV	N;MASC;SG
πολύτιμα	preciosa	πολύτιμα	precioso	ADV	ADJ;FEM;SG
πολύτιμα	preciosidade	πολύτιμα	preciosidade	ADV	N;FEM;SG
πολύτιμα	preciosos	πολύτιμα	precioso	ADV	ADJ;MASC;PL
φυσιολογική	normais	φυσιολογικός	normal	ADJ;NOM;FEM;SG	ADJ;MASC;PL
σταυροφόροι	cruzados	σταυροφόρος	cruzado	ADJ;NOM;MASC;PL	N;MASC;PL
θεόφιλος	teófilo	θεόφιλος	teófilo	ADJ;NOM;MASC;SG	N;MASC;SG
γουόλτερ	walter	γουόλτερ	walter	PROPN;NOM;MASC;SG	N;MASC;SG
άνετα	confortável	άνετα	confortável	ADV	ADJ;MASC;SG
άνετα	confortáveis	άνετα	confortável	ADV	ADJ;MASC;PL
άνετα	confortável	άνετα	confortável	ADV	ADJ;MASC;SG
άνετα	confortáveis	άνετα	confortável	ADV	ADJ;MASC;PL
οξφόρδη	oxford	οξφόρδη	oxford	PROPN;NOM;FEM;SG	N;MASC;SG
απορρίπτει	rejeitados	απορρίπτω	rejeitar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;MASC;PL;V.PTCP
ατλάντα	atlanta	ατλάντα	atlantar	PROPN;NOM;NEUT;SG	N;MASC;SG
γνωριμία	conhecido	γνωριμία	conhecido	N;ACC;FEM;SG	ADJ;MASC;SG
γνωριμία	conhecidos	γνωριμία	conhecido	N;ACC;FEM;SG	ADJ;MASC;PL
προσωρινό	temporários	προσωρινός	temporário	ADJ;NOM;NEUT;SG	N;MASC;PL
προσωρινό	temporariamente	προσωρινός	temporariamente	ADJ;NOM;NEUT;SG	ADV
προσωρινό	temporárias	προσωρινός	temporário	ADJ;NOM;NEUT;SG	ADJ;FEM;PL
προσωρινό	provisório	προσωρινός	provisório	ADJ;NOM;NEUT;SG	N;MASC;SG
προσωρινό	provisórias	προσωρινός	provisório	ADJ;NOM;NEUT;SG	ADJ;FEM;PL
προσωρινό	provisória	προσωρινός	provisório	ADJ;NOM;NEUT;SG	N;FEM;SG
προσωρινό	provisórios	προσωρινός	provisório	ADJ;NOM;NEUT;SG	N;MASC;PL
λιοντάρια	lions	λιοντάριο	lions	N;NOM;NEUT;PL	N;MASC;SG
μαρίνο	marino	μαρίνο	marino	PROPN;NOM;MASC;SG	N;MASC;SG
έντυπο	formar	έντυπο	formar	N;NOM;NEUT;SG	V;NFIN
μεταλλική	metálico	μεταλλικός	metálico	ADJ;NOM;FEM;SG	N;MASC;SG
μεταλλική	metálicas	μεταλλικός	metálico	ADJ;NOM;FEM;SG	N;FEM;PL
μεταλλική	metálicos	μεταλλικός	metálico	ADJ;NOM;FEM;SG	N;MASC;PL
συνεχές	contínua	συνεχής	contínuo	ADJ;NOM;NEUT;SG	N;FEM;SG
συνεχές	contínuo	συνεχής	contínuo	ADJ;NOM;NEUT;SG	N;MASC;SG
συνεχές	contínuas	συνεχής	contínuo	ADJ;NOM;NEUT;SG	ADJ;FEM;PL
συνεχές	contínuos	συνεχής	contínuo	ADJ;NOM;NEUT;SG	N;MASC;PL
συνεχές	continuum	συνεχής	continuum	ADJ;NOM;NEUT;SG	N;MASC;SG
συνεχές	contínuo	συνεχής	contínuo	ADJ;NOM;NEUT;SG	N;MASC;SG
επιφανειακή	superficiais	επιφανειακός	superficial	ADJ;NOM;FEM;SG	ADJ;MASC;PL
πνεύματα	aguardente	πνεύμα	aguardente	N;NOM;NEUT;PL	N;MASC;SG
αντουάν	antoine	αντούα	antoine	PROPN;NOM;MASC;SG	N;MASC;SG
λοίμωξη	infecções	λοίμωξη	infecção	N;ACC;FEM;SG	N;FEM;PL
εμίλ	emile	εγίλος	emilar	PROPN;NOM;MASC;SG	N;MASC;SG
εμίλ	émile	εγίλος	émile	PROPN;NOM;MASC;SG	N;MASC;SG
εμίλ	emílio	εγίλος	emílio	PROPN;NOM;MASC;SG	N;MASC;SG
εμίλ	emil	εγίλος	emil	PROPN;NOM;MASC;SG	N;MASC;SG
επαρκή	adequado	επαρκής	adequado	ADV	ADJ;MASC;SG
επαρκή	adequados	επαρκής	adequado	ADV	ADJ;MASC;PL
επαρκή	adequada	επαρκής	adequado	ADV	ADJ;FEM;SG
επαρκή	suficiente	επαρκής	suficiente	ADV	ADJ;MASC;SG
επαρκή	suficientes	επαρκής	suficiente	ADV	ADJ;MASC;PL
εβραϊκά	hebraico	εβραϊκά	hebraico	ADV	N;MASC;SG
εβραϊκά	hebraica	εβραϊκά	hebraica	ADV	N;FEM;SG
εβραϊκά	hebreu	εβραϊκά	hebreu	ADV	N;MASC;SG
εβραϊκά	hebreus	εβραϊκά	hebreu	ADV	N;MASC;PL
έγκυος	grávidas	έγκυος	grávido	N;NOM;MASC;SG	N;FEM;PL
κριμαία	crimeia	κριμαία	crimeio	PROPN;NOM;FEM;SG	N;FEM;SG
λάνκαστερ	lancaster	λάνκαστερ	lancaster	V;PFV;IND;PL;2;PST;FIN;PASS	N;MASC;SG
σύμμαχος	aliado	σύμμαχος	aliar	N;NOM;MASC;SG	V;MASC;SG;V.PTCP
σύμμαχος	aliada	σύμμαχος	aliar	N;NOM;MASC;SG	V;FEM;SG;V.PTCP
διανέμεται	distribuídas	διανέμω	distribuir	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;FEM;PL;V.PTCP
διανέμεται	distribuiu	διανέμω	distribuir	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IND;SG;3;PST;FIN
διανέμεται	distribuídos	διανέμω	distribuir	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;MASC;PL;V.PTCP
διασποράς	agregado	διασπορά	agregado	N;GEN;FEM;SG	V;MASC;SG;V.PTCP
διασποράς	aglomerado	διασπορά	aglomerar	N;GEN;FEM;SG	V;MASC;SG;V.PTCP
άρνολντ	arnold	άρνολντ	arnold		N;MASC;SG
μπέιζμπολ	beisebol	μπέιζμπολ	beisebol		N;MASC;SG
μπέιζμπολ	baseball	μπέιζμπολ	baseball		N;MASC;SG
μπέιζμπολ	basebol	μπέιζμπολ	basebol		N;MASC;SG
τζιμπουτί	djibuti	τζιμπουτί	djibuti	PROPN;NOM;NEUT;SG	N;MASC;SG
αντιτορπιλικό	destruidor	αντιτορπιλικό	destruidor		N;MASC;SG
αντιτορπιλικό	destroyer	αντιτορπιλικό	destroyer		N;MASC;SG
αντιτορπιλικό	destruidora	αντιτορπιλικό	destruidor		ADJ;FEM;SG
τζούνιορ	júnior	τζούνιορ	júnior	PROPN;NOM;NEUT;PL	N;MASC;SG
τζούνιορ	junior	τζούνιορ	junior	PROPN;NOM;NEUT;PL	N;MASC;SG
συνήθης	costume	συνήθης	costume	ADJ;NOM;FEM;SG	N;MASC;SG
δημιουργική	creative	δημιουργικός	creative	ADJ;NOM;FEM;SG	N;FEM;SG
δημιουργική	criativos	δημιουργικός	criativo	ADJ;NOM;FEM;SG	ADJ;MASC;PL
μπενφίκα	benfica	μπενφίκα	benfica		N;MASC;SG
κουν	khun	κλυ	khun		N;MASC;SG
κουν	kun	κλυ	kun		N;MASC;SG
κουν	kuhn	κλυ	kuhn		N;MASC;SG
ανοικοδόμηση	reconstruir	ανοικοδόμηση	reconstruir	N;ACC;FEM;SG	V;NFIN
μότσαρτ	mozart	μότσαρτ	mozart		N;MASC;SG
αλμπέρτο	alberto	αλμπέρτος	alberto		N;MASC;SG
πληρωμή	pagar	πληρωμή	pagar	N;NOM;FEM;SG	V;NFIN
πληρωμή	paga	πληρωμή	pagar	N;NOM;FEM;SG	V;FEM;SG;V.PTCP
πληρωμή	pague	πληρωμή	pagar	N;NOM;FEM;SG	V;SBJV;SG;3;PRS;FIN
ξενοφών	xenofonte	ξενοφή	xenofonte	N;GEN;FEM;PL	N;MASC;SG
υπόσχεση	promete	υπόσχεση	prometer	N;ACC;FEM;SG	V;IND;SG;3;PRS;FIN
υπόσχεση	prometa	υπόσχεση	prometer	N;ACC;FEM;SG	V;SBJV;SG;3;PRS;FIN
τουβαλού	tuvalu	τουβαλός	tuval	PROPN;NOM;MASC;SG	N;MASC;SG
τόνγκα	tonga	τόνγκα	tongo		N;FEM;SG
μπροστινό	frente	μπροστινός	frente	N;NOM;NEUT;SG	ADV
θηλαστικών	mamífero	θηλαστικός	mamífero	ADJ;GEN;NEUT;PL	N;MASC;SG
φόρου	impostos	φόρος	imposto	N;GEN;MASC;SG	N;MASC;PL
φόρου	imposto	φόρος	impor	N;GEN;MASC;SG	V;MASC;SG;V.PTCP
βερόνα	verona	βερόνας	verona	PROPN;NOM;FEM;SG	N;MASC;SG
πάρκερ	parker	πάρκερ	parker	PROPN;NOM;MASC;SG	N;MASC;SG
ενωμένη	unidas	ενώνω	unida	V;PFV;NOM;FEM;SG;V.PTCP;PASS	N;FEM;PL
ενωμένη	united	ενώνω	united	V;PFV;NOM;FEM;SG;V.PTCP;PASS	N;MASC;SG
ενωμένη	unidos	ενώνω	unido	V;PFV;NOM;FEM;SG;V.PTCP;PASS	N;MASC;PL
κινητά	móvel	κινητός	móvel	N;NOM;NEUT;PL	N;MASC;SG
κινητά	telemóvel	κινητός	telemóvel	N;NOM;NEUT;PL	N;MASC;SG
κινητά	celular	κινητός	celular	N;NOM;NEUT;PL	N;MASC;SG
