pietro	pietro	pietro	pietro	PROPN;NOM;SG	N;MASC;SG
ikuinen	forever	ikuinen	forever	ADJ;NOM;SG	N;SG
ikuinen	eternas	ikuinen	eterno	ADJ;NOM;SG	ADJ;FEM;PL
ikuinen	eternos	ikuinen	eterno	ADJ;NOM;SG	ADJ;MASC;PL
ikuinen	perpetua	ikuinen	perpetua	ADJ;NOM;SG	N;FEM;SG
ikuinen	perpetuo	ikuinen	perpetuo	ADJ;NOM;SG	
opettanut	enseñado	opettaa	enseñar	V;NOM;SG;V.PTCP;ACT	ADJ;MASC;SG;V.PTCP
lue	leído	lukea	leer	V;IMP;SG;2;FIN;ACT	ADJ;MASC;SG;V.PTCP
lue	lea	lukea	leer	V;IMP;SG;2;FIN;ACT	V;IMP;SG;3;FIN
lue	lectura	lukea	lectura	V;IMP;SG;2;FIN;ACT	N;FEM;SG
brysselissä	bruselas	brysseli	brusela	N;IN+ESS;SG	N;FEM;PL
juhli	célebre	juhlia	célebre	V;IND;SG;2;PST;FIN;ACT	ADJ;SG
juhli	celebrada	juhlia	celebrado	V;IND;SG;2;PST;FIN;ACT	ADJ;FEM;SG;V.PTCP
juhli	celebró	juhlia	celebrar	V;IND;SG;2;PST;FIN;ACT	V;IND;SG;3;PST;FIN
juhli	celebrado	juhlia	celebrado	V;IND;SG;2;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
juhli	celebra	juhlia	celebrar	V;IND;SG;2;PST;FIN;ACT	V;IND;SG;3;PRS;FIN
juhli	celebran	juhlia	celebrar	V;IND;SG;2;PST;FIN;ACT	V;IND;PL;3;PRS;FIN
juhli	celebre	juhlia	celebrar	V;IND;SG;2;PST;FIN;ACT	V;SBJV;SG;3;PRS;FIN
torpedo	torpedos	torpedo	torpedo	N;NOM;SG	N;MASC;PL
kostaa	revancha	kosta	revancha	V;IND;SG;FIN;ACT	N;FEM;SG
kostaa	venganza	kosta	venganza	V;IND;SG;FIN;ACT	N;FEM;SG
palestiinan	palestinos	palestiina	palestino	N;GEN;SG	N;MASC;PL
palestiinan	palestina	palestiina	palestino	N;GEN;SG	ADJ;FEM;SG
palestiinan	palestinos	palestiina	palestino	N;GEN;SG	N;MASC;PL
palestiinan	palestina	palestiina	palestino	N;GEN;SG	ADJ;FEM;SG
palestiinan	palestinas	palestiina	palestino	N;GEN;SG	ADJ;FEM;PL
napoli	napoli	napoli	napoli		N;MASC;SG
litran	litros	litra	litro	N;GEN;SG	N;MASC;PL
laskeutui	aterrizaron	laskeutua	aterrizar	V;IND;SG;3;PST;FIN;ACT	V;IND;PL;3;PST;FIN
laskeutui	desembarcado	laskeutua	desembarcado	V;IND;SG;3;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
laskeutui	aterrizado	laskeutua	aterrizado	V;IND;SG;3;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
heikentää	debilitamiento	heikentää	debilitamiento	V;IND;SG;3;PRS;FIN;ACT	N;MASC;SG
heikentää	debilitan	heikentää	debilitar	V;IND;SG;3;PRS;FIN;ACT	V;IND;PL;3;PRS;FIN
mikki	mic	mikki	mic	N;NOM;SG	
mikki	cmi	mikki	cmi	N;NOM;SG	
leviää	propagación	levitä	propagación	V;IND;SG;3;PRS;FIN;ACT	N;FEM;SG
leviää	diferenciales	levitä	diferencial	V;IND;SG;3;PRS;FIN;ACT	ADJ;PL
valmistajan	fabricantes	valmistaja	fabricante	N;GEN;SG	N;PL
pascal	pascal	pascal	pascal	N;NOM;SG	PROPN
jamesin	james	jameta	jame	V;IND;SG;1;PST;FIN;ACT	PROPN
jamesin	santiago	jameta	santiago	V;IND;SG;1;PST;FIN;ACT	N;MASC;SG
jamesin	jaime	jameta	jaime	V;IND;SG;1;PST;FIN;ACT	PROPN
jamesin	jacobo	jameta	jacobo	V;IND;SG;1;PST;FIN;ACT	N;MASC;SG
islannissa	islandia	islanti	islandia	N;IN+ESS;SG	ADJ;FEM;SG
maaperän	suelos	maa#perä	suelo	N;GEN;SG	N;MASC;PL
leif	leif	leif	leif	PROPN;NOM;SG	PROPN
polven	rodillas	polvi	rodilla	N;GEN;SG	N;FEM;PL
stig	stig	stig	stig	PROPN;NOM;SG	N;MASC;SG
irving	irving	irving	irving		N;MASC;SG
pako	escapar	pako	escapar	N;NOM;SG	V;NFIN
pako	escapa	pako	escapar	N;NOM;SG	V;IND;SG;3;PRS;FIN
klassista	clásicos	klassinen	clásico	ADJ;PRT;SG	N;MASC;PL
klassista	clásicos	klassinen	clásico	ADJ;PRT;SG	N;MASC;PL
klassista	classic	klassinen	classic	ADJ;PRT;SG	N
irak	irak	irak	irak	PROPN;NOM;SG	N;FEM;SG
irak	iraq	irak	iraq	PROPN;NOM;SG	N;FEM;SG
välttämätöntä	indispensables	välttämätön	indispensable	ADJ;PRT;SG	ADJ;PL
välttämätöntä	inevitables	välttämätön	inevitable	ADJ;PRT;SG	ADJ;PL
välttämätöntä	esenciales	välttämätön	esencial	ADJ;PRT;SG	ADJ;PL
välttämätöntä	imprescindibles	välttämätön	imprescindible	ADJ;PRT;SG	ADJ;PL
välttämätöntä	necesidad	välttämätön	necesidad	ADJ;PRT;SG	N;FEM;SG
shin	shin	shin	shin	PROPN;NOM;SG	N;SG
laitettu	colocada	laittaa	colocado	V;NOM;SG;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
laitettu	colocados	laittaa	colocado	V;NOM;SG;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
laitettu	colocado	laittaa	colocado	V;NOM;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
asiakas	clientes	asiakas	cliente	N;NOM;SG	N;PL
asiakas	clientes	asiakas	cliente	N;NOM;SG	N;PL
kalusto	equipamientos	kalusto	equipamiento	N;NOM;SG	N;MASC;PL
kalusto	equipos	kalusto	equipo	N;NOM;SG	N;MASC;PL
kalusto	stock	kalusto	stock	N;NOM;SG	
kalusto	acciones	kalusto	acción	N;NOM;SG	N;FEM;PL
kalusto	existencias	kalusto	existencia	N;NOM;SG	N;FEM;PL
kalusto	flotas	kalusto	flota	N;NOM;SG	N;FEM;PL
suunnittelua	planificar	suunnittelu	planificar	N;PRT;SG	V;NFIN
kannattaja	partidario	kannattaja	partidario	N;NOM;SG	ADJ;MASC;SG
vaatteet	confección	vaate	confección	N;NOM;PL	N;FEM;SG
vaatteet	indumentaria	vaate	indumentaria	N;NOM;PL	N;FEM;SG
vaatteet	ropa	vaate	ropa	N;NOM;PL	N;FEM;SG
vaatteet	indumentaria	vaate	indumentaria	N;NOM;PL	N;FEM;SG
vaatteet	ropa	vaate	ropa	N;NOM;PL	N;FEM;SG
vaatteet	vestimenta	vaate	vestimenta	N;NOM;PL	N;FEM;SG
vaatteet	ropa	vaate	ropa	N;NOM;PL	N;FEM;SG
burkina	burkina	burki	burkina	N;FRML;SG	ADJ;SG
spede	cursi	spede	cursi	PROPN;NOM;SG	ADJ;SG
rauhallinen	calma	rauhallinen	calma	ADJ;NOM;SG	N;FEM;SG
rauhallinen	pacíficos	rauhallinen	pacífico	ADJ;NOM;SG	ADJ;MASC;PL
cornelius	cornelio	cornelius	cornelio	N;NOM;SG	PROPN
sekoitus	mezcle	sekoitus	mezcle	N;NOM;SG	V;SBJV;SG;3;FIN
sekoitus	mezclar	sekoitus	mezclar	N;NOM;SG	V;NFIN
keskeytettiin	abortado	keskeyttää	abortado	V;IND;PST;FIN;PASS	ADJ;MASC;SG;V.PTCP
keskeytettiin	interrumpida	keskeyttää	interrumpido	V;IND;PST;FIN;PASS	ADJ;FEM;SG;V.PTCP
fernández	fernández	fernández	fernández	N;NOM;SG	PROPN
scottin	scott	scott	scott	N;GEN;SG	PROPN
zur	zur	zur	zur	PROPN;NOM;SG	PROPN
taloudelliset	económico	taloudellinen	económico	ADJ;NOM;PL	ADJ;MASC;SG
taloudelliset	economico	taloudellinen	economico	ADJ;NOM;PL	ADJ;MASC;SG
taloudelliset	económica	taloudellinen	económico	ADJ;NOM;PL	ADJ;FEM;SG
vaadi	requiere	vaatia	requerir	V;IMP;SG;2;FIN;ACT	V;IND;SG;3;PRS;FIN
vaadi	requieren	vaatia	requerir	V;IMP;SG;2;FIN;ACT	V;IND;PL;3;PRS;FIN
vaadi	exigencia	vaatia	exigencia	V;IMP;SG;2;FIN;ACT	N;FEM;SG
vaadi	demanda	vaatia	demanda	V;IMP;SG;2;FIN;ACT	N;FEM;SG
lääketieteellinen	medico	lääke#tieteellinen	medico	ADJ;NOM;SG	N;MASC;SG
lääketieteellinen	médicas	lääke#tieteellinen	médico	ADJ;NOM;SG	ADJ;FEM;PL
lääketieteellinen	médicos	lääke#tieteellinen	médico	ADJ;NOM;SG	N;MASC;PL
lääketieteellinen	medicina	lääke#tieteellinen	medicina	ADJ;NOM;SG	N;FEM;SG
lääketieteellinen	médico	lääke#tieteellinen	médico	ADJ;NOM;SG	N;MASC;SG
henkilökohtaisia	personal	henkilö#kohtainen	personal	ADJ;PRT;PL	ADJ;SG
konserni	agrupar	konserni	agrupar	N;NOM;SG	V;NFIN
muuttaminen	cambiar	muuttaminen	cambiar	N;NOM;SG	V;NFIN
muuttaminen	cambiando	muuttaminen	cambiar	N;NOM;SG	V;V.MSDR
muuttaminen	cambiante	muuttaminen	cambiante	N;NOM;SG	ADJ;SG
rod	vara	rod	vara	PROPN;NOM;SG	N;FEM;SG
rod	rod	rod	rod	PROPN;NOM;SG	PROPN
rod	varilla	rod	varilla	PROPN;NOM;SG	N;FEM;SG
rod	caña	rod	caña	PROPN;NOM;SG	N;FEM;SG
mats	mats	mats	mat	PROPN;NOM;SG	N;SG
göran	göran	göran	gíran	PROPN;NOM;SG	PROPN
jeffrey	jeffrey	jeffrey	jeffrey	PROPN;NOM;SG	PROPN
oilers	oilers	oilers	oiler	N;NOM;SG	N;MASC;PL
arviot	estimados	arvio	estimado	N;NOM;PL	ADJ;MASC;PL;V.PTCP
arviot	reseña	arvio	reseñar	N;NOM;PL	N;FEM;SG
arviot	salientes	arvio	saliente	N;NOM;PL	ADJ;PL
mua	mua	minä	mucho	PRO;PRT;SG	INTJ
uskontoa	religiones	uskonto	religión	N;PRT;SG	N;FEM;PL
gay	gays	gay	gay	N;NOM;SG	N;PL
gay	homosexual	gay	homosexual	N;NOM;SG	ADJ;SG
maanpaossa	exiliado	maan#pako	exiliado	N;IN+ESS;SG	ADJ;MASC;SG;V.PTCP
maanpaossa	exiliado	maan#pako	exiliado	N;IN+ESS;SG	ADJ;MASC;SG;V.PTCP
maanpaossa	exiliados	maan#pako	exiliado	N;IN+ESS;SG	ADJ;MASC;PL;V.PTCP
aikaisempi	antes	aikainen	antes	ADJ;NOM;CMPR;SG	ADV
aikaisempi	anteriormente	aikainen	anteriormente	ADJ;NOM;CMPR;SG	ADV
aikaisempi	anteriores	aikainen	anterior	ADJ;NOM;CMPR;SG	ADJ;PL
rauhoitettu	sedado	rauhoittaa	sedar	V;NOM;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
kuvaan	filmando	kuva	filmar	N;IN+ALL;SG	V;V.MSDR
kuvaan	grabando	kuva	grabar	N;IN+ALL;SG	V;V.MSDR
puhelimen	teléfonos	puhelin	teléfono	N;GEN;SG	N;MASC;PL
siniset	blue	sininen	blue	ADJ;NOM;PL	N
siniset	azul	sininen	azul	ADJ;NOM;PL	ADJ;SG
tunnustusta	reconocimientos	tunnustus	reconocimiento	N;PRT;SG	N;MASC;PL
kanavaa	canalizar	kanava	canalizar	N;PRT;SG	V;NFIN
kanavaa	canales	kanava	canal	N;PRT;SG	N;MASC;PL
arvoitus	misteriosa	arvoitus	misterioso	N;NOM;SG	ADJ;FEM;SG
arvoitus	misterios	arvoitus	misterio	N;NOM;SG	N;MASC;PL
arvoitus	misterioso	arvoitus	misterioso	N;NOM;SG	ADJ;MASC;SG
arvoitus	rompecabezas	arvoitus	rompecabeza	N;NOM;SG	N;FEM;PL
kaupassa	almacenar	kauppa	almacenar	N;IN+ESS;SG	V;NFIN
keskustelut	debate	keskustelu	debate	N;NOM;PL	N;MASC;SG
luca	luca	luca	luca	PROPN;NOM;SG	PROPN
ehkäpä	quizas	ehkäpä	quiza	ADV	N;FEM;SG
samantha	samantha	samantha	samantha	PROPN;NOM;SG	N;FEM;SG
ankara	ankara	ankara	ankara	ADJ;NOM;SG	N;FEM;SG
ankara	estrictas	ankara	estricto	ADJ;NOM;SG	ADJ;FEM;PL
ankara	estrictos	ankara	estricto	ADJ;NOM;SG	ADJ;MASC;PL
ankara	severas	ankara	severo	ADJ;NOM;SG	ADJ;FEM;PL
chapman	chapman	chapma	chapman	PROPN;NOM;SG	N;MASC;SG
dale	dale	dale	daler	PROPN;NOM;SG	V;IMP;SG;2;PRS;FIN
jürgen	jürgen	jürki	jürgen	PROPN;NOM;SG	N;SG
rich	rico	rich	rico	PROPN;NOM;SG	ADJ;MASC;SG
rich	ricas	rich	rico	PROPN;NOM;SG	ADJ;FEM;PL
rich	rich	rich	rich	PROPN;NOM;SG	PROPN
rich	ricos	rich	rico	PROPN;NOM;SG	N;MASC;PL
rich	rica	rich	rico	PROPN;NOM;SG	ADJ;FEM;SG
syytetty	acusado	syyttää	acusado	V;NOM;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
syytetty	acusada	syyttää	acusado	V;NOM;SG;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
syytetty	acusados	syyttää	acusado	V;NOM;SG;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
syytetty	demandado	syyttää	demandar	V;NOM;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
syytetty	acusado	syyttää	acusado	V;NOM;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
syytetty	demandada	syyttää	demandado	V;NOM;SG;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
syytetty	acusada	syyttää	acusado	V;NOM;SG;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
amos	amos	amos	amo	PROPN;NOM;SG	N;MASC;PL
pakollinen	obligatoriedad	pakollinen	obligatoriedad	ADJ;NOM;SG	N;FEM;SG
pakollinen	obligatorios	pakollinen	obligatorio	ADJ;NOM;SG	ADJ;MASC;PL
pakollinen	obligatorias	pakollinen	obligatorio	ADJ;NOM;SG	ADJ;FEM;PL
pakollinen	obligatoriedad	pakollinen	obligatoriedad	ADJ;NOM;SG	N;FEM;SG
pakollinen	obligatorios	pakollinen	obligatorio	ADJ;NOM;SG	ADJ;MASC;PL
pakollinen	obligatorias	pakollinen	obligatorio	ADJ;NOM;SG	ADJ;FEM;PL
pakollinen	obligatoriedad	pakollinen	obligatoriedad	ADJ;NOM;SG	N;FEM;SG
pakollinen	obligatorios	pakollinen	obligatorio	ADJ;NOM;SG	ADJ;MASC;PL
pakollinen	obligatorias	pakollinen	obligatorio	ADJ;NOM;SG	ADJ;FEM;PL
suositellaan	recomendado	suositella	recomendado	V;IND;PRS;FIN;PASS	ADJ;MASC;SG;V.PTCP
suositellaan	recomendada	suositella	recomendado	V;IND;PRS;FIN;PASS	ADJ;FEM;SG;V.PTCP
suositellaan	recomendable	suositella	recomendable	V;IND;PRS;FIN;PASS	ADJ;SG
suositellaan	recomendados	suositella	recomendado	V;IND;PRS;FIN;PASS	ADJ;MASC;PL;V.PTCP
suositellaan	recomendó	suositella	recomendar	V;IND;PRS;FIN;PASS	V;IND;SG;3;PST;FIN
teräs	aceros	teräs	acero	N;NOM;SG	N;MASC;PL
kohtauksia	incautación	kohtaus	incautación	N;PRT;PL	N;FEM;SG
pelaaminen	videojuegos	pelaaminen	videojuego	N;NOM;SG	N;MASC;PL
pelaaminen	juegos	pelaaminen	juego	N;NOM;SG	N;MASC;PL
pelaaminen	apostando	pelaaminen	apostar	N;NOM;SG	V;V.MSDR
pelaaminen	apostar	pelaaminen	apostar	N;NOM;SG	V;NFIN
pelaaminen	apuestas	pelaaminen	apuesta	N;NOM;SG	N;FEM;PL
nielsen	nielson	nielsä	nielson	N;GEN;SG	PROPN
nielsen	nielsen	nielsä	nielsen	N;GEN;SG	N;PL
onnellinen	felices	onnellinen	feliz	ADJ;NOM;SG	ADJ;PL
onnellinen	happy	onnellinen	happy	ADJ;NOM;SG	N
omaisuus	propiedades	omaisuus	propiedad	N;NOM;SG	N;FEM;PL
omaisuus	activos	omaisuus	activo	N;NOM;SG	N;MASC;PL
omaisuus	bienes	omaisuus	bien	N;NOM;SG	N;MASC;PL
omaisuus	activo	omaisuus	activo	N;NOM;SG	ADJ;MASC;SG
åke	åke	åke	pke	PROPN;NOM;SG	
åke	ake	åke	ake	PROPN;NOM;SG	
hector	hector	hector	hector	PROPN;NOM;SG	N;MASC;SG
hector	héctor	hector	héctor	PROPN;NOM;SG	N;MASC;SG
perustelu	razonar	perustelu	razonar	N;NOM;SG	V;NFIN
maaliskuu	marchen	maaliskuu	marchen	N;NOM;SG	V;IMP;PL;3;FIN
päällystetty	revestido	päällystää	revestirse	V;NOM;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
päällystetty	recubiertos	päällystää	recubrir	V;NOM;SG;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
päällystetty	recubierto	päällystää	recubierto	V;NOM;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
päällystetty	revestidos	päällystää	revestido	V;NOM;SG;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
trooppinen	trópico	trooppinen	trópico	ADJ;NOM;SG	N;MASC;SG
trooppinen	tropicales	trooppinen	tropical	ADJ;NOM;SG	ADJ;PL
dion	dion	dio	dion		PROPN
vastustajat	oponente	vastustaja	oponente	N;NOM;PL	N;SG
vastustajat	adversario	vastustaja	adversario	N;NOM;PL	N;MASC;SG
ajattelu	pensando	ajattelu	pensar	N;NOM;SG	V;V.MSDR
ajattelu	pensar	ajattelu	pensar	N;NOM;SG	V;NFIN
väitteet	argumentación	väite	argumentación	N;NOM;PL	N;FEM;SG
parametri	parámetros	parametri	parámetro	N;NOM;SG	N;MASC;PL
lisääntyy	aumento	lisääntyä	aumento	V;IND;SG;3;PRS;FIN;ACT	N;MASC;SG
lisääntyy	creciente	lisääntyä	creciente	V;IND;SG;3;PRS;FIN;ACT	ADJ;SG
testi	probar	testi	probar	N;NOM;SG	V;NFIN
testi	ensayos	testi	ensayo	N;NOM;SG	N;MASC;PL
testi	probando	testi	probar	N;NOM;SG	V;V.MSDR
testi	pruebas	testi	prueba	N;NOM;SG	N;FEM;PL
frankfurtin	francfort	frankfurt	francfort	N;GEN;SG	PROPN
bis	bis	bis	bis	N;NOM;SG	
havainnot	avistamiento	havainto	avistamiento	N;NOM;PL	N;MASC;SG
weber	weber	weber	weber	PROPN;NOM;SG	N;SG
oppiminen	aprender	oppiminen	aprender	N;NOM;SG	V;NFIN
oppiminen	aprendiendo	oppiminen	aprender	N;NOM;SG	V;V.MSDR
karttoja	mapa	kartta	mapa	N;PRT;PL	N;MASC;SG
mohammed	mohammed	mohammed	mohammed	PROPN;NOM;SG	N;MASC;SG
mohammed	mahoma	mohammed	mahomo	PROPN;NOM;SG	N;MASC;SG
mohammed	mohamed	mohammed	mohamed	PROPN;NOM;SG	N;MASC;SG
trinidad	trinidad	trinidad	trinidad	PROPN;NOM;SG	N;FEM;SG
bengt	bengt	bengt	bengt	PROPN;NOM;SG	PROPN
esine	objetar	esine	objetar	N;NOM;SG	V;NFIN
blade	hoja	blade	hoja		N;FEM;SG
blade	blade	blade	blade		N
blade	filo	blade	filo		N;MASC;SG
blade	espada	blade	espada		N;FEM;SG
blade	cuchilla	blade	cuchilla		N;FEM;SG
tutka	radares	tutka	radar	N;NOM;SG	N;MASC;PL
absoluuttinen	absolutas	absoluuttinen	absoluto	ADJ;NOM;SG	ADJ;FEM;PL
absoluuttinen	absolutos	absoluuttinen	absoluto	ADJ;NOM;SG	ADJ;MASC;PL
sten	sten	sten	sten	PROPN;NOM;SG	N
luota	trust	luottaa	trust	V;IMP;SG;2;FIN;ACT	N
luota	confianza	luottaa	confianza	V;IMP;SG;2;FIN;ACT	N;FEM;SG
luota	confía	luottaa	confiar	V;IMP;SG;2;FIN;ACT	V;IND;SG;3;PRS;FIN
luota	fideicomiso	luottaa	fideicomiso	V;IMP;SG;2;FIN;ACT	N;MASC;SG
syyriassa	siria	syyria	sirio	N;IN+ESS;SG	ADJ;FEM;SG
rangaistuksen	castigos	rangaistus	castigo	N;GEN;SG	N;MASC;PL
vaatimus	reclamar	vaatimus	reclamar	N;NOM;SG	V;NFIN
vaatimus	exigir	vaatimus	exigir	N;NOM;SG	V;NFIN
jefferson	jefferson	jefferson	jefferson	PROPN;NOM;SG	N;MASC;SG
kotkassa	kotka	kotka	kotka	N;IN+ESS;SG	
borg	borg	borg	borg	N;NOM;SG	PROPN
korttia	cartas	kortti	carta	N;PRT;SG	N;FEM;PL
korttia	naipes	kortti	naipe	N;PRT;SG	N;MASC;PL
korttia	tarjetas	kortti	tarjeta	N;PRT;SG	N;FEM;PL
kestävät	sostenible	kestävä	sostenible	V;IND;PL;3;PRS;FIN;ACT	ADJ;SG
kestävät	sustentable	kestävä	sustentable	V;IND;PL;3;PRS;FIN;ACT	ADJ;SG
kestävät	sostenibles	kestävä	sostenible	V;IND;PL;3;PRS;FIN;ACT	ADJ;PL
kestävät	duradera	kestävä	duradero	V;IND;PL;3;PRS;FIN;ACT	ADJ;FEM;SG
kestävät	duraderos	kestävä	duradero	V;IND;PL;3;PRS;FIN;ACT	ADJ;MASC;PL
kestävät	duraderas	kestävä	duradero	V;IND;PL;3;PRS;FIN;ACT	ADJ;FEM;PL
kestävät	duradero	kestävä	duradero	V;IND;PL;3;PRS;FIN;ACT	ADJ;MASC;SG
kestävät	duradera	kestävä	duradero	V;IND;PL;3;PRS;FIN;ACT	ADJ;FEM;SG
kestävät	duradero	kestävä	duradero	V;IND;PL;3;PRS;FIN;ACT	ADJ;MASC;SG
asiakkaan	clientes	asiakas	cliente	N;GEN;SG	N;PL
asiakkaan	clientes	asiakas	cliente	N;GEN;SG	N;PL
shaw	shaw	shaw	shaw	PROPN;NOM;SG	PROPN
edvin	edvin	edvin	edvin	N;NOM;SG	
oikeudenkäynnin	trial	oikeuden#käynti	trial	N;GEN;SG	
heikkeni	deteriorada	heiketä	deteriorado	V;IND;SG;3;PST;FIN;ACT	ADJ;FEM;SG;V.PTCP
heikkeni	deteriorado	heiketä	deteriorar	V;IND;SG;3;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
heikkeni	empeorado	heiketä	empeorado	V;IND;SG;3;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
haastaa	impugnación	haastaa	impugnación	V;IND;SG;3;PRS;FIN;ACT	N;FEM;SG
haastaa	challenge	haastaa	challenge	V;IND;SG;3;PRS;FIN;ACT	N;SG
haastaa	reto	haastaa	reto	V;IND;SG;3;PRS;FIN;ACT	N;MASC;SG
haastaa	desafio	haastaa	desafio	V;IND;SG;3;PRS;FIN;ACT	N;MASC;SG
haastaa	desafío	haastaa	desafío	V;IND;SG;3;PRS;FIN;ACT	N;MASC;SG
haastaa	desafiante	haastaa	desafiante	V;IND;SG;3;PRS;FIN;ACT	ADJ;SG
haastaa	sue	haastaa	ser	V;IND;SG;3;PRS;FIN;ACT	PROPN
blu	blu	blu	blu	N;NOM;SG	
latinalaisen	latinas	latinalainen	latina	ADJ;GEN;SG	ADJ;FEM;PL
latinalaisen	latino	latinalainen	latino	ADJ;GEN;SG	N;MASC;SG
latinalaisen	latin	latinalainen	latin	ADJ;GEN;SG	N
latinalaisen	latín	latinalainen	latín	ADJ;GEN;SG	N;MASC;SG
tavaraa	cosas	tavara	cosa	N;PRT;SG	N;FEM;PL
tavaraa	mercancías	tavara	mercancía	N;PRT;SG	N;FEM;PL
tavaraa	mercaderías	tavara	mercadería	N;PRT;SG	N;FEM;PL
taistelija	guerrera	taistelija	guerrera	N;NOM;SG	ADJ;FEM;SG
taistelija	luchadora	taistelija	luchador	N;NOM;SG	ADJ;FEM;SG
kerroksen	capas	kerros	capa	N;GEN;SG	N;FEM;PL
projektia	proyectar	projekti	proyectar	N;PRT;SG	V;NFIN
vaihtoehtoinen	alternativos	vaihto#ehtoinen	alternativo	ADJ;NOM;SG	ADJ;MASC;PL
vaihtoehtoinen	alternativa	vaihto#ehtoinen	alternativa	ADJ;NOM;SG	N;FEM;SG
vaihtoehtoinen	suplente	vaihto#ehtoinen	suplente	ADJ;NOM;SG	N;SG
vaihtoehtoinen	suplentes	vaihto#ehtoinen	suplente	ADJ;NOM;SG	N;PL
vaihtoehtoinen	alternar	vaihto#ehtoinen	alternar	ADJ;NOM;SG	V;NFIN
vaihtoehtoinen	alternativa	vaihto#ehtoinen	alternativa	ADJ;NOM;SG	N;FEM;SG
taustaa	antecedentes	tausta	antecedente	N;PRT;SG	N;MASC;PL
jäänteet	remanentes	jäänne	remanente	N;NOM;PL	ADJ;PL
varoittaa	advertirles	varoittaa	advertirle	V;IND;SG;3;PRS;FIN;ACT	N;MASC;PL
myöntänyt	admitida	myöntää	admitido	V;NOM;SG;V.PTCP;ACT	ADJ;FEM;SG;V.PTCP
myöntänyt	admitidos	myöntää	admitido	V;NOM;SG;V.PTCP;ACT	ADJ;MASC;PL;V.PTCP
myöntänyt	admitido	myöntää	admitir	V;NOM;SG;V.PTCP;ACT	ADJ;MASC;SG;V.PTCP
rey	rey	rey	rey		N;MASC;SG
juoma	beber	juoma	beber	N;NOM;SG	V;NFIN
juoma	bebiendo	juoma	beber	N;NOM;SG	V;V.MSDR
juoma	beber	juoma	beber	N;NOM;SG	V;NFIN
juoma	beba	juoma	beba	N;NOM;SG	V;IND;SG;3;PRS;FIN
juoma	bebidas	juoma	bebida	N;NOM;SG	N;FEM;PL
saavutettiin	alcanzada	saavuttaa	alcanzar	V;IND;PST;FIN;PASS	ADJ;FEM;SG;V.PTCP
saavutettiin	alcanzadas	saavuttaa	alcanzado	V;IND;PST;FIN;PASS	ADJ;FEM;PL;V.PTCP
saavutettiin	alcanzados	saavuttaa	alcanzado	V;IND;PST;FIN;PASS	ADJ;MASC;PL;V.PTCP
saavutettiin	alcanzado	saavuttaa	alcanzado	V;IND;PST;FIN;PASS	ADJ;MASC;SG;V.PTCP
saavutettiin	alcanzada	saavuttaa	alcanzar	V;IND;PST;FIN;PASS	ADJ;FEM;SG;V.PTCP
saavutettiin	alcanzados	saavuttaa	alcanzado	V;IND;PST;FIN;PASS	ADJ;MASC;PL;V.PTCP
saavutettiin	logrado	saavuttaa	logrado	V;IND;PST;FIN;PASS	ADJ;MASC;SG;V.PTCP
saavutettiin	alcanzado	saavuttaa	alcanzado	V;IND;PST;FIN;PASS	ADJ;MASC;SG;V.PTCP
elliott	elliott	elliott	elliott	N;NOM;SG	PROPN
viikingit	vikingo	viikinki	vikingo	N;NOM;PL	N;MASC;SG
käytettyä	gastados	käyttää	gastado	V;PRT;SG;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
käytettyä	gastado	käyttää	gastar	V;PRT;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
matematiikkaa	mates	matematiikka	mate	N;PRT;SG	N;MASC;PL
matematiikkaa	matemáticas	matematiikka	matemático	N;PRT;SG	N;FEM;PL
matematiikkaa	matemático	matematiikka	matemático	N;PRT;SG	ADJ;MASC;SG
matematiikkaa	matemáticas	matematiikka	matemático	N;PRT;SG	N;FEM;PL
matematiikkaa	matemática	matematiikka	matemático	N;PRT;SG	ADJ;FEM;SG
matematiikkaa	mates	matematiikka	mate	N;PRT;SG	N;MASC;PL
matematiikkaa	matemáticas	matematiikka	matemático	N;PRT;SG	N;FEM;PL
matematiikkaa	matemática	matematiikka	matemático	N;PRT;SG	ADJ;FEM;SG
