loại	type	loại	type	N	
gửi	υποταγή	gửi	υποταγή	V	N;ACC;FEM;SG
gửi	υποβολή	gửi	υποβολή	V	N;NOM;FEM;SG
gửi	αποστολή	gửi	αποστολή	V	N;NOM;FEM;SG
gửi	υποβολή	gửi	υποβολή	V	N;NOM;FEM;SG
thụ	υπέρβαση	thụ	υπέρβαση	V	N;ACC;FEM;SG
thụ	υπερβολή	thụ	υπερβολή	V	N;NOM;FEM;SG
cựu	πρώην	cựu	πρώην	N	ADV
dọa	τρομάρα	dọa	τρομάρα	V	N;NOM;MASC;SG
com	com	com	com	N	
nhớ	μις	nhớ	μιος	V	
nhớ	δεσποινίς	nhớ	δεσποινίς	V	N;NOM;FEM;SG
thoát	έξοδος	thoát	έξοδος	V	N;NOM;FEM;SG
thoát	έξοδο	thoát	έξοδος	V	N;ACC;FEM;SG
thoát	έξοδοι	thoát	έξοδος	V	N;NOM;MASC;PL
thoát	εξόδους	thoát	έξοδος	V	N;NOM;FEM;PL
thoát	διαφυγής	thoát	διαφυγή	V	N;GEN;FEM;SG
thoát	διαφυγή	thoát	διαφυγή	V	N;NOM;FEM;SG
thoát	απόδραση	thoát	απόδραση	V	N;NOM;FEM;SG
chảy	λιώσιμο	chảy	λιώσιμος	V	N;NOM;NEUT;SG
đẩy	push	đẩy	push	V	
tùy	εξαρτάται	tùy	εξαρτώ	PART	V;IPFV;IND;SG;3;PRS;FIN;PASS
vạn	προέλευση	vạn	προέλευση	ADJ	N;ACC;FEM;SG
vạn	καταγωγή	vạn	καταγωγή	ADJ	N;NOM;FEM;SG
trại	καμπ	trại	καμπ	N	
thuyền	πλοια	thuyền	πλοιο	N	DET;NOM;DEF;NEUT;PL
lượt	στροφή	lượt	στροφή		N;ACC;FEM;SG
lượt	ταξιδι	lượt	ταξιδι		N;NOM;FEM;SG
lượt	εκδρομή	lượt	εκδρομή		N;NOM;FEM;SG
lượt	τριπ	lượt	τριπ		
lượt	ταξίδι	lượt	ταξίδι		N;NOM;NEUT;SG
tan	ταν	tan	ο	V	N;SG
tan	μαύρισμα	tan	μαύρισμα	V	N;NOM;NEUT;SG
vuông	τετράγωνο	vuông	τετράγωνος	ADJ	N;NOM;NEUT;SG
vuông	πλατεία	vuông	πλατεία	ADJ	N;NOM;FEM;SG
wiki	wiki	wiki	wiki	N	
nửa	μισά	nửa	μισό	NUM	ADV
nửa	μισό	nửa	μισός	NUM	N;NOM;NEUT;SG
nửa	μισά	nửa	μισό	NUM	ADV
nửa	μισή	nửa	μισός	NUM	N;ACC;FEM;SG
đan	πλέξιμο	đan	πλέξιμο		N;NOM;NEUT;SG
đan	εξαιρετικά	đan	εξαιρετικά		ADV
đan	εξαιρετικό	đan	εξαιρετικός		ADJ;NOM;NEUT;SG
đan	εξαιρετική	đan	εξαιρετικός		ADJ;NOM;FEM;SG
united	united	united	united	N	
united	ενωμένη	united	ενώνω	N	V;PFV;NOM;FEM;SG;V.PTCP;PASS
united	ενωμένοι	united	ενωμένος	N	V;PFV;NOM;MASC;PL;V.PTCP;PASS
united	ηνωμένο	united	ηνωμένος	N	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
iii	iii	iii	iii	NUM	
iii	ιιι	iii	ιιι	NUM	N
iii	γ΄	iii	γ΄	NUM	N
hung	κρέμασε	hung	κραμώνω	N	V;PFV;IND;SG;3;PST;FIN;ACT
hung	ουγγρική	hung	ουγγρικός	N	ADJ;NOM;FEM;SG
hung	ουγγρικό	hung	ουγγρικός	N	ADJ;NOM;NEUT;SG
ngụy	γουέι	ngụy	γουέι	V	
sài	σάι	sài	σει	N	
league	league	league	league	N	
league	λιγκ	league	λιγκ	N	
thẳng	ευθεία	thẳng	ευθεία	ADJ	N;NOM;FEM;SG
thẳng	ίσια	thẳng	ίσιος	ADJ	ADV
thẳng	στρέιτ	thẳng	στρέιτ	ADJ	N;NOM;MASC;SG
thẳng	κατευθείαν	thẳng	κατεύθεια	ADJ	ADV
vịnh	μπέι	vịnh	μπέι	N	
vịnh	bay	vịnh	bay	N	
kênh	channel	kênh	channel	N	
illinois	ιλινόις	illinois	ιλινόις	N	
mông	ass	mông	ass	N	
ngược	ανάποδα	ngược	ανάποδος	V	ADV
ngược	όπισθεν	ngược	οπίζω	V	ADV
ngược	αντίστροφο	ngược	αντίστροφος	V	N;NOM;NEUT;SG
ngược	αντίστροφη	ngược	αντίστροφος	V	ADJ;NOM;FEM;SG
ngược	αντιστροφή	ngược	αντιστροφή	V	N;NOM;FEM;SG
ngược	αναστροφή	ngược	αναστροφή	V	N;ACC;FEM;SG
ngược	αντίθετο	ngược	αντίθετο	V	ADJ;NOM;NEUT;SG
ngược	απέναντι	ngược	απέναντι	V	ADV
london	λονδίνο	london	λονδίνο		PROPN;NOM;NEUT;SG
london	london	london	london		
gắn	τρελούς	gắn	τρελός	V	N;ACC;MASC;PL
sáu	six	sáu	six	NUM	
tặng	δώστε	tặng	δώστε	V	N;ACC;FEM;SG
tặng	χάρισμα	tặng	χάρισμα	V	N;NOM;NEUT;SG
tặng	δώρο	tặng	δώρος	V	N;NOM;NEUT;SG
tặng	δωράκι	tặng	δωράκι	V	N;NOM;NEUT;SG
tắc	τσιμπούρι	tắc	τσιμπούρι	V	N;NOM;NEUT;SG
tắc	τικ	tắc	τικ	V	N;NOM;NEUT;PL
dọc	κάθετα	dọc	κάθετα	N	ADV
dọc	κατακόρυφα	dọc	κατακόρυφο	N	ADV
dọc	κάθετη	dọc	κάθετος	N	ADJ;NOM;FEM;SG
dọc	κατακόρυφα	dọc	κατακόρυφο	N	ADV
rgb	rgb	rgb	rgb	N	
dạy	διδασκαλία	dạy	διδασκαλία	V	N;NOM;FEM;SG
máu	blood	máu	blood	N	
tránh	αποφυγή	tránh	αποφυγή	V	N;DAT;FEM;SG
tránh	αποφυγή	tránh	αποφυγή	V	N;DAT;FEM;SG
sớm	νωρίς	sớm	νωρίς	ADJ	ADV
sớm	πρόωρη	sớm	πρόωρος	ADJ	N;NOM;FEM;SG
sớm	σύντομα	sớm	σύντομα	ADJ	ADV
mười	ten	mười	ten	NUM	
săn	hunt	săn	hunt	N	
săn	χαντ	săn	χαντ	N	PROPN;NOM;MASC;SG
tàng	parc	tàng	parc	N	
hungary	ουγγαρία	hungary	ουγγαρία	N	PROPN;ACC;FEM;SG
hungary	ουγγαρίας	hungary	ουγγαρία	N	PROPN;GEN;FEM;SG
hungary	ουγγρική	hungary	ουγγρικός	N	ADJ;NOM;FEM;SG
hungary	ουγγρικό	hungary	ουγγρικός	N	ADJ;NOM;NEUT;SG
tắt	αναπηρία	tắt	αναπηρία		N;NOM;NEUT;PL
tắt	ανάπηροι	tắt	ανάπηρος		ADJ;NOM;MASC;PL
tắt	απενεργοποιήθηκε	tắt	απενεργοποιώ		V;PFV;IND;SG;3;PST;FIN;PASS
tắt	ανάπηρος	tắt	ανάπηρος		ADJ;NOM;MASC;SG
tắt	απενεργοποίηση	tắt	απενεργοποίηση		N;ACC;FEM;SG
tắt	off	tắt	off		
chấm	τελείες	chấm	τελεία	V	ADJ;NOM;FEM;PL
chấm	ντοτ	chấm	ντοτ	V	N
chấm	βούλα	chấm	βούλα	V	PROPN;NOM;FEM;SG
chấm	τελεία	chấm	τελεία	V	N;NOM;FEM;SG
chấm	πόντος	chấm	πόντος	V	PROPN;NOM;MASC;SG
chấm	σημειο	chấm	σημειο	V	N;NOM;NEUT;SG
chấm	σημείο	chấm	σημείο	V	N;NOM;NEUT;SG
mũi	μούι	mũi	μούι	N	
tĩnh	στατική	tĩnh	στατικός	N	ADJ;NOM;FEM;SG
tĩnh	στατικό	tĩnh	στατικός	N	ADJ;NOM;NEUT;SG
tri	tri	tri	tri		
tri	προφήτης	tri	πρόφητος		N;NOM;MASC;SG
tri	προφήτη	tri	πρόφητος		N;NOM;MASC;SG
trích	αντιγραφή	trích	αντιγραφή	V	N;NOM;FEM;SG
trích	αντίγραφο	trích	αντίγραφο	V	N;NOM;NEUT;SG
body	σωμα	body	σωμα		N;NOM;NEUT;SG
body	πτώμα	body	πτώμα		N;NOM;NEUT;SG
body	κορμί	body	κορμί		N;NOM;NEUT;SG
body	σώμα	body	σώμα		N;NOM;NEUT;SG
cẩm	καλέστε	cẩm	καλώ	N	V;PFV;IMP;PL;2;FIN;ACT
cẩm	κάλεσε	cẩm	καλώ	N	V;PFV;IND;SG;3;PST;FIN;ACT
hài	αστεία	hài	αστεία	N	ADV
hài	αστείος	hài	αστείος	N	ADJ;NOM;MASC;SG
trồng	φύτευση	trồng	φύτευση	V	N;NOM;FEM;SG
trồng	φύτευσης	trồng	φύτευση	V	N;GEN;FEM;SG
trồng	φυτό	trồng	φυτό	V	N;NOM;NEUT;SG
trồng	εργοστάσιο	trồng	εργοστάσιο	V	N;NOM;NEUT;SG
increment	προσαύξηση	increment	προσαύξηση	V	N;ACC;FEM;SG
mexico	μεξικό	mexico	μεξικό	N	PROPN;NOM;NEUT;SG
ngang	οριζόντια	ngang	οριζόντια	ADJ	ADV
nhẹ	ελαφρά	nhẹ	ελαφρά		ADV
nhẹ	ήπια	nhẹ	ήπιος		ADJ;NOM;FEM;SG
nhẹ	ήπιο	nhẹ	ήπιος		ADJ;NOM;NEUT;SG
nhẹ	ήπιες	nhẹ	ήπιος		ADJ;NOM;FEM;PL
nhẹ	εύκολη	nhẹ	εύκολος		ADJ;NOM;FEM;SG
nhẹ	εύκολο	nhẹ	εύκολος		ADJ;NOM;NEUT;SG
nhẹ	ελαφρών	nhẹ	ελαφρός		N;GEN;FEM;PL
nhẹ	ελαφρύς	nhẹ	ελαφρύς		N;NOM;MASC;SG
nhẹ	ελαφρύ	nhẹ	ελαφρύ		N;NOM;NEUT;SG
nhẹ	ελαφριά	nhẹ	ελαφριά		ADJ;NOM;FEM;SG
nhẹ	αδύνατος	nhẹ	άδυνα		ADJ;NOM;MASC;SG
lightgrey	lightgrey	lightgrey	lightgrey		
đáp	ξηρά	đáp	ξηρά	V	N;NOM;NEUT;PL
đáp	land	đáp	land	V	
đáp	γη	đáp	γη	V	N;NOM;FEM;SG
đáp	στεριά	đáp	στεριά	V	N;NOM;FEM;SG
khô	ξηρή	khô	ξηρή	V	N;NOM;FEM;SG
khô	στεγνά	khô	στεγνά	V	ADV
khô	ξηρά	khô	ξηρά	V	N;NOM;NEUT;PL
khô	στεγνό	khô	στεγνό	V	N;NOM;NEUT;SG
khô	ξηρό	khô	ξηρός	V	N;NOM;NEUT;SG
ném	πέτα	ném	πέτα	V	N
gridcolor	gridcolor	gridcolor	gridcolor		
xúc	προσβολές	xúc	προσβολά	V	N;NOM;FEM;PL
xúc	προσβολή	xúc	προσβολή	V	N;ACC;FEM;SG
rơi	πτώσεις	rơi	πτώση	V	N;NOM;FEM;PL
rơi	καταρράκτες	rơi	καταρράκτης	V	N;NOM;MASC;PL
rơi	φολς	rơi	φολς	V	
rơi	φθινόπωρο	rơi	φθινόπωρος	V	N;NOM;NEUT;SG
rơi	πτώση	rơi	πτώση	V	N;ACC;FEM;SG
rơi	πτώση	rơi	πτώση	V	N;ACC;FEM;SG
kém	bad	kém	bad	ADJ	
kém	κακώς	kém	κακώς	ADJ	ADV
philippines	φιλιππίνες	philippines	φιλιππίνα	N	PROPN;NOM;FEM;PL
tổn	τραύμα	tổn	τραύμα	V	N;NOM;NEUT;SG
darkgrey	darkgrey	darkgrey	darkgrey		
sfondo	sfondo	sfondo	sfondo		
mời	πρόσκληση	mời	πρόσκληση	V	N;ACC;FEM;SG
mời	πρόσκληση	mời	πρόσκληση	V	N;ACC;FEM;SG
mời	προσκλήσεις	mời	πρόσκληση	V	N;NOM;FEM;PL
chinh	κρος	chinh	κρος		
chinh	σταυρός	chinh	σταυρός		N;NOM;MASC;SG
chinh	σταυρό	chinh	σταυρό		N;NOM;NEUT;SG
chinh	cross	chinh	cross		
simon	σιμόν	simon	σιμόν		
simon	σάιμον	simon	σάιμον		PROPN;NOM;MASC;SG
hoà	ολλανδός	hoà	ολλανδός		PROPN;NOM;MASC;SG
hoà	ολλανδικό	hoà	ολλανδικός		ADJ;NOM;NEUT;SG
hoà	ολλανδικά	hoà	ολλανδικά		ADV
hoà	ντατς	hoà	ντατς		N
hoà	ολλανδική	hoà	ολλανδικός		ADJ;NOM;FEM;SG
pennsylvania	πενσυλβάνια	pennsylvania	πενσυλβάνιος		N;NOM;NEUT;PL
trinh	παρθένο	trinh	παρθένος	N	PROPN;NOM;NEUT;SG
trinh	παρθένος	trinh	παρθένος	N	ADJ;NOM;MASC;SG
thiệt	πραγματικός	thiệt	πραγματικός	PART	ADJ;NOM;MASC;SG
thiệt	πραγματικό	thiệt	πραγματικός	PART	ADJ;NOM;NEUT;SG
thiệt	ρεάλ	thiệt	ρεάλ	PART	
thiệt	αληθινά	thiệt	αληθινός	PART	ADV
lang	λανγκ	lang	λανγκ	N	
lang	hall	lang	hall	N	
lang	χολ	lang	χολ	N	
lào	λάος	lào	λάος	N	PROPN;NOM;NEUT;SG
tào	τσάο	tào	τσάος	N	
tào	cao	tào	cao	N	
chữa	θεραπεία	chữa	θεραπείο	V	N;NOM;FEM;SG
lỗi	μπαγκς	lỗi	μπαγκς	N	
background	φόντο	background	φόντος		N;NOM;NEUT;SG
background	υπόβαθρο	background	υπόβαθρος		N;NOM;NEUT;SG
background	ιστορικό	background	ιστορικός		ADJ;NOM;NEUT;SG
lôi	λέι	lôi	λέγω	V	
ngọt	γλυκό	ngọt	γλυκό	ADJ	N;NOM;NEUT;SG
ngọt	γλυκά	ngọt	γλυκά	ADJ	N;NOM;NEUT;PL
ngọt	γλυκιά	ngọt	γλυκιά	ADJ	N;NOM;FEM;SG
ngọt	γλύκα	ngọt	γλύκα	ADJ	N;NOM;FEM;SG
ngọt	ζυθοποιείο	ngọt	ζυθοποιείο	ADJ	N;NOM;NEUT;SG
thăm	επίσκεψη	thăm	επίσκεψη	V	N;ACC;FEM;SG
bảy	seven	bảy	seven	NUM	
huân	άρχοντας	huân	άρχω	N	V;IPFV;V.CVB;ACT
sóc	σκίουρος	sóc	σκίουρος	V	N;NOM;MASC;SG
sóc	σκίουρο	sóc	σκίουρο	V	N;NOM;NEUT;SG
sóc	σκίουρους	sóc	σκίουρος	V	N;NOM;MASC;PL
sóc	σκίουροι	sóc	σκίουρος	V	N;NOM;MASC;PL
chặn	μπλοκ	chặn	μπλοκ	V	N;NOM;NEUT;SG
chặn	τετράγωνα	chặn	τετράγωνος	V	ADV
chặn	τετράγωνο	chặn	τετράγωνος	V	N;NOM;NEUT;SG
chặn	μπλοκάρισμα	chặn	μπλοκάρισμα	V	N;NOM;NEUT;SG
chặn	block	chặn	block	V	
chặn	μπλοκ	chặn	μπλοκ	V	N;NOM;NEUT;SG
thôi	ακύρωση	thôi	ακύρωση	PART	N;ACC;FEM;SG
phước	ευλογημένοι	phước	ευλογώ	N	V;PFV;NOM;MASC;PL;V.PTCP;PASS
phước	ευλογημένος	phước	ευλογημένος	N	V;PFV;NOM;MASC;SG;V.PTCP;PASS
phước	ευλογημένο	phước	ευλογώ	N	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
phước	ευλογημένη	phước	εύλογημένος	N	V;PFV;NOM;FEM;SG;V.PTCP;PASS
cừu	λαμπ	cừu	λαμπ	N	
gió	φυσάει	gió	φύσομαι	N	V;IPFV;IND;SG;3;PRS;FIN;ACT
gió	αιολική	gió	αιολικός	N	ADJ;NOM;FEM;SG
trống	τύμπανα	trống	τύμπανο	V	N;NOM;NEUT;PL
trống	τύμπανο	trống	τύμπανο	V	N;NOM;NEUT;SG
trống	βαρέλι	trống	βαρέλι	V	N;NOM;NEUT;SG
trống	κενό	trống	κενό	V	N;NOM;NEUT;SG
trống	κενή	trống	κενός	V	ADJ;NOM;FEM;SG
trống	ντραμς	trống	ντραμς	V	
trống	τύμπανα	trống	τύμπανο	V	N;NOM;NEUT;PL
trống	άδειο	trống	άδειο	V	N;NOM;NEUT;SG
trống	κενό	trống	κενό	V	N;NOM;NEUT;SG
trống	κενή	trống	κενός	V	ADJ;NOM;FEM;SG
trống	άδεια	trống	άδεια	V	N;NOM;FEM;SG
trống	κενός	trống	κενός	V	ADJ;NOM;MASC;SG
indonesia	ινδονησίας	indonesia	ινδονησία	N	PROPN;GEN;FEM;SG
indonesia	ινδονησίας	indonesia	ινδονησία	N	PROPN;GEN;FEM;SG
indonesia	ινδονησία	indonesia	ινδονησία	N	PROPN;NOM;FEM;SG
jpl	jpl	jpl	jpl		N
nhánh	μπραντς	nhánh	μπραντς	N	
tàn	απομεινάρι	tàn	απομεινάρι	ADJ	N;NOM;NEUT;SG
tàn	πνίξει	tàn	πνίξω	ADJ	V;PFV;IND;SG;3;FIN;ACT
đuổi	κυνηγητό	đuổi	κυνηγητός	V	N;NOM;NEUT;SG
đuổi	τσέις	đuổi	τσέις	V	
đuổi	καταδίωξη	đuổi	καταδίωξη	V	N;ACC;FEM;SG
mưa	έβρεχε	mưa	φρέχνω	N	V;IPFV;IND;SG;3;PST;FIN;ACT
mưa	βρέχει	mưa	βρέχω	N	V;IPFV;IND;SG;3;PRS;FIN;ACT
mưa	ρέιν	mưa	ρέιν	N	
bách	σοβαρό	bách	σοβαρός	N	ADJ;NOM;NEUT;SG
bách	σοβαρός	bách	σοβαρός	N	ADJ;NOM;MASC;SG
bách	σοβαρή	bách	σοβαρός	N	ADJ;NOM;FEM;SG
png	png	png	png	N	
hút	καπνός	hút	καπνός	V	N;NOM;MASC;SG
hút	καπνό	hút	καπνό	V	N;ACC;MASC;SG
william	ουίλιαμ	william	ουίλιαμ		
william	γουίλιαμ	william	γουίλιαμ		
george	γεώργιος	george	γεώργιος		PROPN;NOM;MASC;SG
george	τζωρτζ	george	τζωρτζ		PROPN;NOM;MASC;SG
george	τζορτζ	george	τζορτζ		
george	γιώργος	george	γιώργος		N;NOM;MASC;SG
george	george	george	george		
air	αερα	air	αέρας		N;ACC;MASC;SG
air	air	air	air		
air	αέρα	air	αέρας		N;ACC;MASC;SG
air	αέρας	air	αέρας		N;NOM;MASC;SG
cam	καμ	cam	καμ	N	
cam	cam	cam	cam	N	
họp	συνάντηση	họp	συνάντηση	V	N;ACC;FEM;SG
họp	σύσκεψη	họp	σύσκεψη	V	N;ACC;FEM;SG
họp	συνεδρίαση	họp	συνεδρίαση	V	N;NOM;FEM;SG
usd	fifty	usd	fifty	N	
usd	πενήντα	usd	πενήντα	N	NUM;NOM;NEUT;PL
may	μάη	may	μάη	ADJ	ADP
may	μάιος	may	μάιος	ADJ	N;NOM;MASC;SG
may	μέι	may	μέι	ADJ	
may	μάης	may	μάος	ADJ	N;NOM;MASC;SG
may	ράψιμο	may	ράψιμο	ADJ	N;NOM;NEUT;SG
may	λάκι	may	λάκι	ADJ	
may	τυχερό	may	τυχερός	ADJ	N;NOM;NEUT;SG
may	τυχεροί	may	τυχερός	ADJ	N;NOM;MASC;PL
chép	αντιγραφή	chép	αντιγραφή	V	N;NOM;FEM;SG
chép	αντίγραφο	chép	αντίγραφο	V	N;NOM;NEUT;SG
kia	kia	kia	kia	PROPN	
kia	εκει	kia	εκει	PROPN	ADV
kia	εκεί	kia	εκεί	PROPN	ADV
robert	robert	robert	robert		
robert	ρόμπερτ	robert	ρόμπερτ		
david	ντέιβιντ	david	ντέιβιντ		
david	david	david	david		
david	νταβίντ	david	νταβίντ		
david	δαβίδ	david	δαβίδ		N;NOM;MASC;SG
iowa	αϊόβα	iowa	αϊόβα	N	
ohio	οχάιο	ohio	οχάιο	N	
dặm	μάιλς	dặm	μάιλς	N	
dặm	μίλι	dặm	μίλι	N	
hoang	αγρια	hoang	αγρια	ADJ	N
hoang	άγρια	hoang	άγρια	ADJ	N;NOM;NEUT;PL
pop	pop	pop	pop	N	
pop	ποπ	pop	ποπ	N	
đâu	όπου	đâu	όπου	PROPN	ADV
đâu	πού	đâu	πού	PROPN	ADV
sắp	σχεδόν	sắp	σχεδόν		ADV
sắp	σχεδον	sắp	σχεδον		ADV
sắp	σύντομα	sắp	σύντομα		ADV
sắp	προσεχώς	sắp	προσεχώς		ADV
sắp	προσεχή	sắp	προσεχής		ADV
sắp	προσεχείς	sắp	πρόσεχα		N;NOM;FEM;PL
sắp	επερχόμενη	sắp	επερχόμενος		ADJ;NOM;FEM;SG
cân	βάρος	cân	βάρος	V	N;ACC;NEUT;SG
hiếu	φιλοξενία	hiếu	φιλοξενία		N;NOM;FEM;SG
trăm	hundred	trăm	hundred	NUM	
tận	τερματικό	tận	τερματικός	ADP	N;NOM;NEUT;SG
mong	ελπίδα	mong	ελπίδα	V	N;NOM;FEM;SG
mong	χόουπ	mong	χόουπ	V	PROPN;NOM;MASC;SG
mong	ελπιδα	mong	ελπιδα	V	N;NOM;FEM;SG
rối	πρόβλημα	rối	πρόβλημα	V	N;NOM;NEUT;SG
rối	μπελάς	rối	μπελάς	V	ADJ;NOM;MASC;SG
rối	μπελάδες	rối	μπελάδα	V	N;NOM;MASC;PL
rối	προβλημα	rối	προβλημα	V	N;NOM;NEUT;SG
rối	μαριονέτα	rối	μαριονέτα	V	N;NOM;FEM;SG
rượu	αλκοόλ	rượu	αλκοόλ	N	
texas	τέξας	texas	τέξας	N	PROPN;NOM;NEUT;SG
texas	texas	texas	texas	N	
minnesota	μινεσότα	minnesota	μινεσότα	N	
dakota	ντακότα	dakota	ντακότα	N	
góc	γωνιακό	góc	γωνιακός	N	ADJ;NOM;NEUT;SG
james	τζέιμς	james	τζέιμα	N	
james	james	james	james	N	
james	τζέημς	james	τζέημ	N	PROPN;NOM;MASC;SG
thẩm	σεν	thẩm	σεν	N	
nghỉ	διακοπές	nghỉ	διακοπή	V	N;NOM;FEM;PL
nghỉ	ξεκούραση	nghỉ	ξεκούραση	V	N;NOM;FEM;SG
nghỉ	υπόλοιπα	nghỉ	υπόλοιπος	V	ADV
nghỉ	ανάπαυση	nghỉ	ανάπαυση	V	N;ACC;FEM;SG
paul	παύλος	paul	παύλος		PROPN;NOM;MASC;SG
paul	paul	paul	paul		
paul	πωλ	paul	πωλ		PROPN;NOM;MASC;SG
paul	πολ	paul	πολ		N
rock	rock	rock	rock	N	
rock	ροκ	rock	ροκ	N	
uống	ποτό	uống	ποτό	V	N;NOM;NEUT;SG
uống	ποτό	uống	ποτό	V	N;NOM;NEUT;SG
uống	ποτά	uống	ποτά	V	N;NOM;NEUT;PL
nhu	χρειαζεται	nhu	χρειάζομαι	N	V;IPFV;IND;SG;3;PRS;FIN;PASS
nhu	χρειάζεται	nhu	χρειάζομαι	N	V;IPFV;IND;SG;3;PRS;FIN;PASS
phạt	πέναλτι	phạt	πέναλτι	N	
phạt	τιμωρείται	phạt	τιμώρω	N	V;IPFV;IND;SG;3;PRS;FIN;PASS
phạt	τιμωρηθεί	phạt	τιμωρώ	N	V;PFV;NFIN;PASS
chị	sis	chị	sis	N	
thịnh	avatar	thịnh	avatar	N	
thịnh	sheng	thịnh	sheng	N	
phe	side	phe	side	N	
bến	αλγέρι	bến	αλγέρι	N	PROPN;NOM;NEUT;SG
lam	λαμ	lam	λαμ	N	
lam	κάνει	lam	κάνω	N	V;IPFV;IND;SG;3;PRS;FIN;ACT
lam	έγινε	lam	γίνομαι	N	V;PFV;IND;SG;3;PST;FIN;PASS
lam	εγινε	lam	εγίνομαι	N	V;PFV;IND;SG;3;PST;FIN;PASS
hoài	επετεύχθη	hoài	επιτυγχάνω	N	V;PFV;IND;SG;3;PST;FIN;PASS
hoài	επιτευχθεί	hoài	επιτυγχάνω	N	V;PFV;3;NFIN;PASS
hoài	επιτεύχθηκε	hoài	επιτυγχάνω	N	V;PFV;IND;SG;3;PST;FIN;PASS
hoài	επιτεύχθηκαν	hoài	επιτυγχάνω	N	V;PFV;IND;PL;3;PST;FIN;PASS
ukraina	ουκρανίας	ukraina	ουκρανία	N	PROPN;GEN;FEM;SG
ukraina	ουκρανία	ukraina	ουκρανία	N	PROPN;ACC;FEM;SG
nhắc	προτροπή	nhắc	προτροπή	V	N;ACC;FEM;SG
del	ντελ	del	ντελ		
del	del	del	del		
internet	διαδίκτυο	internet	διαδίκτυο		N;NOM;NEUT;SG
internet	ιντερνετ	internet	ιντερνετ		N;NOM;NEUT;SG
internet	internet	internet	internet		
haute	haute	haute	haute		
der	ντερ	der	ντερ	N	
der	der	der	der	N	
link	lin	link	lin	N	
kiên	υπομονή	kiên	υπομονή	ADJ	N;NOM;FEM;SG
hạc	κρέιν	hạc	κρέιν	N	
malaysia	μαλαισίας	malaysia	μαλαισία	N	PROPN;GEN;FEM;SG
malaysia	μαλαισία	malaysia	μαλαισία	N	PROPN;NOM;FEM;SG
malaysia	μαλαισίας	malaysia	μαλαισία	N	PROPN;GEN;FEM;SG
nóng	ζέστη	nóng	ζέστη	ADJ	N;NOM;FEM;SG
nóng	ζεστό	nóng	ζεστός	ADJ	N;NOM;NEUT;SG
nóng	καυτό	nóng	καυτός	ADJ	N;NOM;NEUT;SG
nóng	καυτή	nóng	καυτός	ADJ	N;NOM;FEM;SG
pha	pha	pha	pha	N	
phức	μικροσκόπιο	phức	μικροσκόπιο	V	N;NOM;NEUT;SG
tròn	κύκλο	tròn	κύκλος	ADJ	N;ACC;MASC;SG
tròn	κύκλος	tròn	κύκλος	ADJ	N;NOM;MASC;SG
nhảy	άλμα	nhảy	άλμα	V	N;NOM;NEUT;SG
nhảy	άλματα	nhảy	άλμα	V	N;NOM;NEUT;PL
lạnh	κρύος	lạnh	κρύος	ADJ	N;NOM;MASC;SG
lạnh	κρύο	lạnh	κρύο	ADJ	N;NOM;NEUT;SG
lạnh	κρύα	lạnh	κράο	ADJ	N;NOM;NEUT;PL
đòi	απαίτηση	đòi	απαίτηση	V	N;ACC;FEM;SG
đòi	ζήτηση	đòi	ζήτηση	V	N;ACC;FEM;SG
washington	ουάσιγκτον	washington	ουάσιγκτον		
washington	washington	washington	washington		
washington	ουάσινγκτον	washington	ουάσινγκτον		
washington	γουάσινγκτον	washington	γουάσινγκτον		
tiêm	έγχυση	tiêm	έγχυση	V	N;NOM;FEM;SG
tiêm	ενέσιμο	tiêm	ενέσιμο	V	ADJ;NOM;NEUT;SG
tiêm	ένεση	tiêm	ένεση	V	N;ACC;FEM;SG
tiêm	ένεση	tiêm	ένεση	V	N;ACC;FEM;SG
tiêm	κατάσταση	tiêm	κατάσταση	V	N;ACC;FEM;SG
tiêm	όρος	tiêm	όρος	V	N;NOM;MASC;SG
zealand	ζηλανδία	zealand	ζηλανδία	N	PROPN;ACC;FEM;SG
trốn	απόκρυψη	trốn	απόκρυψη	V	N;ACC;FEM;SG
bottom	πάτος	bottom	πάτος		N;NOM;NEUT;SG
bottom	βυθό	bottom	βυθός		N;NOM;NEUT;SG
nhi	γιε	nhi	για	N	
thầy	δάσκαλε	thầy	δασκάλλω	N	V;IPFV;IND;SG;1;PRS;FIN;ACT
đau	πονάει	đau	πονάγω	ADJ	V;IPFV;IND;SG;3;PRS;FIN;ACT
đau	άλγος	đau	άλγος	ADJ	N;NOM;NEUT;SG
đau	πόνο	đau	πόνο	ADJ	N;ACC;MASC;SG
đau	πόνος	đau	πόνος	ADJ	N;NOM;MASC;SG
đau	πληγωμένος	đau	πληγωμένος	ADJ	V;PFV;NOM;MASC;SG;V.PTCP;PASS
đau	πληγωμένη	đau	πληγώνω	ADJ	V;PFV;NOM;FEM;SG;V.PTCP;PASS
lọc	φίλτρο	lọc	φίλτρο	V	N;NOM;NEUT;SG
lọc	διήθηση	lọc	διήθηση	V	N;NOM;FEM;SG
lọc	φιλτραρίσματος	lọc	φιλτράρισμα	V	N;GEN;NEUT;SG
lọc	φίλτρων	lọc	φίλτρο	V	N;GEN;NEUT;PL
lọc	φίλτρα	lọc	φίλτρα	V	N;NOM;NEUT;PL
