til	para	til	para	ADV	ADP
spiller	jugador	spille	jugador	V;IND;PRS;FIN;ACT	N;MASC;SG
spiller	jugadora	spille	jugadora	V;IND;PRS;FIN;ACT	N;FEM;SG
spiller	obras	spille	obra	V;IND;PRS;FIN;ACT	N;FEM;PL
kommer	venida	komme	venido	V;IND;PRS;FIN;ACT	N;FEM;SG
kommer	coming	komme	coming	V;IND;PRS;FIN;ACT	N
kampe	lucha	kamp	lucha	N;INDF;MASC+FEM;PL	N;FEM;SG
kampe	luchando	kamp	luchar	N;INDF;MASC+FEM;PL	V;V.MSDR
går	goes	gå	goe	V;IND;PRS;FIN;ACT	N
går	caminatas	gå	caminata	V;IND;PRS;FIN;ACT	N;FEM;PL
går	paseos	gå	paseo	V;IND;PRS;FIN;ACT	N;MASC;PL
skrevet	escrito	skrive	escrito	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
skrevet	escritas	skrive	escrito	V;INDF;SG;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
skrevet	escrita	skrive	escrito	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
skrevet	escritos	skrive	escrito	V;INDF;SG;PST;V.PTCP	N;MASC;PL
sverige	suecia	sverig	suecia	ADJ;PL	N;FEM;SG
frederik	frederik	frederik	frederik	N;INDF;MASC+FEM;SG	PROPN
frederik	federico	frederik	federico	N;INDF;MASC+FEM;SG	ADJ;MASC;SG
frankrig	francia	frankrig	francia		PROPN
frankrig	france	frankrig	france		N;FEM;SG
ned	down	ned	down	ADV	N
ned	ned	ned	ned	ADV	N;SG
gjorde	did	gøre	did	V;IND;PST;FIN;ACT	PROPN
godt	buenas	godt	buen	ADV	ADJ;FEM;PL
godt	bueno	godt	buen	ADV	INTJ
godt	buena	godt	buen	ADV	ADJ;FEM;SG
godt	buenos	godt	buen	ADV	ADJ;MASC;PL
arbejde	trabajos	arbejde	trabajo	N;INDF;NEUT;SG	N;MASC;PL
arbejde	trabaje	arbejde	trabaje	N;INDF;NEUT;SG	V;SBJV;SG;3;PRS;FIN
arbejde	trabajar	arbejde	trabajar	N;INDF;NEUT;SG	V;NFIN
arbejde	trabajando	arbejde	trabajar	N;INDF;NEUT;SG	V;V.MSDR
arbejde	funcionando	arbejde	funcionar	N;INDF;NEUT;SG	V;V.MSDR
arbejde	trabajar	arbejde	trabajar	N;INDF;NEUT;SG	V;NFIN
land	terrenos	land	terreno	N;INDF;NEUT;SG	N;MASC;PL
land	tierras	land	tierra	N;INDF;NEUT;SG	N;FEM;PL
begge	ambos	begge	ambos	PRO;PL	NUM;MASC;PL
begge	ambas	begge	ambos	PRO;PL	NUM;FEM;PL
begge	tanto	begge	tanto	PRO;PL	ADV
norge	noruega	norge	noruego	PROPN	N;FEM;SG
europa	europa	europa	europa	PROPN	N;FEM;SG
europa	europa	europa	europa	PROPN	N;FEM;SG
england	inglaterra	england	inglaterra	PROPN	PROPN
player	player	play	player	N;INDF;MASC+FEM;PL	N;SG
player	reproductor	play	reproductor	N;INDF;MASC+FEM;PL	N;MASC;SG
player	jugador	play	jugador	N;INDF;MASC+FEM;PL	N;MASC;SG
player	jugadora	play	jugadora	N;INDF;MASC+FEM;PL	N;FEM;SG
børn	niñez	barn	niñez	N;INDF;NEUT;PL	N;FEM;SG
børn	infancia	barn	infancia	N;INDF;NEUT;PL	N;FEM;SG
verden	mundial	verden	mundial	N;INDF;MASC+FEM;SG	ADJ;SG
lang	lang	lang	lang	ADJ;INDF;MASC+FEM;SG	PROPN
lang	largos	lang	largo	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;PL
lang	long	lang	long	ADJ;INDF;MASC+FEM;SG	
plads	espaciales	plads	espacial	N;INDF;MASC+FEM;SG	ADJ;PL
plads	espacial	plads	espacial	N;INDF;MASC+FEM;SG	ADJ;SG
får	ovino	få	ovino	V;IND;PRS;FIN;ACT	ADJ;MASC;SG
får	ovinos	få	ovino	V;IND;PRS;FIN;ACT	N;MASC;PL
får	ovejas	få	oveja	V;IND;PRS;FIN;ACT	N;FEM;PL
får	oveja	få	oveja	V;IND;PRS;FIN;ACT	N;FEM;SG
samtidig	simultáneo	samtidig	simultáneo	ADV	ADJ;MASC;SG
samtidig	simultáneas	samtidig	simultáneo	ADV	ADJ;FEM;PL
samtidig	simultáneos	samtidig	simultáneo	ADV	ADJ;MASC;PL
samtidig	simultánea	samtidig	simultáneo	ADV	ADJ;FEM;SG
stort	large	stor	large	ADJ;INDF;NEUT;SG	N
stort	grandes	stor	grande	ADJ;INDF;NEUT;SG	ADJ;PL
stort	big	stor	big	ADJ;INDF;NEUT;SG	N
stort	grandes	stor	grande	ADJ;INDF;NEUT;SG	ADJ;PL
indeholder	contenga	indeholde	contener	V;IND;PRS;FIN;ACT	V;SBJV;SG;3;PRS;FIN
indeholder	contengan	indeholde	contener	V;IND;PRS;FIN;ACT	V;IMP;PL;3;FIN
indeholder	contenga	indeholde	contener	V;IND;PRS;FIN;ACT	V;SBJV;SG;3;PRS;FIN
sprog	idiomas	sprog	idioma	N;INDF;NEUT;SG	N;MASC;PL
sprog	lenguas	sprog	lengua	N;INDF;NEUT;SG	N;FEM;PL
sprog	idiomas	sprog	idioma	N;INDF;NEUT;SG	N;MASC;PL
set	descubierta	se	descubrir	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
set	visto	se	visto	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
set	manchado	se	manchar	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
set	visto	se	visto	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
set	visto	se	visto	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
set	vistos	se	visto	V;INDF;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
set	observados	se	observado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
set	miraba	se	mirar	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;IPFV;FIN
set	observado	se	observar	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
set	visto	se	visto	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
set	vigilado	se	vigilar	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
london	londres	london	londre	PROPN	N;MASC;PL
kendte	conocidas	kende	conocido	V;IND;PST;FIN;ACT	ADJ;FEM;PL;V.PTCP
kendte	conocida	kende	conocido	V;IND;PST;FIN;ACT	ADJ;FEM;SG;V.PTCP
kendte	conocido	kende	conocido	V;IND;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
kendte	conocidos	kende	conocido	V;IND;PST;FIN;ACT	ADJ;MASC;PL;V.PTCP
kendte	sabían	kende	saber	V;IND;PST;FIN;ACT	V;IND;PL;3;IPFV;FIN
kendte	sabia	kende	sabio	V;IND;PST;FIN;ACT	V;IND;SG;3;PRS;FIN
kendte	sabía	kende	saber	V;IND;PST;FIN;ACT	V;IND;SG;3;IPFV;FIN
kendte	conocía	kende	conocer	V;IND;PST;FIN;ACT	V;IND;SG;3;IPFV;FIN
kendte	celebridades	kende	celebridad	V;IND;PST;FIN;ACT	N;FEM;PL
kendte	famosos	kende	famoso	V;IND;PST;FIN;ACT	ADJ;MASC;PL
mand	masculino	mand	masculino	N;INDF;MASC+FEM;SG	ADJ;MASC;SG
mand	machos	mand	macho	N;INDF;MASC+FEM;SG	N;MASC;PL
vest	occidental	vest	occidental	N;INDF	ADJ;SG
vest	occidental	vest	occidental	N;INDF	ADJ;SG
vest	occidentales	vest	occidental	N;INDF	ADJ;PL
brug	usar	brug	usar	N;INDF;MASC+FEM;SG	V;NFIN
brug	utilizar	brug	utilizar	N;INDF;MASC+FEM;SG	V;NFIN
lande	pais	land	pais	N;INDF;NEUT;PL	N;MASC;SG
lande	país	land	país	N;INDF;NEUT;PL	N;MASC;SG
bygget	construidos	bygge	construido	V;INDF;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
bygget	construido	bygge	construido	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
bygget	construida	bygge	construido	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
liv	vive	liv	vivir	N;INDF;NEUT;SG	V;IND;SG;3;PRS;FIN
liv	vidas	liv	vida	N;INDF;NEUT;SG	N;FEM;PL
liv	liv	liv	liv	N;INDF;NEUT;SG	
dele	compartan	del	compartir	N;INDF;MASC+FEM;PL	V;IMP;PL;3;FIN
dele	comparte	del	compartir	N;INDF;MASC+FEM;PL	V;IND;SG;3;PRS;FIN
dele	compartir	del	compartir	N;INDF;MASC+FEM;PL	V;NFIN
dele	comparta	del	compartir	N;INDF;MASC+FEM;PL	V;IMP;SG;3;FIN
fem	five	fem	fivir	NUM	N
personer	pueblo	person	pueblo	N;INDF;MASC+FEM;PL	N;MASC;SG
personer	gente	person	gente	N;INDF;MASC+FEM;PL	N;FEM;SG
øst	este	øst	este	N;INDF	PRO;MASC;SG
øst	orientales	øst	oriental	N;INDF	ADJ;PL
øst	oriental	øst	oriental	N;INDF	ADJ;SG
nok	suficiente	nok	suficiente	ADV	ADJ;SG
nok	basta	nok	bastar	ADV	V;IND;SG;3;PRS;FIN
nok	suficientes	nok	suficiente	ADV	ADJ;PL
brugt	utilizada	bruge	utilizado	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
brugt	usada	bruge	usado	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
brugt	usado	bruge	usado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
brugt	utilizado	bruge	utilizado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
brugt	utilizados	bruge	utilizado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
brugt	usados	bruge	usado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
brugt	gastados	bruge	gastado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
brugt	gastado	bruge	gastar	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
hansen	hansen	hans	hansar	PROPN	PROPN
album	álbumes	album	álbum	N;INDF;NEUT;SG	N;MASC;PL
giver	dándole	give	dándole	V;IND;PRS;FIN;ACT	
nuværende	actualidad	nuværende	actualidad	ADJ	N;FEM;SG
nuværende	corriente	nuværende	corriente	ADJ	N;MASC;SG
indbyggere	población	indbygger	población	N;INDF;MASC+FEM;PL	N;FEM;SG
mennesker	pueblo	menneske	pueblo	N;INDF;NEUT;PL	N;MASC;SG
mennesker	gente	menneske	gente	N;INDF;NEUT;PL	N;FEM;SG
skrev	escribía	skrive	escribir	V;IND;PST;FIN;ACT	V;IND;SG;3;IPFV;FIN
står	standing	stå	standing	V;IND;PRS;FIN;ACT	
står	parados	stå	parado	V;IND;PRS;FIN;ACT	N;MASC;PL
står	stands	stå	stands	V;IND;PRS;FIN;ACT	N;MASC;PL
deltog	asistido	deltage	asistir	V;IND;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
deltog	participado	deltage	participado	V;IND;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
franske	francés	fransk	francés	ADJ;PL	N;MASC;SG
franske	francesa	fransk	francés	ADJ;PL	ADJ;FEM;SG
franske	franceses	fransk	francés	ADJ;PL	N;MASC;PL
paris	paris	paris	pari	PROPN	N;SG
paris	parís	paris	parís	PROPN	PROPN
slaget	batallas	slag	batalla	N;DEF;NEUT;SG	N;FEM;PL
world	mundial	world	mundial		ADJ;SG
world	mundo	world	mundo		N;MASC;SG
world	world	world	world		N
fransk	francés	fransk	francés	ADJ;INDF;SG	N;MASC;SG
fransk	franceses	fransk	francés	ADJ;INDF;SG	N;MASC;PL
carl	carl	carl	carl		PROPN
carl	carlos	carl	carlo		N;MASC;SG
folk	pueblo	folk	pueblo	N;INDF;NEUT;PL	N;MASC;SG
folk	gente	folk	gente	N;INDF;NEUT;PL	N;FEM;SG
far	papi	far	papi	N;INDF;MASC+FEM;SG	INTJ
far	papito	far	papito	N;INDF;MASC+FEM;SG	INTJ
york	york	york	york	PROPN	PROPN
ses	visto	se	visto	V;NFIN;PASS	ADJ;MASC;SG;V.PTCP
ses	ses	se	ser	V;NFIN;PASS	
liste	listado	liste	listado	N;INDF;MASC+FEM;SG	ADJ;MASC;SG;V.PTCP
kamp	combatir	kamp	combatir	N;INDF;MASC+FEM;SG	V;NFIN
kamp	combates	kamp	combate	N;INDF;MASC+FEM;SG	N;MASC;PL
kamp	luchar	kamp	luchar	N;INDF;MASC+FEM;SG	V;NFIN
kamp	batallas	kamp	batalla	N;INDF;MASC+FEM;SG	N;FEM;PL
langt	far	langt	far	ADV	
langt	lejano	langt	lejano	ADV	ADJ;MASC;SG
nielsen	nielson	nielsen	nielson	PROPN	PROPN
nielsen	nielsen	nielsen	nielsen	PROPN	N;PL
#aaa	#aaa	#aaa	#aaa		
fandt	encontrada	finde	encontrado	V;IND;PST;FIN;ACT	ADJ;FEM;SG;V.PTCP
fandt	encontradas	finde	encontrado	V;IND;PST;FIN;ACT	ADJ;FEM;PL;V.PTCP
fandt	encontrados	finde	encontrado	V;IND;PST;FIN;ACT	ADJ;MASC;PL;V.PTCP
fandt	hallado	finde	hallado	V;IND;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
fandt	encontrado	finde	encontrado	V;IND;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
jensen	jensen	jens	jensen	PROPN	N;SG
solid	sólidos	solid	sólido	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;PL
solid	macizo	solid	macizo	ADJ;INDF;MASC+FEM;SG	N;MASC;SG
små	small	lille	small	ADJ;PL	N
små	pequeño	lille	pequeño	ADJ;PL	ADJ;MASC;SG
små	pequeña	lille	pequeño	ADJ;PL	ADJ;FEM;SG
små	poco	lille	poco	ADJ;PL	ADV
små	little	lille	little	ADJ;PL	N
små	pequeño	lille	pequeño	ADJ;PL	ADJ;MASC;SG
små	pequeña	lille	pequeño	ADJ;PL	ADJ;FEM;SG
små	poquito	lille	poquito	ADJ;PL	ADJ;MASC;SG
universitet	universitarios	universitet	universitario	N;INDF;NEUT;SG	N;MASC;PL
universitet	universidades	universitet	universidad	N;INDF;NEUT;SG	N;FEM;PL
egen	propios	egen	propio	ADJ;MASC+FEM;SG	ADJ;MASC;PL
egen	propias	egen	propio	ADJ;MASC+FEM;SG	ADJ;FEM;PL
bind	volúmenes	bind	volumen	N;INDF;NEUT;SG	N;MASC;PL
kaldet	llamados	kalde	llamado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
kaldet	llamado	kalde	llamado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
kaldet	llamada	kalde	llamado	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
ret	correcto	ret	correcto	N;INDF;MASC+FEM;SG	ADJ;MASC;SG
aldrig	never	aldrig	never	ADV	N
aldrig	jamas	aldrig	jama	ADV	
valgt	escogidos	vælge	escogido	V;INDF;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
valgt	elegido	vælge	elegido	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
valgt	escogido	vælge	escogido	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
valgt	elegida	vælge	elegido	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
valgt	escogida	vælge	escogida	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
valgt	elegidos	vælge	elegido	V;INDF;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
valgt	elegidas	vælge	elegido	V;INDF;SG;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
valgt	elegidos	vælge	elegido	V;INDF;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
valgt	electo	vælge	electo	V;INDF;SG;PST;V.PTCP	N;MASC;SG
valgt	elegido	vælge	elegido	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
valgt	elegida	vælge	elegido	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
valgt	seleccionados	vælge	seleccionado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
valgt	seleccionado	vælge	seleccionado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
valgt	seleccionada	vælge	seleccionado	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
valgt	seleccionadas	vælge	seleccionado	V;INDF;SG;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
aarhus	aarhus	aarhus	aarhus	PROPN	N;MASC;SG
via	via	via	via	ADP	
via	vía	via	vía	ADP	
britiske	británico	britisk	británico	ADJ;PL	N;MASC;SG
britiske	británicos	britisk	británico	ADJ;PL	N;MASC;PL
britiske	británica	britisk	británico	ADJ;PL	ADJ;FEM;SG
henrik	henrik	henrik	henrik	PROPN	N;MASC;SG
henrik	enrique	henrik	enrique	PROPN	N;MASC;SG
amt	amt	amt	amt	N;INDF;NEUT;SG	
serien	series	serie	serie	N;DEF;MASC+FEM;SG	N;FEM;PL
data	data	data	datar	N;INDF;NEUT;PL	N;FEM;SG
data	dato	data	dato	N;INDF;NEUT;PL	N;MASC;SG
min	míos	min	mío	DET;MASC+FEM;SG;1	PRO;MASC;PL;2
min	mio	min	mio	DET;MASC+FEM;SG;1	INTJ
min	mina	min	mina	DET;MASC+FEM;SG;1	N;FEM;SG
min	mías	min	mío	DET;MASC+FEM;SG;1	PRO;FEM;PL;2
min	mío	min	mío	DET;MASC+FEM;SG;1	PRO;MASC;SG;1
min	mía	min	mía	DET;MASC+FEM;SG;1	DET;FEM;SG;1
min	minutos	min	minuto	DET;MASC+FEM;SG;1	N;MASC;PL
min	minuto	min	minuto	DET;MASC+FEM;SG;1	N;MASC;SG
min	min	min	min	DET;MASC+FEM;SG;1	
jan	jan	jan	janto	PROPN	PROPN
jan	enero	jan	enero	PROPN	N
jan	ene	jan	ene	PROPN	
michael	miguel	michael	miguel		PROPN
michael	michael	michael	michael		N;MASC;SG
engelske	inglés	engelsk	inglés	ADJ;PL	N;MASC;SG
engelske	ingles	engelsk	ingle	ADJ;PL	
engelske	espanol	engelsk	espanol	ADJ;PL	N;MASC;SG
finde	hallazgo	finde	hallazgo	V;NFIN;ACT	N;MASC;SG
finde	hallazgo	finde	hallazgo	V;NFIN;ACT	N;MASC;SG
hende	su	hun	su	PRO;ACC;MASC+FEM;SG;3	DET;SG;3
hende	her	hun	her	PRO;ACC;MASC+FEM;SG;3	N
kong	king	kong	king		N
kong	rey	kong	rey		N;MASC;SG
kong	confucio	kong	confucio		N;MASC;SG
kong	kong	kong	kong		N;MASC;SG
thomas	tomás	thomas	tomás		PROPN
thomas	thomas	thomas	thoma		PROPN
thomas	tomas	thomas	toma		N;FEM;PL
taget	tomado	tage	tomado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
taget	tomadas	tage	tomado	V;INDF;SG;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
taget	tomados	tage	tomar	V;INDF;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
taget	tomada	tage	tomado	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
taget	azotea	tage	azotea	V;INDF;SG;PST;V.PTCP	N;FEM;SG
taget	techo	tage	techo	V;INDF;SG;PST;V.PTCP	N;MASC;SG
taget	tejados	tage	tejado	V;INDF;SG;PST;V.PTCP	N;MASC;PL
taget	tejado	tage	tejado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
instrueret	dirigida	instruere	dirigido	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
instrueret	dirigido	instruere	dirigido	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
instrueret	instruido	instruere	instruir	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
international	internacionales	international	internacional	ADJ;INDF;MASC+FEM;SG	ADJ;PL
følge	sigue	følge	seguir	N;INDF;MASC+FEM;SG	V;IND;SG;3;PRS;FIN
følge	siga	følge	seguir	N;INDF;MASC+FEM;SG	V;SBJV;SG;3;PRS;FIN
følge	seguir	følge	seguir	N;INDF;MASC+FEM;SG	V;NFIN
følge	sigan	følge	seguir	N;INDF;MASC+FEM;SG	V;SBJV;PL;3;PRS;FIN
følge	follow	følge	follow	N;INDF;MASC+FEM;SG	
internationale	internacional	international	internacional	ADJ;PL	ADJ;SG
internationale	international	international	international	ADJ;PL	ADJ;SG
tredje	terceros	tredje	tercero	ADJ	N;MASC;PL
hjælp	ayudar	hjælp	ayudar	N;INDF;MASC+FEM;SG	V;NFIN
angreb	ataca	angreb	atacar	N;INDF;NEUT;SG	V;IND;SG;3;PRS;FIN
angreb	atentados	angreb	atentado	N;INDF;NEUT;SG	N;MASC;PL
angreb	ataques	angreb	ataque	N;INDF;NEUT;SG	N;MASC;PL
angreb	atacar	angreb	atacar	N;INDF;NEUT;SG	V;NFIN
angreb	ataquen	angreb	ataquen	N;INDF;NEUT;SG	V;IMP;PL;3;FIN
angreb	ataca	angreb	atacar	N;INDF;NEUT;SG	V;IND;SG;3;PRS;FIN
betyder	medios	betyde	medio	V;IND;PRS;FIN;ACT	N;MASC;PL
betydning	significado	betydning	significado	N;INDF;MASC+FEM;SG	ADJ;MASC;SG;V.PTCP
betydning	significado	betydning	significado	N;INDF;MASC+FEM;SG	ADJ;MASC;SG;V.PTCP
begyndelsen	empezando	begyndelse	empezar	N;DEF;MASC+FEM;SG	V;V.MSDR
begyndelsen	comenzando	begyndelse	comenzar	N;DEF;MASC+FEM;SG	V;V.MSDR
leder	editoriales	leder	editorial	N;INDF;MASC+FEM;SG	N;FEM;PL
rapport	reportar	rapport	reportar	N;INDF;MASC+FEM;SG	V;NFIN
rapport	denunciar	rapport	denunciar	N;INDF;MASC+FEM;SG	V;NFIN
moderne	contemporáneos	moderne	contemporáneo	ADJ	N;MASC;PL
erik	erik	erik	erik		PROPN
erik	erick	erik	erick		PROPN
erik	eric	erik	eric		PROPN
erik	erick	erik	erick		PROPN
karriere	carreras	karriere	carrera	N;INDF;MASC+FEM;SG	N;FEM;PL
nordlige	norte	nordlig	norte	ADJ;PL	N;MASC;SG
nordlige	norte	nordlig	norte	ADJ;PL	N;MASC;SG
nordlige	septentrional	nordlig	septentrional	ADJ;PL	ADJ;SG
nordlige	northern	nordlig	northern	ADJ;PL	N
nordlige	norteña	nordlig	norteño	ADJ;PL	ADJ;FEM;SG
seks	six	seks	six	NUM	N
viser	pantallas	vise	pantalla	V;IND;PRS;FIN;ACT	N;FEM;PL
viser	expositores	vise	expositor	V;IND;PRS;FIN;ACT	N;MASC;PL
viser	espectáculos	vise	espectáculo	V;IND;PRS;FIN;ACT	N;MASC;PL
viser	shows	vise	show	V;IND;PRS;FIN;ACT	N;MASC;PL
direkte	directa	direkte	directo	ADV	ADJ;FEM;SG
direkte	directo	direkte	directo	ADV	ADJ;MASC;SG
direkte	direct	direkte	directo	ADV	N
direkte	directos	direkte	directo	ADV	ADJ;MASC;PL
direkte	directas	direkte	directo	ADV	ADJ;FEM;PL
sydlige	sureña	sydlig	sureño	ADJ;PL	ADJ;FEM;SG
sydlige	southern	sydlig	southern	ADJ;PL	N
sydlige	sur	sydlig	sur	ADJ;PL	N;MASC;SG
sydlige	meridional	sydlig	meridional	ADJ;PL	ADJ;SG
sydlige	sureño	sydlig	sureño	ADJ;PL	ADJ;MASC;SG
sydlige	sur	sydlig	sur	ADJ;PL	N;MASC;SG
førte	liderado	føre	liderado	V;IND;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
førte	liderados	føre	liderado	V;IND;PST;FIN;ACT	ADJ;MASC;PL;V.PTCP
førte	led	føre	led	V;IND;PST;FIN;ACT	N;MASC;SG
måske	quizas	måske	quiza	ADV	N;FEM;SG
måske	quizas	måske	quiza	ADV	N;FEM;SG
måske	talvez	måske	talvez	ADV	INTJ
haft	tenía	have	tener	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;IPFV;FIN
haft	tenido	have	tener	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
haft	había	have	haber	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;IPFV;FIN
efterfølgende	posteriormente	efterfølgende	posteriormente	ADJ	ADV
millioner	millón	million	millón	N;INDF;MASC+FEM;PL	N;MASC;SG
millioner	millon	million	millon	N;INDF;MASC+FEM;PL	N;MASC;SG
familie	familiar	familie	familiar	N;INDF;MASC+FEM;SG	ADJ;SG
familie	familiares	familie	familiar	N;INDF;MASC+FEM;SG	N;MASC;PL
nåede	alcanzada	nå	alcanzar	V;IND;PST;FIN;ACT	ADJ;FEM;SG;V.PTCP
nåede	alcanzadas	nå	alcanzado	V;IND;PST;FIN;ACT	ADJ;FEM;PL;V.PTCP
nåede	alcanzados	nå	alcanzado	V;IND;PST;FIN;ACT	ADJ;MASC;PL;V.PTCP
nåede	alcanzado	nå	alcanzado	V;IND;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
ser	miradas	se	mirada	V;IND;PRS;FIN;ACT	N;FEM;PL
ser	aspecto	se	aspecto	V;IND;PRS;FIN;ACT	N;MASC;SG
ser	looks	se	look	V;IND;PRS;FIN;ACT	N;MASC;PL
yderligere	adicional	yderligere	adicional	ADV;CMPR	ADJ;SG
yderligere	adicionales	yderligere	adicional	ADV;CMPR	ADJ;PL
gruppen	agrupar	gruppe	agrupar	N;DEF;MASC+FEM;SG	V;NFIN
bare	just	bare	justo	ADV	N
resultat	resultados	resultat	resultado	N;INDF;NEUT;SG	N;MASC;PL
bedre	better	god	better	ADJ;CMPR	N
bedre	mejor	god	mejor	ADJ;CMPR	ADV
museum	museos	museum	museo	N;INDF;NEUT;SG	N;MASC;PL
tale	hablar	tale	hablar	N;INDF;MASC+FEM;SG	V;NFIN
tale	habla	tale	hablar	N;INDF;MASC+FEM;SG	V;IND;SG;3;PRS;FIN
tale	hable	tale	hablar	N;INDF;MASC+FEM;SG	V;IMP;SG;3;FIN
tale	hablar	tale	hablar	N;INDF;MASC+FEM;SG	V;NFIN
tale	habla	tale	hablar	N;INDF;MASC+FEM;SG	V;IND;SG;3;PRS;FIN
tale	hablan	tale	hablar	N;INDF;MASC+FEM;SG	V;IND;PL;3;PRS;FIN
tale	hable	tale	hablar	N;INDF;MASC+FEM;SG	V;IMP;SG;3;FIN
tale	hablen	tale	hablar	N;INDF;MASC+FEM;SG	V;IMP;PL;3;FIN
oprettet	creado	oprette	creado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
oprettet	creados	oprette	creado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
oprettet	creadas	oprette	creado	V;INDF;SG;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
oprettet	creada	oprette	creado	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
italien	italia	italie	italia	PROPN	PROPN
sådan	tal	sådan	tal	ADV	N
sådan	tales	sådan	tal	ADV	PRO;PL
par	parejas	par	pareja	N;INDF;NEUT;SG	N;FEM;PL
par	pares	par	par	N;INDF;NEUT;SG	N;MASC;PL
par	parejas	par	pareja	N;INDF;NEUT;SG	N;FEM;PL
muligt	posibles	mulig	posible	ADJ;INDF;NEUT;SG	ADJ;PL
trods	apesar	trods	apesar	N;INDF;MASC+FEM;SG	
rundt	redonda	rundt	redonda	ADV	N;FEM;SG
