năm	пет	năm	пет	N	NUM;INDF;PL
hút	дим	hút	дим	V	N;INDF;MASC;SG
hút	пушек	hút	пушек	V	N;INDF;MASC;SG
william	уилям	william	уилям		N;INDF;MASC;SG
george	джордж	george	джордж		PROPN;INDF;MASC;SG
air	air	air	air		N;INDF;MASC;SG
air	въздуха	air	въздух		N;DEF;MASC;SG
air	въздушно	air	въздушен		ADV
air	въздушен	air	въздуша		N;INDF;MASC;SG
air	въздух	air	въздух		N;INDF;MASC;SG
cam	оранжева	cam	оранжева	N	ADJ;INDF;FEM;SG
cam	оранжево	cam	оранжево	N	ADV
cam	оранжеви	cam	оранжев	N	ADJ;INDF;PL
cam	кам	cam	кам	N	ADV
họp	заседание	họp	заседание	V	N;INDF;NEUT;SG
họp	среща	họp	среща	V	N;INDF;FEM;SG
họp	съвещание	họp	съвещание	V	N;INDF;NEUT;SG
họp	събрание	họp	събрание	V	N;INDF;NEUT;SG
họp	срещата	họp	среща	V	N;DEF;FEM;SG
usd	петдесет	usd	петдесет	N	NUM;INDF;PL
usd	fifty	usd	fifty	N	PROPN;INDF;MASC;SG
may	май	may	май	ADJ	PROPN;INDF;MASC;SG
may	шия	may	шия	ADJ	N;INDF;FEM;SG
may	шиене	may	шиене	ADJ	N;INDF;NEUT;SG
may	лъки	may	лъка	ADJ	N;INDF;MASC;SG
may	късметлия	may	късметлия	ADJ	N;DEF;MASC;SG
chép	копиране	chép	копиране	V	N;INDF;NEUT;SG
chép	копие	chép	копие	V	N;INDF;NEUT;SG
kia	киа	kia	киа	PROPN	PROPN;INDF;MASC;SG
kia	там	kia	там	PROPN	ADV
robert	роберт	robert	роберт		PROPN;INDF;MASC;SG
robert	робер	robert	робер		PROPN;INDF;MASC;SG
robert	робърт	robert	робърт		PROPN;INDF;MASC;SG
david	дейвид	david	дейвид		PROPN;INDF;MASC;SG
david	давид	david	давид		N;INDF;MASC;SG
iowa	айова	iowa	айова	N	PROPN;INDF;FEM;SG
ohio	охайо	ohio	оха	N	PROPN;INDF;MASC;SG
dặm	майлс	dặm	майлс	N	PROPN;INDF;MASC;SG
dặm	мили	dặm	мил	N	ADJ;INDF;PL
hoang	диво	hoang	диво	ADJ	ADV
hoang	дивак	hoang	дивак	ADJ	N;INDF;MASC;SG
hoang	диви	hoang	дивя-(се)	ADJ	N;INDF;FEM;PL
hoang	дива	hoang	дивам-(се)	ADJ	N;INDF;FEM;SG
hoang	див	hoang	див	ADJ	N;INDF;MASC;SG
pop	pop	pop	pop	N	NUM;INDF;PL
đâu	къде	đâu	къде	PROPN	ADV
sắp	почти	sắp	почти		ADV
sắp	скоро	sắp	скоро		ADV
sắp	предстоящите	sắp	предстоя		ADJ;IPFV;DEF;PL;PRS;V.PTCP;ACT
sắp	предстоящи	sắp	предстоя		ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
sắp	предстоящо	sắp	предстоя		ADV
cân	тегло	cân	тегло	V	N;INDF;NEUT;SG
cân	тежест	cân	тежест	V	N;INDF;FEM;SG
hiếu	гостоприемството	hiếu	гостоприемство		N;DEF;NEUT;SG
hiếu	гостоприемство	hiếu	гостоприемство		N;INDF;NEUT;SG
tận	терминал	tận	терминал	ADP	N;INDF;MASC;SG
mong	монг	mong	монг	V	N;INDF;MASC;SG
mong	надеждата	mong	надежда	V	N;DEF;FEM;SG
mong	хоуп	mong	хоуп	V	N;INDF;MASC;SG
mong	надежда	mong	надежда	V	N;INDF;FEM;SG
rối	размирник	rối	размирник	V	N;INDF;MASC;SG
rối	беля	rối	бял	V	N;INDF;FEM;SG
rối	неприятности	rối	неприятност	V	N;INDF;FEM;PL
rối	беда	rối	беда	V	N;INDF;FEM;SG
rối	проблем	rối	проблем	V	N;INDF;MASC;SG
rối	проблеми	rối	проблем	V	N;INDF;MASC;PL
rối	кукла	rối	кукло	V	N;INDF;FEM;SG
rối	марионетка	rối	марионетка	V	N;INDF;FEM;SG
minnesota	минесота	minnesota	минеса	N	PROPN;INDF;FEM;SG
dakota	дакота	dakota	дакът	N	PROPN;INDF;FEM;SG
james	джеймс	james	джеймс	N	PROPN;INDF;MASC;SG
nghỉ	почивка	nghỉ	почивка	V	N;INDF;FEM;SG
nghỉ	ваканция	nghỉ	ваканция	V	N;INDF;FEM;SG
nghỉ	отпуск	nghỉ	отпуск	V	N;INDF;MASC;SG
nghỉ	почивка	nghỉ	почивка	V	N;INDF;FEM;SG
paul	пол	paul	пол		N;INDF;MASC;SG
paul	паул	paul	паул		PROPN;INDF;MASC;SG
thua	губещ	thua	губещ	V	ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT
thua	изгубено	thua	изгубя-(се)	V	ADV
thua	изгубени	thua	изгубен	V	ADJ;INDF;PL
thua	изгубена	thua	изгубя-(се)	V	ADJ;INDF;FEM;SG
thua	загубен	thua	загубен	V	N;INDF;MASC;SG
thua	загуби	thua	загуба	V	N;INDF;FEM;PL
thua	изгубен	thua	изгубен	V	ADJ;INDF;MASC;SG
rock	rock	rock	rock	N	PROPN;INDF;MASC;SG
uống	пиене	uống	пиена	V	N;INDF;NEUT;SG
uống	пиенето	uống	пиене	V	N;DEF;NEUT;SG
uống	пий	uống	пий	V	N;INDF;MASC;SG
uống	питие	uống	питие	V	N;INDF;NEUT;SG
uống	напитки	uống	напитка	V	N;INDF;FEM;PL
uống	питиета	uống	питие	V	N;INDF;NEUT;PL
phạt	наказателни	phạt	наказателен	N	ADJ;INDF;PL
phạt	наказателен	phạt	наказателен	N	ADJ;INDF;MASC;SG
phạt	глобен	phạt	глобен	N	ADJ;INDF;MASC;SG
phạt	наказан	phạt	накажа	N	V;PFV;INDF;MASC;SG;V.PTCP;PASS
phạt	наказана	phạt	накажа	N	V;PFV;INDF;FEM;SG;V.PTCP;PASS
phạt	наказани	phạt	накажа	N	V;PFV;INDF;PL;V.PTCP;PASS
đoán	познай	đoán	познай	V	N;INDF;FEM;SG
chị	како	chị	како	N	INTJ
cốt	би	cốt	съм	N	V;IPFV;COND;SG;3;PST;FIN
phe	страничен	phe	страничен	N	ADJ;INDF;MASC;SG
lam	готово	lam	готов	N	ADV
lam	направено	lam	направя-(се)	N	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
lam	сторено	lam	сторя-(се)	N	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
hoài	постигнато	hoài	постигна	N	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
hoài	постигната	hoài	постигна	N	V;PFV;INDF;FEM;SG;V.PTCP;PASS
hoài	постигнати	hoài	постигна	N	V;PFV;INDF;PL;V.PTCP;PASS
hoài	постигнат	hoài	постигна	N	V;PFV;INDF;MASC;SG;V.PTCP;PASS
ukraina	украйна	ukraina	украйна	N	PROPN;INDF;FEM;SG
del	дел	del	дел		PROPN
del	del	del	del		PROPN
internet	интернет	internet	интернет		N;INDF;MASC;SG
der	дер	der	дер	N	PROPN
kiên	търпение	kiên	търпение	ADJ	N;INDF;NEUT;SG
kiên	търпението	kiên	търпение	ADJ	N;DEF;NEUT;SG
hạc	крейн	hạc	крейн	N	PROPN;INDF;MASC;SG
malaysia	малайзийски	malaysia	малайзийски	N	PROPN;INDF;MASC;SG
nóng	горещо	nóng	горещо	ADJ	ADV
nóng	секси	nóng	секса	ADJ	N;INDF;FEM;PL
pha	направи	pha	направя-(се)	N	V;PFV;IMP;SG;2;FIN
phức	микроскоп	phức	микроскоп	V	ADV
tròn	кръгче	tròn	кръг	ADJ	N;INDF;NEUT;SG
tròn	кръгът	tròn	кръг	ADJ	N;DEF;MASC;SG
tròn	окръжност	tròn	окръжност	ADJ	N;INDF;FEM;SG
tròn	кръговрат	tròn	кръговрат	ADJ	N;INDF;MASC;SG
tròn	кръг	tròn	кръг	ADJ	N;INDF;MASC;SG
nhảy	скок	nhảy	скок	V	N;INDF;MASC;SG
nhảy	скокове	nhảy	скок	V	N;INDF;MASC;PL
nhảy	скачане	nhảy	скачане	V	N;INDF;NEUT;SG
lạnh	студ	lạnh	студ	ADJ	N;INDF;MASC;SG
lạnh	студено	lạnh	студено	ADJ	ADV
washington	уошингтън	washington	уошингтън		N;INDF;MASC;SG
washington	вашингтон	washington	вашингтон		N;INDF;MASC;SG
tiêm	инжекция	tiêm	инжекция	V	N;INDF;FEM;SG
tiêm	инжектиране	tiêm	инжектиране	V	N;INDF;NEUT;SG
tiêm	впръскване	tiêm	впръскване	V	N;INDF;NEUT;SG
tiêm	инжектиране	tiêm	инжектиране	V	N;INDF;NEUT;SG
tiêm	състояние	tiêm	състояние	V	N;INDF;NEUT;SG
tiêm	състоянието	tiêm	състояние	V	N;DEF;NEUT;SG
tiêm	условие	tiêm	условие	V	N;INDF;NEUT;SG
trốn	скриване	trốn	скриване	V	N;INDF;NEUT;SG
trốn	укриване	trốn	укриване	V	N;INDF;NEUT;SG
trốn	криене	trốn	криене	V	N;INDF;NEUT;SG
bottom	дъното	bottom	дъно		N;DEF;NEUT;SG
bottom	отдолу	bottom	отдолу		ADV
bottom	дъно	bottom	дъно		N;INDF;NEUT;SG
nhi	синко	nhi	синко	N	INTJ
nhi	сине	nhi	син	N	PART
đau	боли	đau	бол	ADJ	V;IPFV;IMP;SG;2;FIN
đau	болката	đau	болка	ADJ	N;DEF;FEM;SG
đau	болки	đau	болка	ADJ	N;INDF;FEM;PL
đau	болка	đau	болка	ADJ	N;INDF;FEM;SG
đau	болезнено	đau	болезнено	ADJ	ADV
đau	наранена	đau	нараня	ADJ	V;PFV;INDF;FEM;SG;V.PTCP;PASS
đau	ранена	đau	раня	ADJ	V;PFV;INDF;FEM;SG;V.PTCP;PASS
lọc	филтър	lọc	филтър	V	N;INDF;MASC;SG
lọc	филтриране	lọc	филтриране	V	N;INDF;NEUT;SG
lọc	филтриране	lọc	филтриране	V	N;INDF;NEUT;SG
lọc	филтри	lọc	филтър	V	N;INDF;MASC;PL
vui	забавен	vui	забавен		ADJ;INDF;MASC;SG
vui	забавно	vui	забавно		ADV
vui	смешна	vui	смешна		ADJ;INDF;FEM;SG
vui	смешно	vui	смешно		ADV
vui	забавно	vui	забавно		ADV
vui	весело	vui	весело		ADV
vui	забавление	vui	забавление		N;INDF;NEUT;SG
vui	забавна	vui	забавна		ADJ;INDF;FEM;SG
vui	кеф	vui	кеф		N;INDF;MASC;SG
vui	забавен	vui	забавен		ADJ;INDF;MASC;SG
vui	щастлив	vui	щастлив		ADJ;INDF;MASC;SG
vui	щастливи	vui	щастлив		ADJ;INDF;PL
vui	щастлива	vui	щастлив		ADJ;INDF;FEM;SG
vui	щастливо	vui	щастлив		ADV
vui	хепи	vui	хеп		INTJ
israel	израел	israel	израел		PROPN;INDF;MASC;SG
khổ	страданието	khổ	страдание	ADJ	N;DEF;NEUT;SG
khổ	страда	khổ	страдам	ADJ	V;IPFV;IND;SG;3;PRS;FIN;ACT
khổ	страдания	khổ	страдане	ADJ	N;INDF;NEUT;PL
khổ	страдание	khổ	страдание	ADJ	N;INDF;NEUT;SG
khổ	трудно	khổ	трудно	ADJ	ADV
khổ	силно	khổ	силно	ADJ	ADV
khổ	здраво	khổ	здраво	ADJ	ADV
khổ	твърдо	khổ	твърдо	ADJ	ADV
khổ	мизерия	khổ	мизерия	ADJ	N;INDF;FEM;SG
khổ	нещастие	khổ	нещастие	ADJ	N;INDF;NEUT;SG
site	сайт	site	сайт		N;INDF;MASC;SG
thuế	мила	thuế	мил	N	ADJ;INDF;FEM;SG
thuế	скъпа	thuế	скъп	N	ADJ;INDF;FEM;SG
dày	дебело	dày	дебело	ADJ	ADV
love	обич	love	обич		N;INDF;FEM;SG
love	любов	love	любов		N;INDF;FEM;SG
love	любовта	love	любов		N;DEF;FEM;SG
love	обичам	love	обичам		V;IPFV;IND;SG;1;PRS;FIN;ACT
rập	арабия	rập	арабия	N	PROPN;INDF;FEM;SG
des	дес	des	дес	N	PROPN;INDF;FEM;SG
des	des	des	des	N	PROPN
des	дез	des	дез	N	PROPN;INDF;NEUT;SG
anime	аниме	anime	аниме		N;INDF;NEUT;SG
michael	майкъл	michael	майкъл		PROPN;INDF;MASC;SG
lee	лий	lee	лий	N	PROPN;INDF;MASC;SG
colombia	колумбия	colombia	колумбия	N	PROPN;INDF;FEM;SG
colombia	колумбийски	colombia	колумбийски	N	PROPN;INDF;MASC;SG
charles	чарлз	charles	чарлз		N;INDF;MASC;SG
charles	чарлс	charles	чарлс		PROPN;INDF;MASC;SG
charles	шарл	charles	шарл		PROPN;INDF;MASC;SG
than	въглища	than	въглища		N;INDF;PL
than	въглен	than	въглен		N;INDF;MASC;SG
than	въглен	than	въглен		N;INDF;MASC;SG
than	въглени	than	въглен		N;INDF;MASC;PL
