loại	type	loại	type	N	PROPN
nhạc	музыка	nhạc	музыка	V	N;INAN;NOM;FEM;SG
nhạc	музыку	nhạc	музыка	V	N;INAN;ACC;FEM;SG
nhạc	music	nhạc	music	V	PROPN
nhạc	музыкальные	nhạc	музыкальный	V	ADJ;NOM;PL
nhạc	музыкальная	nhạc	музыкальный	V	ADJ;NOM;FEM;SG
nhạc	мюзикл	nhạc	мюзикл	V	N;INAN;NOM;MASC;SG
hóa	химического	hóa	химический		ADJ;GEN;MASC;SG
hóa	химический	hóa	химический		ADJ;NOM;MASC;SG
hóa	химическая	hóa	химический		ADJ;NOM;FEM;SG
hóa	химия	hóa	химия		N;INAN;NOM;FEM;SG
hóa	химии	hóa	химия		N;INAN;NOM;FEM;SG
tranh	war	tranh	war	N	PROPN
gọi	звонок	gọi	звонок	V	N;INAN;NOM;MASC;SG
gọi	звонок	gọi	звонок	V	N;INAN;NOM;MASC;SG
gọi	призвание	gọi	призвание	V	N;INAN;NOM;NEUT;SG
trang	чжуанский	trang	чжуанский	N	ADJ;NOM;MASC;SG
trang	page	trang	page	N	PROPN
tạo	создание	tạo	создание	V	N;INAN;NOM;NEUT;SG
tạo	создание	tạo	создание	V	N;INAN;NOM;NEUT;SG
tạo	создание	tạo	создание	V	N;INAN;NOM;NEUT;SG
tạo	создания	tạo	создание	V	N;INAN;GEN;NEUT;SG
tạo	сотворение	tạo	сотворение	V	N;INAN;NOM;NEUT;SG
tạo	команда	tạo	команда	V	N;INAN;NOM;FEM;SG
tạo	team	tạo	team	V	PROPN
cầu	бридж	cầu	бридж	N	
đặc	твердое	đặc	твердый	N	ADJ;NOM;NEUT;SG
đặc	твердый	đặc	твердый	N	ADJ;NOM;MASC;SG
đặc	твердых	đặc	твердый	N	ADJ;GEN;PL
đặc	твердые	đặc	твердый	N	ADJ;NOM;PL
nên	должен	nên	должен	CONJ	ADJ;MASC;SG
nên	должны	nên	должен	CONJ	ADJ;PL
mới	новые	mới	новый		ADJ;NOM;PL
mới	новинка	mới	новинка		N;INAN;NOM;FEM;SG
mới	новая	mới	новый		ADJ;NOM;FEM;SG
mới	новый	mới	новый		ADJ;NOM;MASC;SG
mới	новых	mới	новый		ADJ;GEN;PL
mới	новое	mới	новый		ADJ;NOM;NEUT;SG
đạo	моральная	đạo	моральный	N	ADJ;NOM;FEM;SG
đạo	моральный	đạo	моральный	N	ADJ;NOM;MASC;SG
bắt	улов	bắt	улов	V	N;INAN;NOM;MASC;SG
bắt	захват	bắt	захват	V	N;INAN;NOM;MASC;SG
bắt	захвата	bắt	захват	V	N;INAN;GEN;MASC;SG
tinh	цзин	tinh	цзин	N	PART
rất	очень	rất	очень		ADV
đất	earth	đất	earth	N	PROPN
thức	рецепт	thức	рецепт	V	N;INAN;NOM;MASC;SG
luận	комментировать	luận	комментировать	N	V;IPFV;NFIN;ACT
luận	прокомментировать	luận	комментировать	N	V;PFV;NFIN;ACT
hải	хай	hải	хай	N	
cấp	level	cấp	level	N	PROPN
khoảng	about	khoảng	about	ADJ	PROPN
khoảng	о	khoảng	о	ADJ	INTJ
khoảng	пробелы	khoảng	пробел	ADJ	N;INAN;NOM;MASC;PL
khoảng	пространства	khoảng	пространство	ADJ	N;INAN;NOM;NEUT;PL
khoảng	вокруг	khoảng	вокруг	ADJ	ADV
khoảng	приблизительно	khoảng	приблизительно	ADJ	ADV
khoảng	приблизительно	khoảng	приблизительно	ADJ	ADV
khoảng	примерно	khoảng	примерно	ADJ	ADV
lần	times	lần	times	N	PROPN
vương	ван	vương	ван	N	PART
vương	богат	vương	богатый	N	ADJ;MASC;SG
vương	богатых	vương	богатый	N	ADJ;GEN;PL
vương	богатая	vương	богатый	N	ADJ;NOM;FEM;SG
vương	богатый	vương	богатый	N	ADJ;NOM;MASC;SG
vương	богатые	vương	богатый	N	ADJ;NOM;PL
toàn	целая	toàn	целый	N	ADJ;NOM;FEM;SG
toàn	целые	toàn	целый	N	ADJ;NOM;PL
toàn	целиком	toàn	целиком	N	ADV
nhật	японские	nhật	японский		ADJ;NOM;PL
nhật	японская	nhật	японский		ADJ;NOM;FEM;SG
nhật	японский	nhật	японский		ADJ;NOM;MASC;SG
nhật	японцы	nhật	японец		N;ANIM;NOM;MASC;PL
nhật	японское	nhật	японский		ADJ;NOM;NEUT;SG
nhật	японии	nhật	япония		N;INAN;NOM;FEM;SG
viết	принтер	viết	принтер	V	N;INAN;NOM;MASC;SG
viết	написание	viết	написание	V	N;INAN;NOM;NEUT;SG
lan	лан	lan	лан	N	
lan	йен	lan	йен	N	INTJ
bảo	саид	bảo	саид	V	N;ANIM;NOM;MASC;SG
bảo	бао	bảo	бао	V	PART
điện	электрический	điện	электрический	N	ADJ;NOM;MASC;SG
điện	электрические	điện	электрический	N	ADJ;NOM;PL
điện	электрических	điện	электрический	N	ADJ;GEN;PL
điện	электрическая	điện	электрический	N	ADJ;NOM;FEM;SG
điện	электрический	điện	электрический	N	ADJ;NOM;MASC;SG
điện	electric	điện	electric	N	PROPN
điện	электрическая	điện	электрический	N	ADJ;NOM;FEM;SG
bao	бао	bao	бао		PART
bao	никогда	bao	никогда		ADV
bao	never	bao	never		PROPN
bao	мешок	bao	мешок		N;INAN;NOM;MASC;SG
bao	как	bao	как		CONJ
truyền	перенос	truyền	перенос	V	N;INAN;NOM;MASC;SG
truyền	трансфер	truyền	трансфер	V	N;INAN;NOM;MASC;SG
truyền	передача	truyền	передача	V	N;INAN;NOM;FEM;SG
truyền	настой	truyền	настой	V	N;INAN;NOM;MASC;SG
truyền	передачи	truyền	передача	V	N;INAN;NOM;FEM;PL
truyền	переводы	truyền	перевод	V	N;INAN;NOM;MASC;PL
nghiệp	карьера	nghiệp	карьера	ADJ	N;INAN;NOM;FEM;SG
nghiệp	карьеры	nghiệp	карьера	ADJ	N;INAN;NOM;FEM;PL
fontsize	fontsize	fontsize	fontsize		PROPN
nội	внутренние	nội	внутренний	N	ADJ;NOM;PL
nội	внутреннего	nội	внутренний	N	ADJ;GEN;MASC;SG
nội	внутренняя	nội	внутренний	N	ADJ;NOM;FEM;SG
nội	внутренний	nội	внутренний	N	ADJ;NOM;MASC;SG
nội	внутреннее	nội	внутренний	N	ADJ;NOM;NEUT;SG
nội	внутренней	nội	внутренний	N	ADJ;INS;FEM;SG
nội	внутренняя	nội	внутренний	N	ADJ;NOM;FEM;SG
nội	внутренний	nội	внутренний	N	ADJ;NOM;MASC;SG
nội	внутреннее	nội	внутренний	N	ADJ;NOM;NEUT;SG
thuật	волшебная	thuật	волшебный	N	ADJ;NOM;FEM;SG
thuật	magic	thuật	magic	N	PROPN
gian	time	gian	time	N	PROPN
tướng	общие	tướng	общий	N	ADJ;NOM;PL
phong	фэн	phong	фэн	N	PART
đảo	island	đảo	island	N	PROPN
đảo	островных	đảo	островной	N	ADJ;GEN;PL
utc	utc	utc	utc	N	
utc	gmt	utc	gmt	N	PROPN
tâm	центр	tâm	центр		N;INAN;NOM;MASC;SG
thanh	голосовые	thanh	голосовой		ADJ;NOM;PL
thanh	вокал	thanh	вокал		N;INAN;NOM;MASC;SG
thanh	бары	thanh	бар		N;INAN;NOM;MASC;PL
thanh	тхань	thanh	тхань		N;INAN;NOM;MASC;SG
dùng	использование	dùng	использование	V	N;INAN;NOM;NEUT;SG
dùng	пользователь	dùng	пользователь	V	N;ANIM;NOM;MASC;SG
dùng	пользователя	dùng	пользователь	V	N;ANIM;ACC;MASC;SG
dùng	пользователю	dùng	пользователь	V	N;ANIM;DAT;MASC;SG
nói	саид	nói	саид	V	N;ANIM;NOM;MASC;SG
nói	разговор	nói	разговор	V	N;INAN;NOM;MASC;SG
nói	разговоры	nói	разговор	V	N;INAN;NOM;MASC;PL
sông	ривер	sông	ривер	N	
hoạt	анимации	hoạt	анимация	V	N;INAN;NOM;FEM;PL
shift	shift	shift	shift	N	PROPN
đang	являются	đang	являться		V;IPFV;IND;PL;3;PRS;FIN;MID
giữa	средняя	giữa	средний	ADP	ADJ;NOM;FEM;SG
giữa	ближнем	giữa	ближний	ADP	ADJ;ESS;MASC;SG
giữa	средний	giữa	средний	ADP	ADJ;NOM;MASC;SG
giữa	среднее	giữa	средний	ADP	ADJ;NOM;NEUT;SG
phòng	room	phòng	room	N	PROPN
đổi	перемены	đổi	перемена	V	N;INAN;NOM;FEM;PL
đổi	изменение	đổi	изменение	V	N;INAN;NOM;NEUT;SG
đổi	изменения	đổi	изменение	V	N;INAN;NOM;NEUT;PL
chuyển	перенос	chuyển	перенос	V	N;INAN;NOM;MASC;SG
chuyển	трансфер	chuyển	трансфер	V	N;INAN;NOM;MASC;SG
chuyển	передача	chuyển	передача	V	N;INAN;NOM;FEM;SG
chuyển	переключатель	chuyển	переключатель	V	N;INAN;NOM;MASC;SG
chuyển	переключение	chuyển	переключение	V	N;INAN;NOM;NEUT;SG
chuyển	ход	chuyển	ход	V	N;INAN;NOM;MASC;SG
nay	сегодня	nay	сегодня	PROPN	ADV
nay	today	nay	today	PROPN	PROPN
trọng	важная	trọng	важный		ADJ;NOM;FEM;SG
trọng	важно	trọng	важный		ADJ;NEUT;SG
trọng	важных	trọng	важный		ADJ;GEN;PL
trọng	важное	trọng	важный		ADJ;NOM;NEUT;SG
trọng	важные	trọng	важный		ADJ;NOM;PL
trọng	важны	trọng	важный		ADJ;PL
dịch	переводы	dịch	перевод		N;INAN;NOM;MASC;PL
dịch	переводчик	dịch	переводчик		N;ANIM;NOM;MASC;SG
dịch	перевод	dịch	перевод		N;INAN;NOM;MASC;SG
dịch	переводить	dịch	переводить		V;IPFV;NFIN;ACT
dịch	перевести	dịch	перевести		V;PFV;NFIN;ACT
tài	талантливых	tài	талантливый	N	ADJ;GEN;PL
tài	талантлив	tài	талантливый	N	ADJ;MASC;SG
tài	талантливый	tài	талантливый	N	ADJ;NOM;MASC;SG
tài	талантливая	tài	талантливый	N	ADJ;NOM;FEM;SG
chế	brew	chế	brew	N	PROPN
chế	сделанные	chế	делать	N	V;PFV;NOM;PL;PST;V.PTCP;PASS
chế	сделано	chế	делать	N	V;PFV;NEUT;SG;PST;V.PTCP;PASS
chế	сделана	chế	делать	N	V;PFV;FEM;SG;PST;V.PTCP;PASS
chế	сделал	chế	делать	N	V;PFV;MASC;IND;SG;PST;FIN;ACT
chế	сделаны	chế	делать	N	V;PFV;PL;PST;V.PTCP;PASS
nằm	расположенных	nằm	расположенный	V	ADJ;GEN;PL
nằm	расположенный	nằm	расположенный	V	ADJ;NOM;MASC;SG
nằm	ложь	nằm	ложь	V	N;INAN;NOM;FEM;SG
chất	указаны	chất	указать	N	V;PFV;PL;PST;V.PTCP;PASS
chất	указанное	chất	указать	N	V;PFV;NOM;NEUT;SG;PST;V.PTCP;PASS
chất	указано	chất	указать	N	V;PFV;NEUT;SG;PST;V.PTCP;PASS
chất	указанных	chất	указать	N	V;PFV;GEN;PL;PST;V.PTCP;PASS
sáng	яркие	sáng	яркий	N	ADJ;NOM;PL
sáng	яркий	sáng	яркий	N	ADJ;NOM;MASC;SG
sáng	ярко	sáng	ярко	N	ADV
sáng	светлый	sáng	светлый	N	ADJ;NOM;MASC;SG
sáng	яркая	sáng	яркий	N	ADJ;NOM;FEM;SG
sáng	morning	sáng	morning	N	PROPN
thân	body	thân	body		PROPN
thân	тела	thân	тело		N;INAN;NOM;NEUT;PL
thân	тело	thân	тело		N;INAN;NOM;NEUT;SG
thổ	тёркс	thổ	тёркс	N	
cuối	последние	cuối	последний	N	ADJ;NOM;PL
cuối	последнее	cuối	последний	N	ADJ;NOM;NEUT;SG
cuối	last	cuối	last	N	PROPN
cuối	последний	cuối	последний	N	ADJ;NOM;MASC;SG
cuối	последняя	cuối	последний	N	ADJ;NOM;FEM;SG
tăng	увеличение	tăng	увеличение	V	N;INAN;NOM;NEUT;SG
tăng	танк	tăng	танк	V	N;INAN;NOM;MASC;SG
tăng	цистерны	tăng	цистерна	V	N;INAN;NOM;FEM;PL
tăng	цистерна	tăng	цистерна	V	N;INAN;NOM;FEM;SG
tăng	танки	tăng	танк	V	N;INAN;NOM;MASC;PL
tăng	цистерны	tăng	цистерна	V	N;INAN;NOM;FEM;PL
tăng	танков	tăng	танк	V	N;INAN;GEN;MASC;PL
tăng	цзэн	tăng	цзэн	V	
trưởng	капитан	trưởng	капитан		N;ANIM;NOM;MASC;SG
lưu	лю	lưu	лю	V	PART
nổi	известная	nổi	известный		ADJ;NOM;FEM;SG
nổi	знаменитая	nổi	знаменитый		ADJ;NOM;FEM;SG
nổi	известный	nổi	известный		ADJ;NOM;MASC;SG
nổi	знаменитость	nổi	знаменитость		N;INAN;NOM;FEM;SG
nổi	знаменитый	nổi	знаменитый		ADJ;NOM;MASC;SG
nổi	знаменитости	nổi	знаменитость		N;ANIM;NOM;FEM;PL
nổi	знаменитость	nổi	знаменитость		N;INAN;NOM;FEM;SG
nổi	плавать	nổi	плавать		V;IPFV;NFIN;ACT
đặt	комплект	đặt	комплект	V	N;INAN;NOM;MASC;SG
đặt	сет	đặt	сет	V	N;INAN;NOM;MASC;SG
đặt	набор	đặt	набор	V	N;INAN;NOM;MASC;SG
đặt	выбор	đặt	выбор	V	N;INAN;NOM;MASC;SG
đình	тинг	đình	тинг	N	
đình	семейное	đình	семейный	N	ADJ;NOM;NEUT;SG
đình	родные	đình	родной	N	ADJ;NOM;PL
dài	долго	dài	долго	ADJ	ADV
dài	лонг	dài	лонг	ADJ	
vua	king	vua	king	N	PROPN
phi	фи	phi	фи	N	
biệt	воздухе	biệt	воздух		N;INAN;ESS;MASC;SG
tuy	туй	tuy	туй	CONJ	
biến	переменная	biến	переменный	V	ADJ;NOM;FEM;SG
biến	переменные	biến	переменная	V	ADJ;NOM;PL
biến	переменной	biến	переменный	V	ADJ;INS;FEM;SG
biến	преобразования	biến	преобразование	V	N;INAN;NOM;NEUT;PL
biến	преобразование	biến	преобразование	V	N;INAN;NOM;NEUT;SG
hậu	королева	hậu	королева		N;ANIM;NOM;FEM;SG
hậu	queen	hậu	queen		PROPN
hậu	куин	hậu	куин		N;INAN;NOM;MASC;SG
hậu	царица	hậu	царица		N;ANIM;NOM;FEM;SG
chưa	неа	chưa	она		
thu	чт	thu	чт	V	
nghệ	художественная	nghệ	художественный	N	ADJ;NOM;FEM;SG
nghệ	художественных	nghệ	художественный	N	ADJ;GEN;PL
nghệ	художественный	nghệ	художественный	N	ADJ;NOM;MASC;SG
nghệ	художественные	nghệ	художественный	N	ADJ;NOM;PL
liệu	документ	liệu	документ	V	N;INAN;NOM;MASC;SG
sơn	нарисовал	sơn	рисовать	N	V;PFV;MASC;IND;SG;PST;FIN;ACT
sơn	рисовать	sơn	рисовать	N	V;IPFV;NFIN;ACT
tìm	поиск	tìm	поиск	V	N;INAN;NOM;MASC;SG
tìm	финн	tìm	финн	V	N;ANIM;NOM;MASC;SG
tìm	фин	tìm	фина	V	
giao	интерфейс	giao	интерфейс	V	N;INAN;NOM;MASC;SG
tương	сян	tương	сян		N;INAN;NOM;MASC;SG
bạn	тебя	bạn	ты	N	PRO;ACC;SG;2
bạn	you	bạn	you	N	PROPN
bạn	вы	bạn	вы	N	PRO;NOM;PL;2
bạn	ты	bạn	ты	N	PRO;NOM;SG;2
hữu	хозяин	hữu	хозяин		N;ANIM;NOM;MASC;SG
hữu	владельца	hữu	владелец		N;ANIM;ACC;MASC;SG
hữu	владелец	hữu	владелец		N;ANIM;NOM;MASC;SG
hữu	владеет	hữu	владеть		V;IPFV;IND;SG;3;PRS;FIN;ACT
thay	перемены	thay	перемена	V	N;INAN;NOM;FEM;PL
thay	изменение	thay	изменение	V	N;INAN;NOM;NEUT;SG
thay	изменения	thay	изменение	V	N;INAN;NOM;NEUT;PL
nhóm	group	nhóm	group	N	PROPN
giá	стоит	giá	стоить	N	V;IPFV;IND;SG;3;PRS;FIN;ACT
nhiệt	тепло	nhiệt	теплый	N	ADJ;NEUT;SG
nhiệt	тепловой	nhiệt	тепловой	N	ADJ;NOM;MASC;SG
gần	практически	gần	практически	ADJ	ADV
gần	почти	gần	почти	ADJ	ADV
gần	закрыть	gần	закрыть	ADJ	V;PFV;NFIN;ACT
gần	близко	gần	близко	ADJ	ADV
gần	закройте	gần	закрыть	ADJ	V;PFV;IMP;PL;2;FIN;ACT
gần	вблизи	gần	вблизи	ADJ	ADV
gần	рядом	gần	рядом	ADJ	ADV
gần	близко	gần	близко	ADJ	ADV
cứu	помощь	cứu	помощь	V	N;INAN;NOM;FEM;SG
cứu	справка	cứu	справка	V	N;INAN;NOM;FEM;SG
cứu	спасатели	cứu	спасатель	V	N;ANIM;NOM;MASC;PL
cứu	спасение	cứu	спасение	V	N;INAN;NOM;NEUT;SG
lớp	team	lớp	team	N	PROPN
quyết	определено	quyết	определить	N	V;PFV;NEUT;SG;PST;V.PTCP;PASS
quyết	определен	quyết	определить	N	V;PFV;MASC;SG;PST;V.PTCP;PASS
quyết	определены	quyết	определить	N	V;PFV;PL;PST;V.PTCP;PASS
quyết	решило	quyết	решить	N	V;PFV;NEUT;IND;SG;PST;FIN;ACT
quyết	решила	quyết	решить	N	V;PFV;FEM;IND;SG;PST;FIN;ACT
quyết	решено	quyết	решить	N	V;PFV;NEUT;SG;PST;V.PTCP;PASS
thương	милые	thương	милый	V	ADJ;NOM;PL
thương	милый	thương	милый	V	ADJ;NOM;MASC;SG
thương	раненый	thương	раненый	V	N;ANIM;NOM;MASC;SG
thương	раненых	thương	раненый	V	N;ANIM;GEN;MASC;PL
thương	раненые	thương	раненый	V	N;ANIM;NOM;MASC;PL
thương	больно	thương	больно	V	ADV
hát	пение	hát	пение	V	N;INAN;NOM;NEUT;SG
tiền	money	tiền	money	N	PROPN
phục	сервер	phục	сервер	V	N;INAN;NOM;MASC;SG
phục	сервера	phục	сервер	V	N;INAN;NOM;MASC;SG
phục	server	phục	server	V	PROPN
tuổi	старая	tuổi	старый	N	ADJ;NOM;FEM;SG
tuổi	old	tuổi	old	N	PROPN
tuổi	старые	tuổi	старый	N	ADJ;NOM;PL
tuổi	старое	tuổi	старый	N	ADJ;NOM;NEUT;SG
tuổi	старый	tuổi	старый	N	ADJ;NOM;MASC;SG
chân	гэн	chân	гэн	N	
tân	виргинских	tân	виргинский	N	ADJ;GEN;PL
tân	тан	tân	тан	N	PART
đời	life	đời	life	N	PROPN
cần	нужно	cần	нужный	V	ADJ;NEUT;SG
cần	нужна	cần	нужный	V	ADJ;FEM;SG
cần	потребность	cần	потребность	V	N;INAN;NOM;FEM;SG
hoàn	герой	hoàn	герой		N;ANIM;NOM;MASC;SG
hoàn	хуань	hoàn	хуань		N;INAN;NOM;MASC;SG
chơi	play	chơi	play	V	PROPN
chơi	game	chơi	game	V	PROPN
chơi	игра	chơi	игра	V	N;INAN;NOM;FEM;SG
