par	hakkında	par	hak		N;ESS;SG;3
francijas	fransızlar	francija	fransız	PROPN;NOM;FEM;SG	N;NOM;PL;3
francijas	fransız	francija	fransız	PROPN;NOM;FEM;SG	
francijas	fransızca	francija	fransızca	PROPN;NOM;FEM;SG	
iespējams	muhtemelen	iespējams	muhtemel	ADJ;NOM;MASC;SG	
iespējams	muhtemel	iespējams	muhtemel	ADJ;NOM;MASC;SG	
iespējams	muhtemel	iespējams	muhtemel	ADJ;NOM;MASC;SG	
iespējams	mümkün	iespējams	mümkün	ADJ;NOM;MASC;SG	
iespējams	olası	iespējams	olası	ADJ;NOM;MASC;SG	
septembrī	eylül	septembris	eylül	N;ESS;MASC;SG	
gadus	yıllarca	gads	yıllarca	N;ACC;MASC;PL	ADV
gadus	yıllardır	gads	yıl	N;ACC;MASC;PL	V;IPFV;IND;PL;3;POS
gadus	yıllar	gads	yıl	N;ACC;MASC;PL	N;NOM;PL;3
gadus	yılların	gads	yıl	N;ACC;MASC;PL	N;GEN;PL;3
gadus	seneler	gads	sene	N;ACC;MASC;PL	
baltijas	baltık	baltija	baltık	PROPN;NOM;FEM;SG	
impērijas	imperia	impērija	imperia	N;NOM;FEM;PL	
oktobrī	ekim	oktobris	ekim	N;ESS;MASC;SG	
daļas	parçaları	daļa	parça	N;NOM;FEM;PL	N;ACC;PL;3
izmanto	kullanılan	izmantot	kullan	V;IMP;SG;2;POS;FIN;ACT	V;PFV;IND;POS;PRS;V.PTCP;PASS
izmanto	kullanılmış	izmantot	kullan	V;IMP;SG;2;POS;FIN;ACT	V;PFV;NFH;IND;SG;3;POS;PST;PASS
izmanto	kullanıldı	izmantot	kullan	V;IMP;SG;2;POS;FIN;ACT	V;PFV;IND;SG;3;POS;PST;PASS
izmanto	kullanılır	izmantot	kullan	V;IMP;SG;2;POS;FIN;ACT	V;IPFV;IND;SG;3;POS;PASS
austrumu	doğuya	austrumi	doğu	N;GEN;MASC	ADJ;DAT;SG;3
austrumu	doğu	austrumi	doğu	N;GEN;MASC	
austrumu	doğuda	austrumi	doğu	N;GEN;MASC	N;ESS;SG;3
austrumu	doğulu	austrumi	doğul	N;GEN;MASC	
austrumu	doğu	austrumi	doğu	N;GEN;MASC	
kultūras	ekin	kultūra	ekin	N;NOM;FEM;PL	
kultūras	kültür	kultūra	kültür	N;NOM;FEM;PL	
rietumu	west	rietumi	west	N;ACC;MASC;SG	PROPN;NOM;SG;3
rietumu	batıya	rietumi	bat	N;ACC;MASC;SG	N;DAT;SG;3
rietumu	batı	rietumi	batı	N;ACC;MASC;SG	
rietumu	batıda	rietumi	batı	N;ACC;MASC;SG	N;ESS;SG;3
rietumu	batılı	rietumi	batılı	N;ACC;MASC;SG	
rietumu	western	rietumi	western	N;ACC;MASC;SG	PROPN;NOM;SG;3
rietumu	batı	rietumi	batı	N;ACC;MASC;SG	
dzimums	cinsiyet	dzimums	cinsiyet	N;NOM;MASC;SG	
dzimums	seks	dzimums	seks	N;NOM;MASC;SG	
dzimums	sex	dzimums	sex	N;NOM;MASC;SG	
tagad	simdi	tagad	simdi	ADV	
vairākas	birkaç	vairākas	birkaç	PRO;NOM;FEM;PL	DET
baznīcas	church	baznīca	church	N;NOM;FEM;PL	PROPN;NOM;SG;3
baznīcas	kiliseye	baznīca	kili	N;NOM;FEM;PL	N;DAT;SG;3
baznīcas	kilise	baznīca	kili	N;NOM;FEM;PL	
kurzemes	kurlandiya	kurzeme	kurlandiya	N;NOM;FEM;PL	
auto	araba	auto	araba	N	
auto	araç	auto	araç	N	
auto	kamyon	auto	kamyon	N	
auto	auto	auto	auto	N	
auto	otomatik	auto	otomatik	N	
auto	oto	auto	oto	N	
baznīca	church	baznīca	church	N;NOM;FEM;SG	PROPN;NOM;SG;3
baznīca	kiliseye	baznīca	kili	N;NOM;FEM;SG	N;DAT;SG;3
baznīca	kilise	baznīca	kili	N;NOM;FEM;SG	
dzīvo	yaşıyorum	dzīvot	yaşa	V;FH;IND;3;POS;PRS;FIN;ACT	V;PROG;IND;SG;1;POS;INFM;PRS
dzīvo	live	dzīvot	live	V;FH;IND;3;POS;PRS;FIN;ACT	
dzīvo	yaşa	dzīvot	yaşa	V;FH;IND;3;POS;PRS;FIN;ACT	
dzīvo	canlı	dzīvot	canlı	V;FH;IND;3;POS;PRS;FIN;ACT	
visas	all	visa	all	PRO;NOM;FEM;PL	
visas	hepsini	visa	hepsi	PRO;NOM;FEM;PL	PRO;ACC;PL;3
visas	tamamı	visa	tamam	PRO;NOM;FEM;PL	
visas	hepsi	visa	hepsi	PRO;NOM;FEM;PL	PRO;NOM;PL;3
visas	tümü	visa	tümü	PRO;NOM;FEM;PL	
livonijas	livonya	livonija	livonya	N;NOM;FEM;PL	
aprīlī	nişan	aprīlis	nişan	N;ESS;MASC;SG	
aprīlī	nisan	aprīlis	nisan	N;ESS;MASC;SG	
sporta	spor	sports	spor	N;GEN;MASC;SG	
sporta	sport	sports	sport	N;GEN;MASC;SG	PROPN;NOM;SG;3
sporta	spor	sports	spor	N;GEN;MASC;SG	
sporta	sporlar	sports	spor	N;GEN;MASC;SG	N;NOM;PL;3
svg	svg	svg	svg		
mājaslapa	anasayfa	mājaslaps	anasayfa	N;NOM;FEM;SG	
zelta	golden	zelts	gol	N;GEN;MASC	N;AT+ABL;SG;3
zelta	altın	zelts	altın	N;GEN;MASC	
zelta	altin	zelts	altin	N;GEN;MASC	
zelta	altınlar	zelts	altın	N;GEN;MASC	ADJ;NOM;PL;3
zelta	altın	zelts	altın	N;GEN;MASC	
zelta	gold	zelts	gold	N;GEN;MASC	
zelta	altin	zelts	altin	N;GEN;MASC	
franču	fransızlar	francis	fransız	N;GEN;MASC;PL	N;NOM;PL;3
franču	fransız	francis	fransız	N;GEN;MASC;PL	
franču	fransızca	francis	fransızca	N;GEN;MASC;PL	
mājas	evleri	māja	ev	N;NOM;FEM;PL	N;ACC;PL;3
mājas	süzme	māja	süz	N;NOM;FEM;PL	
mājas	yazlık	māja	yazlık	N;NOM;FEM;PL	N;NOM;SG;3
mājas	yuva	māja	yuva	N;NOM;FEM;PL	
mājas	ev	māja	ev	N;NOM;FEM;PL	N;NOM;SG;3
mājas	evde	māja	ev	N;NOM;FEM;PL	N;ESS;SG;3
mājas	eve	māja	ev	N;NOM;FEM;PL	N;DAT;SG;3
mājas	evim	māja	ev	N;NOM;FEM;PL	N;NOM;SG;3
for	icin	for	icin		
for	için	for	için		
diskusija	tartışma	diskusija	tartış	N;NOM;FEM;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
citi	diğer	cits	diğer	PRO;NOM;MASC;PL	ADJ
citi	diğeri	cits	diğer	PRO;NOM;MASC;PL	N;NOM;SG;3
citi	öteki	cits	öteki	PRO;NOM;MASC;PL	
citi	diger	cits	diger	PRO;NOM;MASC;PL	
citi	diger	cits	diger	PRO;NOM;MASC;PL	
citi	diğerleri	cits	diğer	PRO;NOM;MASC;PL	N;ACC;PL;3
citi	diğerlerini	cits	diğer	PRO;NOM;MASC;PL	N;ACC;PL;3
citi	başkaları	cits	başka	PRO;NOM;MASC;PL	ADJ;ACC;PL;3
viņam	onu	viņš	o	PRO;DAT;MASC;SG;3	PRO;ACC;SG;3
nba	nba	nba	nba	PROPN	
februārī	şubat	februāris	şubat	N;ESS;MASC;SG	
gandrīz	nerdeyse	gandrīz	nerdeyse	ADV	
gandrīz	neredeyse	gandrīz	neredeyse	ADV	
gandrīz	nerdeyse	gandrīz	nerdeyse	ADV	
gandrīz	neredeyse	gandrīz	neredeyse	ADV	
latd	latd	lats	lat		
longd	longd	longd	longd		
latm	latm	lats	latm		
longm	longm	longm	long		
krastā	shore	krasts	shore	N;ESS;MASC;SG	
krastā	kıyıya	krasts	kıyı	N;ESS;MASC;SG	N;DAT;SG;3
krastā	kıyı	krasts	kıy	N;ESS;MASC;SG	
krastā	kıyıya	krasts	kıyı	N;ESS;MASC;SG	N;DAT;SG;3
pasta	postalar	pasts	posta	N;NOM;MASC;SG	N;NOM;PL;3
pasta	mail	pasts	mail	N;NOM;MASC;SG	
pasta	posta	pasts	posta	N;NOM;MASC;SG	
lats	lats	lats	lats	N;NOM;MASC;SG	
notiek	olur	notikt	ol	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS
albums	albüm	albums	albüm	N;NOM;MASC;SG	
longs	longus	longs	longus	N;NOM;MASC;SG	
lauku	kırsal	lauks	kırsal	N;ACC;MASC;SG	
prezidents	başkan	prezidents	başkan	N;NOM;MASC;SG	
prezidents	baskan	prezidents	baskan	N;NOM;MASC;SG	
gadi	yıllarca	gads	yıllarca	N;NOM;MASC;PL	ADV
gadi	yıllardır	gads	yıl	N;NOM;MASC;PL	V;IPFV;IND;PL;3;POS
gadi	yılların	gads	yıl	N;NOM;MASC;PL	N;GEN;PL;3
gadi	seneler	gads	sene	N;NOM;MASC;PL	
karalis	kral	karalis	kral	N;NOM;MASC;SG	
karalis	king	karalis	king	N;NOM;MASC;SG	
nodarbošanās	işgal	nodarbošanās	işgal	N;NOM;FEM;SG	
nodarbošanās	meslek	nodarbošanās	meslek	N;NOM;FEM;SG	
galvenokārt	çoğunlukla	galvenokārt	çoğunluk	ADV	N;INS;SG;3
galvenokārt	genellikle	galvenokārt	genellikle	ADV	
galvenokārt	öncelikle	galvenokārt	öncelik	ADV	N;INS;SG;3
stacijas	karakol	stacija	karakol	N;NOM;FEM;PL	
stacijas	station	stacija	station	N;NOM;FEM;PL	N;NOM;SG;3
stacijas	istasyonu	stacija	ista	N;NOM;FEM;PL	N;ACC;SG;3
stacijas	istasyon	stacija	istasyon	N;NOM;FEM;PL	
stacijas	istasyonları	stacija	ista	N;NOM;FEM;PL	N;ACC;PL;3
politiķis	politikacı	politiķis	politikacı	N;NOM;MASC;SG	
šeit	burada	šeit	bura	ADV	N;ESS;SG;3
šeit	burda	šeit	bura	ADV	N;ESS;SG;3
universitātes	üniversite	universitāte	üniversite	N;NOM;FEM;PL	
universitātes	üniversite	universitāte	üniversite	N;NOM;FEM;PL	
universitātes	university	universitāte	university	N;NOM;FEM;PL	PROPN;NOM;SG;3
universitātes	üniversitesi	universitāte	üniversitesi	N;NOM;FEM;PL	N;NOM;SG;3
iii	iii	būt	iii	ADJ	
darba	çalışıyorum	darbs	çalış	N;GEN;MASC;SG	V;PROG;IND;SG;1;POS;INFM;PRS
darba	çalışıyor	darbs	çalış	N;GEN;MASC;SG	V;PROG;IND;SG;3;POS;INFM;PRS
darba	çalışmak	darbs	çalış	N;GEN;MASC;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
darba	çalışan	darbs	çalış	N;GEN;MASC;SG	
republikas	cumhuriyet	republika	cumhuriyet	N;NOM;FEM;PL	
republikas	cumhuriyetleri	republika	cumhuriyet	N;NOM;FEM;PL	N;ACC;PL;3
gadiem	yıllarca	gads	yıllarca	N;DAT;MASC;PL	ADV
gadiem	yıllardır	gads	yıl	N;DAT;MASC;PL	V;IPFV;IND;PL;3;POS
gadiem	yıllar	gads	yıl	N;DAT;MASC;PL	N;NOM;PL;3
gadiem	yılların	gads	yıl	N;DAT;MASC;PL	N;GEN;PL;3
gadiem	seneler	gads	sene	N;DAT;MASC;PL	
apgabals	ilçe	apgabals	ilçe	N;NOM;MASC;SG	
apgabals	county	apgabals	county	N;NOM;MASC;SG	PROPN;NOM;SG;3
apgabals	bölge	apgabals	bölge	N;NOM;MASC;SG	
apgabals	bahşı	apgabals	bahşı	N;NOM;MASC;SG	
apgabals	ilçe	apgabals	ilçe	N;NOM;MASC;SG	
apgabals	bölge	apgabals	bölge	N;NOM;MASC;SG	
apgabals	alan	apgabals	al	N;NOM;MASC;SG	V;PFV;IND;POS;PRS;V.PTCP
darbības	operasyon	darbība	operasyon	N;NOM;FEM;PL	
darbības	eylemleri	darbība	eylem	N;NOM;FEM;PL	N;ACC;PL;3
britu	britanya	brist	britanya	PROPN	PROPN;NOM;SG;3
britu	ingiliz	brist	ingiliz	PROPN	
britu	ingilizler	brist	ingiliz	PROPN	ADJ;NOM;PL;3
pilsētu	şehirli	pilsēta	şehirli	N;ACC;FEM;SG	
pilsētu	şehir	pilsēta	şehir	N;ACC;FEM;SG	
pilsētu	kentsel	pilsēta	kentsel	N;ACC;FEM;SG	N;NOM;SG;3
pilsētu	kentler	pilsēta	kent	N;ACC;FEM;SG	N;NOM;PL;3
pilsētu	şehirler	pilsēta	şehir	N;ACC;FEM;SG	N;NOM;PL;3
pilsētu	şehirleri	pilsēta	şehir	N;ACC;FEM;SG	N;NOM;PL;3
cilvēki	halk	cilvēks	halk	N;NOM;MASC;PL	
cilvēki	millet	cilvēks	millet	N;NOM;MASC;PL	
ezera	gol	ezers	gol	N;GEN;MASC;SG	N;NOM;SG;3
ezera	lake	ezers	lake	N;GEN;MASC;SG	N;NOM;SG;3
ezera	göl	ezers	göl	N;GEN;MASC;SG	
ezera	gölü	ezers	göl	N;GEN;MASC;SG	N;ACC;SG;3
vārti	kapılar	vārti	kapı	N;NOM;MASC	N;NOM;PL;3
vārti	kapıları	vārti	kapı	N;NOM;MASC	N;ACC;PL;3
vārti	gates	vārti	gates	N;NOM;MASC	
vārti	geçit	vārti	geçit	N;NOM;MASC	
vārti	gate	vārti	gate	N;NOM;MASC	
vārti	kapısı	vārti	kapı	N;NOM;MASC	N;NOM;SG;3
vārti	kapı	vārti	kapı	N;NOM;MASC	N;NOM;SG;3
vārti	geçit	vārti	geçit	N;NOM;MASC	
kārlis	charles	kārlis	charles	PROPN;NOM;MASC;SG	PROPN;NOM;SG;3
kārlis	carl	kārlis	carl	PROPN;NOM;MASC;SG	
izlase	numune	izlase	num	N;NOM;FEM;SG	N;DAT;SG;3
izlase	örnek	izlase	örnek	N;NOM;FEM;SG	
izlase	seçim	izlase	seçim	N;NOM;FEM;SG	
izlase	seçimi	izlase	seçim	N;NOM;FEM;SG	N;ACC;SG;3
izlase	seçme	izlase	seç	N;NOM;FEM;SG	
tur	orada	tur	ora	ADV	N;ESS;SG;3
tur	orda	tur	ora	ADV	N;ESS;SG;3
īpaši	özellikle	īpaši	özellikle	ADV	
īpaši	bilhassa	īpaši	bilhassa	ADV	
īpaši	özellikle	īpaši	özellikle	ADV	
īpaši	özelliklede	īpaši	özellikle	ADV	N;ESS;SG;3
īpaši	bilhassa	īpaši	bilhassa	ADV	
īpaši	ozel	īpaši	ozel	ADV	
īpaši	özeldir	īpaši	özel	ADV	
īpaši	özel	īpaši	özel	ADV	ADJ
dienvidu	güney	dienvidi	güney	N;ACC;MASC;SG	
dienvidu	güneyli	dienvidi	güneyli	N;ACC;MASC;SG	
dienvidu	güney	dienvidi	güney	N;ACC;MASC;SG	
dienvidu	güneye	dienvidi	güne	N;ACC;MASC;SG	N;DAT;SG;3
partija	parti	partija	parti	N;NOM;FEM;SG	
partija	party	partija	party	N;NOM;FEM;SG	
partija	toplu	partija	toplu	N;NOM;FEM;SG	
partija	lut	partija	lit	N;NOM;FEM;SG	
informācija	bilgilendirme	informācija	bilgilen	N;NOM;FEM;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
informācija	bilgiler	informācija	bilgi	N;NOM;FEM;SG	N;NOM;PL;3
kluba	klüp	klubs	klüp	N;NOM;MASC;SG	
kluba	club	klubs	club	N;NOM;MASC;SG	
kluba	kulüp	klubs	kul	N;NOM;MASC;SG	
dzimusi	doğan	dzimt	doğ	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	
dzimusi	doğuştan	dzimt	doğuş	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	N;AT+ABL;SG;3
teritorijas	alanları	teritorija	alan	N;NOM;FEM;PL	N;ACC;PL;3
rajons	bölüm	rajons	bölüm	N;NOM;MASC;SG	
rajons	division	rajons	divi	N;NOM;MASC;SG	
rajons	bölünme	rajons	böl	N;NOM;MASC;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS
rajons	bölge	rajons	bölge	N;NOM;MASC;SG	
rajons	bahşı	rajons	bahşı	N;NOM;MASC;SG	
rajons	ilçe	rajons	ilçe	N;NOM;MASC;SG	
balvu	ödül	balva	ödül	N;ACC;FEM;SG	
medaļu	madalya	medaļa	madalya	N;ACC;FEM;SG	N;NOM;SG;3
medaļu	madalyası	medaļa	madalya	N;ACC;FEM;SG	N;NOM;SG;3
lielā	büyük	liels	büyük	ADJ;NOM;FEM;SG	
lielā	big	liels	big	ADJ;NOM;FEM;SG	
lielā	buyuk	liels	buyuk	ADJ;NOM;FEM;SG	
lielā	büyük	liels	büyük	ADJ;NOM;FEM;SG	
lielā	kocaman	liels	kocaman	ADJ;NOM;FEM;SG	
pirmās	öncelikle	pirmā	öncelik	ADJ;NOM;DEF;FEM;PL	N;INS;SG;3
pirmās	önce	pirmā	önce	ADJ;NOM;DEF;FEM;PL	
pirmās	ilk	pirmā	ilk	ADJ;NOM;DEF;FEM;PL	
pirmās	once	pirmā	once	ADJ;NOM;DEF;FEM;PL	
ielas	sokak	iela	sokak	N;NOM;FEM;PL	N;NOM;SG;3
ielas	sokaklarda	iela	sokak	N;NOM;FEM;PL	N;ESS;PL;3
katoļu	katolik	katolis	katolik	N;GEN;MASC;PL	
visi	herkese	viss	herkes	PRO;NOM;MASC;PL	N;DAT;SG;3
visi	herkes	viss	herkes	PRO;NOM;MASC;PL	N;NOM;SG;3
visi	herkez	viss	herkez	PRO;NOM;MASC;PL	
visi	all	viss	all	PRO;NOM;MASC;PL	
visi	hepsini	viss	hepsi	PRO;NOM;MASC;PL	PRO;ACC;PL;3
visi	tamamı	viss	tamam	PRO;NOM;MASC;PL	
visi	hepsi	viss	hepsi	PRO;NOM;MASC;PL	PRO;NOM;PL;3
visi	tümü	viss	tümü	PRO;NOM;MASC;PL	
visi	herkeze	viss	herkez	PRO;NOM;MASC;PL	N;DAT;SG;3
visi	herkese	viss	herkes	PRO;NOM;MASC;PL	N;DAT;SG;3
visi	herkes	viss	herkes	PRO;NOM;MASC;PL	N;NOM;SG;3
visi	herkez	viss	herkez	PRO;NOM;MASC;PL	
sistēmas	sistem	sistēma	sistem	N;NOM;FEM;PL	N;NOM;SG;3
sistēmas	sistemi	sistēma	sistem	N;NOM;FEM;PL	N;ACC;SG;3
sistēmas	sistemleri	sistēma	sistem	N;NOM;FEM;PL	N;ACC;PL;3
sistēmas	sistem	sistēma	sistem	N;NOM;FEM;PL	N;NOM;SG;3
latvija	letonya	latvija	letonya	PROPN;NOM;FEM;SG	PROPN;NOM;SG;3
pusē	taraf	puse	taraf	N;ESS;FEM;SG	
pusē	yan	puse	yan	N;ESS;FEM;SG	
pusē	side	puse	sid	N;ESS;FEM;SG	
pusē	yana	puse	yan	N;ESS;FEM;SG	
līga	league	līga	league	N;NOM;FEM;SG	
līga	birlik	līga	birlik	N;NOM;FEM;SG	
līga	lig	līga	lig	N;NOM;FEM;SG	
līga	ligi	līga	ligi	N;NOM;FEM;SG	
mūsdienu	modern	mūsdienas	modern	N;GEN;FEM	
mūsdienu	çağdaş	mūsdienas	çağdaş	N;GEN;FEM	
mūsdienu	çağdaş	mūsdienas	çağdaş	N;GEN;FEM	
izgl	küratörler	izgl	küratör		ADJ;NOM;PL;3
divi	iki	divi	iki	NUM;NOM;MASC;PL	
nāves	olum	nāve	ol	N;NOM;FEM;SG	
nāves	ölüm	nāve	ölüm	N;NOM;FEM;SG	
nāves	death	nāve	death	N;NOM;FEM;SG	
pieder	ait	piederēt	ait	V;FH;IND;3;POS;PRS;FIN;ACT	
padomes	konseyler	padome	konsey	N;NOM;FEM;PL	
padomes	konsey	padome	konsey	N;NOM;FEM;PL	
padomes	konseyi	padome	konse	N;NOM;FEM;PL	
aleksandrs	aleksandrs	aleksandrs	aleksandrs	PROPN;NOM;MASC;SG	V;PFV;SG;3;POS;PRS
aleksandrs	iskender	aleksandrs	iskende	PROPN;NOM;MASC;SG	
aleksandrs	alexander	aleksandrs	alerander	PROPN;NOM;MASC;SG	PROPN;NOM;SG;3
augusts	ağustos	augusts	ağustos	N;NOM;MASC;SG	
augusts	august	augusts	august	N;NOM;MASC;SG	
augusts	augustus	augusts	augustus	N;NOM;MASC;SG	
galvenais	main	galvenais	main	ADJ;NOM;MASC;SG	
galvenais	ana	galvenais	ana	ADJ;NOM;MASC;SG	
galvenais	anahtar	galvenais	anahtar	ADJ;NOM;MASC;SG	N;NOM;SG;3
galvenais	key	galvenais	key	ADJ;NOM;MASC;SG	
top	üst	tapt	üst	V;FH;IND;3;POS;PRS;FIN;ACT	
top	üstü	tapt	üst	V;FH;IND;3;POS;PRS;FIN;ACT	
top	top	tapt	top	V;FH;IND;3;POS;PRS;FIN;ACT	
top	üstte	tapt	üst	V;FH;IND;3;POS;PRS;FIN;ACT	ADJ;ESS;SG;3
amerikas	amerikalı	amerika	amerikalı	PROPN;NOM;FEM;PL	
amerikas	amerikan	amerika	amerikan	PROPN;NOM;FEM;PL	
amerikas	american	amerika	american	PROPN;NOM;FEM;PL	N;NOM;SG;3
universitāte	üniversite	universitāte	üniversite	N;NOM;FEM;SG	
universitāte	university	universitāte	university	N;NOM;FEM;SG	PROPN;NOM;SG;3
uzvarēja	kazanılan	uzvarēt	kazan	V;FH;IND;3;POS;PST;FIN;ACT	V;PFV;IND;POS;PRS;V.PTCP;PASS
uzvarēja	won	uzvarēt	won	V;FH;IND;3;POS;PST;FIN;ACT	
nodaļa	bölüm	nodaļa	bölüm	N;NOM;FEM;SG	
liela	büyük	liela	büyük	ADJ;NOM;FEM;SG	
liela	big	liela	big	ADJ;NOM;FEM;SG	
liela	buyuk	liela	buyuk	ADJ;NOM;FEM;SG	
liela	büyük	liela	büyük	ADJ;NOM;FEM;SG	
liela	kocaman	liela	kocaman	ADJ;NOM;FEM;SG	
liela	harika	liela	harik	ADJ;NOM;FEM;SG	
dabas	doğal	daba	doğal	N;NOM;FEM;PL	
dabas	dogal	daba	dogal	N;NOM;FEM;PL	
club	klüp	clubt	klüp		
club	club	clubt	club		
club	kulüp	clubt	kul		
club	kulübü	clubt	kulüb		N;NOM;SG;3
nhl	nhl	nhl	nhl	PROPN	
vairāki	birkaç	vairāki	birkaç	PRO;NOM;MASC;PL	DET
vairāki	çoklu	vairāki	çoklu	PRO;NOM;MASC;PL	
liepājas	liepāja	liepāties	liepāja	N;NOM;FEM;PL	
savienības	sendika	savienība	sendika	N;NOM;FEM;PL	
savienības	birlik	savienība	birlik	N;NOM;FEM;PL	
savienības	birliği	savienība	birlik	N;NOM;FEM;PL	N;NOM;SG;3
stacija	karakol	stacija	karakol	N;NOM;FEM;SG	
stacija	istasyonu	stacija	ista	N;NOM;FEM;SG	N;ACC;SG;3
stacija	istasyon	stacija	istasyon	N;NOM;FEM;SG	
vidū	ortası	vidus	orta	N;ESS;MASC	
vidū	orta	vidus	orta	N;ESS;MASC	
psr	ssr	psr	ssr	PROPN	
rakstnieks	yazar	rakstnieks	yazar	N;NOM;MASC;SG	
vien	yalnız	vien	yalnız	PART	
universitātē	üniversite	universitāte	üniversite	N;ESS;FEM;SG	
universitātē	university	universitāte	university	N;ESS;FEM;SG	PROPN;NOM;SG;3
universitātē	üniversitesi	universitāte	üniversitesi	N;ESS;FEM;SG	N;NOM;SG;3
pats	kendime	pats	kendi	PRO;NOM;MASC;SG	PRO;DAT;SG;1;REFL
pats	kendimi	pats	kendi	PRO;NOM;MASC;SG	PRO;ACC;SG;1;REFL
pats	kendisinin	pats	kendi	PRO;NOM;MASC;SG	PRO;GEN;SG;3;REFL
zviedrijas	isveçli	zviedrija	isveçli	PROPN;NOM;FEM;SG	
ziemeļos	kuzey	ziemelis	kuzey	N;ESS;MASC;PL	
ziemeļos	kuzeyde	ziemelis	kuzeyde	N;ESS;MASC;PL	N;ESS;SG;3
ziemeļos	north	ziemelis	north	N;ESS;MASC;PL	PROPN;NOM;SG;3
ziemeļos	kuzeye	ziemelis	kuze	N;ESS;MASC;PL	N;DAT;SG;3
dienvidos	güney	dienvidi	güney	N;ESS;MASC;PL	
dienvidos	güneye	dienvidi	güne	N;ESS;MASC;PL	N;DAT;SG;3
virs	yukarıdaki	virs	yukarıdakiki	ADP	
virs	yukarıda	virs	yukarı	ADP	ADJ;ESS;SG;3
virs	üzeri	virs	üzer	ADP	
virs	üstünde	virs	üst	ADP	ADJ;ESS;SG;3
virs	üstü	virs	üst	ADP	
virs	yukarda	virs	yukar	ADP	
dziesmas	şarkı	dziesma	şarkı	N;NOM;FEM;PL	
sieviešu	kadın	sieviete	kadın	N;GEN;FEM;PL	
sieviešu	dişi	sieviete	dişi	N;GEN;FEM;PL	
zem	altta	zem	altta	ADP	
zem	altında	zem	alt	ADP	ADJ;ESS;SG;3
zem	altinda	zem	alt	ADP	ADJ;ESS;SG;3
zem	altına	zem	alt	ADP	ADJ;DAT;SG;3
zem	aşağıda	zem	aşağı	ADP	ADJ;ESS;SG;3
zem	aşağı	zem	aşağ	ADP	
zem	aşağıya	zem	aşağı	ADP	ADJ;DAT;SG;3
zem	aşağıdan	zem	aşağı	ADP	ADJ;AT+ABL;SG;3
zem	altında	zem	alt	ADP	ADJ;ESS;SG;3
zem	altında	zem	alt	ADP	ADJ;ESS;SG;3
zem	altinda	zem	alt	ADP	ADJ;ESS;SG;3
zem	altına	zem	alt	ADP	ADJ;DAT;SG;3
maskavas	moskova	maskava	moskova	PROPN;NOM;FEM;SG	PROPN;NOM;SG;3
sākotnēji	başlangıçta	sākotnēji	başlangıç	ADV	N;ESS;SG;3
sākotnēji	aslen	sākotnēji	aslen	ADV	
sākotnēji	başlangıçta	sākotnēji	başlangıç	ADV	N;ESS;SG;3
tieši	aynen	tieši	aynen	PART	
tieši	kesinlikle	tieši	kesinlik	PART	N;INS;SG;3
tieši	direk	tieši	direk	PART	
tieši	direkt	tieši	direkt	PART	
tieši	doğrudan	tieši	doğrudan	PART	
filma	film	filma	film	N;NOM;FEM;SG	
filma	film	filma	film	N;NOM;FEM;SG	
filmas	filmleri	filma	film	N;NOM;FEM;PL	N;ACC;PL;3
filmas	film	filma	film	N;NOM;FEM;PL	
filmas	film	filma	film	N;NOM;FEM;PL	
filmas	sinema	filma	sine	N;NOM;FEM;PL	N;NOM;SG;3
atkal	tekrar	atkal	tekrar	ADV	
autors	yazar	autors	yazar	N;NOM;MASC;SG	
autors	yazarı	autors	yazar	N;NOM;MASC;SG	
dzīvoja	yaşamış	dzīvot	yaşa	V;FH;IND;3;POS;PST;FIN;ACT	V;PFV;NFH;IND;SG;3;POS;PST
dzīvoja	yaşardı	dzīvot	yaşa	V;FH;IND;3;POS;PST;FIN;ACT	V;IPFV;IND;SG;3;POS
zeme	earth	zeme	earth	N;NOM;FEM;SG	
zeme	toprak	zeme	toprak	N;NOM;FEM;SG	
zeme	dünya	zeme	dünya	N;NOM;FEM;SG	
zeme	yeryüzü	zeme	yeryüzü	N;NOM;FEM;SG	
zeme	toprak	zeme	toprak	N;NOM;FEM;SG	
zeme	arazi	zeme	arazi	N;NOM;FEM;SG	
zeme	kara	zeme	kara	N;NOM;FEM;SG	
zeme	land	zeme	la	N;NOM;FEM;SG	PROPN;NOM;SG;3
zeme	zemin	zeme	zemin	N;NOM;FEM;SG	
labi	güzel	labi	güzel	ADV	ADJ
labi	iyi	labi	iyi	ADV	
labi	tamam	labi	tamam	ADV	ADJ;NOM;SG;3
#aaa	#aaa	saīt	#aaa	N;NOM;MASC;SG	
dibināta	kurulan	dibināt	kur	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;IND;POS;PRS;V.PTCP;PASS
ķermeņa	ceset	ķermenis	ceset	N;GEN;MASC;SG	
ķermeņa	vücut	ķermenis	vücut	N;GEN;MASC;SG	
ķermeņa	beden	ķermenis	beden	N;GEN;MASC;SG	
