bir	egy	bir	egy		DET;INDF
telefon	telefont	telefon	telefont	N;NOM;SG;3	N;ACC;SG
yeniden	újjáépíteni	yeniden	újjáépít	ADV	V;NFIN;ACT
içme	iszik	iç	iszik		V;INDF;IND;SG;3;PRS;FIN;ACT
içme	ivás	iç	ivás		N;NOM;SG
içme	inni	iç	isz		V;NFIN;ACT
içme	iszom	iç	iszom		V;INDF;IND;SG;1;PRS;FIN;ACT
etki	ütközés	etki	ütközés		N;NOM;SG
etki	becsapódás	etki	becsapódás		N;NOM;SG
etki	hatás	etki	hatás		N;NOM;SG
etki	hatása	etki	hatás		N;NOM;SG
etki	befolyása	etki	befolyás		N;NOM;SG
etki	befolyással	etki	befolyás		N;INS;SG
etki	befolyás	etki	befolyás		N;NOM;SG
etki	hatása	etki	hatás		N;NOM;SG
etki	hatás	etki	hatás		N;NOM;SG
etki	effektus	etki	effektus		N;NOM;SG
ben	ben	ben	ben	PRO;NOM;SG;1	
sezon	szezont	sezon	szezont		N;ACC;SG
sezon	idény	sezon	idény		N;NOM;SG
sezon	évszak	sezon	évszú		N;NOM;SG
sezon	évad	sezon	évad		N;NOM;SG
sezon	szezon	sezon	szez		N;NOM;SG
john	jános	john	jános		N;NOM;SG
albüm	album	albüm	album		N;NOM;SG
albüm	albumok	albüm	album		N;NOM;PL
ingiliz	britek	ingiliz	brit		N;NOM;PL
puan	besorolás	pu	besorolás		N;NOM;SG
puan	minősítés	pu	minősítés		N;NOM;SG
puan	minősítési	pu	minősítési		ADJ;NOM;SG
puan	pontszám	pu	pontszám		N;NOM;SG
puan	értékelt	pu	értékel		V;INDF;IND;SG;3;PST;FIN;ACT
puan	minősített	pu	minősít		V;INDF;IND;SG;3;PST;FIN;ACT
puan	névleges	pu	névleges		N;NOM;SG
puan	pontok	pu	pont		N;NOM;PL
nedeniyle	esedékes	neden	esedékes	N;INS;SG;3	
nüfus	populáció	nüfus	populáció		N;NOM;SG
nüfus	népesség	nüfus	népesség		N;NOM;SG
nüfus	lakosság	nüfus	lakosság		N;NOM;SG
altında	alatta	alt	alat	ADJ;ESS;SG;3	
altında	alatt	alt	alatt	ADJ;ESS;SG;3	ADP
altında	alatta	alt	alat	ADJ;ESS;SG;3	
altında	alá	alt	alá	ADJ;ESS;SG;3	ADP
altında	alatta	alt	alat	ADJ;ESS;SG;3	
tür	műfaj	tür	műfaj		N;NOM;SG
tür	típus	tür	típus		N;NOM;SG
tür	típusa	tür	típus		N;NOM;SG
tür	faj	tür	faj		N;NOM;SG
tür	állatfaj	tür	állatfaj		N;NOM;SG
tür	fajok	tür	fajok		N;NOM;PL
amerikan	amerikai	amerikan	amerikai		ADJ;NOM;SG
savaş	harci	savaş	harci	N;NOM;SG;3	
savaş	harcolni	savaş	harcol	N;NOM;SG;3	V;NFIN;ACT
tekrar	újra	tekrar	újra		ADV
tekrar	ismétlés	tekrar	ismétlés		N;NOM;SG
tekrar	visszajátszás	tekrar	visszajátszás		N;NOM;SG
anadolu	ázsiai	anadolu	ázsiai		ADJ;NOM;SG
söz	ígéret	söz	ígér		N;NOM;SG
söz	szó	söz	szó		N;NOM;SG
söz	szava	söz	szó		N;NOM;SG
grubu	csoport	grup	csoport		N;NOM;SG
grubu	csoportban	grup	csoport		N;IN+ESS;SG
elde	megszerezte	el	megszerez	N;ESS;SG;3	V;DEF;IND;SG;3;PST;FIN;ACT
elde	beszerzett	el	beszerzett	N;ESS;SG;3	V;INDF;IND;SG;3;PST;FIN;ACT
elde	szerzett	el	szerzett	N;ESS;SG;3	V;INDF;IND;SG;3;PST;FIN;ACT
elde	megszerzett	el	megszerzett	N;ESS;SG;3	V;INDF;IND;SG;3;PST;FIN;ACT
elde	teljesült	el	teljesül	N;ESS;SG;3	V;INDF;IND;SG;3;PST;FIN;ACT
elde	megvalósult	el	meg+valósul	N;ESS;SG;3	V;INDF;IND;SG;3;PST;FIN;ACT
elde	elért	el	elért	N;ESS;SG;3	
ait	tartozó	ait	tartozó		ADJ;NOM;SG
ait	birtokolt	ait	birtokolt		V;INDF;IND;SG;3;PST;FIN;ACT
ait	tulajdonában	ait	tulajdon		N;IN+ESS;SG
kadın	nő	kadın	nő		N;NOM;SG
kadın	asszony	kadın	asszony		N;NOM;SG
kadın	nő	kadın	nő		N;NOM;SG
kadın	nőstény	kadın	nőstény		N;NOM;SG
kadın	nők	kadın	nő		N;NOM;PL
kadın	asszonyok	kadın	asszony		N;NOM;PL
kadın	nő	kadın	nő		N;NOM;SG
türkçe	török	türkçe	török		ADJ;NOM;SG
wikipedia	wikipédia	wikipe	wikipédia		N;NOM;SG
kullanıcı	felhasználó	kullanıcı	felhasználó	N;NOM;SG;3	ADJ;NOM;SG
kullanıcı	felhasználói	kullanıcı	felhasználói	N;NOM;SG;3	N;NOM;PL
kullanıcı	felhasználói	kullanıcı	felhasználói	N;NOM;SG;3	N;NOM;PL
kullanıcı	felhasználók	kullanıcı	felhasználó	N;NOM;SG;3	N;NOM;PL
tam	teljessé	tam	teljessé		V;DEF;IND;SG;3;PRS;FIN;ACT
birliği	union	birlik	union	N;NOM;SG;3	
birliği	unió	birlik	unió	N;NOM;SG;3	PROPN;NOM;SG
birliği	szakszervezet	birlik	szakszervezet	N;NOM;SG;3	N;NOM;SG
birliği	unión	birlik	unió	N;NOM;SG;3	
birliği	uniós	birlik	uniós	N;NOM;SG;3	ADJ;NOM;SG
kanalizasyon	csatornák	kanalizasyon	csator	N;NOM;SG;3	N;NOM;PL
maç	mac	maç	mac	N;NOM;SG;3	
maç	game	maç	gam	N;NOM;SG;3	
maç	egyezik	maç	egyezik	N;NOM;SG;3	V;INDF;IND;SG;3;PRS;FIN;ACT
white	fehér	whit	fehér	PROPN;NOM;SG;3	
roma	róma	roma	róma	PROPN;NOM;SG;3	
roma	romák	roma	roma	PROPN;NOM;SG;3	N;NOM;PL
roma	roma	roma	roma	PROPN;NOM;SG;3	
at	ló	at	ló		N;NOM;SG
at	dob	at	dob		V;INDF;IND;SG;3;PRS;FIN;ACT
at	dobd	at	dobd		V;DEF;IMP;SG;2;PRS;FIN;ACT
at	dobás	at	dobás		N;NOM;SG
bölüm	fejezet	bölüm	fejezet		N;NOM;SG
bölüm	hadosztály	bölüm	hadosztály		N;NOM;SG
bölüm	körzet	bölüm	körzet		N;NOM;SG
bölüm	részleg	bölüm	részleg		N;NOM;SG
bölüm	divízió	bölüm	divízió		N;NOM;SG
bölüm	epizód	bölüm	epizód		N;NOM;SG
bölüm	rész	bölüm	rész		N;NOM;SG
bölüm	részleg	bölüm	részleg		N;NOM;SG
bölüm	szakasz	bölüm	szakasz		N;NOM;SG
bölüm	szekció	bölüm	szekció		N;NOM;SG
bölüm	részben	bölüm	részben		ADV
bölüm	rész	bölüm	rész		N;NOM;SG
bölüm	része	bölüm	rész		N;NOM;SG
bölüm	részleg	bölüm	részleg		N;NOM;SG
yazar	író	yazar	író		N;NOM;SG
yazar	író	yazar	író		N;NOM;SG
sıra	sorok	sıra	sor	N;NOM;SG;3	N;NOM;PL
sıra	sort	sıra	sor	N;NOM;SG;3	N;ACC;SG
sıra	sor	sıra	sor	N;NOM;SG;3	
ulusal	nemzeti	ulusal	nemzeti		ADJ;NOM;SG
ulusal	országos	ulusal	országos		ADJ;NOM;SG
köyü	település	köy	település		N;NOM;SG
köyü	falusi	köy	falusi		ADJ;NOM;SG
köyü	falu	köy	falu		N;NOM;SG
teknik	műszaki	teknik	műszaki	ADJ	N;NOM;SG
teknik	technika	teknik	technika	ADJ	N;NOM;SG
teknik	technikus	teknik	technikus	ADJ	N;NOM;SG
teknik	tech	teknik	tech	ADJ	
nüfusu	populáció	nüfus	populáció	N;ACC;SG;3	N;NOM;SG
nüfusu	népesség	nüfus	népesség	N;ACC;SG;3	N;NOM;SG
nüfusu	lakosság	nüfus	lakosság	N;ACC;SG;3	N;NOM;SG
deniz	tengerész	deniz	tengerész		N;NOM;SG
deniz	tengerészgyalogos	deniz	tengerészgyalogos		N;NOM;SG
deniz	deniz	deniz	deniz		PROPN;NOM;SG
deniz	tenger	deniz	tenger		N;NOM;SG
uygun	fit	uygun	fi	ADJ	
uygun	fitt	uygun	fitt	ADJ	
uygun	jogosult	uygun	jogosul	ADJ	V;INDF;IND;SG;3;PST;FIN;ACT
uygun	megfelelő	uygun	megfelelő	ADJ	
uygun	megfelelő	uygun	megfelelő	ADJ	
bütün	egészben	bütün	egészben	ADJ	N;IN+ESS;SG
bütün	egész	bütün	egész	ADJ	
yakın	közelebb	yakın	közel		ADV
yakın	bezárása	yakın	bezárás		N;NOM;SG
yakın	közelben	yakın	közel		N;IN+ESS;SG
listesi	jegyzék	liste	jegyzék	N;NOM;SG;3	N;NOM;SG
listesi	lista	liste	lista	N;NOM;SG;3	N;NOM;SG
iç	belseje	iç	belső		N;NOM;SG
iç	sóhaj	iç	sóhaj		N;NOM;SG
iç	igyál	iç	igyál		V;INDF;IND;SG;3;PRS;FIN;ACT
iç	ital	iç	ital		N;NOM;SG
club	klub	club	klub		N;NOM;SG
ingiltere	anglia	ingiltere	anglia	PROPN;NOM;SG;3	N;NOM;SG
ingiltere	england	ingiltere	england	PROPN;NOM;SG;3	
ingiltere	angliai	ingiltere	angliai	PROPN;NOM;SG;3	ADJ;NOM;SG
alt	alacsonyabb	alt	alacsony		ADJ;NOM;CMPR;SG
alt	lejjebb	alt	lejj		ADV
alt	tengeralattjáró	alt	tengeralattjáró		N;NOM;SG
alt	alja	alt	al		N;NOM;SG
alt	fenék	alt	fene		N;NOM;SG
alt	legyőzni	alt	legyőz		V;NFIN;ACT
asfalt	aszfalt	asfalt	aszfalt		N;NOM;SG
fransız	franciák	fransız	francia		N;NOM;PL
mehmet	mehmet	mehmet	mehet	PROPN;NOM;SG;3	N;NOM;SG
belediye	község	beledi	község		N;NOM;SG
belediye	település	beledi	település		N;NOM;SG
belediye	önkormányzat	beledi	önkormányzat		N;NOM;SG
belediye	önkormányzati	beledi	önkormányzati		ADJ;NOM;SG
stadyumu	stadion	stadyum	stadion	N;NOM;SG;3	N;NOM;SG
stadyumu	stadionban	stadyum	stadion	N;NOM;SG;3	N;IN+ESS;SG
sonucu	következmény	sonuç	következmény	N;ACC;SG;3	N;NOM;SG
sonucu	következménye	sonuç	következmény	N;ACC;SG;3	N;NOM;SG
rusya	fehéroroszország	rusya	fehéroroszország	PROPN;NOM;SG;3	N;NOM;SG
rusya	belarusz	rusya	belarusz	PROPN;NOM;SG;3	
rusya	oroszország	rusya	oroszország	PROPN;NOM;SG;3	N;NOM;SG
genellikle	leginkább	genellikle	inkább		ADV
genellikle	általánosságban	genellikle	általánosság		N;IN+ESS;SG
genellikle	jellemzően	genellikle	jellemző		ADV
genellikle	tipikusan	genellikle	tipikus		ADJ;FRML;SG
space	űr	space	űr		N;NOM;SG
space	tér	space	tér		N;NOM;SG
bar	bar	bar	bar	N;NOM;SG;3	
bar	bár	bar	bár	N;NOM;SG;3	CONJ
bar	kocsmában	bar	kocsma	N;NOM;SG;3	N;IN+ESS;SG
sonunda	végre	sonunda	végre	ADV	
parti	buli	parti	buli		N;NOM;SG
parti	parti	parti	parti		ADJ;NOM;SG
erkek	férfi	erkek	férfi		N;NOM;SG
erkek	férfiak	erkek	férfi		N;NOM;PL
erkek	emberek	erkek	ember		N;NOM;PL
erkek	férfi	erkek	férfi		N;NOM;SG
erkek	hím	erkek	hím		N;NOM;SG
erkek	férfi	erkek	férfi		N;NOM;SG
erkek	ember	erkek	ember		N;NOM;SG
beyaz	kaukázusi	beyaz	kaukázusi		ADJ;NOM;SG
bölge	régió	bölge	régió		N;NOM;SG
bölge	régiók	bölge	régió		N;NOM;PL
bölge	terület	bölge	terület		N;NOM;SG
bölge	területe	bölge	terület		N;NOM;SG
bölge	körzet	bölge	körzet		N;NOM;SG
bölge	járás	bölge	járás		N;NOM;SG
bölge	övezet	bölge	övezet		N;NOM;SG
bölge	zóna	bölge	zóna		N;NOM;SG
bölge	terület	bölge	terület		N;NOM;SG
bölge	környék	bölge	környék		N;NOM;SG
italya	olaszország	italya	olaszország	PROPN;NOM;SG;3	
onu	neki	o	ő	PRO;ACC;SG;3	
hava	időjárás	hava	időjárás		N;NOM;SG
hava	levegő	hava	levegő		N;NOM;SG
verilen	megadott	ver	megadott	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
verilen	adva	ver	adva	V;PFV;IND;POS;PRS;V.PTCP;PASS	
verilen	megadva	ver	megadva	V;PFV;IND;POS;PRS;V.PTCP;PASS	ADV;V.CVB
verilen	adott	ver	ad	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
çünkü	mert	çünkü	mert	CONJ	CONJ
birkaç	kevesen	birkaç	kevés	DET	ADV
birkaç	pár	birkaç	pár	DET	
birkaç	kevés	birkaç	kevés	DET	
birkaç	kevesek	birkaç	kevés	DET	
birkaç	számos	birkaç	számos	DET	
il	tartomány	il	tartomány		N;NOM;SG
il	tartományban	il	tartomány		N;IN+ESS;SG
dönem	kifejezés	dön	kifejezés		N;NOM;SG
dönem	időszak	dön	időszak		N;NOM;SG
dönem	időtartam	dön	időtartam		N;NOM;SG
dönem	periódus	dön	periódus		N;NOM;SG
dönem	szemeszter	dön	szemeszter		N;NOM;SG
dönem	félév	dön	félév		N;NOM;SG
dönem	félévben	dön	félév		N;IN+ESS;SG
açık	tiszta	açık	tiszta	ADJ	
açık	nyitva	açık	nyitva	ADJ	ADV;V.CVB
futbolcu	labdarúgó	futbolcu	labdarúgó		N;NOM;SG
futbolcu	focista	futbolcu	focista		N;NOM;SG
insan	személy	insan	személy	N;NOM;SG;3	
insan	személyre	insan	személy	N;NOM;SG;3	
insan	emberi	insan	emberi	N;NOM;SG;3	
merkez	főhadiszállás	merkez	főhadiszállás		N;NOM;SG
merkez	székhely	merkez	székhely		N;NOM;SG
merkez	központi	merkez	központi		ADJ;NOM;SG
merkez	középre	merkez	közép		N;ON+ALL;SG
merkez	központ	merkez	központ		N;NOM;SG
merkez	középre	merkez	közép		N;ON+ALL;SG
merkez	központ	merkez	központ		N;NOM;SG
merkez	centrum	merkez	centrum		N;NOM;SG
düşük	vetélés	düşük	vetélés		N;NOM;SG
düşük	alacsonyan	düşük	alacsony		ADJ;FRML;SG
düşük	alacsony	düşük	alacsony		ADJ;NOM;SG
bilinen	ismeretes	bil	ismeretes	V;PFV;IND;POS;PRS;V.PTCP;PASS	
bilinen	ismertek	bil	ismer	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;INDF;IND;PL;3;PST;FIN;ACT
bilinen	ismert	bil	ismert	V;PFV;IND;POS;PRS;V.PTCP;PASS	
neden	miért	ne	miért		ADV
bin	kuka	bin	kuka		N;NOM;SG
bin	ezer	bin	ezer		NUM;NOM;SG
genç	tinédzser	genç	tinédzser		N;NOM;SG
genç	tini	genç	tini		N;NOM;SG
genç	fiatalabbnak	genç	fiatalab		N;IN+ESS;SG
genç	fiatalabb	genç	fiatal		ADJ;NOM;CMPR;SG
genç	fiatalabbak	genç	fiatal		N;NOM;PL
genç	fiatalok	genç	fiatal		N;NOM;PL
genç	fiatalos	genç	fiatalos		ADJ;NOM;SG
genç	fiatalok	genç	fiatal		N;NOM;PL
genç	ifjúsági	genç	ifjúsági		ADJ;NOM;SG
genç	fiatalság	genç	fiatalság		N;NOM;SG
genç	ifjúság	genç	ifjúság		N;NOM;SG
genç	tinédzser	genç	tinédzser		N;NOM;SG
genç	tizenéves	genç	tizenéves		N;NOM;SG
genç	tini	genç	tini		N;NOM;SG
dışında	kivéve	dış	kivév	ADJ;ESS;SG;3	
kır	szünet	kır	szünet		N;NOM;SG
kır	törés	kır	törés		N;NOM;SG
stadyum	stadionban	stadyum	stadion	N;NOM;SG;3	N;IN+ESS;SG
ülke	ország	ülke	ország		N;NOM;SG
ülke	országban	ülke	ország		N;IN+ESS;SG
dil	nyelveket	dil	nyelv		N;ACC;PL
dil	nyelvek	dil	nyelv		N;NOM;PL
dil	nyelveken	dil	nyelv		N;ON+ESS;PL
dil	nyelve	dil	nyelve		N;NOM;SG
dil	nyelv	dil	nyelv		N;NOM;SG
dil	nyelv	dil	nyelv		N;NOM;SG
pozisyon	állás	pozisyon	állás		N;NOM;SG
pozisyon	pozíció	pozisyon	pozíció		N;NOM;SG
pozisyon	álláspont	pozisyon	álláspont		N;NOM;SG
pozisyon	pozíciók	pozisyon	pozíció		N;NOM;PL
pozisyon	pozíció	pozisyon	pozíció		N;NOM;SG
mustafa	mustafa	mustafa	mustafa	PROPN;NOM;SG;3	
dahil	beleértve	dahil	bele+értv		ADV;V.CVB
dahil	tartalmazza	dahil	tartalmaz		V;DEF;IND;SG;3;PRS;FIN;ACT
iş	állások	iş	állás	N;NOM;SG;3	N;NOM;PL
iş	munkahelyek	iş	munkahely	N;NOM;SG;3	N;NOM;PL
bölümü	részleg	bölüm	részleg	N;NOM;SG;3	N;NOM;SG
bölümü	szakasz	bölüm	szakasz	N;NOM;SG;3	N;NOM;SG
bölümü	szekció	bölüm	szekció	N;NOM;SG;3	N;NOM;SG
bölümü	részleg	bölüm	részleg	N;NOM;SG;3	N;NOM;SG
bölümü	megye	bölüm	megye	N;NOM;SG;3	
gelir	jövedelmek	gel	jövedelem		N;NOM;PL
gelir	bevétel	gel	bevétel		N;NOM;SG
gelir	bevételek	gel	bevétel		N;NOM;PL
gelir	jövedelem	gel	jövedel		N;NOM;SG
gelir	bevétel	gel	bevétel		N;NOM;SG
gelir	jövedelmek	gel	jövedelem		N;NOM;PL
gelir	bevételek	gel	bevétel		N;NOM;PL
gelir	jövedelme	gel	jövedelem		N;NOM;SG
kullanım	használat	kullanım	használat		N;NOM;SG
kullanım	használat	kullanım	használat		N;NOM;SG
kullanım	használata	kullanım	használat		N;NOM;SG
kullanım	felhasználás	kullanım	felhasználás		N;NOM;SG
kullanım	használni	kullanım	használ		V;NFIN;ACT
sanat	művészet	sanat	művészet		N;NOM;SG
sanat	művészetek	sanat	művészet		N;NOM;PL
sanat	művészeti	sanat	művészeti		N;NOM;SG
sanat	művészet	sanat	művészet		N;NOM;SG
arasındaki	között	ara	között	ADJ;ESS;SG;3	ADP
bunu	ez	bu	ez	PRO;ACC;SG;3	PRO;NOM;SG;3
bunu	ez	bu	ez	PRO;ACC;SG;3	PRO;NOM;SG;3
ele	uralkodj	el	uralkodj	N;DAT;SG;3	V;DEF;IND;SG;3;PRS;FIN;ACT
güzel	gyönyörű	güzel	gyönyörű	ADJ	
güzel	jó	güzel	jó	ADJ	
güzel	szep	güzel	szep	ADJ	
güzel	szép	güzel	szép	ADJ	
güzel	bájos	güzel	bájos	ADJ	
güzel	kedves	güzel	kedves	ADJ	
web	háló	web	háló		N;NOM;SG
web	webes	web	webes		N;NOM;SG
alır	veszi	al	vesz		V;DEF;IND;SG;3;PRS;FIN;ACT
çocuk	kölyök	çocuk	kölyök	N;NOM;SG;3	
çocuk	gyerekek	çocuk	gyerek	N;NOM;SG;3	N;NOM;PL
çocuk	gyermekeknek	çocuk	gyermek	N;NOM;SG;3	N;DAT;PL
çocuk	gyermekek	çocuk	gyermek	N;NOM;SG;3	N;NOM;PL
sinema	filmet	sine	film	N;NOM;SG;3	N;ACC;SG
sinema	filmek	sine	film	N;NOM;SG;3	N;NOM;PL
sinema	filmeket	sine	film	N;NOM;SG;3	N;ACC;PL
askeri	katonaság	askeri	katonaság		N;NOM;SG
askeri	katonai	askeri	katonai		ADJ;NOM;SG
askeri	hadsereg	askeri	hadsereg		N;NOM;SG
örneğin	példa	örneğin	példa	CONJ	N;NOM;SG
paris	párizs	paris	párizs	PROPN;NOM;SG;3	N;NOM;SG
paris	párizsi	paris	párizsi	PROPN;NOM;SG;3	
paris	párizsban	paris	párizs	PROPN;NOM;SG;3	PROPN;IN+ESS;SG
kara	kara	kara	kara		N;NOM;SG
kara	föld	kara	föld		N;NOM;SG
kara	földterület	kara	földterület		N;NOM;SG
kara	szárazföld	kara	szárazföld		N;NOM;SG
kara	telek	kara	tél		N;NOM;SG
kara	földterületek	kara	földterület		N;NOM;PL
oyun	szerencsejáték	oyun	szerencsejáték		N;NOM;SG
oyun	játék	oyun	játék		N;NOM;SG
oyun	meccs	oyun	meccs		N;NOM;SG
oyun	játék	oyun	játék		N;NOM;SG
oyun	játékok	oyun	játék		N;NOM;PL
oyun	játék	oyun	játék		N;NOM;SG
oyun	játszani	oyun	játszik		V;NFIN;ACT
sırada	következő	sıra	következő	N;ESS;SG;3	
york	yorkban	york	york	PROPN;NOM;SG;3	PROPN;IN+ESS;SG
york	york	york	york	PROPN;NOM;SG;3	
york	yorki	york	yorki	PROPN;NOM;SG;3	
şablon	sablonok	şablon	sablon		N;NOM;PL
şablon	minta	şablon	minta		N;NOM;SG
şablon	sablon	şablon	sablon		N;NOM;SG
aday	kérelmező	aday	kérelmező		N;NOM;SG
aday	felperes	aday	felperes		N;NOM;SG
aday	jelöltek	aday	jelöl		N;NOM;PL
aday	tagjelölt	aday	tagjelölt		N;NOM;SG
aday	pályázó	aday	pályázó		ADJ;NOM;SG
milyon	millió	milyon	millió		NUM;NOM;SG
milyon	millió	milyon	millió		NUM;NOM;SG
top	ágyú	top	ágyú		N;NOM;SG
top	bál	top	bál		N;NOM;SG
top	labdát	top	labda		N;ACC;SG
top	golyó	top	golyó		N;NOM;SG
top	labda	top	labda		N;NOM;SG
ay	hónapokig	ay	hónap	N;NOM;SG;3	N;PL
ay	hónapok	ay	hónap	N;NOM;SG;3	N;NOM;PL
ay	hold	ay	hold	N;NOM;SG;3	
ay	holdon	ay	hold	N;NOM;SG;3	
ay	holdat	ay	holdat	N;NOM;SG;3	N;ACC;SG
ay	moon	ay	moon	N;NOM;SG;3	
imparatorluğu	birodalom	imparatorluk	birodalom	N;NOM;SG;3	N;NOM;SG
imparatorluğu	empire	imparatorluk	empi	N;NOM;SG;3	
internet	web	internet	web	N;NOM;SG;3	
internet	interneten	internet	internet	N;NOM;SG;3	N;ON+ESS;SG
tiyatro	drama	tiyatro	drama	N;NOM;SG;3	
kazandı	győz	kazan	győz	V;PFV;IND;SG;3;POS;PST	V;INDF;IND;SG;3;PRS;FIN;ACT
kültür	tenyésztés	kültür	tenyésztés		N;NOM;SG
kültür	kultúra	kültür	kultúra		N;NOM;SG
kültür	kulturális	kültür	kulturális		ADJ;NOM;SG
kültür	kultúrák	kültür	kultúra		N;NOM;PL
karar	döntések	karar	döntés	N;NOM;SG;3	N;NOM;PL
karar	határozatok	karar	határozat	N;NOM;SG;3	N;NOM;PL
tarih	előzmények	tarih	előzmény	N;NOM;SG;3	N;NOM;PL
ilçe	megyei	ilçe	megyei		ADJ;NOM;SG
ilçe	körzet	ilçe	körzet		N;NOM;SG
ilçe	járás	ilçe	járás		N;NOM;SG
temel	alap	temel	alap	ADJ	
temel	alapítvány	temel	alapítvány	ADJ	N;NOM;SG
temel	alapokat	temel	alap	ADJ	N;ACC;PL
temel	alapok	temel	alap	ADJ	N;NOM;PL
temel	alap	temel	alap	ADJ	
temel	alapvető	temel	alapvető	ADJ	
konu	téma	konu	téma		N;NOM;SG
konu	alany	konu	alany		N;NOM;SG
konu	figyelemmel	konu	figyelem		N;INS;SG
konu	tárgy	konu	tárgy		N;NOM;SG
bağlantı	kapcsolat	bağlantı	kapcsolat		N;NOM;SG
bağlantı	kapcsolódás	bağlantı	kapcsolódás		N;NOM;SG
bağlantı	csatlakozás	bağlantı	csatlakozás		N;NOM;SG
bağlantı	kapcsolatfelvétel	bağlantı	kapcsolatfelvétel		N;NOM;SG
bağlantı	kapcsolattartó	bağlantı	kapcsolattartó		N;NOM;SG
bağlantı	érintkezés	bağlantı	érintkezés		N;NOM;SG
bağlantı	kapcsolat	bağlantı	kapcsolat		N;NOM;SG
bağlantı	kapcsolatba	bağlantı	kapcsolat		N;IN+ALL;SG
bağlantı	hivatkozás	bağlantı	hivatkozás		N;NOM;SG
bağlantı	kapcsolat	bağlantı	kapcsolat		N;NOM;SG
bağlantı	hivatkozást	bağlantı	hivatkozás		N;ACC;SG
çin	porcelán	çin	porcela		N;NOM;SG
çin	kína	çin	kína		PROPN;NOM;SG
ünlü	híres	ünlü	híres	ADJ	
ünlü	híresség	ünlü	híresség	ADJ	N;NOM;SG
ünlü	híresség	ünlü	híresség	ADJ	N;NOM;SG
ünlü	celeb	ünlü	cele	ADJ	N;NOM;SG
ünlü	hírességek	ünlü	híresség	ADJ	N;NOM;PL
spor	sportban	spor	sport		N;IN+ESS;SG
kalan	megmaradt	kal	meg+marad	V;PFV;IND;POS;PRS;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
kalan	megmaradó	kal	megmaradó	V;PFV;IND;POS;PRS;V.PTCP	
kalan	fennmaradó	kal	fennmaradó	V;PFV;IND;POS;PRS;V.PTCP	
meslek	foglalkozása	meslek	foglalkozás		N;NOM;SG
meslek	szakma	meslek	szakma		N;NOM;SG
meslek	foglalkozás	meslek	foglalkozás		N;NOM;SG
meslek	hivatás	meslek	hivatás		N;NOM;SG
meslek	foglalkozása	meslek	foglalkozás		N;NOM;SG
meslek	megszállás	meslek	megszállás		N;NOM;SG
meslek	foglalkozás	meslek	foglalkozás		N;NOM;SG
sultan	szultán	sultan	szultán		N;NOM;SG
günümüzde	napjainkban	gün	nap	N;ESS;SG;3	N;IN+ESS;PL
günümüzde	manapság	gün	manapság	N;ESS;SG;3	
iran	irán	iran	irán		PROPN;NOM;SG
iran	perzsa	iran	perzsa		N;NOM;SG
telif	jogdíjak	telif	jogdíj		N;NOM;PL
telif	copyright	telif	copyright		N;NOM;SG
ahmet	ahmet	ahmet	azem		N;NOM;SG
ahmet	ahmed	ahmet	ahmed		PROPN;NOM;SG
ahmet	ahmed	ahmet	ahmed		PROPN;NOM;SG
çıktı	kimeneti	çık	kimeneti	V;PFV;IND;SG;3;POS;PST	N;NOM;SG
çıktı	kibocsátás	çık	kibocsátás	V;PFV;IND;SG;3;POS;PST	N;NOM;SG
çıktı	kimenő	çık	kimenő	V;PFV;IND;SG;3;POS;PST	N;NOM;SG
ispanya	spanyolország	ispanya	spanyolország	PROPN;NOM;SG;3	
php	php	php	php		N;NOM;SG
izmir	izmirben	izmir	izmir	PROPN;NOM;SG;3	
sosyal	szociális	sosyal	szociális	ADJ	N;NOM;SG
cm	centi	cm	cent		N;NOM;SG
cm	hüvelyk	cm	hüvely		N;NOM;SG
japonya	japán	japonya	japán	PROPN;NOM;SG;3	
ün	hírnév	ün	hírnév		N;NOM;SG
geldi	megérkeztek	gel	meg+érkezik	V;PFV;IND;SG;3;POS;PST	V;INDF;IND;PL;3;PST;FIN;ACT
liste	jegyzék	lis	jegyzék		N;NOM;SG
liste	lista	lis	lista		N;NOM;SG
liste	listák	lis	lista		N;NOM;PL
liste	listákat	lis	lista		N;ACC;PL
caps	sapkát	caps	sapka		N;ACC;SG
oy	szavazz	oy	szavazz	N;NOM;SG;3	
oy	szavazat	oy	szavazat	N;NOM;SG;3	
oy	szavazzatok	oy	szavazont	N;NOM;SG;3	V;INDF;IND;PL;3;PRS;FIN;ACT
oy	szavazatok	oy	szavazat	N;NOM;SG;3	N;NOM;PL
oy	szavazat	oy	szavazat	N;NOM;SG;3	
oy	szavazó	oy	szavazó	N;NOM;SG;3	
geniş	széles	geniş	széles	ADJ	N;NOM;SG
geniş	tág	geniş	tág	ADJ	
geniş	széles	geniş	széles	ADJ	N;NOM;SG
geniş	nagyok	geniş	nagy	ADJ	N;NOM;PL
geniş	tágas	geniş	tágas	ADJ	
ev	otthon	ev	otthon	N;NOM;SG;3	
ev	itthon	ev	itthon	N;NOM;SG;3	
ev	haza	ev	haza	N;NOM;SG;3	
ev	house	ev	hous	N;NOM;SG;3	
