से	din	से	din		ADP;ACC
जानकारी	informatii	जानकारी	informat	N;NOM;FEM;SG;3	N;INDF;FEM;PL
जानकारी	informatii	जानकारी	informat	N;NOM;FEM;SG;3	N;INDF;FEM;PL
जानकारी	informatie	जानकारी	informatie	N;NOM;FEM;SG;3	N;INDF;FEM;SG
जानकारी	informatii	जानकारी	informat	N;NOM;FEM;SG;3	N;INDF;FEM;PL
जानकारी	informatii	जानकारी	informat	N;NOM;FEM;SG;3	N;INDF;FEM;PL
पोर्टल	portalul	पोर्टल	portal	N;NOM;MASC;SG;3	N;DEF;MASC;SG
शहर	orasul	शहर	oras	N;NOM;MASC;SG;3	N;DEF;MASC;SG
शहर	orasul	शहर	oras	N;NOM;MASC;SG;3	N;DEF;MASC;SG
शहर	orase	शहर	oras	N;NOM;MASC;SG;3	N;INDF;FEM;PL
शहर	orasele	शहर	oras	N;NOM;MASC;SG;3	N;DEF;FEM;PL
शहर	orase	शहर	oras	N;NOM;MASC;SG;3	N;INDF;FEM;PL
शहर	orasele	शहर	oras	N;NOM;MASC;SG;3	N;DEF;FEM;PL
शहर	orase	शहर	oras	N;NOM;MASC;SG;3	N;INDF;FEM;PL
बार	gratii	बार	gratie	N;NOM;FEM;SG;3	N;DEF;MASC;PL
बार	baruri	बार	bar	N;NOM;FEM;SG;3	N;INDF;FEM;PL
बार	bare	बार	bară	N;NOM;FEM;SG;3	N;INDF;FEM;PL
बार	barul	बार	bar	N;NOM;FEM;SG;3	N;DEF;MASC;SG
बार	timpuri	बार	timp	N;NOM;FEM;SG;3	N;INDF;FEM;PL
बार	timpurile	बार	timp	N;NOM;FEM;SG;3	N;DEF;FEM;PL
बार	vremuri	बार	vreme	N;NOM;FEM;SG;3	N;INDF;FEM;PL
वाली	wali	वाला	wal	ADP;NOM;FEM;SG	
लगभग	aproape	लगभग	aproape	PART	ADV
लगभग	aproximativ	लगभग	aproximativ	PART	ADV
फिल्म	pelicula	फिल्म	pelicula	N;NOM;FEM;SG;3	N;DEF;FEM;SG
यहाँ	aici	यहाँ	aici	PRO;NOM	ADV
विकास	dezvoltarea	विकास	dezvoltare	N;NOM;MASC;SG;3	N;DEF;FEM;SG
विकास	elaborare	विकास	elaborare	N;NOM;MASC;SG;3	N;INDF;FEM;SG
विकास	dezvoltare	विकास	dezvoltare	N;NOM;MASC;SG;3	N;INDF;FEM;SG
विकास	cresterea	विकास	crestere	N;NOM;MASC;SG;3	N;DEF;FEM;SG
विकास	cresterea	विकास	crestere	N;NOM;MASC;SG;3	N;DEF;FEM;SG
विकास	crestere	विकास	crestere	N;NOM;MASC;SG;3	N;INDF;FEM;SG
विकास	crestere	विकास	crestere	N;NOM;MASC;SG;3	N;INDF;FEM;SG
केवल	doar	केवल	doar	PART	ADV
केवल	numai	केवल	numai	PART	ADV
देश	tara	देश	tară	N;NOM;MASC;SG;3	N;DEF;FEM;SG
देश	tara	देश	tară	N;NOM;MASC;SG;3	N;DEF;FEM;SG
देश	tara	देश	tară	N;NOM;MASC;SG;3	N;DEF;FEM;SG
देश	tara	देश	tară	N;NOM;MASC;SG;3	N;DEF;FEM;SG
देश	tara	देश	tară	N;NOM;MASC;SG;3	N;DEF;FEM;SG
देश	natiune	देश	natiune	N;NOM;MASC;SG;3	N;INDF;FEM;SG
देश	natiune	देश	natiune	N;NOM;MASC;SG;3	N;INDF;FEM;SG
देश	tari	देश	tari	N;NOM;MASC;SG;3	ADJ;INDF;FEM;PL
देश	tarile	देश	tare	N;NOM;MASC;SG;3	N;DEF;FEM;PL
देश	tarile	देश	tare	N;NOM;MASC;SG;3	N;DEF;FEM;PL
देश	tari	देश	tari	N;NOM;MASC;SG;3	ADJ;INDF;FEM;PL
वेबसाइट	website	वेबसाइट	websit	N;NOM;FEM;SG;3	
अलग	separa	अलग	separa	ADJ	V;IND;SG;3;IPFV;FIN
विशेष	exclusiva	विशेष	exclusiva	ADJ;NOM	ADJ;DEF;FEM;SG
विशेष	exclusivitate	विशेष	exclusivitate	ADJ;NOM	N;INDF;FEM;SG
विशेष	exclusiv	विशेष	exclusiv	ADJ;NOM	ADV
विशेष	speciala	विशेष	special	ADJ;NOM	ADJ;DEF;FEM;SG
विशेष	speciala	विशेष	special	ADJ;NOM	ADJ;DEF;FEM;SG
विशेष	special	विशेष	special	ADJ;NOM	ADV
कभी	vreodata	कभी	vreodată	PRO	
दी	dat	दे	dat	V;PFV;FEM;SG;V.PTCP;ACT	ADJ;INDF;MASC;SG
पृष्ठ	paginii	पृष्ठ	pagină	N;NOM;MASC;SG;3	N;DEF;FEM;SG
पृष्ठ	pagina	पृष्ठ	pagină	N;NOM;MASC;SG;3	N;DEF;FEM;SG
पृष्ठ	pagina	पृष्ठ	pagină	N;NOM;MASC;SG;3	N;DEF;FEM;SG
पृष्ठ	paginile	पृष्ठ	pagină	N;NOM;MASC;SG;3	N;DEF;FEM;PL
पृष्ठ	pagini	पृष्ठ	pagină	N;NOM;MASC;SG;3	N;INDF;FEM;PL
माना	considerata	मान	considerat	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;DEF;FEM;SG
माना	considerate	मान	considerat	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;INDF;FEM;PL
माना	considerata	मान	considerat	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;DEF;FEM;SG
माना	considerat	मान	considerat	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;INDF;MASC;SG
माना	mana	मान	mană	V;PFV;MASC;SG;V.PTCP;ACT	N;DEF;FEM;SG
माना	presupus	मान	presupune	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;INDF;MASC;SG
शब्द	cuvintele	शब्द	cuvânt	N;NOM;MASC;SG;3	N;DEF;FEM;PL
शब्द	cuvinte	शब्द	cuvânt	N;NOM;MASC;SG;3	N;INDF;FEM;PL
शब्द	vorbe	शब्द	vorbă	N;NOM;MASC;SG;3	N;INDF;FEM;PL
तीन	three	तीन	three	NUM	N;INDF;MASC;SG
पुरस्कार	recompense	पुरस्कार	recompens	N;NOM;MASC;SG;3	N;INDF;FEM;PL
पुरस्कार	premiul	पुरस्कार	premiu	N;NOM;MASC;SG;3	N;DEF;MASC;SG
पुरस्कार	premiul	पुरस्कार	premiu	N;NOM;MASC;SG;3	N;DEF;MASC;SG
पुरस्कार	premii	पुरस्कार	premiu	N;NOM;MASC;SG;3	N;INDF;FEM;PL
पुरस्कार	premiile	पुरस्कार	premiu	N;NOM;MASC;SG;3	N;DEF;FEM;PL
पुरस्कार	premii	पुरस्कार	premiu	N;NOM;MASC;SG;3	N;INDF;FEM;PL
पुरस्कार	premiile	पुरस्कार	premiu	N;NOM;MASC;SG;3	N;DEF;FEM;PL
पुरस्कार	recompensa	पुरस्कार	recompensa	N;NOM;MASC;SG;3	N;DEF;FEM;SG
पुरस्कार	recompensa	पुरस्कार	recompensa	N;NOM;MASC;SG;3	N;DEF;FEM;SG
पुरस्कार	rasplata	पुरस्कार	rasplata	N;NOM;MASC;SG;3	N;DEF;FEM;SG
लेख	articolele	लेख	articol	N;NOM;MASC;SG;3	N;DEF;FEM;PL
लेख	articole	लेख	articol	N;NOM;MASC;SG;3	N;INDF;FEM;PL
लेख	teza	लेख	teză	N;NOM;MASC;SG;3	N;DEF;FEM;SG
लेख	teza	लेख	teză	N;NOM;MASC;SG;3	N;DEF;FEM;SG
लेख	articolul	लेख	articol	N;NOM;MASC;SG;3	N;DEF;MASC;SG
अब	acum	अब	acum	PRO;NOM	ADV
अमेरिका	america	अमेरिका	americă	PROPN;NOM;MASC;SG;3	N;DEF;FEM;SG
अमेरिका	americii	अमेरिका	americ	PROPN;NOM;MASC;SG;3	PROPN;DEF;FEM;SG
मंदिर	templul	मंदिर	templu	N;NOM;MASC;SG;3	N;DEF;MASC;SG
मंदिर	temple	मंदिर	templu	N;NOM;MASC;SG;3	N;INDF;FEM;PL
अलावा	adaugarea	अलावा	adaugare	ADP	N;DEF;FEM;SG
दक्षिण	sud	दक्षिण	sud	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
दक्षिण	south	दक्षिण	south	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
दक्षिण	sudul	दक्षिण	sud	PROPN;NOM;MASC;SG;3	N;DEF;MASC;SG
इतिहास	istoricul	इतिहास	istoric	N;NOM;MASC;SG;3	N;DEF;MASC;SG
इतिहास	istorie	इतिहास	istorie	N;NOM;MASC;SG;3	N;INDF;FEM;SG
इतिहास	istoric	इतिहास	istoric	N;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
इतिहास	istoria	इतिहास	istorie	N;NOM;MASC;SG;3	N;DEF;FEM;SG
लिया	luata	ले	lua	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;DEF;FEM;SG
लिया	luat	ले	lua	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;INDF;MASC;SG
लिया	luate	ले	luat	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;INDF;FEM;PL
फ़िल्म	pelicula	फ़िल्म	pelicula	N;NOM;FEM;SG;3	N;DEF;FEM;SG
पास	trece	पास	trece	ADV;NOM;MASC;SG;3	V;IND;SG;3;PRS;FIN
पास	pass	पास	pass	ADV;NOM;MASC;SG;3	N;INDF;MASC;SG
पास	pasa	पास	pasă	ADV;NOM;MASC;SG;3	N;DEF;FEM;SG
पास	pasa	पास	pasă	ADV;NOM;MASC;SG;3	N;DEF;FEM;SG
विस्तृत	avansata	विस्तृत	avansat	ADJ	N;DEF;FEM;SG
दिन	zi	दिन	zi	N;NOM;MASC;SG;3	N;INDF;FEM;SG
दिन	ziua	दिन	zi	N;NOM;MASC;SG;3	N;DEF;FEM;SG
दिन	zilele	दिन	zi	N;NOM;MASC;SG;3	N;DEF;FEM;PL
दिन	zile	दिन	zi	N;NOM;MASC;SG;3	N;INDF;FEM;PL
कृषि	agricultura	कृषि	agricultură	N;NOM;FEM;SG;3	N;DEF;FEM;SG
कृषि	agricultura	कृषि	agricultură	N;NOM;FEM;SG;3	N;DEF;FEM;SG
जाना	viabilitatii	जा	viabilitate	V;MASC;NFIN;ACT	N;DEF;FEM;SG
जाना	viabilitatea	जा	viabilitate	V;MASC;NFIN;ACT	N;DEF;FEM;SG
शुरू	inceput	शुरू	incepe	N;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
व्यक्ति	persoana	व्यक्ति	persoană	N;NOM;MASC;SG;3	N;DEF;FEM;SG
व्यक्ति	persoana	व्यक्ति	persoană	N;NOM;MASC;SG;3	N;DEF;FEM;SG
व्यक्ति	individuala	व्यक्ति	individual	N;NOM;MASC;SG;3	N;DEF;FEM;SG
व्यक्ति	individual	व्यक्ति	individual	N;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
व्यक्ति	individuale	व्यक्ति	individual	N;NOM;MASC;SG;3	ADJ;INDF;FEM;PL
उनका	lor	वह	lui	PRO;MASC;SG;3;FORM	DET;3
विज्ञान	stiinte	विज्ञान	stiinte	N;NOM;MASC;SG;3	N;INDF;FEM;PL
विज्ञान	stiinta	विज्ञान	stiintă	N;NOM;MASC;SG;3	N;DEF;FEM;SG
विज्ञान	stiinta	विज्ञान	stiintă	N;NOM;MASC;SG;3	N;DEF;FEM;SG
सदस्य	membru	सदस्य	membru	N;NOM;MASC;PL;3	N;INDF;MASC;SG
सदस्य	membra	सदस्य	membră	N;NOM;MASC;PL;3	N;DEF;FEM;SG
सदस्य	membrul	सदस्य	membru	N;NOM;MASC;PL;3	N;DEF;MASC;SG
सदस्य	abonat	सदस्य	abonat	N;NOM;MASC;PL;3	V;MASC;SG;V.PTCP
सदस्य	membrii	सदस्य	membru	N;NOM;MASC;PL;3	N;DEF;MASC;PL
हालांकि	desi	हालांकि	desi	CONJ	
हालांकि	desi	हालांकि	desi	CONJ	
हालांकि	desi	हालांकि	desi	CONJ	
हालांकि	desi	हालांकि	desi	CONJ	
हालांकि	desi	हालांकि	desi	CONJ	
हालांकि	desi	हालांकि	desi	CONJ	
सिंह	singh	सिंह	singh	PROPN;NOM;MASC;SG;3	PROPN
सिंह	leo	सिंह	leo	PROPN;NOM;MASC;SG;3	PROPN
अनेक	multi	अनेक	mult	DET	
अनेक	multi	अनेक	mult	DET	
अनेक	multe	अनेक	mult	DET	PRO;FEM;PL;3
अनेक	multiplu	अनेक	multiplu	DET	
अनेक	multipla	अनेक	multipla	DET	N;DEF;FEM;SG
अनेक	multiple	अनेक	multiplu	DET	ADJ;INDF;FEM;PL
यहां	aici	यहाँ	aici	PRO;NOM	ADV
संख्या	numarul	संख्या	numar	N;NOM;FEM;SG;3	N;DEF;MASC;SG
संख्या	numerele	संख्या	număr	N;NOM;FEM;SG;3	N;DEF;FEM;PL
संख्या	numere	संख्या	număr	N;NOM;FEM;SG;3	N;INDF;FEM;PL
अपना	proprie	अपना	propriu	PRO;NOM;MASC;SG	ADJ;INDF;FEM;SG
अपना	proprii	अपना	propriu	PRO;NOM;MASC;SG	ADJ;INDF;PL
अपना	dumneavoastra	अपना	dumneavoastra	PRO;NOM;MASC;SG	
अपना	ta	अपना	tău	PRO;NOM;MASC;SG	DET;FEM;SG;1
बात	vorbim	बात	vorbi	N;NOM;FEM;SG;3	V;IND;PL;1;PRS;FIN
साहित्य	literatura	साहित्य	literatură	N;NOM;MASC;SG;3	N;DEF;FEM;SG
साहित्य	literatura	साहित्य	literatură	N;NOM;MASC;SG;3	N;DEF;FEM;SG
शिक्षा	educatie	शिक्षा	educatie	N;NOM;FEM;SG;3	N;INDF;FEM;SG
शिक्षा	educatia	शिक्षा	educatie	N;NOM;FEM;SG;3	N;DEF;FEM;SG
शिक्षा	educatie	शिक्षा	educatie	N;NOM;FEM;SG;3	N;INDF;FEM;SG
दिल्ली	delhi	दिल्ली	delhi	PROPN;NOM;FEM;SG;3	N;INDF;MASC;SG
धर्म	religie	धर्म	religie	N;NOM;MASC;SG;3	N;INDF;FEM;SG
धर्म	religia	धर्म	religie	N;NOM;MASC;SG;3	N;DEF;FEM;SG
धर्म	religiile	धर्म	religie	N;NOM;MASC;SG;3	N;DEF;FEM;PL
धर्म	religii	धर्म	religie	N;NOM;MASC;SG;3	N;INDF;FEM;PL
धर्म	dharma	धर्म	dharmă	N;NOM;MASC;SG;3	N;DEF;FEM;SG
मूल	origine	मूल	origine	N;NOM;MASC;SG;3	N;INDF;FEM;SG
मूल	originea	मूल	origine	N;NOM;MASC;SG;3	N;DEF;FEM;SG
मूल	originalele	मूल	original	N;NOM;MASC;SG;3	N;DEF;FEM;PL
मूल	originale	मूल	original	N;NOM;MASC;SG;3	ADJ;INDF;FEM;PL
मूल	originali	मूल	original	N;NOM;MASC;SG;3	ADJ;INDF;MASC;PL
मूल	nativa	मूल	nativă	N;NOM;MASC;SG;3	N;DEF;FEM;SG
मूल	nativi	मूल	nativ	N;NOM;MASC;SG;3	N;INDF;MASC;PL
मूल	native	मूल	nativ	N;NOM;MASC;SG;3	ADJ;INDF;FEM;PL
मूल	originala	मूल	original	N;NOM;MASC;SG;3	ADJ;DEF;FEM;SG
मूल	originale	मूल	original	N;NOM;MASC;SG;3	ADJ;INDF;FEM;PL
मूल	original	मूल	original	N;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
मूल	originala	मूल	original	N;NOM;MASC;SG;3	ADJ;DEF;FEM;SG
तब	atunci	तब	atunci	PRO;NOM	ADV
तब	apoi	तब	apoi	PRO;NOM	ADV
बना	facute	बन	face	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;INDF;FEM;PL
बना	made	बन	made	V;PFV;MASC;SG;V.PTCP;ACT	
बना	facuta	बन	facuta	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;DEF;FEM;SG
बना	facut	बन	face	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;INDF;MASC;SG
कोड	codul	कोड	cod		N;DEF;MASC;SG
कोड	coduri	कोड	cod		N;INDF;FEM;PL
कोड	codurile	कोड	cod		N;DEF;FEM;PL
संयुक्त	unita	संयुक्त	unita	PROPN;NOM;MASC;SG;3	ADJ;DEF;FEM;SG
संयुक्त	united	संयुक्त	united	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
संयुक्त	unite	संयुक्त	unit	PROPN;NOM;MASC;SG;3	ADJ;INDF;FEM;PL
संयुक्त	unit	संयुक्त	unit	PROPN;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
संयुक्त	combinat	संयुक्त	combina	PROPN;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
संयुक्त	combinata	संयुक्त	combinat	PROPN;NOM;MASC;SG;3	ADJ;DEF;FEM;SG
संयुक्त	combinate	संयुक्त	combina	PROPN;NOM;MASC;SG;3	ADJ;INDF;FEM;PL
संयुक्त	comune	संयुक्त	comun	PROPN;NOM;MASC;SG;3	ADJ;INDF;FEM;PL
संयुक्त	joint	संयुक्त	joint	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
जुलाई	iulie	जुलाई	iulie	PROPN;NOM;FEM;SG;3	N;INDF;MASC;SG
युद्ध	lupta	युद्ध	luptă	N;NOM;MASC;SG;3	N;DEF;FEM;SG
युद्ध	batalia	युद्ध	batalie	N;NOM;MASC;SG;3	N;DEF;FEM;SG
युद्ध	batalie	युद्ध	batalie	N;NOM;MASC;SG;3	N;INDF;FEM;SG
युद्ध	razboiul	युद्ध	razboi	N;NOM;MASC;SG;3	N;DEF;MASC;SG
नदी	rau	नदी	rau	N;NOM;FEM;SG;3	
नदी	raul	नदी	raul	N;NOM;FEM;SG;3	N;DEF;MASC;SG
नदी	river	नदी	river	N;NOM;FEM;SG;3	PROPN
वाला	vala	वाला	vală	ADP;NOM;MASC;SG	N;DEF;FEM;SG
काल	incordata	काल	incordat	N;NOM;MASC;SG;3	ADJ;DEF;FEM;SG
काल	tensionat	काल	tensiona	N;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
काल	tensionata	काल	tensionat	N;NOM;MASC;SG;3	ADJ;DEF;FEM;SG
काल	incordat	काल	incorda	N;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
काल	suna	काल	suna	N;NOM;MASC;SG;3	V;IND;SG;3;IPFV;FIN
काल	suna	काल	suna	N;NOM;MASC;SG;3	V;IND;SG;3;IPFV;FIN
काल	perioada	काल	perioadă	N;NOM;MASC;SG;3	N;DEF;FEM;SG
काल	perioada	काल	perioadă	N;NOM;MASC;SG;3	N;DEF;FEM;SG
वर्षों	anii	वर्ष	an	N;NOM;MASC;PL;3	N;DEF;MASC;PL
स्टेशन	statie	स्टेशन	statie	N;NOM;MASC;SG;3	N;INDF;FEM;SG
स्टेशन	gara	स्टेशन	gară	N;NOM;MASC;SG;3	N;DEF;FEM;SG
स्टेशन	statia	स्टेशन	statie	N;NOM;MASC;SG;3	N;DEF;FEM;SG
स्टेशन	statie	स्टेशन	statie	N;NOM;MASC;SG;3	N;INDF;FEM;SG
स्टेशन	statie	स्टेशन	statie	N;NOM;MASC;SG;3	N;INDF;FEM;SG
स्टेशन	gara	स्टेशन	gară	N;NOM;MASC;SG;3	N;DEF;FEM;SG
स्टेशन	statii	स्टेशन	stat	N;NOM;MASC;SG;3	N;INDF;FEM;PL
स्टेशन	statii	स्टेशन	stat	N;NOM;MASC;SG;3	N;INDF;FEM;PL
बड़े	mare	बडा	mare	ADJ;NOM;MASC;PL	ADJ;INDF;MASC;SG
बड़े	big	बडा	big	ADJ;NOM;MASC;PL	N;INDF;MASC;SG
जनवरी	ianuarie	जनवरी	ianuarie	PROPN;NOM;FEM;SG;3	N;INDF;MASC;SG
मध्य	centrala	मध्य	centrală		ADJ;DEF;FEM;SG
मध्य	centrale	मध्य	centrală		N;INDF;FEM;PL
मध्य	centrala	मध्य	centrală		ADJ;DEF;FEM;SG
मध्य	central	मध्य	central		ADJ;INDF;MASC;SG
मध्य	centrul	मध्य	centru		N;DEF;MASC;SG
मध्य	centru	मध्य	centru		N;INDF;MASC;SG
मध्य	mediana	मध्य	mediană		N;DEF;FEM;SG
मध्य	median	मध्य	median		ADJ;INDF;MASC;SG
मध्य	mijloc	मध्य	mijloc		N;INDF;MASC;SG
राजा	raja	राजा	rajă	N;NOM;MASC;SG;3	N;DEF;FEM;SG
राजा	regele	राजा	rege	N;NOM;MASC;SG;3	N;DEF;MASC;SG
प्रथम	primii	प्रथम	prim	ADJ	NUM;DEF;MASC;PL
प्रथम	prima	प्रथम	prim	ADJ	NUM;DEF;FEM;SG
प्रथम	primul	प्रथम	prim	ADJ	NUM;DEF;MASC;SG
विश्वविद्यालय	facultate	विश्वविद्यालय	facultate	N;NOM;MASC;SG;3	N;INDF;FEM;SG
विश्वविद्यालय	universitate	विश्वविद्यालय	universitate	N;NOM;MASC;SG;3	N;INDF;FEM;SG
विश्वविद्यालय	universitatea	विश्वविद्यालय	universitate	N;NOM;MASC;SG;3	N;DEF;FEM;SG
जून	jun	जून	jun	PROPN;NOM;MASC;SG;3	
जून	june	जून	june	PROPN;NOM;MASC;SG;3	
जून	iunie	जून	iunie	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
उसकी	lui	वह	el	PRO;FEM;SG;3	PRO;3
उसकी	ea	वह	el	PRO;FEM;SG;3	PRO;FEM;SG;3
मार्च	mar	मार्च	mar	PROPN;NOM;MASC;SG;3	
मार्च	martie	मार्च	martie	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
बनी	bunny	बन	bunny	V;PFV;FEM;SG;V.PTCP;ACT	PROPN
अर्थ	sensul	अर्थ	sens		N;DEF;MASC;SG
अर्थ	semnificatie	अर्थ	semnificatie		N;INDF;FEM;SG
अप्रैल	apr	अप्रैल	apr	PROPN;NOM;MASC;SG;3	
अप्रैल	april	अप्रैल	april	PROPN;NOM;MASC;SG;3	
अप्रैल	aprilie	अप्रैल	aprilie	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
महत्वपूर्ण	important	महत्वपूर्ण	important	ADJ	ADV
महत्वपूर्ण	critica	महत्वपूर्ण	critică	ADJ	N;DEF;FEM;SG
महत्वपूर्ण	critica	महत्वपूर्ण	critică	ADJ	N;DEF;FEM;SG
प्रामाणिक	autentic	प्रामाणिक	autentic	ADJ;NOM	ADV
प्रामाणिक	autentica	प्रामाणिक	autentic	ADJ;NOM	ADJ;DEF;FEM;SG
आप	ai	आप	avea	PRO;NOM;SG;2;FORM	V;SG;2
आप	te	आप	tu	PRO;NOM;SG;2;FORM	PRO;ACC;SG;2
किए	coa	कर	cola	V;PFV;MASC;PL;V.PTCP;ACT	
अक्टूबर	octombrie	अक्टूबर	octombrie	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
अक्टूबर	oct	अक्टूबर	oct	PROPN;NOM;MASC;SG;3	
समूह	grupa	समूह	grupă	N;NOM;MASC;SG;3	N;DEF;FEM;SG
समूह	grupul	समूह	grup	N;NOM;MASC;SG;3	N;DEF;MASC;SG
समूह	grupa	समूह	grupă	N;NOM;MASC;SG;3	N;DEF;FEM;SG
समूह	grupe	समूह	grupă	N;NOM;MASC;SG;3	N;INDF;FEM;PL
समूह	grupuri	समूह	grup	N;NOM;MASC;SG;3	N;INDF;FEM;PL
समूह	grupurile	समूह	grup	N;NOM;MASC;SG;3	N;DEF;FEM;PL
समूह	grupari	समूह	grupar	N;NOM;MASC;SG;3	N;INDF;FEM;PL
वर्तमान	curentul	वर्तमान	curent	N;NOM;MASC;SG;3	N;DEF;MASC;SG
वर्तमान	actual	वर्तमान	actual	N;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
वर्तमान	curentului	वर्तमान	curent	N;NOM;MASC;SG;3	N;DEF;MASC;SG
वर्तमान	actuala	वर्तमान	actual	N;NOM;MASC;SG;3	ADJ;DEF;FEM;SG
वर्तमान	prezente	वर्तमान	prezent	N;NOM;MASC;SG;3	V;IND;PL;3;PRS;FIN
वर्तमान	prezentul	वर्तमान	prezent	N;NOM;MASC;SG;3	N;DEF;MASC;SG
वर्तमान	prezenta	वर्तमान	prezent	N;NOM;MASC;SG;3	ADJ;DEF;FEM;SG
अध्ययन	studiez	अध्ययन	studia	N;NOM;MASC;SG;3	V;IND;SG;1;PRS;FIN
अध्ययन	studiind	अध्ययन	studia	N;NOM;MASC;SG;3	V;V.MSDR
अध्ययन	studiaza	अध्ययन	studiază	N;NOM;MASC;SG;3	V;IND;SG;3;IPFV;FIN
अध्ययन	studii	अध्ययन	studiu	N;NOM;MASC;SG;3	N;INDF;FEM;PL
अध्ययन	studiul	अध्ययन	studiu	N;NOM;MASC;SG;3	N;DEF;MASC;SG
अध्ययन	studii	अध्ययन	studiu	N;NOM;MASC;SG;3	N;INDF;FEM;PL
अध्ययन	studiile	अध्ययन	studiu	N;NOM;MASC;SG;3	N;DEF;FEM;PL
विभाग	departamentul	विभाग	departament	N;NOM;MASC;SG;3	N;DEF;MASC;SG
विभाग	divizia	विभाग	divizie	N;NOM;MASC;SG;3	N;DEF;FEM;SG
विभाग	divizare	विभाग	divizare	N;NOM;MASC;SG;3	N;INDF;FEM;SG
विभाग	diviziunea	विभाग	diviziune	N;NOM;MASC;SG;3	N;DEF;FEM;SG
विभाग	diviziune	विभाग	diviziune	N;NOM;MASC;SG;3	N;INDF;FEM;SG
विभाग	divizie	विभाग	divizie	N;NOM;MASC;SG;3	N;INDF;FEM;SG
विभाग	departamente	विभाग	departament	N;NOM;MASC;SG;3	N;INDF;FEM;PL
विभाग	departamentele	विभाग	departament	N;NOM;MASC;SG;3	N;DEF;FEM;PL
आम	comuna	आम	comună	ADJ	N;DEF;FEM;SG
आम	comuna	आम	comună	ADJ	N;DEF;FEM;SG
स्थिति	stare	स्थिति	stare	N;NOM;FEM;SG;3	N;INDF;FEM;SG
स्थिति	starea	स्थिति	stare	N;NOM;FEM;SG;3	N;DEF;FEM;SG
स्थिति	statutul	स्थिति	statut	N;NOM;FEM;SG;3	N;DEF;MASC;SG
स्थिति	pozitie	स्थिति	pozitie	N;NOM;FEM;SG;3	N;INDF;FEM;SG
स्थिति	pozitia	स्थिति	pozitie	N;NOM;FEM;SG;3	N;DEF;FEM;SG
स्थिति	pozitia	स्थिति	pozitie	N;NOM;FEM;SG;3	N;DEF;FEM;SG
स्थिति	pozitie	स्थिति	pozitie	N;NOM;FEM;SG;3	N;INDF;FEM;SG
स्थिति	pozitie	स्थिति	pozitie	N;NOM;FEM;SG;3	N;INDF;FEM;SG
स्थिति	stare	स्थिति	stare	N;NOM;FEM;SG;3	N;INDF;FEM;SG
स्थिति	state	स्थिति	stat	N;NOM;FEM;SG;3	N;INDF;FEM;PL
स्थिति	statul	स्थिति	stat	N;NOM;FEM;SG;3	N;DEF;MASC;SG
स्थिति	stare	स्थिति	stare	N;NOM;FEM;SG;3	N;INDF;FEM;SG
