monarchie	monarchia	monarchie	monarchia	PROPN	N;NOM;FEM;SG
vorhaben	projekt	vorhaben	projekt		N;NOM;MASC;SG
vorhaben	projektów	vorhaben	projekt		N;GEN;MASC;PL
vorhaben	projekty	vorhaben	projekt		N;NOM;MASC;PL
verarbeitet	przetwarzane	verarbeiten	przetwarzać	V;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
verarbeitet	przetworzonych	verarbeiten	przetworzyć	V;V.PTCP	ADJ;PFV;GEN;MASC;PL;POS;V.PTCP;PASS
verarbeitet	przetwarzanie	verarbeiten	przetwarzać	V;V.PTCP	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
verarbeitet	przetworzone	verarbeiten	przetworzyć	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
riga	rydze	riga	ryda	PROPN;NOM;SG	
gültigen	ważność	gültig	ważność	ADJ	N;ACC;FEM;SG
kameramann	kamerzysta	kameramann	kamerzysta	ADJ	
kameramann	operator	kameramann	operator	ADJ	N;NOM;MASC;SG
funktionieren	funkcjonowanie	funktionieren	funkcjonowanie	V;NFIN	N;NOM;NEUT;SG
funktionieren	funkcjonowaniu	funktionieren	funkcjonować	V;NFIN	N;DAT;NEUT;SG
vorn	front	vorn	front	ADV	N;NOM;MASC;SG
vorn	przodu	vorn	przód	ADV	N;GEN;MASC;SG
vorn	przód	vorn	przód	ADV	V;IPFV;IND;SG;PRS;FIN;ACT
madonna	madonna	madonna	madonny	PROPN;NOM;SG	ADJ;NOM;FEM;SG
madonna	madonny	madonna	madonny	PROPN;NOM;SG	
roberto	roberto	roberto	roberto	PROPN	PROPN;NOM;MASC;SG
bedeutend	znacząco	bedeutend	znacząco	ADJ	ADV
bedeutend	znacznie	bedeutend	znacznie	ADJ	ADV
wohnen	żyjący	wohnen	żyć	V;NFIN	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
wohnen	żywe	wohnen	żywy	V;NFIN	
wohnen	mieszkalnictwa	wohnen	mieszkalnictwo	V;NFIN	N;NOM;NEUT;SG
wohnen	live	wohnen	liv	V;NFIN	
wohnen	żywo	wohnen	żywo	V;NFIN	
vorfahren	przodków	vorfahren	przodek		N;ACC;MASC;PL
vorfahren	przodkowie	vorfahren	przodek		N;NOM;MASC;PL
vorfahren	przodek	vorfahren	przodek		N;NOM;MASC;SG
vorfahren	przodków	vorfahren	przodek		N;ACC;MASC;PL
vorfahren	przodkowie	vorfahren	przodek		N;NOM;MASC;PL
level	poziom	level	poziom		N;NOM;MASC;SG
level	poziomie	level	poziom		N;INS;MASC;SG
level	poziomu	level	poziom		N;GEN;MASC;SG
ressourcen	zasoby	ressourc	zasóba	V;NFIN	N;NOM;MASC;PL
ressourcen	zasobów	ressourc	zasób	V;NFIN	N;GEN;MASC;PL
ressourcen	zasób	ressourc	zasób	V;NFIN	N;NOM;MASC;SG
ressourcen	zasoby	ressourc	zasóba	V;NFIN	N;NOM;MASC;PL
ressourcen	zasobów	ressourc	zasób	V;NFIN	N;GEN;MASC;PL
ressourcen	środki	ressourc	środek	V;NFIN	N;NOM;MASC;PL
laura	laura	laura	laura	PROPN;NOM;SG	PROPN;NOM;FEM;SG
laura	laury	laura	laury	PROPN;NOM;SG	
laura	lauro	laura	lauro	PROPN;NOM;SG	
zeichnen	remis	zeichnen	remis	V;NFIN	N;NOM;MASC;SG
zeichnen	losowanie	zeichnen	losowanie	V;NFIN	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
zeichnen	rysunek	zeichnen	rysunek	V;NFIN	N;NOM;MASC;SG
zeichnen	losowanie	zeichnen	losowanie	V;NFIN	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
essays	wypracowania	essays	wypracowanie		N;NOM;NEUT;SG
essays	eseje	essays	esej		N;NOM;MASC;PL
essays	esej	essays	esej		N;NOM;MASC;SG
bürgerschaft	obywatelstwa	bürgerschaft	obywatelstwo	ADJ	N;NOM;NEUT;SG
bürgerschaft	obywatelstwo	bürgerschaft	obywatelstwo	ADJ	N;NOM;NEUT;SG
vorträge	wykładów	vortragen	wykład	ADJ;NOM;PL	N;GEN;MASC;PL
vorträge	wykłady	vortragen	wykład	ADJ;NOM;PL	N;NOM;MASC;PL
vorträge	przemowy	vortragen	przemowy	ADJ;NOM;PL	N;ACC;FEM;PL
vorträge	wystąpienia	vortragen	wystąpienie	ADJ;NOM;PL	N;GEN;NEUT;SG
vorträge	przemówienia	vortragen	przemówienie	ADJ;NOM;PL	N;NOM;NEUT;PL
vorträge	konferencje	vortragen	konferencja	ADJ;NOM;PL	N;NOM;FEM;PL
vorträge	prezentacji	vortragen	prezentacja	ADJ;NOM;PL	N;GEN;FEM;SG
vorträge	prezentacje	vortragen	prezentacja	ADJ;NOM;PL	N;NOM;FEM;PL
vorträge	wykłady	vortragen	wykład	ADJ;NOM;PL	N;NOM;MASC;PL
vorträge	wykład	vortragen	wykład	ADJ;NOM;PL	N;NOM;MASC;SG
marianne	marianne	marianne	marianny	N;NOM;FEM;SG	ADJ;NOM;FEM;SG
wilde	dziki	wilden	dzik		N;NOM;MASC;SG
wilde	dzikie	wilden	dziki		V;IPFV;IND;SG;3;PRS;FIN;ACT
wilde	dziki	wilden	dzik		N;NOM;MASC;SG
wilde	dzikie	wilden	dziki		V;IPFV;IND;SG;3;PRS;FIN;ACT
mathias	mathias	mathias	mathias	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
österreichisch	austrii	österreichisch	austria	ADJ	PROPN;GEN;FEM;SG
österreichisch	austro	österreichisch	austro	ADJ	
klarer	wyraźniej	klar	wyraźnie	ADJ	ADV;CMPR
klarer	jaśniej	klar	jasno	ADJ	ADV;CMPR
mont	mont	mont	mont	PROPN;NOM;SG	
rumpf	hull	rumpf	hull	ADJ	PROPN;NOM;MASC;SG
rumpf	kadłuba	rumpf	kadłuba	ADJ	N;GEN;MASC;SG
rumpf	kadłub	rumpf	kadłub	ADJ	N;ACC;MASC;SG
rumpf	tułów	rumpf	tułów	ADJ	N;NOM;MASC;SG
rumpf	korpus	rumpf	korpus	ADJ	N;NOM;MASC;SG
rumpf	tułowia	rumpf	tułówiać	ADJ	N;GEN;MASC;SG
rumpf	pień	rumpf	pień	ADJ	N;NOM;MASC;SG
rumpf	bagażnik	rumpf	bagażnik	ADJ	N;ACC;MASC;SG
rumpf	kufer	rumpf	kufer	ADJ	N;NOM;MASC;SG
rumpf	bagażniku	rumpf	bagażnik	ADJ	N;GEN;MASC;SG
anfangen	start	anfangen	start	V;NFIN	
anfangen	rozpoczęcie	anfangen	rozpocząć	V;NFIN	N;PFV;NOM;NEUT;SG;POS;V.MSDR
anfangen	początek	anfangen	początek	V;NFIN	N;NOM;MASC;SG
arabische	arab	arabisch	arab	ADJ;NOM;FEM;PL	PROPN;NOM;MASC;SG
arabische	arabskie	arabisch	arabski	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
arabische	arabski	arabisch	arabski	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
arabische	arabskich	arabisch	arabski	ADJ;NOM;FEM;PL	ADJ;GEN;MASC;PL
arabische	arabskie	arabisch	arabski	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
arabische	arabski	arabisch	arabski	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
arabische	arabskie	arabisch	arabski	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
arabische	arabski	arabisch	arabski	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
lyrik	wiersze	lyrik	wiersz		N;NOM;MASC;PL
lyrik	teksty	lyrik	tekst		N;NOM;MASC;PL
belgrad	belgradzie	belgrad	belgrad	PROPN;NOM;SG	PROPN;DAT;MASC;SG
maryland	maryland	maryland	maryland	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
abhängigkeit	zależność	abhängigkeit	zależność	V;SG;FIN	N;NOM;FEM;SG
abhängigkeit	uzależnienie	abhängigkeit	uzależnienie	V;SG;FIN	N;NOM;NEUT;SG
abhängigkeit	zależności	abhängigkeit	zależność	V;SG;FIN	N;GEN;FEM;SG
abhängigkeit	uzależnienie	abhängigkeit	uzależnienie	V;SG;FIN	N;NOM;NEUT;SG
abhängigkeit	nałóg	abhängigkeit	nałóg	V;SG;FIN	N;NOM;MASC;SG
abhängigkeit	uzależnienia	abhängigkeit	uzależnienie	V;SG;FIN	N;GEN;NEUT;SG
abhängigkeit	zależność	abhängigkeit	zależność	V;SG;FIN	N;NOM;FEM;SG
abhängigkeit	uzależnienie	abhängigkeit	uzależnienie	V;SG;FIN	N;NOM;NEUT;SG
abhängigkeit	zależności	abhängigkeit	zależność	V;SG;FIN	N;GEN;FEM;SG
ankunft	przybywa	ankunft	przybywać	N;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
ankunft	przybyć	ankunft	przybyć	N;FEM;SG	V;PFV;NFIN;ACT
ankunft	przylotów	ankunft	przylot	N;FEM;SG	N;GEN;MASC;PL
gerichte	trybunałów	gericht	trybunał		N;GEN;MASC;PL
gerichte	naczynia	gericht	naczynie		N;NOM;NEUT;PL
gerichte	sądy	gericht	sąd		N;NOM;MASC;PL
mörder	zabójców	mörder	zabójca	ADJ	N;ACC;MASC;PL
mörder	mordercy	mörder	morderca	ADJ	N;ACC;MASC;SG
mörder	zabójcy	mörder	zabójca	ADJ	
mörder	zabójczy	mörder	zabójczyć	ADJ	
mörder	morderca	mörder	morderca	ADJ	N;NOM;MASC;SG
mörder	zabójcze	mörder	zabójcze	ADJ	
mörder	zabójca	mörder	zabójca	ADJ	N;NOM;MASC;SG
mörder	morderczyni	mörder	morderczyni	ADJ	N;NOM;FEM;SG
mörder	mordercy	mörder	morderca	ADJ	N;ACC;MASC;SG
mörder	morderca	mörder	morderca	ADJ	N;NOM;MASC;SG
mörder	morderców	mörder	morderca	ADJ	N;ACC;MASC;PL
mörder	mordercy	mörder	morderca	ADJ	N;ACC;MASC;SG
mörder	morderca	mörder	morderca	ADJ	N;NOM;MASC;SG
mörder	zabójcy	mörder	zabójca	ADJ	
mörder	zabójca	mörder	zabójca	ADJ	N;NOM;MASC;SG
sofia	sofia	sofia	sofia	PROPN;SG	V;IPFV;IND;SG;2;PRS;FIN;ACT
sofia	zofia	sofia	zofia	PROPN;SG	PROPN;NOM;FEM;SG
verändern	zmiana	verändern	zmiana	V;NFIN	N;NOM;FEM;SG
abu	abu	abu	abu	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
glasgow	glasgow	glasgow	glasg	PROPN;NOM;SG	PROPN;NOM;MASC;SG
stürmer	napastnik	stürm	napastnik	ADJ	N;NOM;MASC;SG
stürmer	striker	stürm	striker	ADJ	
heller	jaśniej	hell	jasno	ADJ	ADV;CMPR
heller	heller	hell	heller	ADJ	PROPN;NOM;MASC;SG
befreit	wyzwolony	befreien	wyzwolić	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
befreit	uwolniony	befreien	uwolnić	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
befreit	zwolnione	befreien	zwolnić	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
befreit	zwolnione	befreien	zwolnić	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
emanuel	emanuel	emanuel	emanuel	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
emanuel	emmanuel	emanuel	emmanuel	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
naturschutz	natura	naturschutz	natura	ADJ	
naturschutz	charakter	naturschutz	charakter	ADJ	N;NOM;MASC;SG
naturschutz	przyroda	naturschutz	przyroda	ADJ	N;NOM;FEM;SG
naturschutz	natury	naturschutz	natura	ADJ	
anliegen	dotyczy	anliegen	dotyczyć		V;IPFV;IND;SG;3;PRS;FIN;ACT
kohle	węgiel	kohl	węgiel		N;NOM;MASC;SG
kohle	węgle	kohl	węgl		N;NOM;MASC;PL
kohle	ciasta	kohl	ciasto		N;NOM;NEUT;SG
kohle	węgiel	kohl	węgiel		N;NOM;MASC;SG
erteilt	wyemitowane	erteilen	wyemitować	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
erteilt	wydany	erteilen	wydać	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
erteilt	wydane	erteilen	wydać	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
erteilt	wydawane	erteilen	wydawać	V;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
erteilt	udzielone	erteilen	udzielić	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
erteilt	przyznana	erteilen	przyznać	V;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
erteilt	przyznane	erteilen	przyznać	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
erteilt	przyznany	erteilen	przyznać	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
graham	grahama	graham	grahać	PROPN;NOM;SG	N;ACC;MASC;SG
graham	graham	graham	grahać	PROPN;NOM;SG	
hauptsitz	siedziba	hauptsitz	siedziba	V;V.PTCP	N;NOM;FEM;SG
hauptsitz	siedziba	hauptsitz	siedziba	V;V.PTCP	N;NOM;FEM;SG
caroline	caroline	caroline	caroliny	PROPN;NOM;FEM;SG	V;IPFV;IND;SG;PRS;FIN;ACT
caroline	karolina	caroline	karolin	PROPN;NOM;FEM;SG	PROPN;NOM;FEM;SG
kaiserreich	imperium	kaiserreich	imperium	PROPN	
kaiserreich	empire	kaiserreich	empir	PROPN	
kaiserreich	cesarska	kaiserreich	cesarski	PROPN	ADJ;NOM;FEM;SG
kaiserreich	imperial	kaiserreich	imperial	PROPN	
konzern	korporacje	konzern	korporacja		N;NOM;FEM;PL
konzern	korporacja	konzern	korporacja		N;NOM;FEM;SG
konzern	firmowe	konzern	firmowy		ADJ;NOM;NEUT;SG
konzern	grupie	konzern	grupa		N;DAT;FEM;SG
konzern	grupy	konzern	grupa		N;ACC;FEM;SG
konzern	grupa	konzern	grupa		N;NOM;FEM;SG
konzern	skonsolidowane	konzern	skonsolidować		ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
konzern	korporacji	konzern	korporacja		N;GEN;FEM;SG
konzern	korporacja	konzern	korporacja		N;NOM;FEM;SG
nordischen	nordic	nordisch	nordica	ADJ	
gebeten	modlitwa	bitten	modlitwa	V;V.PTCP	N;NOM;FEM;SG
gebeten	modlitw	bitten	modlitwa	V;V.PTCP	
gebeten	modlitwy	bitten	modlitwa	V;V.PTCP	N;GEN;FEM;SG
wörtlich	dosłownie	wörtlich	dosłownie	ADJ	
wrestling	wrestling	wrestlingen	wrestling	ADJ	
wrestling	zapasy	wrestlingen	zapas	ADJ	N;NOM;MASC;PL
ryan	ryana	ryan	ryana	PROPN;NOM;MASC;SG	N;ACC;MASC;SG
ryan	ryan	ryan	ryan	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
demo	demonstracja	demo	demonstracja		N;NOM;FEM;SG
renault	renault	renaulen	renault	PROPN;SG	
turner	gimnastyk	turn	gimnastyk	PROPN;NOM;SG	N;NOM;MASC;SG
turner	turner	turn	turner	PROPN;NOM;SG	
turner	turnera	turn	turner	PROPN;NOM;SG	
einnahmen	dochód	einnehmen	dochód	V;NFIN	N;NOM;MASC;SG
einnahmen	przychód	einnehmen	przychód	V;NFIN	N;NOM;MASC;SG
einnahmen	przychody	einnehmen	przychody	V;NFIN	N;NOM;MASC;PL
einnahmen	dochodów	einnehmen	dochód	V;NFIN	N;GEN;MASC;PL
einnahmen	dochody	einnehmen	dochód	V;NFIN	N;NOM;MASC;PL
einnahmen	dochody	einnehmen	dochód	V;NFIN	N;NOM;MASC;PL
einnahmen	przychody	einnehmen	przychody	V;NFIN	N;NOM;MASC;PL
einnahmen	zyski	einnehmen	zysk	V;NFIN	N;NOM;MASC;PL
einnahmen	zarobki	einnehmen	zarobek	V;NFIN	N;NOM;MASC;PL
einnahmen	zarobków	einnehmen	zarobek	V;NFIN	N;GEN;MASC;PL
einnahmen	dochody	einnehmen	dochód	V;NFIN	N;NOM;MASC;PL
einnahmen	wpływy	einnehmen	wpływ	V;NFIN	N;NOM;MASC;PL
einnahmen	rachunki	einnehmen	rachunek	V;NFIN	N;NOM;MASC;PL
einnahmen	dochód	einnehmen	dochód	V;NFIN	N;NOM;MASC;SG
einnahmen	przychód	einnehmen	przychód	V;NFIN	N;NOM;MASC;SG
einnahmen	przychody	einnehmen	przychody	V;NFIN	N;NOM;MASC;PL
einnahmen	dochody	einnehmen	dochód	V;NFIN	N;NOM;MASC;PL
kritiken	recenzje	kritik	recenzja	ADJ;PL	N;NOM;FEM;SG
kritiken	przeglądy	kritik	przegląd	ADJ;PL	N;NOM;MASC;PL
kritiken	recenzji	kritik	recenzja	ADJ;PL	V;IPFV;IND;SG;2;FIN;ACT
kritiken	opinie	kritik	opinia	ADJ;PL	N;NOM;FEM;PL
kritiken	krytycy	kritik	krytyk	ADJ;PL	N;NOM;MASC;PL
kritiken	krytyka	kritik	krytyka	ADJ;PL	N;NOM;FEM;SG
kritiken	krytyków	kritik	krytyk	ADJ;PL	N;ACC;MASC;PL
kritiken	krytyki	kritik	krytyk	ADJ;PL	N;GEN;FEM;SG
kritiken	krytyka	kritik	krytyka	ADJ;PL	N;NOM;FEM;SG
kritiken	krytyki	kritik	krytyk	ADJ;PL	N;GEN;FEM;SG
kritiken	krytykę	kritik	krytyka	ADJ;PL	N;ACC;FEM;SG
kritiken	recenzentów	kritik	recenzent	ADJ;PL	N;ACC;MASC;PL
dorothea	dorota	dorothea	dorota	PROPN;NOM;FEM;SG	N;NOM;FEM;SG
renoviert	odnowione	renovieren	odnowić	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
renoviert	odnowiony	renovieren	odnowić	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
renoviert	odnowiony	renovieren	odnowić	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
renoviert	przywrócone	renovieren	przywrócić	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
renoviert	przywrócony	renovieren	przywrócić	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
renoviert	przywrócona	renovieren	przywrócić	V;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
kreuzung	przekraczania	kreuzung	przekraczać		N;IPFV;GEN;NEUT;SG;POS;V.MSDR
kreuzung	skrzyżowania	kreuzung	skrzyżowanie		N;NOM;NEUT;SG
kreuzung	skrzyżowaniu	kreuzung	skrzyżowanie		N;DAT;NEUT;SG
kreuzung	skrzyżowanie	kreuzung	skrzyżowanie		N;NOM;NEUT;SG
kreuzung	junction	kreuzung	junction		N;NOM;NEUT;SG
kreuzung	skrzyżowania	kreuzung	skrzyżowanie		N;NOM;NEUT;SG
kreuzung	skrzyżowanie	kreuzung	skrzyżowanie		N;NOM;NEUT;SG
kreuzung	skrzyżowania	kreuzung	skrzyżowanie		N;NOM;NEUT;SG
kreuzung	skrzyżowaniu	kreuzung	skrzyżowanie		N;DAT;NEUT;SG
gilbert	gilbert	gilbern	gilbert	PROPN	N;NOM;MASC;SG
jemals	ever	jemals	ever	ADV	
aufeinander	kolejnych	aufeinander	kolejny	ADV	ADJ;GEN;MASC;PL
benennung	mianowanie	benennung	mianować	ADJ	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
benennung	spotkanie	benennung	spotkanie	ADJ	N;NOM;NEUT;SG
benennung	nazewnictwa	benennung	nazewnictwo	ADJ	N;GEN;NEUT;SG
benennung	nominacji	benennung	nominacja	ADJ	N;GEN;FEM;SG
benennung	mianowanie	benennung	mianować	ADJ	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
benennung	nominację	benennung	nominacja	ADJ	N;ACC;FEM;SG
benennung	oznaczenie	benennung	oznaczenie	ADJ	N;NOM;NEUT;SG
benennung	wyznaczenie	benennung	wyznaczyć	ADJ	N;PFV;NOM;NEUT;SG;POS;V.MSDR
captain	kapitan	captain	kapitan	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
kirchliche	kościelnych	kirchlich	kościelny	ADJ;NOM;FEM;PL	ADJ;GEN;MASC;PL
ausgang	wyjście	ausgang	wyjście		N;PFV;NOM;NEUT;SG;POS;V.MSDR
ausgang	wychodzących	ausgang	wychodzić		ADJ;IPFV;ACC;MASC;PL;POS;V.PTCP;ACT
ausgang	wychodzące	ausgang	wychodzić		ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT
ausgang	wyjście	ausgang	wyjście		N;PFV;NOM;NEUT;SG;POS;V.MSDR
ausgang	wyjazd	ausgang	wyjazd		N;NOM;MASC;SG
ausgang	wyjścia	ausgang	wyjście		N;NOM;NEUT;SG
ausgang	wyjścia	ausgang	wyjście		N;NOM;NEUT;SG
startet	startów	starten	start	V;IND;SG;3;PRS;FIN	N;GEN;MASC;PL
clara	klara	clara	klara	PROPN;NOM;SG	N;NOM;FEM;SG
clara	clara	clara	clara	PROPN;NOM;SG	PROPN;NOM;FEM;SG
erwachsenen	dorosłe	erwachsen	dorosły	ADJ	V;PFV;NEUT;IND;SG;PST;FIN;ACT
erwachsenen	dorośli	erwachsen	dorosły	ADJ	V;PFV;MASC;IND;PL;PST;FIN;ACT
erwachsenen	dorośli	erwachsen	dorosły	ADJ	V;PFV;MASC;IND;PL;PST;FIN;ACT
erwachsenen	dorosły	erwachsen	dorosnąć	ADJ	V;PFV;FEM;IND;PL;PST;FIN;ACT
erwachsenen	dorosła	erwachsen	dorosnąć	ADJ	V;PFV;FEM;IND;SG;PST;FIN;ACT
nad	nad	nad	nad	PROPN	ADP
anzeige	wyświetlacz	anzeig	wyświetlacz		N;NOM;MASC;SG
anzeige	wyświetlanie	anzeig	wyświetlać		N;IPFV;NOM;NEUT;SG;POS;V.MSDR
anzeige	wyświetlania	anzeig	wyświetlanie		N;IPFV;GEN;NEUT;SG;POS;V.MSDR
anzeige	reklama	anzeig	reklama		N;NOM;FEM;SG
anzeige	ogłoszenie	anzeig	ogłoszenie		N;NOM;NEUT;SG;V.MSDR
anzeige	wyświetla	anzeig	wyświetlać		V;IPFV;IND;SG;3;PRS;FIN;ACT
systemen	systemy	systemen	system	V;NFIN	N;NOM;MASC;PL
sierra	sierra	sierra	sierry	PROPN;NOM;SG	
meißen	miśnia	meißen	misień	PROPN;NOM	
trennen	rozdzielenie	trennen	rozdzielenie	V;NFIN	N;PFV;NOM;NEUT;SG;POS;V.MSDR
trennen	separacji	trennen	separacja	V;NFIN	N;GEN;FEM;SG
trennen	oddzielenie	trennen	oddzielenie	V;NFIN	N;PFV;NOM;NEUT;SG;POS;V.MSDR
trennen	osobne	trennen	osobny	V;NFIN	ADJ;NOM;NEUT;SG
trennen	odrębne	trennen	odrębny	V;NFIN	ADJ;NOM;NEUT;SG
trennen	oddzielne	trennen	oddzielny	V;NFIN	ADJ;NOM;NEUT;SG
sogn	sogn	sognen	sognąć		
entscheidende	decydujące	entscheidend	decydować	ADJ;NOM;FEM;PL	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT
entscheidende	decydujący	entscheidend	decydować	ADJ;NOM;FEM;PL	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
stralsund	stralsund	stralsund	stralsund	PROPN	PROPN;NOM;MASC;SG
zwingend	obowiązkowo	zwingend	obowiązkowo	ADJ	ADV
zwingend	obowiązkowo	zwingend	obowiązkowo	ADJ	ADV
zwingend	obowiązkowo	zwingend	obowiązkowo	ADJ	ADV
spezialisiert	wyspecjalizowane	spezialisieren	wyspecjalizować	V;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
spezialisiert	specjalistyczne	spezialisieren	specjalistyczny	V;V.PTCP	ADJ;NOM;NEUT;SG
spezialisiert	wyspecjalizowanych	spezialisieren	wyspecjalizować	V;V.PTCP	ADJ;IPFV;GEN;MASC;PL;POS;V.PTCP;PASS
spezialisiert	wyspecjalizowane	spezialisieren	wyspecjalizować	V;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
spezialisiert	specjalistyczne	spezialisieren	specjalistyczny	V;V.PTCP	ADJ;NOM;NEUT;SG
transportiert	przeniesiony	transportieren	przenieść	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
transportiert	transportowane	transportieren	transportować	V;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
transportiert	przewożone	transportieren	przewozić	V;V.PTCP	
innenraum	wnętrze	innenraum	wnętrze	ADJ	N;NOM;NEUT;SG
innenraum	wnętrz	innenraum	wnętrz	ADJ	
innenraum	wnętrza	innenraum	wnętrze	ADJ	N;NOM;NEUT;SG
innenraum	wnętrz	innenraum	wnętrz	ADJ	
innenraum	wnętrza	innenraum	wnętrze	ADJ	N;NOM;NEUT;SG
innenraum	kryty	innenraum	kryć	ADJ	N;ACC;MASC;SG
kennedy	kennedy	kennedy	kenned	PROPN;NOM;MASC;SG	
karin	karin	karin	karina	PROPN;NOM;FEM;SG	PROPN;NOM;FEM;SG
händler	dealerów	händler	dealer	ADJ	N;ACC;MASC;PL
händler	handlarze	händler	handlarz	ADJ	N;NOM;MASC;PL
händler	dystry	händler	dystry	ADJ	V;IPFV;IND;SG;3;PRS;FIN;ACT
händler	pośrednicy	händler	pośrednik	ADJ	N;NOM;MASC;PL
händler	dystrybutorów	händler	dystrybutor	ADJ	N;ACC;MASC;PL
händler	dystry	händler	dystry	ADJ	V;IPFV;IND;SG;3;PRS;FIN;ACT
händler	przedsiębiorcy	händler	przedsiębiorca	ADJ	N;NOM;MASC;PL
händler	handlarze	händler	handlarz	ADJ	N;NOM;MASC;PL
händler	handlowców	händler	handlowiec	ADJ	N;ACC;MASC;PL
händler	dystrybutor	händler	dystrybutor	ADJ	N;NOM;MASC;SG
händler	dystry	händler	dystry	ADJ	V;IPFV;IND;SG;3;PRS;FIN;ACT
händler	sprzedawca	händler	sprzedawca	ADJ	N;NOM;MASC;SG
händler	dilera	händler	diler	ADJ	N;ACC;MASC;SG
händler	handlarz	händler	handlarz	ADJ	N;NOM;MASC;SG
händler	diler	händler	diler	ADJ	N;NOM;MASC;SG
händler	dealer	händler	dealer	ADJ	
beförderung	przewóz	beförderung	przewóz	ADJ	N;NOM;MASC;SG
beförderung	powóz	beförderung	powóz	ADJ	N;NOM;MASC;SG
beförderung	przewozu	beförderung	przewóz	ADJ	N;GEN;MASC;SG
beförderung	promocja	beförderung	promocja	ADJ	
beförderung	promowanie	beförderung	promować	ADJ	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
beförderung	awans	beförderung	awans	ADJ	N;NOM;MASC;SG
beförderung	promocji	beförderung	promocja	ADJ	N;GEN;FEM;SG
beförderung	promocje	beförderung	promocja	ADJ	N;NOM;FEM;PL
mönchengladbach	mönchengladbach	mönchengladbach	monchengladba	ADJ	PROPN;GEN;NEUT;PL
benachbarte	sąsiadujących	benachbart	sąsiadować	ADJ;NOM;FEM;PL	ADJ;IPFV;ACC;MASC;PL;POS;V.PTCP;ACT
benachbarte	sąsiadujących	benachbart	sąsiadować	ADJ;NOM;FEM;PL	ADJ;IPFV;ACC;MASC;PL;POS;V.PTCP;ACT
durchschnitt	średnio	durchschneiden	średnio		
