το	на	ο	на	DET;NOM;DEF;NEUT;SG	ADP
κέρδισε	печеля	κερδίζω	печеля	V;PFV;IND;SG;3;PST;FIN;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
κέρδισε	печелиш	κερδίζω	печеля	V;PFV;IND;SG;3;PST;FIN;ACT	V;IPFV;IND;SG;2;PRS;FIN;ACT
κέρδισε	победа	κερδίζω	победа	V;PFV;IND;SG;3;PST;FIN;ACT	N;INDF;FEM;SG
κέρδισε	уон	κερδίζω	уон	V;PFV;IND;SG;3;PST;FIN;ACT	N;INDF;MASC;SG
συνολικά	общ	συνολικά	общ	ADV	ADJ;INDF;MASC;SG
συνολικά	обща	συνολικά	общ	ADV	ADJ;INDF;FEM;SG
γνωστός	известни	γνωστός	известен	ADJ;NOM;MASC;SG	ADJ;INDF;PL
γνωστός	познат	γνωστός	познат	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
γνωστός	познати	γνωστός	познат	ADJ;NOM;MASC;SG	ADJ;INDF;PL
γνωστός	запознанство	γνωστός	запознанство	ADJ;NOM;MASC;SG	N;INDF;NEUT;SG
γνωστός	познат	γνωστός	познат	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
πληροφορίες	информация	πληροφορία	информация	N;NOM;FEM;PL	N;INDF;FEM;SG
πληροφορίες	info	πληροφορία	info	N;NOM;FEM;PL	INTJ
πληροφορίες	инфо	πληροφορία	инфо	N;NOM;FEM;PL	N;INDF;MASC;SG
πληροφορίες	информация	πληροφορία	информация	N;NOM;FEM;PL	N;INDF;FEM;SG
πληροφορίες	информиране	πληροφορία	информиране	N;NOM;FEM;PL	N;INDF;NEUT;SG
εθνικό	национални	εθνικός	национален	ADJ;NOM;NEUT;SG	ADJ;INDF;PL
εθνικό	национално	εθνικός	национален	ADJ;NOM;NEUT;SG	ADV
τέλη	хонорар	τέλος	хонорар	N;ACC;NEUT;PL	N;INDF;MASC;SG
τέλη	такса	τέλος	такса	N;ACC;NEUT;PL	N;INDF;FEM;SG
πλευρά	страничен	πλευρά	страничен	N;ACC;FEM;SG	ADJ;INDF;MASC;SG
χιλιόμετρα	майлс	χιλιόμετρο	майлс	N;NOM;NEUT;PL	PROPN;INDF;MASC;SG
χιλιόμετρα	мили	χιλιόμετρο	мил	N;NOM;NEUT;PL	ADJ;INDF;PL
χιλιόμετρα	пробег	χιλιόμετρο	пробег	N;NOM;NEUT;PL	N;INDF;MASC;SG
χιλιόμετρα	километра	χιλιόμετρο	километър	N;NOM;NEUT;PL	N;DEF;MASC;SG
κάτοικοι	пребиваващи	κάτοικος	пребивавам	N;NOM;MASC;PL	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
γεώργιος	джордж	γεώργιος	джордж	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
τύπου	натиснете	τύπος	натисна	N;GEN;MASC;SG	V;PFV;IMP;PL;2;FIN
τύπου	натисни	τύπος	натисен	N;GEN;MASC;SG	V;PFV;IMP;SG;2;FIN
εφημερίδα	вестници	εφημερίδα	вестник	N;NOM;FEM;SG	N;INDF;MASC;PL
μικρό	малки	μικρός	малък	ADJ;NOM;NEUT;SG	ADJ;INDF;PL
μικρό	малки	μικρός	малък	ADJ;NOM;NEUT;SG	ADJ;INDF;PL
μικρό	литъл	μικρός	литъл	ADJ;NOM;NEUT;SG	N;INDF;MASC;SG
μικρό	малко	μικρός	малко	ADJ;NOM;NEUT;SG	ADV;INDF;PL
ονομάζεται	наречен	ονομάζω	нарека-(се)	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
ονομάζεται	наречена	ονομάζω	нарека-(се)	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
συγκεκριμένα	конкретни	συγκεκριμένα	конкретен	ADV	ADJ;INDF;PL
συγκεκριμένα	специфичен	συγκεκριμένα	специфичен	ADV	ADJ;INDF;MASC;SG
συγκεκριμένα	специфична	συγκεκριμένα	специфичен	ADV	ADJ;INDF;FEM;SG
συγκεκριμένα	специфични	συγκεκριμένα	специфичен	ADV	ADJ;INDF;PL
είδη	вид	είδος	вид	N;NOM;NEUT;PL	N;INDF;MASC;SG
πρωταθλήματα	първенство	πρωτάθλημα	първенство	N;NOM;NEUT;PL	N;INDF;NEUT;SG
πρωταθλήματα	шампионат	πρωτάθλημα	шампионат	N;NOM;NEUT;PL	N;INDF;MASC;SG
ιταλία	италия	ιταλία	италия	PROPN;ACC;FEM;SG	PROPN;INDF;FEM;SG
ποδόσφαιρο	футболен	ποδόσφαιρος	футболен	N;NOM;NEUT;SG	ADJ;INDF;MASC;SG
περισσότερες	повече	πολύς	повече	ADJ;NOM;CMPR;FEM;PL	ADV;INDF;PL
περισσότερες	още	πολύς	още	ADJ;NOM;CMPR;FEM;PL	ADV
γενικά	обща	γενικά	общ	ADV	ADJ;INDF;FEM;SG
γενικά	общи	γενικά	общ	ADV	ADJ;INDF;PL
γενικά	генерал	γενικά	генерал	ADV	N;INDF;MASC;SG
σημαντικό	важно	σημαντικός	важно	ADJ;NOM;NEUT;SG	ADV
σημαντικό	важни	σημαντικός	важен	ADJ;NOM;NEUT;SG	ADJ;INDF;PL
νίκη	победи	νίκη	победа	N;ACC;FEM;SG	N;INDF;FEM;PL
νίκη	печеля	νίκη	печеля	N;ACC;FEM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
νίκη	спечели	νίκη	спечеля	N;ACC;FEM;SG	V;PFV;IND;SG;3;PST;FIN;ACT
νίκη	печелиш	νίκη	печеля	N;ACC;FEM;SG	V;IPFV;IND;SG;2;PRS;FIN;ACT
μικρή	малки	μικρός	малък	ADJ;NOM;FEM;SG	ADJ;INDF;PL
μικρή	малки	μικρός	малък	ADJ;NOM;FEM;SG	ADJ;INDF;PL
μικρή	литъл	μικρός	литъл	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
μικρή	малко	μικρός	малко	ADJ;NOM;FEM;SG	ADV;INDF;PL
αμερικανός	американско	Αμερικανός	американски	ADJ;NOM;MASC;SG	ADV
αμερικανός	американец	Αμερικανός	американец	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
τελικό	финал	τελικός	финал	ADJ;NOM;NEUT;SG	N;INDF;MASC;SG
τελικό	окончателно	τελικός	окончателно	ADJ;NOM;NEUT;SG	ADV
συγκρότημα	комплексно	συγκρότημα	комплексно	N;NOM;NEUT;SG	ADV
συγκρότημα	сложни	συγκρότημα	сложен	N;NOM;NEUT;SG	ADJ;INDF;PL
συγκρότημα	сложна	συγκρότημα	сложен	N;NOM;NEUT;SG	ADJ;INDF;FEM;SG
επόμενη	следващо	επόμενος	следвам	ADJ;ACC;FEM;SG	ADV
μήνες	месеца	μήνας	месец	N;NOM;MASC;PL	N;DEF;MASC;SG
αποτελείται	съставен	αποτελώ	съставя	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
αποτελείται	съставени	αποτελώ	съставя	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;PFV;INDF;PL;V.PTCP;PASS
αποτελείται	съставена	αποτελώ	съставя	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
αποτελείται	съставено	αποτελώ	съставя	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
πολλοί	mnogo	πολύς	mnogo	ADJ;NOM;MASC;PL	PROPN;INDF;NEUT;SG
πολλοί	много	πολύς	много	ADJ;NOM;MASC;PL	ADV;INDF;PL
όλοι	всички	όλος	всеки	ADJ;NOM;MASC;PL	PRO;NOM;PL
όλοι	всичко	όλος	всеки	ADJ;NOM;MASC;PL	PRO;NOM;NEUT;SG
όλοι	всички	όλος	всеки	ADJ;NOM;MASC;PL	PRO;NOM;PL
όλοι	всеки	όλος	всеки	ADJ;NOM;MASC;PL	PRO;NOM;MASC;SG
σημαντική	важно	σημαντικός	важно	ADJ;NOM;FEM;SG	ADV
σημαντική	важни	σημαντικός	важен	ADJ;NOM;FEM;SG	ADJ;INDF;PL
σημαντική	значително	σημαντικός	значително	ADJ;NOM;FEM;SG	ADV
σημαντική	значителни	σημαντικός	значителен	ADJ;NOM;FEM;SG	ADJ;INDF;PL
διάφορα	различни	διάφορος	различен	ADV	ADJ;INDF;PL
διάφορα	разнообразни	διάφορος	разнообразен	ADV	ADJ;INDF;PL
διάφορα	разни	διάφορος	разен	ADV	ADJ;INDF;PL
επέστρεψε	върнато	επιστρέφω	върна-(се)	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
επέστρεψε	върнати	επιστρέφω	върна-(се)	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;PL;V.PTCP;PASS
επέστρεψε	върната	επιστρέφω	върна-(се)	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
κατέκτησε	завладян	κατακτώ	завладея	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
κατέκτησε	завладяна	κατακτώ	завладея	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
έδωσε	даде	δίνω	дам-(се)	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;IMP;SG;2;PST;FIN
κατάφερε	управлявано	καταφέρνω	управлявам	V;PFV;IND;SG;3;PST;FIN;ACT	V;IPFV;INDF;NEUT;SG;V.PTCP;PASS
κατάφερε	управлявани	καταφέρνω	управлявам	V;PFV;IND;SG;3;PST;FIN;ACT	V;IPFV;INDF;PL;V.PTCP;PASS
κατάφερε	управляван	καταφέρνω	управлявам	V;PFV;IND;SG;3;PST;FIN;ACT	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
τύπος	натиснете	τύπος	натисна	N;NOM;MASC;SG	V;PFV;IMP;PL;2;FIN
τύπος	натисни	τύπος	натисен	N;NOM;MASC;SG	V;PFV;IMP;SG;2;FIN
εκατομμύρια	милион	εκατομμύριο	милион	N;NOM;NEUT;PL	N;INDF;MASC;SG
μέση	среден	μέσο	среден	N;NOM;FEM;SG	ADJ;INDF;MASC;SG
μέση	средно	μέσο	средно	N;NOM;FEM;SG	ADV
πρόβλημα	неприятности	πρόβλημα	неприятност	N;NOM;NEUT;SG	N;INDF;FEM;PL
πρόβλημα	проблеми	πρόβλημα	проблем	N;NOM;NEUT;SG	N;INDF;MASC;PL
άνω	горни	άνω	горен	ADV	ADJ;INDF;PL
άνω	горна	άνω	горен	ADV	ADJ;INDF;FEM;SG
άνω	горен	άνω	горен	ADV	ADJ;INDF;MASC;SG
τοπική	локално	τοπικός	локално	ADJ;NOM;FEM;SG	ADV
τοπική	местно	τοπικός	местен	ADJ;NOM;FEM;SG	ADV
τοπική	местни	τοπικός	местен	ADJ;NOM;FEM;SG	ADJ;INDF;PL
τοπική	местен	τοπικός	местя-(се)	ADJ;NOM;FEM;SG	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
μητέρα	майко	μητέρα	майка	N;NOM;FEM;SG	INTJ
παρίσι	парис	παρίσι	парис	PROPN;NOM;NEUT;SG	N;INDF;MASC;SG
παρίσι	париж	παρίσι	париж	PROPN;NOM;NEUT;SG	PROPN;INDF;MASC;SG
ημέρες	дена	ημέρα	ден	N;NOM;FEM;PL	N;DEF;MASC;SG
μαρία	мария	μαρία	мария	PROPN;NOM;FEM;SG	N;INDF;FEM;SG
διαδικασία	производства	διαδικασία	производство	N;NOM;FEM;SG	N;INDF;NEUT;PL
διαγραφή	изтрий	διαγραφή	изтрий	ADV	V;PFV;IMP;SG;2;FIN
διαγραφή	заличаване	διαγραφή	заличаване	ADV	N;INDF;NEUT;SG
διαγραφή	изтриване	διαγραφή	изтриване	ADV	N;INDF;NEUT;SG
διαγραφή	изтриете	διαγραφή	изтрия	ADV	V;PFV;IMP;PL;2;FIN
διαγραφή	изтрий	διαγραφή	изтрий	ADV	V;PFV;IMP;SG;2;FIN
τρίτη	вторник	τρίτος	вторник	NUM;NOM;FEM;SG	N;INDF;MASC;SG
τρίτη	трети	τρίτος	трети	NUM;NOM;FEM;SG	ADJ;INDF;MASC;SG
τρίτη	трета	τρίτος	трети	NUM;NOM;FEM;SG	ADJ;INDF;FEM;SG
τρίτη	трето	τρίτος	трето	NUM;NOM;FEM;SG	ADV
νέων	младежта	νέος	младеж	ADJ;GEN;FEM;PL	N;DEF;FEM;SG
νέων	младост	νέος	младост	ADJ;GEN;FEM;PL	N;INDF;FEM;SG
νέων	младеж	νέος	младеж	ADJ;GEN;FEM;PL	N;INDF;MASC;SG
νέων	младостта	νέος	младост	ADJ;GEN;FEM;PL	N;DEF;FEM;SG
νέων	младежи	νέος	младеж	ADJ;GEN;FEM;PL	N;INDF;MASC;PL
αναφορά	референтни	αναφορά	референтен	N;NOM;FEM;SG	ADJ;INDF;PL
δράση	действия	δράση	действие	N;NOM;FEM;SG	N;INDF;NEUT;PL
λιγκ	лигата	λιγκ	лига		N;DEF;FEM;SG
λιγκ	лига	λιγκ	лига		N;INDF;FEM;SG
γιώργος	джордж	γιώργος	джордж	N;NOM;MASC;SG	PROPN;INDF;MASC;SG
κανείς	никой	κανένας	никой	PRO;NOM;MASC;SG;3	PRO;NOM;MASC;SG
σύντομο	кратко	σύντομο	кратко	N;NOM;NEUT;SG	ADV
σύντομο	къса	σύντομο	къс	N;NOM;NEUT;SG	ADJ;INDF;FEM;SG
σύντομο	кратка	σύντομο	кратък	N;NOM;NEUT;SG	ADJ;INDF;FEM;SG
σύντομο	късо	σύντομο	къс	N;NOM;NEUT;SG	ADV
σύντομο	кратък	σύντομο	кратък	N;NOM;NEUT;SG	ADJ;INDF;MASC;SG
σύντομο	кратко	σύντομο	кратко	N;NOM;NEUT;SG	ADV
σύντομο	кратка	σύντομο	кратък	N;NOM;NEUT;SG	ADJ;INDF;FEM;SG
κράτος	държавно	κράτος	държавен	N;NOM;NEUT;SG	ADV
κωνσταντίνος	константинос	κωνσταντίνος	константинос	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
κωνσταντίνος	константин	κωνσταντίνος	константин	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
στρατό	армейски	στρατός	армейски	N;ACC;MASC;SG	ADJ;INDF;MASC;SG
αγία	сейнт	αγία	сейнт	PROPN;NOM;FEM;SG	N;INDF;MASC;SG
αγία	свети	αγία	свет	PROPN;NOM;FEM;SG	N;INDF;MASC;SG
αγία	светица	αγία	светица	PROPN;NOM;FEM;SG	N;INDF;FEM;SG
αγία	светец	αγία	светец	PROPN;NOM;FEM;SG	N;INDF;MASC;SG
ιστορικό	фон	ιστορικός	фон	ADJ;NOM;NEUT;SG	N;INDF;MASC;SG
ιστορικό	контекст	ιστορικός	контекст	ADJ;NOM;NEUT;SG	N;INDF;MASC;SG
ιστορικό	историята	ιστορικός	история	ADJ;NOM;NEUT;SG	N;DEF;FEM;SG
ιστορικό	история	ιστορικός	история	ADJ;NOM;NEUT;SG	N;INDF;FEM;SG
σπίτι	домашен	σπίτι	домашен	N;NOM;NEUT;SG	ADJ;INDF;MASC;SG
σπίτι	вкъщи	σπίτι	вкъщи	N;NOM;NEUT;SG	ADV
τζον	джон	τζο	джон		PROPN;INDF;MASC;SG
τζον	йоан	τζο	йоан		PROPN;INDF;MASC;SG
τμήματα	разделение	τμήμα	разделение	N;NOM;NEUT;PL	N;INDF;NEUT;SG
τμήματα	раздели	τμήμα	разделя-(се)	N;NOM;NEUT;PL	V;PFV;IMP;SG;2;FIN
λειτουργία	функции	λειτουργία	функция	N;ACC;FEM;SG	N;INDF;FEM;PL
γη	земно	γη	земно	N;NOM;FEM;SG	ADV
γη	земен	γη	земен	N;NOM;FEM;SG	ADJ;INDF;MASC;SG
γη	земи	γη	земя	N;NOM;FEM;SG	N;INDF;FEM;PL
εμφανίζεται	показани	εμφανίζω	покажа-(се)	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;PFV;INDF;PL;V.PTCP;PASS
εμφανίζεται	показано	εμφανίζω	покажа-(се)	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
αυτοί	те	αυτός	аз	PRO;NOM;MASC;PL;3	PRO;NOM;PL;3
χρήστης	потребителски	χρήστης	потребителски	N;NOM;MASC;SG	ADJ;INDF;MASC;SG
χρησιμοποιούνται	използвано	χρησιμοποιώ	използвам	V;IPFV;IND;PL;3;PRS;FIN;PASS	V;IPFV;INDF;NEUT;SG;V.PTCP;PASS
χρησιμοποιούνται	използван	χρησιμοποιώ	използвам	V;IPFV;IND;PL;3;PRS;FIN;PASS	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
χρησιμοποιούνται	използвана	χρησιμοποιώ	използвам	V;IPFV;IND;PL;3;PRS;FIN;PASS	V;IPFV;INDF;FEM;SG;V.PTCP;PASS
χρήστη	потребителски	χρήστης	потребителски	N;ACC;NEUT;SG	ADJ;INDF;MASC;SG
εξουσία	правомощия	εξουσία	правомощие	N;NOM;FEM;SG	N;INDF;NEUT;PL
καλοκαίρι	лятно	καλοκαίρι	летен	N;NOM;NEUT;SG	ADV
καλοκαίρι	самър	καλοκαίρι	самър	N;NOM;NEUT;SG	PROPN;INDF;MASC;SG
παράδοση	традиции	παράδοση	традиция	N;ACC;FEM;SG	N;INDF;FEM;PL
άνδρες	men	άντρας	men	N;NOM;MASC;PL	N;INDF;MASC;SG
όσκαρ	оскарите	όσκαρ	оскар		N;DEF;MASC;PL
όσκαρ	оскар	όσκαρ	оскар		N;INDF;MASC;SG
όσκαρ	оскар	όσκαρ	оскар		N;INDF;MASC;SG
γυναίκα	женско	γυναίκα	женски	N;NOM;FEM;SG	ADV
γυναίκα	женски	γυναίκα	женски	N;NOM;FEM;SG	ADJ;INDF;MASC;SG
γυναίκα	женска	γυναίκα	женски	N;NOM;FEM;SG	ADJ;INDF;FEM;SG
κεντρική	централно	κεντρικός	централен	ADJ;NOM;FEM;SG	ADV
κεντρική	централа	κεντρικός	централа	ADJ;NOM;FEM;SG	N;INDF;FEM;SG
κεντρική	централни	κεντρικός	централен	ADJ;NOM;FEM;SG	ADJ;INDF;PL
ακολούθησε	следвайте	ακολουθώ	следвам	V;PFV;IND;SG;3;PST;FIN;ACT	V;IPFV;IMP;PL;2;FIN
ακολούθησε	последва	ακολουθώ	последвам	V;PFV;IND;SG;3;PST;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
χρώμα	цветове	χρώμα	цвят	N;NOM;NEUT;SG	N;INDF;MASC;PL
χρώμα	цветен	χρώμα	цветен	N;NOM;NEUT;SG	ADJ;INDF;MASC;SG
χρώμα	цветно	χρώμα	цветен	N;NOM;NEUT;SG	ADV
χρώμα	цветна	χρώμα	цветна	N;NOM;NEUT;SG	ADJ;INDF;FEM;SG
χρώμα	цветове	χρώμα	цвят	N;NOM;NEUT;SG	N;INDF;MASC;PL
χρώμα	цветен	χρώμα	цветен	N;NOM;NEUT;SG	ADJ;INDF;MASC;SG
χρώμα	цветно	χρώμα	цветен	N;NOM;NEUT;SG	ADV
διεθνής	международно	διεθνής	международно	ADJ;NOM;FEM;SG	ADV
διεθνής	интернешънъл	διεθνής	интернешънъл	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
διεθνής	международни	διεθνής	международен	ADJ;NOM;FEM;SG	ADJ;INDF;PL
αμερική	америка	αμερικός	америка	PROPN;ACC;FEM;SG	PROPN;INDF;FEM;SG
σπούδασε	учил	σπούδασσω	уча-(се)	V;PFV;IND;SG;3;PST;FIN;ACT	V;IPFV;INDF;MASC;SG;PST;V.PTCP;ACT
σπούδασε	проучен	σπούδασσω	проучен	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
σπούδασε	учила	σπούδασσω	уча-(се)	V;PFV;IND;SG;3;PST;FIN;ACT	V;IPFV;INDF;FEM;SG;PST;V.PTCP;ACT
κύρια	основни	κύριος	основен	ADV	ADJ;INDF;PL
κύρια	основна	κύριος	основен	ADV	ADJ;INDF;FEM;SG
κύρια	главна	κύριος	главен	ADV	ADJ;INDF;FEM;SG
κύρια	главен	κύριος	главен	ADV	ADJ;INDF;MASC;SG
κύρια	главни	κύριος	главен	ADV	ADJ;INDF;PL
δημιουργήθηκε	създадени	δημιουργώ	създам	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;INDF;PL;V.PTCP;PASS
δημιουργήθηκε	създаде	δημιουργώ	създам	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;IND;SG;3;PST;FIN;ACT
μικρά	малка	μικρός	малък	ADV	ADJ;INDF;FEM;SG
μικρά	малки	μικρός	малък	ADV	ADJ;INDF;PL
μικρά	малък	μικρός	малък	ADV	ADJ;INDF;MASC;SG
μικρά	дребен	μικρός	дребен	ADV	ADJ;INDF;MASC;SG
εμφάνιση	покажи	εμφάνιση	покажа-(се)	N;ACC;FEM;SG	V;PFV;IMP;SG;2;FIN
τίτλος	заглавие	τίτλος	заглавие	NUM;NOM;MASC;SG	N;INDF;NEUT;SG
τίτλος	дял	τίτλος	дял	NUM;NOM;MASC;SG	N;INDF;MASC;SG
τίτλος	титла	τίτλος	титла	NUM;NOM;MASC;SG	N;INDF;FEM;SG
μελέτη	учи	μελέτη	уча-(се)	N;NOM;FEM;SG	V;IPFV;IMP;SG;2;FIN
υλικό	материали	υλικό	материал	N;NOM;NEUT;SG	N;INDF;MASC;PL
υλικό	материално	υλικό	материален	N;NOM;NEUT;SG	ADV
κάστρο	замъка	κάστρο	замъкам	PROPN;NOM;NEUT;SG	N;DEF;MASC;SG
κάστρο	замъкът	κάστρο	замък	PROPN;NOM;NEUT;SG	N;DEF;MASC;SG
κάστρο	замък	κάστρο	замък	PROPN;NOM;NEUT;SG	N;INDF;MASC;SG
κάστρο	касъл	κάστρο	касъл	PROPN;NOM;NEUT;SG	N;INDF;MASC;SG
κάστρο	кастро	κάστρο	кастро	PROPN;NOM;NEUT;SG	PROPN;INDF;MASC;SG
δυτικά	запад	δυτικά	запад	ADV	N;INDF;MASC;SG
δυτικά	западна	δυτικά	западна	ADV	ADJ;INDF;FEM;SG
δυτικά	западен	δυτικά	западя-(се)	ADV	V;PFV;INDF;MASC;SG;V.PTCP;PASS
δυτικά	уест	δυτικά	уест	ADV	PROPN;INDF;MASC;SG
δυτικά	западна	δυτικά	западна	ADV	ADJ;INDF;FEM;SG
δυτικά	западни	δυτικά	западен	ADV	ADJ;INDF;PL
δυτικά	западен	δυτικά	западя-(се)	ADV	V;PFV;INDF;MASC;SG;V.PTCP;PASS
δυτικά	западните	δυτικά	западен	ADV	ADJ;DEF;PL
δυτικά	уестърн	δυτικά	уестърн	ADV	N;INDF;MASC;SG
δυτικά	western	δυτικά	western	ADV	N;INDF;MASC;SG
καλά	добър	καλά	добър	ADV	ADJ;INDF;MASC;SG
ανατολικά	изток	ανατολικά	изток	ADV	N;INDF;MASC;SG
