категория	kategori	категория	kategori	N;INDF;FEM;SG	
живот	life	живот	life	N;INDF;MASC;SG	
живот	hayat	живот	hayat	N;INDF;MASC;SG	
живот	ömür	живот	ömür	N;INDF;MASC;SG	
тук	burada	там	bura	ADV	N;ESS;SG;3
тук	burda	там	bura	ADV	N;ESS;SG;3
император	imparator	император	imparator	N;INDF;MASC;SG	
църквата	church	църква	church	N;DEF;FEM;SG	PROPN;NOM;SG;3
църквата	kilise	църква	kili	N;DEF;FEM;SG	
ден	gündüz	ден	gündüz	N;INDF;MASC;SG	
ден	gun	ден	gun	N;INDF;MASC;SG	
жени	kadınları	жена	kadın	N;INDF;FEM;PL	ADJ;ACC;PL;3
жени	kadın	жена	kadın	N;INDF;FEM;PL	
жени	kadinlar	жена	kadin	N;INDF;FEM;PL	ADJ;NOM;PL;3
жени	kadınlar	жена	kadın	N;INDF;FEM;PL	ADJ;NOM;PL;3
руски	rus	руски	rus	ADJ;INDF;MASC;SG	
руски	rusça	руски	rusça	ADJ;INDF;MASC;SG	PROPN;NOM;SG;3
известен	bilinir	известен	bil	ADJ;INDF;MASC;SG	V;IPFV;IND;SG;3;POS;PASS
известен	bilinen	известен	bil	ADJ;INDF;MASC;SG	V;PFV;IND;POS;PRS;V.PTCP;PASS
известен	meşhur	известен	meşhur	ADJ;INDF;MASC;SG	
добре	güzel	добре	güzel	ADV	ADJ
добре	iyi	добре	iyi	ADV	
мария	maria	мария	maria	N;INDF;FEM;SG	PROPN;NOM;SG;3
дори	bile	дори	bile	PART	ADV
дори	hatta	дори	hatta	PART	CONJ
води	suları	водя	su	V;IPFV;IMP;SG;2;FIN	N;ACC;PL;3
води	waters	водя	waters	V;IPFV;IMP;SG;2;FIN	
води	sular	водя	su	V;IPFV;IMP;SG;2;FIN	
води	kurşun	водя	kurşun	V;IPFV;IMP;SG;2;FIN	
тогава	öyleyse	тогава	öyleyse	ADV	
тогава	ozaman	тогава	oza	ADV	
голям	büyük	голям	büyük	ADJ;INDF;MASC;SG	
голям	big	голям	big	ADJ;INDF;MASC;SG	
голям	buyuk	голям	buyuk	ADJ;INDF;MASC;SG	
голям	büyük	голям	büyük	ADJ;INDF;MASC;SG	
голям	kocaman	голям	kocaman	ADJ;INDF;MASC;SG	
род	cins	род	cins	N;INDF;MASC;SG	
род	rod	род	rod	N;INDF;MASC;SG	
род	çubuk	род	çubuk	N;INDF;MASC;SG	
филм	film	филм	film	N;INDF;MASC;SG	
филм	film	филм	film	N;INDF;MASC;SG	
шаблон	şablon	шаблон	şablon	N;INDF;MASC;SG	
почти	nerdeyse	почти	nerdeyse	ADV	
почти	neredeyse	почти	neredeyse	ADV	
печели	galibiyet	печеля	galibiyet	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;SG;3
печели	kazandı	печеля	kazan	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PFV;IND;SG;3;POS;PST
печели	kazanıyor	печеля	kazan	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
печели	kazanır	печеля	kazan	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS
страни	yanları	страна	yan	N;INDF;FEM;PL	ADJ;NOM;PL;3
страни	taraf	страна	taraf	N;INDF;FEM;PL	
площ	bölge	площ	bölge	N;INDF;FEM;SG	
площ	alan	площ	al	N;INDF;FEM;SG	V;PFV;IND;POS;PRS;V.PTCP
острови	isles	островя-(се)	isle	N;INDF;FEM;PL	N;NOM;SG;3
код	kodu	код	kodu	N;INDF;MASC;SG	
код	kod	код	kod	N;INDF;MASC;SG	
френски	fransızlar	френски	fransız	ADJ;INDF;MASC;SG	N;NOM;PL;3
френски	fransız	френски	fransız	ADJ;INDF;MASC;SG	
френски	fransızca	френски	fransızca	ADJ;INDF;MASC;SG	
генерал	genel	генерал	genel	N;INDF;MASC;SG	ADJ
генерал	general	генерал	general	N;INDF;MASC;SG	
защото	cünkü	защото	cünkü	ADV	
защото	çünkü	защото	çünkü	ADV	CONJ
държава	ülke	държава	ülke	N;INDF;FEM;SG	
държава	vatan	държава	vat	N;INDF;FEM;SG	
държава	state	държава	state	N;INDF;FEM;SG	
държава	eyalet	държава	eyalet	N;INDF;FEM;SG	
дата	tarihi	дата	tarih	N;INDF;FEM;SG	
дата	flört	дата	flört	N;INDF;FEM;SG	
дата	buluşma	дата	buluş	N;INDF;FEM;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
двете	ikisi	два	iki	NUM;DEF;FEM;PL	
двете	darısı	два	darı	NUM;DEF;FEM;PL	ADJ;NOM;SG;3
двете	ikiside	два	iki	NUM;DEF;FEM;PL	NUM;ESS;SG;3
обикновено	genellikle	обикновено	genellikle	ADV	
обикновено	genelde	обикновено	genelde	ADV	
обикновено	tipik	обикновено	tipik	ADV	
обикновено	genellikle	обикновено	genellikle	ADV	
обикновено	normalde	обикновено	normalde	ADV	
големи	büyük	голям	büyük	ADJ;INDF;PL	
големи	big	голям	big	ADJ;INDF;PL	
големи	buyuk	голям	buyuk	ADJ;INDF;PL	
големи	büyük	голям	büyük	ADJ;INDF;PL	
големи	kocaman	голям	kocaman	ADJ;INDF;PL	
деца	çocuk	дете	çocuk	N;INDF;NEUT;PL	N;NOM;SG;3
петър	peter	петър	peter	PROPN;INDF;MASC;SG	
петър	petar	петър	petar	PROPN;INDF;MASC;SG	PROPN;NOM;SG;3
остава	kalıntıları	оставам	kalıntı	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;PL;3
остава	kalıntılar	оставам	kalıntı	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;PL;3
остава	kalır	оставам	kal	V;IPFV;IND;SG;3;PRS;FIN;ACT	
остава	kalacak	оставам	kal	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PFV;IND;SG;3;POS;FUT
сили	güçleri	сила	güç	N;INDF;FEM;PL	ADJ;ACC;PL;3
сили	güçler	сила	güç	N;INDF;FEM;PL	ADJ;NOM;PL;3
сили	powers	сила	powers	N;INDF;FEM;PL	
сили	güçler	сила	güç	N;INDF;FEM;PL	ADJ;NOM;PL;3
албум	albüm	албум	albüm	N;INDF;MASC;SG	
гръцки	yunanlı	гръцки	yunanlı	ADJ;INDF;MASC;SG	
гръцки	yunan	гръцки	yunan	ADJ;INDF;MASC;SG	
гръцки	yunanca	гръцки	yunanca	ADJ;INDF;MASC;SG	V;PFV;IND;POS;PRS;PASS
дни	günlerce	ден	günlerce	N;INDF;MASC;PL	ADV
съюз	sendika	съюз	sendika	N;INDF;MASC;SG	
съюз	birlik	съюз	birlik	N;INDF;MASC;SG	
партия	parti	партия	parti	N;INDF;FEM;SG	
партия	party	партия	party	N;INDF;FEM;SG	
политик	politikacı	политик	politikacı	N;INDF;MASC;SG	
пише	yazıyor	пиша	yaz	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
брат	kardeş	брат	kardeş	N;INDF;MASC;SG	
брат	birader	брат	birader	N;INDF;MASC;SG	
брат	kardes	брат	kardes	N;INDF;MASC;SG	
брат	abi	брат	abi	N;INDF;MASC;SG	
работа	eyüp	работа	eyüp	N;INDF;FEM;SG	PROPN;NOM;SG;3
работа	çalış	работа	çalış	N;INDF;FEM;SG	
работа	çalışma	работа	çalış	N;INDF;FEM;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
работа	çalışmak	работа	çalış	N;INDF;FEM;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
голове	gol	гол	gol	N;INDF;MASC;PL	N;NOM;SG;3
остров	ada	остров	ada	N;INDF;MASC;SG	
остров	ada	остров	ada	N;INDF;MASC;SG	
председател	başkan	председател	başkan	N;INDF;MASC;SG	
председател	baskan	председател	baskan	N;INDF;MASC;SG	
председател	başkan	председател	başkan	N;INDF;MASC;SG	
председател	baskan	председател	baskan	N;INDF;MASC;SG	
среща	tarihi	среща	tarih	N;INDF;FEM;SG	
среща	flört	среща	flört	N;INDF;FEM;SG	
среща	buluşma	среща	buluş	N;INDF;FEM;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
среща	tanış	среща	tanış	N;INDF;FEM;SG	
среща	tanışmak	среща	tanış	N;INDF;FEM;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
среща	buluş	среща	buluş	N;INDF;FEM;SG	
среща	buluşmak	среща	buluş	N;INDF;FEM;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
среща	buluşma	среща	buluş	N;INDF;FEM;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
среща	buluşma	среща	buluş	N;INDF;FEM;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
информация	bilgileri	информация	bilgi	N;INDF;FEM;SG	N;ACC;PL;3
информация	bilgiler	информация	bilgi	N;INDF;FEM;SG	N;NOM;PL;3
информация	bilgilendirme	информация	bilgilen	N;INDF;FEM;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
информация	bilgiler	информация	bilgi	N;INDF;FEM;SG	N;NOM;PL;3
включва	içerir	включвам-(се)	içeri	V;IPFV;IND;SG;3;PRS;FIN;ACT	
включва	dahil	включвам-(се)	dahil	V;IPFV;IND;SG;3;PRS;FIN;ACT	
пъти	katla	път	kat	N;MASC	
пъти	kat	път	kat	N;MASC	
пъти	kez	път	kez	N;MASC	N;NOM;SG;3
пъти	times	път	times	N;MASC	
пъти	zamanlar	път	zaman	N;MASC	N;NOM;PL;3
писател	yazar	писател	yazar	N;INDF;MASC;SG	
херцог	dük	херцог	dük	N;INDF;MASC;SG	
херцог	duke	херцог	duke	N;INDF;MASC;SG	
министър	bakan	министър	bak	N;INDF;MASC;SG	
цел	hedefi	цел	hedef	N;INDF;FEM;SG	
цел	amaç	цел	amaç	N;INDF;FEM;SG	
цел	hedef	цел	hedef	N;INDF;FEM;SG	
цел	nişan	цел	nişan	N;INDF;FEM;SG	
цел	hedef	цел	hedef	N;INDF;FEM;SG	
цел	amaç	цел	amaç	N;INDF;FEM;SG	
цел	amaç	цел	amaç	N;INDF;FEM;SG	
цел	objektif	цел	objektif	N;INDF;FEM;SG	
цел	hedef	цел	hedef	N;INDF;FEM;SG	
участие	katılmak	участие	kat	N;INDF;NEUT;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS
участие	katılım	участие	katılım	N;INDF;NEUT;SG	
войната	war	война	war	N;DEF;FEM;SG	
войната	savas	война	savas	N;DEF;FEM;SG	
османската	osmanlı	османски	osmanlı	ADJ;DEF;FEM;SG	
никола	nicolas	никол	nicolas	PROPN;INDF;MASC;SG	
никола	nikola	никол	nikol	PROPN;INDF;MASC;SG	
никола	nicola	никол	nicola	PROPN;INDF;MASC;SG	
никола	nikola	никол	nikol	PROPN;INDF;MASC;SG	
море	deniz	море	deniz	N;INDF;NEUT;SG	
пловдив	plovdiv	пловдив	plovdiv	PROPN;INDF;MASC;SG	PROPN;NOM;SG;3
отбора	team	отбор	team	N;DEF;MASC;SG	
отбора	ekip	отбор	ekip	N;DEF;MASC;SG	
отбора	takım	отбор	takım	N;DEF;MASC;SG	
списък	liste	списък	lis	N;INDF;MASC;SG	
дава	verir	давам-(се)	ver	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS
дава	veriyor	давам-(се)	ver	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
историята	tarihi	история	tarih	N;DEF;FEM;SG	
историята	geçmiş	история	geç	N;DEF;FEM;SG	
брой	sayar	брой	sayar	N;INDF;MASC;SG	
брой	say	брой	say	N;INDF;MASC;SG	
брой	kont	брой	kont	N;INDF;MASC;SG	
брой	rakam	брой	rakam	N;INDF;MASC;SG	
брой	numara	брой	numar	N;INDF;MASC;SG	
брой	sayı	брой	say	N;INDF;MASC;SG	
култура	kültürü	култура	kültür	N;INDF;FEM;SG	
култура	kültür	култура	kültür	N;INDF;FEM;SG	
всяка	herbiri	всеки	herbiri	DET;FEM;SG	PRO;NOM;SG;3
същата	aynen	същ	aynen	ADJ;DEF;FEM;SG	
същата	ayni	същ	ayni	ADJ;DEF;FEM;SG	
същата	aynısı	същ	aynı	ADJ;DEF;FEM;SG	N;NOM;SG;3
известни	bilinir	известен	bil	ADJ;INDF;PL	V;IPFV;IND;SG;3;POS;PASS
известни	bilinen	известен	bil	ADJ;INDF;PL	V;PFV;IND;POS;PRS;V.PTCP;PASS
известни	meşhur	известен	meşhur	ADJ;INDF;PL	
степен	derece	степен	derece	N;INDF;FEM;SG	
статия	yazı	статия	yazı	N;INDF;FEM;SG	
територията	bölge	територия	bölge	N;DEF;FEM;SG	
регион	bölge	регион	bölge	N;INDF;MASC;SG	
повечето	çoğu	повече	çok	ADV;DEF;PL	
повечето	çogu	повече	çogu	ADV;DEF;PL	
редактор	editör	редактор	editör	N;INDF;MASC;SG	
редактор	düzenleyici	редактор	düzenleyici	N;INDF;MASC;SG	
редактор	editor	редактор	et	N;INDF;MASC;SG	
разположен	bulunan	разположа-(се)	bulun	V;PFV;INDF;MASC;SG;V.PTCP;PASS	
друг	diğeri	друг	diğer	ADJ;INDF;MASC;SG	N;NOM;SG;3
друг	öteki	друг	öteki	ADJ;INDF;MASC;SG	
друг	diger	друг	diger	ADJ;INDF;MASC;SG	
джон	john	джон	john	PROPN;INDF;MASC;SG	
джон	yahya	джон	yahya	PROPN;INDF;MASC;SG	
малки	ufak	малък	ufak	ADJ;INDF;PL	
малки	kucuk	малък	kucuk	ADJ;INDF;PL	
малки	minik	малък	minik	ADJ;INDF;PL	
малки	az	малък	az	ADJ;INDF;PL	ADV
футболист	futbolcu	футболист	futbolcu	N;INDF;MASC;SG	
вероятно	muhtemelen	вероятно	muhtemel	ADV	
организация	kuruluş	организация	kuruluş	N;INDF;FEM;SG	
организация	örgüt	организация	örgüt	N;INDF;FEM;SG	
организация	örgütü	организация	örgüt	N;INDF;FEM;SG	
организация	kuruluş	организация	kuruluş	N;INDF;FEM;SG	
организация	örgüt	организация	örgüt	N;INDF;FEM;SG	
договор	sözleşme	договор	sözleşme	N;INDF;MASC;SG	
договор	kontrat	договор	kontrat	N;INDF;MASC;SG	
договор	anlaşma	договор	anlaşma	N;INDF;MASC;SG	
договор	antlaşma	договор	antlaşma	N;INDF;MASC;SG	
север	kuzey	север	kuzey	N;INDF;MASC;SG	
север	north	север	north	N;INDF;MASC;SG	PROPN;NOM;SG;3
васил	vasil	вася-(се)	vasil	PROPN;INDF;MASC;SG	
изток	doğuya	изток	doğu	N;INDF;MASC;SG	ADJ;DAT;SG;3
изток	doğu	изток	doğu	N;INDF;MASC;SG	
изток	doğulu	изток	doğul	N;INDF;MASC;SG	
изток	doğu	изток	doğu	N;INDF;MASC;SG	
четири	four	четири	four	NUM;INDF;PL	
испания	ispanya	испания	ispanya	PROPN;INDF;FEM;SG	PROPN;NOM;SG;3
особено	özellikle	особено	özellikle	ADV	
особено	bilhassa	особено	bilhassa	ADV	
особено	özellikle	особено	özellikle	ADV	
особено	özelliklede	особено	özellikle	ADV	N;ESS;SG;3
особено	bilhassa	особено	bilhassa	ADV	
разположено	bulunan	разположа-(се)	bulun	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	
човек	şahıs	човек	şahıs	N;INDF;MASC;SG	
човек	kisi	човек	kisi	N;INDF;MASC;SG	
човек	insani	човек	insani	N;INDF;MASC;SG	
човек	man	човек	man	N;INDF;MASC;SG	
човек	erkek	човек	erkek	N;INDF;MASC;SG	
общо	toplam	общо	toplam	ADV	
треньор	eğitmeni	треньор	eğit	N;INDF;MASC;SG	V;PFV;ACC;IND;POS;PRS;V.MSDR
треньор	eğitmen	треньор	eğitmen	N;INDF;MASC;SG	
треньор	koç	треньор	koç	N;INDF;MASC;SG	
рим	rome	рим	rom	PROPN;INDF;MASC;SG	PROPN;NOM;SG;3
рим	roma	рим	roma	PROPN;INDF;MASC;SG	PROPN;NOM;SG;3
статии	makale	статия	makale	N;INDF;FEM;PL	N;NOM;SG;3
управление	yönetim	управление	yönetim	N;INDF;NEUT;SG	
управление	yönetim	управление	yönetim	N;INDF;NEUT;SG	
управление	kontroller	управление	kontrol	N;INDF;NEUT;SG	N;NOM;PL;3
управление	kontrolleri	управление	kontrol	N;INDF;NEUT;SG	N;ACC;PL;3
дейност	faaliyet	дейност	faaliyet	N;INDF;FEM;SG	
дейност	aktivite	дейност	aktivit	N;INDF;FEM;SG	
дейност	hareketler	дейност	hareket	N;INDF;FEM;SG	N;NOM;PL;3
дейност	aktiviteler	дейност	aktivite	N;INDF;FEM;SG	N;NOM;PL;3
цар	kral	цар	kral	N;INDF;MASC;SG	
цар	king	цар	king	N;INDF;MASC;SG	
цар	çar	цар	çar	N;INDF;MASC;SG	
хората	halk	хора	halk	N;DEF	
хората	kişiler	хора	kişi	N;DEF	N;NOM;PL;3
хората	insanlar	хора	insan	N;DEF	N;NOM;PL;3
хората	millet	хора	millet	N;DEF	
видове	tür	вид	tür	N;INDF;MASC;PL	
видове	türleri	вид	tür	N;INDF;MASC;PL	ADJ;NOM;PL;3
власт	power	власт	power	N;INDF;FEM;SG	
власт	güç	власт	güç	N;INDF;FEM;SG	
живота	life	живот	life	N;DEF;MASC;SG	
живота	hayat	живот	hayat	N;DEF;MASC;SG	
живота	ömür	живот	ömür	N;DEF;MASC;SG	
стефан	stefan	стефан	stefan	PROPN;INDF;MASC;SG	
стефан	stephan	стефан	stephan	PROPN;INDF;MASC;SG	PROPN;NOM;SG;3
тип	tipi	тип	tip	N;INDF;MASC;SG	
тип	tip	тип	tip	N;INDF;MASC;SG	
тип	türü	тип	tür	N;INDF;MASC;SG	
тип	tür	тип	tür	N;INDF;MASC;SG	
тип	type	тип	type	N;INDF;MASC;SG	
военни	askeriye	военен	askeri	ADJ;INDF;PL	N;DAT;SG;3
военни	ordu	военен	ordu	ADJ;INDF;PL	
военни	asker	военен	asker	ADJ;INDF;PL	
военни	askerlik	военен	askerlik	ADJ;INDF;PL	N;NOM;SG;3
военни	askeri	военен	askeri	ADJ;INDF;PL	
изчезване	kaybolmak	изчезване	kaybol	N;INDF;NEUT;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
изчезване	kaybolan	изчезване	kaybol	N;INDF;NEUT;SG	
изчезване	kaybolma	изчезване	kaybol	N;INDF;NEUT;SG	
изчезване	kaybol	изчезване	kaybol	N;INDF;NEUT;SG	V;PFV;IMP;SG;2;POS;PRS
изчезване	kaybolması	изчезване	kaybol	N;INDF;NEUT;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
изчезване	kaybolma	изчезване	kaybol	N;INDF;NEUT;SG	
вида	vida	вид	vida	N;DEF;MASC;SG	
шампион	şampiyon	шампион	şampiyon	N;INDF;MASC;SG	
шампион	şampiyon	шампион	şampiyon	N;INDF;MASC;SG	
съвет	öğüt	съвет	öğüt	N;INDF;MASC;SG	
съвет	tavsiye	съвет	tavsiye	N;INDF;MASC;SG	
съвет	tavsiyeler	съвет	tavsiye	N;INDF;MASC;SG	N;NOM;PL;3
съвет	ipucu	съвет	ipuç	N;INDF;MASC;SG	
съвет	ihbar	съвет	ihbar	N;INDF;MASC;SG	
съвет	konsey	съвет	konsey	N;INDF;MASC;SG	
съвет	konseyi	съвет	konse	N;INDF;MASC;SG	
свързани	ilişkili	свържа	ilişkili	V;PFV;INDF;PL;V.PTCP;PASS	
свързани	bağlantılı	свържа	bağlantılı	V;PFV;INDF;PL;V.PTCP;PASS	
свързани	akraba	свържа	akraba	V;PFV;INDF;PL;V.PTCP;PASS	
свързани	ilgili	свържа	ilgili	V;PFV;INDF;PL;V.PTCP;PASS	ADJ
свързани	ilişkili	свържа	ilişkili	V;PFV;INDF;PL;V.PTCP;PASS	
свързани	alakalı	свържа	alakalı	V;PFV;INDF;PL;V.PTCP;PASS	
свързани	bağlantılı	свържа	bağlantılı	V;PFV;INDF;PL;V.PTCP;PASS	
свързани	bağlı	свържа	bağlı	V;PFV;INDF;PL;V.PTCP;PASS	
свързани	bağlandı	свържа	bağla	V;PFV;INDF;PL;V.PTCP;PASS	V;PFV;IND;SG;3;POS;PST;PASS
свързани	bağlanmış	свържа	bağla	V;PFV;INDF;PL;V.PTCP;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
свързани	bağlantılı	свържа	bağlantılı	V;PFV;INDF;PL;V.PTCP;PASS	
свързани	bağlı	свържа	bağlı	V;PFV;INDF;PL;V.PTCP;PASS	
свързани	bağlandı	свържа	bağla	V;PFV;INDF;PL;V.PTCP;PASS	V;PFV;IND;SG;3;POS;PST;PASS
свързани	bağlanmış	свържа	bağla	V;PFV;INDF;PL;V.PTCP;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
исторически	tarihsel	исторически	tarihsel	ADJ;INDF;MASC;SG	
исторически	tarihi	исторически	tarih	ADJ;INDF;MASC;SG	
исторически	tarihsel	исторически	tarihsel	ADJ;INDF;MASC;SG	
римски	romalı	римски	romalı	ADJ;INDF;MASC;SG	
римски	roman	римски	roman	ADJ;INDF;MASC;SG	
христо	hristo	христо	hristo	PROPN;INDF;MASC;SG	
кръг	çember	кръг	çember	N;INDF;MASC;SG	
кръг	yuvarlak	кръг	yuvarlak	N;INDF;MASC;SG	
майка	ana	майка	ana	N;INDF;FEM;SG	
карта	kartı	карта	kart	N;INDF;FEM;SG	
карта	kart	карта	kart	N;INDF;FEM;SG	
англия	ingiltere	англия	ingiltere	PROPN;INDF;FEM;SG	PROPN;NOM;SG;3
неговата	onunki	мой	onunki	DET;DEF;FEM;SG;3	
неговата	onun	мой	o	DET;DEF;FEM;SG;3	PRO;GEN;SG;3
песни	şarkı	песен	şarkı	N;INDF;FEM;PL	
втори	ikincisi	втори	ikinci	ADJ;INDF;MASC;SG	NUM;NOM;SG;3
множество	çoklu	множество	çoklu	N;INDF;NEUT;SG	
политика	ilke	политика	ilke	N;INDF;FEM;SG	
политика	politika	политика	politika	N;INDF;FEM;SG	
политика	poliçe	политика	poliçe	N;INDF;FEM;SG	
политика	politika	политика	politika	N;INDF;FEM;SG	
политика	siyaset	политика	siyaset	N;INDF;FEM;SG	
преминава	geçiyor	преминавам	geç	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
стара	eski	стар	eski	ADJ;INDF;FEM;SG	
стара	old	стар	ol	ADJ;INDF;FEM;SG	
стара	ihtiyar	стар	ihtiyar	ADJ;INDF;FEM;SG	
форма	şekil	форма	şekil	N;INDF;FEM;SG	
форма	biçim	форма	biçim	N;INDF;FEM;SG	
