और	وال	और	وَال		N;NOM;DEF;SG
जानकारी	المعلومات	जानकारी	مَعلُومَة	N;NOM;FEM;SG;3	N;NOM;DEF;PL
जानकारी	معلومات	जानकारी	مَعلُومَة	N;NOM;FEM;SG;3	N;NOM;INDF;PL
जानकारी	المعلومات	जानकारी	مَعلُومَة	N;NOM;FEM;SG;3	N;NOM;DEF;PL
जानकारी	معلومات	जानकारी	مَعلُومَة	N;NOM;FEM;SG;3	N;NOM;INDF;PL
शहर	المدينه	शहर	المدينه	N;NOM;MASC;SG;3	
शहर	سيتي	शहर	سِيتِي	N;NOM;MASC;SG;3	
शहर	المدن	शहर	مَدِينَة	N;NOM;MASC;SG;3	N;NOM;DEF;PL
शहर	مدن	शहर	مَدِينَة	N;NOM;MASC;SG;3	N;NOM;INDF;PL
बार	حانات	बार	حَانَة	N;NOM;FEM;SG;3	N;NOM;INDF;PL
बार	الحانات	बार	حَانَة	N;NOM;FEM;SG;3	N;NOM;DEF;PL
बार	قضبان	बार	قَضِيب	N;NOM;FEM;SG;3	N;NOM;INDF;PL
बार	القضبان	बार	قَضَب	N;NOM;FEM;SG;3	N;NOM;DEF;PL
बार	بار	बार	بَار	N;NOM;FEM;SG;3	
बार	تايمز	बार	تَايمز	N;NOM;FEM;SG;3	
बार	اوقات	बार	وَقت	N;NOM;FEM;SG;3	N;NOM;INDF;PL
बार	المرات	बार	مَرَّة	N;NOM;FEM;SG;3	N;NOM;DEF;PL
बार	التايمز	बार	تَايمز	N;NOM;FEM;SG;3	
बार	مرات	बार	مَرَّة	N;NOM;FEM;SG;3	N;NOM;INDF;PL
बार	الاوقات	बार	وَقت	N;NOM;FEM;SG;3	N;NOM;DEF;PL
वाली	والي	वाला	والي	ADP;NOM;FEM;SG	
लगभग	تقريبا	लगभग	تَقرِيب	PART	N;ACC;INDF;SG
यहाँ	هنا	यहाँ	هُنَا	PRO;NOM	ADV
प्रसिद्ध	الشهيرة	प्रसिद्ध	شَهِير	ADJ	N;NOM;DEF;SG
केवल	فقط	केवल	فَقَط	PART	ADV
देश	البلاد	देश	بَلَد	N;NOM;MASC;SG;3	N;NOM;DEF;PL
देश	بلاد	देश	بَلَد	N;NOM;MASC;SG;3	N;NOM;INDF;PL
देश	بلدان	देश	بَلَد	N;NOM;MASC;SG;3	N;NOM;INDF;PL
देश	البلدان	देश	بَلَد	N;NOM;MASC;SG;3	N;NOM;DEF;PL
देश	الدول	देश	دَولَة	N;NOM;MASC;SG;3	N;NOM;DEF;PL
विशेष	الحصري	विशेष	حَصرِيّ	ADJ;NOM	
विशेष	حصري	विशेष	حِصرِيّ	ADJ;NOM	
विशेष	حصريا	विशेष	حِصرِيّ	ADJ;NOM	ADJ;ACC;INDF;MASC;SG
विशेष	خاصة	विशेष	خَاصّ	ADJ;NOM	ADJ;ACC;INDF;FEM;SG
दी	نظرا	दे	نَظَر	V;PFV;FEM;SG;V.PTCP;ACT	N;ACC;INDF;SG
दी	وهب	दे	وَهَب	V;PFV;FEM;SG;V.PTCP;ACT	
दी	اعطيت	दे	أَعطَى	V;PFV;FEM;SG;V.PTCP;ACT	V;PFV;FEM;SG;3;PASS
पृष्ठ	صفحات	पृष्ठ	صَفحَة	N;NOM;MASC;SG;3	N;NOM;INDF;PL
पृष्ठ	الصفحات	पृष्ठ	صَفحَة	N;NOM;MASC;SG;3	N;NOM;DEF;PL
माना	نظر	मान	نَظَر	V;PFV;MASC;SG;V.PTCP;ACT	N;NOM;INDF;SG
माना	مانا	मान	مانا	V;PFV;MASC;SG;V.PTCP;ACT	
शब्द	الكلمات	शब्द	كَلِمَة	N;NOM;MASC;SG;3	N;NOM;DEF;PL
शब्द	كلمات	शब्द	كَلِمَة	N;NOM;MASC;SG;3	N;NOM;INDF;PL
फिर	بعدها	फिर	بعدها	ADV	PRO;NOM;MASC;SG;3
फिर	ثم	फिर	ثُمَّ	ADV	CONJ
फिर	اذا	फिर	إِذَا	ADV	CONJ
तीन	th	तीन	th	NUM	
तीन	ثلاثه	तीन	ثلاثه	NUM	
पुरस्कार	جوائز	पुरस्कार	جَائِزَة	N;NOM;MASC;SG;3	N;NOM;INDF;PL
पुरस्कार	الجوائز	पुरस्कार	جَائِزَة	N;NOM;MASC;SG;3	N;NOM;DEF;PL
पुरस्कार	جوائز	पुरस्कार	جَائِزَة	N;NOM;MASC;SG;3	N;NOM;INDF;PL
पुरस्कार	الجوائز	पुरस्कार	جَائِزَة	N;NOM;MASC;SG;3	N;NOM;DEF;PL
पुरस्कार	ثواب	पुरस्कार	ثَابِيَة	N;NOM;MASC;SG;3	N;NOM;INDF;PL
लेख	مقالات	लेख	مَقَالَة	N;NOM;MASC;SG;3	N;NOM;INDF;PL
लेख	المقالات	लेख	المقالات	N;NOM;MASC;SG;3	N;NOM;DEF;PL
अब	الان	अब	آن	PRO;NOM	N;ACC;DEF;SG
अब	والان	अब	والان	PRO;NOM	
दौरान	اثناء	दौरान	أَثنَاءَ	ADV;NOM;MASC;SG;3	ADP;ACC
दौरान	خلال	दौरान	خِلَالَ	ADV;NOM;MASC;SG;3	ADP;ACC
अमेरिका	امريكا	अमेरिका	أَمرِيكَا	PROPN;NOM;MASC;SG;3	
अमेरिका	اميركا	अमेरिका	أَمِيرِكَا	PROPN;NOM;MASC;SG;3	
मंदिर	تمبل	मंदिर	مَبَّل	N;NOM;MASC;SG;3	
वार्ता	محادثات	वार्ता	مُحَادَثَة	N;NOM;FEM;SG;3	N;NOM;INDF;PL
वार्ता	المحادثات	वार्ता	مُحَادَثَة	N;NOM;FEM;SG;3	N;NOM;DEF;PL
दक्षिण	جنوبي	दक्षिण	جَنُوبِيّ	PROPN;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC;SG
दक्षिण	جنوبا	दक्षिण	جَنُوب	PROPN;NOM;MASC;SG;3	N;ACC;INDF;SG
दक्षिण	الجنوب	दक्षिण	جَنُوب	PROPN;NOM;MASC;SG;3	N;NOM;DEF;SG
दक्षिण	جنوب	दक्षिण	جَنُوب	PROPN;NOM;MASC;SG;3	N;NOM;INDF;SG
दक्षिण	ساوث	दक्षिण	سَاوث	PROPN;NOM;MASC;SG;3	
विभिन्न	شتى	विभिन्न	شتى	ADJ	N;NOM;INDF;SG
लिया	ماخوذ	ले	ماخوذ	V;PFV;MASC;SG;V.PTCP;ACT	
लिया	تؤخذ	ले	أَخَذ	V;PFV;MASC;SG;V.PTCP;ACT	V;IPFV;FEM;IND;SG;3;FIN;ACT
लिया	المتخذة	ले	مُتَّخَذ	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;NOM;DEF;FEM;SG
क्योंकि	لان	क्योंकि	لِأَنَّ	CONJ	CONJ
क्योंकि	لانه	क्योंकि	لانه	CONJ	
क्योंकि	عشان	क्योंकि	عشان	CONJ	
क्योंकि	لانني	क्योंकि	لانني	CONJ	N;NOM;DEF;SG
क्योंकि	بسبب	क्योंकि	بسبب	CONJ	N;NOM;INDF;SG
क्योंकि	لاني	क्योंकि	لاني	CONJ	
पास	مرر	पास	مَرَر	ADV;NOM;MASC;SG;3	V;PFV;MASC;SG;3;ACT
पास	تمرير	पास	تَمرِير	ADV;NOM;MASC;SG;3	N;NOM;INDF;SG
विस्तृत	مفصلة	विस्तृत	مُفَصَّل	ADJ	N;NOM;INDF;SG
विस्तृत	المفصل	विस्तृत	مُفَصَّل	ADJ	N;NOM;DEF;SG
दिन	اليوم	दिन	يَوم	N;NOM;MASC;SG;3	N;ACC;DEF;SG
दिन	نهار	दिन	نَهَار	N;NOM;MASC;SG;3	
दिन	نهارا	दिन	نَهَار	N;NOM;MASC;SG;3	N;ACC;INDF;SG
दिन	نهار	दिन	نَهَار	N;NOM;MASC;SG;3	
दिन	الايام	दिन	يَوم	N;NOM;MASC;SG;3	N;NOM;DEF;PL
दिन	ايام	दिन	يَوم	N;NOM;MASC;SG;3	N;NOM;INDF;PL
शुरू	بدات	शुरू	بَدَأ	N;NOM;MASC;SG;3	V;PFV;FEM;SG;3;ACT
शुरू	بدا	शुरू	بَدَا	N;NOM;MASC;SG;3	V;PFV;MASC;SG;3;ACT
व्यक्ति	فردية	व्यक्ति	فَردِيّ	N;NOM;MASC;SG;3	ADJ;NOM;INDF;FEM;SG
व्यक्ति	فردي	व्यक्ति	فَردِيّ	N;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC;SG
व्यक्ति	الفردية	व्यक्ति	فَردِيّ	N;NOM;MASC;SG;3	ADJ;NOM;DEF;FEM;SG
व्यक्ति	الفردية	व्यक्ति	فَردِيّ	N;NOM;MASC;SG;3	ADJ;NOM;DEF;FEM;SG
व्यक्ति	فردية	व्यक्ति	فَردِيّ	N;NOM;MASC;SG;3	ADJ;NOM;INDF;FEM;SG
विज्ञान	العلوم	विज्ञान	عِلم	N;NOM;MASC;SG;3	N;NOM;DEF;PL
विज्ञान	علوم	विज्ञान	عِلم	N;NOM;MASC;SG;3	N;NOM;INDF;PL
सदस्य	عضوة	सदस्य	عُضوَة	N;NOM;MASC;PL;3	N;NOM;INDF;SG
सदस्य	عضو	सदस्य	عُضو	N;NOM;MASC;PL;3	N;NOM;INDF;SG
सदस्य	العضو	सदस्य	عُضو	N;NOM;MASC;PL;3	N;NOM;DEF;SG
सदस्य	مشترك	सदस्य	مُشتَرَك	N;NOM;MASC;PL;3	ADJ;NOM;INDF;MASC;SG
सदस्य	المشترك	सदस्य	مُشتَرَك	N;NOM;MASC;PL;3	ADJ;NOM;DEF;MASC;SG
सदस्य	مشتركين	सदस्य	مُشتَرِك	N;NOM;MASC;PL;3	ADJ;ACC;INDF;MASC;PL
सदस्य	مشتركون	सदस्य	مُشتَرَك	N;NOM;MASC;PL;3	ADJ;NOM;INDF;MASC;PL
हालांकि	بالرغم	हालांकि	بِ	CONJ	N;NOM;DEF;SG
सिंह	سينغ	सिंह	سينغ	PROPN;NOM;MASC;SG;3	
सिंह	ليو	सिंह	لَيو	PROPN;NOM;MASC;SG;3	
अनेक	كثير	अनेक	كَثِير	DET	ADJ;NOM;INDF;MASC;SG
अनेक	العديد	अनेक	عَدِيد	DET	ADJ;NOM;DEF;MASC;SG
अनेक	الكثيرون	अनेक	كَثِير	DET	ADJ;NOM;DEF;MASC;PL
अनेक	كثيرون	अनेक	كَثِير	DET	ADJ;NOM;INDF;MASC;PL
अनेक	الكثير	अनेक	كَثِير	DET	ADJ;NOM;DEF;MASC;SG
अनेक	عدة	अनेक	عِدَّة	DET	N;NOM;INDF;SG
अनेक	المتعددة	अनेक	مُتَعَدِّد	DET	ADJ;NOM;DEF;FEM;SG
अनेक	تعدد	अनेक	عَدَّد	DET	N;NOM;INDF;SG
अनेक	متعدد	अनेक	مُتَعَدِّد	DET	ADJ;NOM;INDF;MASC;SG
अनेक	متعددة	अनेक	مُتَعَدِّد	DET	ADJ;NOM;INDF;FEM;SG
यहां	هنا	यहाँ	هُنَا	PRO;NOM	ADV
संख्या	الارقام	संख्या	رَقم	N;NOM;FEM;SG;3	N;NOM;DEF;PL
संख्या	ارقام	संख्या	رَقم	N;NOM;FEM;SG;3	N;NOM;INDF;PL
अपना	امتلك	अपना	اِمتَلَك	PRO;NOM;MASC;SG	V;PFV;MASC;SG;3;ACT
अपना	تك	अपना	تك	PRO;NOM;MASC;SG	
साहित्य	ادب	साहित्य	أَدَب	N;NOM;MASC;SG;3	
दिल्ली	دلهي	दिल्ली	دِلهِي	PROPN;NOM;FEM;SG;3	
धर्म	الاديان	धर्म	دِين	N;NOM;MASC;SG;3	N;NOM;DEF;PL
धर्म	الديانات	धर्म	دِيَانَة	N;NOM;MASC;SG;3	N;NOM;DEF;PL
मूल	الاصل	मूल	أَصل	N;NOM;MASC;SG;3	
मूल	اصل	मूल	أَصل	N;NOM;MASC;SG;3	
मूल	الاصليون	मूल	أَصلِيّ	N;NOM;MASC;SG;3	ADJ;NOM;DEF;MASC;PL
मूल	الاصلي	मूल	أَصلِيّ	N;NOM;MASC;SG;3	ADJ;NOM;DEF;MASC;SG
मूल	اصلي	मूल	أَصلِيّ	N;NOM;MASC;SG;3	
मूल	الاصلية	मूल	أَصلِيّ	N;NOM;MASC;SG;3	ADJ;NOM;DEF;FEM;SG
मूल	الاصل	मूल	أَصل	N;NOM;MASC;SG;3	
मूल	اصلية	मूल	أَصلِيّ	N;NOM;MASC;SG;3	ADJ;NOM;INDF;FEM;SG
मूल	اساسي	मूल	أَسَاسِيّ	N;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC;SG
मूल	اساسية	मूल	أَسَاسِيّ	N;NOM;MASC;SG;3	ADJ;NOM;INDF;FEM;SG
मूल	الاساسية	मूल	أَسَاسِيّ	N;NOM;MASC;SG;3	ADJ;NOM;DEF;FEM;SG
तब	اذن	तब	إِذَن	PRO;NOM	ADV
तब	ثم	तब	ثُمَّ	PRO;NOM	CONJ
तब	اذا	तब	إِذَا	PRO;NOM	CONJ
बना	صنعت	बन	صَنَع	V;PFV;MASC;SG;V.PTCP;ACT	V;PFV;FEM;SG;3;PASS
बना	مصنوع	बन	مَصنُوع	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;NOM;INDF;MASC;SG
कोड	شفرة	कोड	شَفرَة		N;NOM;INDF;SG
कोड	الكود	कोड	الكود		N;NOM;DEF;SG
कोड	رمز	कोड	رَمز		N;NOM;INDF;SG
कोड	الرمز	कोड	رَمز		N;NOM;DEF;SG
कोड	كود	कोड	كود		
कोड	رموز	कोड	رَمز		N;NOM;INDF;PL
कोड	الرموز	कोड	رَمز		N;NOM;DEF;PL
संयुक्त	متحدين	संयुक्त	مُتَّحِد	PROPN;NOM;MASC;SG;3	ADJ;ACC;INDF;MASC;PL
संयुक्त	المتحدة	संयुक्त	مُتَّحِد	PROPN;NOM;MASC;SG;3	ADJ;NOM;DEF;FEM;SG
संयुक्त	متحدة	संयुक्त	مُتَّحِد	PROPN;NOM;MASC;SG;3	ADJ;NOM;INDF;FEM;SG
संयुक्त	مشتركة	संयुक्त	مُشتَرَك	PROPN;NOM;MASC;SG;3	ADJ;NOM;INDF;FEM;SG
जुलाई	يوليو	जुलाई	يُولِيُو	PROPN;NOM;FEM;SG;3	N;GEN;INDF;SG
जुलाई	تموز	जुलाई	تَمُّوز	PROPN;NOM;FEM;SG;3	N;GEN;INDF;SG
युद्ध	باتل	युद्ध	باتل	N;NOM;MASC;SG;3	
नदी	ريفر	नदी	رِيفِر	N;NOM;FEM;SG;3	
वाला	فالا	वाला	فَال	ADP;NOM;MASC;SG	
काल	متوترة	काल	مُتَوَتِّر	N;NOM;MASC;SG;3	ADJ;NOM;INDF;FEM;SG
काल	اتصل	काल	اِتَّصَل	N;NOM;MASC;SG;3	
स्टेशन	محطات	स्टेशन	مَحَطَّة	N;NOM;MASC;SG;3	N;NOM;INDF;PL
स्टेशन	المحطات	स्टेशन	مَحَطَّة	N;NOM;MASC;SG;3	N;NOM;DEF;PL
बड़े	كبيرة	बडा	كَبِير	ADJ;NOM;MASC;PL	ADJ;NOM;INDF;FEM;SG
बड़े	الكبير	बडा	كَبِير	ADJ;NOM;MASC;PL	ADJ;NOM;DEF;MASC;SG
बड़े	كبيرة	बडा	كَبِير	ADJ;NOM;MASC;PL	ADJ;NOM;INDF;FEM;SG
बड़े	كبيره	बडा	كبيره	ADJ;NOM;MASC;PL	
बड़े	كبير	बडा	كَبِير	ADJ;NOM;MASC;PL	ADJ;NOM;INDF;MASC;SG
जनवरी	يناير	जनवरी	يَنَايِر	PROPN;NOM;FEM;SG;3	N;GEN;INDF;SG
मध्य	مركزية	मध्य	مَركَزِيّ		ADJ;NOM;INDF;FEM;SG
मध्य	سنترال	मध्य	سنترال		
मध्य	الوسطى	मध्य	أَوسَط		N;NOM;DEF;SG
मध्य	وسط	मध्य	وَسط		N;NOM;INDF;SG
मध्य	مركزي	मध्य	مركزي		ADJ;NOM;INDF;MASC;SG
मध्य	سنتر	मध्य	سنتر		
मध्य	المركز	मध्य	مَركَز		N;NOM;DEF;SG
मध्य	المنتصف	मध्य	مُنتَصَف		N;NOM;DEF;SG
मध्य	الوسط	मध्य	وَسط		N;NOM;DEF;SG
मध्य	مركز	मध्य	مَركَز		N;NOM;INDF;SG
मध्य	الاوسط	मध्य	أَوسَط		ADJ;NOM;DEF;MASC;SG
मध्य	المنتصف	मध्य	مُنتَصَف		N;NOM;DEF;SG
मध्य	الوسط	मध्य	وَسط		N;NOM;DEF;SG
मध्य	وسط	मध्य	وَسط		N;NOM;INDF;SG
राजा	راجا	राजा	راجا	N;NOM;MASC;SG;3	
राजा	ملك	राजा	مَلِك	N;NOM;MASC;SG;3	
राजा	كينغ	राजा	كينغ	N;NOM;MASC;SG;3	
राजा	كينج	राजा	كينج	N;NOM;MASC;SG;3	
विश्वविद्यालय	جامعات	विश्वविद्यालय	جَامِعَة	N;NOM;MASC;SG;3	N;NOM;INDF;PL
विश्वविद्यालय	الجامعات	विश्वविद्यालय	جَامِعَة	N;NOM;MASC;SG;3	N;NOM;DEF;PL
जून	حزيران	जून	حَزِيرَان	PROPN;NOM;MASC;SG;3	N;NOM;INDF;SG
जून	يونيو	जून	يُونِيُو	PROPN;NOM;MASC;SG;3	N;GEN;INDF;SG
उसकी	ده	वह	دٰهٰ	PRO;FEM;SG;3	
उसकी	لها	वह	لها	PRO;FEM;SG;3	
उसकी	هي	वह	هُوَ	PRO;FEM;SG;3	PRO;NOM;FEM;SG;3
मार्च	مار	मार्च	مَار	PROPN;NOM;MASC;SG;3	
मार्च	المسيرة	मार्च	مَسِيرَة	PROPN;NOM;MASC;SG;3	N;NOM;DEF;SG
मार्च	مارس	मार्च	مَارِس	PROPN;NOM;MASC;SG;3	N;GEN;INDF;SG
मार्च	مسيرة	मार्च	مَسِيرَة	PROPN;NOM;MASC;SG;3	N;NOM;INDF;SG
मार्च	اذار	मार्च	آذَار	PROPN;NOM;MASC;SG;3	N;NOM;INDF;SG
बनी	الارنب	बन	أُرنُبّ	V;PFV;FEM;SG;V.PTCP;ACT	N;NOM;DEF;SG
बनी	باني	बन	باني	V;PFV;FEM;SG;V.PTCP;ACT	
अर्थ	بمعنى	अर्थ	بمعنى		N;NOM;INDF;SG
अर्थ	معنى	अर्थ	مَعنَى		N;NOM;INDF;SG
अर्थ	المعنى	अर्थ	مَعنَى		N;NOM;DEF;SG
अर्थ	يعنى	अर्थ	عَنَى		V;IPFV;MASC;IND;SG;3;FIN;ACT
अर्थ	يعني	अर्थ	عَنَى		V;IPFV;MASC;IND;SG;3;FIN;ACT
अप्रैल	ابريل	अप्रैल	أَبرِيل	PROPN;NOM;MASC;SG;3	N;GEN;INDF;SG
अप्रैल	نيسان	अप्रैल	نِيسَان	PROPN;NOM;MASC;SG;3	N;NOM;INDF;SG
महत्वपूर्ण	مهمة	महत्वपूर्ण	مَهَمَّة	ADJ	N;NOM;INDF;SG
महत्वपूर्ण	المهم	महत्वपूर्ण	مُهِمّ	ADJ	
महत्वपूर्ण	الحرجة	महत्वपूर्ण	حَرِج	ADJ	N;NOM;DEF;SG
महत्वपूर्ण	حرج	महत्वपूर्ण	حَرِج	ADJ	N;NOM;INDF;SG
प्रामाणिक	الاصيل	प्रामाणिक	أَصِيل	ADJ;NOM	
प्रामाणिक	اصيل	प्रामाणिक	اصيل	ADJ;NOM	
आप	انت	आप	أَنتَى	PRO;NOM;SG;2;FORM	
आप	انتي	आप	أَنتِي	PRO;NOM;SG;2;FORM	
किए	coa	कर	هُوَ	V;PFV;MASC;PL;V.PTCP;ACT	
अक्टूबर	اكتوبر	अक्टूबर	أُكتُوبِر	PROPN;NOM;MASC;SG;3	N;GEN;INDF;SG
समूह	الجماعات	समूह	جَمَاعَة	N;NOM;MASC;SG;3	N;NOM;DEF;PL
समूह	المجموعات	समूह	مَجمُوعَة	N;NOM;MASC;SG;3	N;NOM;DEF;PL
समूह	مجموعات	समूह	مَجمُوعَة	N;NOM;MASC;SG;3	N;NOM;INDF;PL
वर्तमान	الحالي	वर्तमान	حَالِيّ	N;NOM;MASC;SG;3	ADJ;NOM;DEF;MASC;SG
वर्तमान	الحاضر	वर्तमान	حَاضِر	N;NOM;MASC;SG;3	
वर्तमान	الحالي	वर्तमान	حَالِيّ	N;NOM;MASC;SG;3	ADJ;NOM;DEF;MASC;SG
अध्ययन	الدراسه	अध्ययन	دِرَاسِه	N;NOM;MASC;SG;3	
अध्ययन	ادرس	अध्ययन	أَدرَس	N;NOM;MASC;SG;3	
अध्ययन	يدرس	अध्ययन	دَرَس	N;NOM;MASC;SG;3	V;IPFV;MASC;IND;SG;3;FIN;ACT
अध्ययन	ادرس	अध्ययन	أَدرَس	N;NOM;MASC;SG;3	
अध्ययन	الدراسات	अध्ययन	دِرَاسَة	N;NOM;MASC;SG;3	N;NOM;DEF;PL
अध्ययन	دراسات	अध्ययन	دِرَاسَة	N;NOM;MASC;SG;3	N;NOM;INDF;PL
विभाग	الادارات	विभाग	إِدَارَة	N;NOM;MASC;SG;3	N;NOM;DEF;PL
विभाग	الاقسام	विभाग	قِسم	N;NOM;MASC;SG;3	N;NOM;DEF;PL
विभाग	ادارات	विभाग	إِدَارَة	N;NOM;MASC;SG;3	N;NOM;INDF;PL
आम	المانجو	आम	المانجو	ADJ	N;NOM;DEF;SG
प्रभाव	التاثيرات	प्रभाव	تَاثِير	N;NOM;MASC;SG;3	N;NOM;DEF;PL
प्रभाव	تاثيرات	प्रभाव	تَاثِير	N;NOM;MASC;SG;3	N;NOM;INDF;PL
प्रभाव	المؤثرات	प्रभाव	مُؤَثِّر	N;NOM;MASC;SG;3	ADJ;NOM;DEF;FEM;PL
प्रभाव	المؤثرات	प्रभाव	مُؤَثِّر	N;NOM;MASC;SG;3	ADJ;NOM;DEF;FEM;PL
प्रभाव	التاثيرات	प्रभाव	تَاثِير	N;NOM;MASC;SG;3	N;NOM;DEF;PL
प्रभाव	تاثيرات	प्रभाव	تَاثِير	N;NOM;MASC;SG;3	N;NOM;INDF;PL
आदर्श	المثالية	आदर्श	المثالية	PROPN;NOM;MASC;SG;3	N;NOM;DEF;SG
आदर्श	المثالي	आदर्श	مِثَالِي	PROPN;NOM;MASC;SG;3	ADJ;NOM;DEF;MASC;SG
आदर्श	ديال	आदर्श	ديال	PROPN;NOM;MASC;SG;3	
आदर्श	معبود	आदर्श	معبود	PROPN;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC;SG
आदर्श	المعبود	आदर्श	مَعبُود	PROPN;NOM;MASC;SG;3	
आदर्श	ايدول	आदर्श	أَيدُول	PROPN;NOM;MASC;SG;3	
साल	السنين	साल	سَنَة	N;NOM;MASC;SG;3	N;NOM;DEF;PL
साल	اعوام	साल	عَام	N;NOM;MASC;SG;3	N;NOM;INDF;PL
साल	سنين	साल	سَنَة	N;NOM;MASC;SG;3	N;NOM;INDF;PL
साल	السنوات	साल	سَنَة	N;NOM;MASC;SG;3	N;NOM;DEF;PL
साल	سنوات	साल	سَنَة	N;NOM;MASC;SG;3	N;NOM;INDF;PL
पहली	اولا	पहला	أَوَّل	ADJ;NOM;FEM;SG	ADJ;ACC;INDF;MASC;SG
संगीत	mus	संगीत	سَذَق	N;NOM;MASC;SG;3	
अमेरिकी	امريكية	अमेरिकी	أَمرِيكِيّ	PROPN;NOM;SG;3	ADJ;NOM;INDF;FEM;SG
अमेरिकी	امريكيون	अमेरिकी	أَمرِيكِيّ	PROPN;NOM;SG;3	N;NOM;INDF;PL
अमेरिकी	امريكي	अमेरिकी	أَمرِيكِيّ	PROPN;NOM;SG;3	ADJ;NOM;INDF;MASC;SG
अमेरिकी	الامريكي	अमेरिकी	أَمرِيكِيّ	PROPN;NOM;SG;3	N;NOM;DEF;SG
अमेरिकी	الاميركيين	अमेरिकी	أَمِيرِكِيّ	PROPN;NOM;SG;3	N;NOM;DEF;PL
अमेरिकी	امريكيون	अमेरिकी	أَمرِيكِيّ	PROPN;NOM;SG;3	N;NOM;INDF;PL
सेवा	الخدمات	सेवा	خِدمَة	N;NOM;FEM;SG;3	N;NOM;DEF;PL
आज	اليوم	आज	يَوم	N;NOM;MASC;SG;3	N;ACC;DEF;SG
स्थापित	انشئت	स्थापित	أَنشَأ	ADJ	V;PFV;FEM;SG;3;PASS
स्थापित	انشئ	स्थापित	أَنشَأ	ADJ	
स्थापित	انشا	स्थापित	إِنشَا	ADJ	
स्थापित	اسست	स्थापित	أَسَاس	ADJ	V;PFV;FEM;SG;3;PASS
स्थापित	تاسست	स्थापित	تَاسَس	ADJ	V;PFV;FEM;SG;3;ACT
स्थापित	تاسس	स्थापित	تَاسِس	ADJ	V;PFV;MASC;SG;3;ACT
उच्च	عال	उच्च	عَالِي		N;NOM;INDF;SG
उच्च	عالي	उच्च	عَالِي		ADJ;NOM;INDF;MASC;SG
उच्च	مرتفع	उच्च	مُرتَفِع		ADJ;NOM;INDF;MASC;SG
उच्च	عالية	उच्च	عَالِي		ADJ;NOM;INDF;FEM;SG
उच्च	عاليا	उच्च	عَالِي		ADJ;ACC;INDF;MASC;SG
उपलब्ध	تتوفر	उपलब्ध	تَوَفَّر	ADJ	V;IPFV;MASC;IND;SG;3;FIN;ACT
काफी	كفاية	काफी	كِفَايَة	DET	N;NOM;INDF;SG
काफी	كفى	काफी	كفى	DET	
काफी	يكفي	काफी	كَفَى	DET	V;IPFV;MASC;IND;SG;3;FIN;ACT
