月	moon	月	moko	N	
梁	leung	梁	leung	PROPN	N;NOM;SG
梁	liang	梁	liang	PROPN	N;NOM;SG
梁	säteet	梁	säde	PROPN	N;NOM;PL
赫	hyuk	赫	hyuk	PROPN	N;NOM;SG
半	puoli	半	puoli	PART	NUM;NOM;SG
半	puolet	半	puoli	PART	N;NOM;PL
半	puolikas	半	puolikas	PART	N;NOM;SG
東京	tokioon	東京	tokio	PROPN	N;IN+ALL;SG
東京	tokion	東京	tokio	PROPN	N;GEN;SG
新聞	ajankohtaista	新聞	ajan#kohtainen	N	ADJ;PRT;SG
現在	nyt	現在	nyt	N	ADV
劇	drama	劇	drama	N	
後來	myöhemmin	後來	myöhemmin	N	ADV
後來	myöhempi	後來	myöhä	N	ADJ;NOM;CMPR;SG
之前	ennen	之前	ennen	N	ADV
合作	yhteistyön	合作	yhteis#työ	V	N;GEN;SG
合作	yhteistyötä	合作	yhteis#työ	V	N;PRT;SG
合作	yhteistyö	合作	yhteis#työ	V	N;NOM;SG
合作	yhteistyön	合作	yhteis#työ	V	N;GEN;SG
合作	yhteistyössä	合作	yhteis#työ	V	N;IN+ESS;SG
合作	yhteistyötä	合作	yhteis#työ	V	N;PRT;SG
合作	yhteistyö	合作	yhteis#työ	V	N;NOM;SG
卷	rullaa	卷	rulla	N	V;IMP;SG;2;FIN;ACT
卷	rullaa	卷	rulla	N	V;IMP;SG;2;FIN;ACT
歌曲	song	歌曲	song	N	
一	kerran	一	kerran	NUM	ADV
封	feng	封	feng	V	N;NOM;SG
封	sinetti	封	sinetti	V	N;NOM;SG
封	sinetin	封	sinettää	V	N;GEN;SG
而且	ja	而且	ja	ADV	CONJ
形成	muodostaminen	形成	muodostaminen	V	N;NOM;SG
形成	muodostaminen	形成	muodostaminen	V	N;NOM;SG
形成	muodostuminen	形成	muodostuminen	V	N;NOM;SG
九	yhdeksän	九	yhdeksän		NUM;NOM;SG
接受	hyväksyminen	接受	hyväksyminen	V	N;NOM;SG
接受	hyväksyntä	接受	hyväksyntä	V	N;NOM;SG
木	puiset	木	puinen	N	ADJ;NOM;PL
木	puinen	木	puinen	N	ADJ;NOM;SG
討論	keskusteluissa	討論	keskustelu	V	N;IN+ESS;PL
討論	keskustelut	討論	keskustelu	V	N;NOM;PL
討論	keskusteluja	討論	keskustelu	V	N;PRT;PL
直接	suorat	直接	suora	ADV	ADJ;NOM;PL
直接	suoraa	直接	suora	ADV	ADJ;PRT;SG
直接	suora	直接	suora	ADV	ADJ;NOM;SG
直接	direct	直接	direct	ADV	N;NOM;SG
參與	sitoutumisen	參與	sitoutuminen	V	N;GEN;SG
參與	sitoutuminen	參與	sitoutuminen	V	N;NOM;SG
參與	sitoutumista	參與	sitoutuminen	V	N;PRT;SG
參與	osallistumista	參與	osallistuminen	V	N;PRT;SG
參與	osallisuus	參與	osallisuus	V	N;NOM;SG
參與	osallistumisen	參與	osallistuminen	V	N;GEN;SG
參與	osallistuminen	參與	osallistuminen	V	N;NOM;SG
參與	osallistumista	參與	osallistuminen	V	N;PRT;SG
參與	osallistumisen	參與	osallistuminen	V	N;GEN;SG
參與	osallistuminen	參與	osallistuminen	V	N;NOM;SG
朗	lang	朗	lang		N;NOM;SG
朗	lon	朗	lon		N;NOM;SG
湖	lake	湖	lake	N	
根	root	根	root	PROPN	N;NOM;SG
根	juuria	根	juuri	PROPN	N;PRT;PL
根	juuret	根	juuri	PROPN	N;NOM;PL
保留	varauksia	保留	varaus	V	N;PRT;PL
保留	varaukset	保留	varaus	V	N;NOM;PL
保留	varatut	保留	varata	V	N;NOM;PL
保留	varaus	保留	varaus	V	N;NOM;SG
保留	varaukset	保留	varaus	V	N;NOM;PL
保留	varauksen	保留	varaus	V	N;GEN;SG
希望	toivoa	希望	toivo	V	N;PRT;SG
希望	toivo	希望	toivo	V	N;NOM;SG
希望	toivottavasti	希望	toivottavasti	V	ADV
心	heart	心	heart	N	
播放	lähetys	播放	lähetys	V	N;NOM;SG
播放	play	播放	play	V	
播放	soitto	播放	soitto	V	N;NOM;SG
播放	toisto	播放	toisto	V	N;NOM;SG
增加	lisäys	增加	lisäys	V	N;NOM;SG
增加	kasvu	增加	kasvu	V	N;NOM;SG
增加	korotus	增加	korotus	V	N;NOM;SG
角	cape	角	cape	N	
耶	jee	耶	jee		INTJ
這些	nämä	這些	tämä	DET	PRO;NOM;PL
這些	näitä	這些	tämä	DET	PRO;PRT;PL
丹	dan	丹	dan	PROPN	PROPN;NOM;SG
丹	danin	丹	dan	PROPN	N;GEN;SG
太	too	太	too	ADV	
徐	seo	徐	seo	PROPN	N;NOM;SG
徐	tsui	徐	tsuin	PROPN	N;NOM;SG
永	siipi	永	siipi	PROPN	N;NOM;SG
永	siiven	永	siivi	PROPN	N;GEN;SG
永	wing	永	wing	PROPN	PROPN;NOM;SG
永	yong	永	yong	PROPN	PROPN;NOM;SG
歌	song	歌	song	N	
美	dollaria	美	dollari	PROPN	N;PRT;SG
美	dollareita	美	dollari	PROPN	N;PRT;PL
美	dollari	美	dollari	PROPN	N;NOM;SG
美	dollarin	美	dollari	PROPN	N;GEN;SG
投票	äänestä	投票	ääni	V	N;IN+ABL;SG
投票	äänestys	投票	äänestys	V	N;NOM;SG
投票	äänioikeus	投票	ääni#oikeus	V	N;NOM;SG
投票	äänestykset	投票	äänestys	V	N;NOM;PL
投票	äänestys	投票	äänestys	V	N;NOM;SG
投票	äänestäminen	投票	äänestäminen	V	N;NOM;SG
投票	kyselyn	投票	kysely	V	N;GEN;SG
投票	kysely	投票	kysely	V	N;NOM;SG
灣	cove	灣	cove	N	PROPN;NOM;SG
灣	bay	灣	bay	N	PROPN;NOM;SG
寺	temple	寺	temple	N	
雖然	vaikka	雖然	vaikka	ADP	CONJ
雖然	tosin	雖然	tosin	ADP	ADV
雖然	vaikkakin	雖然	vaikka	ADP	CONJ
雖然	vaikka	雖然	vaikka	ADP	CONJ
雖然	tosin	雖然	tosin	ADP	ADV
雖然	vaik	雖然	vaikka	ADP	ADV
特別	erityiset	特別	erityinen	ADV	ADJ;NOM;PL
特別	erityinen	特別	erityinen	ADV	ADJ;NOM;SG
特別	erityistä	特別	erityinen	ADV	ADJ;PRT;SG
特別	special	特別	special	ADV	N;NOM;SG
特別	erikoinen	特別	erikoinen	ADV	ADJ;NOM;SG
控制	ohjaus	控制	ohjaus	V	N;NOM;SG
控制	määräysvalta	控制	määräys#valta	V	N;NOM;SG
控制	hallinta	控制	hallinta	V	N;NOM;SG
控制	valvonta	控制	valvonta	V	N;NOM;SG
控制	tarkastukset	控制	tarkastus	V	N;NOM;PL
控制	valvontaa	控制	valvonta	V	N;PRT;SG
控制	ohjaimet	控制	ohjain	V	N;NOM;PL
蒙	mont	蒙	mont	PROPN	INTJ
以下	alapuolelle	以下	alapuolelle	DET	ADV
以下	alle	以下	alle	DET	ADV
以下	alapuolella	以下	alapuolella	DET	ADV
以下	alla	以下	alla	DET	ADV
七	seiska	七	seiska	NUM	N;NOM;SG
仁	jin	仁	jin	PROPN	PROPN;NOM;SG
仁	jen	仁	jen	PROPN	N;NOM;SG
隆	takashi	隆	takashi	PROPN	PROPN;NOM;SG
隆	ryu	隆	ryu	PROPN	N;NOM;SG
播出	lähetys	播出	lähetys	V	N;NOM;SG
宋	biisi	宋	biisi	PROPN	N;NOM;SG
宋	song	宋	song	PROPN	
宋	laulua	宋	laulu	PROPN	N;PRT;SG
宋	laulu	宋	laulu	PROPN	N;NOM;SG
宋	kappale	宋	kappale	PROPN	N;NOM;SG
附近	läheltä	附近	läheltä	N	ADV
附近	lähellä	附近	lähellä	N	ADV
附近	lähelle	附近	lähelle	N	ADV
附近	lähellä	附近	lähellä	N	ADV
歌手	singer	歌手	singer	N	
店	säilytä	店	säilyttää	N	V;IMP;SG;2;FIN;ACT
分類	luokitellaan	分類	luokitella	N	V;IND;PRS;FIN;PASS
分類	luokitella	分類	luokitella	N	V;SG;NFIN;ACT
分類	luokiteltava	分類	luokitella	N	V;NOM;SG;V.PTCP;PASS
源	lähde	源	lähde		N;NOM;SG
法國	ranska	法國	ranska	PROPN	PROPN;NOM;SG
法國	ranskan	法國	ranska	PROPN	N;GEN;SG
除	paitsi	除	paitsi	V	ADV
民族	etninen	民族	etninen	N	ADJ;NOM;SG
不過	mutta	不過	mutta	ADV	CONJ
老	vanhat	老	vanha	PART	ADJ;NOM;PL
老	vanhoja	老	vanha	PART	ADJ;PRT;PL
老	vanha	老	vanha	PART	ADJ;NOM;SG
老	vanhaa	老	vanha	PART	ADJ;PRT;SG
選	valitse	選	valitse	N	V;IMP;SG;2;FIN;ACT
鐵	rauta	鐵	rauta	PROPN	N;NOM;SG
鐵	rautaa	鐵	rauta	PROPN	N;PRT;SG
鐵	raudan	鐵	rauta	PROPN	N;GEN;SG
德國	saksa	德國	saksa	PROPN	PROPN;NOM;SG
德國	saksan	德國	saksa	PROPN	N;GEN;SG
動畫	anime	動畫	anime	N	
打	ottelu	打	ottelu	V	N;NOM;SG
打	taistelu	打	taistelu	V	N;NOM;SG
佛	buddha	佛	buddha	PROPN	N;NOM;SG
少	vähemmän	少	vähemmän		ADV
少	vähemmän	少	vähemmän		ADV
頭	head	頭	head	N	
個人	henkilökohtaisia	個人	henkilö#kohtainen	N	ADJ;PRT;PL
個人	henkilökohtaiset	個人	henkilö#kohtainen	N	ADJ;NOM;PL
個人	henkilökohtainen	個人	henkilö#kohtainen	N	ADJ;NOM;SG
個人	henkilökohtaista	個人	henkilö#kohtainen	N	ADJ;PRT;SG
個人	yksittäiset	個人	yksittäinen	N	ADJ;NOM;PL
個人	yksittäisten	個人	yksittäinen	N	ADJ;GEN;PL
個人	yksilöllinen	個人	yksilöllinen	N	ADJ;NOM;SG
個人	yksittäinen	個人	yksittäinen	N	ADJ;NOM;SG
擁有	hallussapidosta	擁有	hallussa#pito	V	N;IN+ABL;SG
擁有	hallussa	擁有	hallussa	V	ADV
擁有	hallussapito	擁有	hallus#sapito	V	N;NOM;SG
擁有	omistuksessa	擁有	omistus	V	N;IN+ESS;SG
南部	eteläinen	南部	eteläinen	N	ADJ;NOM;SG
相關	merkityksellinen	相關	merkityksellinen	V	ADJ;NOM;SG
決定	päätös	決定	päätös	V	N;NOM;SG
決定	päätöksiä	決定	päätös	V	N;PRT;PL
決定	päätökset	決定	päätös	V	N;NOM;PL
楊	jan	楊	jan	PROPN	PROPN;NOM;SG
楊	yang	楊	yang	PROPN	N;NOM;SG
楊	yeo	楊	yeo	PROPN	PROPN;NOM;SG
郭	guo	郭	guo	PROPN	N;NOM;SG
影響	törmäys	影響	törmäys	V	N;NOM;SG
影響	vaikutusta	影響	vaikutus	V	N;PRT;SG
影響	vaikutus	影響	vaikutus	V	N;NOM;SG
影響	vaikutuksen	影響	vaikutus	V	N;GEN;SG
影響	vaikutukset	影響	vaikutus	V	N;NOM;PL
影響	vaikutusvalta	影響	vaikutus#valta	V	N;NOM;SG
影響	vaikutusta	影響	vaikutus	V	N;PRT;SG
影響	vaikutusvaltaa	影響	vaikutus#valta	V	N;PRT;SG
影響	vaikutus	影響	vaikutus	V	N;NOM;SG
影響	seuraukset	影響	seuraus	V	N;NOM;PL
影響	vaikutus	影響	vaikutus	V	N;NOM;SG
影響	vaikutuksia	影響	vaikutus	V	N;PRT;PL
影響	vaikutukset	影響	vaikutus	V	N;NOM;PL
影響	vaikutteita	影響	vaikute	V	N;PRT;PL
許多	monet	許多	moni	NUM	PRO;NOM;PL
許多	monia	許多	moni	NUM	PRO;PRT;PL
許多	monta	許多	moni	NUM	PRO;PRT;SG
許多	moni	許多	moni	NUM	PRO;NOM;SG
第四	neljäs	第四	neljäs	NUM	ADJ;NOM;SG
第四	neljänneksi	第四	neljäs	NUM	ADJ;TRANS;SG
秀	soo	秀	soo	PROPN	INTJ
死	kuolleet	死	kuolla	N	V;NOM;PL;V.PTCP;ACT
死	kuollut	死	kuolla	N	V;NOM;SG;V.PTCP;ACT
自治	autonomian	自治	autonomia	V	N;GEN;SG
自治	riippumattomuus	自治	riippumattomuus	V	N;NOM;SG
自治	itsenäisyys	自治	itsenäisyys	V	N;NOM;SG
蘇	haastaa	蘇	haastaa	PROPN	V;IND;SG;3;PRS;FIN;ACT
開	avaa	開	avata		V;IMP;SG;2;FIN;ACT
見	nää	見	tämä	V	PRO;NOM;PL
田	tian	田	tian	PROPN	N;NOM;SG
結束	loppu	結束	loppu	V	N;NOM;SG
結束	loppua	結束	loppu	V	N;PRT;SG
結束	lopussa	結束	loppu	V	N;IN+ESS;SG
巴西	brasilia	巴西	brasilia	PROPN	N;NOM;SG
巴西	brasiliassa	巴西	brasilia	PROPN	N;IN+ESS;SG
巴西	brasilian	巴西	brasilia	PROPN	N;GEN;SG
共同	yleistä	共同	yleinen	ADV	ADJ;PRT;SG
共同	yhteisen	共同	yhteinen	ADV	ADJ;GEN;SG
共同	yleiset	共同	yleinen	ADV	ADJ;NOM;PL
共同	yleinen	共同	yleinen	ADV	ADJ;NOM;SG
出版	kustantaja	出版	kustantaja	V	N;NOM;SG
出版	julkaisija	出版	julkaisija	V	N;NOM;SG
出版	kustantajien	出版	kustantaja	V	N;GEN;PL
提名	ehdokkaat	提名	ehdokas	V	N;NOM;PL
提名	nimitykset	提名	nimitys	V	N;NOM;PL
提名	ehdokkuuden	提名	ehdokkuus	V	N;GEN;SG
提名	nimittäminen	提名	nimittäminen	V	N;NOM;SG
提名	ehdolla	提名	ehto	V	N;AT+ESS
;SG
保護	suojelu	保護	suojelu	V	N;NOM;SG
保護	suojeleminen	保護	suojeleminen	V	N;NOM;SG
保護	suojan	保護	suoja	V	N;GEN;SG
保護	suojelu	保護	suojelu	V	N;NOM;SG
保護	suoja	保護	suoja	V	N;NOM;SG
保護	suojelua	保護	suojelu	V	N;PRT;SG
保護	suojaaminen	保護	suojaaminen	V	N;NOM;SG
加上	lisää	加上	lisää	V	ADV
加上	add	加上	add	V	N;NOM;SG
加上	lisäksi	加上	lisäksi	V	ADV
加上	plus	加上	plus	V	N;NOM;SG
加上	plussaa	加上	plussa	V	N;PRT;SG
食	syömässä	食	syödä	N	V;IN+ESS;SG;NFIN;ACT
食	syö	食	syödä	N	V;IND;SG;2;PRS;FIN;ACT
獨立	itsenäiset	獨立	itsenäinen	N	ADJ;NOM;PL
獨立	riippumaton	獨立	riippumaton	N	ADJ;NOM;SG
獨立	itsenäinen	獨立	itsenäinen	N	ADJ;NOM;SG
距離	välimatka	距離	väli#matka	ADP	N;NOM;SG
距離	etäisyys	距離	etäisyys	ADP	N;NOM;SG
距離	etäisyydet	距離	etäisyys	ADP	N;NOM;PL
社會	sosiaaliset	社會	sosiaalinen	N	ADJ;NOM;PL
社會	sosiaalisen	社會	sosiaalinen	N	ADJ;GEN;SG
社會	sosiaalinen	社會	sosiaalinen	N	ADJ;NOM;SG
社會	yhteiskunnallinen	社會	yhteis#kunnallinen	N	ADJ;NOM;SG
加拿大	kanada	加拿大	kanada	PROPN	N;NOM;SG
加拿大	kanadassa	加拿大	kanada	PROPN	N;IN+ESS;SG
加拿大	kanadan	加拿大	kanada	PROPN	N;GEN;SG
哥	veli	哥	veli	PROPN	N;NOM;SG
歐洲	euroopan	歐洲	eurooppa	PROPN	PROPN;GEN;SG
歐洲	eurooppa	歐洲	eurooppa	PROPN	PROPN;NOM;SG
歐洲	euroopan	歐洲	eurooppa	PROPN	PROPN;GEN;SG
像	tykkää	像	tykätä	ADP	V;IMP;SG;2;FIN;ACT
像	kuten	像	kuten	ADP	CONJ
像	kuin	像	kuin	ADP	CONJ
功能	toiminnallinen	功能	toiminnallinen	N	ADJ;NOM;SG
功能	toimiva	功能	toimia	N	V;NOM;SG;V.PTCP;ACT
功能	toiminnalliset	功能	toiminnallinen	N	ADJ;NOM;PL
洪	hung	洪	hung	PROPN	PROPN;NOM;SG
洪	hong	洪	hong	PROPN	PROPN;NOM;SG
利用	käyttö	利用	käyttö	V	N;NOM;SG
利用	hyödyntäminen	利用	hyödyntäminen	V	N;NOM;SG
最終	lopulta	最終	lopulta	N	ADV
平均	keskimääräinen	平均	keski#määräinen	ADV	ADJ;NOM;SG
平均	keskiarvo	平均	keski#arvo	ADV	N;NOM;SG
平均	keskiarvo	平均	keski#arvo	ADV	N;NOM;SG
侵	hyökkäys	侵	hyökkäys	ADP	N;NOM;SG
侵	pahoinpitely	侵	pahoin#pitely	ADP	N;NOM;SG
雙	kaksinkertainen	雙	kaksinkertainen	NUM	ADJ;NOM;SG
雙	tupla	雙	tupla	NUM	N;NOM;SG
施	shi	施	shi	PROPN	PROPN;NOM;SG
演員	heitetty	演員	heittää	N	V;NOM;SG;V.PTCP;PASS
亞洲	aasian	亞洲	aasia	PROPN	N;GEN;SG
亞洲	aasialainen	亞洲	aasialainen	PROPN	ADJ;NOM;SG
亞洲	aasian	亞洲	aasia	PROPN	N;GEN;SG
亞洲	aasia	亞洲	aasia	PROPN	N;NOM;SG
全球	maailmanlaajuisesti	全球	maailman#laajuisesti	N	ADV
全球	globe	全球	globe	N	
全球	globaali	全球	globaali	N	ADJ;NOM;SG
全球	global	全球	global	N	
全球	maailmanlaajuinen	全球	maailman#laajuinen	N	ADJ;NOM;SG
全球	maailmanlaajuiset	全球	maailman#laajuinen	N	ADJ;NOM;PL
全球	maailmanlaajuisen	全球	maailman#laajuinen	N	ADJ;GEN;SG
全部	kaikille	全部	kaikki	DET	PRO;AT+ALL;PL
全部	kaikki	全部	kaikki	DET	PRO;NOM;SG
中共	cpc	中共	cpc	PROPN	N;NOM;SG
毛	brutto	毛	brutto	PROPN	INTJ
毛	mao	毛	mao	PROPN	N;NOM;SG
直到	kunnes	直到	kunnes	ADP	CONJ
地球	maa	地球	maa	PROPN	N;NOM;SG
地球	maapallo	地球	maa#pallo	PROPN	N;NOM;SG
地球	maan	地球	maa	PROPN	N;GEN;SG
死亡	kuolemaa	死亡	kuolema	V	N;PRT;SG
死亡	death	死亡	death	V	
死亡	kuoleman	死亡	kuolema	V	N;GEN;SG
死亡	kuolema	死亡	kuolema	V	N;NOM;SG
邦	pong	邦	pong	PROPN	N;NOM;SG
紅	punaiset	紅	punainen	N	ADJ;NOM;PL
紅	punainen	紅	punainen	N	ADJ;NOM;SG
紅	punaista	紅	punainen	N	ADJ;PRT;SG
紅	red	紅	red	N	
唱片	kirjataan	唱片	kirjata	N	V;IND;PRS;FIN;PASS
安全	turvallista	安全	turvallinen	N	ADJ;PRT;SG
安全	turvallinen	安全	turvallinen	N	ADJ;NOM;SG
安全	varmistettu	安全	varmistaa	N	V;NOM;SG;V.PTCP;PASS
安全	turvallinen	安全	turvallinen	N	ADJ;NOM;SG
玉	jade	玉	jade	PROPN	PROPN;NOM;SG
豪	howe	豪	howe	PROPN	PROPN;NOM;SG
原因	aiheuttaa	原因	aiheuttaa	N	V;IND;SG;3;PRS;FIN;ACT
原因	koska	原因	koska	N	CONJ
通過	kautta	通過	kautta	ADP	ADV
通過	via	通過	via	ADP	N;NOM;SG
通過	kautta	通過	kautta	ADP	ADV
通過	läpi	通過	läpi	ADP	ADV
通過	syöttö	通過	syöttö	ADP	N;NOM;SG
通過	ohi	通過	ohi	ADP	ADV
管	putki	管	putki		N;NOM;SG
管	piippu	管	piippu		N;NOM;SG
管	putken	管	putki		N;GEN;SG
管	putki	管	putki		N;NOM;SG
管	letku	管	letku		N;NOM;SG
強	vahvat	強	vahva	N	ADJ;NOM;PL
強	vahva	強	vahva	N	ADJ;NOM;SG
強	vahvaa	強	vahva	N	ADJ;PRT;SG
強	voimakas	強	voimakas	N	ADJ;NOM;SG
選舉	vaali	選舉	vaali	V	N;NOM;SG
選舉	vaalit	選舉	vaali	V	N;NOM;PL
選舉	vaalit	選舉	vaali	V	N;NOM;PL
漢	han	漢	han	PROPN	N;NOM;SG
計劃	suunnitelma	計劃	suunnitelma	V	N;NOM;SG
計劃	suunnitelman	計劃	suunnitelma	V	N;GEN;SG
計劃	suunnitelmia	計劃	suunnitelma	V	N;PRT;PL
計劃	suunnitelmien	計劃	suunnitelma	V	N;GEN;PL
計劃	suunnitelmat	計劃	suunnitelma	V	N;NOM;PL
時代	times	時代	times	N	
形式	muodosta	形式	muoto	N	V;IMP;SG;2;FIN;ACT
鄭	zheng	鄭	zheng	PROPN	PROPN;NOM;SG
鄭	jeong	鄭	jeong	PROPN	N;NOM;SG
鄭	jung	鄭	jung	PROPN	N;NOM;SG
蔡	cai	蔡	cai	PROPN	N;NOM;SG
葉	lehti	葉	lehti	PROPN	N;NOM;SG
葉	yip	葉	yip	PROPN	N;NOM;SG
惠	megumi	惠	megumi	PROPN	N;NOM;SG
科技	tech	科技	tech	N	
蒙古	mongolian	蒙古	mongolia	PROPN	N;GEN;SG
蒙古	mongolian	蒙古	mongolia	PROPN	N;GEN;SG
教	opettaa	教	opettaa	N	V;IND;SG;3;PRS;FIN;ACT
教	opeta	教	opettaa	N	V;IMP;SG;2;FIN;ACT
教	opettaa	教	opettaa	N	V;IND;SG;3;PRS;FIN;ACT
解放	vapautuminen	解放	vapautuminen	V	N;NOM;SG
解放	vapautus	解放	vapautus	V	N;NOM;SG
解放	vapautuminen	解放	vapautuminen	V	N;NOM;SG
祖	joen	祖	joki	PROPN	N;GEN;SG
祖	joe	祖	joe	PROPN	PROPN;NOM;SG
球隊	team	球隊	team	N	
左	vasemmalle	左	vasen	N	ADJ;AT+ALL;SG
左	vasemmalla	左	vasen	N	ADJ;AT+ESS
;SG
自然	luonnollisesti	自然	luonnollisesti	N	ADV
自然	luonnolliset	自然	luonnollinen	N	ADJ;NOM;PL
自然	luonnollinen	自然	luonnollinen	N	ADJ;NOM;SG
自然	luonnollista	自然	luonnollinen	N	ADJ;PRT;SG
台北	taipei	台北	taipea	PROPN	N;NOM;SG
澳門	macaon	澳門	maca	PROPN	N;GEN;SG
澳門	macaon	澳門	maca	PROPN	N;GEN;SG
經濟	taloudelliset	經濟	taloudellinen	N	ADJ;NOM;PL
經濟	taloudellinen	經濟	taloudellinen	N	ADJ;NOM;SG
傑	jie	傑	jiedä	PROPN	PROPN;NOM;SG
傑	jay	傑	jay	PROPN	PROPN;NOM;SG
切	leikkaa	切	leikata	ADV	V;IMP;SG;2;FIN;ACT
切	leikata	切	leikata	ADV	V;SG;NFIN;ACT
一起	kimpassa	一起	kimpassa	N	ADV
一起	yhdessä	一起	yhdessä	N	ADV
越南	vietnamin	越南	vietnamin	PROPN	N;GEN;SG
越南	vietnam	越南	vieton	PROPN	N;NOM;SG
越南	vietnamiin	越南	vieton	PROPN	N;IN+ALL;PL
越南	vietnamissa	越南	vietama	PROPN	N;IN+ESS;SG
越南	vietnamin	越南	vietnamin	PROPN	N;GEN;SG
越南	vietnam	越南	vieton	PROPN	N;NOM;SG
權	kwon	權	kwon	PROPN	N;NOM;SG
快速	nopea	快速	nopea	N	ADJ;NOM;SG
快速	nopeasti	快速	nopeasti	N	ADV
快速	nopeaa	快速	nopea	N	ADJ;PRT;SG
快速	nopea	快速	nopea	N	ADJ;NOM;SG
快速	nopeasti	快速	nopeasti	N	ADV
學	oppia	學	oppia	N	V;SG;NFIN;ACT
學	oppia	學	oppia	N	V;SG;NFIN;ACT
學	opi	學	oppia	N	V;IMP;SG;2;FIN;ACT
百	sata	百	sata	PROPN	NUM;NOM;SG
百	hundred	百	hundred	PROPN	
廣	laaja	廣	laaja	ADV	ADJ;NOM;SG
廣	leveä	廣	leveä	ADV	ADJ;NOM;SG
廣	laaja	廣	laaja	ADV	ADJ;NOM;SG
相同	sama	相同	sama	ADJ	PRO;NOM;SG
相同	samoin	相同	samoin	ADJ	ADV
相同	samaa	相同	sama	ADJ	PRO;PRT;SG
億	miljardi	億	miljardi	PROPN	N;NOM;SG
億	miljardia	億	miljardi	PROPN	N;PRT;SG
松	pine	松	pine	PROPN	PROPN;NOM;SG
銀	hopeinen	銀	hopeinen	N	ADJ;NOM;SG
銀	silver	銀	silver	N	
南京	nanjing	南京	nanjing	PROPN	N;NOM;SG
南京	nanjing	南京	nanjing	PROPN	N;NOM;SG
交流	vaihtaa	交流	vaihtaa	N	V;SG;NFIN;ACT
排名	ranking	排名	ranking	V	N;NOM;SG
排名	arvo	排名	arvo	V	N;NOM;SG
韓國	korealainen	韓國	korealainen	PROPN	ADJ;NOM;SG
韓國	korean	韓國	korea	PROPN	N;GEN;SG
韓國	korean	韓國	korea	PROPN	N;GEN;SG
韓國	korea	韓國	korea	PROPN	N;NOM;SG
行動	toimi	行動	toimia	N	V;IMP;SG;2;FIN;ACT
行動	toimia	行動	toimia	N	V;SG;NFIN;ACT
行動	toimia	行動	toimia	N	V;SG;NFIN;ACT
立法	lainsäädäntöä	立法	lain#säädäntö	V	N;PRT;SG
立法	lainsäädännön	立法	lain#säädäntö	V	N;GEN;SG
立法	lainsäädäntö	立法	lain#säädäntö	V	N;NOM;SG
熱帶	trooppinen	熱帶	trooppinen	N	ADJ;NOM;SG
熱帶	trooppisten	熱帶	trooppinen	N	ADJ;GEN;PL
漫畫	piirrettyjä	漫畫	piirretty	N	V;PRT;PL;V.PTCP;PASS
漫畫	piirretty	漫畫	piirtää	N	V;NOM;SG;V.PTCP;PASS
短	lyhyet	短	lyhyt	PART	ADJ;NOM;PL
短	lyhyt	短	lyhyt	PART	ADJ;NOM;SG
大型	suuret	大型	suuri	N	ADJ;NOM;PL
大型	suuria	大型	suuri	N	ADJ;PRT;PL
大型	iso	大型	iso	N	ADJ;NOM;SG
大型	suuri	大型	suuri	N	ADJ;NOM;SG
凱	kai	凱	kai	PROPN	ADV
凱	kay	凱	kay	PROPN	PROPN;NOM;SG
生物	biologinen	生物	biologinen	N	ADJ;NOM;SG
冠	crown	冠	crown	N	
空	tyhjennä	空	tyhjentää	N	V;IMP;SG;2;FIN;ACT
空	tyhjä	空	tyhjä	N	ADJ;NOM;SG
雪	lumisade	雪	lumi#sade	PROPN	N;NOM;SG
雪	lunta	雪	lumi	PROPN	N;PRT;SG
雪	lumi	雪	lumi	PROPN	N;NOM;SG
牛	bull	牛	bull	N	
火	tuli	火	tulla	N	V;IND;SG;0;PST;FIN;ACT
攻擊	iskujen	攻擊	isku	V	N;GEN;PL
攻擊	hyökkäykset	攻擊	hyökkäys	V	N;NOM;PL
攻擊	iskut	攻擊	isku	V	N;NOM;PL
攻擊	hyökkäys	攻擊	hyökkäys	V	N;NOM;SG
攻擊	hyökkäys	攻擊	hyökkäys	V	N;NOM;SG
攻擊	pahoinpitely	攻擊	pahoin#pitely	V	N;NOM;SG
十二	twelve	十二	twelve	NUM	
新加坡	singaporessa	新加坡	singapori	PROPN	N;IN+ESS;SG
新加坡	singaporen	新加坡	singapori	PROPN	N;GEN;SG
琳	lynn	琳	lyntää	PROPN	PROPN;NOM;SG
西部	west	西部	west	N	PROPN;NOM;SG
西部	läntinen	西部	läntinen	N	ADJ;NOM;SG
西部	western	西部	western	N	
西部	läntinen	西部	läntinen	N	ADJ;NOM;SG
土	multa	土	minä	N	PRO;AT+ABL;SG
早期	aikaisin	早期	aikaisin	N	ADV
早期	varhainen	早期	varhainen	N	ADJ;NOM;SG
早期	aikainen	早期	aikainen	N	ADJ;NOM;SG
速度	speed	速度	speed	N	
合併	fuusio	合併	fuusio	V	N;NOM;SG
合併	sulautuminen	合併	sulautuminen	V	N;NOM;SG
合併	yhdistäminen	合併	yhdistäminen	V	N;NOM;SG
合併	yhdistäminen	合併	yhdistäminen	V	N;NOM;SG
合併	yhdistyminen	合併	yhdistyminen	V	N;NOM;SG
合併	vakauttaminen	合併	vakauttaminen	V	N;NOM;SG
發表	julkaiseminen	發表	julkaiseminen	V	N;NOM;SG
發表	julkaisu	發表	julkaisu	V	N;NOM;SG
低	alemmas	低	alemmas	PART	ADV
低	alempi	低	alempi	PART	ADJ;NOM;SG
