από	from	από	from	ADP	PROPN
έκανε	сделаны	κάνω	делать	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;PL;PST;V.PTCP;PASS
ξεκίνησε	начали	ξεκινώ	начать	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;IND;PL;PST;FIN;ACT
ξεκίνησε	начато	ξεκινώ	начать	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;NEUT;SG;PST;V.PTCP;PASS
ξεκίνησε	началось	ξεκινώ	начаться	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;NEUT;IND;SG;PST;FIN;MID
πρώτος	первый	πρώτος	первый	NUM;NOM;MASC;SG	ADJ;NOM;MASC;SG
πρώτος	сначала	πρώτος	сначала	NUM;NOM;MASC;SG	ADV
πρώτος	первое	πρώτος	первый	NUM;NOM;MASC;SG	ADJ;NOM;NEUT;SG
πρώτος	первая	πρώτος	первый	NUM;NOM;MASC;SG	ADJ;NOM;FEM;SG
πρώτος	first	πρώτος	first	NUM;NOM;MASC;SG	PROPN
κάνει	сделано	κάνω	делать	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PFV;NEUT;SG;PST;V.PTCP;PASS
ηπα	usa	λπο	usa	N	PROPN
ανάμεσα	между	ανάμεσα	между	ADV	ADP
δεύτερη	секунда	δεύτερος	секунда	NUM;NOM;FEM;SG	N;INAN;NOM;FEM;SG
δεύτερη	второй	δεύτερος	второй	NUM;NOM;FEM;SG	ADJ;NOM;MASC;SG
δεύτερη	вторая	δεύτερος	второй	NUM;NOM;FEM;SG	ADJ;NOM;FEM;SG
δεύτερη	второе	δεύτερος	второй	NUM;NOM;FEM;SG	ADJ;NOM;NEUT;SG
μάχη	битва	μάχη	битва	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
μάχη	бой	μάχη	бой	N;ACC;FEM;SG	N;INAN;NOM;MASC;SG
μάχη	сражение	μάχη	сражение	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
μάχη	боевая	μάχη	боевой	N;ACC;FEM;SG	ADJ;NOM;FEM;SG
μάχη	бой	μάχη	бой	N;ACC;FEM;SG	N;INAN;NOM;MASC;SG
μάχη	бой	μάχη	бой	N;ACC;FEM;SG	N;INAN;NOM;MASC;SG
μάχη	драка	μάχη	драка	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
όλες	всем	όλος	все	ADJ;NOM;FEM;PL	PRO;ANIM;DAT;PL
όλες	всех	όλος	все	ADJ;NOM;FEM;PL	PRO;ANIM;ACC;PL
όλες	all	όλος	all	ADJ;NOM;FEM;PL	PROPN
όλες	все	όλος	все	ADJ;NOM;FEM;PL	PRO;INAN;NOM;NEUT;SG
κάποια	некоторых	κάποιος	некоторый	PRO;NOM;NEUT;PL;3	DET;GEN;PL
κάποια	некоторые	κάποιος	некоторый	PRO;NOM;NEUT;PL;3	DET;NOM;PL
δείτε	видишь	βλέπω	видеть	V;PFV;IMP;PL;2;FIN;ACT	V;IPFV;IND;SG;2;PRS;FIN;ACT
δείτε	см	βλέπω	сантиметр	V;PFV;IMP;PL;2;FIN;ACT	ADV
δείτε	смотрите	βλέπω	смотреть	V;PFV;IMP;PL;2;FIN;ACT	V;IPFV;IMP;PL;2;FIN;ACT
δείτε	смотреть	βλέπω	смотреть	V;PFV;IMP;PL;2;FIN;ACT	V;IPFV;NFIN;ACT
δείτε	часы	βλέπω	часы	V;PFV;IMP;PL;2;FIN;ACT	N;INAN;NOM;MASC;PL
πόλεμο	войны	πόλεμος	война	N;ACC;MASC;SG	N;INAN;NOM;FEM;PL
πόλεμο	war	πόλεμος	war	N;ACC;MASC;SG	PROPN
πόλεμο	война	πόλεμος	война	N;ACC;MASC;SG	N;INAN;NOM;FEM;SG
πρώην	бывший	πρώην	бывший	ADV	ADJ;NOM;MASC;SG
πρώην	прежний	πρώην	прежний	ADV	ADJ;NOM;MASC;SG
πρώην	бывшей	πρώην	бывший	ADV	ADJ;INS;FEM;SG
πρώην	бывшие	πρώην	бывший	ADV	ADJ;NOM;PL
πρώην	бывшая	πρώην	бывший	ADV	ADJ;NOM;FEM;SG
εικόνα	изображения	εικόνα	изображение	N;NOM;FEM;SG	N;INAN;NOM;NEUT;PL
έλαβε	получено	λαμβάνω	получить	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;NEUT;SG;PST;V.PTCP;PASS
έλαβε	получен	λαμβάνω	получить	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;MASC;SG;PST;V.PTCP;PASS
έλαβε	полученная	λαμβάνω	получить	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;NOM;FEM;SG;PST;V.PTCP;PASS
έλαβε	полученные	λαμβάνω	получить	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;NOM;PL;PST;V.PTCP;PASS
έλαβε	получены	λαμβάνω	получить	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;PL;PST;V.PTCP;PASS
επίσημη	официальных	επίσημος	официальный	ADJ;NOM;FEM;SG	ADJ;GEN;PL
επίσημη	официальные	επίσημος	официальный	ADJ;NOM;FEM;SG	ADJ;NOM;PL
επίσημη	формальные	επίσημος	формальный	ADJ;NOM;FEM;SG	ADJ;NOM;PL
κατοίκους	обитатели	κάτοικος	обитатель	N;ACC;MASC;PL	N;ANIM;NOM;MASC;PL
κατοίκους	жители	κάτοικος	житель	N;ACC;MASC;PL	N;ANIM;NOM;MASC;PL
κατοίκους	жителей	κάτοικος	житель	N;ACC;MASC;PL	N;ANIM;GEN;MASC;PL
κατοίκους	резиденты	κάτοικος	резидент	N;ACC;MASC;PL	N;ANIM;NOM;MASC;PL
κατοίκους	жители	κάτοικος	житель	N;ACC;MASC;PL	N;ANIM;NOM;MASC;PL
βόρεια	северный	βόρεια	северный	ADV	ADJ;NOM;MASC;SG
βόρεια	северная	βόρεια	северный	ADV	ADJ;NOM;FEM;SG
βόρεια	север	βόρεια	север	ADV	N;INAN;NOM;MASC;SG
βόρεια	норт	βόρεια	норт	ADV	N;INAN;NOM;MASC;SG
βόρεια	северной	βόρεια	северный	ADV	ADJ;INS;FEM;SG
βόρεια	северный	βόρεια	северный	ADV	ADJ;NOM;MASC;SG
βόρεια	северная	βόρεια	северный	ADV	ADJ;NOM;FEM;SG
βόρεια	северные	βόρεια	северный	ADV	ADJ;NOM;PL
βόρεια	северное	βόρεια	северный	ADV	ADJ;NOM;NEUT;SG
βόρεια	северной	βόρεια	северный	ADV	ADJ;INS;FEM;SG
πόλεις	городах	πόλη	город	N;NOM;FEM;PL	N;INAN;ESS;MASC;PL
πόλεις	городов	πόλη	город	N;NOM;FEM;PL	N;INAN;GEN;MASC;PL
αγώνα	гонки	αγώνας	гонка	N;ACC;MASC;SG	N;INAN;NOM;FEM;PL
αγώνα	гонка	αγώνας	гонка	N;ACC;MASC;SG	N;INAN;NOM;FEM;SG
αγώνα	расы	αγώνας	раса	N;ACC;MASC;SG	N;INAN;NOM;FEM;PL
αγώνα	раса	αγώνας	раса	N;ACC;MASC;SG	N;INAN;NOM;FEM;SG
αγώνα	матч	αγώνας	матч	N;ACC;MASC;SG	N;INAN;NOM;MASC;SG
αγώνα	совпадение	αγώνας	совпадение	N;ACC;MASC;SG	N;INAN;NOM;NEUT;SG
αγώνα	бой	αγώνας	бой	N;ACC;MASC;SG	N;INAN;NOM;MASC;SG
αγώνα	драка	αγώνας	драка	N;ACC;MASC;SG	N;INAN;NOM;FEM;SG
σελίδα	страницу	σελίδα	страница	N;NOM;FEM;SG	N;INAN;ACC;FEM;SG
σελίδα	page	σελίδα	page	N;NOM;FEM;SG	PROPN
σελίδα	страницы	σελίδα	страница	N;NOM;FEM;SG	N;INAN;NOM;FEM;PL
χρησιμοποιείται	использовано	χρησιμοποιώ	использовать	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
χρησιμοποιείται	используемые	χρησιμοποιώ	использовать	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IPFV;NOM;PL;PRS;V.PTCP;PASS
χρησιμοποιείται	использован	χρησιμοποιώ	использовать	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
πρώτα	первый	πρώτα	первый	ADV	ADJ;NOM;MASC;SG
πρώτα	первое	πρώτα	первый	ADV	ADJ;NOM;NEUT;SG
πρώτα	первая	πρώτα	первый	ADV	ADJ;NOM;FEM;SG
πρώτα	first	πρώτα	first	ADV	PROPN
μέγεθος	размеры	μέγεθος	размер	N;NOM;NEUT;SG	N;INAN;NOM;MASC;PL
θεωρείται	рассмотрел	θεωρώ	рассмотреть	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;PFV;MASC;IND;SG;PST;FIN;ACT
εδώ	вот	εδώ	вот	ADV	PART
νότια	южные	νότιος	южный	ADV	ADJ;NOM;PL
νότια	южная	νότιος	южный	ADV	ADJ;NOM;FEM;SG
νότια	южный	νότιος	южный	ADV	ADJ;NOM;MASC;SG
νότια	южной	νότιος	южный	ADV	ADJ;INS;FEM;SG
νότια	южное	νότιος	южный	ADV	ADJ;NOM;NEUT;SG
νότια	южная	νότιος	южный	ADV	ADJ;NOM;FEM;SG
νότια	юг	νότιος	юг	ADV	N;INAN;NOM;MASC;SG
νότια	южный	νότιος	южный	ADV	ADJ;NOM;MASC;SG
νότια	южной	νότιος	южный	ADV	ADJ;INS;FEM;SG
σημείο	point	σημείο	point	N;NOM;NEUT;SG	PROPN
σχέση	взаимосвязь	σχέση	взаимосвязь	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
σχέση	взаимоотношения	σχέση	взаимоотношение	N;ACC;FEM;SG	N;INAN;NOM;NEUT;PL
σχέση	отношения	σχέση	отношение	N;ACC;FEM;SG	N;INAN;NOM;NEUT;PL
περίπτωση	случае	περίπτωση	случай	N;ACC;FEM;SG	N;INAN;ESS;MASC;SG
περίπτωση	случай	περίπτωση	случай	N;ACC;FEM;SG	N;INAN;NOM;MASC;SG
περίπτωση	дело	περίπτωση	дело	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
περίπτωση	кейс	περίπτωση	кейс	N;ACC;FEM;SG	N;INAN;NOM;MASC;SG
νέο	новые	νέος	новый	ADJ;ACC;NEUT;SG	ADJ;NOM;PL
νέο	новинка	νέος	новинка	ADJ;ACC;NEUT;SG	N;INAN;NOM;FEM;SG
νέο	новая	νέος	новый	ADJ;ACC;NEUT;SG	ADJ;NOM;FEM;SG
νέο	новый	νέος	новый	ADJ;ACC;NEUT;SG	ADJ;NOM;MASC;SG
νέο	новых	νέος	новый	ADJ;ACC;NEUT;SG	ADJ;GEN;PL
νέο	новое	νέος	новый	ADJ;ACC;NEUT;SG	ADJ;NOM;NEUT;SG
έτος	год	έτος	год	N;ACC;NEUT;SG	N;INAN;NOM;MASC;SG
ένωση	union	ένωση	union	N;NOM;FEM;SG	PROPN
ένωση	союза	ένωση	союз	N;NOM;FEM;SG	N;INAN;GEN;MASC;SG
ένωση	ассоциации	ένωση	ассоциация	N;NOM;FEM;SG	N;INAN;NOM;FEM;PL
περισσότερο	еще	πολύ	еще	ADV;CMPR	ADV
βασιλιά	король	βασιλιάς	король	N;ACC;MASC;SG	N;ANIM;NOM;MASC;SG
βασιλιά	кинг	βασιλιάς	кинг	N;ACC;MASC;SG	N;INAN;NOM;MASC;SG
βασιλιά	царь	βασιλιάς	царь	N;ACC;MASC;SG	N;ANIM;NOM;MASC;SG
βασιλιά	king	βασιλιάς	king	N;ACC;MASC;SG	PROPN
πολιτικός	политик	πολιτικός	политик	ADJ;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
μεγαλύτερη	старшая	μεγάλος	старший	ADJ;NOM;CMPR;FEM;SG	ADJ;NOM;FEM;SG
πέθανε	умри	πεθαίνω	умери	V;PFV;IND;SG;3;PST;FIN;ACT	V;IPFV;IMP;SG;2;FIN;ACT
πέθανε	die	πεθαίνω	die	V;PFV;IND;SG;3;PST;FIN;ACT	
ανά	пер	ανά	перо	ADP	N;INAN;NOM;MASC;SG
μουσική	музыка	μουσικός	музыка	ADJ;NOM;FEM;SG	N;INAN;NOM;FEM;SG
μουσική	музыку	μουσικός	музыка	ADJ;NOM;FEM;SG	N;INAN;ACC;FEM;SG
μουσική	music	μουσικός	music	ADJ;NOM;FEM;SG	PROPN
κόσμο	космо	κόσμος	космический	N;ACC;MASC;SG	ADV
κόσμο	world	κόσμος	world	N;ACC;MASC;SG	PROPN
κόσμο	мир	κόσμος	мир	N;ACC;MASC;SG	N;INAN;NOM;MASC;SG
άτομα	лиц	άτομο	лицо	N;NOM;NEUT;PL	N;ANIM;GEN;NEUT;PL
άτομα	лиц	άτομο	лицо	N;NOM;NEUT;PL	N;ANIM;GEN;NEUT;PL
άτομα	народ	άτομο	народ	N;NOM;NEUT;PL	N;INAN;NOM;MASC;SG
άτομα	людей	άτομο	человек	N;NOM;NEUT;PL	N;ANIM;GEN;MASC;PL
δεύτερο	секунда	δεύτερος	секунда	NUM;NOM;NEUT;SG	N;INAN;NOM;FEM;SG
δεύτερο	второй	δεύτερος	второй	NUM;NOM;NEUT;SG	ADJ;NOM;MASC;SG
δεύτερο	вторая	δεύτερος	второй	NUM;NOM;NEUT;SG	ADJ;NOM;FEM;SG
δεύτερο	второе	δεύτερος	второй	NUM;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
είδος	type	είδος	type	N;NOM;NEUT;SG	PROPN
είδος	видов	είδος	вид	N;NOM;NEUT;SG	N;INAN;GEN;MASC;PL
είδος	виды	είδος	вид	N;NOM;NEUT;SG	N;INAN;NOM;MASC;PL
αρκετά	хватит	αρκετά	хватить	ADV	V;PFV;IND;SG;3;FUT;FIN;ACT
αρκετά	достаточно	αρκετά	достаточный	ADV	ADJ;NEUT;SG
μεγαλύτερο	старшая	μεγάλος	старший	ADJ;NOM;CMPR;NEUT;SG	ADJ;NOM;FEM;SG
εκείνη	she	εκείνος	she	PRO;ACC;FEM;SG;3	PROPN
εκείνη	она	εκείνος	она	PRO;ACC;FEM;SG;3	PRO;NOM;FEM;SG;3
χώρες	стран	χώρα	страна	N;NOM;FEM;PL	N;INAN;GEN;FEM;PL
χώρο	пространство	χώρος	пространство	N;ACC;MASC;SG	N;INAN;NOM;NEUT;SG
χώρο	космической	χώρος	космический	N;ACC;MASC;SG	ADJ;INS;FEM;SG
χώρο	космос	χώρος	космос	N;ACC;MASC;SG	N;INAN;NOM;MASC;SG
χώρο	space	χώρος	space	N;ACC;MASC;SG	PROPN
σχολή	школе	σχολή	школа	N;NOM;FEM;SG	N;INAN;DAT;FEM;SG
σχολή	school	σχολή	school	N;NOM;FEM;SG	PROPN
σχολή	школы	σχολή	школа	N;NOM;FEM;SG	N;INAN;NOM;FEM;PL
όρος	горы	όρος	гора	N;NOM;MASC;SG	N;INAN;NOM;FEM;PL
βασιλιάς	king	βασιλιάς	king	N;NOM;MASC;SG	PROPN
παιδιά	boys	παιδί	boys	N;NOM;NEUT;PL	PROPN
παιδιά	мальчиков	παιδί	мальчик	N;NOM;NEUT;PL	N;ANIM;GEN;MASC;PL
παιδιά	kids	παιδί	kids	N;NOM;NEUT;PL	PROPN
παιδιά	ребят	παιδί	ребята	N;NOM;NEUT;PL	N;ANIM;GEN;NEUT;PL
παιδιά	детей	παιδί	ребенок	N;NOM;NEUT;PL	N;ANIM;ACC;MASC;PL
βραβείο	награду	βραβείο	награда	N;NOM;NEUT;SG	N;INAN;ACC;FEM;SG
άρχισε	начали	αρχίζω	начать	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;IND;PL;PST;FIN;ACT
άρχισε	начато	αρχίζω	начать	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;NEUT;SG;PST;V.PTCP;PASS
άρχισε	началось	αρχίζω	начаться	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;NEUT;IND;SG;PST;FIN;MID
φαίνεται	кажется	φαίνομαι	казаться	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IPFV;IND;SG;3;PRS;FIN;MID
φαίνεται	выглядит	φαίνομαι	выглядеть	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IPFV;IND;SG;3;PRS;FIN;ACT
αρχαία	древних	αρχαίος	древний	ADJ;NOM;FEM;SG	ADJ;GEN;PL
αρχαία	древние	αρχαίος	древний	ADJ;NOM;FEM;SG	ADJ;NOM;PL
μήκος	протяженность	μήκος	протяженность	N;ACC;NEUT;SG	N;INAN;NOM;FEM;SG
μήκος	длина	μήκος	длина	N;ACC;NEUT;SG	N;INAN;NOM;FEM;SG
μήκος	продолжительность	μήκος	продолжительность	N;ACC;NEUT;SG	N;INAN;NOM;FEM;SG
κυκλοφόρησε	выпущено	κυκλοφορώ	выпустить	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;NEUT;SG;PST;V.PTCP;PASS
κυκλοφόρησε	освобождены	κυκλοφορώ	освободить	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;PL;PST;V.PTCP;PASS
κυκλοφόρησε	выпущен	κυκλοφορώ	выпустить	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;MASC;SG;PST;V.PTCP;PASS
κυκλοφόρησε	выпущена	κυκλοφορώ	выпустить	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;FEM;SG;PST;V.PTCP;PASS
τι	какие	τι	какой	PRO;NOM;NEUT;SG;3	DET;NOM;PL
τι	какая	τι	какой	PRO;NOM;NEUT;SG;3	DET;NOM;FEM;SG
τι	какой	τι	какой	PRO;NOM;NEUT;SG;3	DET;NOM;MASC;SG
χρονιά	год	χρονιά	год	N;ACC;FEM;SG	N;INAN;NOM;MASC;SG
παραγωγή	производства	παραγωγή	производство	N;NOM;FEM;SG	N;INAN;NOM;NEUT;PL
ελληνικά	греческая	ελληνικός	греческий	ADV	ADJ;NOM;FEM;SG
ελληνικά	греки	ελληνικός	грек	ADV	N;ANIM;NOM;MASC;PL
ελληνικά	греков	ελληνικός	грек	ADV	N;ANIM;GEN;MASC;PL
ελληνικά	греческий	ελληνικός	греческий	ADV	ADJ;NOM;MASC;SG
δυνάμεις	сил	δύναμη	сила	N;NOM;FEM;PL	N;INAN;GEN;FEM;PL
γαλλία	франции	γαλλία	франция	PROPN;ACC;FEM;SG	N;INAN;NOM;FEM;PL
γαλλία	франс	γαλλία	франс	PROPN;ACC;FEM;SG	N;INAN;NOM;MASC;SG
γαλλία	франция	γαλλία	франция	PROPN;ACC;FEM;SG	N;INAN;NOM;FEM;SG
γαλλία	france	γαλλία	france	PROPN;ACC;FEM;SG	PROPN
ελληνικό	греки	ελληνικός	грек	ADJ;NOM;NEUT;SG	N;ANIM;NOM;MASC;PL
ελληνικό	греков	ελληνικός	грек	ADJ;NOM;NEUT;SG	N;ANIM;GEN;MASC;PL
ευρώπη	europe	ευρώπη	europe	PROPN;ACC;FEM;SG	PROPN
ευρώπη	европу	ευρώπη	европа	PROPN;ACC;FEM;SG	N;INAN;ACC;FEM;SG
ευρώπη	европа	ευρώπη	европа	PROPN;ACC;FEM;SG	N;INAN;NOM;FEM;SG
ευρώπη	европы	ευρώπη	европа	PROPN;ACC;FEM;SG	N;INAN;NOM;FEM;SG
δεκαετία	десятилетие	δεκαετία	десятилетие	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
δεκαετία	десятилетия	δεκαετία	десятилетие	N;ACC;FEM;SG	N;INAN;NOM;NEUT;PL
γνωστό	известные	γνωστός	известный	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
παγκόσμιο	глобальные	παγκόσμιος	глобальный	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
παγκόσμιο	global	παγκόσμιος	global	ADJ;NOM;NEUT;SG	PROPN
βιβλίο	книгу	βιβλίο	книга	N;NOM;NEUT;SG	N;INAN;ACC;FEM;SG
διάστημα	космической	διάστημα	космический	N;NOM;NEUT;SG	ADJ;INS;FEM;SG
διάστημα	space	διάστημα	space	N;NOM;NEUT;SG	PROPN
οικογένεια	семейное	οικογένεια	семейный	N;NOM;FEM;SG	ADJ;NOM;NEUT;SG
οικογένεια	семьи	οικογένεια	семья	N;NOM;FEM;SG	N;INAN;NOM;FEM;PL
οικογένεια	родные	οικογένεια	родной	N;NOM;FEM;SG	ADJ;NOM;PL
παραπάνω	выше	παραπάνω	высокий	ADV	ADJ;CMPR
υπουργός	министра	υπουργός	министр	N;NOM;MASC;SG	N;ANIM;ACC;MASC;SG
σεζόν	сезон	σεζόν	сезон	N;ACC;FEM;SG	N;INAN;NOM;MASC;SG
πρότυπο	модели	πρότυπο	модель	N;NOM;NEUT;SG	N;INAN;NOM;FEM;PL
πρότυπο	model	πρότυπο	model	N;NOM;NEUT;SG	PROPN
πρότυπο	стандартные	πρότυπο	стандартный	N;NOM;NEUT;SG	ADJ;NOM;PL
πρότυπο	стандартная	πρότυπο	стандартный	N;NOM;NEUT;SG	ADJ;NOM;FEM;SG
πρότυπο	стандартный	πρότυπο	стандартный	N;NOM;NEUT;SG	ADJ;NOM;MASC;SG
πρότυπο	standard	πρότυπο	standard	N;NOM;NEUT;SG	PROPN
θάνατο	death	θάνατος	death	N;ACC;MASC;SG	PROPN
θάνατο	смерть	θάνατος	смерть	N;ACC;MASC;SG	N;INAN;NOM;FEM;SG
εταιρεία	company	εταιρεία	company	N;NOM;FEM;SG	PROPN
εταιρεία	компании	εταιρεία	компания	N;NOM;FEM;SG	N;INAN;NOM;FEM;PL
σώμα	body	σώμα	body	N;NOM;NEUT;SG	PROPN
σώμα	тела	σώμα	тело	N;NOM;NEUT;SG	N;INAN;NOM;NEUT;PL
σώμα	корпуса	σώμα	корпус	N;NOM;NEUT;SG	N;INAN;NOM;MASC;PL
πρωτεύουσα	capital	πρωτεύουσα	capital	N;NOM;FEM;SG	PROPN
παράλληλα	параллельное	παράλληλα	параллельный	ADV	ADJ;NOM;NEUT;SG
παράλληλα	параллель	παράλληλα	параллель	ADV	N;INAN;NOM;FEM;SG
παράλληλα	параллельные	παράλληλα	параллельный	ADV	ADJ;NOM;PL
παράλληλα	параллельных	παράλληλα	параллельный	ADV	ADJ;GEN;PL
σύνολο	всего	σύνολο	все	N;NOM;NEUT;SG	PRO;INAN;GEN;NEUT;SG
σύνολο	итого	σύνολο	итого	N;NOM;NEUT;SG	ADV
γνωστή	известные	γνωστός	известный	ADJ;NOM;FEM;SG	ADJ;NOM;PL
κατάσταση	статус	κατάσταση	статус	N;ACC;FEM;SG	N;INAN;NOM;MASC;SG
κατάσταση	состояние	κατάσταση	состояние	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
κατάσταση	ситуация	κατάσταση	ситуация	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
κατάσταση	положение	κατάσταση	положение	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
κατάσταση	условие	κατάσταση	условие	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
κατάσταση	состояние	κατάσταση	состояние	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
νησί	острова	νησί	остров	N;NOM;NEUT;SG	N;INAN;NOM;MASC;PL
νησί	island	νησί	island	N;NOM;NEUT;SG	PROPN
νησί	островных	νησί	островной	N;NOM;NEUT;SG	ADJ;GEN;PL
επίπεδο	уровня	επίπεδο	уровень	N;NOM;NEUT;SG	N;INAN;GEN;MASC;SG
επίπεδο	level	επίπεδο	level	N;NOM;NEUT;SG	PROPN
επιτυχία	успеха	επιτυχία	успех	N;NOM;FEM;SG	N;INAN;GEN;MASC;SG
γερμανία	германия	γερμανία	германий	PROPN;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
γερμανία	германию	γερμανία	германия	PROPN;ACC;FEM;SG	N;INAN;ACC;NEUT;SG
γερμανία	германии	γερμανία	германия	PROPN;ACC;FEM;SG	N;INAN;ESS;NEUT;SG
άλλους	другие	άλλος	другой	PRO;NOM;MASC;PL;3	ADJ;NOM;PL
άλλους	прочие	άλλος	прочий	PRO;NOM;MASC;PL;3	ADJ;NOM;PL
