през	through	през	through	ADP	
избран	scelti	избера	scegliere	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
избран	selezionati	избера	selezionato	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;MASC;PL
избран	selezionate	избера	selezionato	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PL;PST;V.PTCP
марк	marc	марк	marc	PROPN;INDF;MASC;SG	N;SG
марк	segna	марк	segnare	PROPN;INDF;MASC;SG	V;IND;SG;3;PRS;FIN
марк	marco	марк	marco	PROPN;INDF;MASC;SG	N;MASC;SG
марк	contrassegna	марк	contrassegna	PROPN;INDF;MASC;SG	V;IND;SG;3;PRS;FIN
марк	mark	марк	mark	PROPN;INDF;MASC;SG	N
запад	occidentale	запад	occidentale	N;INDF;MASC;SG	ADJ;SG
революционер	rivoluzionario	революционер	rivoluzionario	N;INDF;MASC;SG	ADJ;MASC;SG
революционер	rivoluzionari	революционер	rivoluzionario	N;INDF;MASC;SG	N;MASC;PL
революционер	rivoluzionaria	революционер	rivoluzionario	N;INDF;MASC;SG	ADJ;FEM;SG
италиански	italiani	италиански	italiano	ADJ;INDF;MASC;SG	N;MASC;PL
създава	crea	създавам	creare	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IMP;SG;2;PRS;FIN
москва	mosca	москва	mosca	PROPN;INDF;FEM;SG	N;FEM;SG
как	how	как	how	ADV	N
китай	porcellane	китай	porcellana	N;INDF;MASC;SG	N;FEM;PL
свети	sacro	свет	sacro	N;INDF;MASC;SG	ADJ;MASC;SG
свети	porca	свет	porca	N;INDF;MASC;SG	ADJ;FEM;SG
кариера	carriere	кариера	carriera	N;INDF;FEM;SG	N;FEM;PL
лига	leghe	лига	leghe	N;INDF;FEM;SG	N;FEM;PL
роман	romana	роман	romano	N;INDF;MASC;SG	ADJ;FEM;SG
роман	romano	роман	romano	N;INDF;MASC;SG	ADJ;MASC;SG
роман	romani	роман	romano	N;INDF;MASC;SG	ADJ;MASC;PL
политически	politico	политически	politico	ADV	ADJ;MASC;SG
америка	america	америка	americo	PROPN;INDF;FEM;SG	ADJ;FEM;SG
другите	altre	друг	altro	ADJ;DEF;PL	DET;FEM;PL
другите	altri	друг	altro	ADJ;DEF;PL	PRO;MASC;PL
произход	origini	произход	origine	N;INDF;MASC;SG	N;FEM;PL
произход	originari	произход	originario	N;INDF;MASC;SG	ADJ;MASC;PL
произход	originario	произход	originario	N;INDF;MASC;SG	ADJ;MASC;SG
произход	originarie	произход	originario	N;INDF;MASC;SG	ADJ;FEM;PL
произход	origini	произход	origine	N;INDF;MASC;SG	N;FEM;PL
фридрих	friedrich	фридрих	friedrich	PROPN;INDF;MASC;SG	N;MASC;SG
фридрих	frederick	фридрих	frederick	PROPN;INDF;MASC;SG	N;MASC
фридрих	federico	фридрих	federico	PROPN;INDF;MASC;SG	ADJ;MASC;SG
сърбия	serbia	сърбия	serbia	PROPN;INDF;FEM;SG	N;FEM;SG
първо	primi	първо	primo	ADV	ADJ;MASC;PL
първо	primo	първо	primo	ADV	ADJ;MASC;SG
силно	rumoroso	силно	rumoroso	ADV	ADJ;MASC;SG
силно	forte	силно	forte	ADV	ADJ;SG
силно	strong	силно	strong	ADV	N
силно	forti	силно	forte	ADV	ADJ;PL
силно	duro	силно	duro	ADV	ADJ;MASC;SG
силно	difficile	силно	difficile	ADV	ADJ;SG
силно	hard	силно	hard	ADV	N
силно	duri	силно	duro	ADV	ADJ;MASC;PL
силно	dura	силно	durare	ADV	V;IND;SG;3;PRS;FIN
михаил	michail	михаил	michail	PROPN;INDF;MASC;SG	N;MASC;SG
михаил	mihail	михаил	mihail	PROPN;INDF;MASC;SG	N;SG
всичко	tutto	всеки	tutto	PRO;NOM;NEUT;SG	PRO;MASC;SG
всичко	everything	всеки	everything	PRO;NOM;NEUT;SG	N
всичко	tutto	всеки	tutto	PRO;NOM;NEUT;SG	PRO;MASC;SG
всичко	tutte	всеки	tutto	PRO;NOM;NEUT;SG	DET;FEM;PL
всичко	tutti	всеки	tutto	PRO;NOM;NEUT;SG	PRO;MASC;PL
включително	incluso	включително	includere	ADV	V;MASC;SG;PST;V.PTCP
включително	compreso	включително	comprendere	ADV	V;MASC;SG;PST;V.PTCP
включително	compresi	включително	comprendere	ADV	V;MASC;PL;PST;V.PTCP
включително	compresa	включително	comprendere	ADV	V;FEM;SG;PST;V.PTCP
българско	bulgaro	български	bulgaro	ADV	ADJ;MASC;SG
българско	bulgari	български	bulgaro	ADV	N;MASC;PL
българско	bulgara	български	bulgaro	ADV	ADJ;FEM;SG
птица	uccelli	птица	uccello	N;INDF;FEM;SG	N;MASC;PL
добър	bravi	добър	bravo	ADJ;INDF;MASC;SG	ADJ;MASC;PL
добър	bene	добър	bene	ADJ;INDF;MASC;SG	ADV
държави	stati	държава	essere	N;INDF;FEM;PL	V;MASC;PL;PST;V.PTCP
бързо	quick	бързо	quick	ADV	N
бързо	veloci	бързо	veloce	ADV	ADJ;PL
бързо	rapido	бързо	rapido	ADV	ADJ;MASC;SG
бързо	veloce	бързо	veloce	ADV	ADJ;SG
бързо	veloci	бързо	veloce	ADV	ADJ;PL
бързо	fast	бързо	fast	ADV	N
бързо	veloce	бързо	veloce	ADV	ADJ;SG
бързо	rapido	бързо	rapido	ADV	ADJ;MASC;SG
личности	personalita	личност	personalitare	N;INDF;FEM;PL	N;FEM;SG
ссср	sovietici	ссср	sovietico	PROPN;INDF;MASC;SG	ADJ;MASC;PL
ссср	soviet	ссср	soviet	PROPN;INDF;MASC;SG	N
ссср	urss	ссср	urss	PROPN;INDF;MASC;SG	N;FEM
връх	montare	връх	montare	N;INDF;MASC;SG	V;NFIN
връх	monta	връх	monta	N;INDF;MASC;SG	V;IND;SG;3;PRS;FIN
учи	studio	уча-(се)	studio	V;IPFV;IMP;SG;2;FIN	N;MASC;SG
учи	studia	уча-(се)	studiare	V;IPFV;IMP;SG;2;FIN	V;IND;SG;3;PRS;FIN
ред	ordinare	ред	ordinare	N;INDF;MASC;SG	V;NFIN
ред	ordina	ред	ordinare	N;INDF;MASC;SG	V;IND;SG;3;PRS;FIN
ред	rosso	ред	rosso	N;INDF;MASC;SG	ADJ;MASC;SG
ред	rossa	ред	rosso	N;INDF;MASC;SG	ADJ;FEM;SG
турция	tacchino	турция	tacchino	PROPN;INDF;FEM;SG	N;MASC;SG
турция	turchia	турция	turchia	PROPN;INDF;FEM;SG	N;FEM;SG
макар	sebbene	макар	sebbene	ADP	CONJ
макар	sebbene	макар	sebbene	ADP	CONJ
планина	montare	планина	montare	N;INDF;FEM;SG	V;NFIN
планина	monta	планина	monta	N;INDF;FEM;SG	V;IND;SG;3;PRS;FIN
нещо	something	някой	something	PRO;NOM;INDF;NEUT;SG	N
ляво	sinistro	ляв	sinistro	ADV	N;MASC;SG
ляво	sinistra	ляв	sinistra	ADV	N;FEM;SG
ляво	lasciato	ляв	lasciare	ADV	V;MASC;SG;PST;V.PTCP
сан	san	сан	sano	PROPN;INDF;MASC;SG	PROPN
бразилия	brasile	бразилия	brasile	PROPN;INDF;FEM;SG	N;MASC;SG
бразилия	brasil	бразилия	brasil	PROPN;INDF;FEM;SG	N;MASC
начало	inizia	начало	iniziare	N;INDF;NEUT;SG	V;IND;SG;3;PRS;FIN
начало	iniziare	начало	iniziare	N;INDF;NEUT;SG	V;NFIN
начало	avvia	начало	avviare	N;INDF;NEUT;SG	V;IND;SG;3;PRS;FIN
биография	bio	биография	bio	N;INDF;FEM;SG	V;IND;SG;3;PRS;FIN
биография	biografie	биография	biografia	N;INDF;FEM;SG	N;FEM;PL
движение	sposta	движение	spostare	N;INDF;NEUT;SG	V;IND;SG;3;PRS;FIN
движение	muovi	движение	muovere	N;INDF;NEUT;SG	V;IND;SG;2;PRS;FIN
движение	muoversi	движение	muoverso	N;INDF;NEUT;SG	
движение	spostati	движение	spostato	N;INDF;NEUT;SG	V;MASC;PL;PST;V.PTCP
движение	movimenti	движение	movimento	N;INDF;NEUT;SG	N;MASC;PL
актьор	attori	актьор	attore	N;INDF;MASC;SG	N;MASC;PL
централна	central	централен	central	ADJ;INDF;FEM;SG	N
централна	centrale	централен	centrale	ADJ;INDF;FEM;SG	N;MASC;SG
париж	paris	париж	paris	PROPN;INDF;MASC;SG	
париж	parigi	париж	parigo	PROPN;INDF;MASC;SG	N;MASC;SG
починал	deceduti	почина-(си)	decedere	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT	V;MASC;PL;PST;V.PTCP
книга	prenota	книга	prenota	N;INDF;FEM;SG	V;IMP;SG;2;PRS;FIN
какво	cosa	какъв	cosa	DET;NEUT;SG	PRO;SG
йорк	york	йорк	york	PROPN;INDF;MASC;SG	ADJ;MASC
голямо	large	голям	large	ADV	N;MASC;SG
голямо	grande	голям	grande	ADV	ADJ;SG
голямо	grandi	голям	grande	ADV	ADJ;PL
голямо	grosso	голям	grosso	ADV	ADJ;MASC;SG
голямо	grandi	голям	grande	ADV	ADJ;PL
голямо	grande	голям	grande	ADV	ADJ;SG
голямо	big	голям	big	ADV	N
константин	konstantin	константин	konstantin	PROPN;INDF;MASC;SG	N;PL
константин	costantino	константин	costantino	PROPN;INDF;MASC;SG	N;MASC;SG
константин	costantino	константин	costantino	PROPN;INDF;MASC;SG	N;MASC;SG
константин	constantin	константин	constantino	PROPN;INDF;MASC;SG	N;PL
полша	polonia	полша	polonia	PROPN;INDF;FEM;SG	N;FEM;SG
носи	riporto	нося-(се)	riporto	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;1;PRS;FIN
носи	indossate	нося-(се)	indossare	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;FEM;PL;PST;V.PTCP
носи	usura	нося-(се)	usura	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;SG
австралия	australia	австралия	australia	PROPN;INDF;FEM;SG	N;FEM;SG
цялата	interi	цял	intero	ADJ;DEF;FEM;SG	ADJ;MASC;PL
потребител	consumatori	потребител	consumatore	N;INDF;MASC;SG	N;MASC;PL
потребител	utenti	потребител	utente	N;INDF;MASC;SG	N;PL
германски	tedeschi	германски	tedesco	ADJ;INDF;MASC;SG	N;MASC;PL
президент	presidenti	президент	presidente	N;INDF;MASC;SG	N;MASC;PL
означава	mezzi	означавам	mezzo	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;MASC;PL
против	contrari	против	contrario	ADP	ADJ;MASC;PL
против	against	против	against	ADP	
изкуство	arti	изкуство	arte	N;INDF;NEUT;SG	N;FEM;PL
изкуство	artt	изкуство	artt	N;INDF;NEUT;SG	N;MASC;PL
азия	asia	азия	asia	PROPN;INDF;FEM;SG	N;FEM;SG
версия	version	версия	version	N;INDF;FEM;SG	
малка	piccole	малък	piccolo	ADJ;INDF;FEM;SG	ADJ;FEM;PL
малка	piccoli	малък	piccolo	ADJ;INDF;FEM;SG	ADJ;MASC;PL
малка	little	малък	littla	ADJ;INDF;FEM;SG	N
пак	again	пак	again	ADV	
източна	orientali	източен	orientale	ADJ;INDF;FEM;SG	N;MASC;PL
източна	eastern	източен	eastern	ADJ;INDF;FEM;SG	N;SG
индия	india	индия	india	PROPN;INDF;FEM;SG	PROPN
лондон	londra	лондон	londra	PROPN;INDF;MASC;SG	N;FEM;SG
британски	british	британски	british	ADJ;INDF;MASC;SG	N;MASC
британски	inglesi	британски	inglese	ADJ;INDF;MASC;SG	N;PL
британски	britannici	британски	britannico	ADJ;INDF;MASC;SG	ADJ;MASC;PL
текст	testi	текст	testo	N;INDF;MASC;SG	N;MASC;PL
пет	five	пет	five	NUM;INDF;PL	N
главен	principali	главен	principale	ADJ;INDF;MASC;SG	ADJ;PL
главен	main	главен	main	ADJ;INDF;MASC;SG	
левски	levski	левски	levsko	PROPN;INDF;MASC;SG	N;MASC
военен	militari	военен	militare	ADJ;INDF;MASC;SG	N;PL
военен	esercito	военен	esercito	ADJ;INDF;MASC;SG	N;MASC;SG
малък	piccole	малък	piccolo	ADJ;INDF;MASC;SG	ADJ;FEM;PL
малък	piccoli	малък	piccolo	ADJ;INDF;MASC;SG	ADJ;MASC;PL
малък	little	малък	littla	ADJ;INDF;MASC;SG	N
разлика	differenze	разлика	differenza	N;INDF;FEM;SG	N;FEM;PL
рок	rocce	рок	roccia	N;INDF;MASC;SG	N;FEM;PL
дом	dom	дом	dom	N;INDF;MASC;SG	
известна	conosciuto	известен	conoscere	ADJ;INDF;FEM;SG	V;MASC;SG;PST;V.PTCP
известна	conosciuta	известен	conoscere	ADJ;INDF;FEM;SG	V;FEM;SG;PST;V.PTCP
известна	noti	известен	noto	ADJ;INDF;FEM;SG	ADJ;MASC;PL
известна	famosi	известен	famoso	ADJ;INDF;FEM;SG	ADJ;MASC;PL
известна	famose	известен	famoso	ADJ;INDF;FEM;SG	ADJ;FEM;PL
починали	deceduta	почина-(си)	decedere	V;PFV;INDF;PL;PST;V.PTCP;ACT	V;FEM;SG;PST;V.PTCP
починали	deceduto	почина-(си)	decedere	V;PFV;INDF;PL;PST;V.PTCP;ACT	V;MASC;SG;PST;V.PTCP
щати	stati	щат	essere	N;INDF;MASC;PL	V;MASC;PL;PST;V.PTCP
бряг	spiagge	бряг	spiaggia	N;INDF;MASC;SG	N;FEM;PL
месеца	mesi	месец	mese	N;DEF;MASC;SG	N;MASC;PL
мексико	messico	мексико	messico	N;INDF;NEUT;SG	ADJ;MASC;SG
състояние	stato	състояние	essere	N;INDF;NEUT;SG	V;MASC;SG;PST;V.PTCP
състояние	condizioni	състояние	condizione	N;INDF;NEUT;SG	N;FEM;PL
превод	traduzioni	превод	traduzione	N;INDF;MASC;SG	N;FEM;PL
бургас	burgas	бургас	burgas	PROPN;INDF;MASC;SG	N;MASC;SG
румъния	romeno	румъния	romeno	PROPN;INDF;FEM;SG	ADJ;MASC;SG
румъния	rumena	румъния	rumeno	PROPN;INDF;FEM;SG	ADJ;FEM;SG
румъния	rumeni	румъния	rumeno	PROPN;INDF;FEM;SG	N;MASC;PL
румъния	rumeno	румъния	rumeno	PROPN;INDF;FEM;SG	ADJ;MASC;SG
румъния	romania	румъния	romania	PROPN;INDF;FEM;SG	N;FEM;SG
основни	main	основен	main	ADJ;INDF;PL	
основни	principale	основен	principale	ADJ;INDF;PL	ADJ;SG
основни	basic	основен	basic	ADJ;INDF;PL	N
действия	azione	действие	azione	N;INDF;NEUT;PL	N;FEM;SG
метра	metri	метър	metro	N;DEF;MASC;SG	N;MASC;PL
иванов	ivanov	иванов	ivanov	PROPN;INDF;MASC;SG	N;MASC;SG
изключително	esclusiva	изключително	esclusivo	ADV	ADJ;FEM;SG
изключително	esclusivi	изключително	esclusivo	ADV	ADJ;MASC;PL
изключително	esclusive	изключително	esclusivo	ADV	ADJ;FEM;PL
изключително	esclusività	изключително	esclusività	ADV	N;FEM
изключително	esclusivo	изключително	esclusivo	ADV	ADJ;MASC;SG
жена	femmine	жена	femmina	N;INDF;FEM;SG	N;FEM;PL
жена	femminile	жена	femminile	N;INDF;FEM;SG	ADJ;SG
доклад	segnala	доклад	segnalare	N;INDF;MASC;SG	V;IND;SG;3;PRS;FIN
унгария	ungheria	унгария	ungheria	PROPN;INDF;FEM;SG	N;FEM;SG
димитров	dimitrov	димитров	dimitrov	PROPN;INDF;MASC;SG	N;MASC;SG
изследвания	ricerca	изследване	ricerca	N;INDF;NEUT;PL	N;FEM;SG
кирил	cyril	киря-(се)	cyril	PROPN;INDF;MASC;SG	N;MASC;SG
кирил	kiril	киря-(се)	kiril	PROPN;INDF;MASC;SG	N;MASC;SG
кирил	kirill	киря-(се)	kirill	PROPN;INDF;MASC;SG	N;MASC;SG
египет	egitto	египет	egitto	PROPN;INDF;MASC;SG	N;MASC;SG
обща	generali	общ	generale	ADJ;INDF;FEM;SG	N;MASC;PL
обща	general	общ	general	ADJ;INDF;FEM;SG	N;FEM;SG
обща	generalità	общ	generalità	ADJ;INDF;FEM;SG	N;FEM
обща	comuni	общ	comune	ADJ;INDF;FEM;SG	N;MASC;PL
обща	common	общ	common	ADJ;INDF;FEM;SG	N
вестник	quotidiano	вестник	quotidiano	N;INDF;MASC;SG	ADJ;MASC;SG
опит	esperienze	опит	esperienza	N;INDF;MASC;SG	N;FEM;PL
опит	experience	опит	experience	N;INDF;MASC;SG	N;FEM;PL
животни	animale	животно	animale	N;INDF;NEUT;PL	ADJ;SG
нито	nor	нито	nor	CONJ	
разпространение	distribuire	разпространение	distribuire	N;INDF;NEUT;SG	V;NFIN
актриса	attrici	актриса	attore	N;INDF;FEM;SG	N;FEM;PL
австрия	austriaci	австрия	austriaco	PROPN;INDF;FEM;SG	N;MASC;PL
австрия	austriaco	австрия	austriaco	PROPN;INDF;FEM;SG	ADJ;MASC;SG
австрия	austriaca	австрия	austriaco	PROPN;INDF;FEM;SG	ADJ;FEM;SG
австрия	austrian	австрия	austrian	PROPN;INDF;FEM;SG	N
австрия	austria	австрия	austria	PROPN;INDF;FEM;SG	N;FEM;SG
търново	tărnovo	търново	tărnovo	ADJ;INDF;NEUT;SG	N;FEM;SG
назначен	assegnati	назнача	assegnare	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
назначен	assegnate	назнача	assegnare	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
назначен	nominati	назнача	nominare	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
назначен	nominate	назнача	nominare	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
сингъл	singolo	сингъл	singolo	N;INDF;MASC;SG	ADJ;MASC;SG
сингъл	singola	сингъл	singolo	N;INDF;MASC;SG	ADJ;FEM;SG
друго	altro	друг	altro	ADV	PRO;MASC;SG
друго	altre	друг	altro	ADV	DET;FEM;PL
друго	altri	друг	altro	ADV	PRO;MASC;PL
победа	vincere	победа	vincere	N;INDF;FEM;SG	V;NFIN
служи	servite	служа	servire	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;FEM;PL;PST;V.PTCP
защита	proteggere	защита	proteggere	N;INDF;FEM;SG	V;NFIN
защита	proteggi	защита	proteggere	N;INDF;FEM;SG	V;IMP;SG;2;PRS;FIN
гора	foreste	гора	foresta	N;INDF;FEM;SG	N;FEM;PL
идва	arrivo	идвам	arrivo	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;MASC;SG
идва	coming	идвам	coming	V;IPFV;IND;SG;3;PRS;FIN;ACT	N
просто	just	просто	just	ADV	
столицата	capitali	столица	capitale	N;DEF;FEM;SG	N;FEM;PL
официално	funzionario	официално	funzionario	ADV	N;MASC;SG
официално	ufficiali	официално	ufficiale	ADV	N;MASC;PL
официално	official	официално	official	ADV	N;FEM;SG
официално	ufficiale	официално	ufficiale	ADV	ADJ;SG
официално	formale	официално	formale	ADV	ADJ;SG
официално	formali	официално	formale	ADV	ADJ;PL
влияние	influenzare	влияние	influenzare	N;INDF;NEUT;SG	V;NFIN
влияние	influenze	влияние	influenza	N;INDF;NEUT;SG	N;FEM;PL
йохан	johann	йохан	johann	PROPN;INDF;MASC;SG	N;MASC;SG
йохан	johan	йохан	johan	PROPN;INDF;MASC;SG	N;MASC;SG
йохан	jochen	йохан	jochen	PROPN;INDF;MASC;SG	N;MASC
мрежа	netti	мрежа	netto	N;INDF;FEM;SG	N;MASC;PL
мрежа	netto	мрежа	netto	N;INDF;FEM;SG	ADJ;MASC;SG
създаване	crea	създаване	creare	N;INDF;NEUT;SG	V;IMP;SG;2;PRS;FIN
създаване	create	създаване	creare	N;INDF;NEUT;SG	V;PL;PST;V.PTCP
създаване	creare	създаване	creare	N;INDF;NEUT;SG	V;NFIN
цвят	colori	цвят	colore	N;INDF;MASC;SG	N;MASC;PL
владимир	wladimir	владимир	wladimir	PROPN;INDF;MASC;SG	N;MASC;SG
владимир	vladimir	владимир	vladimir	PROPN;INDF;MASC;SG	N;MASC;SG
промени	cambiare	промяна	cambiare	N;INDF;FEM;PL	V;NFIN
промени	cambiamento	промяна	cambiamento	N;INDF;FEM;PL	N;MASC;SG
промени	variazione	промяна	variazione	N;INDF;FEM;PL	N;FEM;SG
промени	cambia	промяна	cambiare	N;INDF;FEM;PL	V;IND;SG;3;PRS;FIN
гола	nudo	гол	nudo	N;INDF;MASC;SG	ADJ;MASC;SG
гола	nude	гол	nudo	N;INDF;MASC;SG	N;FEM;PL
гола	nudi	гол	nudo	N;INDF;MASC;SG	ADJ;MASC;PL
гола	nuda	гол	nudo	N;INDF;MASC;SG	ADJ;FEM;SG
гола	nudo	гол	nudo	N;INDF;MASC;SG	ADJ;MASC;SG
гола	nude	гол	nudo	N;INDF;MASC;SG	N;FEM;PL
гола	nudi	гол	nudo	N;INDF;MASC;SG	ADJ;MASC;PL
гола	nuda	гол	nudo	N;INDF;MASC;SG	ADJ;FEM;SG
продължение	prolunga	продължение	prolunga	N;INDF;NEUT;SG	V;IND;SG;3;PRS;FIN
продължение	proseguito	продължение	proseguire	N;INDF;NEUT;SG	V;MASC;SG;PST;V.PTCP
продължение	continuato	продължение	continuare	N;INDF;NEUT;SG	V;MASC;SG;PST;V.PTCP
джеймс	giacomo	джеймс	giacomo	PROPN;INDF;MASC;SG	N;MASC;SG
джеймс	james	джеймс	james	PROPN;INDF;MASC;SG	N;SG
родена	born	родя-(се)	borno	V;PFV;INDF;FEM;SG;V.PTCP;PASS	N;MASC;SG
родена	nati	родя-(се)	nascere	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
разположени	localizzato	разположа-(се)	localizzare	V;PFV;INDF;PL;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
разположени	schierato	разположа-(се)	schierare	V;PFV;INDF;PL;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
разположени	schierata	разположа-(се)	schierare	V;PFV;INDF;PL;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
километра	chilometri	километър	chilometro	N;DEF;MASC;SG	N;MASC;PL
калифорния	california	калифорния	california	ADJ;DEF;MASC;SG	N;FEM;SG
зона	zone	зона	zona	N;INDF;FEM;SG	N;FEM;PL
винаги	always	винаги	always	ADV	
планината	montare	планина	montare	N;DEF;FEM;SG	V;NFIN
планината	monta	планина	monta	N;DEF;FEM;SG	V;IND;SG;3;PRS;FIN
статут	stato	статут	essere	N;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
тодор	todor	тодор	todor	PROPN;INDF;MASC;SG	N;MASC;SG
политици	politica	политик	politica	N;INDF;MASC;PL	N;FEM;SG
политици	politico	политик	politico	N;INDF;MASC;PL	ADJ;MASC;SG
техните	loro	наш	loro	DET;DEF;PL;3	PRO;PL;3
