başrolde	بطولة	başrol	بُطُولَة	N;ESS;SG;3	N;NOM;INDF;SG
ihmal	اهملت	ihmal	أَهمَل		V;PFV;FEM;SG;3;ACT
ihmal	اهمل	ihmal	أَهمَل		V;PFV;MASC;SG;3;ACT
ihmal	الاهمال	ihmal	الاهمال		N;NOM;DEF;SG
ihmal	اهمال	ihmal	اهمال		N;NOM;INDF;SG
ihmal	الاهمال	ihmal	الاهمال		N;NOM;DEF;SG
ihmal	اهمال	ihmal	اهمال		N;NOM;INDF;SG
geometri	الهندسة	geometri	هَندَسَة		N;NOM;DEF;SG
geometri	هندسة	geometri	هَندَسَة		N;NOM;INDF;SG
oynamak	اللعب	oyna	لَعب	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;DEF;SG
oynamak	يلعب	oyna	لَعِب	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IPFV;MASC;IND;SG;3;FIN;ACT
chiba	شيبا	chiba	شيبا	PROPN;NOM;SG;3	
görkemli	مهيب	görkemli	مهيب		N;NOM;INDF;SG
görkemli	المجيد	görkemli	المجيد		
görkemli	مجيد	görkemli	مجيد		
ekledi	اضيف	ekle	أَضِيف	V;PFV;IND;SG;3;POS;PST	
ers	e	ers	هُوَ		
seyir	الملاحة	seyir	مِلَاحَة		N;NOM;DEF;SG
rolleri	الادوار	rol	دَور	N;ACC;PL;3	N;NOM;DEF;PL
rolleri	ادوار	rol	دَور	N;ACC;PL;3	N;NOM;INDF;PL
kaydedildi	حفظ	kaydet	حِفظ	V;PFV;IND;SG;3;POS;PST;PASS	
kaydedildi	انقذت	kaydet	أَنقَذ	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;FEM;SG;3;ACT
ritim	ايقاع	ritim	إِيقَاع		N;NOM;INDF;SG
ritim	الايقاع	ritim	إِيقَاع		N;NOM;DEF;SG
mount	جبل	mount	جَبَل	PROPN;NOM;SG;3	
mount	ماونت	mount	ماونت	PROPN;NOM;SG;3	
kromozom	الكروموسوم	kromozom	الكروموسوم	N;NOM;SG;3	
kromozom	كروموسوم	kromozom	كروموسوم	N;NOM;SG;3	
danışman	مستشار	danış	مُستَشَار		N;NOM;INDF;SG
danışman	مستشارة	danış	مُستَشَارَة		N;NOM;INDF;SG
danışman	مستشار	danış	مُستَشَار		N;NOM;INDF;SG
danışman	استشاري	danış	اِستِشَارِيّ		ADJ;NOM;INDF;MASC;SG
danışman	مستشار	danış	مُستَشَار		N;NOM;INDF;SG
sertifika	الشهادات	sertifika	شَهَادَة	N;NOM;SG;3	N;NOM;DEF;PL
sertifika	شهادات	sertifika	شَهَادَة	N;NOM;SG;3	N;NOM;INDF;PL
sertifika	الشهادات	sertifika	شَهَادَة	N;NOM;SG;3	N;NOM;DEF;PL
dinar	دينار	dinar	دِينَار		N;NOM;INDF;SG
kirli	قذرة	kirli	قَذرَة		ADJ;NOM;INDF;FEM;SG
kirli	القذرة	kirli	قَذرَة		N;NOM;DEF;SG
mir	مير	mir	مير		
deutsche	d	deutsche	!	PROPN;NOM;SG;3	
foton	الفوتونات	foton	فُوتُونَات		N;NOM;DEF;PL
foton	الفوتون	foton	فُوتُون		N;NOM;DEF;SG
objektif	عدسة	objektif	عَدسَة		N;NOM;INDF;SG
objektif	عدسات	objektif	عَدَسَة		N;NOM;INDF;PL
objektif	العدسات	objektif	عَدَسَة		N;NOM;DEF;PL
objektif	العدسة	objektif	عُدسَة		N;NOM;DEF;SG
objektif	موضوعية	objektif	مَوضُوعِيّ		ADJ;NOM;INDF;FEM;SG
objektif	الهدف	objektif	هَدَف		N;NOM;DEF;SG
tanzanya	تنزانيا	tanzan	تنزانيا	PROPN;NOM;SG;3	
zaragoza	سرقسطة	zaragoz	سرقسطة	PROPN;NOM;SG;3	
troll	القزم	troll	قَزم		N;NOM;DEF;SG
illeri	محافظات	il	مُحَافِظَة	N;ACC;PL;3	N;NOM;INDF;PL
illeri	المحافظات	il	مُحَافِظَة	N;ACC;PL;3	N;NOM;DEF;PL
illeri	الاقاليم	il	أَقلَام	N;ACC;PL;3	
illeri	المقاطعات	il	مُقَاطَعَة	N;ACC;PL;3	N;NOM;DEF;PL
aç	مفتوح	aç	مَفتُوح		ADJ;NOM;INDF;MASC;SG
aç	مفتوحة	aç	مَفتُوح		ADJ;ACC;INDF;FEM;SG
aç	افتح	aç	فَتَح		
aç	فتح	aç	فتح		
aç	جائع	aç	جَائِع		ADJ;NOM;INDF;MASC;SG
aç	جوع	aç	جوع		
incir	التين	incir	اَلَّذِي		N;NOM;DEF;SG
incir	فيج	incir	فَيجَ		
delhi	دلهي	delhi	دِلهِي	PROPN;NOM;SG;3	
dana	دانا	dan	دَان		
bağırsak	الامعاء	bağır	أَمِيع	V;PFV;PL;1;POS;PRS	N;NOM;DEF;SG
bağırsak	القولون	bağır	قَولَة	V;PFV;PL;1;POS;PRS	N;NOM;DEF;SG
bağırsak	المعوية	bağır	مَعوِيّ	V;PFV;PL;1;POS;PRS	N;NOM;DEF;SG
kalacak	يبقى	kal	بَقِي	V;PFV;IND;SG;3;POS;FUT	V;IPFV;MASC;IND;SG;3;FIN;ACT
jeoloji	الجيولوجي	jeoloji	جِيُولُوجِيّ		
jeoloji	الجيولوجية	jeoloji	جِيُولُوجِيّ		ADJ;NOM;DEF;FEM;SG
jeoloji	الجيولوجيا	jeoloji	الجيولوجيا		
dem	ماركا	de	مَاركَا		
dem	ديم	de	دِيم		
bilhassa	وخاصة	bilhassa	وخاصة		N;NOM;INDF;SG
bilhassa	خاصة	bilhassa	خَاصّ		ADJ;ACC;INDF;FEM;SG
bilhassa	خصوصا	bilhassa	خُصُوص		N;ACC;INDF;SG
bilhassa	بالاخص	bilhassa	بالاخص		
gençleri	المراهقين	genç	مُرَاهِق	ADJ;ACC;PL;3	N;NOM;DEF;PL
gençleri	المراهقون	genç	مُرَاهِق	ADJ;ACC;PL;3	N;NOM;DEF;PL
gençleri	مراهقين	genç	مُرَاهِق	ADJ;ACC;PL;3	N;NOM;INDF;PL
gençleri	المراهقة	genç	مُرَاهَقَة	ADJ;ACC;PL;3	N;NOM;DEF;SG
rom	r	rom	لَ		
rom	الروم	rom	رُومِيم		N;NOM;DEF;SG
rom	رم	rom	رَمّ		
rom	روم	rom	روم		
sofia	صوفيا	sofia	صُوفِيَا		
grey	غراي	grey	غِرَاي		
grey	رمادي	grey	رمادي		
devasa	ضخم	devasa	ضَخم		ADJ;NOM;INDF;MASC;SG
devasa	ضخمة	devasa	ضَخم		ADJ;NOM;INDF;FEM;SG
ghost	شبح	ghost	شَبح		
ghost	جوست	ghost	جوست		
ghost	الشبح	ghost	شَبح		
dre	دري	dre	دري		
düşüş	تخفيض	düşüş	تَخفِيض		N;NOM;INDF;SG
düşüş	انخفاض	düşüş	اِنخِفَاض		N;NOM;INDF;SG
düşüş	النقصان	düşüş	نِقصَان		N;NOM;DEF;SG
düşüş	نقصان	düşüş	نقصان		N;NOM;INDF;SG
düşüş	خفض	düşüş	خَفض		N;NOM;INDF;SG
düşüş	انخفاض	düşüş	اِنخِفَاض		N;NOM;INDF;SG
düşüş	انحدار	düşüş	اِنحِدَار		N;NOM;INDF;SG
düşüş	الانحدار	düşüş	اِنحِدَار		N;NOM;DEF;SG
düşüş	سقوط	düşüş	سُقُوط		N;NOM;INDF;SG
düşüş	اسقط	düşüş	أَسقَط		V;PFV;MASC;SG;3;ACT
düşüş	السقوط	düşüş	سُقُوط		N;NOM;DEF;SG
düşüş	الخريف	düşüş	خَرِيف		N;NOM;DEF;SG
vekil	الوصي	vekil	وَصي		N;NOM;DEF;SG
vekil	وكيل	vekil	وَكِيل		N;NOM;INDF;SG
vekil	الوكيل	vekil	وَكِيل		N;NOM;DEF;SG
vekil	النائب	vekil	نَائِب		N;NOM;DEF;SG
vekil	نائب	vekil	نَائِب		N;NOM;INDF;SG
kalsiyum	كالسيوم	kalsiyum	كالسيوم		
kalsiyum	الكالسيوم	kalsiyum	الكالسيوم		
rocky	روكي	rocky	رُوكِي		
ideoloji	ايديولوجية	ideoloji	إِيديُولُوجِيّ		ADJ;NOM;INDF;FEM;SG
ideoloji	الايديولوجية	ideoloji	إِيديُولُوجِيّ		ADJ;NOM;DEF;FEM;SG
koy	ضع	koy	ضَعّ	V;PFV;IMP;SG;2;POS;PRS	
koy	حط	koy	حَطّ	V;PFV;IMP;SG;2;POS;PRS	V;PFV;MASC;SG;3;ACT
plaka	لوحات	plaka	لَوحَة		N;NOM;INDF;PL
plaka	صفيحة	plaka	صَفِيح		N;NOM;INDF;SG
plaka	الصحن	plaka	صَحن		N;NOM;DEF;SG
plaka	صحن	plaka	صَحن		N;NOM;INDF;SG
plaka	طبق	plaka	طَبَّق		N;NOM;INDF;SG
vista	فيستا	vista	فَيستَا		
kapıları	البوابات	kapı	بَوَّابَة	N;ACC;PL;3	N;NOM;DEF;PL
kapıları	غيتس	kapı	غيتس	N;ACC;PL;3	
kapıları	بوابات	kapı	بَوَّابَة	N;ACC;PL;3	N;NOM;INDF;PL
kapıları	ابواب	kapı	بَاب	N;ACC;PL;3	N;NOM;INDF;PL
kapıları	الابواب	kapı	الابواب	N;ACC;PL;3	N;NOM;DEF;PL
slogan	شعار	slogan	شِعَار		N;NOM;INDF;SG
slogan	شعار	slogan	شِعَار		N;NOM;INDF;SG
hero	بطل	hero	بَطَل		N;NOM;INDF;SG
hero	البطل	hero	بَطَل		N;NOM;DEF;SG
rex	ريكس	rex	ريكس		
mrs	سيدة	mrs	سَيِّدَة		N;NOM;INDF;SG
şahit	شهود	şahit	شَاهِد		N;NOM;INDF;PL
şahit	الشهود	şahit	شَاهِد		N;NOM;DEF;PL
şahit	شهد	şahit	شَهِد		V;PFV;MASC;SG;3;ACT
şahit	شاهد	şahit	شَاهَد		
şahit	شاهدة	şahit	شَاهِدَة		ADJ;NOM;INDF;FEM;SG
şahit	الشاهد	şahit	شَاهِد		N;NOM;DEF;SG
tez	اطروحة	tez	أُطرُوحَة		N;NOM;INDF;SG
tez	اطروحة	tez	أُطرُوحَة		N;NOM;INDF;SG
tez	الفرضية	tez	فَرضِيَّة		N;NOM;DEF;SG
mevki	موقف	mevki	مَوقِف		N;NOM;INDF;SG
mevki	المنصب	mevki	مَنصِب		N;NOM;DEF;SG
mevki	الموضع	mevki	مُوَضَّع		N;NOM;DEF;SG
mevki	الموقف	mevki	مَوقِف		N;NOM;DEF;SG
lil	ليل	lil	لَيل		N;NOM;INDF;SG
mısırlı	المصري	mısırlı	مِصرِيّ		N;NOM;DEF;SG
mısırlı	مصرية	mısırlı	مِصرِيّ		ADJ;NOM;INDF;FEM;SG
mısırlı	مصري	mısırlı	مِصرِيّ		ADJ;NOM;INDF;MASC;SG
mısırlı	المصرية	mısırlı	مِصرِيّ		ADJ;NOM;DEF;FEM;SG
kullanışlı	المفيد	kullanışlı	مُفِيد		
kullanışlı	مفيدة	kullanışlı	مُفِيد		ADJ;NOM;INDF;FEM;SG
kullanışlı	مفيد	kullanışlı	مفيد		ADJ;NOM;INDF;MASC;SG
kullanışlı	مفيد	kullanışlı	مفيد		ADJ;NOM;INDF;MASC;SG
drake	دريك	drake	دَرِيك		
drake	درايك	drake	درَايك		
keşfedildi	اكتشفت	keşfet	اِكتَشَف	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;FEM;SG;3;ACT
pul	الطابع	pul	طَابِع		N;NOM;DEF;SG
pul	ختم	pul	خَتَم		V;PFV;MASC;SG;3;ACT
pul	طابع	pul	طَابِع		N;NOM;INDF;SG
pul	طوابع	pul	طَابِع		N;NOM;INDF;PL
pul	الطوابع	pul	طَابِع		N;NOM;DEF;PL
pul	ميزان	pul	مِيزَان		N;NOM;INDF;SG
gözlemevi	المرصد	gözlemevi	مَرصَد		N;NOM;DEF;SG
gözlemevi	مرصد	gözlemevi	مَرصَد		N;NOM;INDF;SG
pazartesi	الاثنين	pazartesi	اِثنَان		N;NOM;DEF;SG
hamlet	هاملت	hamlet	هَامَل		
hamlet	هملت	hamlet	هَمَل		
muammer	معمر	muammer	معمر		
trick	تريك	trick	تَرَيَّك		
dante	دانتي	dant	دَانتِي		
mississippi	ميسيسيبي	mississippi	ميسيسيبي	N;NOM;SG;3	
mississippi	مسيسيبي	mississippi	مسيسيبي	N;NOM;SG;3	
marina	مارينا	marina	مارينا	N;DAT;SG;3	
spesifik	محدد	spesifik	مُحَدَّد		ADJ;NOM;INDF;MASC;SG
spesifik	محددة	spesifik	مُحَدَّد		ADJ;NOM;INDF;FEM;SG
bilinç	وعي	bilinç	وَعي		N;NOM;INDF;SG
bilinç	الوعي	bilinç	وَعي		N;NOM;DEF;SG
sms	sm	sms	خَن		
hendek	خندق	hendek	خُندُق		N;NOM;INDF;SG
hendek	الخندق	hendek	خُندُق		N;NOM;DEF;SG
hendek	الخنادق	hendek	خُندُق		N;NOM;DEF;PL
hendek	خندق	hendek	خُندُق		N;NOM;INDF;SG
hendek	خندق	hendek	خُندُق		N;NOM;INDF;SG
eğri	منحنى	eğri	منحنى		N;NOM;INDF;SG
nesneler	اجسام	nesne	إِجسَام	N;NOM;PL;3	
odun	الحطب	odun	حَطب		N;NOM;DEF;SG
odun	خشب	odun	خشب		N;NOM;INDF;SG
odun	وود	odun	وَودَ		
odun	الخشب	odun	خَشَب		N;NOM;DEF;SG
odun	الحطب	odun	حَطب		N;NOM;DEF;SG
içten	خالص	içten	خالص		
içten	مخلص	içten	مُخَلَّص		ADJ;NOM;INDF;MASC;SG
linda	ليندا	linda	ليندا		
panorama	بانوراما	panor	بانوراما	N;NOM;SG;3	
bira	بيرة	bira	بِيرَة		N;NOM;INDF;SG
bira	الجعة	bira	جُعَّة		N;NOM;DEF;SG
bira	جعة	bira	جُعَّة		
bira	البيرة	bira	بِيرَة		N;NOM;DEF;SG
bmw	bmw	bmw	فَذَم	N;NOM;SG;3	
yang	يانغ	yang	يانغ		
yang	يانج	yang	يانج		
yurtdışı	الدولية	yurtdışı	دُوَلِيّ		ADJ;NOM;DEF;FEM;SG
yurtdışı	الدولي	yurtdışı	دُوَلِيّ		ADJ;NOM;DEF;MASC;SG
yurtdışı	دولية	yurtdışı	دُوَلِيّ		ADJ;NOM;INDF;FEM;SG
yurtdışı	دولي	yurtdışı	دُوَلِيّ		ADJ;NOM;INDF;MASC;SG
denetleme	المراجعة	denetle	مُرَاجَعَة	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;DEF;SG
denetleme	التفتيش	denetle	تَفتِيش	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;DEF;SG
denetleme	تفتيش	denetle	تَفتِيش	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;INDF;SG
denetleme	الفحص	denetle	فَحص	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;DEF;SG
basında	اضغط	bas	اِضغَطّ	N;ESS;SG;3	
basında	الصحافة	bas	صَحَافَة	N;ESS;SG;3	N;NOM;DEF;SG
basında	صحافة	bas	صَحَافَة	N;ESS;SG;3	N;NOM;INDF;SG
basında	الاعلام	bas	إِعلَام	N;ESS;SG;3	N;NOM;DEF;SG
basında	اعلام	bas	إِعلَام	N;ESS;SG;3	N;NOM;INDF;SG
shaw	شو	shaw	شو		
işlev	الوظيفة	işlev	وَظِيفَة		N;NOM;DEF;SG
işlev	الدالة	işlev	دَالَة		N;NOM;DEF;SG
işlev	دالة	işlev	دَالَة		N;NOM;INDF;SG
işlev	وظيفة	işlev	وَظِيفَة		N;NOM;INDF;SG
çevrede	حو	çevre	حو	N;ESS;SG;3	
çevrede	حولي	çevre	حَولَى	N;ESS;SG;3	
mikro	ميكرو	mikro	ميكرو		
armut	كمثرى	armut	كمثرى		
armut	الكمثرى	armut	كُمثُرِيّ		N;NOM;DEF;SG
hopkins	هوبكنز	hopkins	هوبكنز		
hopkins	هوبكينز	hopkins	هوبكينز		
ayağı	قدم	ayak	قَدَّم	N;NOM;SG;3	V;PFV;MASC;SG;3;ACT
mekân	المكان	mekân	مَكَان		N;NOM;DEF;SG
atlantic	الاطلسي	atlantic	أَطلَسِيّ	PROPN;NOM;SG;3	
atlantic	اتلانتيك	atlantic	إِتلَانِيك	PROPN;NOM;SG;3	
sorumluluğu	المسؤولية	sorumluluk	مَسؤُولِيَّة	N;ACC;SG;3	N;NOM;DEF;SG
sorumluluğu	مسؤولية	sorumluluk	مَسؤُولِيَّة	N;ACC;SG;3	N;NOM;INDF;SG
evlat	ولد	evlat	وَلَد		N;NOM;INDF;SG
evlat	بوي	evlat	بوي		
evlat	صبي	evlat	صبي		N;NOM;INDF;SG
evlat	الولد	evlat	وَلَد		N;NOM;DEF;SG
evlat	فتى	evlat	فَتَى		N;NOM;INDF;SG
evlat	ابن	evlat	ابن		
evlat	بني	evlat	بني		
evlat	الابن	evlat	اِبن		N;NOM;DEF;SG
string	سلسلة	string	سِلسِلَة		N;NOM;INDF;SG
string	خيط	string	خَيط		N;NOM;INDF;SG
string	السلسلة	string	سِلسِلَة		N;NOM;DEF;SG
üretir	تنتج	üretir	أَنتَج	V;IPFV;IND;SG;3;POS;CAUS	V;IPFV;FEM;IND;SG;3;FIN;ACT
üretir	ينتج	üretir	أَنتَج	V;IPFV;IND;SG;3;POS;CAUS	V;IPFV;MASC;IND;SG;3;FIN;ACT
kızılderilileri	هنود	kızılderili	هَند	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;INDF;PL
kızılderilileri	الهنود	kızılderili	هِندِيّ	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;DEF;PL
mar	مار	mar	مَار		
çevik	رشيق	çevik	رشيق		
basılmış	مطبوعة	basıl	مَطبُوع	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	ADJ;NOM;INDF;FEM;SG
basılmış	مطبوع	basıl	مُطبَو	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG
bach	باخ	bach	بَاخ		
orantılı	متناسبة	orantılı	مُتَنَاسِب		ADJ;NOM;INDF;FEM;SG
orantılı	متناسب	orantılı	مُتَنَاسِب		ADJ;NOM;INDF;MASC;SG
gurur	الكبرياء	gurur	كَبرِيّ		N;NOM;DEF;SG
gurur	فخر	gurur	فَخر		
gurur	الفخر	gurur	فِخر		N;NOM;DEF;SG
gurur	كبرياء	gurur	كَبرِيّ		
gurur	فخور	gurur	فُخُور		
gurur	افتخر	gurur	اِفتَخَر		
gurur	فخورة	gurur	فُخُورَة		N;NOM;INDF;SG
başlıyor	يبدا	başla	بَدَا	V;PROG;IND;SG;3;POS;INFM;PRS	V;IPFV;MASC;IND;SG;3;FIN;ACT
başlıyor	بدء	başla	بَدء	V;PROG;IND;SG;3;POS;INFM;PRS	N;NOM;INDF;SG
başlıyor	البدء	başla	بَدء	V;PROG;IND;SG;3;POS;INFM;PRS	N;NOM;DEF;SG
başlıyor	يبدا	başla	بَدَا	V;PROG;IND;SG;3;POS;INFM;PRS	V;IPFV;MASC;IND;SG;3;FIN;ACT
edmund	ادموند	ed	ادموند		
humus	حمص	humus	حِمص		N;NOM;INDF;SG
potasyum	البوتاس	potasyum	بَوتَاس	N;NOM;SG;3	
potasyum	البوتاسيوم	potasyum	البوتاسيوم	N;NOM;SG;3	
restorasyon	مرمم	restorasyon	مرمم	N;NOM;SG;3	
ziyareti	الزيارة	ziyaret	زِيَارَة	N;ACC;SG;3	N;NOM;DEF;SG
ziyareti	زيارة	ziyaret	زِيَارَة	N;ACC;SG;3	N;NOM;INDF;SG
sergio	سيرجيو	sergio	سيرجيو		
delil	برهان	delil	بُرهَان		
delil	دليل	delil	دَلِيل		N;NOM;INDF;SG
delil	اثبات	delil	إِثبَات		N;NOM;INDF;SG
delil	البرهان	delil	بَرهَان		N;NOM;DEF;SG
delil	الادلة	delil	دِلَة		N;NOM;DEF;SG
delil	دليل	delil	دَلِيل		N;NOM;INDF;SG
delil	الدليل	delil	دَلِيل		N;NOM;DEF;SG
delil	ادلة	delil	دَلِيل		N;NOM;INDF;PL
izole	عزلة	izole	عُزلَة		N;NOM;INDF;SG
izole	العزل	izole	عَزل		N;NOM;DEF;SG
izole	العزلة	izole	عُزلَة		N;NOM;DEF;SG
izole	عزل	izole	عزل		
izole	معزول	izole	مَعزُول		ADJ;NOM;INDF;MASC;SG
izole	معزولة	izole	مَعزُول		ADJ;NOM;INDF;FEM;SG
izole	عزل	izole	عزل		
izole	منعزل	izole	مُنعَزِل		
senatör	سيناتور	senatör	سيناتور		
senatör	السناتور	senatör	السناتور		
senatör	السيناتور	senatör	سِينَاتُور		
tiger	تايجر	tiger	تايجر		
tiger	النمر	tiger	نَمَر		N;NOM;DEF;SG
tiger	نمر	tiger	نمر		
turbo	تربو	turbo	رَبَا		
turbo	توربو	turbo	توربو		
olgun	الاستحقاق	olgun	اِستِحقَاق		N;NOM;DEF;SG
olgun	النضج	olgun	نَضج		N;NOM;DEF;SG
olgun	نضج	olgun	نَضج		N;NOM;INDF;SG
olgun	استحقاق	olgun	اِستِحقَاق		N;NOM;INDF;SG
olgun	النضوج	olgun	نُضُوج		N;NOM;DEF;SG
olgun	ناضجة	olgun	نَاضِج		ADJ;NOM;INDF;FEM;SG
olgun	ناضج	olgun	نَاضِج		ADJ;NOM;INDF;MASC;SG
kendimi	نفسي	kendi	نفسي	PRO;ACC;SG;1;REFL	
kendimi	نفسى	kendi	نفسى	PRO;ACC;SG;1;REFL	
topal	تشل	topal	شَلّ		V;IPFV;MASC;IND;SG;3;FIN;ACT
kabuğu	شيل	kabuk	شيل	N;NOM;SG;3	
suzuki	سوزوكي	suzuki	سُوزُوكِي		
toplandı	جمعت	topla	جَمَع	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;FEM;SG;3;ACT
toplandı	جمعت	topla	جَمَع	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;FEM;SG;3;ACT
toplandı	جمعت	topla	جَمَع	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;FEM;SG;3;ACT
ayrık	منفصلة	ayrık	مُنفَصِل		ADJ;NOM;INDF;FEM;SG
honduras	هندوراس	honduras	هندوراس	PROPN;NOM;SG;3	
cesaret	شجاعة	cesaret	شَجَاعَة		N;NOM;INDF;SG
cesaret	الشجاعة	cesaret	شَجَاعَة		N;NOM;DEF;SG
cesaret	تجرؤ	cesaret	جَرَأ		V;IPFV;MASC;IND;SG;2;FIN;ACT
cesaret	يجرؤ	cesaret	جَرُؤ		V;IPFV;MASC;IND;SG;3;FIN;ACT
bristol	بريستول	bristol	برِيستُول	PROPN;NOM;SG;3	
giles	جيلز	gil	جيلز		
endişe	القلق	endiş	قَلَق		N;NOM;DEF;SG
endişe	قلق	endiş	قَلَق		N;NOM;INDF;SG
endişe	المعنية	endiş	مَعنِيّ		ADJ;NOM;DEF;FEM;SG
endişe	هموم	endiş	هَمّ		N;NOM;INDF;PL
endişe	الهموم	endiş	هُمُوم		N;NOM;DEF;SG
endişe	تقلق	endiş	أَقلَق		V;IPFV;MASC;IND;SG;2;FIN;ACT
endişe	شاغل	endiş	شَاغِل		
schmidt	شميدت	schmidt	شميدت		
schmidt	شميت	schmidt	شَمِي		
çoğul	جمع	çoğul	جَمَع		V;PFV;MASC;SG;3;ACT
çoğul	الجمع	çoğul	جَمع		N;NOM;DEF;SG
vicente	فيسينتي	vicen	فيسينتي	PROPN;NOM;SG;3	
vicente	فيسنتي	vicen	فيسنتي	PROPN;NOM;SG;3	
öğle	غداء	öğle	غَدَاء		N;NOM;INDF;SG
öğle	الغداء	öğle	غِدَاء		N;NOM;DEF;SG
öğle	الظهيرة	öğle	ظُهَيرَة		N;NOM;DEF;SG
öğle	الظهر	öğle	ظُهر		N;NOM;DEF;SG
öğle	ظهرا	öğle	ظُهر		N;ACC;INDF;SG
pistons	المكابس	pistons	مَكبَس		N;NOM;DEF;PL
pen	قلم	pen	قَلَم		N;NOM;INDF;SG
pen	القلم	pen	قَلَم		N;NOM;DEF;SG
storm	عاصفة	stor	عَاصِفَة		N;NOM;INDF;SG
storm	ستورم	stor	ستورم		
storm	العاصفة	stor	عَاصِفَة		N;NOM;DEF;SG
oyuncak	العاب	oyuncak	لَعب	N;NOM;SG;3	
kaş	الحواجب	kaş	حَاجِب		N;NOM;DEF;PL
kaş	العضلات	kaş	عُضلَة		N;NOM;DEF;PL
kaş	العضلة	kaş	عُضلَة		N;NOM;DEF;SG
kaş	عضلة	kaş	عضلة		N;NOM;INDF;SG
kaş	عضلات	kaş	عضلات		N;NOM;INDF;PL
kaş	الحواجب	kaş	حَاجِب		N;NOM;DEF;PL
kaş	الحاجب	kaş	حَاجِب		N;NOM;DEF;SG
salzburg	سالزبورغ	salzburg	سالزبورغ	PROPN;NOM;SG;3	
ward	عنبر	ward	عُنبُر		
ward	ورد	ward	وَرَد		
ward	وارد	ward	وَارِد		
taşkent	طشقند	taşkent	طَشقَند	PROPN;NOM;SG;3	N;NOM;INDF;SG
won	فاز	won	فَاز		V;PFV;MASC;SG;3;ACT
won	وون	won	وون		
nepal	نيبال	nepal	نيبال	PROPN;NOM;SG;3	
nepal	النيبالي	nepal	نَيبَالِيّ	PROPN;NOM;SG;3	
nepal	النيبالية	nepal	نِيبَالِيّ	PROPN;NOM;SG;3	
mezhep	الطائفة	mezhep	طَائِفَة		N;NOM;DEF;SG
mezhep	عبادة	mezhep	عبادة		N;NOM;INDF;SG
mezhep	طائفة	mezhep	طَائِفَة		N;NOM;INDF;SG
sao	ساو	sao	ساو	PROPN;NOM;SG;3	
parantez	قوسين	parantez	قوسين		N;ACC;INDF;DU
parantez	اقواس	parantez	قَوس		N;NOM;INDF;PL
şerit	الشريط	şerit	شَرِيط		N;NOM;DEF;SG
şerit	شريط	şerit	شَرِيط		N;NOM;INDF;SG
şerit	تجريد	şerit	تَجرِيد		N;NOM;INDF;SG
zevk	سرور	zevk	سرور		
zevk	الاستمتاع	zevk	اِستِمتَاع		N;NOM;DEF;SG
zevk	التمتع	zevk	تَمَتُّع		N;NOM;DEF;SG
anlamları	المعاني	anlam	مَعنَى	N;ACC;PL;3	N;NOM;DEF;SG
anlamları	معاني	anlam	مَعنَى	N;ACC;PL;3	N;NOM;INDF;PL
anlamları	معان	anlam	مَعنَى	N;ACC;PL;3	N;NOM;INDF;PL
bird	الطائر	bird	طَائِر		N;NOM;DEF;SG
bird	الطير	bird	الطير		N;NOM;DEF;SG
bird	طائر	bird	طَائِر		N;NOM;INDF;SG
bird	طير	bird	طَير		
bird	بيرد	bird	بِيرد		
bird	عصفور	bird	عُصفُور		
açılışı	فتح	açılış	فتح	N;NOM;SG;3	
hakimiyet	هيمنة	hakimiyet	هَيمَنَة	N;DAT;SG;3	N;NOM;INDF;SG
hakimiyet	الهيمنة	hakimiyet	هَيمَنَة	N;DAT;SG;3	N;NOM;DEF;SG
hakimiyet	هيمنة	hakimiyet	هَيمَنَة	N;DAT;SG;3	N;NOM;INDF;SG
hakimiyet	الهيمنة	hakimiyet	هَيمَنَة	N;DAT;SG;3	N;NOM;DEF;SG
fra	fra	fra	ذِيَا		
elçisi	المبعوثين	elçi	مَبعُوث	N;NOM;SG;3	ADJ;NOM;DEF;MASC;PL
waters	ووترز	waters	ووترز		
jeremy	جيريمي	jeremy	جيريمي		
jeremy	جيرمي	jeremy	جيرمي		
ilhak	ضم	ilhak	ضَمّ	N;NOM;SG;3	V;PFV;MASC;SG;3;ACT
atın	ارم	at	أَرم		
atın	رمي	at	رَمي		N;NOM;INDF;SG
atın	ارمي	at	أَرم		
kopyası	نسخة	kopya	نُسخَة		N;NOM;INDF;SG
kopyası	علم	kopya	عَلِم		V;PFV;MASC;SG;3;ACT
kopyası	انسخ	kopya	انسخ		V;MASC;IMP;SG;FIN
