astronomie	astronomii	astronomie	astronomia	N;FEM;SG	
regarder	oglądanie	regarder	oglądać	V;NFIN	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
détenu	więźnia	détenir	więzień	V;MASC;SG;PST;V.PTCP	N;ACC;MASC;SG
détenu	więzień	détenir	więzienie	V;MASC;SG;PST;V.PTCP	N;GEN;NEUT;PL
détenu	więzień	détenir	więzienie	V;MASC;SG;PST;V.PTCP	N;GEN;NEUT;PL
détenu	skazaniec	détenir	skazaniec	V;MASC;SG;PST;V.PTCP	N;PFV;NOM;NEUT;SG;POS;V.MSDR
détenu	zatrzymany	détenir	zatrzymać	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
détenu	zatrzymane	détenir	zatrzymać	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
détenu	zatrzymana	détenir	zatrzymać	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
détenu	zatrzymany	détenir	zatrzymać	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
murphy	murphy	murphy	murpha	PROPN	PROPN;NOM;MASC;SG
purement	czysto	purement	czysto	ADV	
divorce	rozwiedziony	divorce	rozwieść	N;MASC;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
cook	cook	cook	cook	PROPN	PROPN;NOM;MASC;SG
cook	kucharza	cook	kucharz	PROPN	N;ACC;MASC;SG
cook	kucharz	cook	kucharz	PROPN	N;NOM;MASC;SG
cook	gotować	cook	gotować	PROPN	V;IPFV;NFIN;ACT
arrêtés	aresztowany	arrêter	aresztować	V;MASC;PL;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
arrêtés	aresztowana	arrêter	aresztować	V;MASC;PL;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
arrêtés	aresztowani	arrêter	aresztować	V;MASC;PL;PST;V.PTCP	ADJ;PFV;NOM;MASC;PL;POS;V.PTCP;PASS
manhattan	manhattanie	manhattan	manhattan	PROPN	N;ACC;MASC;SG
manhattan	manhattanu	manhattan	manhattan	PROPN	N;GEN;MASC;SG
manhattan	manhattan	manhattan	manhattan	PROPN	
hardy	hardy	hardy	harda	PROPN	PROPN;NOM;MASC;SG
parme	parma	parme	parma	PROPN	
paiement	wypłaty	paiement	wypłata	N;MASC;SG	
paiement	płatności	paiement	płatność	N;MASC;SG	N;ACC;FEM;PL
paiement	płatności	paiement	płatność	N;MASC;SG	N;ACC;FEM;PL
imposant	nakładające	imposer	nakładać	V;PRS;V.PTCP	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
imposant	nałożenie	imposer	nałożenie	V;PRS;V.PTCP	N;PFV;NOM;NEUT;SG;POS;V.MSDR
systématique	systematycznie	systématique	systematycznie	ADJ;MASC;SG	ADV
rémy	remy	rémy	remy	PROPN	
rémy	rémy	rémy	rémy	PROPN	
prochain	następna	prochain	następny	ADJ;MASC;SG	
morris	morris	morris	morris	PROPN	
fût	beczka	être	beczka	V;IND;SG;3;IPFV;FIN	N;NOM;FEM;SG
fût	beczka	être	beczka	V;IND;SG;3;IPFV;FIN	N;NOM;FEM;SG
fût	bęben	être	bęben	V;IND;SG;3;IPFV;FIN	N;NOM;MASC;SG
fût	bębny	être	bębny	V;IND;SG;3;IPFV;FIN	N;NOM;MASC;PL
survie	przetrwania	survie	przetrwanie	N;FEM;SG	
collégiale	collegiate	collégial	collegiaty	ADJ;FEM;SG	
igor	igor	igor	igor	PROPN	PROPN;NOM;MASC;SG
métaux	metalowe	métal	metalowy	N;MASC;PL	ADJ;NOM;NEUT;SG
métaux	metalowy	métal	metalowy	N;MASC;PL	ADJ;NOM;MASC;SG
métaux	metal	métal	metal	N;MASC;PL	N;NOM;MASC;SG
parrain	chrzestnym	parrain	chrzestny	N;MASC;SG	ADJ;INS;MASC;SG
parrain	sponsora	parrain	sponsór	N;MASC;SG	
km²	km²	km²	kąć	N;MASC;SG	
parent	względne	parent	względny	N;MASC;SG	ADJ;NOM;NEUT;SG
parent	krewni	parent	krewnić	N;MASC;SG	N;NOM;MASC;PL
parent	względna	parent	względny	N;MASC;SG	ADJ;NOM;FEM;SG
parent	rodziców	parent	rodzic	N;MASC;SG	N;ACC;MASC;PL
parent	rodzice	parent	rodzic	N;MASC;SG	N;NOM;MASC;PL
révélation	rewelacja	révélation	rewelacja	N;FEM;SG	
hudson	hudson	hudson	hudson	PROPN	V;IPFV;IND;SG;PRS;FIN;ACT
fabrice	fabrizio	fabrice	fabrizio	N;MASC;SG	PROPN;NOM;MASC;SG
valérie	valérie	valérie	valer	PROPN	N;NOM;FEM;SG
valérie	valerie	valérie	valer	PROPN	N;NOM;FEM;SG
belfort	belfort	belfort	belfort	N;MASC;SG	
multi	multi	multi	multa	ADJ;MASC;SG	
remparts	remparts	rempart	remparts	N;MASC;PL	
apple	jabłko	apple	jabłko	PROPN	N;NOM;NEUT;SG
apple	apple	apple	appo	PROPN	
apple	jabłka	apple	jabłka	PROPN	N;NOM;NEUT;PL
karen	karen	karen	karen	PROPN	PROPN;NOM;FEM;SG
drôme	drôme	drôme	drama	N;FEM;SG	
nazi	naziści	nazi	naziść	N;MASC;SG	N;NOM;MASC;PL
nazi	nazistowskich	nazi	nazistowski	N;MASC;SG	ADJ;GEN;MASC;PL
consacrés	poświęcone	consacrer	poświęcić	V;MASC;PL;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
consacrés	poświęcona	consacrer	poświęcić	V;MASC;PL;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
consacrés	poświęconej	consacrer	poświęcić	V;MASC;PL;PST;V.PTCP	ADJ;PFV;GEN;FEM;SG;POS;V.PTCP;PASS
moral	morale	moral	moral	ADJ;MASC;SG	
moral	morał	moral	morać	ADJ;MASC;SG	N;ACC;MASC;SG
moral	moralność	moral	moralność	ADJ;MASC;SG	N;NOM;FEM;SG
complément	uzupełniać	complément	uzupełniać	N;MASC;SG	V;IPFV;NFIN;ACT
complément	suplementy	complément	suplement	N;MASC;SG	N;ACC;MASC;PL
futurs	przyszłości	futur	przyszłość	ADJ;MASC;PL	N;DAT;FEM;SG
futurs	przyszł	futur	przyjść	ADJ;MASC;PL	V;PFV;MASC;IND;SG;PST;FIN;ACT
futurs	przyszłość	futur	przyszłość	ADJ;MASC;PL	N;NOM;FEM;SG
traverser	przekraczania	traverser	przekraczać	V;NFIN	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
traverser	traverse	traverser	travers	V;NFIN	N;NOM;MASC;SG
traverser	krzyż	traverser	krzyż	V;NFIN	N;ACC;MASC;SG
traverser	krzyżyk	traverser	krzyżyk	V;NFIN	N;NOM;MASC;SG
traverser	krzyża	traverser	krzyż	V;NFIN	N;GEN;MASC;SG
traverser	cross	traverser	cross	V;NFIN	
dons	darowizny	don	darowizna	N;MASC;PL	
dons	darowizna	don	darowizna	N;MASC;PL	N;NOM;FEM;SG
dons	dotacja	don	dotacja	N;MASC;PL	N;NOM;FEM;SG
dons	oddania	don	oddanie	N;MASC;PL	N;PFV;NOM;NEUT;SG;POS;V.MSDR
dons	darowizna	don	darowizna	N;MASC;PL	N;NOM;FEM;SG
dons	wpłat	don	wpłat	N;MASC;PL	
dons	darowizny	don	darowizna	N;MASC;PL	
dons	wpłaty	don	wpłata	N;MASC;PL	
malo	malo	malo	malo	PROPN	V;IPFV;IND;SG;1;PRS;FIN;ACT
sèche	pralnia	sec	pralniać	ADJ;FEM;SG	V;IPFV;IMP;SG;2;FIN;ACT
sèche	sucha	sec	suchy	ADJ;FEM;SG	
sèche	suche	sec	suchy	ADJ;FEM;SG	
sèche	sucho	sec	sucho	ADJ;FEM;SG	
oxygène	tlen	oxygène	tlen	N;MASC;SG	
signée	podpisany	signer	podpisać	V;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
signée	podpisana	signer	podpisać	V;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
signée	podpisane	signer	podpisać	V;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
céramique	ceramiczne	céramique	ceramiczny	N;FEM;SG	ADJ;NOM;NEUT;SG
uss	uss	uss	usies	N;MASC;SG	PROPN;NOM;MASC;SG
pauvreté	biedy	pauvreté	bieda	N;FEM;SG	
sévère	stern	sévère	stern	ADJ;MASC;SG	PROPN;NOM;MASC;SG
souligne	podkreślają	souligner	podkreślać	V;IND;SG;3;PRS;FIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
souligne	podkreślenie	souligner	podkreślenie	V;IND;SG;3;PRS;FIN	N;NOM;NEUT;SG
exemplaire	kopia	exemplaire	kopia	ADJ;MASC;SG	N;NOM;FEM;SG
exemplaire	skopiuj	exemplaire	skopiuj	ADJ;MASC;SG	V;PFV;IMP;SG;2;FIN;ACT
exemplaire	kopiuj	exemplaire	kopiuj	ADJ;MASC;SG	V;IPFV;IMP;SG;2;FIN;ACT
exemplaire	kopiowanie	exemplaire	kopiować	ADJ;MASC;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
wings	skrzydeł	wing	skrzydło	N;MASC;PL	
enregistrer	rekord	enregistrer	rekord	V;NFIN	N;NOM;MASC;SG
enregistrer	zapis	enregistrer	zapis	V;NFIN	N;NOM;MASC;SG
enregistrer	płyta	enregistrer	płyta	V;NFIN	N;NOM;FEM;SG
enregistrer	rejestru	enregistrer	rejester	V;NFIN	N;GEN;MASC;SG
enregistrer	rejestr	enregistrer	rejestr	V;NFIN	N;NOM;MASC;SG
monstre	świr	monstre	świr	N;MASC;SG	
monstre	monster	monstre	monster	N;MASC;SG	
monstre	potwory	monstre	potwór	N;MASC;SG	N;NOM;MASC;PL
acides	kwas	acide	kwas	N;MASC;PL	N;NOM;MASC;SG
séparés	rozdzielone	séparer	rozdzielić	V;MASC;PL;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
séparés	oddzielone	séparer	oddzielić	V;MASC;PL;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
séparés	osobne	séparer	osobny	V;MASC;PL;PST;V.PTCP	ADJ;NOM;NEUT;SG
séparés	odrębne	séparer	odrębny	V;MASC;PL;PST;V.PTCP	ADJ;NOM;NEUT;SG
séparés	oddzielne	séparer	oddzielny	V;MASC;PL;PST;V.PTCP	ADJ;NOM;NEUT;SG
morales	morales	moral	morales	ADJ;FEM;PL	
perry	perry	perry	perry	PROPN	V;IPFV;IND;SG;PRS;FIN;ACT
brève	krótko	bref	krótko	ADJ;FEM;SG	ADV
positive	dodatni	positif	dodatnić	ADJ;FEM;SG	
positive	pozytywnie	positif	pozytywnie	ADJ;FEM;SG	ADV
substance	substancje	substance	substancja	N;FEM;SG	N;NOM;FEM;PL
geste	gesty	geste	gest	N;MASC;SG	
numériques	numeryczny	numérique	numeryczny	ADJ;MASC;PL	ADJ;NOM;MASC;SG
numériques	cyfrowy	numérique	cyfrowy	ADJ;MASC;PL	N;ACC;MASC;SG
numériques	cyfrowa	numérique	cyfrowy	ADJ;MASC;PL	
numériques	cyfrowe	numérique	cyfrowy	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
numériques	digital	numérique	digital	ADJ;MASC;PL	
matrice	matrix	matrice	matrix	N;FEM;SG	
nfl	nfl	nfl	nfl	N;MASC;SG	
charleroi	charleroi	charleroi	charleroić	N;MASC;SG	
axes	osie	axe	osa	N;MASC;PL	
axes	osi	axe	oś	N;MASC;PL	
axes	osi	axe	oś	N;MASC;PL	
axes	osie	axe	osa	N;MASC;PL	
axes	oś	axe	oś	N;MASC;PL	
significations	znaczenie	signification	znaczenie	N;FEM;PL	N;NOM;NEUT;SG
significations	znaczenia	signification	znaczenie	N;FEM;PL	N;NOM;NEUT;SG
descendance	potomstwa	descendance	potomstwo	N;FEM;SG	
descendance	potomkowie	descendance	potomek	N;FEM;SG	N;NOM;MASC;PL
descendance	potomków	descendance	potomek	N;FEM;SG	N;ACC;MASC;PL
mayer	mayer	mayer	mayer	PROPN	PROPN;NOM;MASC;SG
électroniques	elektroniczne	électronique	elektroniczny	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
électroniques	elektroniczna	électronique	elektroniczny	ADJ;MASC;PL	ADJ;NOM;FEM;SG
électroniques	elektroniczny	électronique	elektroniczny	ADJ;MASC;PL	ADJ;NOM;MASC;SG
appartenance	należących	appartenance	należeć	N;FEM;SG	ADJ;IPFV;GEN;MASC;PL;POS;V.PTCP;ACT
retenue	powściągliwość	retenir	powściągliwość	V;FEM;SG;PST;V.PTCP	N;NOM;FEM;SG
retenue	zatrzymanych	retenir	zatrzymać	V;FEM;SG;PST;V.PTCP	ADJ;PFV;ACC;MASC;PL;POS;V.PTCP;PASS
retenue	zachowane	retenir	zachować	V;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
retenue	zachowany	retenir	zachować	V;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
retenue	zatrzymana	retenir	zatrzymać	V;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
retenue	zatrzymane	retenir	zatrzymać	V;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
gregory	grzegorz	gregory	grzegorz	PROPN	PROPN;NOM;MASC;SG
arménien	armenii	arménien	armenia	ADJ;MASC;SG	PROPN;GEN;FEM;SG
plongée	nurkowanie	plonger	nurkować	V;FEM;SG;PST;V.PTCP	N;PFV;NOM;NEUT;SG;POS;V.MSDR
plongée	zanurzenie	plonger	zanurzenie	V;FEM;SG;PST;V.PTCP	N;NOM;NEUT;SG
plongée	nurkowanie	plonger	nurkować	V;FEM;SG;PST;V.PTCP	N;PFV;NOM;NEUT;SG;POS;V.MSDR
constituant	składnik	constituer	składnik	V;PRS;V.PTCP	N;NOM;MASC;SG
dominant	dominujący	dominer	dominować	V;PRS;V.PTCP	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
dominant	dominujące	dominer	dominować	V;PRS;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT
dominant	dominującej	dominer	dominować	V;PRS;V.PTCP	ADJ;IPFV;GEN;FEM;SG;POS;V.PTCP;ACT
dominant	dominująca	dominer	dominować	V;PRS;V.PTCP	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;ACT
dominant	dominującą	dominer	dominować	V;PRS;V.PTCP	ADJ;IPFV;ACC;FEM;SG;POS;V.PTCP;ACT
dominant	dominujący	dominer	dominować	V;PRS;V.PTCP	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
julian	julian	julian	julianin	PROPN	PROPN;NOM;MASC;SG
julian	juliana	julian	juliany	PROPN	
carburant	paliwa	carburant	paliwy	N;MASC;SG	
téléchargement	pobrać	téléchargement	pobrać	N;MASC;SG	V;PFV;NFIN;ACT
téléchargement	pobierz	téléchargement	pobrać	N;MASC;SG	V;PFV;IMP;SG;2;FIN;ACT
voler	fly	voler	fleź	V;NFIN	
voler	latające	voler	latać	V;NFIN	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT
voler	pływające	voler	pływać	V;NFIN	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT
voler	latający	voler	latać	V;NFIN	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
voler	latanie	voler	latan	V;NFIN	
kilomètre	kilometry	kilomètre	kilometra	N;MASC;SG	N;NOM;MASC;PL
kilomètre	kilometrów	kilomètre	kilometr	N;MASC;SG	N;GEN;MASC;PL
dubois	dubois	dubois	dubois	PROPN	
identifié	oznaczone	identifier	oznaczyć	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
identifié	oznaczona	identifier	oznaczyć	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
identifié	oznaczony	identifier	oznaczyć	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
identifié	zidentyfikowane	identifier	zidentyfikować	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
identifié	zidentyfikowany	identifier	zidentyfikować	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
identifié	stwierdzone	identifier	stwierdzić	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
vaucluse	vaucluse	vauclus	Vauclus	PROPN	V;IPFV;IND;SG;2;PRS;FIN;ACT
honneurs	wyróżnieniem	honneur	wyróżnienie	N;MASC;PL	N;INS;NEUT;SG
honneurs	wyróżnieniem	honneur	wyróżnienie	N;MASC;PL	N;INS;NEUT;SG
capturé	złapany	capturer	złapać	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
capturé	złapana	capturer	złapać	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
capturé	przyłapany	capturer	przyłapać	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
capturé	złapani	capturer	złapać	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;PL;POS;V.PTCP;PASS
capturé	złapany	capturer	złapać	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
capturé	złapana	capturer	złapać	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
capturé	złapani	capturer	złapać	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;PL;POS;V.PTCP;PASS
capturé	schwytany	capturer	schwytać	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
jet	jet	jet	być	N;MASC;SG	
enterrée	zakopane	enterrer	zakopać	V;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
enterrée	pogrzebany	enterrer	pogrzebać	V;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
enterrée	pochowany	enterrer	pochować	V;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
enterrée	zakopany	enterrer	zakopać	V;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
riz	ryżu	riz	ryż	N;MASC;SG	
riz	riz	riz	riz	N;MASC;SG	
constance	constance	constance	constanka	N;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
affichage	zobacz	affichage	zobaczyć	N;MASC;SG	V;PFV;IMP;SG;2;FIN;ACT
guatemala	gwatemali	guatemala	gwatemać	N;MASC;SG	V;IPFV;MASC;IND;PL;PST;FIN;ACT
chan	chana	chan	chany	PROPN	
chan	chan	chan	chan	PROPN	PROPN;NOM;MASC;SG
urbains	urban	urbain	urbany	ADJ;MASC;PL	
urbains	miejskie	urbain	miejski	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
urbains	miejski	urbain	miejski	ADJ;MASC;PL	ADJ;NOM;MASC;SG
urbains	miejska	urbain	miejski	ADJ;MASC;PL	ADJ;NOM;FEM;SG
médicis	medici	médicis	medit	PROPN	V;IPFV;IND;SG;1;PRS;FIN;ACT
trajet	trasy	trajet	trasa	N;MASC;SG	N;ACC;FEM;PL
doyen	dean	doyen	dean	N;MASC;SG	PROPN;NOM;MASC;SG
extérieurs	odkrytym	extérieur	odkryć	ADJ;MASC;PL	ADJ;PFV;INS;MASC;SG;POS;V.PTCP;PASS
extérieurs	odkryty	extérieur	odkryć	ADJ;MASC;PL	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
extérieurs	zewnętrzne	extérieur	zewnętrzny	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
bridge	bridge	bridge	bridgy	N;MASC;SG	
décédée	zmarłego	décéder	zmarły	V;FEM;SG;PST;V.PTCP	N;ACC;MASC;SG
décédée	zmarli	décéder	zemrzeć	V;FEM;SG;PST;V.PTCP	V;PFV;MASC;IND;PL;PST;FIN;ACT
créatures	istoty	créature	istota	N;FEM;PL	N;ACC;FEM;SG
créatures	stworzenia	créature	stworzyć	N;FEM;PL	N;PFV;GEN;NEUT;SG;POS;V.MSDR
otan	nato	otan	nato	PROPN	
patinage	skate	patinage	skata	N;MASC;SG	
perdent	traci	perdre	tracić	V;IND;PL;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
perdent	przegra	perdre	przegrać	V;IND;PL;3;PRS;FIN	V;PFV;IND;SG;3;FUT;FIN;ACT
perdent	przegrywa	perdre	przegrywać	V;IND;PL;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
indispensable	zasadnicze	indispensable	zasadniczy	ADJ;MASC;SG	
révision	przegląd	révision	przegląd	N;FEM;SG	
const	const	const	const		
préliminaire	wstępnie	préliminaire	wstępnie	ADJ;MASC;SG	ADV
bulle	pęcherzyki	bulle	pęcherzyk	N;FEM;SG	N;NOM;MASC;PL
bulle	bańki	bulle	bańka	N;FEM;SG	
bulle	bańki	bulle	bańka	N;FEM;SG	
alessandro	alessandro	alessandro	alessandro	PROPN	PROPN;NOM;MASC;SG
israélien	izraela	israélien	izrael	ADJ;MASC;SG	N;GEN;MASC;SG
israélien	izraelczycy	israélien	izraelczyk	ADJ;MASC;SG	ADJ;NOM;MASC;PL
modifiée	zmodyfikowane	modifier	zmodyfikować	V;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
modifiée	zmienione	modifier	zmienić	V;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
modifiée	zmodyfikowany	modifier	zmodyfikować	V;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
modifiée	modyfikowane	modifier	modyfikować	V;FEM;SG;PST;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
modifiée	zmieniony	modifier	zmienić	V;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
modifiée	zmieniona	modifier	zmienić	V;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
modifiée	zmienione	modifier	zmienić	V;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
modifiée	zmieniony	modifier	zmienić	V;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
pete	pete	pete	pete	PROPN	PROPN;NOM;MASC;SG
cricket	krykieta	cricket	krykieta	N;MASC;SG	
olga	olga	olga	olga	PROPN	PROPN;NOM;FEM;SG
développés	rozwijane	développer	rozwijać	V;MASC;PL;PST;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
développés	rozwiniętych	développer	rozwinąć	V;MASC;PL;PST;V.PTCP	ADJ;PFV;GEN;MASC;PL;POS;V.PTCP;PASS
développés	opracowane	développer	opracować	V;MASC;PL;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
développés	rozwinięte	développer	rozwinąć	V;MASC;PL;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
développés	opracowany	développer	opracować	V;MASC;PL;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
blood	krwi	blood	krew	PROPN	
blood	blood	blood	blood	PROPN	
blood	krew	blood	krew	PROPN	N;NOM;FEM;SG
indépendantes	niezależny	indépendant	niezależny	ADJ;FEM;PL	ADJ;NOM;MASC;SG
indépendantes	niezależni	indépendant	niezależni	ADJ;FEM;PL	N;NOM;MASC;PL
indépendantes	niezależna	indépendant	niezależny	ADJ;FEM;PL	ADJ;NOM;FEM;SG
indépendantes	niezależne	indépendant	niezależny	ADJ;FEM;PL	ADJ;NOM;NEUT;SG
hilaire	hilaire	hilaire	hilaira	N;MASC;SG	
barrière	bariery	barrière	bariera	N;FEM;SG	N;ACC;FEM;PL
soie	jedwab	soie	jedwab	N;FEM;SG	
essayé	usiłowanie	essayer	usiłować	V;MASC;SG;PST;V.PTCP	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
acoustique	audio	acoustique	audio	ADJ;MASC;SG	
acoustique	dźwięk	acoustique	dźwięk	ADJ;MASC;SG	N;ACC;MASC;SG
acoustique	akustyka	acoustique	akustyka	ADJ;MASC;SG	
marches	marche	marche	march	N;FEM;PL	
aluminium	aluminium	aluminium	aluminium	N;MASC;SG	
aluminium	aluminiowe	aluminium	aluminiowy	N;MASC;SG	ADJ;NOM;NEUT;SG
aluminium	aluminium	aluminium	aluminium	N;MASC;SG	
aluminium	aluminiowe	aluminium	aluminiowy	N;MASC;SG	ADJ;NOM;NEUT;SG
composées	złożona	composer	złożyć	V;FEM;PL;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
composées	złożony	composer	złożyć	V;FEM;PL;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
piège	sidła	piège	sidło	N;MASC;SG	N;NOM;NEUT;PL
piège	pułapki	piège	pułapka	N;MASC;SG	N;ACC;FEM;PL
biélorussie	białoruś	biélorussie	białoruś	PROPN	
biélorussie	białorusi	biélorussie	białoruś	PROPN	
doc	doc	doc	doc	N;MASC;SG	
policière	policja	policier	policja	ADJ;FEM;SG	N;NOM;FEM;SG
policière	police	policier	polic	ADJ;FEM;SG	
policière	policji	policier	policja	ADJ;FEM;SG	N;GEN;FEM;SG
citations	notowania	citation	notować	N;FEM;PL	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
tubes	rur	tube	rur	N;MASC;PL	
tubes	rurki	tube	rurka	N;MASC;PL	
écho	echa	écho	echo	N;MASC;SG	
écho	echo	écho	echo	N;MASC;SG	
thématique	tematycznych	thématique	tematyczny	ADJ;MASC;SG	ADJ;GEN;MASC;PL
industrielles	przemysłowy	industriel	przemysłowy	ADJ;FEM;PL	ADJ;NOM;MASC;SG
industrielles	przemysł	industriel	przemysł	ADJ;FEM;PL	N;NOM;MASC;SG
industrielles	przemysłowe	industriel	przemysłowy	ADJ;FEM;PL	ADJ;NOM;NEUT;SG
mozart	mozarta	mozart	mozarty	N;MASC;SG	
mozart	mozart	mozart	mozart	N;MASC;SG	
excellent	doskonale	excellent	doskonale	ADJ;MASC;SG	ADV
hart	hart	hart	hart	PROPN	
arras	arras	arras	arras	PROPN	
diminution	zmniejszyć	diminution	zmniejszyć	N;FEM;SG	V;PFV;NFIN;ACT
diminution	zmniejszone	diminution	zmniejszyć	N;FEM;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
diminution	zmniejszona	diminution	zmniejszyć	N;FEM;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
silver	srebro	silver	srebro	PROPN	
silver	srebrny	silver	srebrny	PROPN	
silver	srebra	silver	srebro	PROPN	
