oklahoma	οκλαχόμα	oklahoma	οκλαχόμα		PROPN;NOM;FEM;SG
maximilian	μαξιμίλιαν	maximilian	μαξιμίλιαν	N;INDF;MASC+FEM;SG	
suzuki	suzuki	suzuki	suzuki		
jelena	γελένα	jelena	γελένα		
lægen	δόκτωρ	læge	δόκτωρ	N;DEF;MASC+FEM;SG	
lægen	γιατρέ	læge	γιατρές	N;DEF;MASC+FEM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
taktik	τακτικές	taktik	τακτικός	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;PL
taktik	τακτική	taktik	τακτικός	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
taktik	τακτική	taktik	τακτικός	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
konrad	konrad	konrad	konrad		
arkiveret	αρχειοθετημένες	arkivere	αρχειοθετώ	V;INDF;SG;PST;V.PTCP	V;PFV;NOM;FEM;PL;V.PTCP;PASS
rocky	ρόκι	rocky	ρόκι	N;INDF;MASC+FEM;SG	
rocky	ρόκυ	rocky	ρόκυ	N;INDF;MASC+FEM;SG	
footballdatabase	footballdatabase	footballdatabase	footballdatabase	N;INDF;MASC+FEM;SG	
bemærkede	σημειώθηκε	bemærket	σημειώνω	V;IND;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;PASS
edith	έντιθ	edith	έντιθς	N;INDF;MASC+FEM;SG	
olof	olof	olof	olof	PROPN	
smed	σιδερά	smide	σιδερά	V;IND;PST;FIN;ACT	PROPN;NOM;MASC;SG
absolutte	απόλυτος	absolutte	απόλυτος	ADJ;PL	ADJ;NOM;MASC;SG
absolutte	απόλυτη	absolutte	απόλυτος	ADJ;PL	ADJ;NOM;FEM;SG
absolutte	απόλυτο	absolutte	απόλυτος	ADJ;PL	ADJ;NOM;NEUT;SG
aske	στάχτες	aske	στάχ	N;INDF;NEUT;SG	N;NOM;FEM;PL
davies	ντέηβις	davie	ντέηβις		
davies	ντέιβις	davie	ντέιβις		
sår	πληγές	sår	πληγή	N;INDF;NEUT;SG	N;NOM;FEM;PL
sår	τραύματα	sår	τραύμα	N;INDF;NEUT;SG	N;NOM;NEUT;PL
trine	κέιτ	trine	κέιτ		
trine	kate	trine	kate		
afskediget	εξιτήριο	afskedige	εξιτήριο	V;INDF;SG;PST;V.PTCP	N;NOM;NEUT;SG
money	χρήμα	money	χρήμα		N;NOM;NEUT;SG
money	χρήματα	money	χρήμα		N;NOM;NEUT;PL
money	λεφτά	money	λεφτό		ADV
knut	κνουτ	knut	κνουτ		
leeds	λιντς	leeds	λιντς		
protein	πρωτεΐνες	protein	πρωτεύνα	N;INDF;NEUT;SG	N;NOM;FEM;PL
protein	πρωτεΐνες	protein	πρωτεύνα	N;INDF;NEUT;SG	N;NOM;FEM;PL
roberto	ρομπέρτο	roberto	ρομπέρτο		
genetisk	γενετικά	genetisk	γενετικά	ADJ;INDF;SG	ADV
genetisk	γενετικώς	genetisk	γενετικώς	ADJ;INDF;SG	ADV
tømmer	ξυλείας	tømme	ξυλεία	N;INDF;MASC+FEM;PL	N;GEN;FEM;SG
tømmer	ξυλεία	tømme	ξυλεία	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG
intellektuelle	διανοούμενοι	intellektuel	διανοούμενος	ADJ;PL	V;PFV;NOM;MASC;PL;V.PTCP;PASS
intellektuelle	πνευματική	intellektuel	πνευματικός	ADJ;PL	ADJ;NOM;FEM;SG
intellektuelle	διανοητική	intellektuel	διανοητικός	ADJ;PL	ADJ;NOM;FEM;SG
hellig	ιερά	hellig	ιερός	ADJ;INDF;MASC+FEM;SG	ADV
hellig	ιερό	hellig	ιερός	ADJ;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
ibm	i	ibm	i	N;INDF;MASC+FEM;SG	
udtrykt	εκφράζεται	udtrykke	εκφράζω	V;INDF;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
berkeley	μπέρκλεϊ	berkeley	μπέρκλεϊ		
indkomst	εισοδήματα	indkomst	εισόδημα	N;INDF;MASC+FEM;SG	N;NOM;NEUT;PL
indkomst	έσοδα	indkomst	έσοδο	N;INDF;MASC+FEM;SG	N;NOM;NEUT;PL
indkomst	εισοδήματα	indkomst	εισόδημα	N;INDF;MASC+FEM;SG	N;NOM;NEUT;PL
faldne	πεσμένο	falden	πεσμένο	ADJ;PL	ADJ;NOM;NEUT;SG
tegneserie	κωμικός	tegneserie	κωμικός	N;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
tegneserie	καρτούν	tegneserie	κάρτω	N;INDF;MASC+FEM;SG	N;NOM;NEUT;PL
indstillede	ρυθμιστεί	indstille	ρυθμίζω	V;IND;PST;FIN;ACT	V;PFV;IND;3;NFIN;PASS
forever	forever	foreve	forever	N;INDF;MASC+FEM;SG	
dynamo	δυναμό	dynamo	δυναμός	N;INDF;MASC+FEM;SG	
omar	ομάρ	omar	ομάρ	PROPN	
blok	block	blok	block	N;INDF;MASC+FEM;SG	
klinisk	κλινική	klinisk	κλινικός	ADV	ADJ;NOM;FEM;SG
klinisk	κλινικό	klinisk	κλινικός	ADV	ADJ;NOM;NEUT;SG
allmusic	allmusic	allmusic	allmusic	N;INDF;NEUT;SG	
gult	κίτρινα	gult	κίτρινος	ADJ;INDF;NEUT;SG	N;NOM;NEUT;PL
gult	κίτρινο	gult	κίτρινος	ADJ;INDF;NEUT;SG	N;NOM;NEUT;SG
palme	palme	palme	palme	N;INDF;MASC+FEM;SG	
palme	παλμ	palme	παλμ	N;INDF;MASC+FEM;SG	
palme	palm	palme	palm	N;INDF;MASC+FEM;SG	
opad	ανοδική	opad	ανοδικός	ADV	ADJ;NOM;FEM;SG
opad	αύξουσα	opad	αύξουσα	ADV	N
airways	airway	airway	airway		
maksimalt	μέγιστη	maksimalt	μέγιστος	ADV	N;ACC;FEM;SG
maksimalt	μέγιστος	maksimalt	μέγιστος	ADV	ADJ;NOM;MASC;SG
maksimalt	μέγιστο	maksimalt	μέγιστος	ADV	N;NOM;NEUT;SG
hør	λίνο	høre	λίνο	V;IMP	N
hør	λινάρι	høre	λινάρι	V;IMP	N;NOM;NEUT;SG
defensiv	αμυντική	defensiv	αμυντικός	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
defensiv	αμυντικός	defensiv	αμυντικός	N;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
defensiv	αμυντικά	defensiv	αμυντικά	N;INDF;MASC+FEM;SG	ADV
patienten	ασθενής	patient	ασθενής	N;DEF;MASC+FEM;SG	ADJ;NOM;MASC;SG
patienten	ασθενή	patient	ασθενής	N;DEF;MASC+FEM;SG	ADJ;NOM;MASC;SG
købes	αγόρασε	købe	αγοράζω	V;IND;PRS;NFIN;PASS	V;PFV;IND;SG;3;PST;FIN;ACT
købes	αγοράσω	købe	αγοράζω	V;IND;PRS;NFIN;PASS	V;IPFV;IND;SG;1;PRS;FIN;ACT
købes	αγοράστηκαν	købe	αγοράζω	V;IND;PRS;NFIN;PASS	V;PFV;IND;PL;3;PST;FIN;PASS
købes	αγοράστηκε	købe	αγοράζω	V;IND;PRS;NFIN;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
købes	αγόρασε	købe	αγοράζω	V;IND;PRS;NFIN;PASS	V;PFV;IND;SG;3;PST;FIN;ACT
købes	αγοράστηκαν	købe	αγοράζω	V;IND;PRS;NFIN;PASS	V;PFV;IND;PL;3;PST;FIN;PASS
købes	αγοράστηκε	købe	αγοράζω	V;IND;PRS;NFIN;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
janeiro	janeiro	janeiro	janeiro		
gotha	gotha	gotha	gotha		
forbeholdt	προορίζεται	forbeholde	προορίζω	V;INDF;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
derby	ντέρμπι	derby	ντέρμπι	N;INDF;MASC+FEM;SG	
salvador	σαλβαδόρ	salvador	σαλβαδόρ		
duke	duke	duke	duke		
duke	ντουκ	duke	ντουκ		
duke	ντιουκ	duke	ντιουκ		
duke	δούκας	duke	δούκα		N;NOM;MASC;SG
duke	δούκα	duke	δούκα		N;ACC;MASC;SG
isaac	άιζακ	isaac	άιζακ		
isaac	ισαάκ	isaac	ισαάκ		N
myspace	myspace	myspace	myspace	N;INDF;NEUT;SG	
forhandle	διαπραγματευτεί	forhandle	διαπραγματεύομαι	V;NFIN;ACT	V;PFV;NFIN;PASS
forhandle	διαπραγματεύσεις	forhandle	διαπραγμάτευση	V;NFIN;ACT	N;NOM;FEM;PL
forhandle	διαπραγμάτευση	forhandle	διαπραγμάτευση	V;NFIN;ACT	N;NOM;FEM;SG
forhandle	διαπραγματεύεται	forhandle	διαπραγματεύω	V;NFIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;PASS
forhandle	διαπραγματεύσεων	forhandle	διαπραγμάτευση	V;NFIN;ACT	N;GEN;FEM;PL
lis	λιζ	lis	λιζ		
lis	λις	lis	λις		N
indtjening	έσοδα	indtjening	έσοδο	N;INDF;MASC+FEM;SG	N;NOM;NEUT;PL
indtjening	αποδοχές	indtjening	αποδοχή	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
indtjening	κέρδη	indtjening	κέρδος	N;INDF;MASC+FEM;SG	N;NOM;NEUT;PL
tyk	παχύ	tyk	παχύς	ADJ;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
tyk	παχιά	tyk	παχιός	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;PL
påvirkede	επηρεάσει	påvirke	επηρεάζω	V;PL;PST;V.PTCP	V;PFV;IND;SG;3;FIN;ACT
påvirkede	επηρεάζεται	påvirke	επηρεάζω	V;PL;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
påvirkede	επηρεάστηκε	påvirke	επηρεάζω	V;PL;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
påvirkede	επηρεάζεται	påvirke	επηρεάζω	V;PL;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
påvirkede	επηρέασε	påvirke	επηρίαζω	V;PL;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
påvirkede	προσέκρουσε	påvirke	προσκρουσεύς	V;PL;PST;V.PTCP	V;IPFV;IND;SG;3;PST;FIN;ACT
bachelor	μπάτσελορ	bachelor	μπάτσελορ	N;INDF;MASC+FEM;SG	
bachelor	εργένης	bachelor	εργένη	N;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
grafik	γραφικό	grafik	γραφικός	N;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
grafik	γραφικά	grafik	γραφικά	N;INDF;MASC+FEM;SG	ADV
grafik	γραφικά	grafik	γραφικά	N;INDF;MASC+FEM;SG	ADV
forældet	ξεπερασμένο	forælde	ξεπερασμένος	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG
rostock	rostock	rostock	rostock	N;INDF;MASC+FEM;SG	
mos	mos	mos	mos	N;INDF;MASC+FEM;SG	
mos	μος	mos	μος	N;INDF;MASC+FEM;SG	
specialiserede	εξειδικευμένο	specialisere	εκειδικεύω	V;PL;PST;V.PTCP	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
specialiserede	εξειδικευμένη	specialisere	εκειδικεύω	V;PL;PST;V.PTCP	V;PFV;NOM;FEM;SG;V.PTCP;PASS
geologisk	γεωλογική	geologisk	γεωλογικός	ADV	ADJ;NOM;FEM;SG
jin	jin	jin	jin		
jin	τζιν	jin	τζεν		N;NOM;NEUT;SG
vandret	οριζόντιο	vandret	οριζόντιος	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG
vandret	οριζόντιες	vandret	οριζόντιος	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;PL
vandret	οριζόντια	vandret	οριζόντια	V;INDF;SG;PST;V.PTCP	ADV
isle	νήσος	isle	νήσος	N;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG
homoseksuelle	ομοφυλόφιλος	homoseksuel	ομοφυλόφιλος	ADJ;PL	ADJ;NOM;MASC;SG
ukrainsk	ουκρανίας	ukrainsk	ουκρανία	ADJ;INDF;SG	PROPN;GEN;FEM;SG
tanzania	τανζανία	tanzania	τανζανία		PROPN;ACC;FEM;SG
miguel	μιγκέλ	miguel	μιγκέλ		
miguel	miguel	miguel	miguel		
usikker	ανασφάλεια	usikker	ανασφάλεια	ADJ;INDF;MASC+FEM;SG	N;NOM;FEM;SG
clinton	κλίντον	clinton	κλίντον		PROPN;ACC;FEM;SG
clinton	clinton	clinton	clinton		
videoer	βίντεο	video	βίντεο	N;INDF;NEUT;PL	N;NEUT;SG
reagerer	ανταποκρίνεται	reagere	ανταποκρίνομαι	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;PASS
uddrag	εκχυλίσματα	uddrag	εκχύλισμα	N;INDF;NEUT;SG	N;NOM;NEUT;PL
uddrag	αποσπάσματα	uddrag	απόσπασμα	N;INDF;NEUT;SG	N;NOM;NEUT;PL
uddrag	αποσπάσματα	uddrag	απόσπασμα	N;INDF;NEUT;SG	N;NOM;NEUT;PL
rimelig	δίκαιο	rimelig	δίκαιο	ADJ;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
rimelig	δίκαια	rimelig	δίκαιο	ADJ;INDF;MASC+FEM;SG	ADV
rimelig	πανηγύρι	rimelig	πανηγύρι	ADJ;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
rimelig	λογικές	rimelig	λογικός	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;PL
lander	länder	land	länder	V;IND;PRS;FIN;ACT	
lander	εκφόρτωση	land	εκφόρτωση	V;IND;PRS;FIN;ACT	N;ACC;FEM;SG
lander	προσγείωση	land	προσγείωση	V;IND;PRS;FIN;ACT	N;ACC;FEM;SG
lander	ξηρά	land	ξηρά	V;IND;PRS;FIN;ACT	N;NOM;NEUT;PL
lander	land	land	land	V;IND;PRS;FIN;ACT	
lander	γη	land	γη	V;IND;PRS;FIN;ACT	N;NOM;FEM;SG
lander	στεριά	land	στεριά	V;IND;PRS;FIN;ACT	N;NOM;FEM;SG
kids	παιδια	kids	παιδί	N;INDF;NEUT;SG	N;NOM;NEUT;PL
kids	παιδιά	kids	παιδί	N;INDF;NEUT;SG	N;NOM;NEUT;PL
hang	κρέμασε	hænge	κραμώνω	V;IMP	V;PFV;IND;SG;3;PST;FIN;ACT
hang	κρέμασμα	hænge	κρέμασμα	V;IMP	N;NOM;NEUT;SG
hang	κρέμεται	hænge	κρέμε	V;IMP	V;IPFV;IND;SG;3;PRS;FIN;PASS
ålborg	aalborg	ålborg	aalborg		
ioc	δοε	ioc	δοε	PROPN	N
mai	mai	mai	mai		
mai	μάι	mai	μαι		
fjerner	αφαίρεση	fjerne	αφαίρεση	V;IND;PRS;FIN;ACT	N;ACC;FEM;SG
metadata	μεταδεδομένων	metadata	μεταδεδόμενος	N;INDF;NEUT;SG	N;GEN;NEUT;PL
metadata	μεταδεδομένα	metadata	μεταδεδομένος	N;INDF;NEUT;SG	N;NOM;NEUT;PL
altona	αλτόνα	altona	αλτόνα	PROPN	N
udrustet	εξοπλισμένοι	udruste	εξοπλίζω	V;INDF;SG;PST;V.PTCP	V;PFV;NOM;MASC;PL;V.PTCP;PASS
udrustet	εξοπλισμένα	udruste	εξοπλισμένος	V;INDF;SG;PST;V.PTCP	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
bismarck	μπίσμαρκ	bismarck	μπίσμαρκ	N;INDF;MASC+FEM;SG	
village	χωριο	villag	χωριο		N;NOM;NEUT;SG
village	χωριό	villag	χωριό		N;NOM;NEUT;SG
straffe	ποινή	straffe	ποινή	N;INDF;MASC+FEM;PL	N;ACC;FEM;SG
straffe	πέναλτι	straffe	πέναλτι	N;INDF;MASC+FEM;PL	
straffe	τιμωρήσει	straffe	τιμωρώ	N;INDF;MASC+FEM;PL	V;PFV;NFIN;ACT
straffe	τιμωρία	straffe	τιμωρία	N;INDF;MASC+FEM;PL	N;ACC;FEM;SG
fladt	επίπεδη	fladt	επίπεδο	ADV	NUM;NOM;FEM;SG
fladt	διαμέρισμα	fladt	διαμέρισμα	ADV	N;NOM;NEUT;SG
raw	ακατέργαστο	raw	ακατέργαστος		N;NOM;NEUT;SG
raw	ακατέργαστη	raw	ακατέργαστος		N;NOM;FEM;SG
raw	ακατέργαστα	raw	ακατέργαστα		N;NOM;NEUT;PL
raw	ωμή	raw	ωμή		N;NOM;FEM;SG
raw	ωμό	raw	ωμό		N;NOM;NEUT;SG
psykiske	ψυχολογικό	psykisk	ψυχολογικός	ADJ;PL	ADJ;NOM;NEUT;SG
psykiske	ψυχολογική	psykisk	ψυχολογικός	ADJ;PL	ADJ;NOM;FEM;SG
psykiske	ψυχολογικά	psykisk	ψυχολογικά	ADJ;PL	ADV
psykiske	ψυχική	psykisk	ψυχικός	ADJ;PL	ADJ;NOM;FEM;SG
psykiske	νοητική	psykisk	νοητικός	ADJ;PL	ADJ;NOM;FEM;SG
georgien	τζώρτζια	georgi	τζώρτζια	PROPN	N;NOM;NEUT;PL
georgien	georgia	georgi	georgia	PROPN	
georgien	τζόρτζια	georgi	τζόρτζια	PROPN	
krigere	μαχητές	krig	μαχητός	N;INDF;MASC+FEM;PL	ADJ;NOM;MASC;PL
krigere	μαχητικά	krig	μαχητικά	N;INDF;MASC+FEM;PL	ADV
krigere	μαχητές	krig	μαχητός	N;INDF;MASC+FEM;PL	ADJ;NOM;MASC;PL
jefferson	τζέφερσον	jefferson	τζέφερσον	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
aps	llc	aps	llc	N;INDF;NEUT;SG	
aps	aps	aps	aps	N;INDF;NEUT;SG	
francesco	φραντσέσκο	francesco	φραντσέσκο	N;INDF;MASC+FEM;SG	
kommercielt	εμπορική	kommercielt	εμπορικός	ADV	ADJ;NOM;FEM;SG
hurtigste	γρηγορότερο	hurtigst	γρηγορός	ADJ;DEF;RL	ADJ;NOM;CMPR;NEUT;SG
monroe	μονρόε	monroe	μονρόε		PROPN;NOM;FEM;SG
monroe	μονρό	monroe	μονρό		
ssr	ssr	ssr	ssr	ADJ;INDF;MASC+FEM;SG	
connecticut	κονέκτικατ	connecticut	κονέκτικα	N;INDF;MASC+FEM;SG	ADV
gibraltar	γιβραλτάρ	gibraltar	γιβραλτάρ	ADJ;INDF;SG	
kristina	κριστίνα	kristina	κριστίνα		
pittsburgh	πίτσμπουργκ	pittsburgh	πίτσμπουργκ		PROPN;NOM;NEUT;SG
frataget	στέρηση	fratag	στέρηση	V;INDF;SG;PST;V.PTCP	N;ACC;FEM;SG
dawn	ντόουν	dawn	ντόω	N;INDF;MASC+FEM;SG	V;IPFV;IND;PL;3;PRS;FIN;ACT
gennemsnitlig	μέσος	gennemsnitlig	μέσος	ADJ;INDF;MASC+FEM;SG	N;NOM;MASC;SG
gennemsnitlig	μέση	gennemsnitlig	μέσο	ADJ;INDF;MASC+FEM;SG	N;NOM;FEM;SG
mile	μίλι	mil	μίλι		
katedralen	καθεδρικό	katedral	καθεδρικός	N;DEF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
bristol	μπρίστολ	bristol	μπρίστολ		
blokere	τετράγωνο	blok	τετράγωνος	V;NFIN;ACT	N;NOM;NEUT;SG
blokere	μπλοκάρισμα	blok	μπλοκάρισμα	V;NFIN;ACT	N;NOM;NEUT;SG
blokere	block	blok	block	V;NFIN;ACT	
blokere	μπλοκ	blok	μπλοκ	V;NFIN;ACT	N;NOM;NEUT;SG
rimeligt	εύλογα	rimelig	εύλογα	ADJ;INDF;NEUT;SG	ADV
rimeligt	δίκαιο	rimelig	δίκαιο	ADJ;INDF;NEUT;SG	N;NOM;NEUT;SG
rimeligt	δίκαια	rimelig	δίκαιο	ADJ;INDF;NEUT;SG	ADV
rimeligt	πανηγύρι	rimelig	πανηγύρι	ADJ;INDF;NEUT;SG	N;NOM;NEUT;SG
rimeligt	λογικές	rimelig	λογικός	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;PL
stab	μαχαιρώσει	stab	μαχαιρώνω	N;INDF;MASC+FEM;SG	V;PFV;IND;SG;3;FIN;ACT
forberedt	παρασκευασμένα	forberede	παρασκευασμένος	V;INDF;SG;PST;V.PTCP	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
negativt	αρνητικός	negativt	αρνητικός	ADV	ADJ;NOM;MASC;SG
negativt	αρνητικό	negativt	αρνητικός	ADV	ADJ;NOM;NEUT;SG
negativt	αρνητική	negativt	αρνητικός	ADV	ADJ;NOM;FEM;SG
efterladte	επιζήσαντες	efterlade	επιζήσαν	V;PL;PST;V.PTCP	ADJ;NOM;MASC;PL
efterladte	επιζώντες	efterlade	επιζώ	V;PL;PST;V.PTCP	ADJ;NOM;MASC;PL
kompliceret	σύνθετη	kompliceret	σύνθετος	ADJ;INDF;SG	ADV
kompliceret	συγκρότημα	kompliceret	συγκρότημα	ADJ;INDF;SG	N;NOM;NEUT;SG
kompliceret	σύνθετα	kompliceret	σύνθετος	ADJ;INDF;SG	ADJ;NOM;NEUT;PL
kompliceret	μπερδεμένο	kompliceret	μπερδεμένο	ADJ;INDF;SG	N;NOM;NEUT;SG
bonus	bonus	bonus	bonus	N;INDF;MASC+FEM;SG	
bonus	μπόνους	bonus	μπόνος	N;INDF;MASC+FEM;SG	N;NOM;MASC;PL
bonus	bonus	bonus	bonus	N;INDF;MASC+FEM;SG	
bonus	μπόνους	bonus	μπόνος	N;INDF;MASC+FEM;SG	N;NOM;MASC;PL
ghana	γκάνα	ghana	γκάνα	PROPN	PROPN;NOM;FEM;SG
giuseppe	giuseppe	giuseppe	giuseppe	N;INDF;MASC+FEM;SG	
giuseppe	τζουζέπε	giuseppe	τζουζέπω	N;INDF;MASC+FEM;SG	
østlig	ανατολικά	østlig	ανατολικά	ADJ;INDF;MASC+FEM;SG	ADV
østlig	ανατολικές	østlig	ανατολικός	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;PL
sejlads	ιστιοπλοΐα	sejlads	ιστιοπλοΐα	N;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG
oplyst	φωτίζεται	oplyse	φωτίζω	V;INDF;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
oplyst	lit	oplyse	lit	V;INDF;SG;PST;V.PTCP	
gemme	αποθήκευση	gemme	αποθήκευση	V;NFIN;ACT	N;NOM;FEM;SG
gemme	save	gemme	save	V;NFIN;ACT	
gemme	αποθηκεύστε	gemme	αποθηκώ	V;NFIN;ACT	V;PFV;IND;PL;2;PST;FIN;PASS
gemme	σώσε	gemme	σώσε	V;NFIN;ACT	N
jeanne	ιωάννα	jeanne	ιωάννα	N;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG
jeanne	ζαν	jeanne	ζαν	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
serv	υπηρετώ	serv	υπηρετώ	N;INDF;MASC+FEM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
mon	mon	mon	mon	ADV	
mon	μον	mon	μον	ADV	N
mon	αναρωτιέμαι	mon	αναρωτιέμαι	ADV	V;IPFV;IND;SG;1;PRS;FIN;PASS
mon	θαύμα	mon	θαύμα	ADV	N;NOM;NEUT;SG
lily	λίλυ	lily	λίλς		
lily	lily	lily	lily		
lily	λίλι	lily	λίλι		
medie	media	medie	media	N;INDF;NEUT;SG	
medie	μεσαία	medie	μεσαίος	N;INDF;NEUT;SG	ADV
gene	τζην	gene	τζεν	N;INDF;MASC+FEM;SG	
gene	gene	gene	gene	N;INDF;MASC+FEM;SG	
fisher	φίσερ	fishe	φίσερ	N;INDF;MASC+FEM;SG	
udnyttede	χρησιμοποιούμενη	udnytte	χρησιμοποιούμενος	V;IND;PST;FIN;ACT	ADJ;NOM;FEM;SG
udnyttede	χρησιμοποιούμενη	udnytte	χρησιμοποιούμενος	V;IND;PST;FIN;ACT	ADJ;NOM;FEM;SG
håkon	χάακον	håkon	χάακον		N;NOM;MASC;SG
boks	box	boks	box	N;INDF;MASC+FEM;SG	
boks	κουτι	boks	κουτι	N;INDF;MASC+FEM;SG	
overlevet	επέζησαν	overleve	επιζώ	V;INDF;SG;PST;V.PTCP	V;PFV;IND;PL;3;PST;FIN;ACT
muhammad	μοχάμεντ	muhammad	μοχάμεντ	N;INDF;MASC+FEM;SG	
bøde	πρόστιμα	bøde	πρόστιμα	N;INDF;MASC+FEM;SG	N;NOM;NEUT;PL
beholder	κοντέινερ	beholde	κοντέινερ	V;IND;PRS;FIN;ACT	N;NOM;NEUT;PL
beholder	δεξαμενή	beholde	δεξαμενή	V;IND;PRS;FIN;ACT	N;NOM;FEM;SG
beholder	δοχείο	beholde	δοχείο	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG
mallorca	μαγιόρκα	mallorca	μαγιόρκος		PROPN;NOM;FEM;SG
mallorca	μαγιόρκα	mallorca	μαγιόρκος		PROPN;NOM;FEM;SG
fejre	εορτασμός	fejre	εορτασμός	V;NFIN;ACT	N;NOM;MASC;SG
dogg	ντογκ	dogg	ντογκ		
severin	severin	severin	severin	N;INDF;MASC+FEM;SG	
mediawiki	media	mediawiki	media	N;INDF;NEUT;SG	
radioen	ασύρματος	radio	άσυρμα	N;DEF;MASC+FEM;SG	ADJ;NOM;MASC;SG
radioen	ράδιο	radio	ράδιο	N;DEF;MASC+FEM;SG	PROPN;NOM;MASC;SG
madonna	παναγια	madonna	πανάγια		N;NOM;FEM;SG
madonna	παναγία	madonna	παναγία		N;NOM;FEM;SG
madonna	μαντόνα	madonna	μαντόνα		PROPN;NOM;FEM;SG
metallica	metallica	metallica	metallica	N;INDF;NEUT;SG	
skinner	σκίνερ	skinne	σκίνερ	V;IND;PRS;FIN;ACT	N
skinner	ράγες	skinne	ράγη	V;IND;PRS;FIN;ACT	N;NOM;FEM;PL
hjort	ελάφια	hjort	ελάφιος		N;NOM;NEUT;PL
hjort	ελάφι	hjort	ελάφι		N;NOM;NEUT;SG
rapporteret	αναφέρθηκαν	rapportere	αναφέρω	V;INDF;SG;PST;V.PTCP	V;PFV;IND;PL;3;PST;FIN;PASS
puerto	πουέρτο	puerto	πουέρτο		
katrine	κατρίν	katrin	κατρίν	N;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG
annie	άνι	annie	άνι	N;INDF;MASC+FEM;SG	
annie	annie	annie	annie	N;INDF;MASC+FEM;SG	
stabile	σταθερό	stabil	σταθερός	ADJ;PL	ADJ;NOM;NEUT;SG
stabile	σταθερή	stabil	σταθερός	ADJ;PL	ADJ;NOM;FEM;SG
stabile	σταθερά	stabil	σταθερά	ADJ;PL	ADV
stabile	σταθερός	stabil	σταθερός	ADJ;PL	ADJ;NOM;MASC;SG
kamera	φωτογραφική	kamera	φωτογραφικός	N;INDF;NEUT;SG	ADJ;NOM;FEM;SG
regnede	βρέχει	regne	βρέχω	V;IND;PST;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
internt	εσωτερικές	internt	εσωτερικός	ADV	ADJ;NOM;FEM;PL
internt	εσωτερική	internt	εσωτερικός	ADV	ADJ;NOM;FEM;SG
internt	εσωτερικός	internt	εσωτερικός	ADV	ADJ;NOM;MASC;SG
internt	εσωτερικό	internt	εσωτερικό	ADV	N;NOM;NEUT;SG
betjent	μπάτσος	betjene	μπάτσος	ADJ;INDF;SG	N;NOM;MASC;SG
udstedte	εκδόθηκε	udstedt	εκδίδω	V;IND;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;PASS
udstedte	εκδοθέν	udstedt	εκδοθέν	V;IND;PST;FIN;ACT	N
