категорія	категории	категорія	категория	N;INAN;NOM;FEM;SG	N;INAN;NOM;FEM;PL
права	правильно	право	правильный	N;INAN;NOM;NEUT;PL	ADJ;NEUT;SG
права	верно	право	верный	N;INAN;NOM;NEUT;PL	ADJ;NEUT;SG
права	вправо	право	вправо	N;INAN;NOM;NEUT;PL	ADV
права	прав	право	прав	N;INAN;NOM;NEUT;PL	ADJ;MASC;SG
муніципалітетів	коммуны	муніципалітет	коммун	N;ANIM;ACC;MASC;PL	N;INAN;NOM;FEM;PL
муніципалітетів	общины	муніципалітет	община	N;ANIM;ACC;MASC;PL	N;INAN;NOM;FEM;PL
муніципалітетів	коммун	муніципалітет	коммун	N;ANIM;ACC;MASC;PL	N;INAN;GEN;FEM;PL
церкви	церквей	церква	церковь	N;INAN;NOM;FEM;PL	N;INAN;GEN;FEM;PL
церкви	церкви	церква	церковь	N;INAN;NOM;FEM;PL	N;INAN;NOM;FEM;SG
стала	постоянная	стати	постоянный	V;PFV;FEM;IND;SG;PST;FIN	ADJ;NOM;FEM;SG
стала	постоянно	стати	постоянно	V;PFV;FEM;IND;SG;PST;FIN	ADV
стала	постоянные	стати	постоянный	V;PFV;FEM;IND;SG;PST;FIN	ADJ;NOM;PL
стала	постоянное	стати	постоянный	V;PFV;FEM;IND;SG;PST;FIN	ADJ;NOM;NEUT;SG
стала	постоянный	стати	постоянный	V;PFV;FEM;IND;SG;PST;FIN	ADJ;NOM;MASC;SG
голови	орёл	голова	ореть	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;SG
голови	трансплантации	голова	трансплантация	N;INAN;NOM;FEM;PL	N;INAN;NOM;FEM;SG
голови	пересадка	голова	пересадка	N;INAN;NOM;FEM;PL	N;INAN;NOM;FEM;SG
південь	южная	південь	южный	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG
південь	южный	південь	южный	N;INAN;NOM;MASC;SG	ADJ;NOM;MASC;SG
південь	южной	південь	южный	N;INAN;NOM;MASC;SG	ADJ;INS;FEM;SG
вулиці	улицах	вулиця	улица	N;INAN;NOM;FEM;PL	N;INAN;ESS;FEM;PL
перед	прежде	перед	прежде	ADP;INS	ADV
сім	seven	сей	seven		PROPN
сім	семь	сей	семь		NUM;NOM
сім	седьмая	сей	седьмой		ADJ;NOM;FEM;SG
яке	которое	який	который	DET;NOM;NEUT;SG	PRO;NOM
яке	которая	який	который	DET;NOM;NEUT;SG	PRO;NOM
яке	которые	який	который	DET;NOM;NEUT;SG	PRO;NOM
яке	который	який	который	DET;NOM;NEUT;SG	PRO;NOM
володимир	владимир	володимир	владимир	ADJ;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
типу	type	тип	type	N;INAN;NOM;MASC;SG	PROPN
академії	академия	академія	академия	N;INAN;NOM;FEM;PL	N;INAN;NOM;FEM;SG
фільм	film	фільм	film	N;INAN;NOM;MASC;SG	PROPN
карта	карту	карта	карта	N;INAN;NOM;FEM;SG	N;INAN;ACC;FEM;SG
команди	команд	команда	команда	N;INAN;NOM;FEM;PL	N;INAN;GEN;FEM;PL
іван	иван	іван	иван	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
іван	джон	іван	джон	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
іван	иоанн	іван	иоанный	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
використання	использования	використання	использование	N;INAN;NOM;NEUT;SG	N;INAN;GEN;NEUT;SG
використання	используя	використання	использовать	N;INAN;NOM;NEUT;SG	V;IPFV;PRS;V.CVB;ACT
використання	используйте	використання	использовать	N;INAN;NOM;NEUT;SG	V;IPFV;IMP;PL;2;FIN;ACT
використання	использовать	використання	использовать	N;INAN;NOM;NEUT;SG	V;IPFV;NFIN;ACT
використання	использует	використання	использовать	N;INAN;NOM;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
головний	шеф	головний	шеф	ADJ;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
головний	начальник	головний	начальник	ADJ;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
головний	вождь	головний	вождь	ADJ;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
головний	основные	головний	основной	ADJ;NOM;MASC;SG	ADJ;NOM;PL
головний	основных	головний	основной	ADJ;NOM;MASC;SG	ADJ;GEN;PL
зоря	star	зоря	star	N;INAN;NOM;FEM;SG	PROPN
зоря	звезда	зоря	звезда	N;INAN;NOM;FEM;SG	N;ANIM;NOM;FEM;SG
зоря	стар	зоря	стар	N;INAN;NOM;FEM;SG	
деякі	некоторых	деякий	некоторый	DET;NOM;PL	DET;GEN;PL
діяльність	мероприятия	діяльність	мероприятие	N;INAN;NOM;FEM;SG	N;INAN;NOM;NEUT;PL
діяльність	действия	діяльність	действие	N;INAN;NOM;FEM;SG	N;INAN;NOM;NEUT;PL
частини	частей	частина	часть	N;INAN;NOM;FEM;PL	N;INAN;GEN;FEM;PL
закінчив	закончили	закінчити	закончить	V;PFV;MASC;IND;SG;PST;FIN	V;PFV;IND;PL;PST;FIN;ACT
джерела	провайдеров	джерело	провайдер	N;INAN;NOM;NEUT;PL	N;ANIM;GEN;MASC;PL
джерела	поставщики	джерело	поставщик	N;INAN;NOM;NEUT;PL	N;ANIM;NOM;MASC;PL
джерела	источник	джерело	источник	N;INAN;NOM;NEUT;PL	N;INAN;NOM;MASC;SG
кам	лагерях	кам	лагерь		N;INAN;ESS;MASC;PL
кам	лагеря	кам	лагерь		N;INAN;NOM;MASC;PL
кам	лагерей	кам	лагерь		N;INAN;GEN;MASC;PL
честь	честь	честь	честь	N;INAN;ACC;FEM;SG	N;INAN;NOM;FEM;SG
честь	честь	честь	честь	N;INAN;ACC;FEM;SG	N;INAN;NOM;FEM;SG
організації	организации	організація	организация	N;INAN;GEN;FEM;SG	N;INAN;NOM;FEM;PL
організації	организаций	організація	организация	N;INAN;GEN;FEM;SG	N;INAN;GEN;FEM;PL
організації	организовать	організація	организовывать	N;INAN;GEN;FEM;SG	V;PFV;NFIN;ACT
своїх	их	свій	они	DET;ANIM;ACC;PL;REFL	PRO;ACC;PL;3
сил	силы	сила	сила	N;INAN;GEN;FEM;PL	N;INAN;NOM;FEM;PL
померли	смерти	померти	смерть	V;PFV;IND;PL;PST;FIN	N;INAN;GEN;FEM;SG
діяльності	мероприятия	діяльність	мероприятие	N;INAN;GEN;FEM;SG	N;INAN;NOM;NEUT;PL
діяльності	деятельность	діяльність	деятельность	N;INAN;GEN;FEM;SG	N;INAN;NOM;FEM;SG
діяльності	активность	діяльність	активность	N;INAN;GEN;FEM;SG	N;INAN;NOM;FEM;SG
діяльності	действия	діяльність	действие	N;INAN;GEN;FEM;SG	N;INAN;NOM;NEUT;PL
діяльності	деятельность	діяльність	деятельность	N;INAN;GEN;FEM;SG	N;INAN;NOM;FEM;SG
клуб	club	клуб	club	N;INAN;NOM;MASC;SG	PROPN
ігор	games	гра	games	PROPN;ANIM;NOM;FEM;SG	PROPN
ігор	игры	гра	игра	PROPN;ANIM;NOM;FEM;SG	N;INAN;NOM;FEM;PL
ігор	игорь	гра	игорь	PROPN;ANIM;NOM;FEM;SG	N;ANIM;NOM;MASC;SG
партії	party	партія	party	N;INAN;GEN;FEM;SG	PROPN
партії	сторона	партія	сторона	N;INAN;GEN;FEM;SG	N;INAN;NOM;FEM;SG
партії	партия	партія	партия	N;INAN;GEN;FEM;SG	N;INAN;NOM;FEM;SG
партії	вечеринка	партія	вечеринка	N;INAN;GEN;FEM;SG	N;INAN;NOM;FEM;SG
роль	роли	роль	роль	N;INAN;NOM;FEM;SG	N;INAN;NOM;FEM;PL
усі	всем	увесь	все	DET;NOM;PL	PRO;ANIM;DAT;PL
усі	всем	увесь	все	DET;NOM;PL	PRO;ANIM;DAT;PL
усі	всех	увесь	все	DET;NOM;PL	PRO;ANIM;ACC;PL
усі	all	увесь	all	DET;NOM;PL	PROPN
усі	все	увесь	все	DET;NOM;PL	PRO;INAN;NOM;NEUT;SG
усі	всем	увесь	все	DET;NOM;PL	PRO;ANIM;DAT;PL
усі	всех	увесь	все	DET;NOM;PL	PRO;ANIM;ACC;PL
усі	все	увесь	все	DET;NOM;PL	PRO;INAN;NOM;NEUT;SG
усі	каждый	увесь	каждый	DET;NOM;PL	DET;NOM;MASC;SG
україна	ukraine	україна	ukraine	PROPN;INAN;NOM;FEM;SG	PROPN
україна	украина	україна	украина	PROPN;INAN;NOM;FEM;SG	N;INAN;NOM;FEM;SG
україна	украину	україна	украина	PROPN;INAN;NOM;FEM;SG	N;INAN;ACC;FEM;SG
свої	их	свій	они	DET;NOM;PL;REFL	PRO;ACC;PL;3
відомий	знаменитость	відомий	знаменитость	ADJ;NOM;MASC;SG	N;INAN;NOM;FEM;SG
микола	николай	микола	николай	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
микола	николай	микола	николай	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
микола	николай	микола	николай	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
італії	италия	італія	италия	PROPN;INAN;GEN;FEM;SG	N;INAN;NOM;FEM;SG
італії	италию	італія	италия	PROPN;INAN;GEN;FEM;SG	N;INAN;ACC;FEM;SG
італії	италии	італія	италия	PROPN;INAN;GEN;FEM;SG	N;INAN;NOM;FEM;PL
школа	школе	школа	школа	N;INAN;NOM;FEM;SG	N;INAN;DAT;FEM;SG
школа	school	школа	school	N;INAN;NOM;FEM;SG	PROPN
школа	школы	школа	школа	N;INAN;NOM;FEM;SG	N;INAN;NOM;FEM;PL
право	jus	право	jus	N;INAN;NOM;NEUT;SG	PROPN
право	правильно	право	правильный	N;INAN;NOM;NEUT;SG	ADJ;NEUT;SG
право	верно	право	верный	N;INAN;NOM;NEUT;SG	ADJ;NEUT;SG
право	вправо	право	вправо	N;INAN;NOM;NEUT;SG	ADV
євро	евро	євро	евро	PROPN;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
далі	дальнейшая	далі	дальнейший	ADV	ADJ;NOM;FEM;SG
далі	следующий	далі	следующий	ADV	ADJ;NOM;MASC;SG
далі	следующая	далі	следующий	ADV	ADJ;NOM;FEM;SG
далі	next	далі	next	ADV	PROPN
стали	стала	стати	стать	V;PFV;IND;PL;PST;FIN	V;PFV;FEM;IND;SG;PST;FIN;ACT
стали	стал	стати	стать	V;PFV;IND;PL;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN;ACT
одна	одна	один	один	NUM;NOM;FEM	DET;NOM;FEM;SG
одна	one	один	one	NUM;NOM;FEM	PROPN
одна	одно	один	один	NUM;NOM;FEM	DET;NOM;NEUT;SG
хто	who	хто	who	PRO;ANIM;NOM;MASC;SG	PROPN
хто	воз	хто	воз	PRO;ANIM;NOM;MASC;SG	N;INAN;NOM;MASC;SG
моря	морям	море	море	N;INAN;NOM;NEUT;PL	N;INAN;DAT;NEUT;PL
звання	звания	звання	звание	N;INAN;NOM;NEUT;SG	N;INAN;NOM;NEUT;PL
звання	ряды	звання	ряд	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;PL
помер	мертвый	померти	мертвый	V;PFV;MASC;IND;SG;PST;FIN	ADJ;NOM;MASC;SG
помер	мертвые	померти	мертвый	V;PFV;MASC;IND;SG;PST;FIN	ADJ;NOM;PL
помер	мертв	померти	мертвый	V;PFV;MASC;IND;SG;PST;FIN	ADJ;MASC;SG
помер	мертва	померти	мертвый	V;PFV;MASC;IND;SG;PST;FIN	ADJ;FEM;SG
родини	семей	родина	семья	N;INAN;NOM;FEM;PL	N;INAN;GEN;FEM;PL
польщі	польши	польща	польша	PROPN;INAN;GEN;FEM;SG	N;INAN;NOM;FEM;SG
польщі	польша	польща	польша	PROPN;INAN;GEN;FEM;SG	N;INAN;NOM;FEM;SG
польщі	польшу	польща	польша	PROPN;INAN;GEN;FEM;SG	N;INAN;ACC;FEM;SG
львів	львов	львів	лев	PROPN;INAN;NOM;MASC;SG	N;INAN;GEN;MASC;PL
група	группы	група	группа	N;INAN;NOM;FEM;SG	N;INAN;NOM;FEM;PL
група	group	група	group	N;INAN;NOM;FEM;SG	PROPN
новий	новые	новий	новый	ADJ;NOM;MASC;SG	ADJ;NOM;PL
новий	новинка	новий	новинка	ADJ;NOM;MASC;SG	N;INAN;NOM;FEM;SG
новий	новых	новий	новый	ADJ;NOM;MASC;SG	ADJ;GEN;PL
зір	зрение	зір	зрение	N;INAN;NOM;FEM;PL	N;INAN;NOM;NEUT;SG
зір	зрение	зір	зрение	N;INAN;NOM;FEM;PL	N;INAN;NOM;NEUT;SG
зір	видение	зір	видение	N;INAN;NOM;FEM;PL	N;INAN;NOM;NEUT;SG
великий	big	великий	big	ADJ;NOM;MASC;SG	PROPN
великий	большие	великий	большой	ADJ;NOM;MASC;SG	ADJ;NOM;PL
великий	биг	великий	биг	ADJ;NOM;MASC;SG	
великий	здорово	великий	здорово	ADJ;NOM;MASC;SG	ADV
великий	отлично	великий	отлично	ADJ;NOM;MASC;SG	ADV
великий	великолепно	великий	великолепно	ADJ;NOM;MASC;SG	ADV
залізниця	railroad	залізниця	railroad	N;INAN;NOM;FEM;SG	PROPN
залізниця	железнодорожных	залізниця	железнодорожный	N;INAN;NOM;FEM;SG	ADJ;GEN;PL
залізниця	железнодорожный	залізниця	железнодорожный	N;INAN;NOM;FEM;SG	ADJ;NOM;MASC;SG
система	system	система	system	N;INAN;NOM;FEM;SG	PROPN
північ	северный	північ	северный	N;INAN;NOM;FEM;SG	ADJ;NOM;MASC;SG
північ	северная	північ	северный	N;INAN;NOM;FEM;SG	ADJ;NOM;FEM;SG
північ	северной	північ	северный	N;INAN;NOM;FEM;SG	ADJ;INS;FEM;SG
більшість	наиболее	більшість	наиболее	N;INAN;NOM;FEM;SG	ADV
народження	родилась	народження	рождаться	N;INAN;NOM;NEUT;SG	V;PFV;FEM;IND;SG;PST;FIN;MID
народження	родился	народження	рождаться	N;INAN;NOM;NEUT;SG	V;PFV;MASC;IND;SG;PST;FIN;MID
народження	роды	народження	роды	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;PL
інформація	info	інформація	info	N;INAN;NOM;FEM;SG	PROPN
інформація	инфо	інформація	инфо	N;INAN;NOM;FEM;SG	
інститут	institut	інститут	institut	N;INAN;NOM;MASC;SG	PROPN
будинок	house	будинок	house	N;INAN;NOM;MASC;SG	PROPN
будинок	хауз	будинок	хауз	N;INAN;NOM;MASC;SG	
будинок	хаус	будинок	хаус	N;INAN;NOM;MASC;SG	INTJ
дослідження	исследований	дослідження	исследование	N;INAN;NOM;NEUT;SG	N;INAN;GEN;NEUT;PL
дослідження	исследования	дослідження	исследование	N;INAN;NOM;NEUT;SG	N;INAN;NOM;NEUT;PL
дослідження	разведку	дослідження	разведка	N;INAN;NOM;NEUT;SG	N;INAN;ACC;FEM;SG
дослідження	исследований	дослідження	исследование	N;INAN;NOM;NEUT;SG	N;INAN;GEN;NEUT;PL
дослідження	исследования	дослідження	исследование	N;INAN;NOM;NEUT;SG	N;INAN;NOM;NEUT;PL
війна	войны	війна	война	N;INAN;NOM;FEM;SG	N;INAN;NOM;FEM;PL
війна	war	війна	war	N;INAN;NOM;FEM;SG	PROPN
комуни	коммуна	комуна	коммуна	N;INAN;NOM;FEM;PL	N;INAN;NOM;FEM;SG
комуни	коммуне	комуна	коммун	N;INAN;NOM;FEM;PL	N;INAN;DAT;FEM;SG
приблизно	about	приблизно	about	ADV	PROPN
приблизно	о	приблизно	о	ADV	INTJ
багатьох	многих	багато	много	DET;ACC	NUM
багатьох	много	багато	много	DET;ACC	ADV
багатьох	многим	багато	много	DET;ACC	NUM
багатьох	многие	багато	много	DET;ACC	NUM
велика	big	великий	big	ADJ;NOM;FEM;SG	PROPN
велика	большие	великий	большой	ADJ;NOM;FEM;SG	ADJ;NOM;PL
велика	биг	великий	биг	ADJ;NOM;FEM;SG	
велика	magna	великий	magna	ADJ;NOM;FEM;SG	PROPN
людини	люди	людина	человек	N;ANIM;NOM;FEM;SG	N;ANIM;NOM;MASC;PL
рід	рид	рід	рид	N;INAN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
рід	род	рід	род	N;INAN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
рід	рид	рід	рид	N;INAN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
дітей	дети	дитина	ребенок	N;ANIM;ACC;FEM;PL	N;ANIM;NOM;MASC;PL
міст	мостик	місто	мостик		N;INAN;NOM;MASC;SG
міст	мост	місто	мост		N;INAN;NOM;MASC;SG
міст	бридж	місто	бридж		
міст	анзак	місто	анзак		
міст	города	місто	город		N;INAN;NOM;MASC;PL
міст	городов	місто	город		N;INAN;GEN;MASC;PL
міст	пон	місто	пон		
мала	мала	мати	маленький	V;IPFV;FEM;IND;SG;PST;FIN	ADJ;FEM;SG
мала	малая	мати	малый	V;IPFV;FEM;IND;SG;PST;FIN	ADJ;NOM;FEM;SG
собою	себя	себе	себя	PRO;INS;REFL	PRO;ACC
собою	сам	себе	сам	PRO;INS;REFL	ADJ;NOM;MASC;SG
собою	себя	себе	себя	PRO;INS;REFL	PRO;ACC
генерал	общие	генерал	общий	N;ANIM;NOM;MASC;SG	ADJ;NOM;PL
мали	имел	мати	иметь	V;IPFV;IND;PL;PST;FIN	V;IPFV;MASC;IND;SG;PST;FIN;ACT
доходів	равенство	дохід	равенство	N;INAN;GEN;MASC;PL	N;INAN;NOM;NEUT;SG
доходів	равноправие	дохід	равноправие	N;INAN;GEN;MASC;PL	N;INAN;NOM;NEUT;SG
основі	связки	основа	связка	N;INAN;DAT;FEM;SG	N;INAN;NOM;FEM;PL
статей	статьи	стаття	статья	N;INAN;GEN;FEM;PL	N;INAN;NOM;FEM;PL
статей	изделия	стаття	изделие	N;INAN;GEN;FEM;PL	N;INAN;NOM;NEUT;PL
навчання	изучения	навчання	изучение	N;INAN;NOM;NEUT;SG	N;INAN;GEN;NEUT;SG
навчання	изучаю	навчання	изучать	N;INAN;NOM;NEUT;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
навчання	учусь	навчання	учиться	N;INAN;NOM;NEUT;SG	V;IPFV;IND;SG;1;PRS;FIN;MID
