les	os	le	o	DET;DEF;PL	PRO;ACC;MASC;PL;3
cinq	cinq	cinq	cinq	NUM	N;MASC;SG
déjà	ja	déjà	ja	ADV	INTJ
bas	meias	bas	meia	ADJ;MASC;SG	N;MASC;PL
bas	baixa	bas	baixa	ADJ;MASC;SG	N;FEM;SG
bas	baixos	bas	baixo	ADJ;MASC;SG	N;MASC;PL
bas	low	bas	low	ADJ;MASC;SG	N;MASC;SG
bas	baixo	bas	baixo	ADJ;MASC;SG	ADV
bas	bas	bas	bas	ADJ;MASC;SG	N;MASC;SG
terre	terrenos	terre	terreno	N;FEM;SG	N;MASC;PL
terre	terras	terre	terra	N;FEM;SG	N;FEM;PL
terre	solos	terre	solo	N;FEM;SG	N;MASC;PL
allemagne	allemagne	allemagne	allemagne	PROPN	N;MASC;SG
allemagne	alemanha	allemagne	alemanha	PROPN	N;FEM;SG
compétition	competitivas	compétition	competitivo	N;FEM;SG	ADJ;FEM;PL
compétition	competitiva	compétition	competitivo	N;FEM;SG	ADJ;FEM;SG
compétition	competitivo	compétition	competitivo	N;FEM;SG	ADJ;MASC;SG
compétition	competitivos	compétition	competitivo	N;FEM;SG	ADJ;MASC;PL
wikipédia	wikipédia	wikipédia	wikipédia	V;MASC;SG;PST;V.PTCP	N;FEM;SG
wikipédia	wikipedia	wikipédia	wikipedia	V;MASC;SG;PST;V.PTCP	N;FEM;SG
allemand	alemães	allemand	alemão	N;MASC;SG	N;MASC;PL
britannique	britânicos	britannique	britânico	ADJ;MASC;SG	N;MASC;PL
britannique	british	britannique	british	ADJ;MASC;SG	N;MASC;SG
hommes	men	homme	men	N;MASC;PL	N;MASC;SG
italie	itália	italie	itália	PROPN	N;FEM;SG
demi	metade	demi	metade	ADJ;MASC;SG	N;FEM;SG
demi	meia	demi	meia	ADJ;MASC;SG	N;FEM;SG
demi	meio	demi	meio	ADJ;MASC;SG	ADV
demi	half	demi	half	ADJ;MASC;SG	N;MASC;SG
demi	demi	demi	demi	ADJ;MASC;SG	N;FEM;SG
siège	sedes	siège	sede	N;MASC;SG	N;FEM;PL
personnes	povo	personne	povo	N;FEM;PL	N;MASC;SG
personnes	gente	personne	gente	N;FEM;PL	N;FEM;SG
nommé	nomeados	nommer	nomear	V;MASC;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
finale	finais	finale	final	N;FEM;SG	N;MASC;PL
finale	finais	finale	final	N;FEM;SG	N;MASC;PL
jeune	young	jeune	young	ADJ;MASC;SG	N;MASC;SG
jeune	jovens	jeune	jovem	ADJ;MASC;SG	N;MASC;PL
peuvent	pode	pouvoir	poder	V;IND;PL;3;PRS;FIN	V;IND;SG;3;PRS;FIN
peuvent	lata	pouvoir	lata	V;IND;PL;3;PRS;FIN	N;FEM;SG
peuvent	can	pouvoir	can	V;IND;PL;3;PRS;FIN	N;MASC;SG
york	york	york	york	PROPN	N;MASC;SG
york	iorque	york	iorque	PROPN	N;FEM;SG
ceux	aqueles	celui	aquele	PRO;MASC;PL	DET;MASC;PL
ceux	esses	celui	esse	PRO;MASC;PL	DET;MASC;PL
ceux	aquelas	celui	aquele	PRO;MASC;PL	DET;FEM;PL
long	longos	long	longo	ADJ;MASC;SG	ADJ;MASC;PL
long	longo	long	longo	ADJ;MASC;SG	ADV
long	comprido	long	comprido	ADJ;MASC;SG	N;MASC;SG
long	long	long	long	ADJ;MASC;SG	N;MASC;SG
militaire	militares	militaire	militar	ADJ;MASC;SG	N;MASC;PL
militaire	militar	militaire	militar	ADJ;MASC;SG	N;MASC;SG
livre	reservar	livre	reservar	N;MASC;SG	V;NFIN
livre	livros	livre	livro	N;MASC;SG	N;MASC;PL
américaine	americano	américain	americano	ADJ;FEM;SG	N;MASC;SG
américaine	americanos	américain	americano	ADJ;FEM;SG	N;MASC;PL
américaine	american	américain	american	ADJ;FEM;SG	N;MASC;SG
américaine	americana	américain	americana	ADJ;FEM;SG	N;FEM;SG
haut	alto	haut	alto	ADJ;MASC;SG	ADV
haut	high	haut	high	ADJ;MASC;SG	N;MASC;SG
haut	altos	haut	alto	ADJ;MASC;SG	N;MASC;PL
haut	altas	haut	alto	ADJ;MASC;SG	ADJ;FEM;PL
haut	alta	haut	alta	ADJ;MASC;SG	N;FEM;SG
haut	topo	haut	topo	ADJ;MASC;SG	N;MASC;SG
haut	top	haut	top	ADJ;MASC;SG	N;MASC;SG
suisse	suíça	suisse	suíço	ADJ;MASC;SG	N;FEM;SG
suisse	suiça	suisse	suiçar	ADJ;MASC;SG	N;FEM;SG
suisse	suíça	suisse	suíço	ADJ;MASC;SG	N;FEM;SG
suisse	suiça	suisse	suiçar	ADJ;MASC;SG	N;FEM;SG
suisse	suíços	suisse	suíço	ADJ;MASC;SG	N;MASC;PL
suisse	swiss	suisse	swis	ADJ;MASC;SG	N;MASC;SG
valign	valign	valign	valign	PROPN	N;MASC;SG
suivant	seguintes	suivre	seguinte	V;PRS;V.PTCP	N;MASC;PL
suivant	seguinte	suivre	seguinte	V;PRS;V.PTCP	ADJ;MASC;SG
suivant	próximo	suivre	próximo	V;PRS;V.PTCP	ADV
suivant	próxima	suivre	próximo	V;PRS;V.PTCP	ADJ;FEM;SG
suivant	next	suivre	next	V;PRS;V.PTCP	N;MASC;SG
beaucoup	muitos	beaucoup	muito	ADV	PRO;MASC;PL
beaucoup	muitas	beaucoup	muito	ADV	PRO;FEM;PL
beaucoup	much	beaucoup	much	ADV	N;MASC;SG
dire	say	dire	say	V;NFIN	N;MASC;SG
seul	alone	seul	alone	ADJ;MASC;SG	N;MASC;SG
seul	sozinha	seul	sozinha	ADJ;MASC;SG	N;FEM;SG
seul	sozinhos	seul	sozinho	ADJ;MASC;SG	ADJ;MASC;PL
seul	só	seul	só	ADJ;MASC;SG	ADV
seul	apenas	seul	apenas	ADJ;MASC;SG	ADV
seul	somente	seul	somente	ADJ;MASC;SG	ADV
seul	unicamente	seul	unicamente	ADJ;MASC;SG	ADV
enfants	kids	enfant	kids	N;MASC;PL	N;MASC;SG
pouvoir	potência	pouvoir	potência	V;NFIN	N;FEM;SG
pouvoir	energia	pouvoir	energia	V;NFIN	N;FEM;SG
pouvoir	poder	pouvoir	poder	V;NFIN	N;MASC;SG
pouvoir	power	pouvoir	power	V;NFIN	N;MASC;SG
merci	obg	merci	obg	INTJ	N;MASC;SG
merci	obrigado	merci	obrigar	INTJ	V;MASC;SG;V.PTCP
merci	obrigada	merci	obrigar	INTJ	V;FEM;SG;V.PTCP
merci	valeu	merci	valer	INTJ	V;IND;SG;3;PST;FIN
tête	cabeças	tête	cabeça	N;FEM;SG	N;FEM;PL
tête	cabeças	tête	cabeça	N;FEM;SG	N;FEM;PL
tête	chefes	tête	chefe	N;FEM;SG	N;MASC;PL
territoire	territórios	territoire	território	N;MASC;SG	N;MASC;PL
construction	construções	construction	construção	N;FEM;SG	N;FEM;PL
ancienne	antiga	ancien	antigo	ADJ;FEM;SG	N;FEM;SG
ancienne	antigos	ancien	antigo	ADJ;FEM;SG	ADJ;MASC;PL
ancienne	antiguidade	ancien	antiguidade	ADJ;FEM;SG	N;FEM;SG
ancienne	ancião	ancien	ancião	ADJ;FEM;SG	N;MASC;SG
ancienne	antiga	ancien	antigo	ADJ;FEM;SG	N;FEM;SG
ancienne	velhos	ancien	velho	ADJ;FEM;SG	N;MASC;PL
premiers	primeira	premier	primeiro	ADJ;MASC;PL	ADJ;FEM;SG
premiers	primeiramente	premier	primeiramente	ADJ;MASC;PL	ADV
premiers	primeiro	premier	primeiro	ADJ;MASC;PL	ADV
prend	take	prendre	take	V;IND;SG;3;PRS;FIN	N;MASC;SG
prend	pegue	prendre	pegar	V;IND;SG;3;PRS;FIN	V;SBJV;SG;3;PRS;FIN
prend	leve	prendre	levar	V;IND;SG;3;PRS;FIN	V;SBJV;SG;3;PRS;FIN
présente	presentes	présent	presente	ADJ;FEM;SG	ADJ;MASC;PL
présente	apresenta	présent	apresentar	ADJ;FEM;SG	V;IND;SG;3;PRS;FIN
présente	presentes	présent	presente	ADJ;FEM;SG	ADJ;MASC;PL
public	público	public	público	ADJ;MASC;SG	N;MASC;SG
public	públicas	public	público	ADJ;MASC;SG	N;FEM;PL
public	pública	public	público	ADJ;MASC;SG	N;FEM;SG
public	públicos	public	público	ADJ;MASC;SG	N;MASC;PL
public	publico	public	publico	ADJ;MASC;SG	N;MASC;SG
pages	pagina	page	pagina	N;FEM;PL	N;FEM;SG
pages	página	page	página	N;FEM;PL	N;FEM;SG
pages	page	page	pagar	N;FEM;PL	N;MASC;SG
externe	externas	externe	externo	ADJ;MASC;SG	N;FEM;PL
externe	externos	externe	externo	ADJ;MASC;SG	ADJ;MASC;PL
externe	externa	externe	externo	ADJ;MASC;SG	N;FEM;SG
externe	ambulatório	externe	ambulatório	ADJ;MASC;SG	N;MASC;SG
simple	simple	simple	simple	ADJ;MASC;SG	N;MASC;SG
simple	singles	simple	single	ADJ;MASC;SG	N;MASC;PL
simple	individuais	simple	individual	ADJ;MASC;SG	ADJ;MASC;PL
simple	solteiros	simple	solteiro	ADJ;MASC;SG	N;MASC;PL
dernière	últimas	dernier	último	ADJ;FEM;SG	ADJ;FEM;PL
dernière	last	dernier	last	ADJ;FEM;SG	N;MASC;SG
dernière	últimos	dernier	último	ADJ;FEM;SG	ADJ;MASC;PL
dernière	últimos	dernier	último	ADJ;FEM;SG	ADJ;MASC;PL
dernière	últimas	dernier	último	ADJ;FEM;SG	ADJ;FEM;PL
henri	henrique	henri	henrique	PROPN	N;MASC;SG
henri	henrique	henri	henrique	PROPN	N;MASC;SG
henri	henri	henri	henri	PROPN	N;MASC;SG
chanson	músicas	chanson	música	N;FEM;SG	N;FEM;PL
chanson	canções	chanson	canção	N;FEM;SG	N;FEM;PL
poste	postar	poste	postar	N;MASC;SG	V;NFIN
poste	publicar	poste	publicar	N;MASC;SG	V;NFIN
sortie	output	sortir	output	V;FEM;SG;PST;V.PTCP	N;MASC;SG
sortie	saída	sortir	saída	V;FEM;SG;PST;V.PTCP	N;FEM;SG
sortie	saida	sortir	saida	V;FEM;SG;PST;V.PTCP	N;FEM;SG
sortie	saída	sortir	saída	V;FEM;SG;PST;V.PTCP	N;FEM;SG
sortie	fora	sortir	fora	V;FEM;SG;PST;V.PTCP	ADV
sortie	out	sortir	out	V;FEM;SG;PST;V.PTCP	N;MASC;SG
david	davi	david	daver	PROPN	N;MASC;SG
david	david	david	david	PROPN	PROPN;MASC;SG
loi	leis	loi	lei	N;FEM;SG	N;FEM;PL
loi	agir	loi	agir	N;FEM;SG	V;NFIN
haute	alto	haut	alto	ADJ;FEM;SG	ADV
haute	high	haut	high	ADJ;FEM;SG	N;MASC;SG
haute	altos	haut	alto	ADJ;FEM;SG	N;MASC;PL
haute	altas	haut	alto	ADJ;FEM;SG	ADJ;FEM;PL
haute	alta	haut	alta	ADJ;FEM;SG	N;FEM;SG
haute	haute	haut	haute	ADJ;FEM;SG	N;FEM;SG
vue	vista	voir	vista	V;FEM;SG;PST;V.PTCP	N;FEM;SG
nombreuses	muitos	nombreux	muito	ADJ;FEM;PL	PRO;MASC;PL
nombreuses	muitas	nombreux	muito	ADJ;FEM;PL	PRO;FEM;PL
recherche	procurar	recherche	procurar	N;FEM;SG	V;NFIN
recherche	pesquisar	recherche	pesquisar	N;FEM;SG	V;NFIN
recherche	pesquisas	recherche	pesquisa	N;FEM;SG	N;FEM;PL
double	duplicar	double	duplicar	ADJ;MASC;SG	V;NFIN
double	dupla	double	dupla	ADJ;MASC;SG	N;FEM;SG
double	duplo	double	duplo	ADJ;MASC;SG	N;MASC;SG
double	dobro	double	dobro	ADJ;MASC;SG	N;MASC;SG
double	duplicado	double	duplicar	ADJ;MASC;SG	V;MASC;SG;V.PTCP
double	duplicados	double	duplicar	ADJ;MASC;SG	V;MASC;PL;V.PTCP
double	duplicar	double	duplicar	ADJ;MASC;SG	V;NFIN
double	dupla	double	dupla	ADJ;MASC;SG	N;FEM;SG
double	duplo	double	duplo	ADJ;MASC;SG	N;MASC;SG
double	dual	double	dual	ADJ;MASC;SG	N;MASC;SG
réalisé	perceberam	réaliser	perceber	V;MASC;SG;PST;V.PTCP	V;IND;PL;3;FIN
existe	existem	exister	existir	V;IND;SG;3;PRS;FIN	V;IND;PL;3;PRS;FIN
existe	existirem	exister	existir	V;IND;SG;3;PRS;FIN	V;PL;3;NFIN
six	six	six	six	NUM	N;MASC;SG
créé	criadas	créer	criar	V;MASC;SG;PST;V.PTCP	V;FEM;PL;V.PTCP
créé	criados	créer	criar	V;MASC;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
devant	front	devant	front	ADP	N;MASC;SG
devant	fachada	devant	fachada	ADP	N;FEM;SG
devant	frente	devant	frente	ADP	ADV
devant	devant	devant	devant	ADP	N;MASC;SG
écrit	escreve	écrire	escrever	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PRS;FIN
écrit	escritas	écrire	escrever	V;MASC;SG;PST;V.PTCP	V;FEM;PL;V.PTCP
écrit	escritos	écrire	escrever	V;MASC;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
écrit	escrita	écrire	escrita	V;MASC;SG;PST;V.PTCP	N;FEM;SG
écrit	escrevia	écrire	escrever	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;IPFV;FIN
petite	small	petit	small	ADJ;FEM;SG	N;MASC;SG
petite	pequenos	petit	pequeno	ADJ;FEM;SG	ADJ;MASC;PL
petite	pequenas	petit	pequeno	ADJ;FEM;SG	ADJ;FEM;PL
petite	pouco	petit	pouco	ADJ;FEM;SG	ADV
petite	little	petit	little	ADJ;FEM;SG	N;MASC;SG
petite	petite	petit	petite	ADJ;FEM;SG	N;MASC;SG
bois	madeiras	bois	madeira	N;MASC;SG	N;FEM;PL
bois	beber	bois	beber	N;MASC;SG	V;NFIN
bois	beba	bois	bebar	N;MASC;SG	V;SBJV;SG;3;PRS;FIN
entreprise	negócios	entreprendre	negócio	V;FEM;SG;PST;V.PTCP	N;MASC;PL
entreprise	negócio	entreprendre	negócio	V;FEM;SG;PST;V.PTCP	N;MASC;SG
entreprise	empresa	entreprendre	empresa	V;FEM;SG;PST;V.PTCP	N;FEM;SG
entreprise	company	entreprendre	company	V;FEM;SG;PST;V.PTCP	N;MASC;SG
entreprise	companhia	entreprendre	companhia	V;FEM;SG;PST;V.PTCP	N;FEM;SG
entreprise	empreendimento	entreprendre	empreendimento	V;FEM;SG;PST;V.PTCP	N;MASC;SG
entreprise	empresa	entreprendre	empresa	V;FEM;SG;PST;V.PTCP	N;FEM;SG
entreprise	enterprise	entreprendre	enterprise	V;FEM;SG;PST;V.PTCP	N;MASC;SG
retour	retornar	retour	retornar	N;MASC;SG	V;NFIN
retour	costas	retour	costa	N;MASC;SG	N;FEM;PL
retour	voltar	retour	voltar	N;MASC;SG	V;NFIN
principale	principais	principal	principal	ADJ;FEM;SG	ADJ;MASC;PL
principale	main	principal	main	ADJ;FEM;SG	N;MASC;SG
sainte	sainte	saint	sainte	ADJ;FEM;SG	N;MASC;SG
sainte	santo	saint	santo	ADJ;FEM;SG	N;MASC;SG
sainte	santo	saint	santo	ADJ;FEM;SG	N;MASC;SG
sainte	saint	saint	saint	ADJ;FEM;SG	N;MASC;SG
sainte	santa	saint	santo	ADJ;FEM;SG	N;FEM;SG
second	second	second	second	ADJ;MASC;SG	N;MASC;SG
second	segundo	second	segundo	ADJ;MASC;SG	ADV
connu	conhecida	connaître	conhecido	V;MASC;SG;PST;V.PTCP	ADJ;FEM;SG
connu	conhecido	connaître	conhecido	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG
connu	conhecidas	connaître	conhecido	V;MASC;SG;PST;V.PTCP	ADJ;FEM;PL
connu	conhecidos	connaître	conhecido	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL
formation	treinos	formation	treino	N;FEM;SG	N;MASC;PL
arts	arts	art	art	N;MASC;PL	N;MASC;SG
technique	técnicos	technique	técnico	ADJ;MASC;SG	N;MASC;PL
technique	técnico	technique	técnico	ADJ;MASC;SG	N;MASC;SG
technique	técnica	technique	técnica	ADJ;MASC;SG	N;FEM;SG
technique	técnica	technique	técnica	ADJ;MASC;SG	N;FEM;SG
etc	etc	etc	etc		ADV
objet	sujeito	objet	sujeitar	N;MASC;SG	V;MASC;SG;V.PTCP
mon	seg	son	segunda-feira	DET;MASC;SG	N;MASC;SG
mon	mon	son	mon	DET;MASC;SG	N;MASC;SG
lorsque	quando	lorsque	quando	CONJ	ADV
lorsque	when	lorsque	when	CONJ	N;MASC;SG
cinéma	filmes	cinéma	filme	N;MASC;SG	N;MASC;PL
plan	planejar	plan	planejar	N;MASC;SG	V;NFIN
van	carrinha	van	carrinha	PROPN	N;FEM;SG
van	van	van	van	PROPN	N;MASC;SG
serait	iria	être	ir	V;COND;SG;3;PRS;FIN	V;COND;SG;3;FIN
serait	faria	être	fazer	V;COND;SG;3;PRS;FIN	V;COND;SG;3;FIN
œuvres	funciona	œuvre	funcionar	N;FEM;PL	V;IND;SG;3;PRS;FIN
œuvres	works	œuvre	work	N;FEM;PL	N;MASC;SG
œuvres	trabalha	œuvre	trabalhar	N;FEM;PL	V;IND;SG;3;PRS;FIN
italien	italiana	italien	italiana	ADJ;MASC;SG	N;FEM;SG
italien	italianos	italien	italiano	ADJ;MASC;SG	N;MASC;PL
italien	italiano	italien	italiano	ADJ;MASC;SG	N;MASC;SG
films	cinema	film	cinema	N;MASC;PL	N;MASC;SG
sources	fonte	source	fonte	N;FEM;PL	N;FEM;SG
sources	origem	source	origem	N;FEM;PL	N;FEM;SG
moyenne	médio	moyenne	médio	N;FEM;SG	ADJ;MASC;SG
moyenne	médio	moyenne	médio	N;FEM;SG	ADJ;MASC;SG
moyenne	meio	moyenne	meio	N;FEM;SG	ADV
mouvement	movimentos	mouvement	movimento	N;MASC;SG	N;MASC;PL
succès	sucessos	succès	sucesso	N;MASC;SG	N;MASC;PL
succès	êxitos	succès	êxito	N;MASC;SG	N;MASC;PL
succès	acertos	succès	acerto	N;MASC;SG	N;MASC;PL
succès	sucessos	succès	sucesso	N;MASC;SG	N;MASC;PL
jamais	never	jamais	never	ADV	N;MASC;SG
jamais	ever	jamais	ever	ADV	N;MASC;SG
martin	martín	martin	martín	PROPN	N;MASC;SG
martin	martins	martin	martin	PROPN	N;MASC;SG
martin	martinho	martin	martinho	PROPN	N;MASC;SG
martin	martin	martin	martin	PROPN	N;MASC;SG
moyen	mídia	moyen	mídia	ADJ;MASC;SG	N;FEM;SG
moyen	média	moyen	média	ADJ;MASC;SG	N;FEM;SG
moyen	meio	moyen	meio	ADJ;MASC;SG	ADV
moyen	médium	moyen	médium	ADJ;MASC;SG	N;MASC;SG
moyen	média	moyen	média	ADJ;MASC;SG	N;FEM;SG
san	san	san	san	PROPN	N;MASC;SG
notre	nossas	son	nosso	DET;MASC;SG	DET;FEM;PL
notre	nossos	son	nosso	DET;MASC;SG	DET;MASC;PL
voix	votações	voix	votação	N;FEM;SG	N;FEM;PL
voix	votos	voix	voto	N;FEM;SG	N;MASC;PL
voix	vota	voix	vota	N;FEM;SG	V;IND;SG;3;PRS;FIN
voix	vozes	voix	voz	N;FEM;SG	N;FEM;PL
voix	voices	voix	voice	N;FEM;SG	N;MASC;PL
voix	vocais	voix	vocal	N;FEM;SG	N;MASC;PL
rouge	vermelhas	rouge	vermelho	ADJ;MASC;SG	N;FEM;PL
rouge	vermelha	rouge	vermelho	ADJ;MASC;SG	N;FEM;SG
rouge	vermelho	rouge	vermelho	ADJ;MASC;SG	N;MASC;SG
rouge	vermelhos	rouge	vermelho	ADJ;MASC;SG	N;MASC;PL
rouge	red	rouge	red	ADJ;MASC;SG	N;MASC;SG
rouge	rouge	rouge	rouger	ADJ;MASC;SG	N;MASC;SG
libre	grátis	libre	grátis	ADJ;MASC;SG	N;MASC;SG
libre	free	libre	free	ADJ;MASC;SG	N;MASC;SG
libre	libre	libre	libre	ADJ;MASC;SG	N;MASC;SG
sein	seios	sein	seio	N;MASC;SG	N;MASC;PL
milieu	meados	milieu	meado	N;MASC;SG	N;MASC;PL
milieu	médio	milieu	médio	N;MASC;SG	ADJ;MASC;SG
milieu	meio	milieu	meio	N;MASC;SG	ADV
milieu	médio	milieu	médio	N;MASC;SG	ADJ;MASC;SG
milieu	meio	milieu	meio	N;MASC;SG	ADV
belgique	bélgica	belgique	bélgico	ADJ;MASC;SG	N;FEM;SG
belgique	belgique	belgique	belgique	ADJ;MASC;SG	N;MASC;SG
grands	large	grand	large	ADJ;MASC;PL	N;MASC;SG
grands	grande	grand	grande	ADJ;MASC;PL	ADJ;MASC;SG
grands	grandes	grand	grande	ADJ;MASC;PL	N;MASC;PL
georges	george	george	george	N;MASC;SG	PROPN;MASC;SG
blanc	brancos	blanc	branco	N;MASC;SG	N;MASC;PL
blanc	brancas	blanc	branco	N;MASC;SG	N;FEM;PL
gauche	esquerdo	gauche	esquerdo	ADJ;MASC;SG	N;MASC;SG
gauche	left	gauche	left	ADJ;MASC;SG	N;MASC;SG
gauche	esquerda	gauche	esquerda	ADJ;MASC;SG	N;FEM;SG
gauche	partiu	gauche	partir	ADJ;MASC;SG	V;IND;SG;3;PST;FIN
travaux	trabalho	travail	trabalho	N;MASC;PL	N;MASC;SG
travaux	trabalhar	travail	trabalhar	N;MASC;PL	V;NFIN
travaux	trabalhe	travail	trabalher	N;MASC;PL	V;SBJV;SG;3;PRS;FIN
travaux	funciona	travail	funcionar	N;MASC;PL	V;IND;SG;3;PRS;FIN
travaux	works	travail	work	N;MASC;PL	N;MASC;SG
travaux	trabalha	travail	trabalhar	N;MASC;PL	V;IND;SG;3;PRS;FIN
donne	donne	donner	donne	V;IND;SG;3;PRS;FIN	N;MASC;SG
donne	dê	donner	dar	V;IND;SG;3;PRS;FIN	V;SBJV;SG;3;PRS;FIN
passe	passes	passer	passe	V;IND;SG;3;PRS;FIN	N;MASC;PL
passe	passe	passer	passar	V;IND;SG;3;PRS;FIN	V;SBJV;SG;3;PRS;FIN
passe	pass	passer	pass	V;IND;SG;3;PRS;FIN	N;MASC;SG
produit	produto	produire	produto	V;MASC;SG;PST;V.PTCP	N;MASC;SG
aide	ajudas	aide	ajuda	N;FEM;SG	N;FEM;PL
aide	auxílios	aide	auxílio	N;FEM;SG	N;MASC;PL
aide	ajude	aide	ajude	N;FEM;SG	V;SBJV;SG;3;PRS;FIN
aide	ajudar	aide	ajudar	N;FEM;SG	V;NFIN
andré	andre	andré	andre	PROPN	N;MASC;SG
andré	andré	andré	andré	PROPN	N;MASC;SG
andré	andré	andré	andré	PROPN	N;MASC;SG
andré	andré	andré	andré	PROPN	N;MASC;SG
andré	andrew	andré	andrew	PROPN	N;MASC;SG
font	fonte	faire	fonte	V;IND;PL;3;PRS;FIN	N;FEM;SG
utilisé	utilizados	utiliser	utilizar	V;MASC;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
utilisé	usados	utiliser	usar	V;MASC;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
victoire	ganhe	victoire	ganhar	N;FEM;SG	V;SBJV;SG;3;PRS;FIN
victoire	ganhar	victoire	ganhar	N;FEM;SG	V;NFIN
victoire	vencer	victoire	vencer	N;FEM;SG	V;NFIN
femmes	mulher	femme	mulher	N;FEM;PL	N;FEM;SG
femmes	fêmea	femme	fêmea	N;FEM;PL	N;FEM;SG
femmes	feminino	femme	feminino	N;FEM;PL	ADJ;MASC;SG
minutes	acta	minute	actar	N;FEM;PL	N;FEM;SG
aurait	iria	avoir	ir	V;COND;SG;3;PRS;FIN	V;COND;SG;3;FIN
aurait	faria	avoir	fazer	V;COND;SG;3;PRS;FIN	V;COND;SG;3;FIN
belge	belge	belge	belge	ADJ;MASC;SG	N;MASC;SG
belge	belga	belge	belga	ADJ;MASC;SG	N;MASC;SG
belge	belgas	belge	belga	ADJ;MASC;SG	N;MASC;PL
certaines	algum	certain	algum	PRO;FEM;PL	DET;MASC;SG
espèces	espécie	espèce	espécie	N;FEM;PL	N;FEM;SG
afrique	áfrica	afrique	áfrico	ADJ;MASC;SG	N;FEM;SG
sens	significando	sens	significar	N;MASC;SG	V;V.MSDR
sens	sentidos	sens	sentido	N;MASC;SG	N;MASC;PL
personne	ninguém	personne	ninguém	N;FEM;SG	PRO;MASC;SG
personne	ninguem	personne	ninguem	N;FEM;SG	N;MASC;PL
mis	coloca	mettre	colocar	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PRS;FIN
mis	coloque	mettre	coloque	V;MASC;SG;PST;V.PTCP	V;SBJV;SG;3;PRS;FIN
mis	mis	mettre	mis	V;MASC;SG;PST;V.PTCP	N;MASC;SG
rencontre	conheçam	rencontre	conhecer	N;FEM;SG	V;SBJV;PL;3;PRS;FIN
rencontre	conheça	rencontre	conhecer	N;FEM;SG	V;SBJV;SG;3;PRS;FIN
rencontre	conhecer	rencontre	conhecer	N;FEM;SG	V;NFIN
japon	japao	japon	japao	PROPN	N;MASC;SG
japon	japão	japon	japão	PROPN	N;MASC;SG
publié	publicados	publier	publicar	V;MASC;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
publié	publicadas	publier	publicar	V;MASC;SG;PST;V.PTCP	V;FEM;PL;V.PTCP
scientifique	ciências	scientifique	ciência	ADJ;MASC;SG	N;FEM;PL
scientifique	ciência	scientifique	ciência	ADJ;MASC;SG	N;FEM;SG
scientifique	cientista	scientifique	cientista	ADJ;MASC;SG	N;MASC;SG
scientifique	cientistas	scientifique	cientista	ADJ;MASC;SG	N;MASC;PL
scientifique	científica	scientifique	científico	ADJ;MASC;SG	N;FEM;SG
seule	alone	seul	alone	ADJ;FEM;SG	N;MASC;SG
seule	sozinha	seul	sozinha	ADJ;FEM;SG	N;FEM;SG
seule	sozinhos	seul	sozinho	ADJ;FEM;SG	ADJ;MASC;PL
seule	só	seul	só	ADJ;FEM;SG	ADV
seule	apenas	seul	apenas	ADJ;FEM;SG	ADV
seule	somente	seul	somente	ADJ;FEM;SG	ADV
seule	unicamente	seul	unicamente	ADJ;FEM;SG	ADV
cause	cause	cause	cause	N;FEM;SG	V;SBJV;SG;3;PRS;FIN
cause	causas	cause	causa	N;FEM;SG	N;FEM;PL
nouvelles	novidades	nouveau	novidade	ADJ;FEM;PL	N;FEM;PL
nouvelles	noticias	nouveau	noticia	ADJ;FEM;PL	N;FEM;PL
nouvelles	notícia	nouveau	notícia	ADJ;FEM;PL	N;FEM;SG
nouvelles	notícias	nouveau	notícia	ADJ;FEM;PL	N;FEM;PL
nouvelles	novo	nouveau	novo	ADJ;FEM;PL	ADJ;MASC;SG
nouvelles	novidade	nouveau	novidade	ADJ;FEM;PL	N;FEM;SG
nouvelles	nova	nouveau	novo	ADJ;FEM;PL	ADJ;FEM;SG
iii	iii	iii	iii	NUM	N;MASC;SG
comte	conte	comte	conte	N;MASC;SG	V;SBJV;SG;3;PRS;FIN
suivante	próximo	suivant	próximo	ADJ;FEM;SG	ADV
suivante	next	suivant	next	ADJ;FEM;SG	N;MASC;SG
fort	forte	fort	forte	ADV	ADJ;MASC;SG
fort	strong	fort	strong	ADV	N;MASC;SG
fort	fortes	fort	forte	ADV	ADJ;MASC;PL
fort	forte	fort	forte	ADV	ADJ;MASC;SG
fort	fortaleza	fort	fortaleza	ADV	N;FEM;SG
fort	fort	fort	fort	ADV	N;MASC;SG
journal	jornais	journal	jornal	N;MASC;SG	N;MASC;PL
différents	diferente	différent	diferente	ADJ;MASC;PL	ADJ;MASC;SG
rome	roma	rome	roma	PROPN	N;FEM;SG
possible	possíveis	possible	possível	ADJ;MASC;SG	ADJ;MASC;PL
dix	dix	dix	dix	NUM	N;MASC;SG
dix	ten	dix	ten	NUM	N;MASC;SG
taille	tamanhos	taille	tamanho	N;FEM;SG	N;MASC;PL
