til	za	til	za	ADV	
ned	ned	ned	ned	ADV	N;NOM;MASC;SG
ned	neda	ned	ned	ADV	N;NOM;MASC;SG
form	oblike	form	oblika	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
form	forme	form	forma	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
nogen	kogarkoli	nogen	kogarkoli	PRO;MASC+FEM;SG	N;ACC;MASC;SG
nogen	kdorkoli	nogen	kdorkoli	PRO;MASC+FEM;SG	PRO;NOM;MASC;SG
godt	pridni	godt	priden	ADV	ADJ;NOM;MASC;PL
godt	pridna	godt	pridno	ADV	ADJ;NOM;FEM;SG
godt	dober	godt	dober	ADV	ADJ;NOM;INDF;MASC;SG
arbejde	dela	arbejde	delo	N;INDF;NEUT;SG	N;NOM;NEUT;PL
arbejde	dela	arbejde	delo	N;INDF;NEUT;SG	N;NOM;NEUT;PL
arbejde	delovna	arbejde	deloven	N;INDF;NEUT;SG	ADJ;NOM;FEM;SG
arbejde	delovno	arbejde	deloven	N;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
arbejde	delovni	arbejde	deloven	N;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
land	zemljišča	land	zemljišče	N;INDF;NEUT;SG	N;NOM;NEUT;PL
begge	obe	begge	oba	PRO;PL	DET;NOM;FEM;DU
begge	oba	begge	oba	PRO;PL	DET;NOM;MASC;DU
norge	norveško	norge	norveški	PROPN	ADJ;NOM;NEUT;SG
norge	norveška	norge	norveški	PROPN	ADJ;NOM;FEM;SG
europa	europe	europa	europ	PROPN	N;NOM;MASC;SG
europa	evropa	europa	evropa	PROPN	N;NOM;FEM;SG
europa	evropo	europa	evropa	PROPN	N;ACC;FEM;SG
europa	evropi	europa	evropa	PROPN	N;DAT;FEM;SG
europa	europa	europa	europa	PROPN	N;NOM;FEM;SG
england	anglija	england	anglija	PROPN	N;NOM;FEM;SG
england	england	england	england	PROPN	PROPN;NOM;MASC;SG
england	angliji	england	anglija	PROPN	N;NOM;FEM;SG
england	anglije	england	Anglija	PROPN	N;GEN;FEM;SG
england	anglijo	england	angliti	PROPN	N;ACC;FEM;SG
player	igralec	play	igralec	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG
player	predvajalnik	play	predvajalnik	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG
player	igralca	play	igralec	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG
verden	svetovna	verden	svetoven	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
verden	svetovno	verden	svetoven	N;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
verden	world	verden	world	N;INDF;MASC+FEM;SG	
lang	lang	lang	lang	ADJ;INDF;MASC+FEM;SG	
lang	dolge	lang	dolg	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;PL
lang	dolgo	lang	dolgo	ADJ;INDF;MASC+FEM;SG	ADV
plads	vesoljska	plads	vesoljski	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
får	ovca	få	ovca	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG
får	ovco	få	ovca	V;IND;PRS;FIN;ACT	N;ACC;FEM;SG
får	ovce	få	ovca	V;IND;PRS;FIN;ACT	N;NOM;MASC;PL
samtidig	sočasne	samtidig	sočasen	ADV	ADJ;NOM;FEM;PL
samtidig	hkratno	samtidig	hkraten	ADV	ADJ;NOM;NEUT;SG
stort	velike	stor	velik	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;PL
stort	veliki	stor	velik	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
stort	velike	stor	velik	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;PL
sprog	jezike	sprog	jezik	N;INDF;NEUT;SG	N;ACC;MASC;PL
sprog	jeziki	sprog	jezik	N;INDF;NEUT;SG	N;NOM;MASC;PL
sprog	jezikovno	sprog	jezikoven	N;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
sprog	jezikovna	sprog	jezikoven	N;INDF;NEUT;SG	ADJ;NOM;FEM;SG
set	opažena	se	opažen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
set	opažen	se	opažen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
set	opazili	se	opaziti	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;PL;V.PTCP
set	opaženo	se	opažen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
set	videli	se	videti	V;INDF;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
set	viden	se	viden	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG
set	videna	se	viden	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
set	gledali	se	gledati	V;INDF;SG;PST;V.PTCP	V;IPFV;MASC;PL;V.PTCP
london	london	london	london	PROPN	PROPN;NOM;MASC;SG
endnu	še	endnu	še	ADV	PART
kendte	znana	kende	znan	V;IND;PST;FIN;ACT	ADJ;NOM;FEM;SG;V.PTCP
kendte	znane	kende	znan	V;IND;PST;FIN;ACT	ADJ;NOM;FEM;PL;V.PTCP
kendte	znan	kende	znan	V;IND;PST;FIN;ACT	ADJ;NOM;INDF;MASC;SG;V.PTCP
kendte	znani	kende	znan	V;IND;PST;FIN;ACT	ADJ;NOM;MASC;PL;V.PTCP
kendte	znano	kende	znan	V;IND;PST;FIN;ACT	ADJ;NOM;NEUT;SG;V.PTCP
kendte	poznan	kende	poznan	V;IND;PST;FIN;ACT	ADJ;NOM;INDF;MASC;SG;V.PTCP
kendte	zvezdniki	kende	zvezdnik	V;IND;PST;FIN;ACT	N;NOM;MASC;PL
mand	samci	mand	samec	N;INDF;MASC+FEM;SG	N;NOM;MASC;PL
mand	moško	mand	moški	N;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
mand	moški	mand	moški	N;INDF;MASC+FEM;SG	N;NOM;MASC;PL
mand	moška	mand	moški	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
mand	moški	mand	moški	N;INDF;MASC+FEM;SG	N;NOM;MASC;PL
vest	zahodna	vest	zahoden	N;INDF	ADJ;NOM;FEM;SG
vest	zahodno	vest	zahodno	N;INDF	ADV
vest	zahodna	vest	zahoden	N;INDF	ADJ;NOM;FEM;SG
vest	zahodni	vest	zahoden	N;INDF	ADJ;NOM;DEF;MASC;SG
vest	western	vest	western	N;INDF	
vest	zahodno	vest	zahodno	N;INDF	ADV
brug	use	brug	usa	N;INDF;MASC+FEM;SG	
lande	dežela	land	dežela	N;INDF;NEUT;PL	N;NOM;FEM;SG
lande	država	land	država	N;INDF;NEUT;PL	N;NOM;FEM;SG
lande	državo	land	država	N;INDF;NEUT;PL	N;ACC;FEM;SG
bygget	zgrajeno	bygge	zgrajen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
bygget	zgrajen	bygge	zgrajen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
bygget	zgrajeni	bygge	zgrajen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
bygget	zgrajena	bygge	zgrajen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
skuespiller	igralke	skuespiller	igralka	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
liv	life	liv	life	N;INDF;NEUT;SG	
liv	živi	liv	živeti	N;INDF;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN
liv	liv	liv	liva	N;INDF;NEUT;SG	PROPN;NOM;FEM;SG
dele	delimo	del	deliti	N;INDF;MASC+FEM;PL	V;IPFV;IND;PL;1;PRS;FIN
dele	delež	del	delež	N;INDF;MASC+FEM;PL	N;INAN;ACC;MASC;SG
dele	delim	del	del	N;INDF;MASC+FEM;PL	V;IPFV;IND;SG;1;PRS;FIN
fem	five	fem	fiv	NUM	
personer	ljudstvo	person	ljudstvo	N;INDF;MASC+FEM;PL	N;NOM;NEUT;SG
øst	vzhodni	øst	vzhoden	N;INDF	ADJ;NOM;DEF;MASC;SG
øst	vzhodna	øst	vzhoden	N;INDF	ADJ;NOM;FEM;SG
øst	vzhodno	øst	vzhoden	N;INDF	ADV
øst	vzhodni	øst	vzhoden	N;INDF	ADJ;NOM;DEF;MASC;SG
øst	vzhodna	øst	vzhoden	N;INDF	ADJ;NOM;FEM;SG
øst	vzhodno	øst	vzhoden	N;INDF	ADV
nok	dovolj	nok	dovolj	ADV	DET
brugt	uporabljen	bruge	uporabljen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
brugt	uporabljena	bruge	uporabljen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
brugt	uporabljeno	bruge	uporabljeno	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
brugt	uporabljene	bruge	uporabljen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
brugt	uporabljeni	bruge	uporabljen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
brugt	porabljen	bruge	porabljen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
hansen	hansen	hans	hansen	PROPN	
album	albume	album	album	N;INDF;NEUT;SG	N;ACC;MASC;PL
album	albumov	album	album	N;INDF;NEUT;SG	N;GEN;MASC;PL
næsten	skoraj	næsten	skoraj	ADV	PART
næsten	skoraj	næsten	skoraj	ADV	PART
giver	dajanje	give	dajanje	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG
giver	dej	give	daj	V;IND;PRS;FIN;ACT	V;PFV;IMP;SG;2;FIN
giver	daj	give	daj	V;IND;PRS;FIN;ACT	V;PFV;IMP;SG;2;FIN
nuværende	tok	nuværende	tok	ADJ	N;NOM;MASC;SG
nuværende	sedanjost	nuværende	sedanjost	ADJ	N;NOM;FEM;SG
indbyggere	prebivalstvo	indbygger	prebivalstvo	N;INDF;MASC+FEM;PL	N;NOM;NEUT;SG
indbyggere	populacija	indbygger	populacija	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG
mennesker	ljudstvo	menneske	ljudstvo	N;INDF;NEUT;PL	N;NOM;NEUT;SG
dens	its	dens	its	DET;3	
videre	nadalje	videre	nadalje	ADV	
videre	nadaljnje	videre	nadaljnji	ADV	ADJ;NOM;NEUT;SG
længere	daljše	længe	dolg	ADV;CMPR	ADJ;NOM;CMPR;NEUT;SG
længere	daljši	længe	dolg	ADV;CMPR	ADJ;NOM;DEF;CMPR;MASC;SG
længere	daljša	længe	dolg	ADV;CMPR	ADJ;NOM;CMPR;FEM;SG
franske	francosko	fransk	francoski	ADJ;PL	ADJ;NOM;NEUT;SG
franske	francoska	fransk	francoski	ADJ;PL	ADJ;NOM;FEM;SG
franske	francoščina	fransk	francoščina	ADJ;PL	N;NOM;FEM;SG
franske	francoski	fransk	francoski	ADJ;PL	ADJ;NOM;DEF;MASC;SG
paris	paris	paris	paris	PROPN	
paris	pariz	paris	pariz	PROPN	N;NOM;MASC;SG
paris	pariški	paris	pariški	PROPN	ADJ;NOM;DEF;MASC;SG
world	svet	world	svet		N;NOM;MASC;SG
world	svetovna	world	svetoven		ADJ;NOM;FEM;SG
world	svetovno	world	svetoven		ADJ;NOM;NEUT;SG
world	world	world	world		
udgave	različice	udgave	različica	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
fransk	francoščina	fransk	francoščina	ADJ;INDF;SG	N;NOM;FEM;SG
fransk	francoski	fransk	francoski	ADJ;INDF;SG	ADJ;NOM;DEF;MASC;SG
carl	carl	carl	carl		PROPN;NOM;MASC;SG
folk	ljudstvo	folk	ljudstvo	N;INDF;NEUT;PL	N;NOM;NEUT;SG
far	ati	far	ati	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
far	ati	far	ati	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
york	yorku	york	york	PROPN	N;DAT;MASC;SG
york	york	york	york	PROPN	PROPN;NOM;MASC;SG
york	yorka	york	yorka	PROPN	N;GEN;MASC;SG
ses	viden	se	viden	V;NFIN;PASS	ADJ;NOM;INDF;MASC;SG
ses	videna	se	viden	V;NFIN;PASS	ADJ;NOM;FEM;SG;V.PTCP
ses	ses	se	ses	V;NFIN;PASS	N;NOM;MASC;SG
kamp	bojna	kamp	bojen	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
nielsen	nielsen	nielsen	nielsen	PROPN	PROPN;NOM;MASC;SG
#aaa	#aaa	#aaa	#aaa		
fandt	najdeno	finde	najden	V;IND;PST;FIN;ACT	ADJ;NOM;RL;NEUT;SG
fandt	najdeni	finde	najden	V;IND;PST;FIN;ACT	ADJ;NOM;RL;MASC;PL
fandt	najdena	finde	najden	V;IND;PST;FIN;ACT	ADJ;NOM;RL;FEM;SG
fandt	najden	finde	najden	V;IND;PST;FIN;ACT	ADJ;NOM;INDF;MASC;SG;V.PTCP
krigen	vojne	krig	vojna	N;DEF;MASC+FEM;SG	N;NOM;FEM;PL
jensen	jensen	jens	jensen	PROPN	N;NOM;MASC;SG
solid	trdni	solid	trden	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;MASC;PL
solid	trdne	solid	trden	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;PL
solid	trdno	solid	trdno	ADJ;INDF;MASC+FEM;SG	ADV
station	postaji	station	postaja	N;INDF;MASC+FEM;SG	N;NOM;FEM;DU
små	majhno	lille	majhen	ADJ;PL	ADJ;NOM;NEUT;SG
små	majhen	lille	majhen	ADJ;PL	ADJ;NOM;INDF;MASC;SG
små	majhna	lille	majhen	ADJ;PL	ADJ;NOM;FEM;SG
små	mali	lille	mali	ADJ;PL	ADJ;NOM;DEF;MASC;SG
egen	lastne	egen	lasten	ADJ;MASC+FEM;SG	ADJ;NOM;FEM;PL
egen	lastni	egen	lasten	ADJ;MASC+FEM;SG	ADJ;NOM;MASC;PL
ret	desno	ret	desno	N;INDF;MASC+FEM;SG	ADV
ret	right	ret	righta	N;INDF;MASC+FEM;SG	
ret	prav	ret	prav	N;INDF;MASC+FEM;SG	PART
valgt	izbrano	vælge	izbran	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
valgt	izbrani	vælge	izbran	V;INDF;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
valgt	izbrana	vælge	izbran	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
valgt	izbran	vælge	izbran	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
valgt	izvoljeni	vælge	izvoljen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
valgt	izvoljen	vælge	izvoljen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
valgt	izvoljena	vælge	izvoljen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
valgt	izbrano	vælge	izbran	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
valgt	izbranih	vælge	izbran	V;INDF;SG;PST;V.PTCP	ADJ;GEN;MASC;PL;V.PTCP
valgt	izbrani	vælge	izbran	V;INDF;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
valgt	izbrane	vælge	izbran	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
valgt	izbrana	vælge	izbran	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
valgt	izbran	vælge	izbran	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
via	via	via	via	ADP	N;NOM;MASC;SG
britiske	britanski	britisk	britanski	ADJ;PL	ADJ;NOM;MASC;SG
britiske	britanci	britisk	britanec	ADJ;PL	N;NOM;MASC;PL
britiske	britansko	britisk	britanski	ADJ;PL	ADJ;NOM;NEUT;SG
henrik	henrik	henrik	henrik	PROPN	N;NOM;MASC;SG
henrik	gašper	henrik	gašper	PROPN	N;NOM;MASC;SG
henrik	henry	henrik	henry	PROPN	PROPN;NOM;MASC;SG
amt	okrožni	amt	okrožen	N;INDF;NEUT;SG	ADJ;NOM;MASC;SG
serien	serije	serie	serija	N;DEF;MASC+FEM;SG	N;NOM;FEM;PL
min	rudnik	min	rudnik	DET;MASC+FEM;SG;1	N;NOM;MASC;SG
min	min	min	mina	DET;MASC+FEM;SG;1	N;NOM;MASC;SG
jan	jan	jan	jan	PROPN	N;NOM;MASC;SG
michael	mihael	michael	mihati		N;NOM;MASC;SG
michael	michael	michael	michael		
engelske	angleško	engelsk	angleško	ADJ;PL	ADV
engelske	angleščina	engelsk	angleščina	ADJ;PL	N;NOM;FEM;SG
engelske	angleži	engelsk	anglež	ADJ;PL	N;NOM;MASC;PL
engelske	angleški	engelsk	angleški	ADJ;PL	ADJ;NOM;MASC;SG
konge	king	konge	king	N;INDF;MASC+FEM;SG	
hende	njej	hun	on	PRO;ACC;MASC+FEM;SG;3	PRO;DAT;FEM;SG;3
hende	njen	hun	njen	PRO;ACC;MASC+FEM;SG;3	DET;NOM;MASC;SG;3
hende	her	hun	hera	PRO;ACC;MASC+FEM;SG;3	N;NOM;MASC;SG
hende	njena	hun	njen	PRO;ACC;MASC+FEM;SG;3	DET;NOM;FEM;SG;3
kong	king	kong	king		
kong	kralj	kong	kralj		N;NOM;MASC;SG
kong	kong	kong	kong		PROPN;NOM;MASC;SG
thomas	thomas	thomas	thomas		N;NOM;MASC;SG
thomas	tomaž	thomas	tomaž		N;NOM;MASC;SG
taget	slikano	tage	slikan	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
taget	strehe	tage	streha	V;INDF;SG;PST;V.PTCP	N;NOM;FEM;PL
taget	streho	tage	streha	V;INDF;SG;PST;V.PTCP	N;ACC;FEM;SG
taget	streha	tage	streha	V;INDF;SG;PST;V.PTCP	N;NOM;FEM;SG
taget	strehi	tage	streha	V;INDF;SG;PST;V.PTCP	N;NOM;FEM;SG
instrueret	usmerjeno	instruere	usmerjen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
instrueret	usmerjeni	instruere	usmerjen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
instrueret	usmerjena	instruere	usmerjen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
international	mednarodne	international	mednaroden	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;PL
følge	sledi	følge	slediti	N;INDF;MASC+FEM;SG	V;IPFV;IND;SG;3;PRS;FIN
internationale	mednarodni	international	mednaroden	ADJ;PL	ADJ;NOM;MASC;SG
internationale	mednarodna	international	mednaroden	ADJ;PL	ADJ;NOM;FEM;SG
internationale	mednarodno	international	mednaroden	ADJ;PL	ADJ;NOM;NEUT;SG
hjælp	pomagajte	hjælp	pomagati	N;INDF;MASC+FEM;SG	V;IMP;PL;2;FIN
beliggende	nahaja	beliggende	nahajati	ADJ	V;IPFV;IND;SG;3;PRS;FIN
angreb	napadi	angreb	napad	N;INDF;NEUT;SG	N;NOM;MASC;PL
angreb	napadi	angreb	napad	N;INDF;NEUT;SG	N;NOM;MASC;PL
betydning	pomeni	betydning	pomeniti	N;INDF;MASC+FEM;SG	V;IND;SG;3;PRS;FIN
leder	uredniške	leder	uredniški	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;PL
rapport	prijavi	rapport	prijava	N;INDF;MASC+FEM;SG	V;PFV;IND;SG;3;PRS;FIN
moderne	moderno	moderne	moderno	ADJ	ADV
erik	erik	erik	erik		PROPN;NOM;MASC;SG
erik	eric	erik	eric		N;NOM;MASC;SG
erik	erik	erik	erik		PROPN;NOM;MASC;SG
karriere	kariere	karriere	kariera	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
karriere	kariere	karriere	kariera	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
nordlige	severna	nordlig	severen	ADJ;PL	ADJ;NOM;FEM;SG
nordlige	severni	nordlig	severen	ADJ;PL	ADJ;NOM;DEF;MASC;SG
nordlige	severno	nordlig	severen	ADJ;PL	ADV
nordlige	sever	nordlig	sever	ADJ;PL	N;NOM;MASC;SG
nordlige	severna	nordlig	severen	ADJ;PL	ADJ;NOM;FEM;SG
nordlige	severno	nordlig	severen	ADJ;PL	ADV
nordlige	severni	nordlig	severen	ADJ;PL	ADJ;NOM;DEF;MASC;SG
højde	višine	højde	višina	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
seks	six	seks	six	NUM	
viser	prikazovanje	vise	prikazovanje	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG
viser	prikazovanje	vise	prikazovanje	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG
viser	oddaje	vise	oddaja	V;IND;PRS;FIN;ACT	N;NOM;FEM;PL
viser	oddaj	vise	oddaj	V;IND;PRS;FIN;ACT	N;GEN;FEM;PL
direkte	neposredni	direkte	neposreden	ADV	ADJ;NOM;MASC;SG
direkte	neposreden	direkte	neposreden	ADV	ADJ;NOM;INDF;MASC;SG
direkte	neposredna	direkte	neposreden	ADV	ADJ;NOM;FEM;SG
direkte	neposredne	direkte	neposreden	ADV	ADJ;NOM;FEM;PL
sydlige	južna	sydlig	južen	ADJ;PL	ADJ;NOM;FEM;SG
sydlige	južno	sydlig	južen	ADJ;PL	ADV
sydlige	južni	sydlig	južen	ADJ;PL	ADJ;NOM;MASC;SG
sydlige	južno	sydlig	južen	ADJ;PL	ADV
sydlige	jug	sydlig	jug	ADJ;PL	N;NOM;MASC;SG
sydlige	južna	sydlig	južen	ADJ;PL	ADJ;NOM;FEM;SG
måske	mogoče	måske	mogoč	ADV	ADJ;NOM;NEUT;SG
måske	morda	måske	morda	ADV	PART
måske	mogoče	måske	mogoč	ADV	ADJ;NOM;NEUT;SG
måske	mogoce	måske	mogoc	ADV	
måske	morda	måske	morda	ADV	PART
haft	imeli	have	imeti	V;INDF;SG;PST;V.PTCP	V;IPFV;MASC;PL;V.PTCP
efterfølgende	naknadno	efterfølgende	naknadno	ADJ	ADV
millioner	milijon	million	milijon	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG
millioner	miljon	million	miljon	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG
nåede	dosežen	nå	dosežen	V;IND;PST;FIN;ACT	ADJ;NOM;INDF;MASC;SG;V.PTCP
nåede	dosežena	nå	dosežen	V;IND;PST;FIN;ACT	ADJ;NOM;FEM;SG;V.PTCP
nåede	doseženo	nå	dosežen	V;IND;PST;FIN;ACT	ADJ;NOM;NEUT;SG;V.PTCP
nåede	dosežene	nå	dosežen	V;IND;PST;FIN;ACT	ADJ;NOM;FEM;PL;V.PTCP
ser	zgleda	se	zgledati	V;IND;PRS;FIN;ACT	
ser	gledanje	se	gledanje	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG
yderligere	nadalje	yderligere	nadalje	ADV;CMPR	
yderligere	nadaljnje	yderligere	nadaljnji	ADV;CMPR	ADJ;NOM;NEUT;SG
yderligere	dodatna	yderligere	dodaten	ADV;CMPR	ADJ;NOM;FEM;SG
yderligere	dodatno	yderligere	dodatno	ADV;CMPR	ADV
yderligere	dodatni	yderligere	dodaten	ADV;CMPR	ADJ;NOM;DEF;MASC;SG
gruppen	skupinsko	gruppe	skupinski	N;DEF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
gruppen	skupinski	gruppe	skupinski	N;DEF;MASC+FEM;SG	ADJ;NOM;MASC;SG
gruppen	skupinska	gruppe	skupinski	N;DEF;MASC+FEM;SG	ADJ;NOM;FEM;SG
krig	vojne	krig	vojna	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
bare	le	bare	le	ADV	PART
bare	samo	bare	samo	ADV	PART
resultat	izidi	resultat	izid	N;INDF;NEUT;SG	N;NOM;MASC;PL
resultat	rezultati	resultat	rezultat	N;INDF;NEUT;SG	N;NOM;MASC;PL
resultat	izidi	resultat	izid	N;INDF;NEUT;SG	N;NOM;MASC;PL
bedre	bolje	god	dobro	ADJ;CMPR	ADV;CMPR
tale	govori	tale	govoriti	N;INDF;MASC+FEM;SG	V;IPFV;IND;SG;3;PRS;FIN
tale	pogovori	tale	pogovor	N;INDF;MASC+FEM;SG	N;NOM;MASC;PL
tale	govori	tale	govoriti	N;INDF;MASC+FEM;SG	V;IPFV;IND;SG;3;PRS;FIN
tale	spregovori	tale	spregovor	N;INDF;MASC+FEM;SG	V;PFV;IND;SG;3;PRS;FIN
oprettet	ustvarjen	oprette	ustvarjen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
oprettet	ustvarjeno	oprette	ustvarjen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
oprettet	ustvarjena	oprette	ustvarjen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
oprettet	ustvarjene	oprette	ustvarjen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
italien	italija	italie	italija	PROPN	N;NOM;FEM;SG
sådan	takšne	sådan	takšen	ADV	DET;NOM;FEM;PL
sådan	takšna	sådan	takšen	ADV	DET;NOM;FEM;SG
sådan	take	sådan	tak	ADV	DET;NOM;FEM;PL
par	pari	par	par	N;INDF;NEUT;SG	N;NOM;MASC;PL
par	parov	par	par	N;INDF;NEUT;SG	N;GEN;MASC;PL
par	pari	par	par	N;INDF;NEUT;SG	N;NOM;MASC;PL
par	parov	par	par	N;INDF;NEUT;SG	N;GEN;MASC;PL
muligt	možne	mulig	možen	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;PL
rundt	krog	rundt	krog	ADV	N;NOM;MASC;SG
rundt	okrogla	rundt	okrogel	ADV	ADJ;NOM;FEM;SG
rundt	okrogle	rundt	okrogel	ADV	ADJ;NOM;FEM;PL
rundt	rundo	rundt	rundo	ADV	N;ACC;FEM;SG
rundt	okrogel	rundt	okrogeti	ADV	ADJ;NOM;INDF;MASC;SG
rundt	okroglo	rundt	okrogel	ADV	ADJ;NOM;NEUT;SG
flag	zastave	flag	zastava	N;INDF;NEUT;SG	N;NOM;FEM;PL
flag	zastave	flag	zastava	N;INDF;NEUT;SG	N;NOM;FEM;PL
samlet	skupaj	samle	skupaj	V;INDF;SG;PST;V.PTCP	ADV
samlet	skupno	samle	skupen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG
samlet	splošno	samle	splošen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG
samlet	sestavljeni	samle	sestavljen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
samlet	sestavljena	samle	sestavljen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
samlet	sestavljeno	samle	sestavljen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
rusland	rusija	rusland	rusija	PROPN	N;NOM;FEM;SG
rusland	rusijo	rusland	rusija	PROPN	N;ACC;FEM;SG
mænd	moške	mand	moški	N;INDF;MASC+FEM;PL	ADJ;NOM;FEM;PL
mænd	men	mand	mena	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG
mænd	moška	mand	moški	N;INDF;MASC+FEM;PL	ADJ;NOM;FEM;SG
mænd	samec	mand	samec	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG
mænd	moško	mand	moški	N;INDF;MASC+FEM;PL	ADJ;NOM;NEUT;SG
