den	az	den	az	PRO;DEF;MASC+FEM;SG	
hercegovina	hercegovina	hercegovin	hercegovina	N;NOM;INDF;MASC+FEM;SG	
administrativ	adminisztratív	administrativ	adminisztratív	ADJ;NOM;INDF;MASC+FEM;SG	N;NOM;SG
nordöstra	északkelet	nordöstra	északkelet	ADJ;NOM;DEF;SG	N;ON+ESS;SG
nordöstra	északkelet	nordöstra	északkelet	ADJ;NOM;DEF;SG	N;ON+ESS;SG
bara	kizárólag	bara	kizárólag	ADV	
ska	kéne	skola	kéne	V;IND;PRS;FIN;ACT	V;INDF;COND;SG;3;PRS;FIN;ACT
ska	kellene	skola	kell	V;IND;PRS;FIN;ACT	V;INDF;COND;SG;3;PRS;FIN;ACT
ska	ska	skola	ska	V;IND;PRS;FIN;ACT	
ontario	ontario	ontario	ontario	PROPN;NOM	PROPN;NOM;SG
carl	carl	carl	carl	PROPN;NOM	
församling	parish	församling	parish	N;NOM;INDF;MASC+FEM;SG	
río	río	río	río	N	PROPN;NOM;SG
land	országban	land	ország	N;NOM;INDF;NEUT;SG	N;IN+ESS;SG
land	földterületek	land	földterület	N;NOM;INDF;NEUT;SG	N;NOM;PL
helsingfors	helsinki	helsingfors	helsinki	PROPN;NOM	
ofta	gyakran	ofta	gyakran	ADV	
ofta	gyakran	ofta	gyakran	ADV	
kommer	will	komma	will	V;IND;PRS;FIN;ACT	
kommer	fog	komma	fog	V;IND;PRS;FIN;ACT	V;INDF;IND;SG;3;PRS;ACT
kommer	akarat	komma	akarat	V;IND;PRS;FIN;ACT	N;NOM;SG
kommer	gyere	komma	gyere	V;IND;PRS;FIN;ACT	V;DEF;IMP;SG;1;PRS;FIN;ACT
exempel	példák	exempel	példa	N;NOM;INDF;NEUT;SG	N;NOM;PL
exempel	példákat	exempel	példa	N;NOM;INDF;NEUT;SG	N;ACC;PL
någon	bárkinek	någon	bárki	PRO;INDF;MASC+FEM;SG	
någon	valaki	någon	valaki	PRO;INDF;MASC+FEM;SG	
någon	bárkit	någon	bárki	PRO;INDF;MASC+FEM;SG	
någon	bárki	någon	bárki	PRO;INDF;MASC+FEM;SG	
någon	valaki	någon	valaki	PRO;INDF;MASC+FEM;SG	
någon	valakit	någon	valakit	PRO;INDF;MASC+FEM;SG	
någon	valaki	någon	valaki	PRO;INDF;MASC+FEM;SG	
någon	bármelyik	någon	bármelyik	PRO;INDF;MASC+FEM;SG	
någon	bármely	någon	bármely	PRO;INDF;MASC+FEM;SG	
någon	bármilyen	någon	bármilyen	PRO;INDF;MASC+FEM;SG	
gräsmarker	gyepek	gräsmark	gyep	V;IND;PRS;FIN;ACT	N;NOM;PL
saint	saint	saint	saint	N;NOM;INDF;MASC+FEM;SG	
saint	szent	saint	szent	N;NOM;INDF;MASC+FEM;SG	
något	valamennyire	någon	valamennyir	PRO;INDF;NEUT;SG	
något	némileg	någon	némileg	PRO;INDF;NEUT;SG	
något	enyhén	någon	enyhén	PRO;INDF;NEUT;SG	
något	kissé	någon	kissé	PRO;INDF;NEUT;SG	
något	kevéssé	någon	kevéssé	PRO;INDF;NEUT;SG	
något	valami	någon	valami	PRO;INDF;NEUT;SG	
något	valamit	någon	valamit	PRO;INDF;NEUT;SG	
san	szan	san	szan	PROPN;NOM	
san	san	san	san	PROPN;NOM	
stor	nagyok	stor	nagy	ADJ;NOM;INDF;MASC+FEM;SG	N;NOM;PL
stor	nagyok	stor	nagy	ADJ;NOM;INDF;MASC+FEM;SG	N;NOM;PL
ingen	senki	ingen	senki	PRO;INDF;MASC+FEM;SG	
staden	városban	stad	város	N;NOM;DEF;MASC+FEM;SG	N;IN+ESS;SG
staden	town	stad	town	N;NOM;DEF;MASC+FEM;SG	
staden	city	stad	city	N;NOM;DEF;MASC+FEM;SG	
staden	városi	stad	városi	N;NOM;DEF;MASC+FEM;SG	ADJ;NOM;SG
kallt	hidegen	kallt	hideg	ADJ;NOM;INDF;NEUT;SG	N;ON+ESS;SG
kallt	hideg	kallt	hideg	ADJ;NOM;INDF;NEUT;SG	
får	bárány	få	bárány	V;IND;PRS;FIN;ACT	
får	juh	få	juh	V;IND;PRS;FIN;ACT	N;NOM;SG
får	birkák	få	birka	V;IND;PRS;FIN;ACT	
får	juhok	få	juhok	V;IND;PRS;FIN;ACT	N;NOM;PL
får	birka	få	birka	V;IND;PRS;FIN;ACT	
mest	legtöbb	mycket	legtöbb	ADV;RL	
mest	főleg	mycket	főleg	ADV;RL	
mest	főként	mycket	főként	ADV;RL	
mest	többnyire	mycket	többnyir	ADV;RL	
webbplats	helyén	pebbplats	hely	N;NOM;INDF;MASC+FEM;SG	N;ON+ESS;SG
ger	ger	ge	ger	V;IND;PRS;FIN;ACT	
mosaik	mozaik	mosaik	mozaik	ADJ;NOM;INDF;MASC+FEM;SG	N;NOM;PL
team	csapatok	team	csapat	N;NOM;INDF;NEUT;SG	N;NOM;PL
team	team	team	team	N;NOM;INDF;NEUT;SG	
hela	gyógyítani	hel	gyógyít	ADJ;NOM;DEF;SG	V;NFIN;ACT
hela	egészben	hel	egészben	ADJ;NOM;DEF;SG	N;IN+ESS;SG
hela	egész	hel	egész	ADJ;NOM;DEF;SG	
gör	csinál	göra	csinál	V;IMP;FIN;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
honom	neki	han	ő	PRO;ACC;DEF;MASC+FEM;SG	
nordvästra	northwestern	nordvästra	northwestern	ADJ;NOM;DEF;SG	
nordvästra	északnyugati	nordvästra	északnyugati	ADJ;NOM;DEF;SG	N;NOM;SG
nordvästra	északnyugat	nordvästra	északnyug	ADJ;NOM;DEF;SG	N;NOM;SG
angola	angola	angola	angola	PROPN;NOM	PROPN;NOM;SG
columbia	kolumbia	columbia	kolumbia	PROPN;NOM	
columbia	columbia	columbia	columbia	PROPN;NOM	
tyskland	németország	tyskland	németország	PROPN;NOM	N;NOM;SG
distrikt	körzetek	distrikt	körzet	N;NOM;INDF;NEUT;SG	N;NOM;PL
distrikt	kerület	distrikt	kerület	N;NOM;INDF;NEUT;SG	
fuktigt	párás	fuktig	párás	ADJ;NOM;INDF;NEUT;SG	
fuktigt	nyirkos	fuktig	nyirkos	ADJ;NOM;INDF;NEUT;SG	
fuktigt	nedves	fuktig	nedves	ADJ;NOM;INDF;NEUT;SG	
fuktigt	nyirkos	fuktig	nyirkos	ADJ;NOM;INDF;NEUT;SG	
mexiko	mexikó	mexiko	mexikó	PROPN;NOM	
london	londoni	london	londoni	PROPN;NOM	
london	londonban	london	london	PROPN;NOM	N;IN+ESS;SG
london	london	london	london	PROPN;NOM	N;NOM;SG
london	londonba	london	london	PROPN;NOM	
används	használt	använda	használt	V;IND;PRS;FIN;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
används	felhasznált	använda	felhasznált	V;IND;PRS;FIN;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
början	kezdetek	början	kezdet	N;NOM;DEF;MASC+FEM;SG	N;NOM;PL
början	kezdetek	början	kezdet	N;NOM;DEF;MASC+FEM;SG	N;NOM;PL
bay	bay	bay	bay	N;NOM;INDF;NEUT;SG	
barn	gyermekeknek	barn	gyermek	N;NOM;INDF;NEUT;PL	N;DAT;PL
barn	gyermek	barn	gyermek	N;NOM;INDF;NEUT;PL	N;NOM;SG
barn	gyermek	barn	gyermek	N;NOM;INDF;NEUT;PL	N;NOM;SG
barn	gyermeke	barn	gyermeke	N;NOM;INDF;NEUT;PL	N;NOM;SG
barn	gyermekem	barn	gyermekem	N;NOM;INDF;NEUT;PL	N;NOM;SG
barn	gyerek	barn	gyerek	N;NOM;INDF;NEUT;PL	N;NOM;SG
ekonomiska	gazdasági	ekonomisk	gazdasági	ADJ;NOM;PL	ADJ;NOM;SG
kunde	lehetne	kunna	lesz	V;IND;PST;FIN;ACT	V;INDF;SG;3;PRS;FIN;ACT
dem	ők	de	ők	PRO;ACC;DEF;PL	PRO;NOM;PL;3
både	mindkettő	både	mindkettő	CONJ	
både	mindketten	både	mindkett	CONJ	
övrigt	egyéb	övrigt	egyéb	ADJ;NOM;INDF;NEUT;SG	
övrigt	más	övrigt	más	ADJ;NOM;INDF;NEUT;SG	PRO;NOM;SG;3
övrigt	egyéb	övrigt	egyéb	ADJ;NOM;INDF;NEUT;SG	
övrigt	egyebek	övrigt	egyéb	ADJ;NOM;INDF;NEUT;SG	
övrigt	különféle	övrigt	különféle	ADJ;NOM;INDF;NEUT;SG	
övrigt	vegyes	övrigt	vegyes	ADJ;NOM;INDF;NEUT;SG	
england	anglia	england	anglia	PROPN;NOM	N;NOM;SG
england	england	england	england	PROPN;NOM	
england	angliai	england	angliai	PROPN;NOM	ADJ;NOM;SG
hennes	övé	hon	övé	PRO;DEF	V;DEF;IND;SG;3;PRS;FIN;ACT
argentina	argentína	argentin	argentín	N;NOM;INDF;MASC+FEM;SG	
mountain	hegyen	mountai	hegy	N;NOM;INDF;MASC+FEM;SG	N;ON+ESS;SG
mountain	hegyi	mountai	hegyi	N;NOM;INDF;MASC+FEM;SG	
mountain	hegyek	mountai	hegy	N;NOM;INDF;MASC+FEM;SG	N;NOM;PL
grekland	görögország	grekland	görögország	PROPN;NOM	N;NOM;SG
deras	övék	de	övék	PRO;DEF	N;NOM;SG
distriktet	kerület	distrikt	kerület	N;NOM;DEF;NEUT;SG	
dam	gátat	dam	gátat	N;NOM;INDF;MASC+FEM;SG	N;ACC;SG
dam	hölgy	dam	hölgy	N;NOM;INDF;MASC+FEM;SG	
karl	károly	karl	károly	PROPN;NOM	N;NOM;SG
karl	charles	karl	charles	PROPN;NOM	
karl	károly	karl	károly	PROPN;NOM	N;NOM;SG
karl	karl	karl	karl	PROPN;NOM	
skådespelare	szereplők	skådespelare	szereplő	N;NOM;INDF;MASC+FEM;SG	N;NOM;PL
skådespelare	színészek	skådespelare	színész	N;NOM;INDF;MASC+FEM;SG	N;NOM;PL
skådespelare	színésznek	skådespelare	színészik	N;NOM;INDF;MASC+FEM;SG	N;GEN;SG
endast	kizárólag	endast	kizárólag	ADV	
öar	szigeteket	öar	sziget	N;NOM;INDF;MASC+FEM;PL	N;ACC;PL
danmark	dániában	danmark	dánia	PROPN;NOM	N;IN+ESS;SG
danmark	dánia	danmark	dánia	PROPN;NOM	N;NOM;SG
danmark	danmark	danmark	danmark	PROPN;NOM	PROPN;NOM;SG
österrike	ausztria	österrike	ausztria	PROPN;NOM	N;NOM;SG
river	folyó	riva	folyó	N;NOM;INDF;NEUT;SG	
helt	teljesen	helt	teljes	ADV	ADJ;FRML;SG
helt	teljesen	helt	teljes	ADV	ADJ;FRML;SG
jean	jean	jean	jean	PROPN;NOM	
redan	máris	redan	máris	ADV	
cirka	megközelítőleg	cirka	megközelítőleg	ADV	ADJ;FRML;SG
före	előtte	före	előtte	ADP	
före	mielőtt	före	mielőtt	ADP	ADV
william	william	william	william	PROPN;NOM	
william	vilmos	william	vilmos	PROPN;NOM	
känd	ismeretes	känd	ismeretes	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	
känd	ismertek	känd	ismer	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;INDF;IND;PL;3;PST;FIN;ACT
känd	ismert	känd	ismert	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	
känd	híres	känd	híres	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	
känd	híresség	känd	híresség	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	N;NOM;SG
engelska	angolul	engelsk	angolul	N;NOM;INDF;MASC+FEM;SG	
engelska	angol	engelsk	angol	N;NOM;INDF;MASC+FEM;SG	
departement	részleg	departement	részleg	N;NOM;INDF;NEUT;PL	N;NOM;SG
departement	megye	departement	megye	N;NOM;INDF;NEUT;PL	
departement	minisztérium	departement	minisztérium	N;NOM;INDF;NEUT;PL	N;NOM;SG
antal	gróf	antal	gróf	N;NOM;INDF;NEUT;SG	
des	des	de	des	N;NOM;INDF;NEUT;SG	
författare	szerzői	författare	szerzői	N;NOM;INDF;MASC+FEM;PL	ADJ;NOM;SG
författare	író	författare	író	N;NOM;INDF;MASC+FEM;PL	N;NOM;SG
författare	író	författare	író	N;NOM;INDF;MASC+FEM;PL	N;NOM;SG
författare	szerző	författare	szerző	N;NOM;INDF;MASC+FEM;PL	
los	los	los	los	PROPN;NOM	
vissa	bizonyos	vissa	bizonyos	PRO;INDF;PL	
vissa	néhány	vissa	néhány	PRO;INDF;PL	DET;INDF
äldre	idős	gammal	idős	ADJ;NOM;CMPR	
äldre	idősek	gammal	idős	ADJ;NOM;CMPR	N;NOM;PL
äldre	idősebbek	gammal	idős	ADJ;NOM;CMPR	N;NOM;PL
gamla	idős	gammal	idős	ADJ;NOM;PL	
gamla	régit	gammal	régit	ADJ;NOM;PL	N;ACC;SG
gamla	régi	gammal	régi	ADJ;NOM;PL	
gamla	öreg	gammal	öreg	ADJ;NOM;PL	
gamla	régiek	gammal	régiek	ADJ;NOM;PL	N;NOM;PL
allt	mindent	all	minden	PRO;INDF;NEUT;SG	
allt	minden	all	minden	PRO;INDF;NEUT;SG	PRO;NOM;SG;3
allt	mindegyik	all	mindegyik	PRO;INDF;NEUT;SG	
allt	mind	all	mind	PRO;INDF;NEUT;SG	CONJ
allt	minden	all	minden	PRO;INDF;NEUT;SG	PRO;NOM;SG;3
lag	team	lag	team	N;NOM;INDF;MASC+FEM;SG	
lag	jogszabályok	lag	jogszabály	N;NOM;INDF;MASC+FEM;SG	N;NOM;PL
lag	jogszabály	lag	jogszabály	N;NOM;INDF;MASC+FEM;SG	
lag	csapatok	lag	csapat	N;NOM;INDF;MASC+FEM;SG	N;NOM;PL
johan	john	joha	john	PROPN;NOM	
johan	jános	joha	jános	PROPN;NOM	N;NOM;SG
johan	johan	joha	johan	PROPN;NOM	
vidare	további	vidare	további	ADV;CMPR	N;NOM;SG
medan	miközben	medan	miközben	CONJ	ADV
medan	mialatt	medan	mialatt	CONJ	ADV
medan	míg	medan	míg	CONJ	ADV
medan	amíg	medan	amíg	CONJ	ADV
punta	punta	punta	punta	N;NOM;INDF;NEUT;SG	
iucn	iucn	iucn	iucn	N;NOM;DEF;MASC+FEM;SG	PROPN;NOM;SG
kullar	hills	kulla	hills	N;NOM;INDF;MASC+FEM;PL	
black	fekete	black	feket	N;NOM;INDF;MASC+FEM;SG	
black	black	black	black	N;NOM;INDF;MASC+FEM;SG	
asien	ázsiai	asie	ázsiai	PROPN;NOM	ADJ;NOM;SG
asien	ázsia	asie	ázsia	PROPN;NOM	
varje	minden	varje	minden	DET;INDF;SG	PRO;NOM;SG;3
varje	mindegyik	varje	mindegyik	DET;INDF;SG	
bild	képet	bild	kép	N;NOM;INDF;MASC+FEM;SG	N;ACC;SG
bild	képet	bild	kép	N;NOM;INDF;MASC+FEM;SG	N;ACC;SG
france	france	fra	france	N;NOM;INDF;MASC+FEM;SG	
vik	szeres	vik	szeres	N;NOM;INDF;MASC+FEM;SG	
vik	hajtás	vik	hajtás	N;NOM;INDF;MASC+FEM;SG	
vik	vik	vik	vik	N;NOM;INDF;MASC+FEM;SG	
politiker	politika	politik	politika	N;NOM;INDF;MASC+FEM;PL	N;NOM;SG
politiker	politikus	politik	politikus	N;NOM;INDF;MASC+FEM;PL	N;NOM;SG
left	bal	lefa	bal	N;NOM;INDF;MASC+FEM;SG	
left	balra	lefa	balra	N;NOM;INDF;MASC+FEM;SG	
band	felvételeket	band	felvétel	N;NOM;INDF;NEUT;SG	N;ACC;PL
band	szalagok	band	szalag	N;NOM;INDF;NEUT;SG	N;NOM;PL
band	bandák	band	banda	N;NOM;INDF;NEUT;SG	N;NOM;PL
band	band	band	band	N;NOM;INDF;NEUT;SG	
band	banda	band	banda	N;NOM;INDF;NEUT;SG	
band	együttes	band	együttes	N;NOM;INDF;NEUT;SG	
band	szalagot	band	szalag	N;NOM;INDF;NEUT;SG	N;ACC;SG
rio	rio	rio	rio	N;NOM;INDF;NEUT;SG	
rock	rock	rock	rock	N;NOM;INDF;MASC+FEM;SG	
söderut	dél	söderut	dél	ADV	
söderut	déli	söderut	déli	ADV	
sista	utoljára	sista	utoljára	ADJ;NOM;DEF;RL	ADV
sista	utolsónak	sista	utolsó	ADJ;NOM;DEF;RL	ADV
sista	last	sista	last	ADJ;NOM;DEF;RL	
sista	utolsó	sista	utolsó	ADJ;NOM;DEF;RL	
sista	végleges	sista	végleges	ADJ;NOM;DEF;RL	
sista	záró	sista	záró	ADJ;NOM;DEF;RL	N;NOM;SG
sista	utolsó	sista	utolsó	ADJ;NOM;DEF;RL	
sista	végső	sista	végső	ADJ;NOM;DEF;RL	
george	george	george	george	PROPN;NOM	
george	györgy	george	györgy	PROPN;NOM	N;NOM;SG
delar	megosztás	del	megosztás	N;NOM;INDF;MASC+FEM;PL	
delar	alkatrész	del	alkatrész	N;NOM;INDF;MASC+FEM;PL	N;NOM;SG
delar	részvény	del	részvény	N;NOM;INDF;MASC+FEM;PL	N;NOM;SG
delar	részesedés	del	részesedés	N;NOM;INDF;MASC+FEM;PL	N;NOM;SG
auto	auto	auto	auto	N;NOM;INDF;MASC+FEM;SG	
auto	automata	auto	automata	N;NOM;INDF;MASC+FEM;SG	
hett	forró	hett	forró	ADJ;NOM;INDF;NEUT;SG	
hett	hot	hett	hot	ADJ;NOM;INDF;NEUT;SG	
hett	meleg	hett	meleg	ADJ;NOM;INDF;NEUT;SG	
hett	dögös	hett	dögös	ADJ;NOM;INDF;NEUT;SG	N;NOM;SG
norrut	észak	norrut	észak	ADV	
norrut	északi	norrut	északi	ADV	
norrut	északra	norrut	észak	ADV	N;ON+ALL;SG
själv	magam	själv	maga	ADJ;NOM;INDF;MASC+FEM;SG	
åren	év	år	év	N;NOM;DEF;NEUT;PL	N;NOM;SG
höjd	magasság	höja	magasság	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	
höjd	emelkedés	höja	emelkedés	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	N;NOM;SG
höjd	magassága	höja	magasság	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	N;NOM;SG
höjd	magasság	höja	magasság	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	
säsongen	szezont	säsong	szezont	N;NOM;DEF;MASC+FEM;SG	N;ACC;SG
poäng	pont	poäng	pont	N;NOM;INDF;NEUT;SG	
poäng	pontok	poäng	pont	N;NOM;INDF;NEUT;SG	N;NOM;PL
poäng	pont	poäng	pont	N;NOM;INDF;NEUT;SG	
poäng	point	poäng	point	N;NOM;INDF;NEUT;SG	
istället	helyett	istället	helyett	ADV	
istället	ehelyett	istället	ehelyett	ADV	
istället	helyette	istället	helyett	ADV	
arroyo	arroyo	arroyo	arroyo	N;NOM;INDF;NEUT;SG	PROPN;NOM;SG
peking	pekingi	peking	pekingi	PROPN;NOM	
peking	pekingi	peking	pekingi	PROPN;NOM	
tyska	németül	tysk	németül	N;NOM;INDF;MASC+FEM;SG	
tyska	német	tysk	német	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;SG
sätt	módok	sätt	mód	N;NOM;INDF;NEUT;SG	N;NOM;PL
egypten	egyiptom	egypt	egyiptom	PROPN;NOM	N;NOM;SG
stad	városban	stad	város	N;NOM;INDF;MASC+FEM;SG	N;IN+ESS;SG
stad	town	stad	town	N;NOM;INDF;MASC+FEM;SG	
stad	city	stad	city	N;NOM;INDF;MASC+FEM;SG	
stad	városi	stad	városi	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;SG
norge	norge	norge	norge	PROPN;NOM	
norge	norvégia	norge	norvégia	PROPN;NOM	N;NOM;SG
loma	loma	loma	loma	N;NOM;INDF;MASC+FEM;SG	
york	yorkban	york	york	PROPN;NOM	PROPN;IN+ESS;SG
york	york	york	york	PROPN;NOM	
york	yorki	york	yorki	PROPN;NOM	
därför	ezért	därför	ezért	ADV	CONJ
makedonien	macedónia	makedoni	macedónia	PROPN;NOM	
peter	peter	peter	peter	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;SG
peter	péter	peter	péter	N;NOM;INDF;MASC+FEM;SG	
franska	francia	fransk	francia	N;NOM;INDF;MASC+FEM;SG	
franska	franciák	fransk	francia	N;NOM;INDF;MASC+FEM;SG	N;NOM;PL
vilken	ami	vilken	ami	PRO;INDF;MASC+FEM;SG	PRO;NOM;SG;3
vilken	melyik	vilken	melyik	PRO;INDF;MASC+FEM;SG	
vilken	mely	vilken	mely	PRO;INDF;MASC+FEM;SG	
vilken	amely	vilken	amely	PRO;INDF;MASC+FEM;SG	PRO;NOM;SG;3
dominikanska	dominikai	dominikansk	dominikai	ADJ;NOM;PL	
västerut	nyugat	västerut	nyugat	ADV	
västerut	nyugati	västerut	nyugati	ADV	
kallas	hívott	kalla	hív	V;NFIN;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
österut	keletre	österut	keletr	ADV	N;ON+ALL;SG
österut	keleti	österut	keleti	ADV	
österut	kelet	österut	kelet	ADV	
omkring	körül	omkring	körül	ADV	ADP
göteborg	göteborgi	göteborg	göteborgi	PROPN;NOM	
schweiz	svájc	schweiz	svájc	PROPN;NOM	
fall	case	fall	case	N;NOM;INDF;NEUT;SG	
fall	ügyek	fall	ügy	N;NOM;INDF;NEUT;SG	N;NOM;PL
fall	esetekben	fall	eset	N;NOM;INDF;NEUT;SG	N;IN+ESS;PL
fall	esetek	fall	eset	N;NOM;INDF;NEUT;SG	N;NOM;PL
fall	őszi	fall	őszi	N;NOM;INDF;NEUT;SG	
fall	ősszel	fall	ősszel	N;NOM;INDF;NEUT;SG	ADV
fall	ősz	fall	ősz	N;NOM;INDF;NEUT;SG	
bästa	legjobbak	bra	jó	ADJ;NOM;DEF;RL	N;NOM;PL
bästa	legjobb	bra	jó	ADJ;NOM;DEF;RL	
bästa	best	bra	best	ADJ;NOM;DEF;RL	
främst	főként	främst	főként	ADV;RL	
främst	főleg	främst	főleg	ADV;RL	
främst	elsődlegesen	främst	elsődlegesen	ADV;RL	ADJ;FRML;SG
båda	mindkettő	båda	mindkettő	PRO;DEF;PL	
båda	mindketten	båda	mindkett	PRO;DEF;PL	
kabul	kabul	kabul	kabul	N;NOM;DEF;MASC+FEM;SG	
bergstopp	hegytetőn	bergstopp	hegytető	N;NOM;INDF;MASC+FEM;SG	N;ON+ESS;SG
malmö	malmö	malmö	malmö	PROPN;NOM	PROPN;NOM;SG
delas	közös	dela	közös	V;IND;PRS;FIN;PASS	
delas	osztott	dela	osztott	V;IND;PRS;FIN;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
delas	megosztotta	dela	megoszt	V;IND;PRS;FIN;PASS	V;DEF;IND;SG;3;PST;FIN;ACT
delas	megosztott	dela	megosztott	V;IND;PRS;FIN;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
delas	megosztva	dela	megosztva	V;IND;PRS;FIN;PASS	ADV;V.CVB
olympiska	olimpiai	olympisk	olimpiai	ADJ;NOM;PL	ADJ;NOM;SG
olympiska	olimpikon	olympisk	olimpik	ADJ;NOM;PL	N;NOM;SG
ast	ast	ast	ast	N	
annan	egyéb	annan	egyéb	ADJ;NOM;INDF;MASC+FEM;SG	
annan	más	annan	más	ADJ;NOM;INDF;MASC+FEM;SG	PRO;NOM;SG;3
uppsala	uppsala	uppsala	uppsala	PROPN;NOM	N;NOM;SG
isbn	isbn	isbn	isbn	N	
mätare	méter	mäta	méter	N;NOM;INDF;MASC+FEM;PL	N;NOM;SG
mätare	méter	mäta	méter	N;NOM;INDF;MASC+FEM;PL	N;NOM;SG
mätare	mérő	mäta	mérő	N;NOM;INDF;MASC+FEM;PL	
madrid	madrid	madrid	madrid	PROPN;NOM	N;NOM;SG
madrid	madridi	madrid	madridi	PROPN;NOM	
måste	kell	måste	kell	V;IND;PRS;FIN;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
antarktis	antarktiszi	antarktis	antarktiszi	PROPN;NOM	N;NOM;SG
antarktis	antarktisz	antarktis	antarktisz	PROPN;NOM	N;NOM;SG
erik	erik	erik	erik	PROPN;NOM	
erik	eric	erik	eric	PROPN;NOM	
erik	erik	erik	erik	PROPN;NOM	
paul	paul	paul	paul	PROPN;NOM	
paul	pál	paul	pál	PROPN;NOM	
skrev	írt	skriva	ír	V;IMP;PST;FIN;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
skrev	irtam	skriva	irtam	V;IMP;PST;FIN;ACT	V;DEF;IND;SG;1;PRS;FIN;ACT
skrev	írta	skriva	ír	V;IMP;PST;FIN;ACT	V;DEF;IND;SG;3;PST;FIN;ACT
skrev	írtam	skriva	ír	V;IMP;PST;FIN;ACT	V;INDF;IND;SG;1;PST;FIN;ACT
film	filmet	film	film	N;NOM;INDF;MASC+FEM;SG	N;ACC;SG
robert	robert	robert	rober	N;NOM;INDF;MASC+FEM;SG	
bör	kéne	böra	kéne	V;IND;PRS;FIN;ACT	V;INDF;COND;SG;3;PRS;FIN;ACT
bör	kellene	böra	kell	V;IND;PRS;FIN;ACT	V;INDF;COND;SG;3;PRS;FIN;ACT
bra	jó	bra	jó	ADV	
fem	öt	fem	öt	NUM;NOM	
fem	öten	fem	öten	NUM;NOM	PRO;NOM;PL;3
ryssland	oroszország	ryssland	oroszország	PROPN;NOM	N;NOM;SG
thomas	thomas	thomas	thomas	N;NOM;INDF;MASC+FEM;SG	
santiago	santiago	santiag	santiago	PROPN;NOM	
tysk	németül	tysk	németül	ADJ;NOM;INDF;MASC+FEM;SG	
vilka	ki	vilken	ki	PRO;INDF;PL	PRO;NOM;SG;3
vilka	aki	vilken	aki	PRO;INDF;PL	PRO;NOM;SG;3
vilka	ami	vilken	ami	PRO;INDF;PL	PRO;NOM;SG;3
vilka	melyik	vilken	melyik	PRO;INDF;PL	
vilka	mely	vilken	mely	PRO;INDF;PL	
vilka	amely	vilken	amely	PRO;INDF;PL	PRO;NOM;SG;3
språk	nyelveket	språk	nyelv	N;NOM;INDF;NEUT;SG	N;ACC;PL
språk	nyelvek	språk	nyelv	N;NOM;INDF;NEUT;SG	N;NOM;PL
språk	nyelveken	språk	nyelv	N;NOM;INDF;NEUT;SG	N;ON+ESS;PL
kinesiska	kínai	kinesisk	kínai	N;NOM;INDF;MASC+FEM;SG	
kinesiska	kínaiak	kinesisk	kínai	N;NOM;INDF;MASC+FEM;SG	N;NOM;PL
lappland	lappföldi	lappland	lappföldi	PROPN;NOM	N;NOM;SG
nuvarande	áramlat	nuvarande	áramlat	ADJ;NOM;PRS;V.PTCP	N;NOM;SG
nuvarande	jelenlegi	nuvarande	jelenlegi	ADJ;NOM;PRS;V.PTCP	
nuvarande	ajándék	nuvarande	ajándék	ADJ;NOM;PRS;V.PTCP	N;NOM;SG
nuvarande	jelen	nuvarande	jelen	ADJ;NOM;PRS;V.PTCP	
officiell	tisztviselő	officiell	tisztviselő	ADJ;NOM;INDF;MASC+FEM;SG	N;NOM;SG
källor	forrás	källa	forrás	N;NOM;INDF;MASC+FEM;PL	N;NOM;SG
stort	nagyok	stor	nagy	ADJ;NOM;INDF;NEUT;SG	N;NOM;PL
stort	nagyok	stor	nagy	ADJ;NOM;INDF;NEUT;SG	N;NOM;PL
sång	énekelni	sång	énekel	N;NOM;INDF;MASC+FEM;SG	V;NFIN;ACT
sång	énekel	sång	én	N;NOM;INDF;MASC+FEM;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
sång	dalt	sång	dalt	N;NOM;INDF;MASC+FEM;SG	N;ACC;SG
sång	song	sång	song	N;NOM;INDF;MASC+FEM;SG	
amerikanska	amerikai	amerikansk	amerikai	ADJ;NOM;PL	ADJ;NOM;SG
samband	megfelelési	samband	megfelelési	N;NOM;INDF;NEUT;SG	ADJ;NOM;SG
