del	del	del	del	ADP;MASC;SG	PROPN;ANIM;NOM;MASC;SG
tanto	obidvaja	tanto	obidva	ADV	NUM;ANIM;NOM;MASC;PL
tanto	obidve	tanto	obidva	ADV	NUM;NOM;NEUT;PL
tanto	obe	tanto	oba	ADV	NUM;NOM;FEM;PL
tanto	obaja	tanto	oba	ADV	NUM;ANIM;NOM;MASC;PL
tanto	obom	tanto	oba	ADV	NUM;ANIM;DAT;MASC;PL
mayo	májové	mayo	májový	N	ADJ;NOM;NEUT;SG
mayo	môže	mayo	môcť	N	V;IPFV;IND;SG;3;POS;PRS;FIN
mayo	máj	mayo	mať	N	INTJ
mayo	mayo	mayo	mayo	N	PROPN;ANIM;NOM;MASC;SG
algunos	niektorých	alguno	niektorý	PRO;MASC;PL	DET;GEN;MASC;PL
algunos	niektore	alguno	niektore	PRO;MASC;PL	DET;NOM;MASC;SG
algunos	niektoré	alguno	niektorý	PRO;MASC;PL	DET;NOM;NEUT;SG
algunos	niektorý	alguno	niektorý	PRO;MASC;PL	DET;ANIM;NOM;MASC;SG
algunos	niektorí	alguno	niektorý	PRO;MASC;PL	DET;ANIM;NOM;MASC;PL
temporada	sezónneho	temporada	sezónny	N;FEM;SG	ADJ;GEN;NEUT;SG
temporada	sezónne	temporada	sezónne	N;FEM;SG	ADV
temporada	sezóny	temporada	sezón	N;FEM;SG	N;NOM;FEM;PL
mejor	lepší	mejor	dobrý	ADV	ADJ;ANIM;NOM;CMPR;MASC;SG
mejor	lepšia	mejor	dobrý	ADV	ADJ;NOM;CMPR;FEM;SG
mejor	radšej	mejor	rád	ADV	ADJ;ANIM;NOM;CMPR;MASC;SG
mejor	lepsie	mejor	lepsie	ADV	
mejor	najlepsie	mejor	dsípsiť	ADV	
mejor	najlepší	mejor	dobrý	ADV	ADJ;ANIM;NOM;RL;MASC;SG
mejor	najlepšia	mejor	dobrý	ADV	ADJ;NOM;RL;FEM;SG
mejor	najlepsi	mejor	najlepsi	ADV	PROPN;ANIM;NOM;MASC;SG
día	den	día	den	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
día	day	día	deň	N;MASC;SG	INTJ
siendo	bytia	ser	byť	V;V.MSDR	N;NOM;NEUT;SG
siendo	bytosť	ser	bytosť	V;V.MSDR	N;NOM;FEM;SG
madrid	madrid	madrid	madrid	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
enero	jan	enero	jan	N	PROPN;ANIM;NOM;MASC;SG
enero	ján	enero	ján	N	PROPN;ANIM;NOM;MASC;SG
número	pocet	número	pocet	N;MASC;SG	
número	cislo	número	cislo	N;MASC;SG	
agosto	aug	agosto	aug	N	INTJ
noviembre	nov	noviembre	on	N	INTJ
otro	iný	otro	iný	PRO;MASC;SG	DET;ANIM;NOM;MASC;SG
otro	ďalšie	otro	ďalší	PRO;MASC;SG	ADJ;NOM;NEUT;SG
otro	iná	otro	iný	PRO;MASC;SG	DET;NOM;FEM;SG
otro	iné	otro	iný	PRO;MASC;SG	DET;NOM;NEUT;SG
otro	ostatné	otro	ostatný	PRO;MASC;SG	ADJ;NOM;NEUT;SG
otro	ďalšia	otro	ďalší	PRO;MASC;SG	ADJ;NOM;FEM;SG
otro	ďalší	otro	ďalší	PRO;MASC;SG	ADJ;ANIM;NOM;MASC;SG
otro	iný	otro	iný	PRO;MASC;SG	DET;ANIM;NOM;MASC;SG
estaba	bola	estar	byť	V;IND;SG;3;IPFV;FIN	V;IPFV;FEM;SG;POS;PST;V.PTCP
estaba	bol	estar	byť	V;IND;SG;3;IPFV;FIN	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
estaba	bolo	estar	byť	V;IND;SG;3;IPFV;FIN	V;IPFV;NEUT;SG;POS;PST;V.PTCP
estos	tieto	este	tento	PRO;MASC;PL	DET;NOM;MASC;PL
estos	týchto	este	táto	PRO;MASC;PL	DET;ANIM;ACC;MASC;PL
estos	títo	este	tento	PRO;MASC;PL	DET;ANIM;NOM;MASC;PL
total	spolu	total	spolu	ADJ;SG	ADV
total	celkom	total	celkom	ADJ;SG	ADV
total	total	total	totať	ADJ;SG	INTJ
total	celkovo	total	celkovo	ADJ;SG	ADV
sistema	systémy	sistema	systém	N;MASC;SG	N;INAN;NOM;MASC;PL
maría	márie	maría	mária	N;FEM;SG	N;NOM;FEM;PL
maría	marie	maría	marie	N;FEM;SG	PROPN;NOM;FEM;SG
maría	márie	maría	mária	N;FEM;SG	N;NOM;FEM;PL
maría	mary	maría	mary	N;FEM;SG	PROPN;NOM;FEM;SG
maría	maria	maría	mariť	N;FEM;SG	PROPN;NOM;FEM;SG
real	real	real	real	ADJ;SG	N;INAN;NOM;MASC;SG
real	reálne	real	reálne	ADJ;SG	ADV
real	royal	real	royať	ADJ;SG	PROPN;ANIM;NOM;MASC;SG
esto	to	este	to	PRO;SG	DET;NOM;NEUT;SG
esto	táto	este	táto	PRO;SG	DET;NOM;FEM;SG
esto	tento	este	tento	PRO;SG	DET;INAN;NOM;MASC;SG
esto	toto	este	toto	PRO;SG	DET;NOM;NEUT;SG
esto	túto	este	táto	PRO;SG	DET;ACC;FEM;SG
mundial	celosvetovo	mundial	celosvetov	ADJ;SG	ADV
mundial	sveta	mundial	svet	ADJ;SG	N;INAN;GEN;MASC;SG
mundial	svete	mundial	svet	ADJ;SG	N;INAN;ESS;MASC;SG
mundial	svet	mundial	svet	ADJ;SG	N;INAN;NOM;MASC;SG
mundial	svetom	mundial	svet	ADJ;SG	N;INAN;INS;MASC;SG
mundial	world	mundial	world	ADJ;SG	
música	hudobné	música	hudobný	N;FEM;SG	ADJ;NOM;NEUT;SG
música	hudobná	música	hudobný	N;FEM;SG	ADJ;NOM;FEM;SG
casa	doma	casa	doma	N;FEM;SG	ADV
casa	domov	casa	domov	N;FEM;SG	ADV
casa	domáca	casa	domáci	N;FEM;SG	ADJ;NOM;FEM;SG
casa	domáce	casa	domáci	N;FEM;SG	ADJ;NOM;NEUT;SG
sólo	ibaže	sólo	ibaže	ADV	CONJ
sólo	iba	sólo	iba	ADV	PART
sólo	len	sólo	len	ADV	PART
sólo	iba	sólo	iba	ADV	PART
sólo	len	sólo	len	ADV	PART
sólo	proste	sólo	prost	ADV	PART
cuenta	gróf	contar	gróf	V;IND;SG;3;PRS;FIN	N;ANIM;NOM;MASC;SG
cuenta	účtom	contar	účet	V;IND;SG;3;PRS;FIN	N;INAN;INS;MASC;SG
cuenta	konto	contar	konto	V;IND;SG;3;PRS;FIN	N;NOM;NEUT;SG
cuenta	ucet	contar	ucet	V;IND;SG;3;PRS;FIN	INTJ
cuenta	účet	contar	účet	V;IND;SG;3;PRS;FIN	N;INAN;NOM;MASC;SG
cuenta	účte	contar	účiť	V;IND;SG;3;PRS;FIN	N;INAN;NOM;MASC;SG
cuenta	počty	contar	počet	V;IND;SG;3;PRS;FIN	N;INAN;NOM;MASC;PL
junio	jún	junio	jún	N	INTJ
ella	ella	él	ella	PRO;FEM;SG;3	PROPN;NOM;FEM;SG
pueden	mozu	poder	moz	V;IND;PL;3;PRS;FIN	N;INAN;NOM;MASC;SG
pueden	môže	poder	môcť	V;IND;PL;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
pueden	can	poder	can	V;IND;PL;3;PRS;FIN	
pueden	moze	poder	moz	V;IND;PL;3;PRS;FIN	
varios	rozličné	varios	rozličný	PRO;MASC;PL	ADJ;NOM;NEUT;SG
varios	rôzne	varios	rôzny	PRO;MASC;PL	ADJ;NOM;NEUT;SG
varios	rôzni	varios	rôzny	PRO;MASC;PL	N;ANIM;NOM;MASC;PL
varios	rozličné	varios	rozličný	PRO;MASC;PL	ADJ;NOM;NEUT;SG
varios	rôzne	varios	rôzny	PRO;MASC;PL	ADJ;NOM;NEUT;SG
varios	rôznych	varios	rôzny	PRO;MASC;PL	ADJ;GEN;MASC;PL
varios	viacero	varios	viacero	PRO;MASC;PL	NUM;NOM;NEUT;SG
varios	niekoľko	varios	niekoľko	PRO;MASC;PL	DET;NOM;NEUT;SG
varios	niekoľkých	varios	niekoľko	PRO;MASC;PL	DET;GEN;NEUT;PL
francia	francúzsko	francia	francúzsko	PROPN	ADV
francia	francúzska	francia	francúzsky	PROPN	N;NOM;FEM;SG
solo	samé	solo	samý	ADV	DET;NOM;NEUT;SG
solo	sama	solo	sám	ADV	DET;NOM;FEM;SG
solo	sami	solo	sám	ADV	DET;ANIM;NOM;MASC;PL
solo	sám	solo	sám	ADV	DET;ANIM;NOM;MASC;SG
solo	solo	solo	solo	ADV	PROPN;ANIM;NOM;MASC;SG
solo	sólo	solo	sólo	ADV	N;NOM;NEUT;SG
solo	ibaže	solo	ibaže	ADV	CONJ
solo	iba	solo	iba	ADV	PART
solo	len	solo	len	ADV	PART
solo	iba	solo	iba	ADV	PART
solo	len	solo	len	ADV	PART
solo	proste	solo	prost	ADV	PART
chile	čilské	chile	čilský	PROPN	ADJ;NOM;NEUT;SG
chile	chili	chile	chili	PROPN	N;INAN;NOM;MASC;SG
chile	čili	chile	čiť	PROPN	N;INAN;NOM;MASC;PL
chile	čile	chile	čile	PROPN	PROPN;NOM;NEUT;SG
chile	chile	chile	chila	PROPN	N;NOM;FEM;SG
tipo	napíšte	tipo	napísiť	N;MASC;SG	V;PFV;IMP;PL;2;POS;FIN
obra	práce	obra	práca	N;FEM;SG	N;NOM;FEM;PL
obra	pracovné	obra	pracovný	N;FEM;SG	ADJ;NOM;NEUT;SG
iglesia	cirkvi	iglesia	cirkev	N;FEM;SG	N;NOM;FEM;PL
película	filmová	película	filmový	N;FEM;SG	ADJ;NOM;FEM;SG
película	filmová	película	filmový	N;FEM;SG	ADJ;NOM;FEM;SG
banda	band	banda	band	N;FEM;SG	PROPN;ANIM;NOM;MASC;SG
banda	kapely	banda	kapela	N;FEM;SG	N;NOM;FEM;PL
cuatro	štvorka	cuatro	štvorka	NUM;PL	N;NOM;FEM;SG
zona	oblasti	zona	oblasť	N;FEM;SG	N;NOM;FEM;PL
televisión	tv	televisión	tv	N;FEM;SG	
televisión	televízie	televisión	televízia	N;FEM;SG	N;NOM;FEM;PL
televisión	televízne	televisión	televízny	N;FEM;SG	ADJ;NOM;NEUT;SG
principal	main	principal	main	ADJ;SG	
principal	hlavny	principal	hlavny	ADJ;SG	N;ANIM;NOM;MASC;SG
principal	riaditeľka	principal	riaditeľka	ADJ;SG	N;NOM;FEM;SG
principal	riaditeľ	principal	riaditeľ	ADJ;SG	N;ANIM;NOM;MASC;SG
tuvo	mali	tener	mať	V;IND;SG;3;PST;FIN	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
carlos	karl	carlo	karl	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
carlos	charles	carlo	charles	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
carlos	karl	carlo	karl	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
carlos	carl	carlo	carl	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
carlos	carlos	carlo	carlos	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
carlos	charlieho	carlo	charlí	N;MASC;SG	ADJ;ANIM;GEN;MASC;SG
carlos	charliemu	carlo	charlí	N;MASC;SG	ADJ;DAT;MASC;SG
otra	ďalšia	otro	ďalší	PRO;FEM;SG	ADJ;NOM;FEM;SG
otra	ďalší	otro	ďalší	PRO;FEM;SG	ADJ;ANIM;NOM;MASC;SG
otra	iný	otro	iný	PRO;FEM;SG	DET;ANIM;NOM;MASC;SG
rey	kral	rey	krať	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
rey	king	rey	king	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
rey	rey	rey	rey	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
km²	km²	kme	km²		PROPN;ANIM;NOM;MASC;SG
edición	upraviť	edición	upraviť	N;FEM;SG	V;PFV;POS;NFIN
tenía	malo	tener	mať	V;IND;SG;3;IPFV;FIN	V;IPFV;NEUT;SG;POS;PST;V.PTCP
tenía	nemal	tener	mať	V;IND;SG;3;IPFV;FIN	V;ANIM;IPFV;MASC;SG;NEG;PST;V.PTCP
tenía	mali	tener	mať	V;IND;SG;3;IPFV;FIN	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
tenía	mal	tener	mať	V;IND;SG;3;IPFV;FIN	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
tenía	mala	tener	mať	V;IND;SG;3;IPFV;FIN	V;IPFV;FEM;SG;POS;PST;V.PTCP
premios	ocenenie	premio	ocenenie	N;MASC;PL	N;NOM;NEUT;SG
premios	awards	premio	awards	N;MASC;PL	
premios	ocenenie	premio	ocenenie	N;MASC;PL	N;NOM;NEUT;SG
premios	zadanie	premio	zadanie	N;MASC;PL	N;NOM;NEUT;SG
sitio	site	sitio	site	N;MASC;SG	INTJ
bien	dobrá	bien	dobrý	ADV	ADJ;NOM;FEM;SG
bien	dobra	bien	dobra	ADV	N;NOM;FEM;SG
bien	dobré	bien	dobrý	ADV	ADJ;NOM;NEUT;SG
bien	dobrý	bien	dobrý	ADV	ADJ;ANIM;NOM;MASC;SG
bien	nuž	bien	nuž	ADV	PART
bien	no	bien	no	ADV	CONJ
segundo	sekunda	segundo	sekunda	ADJ;MASC;SG	N;NOM;FEM;SG
mar	mar	mar	mar	N;SG	INTJ
mar	morská	mar	morský	N;SG	ADJ;NOM;FEM;SG
mar	ocean	mar	ocean	N;SG	PROPN;ANIM;NOM;MASC;SG
poco	malá	poco	malý	ADV	ADJ;NOM;FEM;SG
poco	malé	poco	malý	ADV	ADJ;NOM;NEUT;SG
poco	malý	poco	malý	ADV	ADJ;ANIM;NOM;MASC;SG
poco	maly	poco	maly	ADV	N;INAN;NOM;MASC;SG
orden	objednať	orden	objednať	N;MASC;SG	V;PFV;POS;NFIN
estadounidense	američan	estadounidense	američan	ADJ;SG	N;ANIM;NOM;MASC;SG
estadounidense	american	estadounidense	american	ADJ;SG	N;NOM;FEM;SG
agua	vody	agua	voda	N;FEM;SG	N;GEN;FEM;PL
agua	vodná	agua	vodný	N;FEM;SG	ADJ;NOM;FEM;SG
agua	vodný	agua	vodný	N;FEM;SG	ADJ;ANIM;NOM;MASC;SG
agua	vodné	agua	vodný	N;FEM;SG	ADJ;NOM;NEUT;SG
tierra	zeme	tierra	zem	N;FEM;SG	N;NOM;FEM;PL
tierra	land	tierra	land	N;FEM;SG	
tierra	pôdy	tierra	pôda	N;FEM;SG	N;NOM;FEM;PL
tierra	pozemky	tierra	pozemok	N;FEM;SG	N;INAN;NOM;MASC;PL
tierra	pôdy	tierra	pôda	N;FEM;SG	N;NOM;FEM;PL
ellos	ony	él	ona	PRO;MASC;PL;3	N;NOM;MASC;PL
canción	song	canción	song	N;FEM;SG	
república	republiky	república	republika	N;FEM;SG	N;NOM;FEM;PL
trabajo	práce	trabajo	práca	N;MASC;SG	N;NOM;FEM;PL
trabajo	pracovné	trabajo	pracovný	N;MASC;SG	ADJ;NOM;NEUT;SG
especie	druhov	especie	druh	N;FEM;SG	N;INAN;GEN;MASC;PL
especie	druhy	especie	druh	N;FEM;SG	N;INAN;NOM;MASC;PL
luis	louis	luis	louis	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
luis	louie	luis	louee	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
luis	ludwig	luis	ludwig	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
luis	luis	luis	luis	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
caso	pripad	caso	pripad	N;MASC;SG	
dentro	vnútri	dentro	vnútro	ADV	N;NOM;NEUT;SG
obras	funguje	obra	fungovať	N;FEM;PL	V;IPFV;IND;SG;3;POS;PRS;FIN
obras	diel	obra	dielo	N;FEM;PL	N;NOM;MASC;SG
obras	pracuje	obra	pracovať	N;FEM;PL	V;IPFV;IND;SG;3;POS;PRS;FIN
obras	prehráva	obra	prehráva	N;FEM;PL	V;IPFV;IND;SG;3;POS;PRS;FIN
obras	hrá	obra	hrať	N;FEM;PL	V;IPFV;IND;SG;3;POS;PRS;FIN
color	farebné	color	farebný	N;MASC;SG	ADJ;NOM;NEUT;SG
color	farebne	color	farebne	N;MASC;SG	ADV
color	farebný	color	farebný	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG
color	farby	color	farba	N;MASC;SG	N;NOM;FEM;PL
color	farebné	color	farebný	N;MASC;SG	ADJ;NOM;NEUT;SG
color	farebná	color	farebný	N;MASC;SG	ADJ;NOM;FEM;SG
color	farebný	color	farebný	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG
color	farby	color	farba	N;MASC;SG	N;NOM;FEM;PL
distrito	okres	distrito	okres	N;MASC;SG	INTJ
superficie	oblasti	superficie	oblasť	N;FEM;SG	N;NOM;FEM;PL
muchos	mnohé	mucho	mnohý	PRO;MASC;PL	ADJ;NOM;NEUT;SG
muchos	mnohí	mucho	mnoho	PRO;MASC;PL	ADJ;ANIM;NOM;MASC;PL
muchos	veľa	mucho	veľa	PRO;MASC;PL	NUM;NOM;NEUT;SG
muchos	mnoho	mucho	mnoho	PRO;MASC;PL	NUM;NOM;NEUT;SG
muchos	vela	mucho	vela	PRO;MASC;PL	INTJ
línea	čiary	línea	čiara	N;FEM;SG	N;NOM;FEM;PL
francisco	francisco	francisco	francisco	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
francisco	francis	francisco	francis	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
les	les	él	les	PRO;DAT;PL;3	N;INAN;NOM;MASC;SG
siguiente	budúci	siguiente	budúci	ADJ;SG	N;ANIM;NOM;MASC;SG
siguiente	ďalej	siguiente	ďalej	ADJ;SG	ADV
área	oblasti	área	oblasť	N;FEM;SG	N;NOM;FEM;PL
grandes	veľké	grande	veľký	ADJ;PL	ADJ;NOM;NEUT;SG
grandes	veľká	grande	veľký	ADJ;PL	ADJ;NOM;FEM;SG
grandes	veľký	grande	veľký	ADJ;PL	ADJ;ANIM;NOM;MASC;SG
grandes	velke	grande	velka	ADJ;PL	N;NOM;FEM;SG
grandes	velka	grande	velka	ADJ;PL	N;NOM;FEM;SG
grandes	veľký	grande	veľký	ADJ;PL	ADJ;ANIM;NOM;MASC;SG
grandes	big	grande	big	ADJ;PL	
grandes	veľké	grande	veľký	ADJ;PL	ADJ;NOM;NEUT;SG
grandes	veľká	grande	veľký	ADJ;PL	ADJ;NOM;FEM;SG
grandes	grandes	grande	grandes	ADJ;PL	PROPN;ANIM;NOM;MASC;SG
censo	sčítania	censo	sčítanie	N;MASC;SG	N;NOM;NEUT;PL
liga	ligy	liga	liga	N;FEM;SG	N;NOM;FEM;PL
estas	tieto	este	tento	PRO;FEM;PL	DET;NOM;MASC;PL
estas	týchto	este	táto	PRO;FEM;PL	DET;ANIM;ACC;MASC;PL
estas	títo	este	tento	PRO;FEM;PL	DET;ANIM;NOM;MASC;PL
muerte	death	muerte	death	N;FEM;SG	PROPN;ANIM;NOM;MASC;SG
muerte	úmrtia	muerte	úmrtie	N;FEM;SG	N;NOM;NEUT;PL
medio	stredne	medio	strednúť	NUM;MASC;SG	ADV
medio	stredný	medio	stredný	NUM;MASC;SG	ADJ;ANIM;NOM;MASC;SG
medio	stredná	medio	stredný	NUM;MASC;SG	ADJ;NOM;FEM;SG
medio	stredné	medio	stredný	NUM;MASC;SG	ADJ;NOM;NEUT;SG
medio	médium	medio	médium	NUM;MASC;SG	N;NOM;NEUT;SG
medio	medio	medio	medio	NUM;MASC;SG	PROPN;NOM;FEM;SG
medio	polovica	medio	polovica	NUM;MASC;SG	N;NOM;FEM;SG
medio	polka	medio	polka	NUM;MASC;SG	N;NOM;FEM;SG
medio	polovicu	medio	polovica	NUM;MASC;SG	N;ACC;FEM;SG
política	politiky	política	politika	N;FEM;SG	N;NOM;FEM;PL
política	politiky	política	politika	N;FEM;SG	N;NOM;FEM;PL
menos	mínus	menos	mínus	ADV	N;NOM;NEUT;SG
menos	menšia	menos	malý	ADV	ADJ;NOM;CMPR;FEM;SG
largo	largo	largo	largo	ADJ;MASC;SG	PROPN;ANIM;NOM;MASC;SG
largo	dlho	largo	dlho	ADJ;MASC;SG	ADV
largo	long	largo	long	ADJ;MASC;SG	PROPN;ANIM;NOM;MASC;SG
buenos	dobre	buen	dobre	ADJ;MASC;PL	ADV
buenos	dobrá	buen	dobrý	ADJ;MASC;PL	ADJ;NOM;FEM;SG
buenos	dobra	buen	dobra	ADJ;MASC;PL	N;NOM;FEM;SG
buenos	dobré	buen	dobrý	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
buenos	dobrý	buen	dobrý	ADJ;MASC;PL	ADJ;ANIM;NOM;MASC;SG
hecho	made	hecho	made	ADJ;MASC;SG;V.PTCP	N;NOM;FEM;SG
hecho	hotovo	hecho	hotovo	ADJ;MASC;SG;V.PTCP	ADV
hecho	urobil	hecho	urobiť	ADJ;MASC;SG;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
hecho	skutočnosť	hecho	skutočnosť	ADJ;MASC;SG;V.PTCP	N;NOM;FEM;SG
hecho	fakt	hecho	fakt	ADJ;MASC;SG;V.PTCP	N;INAN;NOM;MASC;SG
algunas	niektorých	alguno	niektorý	PRO;FEM;PL	DET;GEN;MASC;PL
algunas	niektore	alguno	niektore	PRO;FEM;PL	DET;NOM;MASC;SG
algunas	niektoré	alguno	niektorý	PRO;FEM;PL	DET;NOM;NEUT;SG
algunas	niektorý	alguno	niektorý	PRO;FEM;PL	DET;ANIM;NOM;MASC;SG
algunas	niektorí	alguno	niektorý	PRO;FEM;PL	DET;ANIM;NOM;MASC;PL
carrera	kariéry	carrera	kariéra	N;FEM;SG	N;NOM;FEM;PL
carrera	preteky	carrera	preteky	N;FEM;SG	N;INAN;NOM;MASC;PL
carrera	rasy	carrera	rasa	N;FEM;SG	N;NOM;FEM;PL
poder	moc	poder	moc	V;NFIN	N;NOM;FEM;SG
poder	napájanie	poder	napájanie	V;NFIN	N;NOM;NEUT;SG
poder	výkon	poder	výkon	V;NFIN	N;INAN;NOM;MASC;SG
poder	power	poder	power	V;NFIN	N;INAN;NOM;MASC;SG
pueblo	ludia	pueblo	ludia	N;MASC;SG	N;ANIM;NOM;MASC;PL
pueblo	ludi	pueblo	ludia	N;MASC;SG	INTJ
pueblo	ľudia	pueblo	človek	N;MASC;SG	N;ANIM;NOM;MASC;PL
pueblo	ľudí	pueblo	človek	N;MASC;SG	N;ANIM;ACC;MASC;PL
pueblo	people	pueblo	peopeľ	N;MASC;SG	PROPN;ANIM;VOC;MASC;SG
pueblo	dediny	pueblo	dedina	N;MASC;SG	N;NOM;FEM;PL
hizo	did	hacer	did	V;IND;SG;3;PST;FIN	
veces	times	vez	times	N;FEM;PL	
central	centrálne	central	centrálne	ADJ;SG	ADV
central	central	central	centrať	ADJ;SG	N;NOM;NEUT;SG
todas	all	todo	all	PRO;FEM;PL	
todas	vsetky	todo	vsetok	PRO;FEM;PL	N;NOM;FEM;PL
todas	všetky	todo	všetok	PRO;FEM;PL	DET;INAN;NOM;MASC;PL
todas	všetkých	todo	všetok	PRO;FEM;PL	DET;ANIM;ACC;MASC;PL
todas	všetci	todo	všetok	PRO;FEM;PL	DET;ANIM;NOM;MASC;PL
todas	všetko	todo	všetok	PRO;FEM;PL	DET;NOM;NEUT;SG
york	yorku	york	yorka	PROPN	N;INAN;GEN;MASC;SG
york	york	york	york	PROPN	PROPN;ANIM;NOM;MASC;SG
ejemplo	vzorky	ejemplo	vzorka	N;MASC;SG	N;NOM;FEM;PL
género	pohlavia	género	pohlavie	N;MASC;SG	N;NOM;NEUT;PL
isbn	isbn	isbn	isbn	N	
campo	campo	campo	campo	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
isla	isla	isla	isť	N;FEM;SG	PROPN;NOM;FEM;SG
hacer	make	hacer	maka	V;NFIN	N;VOC;FEM;SG
hacer	aby	hacer	aby	V;NFIN	CONJ;COND
hacer	tvorby	hacer	tvorba	V;NFIN	N;NOM;FEM;PL
hacer	robenie	hacer	robenie	V;NFIN	N;NOM;NEUT;SG
misma	rovnaká	mismo	rovnaký	DET;FEM;SG	ADJ;NOM;FEM;SG
misma	rovnaké	mismo	rovnaký	DET;FEM;SG	ADJ;NOM;NEUT;SG
misma	rovnaký	mismo	rovnaký	DET;FEM;SG	ADJ;ANIM;NOM;MASC;SG
misma	rovnako	mismo	rovnako	DET;FEM;SG	ADV
ante	ante	ante	ant	ADP	PROPN;ANIM;NOM;MASC;SG
conocido	známi	conocido	známy	ADJ;MASC;SG;V.PTCP	N;ANIM;NOM;MASC;PL
conocido	známu	conocido	známy	ADJ;MASC;SG;V.PTCP	N;ACC;FEM;SG
http	http	http	http	N	
frente	predné	frente	predný	N	ADJ;NOM;NEUT;SG
frente	predný	frente	predný	N	ADJ;INAN;NOM;MASC;SG
frente	predná	frente	predný	N	ADJ;NOM;FEM;SG
antonio	anthony	antonio	anthon	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
antonio	tony	antonio	ton	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
antonio	antonio	antonio	antonio	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
días	days	día	days	N;MASC;PL	
española	španielčina	español	španielčina	ADJ;FEM;SG	N;NOM;FEM;SG
española	španielska	español	španielsky	ADJ;FEM;SG	PROPN;NOM;FEM;SG
partir	odchýliť	partir	odchýliť	N	V;PFV;POS;NFIN
varias	viacero	varios	viacero	PRO;FEM;PL	NUM;NOM;NEUT;SG
varias	niekoľko	varios	niekoľko	PRO;FEM;PL	DET;NOM;NEUT;SG
varias	niekoľkých	varios	niekoľko	PRO;FEM;PL	DET;GEN;NEUT;PL
varias	rôzni	varios	rôzny	PRO;FEM;PL	N;ANIM;NOM;MASC;PL
varias	rozličné	varios	rozličný	PRO;FEM;PL	ADJ;NOM;NEUT;SG
varias	rôzne	varios	rôzny	PRO;FEM;PL	ADJ;NOM;NEUT;SG
varias	rôznych	varios	rôzny	PRO;FEM;PL	ADJ;GEN;MASC;PL
actual	aktuálne	actual	aktuálny	ADJ;SG	ADV
lista	pripravený	lista	pripravený	N;FEM;SG	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
lista	pripravená	lista	pripravený	N;FEM;SG	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
lista	pripravené	lista	pripravený	N;FEM;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
lista	pripravení	lista	pripravený	N;FEM;SG	ADJ;ANIM;NOM;MASC;PL;POS;V.PTCP;PASS
jpg	jpg	jpg	jpg	PROPN	
densidad	hustoty	densidad	hustot	N;FEM;SG	N;NOM;FEM;PL
campeonato	majstrovstvá	campeonato	majstrovstvo	N;MASC;SG	N;NOM;NEUT;PL
tarde	neskorý	tarde	neskorý	ADV	ADJ;INAN;NOM;MASC;SG
tarde	oneskorené	tarde	oneskorený	ADV	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
tarde	neskoré	tarde	neskorý	ADV	ADJ;NOM;NEUT;SG
tarde	večerný	tarde	večerný	ADV	ADJ;INAN;NOM;MASC;SG
tarde	večerné	tarde	večerný	ADV	ADJ;NOM;NEUT;SG
tarde	večerná	tarde	večerný	ADV	ADJ;NOM;FEM;SG
tarde	popoludnie	tarde	popoludnie	ADV	N;NOM;NEUT;SG
tienen	maj	tener	mať	V;IND;PL;3;PRS;FIN	V;IPFV;IMP;SG;2;POS;FIN
ejército	vojenský	ejército	vojenský	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG
ejército	vojenské	ejército	vojenský	N;MASC;SG	ADJ;NOM;NEUT;SG
ejército	armády	ejército	armáda	N;MASC;SG	N;NOM;FEM;PL
