der	het	der	het	DET;NOM;DEF;MASC;SG	PRO;3
mehrere	meervoudig	mehrere	meervoudig	PRO;NOM;INDF;PL	ADJ
form	form	form	form	N;SG	
meter	meter	meter	meter	ADV	N;MASC+FEM;SG
meter	meters	meter	meter	ADV	N;PL
meter	meter	meter	meter	ADV	N;MASC+FEM;SG
meter	meters	meter	meter	ADV	N;PL
meter	meter	meter	meter	ADV	N;MASC+FEM;SG
meter	meter	meter	meter	ADV	N;MASC+FEM;SG
schloss	schloss	schließen	schlos	V;SG	N;MASC+FEM;SG
schloss	slot	schließen	slot	V;SG	N;NEUT;SG
schloss	sluis	schließen	sluis	V;SG	N;MASC+FEM;SG
schloss	kasteel	schließen	kasteel	V;SG	N;NEUT;SG
schloss	chateau	schließen	chateau	V;SG	N;MASC+FEM;SG
schloss	paleis	schließen	paleis	V;SG	N;NEUT;SG
finden	zoek	finden	zoek	V;NFIN	ADJ
heinrich	heinrich	heinrich	heinrich	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
heinrich	hendrik	heinrich	hendrik	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
heinrich	henry	heinrich	henry	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
neu	neu	neu	neu	ADJ	N;MASC+FEM;SG
john	johannes	john	johanne	PROPN;NOM;MASC;SG	N;PL
john	john	john	john	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
könnte	kan	können	kunnen	V;SBJV;SG;3;PST;FIN	V;SG;PRS;FIN
machen	making	machen	making	V;NFIN	
beispiel	sample	beispiel	sample	ADV	N;MASC+FEM;SG
beispiel	steekproef	beispiel	steekproef	ADV	N;MASC+FEM;SG
beispiel	monster	beispiel	monster	ADV	N;NEUT;SG
beispiel	voorbeeld	beispiel	voorbeeld	ADV	N;NEUT;SG
beispiel	voorbeelden	beispiel	voorbeeld	ADV	N;PL
recht	recht	recht	recht	ADV	ADJ
recht	rechts	recht	rechts	ADV	ADJ
recht	wet	recht	wet	ADV	N;MASC+FEM;SG
zwar	toegegeven	zwar	toegeven	ADV	V;V.PTCP
zwar	hoewel	zwar	hoewel	ADV	CONJ
bin	bin	sein	bin	V;IND;SG;2;PRS;FIN	N;MASC+FEM;SG
york	york	york	york	PROPN;NOM;NEUT;SG	ADV
paul	paulus	paul	paulus	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
paul	paul	paul	paul	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
frage	ask	frage	ask	N;NOM;FEM;SG	INTJ
insgesamt	totaal	insgesamt	totaal	ADV	ADJ
insgesamt	globaal	insgesamt	globaal	ADV	ADJ
insgesamt	totalen	insgesamt	totaal	ADV	N;PL
kurz	short	kurz	short	ADJ	N;MASC+FEM;SG
kurz	kurz	kurz	kurz	ADJ	N;MASC+FEM;SG
unternehmen	gezelschap	unternehmen	gezelschap	N;NOM;NEUT;PL	N;NEUT;SG
unternehmen	bedrijf	unternehmen	bedrijf	N;NOM;NEUT;PL	N;NEUT;SG
unternehmen	onderneming	unternehmen	onderneming	N;NOM;NEUT;PL	N;MASC+FEM;SG
unternehmen	bedrijf	unternehmen	bedrijf	N;NOM;NEUT;PL	N;NEUT;SG
unternehmen	zakelijk	unternehmen	zakelijk	N;NOM;NEUT;PL	ADJ
straße	straat	straß	straat	ADJ	N;MASC+FEM;SG
straße	wegen	straß	weg	ADJ	N;PL
straße	straat	straß	straat	ADJ	N;MASC+FEM;SG
straße	straatjes	straß	straat	ADJ	N;PL
straße	straat	straß	straat	ADJ	N;MASC+FEM;SG
straße	straten	straß	straat	ADJ	N;PL
straße	weg	straß	weg	ADJ	ADV
rund	ca	rund	ca	ADV	N;MASC+FEM;SG
rund	ronde	rund	ronde	ADV	N;MASC+FEM;SG
rund	rondje	rund	rond	ADV	N;NEUT;SG
rund	round	rund	round	ADV	
rund	rond	rund	rond	ADV	ADP
rund	rondom	rund	rondom	ADV	ADP
rund	rond	rund	rond	ADV	ADP
einfach	eenvoudige	einfach	eenvoudig	ADV	ADJ
einfach	simpel	einfach	simpel	ADV	ADJ
einfach	eenvoudig	einfach	eenvoudig	ADV	ADJ
einfach	gewoon	einfach	gewoon	ADV	ADJ
einfach	rustig	einfach	rustig	ADV	ADJ
einfach	eenvoudig	einfach	eenvoudig	ADV	ADJ
einfach	makkelijk	einfach	makkelijk	ADV	ADJ
einfach	easy	einfach	easy	ADV	N;MASC+FEM;SG
einfach	gemakkelijk	einfach	gemakkelijk	ADV	ADJ
schließlich	uiteindelijk	schließlich	uiteindelijk	ADV	ADJ
schließlich	eindelijk	schließlich	eindelijk	ADV	ADJ
schließlich	uiteindelijk	schließlich	uiteindelijk	ADV	ADJ
datei	dossier	datei	dossier		N;NEUT;SG
datei	bestand	datei	bestand		N;NEUT;SG
frau	woman	frau	woman	N;NOM;FEM;SG	
land	land	land	land		N;NEUT;SG
land	grond	land	grond		N;MASC+FEM;SG
land	land	land	land		N;NEUT;SG
hatten	had	haben	hebben	V;IND;PL;3;PST;FIN	V;SG;PST;FIN
trat	ontslag	treten	ontslag	V;IND;SG;3;PST;FIN	N;NEUT;SG
tod	dood	tod	dood		ADJ
tod	doods	tod	doods		ADJ
tod	overlijden	tod	overlijden		V;NFIN
tod	tod	tod	tod		N;MASC+FEM;SG
tod	sterfte	tod	sterfte		N;MASC+FEM;SG
tod	sterfgevallen	tod	sterfvallen		N;PL
arbeit	werken	arbeit	werken	N;NOM;FEM;SG	V;NFIN
macht	macht	machen	macht	V;IND;SG;3;PRS;FIN	N;MASC+FEM;SG
macht	kracht	machen	kracht	V;IND;SG;3;PRS;FIN	N;MASC+FEM;SG
macht	power	machen	power	V;IND;SG;3;PRS;FIN	N;MASC+FEM;SG
macht	vermogen	machen	vermogen	V;IND;SG;3;PRS;FIN	N;NEUT;SG
paris	parijs	paris	parijs	PROPN;NOM;NEUT;SG	PROPN;NEUT;SG
alles	alle	alle	al	PRO;NOM;INDF;NEUT;SG	DET
alles	allemaal	alle	allemaal	PRO;NOM;INDF;NEUT;SG	ADV
oft	regelmatig	oft	regelmatig	ADV	ADJ
oft	veelvuldig	oft	veelvuldig	ADV	ADJ
oft	frequent	oft	frequent	ADV	ADJ
oft	vaak	oft	vaak	ADV	ADJ
oft	vaak	oft	vaak	ADV	ADJ
oft	veelvuldig	oft	veelvuldig	ADV	ADJ
oft	frequente	oft	frequente	ADV	ADJ
oft	frequent	oft	frequent	ADV	ADJ
führte	led	führen	led	V;IND;SG;3;PST;FIN	N;MASC+FEM;SG
kategorie	categorieën	kategorie	categorieën	N;NOM;FEM;SG	N;PL
bedeutung	relevantie	bedeutung	relevantie	ADJ	N;MASC+FEM;SG
bedeutung	belangrijkheid	bedeutung	belangrijkheid	ADJ	N;MASC+FEM;SG
bedeutung	belang	bedeutung	belang	ADJ	N;NEUT;SG
bedeutung	betekenis	bedeutung	betekenis	ADJ	N;MASC+FEM;SG
bedeutung	betekenissen	bedeutung	betekenis	ADJ	N;PL
bedeutung	betekenis	bedeutung	betekenis	ADJ	N;MASC+FEM;SG
relevant	relevantie	relevant	relevantie	ADJ	N;MASC+FEM;SG
bereich	sector	bereich	sector	ADV	N;MASC+FEM;SG
bereich	domein	bereich	domein	ADV	N;NEUT;SG
bereich	bereik	bereich	bereik	ADV	N;NEUT;SG
bereich	afdeling	bereich	afdeling	ADV	N;MASC+FEM;SG
bereich	sectie	bereich	sectie	ADV	N;MASC+FEM;SG
bereich	gebied	bereich	gebied	ADV	N;NEUT;SG
bereich	oppervlakte	bereich	oppervlakte	ADV	N;MASC+FEM;SG
verein	club	verein	club		N;MASC+FEM;SG
verein	verein	verein	verein		N;MASC+FEM;SG
verein	vereniging	verein	vereniging		N;MASC+FEM;SG
verein	associatie	verein	associatie		N;MASC+FEM;SG
anfang	start	anfang	starten	N;ACC;MASC;SG	V;SG;PRS;FIN
anfang	starten	anfang	starten	N;ACC;MASC;SG	V;NFIN
anfang	beginnen	anfang	beginnen	N;ACC;MASC;SG	V;NFIN
anfang	early	anfang	early	N;ACC;MASC;SG	
anfang	vroeg	anfang	vroeg	N;ACC;MASC;SG	ADJ
anfang	vroege	anfang	vroeg	N;ACC;MASC;SG	ADJ
viel	veel	viel	veel	ADV	PRO
viel	much	viel	much	ADV	
viel	loet	viel	loet	ADV	N;MASC+FEM;SG
viel	kavel	viel	kavel	ADV	N;MASC+FEM;SG
viel	lot	viel	lot	ADV	N;NEUT;SG
quelle	bron	quelle	bron	ADJ;NOM;SG	N;MASC+FEM;SG
haus	huizen	haus	huis	N;NOM;NEUT;SG	N;PL
haus	thuis	haus	thuis	N;NOM;NEUT;SG	ADV
michael	michiel	michael	michiel	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
michael	michaël	michael	michaël	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
michael	michael	michael	michael	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
region	regio	Region	regio		N;MASC+FEM;SG
meist	gewoonlijk	meist	gewoonlijk	ADV	ADJ
meist	meesten	meist	veel	ADV	PRO
meist	most	meist	mosten	ADV	
meist	meeste	meist	veel	ADV	PRO
meist	meest	meist	veel	ADV	PRO
meist	voornamelijk	meist	voornamelijk	ADV	ADJ
meist	hoofdzakelijk	meist	hoofdzakelijk	ADV	ADJ
findet	zoek	finden	zoek	V;IND;SG;3;PRS;FIN	ADJ
lang	long	lang	long	ADJ	N;MASC+FEM;SG
hamburg	hamburg	hamburg	hamburg	PROPN;NOM;NEUT;SG	N;NEUT;SG
besonders	speciaal	besonders	speciaal	ADV	ADJ
deutsch	engelsen	deutsch	engelsen	ADJ	N;PL
deutsch	deutsch	deutsch	deutsch	ADJ	N;MASC+FEM;SG
franz	franz	franz	franz	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
franz	frans	franz	frans	PROPN;NOM;MASC;SG	PROPN;MASC+FEM;SG
franz	francis	franz	francis	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
franz	franciscus	franz	franciscus	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
lange	lange	lange	lang	ADV	ADJ
lange	lang	lange	lang	ADV	ADJ
lange	lange	lange	lang	ADV	ADJ
lange	long	lange	long	ADV	N;MASC+FEM;SG
gebiet	turf	gebieten	turf	ADJ	N;NEUT;SG
gebiet	regio	gebieten	regio	ADJ	N;MASC+FEM;SG
gebiet	grondgebied	gebieten	grondgebied	ADJ	N;NEUT;SG
gebiet	territorium	gebieten	territorium	ADJ	N;NEUT;SG
gebiet	gebied	gebieten	gebied	ADJ	N;NEUT;SG
gebiet	zone	gebieten	zone	ADJ	N;MASC+FEM;SG
gebiet	gebied	gebieten	gebied	ADJ	N;NEUT;SG
gebiet	oppervlakte	gebieten	oppervlakte	ADJ	N;MASC+FEM;SG
gesellschaft	samenleving	gesellschaft	samenleving	ADJ	N;MASC+FEM;SG
gesellschaft	genootschap	gesellschaft	genootschap	ADJ	N;NEUT;SG
gesellschaft	maatschappij	gesellschaft	maatschappij	ADJ	N;MASC+FEM;SG
gesellschaft	gezelschap	gesellschaft	gezelschap	ADJ	N;NEUT;SG
gesellschaft	bedrijf	gesellschaft	bedrijf	ADJ	N;NEUT;SG
gesellschaft	onderneming	gesellschaft	onderneming	ADJ	N;MASC+FEM;SG
gesellschaft	gesellschaft	gesellschaft	gesellschaft	ADJ	N;MASC+FEM;SG
folge	volg	folge	volg	N;NOM;FEM;SG	V;SG;PRS;FIN
folge	volgt	folge	volgen	N;NOM;FEM;SG	V;SG;PRS;FIN
folge	volgen	folge	volgen	N;NOM;FEM;SG	V;NFIN
will	will	wollen	will	V;IND;SG;3;PRS;FIN	
will	zullen	wollen	zullen	V;IND;SG;3;PRS;FIN	V;PL;PRS;FIN
will	wil	wollen	willen	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
will	wilt	wollen	willen	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
will	wil	wollen	willen	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
will	willen	wollen	willen	V;IND;SG;3;PRS;FIN	V;NFIN
georg	joris	georgen	joris	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
georg	george	georgen	georg	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
georg	georg	georgen	georg	PROPN;NOM;MASC;SG	PROPN;MASC+FEM;SG
erhalten	ontvang	erhalten	ontvang	ADJ;V.PTCP	V;SG;PRS;FIN
erhalten	ontvangen	erhalten	ontvangen	ADJ;V.PTCP	V;V.PTCP
erhalten	ontvangen	erhalten	ontvangen	ADJ;V.PTCP	V;V.PTCP
erhalten	ontvangende	erhalten	ontvangen	ADJ;V.PTCP	V;V.PTCP
erhalten	ontvangen	erhalten	ontvangen	ADJ;V.PTCP	V;V.PTCP
erhalten	bewaard	erhalten	bewaren	ADJ;V.PTCP	V;V.PTCP
erhalten	geconserveerd	erhalten	conserveren	ADJ;V.PTCP	V;V.PTCP
erhalten	krijgen	erhalten	krijgen	ADJ;V.PTCP	V;PL;PRS;FIN
erhalten	krijg	erhalten	krijgen	ADJ;V.PTCP	V;SG;PRS;FIN
erhalten	get	erhalten	get	ADJ;V.PTCP	
einwohner	inwoner	einwohner	inwoner	N;NOM;MASC;PL	N;MASC+FEM;SG
einwohner	bevolking	einwohner	bevolking	N;NOM;MASC;PL	N;MASC+FEM;SG
einwohner	populatie	einwohner	populatie	N;NOM;MASC;PL	N;MASC+FEM;SG
innerhalb	binnen	innerhalb	binnen	ADV	ADP
innerhalb	binnenkant	innerhalb	binnenkant	ADV	N;MASC+FEM;SG
innerhalb	binnen	innerhalb	binnen	ADV	ADP
führt	leads	führen	lead	V;IND;SG;3;PRS;FIN	N;PL
eigentlich	eigenlijk	eigentlich	eigenlijk	ADV	ADJ
london	londen	london	lond	PROPN;NOM;NEUT;SG	PROPN;NEUT;SG
alten	alte	alt	alte	ADJ;NOM;MASC;PL	N;MASC+FEM;SG
vielen	veel	viel	veel	ADJ;ACC;INDF;MASC;PL	PRO
vielen	velen	viel	veel	ADJ;ACC;INDF;MASC;PL	PRO
vielen	vele	viel	veel	ADJ;ACC;INDF;MASC;PL	PRO
kinder	kinder	kinder	kinder	N;NOM;NEUT;PL	N;MASC+FEM;SG
kinder	aardiger	kinder	aardig	N;NOM;NEUT;PL	ADJ;CMPR
kinder	vriendelijker	kinder	vriendelijk	N;NOM;NEUT;PL	ADJ;CMPR
kinder	kids	kinder	kids	N;NOM;NEUT;PL	N;MASC+FEM;SG
gerade	rechtdoor	gerade	rechtdoor	ADV	N;MASC+FEM;SG
gerade	straight	gerade	straight	ADV	N;MASC+FEM;SG
gerade	recht	gerade	recht	ADV	ADJ
gerade	gewoon	gerade	gewoon	ADV	ADJ
österreich	oostenrijk	österreich	oostenrijk	PROPN;SG	N;NEUT;SG
weg	gone	weg	goon	ADV	
weg	manier	weg	manier	ADV	N;MASC+FEM;SG
weg	way	weg	way	ADV	
weg	pad	weg	pad	ADV	N;NEUT;SG
mitte	middelste	mitte	middel	ADV	ADJ;RL
mitte	middle	mitte	middle	ADV	
mitte	mitte	mitte	mitte	ADV	N;MASC+FEM;SG
mitte	centrum	mitte	centrum	ADV	N;NEUT;SG
mitte	centreren	mitte	centreren	ADV	V;NFIN
mitte	centrum	mitte	centrum	ADV	N;NEUT;SG
mitte	centreren	mitte	centreren	ADV	V;NFIN
regie	geregisseerd	Regie	regisseren	N;NOM;FEM;SG	V;V.PTCP
regie	gerichte	Regie	richten	N;NOM;FEM;SG	V;V.PTCP
regie	regisseerde	Regie	regisseren	N;NOM;FEM;SG	V;SG;PST;FIN
regie	regisseren	Regie	regisseren	N;NOM;FEM;SG	V;NFIN
sechs	sechs	sechs	sechs	NUM	N;MASC+FEM;SG
sechs	six	sechs	six	NUM	N;MASC+FEM;SG
album	album	album	album		N;NEUT;SG
verschiedenen	anders	verschieden	anders	ADJ;NOM;PL	ADV
gebäude	bouwen	gebäude	bouwen	ADJ	V;NFIN
gebäude	gebouwen	gebäude	gebouw	ADJ	N;PL
begründung	motivering	begründung	motivering		N;MASC+FEM;SG
begründung	rechtvaardiging	begründung	rechtvaardiging		N;MASC+FEM;SG
begründung	redenering	begründung	redenering		N;MASC+FEM;SG
begründung	redeneren	begründung	redeneren		V;NFIN
begründung	grondgedachte	begründung	gronddedacht		N;MASC+FEM;SG
wenig	kleine	wenig	klein	ADV	ADJ
wenig	weinig	wenig	weinig	ADV	PRO
wenig	little	wenig	little	ADV	
wenig	klein	wenig	klein	ADV	ADJ
kreis	rondjes	kreis	rond	ADV	N;PL
kreis	cirkels	kreis	cirkel	ADV	N;PL
kreis	kringen	kreis	kring	ADV	N;PL
kreis	kreis	kreis	kreis	ADV	ADJ
kreis	kring	kreis	kring	ADV	N;MASC+FEM;SG
kreis	cirkel	kreis	cirkel	ADV	N;MASC+FEM;SG
kreis	county	kreis	county	ADV	N;MASC+FEM;SG
kreis	graafschap	kreis	graafschap	ADV	N;NEUT;SG
frankreich	frankrijk	frankreich	frankrijk	PROPN;NOM;SG	PROPN;NEUT;SG
pro	pro	pro	pro	ADP	N;MASC+FEM;SG
thomas	thomas	thomas	thomas	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
grund	reden	grund	reden	ADV	N;MASC+FEM;SG
grund	rede	grund	rede	ADV	N;MASC+FEM;SG
grund	grund	grund	grund	ADV	N;MASC+FEM;SG
grund	veroorzaken	grund	veroorzaken	ADV	V;NFIN
grund	oorzaak	grund	oorzaak	ADV	N;MASC+FEM;SG
möglich	mogelijkheid	möglich	mogelijkheid	ADJ	N;MASC+FEM;SG
stehen	standing	stehen	standing	V;NFIN	
stehen	stand	stehen	stand	V;NFIN	N;MASC+FEM;SG
rolle	scrollen	roll	scrol	N;NOM;FEM;SG	V;NFIN
rolle	schuiven	roll	schuiven	N;NOM;FEM;SG	V;NFIN
rolle	rollen	roll	rol	N;NOM;FEM;SG	N;PL
rolle	rollen	roll	rol	N;NOM;FEM;SG	N;PL
werk	werken	werk	werken	N;NOM;NEUT;SG	V;NFIN
entwicklung	evolution	entwicklung	evolution	N;NOM;FEM;SG	
prozent	percentage	prozent	percentage	ADV	N;NEUT;SG
meine	meine	mein	meine	PRO;NOM;FEM;SG	N;MASC+FEM;SG
meine	mijne	mein	mijne	PRO;NOM;FEM;SG	ADV
bau	bouwen	bau	bouwen	N;SG	V;NFIN
frankfurt	frankfurt	frankfurt	frankfurt	PROPN;NOM;NEUT;SG	N;MASC+FEM;SG
stuttgart	stuttgart	stuttgart	stuttgart	PROPN;NOM;SG	N;MASC+FEM;SG
benutzer	gebruikers	benutzer	gebruiker	ADJ	N;PL
benutzer	gebruiker	benutzer	gebruiker	ADJ	N;MASC+FEM;SG
maria	mary	maria	mary	PROPN;NOM;FEM;SG	N;MASC+FEM;SG
maria	maria	maria	maria	PROPN;NOM;FEM;SG	N;MASC+FEM;SG
maria	marja	maria	marja	PROPN;NOM;FEM;SG	N;MASC+FEM;SG
maria	maria	maria	maria	PROPN;NOM;FEM;SG	N;MASC+FEM;SG
vater	vaders	vater	vader	N;NOM;MASC;SG	N;PL
frauen	echtgenotes	frau	echtgenote	V;NFIN	N;PL
frauen	vrouwtjes	frau	vrouw	V;NFIN	N;PL
frauen	vrouwen	frau	vrouw	V;NFIN	N;PL
frauen	vrouwelijke	frau	vrouwelijk	V;NFIN	ADJ
frauen	vrouw	frau	vrouw	V;NFIN	N;MASC+FEM;SG
frauen	vrouwtje	frau	vrouwtje	V;NFIN	N;NEUT;SG
frauen	vrouwelijk	frau	vrouwelijk	V;NFIN	ADJ
frauen	vrouwen	frau	vrouw	V;NFIN	N;PL
buch	buch	bachen	buch	ADV	N;MASC+FEM;SG
buch	boek	bachen	boek	ADV	N;NEUT;SG
buch	boeken	bachen	boek	ADV	N;PL
buch	grootboek	bachen	grootboek	ADV	N;NEUT;SG
provinz	provincie	provinz	provincie		N;MASC+FEM;SG
provinz	provinciaal	provinz	provinciaal		ADJ
provinz	provinciale	provinz	provinciaal		ADJ
provinz	provincies	provinz	provincie		N;PL
dir	jij	dur	jij		PRO;NOM;2
dir	jou	dur	jou		PRO;ACC;2
dir	dir	dur	dir		N;MASC+FEM;SG
quellen	bronnen	quell	bron	V;NFIN	N;PL
quellen	springs	quell	spring	V;NFIN	N;PL
quellen	veren	quell	veer	V;NFIN	N;PL
quellen	bronnen	quell	bron	V;NFIN	N;PL
bleibt	blijven	bleiben	blijven	V;IND;SG;3;PRS;FIN	V;PL;PRS;FIN
kilometer	kilometer	kilometer	kilometer	ADJ	N;MASC+FEM;SG
kilometer	kilometers	kilometer	kilometer	ADJ	N;PL
kilometer	mijl	kilometer	mijl	ADJ	N;MASC+FEM;SG
kilometer	miles	kilometer	mil	ADJ	N;PL
kilometer	mijlen	kilometer	mijlen	ADJ	N;PL
kilometer	kilometers	kilometer	kilometer	ADJ	N;PL
kilometer	kilometer	kilometer	kilometer	ADJ	N;MASC+FEM;SG
kilometer	kilometer	kilometer	kilometer	ADJ	N;MASC+FEM;SG
kilometer	kilometers	kilometer	kilometer	ADJ	N;PL
stunden	openingstijden	stehen	openingstijd	V;NFIN	N;PL
stunden	uren	stehen	ure	V;NFIN	N;PL
stunden	uur	stehen	uur	V;NFIN	N;NEUT;SG
stunden	uurtje	stehen	uur	V;NFIN	N;NEUT;SG
stunden	uur	stehen	uur	V;NFIN	N;NEUT;SG
stunden	uurloon	stehen	uurloon	V;NFIN	N;NEUT;SG
martin	maarten	martin	maarten	PROPN;NOM;MASC;SG	N;PL
martin	martin	martin	martin	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
ernst	ernst	ernst	ernst	PROPN	N;MASC+FEM;SG
ernst	ernst	ernst	ernst	PROPN	N;MASC+FEM;SG
ernst	serieus	ernst	serieus	PROPN	ADJ
ernst	ernest	ernst	ernest	PROPN	N;MASC+FEM;SG
ernst	ernst	ernst	ernst	PROPN	N;MASC+FEM;SG
ernst	ernstig	ernst	ernstig	PROPN	ADJ
ernst	ernstige	ernst	ernstig	PROPN	ADJ
ernst	serieuze	ernst	serieus	PROPN	ADJ
ernst	serieus	ernst	serieus	PROPN	ADJ
schule	scholen	schule	school	N;NOM;FEM;SG	N;PL
leipzig	leipzig	leipzig	leipzig	PROPN;NOM;NEUT;SG	N;NEUT;SG
https	https	https	http		N;MASC+FEM;SG
ludwig	louis	ludwig	louis	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
ludwig	lodewijk	ludwig	lodewijk	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
ludwig	ludwig	ludwig	ludwig	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
jeder	iedere	jed	ieder	PRO;NOM;INDF;MASC;SG	DET
jeder	elke	jed	elk	PRO;NOM;INDF;MASC;SG	DET
jeder	elke	jed	elk	PRO;NOM;INDF;MASC;SG	DET
archivierung	archiveren	archivierung	archiveren	N;NOM;FEM;SG	V;NFIN
archivierung	archiveren	archivierung	archiveren	N;NOM;FEM;SG	V;NFIN
archivierung	archieven	archivierung	archief	N;NOM;FEM;SG	N;PL
dorf	dorpen	dorf	dorp	N;NOM;NEUT;SG	N;PL
dorf	dorpjes	dorf	dorp	N;NOM;NEUT;SG	N;PL
robert	robert	robern	robert	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
tochter	dochtermaatschappij	tocht	dochtermaatschappij		N;MASC+FEM;SG
tochter	filiaal	tocht	filiaal		N;NEUT;SG
tochter	dochteronderneming	tocht	dochteronderneming		N;MASC+FEM;SG
tochter	dochter	tocht	dochter		N;MASC+FEM;SG
staaten	staten	staaten	state	V;FIN	N;PL
staaten	landen	staaten	land	V;FIN	N;PL
mannschaft	bemanning	mannschaft	bemanning	ADJ	N;MASC+FEM;SG
mannschaft	crew	mannschaft	crew	ADJ	N;MASC+FEM;SG
mannschaft	team	mannschaft	team	ADJ	N;NEUT;SG
gesperrt	gehandicapten	sperren	gehandicapten	V;V.PTCP	ADJ
gesperrt	invalide	sperren	invalide	V;V.PTCP	N;MASC+FEM;SG
gesperrt	vergrendeld	sperren	vergrendelen	V;V.PTCP	ADJ
stark	sterken	stark	sterken	ADJ	V;NFIN
stark	stark	stark	stark	ADJ	N;MASC+FEM;SG
anschließend	dan	anschließend	dan	ADJ	ADV
anschließend	daarna	anschließend	daarna	ADJ	ADV
anschließend	vervolgens	anschließend	vervolgens	ADJ	ADV
anschließend	naderhand	anschließend	naderhand	ADJ	ADV
oben	top	oben	top	ADV	N;MASC+FEM;SG
oben	bovenste	oben	boven	ADV	ADJ;RL
oben	bovenkant	oben	bovenkant	ADV	N;MASC+FEM;SG
oben	boven	oben	boven	ADV	ADP
oben	hierboven	oben	hierboven	ADV	N;PL
oben	boven	oben	boven	ADV	ADP
mann	echtgenoot	mann	echtgenoot		N;MASC+FEM;SG
mann	mann	mann	mann		N;MASC+FEM;SG
mann	man	mann	man		N;MASC+FEM;SG
spielen	games	spielen	game	V;NFIN	N;PL
spielen	spelletjes	spielen	spel	V;NFIN	N;PL
spielen	spellen	spielen	spellen	V;NFIN	N;PL
spielen	gamble	spielen	gamble	V;NFIN	N;MASC+FEM;SG
spielen	gok	spielen	gok	V;NFIN	N;MASC+FEM;SG
spielen	gokje	spielen	gok	V;NFIN	N;NEUT;SG
iii	iii	iii	iii	PROPN	N;MASC+FEM;SG
weiß	weiß	wissen	weiß	V;IND;SG;3;PRS;FIN	N;MASC+FEM;SG
weiß	wit	wissen	wit	V;IND;SG;3;PRS;FIN	ADJ
weiß	witte	wissen	wit	V;IND;SG;3;PRS;FIN	ADJ
weiß	blanke	wissen	blank	V;IND;SG;3;PRS;FIN	ADJ
weiß	blank	wissen	blank	V;IND;SG;3;PRS;FIN	ADJ
bar	bar	bar	bar	PROPN	N;MASC+FEM;SG
blieb	gebleven	bleiben	blijven	V;IND;SG;3;PST;FIN	V;V.PTCP
blieb	bleef	bleiben	blijven	V;IND;SG;3;PST;FIN	V;SG;PST;FIN
blieb	gebleven	bleiben	blijven	V;IND;SG;3;PST;FIN	V;V.PTCP
blieb	bleef	bleiben	blijven	V;IND;SG;3;PST;FIN	V;SG;PST;FIN
county	county	county	county	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
county	graafschap	county	graafschap	PROPN;NOM;MASC;SG	N;NEUT;SG
sowohl	allebei	sowohl	allebei	CONJ	PRO
sowohl	beiden	sowohl	beide	CONJ	PRO
sowohl	beide	sowohl	beide	CONJ	PRO
seiten	zijden	seiten	zijden	V;NFIN	N;PL
seiten	zijkanten	seiten	zijkant	V;NFIN	N;PL
seiten	kanten	seiten	kant	V;NFIN	N;PL
seiten	bladzijde	seiten	bladzijde	V;NFIN	N;MASC+FEM;SG
seiten	pagina	seiten	pagina	V;NFIN	N;MASC+FEM;SG
seiten	bladzijden	seiten	bladzijde	V;NFIN	N;PL
seiten	sites	seiten	sites	V;NFIN	N;PL
richtung	richting	richtung	richting	V;V.PTCP	N;MASC+FEM;SG
köln	keulen	köln	keulen	PROPN;NOM;NEUT;SG	V;NFIN
köln	cologne	köln	cologne	PROPN;NOM;NEUT;SG	N;MASC+FEM;SG
partei	feest	partei	feest		N;NEUT;SG
partei	partij	partei	partij		N;MASC+FEM;SG
partei	feestje	partei	feest		N;NEUT;SG
partei	party	partei	party		N;MASC+FEM;SG
wer	wer	wer	wer	PRO;NOM;SG	N;MASC+FEM;SG
wer	who	wer	who	PRO;NOM;SG	
kleine	weinig	klein	weinig	ADJ;NOM;FEM;PL	PRO
kleine	little	klein	little	ADJ;NOM;FEM;PL	
http	http	http	ht		N;MASC+FEM;SG
tage	tage	tagen	tage	N;NOM;MASC;PL	N;MASC+FEM;SG
tage	days	tagen	days	N;NOM;MASC;PL	N;MASC+FEM;SG
tage	dag	tagen	dag	N;NOM;MASC;PL	N;MASC+FEM;SG
