את	你	את	你	PART;ACC	PRO;2
יהודית	猶太	יהודית	猶太	PROPN	PROPN
יהודית	猶太	יהודית	猶太	PROPN	PROPN
יהודית	猶太	יהודית	猶太	PROPN	PROPN
ללמוד	學	למד	學	V;NFIN;ACT	N
אשתו	妻子	אשת	妻子		N
דירוג	評分	דירוג	評分	N;MASC;SG	V
דירוג	排行	דירוג	排行	N;MASC;SG	V
דירוג	排名	דירוג	排名	N;MASC;SG	V
מדעי	科學	מדע	科學	PROPN	N
ביחד	在	ביחד	在		V
ביחד	一起	ביחד	一起		N
האזור	面積	האזור	面積	PROPN	N
האזור	地區	האזור	地區	PROPN	N
האזור	區域	האזור	區域	PROPN	N
האזור	區	האזור	區	PROPN	N
אפילו	甚至	אפילו	甚至	CONJ	ADV
פעיל	積極	פעיל	積極	N;MASC;SG	
מתחת	下方	מתחת	下方	ADP	N
מתחת	以下	מתחת	以下	ADP	DET
פתח	開	פתח	開	PROPN	
פתח	營業	פתח	營業	PROPN	V
פתח	開啟	פתח	開啟	PROPN	V
פתח	開放	פתח	開放	PROPN	V
משחקים	games	משחק	games	N;MASC;PL	
הכל	一切	הכיל	一切	N	DET
הכל	全部	הכיל	全部	N	DET
הכל	所有	הכיל	所有	N	DET
הכל	all	הכיל	all	N	
שירות	服務	שירות	服務	N;MASC;SG	V
גדולים	大型	גדול	大型	ADJ;MASC;PL	N
גדולים	big	גדול	big	ADJ;MASC;PL	
גדולים	大	גדול	大	ADJ;MASC;PL	PART
מצרים	埃及	מצרים	埃及	PROPN	PROPN
שיא	記錄	שיא	記錄	N;MASC;SG	V
שיא	峰	שיא	峰	N;MASC;SG	PROPN
מס	納稅	מס	納稅	N;MASC;SG	PROPN
גיל	gil	גיל	gil	N;MASC;SG	
הליגה	聯盟	הליגה	聯盟		N
הליגה	同盟	הליגה	同盟		N
הליגה	聯賽	הליגה	聯賽		N
לבן	white	לבן	white		
לבן	白	לבן	白		N
לבן	白色	לבן	白色		N
מת	死	מת	死	ADJ;MASC;SG	N
סגל	人員	סגל	人員	PROPN	N
סגל	人事	סגל	人事	PROPN	N
יו	休	יו	休		N
מערב	西方	מערב	西方	N;MASC;SG	PROPN
מערב	西方	מערב	西方	N;MASC;SG	PROPN
שום	大蒜	שום	大蒜	DET;PSSD	N
שום	蒜	שום	蒜	DET;PSSD	N
לוח	黑板	לוח	黑板		N
לוח	董事	לוח	董事		N
לוח	牌匾	לוח	牌匾		N
לוח	石板	לוח	石板		N
לוח	平板	לוח	平板		N
לוח	小組	לוח	小組		N
לוח	面板	לוח	面板		N
חושב	思維	חשב	思維	V;MASC;SG;V.PTCP;ACT	N
חושב	思考	חשב	思考	V;MASC;SG;V.PTCP;ACT	N
לידה	出生	לידה	出生	N;FEM;SG	V
תחילת	提早	תחילה	提早	N;PSSD;FEM;SG	V
תחילת	及	תחילה	及	N;PSSD;FEM;SG	ADV
תחילת	提前	תחילה	提前	N;PSSD;FEM;SG	V
הבינלאומי	國際	הבינלאומי	國際	PROPN	N
מאות	嘴	מאות	嘴	NUM;FEM;PL	N
מאות	口	מאות	口	NUM;FEM;PL	N
מאות	嘴	מאות	嘴	NUM;FEM;PL	N
מאות	口腔	מאות	口腔	NUM;FEM;PL	N
הצעיר	最小	הצעיר	最小	V;MASC;SG;3;PST;ACT	ADJ
השאר	休息	השאר	休息		V
דרור	麻雀	דרור	麻雀	PROPN	PROPN
עובד	僱員	עובד	僱員	PROPN	N
עובד	員工	עובד	員工	PROPN	N
עובד	職工	עובד	職工	PROPN	N
עובד	工程	עובד	工程	PROPN	N
עובד	作品	עובד	作品	PROPN	N
עובד	勞動	עובד	勞動	PROPN	V
עובד	工人	עובד	工人	PROPN	N
עובד	工作	עובד	工作	PROPN	N
פולין	波蘭	פולין	波蘭	PROPN	PROPN
אנגליה	英國	אנגליה	英國	PROPN	PROPN
אנגליה	英格蘭	אנגליה	英格蘭	PROPN	PROPN
התמונה	影象	התמונה	影象	V;FEM;SG;3;PST	N
התמונה	影像	התמונה	影像	V;FEM;SG;3;PST	N
התמונה	圖片	התמונה	圖片	V;FEM;SG;3;PST	N
התמונה	照片	התמונה	照片	V;FEM;SG;3;PST	N
התמונה	圖片	התמונה	圖片	V;FEM;SG;3;PST	N
הנוער	青年	הנוער	青年		N
הנוער	青春	הנוער	青春		N
הנוער	青少	הנוער	青少		N
מיוחד	特別	מיוחד	特別	ADJ;MASC;SG	ADV
תרגום	翻譯	תרגום	翻譯	N;MASC;SG	V
פרסם	張	פרסם	張	V;MASC;SG;3;PST;ACT	PROPN
פרסם	郵政	פרסם	郵政	V;MASC;SG;3;PST;ACT	N
פרסם	post	פרסם	post	V;MASC;SG;3;PST;ACT	
פרסם	張	פרסם	張	V;MASC;SG;3;PST;ACT	PROPN
לבסוף	最終	לבסוף	最終	ADV	N
מישהו	任何	מישהו	任何	N;MASC;SG	DET
מישהו	有	מישהו	有	N;MASC;SG	V
קרן	karen	קרן	karen	N;FEM;SG	
מלא	飽	מלא	飽		N
מלא	完整	מלא	完整		N
מלא	滿	מלא	滿		PROPN
לוי	levi	לוי	levi	PROPN	
קיימים	現存	קיים	現存	ADJ;MASC;PL	V
קיימים	現有	קיים	現有	ADJ;MASC;PL	V
ערב	晚間	ערב	晚間		N
ערב	晚上	ערב	晚上		N
ערב	傍晚	ערב	傍晚		N
לונדון	倫敦	לונדון	倫敦	PROPN	PROPN
קול	聲音	קול	聲音		N
קול	音效	קול	音效		N
קול	語音	קול	語音		N
קול	嗓子	קול	嗓子		N
קול	聲音	קול	聲音		N
קול	cole	קול	cole		
קול	科爾	קול	科爾		PROPN
יהדות	猶太	יהדות	猶太	N;FEM;SG	PROPN
יהדות	猶太	יהדות	猶太	N;FEM;SG	PROPN
יהדות	猶太	יהדות	猶太	N;FEM;SG	PROPN
יהדות	猶太	יהדות	猶太	N;FEM;SG	PROPN
יהדות	猶太	יהדות	猶太	N;FEM;SG	PROPN
יהדות	猶太	יהדות	猶太	N;FEM;SG	PROPN
המועצה	安理	המועצה	安理	PROPN	N
סופר	super	סופר	super	N;MASC;SG	
סופר	超	סופר	超	N;MASC;SG	PART
סופר	超級	סופר	超級	N;MASC;SG	ADJ
עץ	wood	עץ	wood	N;MASC;SG	
חזרה	排練	None	排練	ADV	V
חזרה	排演	None	排演	ADV	V
חזרה	彩排	None	彩排	ADV	N
חזרה	背	None	背	ADV	
חזרה	回	None	回	ADV	PROPN
הציבור	公眾	הציבור	公眾		N
הציבור	公開	הציבור	公開		V
יחידות	各	יחידה	各	N;FEM;PL	DET
מנהל	導演	מנהל	導演	N;MASC;SG	V
מנהל	管理	מנהל	管理	N;MASC;SG	V
להוסיף	加	הוסיף	加	V;NFIN;ACT	ADP
אריה	獅	אריה	獅	PROPN	N
אריה	獅子	אריה	獅子	PROPN	N
אריה	aryeh	אריה	aryeh	PROPN	
בראשית	創世	בראשית	創世	ADV	V
בראשית	創世	בראשית	創世	ADV	N
בראשית	起源	בראשית	起源	ADV	N
קטנה	小型	קטן	小型	ADJ;FEM;SG	N
קטנה	小	קטן	小	ADJ;FEM;SG	PART
קטנה	小	קטן	小	ADJ;FEM;SG	PART
סן	sen	סן	sen	PROPN	
סן	森	סן	森	PROPN	PROPN
סן	san	סן	san	PROPN	
יוני	六	יוני	六	PROPN	NUM
יוני	六	יוני	六	PROPN	NUM
אודות	關於	אודות	關於		ADP
כנסת	會堂	כנסת	會堂	PROPN	N
יחסי	相對	יחסים	相對	N;PSSD;MASC;PL	ADP
דן	丹	דן	丹	PROPN	PROPN
דן	dan	דן	dan	PROPN	
השואה	大	השואה	大	PROPN	PART
הגוף	屍體	הגוף	屍體		N
הגוף	體	הגוף	體		N
הגוף	身體	הגוף	身體		N
אדום	紅	אדום	紅	ADJ;MASC;SG	N
אדום	red	אדום	red	ADJ;MASC;SG	
אדום	紅色	אדום	紅色	ADJ;MASC;SG	N
קבע	設	קבע	設	N;MASC;SG	V
קבע	設定	קבע	設定	N;MASC;SG	V
חד	尖	חד	尖	ADV	ADJ
חד	鋒利	חד	鋒利	ADV	N
חד	銳利	חד	銳利	ADV	N
המערכת	系統	המערך	系統		N
עברית	希伯	עברית	希伯	PROPN	PROPN
עברית	希伯	עברית	希伯	PROPN	PROPN
כולם	每個	None	每個	N;MASC;PL	DET
כולם	全部	None	全部	N;MASC;PL	DET
כולם	所有	None	所有	N;MASC;PL	DET
כולם	all	None	all	N;MASC;PL	
כולם	大家	None	大家	N;MASC;PL	PRO
כולם	每個	None	每個	N;MASC;PL	DET
קטנים	小型	קטן	小型	ADJ;MASC;PL	N
קטנים	小	קטן	小	ADJ;MASC;PL	PART
בפועל	實際	בפועל	實際	ADV	N
קבוע	永久	קבוע	永久	ADJ;MASC;SG	N
קבוע	常數	קבוע	常數	ADJ;MASC;SG	N
קבוע	定期	קבוע	定期	ADJ;MASC;SG	N
קבוע	經常	קבוע	經常	ADJ;MASC;SG	ADV
קבוע	固定	קבוע	固定	ADJ;MASC;SG	N
עולה	上升	עולה	上升	N;MASC;SG	V
מפלגת	派	מפלגה	派	N;FEM;SG	V;CAUS
כיצד	如何	כיצד	如何	ADV	
ויליאם	威廉	ויליאם	威廉	PROPN	PROPN
ברק	閃電	ברק	閃電	PROPN	N
ברק	電光	ברק	電光	PROPN	N
צבאי	軍方	צבאי	軍方	ADJ;MASC;SG	N
צבאי	軍事	צבאי	軍事	ADJ;MASC;SG	N
סין	中國	סין	中國	PROPN	PROPN
העיקרי	初級	העיקר	初級	PROPN	N
תוכניות	計劃	תוכנית	計劃	N;FEM;PL	V
ואז	那	ואז	那		PRO
ואז	然後	ואז	然後		ADV
ואז	那麼	ואז	那麼		ADV
אלוף	拳王	אלוף	拳王	N;MASC;SG	PROPN
הנושא	題目	הנושא	題目		N
הנושא	話題	הנושא	話題		N
הנושא	專題	הנושא	專題		N
הנושא	主題	הנושא	主題		N
סדר	訂單	סדר	訂單	N;MASC;SG	V
סדר	命令	סדר	命令	N;MASC;SG	V
סדר	訂購	סדר	訂購	N;MASC;SG	V
ניסיון	未	ניסיון	未	N;MASC;SG	ADV;NEG
ניסיון	企圖	ניסיון	企圖	N;MASC;SG	V
פרי	perry	פרי	perry		
פרי	果實	פרי	果實		N
פרי	水果	פרי	水果		N
פרי	果	פרי	果		N
כפר	kfar	כפר	kfar	N;MASC;SG	
כפר	kafr	כפר	kafr	N;MASC;SG	
רד	紅	רד	紅	PROPN	N
רד	red	רד	red	PROPN	
רד	紅色	רד	紅色	PROPN	N
ההצבעה	表決	ההצבעה	表決	PROPN	V
ההצבעה	投票	ההצבעה	投票	PROPN	V
הכפר	村	הכפר	村		N
הכפר	鄉村	הכפר	鄉村		N
הכפר	村	הכפר	村		N
הכפר	村落	הכפר	村落		N
הכפר	村子	הכפר	村子		N
יפן	日本	יפן	日本	PROPN	PROPN
מיני	mini	מין	mini		
מיני	迷	מין	迷		V
מיני	性	מין	性		N
מיני	米妮	מין	米妮		PROPN
מבנים	建築	מבנה	建築	N;MASC;PL	V
המועדון	幫會	המועדון	幫會	PROPN	N
המועדון	club	המועדון	club	PROPN	
המועדון	俱樂部	המועדון	俱樂部	PROPN	N
מלבד	除	מלבד	除		V
מלבד	除外	מלבד	除外		N
אמנות	art	אמנות	art	N;FEM;SG	
הממלכה	王國	הממלך	王國	PROPN	N
הממלכה	國度	הממלך	國度	PROPN	N
יפה	漂亮	יפה	漂亮		N
יפה	美	יפה	美		PROPN
יפה	美女	יפה	美女		N
יפה	美麗	יפה	美麗		N
בשימוש	使用	בשימוש	使用	PROPN	V
מרדכי	mordechai	מרדכי	mordechai	PROPN	
אילן	ilan	אילן	ilan	PROPN	
אש	火焰	אש	火焰	N;FEM;SG	PROPN
אש	ash	אש	ash	N;FEM;SG	
מרכזי	中央	מרכזי	中央	ADJ;MASC;SG	N
מרכזי	中心	מרכזי	中心	ADJ;MASC;SG	N
רוברט	羅伯特	רוברט	羅伯特	PROPN	PROPN
רוברט	robert	רוברט	robert	PROPN	
אישי	個人	אישי	個人	ADJ;MASC;SG	N
קרוב	關閉	קרוב	關閉		V
עכשיו	現在	עכשיו	現在	ADV	N
רשמי	正	רשמי	正	ADJ;MASC;SG	ADV
רשמי	正式	רשמי	正式	ADJ;MASC;SG	ADV
מאי	may	מאי	may	PROPN	
מאי	梅	מאי	梅	PROPN	PROPN
מאי	五	מאי	五	PROPN	NUM
מאי	五	מאי	五	PROPN	NUM
מאי	mai	מאי	mai	PROPN	
מאי	邁	מאי	邁	PROPN	PROPN
פיתוח	發展	פיתוח	發展	N;MASC;SG	V
חנה	hannah	חנה	hannah	PROPN	
חנה	花	חנה	花	PROPN	N
חנה	hanna	חנה	hanna	PROPN	
הקיסר	皇帝	הקיסר	皇帝	PROPN	N
הקיסר	天皇	הקיסר	天皇	PROPN	N
הכי	最多	הכי	最多		ADJ
הכי	大	הכי	大		PART
הכי	多數	הכי	多數		ADJ
הכי	大多	הכי	大多		ADV
הכי	大	הכי	大		ADV
גבי	gabi	גבי	gabi	PROPN	
גבי	gabby	גבי	gabby	PROPN	
גבי	gaby	גבי	gaby	PROPN	
השאלה	問題	השאלה	問題	PROPN	N
השאלה	提問	השאלה	提問	PROPN	V
הטבע	大	הטבע	大		ADJ
הטבע	自然	הטבע	自然		N
הטבע	性質	הטבע	性質		N
חלקים	零	חלק	零	N;MASC;PL	NUM
שלך	你	שלך	你		PRO;2
מילים	言	מילה	言	N;FEM;PL	V
אוויר	air	אוויר	air	N;MASC;SG	
אבי	父親	אבי	父親	PROPN	N
אבי	神父	אבי	神父	PROPN	N
אבי	父	אבי	父	PROPN	N
אבי	avi	אבי	avi	PROPN	
אבי	abby	אבי	abby	PROPN	PROPN
קישור	連結	קישור	連結		V
קישור	link	קישור	link		
לקרוא	閱讀	קרא	閱讀	V;NFIN;ACT	N
ערוץ	頻道	ערוץ	頻道		N
ערוץ	海峽	ערוץ	海峽		N
ערוץ	通道	ערוץ	通道		N
כבוד	尊敬	כבוד	尊敬	N;MASC;SG	V
במקור	原本	במקור	原本		ADV
הקדוש	聖人	הקדוש	聖人	PROPN	N
הקדוש	聖	הקדוש	聖	PROPN	PROPN
המכונה	機械	המכון	機械		N
המכונה	機	המכון	機		N
המכונה	機器	המכון	機器		N
אוסטרליה	澳大利亞	אוסטרליה	澳大利亞	PROPN	PROPN
זאב	狼	זאב	狼	PROPN	N
החמישי	第五	החמיש	第五	V;MASC;SG;3;PST;ACT	NUM
החמישי	第五	החמיש	第五	V;MASC;SG;3;PST;ACT	NUM
זוכה	勝者	זכה	勝者	V;MASC;SG;V.PTCP;ACT	N
זוכה	贏家	זכה	贏家	V;MASC;SG;V.PTCP;ACT	N
מנחם	安慰	מנחם	安慰	PROPN	V
יחיד	單	יחיד	單	ADJ;MASC;SG	NUM
יחיד	單人	יחיד	單人	ADJ;MASC;SG	N
יחיד	單身	יחיד	單身	ADJ;MASC;SG	N
יחיד	單	יחיד	單	ADJ;MASC;SG	NUM
כוכב	star	כוכב	star	N;MASC;SG	
פרופ	道具	פרופסור	道具	PROPN	N
ראשית	首先	ראשית	首先	ADV	
ראשית	第一	ראשית	第一	ADV	NUM
הנרי	亨利	הנרי	亨利	PROPN	PROPN
הנרי	henry	הנרי	henry	PROPN	
המערבי	西方	המערבי	西方	PROPN	PROPN
המערבי	西部	המערבי	西部	PROPN	N
בנימין	benjamin	בנימין	benjamin	PROPN	
פול	保羅	פול	保羅	PROPN	PROPN
פול	paul	פול	paul	PROPN	
ביטוי	表達	ביטוי	表達	N;MASC;SG	V
המזרחי	東方	המזרח	東方	PROPN	N
המזרחי	東部	המזרח	東部	PROPN	N
כבש	羔羊	כבש	羔羊	PROPN	
כבש	羊肉	כבש	羊肉	PROPN	N
שחור	黑	שחור	黑	ADJ;MASC;SG	N
שחור	black	שחור	black	ADJ;MASC;SG	
שחור	黑色	שחור	黑色	ADJ;MASC;SG	N
שחור	黑人	שחור	黑人	ADJ;MASC;SG	N
לבנון	黎巴嫩	לבנון	黎巴嫩	PROPN	PROPN
לבנון	黎巴嫩	לבנון	黎巴嫩	PROPN	PROPN
האלה	女神	האלה	女神		N
ארד	青銅	ארד	青銅	PROPN	N
ארד	銅	ארד	銅	PROPN	N
בסמוך	鄰接	בסמוך	鄰接		V
בסמוך	相鄰	בסמוך	相鄰		V
בסמוך	鄰近	בסמוך	鄰近		N
בסמוך	毗鄰	בסמוך	毗鄰		N
שכתב	覆蓋	שכתב	覆蓋		V
בתחילה	最初	בתחילה	最初	ADV	N
עלי	阿里	עלי	阿里	PROPN	PROPN
עלי	ali	עלי	ali	PROPN	
לאומי	national	לאומי	national	PROPN	
לאומי	國家	לאומי	國家	PROPN	N
שמעון	shimon	שמעון	shimon	PROPN	
שמעון	simon	שמעון	simon	PROPN	
שמעון	西蒙	שמעון	西蒙	PROPN	PROPN
שמעון	西門	שמעון	西門	PROPN	PROPN
הכולל	共計	הכולל	共計	PROPN	V
הכולל	總計	הכולל	總計	PROPN	V
יוצא	卸任	יוצא	卸任	N;MASC;SG	V
יוצא	離任	יוצא	離任	N;MASC;SG	V
יוצרים	形成	יוצר	形成	N;MASC;PL	V
שינויים	變更	שינוי	變更	N;MASC;PL	V
שינויים	變動	שינוי	變動	N;MASC;PL	V
שינויים	變化	שינוי	變化	N;MASC;PL	V
שינויים	更	שינוי	更	N;MASC;PL	ADV
הבעיה	問題	הבעיה	問題	ADV	N
יולי	七	יולי	七	PROPN	NUM
יולי	七	יולי	七	PROPN	NUM
ואן	貨車	ואן	貨車	PROPN	N
ואן	梵	ואן	梵	PROPN	PROPN
ואן	範	ואן	範	PROPN	N
חבל	繩	חבל	繩	ADV	N
חבל	繩子	חבל	繩子	ADV	N
חבל	繩索	חבל	繩索	ADV	N
בניין	建築	בניין	建築	N;MASC;SG	V
עומד	常備	עמד	常備	V;MASC;SG;V.PTCP;ACT	N
עומד	常	עמד	常	V;MASC;SG;V.PTCP;ACT	ADV
עומד	看台	עמד	看台	V;MASC;SG;V.PTCP;ACT	N
עזרה	幫助	עזרה	幫助	N;FEM;SG	V
עזרה	幫忙	עזרה	幫忙	N;FEM;SG	V
מקובל	接受	מקובל	接受	ADJ;MASC;SG	V
השמש	太陽	השמש	太陽		N
השמש	孫	השמש	孫		PROPN
השמש	珊	השמש	珊		PROPN
השמש	陽光	השמש	陽光		N
שבת	星期	שבת	星期	PROPN	N
שבת	週六	שבת	週六	PROPN	N
שבת	安息	שבת	安息	PROPN	PROPN
עדכון	更	עדכון	更	N;MASC;SG	ADV
מעולם	從	מעולם	從	ADV	ADP
מעולם	從	מעולם	從	ADV	ADP
הגנה	保護	הגנה	保護	N;FEM;SG	V
הגנה	防衛	הגנה	防衛	N;FEM;SG	V
הגנה	防衛	הגנה	防衛	N;FEM;SG	V
קל	容易	קל	容易	ADJ;MASC;SG	ADV
זוג	配對	זוג	配對		V
זוג	夫妻	זוג	夫妻		N
זוג	情侶	זוג	情侶		N
זוג	夫婦	זוג	夫婦		N
מיכאל	麥可	מיכאל	麥可	PROPN	PROPN
מיכאל	michael	מיכאל	michael	PROPN	
תקשורת	溝通	תקשורת	溝通	N;FEM;SG	V
המזרח	東	המזרח	東	PROPN	N
המזרח	東部	המזרח	東部	PROPN	N
המזרח	東方	המזרח	東方	PROPN	N
המזרח	東區	המזרח	東區	PROPN	N
חולים	病患	חלה	病患	V;MASC;PL;V.PTCP;ACT	N
חולים	患者	חלה	患者	V;MASC;PL;V.PTCP;ACT	N
חולים	病人	חלה	病人	V;MASC;PL;V.PTCP;ACT	N
אלי	eli	אלי	eli	PROPN	
אלי	盟友	אלי	盟友	PROPN	N
אלי	ally	אלי	ally	PROPN	
אלי	阿里	אלי	阿里	PROPN	PROPN
אלי	ali	אלי	ali	PROPN	
השפעה	撞擊	השפעה	撞擊	N;FEM;SG	V
השפעה	影響	השפעה	影響	N;FEM;SG	V
השפעה	影響	השפעה	影響	N;FEM;SG	V
השפעה	衝擊	השפעה	衝擊	N;FEM;SG	V
השפעה	影響	השפעה	影響	N;FEM;SG	V
השפעה	影響	השפעה	影響	N;FEM;SG	V
יצירות	創作	יצירה	創作	N;FEM;PL	V
המחוז	郡	המחוז	郡		N
המחוז	縣	המחוז	縣		N
טען	負載	טען	負載	V;MASC;SG;3;PST;ACT	N
תחילה	首先	תחילה	首先	ADV	
תחילה	第一	תחילה	第一	ADV	NUM
נבנה	內建	נבנה	內建	V;MASC;SG;3;PST;MID	N
מכון	研究	מכון	研究	N;MASC;SG	V
שווה	熱	שווה	熱	PROPN	PART
שווה	燙	שווה	燙	PROPN	N
שווה	等	שווה	等	PROPN	N
שווה	平等	שווה	平等	PROPN	N
פארק	樸	פארק	樸	PROPN	N
פארק	公園	פארק	公園	PROPN	N
החוף	沙灘	החוף	沙灘	PROPN	N
החוף	海灘	החוף	海灘	PROPN	N
באי	裴	None	裴		PROPN
השונות	差異	השונה	差異		N
המשטרה	警方	המשטר	警方	PROPN	N
המשטרה	警務	המשטר	警務	PROPN	N
המשטרה	警察	המשטר	警察	PROPN	N
כותב	作家	כתב	作家	V;MASC;SG;V.PTCP;ACT	N
כותב	作者	כתב	作者	V;MASC;SG;V.PTCP;ACT	N
כותב	編劇	כתב	編劇	V;MASC;SG;V.PTCP;ACT	N
כותב	寫作	כתב	寫作	V;MASC;SG;V.PTCP;ACT	N
סמוך	鄰接	None	鄰接	ADV	V
סמוך	相鄰	None	相鄰	ADV	V
סמוך	鄰近	None	鄰近	ADV	N
סמוך	毗鄰	None	毗鄰	ADV	N
שירה	歌聲	שירה	歌聲		N
שירה	唱歌	שירה	唱歌		N
שירה	歌唱	שירה	歌唱		N
שירה	詩	שירה	詩		N
שירה	詩歌	שירה	詩歌		N
נובל	高	נובל	高	N;MASC;SG	ADJ
נובל	諾貝爾	נובל	諾貝爾	N;MASC;SG	PROPN
רשמית	官方	רשמית	官方	ADV	N
חסר	缺少	חסר	缺少	ADJ;MASC;SG	V
חסר	失蹤	חסר	失蹤	ADJ;MASC;SG	V
חסר	遺失	חסר	遺失	ADJ;MASC;SG	V
חתם	簽名	חתם	簽名	PROPN	N
חתם	署名	חתם	署名	PROPN	V
חתם	簽署	חתם	簽署	PROPN	V
ארוך	久	ארוך	久	ADJ;MASC;SG	N
ארוך	長	ארוך	長	ADJ;MASC;SG	PART
עונות	四	עונה	四	N;FEM;PL	NUM
באר	bar	באר	bar	N;FEM;SG	
מכונה	機械	כונה	機械	V;MASC;SG;V.PTCP;PASS	N
מכונה	機	כונה	機	V;MASC;SG;V.PTCP;PASS	N
מכונה	機器	כונה	機器	V;MASC;SG;V.PTCP;PASS	N
מכונה	機器	כונה	機器	V;MASC;SG;V.PTCP;PASS	N
חג	holiday	חג	holiday	N;MASC;SG	
חג	度假	חג	度假	N;MASC;SG	V
אסיה	亞洲	אסיה	亞洲	PROPN	PROPN
אסיה	亞洲	אסיה	亞洲	PROPN	PROPN
לפעול	act	פעל	act	V;NFIN;ACT	
מראה	顯示	מראה	顯示	N;MASC;SG	V
ניצחון	凱旋	ניצחון	凱旋	N;MASC;SG	PROPN
משמעותי	有	משמעותי	有	ADJ;MASC;SG	V
עין	ein	עין	ein	N;FEM;SG	
תחום	藩	תחום	藩	N;MASC;SG	PROPN
ין	陰	ין	陰		N
ין	殷	ין	殷		PROPN
ין	日	ין	日		PROPN
המקור	出處	המקור	出處		V
המקור	原產	המקור	原產		N
המקור	起源	המקור	起源		N
המקור	來源	המקור	來源		N
המכון	研究	המכון	研究		V
גל	加侖	גל	加侖	PROPN	V
גל	揮手	גל	揮手	PROPN	V
גל	浪潮	גל	浪潮	PROPN	N
גל	波	גל	波	PROPN	N
גל	浪	גל	浪	PROPN	
גל	波浪	גל	波浪	PROPN	N
צעיר	年輕	צעיר	年輕	N;MASC;SG	ADJ
צעיר	young	צעיר	young	N;MASC;SG	
הודו	土耳其	הודו	土耳其	PROPN	PROPN
הודו	印度	הודו	印度	PROPN	PROPN
הידוע	已	הידוע	已		ADV
וה	wha	וה	wha		
לעולם	從	לעולם	從	ADV	ADP
לעולם	從	לעולם	從	ADV	ADP
הצבעה	表決	הצבעה	表決	N;FEM;SG	V
הצבעה	投票	הצבעה	投票	N;FEM;SG	V
הצבעה	表決	הצבעה	表決	N;FEM;SG	V
הצבעה	投票	הצבעה	投票	N;FEM;SG	V
גישה	存取	גישה	存取	N;FEM;SG	V
גישה	存取	גישה	存取	N;FEM;SG	V
גישה	存取	גישה	存取	N;FEM;SG	V
מועדון	club	מועדון	club	N;MASC;SG	
נמל	埠	נמל	埠	PROPN	N
נמל	港口	נמל	港口	PROPN	N
נמל	港	נמל	港	PROPN	PROPN
פעמיים	兩	פעמיים	兩	ADV	NUM
אוסף	編纂	אוסף	編纂		V
אוסף	編譯	אוסף	編譯		V
אוסף	匯編	אוסף	匯編		V
אוסף	收集	אוסף	收集		V
אוסף	收藏	אוסף	收藏		N
ברלין	柏林	ברלין	柏林	PROPN	PROPN
ברלין	berlin	ברלין	berlin	PROPN	
גדל	生長	גדל	生長		V
גדל	成長	גדל	成長		V
גדל	增加	גדל	增加		V
מראש	預支	מראש	預支	ADV	V
הצפון	北方	הצפון	北方	PROPN	N
הצפון	北	הצפון	北	PROPN	N
הצפון	北部	הצפון	北部	PROPN	N
נמוך	低低	נמוך	低低	ADJ;MASC;SG	N
נמוך	低	נמוך	低	ADJ;MASC;SG	PART
תיאור	說明	תיאור	說明	N;MASC;SG	V
תיאור	描述	תיאור	描述	N;MASC;SG	V
דברי	聊	דבר	聊	N;PSSD;MASC;PL	V
עובדים	勞動	עובד	勞動	N;MASC;PL	V
בצורת	乾旱	בצורת	乾旱		N
בצורת	旱災	בצורת	旱災		N
רצח	謀殺	רצח	謀殺	N;MASC;SG	V
