घोटाले	skandal	घोटाला	skandal	N;NOM;MASC;SG;3	
छड़ी	sopa	छड़	sopa	V;PFV;FEM;SG;V.PTCP;ACT	
छड़ी	çubuk	छड़	çubuk	V;PFV;FEM;SG;V.PTCP;ACT	
सीरम	serum	सीरम	serum	N;NOM;MASC;SG;3	
दाम	fiyat	दाम	fiyat	N;NOM;MASC;PL;3	
दाम	fiyatı	दाम	fiyat	N;NOM;MASC;PL;3	N;ACC;SG;3
दाम	bedel	दाम	bedel	N;NOM;MASC;PL;3	
नहरें	kanal	नहर	kanal	N;NOM;FEM;PL;3	
नहरें	kanalı	नहर	kanalı	N;NOM;FEM;PL;3	N;ACC;SG;3
नहरें	rivers	नहर	rivers	N;NOM;FEM;PL;3	PROPN;NOM;SG;3
नॉर्मन	norman	नॉर्मन	norman	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG;3
सराहा	takdir	सराह	takdir	V;PFV;MASC;SG;V.PTCP;ACT	
लैंडिंग	iniş	लैंडिंग	iniş	N;NOM;FEM;SG;3	
माँगा	manga	माँग	manga	V;MASC;SG;V.PTCP;ACT	
नाविक	denizci	नाविक	denizci	N;NOM;MASC;SG;3	
नाविक	navigator	नाविक	navigator	N;NOM;MASC;SG;3	
नाविक	kılavuz	नाविक	kılavuz	N;NOM;MASC;SG;3	
स्थायित्व	dayanıklılık	स्थायित्व	dayanıklılık		N;NOM;SG;3
स्थायित्व	sıralamaları	स्थायित्व	sırala		N;NOM;PL;3
इन्दौर	indore	इन्दौर	indor	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG;3
हावर्ड	howard	हावर्ड	holar	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG;3
साम्यवाद	komünizm	साम्यवाद	komün	PROPN;NOM;MASC;SG;3	
पैमाना	ölçek	पैमाना	ölçek	N;NOM;MASC;SG;3	
पैमाना	ölçekli	पैमाना	ölçekli	N;NOM;MASC;SG;3	
तंबाकू	tütün	तंबाकू	tütün	N;NOM;MASC;SG;3	
चिड़िया	kuş	चिड़िया	kuş	PROPN;NOM;FEM;SG;3	
चिड़िया	kus	चिड़िया	kus	PROPN;NOM;FEM;SG;3	
चिड़िया	bird	चिड़िया	bird	PROPN;NOM;FEM;SG;3	
प्री	önceden	प्री	önceden	N;NOM;MASC;SG;3	ADV
कफ	kelepçe	कफ	kelepçe	PROPN;NOM;MASC;SG;3	
मैथुन	seks	मैथुन	seks	N;NOM;MASC;SG;3	
मैथुन	sex	मैथुन	sex	N;NOM;MASC;SG;3	
ग्राफिक्स	grafik	ग्राफिक्स	grafik	N;NOM;MASC;SG;3	
पराबैंगनी	ultraviyole	पराबैंगनी	ultravi	PROPN;NOM;MASC;SG;3	
केल्विन	kelvin	केल्विन	kelvi	N;NOM;MASC;SG;3	
अनुपस्थित	eksik	अनुपस्थित	eksik	N;NOM;MASC;SG;3	
अनुपस्थित	kayıp	अनुपस्थित	kayıp	N;NOM;MASC;SG;3	ADJ
फाई	phi	फाई	phi	N;NOM;MASC;SG;3	
मर्सिडीज	mercedes	मर्सिडीज	mercedes	PROPN;NOM;FEM;SG;3	
लार	salya	लार	sal	N;NOM;MASC;SG;3	
लार	tükürük	लार	tükürük	N;NOM;MASC;SG;3	
सुनहरे	sarı	सुनहरा	sarı	ADJ;NOM;MASC;PL	
सुनहरे	sarışın	सुनहरा	sarışın	ADJ;NOM;MASC;PL	
आगंतुक	katılımcı	आगंतुक	katılımcı	N;NOM;MASC;SG;3	
फ़ॉर्मूला	mama	फ़ॉर्मूला	mama	N;NOM;MASC;SG;3	
फ़ॉर्मूला	formula	फ़ॉर्मूला	formula	N;NOM;MASC;SG;3	
फ़ॉर्मूला	formül	फ़ॉर्मूला	formül	N;NOM;MASC;SG;3	
चीज़ें	seyler	चीज़	seyle	N;NOM;FEM;PL;3	
ग्राफिक	grafik	ग्राफिक	grafik	N;NOM;MASC;SG;3	
लूप	döngü	लूप	döngü	N;NOM;MASC;SG;3	
पेरी	perry	पेरी	perry	PROPN;NOM;MASC;SG;3	
फिल्माया	çekilen	फिल्मा	çek	V;PFV;MASC;SG;V.PTCP;ACT	V;PFV;IND;POS;PRS;V.PTCP;PASS
फिल्माया	filme	फिल्मा	fil	V;PFV;MASC;SG;V.PTCP;ACT	N;DAT;SG;3
सम्मिश्रण	harmanlama	सम्मिश्रण	harmanlama	N;NOM;MASC;SG;3	V;PFV;NOM;IND;POS;PRS;V.MSDR
चम्मच	dipper	चम्मच	dipper	N;NOM;MASC;SG;3	
चम्मच	kaşık	चम्मच	kaşık	N;NOM;MASC;SG;3	
ग्रा	gras	ग्रा	gras	N;NOM;MASC;SG;3	
दुकानें	mağazaları	दुकान	mağaza	N;NOM;FEM;PL;3	N;ACC;PL;3
अनुपयुक्त	kullanılmamış	अनुपयुक्त	kullan	ADJ	V;PFV;NFH;IND;NEG;PST;V.PTCP;PASS
अनुपयुक्त	kullanılmayan	अनुपयुक्त	kullan	ADJ	V;PFV;IND;NEG;PRS;V.PTCP;PASS
नरेंद्र	narendra	नरेंद्र	narendr	PROPN;NOM;MASC;SG;3	
विरोधाभास	paradoks	विरोधाभास	paradoks	N;NOM;MASC;SG;3	
विरोधाभास	çelişki	विरोधाभास	çelişki	N;NOM;MASC;SG;3	
जैम	reçel	जैम	reçel		N;NOM;SG;3
चेयरमैन	başkan	चेयरमैन	başkan	N;NOM;MASC;SG;3	
चेयरमैन	baskan	चेयरमैन	baskan	N;NOM;MASC;SG;3	
रिश्तेदार	akrabalar	रिश्तेदार	akraba	N;NOM;MASC;SG;3	N;NOM;PL;3
रिश्तेदार	akraba	रिश्तेदार	akraba	N;NOM;MASC;SG;3	
रिश्तेदार	göreceli	रिश्तेदार	gör	N;NOM;MASC;SG;3	
रिश्तेदार	akrabalar	रिश्तेदार	akraba	N;NOM;MASC;SG;3	N;NOM;PL;3
रिश्तेदार	akrabaları	रिश्तेदार	akraba	N;NOM;MASC;SG;3	N;NOM;PL;3
कचरा	çöp	कचरा	çöp	N;NOM;MASC;SG;3	
कचरा	çöp	कचरा	çöp	N;NOM;MASC;SG;3	
कचरा	çöpler	कचरा	çöp	N;NOM;MASC;SG;3	N;NOM;PL;3
थैली	kese	थैली	kese	N;NOM;FEM;SG;3	
थैली	torba	थैली	torba	N;NOM;FEM;SG;3	
प्रतियोगियों	yarışmacılar	प्रतियोगी	yarış	N;ACC;MASC;PL;3	N;NOM;PL;3
प्रतियोगियों	rakip	प्रतियोगी	rakip	N;ACC;MASC;PL;3	
स्प्रिंग	ilkbahar	स्प्रिंग	ilkbahar	N;NOM;FEM;SG;3	
स्प्रिंग	yay	स्प्रिंग	yay	N;NOM;FEM;SG;3	
स्प्रिंग	bahar	स्प्रिंग	bahar	N;NOM;FEM;SG;3	
साइबर	siber	साइबर	siber	N;NOM;MASC;SG;3	
ग़रीब	fakir	ग़रीब	fakir	N;NOM;FEM;SG;3	
ग़रीब	zavallı	ग़रीब	zavallı	N;NOM;FEM;SG;3	
ग़रीब	yoksul	ग़रीब	yoksul	N;NOM;FEM;SG;3	
छात्रवृत्ति	bursu	छात्रवृत्ति	bursu	N;NOM;FEM;SG;3	N;ACC;SG;3
छात्रवृत्ति	burslu	छात्रवृत्ति	burslu	N;NOM;FEM;SG;3	
छात्रवृत्ति	burs	छात्रवृत्ति	burs	N;NOM;FEM;SG;3	
विषैले	zehirli	विषैला	zehirli	N;NOM;MASC;PL;3	
लिखें	yazma	लिख	yazma	V;SBJV;PL;FIN;ACT	
लिखें	yazın	लिख	yaz	V;SBJV;PL;FIN;ACT	
लिखें	yaz	लिख	yaz	V;SBJV;PL;FIN;ACT	
लिखें	beste	लिख	bes	V;SBJV;PL;FIN;ACT	
लिखें	yansın	लिख	yan	V;SBJV;PL;FIN;ACT	V;PFV;IMP;SG;3;POS;PRS
लिखें	yan	लिख	yan	V;SBJV;PL;FIN;ACT	
लिखें	yanar	लिख	yan	V;SBJV;PL;FIN;ACT	V;IPFV;IND;SG;3;POS
लिखें	yanık	लिख	yanık	V;SBJV;PL;FIN;ACT	
लिखें	yak	लिख	yak	V;SBJV;PL;FIN;ACT	
देवों	devon	देव	devon	N;ACC;MASC;PL;3	
सोडा	gazoz	सोडा	gazoz	N;NOM;MASC;SG;3	
सोडा	soda	सोडा	soda	N;NOM;MASC;SG;3	
हुकूमत	hükmetmek	हुकूमत	hükmet	N;NOM;FEM;SG;3	V;PFV;NOM;IND;POS;PRS;V.MSDR
हुकूमत	hakimiyet	हुकूमत	hakimiyet	N;NOM;FEM;SG;3	N;DAT;SG;3
डॉक्टरेट	doktora	डॉक्टरेट	doktora	N;NOM;FEM;SG;3	
विला	villalar	विला	villa	PROPN;NOM;MASC;SG;3	N;NOM;PL;3
विला	villa	विला	villa	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
सटीकता	doğruluğu	सटीकता	doğruluk	N;NOM;FEM;SG;3	N;ACC;SG;3
कोला	kola	कोला	kol	PROPN;NOM;MASC;SG;3	
कोला	colombo	कोला	colombo	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG;3
कोला	cola	कोला	cola	PROPN;NOM;MASC;SG;3	
कोला	kola	कोला	kol	PROPN;NOM;MASC;SG;3	
अदालतों	mahkeme	अदालत	mahkem	N;ACC;FEM;PL;3	
अदालतों	mahkemeler	अदालत	mahkeme	N;ACC;FEM;PL;3	N;NOM;PL;3
चोंच	gaga	चोंच	gaga	N;NOM;FEM;SG;3	
ग्राहम	graham	ग्राहम	graham	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG;3
सर्वोपरि	paramount	सर्वोपरि	paramount	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG;3
प्लेटों	plaka	प्लेट	plaka	N;ACC;MASC;PL;3	
प्लेटों	levhalar	प्लेट	levha	N;ACC;MASC;PL;3	N;NOM;PL;3
प्लेटों	plakası	प्लेट	plaka	N;ACC;MASC;PL;3	N;NOM;SG;3
प्लेटों	tabak	प्लेट	tabak	N;ACC;MASC;PL;3	
प्लेटों	tabaklar	प्लेट	tabak	N;ACC;MASC;PL;3	N;NOM;PL;3
मिटा	sil	मिट	sil	V;PFV;MASC;SG;V.PTCP;ACT	
दुखी	perişan	दुखी	perişan	ADP	
दुखी	sefil	दुखी	sefil	ADP	
दुखी	hüzün	दुखी	hüzün	ADP	
दुखी	üzgün	दुखी	üzgün	ADP	
दुखी	hüzünlü	दुखी	hüzünlü	ADP	ADJ
दुखी	üzücü	दुखी	üz	ADP	
इमरान	imran	इमरान	imran	PROPN;NOM;MASC;SG;3	
निरीक्षक	gözcü	निरीक्षक	gözcü	N;NOM;MASC;SG;3	
निरीक्षक	gözlemci	निरीक्षक	gözlemci	N;NOM;MASC;SG;3	
अल्फ़ा	alpha	अल्फ़ा	alpha	PROPN;NOM;MASC;SG;3	
अल्फ़ा	alfa	अल्फ़ा	alfa	PROPN;NOM;MASC;SG;3	
हैरिस	harris	हैरिस	harris	PROPN;NOM;MASC;SG;3	
सावधान	ihtiyatlı	सावधान	ihtiyatlı	ADP	ADJ
सावधान	tedbirli	सावधान	tedbirli	ADP	ADJ
गियर	vites	गियर	vites	N;NOM;MASC;SG;3	
गियर	dişli	गियर	dişli	N;NOM;MASC;SG;3	
अंडाकार	eliptik	अंडाकार	eliptik	N;NOM;MASC;SG;3	ADJ
सर्कस	sirk	सर्कस	sirk	N;NOM;MASC;SG;3	
अल्बानिया	arnavutluk	अल्बानिया	arnavutluk	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
हीलियम	helyum	हीलियम	helyu	N;NOM;MASC;SG;3	
बादाम	badem	बादाम	badem	N;NOM;MASC;SG;3	
बादाम	badem	बादाम	badem	N;NOM;MASC;SG;3	
निष्कर्षों	bulgular	निष्कर्ष	bulgu	N;ACC;MASC;PL;3	N;NOM;PL;3
नागा	naga	नागा	naga	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG;3
कामकाज	işleyen	कामकाज	işle	N;NOM;MASC;SG;3	V;PFV;IND;POS;PRS;V.PTCP
मिनेसोटा	minnesota	मिनेसोटा	minnesota	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG;3
पृथक्करण	tazminat	पृथक्करण	tazminat	N;NOM;MASC;SG;3	
अंडा	yumurta	अंडा	yumurta	N;NOM;MASC;SG;3	
अंडा	yumurtalı	अंडा	yumurtalı	N;NOM;MASC;SG;3	
परवेज़	pervez	परवेज़	pervez	PROPN;NOM;MASC;SG;3	
एलर्जी	alerji	एलर्जी	alerji	N;NOM;FEM;SG;3	
एलर्जी	alerjisi	एलर्जी	alerji	N;NOM;FEM;SG;3	
माइक्रो	mikro	माइक्रो	mikro	N;NOM;MASC;SG;3	
वर्दी	üniformalar	वर्दी	üniforma	N;NOM;FEM;SG;3	N;NOM;PL;3
वर्दी	üniformaları	वर्दी	üniforma	N;NOM;FEM;SG;3	N;NOM;PL;3
वर्दी	üniforma	वर्दी	üniforma	N;NOM;FEM;SG;3	
वर्दी	üniformalı	वर्दी	üniformal	N;NOM;FEM;SG;3	ADJ
वर्दी	forma	वर्दी	forma	N;NOM;FEM;SG;3	
वर्दी	üniforma	वर्दी	üniforma	N;NOM;FEM;SG;3	
सूर्यास्त	sunset	सूर्यास्त	sunset	N;NOM;MASC;SG;3	
सूर्यास्त	günbatımı	सूर्यास्त	günbatım	N;NOM;MASC;SG;3	N;ACC;SG;3
ताँबा	bakır	ताँबा	bakır	N;NOM;MASC;SG;3	
कैलोरी	kalori	कैलोरी	kalori	N;NOM;FEM;SG;3	
कैलोरी	kalori	कैलोरी	kalori	N;NOM;FEM;SG;3	
कैलोरी	çal	कैलोरी	çal	N;NOM;FEM;SG;3	
कैलोरी	cal	कैलोरी	cal	N;NOM;FEM;SG;3	
ईमानदारी	samimiyet	ईमानदारी	samimiyet	N;NOM;FEM;SG;3	N;DAT;SG;3
मताधिकार	imtiyaz	मताधिकार	imtiyaz	N;NOM;MASC;SG;3	
वृत्ताकार	yuvarlak	वृत्ताकार	yuvarlak	N;NOM;MASC;SG;3	
वृत्ताकार	dairesel	वृत्ताकार	dairesel	N;NOM;MASC;SG;3	
निर्वासित	haydut	निर्वासित	haydut	ADJ	
निर्वासित	kanunsuz	निर्वासित	kanunsuz	ADJ	
स्ट्रिंग	string	स्ट्रिंग	string	N;NOM;FEM;SG;3	
स्ट्रिंग	telli	स्ट्रिंग	telli	N;NOM;FEM;SG;3	
स्ट्रिंग	dizge	स्ट्रिंग	dizge	N;NOM;FEM;SG;3	
स्ट्रिंग	ip	स्ट्रिंग	ip	N;NOM;FEM;SG;3	
स्ट्रिंग	dize	स्ट्रिंग	dize	N;NOM;FEM;SG;3	
स्फटिक	kuvars	स्फटिक	kuvars	N;NOM;FEM;SG;3	
बुनाई	örgü	बुना	örgü		N;NOM;SG;3
विवाहित	evli	विवाहित	evli	N;NOM;MASC;SG;3	
विवाहित	evlendi	विवाहित	evlen	N;NOM;MASC;SG;3	V;PFV;IND;SG;3;POS;PST
आभा	abha	आभा	abha	PROPN;NOM;FEM;SG;3	
आभा	aura	आभा	aura	PROPN;NOM;FEM;SG;3	
ईद	bayram	ईद	bayram	N;NOM;FEM;SG;3	
ईद	eid	ईद	i	N;NOM;FEM;SG;3	
मांसाहारी	etobur	मांसाहारी	etobur	N;NOM;MASC;SG;3	
बॉन	bonn	बॉन	bonn	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG;3
बॉन	bon	बॉन	bon	PROPN;NOM;MASC;SG;3	
पाँव	ayakları	पाँव	ayak	N;NOM;MASC;SG;3	N;NOM;PL;3
पाँव	ayaklar	पाँव	ayak	N;NOM;MASC;SG;3	N;NOM;PL;3
द्वेष	kin	द्वेष	kin	PROPN;NOM;MASC;SG;3	
द्वेष	nefret	द्वेष	nefret	PROPN;NOM;MASC;SG;3	
कॉलम	köşe	कॉलम	köşe	N;NOM;MASC;SG;3	
कॉलम	kol	कॉलम	kol	N;NOM;MASC;SG;3	
कॉलम	sütun	कॉलम	sütun	N;NOM;MASC;SG;3	
कॉलम	sütunları	कॉलम	sütun	N;NOM;MASC;SG;3	N;ACC;PL;3
कॉलम	sütun	कॉलम	sütun	N;NOM;MASC;SG;3	
चट्टोपाध्याय	chatterjee	चट्टोपाध्याय	chatter	PROPN;NOM;MASC;SG;3	
कहावत	atasözü	कहावत	atasözü	N;NOM;FEM;SG;3	N;ACC;SG;3
कहावत	maxim	कहावत	maxim	N;NOM;FEM;SG;3	
टेड	ted	टेड	ted	PROPN;NOM;MASC;SG;3	
दुर्घटनाओं	kaza	दुर्घटना	kaza	N;ACC;FEM;PL;3	
दुर्घटनाओं	kazalar	दुर्घटना	kaza	N;ACC;FEM;PL;3	N;NOM;PL;3
शायरी	şiir	शायरी	şiir	N;NOM;FEM;SG;3	
शायरी	şiirler	शायरी	şiir	N;NOM;FEM;SG;3	N;NOM;PL;3
टेलीग्राफ	telgraf	टेलीग्राफ	telgraf	N;NOM;MASC;SG;3	
प्रत्याशी	aday	प्रत्याशी	aday	N;NOM;MASC;SG;3	
आवेग	dürtü	आवेग	dürtü	N;NOM;MASC;SG;3	
मुंडा	munda	मुंडा	mun	PROPN;NOM;MASC;SG;3	
बर्नार्ड	bernard	बर्नार्ड	bernard	PROPN;NOM;MASC;SG;3	
बर्नार्ड	barnard	बर्नार्ड	barnard	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG;3
सचेत	bilinçli	सचेत	bilinçli	ADJ	
एमिनेम	eminem	एमिनेम	emine	PROPN;NOM;MASC;SG;3	ADJ;NOM;SG;3
किशोरों	gençler	किशोर	genç	N;ACC;MASC;PL;3	ADJ;NOM;PL;3
किशोरों	gençleri	किशोर	genç	N;ACC;MASC;PL;3	ADJ;ACC;PL;3
डेव	dave	डेव	dave	PROPN;NOM;MASC;SG;3	
पारा	mercury	पारा	mercury	N;NOM;MASC;SG;3	PROPN;NOM;SG;3
पारा	cıva	पारा	cıva	N;NOM;MASC;SG;3	
पारा	merkür	पारा	merkür	N;NOM;MASC;SG;3	
धोखे	kandırılmış	धोखा	kan	V;MASC;SG;FIN;ACT	V;PFV;NFH;IND;SG;3;POS;PST;PASS
पेंट	boya	पेंट	boy	N;NOM;MASC;SG;3	
पेंट	boyama	पेंट	boya	N;NOM;MASC;SG;3	
सोन	oğul	सोन	oğul	PROPN;NOM;FEM;SG;3	
सोन	evlat	सोन	evlat	PROPN;NOM;FEM;SG;3	
सोन	oğlum	सोन	oğul	PROPN;NOM;FEM;SG;3	N;NOM;SG;3
नीलामी	müzayede	नीलामी	müzaye	N;NOM;FEM;SG;3	N;ESS;SG;3
नीलामी	müzayede	नीलामी	müzaye	N;NOM;FEM;SG;3	N;ESS;SG;3
पट्टे	kiralama	पट्टे	kiralama	N;NOM;MASC;SG;3	
नाटो	nato	नाटो	nato	PROPN;NOM;MASC;SG;3	
ब्रह्मचर्य	chastity	ब्रह्मचर्य	chastity	N;NOM;MASC;SG;3	
ग्लेन	glen	ग्लेन	gl	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG;3
ग्लेन	glenn	ग्लेन	glen	PROPN;NOM;MASC;SG;3	
विरल	seyrek	विरल	seyrek	CONJ	
विरल	nadir	विरल	nadir	CONJ	
विरल	ender	विरल	ende	CONJ	
पिया	içtim	पे	iç	PROPN;NOM;MASC;SG;3	V;PFV;IND;SG;1;POS;PST
पिया	içti	पे	iç	PROPN;NOM;MASC;SG;3	V;PFV;IND;SG;3;POS;PST
आयामी	boyutlu	आयामी	boyutlu	N;NOM;3	
काव्यशास्त्र	poetika	काव्यशास्त्र	poetika	N;NOM;FEM;SG;3	
नवाचार	yenilikler	नवाचार	yenilik	N;NOM;MASC;SG;3	N;NOM;PL;3
डायमंड	elmas	डायमंड	elmas	PROPN;NOM;MASC;SG;3	
डायमंड	diamond	डायमंड	diamond	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
डायमंड	pırlanta	डायमंड	pırla	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
महंगी	pahalı	महंगा	pahalı	ADJ;FEM;SG	
महंगी	pahalıdır	महंगा	pahalı	ADJ;FEM;SG	
फ्रायड	freud	फ्रायड	freud	PROPN;NOM;MASC;SG;3	
तर्कसंगत	akılcı	तर्कसंगत	akılcı	PROPN;NOM;MASC;SG;3	
पीना	içki	पी	içki	V;MASC;NFIN;ACT	
पीना	içme	पी	iç	V;MASC;NFIN;ACT	
पीना	içki	पी	içki	V;MASC;NFIN;ACT	
पीना	iç	पी	iç	V;MASC;NFIN;ACT	
स्ट्रिप	striptiz	स्ट्रिप	striptiz	N;NOM;MASC;SG;3	
स्ट्रिप	şerit	स्ट्रिप	şerit	N;NOM;MASC;SG;3	
स्ट्रिप	soyun	स्ट्रिप	soy	N;NOM;MASC;SG;3	
संलयन	füzyon	संलयन	füzyon	N;NOM;MASC;SG;3	
अब्दुल्ला	abdullah	अब्दुल्ला	abdullah	PROPN;NOM;MASC;SG;3	
वर्जिन	bakire	वर्जिन	bakire	PROPN;NOM;MASC;SG;3	
वर्जिन	bakir	वर्जिन	bakir	PROPN;NOM;MASC;SG;3	
डेप	depp	डेप	depp	N;NOM;MASC;SG;3	
चक्रों	çakra	चक्र	çakra	N;ACC;MASC;PL;3	N;NOM;SG;3
सिन्धी	sindhi	सिन्धी	sin	PROPN;NOM;MASC;SG;3	
मुहाफ़ज़ाह	ili	मुहाफ़ज़ाह	ili	PROPN;NOM;MASC;SG;3	
प्रोसेसिंग	işlenmesi	प्रोसेसिंग	işle	N;NOM;FEM;SG;3	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS
प्रोसेसिंग	işleme	प्रोसेसिंग	işle	N;NOM;FEM;SG;3	
प्रोसेसिंग	işlem	प्रोसेसिंग	işlem	N;NOM;FEM;SG;3	
अवस्थिति	yerleştirme	अवस्थिति	yerleş	N;NOM;FEM;SG;3	V;PFV;IMP;SG;2;NEG;PRS;CAUS
अवस्थिति	konumu	अवस्थिति	konum	N;NOM;FEM;SG;3	N;ACC;SG;3
अवस्थिति	yeri	अवस्थिति	yer	N;NOM;FEM;SG;3	N;ACC;SG;3
अवस्थिति	mekanlar	अवस्थिति	mekan	N;NOM;FEM;SG;3	N;NOM;PL;3
अवस्थिति	konumlar	अवस्थिति	konum	N;NOM;FEM;SG;3	N;NOM;PL;3
अवस्थिति	yerler	अवस्थिति	yer	N;NOM;FEM;SG;3	N;NOM;PL;3
अवस्थिति	konumları	अवस्थिति	konum	N;NOM;FEM;SG;3	N;ACC;PL;3
अवस्थिति	yerleri	अवस्थिति	yer	N;NOM;FEM;SG;3	N;ACC;PL;3
वार्मिंग	isınma	वार्मिंग	isın	N;NOM;MASC;SG;3	
मार्गदर्शक	kılavuzu	मार्गदर्शक	kılavuz	N;NOM;MASC;SG;3	N;ACC;SG;3
मार्गदर्शक	rehber	मार्गदर्शक	rehber	N;NOM;MASC;SG;3	
मार्गदर्शक	kılavuz	मार्गदर्शक	kılavuz	N;NOM;MASC;SG;3	
विभिन्नता	varyasyon	विभिन्नता	varyasyon	N;NOM;FEM;SG;3	
ढोल	davul	ढोल	davul	N;NOM;MASC;SG;3	
क्वार्क	quark	क्वार्क	quark	N;NOM;MASC;SG;3	
राजसी	majestic	राजसी	majestic		N;NOM;SG;3
राजसी	regal	राजसी	regal		PROPN;NOM;SG;3
टिकाऊ	sürdürülebilir	टिकाऊ	sür		V;IPFV;POT;SG;3;POS
टिकाऊ	dayanıklı	टिकाऊ	dayanıklı		ADJ
क्रोमियम	krom	क्रोमियम	krom	N;NOM;MASC;SG;3	
कीन	keane	कीन	keane	PROPN;NOM;MASC;SG;3	
स्टेनली	stanley	स्टेनली	stanley	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG;3
सिन्ध	sindh	सिन्ध	i	PROPN;NOM;MASC;SG;3	
लेखनी	pen	लेखनी	pen	V;FEM;NFIN;ACT	
लेखनी	kalem	लेखनी	kalem	V;FEM;NFIN;ACT	
अखबारों	gazete	अखबार	gazet	N;ACC;MASC;PL;3	
अखबारों	gazeteler	अखबार	gazete	N;ACC;MASC;PL;3	N;NOM;PL;3
मध्यस्थता	arabulucu	मध्यस्थता	arabulucu	N;NOM;FEM;SG;3	
किक	tekme	किक	tekme	N;NOM;FEM;SG;3	
आयोडाइड	iyodür	आयोडाइड	iyodür	N;NOM;MASC;SG;3	
धड़कन	alt	धड़कन	alt	N;NOM;FEM;SG;3	
धड़कन	dayak	धड़कन	dayak	N;NOM;FEM;SG;3	
छल्ले	yüzük	छल्ले	yüzük	N;NOM;MASC;PL;3	N;NOM;SG;3
छल्ले	halka	छल्ले	halka	N;NOM;MASC;PL;3	
क्रेन	turna	क्रेन	tur	N;NOM;MASC;SG;3	
आखरी	sonuncusu	आखरी	sonuncu		NUM;NOM;SG;3
क्षेत्ररक्षण	yüzbaşı	क्षेत्ररक्षण	yüzbaşı	N;NOM;MASC;SG;3	
क्षेत्ररक्षण	kaptan	क्षेत्ररक्षण	kaptan	N;NOM;MASC;SG;3	
क्षेत्ररक्षण	fielding	क्षेत्ररक्षण	fielding	N;NOM;MASC;SG;3	
लिली	lili	लिल	lili	PROPN;NOM;MASC;SG;3	
लिली	lilly	लिल	lilly	PROPN;NOM;MASC;SG;3	
लिली	zambak	लिल	zambak	PROPN;NOM;MASC;SG;3	
लिली	lily	लिल	lily	PROPN;NOM;MASC;SG;3	
बेली	göbeği	बेली	göbek		N;ACC;SG;3
कोक	cola	कोक	cola	N;NOM;MASC;SG;3	
कोक	kokain	कोक	kokain	N;NOM;MASC;SG;3	
कोक	kola	कोक	kol	N;NOM;MASC;SG;3	
मेलबोर्न	melbourne	मेलबोर्न	melbour	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG;3
करुणा	nezaket	करुणा	nezaket	PROPN;NOM;FEM;SG;3	
करुणा	iyilik	करुणा	iyilik	PROPN;NOM;FEM;SG;3	N;NOM;SG;3
करुणा	kibarlık	करुणा	kibarlık	PROPN;NOM;FEM;SG;3	N;NOM;SG;3
मुठभेड़	karşılaşma	मुठभेड़	karşılaşma	N;NOM;FEM;SG;3	
अकसर	sıklıkla	अकसर	sıklık	CONJ	
अकसर	sıkça	अकसर	sıkça	CONJ	
मशरूम	mantarlar	मशरूम	mantar	N;NOM;FEM;SG;3	N;NOM;PL;3
मशरूम	mantarlı	मशरूम	mantarlı	N;NOM;FEM;SG;3	
मशरूम	mantar	मशरूम	mantar	N;NOM;FEM;SG;3	
मशरूम	mantarlı	मशरूम	mantarlı	N;NOM;FEM;SG;3	
मशरूम	mantar	मशरूम	mantar	N;NOM;FEM;SG;3	
शांतिपूर्ण	huzur	शांतिपूर्ण	huzur	ADJ	
शांतिपूर्ण	huzurlu	शांतिपूर्ण	huzurlu	ADJ	
शांतिपूर्ण	barışçıl	शांतिपूर्ण	barışçıl	ADJ	
गरुड़	garuda	गरुड	garu	PROPN;NOM;MASC;SG;3	ADJ;ESS;SG;3
फ्लू	grip	फ्लू	grip	PROPN;NOM;MASC;SG;3	
फ्लू	nezle	फ्लू	nez	PROPN;NOM;MASC;SG;3	
नरक	cehennem	नरक	cehenne		N;NOM;SG;3
बेलन	silindir	बेलन	sil	N;NOM;MASC;SG;3	V;PFV;IND;SG;3;POS;PST;PASS
बोलना	konuşan	बोल	konuş	V;MASC;NFIN;ACT	
अवरोधित	engellenmiş	अवरोधित	engelle	ADJ	V;PFV;NFH;IND;SG;3;POS;PST
अवरोधित	engellendi	अवरोधित	engelle	ADJ	
आत्मविश्वास	emin	आत्मविश्वास	emin	N;NOM;MASC;SG;3	ADJ
आत्मविश्वास	güven	आत्मविश्वास	güven	N;NOM;MASC;SG;3	
आत्मविश्वास	özgüven	आत्मविश्वास	özgüven	N;NOM;MASC;SG;3	
लापता	eksik	लापता	eksik	ADJ	
