algeriet	algeria	algeri	algeri	N;DEF;NEUT;SG	PROPN;NOM;SG
styr	ohjaa	styr	ohjata	N;INDF;NEUT;SG	V;IND;SG;2;PRS;FIN;ACT
fester	fester	fest	fester	N;INDF;MASC+FEM;PL	N;NOM;SG
fester	juhlimassa	fest	juhlia	N;INDF;MASC+FEM;PL	V;IN+ESS;SG;NFIN;ACT
udnyttede	hyödynnetty	udnytte	hyödyntää	V;IND;PST;FIN;ACT	V;NOM;SG;V.PTCP;PASS
udnyttede	hyödynnetty	udnytte	hyödyntää	V;IND;PST;FIN;ACT	V;NOM;SG;V.PTCP;PASS
håkon	haakon	håkon	haakko		N;NOM;SG
bøde	sakot	bøde	sakko	N;INDF;MASC+FEM;SG	N;NOM;PL
bøde	sakkoja	bøde	sakko	N;INDF;MASC+FEM;SG	N;PRT;PL
beholder	pitäminen	beholde	pitäminen	V;IND;PRS;FIN;ACT	N;NOM;SG
beholder	säiliö	beholde	säiliö	V;IND;PRS;FIN;ACT	N;NOM;SG
beholder	kontti	beholde	kontti	V;IND;PRS;FIN;ACT	N;NOM;SG
mallorca	mallorcan	mallorca	mallorca		
mallorca	mallorca	mallorca	mallorca		
dogg	dogg	dogg	dogg		PROPN;NOM;SG
severin	severin	severin	severi	N;INDF;MASC+FEM;SG	V;IND;SG;1;PRS;FIN;ACT
madonna	madonna	madonna	madontaa		N;NOM;SG
skinner	skinner	skinne	skinner	V;IND;PRS;FIN;ACT	N;NOM;SG
skinner	kiskot	skinne	kisko	V;IND;PRS;FIN;ACT	N;NOM;PL
hjort	peura	hjort	peura		N;NOM;SG
hjort	hirvi	hjort	hirvi		N;NOM;SG
hjort	peuran	hjort	peura		N;GEN;SG
rapporteret	ilmoitetut	rapportere	ilmoittaa	V;INDF;SG;PST;V.PTCP	V;NOM;PL;V.PTCP;PASS
puerto	puerto	puerto	puerto		PROPN;NOM;SG
annie	annien	annie	anti	N;INDF;MASC+FEM;SG	N;GEN;PL
stabile	vakaa	stabil	vakaa	ADJ;PL	ADJ;NOM;SG
stabile	talli	stabil	talli	ADJ;PL	N;NOM;SG
regnede	sataa	regne	sataa	V;IND;PST;FIN;ACT	N;PRT;SG
internt	sisäistä	internt	sisäinen	ADV	ADJ;PRT;SG
internt	sisäisen	internt	sisäinen	ADV	ADJ;GEN;SG
internt	sisäinen	internt	sisäinen	ADV	ADJ;NOM;SG
internt	sisäiset	internt	sisäinen	ADV	ADJ;NOM;PL
betjent	kyttä	betjene	kyttä	ADJ;INDF;SG	N;NOM;SG
betjent	poliisi	betjene	poliisi	ADJ;INDF;SG	N;NOM;SG
betjent	upseeri	betjene	upseeri	ADJ;INDF;SG	N;NOM;SG
betjent	virkailija	betjene	virkailija	ADJ;INDF;SG	N;NOM;SG
betjent	konstaapeli	betjene	konstaapeli	ADJ;INDF;SG	N;NOM;SG
udstedte	annettu	udstedt	antaa	V;IND;PST;FIN;ACT	V;NOM;SG;V.PTCP;PASS
udstedte	myönnetyt	udstedt	myöntää	V;IND;PST;FIN;ACT	V;NOM;PL;V.PTCP;PASS
udstedte	annetut	udstedt	antaa	V;IND;PST;FIN;ACT	V;NOM;PL;V.PTCP;PASS
udstedte	myönnetty	udstedt	myöntää	V;IND;PST;FIN;ACT	V;NOM;SG;V.PTCP;PASS
horne	horne	horne	horne		N;NOM;SG
identiske	identtinen	identisk	identtinen	ADJ;PL	ADJ;NOM;SG
udtrykke	ilmaista	udtrykke	ilmaista	V;NFIN;ACT	N;PRT;SG
udtrykke	express	udtrykke	express	V;NFIN;ACT	N;NOM;SG
husk	muista	husk	muu	V;IMP	PRO;IN+ABL;PL
hvile	lepo	hvile	lepo	V;NFIN;ACT	N;NOM;SG
hvile	lepoa	hvile	lepo	V;NFIN;ACT	N;PRT;SG
challenge	haastaa	challenge	haastaa	N;INDF;MASC+FEM;SG	V;IND;SG;3;PRS;FIN;ACT
challenge	haasteet	challenge	haaste	N;INDF;MASC+FEM;SG	N;NOM;PL
metaller	metalli	metal	metalli	N;INDF;NEUT;PL	N;NOM;SG
metaller	metal	metal	metal	N;INDF;NEUT;PL	
metaller	metallia	metal	metalli	N;INDF;NEUT;PL	N;PRT;SG
metaller	metallinen	metal	metallinen	N;INDF;NEUT;PL	ADJ;NOM;SG
tilskud	tuet	tilskud	tuki	N;INDF;NEUT;SG	N;NOM;PL
tilskud	avustukset	tilskud	avustus	N;INDF;NEUT;SG	N;NOM;PL
tilskud	tukia	tilskud	tuki	N;INDF;NEUT;SG	N;PRT;PL
tilskud	avustuksia	tilskud	avustus	N;INDF;NEUT;SG	N;PRT;PL
tilskud	avustukset	tilskud	avustus	N;INDF;NEUT;SG	N;NOM;PL
tilskud	myöntää	tilskud	myöntää	N;INDF;NEUT;SG	V;SG;NFIN;ACT
tilskud	myöntää	tilskud	myöntää	N;INDF;NEUT;SG	V;SG;NFIN;ACT
tilskud	grant	tilskud	grant	N;INDF;NEUT;SG	PROPN;NOM;SG
gorm	gorm	gorm	gorm		N;NOM;SG
bern	bern	bern	bern	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
graf	graf	graf	graf	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
cook	cook	cook	cook		PROPN;NOM;SG
cook	kokki	cook	kokki		N;NOM;SG
trøndelag	trøndelag	trøndelag	trøndelag		N;NOM;SG
somalia	somalian	somalia	somalia		N;GEN;SG
somalia	somaliassa	somalia	somalia		N;IN+ESS;SG
kære	rakkaat	kære	rakas	ADJ;DEF;SG	ADJ;NOM;PL
kære	rakas	kære	rakas	ADJ;DEF;SG	N;NOM;SG
udløbet	vanhentunut	udløb	vanhentua	N;DEF;NEUT;SG	V;NOM;SG;V.PTCP;ACT
udløbet	vanhentuneet	udløb	vanhentua	N;DEF;NEUT;SG	V;NOM;PL;V.PTCP;ACT
udløbet	päättynyt	udløb	päättyä	N;DEF;NEUT;SG	V;NOM;SG;V.PTCP;ACT
kunstige	keinotekoista	kunstig	keino#teko	ADJ;PL	N;PRT;SG
kunstige	keinotekoinen	kunstig	keino#tekoinen	ADJ;PL	ADJ;NOM;SG
vinci	vinci	vinci	vinci		PROPN;NOM;SG
afc	afc	afc	afc	PROPN	N;NOM;SG
guddommelige	jumalainen	guddommelig	jumalainen	ADJ;PL	ADJ;NOM;SG
guddommelige	jumalallinen	guddommelig	jumalallinen	ADJ;PL	ADJ;NOM;SG
forsinket	myöhäinen	forsinke	myöhäinen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;SG
forsinket	myöhässä	forsinke	myöhässä	V;INDF;SG;PST;V.PTCP	ADV
forsinket	myöhään	forsinke	myöhään	V;INDF;SG;PST;V.PTCP	ADV
forsinket	viivästyminen	forsinke	viivästyminen	V;INDF;SG;PST;V.PTCP	N;NOM;SG
baltimore	baltimoren	baltimor	baltimori		N;GEN;SG
baltimore	baltimoressa	baltimor	baltimori		N;IN+ESS;SG
franco	franco	franco	franco		N;NOM;SG
innovation	innovaatiot	innovation	innovaatio	N;INDF;MASC+FEM;SG	N;NOM;PL
vogn	vaunut	vogn	vaunu	N;INDF;MASC+FEM;SG	N;NOM;PL
vogn	kärryt	vogn	kärry	N;INDF;MASC+FEM;SG	N;NOM;PL
vogn	vaunut	vogn	vaunu	N;INDF;MASC+FEM;SG	N;NOM;PL
nilsson	nilsson	nilsson	nilssoan		N;NOM;SG
ski	sukset	ski	sussi	N;INDF;NEUT;SG	N;NOM;PL
ski	ski	ski	ski	N;INDF;NEUT;SG	PROPN;NOM;SG
ski	hiihtämään	ski	hiihtää	N;INDF;NEUT;SG	V;IN+ALL;SG;NFIN;ACT
gear	varusteet	gear	varuste	N;INDF;MASC+FEM;SG	N;NOM;PL
gear	rattaat	gear	ratas	N;INDF;MASC+FEM;SG	N;NOM;PL
vega	vega	vega	vega	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
forrest	forrest	forrest	forrest		
kfum	ymca	kfum	ymca	N;INDF;NEUT;SG	PROPN;NOM;SG
porte	gates	porte	gates	N;INDF;MASC+FEM;PL	PROPN;NOM;SG
gregor	gregor	gregor	gregor	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
gregor	gregory	gregor	gregory	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
nordlig	pohjoinen	nordlig	pohjoinen	ADJ;INDF;MASC+FEM;SG	N;NOM;SG
nordlig	pohjois	nordlig	pohjois	ADJ;INDF;MASC+FEM;SG	N;NOM;SG
øde	autio	øde	autio	ADJ	N;NOM;SG
øde	autio	øde	autio	ADJ	N;NOM;SG
dkk	dkk	dek	dkk		V;IND;SG;3;PRS;FIN;ACT
westminster	westminster	westminst	westminster	N;INDF;MASC+FEM;SG	
doctor	tohtori	doctor	tohtori		N;NOM;SG
doctor	lääkäri	doctor	lääkäri		N;NOM;SG
definere	määritellään	definere	määritellä	V;NFIN;ACT	V;IND;PRS;FIN;PASS
undgik	vältetään	undgå	välttää	V;IND;PST;FIN;ACT	V;IND;PRS;FIN;PASS
bistand	tuet	bistand	tuki	N;INDF;MASC+FEM;SG	N;NOM;PL
telefon	puhelimitse	telefon	puheli#mitse	N;INDF;MASC+FEM;SG	N;NOM;PL
dæmningen	dam	dæmning	dam	N;DEF;MASC+FEM;SG	
brænde	polttopuita	brænde	poltto#puu	V;NFIN;ACT	N;PRT;PL
brænde	pala	brænde	pala	V;NFIN;ACT	N;NOM;SG
brænde	poltetaan	brænde	polttaa	V;NFIN;ACT	V;IND;PRS;FIN;PASS
brænde	polttaminen	brænde	polttaminen	V;NFIN;ACT	N;NOM;SG
brænde	poltetaan	brænde	polttaa	V;NFIN;ACT	V;IND;PRS;FIN;PASS
mercury	elohopea	mercury	elohopea		N;NOM;SG
mercury	elohopeaa	mercury	elohopea		N;PRT;SG
ulf	ulf	ulf	ulf	PROPN	PROPN;NOM;SG
markus	markus	markus	markus		PROPN;NOM;SG
masters	mestarit	mast	mestari	N;GEN;INDF;MASC+FEM;PL	N;NOM;PL
masters	masters	mast	masters	N;GEN;INDF;MASC+FEM;PL	N;NOM;SG
masters	päälliköt	mast	päällikkö	N;GEN;INDF;MASC+FEM;PL	N;NOM;PL
moralsk	moraalinen	moralsk	moraalinen	ADV	ADJ;NOM;SG
moralsk	moraali	moralsk	moraali	ADV	N;NOM;SG
moralsk	moraalista	moralsk	moraali	ADV	ADJ;PRT;SG
intern	sisäiset	intern	sisäinen	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
afrikansk	afrikkalaiset	afrikansk	afrikka#lainen	ADJ;INDF;SG	N;NOM;PL
afrikansk	afrikka	afrikansk	afrikka	ADJ;INDF;SG	N;NOM;SG
afrikansk	afrikan	afrikansk	afrikka	ADJ;INDF;SG	N;GEN;SG
givne	annettu	givn	antaa	ADJ;PL	V;NOM;SG;V.PTCP;PASS
givne	annetut	givn	antaa	ADJ;PL	V;NOM;PL;V.PTCP;PASS
efterår	pudota	efterår	pudota	N;INDF;NEUT;SG	V;IMP;SG;2;NFIN;ACT
efterår	kaatuu	efterår	kaatua	N;INDF;NEUT;SG	V;IND;SG;3;PRS;FIN;ACT
efterår	kaadu	efterår	kaatua	N;INDF;NEUT;SG	V;IMP;SG;2;FIN;ACT
reserveret	varatut	reservere	varata	V;INDF;SG;PST;V.PTCP	N;NOM;PL
helikopter	helikopterit	helikopter	helikopteri	N;INDF;MASC+FEM;SG	N;NOM;PL
helikopter	helikopterit	helikopter	helikopteri	N;INDF;MASC+FEM;SG	N;NOM;PL
helikopter	helikoptereita	helikopter	helikopteri	N;INDF;MASC+FEM;SG	N;PRT;PL
pigerne	girls	pige	girls	N;DEF;MASC+FEM;PL	
stanford	stanford	stanford	stanford	N;INDF;MASC+FEM;SG	
emily	emilyn	emily	emily		N;GEN;SG
emily	emily	emily	emily		N;NOM;SG
hukommelse	muistin	hukommelse	muistaa	N;INDF;MASC+FEM;SG	V;IND;SG;1;PST;FIN;ACT
hukommelse	muistot	hukommelse	muisto	N;INDF;MASC+FEM;SG	N;NOM;PL
exchange	mkt	exchange	mutno#matti		N;NOM;SG
exchange	vaihtaa	exchange	vaihtaa		V;SG;NFIN;ACT
exchange	vaihtoon	exchange	vaihto		N;IN+ALL;SG
exchange	vaihto	exchange	vaihto		N;NOM;SG
exchange	vaihtaminen	exchange	vaihtaminen		N;NOM;SG
stormen	storm	stor	storm	N;DEF;MASC+FEM;SG	
behandlede	käsitellyt	behandle	käsitellä	V;PL;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
behandlede	hoidettu	behandle	hoitaa	V;PL;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
behandlede	käsitelty	behandle	käsitellä	V;PL;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
behandlede	käsitellyt	behandle	käsitellä	V;PL;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
behandlede	käsitelty	behandle	käsitellä	V;PL;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
behandlede	jalostettu	behandle	jalostaa	V;PL;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
phillips	phillips	phillips	phillips	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
beverly	beverly	beverly	beverly		PROPN;NOM;SG
said	sanoi	said	sanoa		V;IND;SG;3;PST;FIN;ACT
living	elävä	living	elää	N;INDF;MASC+FEM;SG	ADJ;NOM;SG
living	elää	living	elää	N;INDF;MASC+FEM;SG	V;IND;SG;3;PRS;FIN;ACT
living	elävät	living	elää	N;INDF;MASC+FEM;SG	V;IND;PL;3;PRS;FIN;ACT
heidelberg	heidelberg	heidelberg	heidelberg	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
heide	heide	heide	heide	N;INDF;MASC+FEM;SG	INTJ
relativ	suhteellista	relativ	suhteellinen	ADV	ADJ;PRT;SG
relativ	suhteellinen	relativ	suhteellinen	ADV	ADJ;NOM;SG
relativ	sukulainen	relativ	sukulainen	ADV	N;NOM;SG
klippe	kallio	klippe	kallio	V;NFIN;ACT	N;NOM;SG
klippe	kallion	klippe	kallio	V;NFIN;ACT	N;GEN;SG
klippe	cliff	klippe	cliff	V;NFIN;ACT	PROPN;NOM;SG
klippe	kallio	klippe	kallio	V;NFIN;ACT	N;NOM;SG
klippe	kivi	klippe	kivi	V;NFIN;ACT	N;NOM;SG
klippe	rock	klippe	rock	V;NFIN;ACT	
powell	powell	powell	powell		PROPN;NOM;SG
nba	nba	nba	nba		N;NOM;SG
foster	foster	foste	foster	N;INDF;MASC+FEM;PL	PROPN;NOM;SG
foster	kasvatus	foste	kasvatus	N;INDF;MASC+FEM;PL	N;NOM;SG
foster	kasvatti	foste	kasvattaa	N;INDF;MASC+FEM;PL	V;IND;SG;3;PST;FIN;ACT
foster	sikiön	foste	sikiö	N;INDF;MASC+FEM;PL	N;GEN;SG
foster	sikiö	foste	sikiö	N;INDF;MASC+FEM;PL	N;NOM;SG
forudgående	aikaisemmat	forudgående	aikainen	ADJ	ADJ;NOM;CMPR;PL
hedenske	pakana	hedensk	pakana	ADJ;PL	N;NOM;SG
hedenske	pakana	hedensk	pakana	ADJ;PL	N;NOM;SG
stød	iskut	stød	isku	N;INDF;NEUT;SG	N;NOM;PL
koncentrerede	tiivistetty	koncentrere	tiivistää	V;PL;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
koncentrerede	keskittynyt	koncentrere	keskittyä	V;PL;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
koncentrerede	keskitetty	koncentrere	keskitetty	V;PL;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
weber	weber	weber	weber	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
overføre	lataaminen	overføre	lataaminen	V;NFIN;ACT	N;NOM;SG
overføre	ladataan	overføre	ladata	V;NFIN;ACT	V;IND;PRS;FIN;PASS
overføre	lataus	overføre	lataus	V;NFIN;ACT	N;NOM;SG
kraftigere	voimakkaampi	kraftigere	voimakas	ADV;CMPR	ADJ;NOM;CMPR;SG
kraftigere	vahvemman	kraftigere	vahva	ADV;CMPR	ADJ;GEN;CMPR;SG
kraftigere	vahvempi	kraftigere	vahva	ADV;CMPR	ADJ;NOM;CMPR;SG
kraftigere	vahvempaa	kraftigere	vahva	ADV;CMPR	ADJ;PRT;CMPR;SG
kasakhstan	kazakstanin	kasakhstan	kazaksta		N;GEN;SG
memphis	memphis	memphis	memphis		
sullivan	sullivan	sullivan	sulla	N;INDF;MASC+FEM;SG	ADJ;NOM;SG
sullivan	sullivanin	sullivan	sulliva	N;INDF;MASC+FEM;SG	ADJ;GEN;SG
garde	garde	gard	garde	N;INDF;MASC+FEM;SG	
cherokee	cherokee	cherokee	cherokee		N;NOM;SG
knyttede	solmittu	knytte	solmia	V;PL;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
unik	yksilölliset	unik	yksilöllinen	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
nevada	nevadan	nevada	nevata		N;GEN;SG
professionelt	ammatti	professionelt	ammatti	ADJ;INDF;NEUT;SG	N;NOM;SG
professionelt	ammattilainen	professionelt	ammattilainen	ADJ;INDF;NEUT;SG	N;NOM;SG
professionelt	ammattimaisesti	professionelt	ammattimaisesti	ADJ;INDF;NEUT;SG	ADV
sandt	true	sinde	true	ADJ;INDF;NEUT;SG	N;NOM;SG
dækning	kattaa	dækning	kattaa	N;INDF;MASC+FEM;SG	V;IND;SG;3;PRS;FIN;ACT
dækning	suojaa	dækning	suoja	N;INDF;MASC+FEM;SG	V;IMP;SG;2;FIN;ACT
tyler	tyler	tyle	tyler	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
lovet	lupasivat	love	luvata	V;INDF;SG;PST;V.PTCP	V;IND;PL;3;PST;FIN;ACT
moralske	moraalinen	moralsk	moraalinen	ADJ;PL	ADJ;NOM;SG
moralske	moraali	moralsk	moraali	ADJ;PL	N;NOM;SG
moralske	moraalista	moralsk	moraali	ADJ;PL	ADJ;PRT;SG
bohr	bohr	bohr	bohr		PROPN;NOM;SG
antoine	antoine	antoin	antaa		N;NOM;SG
gallien	gallialainen	gallien	gallialainen	PROPN	ADJ;NOM;SG
mazda	mazda	mazda	mazta		N;NOM;SG
jam	hilloa	jam	hiltoa		N;PRT;SG
nathan	nathanin	nathan	natha		N;GEN;SG
nathan	nathan	nathan	narha		PROPN;NOM;SG
ulovligt	laittomat	ulovlig	laiton	ADJ;INDF;NEUT;SG	ADJ;NOM;PL
virgin	neitsyen	virgin	neitsyä		V;INS;SG;NFIN;ACT
virgin	neitsyt	virgin	neitsyä		N;NOM;SG
panama	panama	panama	panama	PROPN	N;NOM;SG
della	della	della	della		
byder	tarjous	byde	tarjous	V;IND;PRS;FIN;ACT	N;NOM;SG
byder	tarjoaminen	byde	tarjoaminen	V;IND;PRS;FIN;ACT	N;NOM;SG
byder	tarjoukset	byde	tarjous	V;IND;PRS;FIN;ACT	N;NOM;PL
byder	tarjouksia	byde	tarjous	V;IND;PRS;FIN;ACT	N;PRT;PL
appel	valitukset	appel	valitus	N;INDF;MASC+FEM;SG	N;NOM;PL
australiens	australiaan	australie	australi	N;GEN;DEF;MASC+FEM;SG	N;IN+ALL;SG
australiens	australia	australie	australia	N;GEN;DEF;MASC+FEM;SG	N;NOM;SG
merlin	merlin	merlin	merli		N;NOM;SG
skærm	valvo	skærm	valvo	N;INDF;MASC+FEM;SG	V;IMP;SG;2;FIN;ACT
skærm	valvoa	skærm	valvoa	N;INDF;MASC+FEM;SG	V;SG;NFIN;ACT
evigt	ikuinen	evigt	ikuinen	N;INDF;NEUT;SG	ADJ;NOM;SG
evigt	ikuista	evigt	iku	N;INDF;NEUT;SG	ADJ;PRT;SG
evigt	ikuisen	evigt	ikuinen	N;INDF;NEUT;SG	ADJ;GEN;SG
savnede	kaivannut	savne	kaivata	V;PL;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
savnede	kadonnut	savne	kadota	V;PL;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
savnede	kadoksissa	savne	kadoksissa	V;PL;PST;V.PTCP	ADV
savnede	puuttuu	savne	puuttua	V;PL;PST;V.PTCP	V;IND;SG;3;PRS;FIN;ACT
rumænske	romanian	rumænsk	romania	ADJ;PL	N;GEN;SG
rumænske	romania	rumænsk	romania	ADJ;PL	N;NOM;SG
animal	eläin	animal	eläin		N;NOM;SG
animal	eläintä	animal	eläin		N;PRT;SG
animal	eläimet	animal	eläin		N;NOM;PL
animal	eläinten	animal	eläin		N;GEN;PL
fortiden	mennyttä	fortid	mennyt	N;DEF;MASC+FEM;SG	ADJ;PRT;SG
fortiden	menneet	fortid	mennä	N;DEF;MASC+FEM;SG	V;NOM;PL;V.PTCP;ACT
fortiden	ohi	fortid	ohi	N;DEF;MASC+FEM;SG	ADV
nutidige	nykyaikainen	nutidig	nykyaikainen	ADJ;PL	ADJ;NOM;SG
hardcore	hardcore	hardcore	hardcore		N;NOM;SG
modstanderen	vastustajat	modstander	vastustaja	N;DEF;MASC+FEM;SG	N;NOM;PL
vildt	wild	vildt	wild	ADJ;INDF;NEUT;SG	
vildt	peliä	vildt	peli	ADJ;INDF;NEUT;SG	N;PRT;SG
vildt	pelin	vildt	peli	ADJ;INDF;NEUT;SG	N;GEN;SG
vildt	peli	vildt	peli	ADJ;INDF;NEUT;SG	N;NOM;SG
vildt	crazy	vildt	crazy	ADJ;INDF;NEUT;SG	
indgreb	häiriöitä	indgreb	häiriö	N;INDF;NEUT;SG	N;PRT;PL
indgreb	häiriöt	indgreb	häiriö	N;INDF;NEUT;SG	N;NOM;PL
brænder	palaa	brænde	palata	V;IND;PRS;FIN;ACT	V;IMP;SG;2;FIN;ACT
brænder	polta	brænde	polta	V;IND;PRS;FIN;ACT	V;IMP;SG;2;FIN;ACT
brænder	pala	brænde	pala	V;IND;PRS;FIN;ACT	N;NOM;SG
brænder	poltetaan	brænde	polttaa	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;PASS
brænder	burns	brænde	burns	V;IND;PRS;FIN;ACT	PROPN;NOM;SG
brænder	palovammoja	brænde	palo#vamma	V;IND;PRS;FIN;ACT	N;PRT;PL
brænder	polttaminen	brænde	polttaminen	V;IND;PRS;FIN;ACT	N;NOM;SG
brænder	poltetaan	brænde	polttaa	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;PASS
konsekvent	johdonmukaisesti	konsekvent	johdon#mukaisesti	ADJ;INDF;NEUT;SG	ADV
konsekvent	johdonmukaisesti	konsekvent	johdon#mukaisesti	ADJ;INDF;NEUT;SG	ADV
reddede	pelastettiin	redde	pelastaa	V;IND;PST;FIN;ACT	V;IND;PST;FIN;PASS
reddede	pelastettu	redde	pelastaa	V;IND;PST;FIN;ACT	V;NOM;SG;V.PTCP;PASS
reddede	tallennettu	redde	tallentaa	V;IND;PST;FIN;ACT	V;NOM;SG;V.PTCP;PASS
reddede	tallennetut	redde	tallentaa	V;IND;PST;FIN;ACT	V;NOM;PL;V.PTCP;PASS
glass	lasi	glass	lasi		N;NOM;SG
glass	lasia	glass	lasi		N;PRT;SG
glass	lasin	glass	lasi		N;GEN;SG
glass	lasista	glass	lasi		N;IN+ABL;PL
glass	lasinen	glass	lasinen		ADJ;NOM;SG
sekundære	toissijainen	sekundær	toissijainen	ADJ;PL	ADJ;NOM;SG
serbisk	serbia	serbisk	serbi	ADJ;INDF;SG	PROPN;NOM;SG
serbisk	serbian	serbisk	serbia	ADJ;INDF;SG	N;GEN;SG
zeus	zeus	zeus	zeus		N;NOM;SG
zeus	zeuksen	zeus	zeus		N;GEN;SG
blokeret	tukossa	blokere	tukossa	V;INDF;SG;PST;V.PTCP	N;IN+ESS;SG
hoppe	hyppy	hoppe	hyppy	V;NFIN;ACT	N;NOM;SG
hoppe	tamma	hoppe	tamma	V;NFIN;ACT	N;NOM;SG
hoppe	hyppy	hoppe	hyppy	V;NFIN;ACT	N;NOM;SG
nashville	nashville	nashville	nashville		
rasende	raivoissaan	rasende	raivoissaan	ADJ	ADV
rasende	raivostutti	rasende	raivostuttaa	ADJ	V;IND;SG;3;PST;FIN;ACT
edwards	edwards	edwards	edwards		N;NOM;SG
bær	marjoja	bære	marja	N;INDF;MASC+FEM;SG	N;PRT;PL
bær	marjat	bære	marjat	N;INDF;MASC+FEM;SG	N;NOM;PL
bær	marja	bære	marja	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
bær	berry	bære	berry	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
pagasts	seurakunta	pagasts	seura#kunta	ADJ;INDF;MASC+FEM;SG	N;NOM;SG
omgivelserne	ympäristössä	omgivelse	ympäristö	N;DEF;MASC+FEM;PL	N;IN+ESS;SG
blande	sekoitus	blande	sekoitus	V;NFIN;ACT	N;NOM;SG
blande	sekoitetaan	blande	sekoittaa	V;NFIN;ACT	V;IND;PRS;FIN;PASS
blande	sekoittaminen	blande	sekoittaminen	V;NFIN;ACT	N;NOM;SG
redskab	varusteet	redskab	varuste	N;INDF;NEUT;SG	N;NOM;PL
vellykket	menestys	vellykket	menestys	ADJ;INDF;SG	N;NOM;SG
vellykket	onnistui	vellykket	onnistua	ADJ;INDF;SG	V;IND;SG;3;PST;FIN;ACT
vellykket	menestynyt	vellykket	menestyä	ADJ;INDF;SG	V;NOM;SG;V.PTCP;ACT
vellykket	onnistunut	vellykket	onnistua	ADJ;INDF;SG	V;NOM;SG;V.PTCP;ACT
vellykket	onnistuneesti	vellykket	onnistuneesti	ADJ;INDF;SG	ADV
vellykket	menestyksekkäästi	vellykket	menestyksekkäästi	ADJ;INDF;SG	ADV
borte	mennyt	borte	mennä	ADV	V;NOM;SG;V.PTCP;ACT
psykologisk	psykologinen	psykologisk	psykologinen	ADV	ADJ;NOM;SG
stjålet	varastetut	stjæle	varastaa	V;INDF;SG;PST;V.PTCP	V;NOM;PL;V.PTCP;PASS
variable	muuttujaa	variable	muuttuja	ADJ;PL	N;PRT;SG
variable	vaihteleva	variable	vaihdella	ADJ;PL	V;NOM;SG;V.PTCP;ACT
variable	muuttuja	variable	muuttuja	ADJ;PL	N;NOM;SG
variable	muuttujan	variable	muuttuja	ADJ;PL	N;GEN;SG
variable	muuttuva	variable	muuttua	ADJ;PL	V;NOM;SG;V.PTCP;ACT
variable	muuttujat	variable	muuttuja	ADJ;PL	N;NOM;PL
bekendtgørelse	huomaa	bekendtgørelse	huomata	N;INDF;MASC+FEM;SG	V;IMP;SG;2;FIN;ACT
gejstlige	papiston	gejstlig	papisto	ADJ;PL	N;GEN;SG
flying	lentäminen	flying	lentäminen		N;NOM;SG
flying	lentävä	flying	lentää		V;NOM;SG;V.PTCP;ACT
flying	lentää	flying	lentää		V;IND;SG;3;PRS;FIN;ACT
flying	lentävät	flying	lentää		V;IND;PL;3;PRS;FIN;ACT
bradley	bradley	bradley	bradley		PROPN;NOM;SG
woods	metsää	woods	metsä		N;PRT;SG
woods	metsään	woods	metsä		N;IN+ALL;SG
woods	metsä	woods	metsä		N;NOM;SG
woods	woods	woods	woods		PROPN;NOM;SG
woods	metsät	woods	metsä		N;NOM;PL
indian	intialainen	indian	intialainen	N;INDF;MASC+FEM;SG	ADJ;NOM;SG
ligheder	samankaltaisuus	lighed	samankaltaisuus	N;INDF;MASC+FEM;PL	N;NOM;SG
toulouse	toulouse	toulous	toulous		N;NOM;SG
fjern	poistaa	fjern	poistaa	V;IMP	V;IND;SG;PRS;FIN;ACT
økologisk	ekologinen	økologisk	ekologinen	ADV	ADJ;NOM;SG
økologisk	ekologiset	økologisk	ekologinen	ADV	ADJ;NOM;PL
økologisk	orgaaninen	økologisk	orgaaninen	ADV	ADJ;NOM;SG
økologisk	orgaanista	økologisk	orgaani	ADV	ADJ;PRT;SG
økologisk	orgaaniset	økologisk	orgaaninen	ADV	ADJ;NOM;PL
